Orthogroup	CquinquefasciatusJHB2020	LlongipalpisASM
OG0000305	CQUJHB001390, CQUJHB001973	LOC129788936
OG0000306	CQUJHB007627	LOC129792581
OG0000311	CQUJHB002464, CQUJHB006373, CQUJHB009011, CQUJHB013723, CQUJHB013875, CQUJHB009805, CQUJHB006004, CQUJHB002562, CQUJHB011202	LOC129797680, LOC129791123, LOC129797827, LOC129791363, LOC129795702
OG0000319	CQUJHB011407, CQUJHB013783	LOC129792976, LOC129792973
OG0000324	CQUJHB006140, CQUJHB006853	LOC129791049
OG0000325	CQUJHB012591, CQUJHB002806, CQUJHB016723	LOC129793668
OG0000326	CQUJHB012353, CQUJHB011965	LOC129786690
OG0000327	CQUJHB001917, CQUJHB018000, CQUJHB003068, CQUJHB018290	LOC129788407
OG0000328	CQUJHB006591, CQUJHB002346	LOC129795928
OG0000329	CQUJHB015894, CQUJHB002161, CQUJHB005779, CQUJHB010729	LOC129790306
OG0000330	CQUJHB017282, CQUJHB004081	LOC129790371
OG0000331	CQUJHB014371, CQUJHB013844, CQUJHB002783	LOC129786465
OG0000332	CQUJHB000271, CQUJHB007528	LOC129787519
OG0000333	CQUJHB012787	LOC129792561
OG0000334	CQUJHB007832	LOC129789365
OG0000334	CQUJHB001067	LOC129789420, LOC129789377, LOC129789388, LOC129789243, LOC129789387, LOC129789380, LOC129789362, LOC129789379, LOC129789244, LOC129789242, LOC129789359, LOC129789374
OG0000336	CQUJHB001118, CQUJHB014833	LOC129790183, LOC129792929
OG0000337	CQUJHB004552, CQUJHB015482, CQUJHB007647, CQUJHB014293, CQUJHB003359, CQUJHB014180, CQUJHB008057	LOC129794112
OG0000344	CQUJHB015676, CQUJHB017337, CQUJHB020406, CQUJHB012075	LOC129796894, LOC129796895, LOC129786968
OG0000345	CQUJHB013032, CQUJHB015347, CQUJHB011799, CQUJHB002735, CQUJHB017641, CQUJHB003889, CQUJHB011465	LOC129786395
OG0000350	CQUJHB008958	LOC129793586
OG0000351	CQUJHB013920, CQUJHB017507, CQUJHB012124	LOC129794682
OG0000352	CQUJHB012242, CQUJHB009117	LOC129786247
OG0000352	CQUJHB007986	LOC129786294
OG0000353	CQUJHB009056, CQUJHB008063, CQUJHB002446	LOC129794007
OG0000354	CQUJHB002681, CQUJHB001846	LOC129787091
OG0000355	CQUJHB009441, CQUJHB011420	LOC129787439
OG0000356	CQUJHB006946, CQUJHB002667, CQUJHB000622, CQUJHB010020	LOC129786611, LOC129786607, LOC129786612, LOC129786240
OG0000357	CQUJHB017445, CQUJHB006068	LOC129797618
OG0000358	CQUJHB000414	LOC129787783, LOC129797167, LOC129797169, LOC129797027, LOC129797035, LOC129797023, LOC129797038, LOC129797042, LOC129787344, LOC129787327, LOC129787329, LOC129787336, LOC129787342, LOC129787333, LOC129787334, LOC129787352, LOC129787351
OG0000359	CQUJHB007818, CQUJHB004465, CQUJHB013660, CQUJHB010652	LOC129793872
OG0000360	CQUJHB000284, CQUJHB007098	LOC129793800
OG0000360	CQUJHB000677	LOC129796548
OG0000363	CQUJHB006132, CQUJHB010204	LOC129797000
OG0000364	CQUJHB016963, CQUJHB007057	LOC129791717
OG0000365	CQUJHB010079, CQUJHB016111, CQUJHB009516	LOC129787071
OG0000367	CQUJHB007804	LOC129794337, LOC129792101, LOC129795024
OG0000368	CQUJHB005991, CQUJHB009102, CQUJHB015642	LOC129790768, LOC129790769, LOC129796330, LOC129790703, LOC129790738, LOC129790737, LOC129790736
OG0000369	CQUJHB001559, CQUJHB002920	LOC129790261
OG0000370	CQUJHB017740	LOC129794441, LOC129794442, LOC129794443
OG0000370	CQUJHB001032, CQUJHB007246	LOC129786379
OG0000371	CQUJHB001371, CQUJHB008710	LOC129794045
OG0000372	CQUJHB013895, CQUJHB001937	LOC129790937
OG0000381	CQUJHB004475, CQUJHB007369, CQUJHB016781	LOC129792906, LOC129792907, LOC129792591
OG0000382	CQUJHB003897	LOC129786797, LOC129796311
OG0000382	CQUJHB002028	LOC129796310
OG0000383	CQUJHB017591	LOC129785995
OG0000383	CQUJHB009099	LOC129787610, LOC129794998
OG0000386	CQUJHB015040, CQUJHB006459	LOC129794213
OG0000387	CQUJHB006491, CQUJHB004975	LOC129792588
OG0000389	CQUJHB010871	LOC129792672
OG0000389	CQUJHB002288	LOC129796262
OG0000390	CQUJHB014001	LOC129786718
OG0000391	CQUJHB005583	LOC129787235
OG0000391	CQUJHB015832	LOC129791955
OG0000393	CQUJHB000678, CQUJHB010193	LOC129785949, LOC129785948, LOC129785957
OG0000394	CQUJHB013003, CQUJHB002473, CQUJHB014747	LOC129791762
OG0000395	CQUJHB015252	LOC129788433
OG0000395	CQUJHB008501	LOC129796829, LOC129789717
OG0000396	CQUJHB010706, CQUJHB014186	LOC129790169
OG0000397	CQUJHB014890	LOC129790187
OG0000397	CQUJHB017700	LOC129790172
OG0000399	CQUJHB010610, CQUJHB002697, CQUJHB000514	LOC129794264
OG0000400	CQUJHB008299, CQUJHB016642	LOC129786701
OG0000401	CQUJHB004404	LOC129797202
OG0000401	CQUJHB012725	LOC129786605
OG0000403	CQUJHB004828	LOC129788394
OG0000403	CQUJHB002873	LOC129793356
OG0000404	CQUJHB014951, CQUJHB002330	LOC129795523
OG0000407	CQUJHB009167, CQUJHB002164	LOC129791712
OG0000408	CQUJHB008821, CQUJHB002756	LOC129797650, LOC129797649
OG0000409	CQUJHB009131	LOC129787069
OG0000410	CQUJHB012516, CQUJHB011477	LOC129786954, LOC129794457
OG0000411	CQUJHB006540, CQUJHB007335, CQUJHB008223	LOC129786847, LOC129786629
OG0000412	CQUJHB007660, CQUJHB015305	LOC129788847
OG0000413	CQUJHB010075, CQUJHB007446, CQUJHB020332	LOC129792318
OG0000414	CQUJHB013421	LOC129790511
OG0000415	CQUJHB007582	LOC129796507, LOC129792005, LOC129793033, LOC129786334, LOC129788746, LOC129788753, LOC129792944, LOC129789744, LOC129788765, LOC129791917, LOC129795786, LOC129788748, LOC129796809, LOC129786320, LOC129789524, LOC129789523
OG0000416	CQUJHB005337, CQUJHB009397	LOC129792009
OG0000417	CQUJHB004451	LOC129796020
OG0000417	CQUJHB016554	LOC129792608, LOC129787782
OG0000429	CQUJHB005902, CQUJHB006371	LOC129797527
OG0000430	CQUJHB003893, CQUJHB017728	LOC129790395
OG0000431	CQUJHB014587, CQUJHB006065	LOC129786890, LOC129786889, LOC129786888
OG0000432	CQUJHB015256, CQUJHB018224	LOC129793235
OG0000433	CQUJHB018005, CQUJHB016512	LOC129787458
OG0000435	CQUJHB009018, CQUJHB010160	LOC129793979, LOC129788654
OG0000437	CQUJHB002230	LOC129796837, LOC129796843
OG0000437	CQUJHB017705	LOC129786972
OG0000438	CQUJHB007603, CQUJHB007274, CQUJHB010807	LOC129796877, LOC129796853
OG0000439	CQUJHB003508	LOC129791046
OG0000439	CQUJHB007442	LOC129791051
OG0000440	CQUJHB008712	LOC129786063
OG0000441	CQUJHB008515	LOC129789191
OG0000442	CQUJHB016515, CQUJHB009960	LOC129787812
OG0000443	CQUJHB000083, CQUJHB012897	LOC129786466
OG0000445	CQUJHB005105	LOC129788571
OG0000445	CQUJHB009271	LOC129795393
OG0000446	CQUJHB017131, CQUJHB010200	LOC129792631
OG0000447	CQUJHB007173, CQUJHB004421	LOC129791462
OG0000448	CQUJHB007741	LOC129791218
OG0000448	CQUJHB005150	LOC129797162
OG0000449	CQUJHB012758	LOC129788782
OG0000449	CQUJHB004303	LOC129795663
OG0000450	CQUJHB016258	LOC129791284
OG0000450	CQUJHB006704	LOC129791285
OG0000451	CQUJHB009874	LOC129797430
OG0000453	CQUJHB010602	LOC129796269
OG0000454	CQUJHB010114	LOC129791222, LOC129791223, LOC129789958, LOC129789953, LOC129789957, LOC129789984, LOC129789955, LOC129789970, LOC129786231, LOC129789956
OG0000455	CQUJHB001183	LOC129793202
OG0000455	CQUJHB015257	LOC129795185, LOC129794005
OG0000456	CQUJHB001939, CQUJHB007364, CQUJHB013775	LOC129789003
OG0000457	CQUJHB015649	LOC129797501
OG0000457	CQUJHB017695	LOC129797497
OG0000460	CQUJHB013625, CQUJHB014579	LOC129786399
OG0000461	CQUJHB002251, CQUJHB013571	LOC129788689, LOC129788691
OG0000464	CQUJHB007247, CQUJHB004307	LOC129792136
OG0000465	CQUJHB017090	LOC129794475, LOC129787824, LOC129787821, LOC129787819, LOC129787822, LOC129787823
OG0000466	CQUJHB012439	LOC129788859
OG0000476	CQUJHB001928, CQUJHB020328, CQUJHB017939, CQUJHB007705, CQUJHB020343	LOC129797587, LOC129797598
OG0000478	CQUJHB016476	LOC129789679
OG0000478	CQUJHB009586	LOC129789267
OG0000479	CQUJHB003472, CQUJHB017772	LOC129786132, LOC129786130
OG0000480	CQUJHB015374, CQUJHB005068	LOC129795298
OG0000481	CQUJHB000113, CQUJHB007620, CQUJHB006420	LOC129793585
OG0000482	CQUJHB010431, CQUJHB009602	LOC129789436
OG0000483	CQUJHB013484, CQUJHB002001, CQUJHB005117, CQUJHB002565, CQUJHB014052, CQUJHB012268, CQUJHB005236, CQUJHB003977, CQUJHB000786, CQUJHB011985, CQUJHB016572	LOC129790713
OG0000484	CQUJHB015280, CQUJHB007616	LOC129797633
OG0000485	CQUJHB012703, CQUJHB011084, CQUJHB009246	LOC129795192
OG0000486	CQUJHB012006, CQUJHB002625	LOC129796376
OG0000487	CQUJHB000683, CQUJHB011221	LOC129796445
OG0000489	CQUJHB016351, CQUJHB004674	LOC129789596
OG0000490	CQUJHB014278	LOC129797526, LOC129793927
OG0000491	CQUJHB004009, CQUJHB002060	LOC129786095
OG0000492	CQUJHB001365, CQUJHB003626	LOC129790192
OG0000494	CQUJHB000732	LOC129795759
OG0000494	CQUJHB003918	LOC129795756
OG0000495	CQUJHB004875, CQUJHB008204	LOC129789139
OG0000496	CQUJHB000722	LOC129786268
OG0000497	CQUJHB008176, CQUJHB015119, CQUJHB017322	LOC129787431
OG0000498	CQUJHB018428, CQUJHB001250	LOC129786578, LOC129786574, LOC129786579
OG0000499	CQUJHB015349, CQUJHB002347	LOC129790607
OG0000500	CQUJHB011977	LOC129788005
OG0000501	CQUJHB015962, CQUJHB015865	LOC129797582
OG0000502	CQUJHB007873	LOC129785827
OG0000504	CQUJHB013167	LOC129793723
OG0000506	CQUJHB005354, CQUJHB013163	LOC129792624
OG0000507	CQUJHB006236, CQUJHB016153	LOC129791979
OG0000509	CQUJHB006064, CQUJHB001100	LOC129792415
OG0000510	CQUJHB012354, CQUJHB017274	LOC129791881
OG0000511	CQUJHB008338, CQUJHB006823	LOC129797841
OG0000512	CQUJHB012251	LOC129789515
OG0000512	CQUJHB001081	LOC129789516
OG0000513	CQUJHB013969, CQUJHB018043, CQUJHB013943	LOC129788566, LOC129788563, LOC129788564, LOC129795257, LOC129787379, LOC129794452, LOC129788562
OG0000514	CQUJHB010667, CQUJHB016059	LOC129785846
OG0000515	CQUJHB007879, CQUJHB018283	LOC129790939
OG0000516	CQUJHB001551, CQUJHB007539	LOC129791524, LOC129797636
OG0000517	CQUJHB000346	LOC129795838, LOC129787799, LOC129787785, LOC129789028, LOC129790802
OG0000518	CQUJHB004443, CQUJHB006267, CQUJHB008592	LOC129793591
OG0000519	CQUJHB006578, CQUJHB006537, CQUJHB010625, CQUJHB016100, CQUJHB014959	LOC129793219
OG0000520	CQUJHB012809	LOC129788574
OG0000520	CQUJHB016234	LOC129788575
OG0000521	CQUJHB006650	LOC129792109
OG0000521	CQUJHB003739	LOC129792300
OG0000522	CQUJHB017648, CQUJHB001472	LOC129788714
OG0000523	CQUJHB015431	LOC129797678
OG0000524	CQUJHB010348, CQUJHB002248	LOC129792438
OG0000526	CQUJHB001197	LOC129796859, LOC129794163
OG0000527	CQUJHB000806, CQUJHB017204	LOC129787200
OG0000528	CQUJHB013575, CQUJHB011302	LOC129793220
OG0000535	CQUJHB001581	LOC129788946, LOC129788947
OG0000536	CQUJHB011779	LOC129786855
OG0000537	CQUJHB007852, CQUJHB009891, CQUJHB000706, CQUJHB000501	LOC129792344
OG0000538	CQUJHB012021, CQUJHB018149	LOC129785868
OG0000540	CQUJHB010329	LOC129795815, LOC129795822
OG0000542	CQUJHB000586	LOC129787142
OG0000542	CQUJHB008769	LOC129787129
OG0000543	CQUJHB015339	LOC129790875
OG0000543	CQUJHB009756	LOC129790828
OG0000544	CQUJHB006986	LOC129793436
OG0000544	CQUJHB013252	LOC129793456
OG0000546	CQUJHB007797	LOC129791191
OG0000546	CQUJHB005558	LOC129791189
OG0000547	CQUJHB010578, CQUJHB018134	LOC129789445
OG0000548	CQUJHB006907, CQUJHB015796, CQUJHB011613, CQUJHB011366	LOC129788460, LOC129793810, LOC129796665
OG0000549	CQUJHB008172	LOC129796163, LOC129787746
OG0000550	CQUJHB000340, CQUJHB008859, CQUJHB002119	LOC129793857
OG0000551	CQUJHB011017	LOC129787904, LOC129787888
OG0000552	CQUJHB007207, CQUJHB003339	LOC129793549
OG0000553	CQUJHB013994, CQUJHB013521	LOC129792363
OG0000555	CQUJHB000168, CQUJHB001449, CQUJHB013217, CQUJHB013560, CQUJHB011581	LOC129786450
OG0000557	CQUJHB003953	LOC129791307
OG0000558	CQUJHB003681	LOC129793107
OG0000559	CQUJHB002414, CQUJHB007372	LOC129787647
OG0000560	CQUJHB007191, CQUJHB009268	LOC129791771, LOC129796515
OG0000561	CQUJHB012199	LOC129792671
OG0000562	CQUJHB010758	LOC129796001
OG0000563	CQUJHB009483, CQUJHB011878	LOC129787428
OG0000564	CQUJHB018354	LOC129790481
OG0000564	CQUJHB015185	LOC129790484
OG0000565	CQUJHB003774	LOC129788762
OG0000566	CQUJHB008862, CQUJHB002242	LOC129795066
OG0000567	CQUJHB014368	LOC129794069
OG0000567	CQUJHB006759	LOC129794176
OG0000569	CQUJHB004253	LOC129797441
OG0000569	CQUJHB013050, CQUJHB003277	LOC129797546
OG0000572	CQUJHB011402	LOC129793426
OG0000573	CQUJHB006793, CQUJHB005561	LOC129790886
OG0000574	CQUJHB004478	LOC129790054
OG0000579	CQUJHB005475, CQUJHB004194	LOC129793001
OG0000580	CQUJHB012203, CQUJHB017784, CQUJHB014792, CQUJHB020384, CQUJHB020306, CQUJHB014904, CQUJHB020383, CQUJHB010542, CQUJHB016879, CQUJHB015413, CQUJHB009038, CQUJHB020246, CQUJHB001538, CQUJHB005652	LOC129794431
OG0000581	CQUJHB013739, CQUJHB000355	LOC129792112
OG0000582	CQUJHB005683	LOC129791278
OG0000582	CQUJHB000285	LOC129790571
OG0000584	CQUJHB005921	LOC129795290
OG0000586	CQUJHB001705, CQUJHB000997	LOC129786887, LOC129790177
OG0000588	CQUJHB007747	LOC129786769
OG0000588	CQUJHB007821	LOC129797624
OG0000603	CQUJHB002881, CQUJHB005465, CQUJHB015395, CQUJHB005789, CQUJHB012142, CQUJHB009732, CQUJHB000086, CQUJHB004293, CQUJHB016735, CQUJHB000413, CQUJHB006334, CQUJHB000118, CQUJHB008235, CQUJHB016007, CQUJHB002266, CQUJHB008339, CQUJHB006314	LOC129786735
OG0000606	CQUJHB013202, CQUJHB018414, CQUJHB014818	LOC129795943, LOC129795511
OG0000607	CQUJHB016227, CQUJHB017251	LOC129796412
OG0000608	CQUJHB003281	LOC129790262
OG0000609	CQUJHB007902	LOC129789280, LOC129790035, LOC129789951, LOC129791241, LOC129788166, LOC129795243, LOC129794971, LOC129794411
OG0000610	CQUJHB002809, CQUJHB015516	LOC129793437
OG0000611	CQUJHB018025, CQUJHB005363	LOC129794969, LOC129792305
OG0000612	CQUJHB004742, CQUJHB001942, CQUJHB014770	LOC129793245, LOC129791742
OG0000613	CQUJHB013436	LOC129797020
OG0000614	CQUJHB013132, CQUJHB007602, CQUJHB012297	LOC129794514, LOC129787902
OG0000615	CQUJHB012053, CQUJHB001870	LOC129793095
OG0000616	CQUJHB004196	LOC129787986
OG0000618	CQUJHB000366	LOC129786155
OG0000619	CQUJHB001608	LOC129790543
OG0000619	CQUJHB002849	LOC129790552
OG0000621	CQUJHB015803, CQUJHB003150	LOC129789158
OG0000622	CQUJHB010083, CQUJHB006146, CQUJHB006183, CQUJHB003709	LOC129791514, LOC129795662, LOC129794311, LOC129795246
OG0000623	CQUJHB016237	LOC129795989
OG0000624	CQUJHB004957, CQUJHB007945	LOC129787186
OG0000625	CQUJHB004085, CQUJHB000562	LOC129797405
OG0000626	CQUJHB010848	LOC129787438
OG0000627	CQUJHB004705	LOC129796028
OG0000629	CQUJHB018196	LOC129789450
OG0000629	CQUJHB000380	LOC129796880, LOC129791990
OG0000631	CQUJHB007569, CQUJHB004799	LOC129790689, LOC129790682, LOC129790676, LOC129790648, LOC129790687, LOC129789197, LOC129790679
OG0000632	CQUJHB017853, CQUJHB011863	LOC129790746
OG0000633	CQUJHB001530	LOC129789117
OG0000634	CQUJHB000906	LOC129789630, LOC129790889, LOC129794049
OG0000635	CQUJHB009236, CQUJHB015107	LOC129793876
OG0000636	CQUJHB008913, CQUJHB012416	LOC129792190
OG0000637	CQUJHB013869	LOC129794946
OG0000639	CQUJHB017810, CQUJHB001263	LOC129792772
OG0000640	CQUJHB013845, CQUJHB005794	LOC129788673
OG0000641	CQUJHB012984	LOC129787296
OG0000641	CQUJHB015405	LOC129787356, LOC129787297
OG0000643	CQUJHB006306	LOC129796821, LOC129792422, LOC129796228
OG0000644	CQUJHB010985	LOC129794535, LOC129794595, LOC129795223, LOC129795224
OG0000645	CQUJHB001855, CQUJHB012170	LOC129794232
OG0000647	CQUJHB016983, CQUJHB008570	LOC129787355
OG0000650	CQUJHB007462, CQUJHB005867	LOC129789372
OG0000651	CQUJHB005891, CQUJHB006531, CQUJHB012249	LOC129788154, LOC129786032
OG0000652	CQUJHB009292, CQUJHB004075, CQUJHB005724, CQUJHB014512	LOC129786179
OG0000654	CQUJHB009746, CQUJHB017418	LOC129790933
OG0000656	CQUJHB012382	LOC129790214
OG0000657	CQUJHB000725, CQUJHB010178, CQUJHB014908	LOC129790497, LOC129790495
OG0000658	CQUJHB000804, CQUJHB008360	LOC129786084
OG0000661	CQUJHB000929	LOC129793785, LOC129791227
OG0000662	CQUJHB007292, CQUJHB008352	LOC129795022
OG0000663	CQUJHB010911	LOC129791581, LOC129795004
OG0000664	CQUJHB012286, CQUJHB005533	LOC129788373, LOC129788783
OG0000665	CQUJHB003514	LOC129797714, LOC129797715
OG0000666	CQUJHB011299	LOC129789920
OG0000671	CQUJHB010436	LOC129796439
OG0000672	CQUJHB001913	LOC129797850
OG0000673	CQUJHB000192	LOC129790089
OG0000674	CQUJHB014403	LOC129794686
OG0000675	CQUJHB005209	LOC129792563
OG0000675	CQUJHB012852	LOC129792639
OG0000676	CQUJHB005151, CQUJHB000080, CQUJHB007791	LOC129792412, LOC129792447, LOC129786950
OG0000677	CQUJHB001307, CQUJHB014595	LOC129792367
OG0000678	CQUJHB000263	LOC129793735, LOC129793408
OG0000679	CQUJHB009196, CQUJHB007014	LOC129791603
OG0000680	CQUJHB006904, CQUJHB015200	LOC129785935
OG0000681	CQUJHB009478	LOC129792486
OG0000682	CQUJHB003401	LOC129797098
OG0000683	CQUJHB002961	LOC129788436
OG0000684	CQUJHB006098	LOC129790629
OG0000696	CQUJHB014873	LOC129794709, LOC129788479, LOC129794730, LOC129794673, LOC129794736, LOC129789724, LOC129795220, LOC129794713, LOC129794697, LOC129795232, LOC129794889, LOC129788431, LOC129792204, LOC129794720, LOC129797316, LOC129794703
OG0000698	CQUJHB011058	LOC129787630
OG0000701	CQUJHB000433	LOC129796793
OG0000704	CQUJHB015122, CQUJHB003638	LOC129797389
OG0000705	CQUJHB000159	LOC129796588
OG0000706	CQUJHB009474, CQUJHB003794	LOC129797846
OG0000707	CQUJHB009109	LOC129792435
OG0000708	CQUJHB012157	LOC129787482
OG0000709	CQUJHB006352	LOC129789636
OG0000710	CQUJHB007628	LOC129791310
OG0000713	CQUJHB004397, CQUJHB016083, CQUJHB012047	LOC129792499
OG0000714	CQUJHB011331, CQUJHB010725	LOC129792793
OG0000715	CQUJHB007457	LOC129796879
OG0000716	CQUJHB011532	LOC129787130
OG0000717	CQUJHB012088	LOC129786764
OG0000718	CQUJHB014281	LOC129796921
OG0000720	CQUJHB005139	LOC129796031
OG0000721	CQUJHB016980, CQUJHB000723	LOC129788149
OG0000722	CQUJHB004860, CQUJHB020444, CQUJHB020326	LOC129786896
OG0000723	CQUJHB002245	LOC129794187
OG0000725	CQUJHB007061	LOC129791110
OG0000726	CQUJHB008017	LOC129788835
OG0000727	CQUJHB010808, CQUJHB001132	LOC129796652
OG0000728	CQUJHB013061	LOC129794810
OG0000729	CQUJHB008823	LOC129791068
OG0000730	CQUJHB001740, CQUJHB006029, CQUJHB006112, CQUJHB005834	LOC129796264
OG0000731	CQUJHB012463	LOC129789026
OG0000732	CQUJHB004825	LOC129797450
OG0000733	CQUJHB013316, CQUJHB003400	LOC129785863, LOC129785872
OG0000734	CQUJHB002601	LOC129789331
OG0000735	CQUJHB008270	LOC129794676
OG0000736	CQUJHB015522	LOC129793708
OG0000737	CQUJHB000682, CQUJHB016772, CQUJHB005330	LOC129796348, LOC129788882, LOC129795358, LOC129791062, LOC129791063
OG0000739	CQUJHB015206	LOC129792495
OG0000740	CQUJHB008404	LOC129787177, LOC129790677
OG0000741	CQUJHB008104	LOC129797548
OG0000743	CQUJHB016588, CQUJHB006615	LOC129794837
OG0000745	CQUJHB013653, CQUJHB008040	LOC129786239
OG0000746	CQUJHB002228, CQUJHB014336	LOC129787579, LOC129787575, LOC129792742, LOC129787572
OG0000747	CQUJHB011434	LOC129785899
OG0000748	CQUJHB001735	LOC129796516
OG0000749	CQUJHB005550	LOC129790710
OG0000751	CQUJHB002459, CQUJHB015038	LOC129792694
OG0000752	CQUJHB016429	LOC129790897
OG0000754	CQUJHB016456, CQUJHB000029	LOC129795829, LOC129795608, LOC129794471, LOC129792308
OG0000755	CQUJHB007154, CQUJHB007424, CQUJHB008656, CQUJHB005182, CQUJHB000701	LOC129785867
OG0000760	CQUJHB018132	LOC129787524
OG0000761	CQUJHB007727	LOC129788153
OG0000762	CQUJHB005031	LOC129796373
OG0000763	CQUJHB005520	LOC129792352
OG0000764	CQUJHB014559	LOC129790181
OG0000765	CQUJHB009073	LOC129789275
OG0000766	CQUJHB000126	LOC129786356
OG0000767	CQUJHB005296, CQUJHB006962	LOC129795536
OG0000769	CQUJHB007872	LOC129794848
OG0000770	CQUJHB005345	LOC129786315
OG0000771	CQUJHB002883	LOC129790610
OG0000772	CQUJHB016917	LOC129792370
OG0000773	CQUJHB015729	LOC129792988
OG0000774	CQUJHB005729	LOC129795444
OG0000775	CQUJHB009556	LOC129792524, LOC129792514
OG0000776	CQUJHB007573, CQUJHB001862	LOC129789709, LOC129795694
OG0000777	CQUJHB001730, CQUJHB013606	LOC129796454
OG0000778	CQUJHB016942	LOC129795529
OG0000779	CQUJHB000386	LOC129793955
OG0000786	CQUJHB014302	LOC129787036
OG0000786	CQUJHB006686	LOC129787035
OG0000799	CQUJHB001573	LOC129793175
OG0000800	CQUJHB013205	LOC129795872
OG0000802	CQUJHB001349	LOC129791127
OG0000805	CQUJHB009291	LOC129793176, LOC129793153
OG0000807	CQUJHB009860, CQUJHB008709	LOC129788809
OG0000808	CQUJHB015905	LOC129790680
OG0000809	CQUJHB008254	LOC129791710
OG0000810	CQUJHB017437	LOC129788735
OG0000811	CQUJHB007508	LOC129788764
OG0000813	CQUJHB000588	LOC129791403
OG0000814	CQUJHB008496, CQUJHB002534, CQUJHB006769	LOC129787257
OG0000815	CQUJHB001854, CQUJHB008231	LOC129797564
OG0000816	CQUJHB002704, CQUJHB007050, CQUJHB011222	LOC129797354
OG0000817	CQUJHB016385	LOC129787592
OG0000819	CQUJHB008185, CQUJHB009989, CQUJHB014132, CQUJHB013288, CQUJHB007810, CQUJHB012518, CQUJHB013679, CQUJHB017665	LOC129793136
OG0000821	CQUJHB016785	LOC129790272
OG0000823	CQUJHB020376, CQUJHB002292	LOC129794529
OG0000825	CQUJHB012419	LOC129791777
OG0000826	CQUJHB004509	LOC129790956
OG0000827	CQUJHB005149, CQUJHB007861, CQUJHB002780, CQUJHB013085	LOC129794122
OG0000828	CQUJHB013820	LOC129788185, LOC129788181
OG0000829	CQUJHB007273, CQUJHB007971	LOC129789057
OG0000830	CQUJHB003884, CQUJHB018079	LOC129790240
OG0000831	CQUJHB014481, CQUJHB000218	LOC129791176, LOC129791175
OG0000832	CQUJHB001671	LOC129794224
OG0000834	CQUJHB010709, CQUJHB010995	LOC129791780
OG0000835	CQUJHB016074	LOC129792918
OG0000836	CQUJHB005801	LOC129790211
OG0000837	CQUJHB005519	LOC129794116
OG0000838	CQUJHB010959	LOC129789521
OG0000840	CQUJHB011855	LOC129791262
OG0000841	CQUJHB018107	LOC129794927
OG0000841	CQUJHB002467	LOC129790946
OG0000843	CQUJHB002606, CQUJHB000456, CQUJHB003094	LOC129786227
OG0000845	CQUJHB009300	LOC129792536
OG0000846	CQUJHB010474	LOC129787444
OG0000846	CQUJHB004162	LOC129787472
OG0000847	CQUJHB004007, CQUJHB013015	LOC129791272
