Orthogroup	CquinquefasciatusJHB2020	AfunestusAfunGA1
OG0000187	CQUJHB008770, CQUJHB004129, CQUJHB012844, CQUJHB004306, CQUJHB008082, CQUJHB013210, CQUJHB015795, CQUJHB005653, CQUJHB013231, CQUJHB020318, CQUJHB020398, CQUJHB020313, CQUJHB020424, CQUJHB020405, CQUJHB016508, CQUJHB015181, CQUJHB011232, CQUJHB002253, CQUJHB009569, CQUJHB014578, CQUJHB015136	AFUN2_008775
OG0000189	CQUJHB011357	AFUN2_010394
OG0000189	CQUJHB001514	AFUN2_002979
OG0000189	CQUJHB016877	AFUN2_009982
OG0000190	CQUJHB014000	AFUN2_013220
OG0000190	CQUJHB013041	AFUN2_007361
OG0000190	CQUJHB007455	AFUN2_014239
OG0000191	CQUJHB013758, CQUJHB002302, CQUJHB016362, CQUJHB011469	AFUN2_001434, AFUN2_013752, AFUN2_000844, AFUN2_007718
OG0000192	CQUJHB011350	AFUN2_002573
OG0000192	CQUJHB011486	AFUN2_010718
OG0000192	CQUJHB006523	AFUN2_006065
OG0000193	CQUJHB016836, CQUJHB008892, CQUJHB000131	AFUN2_010552, AFUN2_009366, AFUN2_003838, AFUN2_011367
OG0000194	CQUJHB007940	AFUN2_001454
OG0000194	CQUJHB007773	AFUN2_008119
OG0000196	CQUJHB015310, CQUJHB014474, CQUJHB002527, CQUJHB011596, CQUJHB015062	AFUN2_005920
OG0000200	CQUJHB003055	AFUN2_008798
OG0000200	CQUJHB000054	AFUN2_010360
OG0000200	CQUJHB006956	AFUN2_014432
OG0000201	CQUJHB002501, CQUJHB011456	AFUN2_004882
OG0000201	CQUJHB015906	AFUN2_007662
OG0000201	CQUJHB013148, CQUJHB016903	AFUN2_003280
OG0000202	CQUJHB017404, CQUJHB010576	AFUN2_013904
OG0000202	CQUJHB013321, CQUJHB012941	AFUN2_001437
OG0000203	CQUJHB018349	AFUN2_010926
OG0000203	CQUJHB014121, CQUJHB004265, CQUJHB018395	AFUN2_004259
OG0000203	CQUJHB001614	AFUN2_000689
OG0000204	CQUJHB015536, CQUJHB018050	AFUN2_005886
OG0000204	CQUJHB009121	AFUN2_004049
OG0000205	CQUJHB011157	AFUN2_010456
OG0000205	CQUJHB006892	AFUN2_003370
OG0000206	CQUJHB009215, CQUJHB015605, CQUJHB002272	AFUN2_009572
OG0000207	CQUJHB009425	AFUN2_000379, AFUN2_002113
OG0000208	CQUJHB009267, CQUJHB007743	AFUN2_000748
OG0000208	CQUJHB002746	AFUN2_013487
OG0000208	CQUJHB017609, CQUJHB006033, CQUJHB016545	AFUN2_002391
OG0000209	CQUJHB000140	AFUN2_001039
OG0000210	CQUJHB015488, CQUJHB015097, CQUJHB007162	AFUN2_014566, AFUN2_014802, AFUN2_009879, AFUN2_005823
OG0000211	CQUJHB016529	AFUN2_003763, AFUN2_005773
OG0000212	CQUJHB017755, CQUJHB009572	AFUN2_005574
OG0000217	CQUJHB018057	AFUN2_005144
OG0000217	CQUJHB008942	AFUN2_003295
OG0000217	CQUJHB006291	AFUN2_000967
OG0000218	CQUJHB001220	AFUN2_001352
OG0000219	CQUJHB004655	AFUN2_005902
OG0000219	CQUJHB009528, CQUJHB009252, CQUJHB018120, CQUJHB007367	AFUN2_004669
OG0000220	CQUJHB002011	AFUN2_004984
OG0000220	CQUJHB009710	AFUN2_013644
OG0000220	CQUJHB008956	AFUN2_008743
OG0000221	CQUJHB011640	AFUN2_002758, AFUN2_007038
OG0000221	CQUJHB016680, CQUJHB007754	AFUN2_006461
OG0000222	CQUJHB015532	AFUN2_008952
OG0000223	CQUJHB009151	AFUN2_006017
OG0000223	CQUJHB014766	AFUN2_009640
OG0000223	CQUJHB004378	AFUN2_001947
OG0000224	CQUJHB005624	AFUN2_004727, AFUN2_006433
OG0000225	CQUJHB018221	AFUN2_013899
OG0000225	CQUJHB016925, CQUJHB017410, CQUJHB002547, CQUJHB013654, CQUJHB010873	AFUN2_005712, AFUN2_007468
OG0000229	CQUJHB007133	AFUN2_002725
OG0000229	CQUJHB010008	AFUN2_001410, AFUN2_012986
OG0000230	CQUJHB018077, CQUJHB010793, CQUJHB004599, CQUJHB013294, CQUJHB000972	AFUN2_013851, AFUN2_006362
OG0000231	CQUJHB015552, CQUJHB009864	AFUN2_014167, AFUN2_001796
OG0000232	CQUJHB004882	AFUN2_001279, AFUN2_004132
OG0000233	CQUJHB013827, CQUJHB005784	AFUN2_005591
OG0000233	CQUJHB017046	AFUN2_009669
OG0000234	CQUJHB001691	AFUN2_006786
OG0000234	CQUJHB001439	AFUN2_005910
OG0000234	CQUJHB012585	AFUN2_014325
OG0000235	CQUJHB006661, CQUJHB013626, CQUJHB008173, CQUJHB013536, CQUJHB015825	AFUN2_000576, AFUN2_003102, AFUN2_003000
OG0000236	CQUJHB005892, CQUJHB007626, CQUJHB015922	AFUN2_012443, AFUN2_002078
OG0000237	CQUJHB010154	AFUN2_014509, AFUN2_005130, AFUN2_010795
OG0000244	CQUJHB007355	AFUN2_005802
OG0000245	CQUJHB000799	AFUN2_014246, AFUN2_010459
OG0000245	CQUJHB016506, CQUJHB007248, CQUJHB011910	AFUN2_014309
OG0000247	CQUJHB002713, CQUJHB017013	AFUN2_012107, AFUN2_004620
OG0000247	CQUJHB002013	AFUN2_001600
OG0000248	CQUJHB007060	AFUN2_010809
OG0000248	CQUJHB012099, CQUJHB010965	AFUN2_011791
OG0000249	CQUJHB009233, CQUJHB007489, CQUJHB002025, CQUJHB001010, CQUJHB009190	AFUN2_006007, AFUN2_010916
OG0000250	CQUJHB012300	AFUN2_003687
OG0000250	CQUJHB006421	AFUN2_007149
OG0000250	CQUJHB004522	AFUN2_003179
OG0000251	CQUJHB008705	AFUN2_007933, AFUN2_012347
OG0000251	CQUJHB017833	AFUN2_010165, AFUN2_009809
OG0000252	CQUJHB005253, CQUJHB008240, CQUJHB011189, CQUJHB017858	AFUN2_006568
OG0000252	CQUJHB008290	AFUN2_010012
OG0000253	CQUJHB011918, CQUJHB003161	AFUN2_001483, AFUN2_000437
OG0000254	CQUJHB001657	AFUN2_009334
OG0000254	CQUJHB009978	AFUN2_013341
OG0000255	CQUJHB003529	AFUN2_014479, AFUN2_012452
OG0000256	CQUJHB009160	AFUN2_010594
OG0000256	CQUJHB014478	AFUN2_010827, AFUN2_004016
OG0000257	CQUJHB010739, CQUJHB009502, CQUJHB000584, CQUJHB000689, CQUJHB000541, CQUJHB008553, CQUJHB004547, CQUJHB014397, CQUJHB008765	AFUN2_012412
OG0000259	CQUJHB015261	AFUN2_009415, AFUN2_000528, AFUN2_001338, AFUN2_013898, AFUN2_011804
OG0000260	CQUJHB020421, CQUJHB004409, CQUJHB006012, CQUJHB011286	AFUN2_004768, AFUN2_011233, AFUN2_008356, AFUN2_004504
OG0000265	CQUJHB003184	AFUN2_009281, AFUN2_011549
OG0000265	CQUJHB006489	AFUN2_003921
OG0000266	CQUJHB002351	AFUN2_000459
OG0000266	CQUJHB011998	AFUN2_004367, AFUN2_008216
OG0000267	CQUJHB017125	AFUN2_013327, AFUN2_007744
OG0000268	CQUJHB012623	AFUN2_009239, AFUN2_010803
OG0000268	CQUJHB010904	AFUN2_010441
OG0000269	CQUJHB013165, CQUJHB003189	AFUN2_002119
OG0000270	CQUJHB003727, CQUJHB017973, CQUJHB003318	AFUN2_004500, AFUN2_005657, AFUN2_001828
OG0000271	CQUJHB018009	AFUN2_007927
OG0000271	CQUJHB011493	AFUN2_011088, AFUN2_001591
OG0000271	CQUJHB011542	AFUN2_004527
OG0000272	CQUJHB005415, CQUJHB017192	AFUN2_008265
OG0000273	CQUJHB002335	AFUN2_001579
OG0000273	CQUJHB008927	AFUN2_012480
OG0000274	CQUJHB003245, CQUJHB014187, CQUJHB000081	AFUN2_009686
OG0000274	CQUJHB007666	AFUN2_013179
OG0000275	CQUJHB000546, CQUJHB005342, CQUJHB010174, CQUJHB012136, CQUJHB006340, CQUJHB000241, CQUJHB013765	AFUN2_004279, AFUN2_002342, AFUN2_006827, AFUN2_002236, AFUN2_014152
OG0000276	CQUJHB004277, CQUJHB012726, CQUJHB008874, CQUJHB010302, CQUJHB001377, CQUJHB004937, CQUJHB013546, CQUJHB006216	AFUN2_005119, AFUN2_000381
OG0000277	CQUJHB010575, CQUJHB010852, CQUJHB004755, CQUJHB010749, CQUJHB002174, CQUJHB009714, CQUJHB010492, CQUJHB016702, CQUJHB013862	AFUN2_013863
OG0000278	CQUJHB008764, CQUJHB011798	AFUN2_006737, AFUN2_010216, AFUN2_002080
OG0000279	CQUJHB005102	AFUN2_002258
OG0000279	CQUJHB016711	AFUN2_014367
OG0000279	CQUJHB013635, CQUJHB001819	AFUN2_008292
OG0000281	CQUJHB014785	AFUN2_008098, AFUN2_014324
OG0000285	CQUJHB011294	AFUN2_012421
OG0000286	CQUJHB008968, CQUJHB015387	AFUN2_002229, AFUN2_001601
OG0000288	CQUJHB010147	AFUN2_007336, AFUN2_011244
OG0000289	CQUJHB011529, CQUJHB001666, CQUJHB017987	AFUN2_008782, AFUN2_008797
OG0000290	CQUJHB002754, CQUJHB008405	AFUN2_001948, AFUN2_000760, AFUN2_006244
OG0000291	CQUJHB017541	AFUN2_003869
OG0000291	CQUJHB015406	AFUN2_005713
OG0000292	CQUJHB017021	AFUN2_008562
OG0000292	CQUJHB008145	AFUN2_003827, AFUN2_006814
OG0000293	CQUJHB008571	AFUN2_001356
OG0000293	CQUJHB000229, CQUJHB000928, CQUJHB011680	AFUN2_000358
OG0000294	CQUJHB015184	AFUN2_012955
OG0000294	CQUJHB009494	AFUN2_012574
OG0000296	CQUJHB017172	AFUN2_010688, AFUN2_014118
OG0000297	CQUJHB004146, CQUJHB000290	AFUN2_006972
OG0000297	CQUJHB011318	AFUN2_004085
OG0000298	CQUJHB011277	AFUN2_004927
OG0000298	CQUJHB012628	AFUN2_001118
OG0000298	CQUJHB004025	AFUN2_013111
OG0000299	CQUJHB014668	AFUN2_007111
OG0000299	CQUJHB005162, CQUJHB009370	AFUN2_010458
OG0000300	CQUJHB009969, CQUJHB015841, CQUJHB004971, CQUJHB004484, CQUJHB012791, CQUJHB008483, CQUJHB001208, CQUJHB014241, CQUJHB018084, CQUJHB007208, CQUJHB002456, CQUJHB001900, CQUJHB010645, CQUJHB016923, CQUJHB016527, CQUJHB010855	AFUN2_013914
OG0000302	CQUJHB010010	AFUN2_001375
OG0000302	CQUJHB010685	AFUN2_001607
OG0000303	CQUJHB008617	AFUN2_004936
OG0000304	CQUJHB006070, CQUJHB016739	AFUN2_011754, AFUN2_006099
OG0000304	CQUJHB018002	AFUN2_012365
OG0000305	CQUJHB001390, CQUJHB001973	AFUN2_004178
OG0000306	CQUJHB007627	AFUN2_011531, AFUN2_002476, AFUN2_011005
OG0000317	CQUJHB020361, CQUJHB020388, CQUJHB020257, CQUJHB001753, CQUJHB020414, CQUJHB013993, CQUJHB016263	AFUN2_010069
OG0000318	CQUJHB008681	AFUN2_002773, AFUN2_002673, AFUN2_007664, AFUN2_006731
OG0000319	CQUJHB011407	AFUN2_000419
OG0000319	CQUJHB013783	AFUN2_014741
OG0000320	CQUJHB004177, CQUJHB001759, CQUJHB015816	AFUN2_002201, AFUN2_009283
OG0000321	CQUJHB003997	AFUN2_011209, AFUN2_009191
OG0000321	CQUJHB003886	AFUN2_013400
OG0000324	CQUJHB006140	AFUN2_014723
OG0000324	CQUJHB006853	AFUN2_002760
OG0000325	CQUJHB012591	AFUN2_009953
OG0000325	CQUJHB002806, CQUJHB016723	AFUN2_000426
OG0000326	CQUJHB012353	AFUN2_008475
OG0000326	CQUJHB011965	AFUN2_006744
OG0000327	CQUJHB001917, CQUJHB018000, CQUJHB003068, CQUJHB018290	AFUN2_010823
OG0000328	CQUJHB006591	AFUN2_012636
OG0000328	CQUJHB002346	AFUN2_005428
OG0000329	CQUJHB015894	AFUN2_010346
OG0000329	CQUJHB005779, CQUJHB010729	AFUN2_002124
OG0000330	CQUJHB017282	AFUN2_010577
OG0000330	CQUJHB004081	AFUN2_001583
OG0000331	CQUJHB014371, CQUJHB013844	AFUN2_010706
OG0000331	CQUJHB002783	AFUN2_002888, AFUN2_011006
OG0000332	CQUJHB000271, CQUJHB007528	AFUN2_002149, AFUN2_013393, AFUN2_012693
OG0000333	CQUJHB012787	AFUN2_001023, AFUN2_009434, AFUN2_011252, AFUN2_011040, AFUN2_010709, AFUN2_013423, AFUN2_008471, AFUN2_002539
OG0000334	CQUJHB001067	AFUN2_013965
OG0000336	CQUJHB001118	AFUN2_003183
OG0000336	CQUJHB014833	AFUN2_002121
OG0000344	CQUJHB015676, CQUJHB017337, CQUJHB020406	AFUN2_011925
OG0000344	CQUJHB012075	AFUN2_002211
OG0000345	CQUJHB013032, CQUJHB015347, CQUJHB011799, CQUJHB002735, CQUJHB017641	AFUN2_013986
OG0000346	CQUJHB002577, CQUJHB002322, CQUJHB006754	AFUN2_001968, AFUN2_001895
OG0000347	CQUJHB003802	AFUN2_008322
OG0000347	CQUJHB015931, CQUJHB012747, CQUJHB006813, CQUJHB004127, CQUJHB010963, CQUJHB001880, CQUJHB012374	AFUN2_002133
OG0000348	CQUJHB008694, CQUJHB007833, CQUJHB006199, CQUJHB014618	AFUN2_006181, AFUN2_009660
OG0000350	CQUJHB008958	AFUN2_008359
OG0000351	CQUJHB013920	AFUN2_008714
OG0000351	CQUJHB012124	AFUN2_004633
OG0000352	CQUJHB012242, CQUJHB009117	AFUN2_006606
OG0000352	CQUJHB007986	AFUN2_011929
OG0000353	CQUJHB009056, CQUJHB008063	AFUN2_011227
OG0000353	CQUJHB002446	AFUN2_002095
OG0000354	CQUJHB002681	AFUN2_005800
OG0000354	CQUJHB001846	AFUN2_002171
OG0000355	CQUJHB009441	AFUN2_008819, AFUN2_010074
OG0000355	CQUJHB011420	AFUN2_007617
OG0000356	CQUJHB006946, CQUJHB002667	AFUN2_001849
OG0000356	CQUJHB000622, CQUJHB010020	AFUN2_003379
OG0000357	CQUJHB017445	AFUN2_011572
OG0000357	CQUJHB006068	AFUN2_008751
OG0000359	CQUJHB007818, CQUJHB004465, CQUJHB013660, CQUJHB010652	AFUN2_001508, AFUN2_014132, AFUN2_014666, AFUN2_005325
OG0000360	CQUJHB000284, CQUJHB007098	AFUN2_000510
OG0000360	CQUJHB000677	AFUN2_007142
OG0000361	CQUJHB014315, CQUJHB014950	AFUN2_002062
OG0000361	CQUJHB003076, CQUJHB005994, CQUJHB005593	AFUN2_012094
OG0000362	CQUJHB013242, CQUJHB005211	AFUN2_012779, AFUN2_005854
OG0000363	CQUJHB006132	AFUN2_008657
OG0000363	CQUJHB010204	AFUN2_009379
OG0000364	CQUJHB016963, CQUJHB007057	AFUN2_006948, AFUN2_003336
OG0000365	CQUJHB010079	AFUN2_013587, AFUN2_014234
OG0000365	CQUJHB016111, CQUJHB009516	AFUN2_001973
OG0000366	CQUJHB010124, CQUJHB003903, CQUJHB011993, CQUJHB015491, CQUJHB013408	AFUN2_008793, AFUN2_009343
OG0000367	CQUJHB007804	AFUN2_011293, AFUN2_010540, AFUN2_012120, AFUN2_007287
OG0000368	CQUJHB005991, CQUJHB009102, CQUJHB015642	AFUN2_009997
OG0000369	CQUJHB002920	AFUN2_000751
OG0000370	CQUJHB001032, CQUJHB007246	AFUN2_014764
OG0000371	CQUJHB001371, CQUJHB008710	AFUN2_003392
OG0000372	CQUJHB013895	AFUN2_007569
OG0000380	CQUJHB003039, CQUJHB020254, CQUJHB020387, CQUJHB016719, CQUJHB007276	AFUN2_005131
OG0000381	CQUJHB004475	AFUN2_014467
OG0000381	CQUJHB007369, CQUJHB016781	AFUN2_004958
OG0000382	CQUJHB003897	AFUN2_001543
OG0000382	CQUJHB002028	AFUN2_000360
OG0000383	CQUJHB017591	AFUN2_014461
OG0000383	CQUJHB009099	AFUN2_011562
OG0000384	CQUJHB002088, CQUJHB001148	AFUN2_005469, AFUN2_004787
OG0000386	CQUJHB015040	AFUN2_009836, AFUN2_005608, AFUN2_013530
OG0000387	CQUJHB006491	AFUN2_002844
OG0000387	CQUJHB004975	AFUN2_002100
OG0000388	CQUJHB009063, CQUJHB004642, CQUJHB002192	AFUN2_001099
OG0000389	CQUJHB010871	AFUN2_006060
OG0000389	CQUJHB002288	AFUN2_013929, AFUN2_012037
OG0000391	CQUJHB005583	AFUN2_010979
OG0000391	CQUJHB015832	AFUN2_008664
OG0000392	CQUJHB017979, CQUJHB012328, CQUJHB000942	AFUN2_004442, AFUN2_005778
OG0000393	CQUJHB000678	AFUN2_012735
OG0000393	CQUJHB010193	AFUN2_002249
OG0000394	CQUJHB013003	AFUN2_009571
OG0000394	CQUJHB002473, CQUJHB014747	AFUN2_007082
OG0000395	CQUJHB015252	AFUN2_009792
OG0000395	CQUJHB008501	AFUN2_002960
OG0000396	CQUJHB010706	AFUN2_004007
OG0000396	CQUJHB014186	AFUN2_012283
OG0000397	CQUJHB014890	AFUN2_002237
OG0000397	CQUJHB017700	AFUN2_013451
OG0000398	CQUJHB018445, CQUJHB012707, CQUJHB008460	AFUN2_005442, AFUN2_013146
OG0000399	CQUJHB010610, CQUJHB002697	AFUN2_008626
OG0000399	CQUJHB000514	AFUN2_009920
OG0000400	CQUJHB008299	AFUN2_011008
OG0000400	CQUJHB016642	AFUN2_011164
OG0000401	CQUJHB004404	AFUN2_002956
OG0000401	CQUJHB012725	AFUN2_004353
OG0000402	CQUJHB015843	AFUN2_003222, AFUN2_012219, AFUN2_012051, AFUN2_012833
OG0000403	CQUJHB004828	AFUN2_012035
OG0000403	CQUJHB002873	AFUN2_003128
OG0000404	CQUJHB014951	AFUN2_003801
OG0000404	CQUJHB002330	AFUN2_012718
OG0000405	CQUJHB012057, CQUJHB007826, CQUJHB003192, CQUJHB004662	AFUN2_013432, AFUN2_010896
OG0000406	CQUJHB016847	AFUN2_001556, AFUN2_007375, AFUN2_014336
OG0000407	CQUJHB009167	AFUN2_012902
OG0000407	CQUJHB002164	AFUN2_004980
OG0000408	CQUJHB008821, CQUJHB002756	AFUN2_009625
OG0000409	CQUJHB009131	AFUN2_001720, AFUN2_011673
OG0000411	CQUJHB007335	AFUN2_014669
OG0000411	CQUJHB008223	AFUN2_011779
OG0000412	CQUJHB007660	AFUN2_007595
OG0000413	CQUJHB010075, CQUJHB007446, CQUJHB020332	AFUN2_004473, AFUN2_000795
OG0000414	CQUJHB013421	AFUN2_008931
OG0000416	CQUJHB005337	AFUN2_005309
OG0000417	CQUJHB004451	AFUN2_013957
OG0000417	CQUJHB016554	AFUN2_009488
OG0000421	CQUJHB016620, CQUJHB006925, CQUJHB015719, CQUJHB009816, CQUJHB013246, CQUJHB012658	AFUN2_001964, AFUN2_008577, AFUN2_012291
OG0000428	CQUJHB001704, CQUJHB002181, CQUJHB008857, CQUJHB016191	AFUN2_007875, AFUN2_010653, AFUN2_002316
OG0000429	CQUJHB005902	AFUN2_011609, AFUN2_005488
OG0000429	CQUJHB006371	AFUN2_013377
OG0000430	CQUJHB003893	AFUN2_002516
OG0000431	CQUJHB014587	AFUN2_006452, AFUN2_002969
OG0000432	CQUJHB015256	AFUN2_000534
OG0000432	CQUJHB018224	AFUN2_010832
OG0000433	CQUJHB018005	AFUN2_004130
OG0000433	CQUJHB016512	AFUN2_001141
OG0000434	CQUJHB004006	AFUN2_003060, AFUN2_014225
OG0000435	CQUJHB009018	AFUN2_003456
OG0000436	CQUJHB004776, CQUJHB005462, CQUJHB001738, CQUJHB017395	AFUN2_009601
OG0000437	CQUJHB002230, CQUJHB017705	AFUN2_009648
OG0000438	CQUJHB007603, CQUJHB007274, CQUJHB010807	AFUN2_004408
OG0000439	CQUJHB003508	AFUN2_012835
OG0000439	CQUJHB007442	AFUN2_012281
OG0000440	CQUJHB008712	AFUN2_007200
OG0000441	CQUJHB008515	AFUN2_003884, AFUN2_007339
OG0000442	CQUJHB016515	AFUN2_005498, AFUN2_013332
OG0000442	CQUJHB009960	AFUN2_009889
OG0000443	CQUJHB000083	AFUN2_001914
OG0000443	CQUJHB012897	AFUN2_011734
OG0000445	CQUJHB005105	AFUN2_002989
OG0000445	CQUJHB009271	AFUN2_010049
OG0000446	CQUJHB017131	AFUN2_011911
OG0000446	CQUJHB010200	AFUN2_006522
OG0000447	CQUJHB007173	AFUN2_001883
OG0000447	CQUJHB004421	AFUN2_014649
OG0000448	CQUJHB007741	AFUN2_003874
OG0000448	CQUJHB005150	AFUN2_004004
OG0000449	CQUJHB012758	AFUN2_002880
OG0000449	CQUJHB004303	AFUN2_008727
OG0000450	CQUJHB016258	AFUN2_007488
OG0000450	CQUJHB006704	AFUN2_012925
OG0000451	CQUJHB009874	AFUN2_010410
OG0000452	CQUJHB010141, CQUJHB003251, CQUJHB013257, CQUJHB004493, CQUJHB011307	AFUN2_003619
OG0000453	CQUJHB010602	AFUN2_004614
OG0000454	CQUJHB010114	AFUN2_005107
OG0000455	CQUJHB001183	AFUN2_011604
OG0000455	CQUJHB015257	AFUN2_001958
OG0000456	CQUJHB007364	AFUN2_007145
OG0000456	CQUJHB013775	AFUN2_004475
OG0000457	CQUJHB015649	AFUN2_011980
OG0000457	CQUJHB017695	AFUN2_009119
OG0000458	CQUJHB005250	AFUN2_004230, AFUN2_000418, AFUN2_007249
OG0000460	CQUJHB013625	AFUN2_014011
OG0000461	CQUJHB002251	AFUN2_008978
OG0000461	CQUJHB013571	AFUN2_008827
OG0000462	CQUJHB004472	AFUN2_008786, AFUN2_007071
OG0000464	CQUJHB004307	AFUN2_005765
OG0000465	CQUJHB017090	AFUN2_002500, AFUN2_013706
OG0000466	CQUJHB012439	AFUN2_000811, AFUN2_008377, AFUN2_004023
OG0000472	CQUJHB013462	AFUN2_007825, AFUN2_008027, AFUN2_010284
OG0000476	CQUJHB017939, CQUJHB007705, CQUJHB020343	AFUN2_013824
OG0000477	CQUJHB013483	AFUN2_014550
OG0000477	CQUJHB003518	AFUN2_013649
OG0000478	CQUJHB016476	AFUN2_003137
OG0000478	CQUJHB009586	AFUN2_003770
OG0000479	CQUJHB003472, CQUJHB017772	AFUN2_009181, AFUN2_007197
OG0000480	CQUJHB015374	AFUN2_006549, AFUN2_000707
OG0000481	CQUJHB000113	AFUN2_004506
OG0000481	CQUJHB007620, CQUJHB006420	AFUN2_007832
OG0000482	CQUJHB010431	AFUN2_014001
OG0000482	CQUJHB009602	AFUN2_007154
OG0000483	CQUJHB013484, CQUJHB002001, CQUJHB005117, CQUJHB002565, CQUJHB014052, CQUJHB012268, CQUJHB005236, CQUJHB003977, CQUJHB000786, CQUJHB011985, CQUJHB016572	AFUN2_008514
OG0000484	CQUJHB015280	AFUN2_011350
OG0000484	CQUJHB007616	AFUN2_006435
OG0000485	CQUJHB012703	AFUN2_007072
OG0000485	CQUJHB009246	AFUN2_007860
OG0000486	CQUJHB012006	AFUN2_005660
OG0000486	CQUJHB002625	AFUN2_008037
OG0000487	CQUJHB000683	AFUN2_003553
OG0000487	CQUJHB011221	AFUN2_001956
OG0000488	CQUJHB015233	AFUN2_003041, AFUN2_006935, AFUN2_008414
OG0000489	CQUJHB016351	AFUN2_013313
OG0000489	CQUJHB004674	AFUN2_014776
OG0000490	CQUJHB014278	AFUN2_001904, AFUN2_012456
OG0000491	CQUJHB004009	AFUN2_009342
OG0000491	CQUJHB002060	AFUN2_012165
OG0000492	CQUJHB001365	AFUN2_000913
OG0000492	CQUJHB003626	AFUN2_012708
OG0000493	CQUJHB003936, CQUJHB020409, CQUJHB013220, CQUJHB020276	AFUN2_009774, AFUN2_014180
OG0000494	CQUJHB000732	AFUN2_011840
OG0000494	CQUJHB003918	AFUN2_000438
OG0000495	CQUJHB004875	AFUN2_006380
OG0000495	CQUJHB008204	AFUN2_009440
OG0000496	CQUJHB000722	AFUN2_001451
OG0000497	CQUJHB008176	AFUN2_003360
OG0000497	CQUJHB015119, CQUJHB017322	AFUN2_008537
OG0000498	CQUJHB018428	AFUN2_000900
OG0000498	CQUJHB001250	AFUN2_006893
OG0000499	CQUJHB015349	AFUN2_002816
OG0000499	CQUJHB002347	AFUN2_014000
OG0000500	CQUJHB011977	AFUN2_003408
OG0000501	CQUJHB015962, CQUJHB015865	AFUN2_014285
OG0000502	CQUJHB007873	AFUN2_002108
OG0000503	CQUJHB000177, CQUJHB005641, CQUJHB008470, CQUJHB001030, CQUJHB013601, CQUJHB004853	AFUN2_008000
OG0000504	CQUJHB013167	AFUN2_010765
OG0000505	CQUJHB015118, CQUJHB008195	AFUN2_008493
OG0000506	CQUJHB005354	AFUN2_002862
OG0000506	CQUJHB013163	AFUN2_001311
OG0000507	CQUJHB006236	AFUN2_009605
OG0000507	CQUJHB016153	AFUN2_010453
OG0000508	CQUJHB004534	AFUN2_012458, AFUN2_009192, AFUN2_001408
OG0000509	CQUJHB006064, CQUJHB001100	AFUN2_011895
OG0000510	CQUJHB012354	AFUN2_003304
OG0000510	CQUJHB017274	AFUN2_006916
OG0000511	CQUJHB008338, CQUJHB006823	AFUN2_001890, AFUN2_008232
OG0000512	CQUJHB012251	AFUN2_003365
OG0000512	CQUJHB001081	AFUN2_004602
OG0000514	CQUJHB010667	AFUN2_011623
OG0000514	CQUJHB016059	AFUN2_009748
OG0000515	CQUJHB007879	AFUN2_007192
OG0000515	CQUJHB018283	AFUN2_000620
OG0000516	CQUJHB001551	AFUN2_004606
OG0000516	CQUJHB007539	AFUN2_002583
OG0000517	CQUJHB000346	AFUN2_007438
OG0000518	CQUJHB004443, CQUJHB006267	AFUN2_001532
OG0000518	CQUJHB008592	AFUN2_009562
OG0000520	CQUJHB012809	AFUN2_008246
OG0000520	CQUJHB016234	AFUN2_013959
OG0000521	CQUJHB006650	AFUN2_006966
OG0000521	CQUJHB003739	AFUN2_008767
OG0000522	CQUJHB017648	AFUN2_012554
OG0000522	CQUJHB001472	AFUN2_011055
OG0000523	CQUJHB015431	AFUN2_007839
OG0000524	CQUJHB010348	AFUN2_002285
OG0000524	CQUJHB002248	AFUN2_009357
OG0000525	CQUJHB015660, CQUJHB009228, CQUJHB003915, CQUJHB010730, CQUJHB005857, CQUJHB010977, CQUJHB009055, CQUJHB011013, CQUJHB002145	AFUN2_013124
OG0000526	CQUJHB001197	AFUN2_009936
OG0000527	CQUJHB000806	AFUN2_010332
OG0000527	CQUJHB017204	AFUN2_003399
OG0000528	CQUJHB013575	AFUN2_011949
OG0000528	CQUJHB011302	AFUN2_008139
OG0000534	CQUJHB013716	AFUN2_013294
OG0000534	CQUJHB009525	AFUN2_003205
OG0000535	CQUJHB001581	AFUN2_004029, AFUN2_013409
OG0000536	CQUJHB011779	AFUN2_007207
OG0000538	CQUJHB012021	AFUN2_009330
OG0000538	CQUJHB018149	AFUN2_011747
OG0000539	CQUJHB009653	AFUN2_005197, AFUN2_002731
OG0000540	CQUJHB010329	AFUN2_001191
OG0000541	CQUJHB016056, CQUJHB007487	AFUN2_006877, AFUN2_006040
OG0000542	CQUJHB000586	AFUN2_007282
OG0000542	CQUJHB008769	AFUN2_010209
OG0000543	CQUJHB015339, CQUJHB009756	AFUN2_004643, AFUN2_012610
OG0000544	CQUJHB006986	AFUN2_005178
OG0000544	CQUJHB013252	AFUN2_009523
OG0000546	CQUJHB005558	AFUN2_009394
OG0000547	CQUJHB010578	AFUN2_014341
OG0000547	CQUJHB018134	AFUN2_005774
OG0000548	CQUJHB006907, CQUJHB015796, CQUJHB011613, CQUJHB011366	AFUN2_007717
OG0000549	CQUJHB008172	AFUN2_000846, AFUN2_005801
OG0000550	CQUJHB000340, CQUJHB008859, CQUJHB002119	AFUN2_008494
OG0000551	CQUJHB011017	AFUN2_005744, AFUN2_007132
OG0000552	CQUJHB007207, CQUJHB003339	AFUN2_002213
OG0000553	CQUJHB013994, CQUJHB013521	AFUN2_004161
