Orthogroup	CquinquefasciatusJHB2020	Aalbopictus_AalbF5
OG0000065	CQUJHB012153, CQUJHB013471, CQUJHB017650, CQUJHB010973, CQUJHB005327	LOC134288631, LOC109419482, LOC134284218, LOC134290511, LOC115261638, LOC134285522, LOC134287084, LOC134289586, LOC109623010, LOC134286802, LOC134284297, LOC115269635, LOC134284260, LOC134290413, LOC134285126, LOC134286103, LOC134290566, LOC134285540, LOC134285727, LOC134288484, LOC134288524, LOC134286801
OG0000065	CQUJHB018367	LOC134291133, LOC134290567, LOC134289632, LOC134289587, LOC134290036, LOC134285403
OG0000066	CQUJHB014363, CQUJHB005589, CQUJHB000577, CQUJHB013835, CQUJHB007426, CQUJHB008217, CQUJHB006490, CQUJHB003531, CQUJHB016109, CQUJHB016500, CQUJHB001827, CQUJHB003990, CQUJHB003459, CQUJHB015610, CQUJHB000474, CQUJHB002758, CQUJHB016478, CQUJHB000237, CQUJHB015509, CQUJHB013197, CQUJHB004921, CQUJHB000497, CQUJHB001209, CQUJHB014773, CQUJHB008090, CQUJHB008837, CQUJHB018110, CQUJHB004113, CQUJHB006255, CQUJHB017942, CQUJHB001527, CQUJHB009545	LOC134290054, LOC134289693
OG0000066	CQUJHB002670, CQUJHB017303, CQUJHB012383, CQUJHB014300, CQUJHB015022, CQUJHB001686, CQUJHB003237, CQUJHB004142, CQUJHB003979	LOC134288373
OG0000067	CQUJHB012309	LOC109399585
OG0000067	CQUJHB007474, CQUJHB016064	LOC109426033, LOC109426036
OG0000067	CQUJHB016947	LOC109426037
OG0000067	CQUJHB018109	LOC109410996, LOC109410901
OG0000067	CQUJHB014152	LOC109426035
OG0000068	CQUJHB004402	LOC109399171
OG0000068	CQUJHB008638	LOC109413965, LOC109413968
OG0000068	CQUJHB015341	LOC109398683
OG0000068	CQUJHB013494	LOC109405051
OG0000068	CQUJHB003559	LOC109413969
OG0000068	CQUJHB001983	LOC109399209
OG0000068	CQUJHB009275	LOC109414002
OG0000069	CQUJHB002460	LOC134287966
OG0000069	CQUJHB012428, CQUJHB001040, CQUJHB012111, CQUJHB002152	LOC109420427, LOC115257481, LOC115257619
OG0000071	CQUJHB009539, CQUJHB013274	LOC109401104
OG0000071	CQUJHB005863	LOC109417603
OG0000071	CQUJHB017394	LOC109402034
OG0000071	CQUJHB016359, CQUJHB013086, CQUJHB010584, CQUJHB004365	LOC109419909
OG0000072	CQUJHB006781	LOC109418556
OG0000072	CQUJHB004934	LOC109413231
OG0000072	CQUJHB004785	LOC115261630
OG0000072	CQUJHB005018	LOC109403768
OG0000072	CQUJHB006868	LOC109403788
OG0000073	CQUJHB000587	LOC109433068
OG0000073	CQUJHB005489, CQUJHB004178	LOC109433069
OG0000073	CQUJHB014734	LOC109433130
OG0000074	CQUJHB017390	LOC109399202
OG0000074	CQUJHB000048, CQUJHB015271, CQUJHB000115	LOC109399162
OG0000074	CQUJHB007995	LOC109399205
OG0000075	CQUJHB005515, CQUJHB004149, CQUJHB008196, CQUJHB008855	LOC109424138, LOC109430779, LOC109424181, LOC115263087, LOC109424139, LOC115263088, LOC115263086, LOC115263362
OG0000076	CQUJHB017768, CQUJHB012728, CQUJHB015127	LOC109433173, LOC109433174
OG0000077	CQUJHB001286	LOC109428459
OG0000077	CQUJHB003639	LOC115267608
OG0000077	CQUJHB006400	LOC115267631
OG0000077	CQUJHB003896, CQUJHB003043	LOC115267607
OG0000077	CQUJHB018214	LOC115267620
OG0000079	CQUJHB005309	LOC109422640
OG0000079	CQUJHB003821, CQUJHB018448	LOC109422560, LOC109399710
OG0000079	CQUJHB013618, CQUJHB018436	LOC109418231, LOC109428005
OG0000079	CQUJHB007263	LOC109422721
OG0000080	CQUJHB017034, CQUJHB010133	LOC115265252, LOC109417572, LOC109417573
OG0000080	CQUJHB005257	LOC109420119
OG0000080	CQUJHB005516	LOC109420142
OG0000081	CQUJHB001153	LOC115265020
OG0000081	CQUJHB000320	LOC109425727
OG0000082	CQUJHB007898	LOC109408162
OG0000085	CQUJHB014727	LOC109412325, LOC109422704
OG0000085	CQUJHB008083	LOC109422705, LOC109424438, LOC115254680
OG0000086	CQUJHB008375	LOC115258102
OG0000086	CQUJHB001568	LOC109405184, LOC109426350
OG0000086	CQUJHB015160	LOC115254457
OG0000086	CQUJHB012368	LOC109399012, LOC109622980
OG0000088	CQUJHB009482	LOC115257675, LOC115257694
OG0000088	CQUJHB017248, CQUJHB001576, CQUJHB008137	LOC109433460
OG0000088	CQUJHB008822	LOC115267981
OG0000088	CQUJHB009095	LOC109433519
OG0000088	CQUJHB004456, CQUJHB013474	LOC109418404, LOC109419766
OG0000089	CQUJHB015151	LOC109426269, LOC134289925
OG0000089	CQUJHB003816	LOC134289926
OG0000089	CQUJHB012139	LOC134292138
OG0000090	CQUJHB017497	LOC109430577, LOC109424283, LOC109428699, LOC109428697
OG0000090	CQUJHB007824	LOC109429051
OG0000091	CQUJHB004684, CQUJHB009553, CQUJHB002066, CQUJHB006383, CQUJHB007123	LOC115260834, LOC115260167, LOC109398898, LOC115266378, LOC109414571
OG0000091	CQUJHB017444	LOC109429227
OG0000092	CQUJHB000983, CQUJHB006030	LOC115255535
OG0000092	CQUJHB014630	LOC134285725, LOC134284959, LOC134287086, LOC134284932, LOC134287625, LOC134290093, LOC134290094, LOC134287006, LOC134287015, LOC134291282, LOC134286553, LOC134285237, LOC134289068, LOC134284406
OG0000092	CQUJHB006017, CQUJHB005768, CQUJHB004130, CQUJHB016496, CQUJHB005195, CQUJHB014961	LOC134287913, LOC115271100, LOC115260350, LOC115265658, LOC115269953, LOC134292239, LOC115270191
OG0000096	CQUJHB002716	LOC109422254
OG0000096	CQUJHB018308	LOC109414298
OG0000096	CQUJHB008108	LOC115264212
OG0000096	CQUJHB008616	LOC109422250
OG0000097	CQUJHB017875	LOC109621419
OG0000097	CQUJHB012977	LOC109622082
OG0000097	CQUJHB011218, CQUJHB006589, CQUJHB017887, CQUJHB015073	LOC109433277
OG0000098	CQUJHB009893	LOC115258660, LOC109419553, LOC109409374
OG0000098	CQUJHB003108	LOC115258766
OG0000098	CQUJHB017910	LOC115260917
OG0000100	CQUJHB007834, CQUJHB012317	LOC134285758, LOC109407031
OG0000100	CQUJHB013140	LOC134288613, LOC134288501
OG0000100	CQUJHB012708	LOC134284439
OG0000101	CQUJHB011092, CQUJHB004788, CQUJHB017263	LOC134290421, LOC134283965, LOC134286528, LOC134286992, LOC134285704, LOC134288420, LOC115256751, LOC134291238, LOC134285106, LOC134285342, LOC134290922, LOC134290420, LOC134290133, LOC134290194, LOC134286036, LOC134286986, LOC134290593, LOC134288995, LOC134290578, LOC134290574, LOC134291565, LOC134290482, LOC134290278, LOC134286210, LOC134286991, LOC134286570, LOC134288034
OG0000104	CQUJHB003501	LOC109421248, LOC109421247, LOC109410842, LOC109421246
OG0000104	CQUJHB016210	LOC109410832
OG0000104	CQUJHB015480, CQUJHB006103, CQUJHB017990, CQUJHB017746, CQUJHB005521, CQUJHB012378, CQUJHB001763	LOC109427506, LOC109427507
OG0000107	CQUJHB018415, CQUJHB004852	LOC134285144, LOC115269113, LOC115269114, LOC109397170, LOC134285135, LOC134285132, LOC134285129
OG0000107	CQUJHB009068, CQUJHB013239, CQUJHB016501, CQUJHB015111, CQUJHB013703, CQUJHB006294, CQUJHB013989, CQUJHB013568	LOC134287048
OG0000107	CQUJHB000838	LOC134284153, LOC115264363
OG0000107	CQUJHB001925	LOC115265698
OG0000108	CQUJHB012501, CQUJHB014940, CQUJHB002184, CQUJHB006363	LOC109429333, LOC109421068, LOC109429251, LOC109421067, LOC109429469, LOC115258785, LOC109421073, LOC109428607, LOC109421072
OG0000109	CQUJHB017035	LOC134288467, LOC109417980
OG0000109	CQUJHB000019	LOC109402397, LOC134284738
OG0000109	CQUJHB012435	LOC109402396, LOC109402395
OG0000109	CQUJHB007563	LOC109402380
OG0000111	CQUJHB001127, CQUJHB016273	LOC115265527, LOC115253427, LOC115265528, LOC115265526, LOC109432478, LOC115253746
OG0000114	CQUJHB008130	LOC109432439
OG0000114	CQUJHB012994	LOC109421209
OG0000115	CQUJHB014380	LOC109413498
OG0000116	CQUJHB007929	LOC115262061
OG0000116	CQUJHB009840	LOC115262073
OG0000116	CQUJHB015910	LOC109400294
OG0000118	CQUJHB009876	LOC115265687, LOC134288793, LOC134292045, LOC134286735, LOC134287660, LOC134291297, LOC134291848, LOC134288874, LOC134288873, LOC134285843, LOC109416857, LOC134285841, LOC134289674, LOC134289434, LOC134286684, LOC134286683, LOC134288215, LOC134286831, LOC134284757, LOC134291295, LOC134284756, LOC134286115, LOC134286118, LOC134290344, LOC134289854, LOC134286065, LOC134290731, LOC134285967, LOC134285914, LOC134290711, LOC134291375, LOC134288095, LOC134286037, LOC134286931, LOC134291961, LOC134290704, LOC134286386
OG0000119	CQUJHB001620	LOC109409689
OG0000119	CQUJHB002189	LOC109409691
OG0000119	CQUJHB015704, CQUJHB017923, CQUJHB014370, CQUJHB011823, CQUJHB009096	LOC109409690
OG0000119	CQUJHB000195, CQUJHB004701, CQUJHB012571	LOC134287661
OG0000120	CQUJHB006803	LOC109402840, LOC109406119, LOC115261111
OG0000120	CQUJHB014331, CQUJHB001450	LOC115261112
OG0000121	CQUJHB006005, CQUJHB017888	LOC134290432, LOC134286563
OG0000121	CQUJHB012450	LOC134289163
OG0000121	CQUJHB000057, CQUJHB000850, CQUJHB012106	LOC134286440
OG0000121	CQUJHB011330	LOC134290915, LOC134285234, LOC134290209, LOC134286682, LOC134288272, LOC134286435, LOC134285985, LOC134290069, LOC134289513
OG0000122	CQUJHB001201	LOC134288311, LOC134289590, LOC134291066, LOC115269929, LOC134290580, LOC134284521, LOC134289620, LOC134284461, LOC134291132, LOC134290113, LOC134289572, LOC134286419, LOC134288329, LOC134286541, LOC115260993, LOC134286726, LOC134286183, LOC134290739, LOC134286112, LOC134291286, LOC115258482, LOC134286654, LOC134289578, LOC134288908, LOC134288629, LOC134290476, LOC134290367, LOC134290303, LOC134289959, LOC134286926, LOC134291426, LOC134289017, LOC134286732, LOC115259230
OG0000127	CQUJHB008722	LOC109399383
OG0000127	CQUJHB006654, CQUJHB003293, CQUJHB000740	LOC109430899
OG0000127	CQUJHB013009, CQUJHB013825	LOC115263186
OG0000127	CQUJHB003231, CQUJHB009687	LOC115263188
OG0000127	CQUJHB012007, CQUJHB016127	LOC115263189
OG0000127	CQUJHB003905	LOC109411349
OG0000128	CQUJHB011093	LOC109397004
OG0000128	CQUJHB006737, CQUJHB017854	LOC115262796
OG0000129	CQUJHB000384, CQUJHB003430	LOC109428071, LOC109418295
OG0000129	CQUJHB014096	LOC109418292, LOC109418299
OG0000129	CQUJHB016178, CQUJHB012226	LOC109421658
OG0000130	CQUJHB016267	LOC109426323
OG0000130	CQUJHB001063	LOC109421327, LOC109427811, LOC115265185, LOC109421178, LOC109421176
OG0000130	CQUJHB001771	LOC109421326
OG0000131	CQUJHB000645	LOC109420718
OG0000131	CQUJHB004459	LOC109419859
OG0000131	CQUJHB010920	LOC109420609
OG0000131	CQUJHB014041	LOC109420605
OG0000132	CQUJHB007672	LOC109399101
OG0000132	CQUJHB008636	LOC109397421
OG0000132	CQUJHB000067	LOC109397420
OG0000133	CQUJHB009822	LOC109425940
OG0000133	CQUJHB012631, CQUJHB014632, CQUJHB010069, CQUJHB018411, CQUJHB003024, CQUJHB005900, CQUJHB018012, CQUJHB016449	LOC109433309, LOC134291485
OG0000134	CQUJHB006248	LOC115267595
OG0000134	CQUJHB017587	LOC109399470
OG0000134	CQUJHB012326	LOC115267583
OG0000135	CQUJHB008910	LOC109411771
OG0000136	CQUJHB007955, CQUJHB006760	LOC109418558
OG0000136	CQUJHB009839	LOC109413120
OG0000136	CQUJHB008282	LOC109400919
OG0000136	CQUJHB003509, CQUJHB002833	LOC109401827, LOC109412093
OG0000136	CQUJHB013970	LOC109404625
OG0000137	CQUJHB017481, CQUJHB000636, CQUJHB001650, CQUJHB017580, CQUJHB013972, CQUJHB010919, CQUJHB012390	LOC134284969, LOC109421769, LOC134288531, LOC134289472, LOC115254570, LOC134289471, LOC134289742, LOC115254290, LOC134284299, LOC134288207, LOC134287630, LOC134287631, LOC134287295, LOC134288416, LOC134288415
OG0000139	CQUJHB008418	LOC134284289, LOC115260221, LOC115256812, LOC134290266, LOC134291180, LOC134292202, LOC134290495, LOC134288341, LOC134289848, LOC134290486, LOC134286811, LOC134284837, LOC134290851, LOC134288532, LOC115261209, LOC134285221, LOC115258680, LOC134288040, LOC134285636, LOC134285670, LOC134287619, LOC109406373, LOC109422145, LOC109422985, LOC134289827, LOC134291138, LOC115264492, LOC134286579, LOC134286163, LOC134288994, LOC109420663, LOC134284765, LOC134285750, LOC134284452, LOC134284820
OG0000141	CQUJHB013589, CQUJHB004400	LOC115266541, LOC109426247
OG0000141	CQUJHB002761, CQUJHB004199, CQUJHB003761, CQUJHB015077, CQUJHB001493, CQUJHB017741	LOC115266539, LOC109411169, LOC109411161
OG0000141	CQUJHB005542	LOC109426250
OG0000142	CQUJHB011887	LOC109401436, LOC109423496
OG0000142	CQUJHB002040	LOC109423512
OG0000142	CQUJHB003927	LOC109423498
OG0000143	CQUJHB014059	LOC115271081, LOC109422534, LOC115271082
OG0000143	CQUJHB006194	LOC109422665, LOC109401117
OG0000144	CQUJHB000312	LOC134288014
OG0000144	CQUJHB015003, CQUJHB011281, CQUJHB012034	LOC109404515, LOC109398775, LOC134290966, LOC109406348, LOC109397614, LOC134290793, LOC115260148
OG0000144	CQUJHB003913, CQUJHB003921	LOC134290866, LOC115259426, LOC134289714, LOC115264397
OG0000145	CQUJHB020279, CQUJHB020289, CQUJHB016091, CQUJHB020429, CQUJHB014920	LOC109420558, LOC109414419, LOC115253506, LOC109622121
OG0000145	CQUJHB006107, CQUJHB020434, CQUJHB020269, CQUJHB017747, CQUJHB020297, CQUJHB014123, CQUJHB002541, CQUJHB001680	LOC109407290, LOC109397517, LOC109622827, LOC109622828, LOC109622795, LOC109421590
OG0000145	CQUJHB013931	LOC109405893
OG0000146	CQUJHB005895, CQUJHB003363, CQUJHB015207	LOC109406196, LOC109406203
OG0000146	CQUJHB013515, CQUJHB000693	LOC109419020, LOC109408133, LOC109419023, LOC109419016, LOC109406193
OG0000147	CQUJHB005161	LOC109421511
OG0000147	CQUJHB000556, CQUJHB001564, CQUJHB001839	LOC109421512
OG0000148	CQUJHB001186	LOC115260854
OG0000148	CQUJHB000776	LOC115265114
OG0000148	CQUJHB017061	LOC109421171
OG0000149	CQUJHB010028	LOC109426259
OG0000149	CQUJHB012080	LOC109410290
OG0000149	CQUJHB014966	LOC109426253
OG0000149	CQUJHB017015, CQUJHB010834	LOC109426260
OG0000150	CQUJHB006439	LOC115266551
OG0000151	CQUJHB018327	LOC109412232
OG0000152	CQUJHB014990	LOC109408684
OG0000152	CQUJHB000800, CQUJHB010394	LOC109408682
OG0000152	CQUJHB005329	LOC115265746
OG0000152	CQUJHB009136	LOC109420225
OG0000153	CQUJHB007543	LOC115256669
OG0000153	CQUJHB006842	LOC109404674
OG0000153	CQUJHB002329	LOC115256516, LOC109410352, LOC109410301, LOC109404719, LOC115258069, LOC115258073, LOC115258075, LOC109410332, LOC109404722, LOC115269069, LOC109410326, LOC115269111, LOC109410305, LOC115269087, LOC115269066, LOC109410302, LOC109404678
OG0000154	CQUJHB008696, CQUJHB017642, CQUJHB010993, CQUJHB014811, CQUJHB014899	LOC109421560, LOC109409214, LOC109409172
OG0000155	CQUJHB007333, CQUJHB008665	LOC109416379
OG0000155	CQUJHB002705, CQUJHB004511	LOC109430008
OG0000155	CQUJHB005859, CQUJHB001497	LOC115263419, LOC109430000, LOC115263405, LOC109416399
OG0000156	CQUJHB015798, CQUJHB008291	LOC115257818, LOC134291361, LOC115261634, LOC115268995
OG0000156	CQUJHB004586, CQUJHB000634	LOC134291401, LOC134289633, LOC109426273, LOC115255171
OG0000157	CQUJHB001379	LOC109421165
OG0000157	CQUJHB007316	LOC109417943, LOC109426743
OG0000157	CQUJHB018173, CQUJHB009836	LOC109426604, LOC109426606, LOC109426631, LOC109426654, LOC115265692, LOC109426605
OG0000161	CQUJHB018217, CQUJHB000922	LOC109420367, LOC109402628
OG0000161	CQUJHB000076	LOC115263538, LOC109415748
OG0000162	CQUJHB009418	LOC109416740
OG0000162	CQUJHB020435, CQUJHB014569	LOC115257490
OG0000162	CQUJHB004329	LOC109416738
OG0000162	CQUJHB020337	LOC109403420
OG0000163	CQUJHB015427	LOC115264896
OG0000163	CQUJHB001490, CQUJHB017982, CQUJHB004125, CQUJHB015576	LOC109408545
OG0000163	CQUJHB004810, CQUJHB003658	LOC109429593
OG0000164	CQUJHB011226	LOC134285492
OG0000164	CQUJHB016036	LOC109413276
OG0000164	CQUJHB012144, CQUJHB018124	LOC109430385
OG0000164	CQUJHB012545	LOC134285493
OG0000165	CQUJHB001386	LOC115256356, LOC109421988
OG0000165	CQUJHB008494	LOC115256354
OG0000166	CQUJHB002907	LOC109397863
OG0000166	CQUJHB004489	LOC109418973
OG0000166	CQUJHB009503, CQUJHB000077	LOC109418976
OG0000167	CQUJHB014218, CQUJHB008556, CQUJHB003495, CQUJHB014097, CQUJHB013565	LOC134286466
OG0000167	CQUJHB007155	LOC134287093, LOC134285614, LOC134284076, LOC134291847, LOC134287505, LOC134290780, LOC134285615, LOC134289762, LOC134284195, LOC134291742, LOC134291766, LOC134284652, LOC134291898, LOC134288901, LOC134287254, LOC134292028, LOC134291379, LOC134288716, LOC134284973, LOC134287562, LOC134284680, LOC134291124, LOC134291002, LOC134291339
OG0000168	CQUJHB009735	LOC134286066, LOC109621527, LOC109426503
OG0000171	CQUJHB005596	LOC134289645
OG0000171	CQUJHB006525	LOC134289646
OG0000172	CQUJHB004762	LOC109414400
OG0000172	CQUJHB006283	LOC109410572
OG0000172	CQUJHB018212, CQUJHB003020	LOC109421132
OG0000173	CQUJHB003313	LOC109424660, LOC109412073, LOC109424630
OG0000174	CQUJHB009037, CQUJHB004035	LOC115256529
OG0000175	CQUJHB007361	LOC134287973, LOC134285776, LOC134288288, LOC134287838, LOC134285784, LOC134284841, LOC134287972, LOC134284851, LOC134290507, LOC134287763, LOC115254665, LOC109416611, LOC134292016, LOC109408458, LOC115254649
OG0000175	CQUJHB014372	LOC134286494, LOC134288690, LOC115260103, LOC115265376, LOC115267826, LOC115266091, LOC134284510, LOC134291352, LOC134289738, LOC115262041, LOC134286527, LOC109402989, LOC109428511
OG0000175	CQUJHB011045	LOC134285244
OG0000180	CQUJHB005835, CQUJHB005816, CQUJHB007916, CQUJHB006996, CQUJHB001222, CQUJHB013519, CQUJHB008661, CQUJHB002191, CQUJHB000686, CQUJHB009673, CQUJHB009193, CQUJHB000772	LOC109421192, LOC115265814, LOC109432470, LOC109421186, LOC109421214, LOC109432431, LOC109421189
OG0000181	CQUJHB018406	LOC109398251
OG0000181	CQUJHB017566	LOC109398238, LOC109419743, LOC109398234, LOC109398239, LOC109419750
OG0000182	CQUJHB010205	LOC115259581
OG0000182	CQUJHB012840	LOC115253802, LOC109400865
OG0000182	CQUJHB007241	LOC109429307
OG0000183	CQUJHB008471	LOC115256357
OG0000183	CQUJHB008317, CQUJHB015904, CQUJHB015217	LOC109407271, LOC109402674, LOC109405890
OG0000184	CQUJHB005313	LOC109411770, LOC109416825
OG0000184	CQUJHB020350, CQUJHB003938, CQUJHB000274	LOC109411788
OG0000184	CQUJHB004861	LOC115262030, LOC109411769
OG0000185	CQUJHB017110, CQUJHB016405, CQUJHB006617	LOC109401553, LOC109402898, LOC109420356
OG0000185	CQUJHB017959, CQUJHB000372	LOC109419367
OG0000187	CQUJHB008770, CQUJHB004129, CQUJHB012844, CQUJHB004306, CQUJHB008082, CQUJHB013210, CQUJHB015795, CQUJHB005653, CQUJHB013231, CQUJHB020318, CQUJHB020398, CQUJHB020313, CQUJHB020424, CQUJHB020405, CQUJHB016508, CQUJHB015181, CQUJHB011232, CQUJHB002253, CQUJHB009569, CQUJHB014578, CQUJHB015136	LOC109415488
OG0000188	CQUJHB017292	LOC109416080
OG0000188	CQUJHB007220, CQUJHB003135	LOC109402955, LOC115264319, LOC109416100, LOC109416077
OG0000189	CQUJHB011357	LOC109398456
OG0000189	CQUJHB001514	LOC115264694, LOC115264672
OG0000189	CQUJHB016877	LOC115266712
OG0000190	CQUJHB014000	LOC134287929
OG0000190	CQUJHB013041	LOC109429277
OG0000190	CQUJHB007455	LOC109420894
OG0000191	CQUJHB013758, CQUJHB002302, CQUJHB016362, CQUJHB011469	LOC109425624, LOC115269665
OG0000192	CQUJHB011350	LOC115268599
OG0000192	CQUJHB011486	LOC109407097
OG0000192	CQUJHB006523	LOC109424591
OG0000193	CQUJHB016836	LOC109418366, LOC109426146, LOC109426147
OG0000193	CQUJHB008892, CQUJHB000131	LOC109417593
OG0000194	CQUJHB008662, CQUJHB005983	LOC109621440, LOC115268364
OG0000194	CQUJHB002471, CQUJHB006345	LOC109621437
OG0000194	CQUJHB007940	LOC115268005
OG0000194	CQUJHB007773	LOC109621491
OG0000196	CQUJHB015310, CQUJHB014474, CQUJHB002527	LOC109417644
OG0000196	CQUJHB011596	LOC109410244, LOC115255412
OG0000196	CQUJHB015062	LOC115255411
OG0000197	CQUJHB008727, CQUJHB015443	LOC115270469, LOC115255860, LOC115269892, LOC134284776, LOC134287934, LOC115265401, LOC115269304, LOC115267345, LOC109622052, LOC134291582
OG0000200	CQUJHB003055	LOC109415401
OG0000200	CQUJHB000054	LOC109410678
OG0000200	CQUJHB006956	LOC115263783
OG0000201	CQUJHB002501, CQUJHB011456	LOC109622199
OG0000201	CQUJHB015906	LOC115269915, LOC115270394
OG0000201	CQUJHB013148, CQUJHB016903	LOC109622197
OG0000202	CQUJHB017404	LOC109421839
OG0000202	CQUJHB010576	LOC109421838
OG0000202	CQUJHB013321	LOC109428440
OG0000202	CQUJHB012941	LOC109428339
OG0000203	CQUJHB018349	LOC109426936
OG0000203	CQUJHB014121, CQUJHB004265, CQUJHB018395	LOC109623341, LOC109426935
OG0000203	CQUJHB001614	LOC109623338
OG0000204	CQUJHB015536, CQUJHB018050	LOC109425685, LOC109422978
OG0000204	CQUJHB009121	LOC109422968
OG0000205	CQUJHB011157	LOC109397149
OG0000205	CQUJHB006892	LOC109411753
OG0000205	CQUJHB016605, CQUJHB015202	LOC109425990
OG0000206	CQUJHB009215, CQUJHB015605, CQUJHB002272	LOC109429344, LOC109428387, LOC109420951
OG0000207	CQUJHB009425	LOC109415428, LOC109402620, LOC109402627, LOC109406592, LOC115253652, LOC109402626
OG0000209	CQUJHB015355	LOC109403372
OG0000209	CQUJHB000140	LOC109403367
OG0000209	CQUJHB011735	LOC109403351
OG0000209	CQUJHB013282, CQUJHB000475, CQUJHB006152, CQUJHB012713, CQUJHB011488, CQUJHB001205	LOC109410735, LOC109403373, LOC109403353, LOC109410739
OG0000210	CQUJHB015488, CQUJHB015097, CQUJHB007162	LOC109402346
OG0000211	CQUJHB016529	LOC115260807, LOC115254284, LOC134286007, LOC115265175, LOC115256717, LOC109419777, LOC109408040, LOC109431828, LOC134291233, LOC109415638, LOC134290775, LOC115267034, LOC134286366, LOC109407466, LOC109429518, LOC134290898, LOC134284394, LOC134288112, LOC134284766, LOC134289796, LOC134288528
OG0000212	CQUJHB017755, CQUJHB009572	LOC134288115, LOC134284089, LOC134291769, LOC134285384, LOC134284087, LOC109428975, LOC134285131, LOC134286671, LOC134291990, LOC134287078, LOC134291630, LOC134287060, LOC134287216, LOC134291291, LOC134291290, LOC134291957, LOC134288886, LOC115254678
