Orthogroup	CquinquefasciatusJHB2020	AstephensiUCISS2018
OG0000180	CQUJHB005835, CQUJHB005816, CQUJHB007916, CQUJHB006996, CQUJHB001222, CQUJHB013519, CQUJHB008661, CQUJHB002191, CQUJHB000686, CQUJHB009673, CQUJHB009193, CQUJHB000772	ASTEI20_032174
OG0000181	CQUJHB018406, CQUJHB017566	ASTEI20_039654, ASTEI20_035911
OG0000182	CQUJHB010205	ASTEI20_034555
OG0000182	CQUJHB012840	ASTEI20_041278
OG0000182	CQUJHB007241	ASTEI20_034958
OG0000183	CQUJHB008471, CQUJHB008317, CQUJHB015904, CQUJHB015217	ASTEI20_031719, ASTEI20_046015, ASTEI20_044856, ASTEI20_038174
OG0000184	CQUJHB005313	ASTEI20_033069
OG0000184	CQUJHB020350, CQUJHB003938, CQUJHB000274	ASTEI20_036642, ASTEI20_037581
OG0000185	CQUJHB017110, CQUJHB016405, CQUJHB006617	ASTEI20_042706, ASTEI20_031403
OG0000185	CQUJHB017959, CQUJHB000372	ASTEI20_032807, ASTEI20_034055
OG0000187	CQUJHB008770, CQUJHB004129, CQUJHB012844, CQUJHB004306, CQUJHB008082, CQUJHB013210, CQUJHB015795, CQUJHB005653, CQUJHB013231, CQUJHB020318, CQUJHB020398, CQUJHB020313, CQUJHB020424, CQUJHB020405, CQUJHB016508, CQUJHB015181, CQUJHB011232, CQUJHB002253, CQUJHB009569, CQUJHB014578, CQUJHB015136	ASTEI20_038550
OG0000188	CQUJHB017292, CQUJHB007220, CQUJHB003135	ASTEI20_038409
OG0000189	CQUJHB011357	ASTEI20_035278
OG0000189	CQUJHB001514	ASTEI20_043379, ASTEI20_036958
OG0000189	CQUJHB016877	ASTEI20_033773, ASTEI20_043697
OG0000190	CQUJHB014000	ASTEI20_031858
OG0000190	CQUJHB013041	ASTEI20_037310
OG0000190	CQUJHB007455	ASTEI20_033651
OG0000191	CQUJHB013758, CQUJHB002302, CQUJHB016362, CQUJHB011469	ASTEI20_035041, ASTEI20_031723, ASTEI20_032678, ASTEI20_037932
OG0000192	CQUJHB011350	ASTEI20_041022
OG0000192	CQUJHB011486	ASTEI20_033456
OG0000192	CQUJHB006523	ASTEI20_038790
OG0000193	CQUJHB016836, CQUJHB008892, CQUJHB000131	ASTEI20_035925, ASTEI20_034914, ASTEI20_032918, ASTEI20_041607
OG0000194	CQUJHB007940	ASTEI20_032207
OG0000194	CQUJHB007773	ASTEI20_042386
OG0000196	CQUJHB015310, CQUJHB014474, CQUJHB002527, CQUJHB011596, CQUJHB015062	ASTEI20_042814
OG0000200	CQUJHB003055	ASTEI20_040182
OG0000200	CQUJHB000054	ASTEI20_032444
OG0000200	CQUJHB006956	ASTEI20_035878
OG0000201	CQUJHB002501, CQUJHB011456	ASTEI20_037723
OG0000201	CQUJHB015906	ASTEI20_036827
OG0000201	CQUJHB013148, CQUJHB016903	ASTEI20_041981
OG0000202	CQUJHB017404, CQUJHB010576	ASTEI20_044437
OG0000202	CQUJHB013321, CQUJHB012941	ASTEI20_045852
OG0000203	CQUJHB018349	ASTEI20_034151
OG0000203	CQUJHB014121, CQUJHB004265, CQUJHB018395	ASTEI20_037199
OG0000203	CQUJHB001614	ASTEI20_036473
OG0000204	CQUJHB015536, CQUJHB018050	ASTEI20_033339
OG0000205	CQUJHB011157	ASTEI20_031920
OG0000205	CQUJHB006892	ASTEI20_040473
OG0000206	CQUJHB009215, CQUJHB015605, CQUJHB002272	ASTEI20_039018, ASTEI20_045703
OG0000207	CQUJHB009425	ASTEI20_034853
OG0000208	CQUJHB002746	ASTEI20_045322
OG0000208	CQUJHB017609, CQUJHB006033, CQUJHB016545	ASTEI20_034058
OG0000209	CQUJHB000140	ASTEI20_042301
OG0000210	CQUJHB015488, CQUJHB015097, CQUJHB007162	ASTEI20_043190, ASTEI20_037248, ASTEI20_039456
OG0000211	CQUJHB016529	ASTEI20_037118, ASTEI20_041718, ASTEI20_039007
OG0000217	CQUJHB018057	ASTEI20_040200
OG0000217	CQUJHB008942	ASTEI20_036703
OG0000217	CQUJHB006291	ASTEI20_044284
OG0000218	CQUJHB001220	ASTEI20_038944
OG0000219	CQUJHB004655	ASTEI20_041844
OG0000219	CQUJHB009528, CQUJHB009252, CQUJHB018120, CQUJHB007367	ASTEI20_035108
OG0000220	CQUJHB002011	ASTEI20_035755
OG0000220	CQUJHB009710	ASTEI20_044035
OG0000220	CQUJHB008956	ASTEI20_037745
OG0000221	CQUJHB011640	ASTEI20_038135
OG0000221	CQUJHB016680, CQUJHB007754	ASTEI20_037201
OG0000222	CQUJHB015532	ASTEI20_035055
OG0000223	CQUJHB009151	ASTEI20_037771
OG0000223	CQUJHB014766	ASTEI20_031096
OG0000223	CQUJHB004378	ASTEI20_036943
OG0000224	CQUJHB005624	ASTEI20_038501
OG0000225	CQUJHB018221	ASTEI20_040100
OG0000225	CQUJHB016925, CQUJHB017410, CQUJHB002547, CQUJHB013654, CQUJHB010873	ASTEI20_037793, ASTEI20_038611
OG0000229	CQUJHB007133	ASTEI20_046124
OG0000229	CQUJHB010008	ASTEI20_032722, ASTEI20_037602
OG0000230	CQUJHB018077, CQUJHB010793, CQUJHB004599, CQUJHB013294, CQUJHB000972	ASTEI20_034005
OG0000231	CQUJHB015552, CQUJHB009864	ASTEI20_040405, ASTEI20_043476
OG0000232	CQUJHB004882	ASTEI20_044096, ASTEI20_038687, ASTEI20_044010, ASTEI20_040318, ASTEI20_040000, ASTEI20_042206
OG0000233	CQUJHB013827, CQUJHB005784	ASTEI20_041338
OG0000233	CQUJHB017046	ASTEI20_038872
OG0000234	CQUJHB001691	ASTEI20_043253
OG0000234	CQUJHB001439	ASTEI20_031455
OG0000234	CQUJHB012585	ASTEI20_040171
OG0000235	CQUJHB006661, CQUJHB013626, CQUJHB008173, CQUJHB013536, CQUJHB015825	ASTEI20_044011
OG0000236	CQUJHB005892, CQUJHB007626, CQUJHB015922	ASTEI20_036868, ASTEI20_032536
OG0000237	CQUJHB010154	ASTEI20_039839, ASTEI20_031027
OG0000244	CQUJHB007355	ASTEI20_035715
OG0000245	CQUJHB000799	ASTEI20_043968, ASTEI20_037895
OG0000245	CQUJHB016506, CQUJHB007248, CQUJHB011910	ASTEI20_036396
OG0000247	CQUJHB002713, CQUJHB017013	ASTEI20_032101
OG0000247	CQUJHB002013	ASTEI20_044238
OG0000248	CQUJHB010965	ASTEI20_042839
OG0000249	CQUJHB009233, CQUJHB007489, CQUJHB002025, CQUJHB001010, CQUJHB009190	ASTEI20_039526, ASTEI20_038673
OG0000250	CQUJHB012300	ASTEI20_043607
OG0000250	CQUJHB006421	ASTEI20_038490
OG0000250	CQUJHB004522	ASTEI20_033739
OG0000251	CQUJHB008705	ASTEI20_040414
OG0000251	CQUJHB017833	ASTEI20_042173
OG0000252	CQUJHB005253, CQUJHB008240, CQUJHB011189, CQUJHB017858	ASTEI20_040133
OG0000252	CQUJHB008290	ASTEI20_045800
OG0000253	CQUJHB011918, CQUJHB003161	ASTEI20_036887
OG0000254	CQUJHB001657	ASTEI20_033239
OG0000254	CQUJHB009978	ASTEI20_034532
OG0000255	CQUJHB003529	ASTEI20_042761, ASTEI20_044933
OG0000256	CQUJHB009160	ASTEI20_045578
OG0000256	CQUJHB014478	ASTEI20_042134, ASTEI20_044073
OG0000257	CQUJHB010739, CQUJHB009502, CQUJHB000584, CQUJHB000689, CQUJHB000541, CQUJHB008553, CQUJHB004547, CQUJHB014397, CQUJHB008765	ASTEI20_033195, ASTEI20_036760
OG0000259	CQUJHB015261	ASTEI20_033256
OG0000260	CQUJHB020421, CQUJHB004409, CQUJHB006012, CQUJHB011286	ASTEI20_034398, ASTEI20_038711, ASTEI20_037645
OG0000265	CQUJHB003184	ASTEI20_044851, ASTEI20_037660
OG0000265	CQUJHB006489	ASTEI20_038227
OG0000266	CQUJHB002351	ASTEI20_042056
OG0000266	CQUJHB011998	ASTEI20_041270, ASTEI20_035075
OG0000267	CQUJHB017125	ASTEI20_044700
OG0000268	CQUJHB012623	ASTEI20_032301, ASTEI20_032365
OG0000269	CQUJHB013165, CQUJHB003189	ASTEI20_045911, ASTEI20_044456
OG0000270	CQUJHB003727, CQUJHB017973, CQUJHB003318	ASTEI20_032190, ASTEI20_043741, ASTEI20_040825, ASTEI20_034360, ASTEI20_030843
OG0000271	CQUJHB018009	ASTEI20_031771
OG0000271	CQUJHB011493	ASTEI20_037473, ASTEI20_034514
OG0000271	CQUJHB011542	ASTEI20_038183
OG0000272	CQUJHB005415, CQUJHB017192	ASTEI20_042478
OG0000273	CQUJHB002335	ASTEI20_032020
OG0000273	CQUJHB008927	ASTEI20_043316
OG0000274	CQUJHB003245, CQUJHB014187, CQUJHB000081	ASTEI20_031515
OG0000274	CQUJHB007666	ASTEI20_037692
OG0000275	CQUJHB000546, CQUJHB005342, CQUJHB010174, CQUJHB012136, CQUJHB006340, CQUJHB000241, CQUJHB013765	ASTEI20_033361
OG0000276	CQUJHB004277, CQUJHB012726, CQUJHB008874, CQUJHB010302, CQUJHB001377, CQUJHB004937, CQUJHB013546, CQUJHB006216	ASTEI20_041437
OG0000277	CQUJHB010575, CQUJHB010852, CQUJHB004755, CQUJHB010749, CQUJHB002174, CQUJHB009714, CQUJHB010492, CQUJHB016702, CQUJHB013862	ASTEI20_032397, ASTEI20_034533, ASTEI20_041241
OG0000278	CQUJHB008764, CQUJHB011798	ASTEI20_037609, ASTEI20_041680, ASTEI20_037766
OG0000279	CQUJHB005102	ASTEI20_038838
OG0000279	CQUJHB016711	ASTEI20_033582
OG0000279	CQUJHB013635, CQUJHB001819	ASTEI20_042793
OG0000280	CQUJHB000493	ASTEI20_042533
OG0000281	CQUJHB014785	ASTEI20_040684
OG0000285	CQUJHB011294	ASTEI20_039558
OG0000288	CQUJHB010147	ASTEI20_040021
OG0000289	CQUJHB011529, CQUJHB001666, CQUJHB017987	ASTEI20_035189, ASTEI20_042758, ASTEI20_044666
OG0000290	CQUJHB002754, CQUJHB008405	ASTEI20_044792, ASTEI20_037666, ASTEI20_038975
OG0000291	CQUJHB017541	ASTEI20_030896
OG0000291	CQUJHB015406	ASTEI20_045384
OG0000292	CQUJHB017021	ASTEI20_039963, ASTEI20_033519
OG0000292	CQUJHB008145	ASTEI20_041276
OG0000293	CQUJHB008571	ASTEI20_035645
OG0000293	CQUJHB000229, CQUJHB000928, CQUJHB011680	ASTEI20_034344, ASTEI20_033682
OG0000294	CQUJHB015184	ASTEI20_031593
OG0000294	CQUJHB009494	ASTEI20_040737
OG0000295	CQUJHB020305, CQUJHB011786	ASTEI20_037344, ASTEI20_045100
OG0000296	CQUJHB017172	ASTEI20_031726, ASTEI20_036866, ASTEI20_037946, ASTEI20_030789
OG0000297	CQUJHB004146, CQUJHB000290	ASTEI20_045280
OG0000297	CQUJHB011318	ASTEI20_032765
OG0000298	CQUJHB011277	ASTEI20_034983
OG0000298	CQUJHB004025	ASTEI20_035214
OG0000299	CQUJHB014668	ASTEI20_043508
OG0000299	CQUJHB005162, CQUJHB009370	ASTEI20_043361
OG0000300	CQUJHB009969, CQUJHB015841, CQUJHB004971, CQUJHB004484, CQUJHB012791, CQUJHB008483, CQUJHB001208, CQUJHB014241, CQUJHB018084, CQUJHB007208, CQUJHB002456, CQUJHB001900, CQUJHB010645, CQUJHB016923, CQUJHB016527, CQUJHB010855	ASTEI20_041810
OG0000302	CQUJHB010010	ASTEI20_037810
OG0000302	CQUJHB010685	ASTEI20_032730
OG0000303	CQUJHB011015, CQUJHB008617	ASTEI20_031481
OG0000304	CQUJHB006070, CQUJHB016739	ASTEI20_032574, ASTEI20_040412
OG0000304	CQUJHB018002	ASTEI20_038833
OG0000305	CQUJHB001390, CQUJHB001973	ASTEI20_045186
OG0000306	CQUJHB007627	ASTEI20_040184, ASTEI20_037498, ASTEI20_031684
OG0000317	CQUJHB020361, CQUJHB020388, CQUJHB020257, CQUJHB001753, CQUJHB020414, CQUJHB013993, CQUJHB016263	ASTEI20_039777
OG0000318	CQUJHB008681	ASTEI20_036009, ASTEI20_037274, ASTEI20_039300
OG0000319	CQUJHB011407	ASTEI20_040641
OG0000319	CQUJHB013783	ASTEI20_033005
OG0000320	CQUJHB004177, CQUJHB001759, CQUJHB015816	ASTEI20_045533, ASTEI20_032760
OG0000321	CQUJHB003997	ASTEI20_030893, ASTEI20_036304
OG0000324	CQUJHB006140	ASTEI20_045797, ASTEI20_046008
OG0000324	CQUJHB006853	ASTEI20_039356
OG0000325	CQUJHB012591	ASTEI20_043377
OG0000326	CQUJHB012353	ASTEI20_032355
OG0000326	CQUJHB011965	ASTEI20_032820
OG0000327	CQUJHB001917, CQUJHB018000, CQUJHB003068, CQUJHB018290	ASTEI20_038754
OG0000328	CQUJHB006591	ASTEI20_033819
OG0000328	CQUJHB002346	ASTEI20_039971, ASTEI20_038873
OG0000329	CQUJHB015894	ASTEI20_044913
OG0000329	CQUJHB005779, CQUJHB010729	ASTEI20_036280
OG0000330	CQUJHB017282	ASTEI20_033074
OG0000330	CQUJHB004081	ASTEI20_035799
OG0000331	CQUJHB014371, CQUJHB013844	ASTEI20_032134
OG0000331	CQUJHB002783	ASTEI20_036042, ASTEI20_041568
OG0000332	CQUJHB000271, CQUJHB007528	ASTEI20_039853, ASTEI20_034921, ASTEI20_045032
OG0000333	CQUJHB012787	ASTEI20_033832, ASTEI20_043402, ASTEI20_042167
OG0000334	CQUJHB001067	ASTEI20_040088
OG0000336	CQUJHB001118	ASTEI20_031275
OG0000336	CQUJHB014833	ASTEI20_036479
OG0000344	CQUJHB015676, CQUJHB017337, CQUJHB020406	ASTEI20_035939
OG0000344	CQUJHB012075	ASTEI20_043326, ASTEI20_035416
OG0000345	CQUJHB013032, CQUJHB015347, CQUJHB011799, CQUJHB002735, CQUJHB017641	ASTEI20_039160
OG0000346	CQUJHB002577, CQUJHB002322, CQUJHB006754	ASTEI20_045660
OG0000347	CQUJHB015931, CQUJHB012747, CQUJHB006813, CQUJHB004127, CQUJHB010963, CQUJHB001880, CQUJHB012374	ASTEI20_031950
OG0000348	CQUJHB008694, CQUJHB007833, CQUJHB006199, CQUJHB014618	ASTEI20_033292, ASTEI20_032825, ASTEI20_036788
OG0000350	CQUJHB008958	ASTEI20_039801
OG0000351	CQUJHB013920	ASTEI20_034293
OG0000351	CQUJHB012124	ASTEI20_031611
OG0000352	CQUJHB012242, CQUJHB009117	ASTEI20_033316
OG0000352	CQUJHB007986	ASTEI20_043163
OG0000353	CQUJHB009056, CQUJHB008063	ASTEI20_034917
OG0000353	CQUJHB002446	ASTEI20_036057
OG0000354	CQUJHB001846	ASTEI20_036334
OG0000355	CQUJHB009441	ASTEI20_045115, ASTEI20_044983, ASTEI20_041255
OG0000355	CQUJHB011420	ASTEI20_034632, ASTEI20_036496
OG0000356	CQUJHB006946, CQUJHB002667	ASTEI20_038616
OG0000356	CQUJHB000622, CQUJHB010020	ASTEI20_034566
OG0000357	CQUJHB017445	ASTEI20_036590
OG0000357	CQUJHB006068	ASTEI20_038026
OG0000359	CQUJHB007818, CQUJHB004465, CQUJHB013660, CQUJHB010652	ASTEI20_035699, ASTEI20_034142
OG0000360	CQUJHB000284, CQUJHB007098	ASTEI20_039873
OG0000360	CQUJHB000677	ASTEI20_038810
OG0000361	CQUJHB014315, CQUJHB014950	ASTEI20_035602
OG0000361	CQUJHB003076, CQUJHB005994, CQUJHB005593	ASTEI20_032581
OG0000362	CQUJHB013242, CQUJHB005211	ASTEI20_040345, ASTEI20_045507
OG0000363	CQUJHB006132	ASTEI20_035518
OG0000363	CQUJHB010204	ASTEI20_034937
OG0000364	CQUJHB016963, CQUJHB007057	ASTEI20_038622, ASTEI20_043965, ASTEI20_032740, ASTEI20_045922
OG0000365	CQUJHB010079	ASTEI20_041403, ASTEI20_041427
OG0000365	CQUJHB016111, CQUJHB009516	ASTEI20_043238
OG0000366	CQUJHB010124, CQUJHB003903, CQUJHB011993, CQUJHB015491, CQUJHB013408	ASTEI20_031333, ASTEI20_045960
OG0000367	CQUJHB007804	ASTEI20_045208, ASTEI20_036592, ASTEI20_039650, ASTEI20_042176
OG0000368	CQUJHB005991, CQUJHB009102, CQUJHB015642	ASTEI20_036695
OG0000369	CQUJHB002920	ASTEI20_035506
OG0000370	CQUJHB017740	ASTEI20_034666
OG0000370	CQUJHB001032, CQUJHB007246	ASTEI20_041792
OG0000371	CQUJHB008710	ASTEI20_034163
OG0000372	CQUJHB013895	ASTEI20_034288
OG0000380	CQUJHB003039, CQUJHB020254, CQUJHB020387, CQUJHB016719	ASTEI20_040077
OG0000380	CQUJHB007276	ASTEI20_034008
OG0000381	CQUJHB004475	ASTEI20_042707
OG0000381	CQUJHB007369, CQUJHB016781	ASTEI20_041656
OG0000382	CQUJHB003897	ASTEI20_045571
OG0000382	CQUJHB002028	ASTEI20_037496
OG0000383	CQUJHB017591	ASTEI20_044278
OG0000383	CQUJHB009099	ASTEI20_039308
OG0000384	CQUJHB002088, CQUJHB001148	ASTEI20_036930, ASTEI20_043050, ASTEI20_033769
OG0000386	CQUJHB015040	ASTEI20_042802
OG0000387	CQUJHB006491	ASTEI20_040213
OG0000387	CQUJHB004975	ASTEI20_032306, ASTEI20_045298, ASTEI20_044440
OG0000388	CQUJHB009063, CQUJHB004642, CQUJHB002192	ASTEI20_042922
OG0000389	CQUJHB010871	ASTEI20_037867
OG0000389	CQUJHB002288	ASTEI20_043353
OG0000390	CQUJHB014001	ASTEI20_036258
OG0000391	CQUJHB005583	ASTEI20_045380
OG0000391	CQUJHB015832	ASTEI20_040058
OG0000392	CQUJHB017979, CQUJHB012328, CQUJHB000942	ASTEI20_038467, ASTEI20_036830
OG0000393	CQUJHB000678	ASTEI20_036525
OG0000393	CQUJHB010193	ASTEI20_040256
OG0000394	CQUJHB013003	ASTEI20_042711
OG0000394	CQUJHB002473, CQUJHB014747	ASTEI20_039755
OG0000395	CQUJHB015252	ASTEI20_041652
OG0000395	CQUJHB008501	ASTEI20_044570
OG0000396	CQUJHB010706	ASTEI20_039659
OG0000396	CQUJHB014186	ASTEI20_041335
OG0000397	CQUJHB014890	ASTEI20_045152
OG0000397	CQUJHB017700	ASTEI20_032426
OG0000398	CQUJHB018445, CQUJHB012707, CQUJHB008460	ASTEI20_040561, ASTEI20_037679
OG0000399	CQUJHB010610, CQUJHB002697	ASTEI20_035274
OG0000399	CQUJHB000514	ASTEI20_039406
OG0000400	CQUJHB008299	ASTEI20_038813
OG0000400	CQUJHB016642	ASTEI20_043685
OG0000401	CQUJHB004404	ASTEI20_039363, ASTEI20_033254
OG0000401	CQUJHB012725	ASTEI20_033275
OG0000402	CQUJHB015843	ASTEI20_035900
OG0000403	CQUJHB004828	ASTEI20_044273
OG0000403	CQUJHB002873	ASTEI20_032491
OG0000404	CQUJHB014951	ASTEI20_039827, ASTEI20_031382
OG0000404	CQUJHB002330	ASTEI20_035181, ASTEI20_045422
OG0000405	CQUJHB012057, CQUJHB007826, CQUJHB003192, CQUJHB004662	ASTEI20_031554
OG0000406	CQUJHB016847	ASTEI20_031390
OG0000407	CQUJHB009167	ASTEI20_032342
OG0000407	CQUJHB002164	ASTEI20_032350
OG0000408	CQUJHB008821, CQUJHB002756	ASTEI20_032859
OG0000409	CQUJHB009131	ASTEI20_041637, ASTEI20_041911
OG0000410	CQUJHB012516, CQUJHB011477	ASTEI20_034967
OG0000411	CQUJHB006540	ASTEI20_037209
OG0000411	CQUJHB007335	ASTEI20_043829
OG0000411	CQUJHB008223	ASTEI20_033479
OG0000412	CQUJHB007660	ASTEI20_044317
OG0000413	CQUJHB010075, CQUJHB007446, CQUJHB020332	ASTEI20_032324
OG0000414	CQUJHB013421	ASTEI20_043791
OG0000416	CQUJHB005337	ASTEI20_039581
OG0000417	CQUJHB004451	ASTEI20_041261
OG0000417	CQUJHB016554	ASTEI20_032812
OG0000421	CQUJHB016620, CQUJHB006925, CQUJHB015719, CQUJHB009816, CQUJHB013246, CQUJHB012658	ASTEI20_032156
OG0000423	CQUJHB007654, CQUJHB006989, CQUJHB015828, CQUJHB012816, CQUJHB000342, CQUJHB014151, CQUJHB001895, CQUJHB003957, CQUJHB011819, CQUJHB010443, CQUJHB011340, CQUJHB001035, CQUJHB000659, CQUJHB012907	ASTEI20_036435
OG0000428	CQUJHB001704, CQUJHB002181, CQUJHB008857, CQUJHB016191	ASTEI20_034733, ASTEI20_034682, ASTEI20_039888
OG0000429	CQUJHB005902	ASTEI20_041693
OG0000429	CQUJHB006371	ASTEI20_045721, ASTEI20_036604, ASTEI20_042496
OG0000430	CQUJHB003893	ASTEI20_036782, ASTEI20_031340
OG0000430	CQUJHB017728	ASTEI20_036151
OG0000431	CQUJHB014587	ASTEI20_041567, ASTEI20_040731
OG0000431	CQUJHB006065	ASTEI20_039144
OG0000432	CQUJHB015256	ASTEI20_040747
OG0000432	CQUJHB018224	ASTEI20_034760
OG0000433	CQUJHB018005	ASTEI20_040644
OG0000433	CQUJHB016512	ASTEI20_035859, ASTEI20_033052
OG0000434	CQUJHB004006	ASTEI20_045054
OG0000435	CQUJHB009018	ASTEI20_038293
OG0000436	CQUJHB004776, CQUJHB005462, CQUJHB001738, CQUJHB017395	ASTEI20_038031
OG0000437	CQUJHB002230	ASTEI20_041490
OG0000437	CQUJHB017705	ASTEI20_033449
OG0000438	CQUJHB007603, CQUJHB007274, CQUJHB010807	ASTEI20_044491, ASTEI20_043518
OG0000439	CQUJHB003508	ASTEI20_043990
OG0000439	CQUJHB007442	ASTEI20_037600
OG0000440	CQUJHB008712	ASTEI20_032323
OG0000441	CQUJHB008515	ASTEI20_042306, ASTEI20_036184
OG0000442	CQUJHB016515	ASTEI20_040702
OG0000442	CQUJHB009960	ASTEI20_040317
OG0000443	CQUJHB000083	ASTEI20_033330
OG0000443	CQUJHB012897	ASTEI20_045939
OG0000445	CQUJHB005105	ASTEI20_041326
OG0000445	CQUJHB009271	ASTEI20_044012
OG0000446	CQUJHB017131	ASTEI20_044752
OG0000446	CQUJHB010200	ASTEI20_045914
OG0000447	CQUJHB007173	ASTEI20_035921, ASTEI20_036895
OG0000447	CQUJHB004421	ASTEI20_045843
OG0000448	CQUJHB007741	ASTEI20_039131
OG0000448	CQUJHB005150	ASTEI20_035453
OG0000449	CQUJHB012758	ASTEI20_042529
OG0000449	CQUJHB004303	ASTEI20_044910
OG0000450	CQUJHB016258	ASTEI20_035678
OG0000450	CQUJHB006704	ASTEI20_038473
OG0000451	CQUJHB009874	ASTEI20_036851, ASTEI20_040244
OG0000452	CQUJHB010141, CQUJHB003251, CQUJHB013257, CQUJHB004493, CQUJHB011307	ASTEI20_032646
OG0000453	CQUJHB010602	ASTEI20_038848
OG0000454	CQUJHB010114	ASTEI20_040653
OG0000455	CQUJHB001183	ASTEI20_043217
OG0000455	CQUJHB015257	ASTEI20_034510
OG0000456	CQUJHB007364	ASTEI20_042221
OG0000456	CQUJHB013775	ASTEI20_044668
OG0000457	CQUJHB015649	ASTEI20_036516
OG0000457	CQUJHB017695	ASTEI20_039941
OG0000458	CQUJHB005250	ASTEI20_041659, ASTEI20_046062, ASTEI20_030965
OG0000459	CQUJHB020285, CQUJHB015919, CQUJHB008529, CQUJHB010276	ASTEI20_038648
OG0000460	CQUJHB013625	ASTEI20_036157
OG0000461	CQUJHB002251	ASTEI20_045433
OG0000461	CQUJHB013571	ASTEI20_035860
OG0000462	CQUJHB004472	ASTEI20_037502, ASTEI20_042379
OG0000463	CQUJHB014449, CQUJHB009591	ASTEI20_035779, ASTEI20_044901, ASTEI20_041629, ASTEI20_036724, ASTEI20_033904, ASTEI20_041237, ASTEI20_031922, ASTEI20_042539, ASTEI20_034696, ASTEI20_032344, ASTEI20_035753, ASTEI20_043136, ASTEI20_039325, ASTEI20_032742
OG0000464	CQUJHB004307	ASTEI20_040750
OG0000465	CQUJHB017090	ASTEI20_041528, ASTEI20_034169
OG0000466	CQUJHB012439	ASTEI20_038266, ASTEI20_039358, ASTEI20_045228
OG0000472	CQUJHB013462	ASTEI20_045749, ASTEI20_032817, ASTEI20_041250
OG0000477	CQUJHB013483	ASTEI20_034459
OG0000477	CQUJHB003518	ASTEI20_031328
OG0000478	CQUJHB016476	ASTEI20_042435
OG0000478	CQUJHB009586	ASTEI20_043336
OG0000479	CQUJHB003472, CQUJHB017772	ASTEI20_036926, ASTEI20_033540
OG0000480	CQUJHB015374	ASTEI20_044004, ASTEI20_033719, ASTEI20_043012
OG0000481	CQUJHB000113	ASTEI20_038127
OG0000481	CQUJHB007620, CQUJHB006420	ASTEI20_034254
OG0000482	CQUJHB010431	ASTEI20_040294
OG0000482	CQUJHB009602	ASTEI20_035220
OG0000483	CQUJHB013484, CQUJHB002001, CQUJHB005117, CQUJHB002565, CQUJHB014052, CQUJHB012268, CQUJHB005236, CQUJHB003977, CQUJHB000786, CQUJHB011985, CQUJHB016572	ASTEI20_046009
OG0000484	CQUJHB015280	ASTEI20_039134
OG0000484	CQUJHB007616	ASTEI20_032451
OG0000485	CQUJHB012703	ASTEI20_037768
OG0000485	CQUJHB009246	ASTEI20_041653
OG0000486	CQUJHB012006	ASTEI20_032382
OG0000486	CQUJHB002625	ASTEI20_042498
OG0000487	CQUJHB000683	ASTEI20_042028
OG0000487	CQUJHB011221	ASTEI20_039840
OG0000488	CQUJHB015233	ASTEI20_038299, ASTEI20_042656
OG0000489	CQUJHB016351	ASTEI20_041468
OG0000489	CQUJHB004674	ASTEI20_042784
OG0000490	CQUJHB014278	ASTEI20_040243
OG0000491	CQUJHB004009	ASTEI20_036635
OG0000491	CQUJHB002060	ASTEI20_039466
OG0000492	CQUJHB001365	ASTEI20_035871
OG0000492	CQUJHB003626	ASTEI20_045934
OG0000493	CQUJHB003936, CQUJHB020409, CQUJHB013220, CQUJHB020276	ASTEI20_040939, ASTEI20_042234
OG0000494	CQUJHB000732	ASTEI20_033870
OG0000494	CQUJHB003918	ASTEI20_032431
OG0000495	CQUJHB004875	ASTEI20_035282
OG0000495	CQUJHB008204	ASTEI20_032883, ASTEI20_037893
OG0000497	CQUJHB008176	ASTEI20_045382
OG0000497	CQUJHB015119, CQUJHB017322	ASTEI20_037285
OG0000498	CQUJHB018428	ASTEI20_035903
OG0000498	CQUJHB001250	ASTEI20_041832
OG0000499	CQUJHB015349	ASTEI20_045587
OG0000499	CQUJHB002347	ASTEI20_044209
OG0000500	CQUJHB011977	ASTEI20_041628
OG0000501	CQUJHB015962, CQUJHB015865	ASTEI20_043725
OG0000502	CQUJHB007873	ASTEI20_041728
OG0000503	CQUJHB000177, CQUJHB005641, CQUJHB008470, CQUJHB001030, CQUJHB013601, CQUJHB004853	ASTEI20_031803
OG0000504	CQUJHB013167	ASTEI20_037781
OG0000505	CQUJHB015118, CQUJHB008195	ASTEI20_045172
OG0000506	CQUJHB005354	ASTEI20_040117
OG0000506	CQUJHB013163	ASTEI20_033754
OG0000507	CQUJHB006236	ASTEI20_041414
OG0000507	CQUJHB016153	ASTEI20_041289
OG0000508	CQUJHB004534	ASTEI20_043392, ASTEI20_035349, ASTEI20_032410
OG0000509	CQUJHB006064	ASTEI20_038831
OG0000509	CQUJHB001100	ASTEI20_035801
OG0000510	CQUJHB012354	ASTEI20_033762
OG0000510	CQUJHB017274	ASTEI20_039972
OG0000511	CQUJHB008338, CQUJHB006823	ASTEI20_033393, ASTEI20_045020
OG0000512	CQUJHB012251	ASTEI20_041881
OG0000512	CQUJHB001081	ASTEI20_033648
OG0000514	CQUJHB010667	ASTEI20_036623
OG0000514	CQUJHB016059	ASTEI20_033991
OG0000515	CQUJHB007879	ASTEI20_034553
OG0000515	CQUJHB018283	ASTEI20_034276
OG0000516	CQUJHB001551	ASTEI20_032940
OG0000516	CQUJHB007539	ASTEI20_038444
