Orthogroup	CquinquefasciatusJHB2020	AaegyptiLVP_AGWG
OG0000155	CQUJHB008665	AAEL010428
OG0000155	CQUJHB005859, CQUJHB001497	AAEL023626, AAEL018080, AAEL010426, AAEL017079, AAEL010409
OG0000156	CQUJHB015798, CQUJHB008291	AAEL026721
OG0000156	CQUJHB004586, CQUJHB000634	AAEL023612, AAEL021477, AAEL025177, AAEL023971, AAEL019897, AAEL021815, AAEL027272, AAEL025778, AAEL019736
OG0000157	CQUJHB001379	AAEL026898
OG0000157	CQUJHB007316	AAEL021701
OG0000157	CQUJHB018173, CQUJHB009836	AAEL023616, AAEL027162, AAEL024662, AAEL025947, AAEL027079, AAEL024834, AAEL027392
OG0000161	CQUJHB018217, CQUJHB000922	AAEL019899, AAEL024503
OG0000161	CQUJHB000076	AAEL004798, AAEL002467
OG0000162	CQUJHB020435, CQUJHB014569	AAEL002617
OG0000162	CQUJHB004329	AAEL002606
OG0000162	CQUJHB020337	AAEL002587
OG0000163	CQUJHB015427	AAEL004507
OG0000163	CQUJHB001490, CQUJHB017982, CQUJHB004125, CQUJHB015576	AAEL022219
OG0000163	CQUJHB004810, CQUJHB003658	AAEL004486
OG0000164	CQUJHB011226	AAEL007511
OG0000164	CQUJHB016036	AAEL026347
OG0000164	CQUJHB012144, CQUJHB018124	AAEL014567
OG0000164	CQUJHB012545	AAEL007514
OG0000165	CQUJHB004809	AAEL008017
OG0000165	CQUJHB001386	AAEL025214
OG0000165	CQUJHB008494	AAEL008018
OG0000166	CQUJHB002907	AAEL013556, AAEL013554
OG0000166	CQUJHB004489	AAEL014830
OG0000166	CQUJHB009503, CQUJHB000077	AAEL014019
OG0000167	CQUJHB007155	AAEL020643, AAEL023677
OG0000168	CQUJHB009735	AAEL022694, AAEL023789, AAEL026755
OG0000171	CQUJHB005596	AAEL027547, AAEL017192
OG0000171	CQUJHB006525	AAEL023653, AAEL005134
OG0000172	CQUJHB004762	AAEL026737
OG0000172	CQUJHB006283	AAEL020253
OG0000172	CQUJHB018212, CQUJHB003020	AAEL011332
OG0000173	CQUJHB003313	AAEL011550, AAEL011547, AAEL011555
OG0000173	CQUJHB013713	AAEL014515
OG0000174	CQUJHB012327	AAEL029047
OG0000174	CQUJHB009037, CQUJHB004035	AAEL029038, AAEL029046, AAEL029041, AAEL029044
OG0000174	CQUJHB011054	AAEL029104
OG0000180	CQUJHB005835, CQUJHB005816, CQUJHB007916, CQUJHB006996, CQUJHB001222, CQUJHB013519, CQUJHB008661, CQUJHB002191, CQUJHB000686, CQUJHB009673, CQUJHB009193, CQUJHB000772	AAEL021730, AAEL002208, AAEL029006, AAEL022045, AAEL002239, AAEL002189, AAEL002245, AAEL002202
OG0000181	CQUJHB018406	AAEL004729
OG0000181	CQUJHB017566	AAEL023262, AAEL004730, AAEL025094
OG0000182	CQUJHB010205	AAEL005407
OG0000182	CQUJHB012840	AAEL005412, AAEL005426, AAEL005417
OG0000182	CQUJHB007241	AAEL005408
OG0000183	CQUJHB008471	AAEL005786
OG0000183	CQUJHB008317, CQUJHB015904, CQUJHB015217	AAEL019497, AAEL022007, AAEL009434, AAEL019498
OG0000184	CQUJHB005313	AAEL005999
OG0000184	CQUJHB020350, CQUJHB003938, CQUJHB000274	AAEL006003
OG0000184	CQUJHB004861	AAEL006005
OG0000185	CQUJHB017110, CQUJHB016405, CQUJHB006617	AAEL013981, AAEL013983, AAEL021888
OG0000185	CQUJHB017959, CQUJHB000372	AAEL008045
OG0000187	CQUJHB008770, CQUJHB004129, CQUJHB012844, CQUJHB004306, CQUJHB008082, CQUJHB013210, CQUJHB015795, CQUJHB005653, CQUJHB013231, CQUJHB020318, CQUJHB020398, CQUJHB020313, CQUJHB020424, CQUJHB020405, CQUJHB016508, CQUJHB015181, CQUJHB011232, CQUJHB002253, CQUJHB009569, CQUJHB014578, CQUJHB015136	AAEL000035
OG0000188	CQUJHB017292	AAEL017003
OG0000188	CQUJHB007220, CQUJHB003135	AAEL003253, AAEL003243
OG0000189	CQUJHB011357	AAEL003743
OG0000189	CQUJHB001514	AAEL006390
OG0000189	CQUJHB016877	AAEL014053
OG0000190	CQUJHB014000	AAEL020855
OG0000190	CQUJHB013041	AAEL023141
OG0000190	CQUJHB007455	AAEL003982
OG0000191	CQUJHB013758, CQUJHB002302, CQUJHB016362, CQUJHB011469	AAEL007085, AAEL024044
OG0000192	CQUJHB011350	AAEL018352
OG0000192	CQUJHB011486	AAEL008055
OG0000192	CQUJHB006523	AAEL007664
OG0000193	CQUJHB016836	AAEL018151
OG0000193	CQUJHB008892, CQUJHB000131	AAEL008595
OG0000194	CQUJHB008662, CQUJHB005983	AAEL009207, AAEL009204
OG0000194	CQUJHB007940	AAEL022256, AAEL009193
OG0000194	CQUJHB007773	AAEL009203
OG0000196	CQUJHB015310, CQUJHB014474, CQUJHB002527	AAEL014662
OG0000196	CQUJHB011596	AAEL011677
OG0000196	CQUJHB015062	AAEL019722
OG0000197	CQUJHB014888	AAEL023574
OG0000197	CQUJHB008727, CQUJHB015443	AAEL023986, AAEL027812, AAEL022037, AAEL027656, AAEL022659, AAEL024699, AAEL024167, AAEL027531, AAEL023888, AAEL027158
OG0000200	CQUJHB003055	AAEL019407
OG0000200	CQUJHB000054	AAEL000536
OG0000200	CQUJHB006956	AAEL000123
OG0000201	CQUJHB002501, CQUJHB011456	AAEL001839
OG0000201	CQUJHB015906	AAEL020195, AAEL001844
OG0000201	CQUJHB013148, CQUJHB016903	AAEL001840
OG0000202	CQUJHB017404	AAEL012457
OG0000202	CQUJHB010576	AAEL012455
OG0000202	CQUJHB013321	AAEL003617, AAEL026142
OG0000202	CQUJHB012941	AAEL011356
OG0000203	CQUJHB018349	AAEL003626
OG0000203	CQUJHB014121, CQUJHB004265, CQUJHB018395	AAEL003641, AAEL003619
OG0000203	CQUJHB001614	AAEL018304
OG0000204	CQUJHB015536, CQUJHB018050	AAEL014078
OG0000204	CQUJHB009121	AAEL005665
OG0000205	CQUJHB011157	AAEL008898
OG0000205	CQUJHB006892	AAEL007913
OG0000205	CQUJHB016605, CQUJHB015202	AAEL006327
OG0000206	CQUJHB009215, CQUJHB015605, CQUJHB002272	AAEL009935, AAEL009945, AAEL009938
OG0000207	CQUJHB009425	AAEL027951, AAEL026297, AAEL007619
OG0000208	CQUJHB009267, CQUJHB007743	AAEL008274
OG0000208	CQUJHB002746	AAEL008259, AAEL027364
OG0000208	CQUJHB017609, CQUJHB006033, CQUJHB016545	AAEL023637, AAEL008283
OG0000209	CQUJHB015355	AAEL009411
OG0000209	CQUJHB000140	AAEL020200
OG0000209	CQUJHB011735	AAEL023532
OG0000209	CQUJHB013282, CQUJHB000475, CQUJHB006152, CQUJHB012713, CQUJHB011488, CQUJHB001205	AAEL021302
OG0000210	CQUJHB015488, CQUJHB015097, CQUJHB007162	AAEL022562, AAEL013032
OG0000211	CQUJHB016529	AAEL021862
OG0000212	CQUJHB017755, CQUJHB009572	AAEL027776
OG0000217	CQUJHB018057	AAEL002994
OG0000217	CQUJHB008942	AAEL001622
OG0000217	CQUJHB006291	AAEL003013
OG0000218	CQUJHB008349	AAEL002022
OG0000218	CQUJHB011549	AAEL001964
OG0000218	CQUJHB001220	AAEL001969
OG0000219	CQUJHB004655	AAEL002940
OG0000219	CQUJHB009528	AAEL012431, AAEL010858
OG0000219	CQUJHB009252, CQUJHB018120, CQUJHB007367	AAEL012430, AAEL024868, AAEL010853
OG0000220	CQUJHB017724	AAEL002964
OG0000220	CQUJHB002011	AAEL002969, AAEL002959
OG0000220	CQUJHB008956	AAEL002972
OG0000221	CQUJHB011640	AAEL021590, AAEL003079
OG0000221	CQUJHB016680, CQUJHB007754	AAEL014371, AAEL008560
OG0000222	CQUJHB015532	AAEL021010, AAEL019957
OG0000222	CQUJHB017485	AAEL026731, AAEL011822
OG0000222	CQUJHB013750	AAEL004240
OG0000223	CQUJHB009151	AAEL006487
OG0000223	CQUJHB014766	AAEL006995
OG0000223	CQUJHB004378	AAEL007016
OG0000224	CQUJHB005624	AAEL006835
OG0000225	CQUJHB018221	AAEL014413
OG0000225	CQUJHB016925	AAEL014411
OG0000225	CQUJHB017410, CQUJHB002547, CQUJHB013654, CQUJHB010873	AAEL014412
OG0000229	CQUJHB007133	AAEL000515, AAEL000505
OG0000229	CQUJHB010008	AAEL024475
OG0000230	CQUJHB018077, CQUJHB010793, CQUJHB004599, CQUJHB013294, CQUJHB000972	AAEL021401, AAEL006228, AAEL024098, AAEL001015, AAEL005000
OG0000231	CQUJHB015552	AAEL001743
OG0000231	CQUJHB009864	AAEL001735, AAEL008873, AAEL008866, AAEL008869, AAEL008872
OG0000232	CQUJHB004882	AAEL002043, AAEL026706
OG0000233	CQUJHB013827	AAEL007602
OG0000233	CQUJHB005784	AAEL003060
OG0000233	CQUJHB017046	AAEL009843
OG0000234	CQUJHB001691	AAEL019609
OG0000234	CQUJHB001439	AAEL007447
OG0000234	CQUJHB012585	AAEL007449
OG0000235	CQUJHB006661	AAEL008843
OG0000235	CQUJHB013626, CQUJHB008173	AAEL008580
OG0000235	CQUJHB013536	AAEL024616
OG0000236	CQUJHB005892, CQUJHB007626, CQUJHB015922	AAEL009206
OG0000237	CQUJHB010154	AAEL022081, AAEL012350
OG0000244	CQUJHB007355	AAEL001196
OG0000244	CQUJHB012679	AAEL000597
OG0000245	CQUJHB000799	AAEL010893
OG0000245	CQUJHB016506	AAEL000843
OG0000245	CQUJHB007248, CQUJHB011910	AAEL010894
OG0000247	CQUJHB002713	AAEL001683
OG0000247	CQUJHB017013	AAEL001677
OG0000247	CQUJHB002013	AAEL001704
OG0000248	CQUJHB007060	AAEL001822, AAEL001816
OG0000248	CQUJHB012099	AAEL018042
OG0000248	CQUJHB010965	AAEL018041
OG0000249	CQUJHB009233, CQUJHB007489	AAEL003738, AAEL003726, AAEL003740, AAEL003728
OG0000249	CQUJHB002025, CQUJHB001010, CQUJHB009190	AAEL023973
OG0000250	CQUJHB012300	AAEL004580
OG0000250	CQUJHB006421	AAEL004582
OG0000250	CQUJHB004522	AAEL004575
OG0000251	CQUJHB008705	AAEL006353, AAEL006344
OG0000251	CQUJHB011959	AAEL006359
OG0000251	CQUJHB017833	AAEL006338
OG0000252	CQUJHB005253, CQUJHB008240, CQUJHB011189, CQUJHB017858	AAEL007257, AAEL007251, AAEL014554
OG0000252	CQUJHB008290	AAEL024448
OG0000253	CQUJHB011918	AAEL007993
OG0000253	CQUJHB003161	AAEL007992
OG0000254	CQUJHB001657	AAEL012040
OG0000254	CQUJHB009978	AAEL009916
OG0000254	CQUJHB011425, CQUJHB002054, CQUJHB004153	AAEL009798, AAEL012176
OG0000255	CQUJHB003529	AAEL012770
OG0000256	CQUJHB014478	AAEL012425, AAEL012422
OG0000257	CQUJHB010739	AAEL019890
OG0000257	CQUJHB009502, CQUJHB000584, CQUJHB000689, CQUJHB000541, CQUJHB008553, CQUJHB004547, CQUJHB014397, CQUJHB008765	AAEL027350
OG0000259	CQUJHB015261	AAEL022953, AAEL025308
OG0000259	CQUJHB000344	AAEL023720
OG0000259	CQUJHB012367	AAEL020899
OG0000265	CQUJHB003184	AAEL008213, AAEL008211
OG0000265	CQUJHB006489	AAEL000249
OG0000266	CQUJHB002351	AAEL013662
OG0000266	CQUJHB011998	AAEL000757
OG0000267	CQUJHB017125	AAEL010582
OG0000268	CQUJHB012623	AAEL002690
OG0000268	CQUJHB010904	AAEL002692
OG0000269	CQUJHB013165	AAEL003195, AAEL026083, AAEL023346, AAEL003196, AAEL020734, AAEL021498, AAEL003181, AAEL022449
OG0000269	CQUJHB003189	AAEL003201, AAEL028198, AAEL003187, AAEL024002
OG0000270	CQUJHB003727	AAEL003444
OG0000270	CQUJHB017973	AAEL003439
OG0000271	CQUJHB018009	AAEL004778
OG0000271	CQUJHB011493	AAEL017453
OG0000271	CQUJHB011542	AAEL004739
OG0000272	CQUJHB005415, CQUJHB017192	AAEL008858
OG0000273	CQUJHB002335	AAEL008928
OG0000273	CQUJHB008927	AAEL008931
OG0000274	CQUJHB003245, CQUJHB014187, CQUJHB000081	AAEL010098, AAEL010099
OG0000274	CQUJHB007666	AAEL024977
OG0000275	CQUJHB000546	AAEL012343
OG0000275	CQUJHB005342, CQUJHB010174, CQUJHB012136, CQUJHB006340, CQUJHB000241, CQUJHB013765	AAEL012349, AAEL023211
OG0000276	CQUJHB004277, CQUJHB012726, CQUJHB008874, CQUJHB010302, CQUJHB001377, CQUJHB004937, CQUJHB013546, CQUJHB006216	AAEL013044, AAEL013048, AAEL013054
OG0000277	CQUJHB010575, CQUJHB010852, CQUJHB004755, CQUJHB010749, CQUJHB002174, CQUJHB009714, CQUJHB010492	AAEL013198
OG0000277	CQUJHB016702, CQUJHB013862	AAEL026420
OG0000278	CQUJHB008764, CQUJHB011798	AAEL013217
OG0000279	CQUJHB005102	AAEL017402
OG0000279	CQUJHB016711	AAEL024828
OG0000279	CQUJHB013635, CQUJHB001819	AAEL021930, AAEL025608
OG0000280	CQUJHB000493	AAEL029031
OG0000285	CQUJHB011294	AAEL000029
OG0000286	CQUJHB008968, CQUJHB015387	AAEL022696, AAEL000613, AAEL000628, AAEL000614, AAEL006465, AAEL017294
OG0000288	CQUJHB010147	AAEL020558, AAEL001320, AAEL001292, AAEL025530, AAEL001312, AAEL001807, AAEL009591
OG0000289	CQUJHB001666	AAEL003317, AAEL003297
OG0000289	CQUJHB017987	AAEL003298
OG0000290	CQUJHB002754, CQUJHB008405	AAEL004103, AAEL004092
OG0000291	CQUJHB017541	AAEL004592
OG0000291	CQUJHB015406	AAEL024570
OG0000292	CQUJHB017021	AAEL004935
OG0000292	CQUJHB008145	AAEL004923
OG0000293	CQUJHB008571	AAEL019520
OG0000293	CQUJHB000229	AAEL005702
OG0000293	CQUJHB000928, CQUJHB011680	AAEL010609
OG0000294	CQUJHB015184	AAEL022989, AAEL007040
OG0000294	CQUJHB009494	AAEL006160
OG0000295	CQUJHB020305, CQUJHB011786	AAEL006385
OG0000296	CQUJHB015812	AAEL006424, AAEL026087, AAEL006417
OG0000297	CQUJHB004146, CQUJHB000290	AAEL006818
OG0000297	CQUJHB011318	AAEL006829
OG0000298	CQUJHB011277	AAEL009528, AAEL008380
OG0000298	CQUJHB012628	AAEL007711
OG0000299	CQUJHB014668	AAEL007893
OG0000299	CQUJHB005162, CQUJHB009370	AAEL008152, AAEL027985, AAEL008159
OG0000300	CQUJHB009969, CQUJHB015841, CQUJHB004971, CQUJHB004484, CQUJHB012791, CQUJHB008483, CQUJHB001208, CQUJHB014241, CQUJHB018084, CQUJHB007208, CQUJHB002456, CQUJHB001900, CQUJHB010645, CQUJHB016923, CQUJHB016527, CQUJHB010855	AAEL009978
OG0000301	CQUJHB010333, CQUJHB008390, CQUJHB011582, CQUJHB000036, CQUJHB013389, CQUJHB007354, CQUJHB008487, CQUJHB007160, CQUJHB017207, CQUJHB005942, CQUJHB003381, CQUJHB008555, CQUJHB007129, CQUJHB007935, CQUJHB017974, CQUJHB005988, CQUJHB002326, CQUJHB014705, CQUJHB004623, CQUJHB002232	AAEL011053
OG0000302	CQUJHB010010	AAEL015566, AAEL015567
OG0000302	CQUJHB010685	AAEL011499
OG0000303	CQUJHB011015	AAEL026551
OG0000303	CQUJHB008617	AAEL011563
OG0000304	CQUJHB006070, CQUJHB016739	AAEL014541
OG0000304	CQUJHB018002	AAEL014537
OG0000305	CQUJHB001390, CQUJHB001973	AAEL019599
OG0000306	CQUJHB007627	AAEL022773
OG0000317	CQUJHB020361, CQUJHB020388, CQUJHB020257, CQUJHB001753, CQUJHB020414	AAEL000039, AAEL000089
OG0000317	CQUJHB013993, CQUJHB016263	AAEL000066, AAEL000018
OG0000318	CQUJHB008681	AAEL000690
OG0000319	CQUJHB011407	AAEL026313, AAEL027346
OG0000319	CQUJHB013783	AAEL001010
OG0000320	CQUJHB004177, CQUJHB001759, CQUJHB015816	AAEL002288, AAEL002301
OG0000321	CQUJHB003997	AAEL002904
OG0000321	CQUJHB003886	AAEL002917
OG0000322	CQUJHB020321, CQUJHB003536, CQUJHB012867, CQUJHB011244, CQUJHB016455, CQUJHB020433, CQUJHB017813, CQUJHB012320, CQUJHB020304, CQUJHB020419, CQUJHB020413	AAEL024226, AAEL022697, AAEL003511, AAEL010875
OG0000324	CQUJHB006140	AAEL005749
OG0000324	CQUJHB006853	AAEL005763
OG0000325	CQUJHB012591	AAEL005759, AAEL007339, AAEL005890
OG0000326	CQUJHB012353	AAEL007169
OG0000326	CQUJHB011965	AAEL006077
OG0000327	CQUJHB001917, CQUJHB018000, CQUJHB003068, CQUJHB018290	AAEL006684, AAEL012580, AAEL021830, AAEL024894, AAEL019749, AAEL019750, AAEL027138, AAEL010580, AAEL006679, AAEL022785, AAEL025034
OG0000328	CQUJHB006591	AAEL026562, AAEL006696
OG0000328	CQUJHB002346	AAEL022561, AAEL006692
OG0000329	CQUJHB015894	AAEL008634
OG0000329	CQUJHB005779, CQUJHB010729	AAEL008622
OG0000330	CQUJHB004081	AAEL009580
OG0000331	CQUJHB014371, CQUJHB013844	AAEL011658
OG0000331	CQUJHB002783	AAEL011662
OG0000332	CQUJHB000271, CQUJHB007528	AAEL011931
OG0000333	CQUJHB012787	AAEL012421
OG0000334	CQUJHB001067	AAEL013154
OG0000335	CQUJHB012950	AAEL020024, AAEL027831
OG0000336	CQUJHB001118	AAEL024525
OG0000336	CQUJHB014833	AAEL021016
OG0000337	CQUJHB004552, CQUJHB015482, CQUJHB007647, CQUJHB014293, CQUJHB003359, CQUJHB014180, CQUJHB008057	AAEL022318, AAEL024484
OG0000344	CQUJHB015676, CQUJHB017337, CQUJHB020406	AAEL000073
OG0000344	CQUJHB012075	AAEL012377
OG0000345	CQUJHB003889	AAEL000200
OG0000345	CQUJHB011465	AAEL000165
OG0000346	CQUJHB002577	AAEL000216
OG0000346	CQUJHB002322, CQUJHB006754	AAEL004949, AAEL004953, AAEL004947
OG0000347	CQUJHB003802	AAEL000915
OG0000347	CQUJHB012747, CQUJHB006813	AAEL000861
OG0000347	CQUJHB004127, CQUJHB010963, CQUJHB001880, CQUJHB012374	AAEL000859
OG0000348	CQUJHB008694, CQUJHB007833, CQUJHB006199	AAEL000890
OG0000348	CQUJHB014618	AAEL000896
OG0000350	CQUJHB008958	AAEL001248, AAEL001256, AAEL001278, AAEL001258, AAEL014835, AAEL001286, AAEL001263
OG0000351	CQUJHB013920	AAEL001519
OG0000351	CQUJHB017507	AAEL001509
OG0000352	CQUJHB012242	AAEL024332
OG0000352	CQUJHB009117	AAEL001566
OG0000352	CQUJHB007986	AAEL005791
OG0000353	CQUJHB009056	AAEL001745
OG0000353	CQUJHB008063	AAEL001732
OG0000353	CQUJHB002446	AAEL001740
OG0000354	CQUJHB002681	AAEL006113
OG0000354	CQUJHB001846	AAEL002541
OG0000355	CQUJHB009441	AAEL002967
OG0000355	CQUJHB011420	AAEL002979
OG0000356	CQUJHB000622, CQUJHB010020	AAEL003069
OG0000357	CQUJHB017445	AAEL003506
OG0000357	CQUJHB006068	AAEL003504
OG0000358	CQUJHB000414	AAEL006123
OG0000359	CQUJHB007818, CQUJHB004465, CQUJHB013660, CQUJHB010652	AAEL010434, AAEL006138, AAEL006126
OG0000360	CQUJHB000284	AAEL006355
OG0000360	CQUJHB007098	AAEL006361
OG0000360	CQUJHB000677	AAEL006337
OG0000361	CQUJHB014315, CQUJHB014950	AAEL006605, AAEL006620
OG0000361	CQUJHB003076, CQUJHB005994, CQUJHB005593	AAEL006624
OG0000362	CQUJHB013242	AAEL027003, AAEL007951, AAEL023692
OG0000363	CQUJHB006132	AAEL009863
OG0000363	CQUJHB010204	AAEL009860, AAEL020112, AAEL022139
OG0000364	CQUJHB016963	AAEL011346
OG0000364	CQUJHB007057	AAEL011348, AAEL009968
OG0000365	CQUJHB010079	AAEL011314
OG0000365	CQUJHB016111, CQUJHB009516	AAEL011313
OG0000366	CQUJHB010124	AAEL019797, AAEL019798
OG0000366	CQUJHB003903, CQUJHB011993, CQUJHB015491, CQUJHB013408	AAEL011797, AAEL011798
OG0000367	CQUJHB007804	AAEL012509
OG0000368	CQUJHB005991, CQUJHB009102	AAEL012866, AAEL012870
OG0000368	CQUJHB015642	AAEL012860
OG0000369	CQUJHB001559	AAEL015073
OG0000369	CQUJHB002920	AAEL019808
OG0000370	CQUJHB017740	AAEL017446
OG0000370	CQUJHB001032	AAEL017182
OG0000371	CQUJHB001371, CQUJHB008710	AAEL019862
OG0000372	CQUJHB013895	AAEL023438
OG0000380	CQUJHB003039, CQUJHB020254, CQUJHB020387, CQUJHB016719	AAEL000012
OG0000380	CQUJHB007276	AAEL024813
OG0000381	CQUJHB004475	AAEL008574
OG0000381	CQUJHB007369, CQUJHB016781	AAEL000735
OG0000382	CQUJHB003897	AAEL000797
OG0000382	CQUJHB002028	AAEL000834
OG0000383	CQUJHB017591	AAEL000810
OG0000383	CQUJHB009099	AAEL019951
OG0000384	CQUJHB002088, CQUJHB001148	AAEL000910
OG0000385	CQUJHB010832, CQUJHB007038	AAEL027309, AAEL021164, AAEL024232, AAEL027373, AAEL020735, AAEL020124, AAEL021745, AAEL028018, AAEL024050, AAEL000979, AAEL021514
OG0000386	CQUJHB015040	AAEL007218
OG0000386	CQUJHB006459	AAEL001747
OG0000387	CQUJHB006491	AAEL001769
OG0000387	CQUJHB004975	AAEL002083
OG0000388	CQUJHB009063, CQUJHB004642, CQUJHB002192	AAEL027351, AAEL003190, AAEL020406
OG0000389	CQUJHB010871	AAEL003708
OG0000389	CQUJHB002288	AAEL003727
OG0000390	CQUJHB014001	AAEL009682, AAEL008411, AAEL023723, AAEL004505, AAEL010959, AAEL010957
OG0000391	CQUJHB005583	AAEL005160
OG0000391	CQUJHB015832	AAEL006372
OG0000392	CQUJHB017979, CQUJHB012328, CQUJHB000942	AAEL005725
OG0000393	CQUJHB000678	AAEL005918
OG0000393	CQUJHB010193	AAEL025460
OG0000394	CQUJHB013003	AAEL006264
OG0000394	CQUJHB002473	AAEL006274
OG0000394	CQUJHB014747	AAEL022795
OG0000395	CQUJHB015252	AAEL006675
OG0000395	CQUJHB008501	AAEL010567
OG0000396	CQUJHB010706	AAEL006978
OG0000396	CQUJHB014186	AAEL022582, AAEL026610
OG0000397	CQUJHB014890	AAEL008672
OG0000397	CQUJHB017700	AAEL008138
OG0000398	CQUJHB018445	AAEL008295
OG0000398	CQUJHB012707, CQUJHB008460	AAEL008294, AAEL008288, AAEL008284
OG0000399	CQUJHB010610, CQUJHB002697	AAEL008784
OG0000399	CQUJHB000514	AAEL008782, AAEL008767
OG0000400	CQUJHB008299	AAEL023342
OG0000400	CQUJHB016642	AAEL009218
OG0000401	CQUJHB004404	AAEL019824
OG0000401	CQUJHB012725	AAEL009275
OG0000402	CQUJHB015843	AAEL009769
OG0000403	CQUJHB004828	AAEL011204
OG0000403	CQUJHB002873	AAEL014297
OG0000404	CQUJHB014951	AAEL012131
OG0000404	CQUJHB002330	AAEL012128
OG0000405	CQUJHB012057	AAEL023643
OG0000405	CQUJHB007826, CQUJHB003192	AAEL012560, AAEL012558
OG0000406	CQUJHB016847	AAEL012839
OG0000407	CQUJHB009167	AAEL013047
OG0000408	CQUJHB008821, CQUJHB002756	AAEL029115
OG0000409	CQUJHB009131	AAEL014207, AAEL023753
OG0000410	CQUJHB012516, CQUJHB011477	AAEL014438, AAEL014437, AAEL024413, AAEL020644
OG0000411	CQUJHB007335	AAEL017381
OG0000411	CQUJHB008223	AAEL017145
OG0000412	CQUJHB007660	AAEL018189
OG0000412	CQUJHB015305	AAEL017238
OG0000413	CQUJHB010075, CQUJHB007446	AAEL023231
OG0000413	CQUJHB020332	AAEL019947
OG0000414	CQUJHB013421	AAEL020078
OG0000415	CQUJHB007582	AAEL020173, AAEL020349, AAEL025927
OG0000416	CQUJHB005337	AAEL020856, AAEL025917
OG0000416	CQUJHB009397	AAEL025700
OG0000417	CQUJHB004451	AAEL027664
OG0000417	CQUJHB016554	AAEL022731
OG0000428	CQUJHB001704, CQUJHB002181, CQUJHB008857, CQUJHB016191	AAEL000616, AAEL003045
OG0000429	CQUJHB005902	AAEL003888
OG0000429	CQUJHB006371	AAEL000795
OG0000430	CQUJHB003893	AAEL001625
OG0000430	CQUJHB017728	AAEL001601
OG0000431	CQUJHB014587	AAEL008711
OG0000431	CQUJHB006065	AAEL001728
OG0000432	CQUJHB015256	AAEL002406
OG0000432	CQUJHB018224	AAEL001814
OG0000433	CQUJHB018005	AAEL021665
OG0000433	CQUJHB016512	AAEL002951
OG0000434	CQUJHB004006	AAEL003467, AAEL019870
OG0000435	CQUJHB009018	AAEL027792, AAEL003841, AAEL003857, AAEL003832
OG0000436	CQUJHB004776	AAEL005854
OG0000436	CQUJHB005462	AAEL005855, AAEL024941, AAEL022122
OG0000436	CQUJHB001738, CQUJHB017395	AAEL003956
OG0000437	CQUJHB002230	AAEL004030
OG0000437	CQUJHB017705	AAEL004016, AAEL004020
OG0000438	CQUJHB007603, CQUJHB007274, CQUJHB010807	AAEL004018, AAEL004031
OG0000439	CQUJHB003508	AAEL007450
OG0000439	CQUJHB007442	AAEL004283
OG0000440	CQUJHB008712	AAEL024667, AAEL004366
OG0000441	CQUJHB008515	AAEL004705
OG0000442	CQUJHB016515	AAEL025111
OG0000442	CQUJHB009960	AAEL005002
OG0000443	CQUJHB000083	AAEL005409, AAEL022054
OG0000443	CQUJHB012897	AAEL010676
OG0000444	CQUJHB007932, CQUJHB016466, CQUJHB016678, CQUJHB000381, CQUJHB010257, CQUJHB014724	AAEL027772, AAEL027984, AAEL018346
OG0000444	CQUJHB007286, CQUJHB018466, CQUJHB002087	AAEL005645
OG0000445	CQUJHB005105	AAEL019688
OG0000445	CQUJHB009271	AAEL005848
OG0000446	CQUJHB017131	AAEL006365, AAEL006368
OG0000446	CQUJHB010200	AAEL006384
OG0000447	CQUJHB007173	AAEL007143
OG0000447	CQUJHB004421	AAEL007146
OG0000448	CQUJHB007741	AAEL007225
OG0000448	CQUJHB005150	AAEL009881
OG0000449	CQUJHB004303	AAEL007719
OG0000450	CQUJHB016258	AAEL007963
OG0000450	CQUJHB006704	AAEL023187
OG0000451	CQUJHB009874	AAEL008078
OG0000452	CQUJHB010141, CQUJHB003251, CQUJHB013257, CQUJHB004493, CQUJHB011307	AAEL008365
OG0000453	CQUJHB010602	AAEL010244
OG0000454	CQUJHB010114	AAEL010500
OG0000455	CQUJHB001183	AAEL010522
OG0000456	CQUJHB007364	AAEL017128
OG0000456	CQUJHB013775	AAEL010540
OG0000457	CQUJHB015649	AAEL013757
OG0000457	CQUJHB017695	AAEL011169
OG0000458	CQUJHB005250	AAEL012266
OG0000459	CQUJHB020285, CQUJHB015919, CQUJHB008529	AAEL013200, AAEL013190, AAEL019647, AAEL027709, AAEL013193
OG0000459	CQUJHB010276	AAEL024133
OG0000460	CQUJHB013625	AAEL018317
OG0000460	CQUJHB014579	AAEL027774, AAEL027127
OG0000461	CQUJHB002251	AAEL020210, AAEL021084
OG0000461	CQUJHB013571	AAEL021318
OG0000462	CQUJHB004472	AAEL020849
OG0000463	CQUJHB014449, CQUJHB009591	AAEL021005
OG0000464	CQUJHB007247	AAEL021795
OG0000464	CQUJHB004307	AAEL026833
OG0000465	CQUJHB017090	AAEL024837
OG0000466	CQUJHB012439	AAEL025198
OG0000476	CQUJHB001928, CQUJHB020328	AAEL020708
OG0000476	CQUJHB017939, CQUJHB007705, CQUJHB020343	AAEL000075
OG0000477	CQUJHB013483	AAEL000119
OG0000477	CQUJHB003518	AAEL017533
OG0000478	CQUJHB016476	AAEL000576
OG0000478	CQUJHB009586	AAEL004992
OG0000479	CQUJHB003472	AAEL010395
OG0000479	CQUJHB017772	AAEL000595
