Orthogroup	CquinquefasciatusJHB2020	AminimusMINIMUS1
OG0000319	CQUJHB013783	AMIN001373, AMIN011132
OG0000321	CQUJHB003997	AMIN015801, AMIN015802
OG0000321	CQUJHB003886	AMIN007046
OG0000324	CQUJHB006140	AMIN009157
OG0000324	CQUJHB006853	AMIN009156
OG0000325	CQUJHB012591	AMIN010396
OG0000326	CQUJHB012353	AMIN004016
OG0000326	CQUJHB011965	AMIN003194
OG0000327	CQUJHB001917, CQUJHB018000, CQUJHB003068, CQUJHB018290	AMIN006782
OG0000328	CQUJHB006591	AMIN008593
OG0000328	CQUJHB002346	AMIN008592
OG0000329	CQUJHB015894	AMIN001843
OG0000329	CQUJHB005779, CQUJHB010729	AMIN001842
OG0000330	CQUJHB017282, CQUJHB004081	AMIN005465
OG0000331	CQUJHB014371, CQUJHB013844	AMIN015827
OG0000331	CQUJHB002783	AMIN015828, AMIN015829
OG0000332	CQUJHB000271, CQUJHB007528	AMIN003653, AMIN003550, AMIN003652
OG0000333	CQUJHB012787	AMIN010628, AMIN010619
OG0000334	CQUJHB001067	AMIN001560
OG0000336	CQUJHB014833	AMIN011337
OG0000344	CQUJHB015676, CQUJHB017337, CQUJHB020406	AMIN004814
OG0000344	CQUJHB012075	AMIN007367
OG0000345	CQUJHB013032, CQUJHB015347, CQUJHB011799, CQUJHB002735, CQUJHB017641	AMIN005741
OG0000346	CQUJHB002577, CQUJHB002322, CQUJHB006754	AMIN002478, AMIN016268
OG0000347	CQUJHB015931, CQUJHB012747, CQUJHB006813, CQUJHB004127, CQUJHB010963, CQUJHB001880, CQUJHB012374	AMIN007036
OG0000348	CQUJHB008694, CQUJHB007833, CQUJHB006199, CQUJHB014618	AMIN009292, AMIN009291
OG0000350	CQUJHB008958	AMIN015944
OG0000351	CQUJHB013920	AMIN008878
OG0000352	CQUJHB012242, CQUJHB009117, CQUJHB007986	AMIN004703
OG0000353	CQUJHB009056, CQUJHB008063	AMIN010928
OG0000354	CQUJHB002681	AMIN003843
OG0000354	CQUJHB001846	AMIN003437
OG0000355	CQUJHB009441	AMIN002728, AMIN006601
OG0000356	CQUJHB006946, CQUJHB002667	AMIN008127
OG0000356	CQUJHB000622, CQUJHB010020	AMIN004156
OG0000357	CQUJHB017445	AMIN003425
OG0000357	CQUJHB006068	AMIN003427, AMIN003426
OG0000359	CQUJHB007818, CQUJHB004465, CQUJHB013660, CQUJHB010652	AMIN004153
OG0000360	CQUJHB000284, CQUJHB007098, CQUJHB000677	AMIN004393
OG0000361	CQUJHB003076, CQUJHB005994, CQUJHB005593	AMIN000969
OG0000362	CQUJHB013242, CQUJHB005211	AMIN016016, AMIN016013
OG0000363	CQUJHB010204	AMIN011090
OG0000364	CQUJHB016963, CQUJHB007057	AMIN011281
OG0000365	CQUJHB010079	AMIN001318
OG0000366	CQUJHB010124, CQUJHB003903, CQUJHB011993, CQUJHB015491, CQUJHB013408	AMIN003044
OG0000367	CQUJHB007804	AMIN007407
OG0000368	CQUJHB005991, CQUJHB009102, CQUJHB015642	AMIN004899
OG0000369	CQUJHB002920	AMIN000990, AMIN000995
OG0000370	CQUJHB017740	AMIN001702
OG0000370	CQUJHB001032, CQUJHB007246	AMIN015641
OG0000371	CQUJHB008710	AMIN007988
OG0000372	CQUJHB013895	AMIN005843
OG0000380	CQUJHB003039, CQUJHB020254, CQUJHB020387, CQUJHB016719	AMIN015545
OG0000380	CQUJHB007276	AMIN015546
OG0000381	CQUJHB004475	AMIN016125
OG0000381	CQUJHB007369, CQUJHB016781	AMIN016124
OG0000382	CQUJHB003897	AMIN006598
OG0000382	CQUJHB002028	AMIN006597
OG0000383	CQUJHB017591	AMIN003564
OG0000383	CQUJHB009099	AMIN006915
OG0000384	CQUJHB002088, CQUJHB001148	AMIN007029, AMIN007027, AMIN007028
OG0000386	CQUJHB015040	AMIN010945
OG0000387	CQUJHB006491	AMIN011411
OG0000387	CQUJHB004975	AMIN010181
OG0000388	CQUJHB009063, CQUJHB004642, CQUJHB002192	AMIN003526, AMIN003525
OG0000389	CQUJHB010871	AMIN010092
OG0000391	CQUJHB005583	AMIN004615
OG0000391	CQUJHB015832	AMIN006874
OG0000392	CQUJHB017979, CQUJHB012328, CQUJHB000942	AMIN016121, AMIN016119, AMIN016120
OG0000393	CQUJHB000678	AMIN000709
OG0000393	CQUJHB010193	AMIN000710
OG0000394	CQUJHB013003	AMIN015659
OG0000394	CQUJHB002473, CQUJHB014747	AMIN015658
OG0000395	CQUJHB015252	AMIN006779
OG0000395	CQUJHB008501	AMIN005116
OG0000396	CQUJHB010706	AMIN009642
OG0000396	CQUJHB014186	AMIN009640, AMIN009641
OG0000397	CQUJHB014890	AMIN009574
OG0000397	CQUJHB017700	AMIN000431
OG0000398	CQUJHB018445, CQUJHB012707, CQUJHB008460	AMIN015525, AMIN010788
OG0000399	CQUJHB010610, CQUJHB002697	AMIN011393
OG0000399	CQUJHB000514	AMIN007830
OG0000400	CQUJHB008299	AMIN007277
OG0000400	CQUJHB016642	AMIN010038
OG0000401	CQUJHB004404	AMIN003805
OG0000401	CQUJHB012725	AMIN008417
OG0000402	CQUJHB015843	AMIN005358, AMIN007892
OG0000403	CQUJHB004828	AMIN005734
OG0000403	CQUJHB002873	AMIN015648
OG0000404	CQUJHB014951	AMIN001303
OG0000404	CQUJHB002330	AMIN001304
OG0000405	CQUJHB012057, CQUJHB007826, CQUJHB003192, CQUJHB004662	AMIN016076, AMIN016073
OG0000406	CQUJHB016847	AMIN003952, AMIN003382, AMIN008549
OG0000407	CQUJHB009167	AMIN008277
OG0000407	CQUJHB002164	AMIN009328
OG0000408	CQUJHB008821, CQUJHB002756	AMIN007333
OG0000409	CQUJHB009131	AMIN001360, AMIN001358, AMIN001359
OG0000410	CQUJHB012516, CQUJHB011477	AMIN002933
OG0000411	CQUJHB006540	AMIN016275
OG0000411	CQUJHB007335	AMIN016274
OG0000411	CQUJHB008223	AMIN016278
OG0000412	CQUJHB007660	AMIN005383
OG0000412	CQUJHB015305	AMIN005384
OG0000413	CQUJHB010075, CQUJHB007446, CQUJHB020332	AMIN010118, AMIN010119
OG0000414	CQUJHB013421	AMIN005852, AMIN005894
OG0000416	CQUJHB005337	AMIN010661
OG0000416	CQUJHB009397	AMIN011205
OG0000417	CQUJHB004451	AMIN003479
OG0000417	CQUJHB016554	AMIN004992
OG0000421	CQUJHB016620, CQUJHB006925, CQUJHB015719, CQUJHB009816, CQUJHB013246, CQUJHB012658	AMIN003299
OG0000428	CQUJHB001704, CQUJHB002181, CQUJHB008857, CQUJHB016191	AMIN015596, AMIN015597
OG0000430	CQUJHB003893	AMIN015929
OG0000430	CQUJHB017728	AMIN006466
OG0000431	CQUJHB014587	AMIN002817
OG0000432	CQUJHB015256	AMIN006725
OG0000432	CQUJHB018224	AMIN001567
OG0000433	CQUJHB018005	AMIN002730
OG0000433	CQUJHB016512	AMIN002729
OG0000434	CQUJHB004006	AMIN008047
OG0000435	CQUJHB009018	AMIN009195
OG0000437	CQUJHB002230, CQUJHB017705	AMIN003136
OG0000438	CQUJHB007603, CQUJHB007274, CQUJHB010807	AMIN003139, AMIN003137
OG0000439	CQUJHB003508	AMIN006296
OG0000439	CQUJHB007442	AMIN006294
OG0000440	CQUJHB008712	AMIN004662
OG0000441	CQUJHB008515	AMIN007959, AMIN002140
OG0000442	CQUJHB016515	AMIN009238
OG0000442	CQUJHB009960	AMIN009240
OG0000443	CQUJHB000083	AMIN004723
OG0000443	CQUJHB012897	AMIN007767
OG0000445	CQUJHB005105	AMIN008996
OG0000445	CQUJHB009271	AMIN008997
OG0000446	CQUJHB017131, CQUJHB010200	AMIN007883
OG0000447	CQUJHB007173	AMIN015485
OG0000447	CQUJHB004421	AMIN015486
OG0000448	CQUJHB007741	AMIN010314
OG0000448	CQUJHB005150	AMIN000368
OG0000449	CQUJHB012758	AMIN005171
OG0000449	CQUJHB004303	AMIN006588
OG0000450	CQUJHB016258	AMIN009737
OG0000450	CQUJHB006704	AMIN016018
OG0000451	CQUJHB009874	AMIN002070, AMIN002072
OG0000452	CQUJHB010141, CQUJHB003251, CQUJHB013257, CQUJHB004493, CQUJHB011307	AMIN015851
OG0000453	CQUJHB010602	AMIN008351
OG0000454	CQUJHB010114	AMIN001771
OG0000455	CQUJHB001183	AMIN010071
OG0000455	CQUJHB015257	AMIN008404
OG0000456	CQUJHB001939	AMIN009407
OG0000456	CQUJHB007364	AMIN010925
OG0000457	CQUJHB015649	AMIN003469
OG0000457	CQUJHB017695	AMIN003467
OG0000458	CQUJHB005250	AMIN001697, AMIN001694, AMIN001693
OG0000459	CQUJHB020285, CQUJHB015919, CQUJHB008529, CQUJHB010276	AMIN002343
OG0000460	CQUJHB014579	AMIN003998
OG0000461	CQUJHB002251	AMIN005596
OG0000461	CQUJHB013571	AMIN005597
OG0000462	CQUJHB004472	AMIN008300, AMIN008301
OG0000463	CQUJHB014449, CQUJHB009591	AMIN014125
OG0000465	CQUJHB017090	AMIN000102, AMIN005739
OG0000466	CQUJHB012439	AMIN008413, AMIN006890
OG0000472	CQUJHB013462	AMIN009159, AMIN009158
OG0000476	CQUJHB001928, CQUJHB020328	AMIN015548
OG0000476	CQUJHB017939, CQUJHB007705, CQUJHB020343	AMIN015549
OG0000477	CQUJHB013483	AMIN015736
OG0000477	CQUJHB003518	AMIN015796
OG0000478	CQUJHB016476	AMIN006764
OG0000478	CQUJHB009586	AMIN006763
OG0000479	CQUJHB003472, CQUJHB017772	AMIN003190, AMIN003192
OG0000480	CQUJHB015374	AMIN008804
OG0000481	CQUJHB000113	AMIN015941
OG0000481	CQUJHB007620, CQUJHB006420	AMIN015942
OG0000482	CQUJHB010431	AMIN015815
OG0000482	CQUJHB009602	AMIN015813
OG0000484	CQUJHB015280	AMIN007230
OG0000484	CQUJHB007616	AMIN015926
OG0000485	CQUJHB009246	AMIN006211
OG0000486	CQUJHB012006	AMIN008726
OG0000486	CQUJHB002625	AMIN002294
OG0000487	CQUJHB000683	AMIN009827
OG0000487	CQUJHB011221	AMIN005361
OG0000488	CQUJHB015233	AMIN005028
OG0000489	CQUJHB016351	AMIN005535
OG0000489	CQUJHB004674	AMIN005536
OG0000490	CQUJHB014278	AMIN008273
OG0000491	CQUJHB004009	AMIN016162
OG0000491	CQUJHB002060	AMIN003650
OG0000492	CQUJHB001365	AMIN005529
OG0000492	CQUJHB003626	AMIN015489
OG0000493	CQUJHB003936, CQUJHB020409, CQUJHB013220, CQUJHB020276	AMIN003675, AMIN003676
OG0000494	CQUJHB000732	AMIN008619
OG0000495	CQUJHB008204	AMIN007154
OG0000496	CQUJHB000722	AMIN016233
OG0000497	CQUJHB008176	AMIN003979
OG0000497	CQUJHB015119, CQUJHB017322	AMIN016070
OG0000499	CQUJHB015349	AMIN010059
OG0000500	CQUJHB011977	AMIN005698
OG0000501	CQUJHB015962, CQUJHB015865	AMIN006982
OG0000502	CQUJHB007873	AMIN015996
OG0000503	CQUJHB000177, CQUJHB005641, CQUJHB008470, CQUJHB001030, CQUJHB013601, CQUJHB004853	AMIN003517
OG0000504	CQUJHB013167	AMIN003505
OG0000505	CQUJHB015118, CQUJHB008195	AMIN011215
OG0000506	CQUJHB005354	AMIN007882
OG0000506	CQUJHB013163	AMIN008841
OG0000507	CQUJHB006236	AMIN009824
OG0000507	CQUJHB016153	AMIN002620
OG0000508	CQUJHB004534	AMIN011314, AMIN011311
OG0000509	CQUJHB006064, CQUJHB001100	AMIN007998
OG0000510	CQUJHB012354	AMIN005108
OG0000510	CQUJHB017274	AMIN002964
OG0000511	CQUJHB008338, CQUJHB006823	AMIN008024, AMIN008023
OG0000512	CQUJHB012251	AMIN005370
OG0000512	CQUJHB001081	AMIN005371
OG0000514	CQUJHB010667	AMIN000976
OG0000514	CQUJHB016059	AMIN006790
OG0000515	CQUJHB007879	AMIN000903
OG0000515	CQUJHB018283	AMIN000905
OG0000516	CQUJHB001551	AMIN015782
OG0000516	CQUJHB007539	AMIN015783
OG0000517	CQUJHB000346	AMIN004090, AMIN004091
OG0000518	CQUJHB004443, CQUJHB006267	AMIN010315
OG0000518	CQUJHB008592	AMIN010316
OG0000519	CQUJHB006578, CQUJHB006537, CQUJHB010625, CQUJHB016100, CQUJHB014959	AMIN007982
OG0000520	CQUJHB012809	AMIN009633
OG0000521	CQUJHB006650	AMIN010473
OG0000521	CQUJHB003739	AMIN000859
OG0000522	CQUJHB017648	AMIN007265
OG0000522	CQUJHB001472	AMIN007262
OG0000523	CQUJHB015431	AMIN004760
OG0000524	CQUJHB010348	AMIN010979
OG0000524	CQUJHB002248	AMIN010980
OG0000525	CQUJHB015660, CQUJHB009228, CQUJHB003915, CQUJHB010730, CQUJHB005857, CQUJHB010977, CQUJHB009055, CQUJHB011013, CQUJHB002145	AMIN010455
OG0000526	CQUJHB001197	AMIN005825
OG0000527	CQUJHB000806	AMIN004131
OG0000527	CQUJHB017204	AMIN004132
OG0000528	CQUJHB013575	AMIN007833
OG0000528	CQUJHB011302	AMIN007829
OG0000529	CQUJHB002135	AMIN001004, AMIN006482, AMIN005861
OG0000534	CQUJHB009525	AMIN001371
OG0000535	CQUJHB001581	AMIN007082, AMIN007081
OG0000536	CQUJHB011779	AMIN011275
OG0000538	CQUJHB012021	AMIN003755
OG0000539	CQUJHB009653	AMIN003762, AMIN003761
OG0000540	CQUJHB010329	AMIN005379
OG0000541	CQUJHB016056, CQUJHB007487	AMIN009417, AMIN006390
OG0000542	CQUJHB000586	AMIN002916
OG0000543	CQUJHB015339, CQUJHB009756	AMIN008407
OG0000544	CQUJHB006986	AMIN001828
OG0000546	CQUJHB005558	AMIN002142
OG0000547	CQUJHB010578	AMIN006548
OG0000547	CQUJHB018134	AMIN011566
OG0000548	CQUJHB006907, CQUJHB015796, CQUJHB011613, CQUJHB011366	AMIN005326
OG0000549	CQUJHB008172	AMIN010949, AMIN005346
OG0000550	CQUJHB000340, CQUJHB008859, CQUJHB002119	AMIN007688
OG0000551	CQUJHB011017	AMIN004699
OG0000552	CQUJHB007207, CQUJHB003339	AMIN004124, AMIN004126, AMIN004125
OG0000553	CQUJHB013994, CQUJHB013521	AMIN009893
OG0000554	CQUJHB008590, CQUJHB005910, CQUJHB018305, CQUJHB016306, CQUJHB015835	AMIN002293
OG0000555	CQUJHB000168, CQUJHB001449, CQUJHB013217, CQUJHB013560, CQUJHB011581	AMIN000002
OG0000556	CQUJHB011411, CQUJHB016284, CQUJHB012231	AMIN000436
OG0000557	CQUJHB003953	AMIN000396, AMIN005429
OG0000558	CQUJHB003681	AMIN002017
OG0000559	CQUJHB002414	AMIN003274
OG0000559	CQUJHB007372	AMIN003273
OG0000560	CQUJHB009268	AMIN005299
OG0000561	CQUJHB012199	AMIN010697
OG0000562	CQUJHB010758	AMIN011522
OG0000563	CQUJHB009483	AMIN000899
OG0000564	CQUJHB018354, CQUJHB015185	AMIN009852
OG0000565	CQUJHB003774	AMIN004942, AMIN005177
OG0000566	CQUJHB008862	AMIN008364
OG0000567	CQUJHB014368	AMIN007642
OG0000567	CQUJHB006759	AMIN008036
OG0000569	CQUJHB004253, CQUJHB013050, CQUJHB003277	AMIN002519
OG0000570	CQUJHB007877	AMIN004109
OG0000571	CQUJHB014429, CQUJHB017646	AMIN011641
OG0000572	CQUJHB011402	AMIN008152, AMIN008154, AMIN008153
OG0000573	CQUJHB006793	AMIN008055, AMIN005376
OG0000574	CQUJHB004478	AMIN006811, AMIN006813, AMIN006812
OG0000576	CQUJHB010052	AMIN005183
OG0000577	CQUJHB009005, CQUJHB008986, CQUJHB009148	AMIN006494, AMIN003222
OG0000579	CQUJHB005475	AMIN010666
OG0000581	CQUJHB013739, CQUJHB000355	AMIN011482
OG0000582	CQUJHB005683	AMIN016010
OG0000582	CQUJHB000285	AMIN016008
OG0000583	CQUJHB003268, CQUJHB001570	AMIN010469, AMIN010375, AMIN010374
OG0000584	CQUJHB005921	AMIN008750, AMIN008751, AMIN008748
OG0000585	CQUJHB003909, CQUJHB007478, CQUJHB009028	AMIN010150
OG0000586	CQUJHB001705, CQUJHB000997	AMIN002818
OG0000588	CQUJHB007821	AMIN000874
OG0000596	CQUJHB015891	AMIN006436
OG0000596	CQUJHB010976, CQUJHB006826, CQUJHB001891, CQUJHB009658, CQUJHB001172	AMIN005864
OG0000601	CQUJHB014712, CQUJHB002463, CQUJHB005030	AMIN004306
OG0000606	CQUJHB013202, CQUJHB018414, CQUJHB014818	AMIN003039
OG0000607	CQUJHB016227, CQUJHB017251	AMIN008746
OG0000608	CQUJHB003281	AMIN001858, AMIN001857
OG0000609	CQUJHB007902	AMIN009721
OG0000610	CQUJHB002809, CQUJHB015516	AMIN010909
OG0000611	CQUJHB018025, CQUJHB005363	AMIN010221
OG0000612	CQUJHB001942, CQUJHB014770	AMIN001751
OG0000613	CQUJHB013436	AMIN003914, AMIN003655
OG0000614	CQUJHB007602	AMIN010054
OG0000615	CQUJHB001870	AMIN010988
OG0000617	CQUJHB001422	AMIN009546, AMIN009513
OG0000618	CQUJHB000366	AMIN002658, AMIN002025
OG0000619	CQUJHB001608, CQUJHB002849	AMIN000286
OG0000620	CQUJHB000356	AMIN009595
OG0000621	CQUJHB015803	AMIN014163
OG0000622	CQUJHB010083, CQUJHB006146, CQUJHB006183, CQUJHB003709	AMIN006522
OG0000623	CQUJHB016237	AMIN008790, AMIN008600
OG0000624	CQUJHB004957, CQUJHB007945	AMIN004070
OG0000625	CQUJHB004085	AMIN015791
OG0000625	CQUJHB000562	AMIN015790
OG0000627	CQUJHB004705	AMIN009215, AMIN009220
OG0000628	CQUJHB002672	AMIN006622, AMIN006623
OG0000629	CQUJHB018196, CQUJHB000380	AMIN005193
OG0000630	CQUJHB006477	AMIN015636, AMIN008522
OG0000631	CQUJHB007569, CQUJHB004799	AMIN005964
OG0000632	CQUJHB017853, CQUJHB011863	AMIN005735, AMIN000217
OG0000633	CQUJHB001530	AMIN005696, AMIN007609
OG0000634	CQUJHB000906	AMIN005170, AMIN004747
OG0000635	CQUJHB009236, CQUJHB015107	AMIN002272, AMIN002271
OG0000636	CQUJHB008913	AMIN007685
OG0000637	CQUJHB013869	AMIN008498, AMIN008499
OG0000638	CQUJHB008134	AMIN016100, AMIN015811
OG0000639	CQUJHB017810	AMIN010292
OG0000640	CQUJHB013845, CQUJHB005794	AMIN010958
OG0000641	CQUJHB012984, CQUJHB015405	AMIN009728
OG0000642	CQUJHB005027	AMIN002983
OG0000643	CQUJHB006306	AMIN002346
OG0000644	CQUJHB010985	AMIN008329
OG0000645	CQUJHB012170	AMIN010790
OG0000646	CQUJHB003732, CQUJHB017159	AMIN010229, AMIN006483, AMIN008386
OG0000647	CQUJHB008570	AMIN010304
OG0000648	CQUJHB017048, CQUJHB012253	AMIN016197, AMIN016198
OG0000649	CQUJHB002396, CQUJHB003590, CQUJHB013711, CQUJHB009753	AMIN015853
OG0000650	CQUJHB007462, CQUJHB005867	AMIN006615
OG0000651	CQUJHB005891, CQUJHB006531, CQUJHB012249	AMIN006952, AMIN006951
OG0000652	CQUJHB009292, CQUJHB004075, CQUJHB005724, CQUJHB014512	AMIN005736, AMIN002646
OG0000653	CQUJHB003511	AMIN003046
OG0000653	CQUJHB001259	AMIN006166
OG0000654	CQUJHB017418	AMIN010501
OG0000655	CQUJHB015358	AMIN009939
OG0000655	CQUJHB003456	AMIN011103
OG0000656	CQUJHB012382	AMIN009750
OG0000657	CQUJHB000725, CQUJHB010178, CQUJHB014908	AMIN009848
OG0000658	CQUJHB000804	AMIN000840
OG0000659	CQUJHB003322	AMIN015780
OG0000659	CQUJHB013196, CQUJHB009129	AMIN015781
OG0000660	CQUJHB002482	AMIN000258
OG0000661	CQUJHB000929	AMIN007663, AMIN002009
OG0000662	CQUJHB007292, CQUJHB008352	AMIN004472
OG0000663	CQUJHB010911	AMIN000084
OG0000664	CQUJHB012286, CQUJHB005533	AMIN001564
OG0000665	CQUJHB003514	AMIN003292
OG0000666	CQUJHB011299	AMIN005051, AMIN005054, AMIN005053
OG0000667	CQUJHB018023, CQUJHB011576, CQUJHB004374	AMIN009272
OG0000669	CQUJHB013318, CQUJHB004234, CQUJHB014448, CQUJHB006857	AMIN015631, AMIN015633
OG0000671	CQUJHB010436	AMIN008788, AMIN008789
OG0000672	CQUJHB001913	AMIN007203, AMIN007201
OG0000673	CQUJHB000192	AMIN006706
OG0000674	CQUJHB014403	AMIN008880, AMIN008881, AMIN008882
OG0000675	CQUJHB005209	AMIN011603
OG0000675	CQUJHB012852	AMIN011605
OG0000676	CQUJHB005151, CQUJHB000080, CQUJHB007791	AMIN015866
OG0000677	CQUJHB001307	AMIN001151
OG0000677	CQUJHB014595	AMIN001147
OG0000678	CQUJHB000263	AMIN007606, AMIN007607
OG0000679	CQUJHB009196, CQUJHB007014	AMIN015567, AMIN015566
OG0000680	CQUJHB015200	AMIN001979
OG0000681	CQUJHB009478	AMIN010032, AMIN010031, AMIN010025
OG0000682	CQUJHB003401	AMIN005619
OG0000683	CQUJHB002961	AMIN006784
OG0000684	CQUJHB006098	AMIN015534, AMIN015535
OG0000686	CQUJHB008353	AMIN003059
OG0000687	CQUJHB015307	AMIN009262, AMIN007570
OG0000698	CQUJHB011058	AMIN004846
OG0000699	CQUJHB008069, CQUJHB008458, CQUJHB001592, CQUJHB000899	AMIN008604
OG0000700	CQUJHB016495, CQUJHB012542, CQUJHB000542, CQUJHB017152, CQUJHB005396, CQUJHB016302, CQUJHB001083, CQUJHB004454	AMIN008937
OG0000701	CQUJHB000433	AMIN006561, AMIN008914
OG0000703	CQUJHB011080, CQUJHB013142	AMIN016139, AMIN004198
OG0000704	CQUJHB015122, CQUJHB003638	AMIN004774
OG0000706	CQUJHB009474, CQUJHB003794	AMIN002735
OG0000707	CQUJHB009109	AMIN007926, AMIN007930, AMIN007931
OG0000708	CQUJHB012157	AMIN005196
OG0000709	CQUJHB006352	AMIN005651, AMIN005650
OG0000710	CQUJHB007628	AMIN002091, AMIN014055
OG0000711	CQUJHB018046, CQUJHB002959	AMIN006854
OG0000712	CQUJHB001451	AMIN005030
OG0000713	CQUJHB004397, CQUJHB016083, CQUJHB012047	AMIN007371
OG0000714	CQUJHB011331, CQUJHB010725	AMIN003947
OG0000716	CQUJHB011532	AMIN002912
OG0000717	CQUJHB012088	AMIN001545
OG0000718	CQUJHB014281	AMIN007484, AMIN007486
OG0000719	CQUJHB012526	AMIN015579, AMIN015581
OG0000720	CQUJHB005139	AMIN004036
OG0000721	CQUJHB016980	AMIN004717
OG0000721	CQUJHB000723	AMIN008814
OG0000722	CQUJHB004860, CQUJHB020444, CQUJHB020326	AMIN003926
OG0000723	CQUJHB002245	AMIN002838, AMIN002335
OG0000724	CQUJHB004778, CQUJHB002720	AMIN007628
OG0000725	CQUJHB007061	AMIN007979
OG0000726	CQUJHB008017	AMIN004095, AMIN004096
OG0000727	CQUJHB010808, CQUJHB001132	AMIN008892, AMIN008891
OG0000728	CQUJHB013061	AMIN005769
OG0000729	CQUJHB008823	AMIN009867, AMIN005293
OG0000730	CQUJHB001740, CQUJHB006029, CQUJHB006112, CQUJHB005834	AMIN008192
OG0000731	CQUJHB012463	AMIN001221, AMIN007381
OG0000732	CQUJHB004825	AMIN000366
OG0000733	CQUJHB013316, CQUJHB003400	AMIN015963, AMIN015962
OG0000734	CQUJHB002601	AMIN005129, AMIN006671
OG0000735	CQUJHB008270	AMIN007623, AMIN002995
OG0000736	CQUJHB015522	AMIN010358
OG0000737	CQUJHB000682, CQUJHB016772, CQUJHB005330	AMIN002046
OG0000740	CQUJHB008404	AMIN003088, AMIN014279
OG0000741	CQUJHB008104	AMIN008123, AMIN008125, AMIN008122, AMIN008124
OG0000743	CQUJHB006615	AMIN004326
OG0000744	CQUJHB011143	AMIN001767
OG0000744	CQUJHB007312	AMIN001773
OG0000745	CQUJHB013653, CQUJHB008040	AMIN003820
OG0000746	CQUJHB002228, CQUJHB014336	AMIN003066
OG0000747	CQUJHB011434	AMIN000413, AMIN015470
OG0000748	CQUJHB001735	AMIN003291
OG0000749	CQUJHB005550	AMIN005487, AMIN010411
OG0000750	CQUJHB005230	AMIN006331
OG0000750	CQUJHB005806, CQUJHB007371, CQUJHB003118	AMIN006330
OG0000751	CQUJHB002459	AMIN002061
OG0000751	CQUJHB015038	AMIN005610
OG0000752	CQUJHB016429	AMIN005490, AMIN003600
OG0000753	CQUJHB014658	AMIN010088, AMIN006205
OG0000754	CQUJHB016456, CQUJHB000029	AMIN011299
OG0000756	CQUJHB014454	AMIN016277, AMIN016276
OG0000757	CQUJHB015557, CQUJHB020315, CQUJHB017468	AMIN001252
OG0000761	CQUJHB007727	AMIN001108
OG0000762	CQUJHB005031	AMIN004012
OG0000763	CQUJHB005520	AMIN010348
OG0000766	CQUJHB000126	AMIN001248, AMIN001249, AMIN001251
OG0000767	CQUJHB006962	AMIN004495
OG0000769	CQUJHB007872	AMIN004315, AMIN004314
OG0000770	CQUJHB005345	AMIN002108, AMIN002107
OG0000771	CQUJHB002883	AMIN005294, AMIN005295
OG0000772	CQUJHB016917	AMIN007922, AMIN009898, AMIN007923
OG0000773	CQUJHB015729	AMIN001511
OG0000774	CQUJHB005729	AMIN004490
OG0000775	CQUJHB009556	AMIN011334, AMIN011331, AMIN011332
OG0000776	CQUJHB007573	AMIN004234
OG0000776	CQUJHB001862	AMIN004233
OG0000777	CQUJHB001730	AMIN011523
OG0000777	CQUJHB013606	AMIN011526
OG0000778	CQUJHB016942	AMIN002772
OG0000779	CQUJHB000386	AMIN007681, AMIN007680
OG0000786	CQUJHB006686	AMIN003008
OG0000793	CQUJHB002968	AMIN006556, AMIN006555
OG0000794	CQUJHB016266, CQUJHB016278, CQUJHB017081, CQUJHB018078, CQUJHB002820, CQUJHB001718, CQUJHB008076, CQUJHB002476	AMIN003981
OG0000799	CQUJHB001573	AMIN002826
OG0000800	CQUJHB013205	AMIN004040, AMIN004039
OG0000801	CQUJHB009680	AMIN003410, AMIN003411
OG0000802	CQUJHB001349	AMIN007213, AMIN011666
OG0000803	CQUJHB005304	AMIN001791, AMIN015814
OG0000804	CQUJHB011451, CQUJHB008424, CQUJHB014697, CQUJHB020381, CQUJHB013665, CQUJHB011528, CQUJHB016526	AMIN006387
OG0000805	CQUJHB009291	AMIN010219
OG0000806	CQUJHB011050, CQUJHB001077, CQUJHB005760, CQUJHB011077	AMIN009183
OG0000808	CQUJHB015905	AMIN006359, AMIN006360
OG0000809	CQUJHB008254	AMIN006231
OG0000810	CQUJHB017437	AMIN005167, AMIN004573
OG0000811	CQUJHB007508	AMIN005473, AMIN005164
OG0000813	CQUJHB000588	AMIN009800, AMIN009799
OG0000814	CQUJHB008496, CQUJHB002534, CQUJHB006769	AMIN006535
OG0000815	CQUJHB001854, CQUJHB008231	AMIN009254
OG0000816	CQUJHB002704, CQUJHB007050, CQUJHB011222	AMIN004773
OG0000817	CQUJHB016385	AMIN008879, AMIN005216
OG0000820	CQUJHB016297	AMIN004411
OG0000821	CQUJHB016785	AMIN002077
OG0000822	CQUJHB000969	AMIN000167
OG0000823	CQUJHB020376, CQUJHB002292	AMIN008617
OG0000824	CQUJHB004976	AMIN004230
OG0000824	CQUJHB016287	AMIN008103
OG0000825	CQUJHB012419	AMIN003491, AMIN003493
OG0000826	CQUJHB004509	AMIN001935, AMIN005680, AMIN010196
OG0000827	CQUJHB005149, CQUJHB007861, CQUJHB002780, CQUJHB013085	AMIN008535
OG0000828	CQUJHB013820	AMIN005213, AMIN005210
OG0000829	CQUJHB007273	AMIN005324
OG0000830	CQUJHB003884, CQUJHB018079	AMIN003548
OG0000831	CQUJHB014481, CQUJHB000218	AMIN006617
OG0000832	CQUJHB001671	AMIN002709, AMIN002710
