Orthogroup	AfunestusAfunGA1	Aalbopictus_AalbF5
OG0000147	AFUN2_001243, AFUN2_006652	LOC109402061, LOC109421511, LOC109421512
OG0000148	AFUN2_006078	LOC109421171
OG0000149	AFUN2_007018	LOC109426259
OG0000149	AFUN2_007305	LOC109426253
OG0000149	AFUN2_003087	LOC109426260
OG0000150	AFUN2_013472	LOC115266551
OG0000151	AFUN2_008586	LOC109412232
OG0000152	AFUN2_004036	LOC109408684
OG0000152	AFUN2_007248, AFUN2_012516	LOC109420225
OG0000154	AFUN2_012942, AFUN2_007474, AFUN2_001817	LOC109421560, LOC109409214, LOC109409172
OG0000155	AFUN2_011178, AFUN2_006679	LOC109416379, LOC109430008, LOC115263419, LOC109430000, LOC115263405, LOC109416399
OG0000157	AFUN2_002461	LOC109421165
OG0000160	AFUN2_013760, AFUN2_000560, AFUN2_005480	LOC134290104, LOC109398789
OG0000160	AFUN2_009497	LOC109422909, LOC115268786, LOC115269191, LOC109420971, LOC134284944
OG0000161	AFUN2_002280	LOC109400953
OG0000161	AFUN2_013883	LOC115263538, LOC109415748
OG0000162	AFUN2_001603	LOC109416740
OG0000162	AFUN2_008191	LOC115257490
OG0000162	AFUN2_004390	LOC109416738
OG0000163	AFUN2_009739	LOC115264896
OG0000163	AFUN2_005717	LOC109408545
OG0000163	AFUN2_004668	LOC109429593
OG0000164	AFUN2_007065	LOC134285492
OG0000164	AFUN2_003491	LOC109413276
OG0000164	AFUN2_014641	LOC109430385
OG0000164	AFUN2_008297	LOC134285493
OG0000165	AFUN2_008088	LOC115256356, LOC109421988
OG0000165	AFUN2_007300, AFUN2_012709	LOC115256354
OG0000166	AFUN2_013647	LOC109418973
OG0000166	AFUN2_001188	LOC109418976
OG0000168	AFUN2_011437	LOC134286066, LOC109621527, LOC109426503
OG0000171	AFUN2_006837	LOC134289645
OG0000171	AFUN2_013379	LOC134289646
OG0000172	AFUN2_004764	LOC109414400
OG0000172	AFUN2_014173	LOC109410572
OG0000172	AFUN2_011072	LOC109421132
OG0000174	AFUN2_011578	LOC115256529
OG0000176	AFUN2_004735	LOC109406092
OG0000176	AFUN2_010883, AFUN2_001360, AFUN2_006691, AFUN2_006097	LOC134285293
OG0000180	AFUN2_004082	LOC109421192, LOC115265814, LOC109432470, LOC109421186, LOC109421214, LOC109432431, LOC109421189
OG0000181	AFUN2_012634, AFUN2_005105, AFUN2_007521	LOC109398251, LOC109398238, LOC109419743, LOC109398234, LOC109398239, LOC109419750
OG0000182	AFUN2_004625	LOC115259581
OG0000182	AFUN2_001977	LOC115253802, LOC109400865
OG0000182	AFUN2_010645	LOC109429307
OG0000183	AFUN2_006554, AFUN2_005817, AFUN2_013925, AFUN2_007926	LOC115256357, LOC109407271, LOC109402674, LOC109405890
OG0000184	AFUN2_012600	LOC109411770, LOC109416825
OG0000184	AFUN2_009129, AFUN2_006403	LOC109411788
OG0000185	AFUN2_004065	LOC109401553, LOC109402898, LOC109420356
OG0000185	AFUN2_004964, AFUN2_008198	LOC109419367
OG0000186	AFUN2_011283, AFUN2_008576	LOC134286171, LOC134291070
OG0000187	AFUN2_008775	LOC109415488
OG0000189	AFUN2_010394	LOC109398456
OG0000189	AFUN2_002979	LOC115264694, LOC115264672
OG0000189	AFUN2_009982	LOC115266712
OG0000190	AFUN2_013220	LOC134287929
OG0000190	AFUN2_007361	LOC109429277
OG0000190	AFUN2_014239	LOC109420894
OG0000191	AFUN2_001434, AFUN2_013752, AFUN2_000844, AFUN2_007718	LOC109425624, LOC115269665
OG0000192	AFUN2_002573	LOC115268599
OG0000192	AFUN2_010718	LOC109407097
OG0000192	AFUN2_006065	LOC109424591
OG0000193	AFUN2_010552, AFUN2_009366, AFUN2_003838, AFUN2_011367	LOC109418366, LOC109426146, LOC109426147, LOC109417593
OG0000194	AFUN2_001454	LOC115268005
OG0000194	AFUN2_008119	LOC109621491
OG0000196	AFUN2_005920	LOC109417644, LOC109410244, LOC115255412, LOC115255411
OG0000200	AFUN2_008798	LOC109415401
OG0000200	AFUN2_010360	LOC109410678
OG0000200	AFUN2_014432	LOC115263783
OG0000201	AFUN2_004882	LOC109622199
OG0000201	AFUN2_007662	LOC115269915, LOC115270394
OG0000201	AFUN2_003280	LOC109622197
OG0000202	AFUN2_013904	LOC109421839, LOC109421838
OG0000202	AFUN2_001437	LOC109428440, LOC109428339
OG0000203	AFUN2_010926	LOC109426936
OG0000203	AFUN2_004259	LOC109623341, LOC109426935
OG0000203	AFUN2_000689	LOC109623338
OG0000204	AFUN2_005886	LOC109425685, LOC109422978
OG0000204	AFUN2_004049	LOC109422968
OG0000205	AFUN2_010456	LOC109397149
OG0000205	AFUN2_003370	LOC109411753
OG0000206	AFUN2_009572	LOC109429344, LOC109428387, LOC109420951
OG0000206	AFUN2_000978	LOC109414302
OG0000207	AFUN2_000379, AFUN2_002113	LOC109415428, LOC109402620, LOC109402627, LOC109406592, LOC115253652, LOC109402626
OG0000209	AFUN2_001039	LOC109403367
OG0000210	AFUN2_014566, AFUN2_014802, AFUN2_009879, AFUN2_005823	LOC109402346
OG0000211	AFUN2_003763, AFUN2_005773	LOC115260807, LOC115254284, LOC134286007, LOC115265175, LOC115256717, LOC109419777, LOC109408040, LOC109431828, LOC134291233, LOC109415638, LOC134290775, LOC115267034, LOC134286366, LOC109407466, LOC109429518, LOC134290898, LOC134284394, LOC134288112, LOC134284766, LOC134289796, LOC134288528
OG0000212	AFUN2_001645	LOC134286265, LOC134289966, LOC134288870, LOC134287425, LOC134290450
OG0000212	AFUN2_005574	LOC134288115, LOC134284089, LOC134291769, LOC134285384, LOC134284087, LOC109428975, LOC134285131, LOC134286671, LOC134291990, LOC134287078, LOC134291630, LOC134287060, LOC134287216, LOC134291291, LOC134291290, LOC134291957, LOC134288886, LOC115254678
OG0000217	AFUN2_005144	LOC109419237
OG0000217	AFUN2_003295	LOC109431380
OG0000217	AFUN2_000967	LOC109419238
OG0000218	AFUN2_001352	LOC109421462
OG0000218	AFUN2_014112, AFUN2_007094	LOC109421387
OG0000219	AFUN2_005902	LOC109405076
OG0000219	AFUN2_004669	LOC109406989, LOC109397917, LOC109406984, LOC109397915, LOC109406985, LOC109397914, LOC109406992
OG0000220	AFUN2_004984	LOC109622226, LOC109623014
OG0000220	AFUN2_013644	LOC134291628
OG0000220	AFUN2_008743	LOC109409085
OG0000221	AFUN2_002758, AFUN2_007038	LOC109410283, LOC109410284
OG0000221	AFUN2_006461	LOC109430808, LOC134283951, LOC109424170
OG0000222	AFUN2_008952	LOC109431412
OG0000223	AFUN2_006017	LOC109422010
OG0000223	AFUN2_009640	LOC109398859
OG0000223	AFUN2_001947	LOC109398880
OG0000224	AFUN2_004727, AFUN2_006433	LOC109414163
OG0000225	AFUN2_013899	LOC115257287
OG0000225	AFUN2_005712, AFUN2_007468	LOC109405426, LOC115257288
OG0000226	AFUN2_009224, AFUN2_010010, AFUN2_001724, AFUN2_005224	LOC115267924
OG0000229	AFUN2_002725	LOC115261304, LOC109433437
OG0000229	AFUN2_001410, AFUN2_012986	LOC109433439
OG0000230	AFUN2_013851, AFUN2_006362	LOC109418314, LOC115262116, LOC115254047, LOC115262033, LOC109410481, LOC109418283, LOC109408717
OG0000231	AFUN2_014167, AFUN2_001796	LOC109413995, LOC109413996, LOC109418733, LOC109418736, LOC109418734, LOC109406485
OG0000232	AFUN2_001279, AFUN2_004132	LOC115270106, LOC109404909
OG0000233	AFUN2_005591	LOC109420036, LOC109420035
OG0000233	AFUN2_009669	LOC109418229
OG0000234	AFUN2_006786	LOC109425149
OG0000234	AFUN2_005910	LOC109429432
OG0000234	AFUN2_014325	LOC109425152
OG0000235	AFUN2_000576, AFUN2_003102, AFUN2_003000	LOC109427843, LOC115264006, LOC109431305, LOC115268708, LOC109407713
OG0000236	AFUN2_012443, AFUN2_002078	LOC109621447
OG0000237	AFUN2_014509, AFUN2_005130, AFUN2_010795	LOC134287958
OG0000244	AFUN2_005802	LOC109418168
OG0000245	AFUN2_014246, AFUN2_010459	LOC109622453, LOC134285569
OG0000246	AFUN2_012397, AFUN2_008092, AFUN2_001095, AFUN2_005703, AFUN2_002388	LOC109413319
OG0000247	AFUN2_012107, AFUN2_004620	LOC109426621, LOC109426620
OG0000247	AFUN2_001600	LOC115265701
OG0000248	AFUN2_010809	LOC115255070, LOC109417081, LOC109420539
OG0000248	AFUN2_011791	LOC134289022, LOC109420537, LOC115255069
OG0000249	AFUN2_006007, AFUN2_010916	LOC115269854, LOC109424258, LOC109428726, LOC109424255, LOC109430243
OG0000250	AFUN2_003687	LOC109406934
OG0000250	AFUN2_007149	LOC109427354
OG0000250	AFUN2_003179	LOC109427342
OG0000251	AFUN2_007933, AFUN2_012347	LOC109425991, LOC115268065
OG0000251	AFUN2_010165, AFUN2_009809	LOC115268042
OG0000252	AFUN2_006568	LOC109621456, LOC109621460, LOC115267995
OG0000252	AFUN2_010012	LOC109403797, LOC115263127
OG0000253	AFUN2_001483, AFUN2_000437	LOC109402465, LOC115264085, LOC109402468, LOC109423550, LOC115264289
OG0000254	AFUN2_009334	LOC109399873
OG0000254	AFUN2_013341	LOC109399939
OG0000255	AFUN2_014479, AFUN2_012452	LOC109413823, LOC109409608, LOC109409607, LOC115255265, LOC109405777
OG0000256	AFUN2_010827, AFUN2_004016	LOC115261575, LOC109405995
OG0000257	AFUN2_012412	LOC134287573, LOC109421507, LOC109621297, LOC109421508, LOC109622956
OG0000259	AFUN2_009415, AFUN2_000528, AFUN2_001338, AFUN2_013898, AFUN2_011804	LOC134292067, LOC109414046, LOC134288858
OG0000260	AFUN2_004768, AFUN2_011233, AFUN2_008356, AFUN2_004504	LOC109428141
OG0000263	AFUN2_009201	LOC134290506, LOC134291270, LOC134291726, LOC134288355
OG0000263	AFUN2_012992, AFUN2_007000, AFUN2_010178, AFUN2_009545	LOC134286972
OG0000265	AFUN2_009281, AFUN2_011549	LOC115253485, LOC109432322
OG0000265	AFUN2_003921	LOC109413251
OG0000266	AFUN2_000459	LOC109405673
OG0000266	AFUN2_004367, AFUN2_008216	LOC109401438
OG0000267	AFUN2_013327, AFUN2_007744	LOC109404182
OG0000268	AFUN2_009239, AFUN2_010803	LOC109398343
OG0000268	AFUN2_010441	LOC115262167
OG0000269	AFUN2_002119	LOC109430310, LOC109430352, LOC109412453
OG0000270	AFUN2_004500, AFUN2_005657, AFUN2_001828	LOC109400467
OG0000271	AFUN2_007927	LOC109425168, LOC109425169
OG0000271	AFUN2_011088, AFUN2_001591	LOC109400349
OG0000271	AFUN2_004527	LOC109400327
OG0000272	AFUN2_008265	LOC134291341, LOC109418728
OG0000272	AFUN2_012900	LOC134291363
OG0000273	AFUN2_001579	LOC109431749
OG0000273	AFUN2_012480	LOC109401498
OG0000274	AFUN2_009686	LOC109399255, LOC109399254
OG0000274	AFUN2_013179	LOC109401921
OG0000275	AFUN2_004279, AFUN2_002342, AFUN2_006827, AFUN2_002236, AFUN2_014152	LOC134287955, LOC109412830, LOC134287948, LOC109412883
OG0000276	AFUN2_005119, AFUN2_000381	LOC109424686, LOC109424707, LOC109424689, LOC134284290, LOC109424688
OG0000277	AFUN2_013863	LOC134291511, LOC134284201
OG0000278	AFUN2_006737, AFUN2_010216, AFUN2_002080	LOC109423828
OG0000279	AFUN2_002258	LOC115265811
OG0000279	AFUN2_014367	LOC109421231
OG0000279	AFUN2_008292	LOC109432444, LOC109432443
OG0000280	AFUN2_014275, AFUN2_012254	LOC109398599
OG0000281	AFUN2_008098	LOC115253946, LOC134286569, LOC109417709
OG0000281	AFUN2_014324	LOC134284103, LOC134289940, LOC134286011, LOC134292156
OG0000285	AFUN2_012421	LOC109412583
OG0000285	AFUN2_002291, AFUN2_012046	LOC109412586
OG0000286	AFUN2_002229, AFUN2_001601	LOC134288579, LOC109419311, LOC115265212, LOC109419306, LOC109419312, LOC109399258, LOC134291529
OG0000287	AFUN2_006714, AFUN2_009698	LOC109418186
OG0000288	AFUN2_007336, AFUN2_011244	LOC109622664, LOC109429650, LOC109407355, LOC109417774
OG0000289	AFUN2_008782, AFUN2_008797	LOC134289615, LOC134290940, LOC134289612
OG0000290	AFUN2_001948, AFUN2_000760, AFUN2_006244	LOC109407690, LOC134283955, LOC115268390
OG0000291	AFUN2_003869	LOC109399285
OG0000291	AFUN2_005713	LOC115254554
OG0000292	AFUN2_008562	LOC134287964
OG0000292	AFUN2_003827, AFUN2_006814	LOC134287045
OG0000293	AFUN2_001356	LOC109402618
OG0000293	AFUN2_000358	LOC109433336, LOC109402619
OG0000294	AFUN2_012955	LOC109421880
OG0000294	AFUN2_012574	LOC109421875
OG0000297	AFUN2_006972	LOC115256454, LOC115256453
OG0000297	AFUN2_004085	LOC109427517
OG0000298	AFUN2_004927	LOC109433215, LOC109420107
OG0000298	AFUN2_001118	LOC109403440
OG0000299	AFUN2_007111	LOC109420459
OG0000299	AFUN2_010458	LOC109426283, LOC109426282
OG0000300	AFUN2_013914	LOC115264061
OG0000302	AFUN2_001375	LOC109409795, LOC109412825
OG0000302	AFUN2_001607	LOC109409797
OG0000303	AFUN2_004936	LOC109423438
OG0000304	AFUN2_011754, AFUN2_006099	LOC115266210, LOC109622152
OG0000304	AFUN2_012365	LOC115255403
OG0000305	AFUN2_004178	LOC109417728
OG0000306	AFUN2_011531, AFUN2_002476, AFUN2_011005	LOC109427899, LOC115263988
OG0000311	AFUN2_001606	LOC134284264
OG0000317	AFUN2_010069	LOC109415509, LOC109400841, LOC109415510, LOC115261320
OG0000318	AFUN2_002773, AFUN2_002673, AFUN2_007664, AFUN2_006731	LOC115266503
OG0000319	AFUN2_000419	LOC109419083
OG0000319	AFUN2_014741	LOC109404744
OG0000320	AFUN2_002201, AFUN2_009283	LOC109622184, LOC109403189, LOC109622286, LOC115268871, LOC109403188, LOC109622183
OG0000321	AFUN2_011209, AFUN2_009191	LOC134285621
OG0000321	AFUN2_013400	LOC134285147
OG0000324	AFUN2_014723	LOC115268591
OG0000324	AFUN2_002760	LOC109621385
OG0000325	AFUN2_013821	LOC109419655
OG0000325	AFUN2_009953	LOC109402478, LOC109621375, LOC109410004
OG0000326	AFUN2_008475	LOC109406334
OG0000326	AFUN2_006744	LOC115257242
OG0000327	AFUN2_010823	LOC109407226
OG0000328	AFUN2_012636	LOC109410565
OG0000328	AFUN2_005428	LOC115268300
OG0000329	AFUN2_010346	LOC109429565
OG0000329	AFUN2_002124	LOC109429983
OG0000330	AFUN2_010609	LOC109431560
OG0000330	AFUN2_010577	LOC109431569
OG0000330	AFUN2_001583	LOC109431850
OG0000331	AFUN2_010706	LOC109428018
OG0000331	AFUN2_002888, AFUN2_011006	LOC109418192
OG0000332	AFUN2_002149, AFUN2_013393, AFUN2_012693	LOC109405410
OG0000333	AFUN2_001023, AFUN2_009434, AFUN2_011252, AFUN2_011040, AFUN2_010709, AFUN2_013423, AFUN2_008471, AFUN2_002539	LOC109399400
OG0000334	AFUN2_013965	LOC134289025
OG0000336	AFUN2_003183	LOC109408655
OG0000336	AFUN2_002121	LOC109621296
OG0000344	AFUN2_011925	LOC109400802
OG0000344	AFUN2_002211	LOC109430839
OG0000346	AFUN2_001968, AFUN2_001895	LOC109423283, LOC109428973, LOC109429007, LOC109408824
OG0000347	AFUN2_008322	LOC109432334
OG0000347	AFUN2_002133	LOC109432255, LOC109432313
OG0000348	AFUN2_006181, AFUN2_009660	LOC115267667, LOC109432235
OG0000349	AFUN2_012556	LOC115268499
OG0000349	AFUN2_006184	LOC134284677
OG0000350	AFUN2_008359	LOC109416155, LOC109416608, LOC109407449, LOC109416681, LOC109416628, LOC109416670, LOC109416657, LOC109407402
OG0000351	AFUN2_008714	LOC109431534
OG0000352	AFUN2_006606	LOC109430165, LOC109423357
OG0000352	AFUN2_011929	LOC109432136
OG0000353	AFUN2_011227	LOC134284734, LOC109413962, LOC109413964
OG0000353	AFUN2_002095	LOC109413963
OG0000354	AFUN2_005800	LOC109414751
OG0000354	AFUN2_002171	LOC109425341
OG0000355	AFUN2_008819, AFUN2_010074	LOC115253987
OG0000355	AFUN2_007617	LOC109409069
OG0000356	AFUN2_003379	LOC109414269
OG0000357	AFUN2_011572	LOC109425351
OG0000357	AFUN2_008751	LOC109425349
OG0000359	AFUN2_001508, AFUN2_014132, AFUN2_014666, AFUN2_005325	LOC109413693, LOC109413684, LOC109413685
OG0000360	AFUN2_000510	LOC109426006, LOC109426005
OG0000360	AFUN2_007142	LOC115268035
OG0000361	AFUN2_002062	LOC109429838, LOC109429837
OG0000361	AFUN2_012094	LOC109398309
OG0000362	AFUN2_012779, AFUN2_005854	LOC109417695, LOC134289747, LOC109417559, LOC109417694
OG0000363	AFUN2_008657	LOC109431669
OG0000363	AFUN2_009379	LOC109431631, LOC115267493, LOC115259270
OG0000364	AFUN2_006948, AFUN2_003336	LOC109417614, LOC109426760, LOC109426761
OG0000365	AFUN2_013587, AFUN2_014234	LOC109420926
OG0000365	AFUN2_001973	LOC109412662
OG0000366	AFUN2_008793, AFUN2_009343	LOC109419189, LOC109419188, LOC109419155, LOC115262156
OG0000367	AFUN2_011293, AFUN2_010540, AFUN2_012120, AFUN2_007287	LOC109406417
OG0000368	AFUN2_009997	LOC115268779, LOC115253469, LOC109412743
OG0000369	AFUN2_000751	LOC115255405
OG0000370	AFUN2_014764	LOC109421677, LOC109426721
OG0000371	AFUN2_003392	LOC109417820, LOC134288495, LOC115265256
OG0000372	AFUN2_007569	LOC109402069, LOC134285328
OG0000372	AFUN2_011675	LOC109427360, LOC134283900
OG0000380	AFUN2_005131	LOC134284314, LOC134290310, LOC109400822
OG0000381	AFUN2_014467	LOC109431293
OG0000381	AFUN2_004958	LOC109418937
OG0000382	AFUN2_001543	LOC109408978
OG0000382	AFUN2_000360	LOC109426479
OG0000383	AFUN2_014461	LOC109413923
OG0000383	AFUN2_011562	LOC115260955
OG0000384	AFUN2_005469, AFUN2_004787	LOC109397157
OG0000386	AFUN2_013530	LOC109406410
OG0000387	AFUN2_002844	LOC115267498
OG0000387	AFUN2_002100	LOC109404924
OG0000388	AFUN2_001099	LOC109412442, LOC109430335, LOC109430333
OG0000389	AFUN2_006060	LOC115254253
OG0000389	AFUN2_013929, AFUN2_012037	LOC115265043, LOC109424263
OG0000391	AFUN2_010979	LOC109423211
OG0000391	AFUN2_008664	LOC115256097
OG0000392	AFUN2_004442, AFUN2_005778	LOC109404501
OG0000393	AFUN2_012735	LOC109424077
OG0000393	AFUN2_002249	LOC109424074
OG0000394	AFUN2_009571	LOC109408907
OG0000394	AFUN2_007082	LOC109408910, LOC109408909
OG0000395	AFUN2_009792	LOC109405903
OG0000395	AFUN2_002960	LOC109398706
OG0000396	AFUN2_004007	LOC109430162
OG0000396	AFUN2_012283	LOC109430163
OG0000397	AFUN2_002237	LOC109428250
OG0000397	AFUN2_013451	LOC109427075
OG0000398	AFUN2_005442, AFUN2_013146	LOC109420163, LOC109420161, LOC109420162, LOC109410030
OG0000399	AFUN2_009920	LOC115263357
OG0000400	AFUN2_011008	LOC109407994
OG0000400	AFUN2_011164	LOC109405168
OG0000401	AFUN2_002956	LOC109418407
OG0000401	AFUN2_004353	LOC109412802
OG0000402	AFUN2_003222, AFUN2_012219, AFUN2_012051, AFUN2_012833	LOC109397830, LOC109397831, LOC109405350, LOC134287499
OG0000403	AFUN2_012035	LOC109405351, LOC115255632
OG0000403	AFUN2_003128	LOC109398107
OG0000404	AFUN2_003801	LOC109401173
OG0000404	AFUN2_012718	LOC109401146, LOC134284179
OG0000405	AFUN2_013432, AFUN2_010896	LOC109409749, LOC109409746, LOC109432138
OG0000406	AFUN2_001556, AFUN2_007375, AFUN2_014336	LOC109428655
OG0000407	AFUN2_012902	LOC109424709, LOC134283926
OG0000407	AFUN2_004980	LOC109424712, LOC134291633, LOC134285730
OG0000408	AFUN2_002945	LOC115260129, LOC115260130
OG0000408	AFUN2_009625	LOC109430548
OG0000409	AFUN2_001720	LOC109420930
OG0000409	AFUN2_011673	LOC109412654
OG0000411	AFUN2_014669	LOC134291258
OG0000411	AFUN2_011779	LOC134291129
OG0000412	AFUN2_007595	LOC134284900, LOC115256380
OG0000413	AFUN2_004473, AFUN2_000795	LOC109397940
OG0000414	AFUN2_008931	LOC109424228
OG0000416	AFUN2_005309	LOC115253908, LOC109426657, LOC109426655
OG0000417	AFUN2_013957	LOC109411049
OG0000417	AFUN2_009488	LOC109406499
OG0000421	AFUN2_001964, AFUN2_008577, AFUN2_012291	LOC115256531
OG0000422	AFUN2_008785, AFUN2_010162, AFUN2_001696, AFUN2_009298, AFUN2_013353	LOC115266089
OG0000428	AFUN2_007875, AFUN2_010653, AFUN2_002316	LOC134288941, LOC109418739
OG0000429	AFUN2_011609, AFUN2_005488	LOC115269552
OG0000429	AFUN2_013377	LOC109622073
OG0000430	AFUN2_002516	LOC109427699
OG0000431	AFUN2_006452, AFUN2_002969	LOC109411861
OG0000432	AFUN2_000534	LOC109409360
OG0000432	AFUN2_010832	LOC109417427
OG0000433	AFUN2_004130	LOC109623006
OG0000433	AFUN2_001141	LOC109622188
OG0000434	AFUN2_003060, AFUN2_014225	LOC109407821, LOC134288727, LOC134288724, LOC109410038
OG0000435	AFUN2_003456	LOC109399074, LOC134291823, LOC109409889
OG0000436	AFUN2_009601	LOC109401753, LOC109407863, LOC109407862, LOC109407874, LOC109407864, LOC109422330
OG0000437	AFUN2_009648	LOC109433402, LOC109433401
OG0000438	AFUN2_004408	LOC109403303, LOC109433400, LOC109403274
OG0000439	AFUN2_012835	LOC109425148
OG0000439	AFUN2_012281	LOC109429421
OG0000440	AFUN2_007200	LOC109411655
OG0000441	AFUN2_003884, AFUN2_007339	LOC109423025
OG0000442	AFUN2_005498, AFUN2_013332	LOC109428969
OG0000442	AFUN2_009889	LOC109408718
OG0000443	AFUN2_001914	LOC109400886
OG0000443	AFUN2_011734	LOC109401381
OG0000445	AFUN2_002989	LOC109401562
OG0000445	AFUN2_010049	LOC109398913
OG0000446	AFUN2_011911	LOC109414069, LOC115258016
OG0000446	AFUN2_006522	LOC115258017
OG0000447	AFUN2_001883	LOC109409155
OG0000447	AFUN2_014649	LOC109409153
OG0000448	AFUN2_003874	LOC109409127
OG0000448	AFUN2_004004	LOC109405027
OG0000449	AFUN2_002880	LOC115256563, LOC109401927
OG0000449	AFUN2_008727	LOC109433196
OG0000450	AFUN2_007488	LOC115255343
OG0000450	AFUN2_012925	LOC115253661, LOC134287731
OG0000451	AFUN2_010410	LOC115255738
OG0000452	AFUN2_003619	LOC109622640, LOC109419264
OG0000453	AFUN2_004614	LOC109413132
OG0000454	AFUN2_005107	LOC109406531, LOC109429681
OG0000455	AFUN2_011604	LOC109423314
OG0000455	AFUN2_001958	LOC115253807
OG0000456	AFUN2_007145	LOC109415681
OG0000456	AFUN2_004475	LOC109418348
OG0000457	AFUN2_011980	LOC109398361
OG0000457	AFUN2_009119	LOC109398558
OG0000458	AFUN2_004230, AFUN2_000418, AFUN2_007249	LOC109431816
OG0000460	AFUN2_014011	LOC115268722
OG0000461	AFUN2_008978	LOC109422876
OG0000461	AFUN2_008827	LOC109433652
OG0000462	AFUN2_003865	LOC115264747
OG0000462	AFUN2_008786, AFUN2_007071	LOC109403759
OG0000464	AFUN2_013582	LOC115265356
OG0000464	AFUN2_005765	LOC115265355
OG0000465	AFUN2_002500, AFUN2_013706	LOC109424835
