Orthogroup	AfunestusAfunGA1	AsinensisChina
OG0000311	AFUN2_013804, AFUN2_004431, AFUN2_001606, AFUN2_009299	ASIC002525
OG0000313	AFUN2_013154, AFUN2_009232, AFUN2_010694, AFUN2_006740, AFUN2_001786, AFUN2_011523	ASIC012083
OG0000314	AFUN2_001906, AFUN2_008486, AFUN2_011107, AFUN2_009358	ASIC006080
OG0000317	AFUN2_010069	ASIC020227
OG0000318	AFUN2_002773, AFUN2_002673	ASIC003841, ASIC003842
OG0000318	AFUN2_007664	ASIC007449
OG0000318	AFUN2_006731	ASIC007448
OG0000319	AFUN2_000419	ASIC006535
OG0000319	AFUN2_014741	ASIC016269
OG0000320	AFUN2_002201	ASIC000161
OG0000320	AFUN2_009283	ASIC000162, ASIC000163, ASIC000164
OG0000321	AFUN2_011209, AFUN2_009191	ASIC020752
OG0000321	AFUN2_013400	ASIC022307
OG0000324	AFUN2_014723	ASIC003860, ASIC003861
OG0000324	AFUN2_002760	ASIC003858
OG0000325	AFUN2_009953	ASIC019850
OG0000325	AFUN2_000426	ASIC019849
OG0000326	AFUN2_008475	ASIC005793
OG0000326	AFUN2_006744	ASIC005792
OG0000327	AFUN2_010823	ASIC009969
OG0000328	AFUN2_012636	ASIC018103
OG0000328	AFUN2_005428	ASIC018105
OG0000329	AFUN2_010346	ASIC007335
OG0000329	AFUN2_002124	ASIC007337
OG0000330	AFUN2_010609	ASIC005378
OG0000330	AFUN2_010577	ASIC005379
OG0000330	AFUN2_001583	ASIC005380
OG0000331	AFUN2_010706	ASIC011490
OG0000331	AFUN2_002888, AFUN2_011006	ASIC011489
OG0000332	AFUN2_002149	ASIC013992
OG0000332	AFUN2_013393	ASIC011150
OG0000332	AFUN2_012693	ASIC013991
OG0000333	AFUN2_001023, AFUN2_009434, AFUN2_011252, AFUN2_011040, AFUN2_010709, AFUN2_013423, AFUN2_008471, AFUN2_002539	ASIC016706
OG0000334	AFUN2_013965	ASIC005880
OG0000336	AFUN2_005980	ASIC018899
OG0000336	AFUN2_003183	ASIC018901
OG0000336	AFUN2_002121	ASIC018897
OG0000340	AFUN2_006511	ASIC007679
OG0000340	AFUN2_012858, AFUN2_009608, AFUN2_007241	ASIC007681, ASIC007678
OG0000341	AFUN2_004677, AFUN2_005654	ASIC006932
OG0000341	AFUN2_004569, AFUN2_002612	ASIC006934, ASIC006933
OG0000344	AFUN2_011925	ASIC020228
OG0000345	AFUN2_013986	ASIC003978
OG0000346	AFUN2_001968	ASIC000815
OG0000346	AFUN2_001895	ASIC021948
OG0000347	AFUN2_002133	ASIC000181
OG0000348	AFUN2_009660	ASIC015321
OG0000349	AFUN2_006184	ASIC012256, ASIC012253
OG0000350	AFUN2_008359	ASIC002433
OG0000351	AFUN2_008714	ASIC011933
OG0000351	AFUN2_004633	ASIC011922
OG0000352	AFUN2_006606	ASIC020939
OG0000352	AFUN2_011929	ASIC020938
OG0000353	AFUN2_011227	ASIC000954, ASIC011663
OG0000353	AFUN2_002095	ASIC011664
OG0000354	AFUN2_005800	ASIC012572, ASIC012573
OG0000354	AFUN2_002171	ASIC010034, ASIC010035
OG0000355	AFUN2_008819	ASIC013915
OG0000356	AFUN2_001849	ASIC014973
OG0000356	AFUN2_003379	ASIC007049
OG0000357	AFUN2_011572	ASIC012551
OG0000357	AFUN2_008751	ASIC012549
OG0000360	AFUN2_000510	ASIC014813, ASIC014814
OG0000360	AFUN2_007142	ASIC014817
OG0000361	AFUN2_012094	ASIC018213
OG0000362	AFUN2_012779	ASIC006698, ASIC020699
OG0000362	AFUN2_005854	ASIC020698
OG0000363	AFUN2_008657	ASIC018523
OG0000363	AFUN2_009379	ASIC018524
OG0000364	AFUN2_006948	ASIC016659
OG0000364	AFUN2_003336	ASIC016658
OG0000365	AFUN2_013587	ASIC002632
OG0000365	AFUN2_014234	ASIC002635
OG0000365	AFUN2_001973	ASIC002634
OG0000366	AFUN2_008793, AFUN2_009343	ASIC009439
OG0000367	AFUN2_011293, AFUN2_010540	ASIC016760
OG0000367	AFUN2_012120, AFUN2_007287	ASIC016759
OG0000368	AFUN2_009997	ASIC021920
OG0000369	AFUN2_005004	ASIC009381
OG0000369	AFUN2_000751	ASIC009390
OG0000370	AFUN2_014764	ASIC011451
OG0000371	AFUN2_003392	ASIC016594, ASIC016597, ASIC016605
OG0000372	AFUN2_007569	ASIC009507, ASIC009504
OG0000372	AFUN2_011675	ASIC009508
OG0000377	AFUN2_002781, AFUN2_005166, AFUN2_001427, AFUN2_006583, AFUN2_013885	ASIC000793
OG0000378	AFUN2_003972, AFUN2_011312, AFUN2_006867	ASIC016652, ASIC018568, ASIC018560, ASIC000891, ASIC008705, ASIC018569, ASIC021178
OG0000379	AFUN2_007006, AFUN2_011459, AFUN2_010700	ASIC000101
OG0000379	AFUN2_002013, AFUN2_013099	ASIC000098, ASIC000100, ASIC000095, ASIC000096, ASIC000097, ASIC002473, ASIC002465, ASIC000099
OG0000380	AFUN2_005131	ASIC009217
OG0000381	AFUN2_014467	ASIC017769
OG0000382	AFUN2_001543	ASIC013910
OG0000382	AFUN2_000360	ASIC013908
OG0000383	AFUN2_014461	ASIC008776
OG0000383	AFUN2_011562	ASIC022329
OG0000384	AFUN2_005469	ASIC001183, ASIC002780
OG0000386	AFUN2_009836	ASIC011708
OG0000386	AFUN2_005608	ASIC011707
OG0000386	AFUN2_013530	ASIC011709
OG0000387	AFUN2_002844	ASIC016161
OG0000387	AFUN2_002100	ASIC012957
OG0000388	AFUN2_001099	ASIC013800, ASIC013799, ASIC013798
OG0000389	AFUN2_006060	ASIC019090
OG0000389	AFUN2_013929	ASIC019088
OG0000389	AFUN2_012037	ASIC019091
OG0000391	AFUN2_010979	ASIC015116
OG0000391	AFUN2_008664	ASIC017801
OG0000392	AFUN2_005778	ASIC014073
OG0000393	AFUN2_002249	ASIC007949
OG0000394	AFUN2_009571	ASIC021259
OG0000394	AFUN2_007082	ASIC021258
OG0000395	AFUN2_009792	ASIC009958
OG0000395	AFUN2_002960	ASIC006771
OG0000396	AFUN2_004007	ASIC002672
OG0000396	AFUN2_012283	ASIC002671
OG0000397	AFUN2_002237	ASIC014575
OG0000397	AFUN2_013451	ASIC008278
OG0000398	AFUN2_005442, AFUN2_013146	ASIC003105
OG0000399	AFUN2_008626	ASIC019199
OG0000399	AFUN2_009920	ASIC019531
OG0000400	AFUN2_011008	ASIC014917
OG0000400	AFUN2_011164	ASIC019623
OG0000401	AFUN2_002956	ASIC005455
OG0000401	AFUN2_004353	ASIC004773
OG0000402	AFUN2_003222, AFUN2_012219, AFUN2_012051, AFUN2_012833	ASIC016791, ASIC017093
OG0000403	AFUN2_012035	ASIC017017
OG0000403	AFUN2_003128	ASIC018806
OG0000404	AFUN2_003801	ASIC005999
OG0000404	AFUN2_012718	ASIC005998
OG0000405	AFUN2_013432	ASIC015146
OG0000405	AFUN2_010896	ASIC015147
OG0000407	AFUN2_012902	ASIC017969
OG0000407	AFUN2_004980	ASIC017965
OG0000408	AFUN2_002945	ASIC012313
OG0000408	AFUN2_009625	ASIC012311
OG0000409	AFUN2_001720	ASIC006513
OG0000409	AFUN2_011673	ASIC006515
OG0000411	AFUN2_011779	ASIC013281
OG0000412	AFUN2_007595	ASIC020403
OG0000413	AFUN2_004473	ASIC019161, ASIC019163, ASIC019162
OG0000413	AFUN2_000795	ASIC019164
OG0000414	AFUN2_008931	ASIC014158
OG0000416	AFUN2_005309	ASIC019239
OG0000417	AFUN2_013957	ASIC015685
OG0000417	AFUN2_009488	ASIC011176
OG0000421	AFUN2_001964, AFUN2_008577	ASIC004562
OG0000421	AFUN2_012291	ASIC015063
OG0000422	AFUN2_008785, AFUN2_010162, AFUN2_001696, AFUN2_009298, AFUN2_013353	ASIC006280
OG0000424	AFUN2_011824, AFUN2_007173	ASIC006202, ASIC006235, ASIC006213
OG0000425	AFUN2_013867, AFUN2_004739	ASIC015316, ASIC015317, ASIC015314, ASIC015315
OG0000428	AFUN2_007875, AFUN2_010653, AFUN2_002316	ASIC006206
OG0000429	AFUN2_013377	ASIC004595
OG0000432	AFUN2_000534	ASIC008599
OG0000432	AFUN2_010832	ASIC005905
OG0000433	AFUN2_004130	ASIC021068
OG0000433	AFUN2_001141	ASIC021074
OG0000434	AFUN2_003060, AFUN2_014225	ASIC018734, ASIC018736, ASIC018738, ASIC018733
OG0000435	AFUN2_003456	ASIC005962
OG0000436	AFUN2_009601	ASIC019967
OG0000437	AFUN2_009648	ASIC002921, ASIC002923
OG0000438	AFUN2_004408	ASIC002922
OG0000439	AFUN2_012835	ASIC017605
OG0000439	AFUN2_012281	ASIC017590
OG0000440	AFUN2_007200	ASIC013280
OG0000441	AFUN2_003884	ASIC000926, ASIC007475, ASIC000925, ASIC007491, ASIC002994
OG0000441	AFUN2_007339	ASIC005125
OG0000443	AFUN2_001914	ASIC020916
OG0000443	AFUN2_011734	ASIC019892
OG0000445	AFUN2_002989	ASIC015511
OG0000445	AFUN2_010049	ASIC015510
OG0000446	AFUN2_011911	ASIC017399
OG0000446	AFUN2_006522	ASIC017397
OG0000447	AFUN2_001883	ASIC003833
OG0000447	AFUN2_014649	ASIC003829
OG0000448	AFUN2_003874	ASIC003765
OG0000448	AFUN2_004004	ASIC012623
OG0000449	AFUN2_002880	ASIC003960
OG0000449	AFUN2_008727	ASIC005404
OG0000450	AFUN2_007488	ASIC020787
OG0000450	AFUN2_012925	ASIC020791
OG0000451	AFUN2_010410	ASIC003595
OG0000452	AFUN2_003619	ASIC009849, ASIC020091, ASIC009840, ASIC009847, ASIC020090, ASIC009848, ASIC009850
OG0000453	AFUN2_004614	ASIC003644
OG0000453	AFUN2_014643	ASIC012850, ASIC012851
OG0000454	AFUN2_005107	ASIC006736
OG0000455	AFUN2_011604	ASIC019673
OG0000455	AFUN2_001958	ASIC004791
OG0000456	AFUN2_007145	ASIC011658
OG0000456	AFUN2_004475	ASIC020729
OG0000457	AFUN2_011980	ASIC015718
OG0000457	AFUN2_009119	ASIC015722
OG0000458	AFUN2_004230	ASIC017734
OG0000458	AFUN2_000418, AFUN2_007249	ASIC017741
OG0000460	AFUN2_014011	ASIC022001
OG0000460	AFUN2_002000	ASIC021718
OG0000461	AFUN2_008978	ASIC006228
OG0000461	AFUN2_008827	ASIC006229
OG0000462	AFUN2_008786	ASIC019365
OG0000462	AFUN2_007071	ASIC019366
OG0000465	AFUN2_002500	ASIC014237
OG0000465	AFUN2_013706	ASIC003894
OG0000466	AFUN2_008377	ASIC004777
OG0000466	AFUN2_004023	ASIC017831
OG0000471	AFUN2_007684	ASIC014821, ASIC014823
OG0000472	AFUN2_007825, AFUN2_008027	ASIC005313, ASIC003870, ASIC003865, ASIC003869, ASIC005315, ASIC003863
OG0000472	AFUN2_010284	ASIC003864, ASIC003867
OG0000473	AFUN2_008466, AFUN2_010137	ASIC016008, ASIC000169
OG0000473	AFUN2_004064	ASIC000170
OG0000476	AFUN2_013824	ASIC009231
OG0000477	AFUN2_014550	ASIC000652
OG0000477	AFUN2_013649	ASIC000651
OG0000478	AFUN2_003770	ASIC002617
OG0000479	AFUN2_009181	ASIC004164
OG0000480	AFUN2_000707	ASIC020530
OG0000481	AFUN2_004506	ASIC002432
OG0000481	AFUN2_007832	ASIC008638, ASIC002429
OG0000482	AFUN2_014001	ASIC006605
OG0000482	AFUN2_007154	ASIC006582
OG0000483	AFUN2_008514	ASIC003173
OG0000484	AFUN2_011350	ASIC017359
OG0000484	AFUN2_006435	ASIC001455
OG0000485	AFUN2_007072	ASIC006949
OG0000485	AFUN2_007860	ASIC006858, ASIC006950
OG0000486	AFUN2_005660	ASIC016975
OG0000486	AFUN2_008037	ASIC011434
OG0000487	AFUN2_003553	ASIC006102
OG0000487	AFUN2_001956	ASIC017111
OG0000488	AFUN2_003041	ASIC009315
OG0000488	AFUN2_006935	ASIC009314
OG0000488	AFUN2_008414	ASIC009312
OG0000489	AFUN2_013313	ASIC004414
OG0000489	AFUN2_014776	ASIC004437
OG0000490	AFUN2_001904, AFUN2_012456	ASIC018244
OG0000491	AFUN2_009342	ASIC008922
OG0000491	AFUN2_012165	ASIC013988
OG0000492	AFUN2_000913	ASIC006208
OG0000492	AFUN2_012708	ASIC006198
OG0000493	AFUN2_009774, AFUN2_014180	ASIC005328
OG0000494	AFUN2_000438	ASIC010787
OG0000495	AFUN2_006380	ASIC012829
OG0000495	AFUN2_009440	ASIC012830
OG0000496	AFUN2_001451, AFUN2_001022	ASIC006139
OG0000497	AFUN2_008537	ASIC003415
OG0000498	AFUN2_000900	ASIC000092
OG0000498	AFUN2_006893	ASIC000091
OG0000499	AFUN2_002816	ASIC019661
OG0000499	AFUN2_014000	ASIC005520
OG0000500	AFUN2_003408	ASIC010264
OG0000500	AFUN2_005559	ASIC015176
OG0000501	AFUN2_014285	ASIC010971, ASIC013654, ASIC010970
OG0000502	AFUN2_002108	ASIC000171
OG0000502	AFUN2_002588	ASIC003404
OG0000502	AFUN2_009386	ASIC016009
OG0000503	AFUN2_008000	ASIC004851
OG0000504	AFUN2_010765	ASIC002831
OG0000504	AFUN2_005136	ASIC005768
OG0000505	AFUN2_008493	ASIC016895, ASIC016894
OG0000506	AFUN2_002862	ASIC017398
OG0000506	AFUN2_001311	ASIC017513
OG0000507	AFUN2_009605	ASIC006096
OG0000507	AFUN2_010453	ASIC008822
OG0000508	AFUN2_012458	ASIC018971
OG0000508	AFUN2_001408	ASIC018968
OG0000509	AFUN2_011895	ASIC016623, ASIC016624
OG0000510	AFUN2_003304	ASIC006783
OG0000511	AFUN2_001890, AFUN2_008232	ASIC018684, ASIC018683
OG0000512	AFUN2_003365	ASIC017132
OG0000512	AFUN2_004602	ASIC017133
OG0000514	AFUN2_011623	ASIC020694
OG0000514	AFUN2_009748	ASIC009980
OG0000515	AFUN2_007192	ASIC006036
OG0000515	AFUN2_000620	ASIC006038
OG0000516	AFUN2_004606	ASIC004630
OG0000516	AFUN2_002583	ASIC004631
OG0000517	AFUN2_007438	ASIC020109
OG0000518	AFUN2_001532	ASIC003764
OG0000520	AFUN2_008246	ASIC006463
OG0000520	AFUN2_013959	ASIC006464
OG0000521	AFUN2_006966	ASIC019716
OG0000522	AFUN2_012554	ASIC007537
OG0000522	AFUN2_011055	ASIC007522
OG0000523	AFUN2_007839	ASIC005435
OG0000523	AFUN2_014119	ASIC009124
OG0000524	AFUN2_002285	ASIC015079
OG0000524	AFUN2_009357	ASIC015078
OG0000525	AFUN2_013124	ASIC019757
OG0000526	AFUN2_009936	ASIC004001
OG0000526	AFUN2_006765	ASIC013447
OG0000527	AFUN2_010332	ASIC006188
OG0000527	AFUN2_003399	ASIC006184
OG0000528	AFUN2_011949	ASIC019523
OG0000528	AFUN2_008139	ASIC019533
OG0000532	AFUN2_009257, AFUN2_007095	ASIC018851, ASIC018842
OG0000534	AFUN2_013294	ASIC006533
OG0000534	AFUN2_003205	ASIC006534
OG0000535	AFUN2_004029, AFUN2_013409	ASIC007433, ASIC007432
OG0000536	AFUN2_007207	ASIC018664
OG0000536	AFUN2_003559	ASIC018175
OG0000538	AFUN2_009330	ASIC013828
OG0000538	AFUN2_011747	ASIC013827
OG0000539	AFUN2_005197, AFUN2_002731	ASIC008347
OG0000540	AFUN2_001191	ASIC006350
OG0000541	AFUN2_006877	ASIC020746
OG0000541	AFUN2_006040	ASIC016037
OG0000542	AFUN2_007282	ASIC009920
OG0000542	AFUN2_010209	ASIC004304
OG0000543	AFUN2_004643	ASIC004786
OG0000543	AFUN2_012610	ASIC004787
OG0000544	AFUN2_009523	ASIC009116
OG0000546	AFUN2_009394	ASIC005132
OG0000547	AFUN2_014341	ASIC015901
OG0000548	AFUN2_007717	ASIC003926
OG0000549	AFUN2_000846	ASIC011717
OG0000549	AFUN2_005801	ASIC000602
OG0000550	AFUN2_008494	ASIC018855
OG0000551	AFUN2_005744	ASIC020945
OG0000551	AFUN2_007132	ASIC020944
OG0000553	AFUN2_004161	ASIC012929
OG0000554	AFUN2_012642	ASIC011433
OG0000556	AFUN2_013704	ASIC008295
OG0000557	AFUN2_009536, AFUN2_011864	ASIC016139, ASIC016141, ASIC020362
OG0000558	AFUN2_012242	ASIC021641
OG0000558	AFUN2_011648	ASIC005215
OG0000559	AFUN2_006220	ASIC004610
OG0000560	AFUN2_012617	ASIC019767
OG0000560	AFUN2_001819	ASIC010256
OG0000561	AFUN2_001832	ASIC012229
OG0000561	AFUN2_002206	ASIC001853
OG0000562	AFUN2_000387	ASIC019233, ASIC019235
OG0000563	AFUN2_006690	ASIC003207
OG0000563	AFUN2_005617	ASIC003208
OG0000564	AFUN2_007831	ASIC002237, ASIC002236
OG0000565	AFUN2_011356	ASIC009122
OG0000565	AFUN2_006900	ASIC009643
OG0000566	AFUN2_006872	ASIC012715
OG0000566	AFUN2_002929	ASIC012709
OG0000567	AFUN2_011463	ASIC013727
OG0000568	AFUN2_006902, AFUN2_012635, AFUN2_004578	ASIC016809, ASIC016808
OG0000569	AFUN2_012270	ASIC000871
OG0000570	AFUN2_004218, AFUN2_007027	ASIC020442, ASIC009758
OG0000570	AFUN2_011891	ASIC001573, ASIC009759
OG0000571	AFUN2_014024, AFUN2_008242	ASIC009155
OG0000572	AFUN2_014770	ASIC009149
OG0000573	AFUN2_013168, AFUN2_014694, AFUN2_006426	ASIC017361
OG0000574	AFUN2_007112, AFUN2_005570	ASIC014642
OG0000574	AFUN2_005415	ASIC014643
OG0000576	AFUN2_011501	ASIC009681
OG0000576	AFUN2_001361	ASIC009682
OG0000577	AFUN2_014543	ASIC003128
OG0000579	AFUN2_006720	ASIC019246
OG0000581	AFUN2_003215	ASIC016520
OG0000581	AFUN2_007952	ASIC016521
OG0000582	AFUN2_012422	ASIC022081, ASIC022080
OG0000583	AFUN2_006546, AFUN2_014530	ASIC002495
OG0000584	AFUN2_004829	ASIC014523
OG0000585	AFUN2_007518	ASIC012897
OG0000586	AFUN2_002299, AFUN2_006382	ASIC010040
OG0000588	AFUN2_001266	ASIC011987
OG0000588	AFUN2_012166	ASIC011985
OG0000595	AFUN2_012746, AFUN2_013875, AFUN2_006545	ASIC016309
OG0000601	AFUN2_003875, AFUN2_009427	ASIC017779, ASIC015260, ASIC017781, ASIC017780, ASIC017783, ASIC017778, ASIC017777
OG0000606	AFUN2_007021	ASIC009431
OG0000608	AFUN2_011174	ASIC007277
OG0000608	AFUN2_009906	ASIC007273, ASIC007276
OG0000609	AFUN2_006231	ASIC006672
OG0000610	AFUN2_012277	ASIC002451
OG0000611	AFUN2_005888	ASIC016343
OG0000613	AFUN2_005629	ASIC011367
OG0000613	AFUN2_007432	ASIC011361
OG0000614	AFUN2_008619	ASIC019653
OG0000615	AFUN2_003796	ASIC015189
OG0000615	AFUN2_007335	ASIC015191
OG0000616	AFUN2_004226	ASIC019016
OG0000618	AFUN2_001004, AFUN2_008112	ASIC011972, ASIC007617
OG0000619	AFUN2_009164, AFUN2_009057	ASIC014716
OG0000620	AFUN2_003492	ASIC012033
OG0000621	AFUN2_005056	ASIC010689
OG0000621	AFUN2_002414	ASIC016929
OG0000622	AFUN2_006041	ASIC005585
OG0000623	AFUN2_002881	ASIC005025
OG0000623	AFUN2_012624	ASIC018080
OG0000624	AFUN2_011346, AFUN2_000940	ASIC003474
OG0000625	AFUN2_011772	ASIC012167
OG0000626	AFUN2_002899	ASIC006348
OG0000626	AFUN2_009124	ASIC006347
OG0000627	AFUN2_007347	ASIC015345, ASIC015349
OG0000627	AFUN2_003427	ASIC015335
OG0000628	AFUN2_009803	ASIC010145, ASIC010153
OG0000630	AFUN2_012508	ASIC015202
OG0000630	AFUN2_005315	ASIC019468
OG0000631	AFUN2_005956	ASIC013517
OG0000632	AFUN2_006430, AFUN2_007784	ASIC006603, ASIC017016
OG0000633	AFUN2_012807	ASIC010261
OG0000633	AFUN2_001328	ASIC018590
OG0000634	AFUN2_004511, AFUN2_006957	ASIC020589
OG0000635	AFUN2_013431	ASIC011390
OG0000636	AFUN2_009731	ASIC018863
OG0000636	AFUN2_002167	ASIC018864
OG0000637	AFUN2_002680	ASIC014475
OG0000637	AFUN2_004860	ASIC014478, ASIC014477
OG0000638	AFUN2_010122	ASIC015263
OG0000638	AFUN2_002191	ASIC012121
OG0000639	AFUN2_003992	ASIC003698
OG0000639	AFUN2_005878	ASIC003697
OG0000640	AFUN2_008708	ASIC011609
OG0000641	AFUN2_013494	ASIC006689
OG0000641	AFUN2_001686	ASIC006690
OG0000642	AFUN2_000456	ASIC013922
OG0000642	AFUN2_005937	ASIC013935
OG0000643	AFUN2_010524	ASIC011571, ASIC011572
OG0000644	AFUN2_003497	ASIC015378, ASIC015379
OG0000645	AFUN2_009881	ASIC012463
OG0000647	AFUN2_012541	ASIC003824
OG0000647	AFUN2_013180	ASIC003826
OG0000648	AFUN2_002817, AFUN2_010811	ASIC013609
OG0000649	AFUN2_012976, AFUN2_013197	ASIC020095, ASIC020093, ASIC020094
OG0000650	AFUN2_004783	ASIC010159
OG0000651	AFUN2_011371, AFUN2_003999, AFUN2_008517	ASIC017959
OG0000652	AFUN2_002986	ASIC017015
OG0000653	AFUN2_004050	ASIC009438
OG0000653	AFUN2_006619	ASIC017682
OG0000654	AFUN2_008410	ASIC019682
OG0000654	AFUN2_009381	ASIC019681
OG0000655	AFUN2_010761	ASIC003101
OG0000656	AFUN2_006317	ASIC020766
OG0000656	AFUN2_001879	ASIC020763
OG0000657	AFUN2_012004	ASIC002248
OG0000658	AFUN2_003896	ASIC012368
OG0000658	AFUN2_014602	ASIC012369
OG0000659	AFUN2_000693	ASIC004626
OG0000659	AFUN2_001542	ASIC004625
OG0000660	AFUN2_014391	ASIC002150
OG0000661	AFUN2_006804, AFUN2_002242	ASIC010596, ASIC020488
OG0000662	AFUN2_009263	ASIC022183
OG0000662	AFUN2_012492	ASIC022185, ASIC022186, ASIC022184
OG0000663	AFUN2_006686	ASIC014312
OG0000663	AFUN2_011294	ASIC014313
OG0000664	AFUN2_002024	ASIC005889
OG0000665	AFUN2_012287	ASIC004570
OG0000665	AFUN2_003898	ASIC004569
OG0000666	AFUN2_007491	ASIC016904, ASIC016903, ASIC016901
OG0000667	AFUN2_005195	ASIC008479
OG0000668	AFUN2_011855	ASIC006798
OG0000668	AFUN2_000855	ASIC006797
OG0000671	AFUN2_001478	ASIC005035
OG0000672	AFUN2_011953	ASIC008550, ASIC008546
OG0000674	AFUN2_004741	ASIC011907
OG0000675	AFUN2_006494	ASIC009194
OG0000676	AFUN2_002761	ASIC009273
OG0000677	AFUN2_013178	ASIC013419
OG0000678	AFUN2_014128	ASIC018598
OG0000678	AFUN2_008017	ASIC018592
OG0000679	AFUN2_013571	ASIC011060
OG0000679	AFUN2_004203	ASIC011058
OG0000680	AFUN2_011330	ASIC020500, ASIC020285
OG0000681	AFUN2_000728	ASIC019611
OG0000681	AFUN2_005145	ASIC019602
OG0000682	AFUN2_005007, AFUN2_011354	ASIC007710, ASIC001898
OG0000683	AFUN2_008233	ASIC009973
OG0000684	AFUN2_007804, AFUN2_007739, AFUN2_009880	ASIC013707
OG0000686	AFUN2_006976	ASIC011737, ASIC010843
OG0000687	AFUN2_002980, AFUN2_003232, AFUN2_011620, AFUN2_009231	ASIC008485, ASIC008467
OG0000689	AFUN2_005359	ASIC019604
OG0000689	AFUN2_007675, AFUN2_005609	ASIC019603
OG0000690	AFUN2_008012	ASIC013747, ASIC005614
OG0000690	AFUN2_012700	ASIC005613, ASIC013757, ASIC013751, ASIC013754, ASIC013745, ASIC005615, ASIC005616
OG0000691	AFUN2_007673	ASIC020901
OG0000691	AFUN2_012308	ASIC020902, ASIC020649, ASIC020636
OG0000694	AFUN2_000347, AFUN2_005276, AFUN2_001540, AFUN2_003746	ASIC004226
OG0000698	AFUN2_010779	ASIC002954
OG0000698	AFUN2_013836	ASIC004743
OG0000699	AFUN2_008898	ASIC010756
OG0000700	AFUN2_012154	ASIC015382
OG0000701	AFUN2_004046	ASIC015884
OG0000701	AFUN2_000642	ASIC017991
OG0000703	AFUN2_010604	ASIC021784
OG0000704	AFUN2_008909, AFUN2_001063	ASIC012649
OG0000705	AFUN2_012228	ASIC012203
OG0000706	AFUN2_007896	ASIC021044
OG0000707	AFUN2_010536	ASIC001005, ASIC001006, ASIC001004
OG0000708	AFUN2_010436	ASIC007091
OG0000709	AFUN2_004774, AFUN2_005050	ASIC016024, ASIC009545
OG0000710	AFUN2_010063, AFUN2_009558	ASIC017105
OG0000711	AFUN2_008566	ASIC018376
OG0000711	AFUN2_001746	ASIC018377
OG0000712	AFUN2_009575	ASIC009318
OG0000712	AFUN2_011655	ASIC009317
OG0000713	AFUN2_003969	ASIC000957
OG0000714	AFUN2_014769	ASIC013805
OG0000715	AFUN2_011262	ASIC012621
OG0000715	AFUN2_004671	ASIC002919
OG0000716	AFUN2_013553	ASIC009916
OG0000716	AFUN2_007508	ASIC009915
OG0000717	AFUN2_000761, AFUN2_008911	ASIC002030
OG0000720	AFUN2_014425	ASIC003556
OG0000721	AFUN2_013897, AFUN2_004594	ASIC020534
OG0000722	AFUN2_011242, AFUN2_002168, AFUN2_001979	ASIC022221
OG0000723	AFUN2_004000	ASIC014878
OG0000723	AFUN2_003451	ASIC011561
OG0000724	AFUN2_001779, AFUN2_007573	ASIC013777
OG0000725	AFUN2_001120	ASIC007620, ASIC002939, ASIC006218, ASIC005285
OG0000726	AFUN2_008672	ASIC020142
OG0000727	AFUN2_005874	ASIC011923
OG0000728	AFUN2_001524, AFUN2_001514	ASIC004841, ASIC020452
OG0000729	AFUN2_009832, AFUN2_013421	ASIC010226, ASIC012775
OG0000730	AFUN2_014594	ASIC017919
OG0000731	AFUN2_003153	ASIC009453
OG0000731	AFUN2_000662	ASIC011790
OG0000732	AFUN2_013446, AFUN2_001363	ASIC012635
OG0000733	AFUN2_012448	ASIC011002
OG0000734	AFUN2_001242, AFUN2_014289	ASIC012871
OG0000735	AFUN2_003113	ASIC019585
OG0000735	AFUN2_003988	ASIC003487
OG0000736	AFUN2_000866	ASIC003780
OG0000737	AFUN2_001959	ASIC009472
OG0000738	AFUN2_012423	ASIC013483
OG0000738	AFUN2_011719	ASIC013482
OG0000739	AFUN2_007453	ASIC000970, ASIC000950
OG0000740	AFUN2_000758	ASIC008050
OG0000740	AFUN2_009893	ASIC008048
OG0000741	AFUN2_005630	ASIC014976, ASIC014978
OG0000742	AFUN2_013360, AFUN2_014452, AFUN2_003659, AFUN2_009429, AFUN2_010966	ASIC005647
OG0000743	AFUN2_003686	ASIC018202
OG0000743	AFUN2_005968	ASIC018366
OG0000744	AFUN2_014777	ASIC006734
OG0000745	AFUN2_013873, AFUN2_013188	ASIC002565
OG0000746	AFUN2_007201	ASIC020209
OG0000747	AFUN2_010306	ASIC008334
OG0000747	AFUN2_012263	ASIC008323
OG0000748	AFUN2_012621	ASIC004573, ASIC004572
OG0000749	AFUN2_004381, AFUN2_008807	ASIC019830
OG0000750	AFUN2_003455	ASIC017662
OG0000750	AFUN2_012305	ASIC017661
OG0000751	AFUN2_013921	ASIC006249
OG0000752	AFUN2_008836, AFUN2_002198	ASIC015937, ASIC004455
OG0000753	AFUN2_005037	ASIC019082
OG0000753	AFUN2_004543	ASIC006943
OG0000754	AFUN2_007701	ASIC019253
OG0000755	AFUN2_014013	ASIC002943
OG0000756	AFUN2_010186	ASIC013275, ASIC013278, ASIC013276
OG0000756	AFUN2_000681	ASIC013274
OG0000757	AFUN2_004755	ASIC015282
OG0000760	AFUN2_007980	ASIC014803
OG0000761	AFUN2_000350	ASIC013465, ASIC013463
OG0000762	AFUN2_012938	ASIC008819
OG0000763	AFUN2_005249	ASIC003794
OG0000764	AFUN2_003510	ASIC007332, ASIC007326
OG0000765	AFUN2_012773	ASIC017218
