Orthogroup	AfunestusAfunGA1	AaegyptiLVP_AGWG
OG0000253	AFUN2_001483, AFUN2_000437	AAEL007993, AAEL007992
OG0000254	AFUN2_009334	AAEL012040
OG0000254	AFUN2_013341	AAEL009916
OG0000255	AFUN2_014479, AFUN2_012452	AAEL012770, AAEL012762, AAEL020553, AAEL011761, AAEL022568, AAEL012769, AAEL012765
OG0000256	AFUN2_010827, AFUN2_004016	AAEL012425, AAEL012422
OG0000257	AFUN2_012412	AAEL019890, AAEL027350
OG0000259	AFUN2_009415, AFUN2_000528, AFUN2_001338, AFUN2_013898, AFUN2_011804	AAEL022953, AAEL025308
OG0000265	AFUN2_009281, AFUN2_011549	AAEL008213, AAEL008211
OG0000265	AFUN2_003921	AAEL000249
OG0000266	AFUN2_000459	AAEL013662
OG0000266	AFUN2_004367, AFUN2_008216	AAEL000757
OG0000267	AFUN2_006831	AAEL001061
OG0000267	AFUN2_013327, AFUN2_007744	AAEL010582
OG0000268	AFUN2_009239, AFUN2_010803	AAEL002690
OG0000268	AFUN2_010441	AAEL002692
OG0000269	AFUN2_002119	AAEL003195, AAEL026083, AAEL023346, AAEL003196, AAEL020734, AAEL021498, AAEL003181, AAEL022449, AAEL003201, AAEL028198, AAEL003187, AAEL024002
OG0000270	AFUN2_004500, AFUN2_005657, AFUN2_001828	AAEL003444, AAEL003439
OG0000271	AFUN2_007927	AAEL004778
OG0000271	AFUN2_011088, AFUN2_001591	AAEL017453
OG0000271	AFUN2_004527	AAEL004739
OG0000272	AFUN2_008265	AAEL008858
OG0000272	AFUN2_012900	AAEL008876
OG0000273	AFUN2_001579	AAEL008928
OG0000273	AFUN2_012480	AAEL008931
OG0000274	AFUN2_009686	AAEL010098, AAEL010099
OG0000274	AFUN2_013179	AAEL024977
OG0000275	AFUN2_004279, AFUN2_002342, AFUN2_006827, AFUN2_002236, AFUN2_014152	AAEL012343, AAEL012349, AAEL023211
OG0000276	AFUN2_005119, AFUN2_000381	AAEL013044, AAEL013048, AAEL013054
OG0000277	AFUN2_013863	AAEL013198, AAEL026420
OG0000278	AFUN2_006737, AFUN2_010216, AFUN2_002080	AAEL013217
OG0000279	AFUN2_002258	AAEL017402
OG0000279	AFUN2_014367	AAEL024828
OG0000279	AFUN2_008292	AAEL021930, AAEL025608
OG0000280	AFUN2_014275, AFUN2_012254	AAEL029034
OG0000285	AFUN2_012421	AAEL000029
OG0000285	AFUN2_002291, AFUN2_012046	AAEL000024
OG0000286	AFUN2_002229, AFUN2_001601	AAEL022696, AAEL000613, AAEL000628, AAEL000614, AAEL006465, AAEL017294
OG0000287	AFUN2_006714, AFUN2_009698	AAEL001221
OG0000288	AFUN2_007336, AFUN2_011244	AAEL020558, AAEL001320, AAEL001292, AAEL025530, AAEL001312, AAEL001807, AAEL009591
OG0000289	AFUN2_008782, AFUN2_008797	AAEL003317, AAEL003297, AAEL003298
OG0000290	AFUN2_001948, AFUN2_000760, AFUN2_006244	AAEL004103, AAEL004092
OG0000291	AFUN2_003869	AAEL004592
OG0000291	AFUN2_005713	AAEL024570
OG0000292	AFUN2_008562	AAEL004935
OG0000292	AFUN2_003827, AFUN2_006814	AAEL004923
OG0000293	AFUN2_001356	AAEL019520
OG0000293	AFUN2_000358	AAEL005702, AAEL010609
OG0000294	AFUN2_012955	AAEL022989, AAEL007040
OG0000294	AFUN2_012574	AAEL006160
OG0000297	AFUN2_006972	AAEL006818
OG0000297	AFUN2_004085	AAEL006829
OG0000298	AFUN2_004927	AAEL009528, AAEL008380
OG0000298	AFUN2_001118	AAEL007711
OG0000299	AFUN2_007111	AAEL007893
OG0000299	AFUN2_010458	AAEL008152, AAEL027985, AAEL008159
OG0000300	AFUN2_013914	AAEL009978
OG0000302	AFUN2_001375	AAEL015566, AAEL015567
OG0000302	AFUN2_001607	AAEL011499
OG0000303	AFUN2_004936	AAEL011563
OG0000304	AFUN2_011754, AFUN2_006099	AAEL014541
OG0000304	AFUN2_012365	AAEL014537
OG0000305	AFUN2_004178	AAEL019599
OG0000306	AFUN2_011531, AFUN2_002476, AFUN2_011005	AAEL022773
OG0000317	AFUN2_010069	AAEL000039, AAEL000089, AAEL000066, AAEL000018
OG0000318	AFUN2_002773, AFUN2_002673, AFUN2_007664, AFUN2_006731	AAEL000690
OG0000319	AFUN2_000419	AAEL026313, AAEL027346
OG0000319	AFUN2_014741	AAEL001010
OG0000320	AFUN2_002201, AFUN2_009283	AAEL002288, AAEL002301
OG0000321	AFUN2_011209, AFUN2_009191	AAEL002904
OG0000321	AFUN2_013400	AAEL002917
OG0000324	AFUN2_014723	AAEL005749
OG0000324	AFUN2_002760	AAEL005763
OG0000325	AFUN2_013821	AAEL005884
OG0000325	AFUN2_009953	AAEL005759, AAEL007339, AAEL005890
OG0000326	AFUN2_008475	AAEL007169
OG0000326	AFUN2_006744	AAEL006077
OG0000327	AFUN2_010823	AAEL006684, AAEL012580, AAEL021830, AAEL024894, AAEL019749, AAEL019750, AAEL027138, AAEL010580, AAEL006679, AAEL022785, AAEL025034
OG0000328	AFUN2_012636	AAEL026562, AAEL006696
OG0000328	AFUN2_005428	AAEL022561, AAEL006692
OG0000329	AFUN2_010346	AAEL008634
OG0000329	AFUN2_002124	AAEL008622
OG0000330	AFUN2_010609	AAEL012245
OG0000330	AFUN2_001583	AAEL009580
OG0000331	AFUN2_010706	AAEL011658
OG0000331	AFUN2_002888, AFUN2_011006	AAEL011662
OG0000332	AFUN2_002149, AFUN2_013393, AFUN2_012693	AAEL011931
OG0000333	AFUN2_001023, AFUN2_009434, AFUN2_011252, AFUN2_011040, AFUN2_010709, AFUN2_013423, AFUN2_008471, AFUN2_002539	AAEL012421
OG0000334	AFUN2_013965	AAEL013154
OG0000336	AFUN2_003183	AAEL024525
OG0000336	AFUN2_002121	AAEL021016
OG0000344	AFUN2_011925	AAEL000073
OG0000344	AFUN2_002211	AAEL012377
OG0000346	AFUN2_001968, AFUN2_001895	AAEL000216, AAEL004949, AAEL004953, AAEL004947
OG0000347	AFUN2_008322	AAEL000915
OG0000347	AFUN2_002133	AAEL000861, AAEL000859
OG0000348	AFUN2_006181, AFUN2_009660	AAEL000890, AAEL000896
OG0000349	AFUN2_012556	AAEL013991
OG0000349	AFUN2_006184	AAEL013997
OG0000350	AFUN2_008359	AAEL001248, AAEL001256, AAEL001278, AAEL001258, AAEL014835, AAEL001286, AAEL001263
OG0000351	AFUN2_008714	AAEL001519
OG0000352	AFUN2_006606	AAEL024332, AAEL001566
OG0000352	AFUN2_011929	AAEL005791
OG0000353	AFUN2_011227	AAEL001745, AAEL001732
OG0000353	AFUN2_002095	AAEL001740
OG0000354	AFUN2_005800	AAEL006113
OG0000354	AFUN2_002171	AAEL002541
OG0000355	AFUN2_008819, AFUN2_010074	AAEL002967
OG0000355	AFUN2_007617	AAEL002979
OG0000356	AFUN2_003379	AAEL003069
OG0000357	AFUN2_011572	AAEL003506
OG0000357	AFUN2_008751	AAEL003504
OG0000359	AFUN2_001508, AFUN2_014132, AFUN2_014666, AFUN2_005325	AAEL010434, AAEL006138, AAEL006126
OG0000360	AFUN2_000510	AAEL006355, AAEL006361
OG0000360	AFUN2_007142	AAEL006337
OG0000361	AFUN2_002062	AAEL006605, AAEL006620
OG0000361	AFUN2_012094	AAEL006624
OG0000362	AFUN2_012779, AFUN2_005854	AAEL027003, AAEL007951, AAEL023692
OG0000363	AFUN2_008657	AAEL009863
OG0000363	AFUN2_009379	AAEL009860, AAEL020112, AAEL022139
OG0000364	AFUN2_006948, AFUN2_003336	AAEL011346, AAEL011348, AAEL009968
OG0000365	AFUN2_013587, AFUN2_014234	AAEL011314
OG0000365	AFUN2_001973	AAEL011313
OG0000366	AFUN2_008793, AFUN2_009343	AAEL019797, AAEL019798, AAEL011797, AAEL011798
OG0000367	AFUN2_011293, AFUN2_010540, AFUN2_012120, AFUN2_007287	AAEL012509
OG0000368	AFUN2_009997	AAEL012866, AAEL012870, AAEL012860
OG0000369	AFUN2_005004	AAEL022846
OG0000369	AFUN2_000751	AAEL019808
OG0000370	AFUN2_014764	AAEL017182
OG0000371	AFUN2_003392	AAEL019862
OG0000372	AFUN2_007569	AAEL023438
OG0000372	AFUN2_011675	AAEL021785
OG0000380	AFUN2_005131	AAEL000012, AAEL024813
OG0000381	AFUN2_014467	AAEL008574
OG0000381	AFUN2_004958	AAEL000735
OG0000382	AFUN2_001543	AAEL000797
OG0000382	AFUN2_000360	AAEL000834
OG0000383	AFUN2_014461	AAEL000810
OG0000383	AFUN2_011562	AAEL019951
OG0000384	AFUN2_005469, AFUN2_004787	AAEL000910
OG0000386	AFUN2_013530	AAEL007218
OG0000387	AFUN2_002844	AAEL001769
OG0000387	AFUN2_002100	AAEL002083
OG0000388	AFUN2_001099	AAEL027351, AAEL003190, AAEL020406
OG0000389	AFUN2_006060	AAEL003708
OG0000389	AFUN2_013929, AFUN2_012037	AAEL003727
OG0000391	AFUN2_010979	AAEL005160
OG0000391	AFUN2_008664	AAEL006372
OG0000392	AFUN2_004442, AFUN2_005778	AAEL005725
OG0000393	AFUN2_012735	AAEL005918
OG0000393	AFUN2_002249	AAEL025460
OG0000394	AFUN2_009571	AAEL006264
OG0000394	AFUN2_007082	AAEL006274, AAEL022795
OG0000395	AFUN2_009792	AAEL006675
OG0000395	AFUN2_002960	AAEL010567
OG0000396	AFUN2_004007	AAEL006978
OG0000396	AFUN2_012283	AAEL022582, AAEL026610
OG0000397	AFUN2_002237	AAEL008672
OG0000397	AFUN2_013451	AAEL008138
OG0000398	AFUN2_005442, AFUN2_013146	AAEL008295, AAEL008294, AAEL008288, AAEL008284
OG0000399	AFUN2_008626	AAEL008784
OG0000399	AFUN2_009920	AAEL008782, AAEL008767
OG0000400	AFUN2_011008	AAEL023342
OG0000400	AFUN2_011164	AAEL009218
OG0000401	AFUN2_002956	AAEL019824
OG0000401	AFUN2_004353	AAEL009275
OG0000402	AFUN2_003222, AFUN2_012219, AFUN2_012051, AFUN2_012833	AAEL009769, AAEL009767
OG0000403	AFUN2_012035	AAEL011204
OG0000403	AFUN2_003128	AAEL014297
OG0000404	AFUN2_003801	AAEL012131
OG0000404	AFUN2_012718	AAEL012128
OG0000405	AFUN2_013432, AFUN2_010896	AAEL023643, AAEL012560, AAEL012558
OG0000406	AFUN2_001556, AFUN2_007375, AFUN2_014336	AAEL012839
OG0000407	AFUN2_012902	AAEL013047
OG0000408	AFUN2_002945	AAEL013603, AAEL014627
OG0000408	AFUN2_009625	AAEL029115
OG0000409	AFUN2_001720	AAEL014207
OG0000409	AFUN2_011673	AAEL023753
OG0000411	AFUN2_014669	AAEL017381
OG0000411	AFUN2_011779	AAEL017145
OG0000412	AFUN2_007595	AAEL018189
OG0000413	AFUN2_004473, AFUN2_000795	AAEL023231, AAEL019947
OG0000414	AFUN2_008931	AAEL020078
OG0000416	AFUN2_005309	AAEL020856, AAEL025917
OG0000417	AFUN2_013957	AAEL027664
OG0000417	AFUN2_009488	AAEL022731
OG0000428	AFUN2_007875, AFUN2_010653, AFUN2_002316	AAEL000616, AAEL003045
OG0000429	AFUN2_011609, AFUN2_005488	AAEL003888
OG0000429	AFUN2_013377	AAEL000795
OG0000430	AFUN2_002516	AAEL001625
OG0000431	AFUN2_006452, AFUN2_002969	AAEL008711
OG0000432	AFUN2_000534	AAEL002406
OG0000432	AFUN2_010832	AAEL001814
OG0000433	AFUN2_004130	AAEL021665
OG0000433	AFUN2_001141	AAEL002951
OG0000434	AFUN2_003060, AFUN2_014225	AAEL003467, AAEL019870
OG0000435	AFUN2_003456	AAEL027792, AAEL003841, AAEL003857, AAEL003832
OG0000436	AFUN2_009601	AAEL005854, AAEL005855, AAEL024941, AAEL022122, AAEL019981, AAEL003956
OG0000437	AFUN2_009648	AAEL004030, AAEL004016, AAEL004020
OG0000438	AFUN2_004408	AAEL004018, AAEL004031
OG0000439	AFUN2_012835	AAEL007450
OG0000439	AFUN2_012281	AAEL004283
OG0000440	AFUN2_007200	AAEL024667, AAEL004366
OG0000441	AFUN2_003884, AFUN2_007339	AAEL004705
OG0000442	AFUN2_005498, AFUN2_013332	AAEL025111
OG0000442	AFUN2_009889	AAEL005002
OG0000443	AFUN2_001914	AAEL005409, AAEL022054
OG0000443	AFUN2_011734	AAEL010676
OG0000445	AFUN2_002989	AAEL019688
OG0000445	AFUN2_010049	AAEL005848
OG0000446	AFUN2_011911	AAEL006365, AAEL006368
OG0000446	AFUN2_006522	AAEL006384
OG0000447	AFUN2_001883	AAEL007143
OG0000447	AFUN2_014649	AAEL007146
OG0000448	AFUN2_003874	AAEL007225
OG0000448	AFUN2_004004	AAEL009881
OG0000449	AFUN2_008727	AAEL007719
OG0000450	AFUN2_007488	AAEL007963
OG0000450	AFUN2_012925	AAEL023187
OG0000451	AFUN2_010410	AAEL008078
OG0000452	AFUN2_003619	AAEL008365
OG0000453	AFUN2_004614	AAEL010244
OG0000454	AFUN2_005107	AAEL010500
OG0000455	AFUN2_011604	AAEL010522
OG0000456	AFUN2_007145	AAEL017128
OG0000456	AFUN2_004475	AAEL010540
OG0000457	AFUN2_011980	AAEL013757
OG0000457	AFUN2_009119	AAEL011169
OG0000458	AFUN2_004230, AFUN2_000418, AFUN2_007249	AAEL012266
OG0000460	AFUN2_014011	AAEL018317
OG0000461	AFUN2_008978	AAEL020210, AAEL021084
OG0000461	AFUN2_008827	AAEL021318
OG0000462	AFUN2_008786, AFUN2_007071	AAEL020849
OG0000464	AFUN2_013582	AAEL026008
OG0000464	AFUN2_005765	AAEL026833
OG0000465	AFUN2_002500, AFUN2_013706	AAEL024837
OG0000466	AFUN2_000811, AFUN2_008377, AFUN2_004023	AAEL025198
OG0000476	AFUN2_013824	AAEL000075
OG0000477	AFUN2_014550	AAEL000119
OG0000477	AFUN2_013649	AAEL017533
OG0000478	AFUN2_003137	AAEL000576
OG0000478	AFUN2_003770	AAEL004992
OG0000479	AFUN2_009181, AFUN2_007197	AAEL010395, AAEL000595
OG0000480	AFUN2_006549, AFUN2_000707	AAEL000851
OG0000481	AFUN2_004506	AAEL001271
OG0000481	AFUN2_007832	AAEL026886
OG0000482	AFUN2_014001	AAEL001307
OG0000482	AFUN2_007154	AAEL001293
OG0000483	AFUN2_008514	AAEL001638
OG0000484	AFUN2_011350	AAEL004277
OG0000484	AFUN2_006435	AAEL001670
OG0000485	AFUN2_007072	AAEL001965
OG0000485	AFUN2_007860	AAEL002023
OG0000486	AFUN2_005660	AAEL002176
OG0000486	AFUN2_008037	AAEL006485
OG0000487	AFUN2_003553	AAEL002214
OG0000487	AFUN2_001956	AAEL007458
OG0000488	AFUN2_003041, AFUN2_006935, AFUN2_008414	AAEL017538, AAEL002612, AAEL002619
OG0000489	AFUN2_013313	AAEL002754
OG0000489	AFUN2_014776	AAEL002745
OG0000490	AFUN2_001904, AFUN2_012456	AAEL003393, AAEL002827
OG0000491	AFUN2_009342	AAEL021615
OG0000491	AFUN2_012165	AAEL002861, AAEL002882
OG0000492	AFUN2_000913	AAEL027482
OG0000492	AFUN2_012708	AAEL003047
OG0000493	AFUN2_009774, AFUN2_014180	AAEL003395, AAEL020435
OG0000494	AFUN2_011840	AAEL003417
OG0000494	AFUN2_000438	AAEL004284
OG0000495	AFUN2_006380	AAEL003934
OG0000495	AFUN2_009440	AAEL003925
OG0000497	AFUN2_003360	AAEL025454
OG0000497	AFUN2_008537	AAEL004678
OG0000498	AFUN2_000900	AAEL020981, AAEL004814
OG0000498	AFUN2_006893	AAEL004821
OG0000499	AFUN2_002816	AAEL004855
OG0000499	AFUN2_014000	AAEL010884
OG0000500	AFUN2_003408	AAEL005515
OG0000500	AFUN2_005559	AAEL005049
OG0000501	AFUN2_014285	AAEL017498, AAEL005955, AAEL005956
OG0000502	AFUN2_002108	AAEL006014
OG0000503	AFUN2_008000	AAEL006121, AAEL006136
OG0000504	AFUN2_010765	AAEL006178
OG0000504	AFUN2_005136	AAEL019506
OG0000505	AFUN2_008493	AAEL014766, AAEL019978, AAEL006335
OG0000506	AFUN2_002862	AAEL006378
OG0000506	AFUN2_001311	AAEL006383
OG0000507	AFUN2_009605	AAEL006381
OG0000507	AFUN2_010453	AAEL009111
OG0000508	AFUN2_012458, AFUN2_009192, AFUN2_001408	AAEL006575
OG0000509	AFUN2_011895	AAEL006749, AAEL006737
OG0000510	AFUN2_003304	AAEL007030
OG0000510	AFUN2_006916	AAEL027019
OG0000511	AFUN2_001890, AFUN2_008232	AAEL017056, AAEL007039
OG0000512	AFUN2_003365	AAEL008118
OG0000512	AFUN2_004602	AAEL008109
OG0000514	AFUN2_011623	AAEL014080
OG0000514	AFUN2_009748	AAEL009948
OG0000515	AFUN2_007192	AAEL010487
OG0000515	AFUN2_000620	AAEL010477
OG0000516	AFUN2_004606	AAEL011184
OG0000516	AFUN2_002583	AAEL019717
OG0000517	AFUN2_007438	AAEL011966, AAEL026805
OG0000518	AFUN2_001532	AAEL012157
OG0000518	AFUN2_009562	AAEL012153
OG0000520	AFUN2_008246	AAEL022306
OG0000520	AFUN2_013959	AAEL014238
OG0000521	AFUN2_006966	AAEL017096
OG0000521	AFUN2_008767	AAEL017301
OG0000522	AFUN2_012554	AAEL024144
OG0000522	AFUN2_011055	AAEL019702
OG0000523	AFUN2_007839	AAEL019706
OG0000523	AFUN2_014119	AAEL021067
OG0000524	AFUN2_002285, AFUN2_009357	AAEL022982, AAEL021737
OG0000525	AFUN2_013124	AAEL026536, AAEL021977
OG0000526	AFUN2_009936	AAEL027478
OG0000526	AFUN2_006765	AAEL023040
OG0000527	AFUN2_010332	AAEL027242
OG0000527	AFUN2_003399	AAEL025125
OG0000528	AFUN2_011949	AAEL025318
OG0000528	AFUN2_008139	AAEL025990
OG0000534	AFUN2_013294	AAEL001632
OG0000534	AFUN2_003205	AAEL001672, AAEL001640
OG0000535	AFUN2_004029, AFUN2_013409	AAEL014493, AAEL002683
OG0000536	AFUN2_007207	AAEL003093
OG0000536	AFUN2_003559	AAEL012497
OG0000538	AFUN2_009330	AAEL004573
OG0000538	AFUN2_011747	AAEL003622
OG0000539	AFUN2_005197, AFUN2_002731	AAEL003629
OG0000540	AFUN2_001191	AAEL003810, AAEL003809, AAEL008232
OG0000541	AFUN2_006877, AFUN2_006040	AAEL003999, AAEL020652
OG0000542	AFUN2_007282	AAEL004002
OG0000543	AFUN2_004643, AFUN2_012610	AAEL004070, AAEL004074
OG0000544	AFUN2_005178	AAEL004492
OG0000544	AFUN2_009523	AAEL005232
OG0000546	AFUN2_009394	AAEL025650
OG0000547	AFUN2_014341	AAEL014873
OG0000547	AFUN2_005774	AAEL004788
OG0000548	AFUN2_007717	AAEL013885, AAEL004809
OG0000549	AFUN2_000846, AFUN2_005801	AAEL005165
OG0000550	AFUN2_008494	AAEL010969, AAEL019614, AAEL019615, AAEL005668
OG0000551	AFUN2_005744, AFUN2_007132	AAEL015247, AAEL005821
OG0000552	AFUN2_002213	AAEL007205, AAEL006114
OG0000553	AFUN2_004161	AAEL006211
OG0000554	AFUN2_012642	AAEL006503, AAEL006481
OG0000555	AFUN2_001168	AAEL007793, AAEL007789, AAEL010405
OG0000556	AFUN2_013704	AAEL007830
OG0000557	AFUN2_009536, AFUN2_011864	AAEL008072, AAEL026806
OG0000558	AFUN2_012242	AAEL008374
OG0000558	AFUN2_011648	AAEL024950
OG0000559	AFUN2_006220	AAEL008655
OG0000559	AFUN2_000578	AAEL008652
OG0000560	AFUN2_012617	AAEL009214
OG0000560	AFUN2_001819	AAEL013844
OG0000561	AFUN2_001832	AAEL009606
OG0000561	AFUN2_002206	AAEL009601
OG0000562	AFUN2_000387	AAEL012355, AAEL025827, AAEL009822
OG0000563	AFUN2_006690	AAEL010485
OG0000563	AFUN2_005617	AAEL010479
OG0000564	AFUN2_007831	AAEL010781
OG0000564	AFUN2_009868	AAEL010768
OG0000565	AFUN2_011356, AFUN2_006900	AAEL011025, AAEL021342
OG0000566	AFUN2_006872	AAEL011330
OG0000566	AFUN2_002929	AAEL011321
OG0000567	AFUN2_004934	AAEL011504
OG0000568	AFUN2_006902, AFUN2_012635, AFUN2_004578	AAEL014843, AAEL011708
OG0000569	AFUN2_012270	AAEL018221
OG0000569	AFUN2_003393	AAEL011774
OG0000570	AFUN2_004218, AFUN2_007027, AFUN2_011891	AAEL012437
OG0000571	AFUN2_014024, AFUN2_008242	AAEL025617, AAEL012776, AAEL022651, AAEL022733, AAEL020609, AAEL026458
OG0000572	AFUN2_014770	AAEL012837
OG0000573	AFUN2_013168, AFUN2_014694, AFUN2_006426	AAEL012964
OG0000574	AFUN2_007112, AFUN2_005570, AFUN2_005415	AAEL014050
OG0000576	AFUN2_011501	AAEL015149
OG0000576	AFUN2_001361	AAEL014686
OG0000577	AFUN2_014543	AAEL017061, AAEL026582
OG0000579	AFUN2_006720	AAEL017397
OG0000581	AFUN2_003215	AAEL018316
OG0000581	AFUN2_007952	AAEL024199
OG0000582	AFUN2_012422	AAEL026517
OG0000583	AFUN2_006546, AFUN2_014530	AAEL020585
OG0000584	AFUN2_004829	AAEL021082
OG0000585	AFUN2_007973, AFUN2_007518	AAEL025434, AAEL021685
OG0000586	AFUN2_002299, AFUN2_006382	AAEL023917, AAEL023063
OG0000588	AFUN2_001266	AAEL028025
OG0000588	AFUN2_012166	AAEL024908
OG0000606	AFUN2_007021	AAEL000006, AAEL000080, AAEL000025
OG0000607	AFUN2_007411	AAEL000215
OG0000607	AFUN2_007189	AAEL011743
OG0000608	AFUN2_011174, AFUN2_009906	AAEL000715
OG0000609	AFUN2_006231	AAEL001194
OG0000610	AFUN2_012277	AAEL001247
OG0000611	AFUN2_005888	AAEL001548
OG0000611	AFUN2_005487	AAEL001586
OG0000612	AFUN2_006408	AAEL001552
OG0000612	AFUN2_009735	AAEL009333
OG0000613	AFUN2_005629, AFUN2_007432	AAEL002124
OG0000614	AFUN2_008619	AAEL014713
OG0000615	AFUN2_003796	AAEL002257
OG0000615	AFUN2_007335	AAEL002267
OG0000616	AFUN2_004226, AFUN2_008046	AAEL010773, AAEL002276
OG0000617	AFUN2_012385, AFUN2_013992	AAEL002366, AAEL021160
OG0000618	AFUN2_001004, AFUN2_008112	AAEL002534, AAEL025362
OG0000619	AFUN2_009164	AAEL028229
OG0000619	AFUN2_009057	AAEL002996
OG0000620	AFUN2_003492	AAEL003232, AAEL029120, AAEL029121, AAEL003241, AAEL003225, AAEL003266
OG0000621	AFUN2_002414	AAEL003234
OG0000622	AFUN2_006041	AAEL003421
OG0000623	AFUN2_002881, AFUN2_012624	AAEL003442
OG0000624	AFUN2_011346, AFUN2_000940	AAEL003562, AAEL023067, AAEL003561
OG0000625	AFUN2_011772	AAEL020823
OG0000626	AFUN2_002899	AAEL020960
OG0000626	AFUN2_009124	AAEL003781
OG0000627	AFUN2_007347, AFUN2_003427	AAEL003853
OG0000628	AFUN2_012029, AFUN2_009803	AAEL004043
OG0000629	AFUN2_003677, AFUN2_014591	AAEL015598, AAEL004081
OG0000630	AFUN2_012508, AFUN2_005315	AAEL004102
OG0000631	AFUN2_005956	AAEL004774
OG0000632	AFUN2_006430, AFUN2_007784	AAEL005266
OG0000633	AFUN2_012807, AFUN2_001328	AAEL005520
OG0000634	AFUN2_004511, AFUN2_006957	AAEL005533
OG0000635	AFUN2_013431	AAEL005619, AAEL009841
OG0000636	AFUN2_009731	AAEL005676
OG0000636	AFUN2_002167	AAEL026165
OG0000637	AFUN2_002680, AFUN2_004860	AAEL006394
OG0000638	AFUN2_010122, AFUN2_002191	AAEL006454, AAEL014082
OG0000639	AFUN2_003992	AAEL006886
OG0000639	AFUN2_005878	AAEL006883
OG0000640	AFUN2_008708	AAEL007090, AAEL007097, AAEL007098, AAEL007094
OG0000641	AFUN2_001686	AAEL007275
OG0000642	AFUN2_000456	AAEL007593
OG0000642	AFUN2_005937	AAEL007597
OG0000643	AFUN2_010524	AAEL024307, AAEL017450, AAEL007935
OG0000644	AFUN2_003497	AAEL008275, AAEL008271
OG0000645	AFUN2_009881	AAEL008289
OG0000645	AFUN2_014394	AAEL008285
OG0000646	AFUN2_012327, AFUN2_009789	AAEL008473, AAEL008487, AAEL008488
OG0000647	AFUN2_012541	AAEL008478
OG0000647	AFUN2_013180	AAEL008485
OG0000648	AFUN2_002817, AFUN2_010811	AAEL008609, AAEL008600
OG0000649	AFUN2_012976, AFUN2_013197	AAEL008698, AAEL008702
OG0000650	AFUN2_004783	AAEL009420
OG0000651	AFUN2_011371, AFUN2_003999, AFUN2_008517	AAEL009596
OG0000652	AFUN2_002986, AFUN2_013908	AAEL009653
OG0000653	AFUN2_004050	AAEL009695
OG0000653	AFUN2_006619	AAEL010269
OG0000654	AFUN2_008410	AAEL010113
OG0000654	AFUN2_009381	AAEL020150
OG0000655	AFUN2_010761	AAEL025106
OG0000655	AFUN2_005622	AAEL010127
OG0000656	AFUN2_006317	AAEL010769
OG0000656	AFUN2_001879	AAEL014138
OG0000657	AFUN2_012004	AAEL010776, AAEL010782, AAEL010780
OG0000658	AFUN2_003896	AAEL010805
OG0000658	AFUN2_014602	AAEL010799
OG0000659	AFUN2_000693	AAEL011130
OG0000659	AFUN2_001542	AAEL011129
OG0000660	AFUN2_014391	AAEL011161
OG0000661	AFUN2_006804, AFUN2_002242	AAEL011381
OG0000662	AFUN2_009263, AFUN2_012492	AAEL011520
OG0000663	AFUN2_006686, AFUN2_011294	AAEL012041
OG0000664	AFUN2_010105, AFUN2_002024	AAEL013155, AAEL013153
OG0000665	AFUN2_012287	AAEL013323
OG0000665	AFUN2_003898	AAEL013327
OG0000666	AFUN2_007491	AAEL013684
OG0000667	AFUN2_005195	AAEL027123, AAEL020536, AAEL023221, AAEL014149, AAEL014147, AAEL014254
OG0000668	AFUN2_011855	AAEL014551, AAEL020599
OG0000668	AFUN2_000855	AAEL027829
OG0000671	AFUN2_001478	AAEL018137
OG0000672	AFUN2_011953	AAEL018320
OG0000674	AFUN2_004741	AAEL019682
OG0000675	AFUN2_006494	AAEL019849
OG0000676	AFUN2_002761	AAEL022480, AAEL019856
OG0000677	AFUN2_004107	AAEL023374
OG0000677	AFUN2_013178	AAEL020299
OG0000678	AFUN2_014128, AFUN2_008017	AAEL020351
OG0000679	AFUN2_013571, AFUN2_004203	AAEL020739
OG0000680	AFUN2_011330	AAEL023839, AAEL021017
OG0000681	AFUN2_000728, AFUN2_005145	AAEL023512
OG0000682	AFUN2_005007	AAEL024089
OG0000682	AFUN2_011354	AAEL026668
OG0000683	AFUN2_012286, AFUN2_008233	AAEL025572
OG0000684	AFUN2_007804, AFUN2_007739, AFUN2_009880	AAEL025779, AAEL027903
OG0000698	AFUN2_010779	AAEL000076
OG0000698	AFUN2_013836	AAEL011097
OG0000699	AFUN2_008898	AAEL000329
OG0000699	AFUN2_004171	AAEL000308
OG0000700	AFUN2_012154	AAEL000636
OG0000701	AFUN2_004046, AFUN2_000642	AAEL000654
OG0000703	AFUN2_010604	AAEL001087
OG0000704	AFUN2_008909	AAEL002416
OG0000704	AFUN2_001063	AAEL001427
OG0000705	AFUN2_013794, AFUN2_012228	AAEL001697
OG0000706	AFUN2_007896	AAEL002158, AAEL004335, AAEL010396, AAEL007383
OG0000707	AFUN2_010536	AAEL002253
OG0000709	AFUN2_004774, AFUN2_005050	AAEL002450, AAEL021759
OG0000710	AFUN2_010063, AFUN2_009558	AAEL002455
OG0000711	AFUN2_008566	AAEL002598
OG0000711	AFUN2_001746	AAEL002618
OG0000712	AFUN2_009575, AFUN2_011655	AAEL017067, AAEL002631
OG0000713	AFUN2_003969	AAEL003722, AAEL015450, AAEL005127
OG0000714	AFUN2_014769	AAEL003936
OG0000715	AFUN2_011262, AFUN2_004671	AAEL028191, AAEL004024
OG0000716	AFUN2_013553, AFUN2_007508	AAEL004028
