Orthogroup	Species	LlongipalpisASM	Orthologs
OG0000009	AsinensisChina	LOC129785918, LOC129789488, LOC129789151, LOC129785917, LOC129785916, LOC129789487, LOC129789489, LOC129789150, LOC129788899	ASIC018178, ASIC018203
OG0000009	AdirusWRAIR2	LOC129785918, LOC129789488, LOC129789151, LOC129785917, LOC129785916, LOC129789487, LOC129789489, LOC129789150, LOC129788899	ADIR002344, ADIR005579, ADIR001877
OG0000009	AstephensiUCISS2018	LOC129785918, LOC129789488, LOC129789151, LOC129785917, LOC129785916, LOC129789487, LOC129789489, LOC129789150, LOC129788899	ASTEI20_040741, ASTEI20_044827
OG0000009	AfunestusAfunGA1	LOC129785918, LOC129789488, LOC129789151, LOC129785917, LOC129785916, LOC129789487, LOC129789489, LOC129789150, LOC129788899	AFUN2_002572, AFUN2_013920, AFUN2_012897, AFUN2_008888, AFUN2_001196, AFUN2_004806, AFUN2_007216, AFUN2_007461, AFUN2_001821, AFUN2_009063, AFUN2_011932, AFUN2_009447, AFUN2_014561
OG0000009	AgambiaePEST	LOC129785918, LOC129789488, LOC129789151, LOC129785917, LOC129785916, LOC129789487, LOC129789489, LOC129789150, LOC129788899	AGAP011845, AGAP012711, AGAP003911, AGAP012895, AGAP003913
OG0000009	AminimusMINIMUS1	LOC129785918, LOC129789488, LOC129789151, LOC129785917, LOC129785916, LOC129789487, LOC129789489, LOC129789150, LOC129788899	AMIN008550, AMIN015675
OG0000010	CquinquefasciatusJHB2020	LOC129793217, LOC129791616	CQUJHB010392, CQUJHB008428, CQUJHB007624, CQUJHB011697, CQUJHB006213, CQUJHB006137, CQUJHB011519, CQUJHB010358, CQUJHB016051, CQUJHB010374, CQUJHB000883, CQUJHB007232, CQUJHB017919, CQUJHB015579
OG0000010	AaegyptiLVP_AGWG	LOC129793217, LOC129791616	AAEL008218, AAEL008217, AAEL008208, AAEL008207, AAEL023597, AAEL008221, AAEL008206, AAEL008212
OG0000010	Aalbopictus_AalbF5	LOC129793217, LOC129791616	LOC109432023, LOC115265384, LOC109409744, LOC109432002, LOC109431992, LOC115265379, LOC109432055, LOC109432112, LOC109432077
OG0000010	AfunestusAfunGA1	LOC129793217, LOC129791616	AFUN2_008829, AFUN2_000320, AFUN2_014109, AFUN2_009560, AFUN2_009244, AFUN2_008846, AFUN2_008281, AFUN2_001353, AFUN2_006534, AFUN2_002304, AFUN2_006559, AFUN2_012647, AFUN2_010091
OG0000010	AsinensisChina	LOC129793217, LOC129791616	ASIC007845, ASIC007831, ASIC007832, ASIC007846, ASIC015160, ASIC015159, ASIC015158, ASIC015157, ASIC015156, ASIC012971, ASIC012972, ASIC012980, ASIC012979, ASIC012975, ASIC012976, ASIC012973, ASIC012978
OG0000010	AgambiaePEST	LOC129793217, LOC129791616	AGAP007252, AGAP002432, AGAP007262, AGAP007251, AGAP006673, AGAP006674, AGAP006675, AGAP005671, AGAP005670, AGAP005669, AGAP005663, AGAP005665, AGAP005664, AGAP005690, AGAP005689, AGAP005691, AGAP005686, AGAP005687, AGAP005688, AGAP012736
OG0000010	AstephensiUCISS2018	LOC129793217, LOC129791616	ASTEI20_038744, ASTEI20_038323, ASTEI20_041896, ASTEI20_032085, ASTEI20_034511, ASTEI20_045103, ASTEI20_045045, ASTEI20_037148, ASTEI20_039539, ASTEI20_038929, ASTEI20_039292, ASTEI20_037439, ASTEI20_041154, ASTEI20_041324, ASTEI20_040759, ASTEI20_041054, ASTEI20_033362, ASTEI20_037332
OG0000010	AminimusMINIMUS1	LOC129793217, LOC129791616	AMIN016052, AMIN016057, AMIN016054, AMIN016053
OG0000010	AdirusWRAIR2	LOC129793217, LOC129791616	ADIR016002, ADIR016004, ADIR016001, ADIR014645
OG0000011	AstephensiUCISS2018	LOC129797415	ASTEI20_036542, ASTEI20_039975, ASTEI20_040335, ASTEI20_040522, ASTEI20_033315, ASTEI20_039922, ASTEI20_042899, ASTEI20_037935, ASTEI20_034583, ASTEI20_039544, ASTEI20_039582, ASTEI20_040205, ASTEI20_032335, ASTEI20_044907
OG0000011	AminimusMINIMUS1	LOC129797415	AMIN001659, AMIN004643, AMIN001662, AMIN009342
OG0000011	AfunestusAfunGA1	LOC129797415	AFUN2_011181, AFUN2_008927, AFUN2_000890, AFUN2_006226, AFUN2_002927, AFUN2_003622, AFUN2_009821, AFUN2_002952
OG0000011	AgambiaePEST	LOC129797415	AGAP028042, AGAP013465, AGAP008893, AGAP028137, AGAP028160, AGAP028156, AGAP028178, AGAP028008, AGAP028044, AGAP028106, AGAP012355, AGAP028016, AGAP028208, AGAP027991, AGAP028013, AGAP028067, AGAP012676
OG0000011	AdirusWRAIR2	LOC129797415	ADIR006800, ADIR010578, ADIR006803, ADIR000515, ADIR000517
OG0000011	AsinensisChina	LOC129797415	ASIC010773, ASIC010781, ASIC004939, ASIC002471, ASIC002472, ASIC002470, ASIC004942, ASIC002469, ASIC004928
OG0000011	CquinquefasciatusJHB2020	LOC129797415	CQUJHB010034, CQUJHB012166, CQUJHB005466, CQUJHB017782, CQUJHB009406, CQUJHB008703, CQUJHB007209, CQUJHB003154, CQUJHB016900, CQUJHB006977, CQUJHB006084, CQUJHB014128, CQUJHB014298, CQUJHB009992, CQUJHB003864, CQUJHB007951, CQUJHB009382, CQUJHB002707
OG0000011	AaegyptiLVP_AGWG	LOC129797415	AAEL025558, AAEL021195, AAEL021283, AAEL010552, AAEL025406, AAEL021887, AAEL021662, AAEL024659, AAEL022308, AAEL024610, AAEL023218, AAEL028146, AAEL023858
OG0000011	Aalbopictus_AalbF5	LOC129797415	LOC109411313, LOC109397937, LOC109429729, LOC109429746, LOC115266488, LOC109397936, LOC115262102, LOC109408539, LOC109408562, LOC109429602
OG0000012	AaegyptiLVP_AGWG	LOC129792999	AAEL006158
OG0000012	AstephensiUCISS2018	LOC129792999	ASTEI20_044217
OG0000012	AdirusWRAIR2	LOC129792999	ADIR002719
OG0000012	AminimusMINIMUS1	LOC129789783, LOC129789249, LOC129796964	AMIN000411
OG0000012	AgambiaePEST	LOC129789249	AGAP001813
OG0000012	Aalbopictus_AalbF5	LOC129789249	LOC109413799
OG0000012	AfunestusAfunGA1	LOC129789249	AFUN2_005969
OG0000012	AaegyptiLVP_AGWG	LOC129789249	AAEL027861
OG0000012	AfunestusAfunGA1	LOC129796964	AFUN2_008516
OG0000012	AstephensiUCISS2018	LOC129796964	ASTEI20_035093
OG0000012	AsinensisChina	LOC129796964	ASIC006970
OG0000012	AaegyptiLVP_AGWG	LOC129796964	AAEL009284, AAEL009296
OG0000012	Aalbopictus_AalbF5	LOC129796964	LOC109409461, LOC109409491
OG0000012	CquinquefasciatusJHB2020	LOC129796964	CQUJHB005776, CQUJHB000447
OG0000012	AgambiaePEST	LOC129796964	AGAP007508
OG0000012	AsinensisChina	LOC129789481, LOC129788898, LOC129789147, LOC129785913	ASIC017981, ASIC018092
OG0000012	CquinquefasciatusJHB2020	LOC129789481	CQUJHB003479
OG0000012	AstephensiUCISS2018	LOC129788898	ASTEI20_044655
OG0000012	AdirusWRAIR2	LOC129788898	ADIR001583
OG0000012	AfunestusAfunGA1	LOC129788898	AFUN2_006798
OG0000012	AgambiaePEST	LOC129788898	AGAP012573, AGAP005025, AGAP012559, AGAP012709
OG0000012	AminimusMINIMUS1	LOC129788898	AMIN004080
OG0000012	Aalbopictus_AalbF5	LOC129788898	LOC134292035, LOC134288780, LOC134291667, LOC115261253, LOC134284526, LOC134284428, LOC115255203, LOC115264617, LOC115258846, LOC115270054
OG0000012	AaegyptiLVP_AGWG	LOC129788898	AAEL020629, AAEL020985, AAEL020370, AAEL021821, AAEL020755, AAEL021112, AAEL021038, AAEL020107, AAEL000492, AAEL021327, AAEL022066, AAEL021946, AAEL021903, AAEL021049, AAEL003685, AAEL021142, AAEL020763, AAEL019635, AAEL021601, AAEL021182, AAEL021205, AAEL012072, AAEL021161, AAEL020810, AAEL021754
OG0000012	CquinquefasciatusJHB2020	LOC129788898	CQUJHB015331, CQUJHB006695, CQUJHB006332, CQUJHB001229, CQUJHB004173
OG0000012	AgambiaePEST	LOC129789147	AGAP012572
OG0000012	AgambiaePEST	LOC129785913	AGAP003910
OG0000012	AfunestusAfunGA1	LOC129785913	AFUN2_008107
OG0000013	Aalbopictus_AalbF5	LOC129797413	LOC109411041, LOC115268685, LOC109398584, LOC109411057, LOC109398582, LOC109411037, LOC109398594, LOC115264164, LOC109411043, LOC109398585, LOC109411044
OG0000013	AaegyptiLVP_AGWG	LOC129797413	AAEL009791, AAEL009790, AAEL020010, AAEL009802, AAEL009783, AAEL009788, AAEL009803, AAEL015363, AAEL009793, AAEL020011, AAEL009807, AAEL009796, AAEL009784, AAEL009801, AAEL015163
OG0000013	CquinquefasciatusJHB2020	LOC129797413	CQUJHB005557, CQUJHB003968
OG0000013	AsinensisChina	LOC129797413	ASIC015707, ASIC015704, ASIC015706, ASIC015705, ASIC015708
OG0000013	AminimusMINIMUS1	LOC129797413	AMIN003474, AMIN003475, AMIN003476
OG0000013	AstephensiUCISS2018	LOC129797413	ASTEI20_044393, ASTEI20_036070, ASTEI20_034401
OG0000013	AdirusWRAIR2	LOC129797413	ADIR010434, ADIR010435
OG0000013	AfunestusAfunGA1	LOC129797413	AFUN2_008231, AFUN2_000667
OG0000013	AgambiaePEST	LOC129797413	AGAP001664, AGAP001667, AGAP001665, AGAP001666, AGAP001668, AGAP001669
OG0000013	Aalbopictus_AalbF5	LOC129797312	LOC109429135, LOC109409015, LOC109409017, LOC109429134
OG0000013	AaegyptiLVP_AGWG	LOC129797312	AAEL023763, AAEL002110, AAEL002099, AAEL026306, AAEL027846, AAEL028212, AAEL002092
OG0000013	CquinquefasciatusJHB2020	LOC129797312	CQUJHB001230, CQUJHB017291, CQUJHB016730, CQUJHB002448, CQUJHB016895
OG0000013	AfunestusAfunGA1	LOC129797312	AFUN2_002726, AFUN2_011275, AFUN2_004549, AFUN2_003503, AFUN2_006795, AFUN2_014386
OG0000013	AgambiaePEST	LOC129797312	AGAP003378, AGAP003384, AGAP003385, AGAP003379, AGAP012795, AGAP012866, AGAP003377, AGAP003382, AGAP003383, AGAP003381, AGAP003380
OG0000013	AstephensiUCISS2018	LOC129797312	ASTEI20_042039, ASTEI20_033404, ASTEI20_042237, ASTEI20_043320, ASTEI20_034998, ASTEI20_034168
OG0000013	AsinensisChina	LOC129797312	ASIC011345, ASIC011343, ASIC011344
OG0000013	AminimusMINIMUS1	LOC129797312	AMIN003883
OG0000013	AdirusWRAIR2	LOC129797312	ADIR003492
OG0000014	AsinensisChina	LOC129792111	ASIC005617, ASIC022136, ASIC016031, ASIC016164, ASIC016877, ASIC016850, ASIC016176, ASIC016175, ASIC016177, ASIC016174, ASIC016178
OG0000014	AdirusWRAIR2	LOC129792111	ADIR005075, ADIR007771, ADIR003639, ADIR001674, ADIR001675
OG0000014	AminimusMINIMUS1	LOC129792111	AMIN009469, AMIN011187, AMIN011445
OG0000014	AfunestusAfunGA1	LOC129792111	AFUN2_006975, AFUN2_010356, AFUN2_013192, AFUN2_003737, AFUN2_003098, AFUN2_013474, AFUN2_002513, AFUN2_008438, AFUN2_003359, AFUN2_004329, AFUN2_005094, AFUN2_012908, AFUN2_008870, AFUN2_007912, AFUN2_012081, AFUN2_012747, AFUN2_001598, AFUN2_000713, AFUN2_001431
OG0000014	AgambiaePEST	LOC129792111	AGAP009728, AGAP005848, AGAP028439, AGAP006743, AGAP004917, AGAP004918, AGAP004916
OG0000014	AstephensiUCISS2018	LOC129792111	ASTEI20_035937, ASTEI20_030803, ASTEI20_045732, ASTEI20_043799, ASTEI20_033207, ASTEI20_037522, ASTEI20_042376, ASTEI20_038148, ASTEI20_041712
OG0000014	CquinquefasciatusJHB2020	LOC129792111	CQUJHB010535, CQUJHB010268, CQUJHB016652, CQUJHB005213, CQUJHB010035, CQUJHB004375, CQUJHB007396, CQUJHB004496, CQUJHB013428, CQUJHB011375, CQUJHB017103, CQUJHB002299, CQUJHB002262, CQUJHB000349, CQUJHB009868, CQUJHB010683, CQUJHB003432, CQUJHB007349, CQUJHB000429, CQUJHB012022, CQUJHB011118, CQUJHB018125, CQUJHB005028
OG0000014	AaegyptiLVP_AGWG	LOC129792111	AAEL003156, AAEL007942, AAEL020192, AAEL011007
OG0000014	Aalbopictus_AalbF5	LOC129792111	LOC109621611, LOC109400072, LOC109426996, LOC109419319, LOC134287244, LOC134284611, LOC115263125, LOC109403796, LOC134284614, LOC134284612, LOC134284613, LOC109416944, LOC109430246
OG0000015	Aalbopictus_AalbF5	LOC129788366, LOC129788367, LOC129788777, LOC129788775, LOC129788781, LOC129788778, LOC129788779, LOC129797049, LOC129793013, LOC129795681, LOC129789753, LOC129789752, LOC129797050, LOC129797052, LOC129797053, LOC129797054, LOC129797059, LOC129797058, LOC129797057, LOC129797056, LOC129797048	LOC109428787, LOC109401312, LOC109399647, LOC109400779, LOC115267833, LOC109400783, LOC115267832, LOC109400782, LOC109399572, LOC109400780, LOC109400781, LOC109399573, LOC115265241, LOC109403546, LOC109422912, LOC109399576, LOC115267834
OG0000015	CquinquefasciatusJHB2020	LOC129788366, LOC129788367, LOC129788777, LOC129788775, LOC129788781, LOC129788778, LOC129788779, LOC129797049, LOC129793013, LOC129795681, LOC129789753, LOC129789752, LOC129797050, LOC129797052, LOC129797053, LOC129797054, LOC129797059, LOC129797058, LOC129797057, LOC129797056, LOC129797048	CQUJHB008332, CQUJHB014108, CQUJHB006827, CQUJHB017458, CQUJHB004989, CQUJHB013505, CQUJHB001525, CQUJHB015763, CQUJHB012741
OG0000015	AgambiaePEST	LOC129788366, LOC129788367, LOC129788777, LOC129788775, LOC129788781, LOC129788778, LOC129788779, LOC129797049, LOC129793013, LOC129795681, LOC129789753, LOC129789752, LOC129797050, LOC129797052, LOC129797053, LOC129797054, LOC129797059, LOC129797058, LOC129797057, LOC129797056, LOC129797048	AGAP005645, AGAP005503, AGAP005502, AGAP005501, AGAP005500, AGAP005499
OG0000015	AminimusMINIMUS1	LOC129788366, LOC129788367, LOC129788777, LOC129788775, LOC129788781, LOC129788778, LOC129788779, LOC129797049, LOC129793013, LOC129795681, LOC129789753, LOC129789752, LOC129797050, LOC129797052, LOC129797053, LOC129797054, LOC129797059, LOC129797058, LOC129797057, LOC129797056, LOC129797048	AMIN010186, AMIN015544, AMIN015543, AMIN015541, AMIN015542, AMIN010826
OG0000015	AfunestusAfunGA1	LOC129788366, LOC129788367, LOC129788777, LOC129788775, LOC129788781, LOC129788778, LOC129788779, LOC129797049, LOC129793013, LOC129795681, LOC129789753, LOC129789752, LOC129797050, LOC129797052, LOC129797053, LOC129797054, LOC129797059, LOC129797058, LOC129797057, LOC129797056, LOC129797048	AFUN2_012161, AFUN2_000980, AFUN2_004072, AFUN2_012163, AFUN2_005101, AFUN2_004396
OG0000015	AstephensiUCISS2018	LOC129788366, LOC129788367, LOC129788777, LOC129788775, LOC129788781, LOC129788778, LOC129788779, LOC129797049, LOC129793013, LOC129795681, LOC129789753, LOC129789752, LOC129797050, LOC129797052, LOC129797053, LOC129797054, LOC129797059, LOC129797058, LOC129797057, LOC129797056, LOC129797048	ASTEI20_036599, ASTEI20_042102, ASTEI20_045009, ASTEI20_045231, ASTEI20_044899, ASTEI20_031600, ASTEI20_037282, ASTEI20_034188
OG0000015	AdirusWRAIR2	LOC129788366, LOC129788367, LOC129788777, LOC129788775, LOC129788781, LOC129788778, LOC129788779, LOC129797049, LOC129793013, LOC129795681, LOC129789753, LOC129789752, LOC129797050, LOC129797052, LOC129797053, LOC129797054, LOC129797059, LOC129797058, LOC129797057, LOC129797056, LOC129797048	ADIR006886, ADIR014733, ADIR008681, ADIR014730, ADIR008680
OG0000015	AsinensisChina	LOC129788366, LOC129788367, LOC129788777, LOC129788775, LOC129788781, LOC129788778, LOC129788779, LOC129797049, LOC129793013, LOC129795681, LOC129789753, LOC129789752, LOC129797050, LOC129797052, LOC129797053, LOC129797054, LOC129797059, LOC129797058, LOC129797057, LOC129797056, LOC129797048	ASIC018932, ASIC018930, ASIC018931, ASIC012465, ASIC012464, ASIC012462, ASIC012461
OG0000015	AaegyptiLVP_AGWG	LOC129788366, LOC129788367, LOC129788777, LOC129788775, LOC129788781, LOC129788778, LOC129788779, LOC129797049, LOC129793013, LOC129795681, LOC129789753, LOC129789752, LOC129797050, LOC129797052, LOC129797053, LOC129797054, LOC129797059, LOC129797058, LOC129797057, LOC129797056, LOC129797048	AAEL010677, AAEL010671, AAEL017179, AAEL007669, AAEL029052, AAEL017320, AAEL017302, AAEL001461, AAEL017452
OG0000016	AdirusWRAIR2	LOC129794929, LOC129788356	ADIR009722
OG0000016	AgambiaePEST	LOC129794929, LOC129788356	AGAP008861
OG0000016	AstephensiUCISS2018	LOC129794929, LOC129788356	ASTEI20_044818
OG0000016	AfunestusAfunGA1	LOC129794929, LOC129788356	AFUN2_008470
OG0000016	AsinensisChina	LOC129794929, LOC129788356	ASIC010724
OG0000016	CquinquefasciatusJHB2020	LOC129794929	CQUJHB006645
OG0000016	CquinquefasciatusJHB2020	LOC129788356	CQUJHB016247
OG0000016	AsinensisChina	LOC129793987, LOC129790084, LOC129787750, LOC129797705, LOC129797701	ASIC010602, ASIC010601, ASIC010600, ASIC010599, ASIC010595, ASIC010598, ASIC003871, ASIC002621
OG0000016	AfunestusAfunGA1	LOC129793987, LOC129790084, LOC129787750, LOC129797705, LOC129797701	AFUN2_011213, AFUN2_014654, AFUN2_011099, AFUN2_013263, AFUN2_014351, AFUN2_010177, AFUN2_004982
OG0000016	AstephensiUCISS2018	LOC129793987, LOC129790084, LOC129787750, LOC129797705, LOC129797701	ASTEI20_031052, ASTEI20_044106, ASTEI20_037566, ASTEI20_040856, ASTEI20_042351, ASTEI20_033956
OG0000016	AgambiaePEST	LOC129793987, LOC129790084, LOC129787750, LOC129797705, LOC129797701	AGAP008292, AGAP008293, AGAP008296, AGAP008295, AGAP008294, AGAP012842, AGAP008291, AGAP008290, AGAP009966
OG0000016	Aalbopictus_AalbF5	LOC129793987, LOC129790084, LOC129787750, LOC129797705, LOC129797701	LOC134284486, LOC134284488, LOC134284487, LOC134284484, LOC134284485, LOC134284267, LOC134284491, LOC134284266, LOC134284489, LOC134284490, LOC109397098, LOC109407316, LOC109411296, LOC109622023
OG0000016	AaegyptiLVP_AGWG	LOC129793987, LOC129790084, LOC129787750, LOC129797705, LOC129797701	AAEL010202, AAEL013712, AAEL010196, AAEL013703, AAEL007601, AAEL023729, AAEL013715, AAEL012852, AAEL006425, AAEL007818, AAEL004996
OG0000016	CquinquefasciatusJHB2020	LOC129793987, LOC129790084, LOC129787750, LOC129797705, LOC129797701	CQUJHB002864, CQUJHB014022, CQUJHB013033, CQUJHB008355, CQUJHB010597, CQUJHB015483, CQUJHB013841, CQUJHB014607, CQUJHB001605, CQUJHB016745, CQUJHB011147, CQUJHB016507, CQUJHB001667, CQUJHB007454, CQUJHB003219, CQUJHB007767, CQUJHB016639
OG0000016	AminimusMINIMUS1	LOC129793987, LOC129790084, LOC129787750, LOC129797705, LOC129797701	AMIN006761
OG0000016	AdirusWRAIR2	LOC129793987, LOC129790084, LOC129787750, LOC129797705, LOC129797701	ADIR009355
OG0000017	CquinquefasciatusJHB2020	LOC129788896	CQUJHB001516
OG0000017	AaegyptiLVP_AGWG	LOC129788896	AAEL003846
OG0000017	AdirusWRAIR2	LOC129788896	ADIR001584
OG0000017	AfunestusAfunGA1	LOC129788896	AFUN2_003556, AFUN2_007093
OG0000017	Aalbopictus_AalbF5	LOC129788896	LOC115255204, LOC115264603, LOC115255220, LOC115261269, LOC115254888, LOC115270071
OG0000017	AstephensiUCISS2018	LOC129788896	ASTEI20_041579
OG0000017	AgambiaePEST	LOC129788896	AGAP012558
OG0000017	AstephensiUCISS2018	LOC129785924, LOC129785930, LOC129789495, LOC129786736, LOC129785925, LOC129789161	ASTEI20_039449
OG0000017	AfunestusAfunGA1	LOC129785930, LOC129789495	AFUN2_008822
OG0000017	AgambiaePEST	LOC129785930, LOC129789495	AGAP012574
OG0000017	AminimusMINIMUS1	LOC129789495	AMIN004079
OG0000017	CquinquefasciatusJHB2020	LOC129789495	CQUJHB006644
OG0000017	AaegyptiLVP_AGWG	LOC129789495	AAEL020506, AAEL021628, AAEL020517, AAEL020976, AAEL020216
OG0000017	Aalbopictus_AalbF5	LOC129789495	LOC109431229, LOC109404554
OG0000017	AaegyptiLVP_AGWG	LOC129786736	AAEL021405
OG0000017	Aalbopictus_AalbF5	LOC129786736	LOC115264629
OG0000017	AfunestusAfunGA1	LOC129785925	AFUN2_006866
OG0000017	AaegyptiLVP_AGWG	LOC129785925	AAEL021604
OG0000017	AaegyptiLVP_AGWG	LOC129789161	AAEL020831
OG0000018	AsinensisChina	LOC129786868	ASIC015096
OG0000018	AdirusWRAIR2	LOC129786868	ADIR010827, ADIR008559, ADIR005691, ADIR007658, ADIR007530, ADIR010830, ADIR011706, ADIR011724, ADIR011745, ADIR010868, ADIR009844, ADIR002364, ADIR006748
OG0000018	AgambiaePEST	LOC129786868	AGAP012484, AGAP028579, AGAP013250, AGAP029431
OG0000018	AstephensiUCISS2018	LOC129786868	ASTEI20_039488, ASTEI20_033285, ASTEI20_031707, ASTEI20_045349, ASTEI20_039025, ASTEI20_040652, ASTEI20_038491, ASTEI20_042175, ASTEI20_035312, ASTEI20_037388, ASTEI20_044061, ASTEI20_045497, ASTEI20_043074
OG0000018	AaegyptiLVP_AGWG	LOC129786868	AAEL018005, AAEL025919, AAEL023550, AAEL022469, AAEL027321, AAEL024352, AAEL023264, AAEL022185, AAEL022664, AAEL023871, AAEL018047, AAEL025777, AAEL024340, AAEL020545, AAEL026872, AAEL026850, AAEL012477, AAEL021374, AAEL020762, AAEL026324
OG0000018	Aalbopictus_AalbF5	LOC129786868	LOC115257567, LOC115255481, LOC115259833, LOC115255035, LOC109417501, LOC115261637, LOC109621615, LOC109414562, LOC134287442, LOC115256715, LOC115260339
OG0000018	CquinquefasciatusJHB2020	LOC129786868	CQUJHB002387, CQUJHB001966, CQUJHB005508
OG0000018	AfunestusAfunGA1	LOC129786868	AFUN2_013059, AFUN2_002966, AFUN2_011150, AFUN2_012475, AFUN2_011223, AFUN2_011876, AFUN2_008864, AFUN2_014266, AFUN2_001299, AFUN2_006108, AFUN2_012164, AFUN2_009843, AFUN2_001215, AFUN2_001911, AFUN2_003667, AFUN2_014221, AFUN2_006909, AFUN2_000851
OG0000018	AminimusMINIMUS1	LOC129786868	AMIN004545, AMIN006661, AMIN009874, AMIN006478
OG0000021	AgambiaePEST	LOC129797244	AGAP005095
OG0000021	CquinquefasciatusJHB2020	LOC129797244	CQUJHB005197, CQUJHB014638
OG0000021	AstephensiUCISS2018	LOC129797244	ASTEI20_031602, ASTEI20_042507
OG0000021	AsinensisChina	LOC129797244	ASIC006150, ASIC012218
OG0000021	AminimusMINIMUS1	LOC129797244	AMIN015466, AMIN015467
OG0000021	Aalbopictus_AalbF5	LOC129797244	LOC109404004, LOC115267287
OG0000021	AaegyptiLVP_AGWG	LOC129797244	AAEL004631, AAEL001673
OG0000021	AfunestusAfunGA1	LOC129797244	AFUN2_013453, AFUN2_010217
OG0000021	AdirusWRAIR2	LOC129797244	ADIR003865
OG0000021	Aalbopictus_AalbF5	LOC129788422	LOC115253654
OG0000021	AsinensisChina	LOC129788422	ASIC007587
OG0000021	AstephensiUCISS2018	LOC129788422	ASTEI20_033844
OG0000021	AgambiaePEST	LOC129788422	AGAP000651
OG0000021	AfunestusAfunGA1	LOC129788422	AFUN2_001683
OG0000021	AminimusMINIMUS1	LOC129788422	AMIN015464
