Orthogroup	AdirusWRAIR2	AaegyptiLVP_AGWG
OG0000407	ADIR002282	AAEL013047
OG0000408	ADIR001544	AAEL013603, AAEL014627
OG0000409	ADIR004706, ADIR004703	AAEL014207
OG0000409	ADIR004705	AAEL023753
OG0000410	ADIR002540	AAEL014438, AAEL014437, AAEL024413, AAEL020644
OG0000412	ADIR002367, ADIR002366	AAEL018189
OG0000412	ADIR002365	AAEL017238
OG0000413	ADIR015533, ADIR015532, ADIR015501	AAEL023231, AAEL019947
OG0000414	ADIR014057, ADIR000659, ADIR000660, ADIR000661	AAEL020078
OG0000416	ADIR007938	AAEL020856, AAEL025917
OG0000416	ADIR007755	AAEL025700
OG0000417	ADIR010431	AAEL027664
OG0000417	ADIR005728	AAEL022731
OG0000428	ADIR015548, ADIR015549	AAEL000616, AAEL003045
OG0000430	ADIR009309	AAEL001625
OG0000430	ADIR003911	AAEL001601
OG0000431	ADIR003217	AAEL008711
OG0000432	ADIR009396	AAEL002406
OG0000432	ADIR004972	AAEL001814
OG0000433	ADIR003006	AAEL021665
OG0000433	ADIR003007	AAEL002951
OG0000434	ADIR015930, ADIR015929	AAEL003467, AAEL019870
OG0000435	ADIR010798	AAEL027792, AAEL003841, AAEL003857, AAEL003832
OG0000437	ADIR005813	AAEL004030
OG0000437	ADIR005815	AAEL004016, AAEL004020
OG0000438	ADIR005817, ADIR005814	AAEL004018, AAEL004031
OG0000439	ADIR010992	AAEL007450
OG0000440	ADIR003328	AAEL004379
OG0000440	ADIR003327	AAEL024667, AAEL004366
OG0000441	ADIR007412, ADIR000981	AAEL004705
OG0000442	ADIR004523	AAEL025111
OG0000442	ADIR004521	AAEL005002
OG0000443	ADIR005386	AAEL005409, AAEL022054
OG0000443	ADIR007351	AAEL010676
OG0000445	ADIR000225, ADIR000224	AAEL005848
OG0000446	ADIR007631	AAEL006365, AAEL006368
OG0000446	ADIR007632	AAEL006384
OG0000447	ADIR006355	AAEL007143
OG0000447	ADIR016048	AAEL007146
OG0000448	ADIR007075	AAEL007225
OG0000448	ADIR002786	AAEL009881
OG0000449	ADIR011623	AAEL007719
OG0000450	ADIR006287	AAEL007963
OG0000452	ADIR003211	AAEL008365
OG0000453	ADIR002048	AAEL010244
OG0000454	ADIR006123	AAEL010500
OG0000455	ADIR003615	AAEL010522
OG0000456	ADIR008105	AAEL017128
OG0000457	ADIR010440	AAEL013757
OG0000457	ADIR010441	AAEL011169
OG0000458	ADIR000582, ADIR000585, ADIR000586	AAEL012266
OG0000459	ADIR010100	AAEL013200, AAEL013190, AAEL019647, AAEL027709, AAEL013193, AAEL024133
OG0000460	ADIR010285	AAEL027774, AAEL027127
OG0000461	ADIR001398	AAEL020210, AAEL021084, AAEL021318
OG0000462	ADIR000056	AAEL020849
OG0000463	ADIR009788	AAEL021005
OG0000464	ADIR006989	AAEL026008
OG0000464	ADIR006988	AAEL026833
OG0000465	ADIR009087, ADIR001140	AAEL024837
OG0000466	ADIR001786, ADIR000450	AAEL025198
OG0000476	ADIR015518	AAEL020708
OG0000476	ADIR015520	AAEL000075
OG0000477	ADIR015939	AAEL000119
OG0000477	ADIR015938	AAEL017533
OG0000478	ADIR009352	AAEL000576
OG0000478	ADIR009353	AAEL004992
OG0000479	ADIR003422, ADIR003423	AAEL010395, AAEL000595
OG0000480	ADIR000106, ADIR000107	AAEL000851
OG0000481	ADIR004329	AAEL001271
OG0000482	ADIR015529	AAEL001307
OG0000482	ADIR015530	AAEL001293
OG0000484	ADIR009697	AAEL004277
OG0000484	ADIR000755	AAEL001670
OG0000485	ADIR011226	AAEL002023
OG0000486	ADIR004130	AAEL002176
OG0000486	ADIR010048	AAEL006485
OG0000487	ADIR011456	AAEL002214
OG0000487	ADIR002382	AAEL007458
OG0000488	ADIR005675	AAEL017538, AAEL002612, AAEL002619
OG0000489	ADIR011660	AAEL002754
OG0000489	ADIR011661	AAEL002745
OG0000490	ADIR002278	AAEL003393, AAEL002827
OG0000491	ADIR010196	AAEL002861, AAEL002882
OG0000492	ADIR001274	AAEL027482
OG0000492	ADIR015512	AAEL003047
OG0000493	ADIR010823, ADIR003156	AAEL003395, AAEL020435
OG0000494	ADIR001926	AAEL003417
OG0000494	ADIR006809	AAEL004284
OG0000495	ADIR008544	AAEL003925
OG0000497	ADIR010268	AAEL025454
OG0000497	ADIR011592	AAEL004678
OG0000498	ADIR001903	AAEL004821
OG0000499	ADIR003605	AAEL004855
OG0000500	ADIR001164	AAEL005515
OG0000500	ADIR007528	AAEL005049
OG0000502	ADIR015872	AAEL006014
OG0000503	ADIR010403, ADIR010386	AAEL006121, AAEL006136
OG0000504	ADIR010398	AAEL006178
OG0000504	ADIR005554	AAEL019506
OG0000505	ADIR004460	AAEL014766, AAEL019978, AAEL006335
OG0000506	ADIR000144	AAEL006383
OG0000507	ADIR011452	AAEL006381
OG0000507	ADIR006617	AAEL009111
OG0000508	ADIR016191, ADIR016190, ADIR007988	AAEL006575
OG0000509	ADIR007447	AAEL006749
OG0000509	ADIR007448	AAEL006737
OG0000510	ADIR000926	AAEL007030
OG0000510	ADIR002571	AAEL027019
OG0000511	ADIR008094, ADIR016142	AAEL017056, AAEL007039
OG0000512	ADIR002377	AAEL008118
OG0000512	ADIR002378	AAEL008109
OG0000514	ADIR008504	AAEL014080
OG0000514	ADIR004788	AAEL009948
OG0000515	ADIR015942	AAEL010487
OG0000515	ADIR015940	AAEL010477
OG0000516	ADIR002633	AAEL019717
OG0000517	ADIR005492, ADIR005493	AAEL011966, AAEL026805
OG0000518	ADIR007074	AAEL012157
OG0000518	ADIR007072	AAEL012153
OG0000520	ADIR006171	AAEL022306
OG0000521	ADIR007269	AAEL017096
OG0000521	ADIR010663	AAEL017301
OG0000522	ADIR003989	AAEL024144
OG0000522	ADIR003992	AAEL019702
OG0000523	ADIR005431	AAEL019706
OG0000523	ADIR004398	AAEL021067
OG0000524	ADIR007502, ADIR007504	AAEL022982, AAEL021737
OG0000525	ADIR007248	AAEL026536, AAEL021977
OG0000526	ADIR001209	AAEL027478
OG0000526	ADIR004082	AAEL023040
OG0000527	ADIR005535	AAEL027242
OG0000527	ADIR005536	AAEL025125
OG0000528	ADIR007580	AAEL025318
OG0000528	ADIR007576	AAEL025990
OG0000534	ADIR004940	AAEL001672, AAEL001640
OG0000535	ADIR005911	AAEL014493, AAEL002683
OG0000536	ADIR008027	AAEL003093
OG0000536	ADIR002347	AAEL012497
OG0000538	ADIR003261	AAEL004573
OG0000539	ADIR003268, ADIR003267	AAEL003629
OG0000540	ADIR002371	AAEL003810, AAEL003809, AAEL008232
OG0000541	ADIR011392, ADIR000730	AAEL003999, AAEL020652
OG0000542	ADIR002521	AAEL004002
OG0000543	ADIR001792	AAEL004070, AAEL004074
OG0000544	ADIR006076	AAEL004492
OG0000544	ADIR008375	AAEL005232
OG0000546	ADIR000983	AAEL025650
OG0000547	ADIR009748	AAEL014873
OG0000547	ADIR008851	AAEL004788
OG0000549	ADIR007473, ADIR011705, ADIR011704	AAEL005165
OG0000550	ADIR004260	AAEL010969, AAEL019614, AAEL019615, AAEL005668
OG0000551	ADIR005366	AAEL015247, AAEL005821
OG0000552	ADIR005528, ADIR005530, ADIR005529	AAEL007205, AAEL006114
OG0000553	ADIR008143	AAEL006211
OG0000554	ADIR010047	AAEL006503, AAEL006481
OG0000555	ADIR005419	AAEL007793, AAEL007789, AAEL010405
OG0000556	ADIR002690	AAEL007830
OG0000557	ADIR002816, ADIR001118	AAEL008072, AAEL026806
OG0000558	ADIR010572	AAEL008374
OG0000558	ADIR001028	AAEL024950
OG0000559	ADIR010538	AAEL008655
OG0000559	ADIR010539	AAEL008652
OG0000560	ADIR004634	AAEL009214, AAEL013844
OG0000561	ADIR003887	AAEL009601
OG0000562	ADIR008626	AAEL012355
OG0000562	ADIR008625	AAEL025827, AAEL009822
OG0000563	ADIR015945	AAEL010485
OG0000563	ADIR015943	AAEL010479
OG0000564	ADIR011483	AAEL010781, AAEL010768
OG0000565	ADIR004400, ADIR009049	AAEL011025, AAEL021342
OG0000566	ADIR000074	AAEL011330
OG0000566	ADIR000076	AAEL011321
OG0000567	ADIR007725	AAEL011504
OG0000568	ADIR004213	AAEL014843, AAEL011708
OG0000569	ADIR010351	AAEL018221, AAEL011774
OG0000570	ADIR008400, ADIR005510	AAEL012437
OG0000571	ADIR009253	AAEL025617, AAEL012776, AAEL022651, AAEL022733, AAEL020609, AAEL026458
OG0000572	ADIR009206	AAEL012837
OG0000573	ADIR002372	AAEL012964
OG0000574	ADIR004769, ADIR004770	AAEL014050
OG0000576	ADIR000871	AAEL014686
OG0000579	ADIR007934	AAEL017397
OG0000579	ADIR004490	AAEL017542
OG0000581	ADIR001607	AAEL018316
OG0000581	ADIR001609	AAEL024199
OG0000582	ADIR015869	AAEL026517
OG0000582	ADIR015868	AAEL019650
OG0000583	ADIR006996	AAEL020585
OG0000584	ADIR000206, ADIR000205, ADIR000208	AAEL021082
OG0000585	ADIR006922	AAEL025434, AAEL021685
OG0000586	ADIR003218	AAEL023917, AAEL023063
OG0000588	ADIR010647	AAEL024908
OG0000606	ADIR010706	AAEL000006, AAEL000080, AAEL000025
OG0000607	ADIR000209	AAEL011743
OG0000608	ADIR006043, ADIR006044	AAEL000715
OG0000609	ADIR006271	AAEL001194
OG0000610	ADIR007165	AAEL001247
OG0000611	ADIR007100	AAEL001548, AAEL001586
OG0000612	ADIR006139	AAEL009333
OG0000613	ADIR014298, ADIR003502	AAEL002124
OG0000614	ADIR003599	AAEL014713
OG0000615	ADIR007513	AAEL002267
OG0000616	ADIR016185, ADIR016184	AAEL010773, AAEL002276
OG0000617	ADIR014435, ADIR014433, ADIR014425	AAEL002366, AAEL021160
OG0000618	ADIR004564, ADIR001182	AAEL002534, AAEL025362
OG0000619	ADIR003359	AAEL028229
OG0000620	ADIR011338	AAEL003232, AAEL029120, AAEL029121, AAEL003241, AAEL003225, AAEL003266
OG0000621	ADIR001339	AAEL003234
OG0000622	ADIR005772	AAEL003421
OG0000623	ADIR001819, ADIR001948	AAEL003442
OG0000624	ADIR006550	AAEL003562, AAEL023067, AAEL003561
OG0000625	ADIR015792	AAEL003697
OG0000625	ADIR015794	AAEL020823
OG0000626	ADIR002370	AAEL003781
OG0000627	ADIR005607, ADIR005612	AAEL003853
OG0000628	ADIR009278	AAEL004043
OG0000629	ADIR000859	AAEL015598, AAEL004081
OG0000630	ADIR002291, ADIR002307	AAEL004102
OG0000631	ADIR011098	AAEL004774
OG0000632	ADIR002589	AAEL005266
OG0000633	ADIR001162, ADIR008662	AAEL005520
OG0000634	ADIR001434, ADIR005413	AAEL005533
OG0000635	ADIR010027, ADIR010026, ADIR005808	AAEL005619, AAEL009841
OG0000636	ADIR004263	AAEL005676
OG0000637	ADIR010754, ADIR010756	AAEL006394
OG0000638	ADIR016063, ADIR015866	AAEL006454, AAEL014082
OG0000639	ADIR007163	AAEL006886
OG0000640	ADIR007483	AAEL007090, AAEL007097, AAEL007098, AAEL007094
OG0000641	ADIR006280	AAEL007275
OG0000642	ADIR002901	AAEL007593
OG0000642	ADIR002900	AAEL007597
OG0000643	ADIR010103	AAEL024307, AAEL017450, AAEL007935
OG0000644	ADIR000026	AAEL008275, AAEL008271
OG0000645	ADIR008785	AAEL008289
OG0000645	ADIR008787	AAEL008285
OG0000646	ADIR007094	AAEL008473, AAEL008487, AAEL008488
OG0000647	ADIR007084	AAEL008485
OG0000648	ADIR015991, ADIR015990	AAEL008609, AAEL008600
OG0000649	ADIR015836	AAEL008698, AAEL008702
OG0000650	ADIR009272	AAEL009420
OG0000652	ADIR001181, ADIR007213	AAEL009653
OG0000653	ADIR010712	AAEL009695
OG0000653	ADIR011268	AAEL010269
OG0000654	ADIR007302	AAEL010113, AAEL020150
OG0000655	ADIR008840	AAEL025106
OG0000655	ADIR007857	AAEL010127
OG0000656	ADIR006297	AAEL010769
OG0000656	ADIR006298	AAEL014138
OG0000657	ADIR011479	AAEL010776, AAEL010782, AAEL010780
OG0000658	ADIR008934	AAEL010805
OG0000658	ADIR008935	AAEL010799
OG0000660	ADIR003385	AAEL011161
OG0000661	ADIR001298	AAEL011381
OG0000662	ADIR002069	AAEL011520
OG0000663	ADIR005873	AAEL012041
OG0000664	ADIR004975	AAEL013155, AAEL013153
OG0000665	ADIR010523	AAEL013323
OG0000666	ADIR001091	AAEL013684
OG0000667	ADIR005250	AAEL027123, AAEL020536, AAEL023221, AAEL014149, AAEL014147, AAEL014254
OG0000668	ADIR011665	AAEL014551, AAEL020599
OG0000669	ADIR005146, ADIR005147, ADIR005148	AAEL017235, AAEL017323
OG0000671	ADIR005757, ADIR001820	AAEL018137
OG0000672	ADIR011370, ADIR011369	AAEL018320
OG0000673	ADIR009373	AAEL019658
OG0000674	ADIR000182	AAEL019682
OG0000675	ADIR004357	AAEL019849
OG0000675	ADIR004359	AAEL019850
OG0000676	ADIR015831	AAEL022480, AAEL019856
OG0000677	ADIR004053	AAEL023374
OG0000677	ADIR004057	AAEL020299
OG0000678	ADIR008664, ADIR008663	AAEL020351
OG0000679	ADIR008098, ADIR008707	AAEL020739
OG0000680	ADIR001462	AAEL021017
OG0000681	ADIR003575, ADIR003576, ADIR003569	AAEL023512
OG0000682	ADIR010576	AAEL024089
OG0000682	ADIR001375	AAEL026668
OG0000683	ADIR011193, ADIR004792	AAEL025572
OG0000684	ADIR008684, ADIR001359	AAEL025779, AAEL027903
OG0000685	ADIR009036, ADIR009689	AAEL027724
OG0000698	ADIR010606	AAEL000076, AAEL011097
OG0000700	ADIR000562	AAEL000636
OG0000701	ADIR009737, ADIR000544	AAEL000654
OG0000703	ADIR002997, ADIR002996	AAEL001087
OG0000704	ADIR005443	AAEL002416, AAEL001427
OG0000705	ADIR003853, ADIR014326	AAEL001697
OG0000706	ADIR008446	AAEL002158, AAEL004335, AAEL010396, AAEL007383
OG0000708	ADIR000862	AAEL002287
OG0000709	ADIR003944	AAEL002450, AAEL021759
OG0000710	ADIR001331	AAEL002455
OG0000711	ADIR000483	AAEL002598, AAEL002618
OG0000712	ADIR005673, ADIR005674	AAEL017067, AAEL002631
OG0000713	ADIR003761	AAEL003722, AAEL015450, AAEL005127
OG0000714	ADIR010237	AAEL017464, AAEL003936
OG0000715	ADIR002785, ADIR005811	AAEL028191, AAEL004024
OG0000716	ADIR002517, ADIR015809	AAEL004028
OG0000717	ADIR004994	AAEL004239
OG0000718	ADIR009106	AAEL004810
OG0000719	ADIR015877, ADIR015878	AAEL005001
OG0000720	ADIR005353	AAEL011772, AAEL020323, AAEL026871, AAEL021668, AAEL021133, AAEL025895, AAEL005245
OG0000721	ADIR015873	AAEL005428
OG0000722	ADIR010217, ADIR010216	AAEL005489
OG0000723	ADIR008414, ADIR010092	AAEL006249
OG0000724	ADIR004314	AAEL006739
OG0000724	ADIR004315	AAEL011042
OG0000725	ADIR007428	AAEL006937
OG0000726	ADIR005496, ADIR005497	AAEL007002
OG0000727	ADIR000192, ADIR000191	AAEL007250, AAEL023757
OG0000728	ADIR007813, ADIR009268	AAEL008958
OG0000729	ADIR011499, ADIR001420	AAEL009151
OG0000730	ADIR000405	AAEL028178, AAEL020447, AAEL009506
OG0000731	ADIR003750	AAEL009649
OG0000732	ADIR016014, ADIR016015	AAEL009886, AAEL009888
OG0000733	ADIR007422	AAEL010369
OG0000734	ADIR001121, ADIR009318	AAEL011013
OG0000735	ADIR004318, ADIR004573	AAEL011038
OG0000736	ADIR007030, ADIR007029	AAEL011142
OG0000737	ADIR000955	AAEL011206
OG0000738	ADIR004104, ADIR004106	AAEL011280
OG0000739	ADIR003753, ADIR003755, ADIR003754	AAEL011612
OG0000740	ADIR008992	AAEL011643
OG0000740	ADIR008993	AAEL011644
OG0000741	ADIR009181, ADIR009178, ADIR009180	AAEL011680
OG0000742	ADIR003440, ADIR003439	AAEL012061
OG0000743	ADIR010773	AAEL012332
OG0000744	ADIR006121	AAEL012392
OG0000745	ADIR002922	AAEL012703, AAEL018247, AAEL025252
OG0000746	ADIR008974	AAEL012766, AAEL012772
OG0000747	ADIR002716	AAEL013188
OG0000748	ADIR010525	AAEL013324
OG0000748	ADIR010524	AAEL026278
OG0000749	ADIR001353, ADIR007200	AAEL013653
OG0000750	ADIR010959	AAEL013780
OG0000751	ADIR001384	AAEL013812
OG0000752	ADIR007588, ADIR001235	AAEL013816
OG0000753	ADIR003634, ADIR011231	AAEL015042
OG0000754	ADIR008000	AAEL015147, AAEL017548
OG0000756	ADIR009868	AAEL017345
OG0000757	ADIR005640	AAEL017398, AAEL021835, AAEL022723, AAEL025135
OG0000760	ADIR002003	AAEL027698, AAEL018118
OG0000761	ADIR004099, ADIR004098	AAEL018153
OG0000762	ADIR008985, ADIR000772, ADIR009061, ADIR008884, ADIR008911, ADIR008912	AAEL018219
OG0000763	ADIR007037	AAEL018699
OG0000764	ADIR006059	AAEL027367
OG0000764	ADIR006058	AAEL019463
OG0000766	ADIR014475, ADIR005643, ADIR005641	AAEL019710
OG0000767	ADIR002095	AAEL019790
OG0000769	ADIR010785, ADIR010786	AAEL020028
OG0000770	ADIR001062	AAEL021100
OG0000771	ADIR001419, ADIR001418	AAEL021365
OG0000772	ADIR007672	AAEL025785
OG0000772	ADIR007673	AAEL021693
OG0000773	ADIR004802, ADIR004801	AAEL021717, AAEL023078
OG0000774	ADIR002089	AAEL023488, AAEL027184
OG0000774	ADIR002087	AAEL022459
OG0000775	ADIR004192, ADIR004194	AAEL022876
OG0000776	ADIR002136	AAEL022878
OG0000777	ADIR008628, ADIR008631, ADIR008629	AAEL023286
OG0000778	ADIR006485	AAEL026159, AAEL023605
OG0000779	ADIR004267, ADIR004268, ADIR004269	AAEL023651
OG0000799	ADIR009139	AAEL004367, AAEL000223, AAEL020371, AAEL004369
OG0000800	ADIR006579	AAEL000414
OG0000800	ADIR006580	AAEL026764, AAEL022929
OG0000801	ADIR010498, ADIR010497	AAEL000575
OG0000802	ADIR000764	AAEL001198
OG0000803	ADIR015524, ADIR015531	AAEL001301
OG0000804	ADIR000727	AAEL001510
OG0000805	ADIR007101	AAEL020603, AAEL001549
OG0000806	ADIR002166	AAEL001713, AAEL025934, AAEL003294
OG0000808	ADIR010933, ADIR010932	AAEL023474, AAEL001843
OG0000809	ADIR016096	AAEL007293
OG0000810	ADIR001431	AAEL002048
OG0000811	ADIR004618	AAEL002084
OG0000812	ADIR003249	AAEL002177
OG0000813	ADIR000634, ADIR000633	AAEL002192
OG0000814	ADIR009761	AAEL024137, AAEL002270
OG0000815	ADIR005227	AAEL002292, AAEL002313
OG0000816	ADIR005442	AAEL002423
OG0000817	ADIR000841	AAEL002508
OG0000818	ADIR005676	AAEL002588
OG0000820	ADIR004370	AAEL021421, AAEL002915, AAEL002907, AAEL019842, AAEL022598
OG0000821	ADIR001683, ADIR001351	AAEL020942, AAEL021711, AAEL025774, AAEL002938
OG0000822	ADIR010685	AAEL003147
OG0000823	ADIR001927	AAEL003420
OG0000825	ADIR010416	AAEL003914
OG0000825	ADIR010413	AAEL003918
OG0000827	ADIR002292	AAEL004086, AAEL004118
OG0000828	ADIR000838	AAEL004245
OG0000829	ADIR011677	AAEL019853
OG0000830	ADIR010358	AAEL004605, AAEL004602
OG0000831	ADIR009274, ADIR009275	AAEL004784, AAEL004755
OG0000832	ADIR006400, ADIR006401	AAEL005373
OG0000833	ADIR007368, ADIR008898	AAEL005406
OG0000834	ADIR009694	AAEL026217, AAEL005656, AAEL021838
OG0000835	ADIR015832, ADIR015833	AAEL006207
OG0000836	ADIR006190	AAEL006977
OG0000837	ADIR008614	AAEL007319
OG0000838	ADIR001536	AAEL007662
OG0000839	ADIR004532	AAEL010154
OG0000841	ADIR005969	AAEL007910, AAEL007900
OG0000842	ADIR015884, ADIR015676	AAEL007962
OG0000843	ADIR008436	AAEL008101, AAEL009987, AAEL023919
OG0000844	ADIR016091, ADIR015731	AAEL008313, AAEL008308
OG0000845	ADIR008812, ADIR014752	AAEL008359, AAEL008355
OG0000846	ADIR006677	AAEL008419
OG0000847	ADIR000816	AAEL008468
OG0000849	ADIR010544	AAEL008651
OG0000850	ADIR009876, ADIR011650, ADIR009781, ADIR009782, ADIR009779	AAEL008921
OG0000852	ADIR010778	AAEL008952
OG0000853	ADIR007834	AAEL009050, AAEL009045
OG0000854	ADIR003593, ADIR003592	AAEL021942, AAEL009230
OG0000855	ADIR001421	AAEL009479
OG0000856	ADIR007310	AAEL010097
OG0000857	ADIR006940	AAEL022757
OG0000857	ADIR005462	AAEL010584
OG0000858	ADIR003272	AAEL020016
OG0000858	ADIR003271	AAEL010907
OG0000859	ADIR005731	AAEL011229, AAEL015552
OG0000860	ADIR001450	AAEL011352
OG0000861	ADIR001941	AAEL011915, AAEL022536
OG0000862	ADIR003661, ADIR003681	AAEL011944
OG0000863	ADIR007225	AAEL012051, AAEL012042
OG0000864	ADIR011041	AAEL012058
OG0000865	ADIR001249, ADIR004962	AAEL012239
OG0000866	ADIR007832	AAEL012916
OG0000867	ADIR010148, ADIR010147	AAEL012998
OG0000868	ADIR008592	AAEL020064
OG0000868	ADIR008589	AAEL013445
OG0000869	ADIR007455	AAEL013517
OG0000870	ADIR003994	AAEL013887
OG0000871	ADIR005012	AAEL013936
OG0000872	ADIR001374, ADIR007136	AAEL014039
OG0000873	ADIR003777	AAEL014292
OG0000874	ADIR000667, ADIR000666	AAEL014343
OG0000875	ADIR001440	AAEL014729
OG0000876	ADIR008398	AAEL014762, AAEL027643, AAEL014761
OG0000877	ADIR002909	AAEL014945
OG0000878	ADIR001592	AAEL014958
OG0000879	ADIR011249	AAEL017101
OG0000880	ADIR004245	AAEL017270, AAEL017547, AAEL023894, AAEL021095, AAEL017308
OG0000881	ADIR004537	AAEL018139
OG0000882	ADIR001720, ADIR001718	AAEL018248
OG0000883	ADIR007904	AAEL019432
OG0000884	ADIR005703, ADIR005700	AAEL019475
OG0000885	ADIR004569	AAEL019525
OG0000886	ADIR007346, ADIR007342	AAEL019538
OG0000887	ADIR008198, ADIR009856	AAEL019578
OG0000888	ADIR009726, ADIR009724, ADIR009723	AAEL019596
OG0000889	ADIR007599, ADIR007602, ADIR007600	AAEL019726
OG0000890	ADIR006657, ADIR006660	AAEL019844
OG0000891	ADIR006553	AAEL019878
OG0000893	ADIR002643	AAEL019973, AAEL019974
OG0000894	ADIR008534	AAEL019989
OG0000895	ADIR014136, ADIR001441	AAEL025763, AAEL019997
OG0000896	ADIR000581	AAEL020008
OG0000897	ADIR011709	AAEL021294, AAEL020288, AAEL022360, AAEL020388
OG0000900	ADIR001006	AAEL020941
OG0000901	ADIR000126	AAEL021209
OG0000902	ADIR000784, ADIR008391	AAEL021736
OG0000903	ADIR007935	AAEL027405, AAEL022409
OG0000904	ADIR015787, ADIR002454	AAEL022566
OG0000905	ADIR014399	AAEL022630
OG0000906	ADIR003641, ADIR003640	AAEL023434
OG0000907	ADIR010374	AAEL023595, AAEL027839, AAEL027013
OG0000908	ADIR005885, ADIR002967	AAEL025140
OG0000909	ADIR008465, ADIR008464, ADIR008466	AAEL025937, AAEL026627
OG0000910	ADIR003521, ADIR003520	AAEL026147
OG0000911	ADIR001012	AAEL026758
OG0000940	ADIR011030	AAEL000324
OG0000941	ADIR002843, ADIR002842	AAEL026240, AAEL000427
OG0000942	ADIR002814	AAEL017467, AAEL000507, AAEL000496
OG0000943	ADIR015770	AAEL000781, AAEL005040
OG0000944	ADIR002711	AAEL001227
OG0000945	ADIR000867	AAEL001448
OG0000946	ADIR011067, ADIR011068	AAEL001483
OG0000947	ADIR005680	AAEL001514, AAEL002623
OG0000948	ADIR000744	AAEL001646
OG0000949	ADIR011177, ADIR011178	AAEL027778, AAEL001710
OG0000950	ADIR000636	AAEL023215
OG0000951	ADIR007510	AAEL002269
OG0000952	ADIR000888, ADIR002704	AAEL002435
OG0000953	ADIR001522	AAEL002531, AAEL002514
OG0000954	ADIR001308	AAEL002518
OG0000955	ADIR010464	AAEL002574, AAEL002555
OG0000956	ADIR014508, ADIR007056	AAEL002721
OG0000957	ADIR015908	AAEL002731
OG0000958	ADIR004809, ADIR003923, ADIR004810	AAEL002924
OG0000959	ADIR005324, ADIR005326	AAEL002998, AAEL022096
OG0000960	ADIR008258, ADIR008256, ADIR010734	AAEL003014
OG0000961	ADIR007697	AAEL003056, AAEL003066
OG0000962	ADIR008280	AAEL003206
OG0000963	ADIR002688, ADIR002686	AAEL024398, AAEL003373
OG0000964	ADIR000239	AAEL003424
OG0000965	ADIR008783	AAEL011715, AAEL003756
OG0000967	ADIR015702	AAEL004021
OG0000968	ADIR001057	AAEL004167
OG0000969	ADIR009225	AAEL025999, AAEL004175
OG0000970	ADIR016117, ADIR002256, ADIR000903	AAEL004397
OG0000972	ADIR006278	AAEL010716, AAEL004523
OG0000973	ADIR006725, ADIR006726	AAEL004572
OG0000974	ADIR006144	AAEL005017
OG0000975	ADIR007520	AAEL005079, AAEL005073, AAEL023627, AAEL012510
OG0000976	ADIR007778, ADIR007776	AAEL005174
OG0000977	ADIR010731	AAEL005356
OG0000978	ADIR008533, ADIR008532	AAEL005368
OG0000979	ADIR011494	AAEL024751, AAEL005386
OG0000980	ADIR001163	AAEL005522
OG0000982	ADIR000844	AAEL005773
OG0000983	ADIR005364	AAEL005792
OG0000984	ADIR007396, ADIR007394	AAEL005972
OG0000986	ADIR005647	AAEL006467, AAEL006471, AAEL006458
OG0000987	ADIR006032	AAEL006526
OG0000988	ADIR005981	AAEL006617, AAEL006630
OG0000989	ADIR005738	AAEL006776
OG0000990	ADIR006013	AAEL007696
OG0000991	ADIR000231	AAEL007926
OG0000992	ADIR007862	AAEL007109, AAEL015527
OG0000993	ADIR009921	AAEL007281
OG0000994	ADIR007809	AAEL007407
OG0000995	ADIR000369	AAEL007469
OG0000996	ADIR005123	AAEL007544
OG0000997	ADIR003631, ADIR003633	AAEL007631
OG0000998	ADIR005445	AAEL007692, AAEL020254, AAEL024197, AAEL019534
