Orthogroup	AdirusWRAIR2	AminimusMINIMUS1
OG0000471	ADIR004369	AMIN004410
OG0000471	ADIR004368	AMIN004408
OG0000471	ADIR001992	AMIN004400
OG0000471	ADIR011121	AMIN004409
OG0000472	ADIR010905	AMIN009159, AMIN009158
OG0000473	ADIR015870	AMIN016002, AMIN016001
OG0000473	ADIR015871	AMIN015997
OG0000476	ADIR015518	AMIN015548
OG0000476	ADIR015520	AMIN015549
OG0000477	ADIR015939	AMIN015736
OG0000477	ADIR015938	AMIN015796
OG0000478	ADIR009352	AMIN006764
OG0000478	ADIR009353	AMIN006763
OG0000479	ADIR003422	AMIN003190
OG0000479	ADIR003423	AMIN003192
OG0000480	ADIR000106, ADIR000107	AMIN008804
OG0000481	ADIR004329	AMIN015941
OG0000482	ADIR015529	AMIN015815
OG0000482	ADIR015530	AMIN015813
OG0000484	ADIR009697	AMIN007230
OG0000484	ADIR000755	AMIN015926
OG0000485	ADIR011226	AMIN006211
OG0000486	ADIR004130	AMIN008726
OG0000486	ADIR010048	AMIN002294
OG0000487	ADIR011456	AMIN009827
OG0000487	ADIR002382	AMIN005361
OG0000488	ADIR005675	AMIN005028
OG0000489	ADIR011660	AMIN005535
OG0000489	ADIR011661	AMIN005536
OG0000490	ADIR002278	AMIN008273
OG0000491	ADIR010196	AMIN003650
OG0000492	ADIR001274	AMIN005529
OG0000492	ADIR015512	AMIN015489
OG0000493	ADIR010823	AMIN003675
OG0000493	ADIR003156	AMIN003676
OG0000494	ADIR001926	AMIN008619
OG0000495	ADIR008544	AMIN007154
OG0000496	ADIR016174	AMIN016233
OG0000496	ADIR016173	AMIN016234
OG0000497	ADIR010268	AMIN003979
OG0000497	ADIR011592	AMIN016070
OG0000499	ADIR003605	AMIN010059
OG0000500	ADIR001164	AMIN005698
OG0000500	ADIR007528	AMIN011003
OG0000502	ADIR015872	AMIN015996
OG0000502	ADIR011596	AMIN007007
OG0000503	ADIR010403, ADIR010386	AMIN003517
OG0000504	ADIR010398	AMIN003505
OG0000504	ADIR005554	AMIN003013
OG0000505	ADIR004460	AMIN011215
OG0000506	ADIR000144	AMIN008841
OG0000507	ADIR011452	AMIN009824
OG0000507	ADIR006617	AMIN002620
OG0000508	ADIR016191	AMIN011314
OG0000508	ADIR007988	AMIN011311
OG0000509	ADIR007446, ADIR007447, ADIR007448	AMIN007998
OG0000510	ADIR000926	AMIN005108
OG0000510	ADIR002571	AMIN002964
OG0000511	ADIR008094, ADIR016142	AMIN008024, AMIN008023
OG0000512	ADIR002377	AMIN005370
OG0000512	ADIR002378	AMIN005371
OG0000514	ADIR008504	AMIN000976
OG0000514	ADIR004788	AMIN006790
OG0000515	ADIR015942	AMIN000903
OG0000515	ADIR015940	AMIN000905
OG0000516	ADIR002633	AMIN015783
OG0000517	ADIR005492	AMIN004090
OG0000517	ADIR005493	AMIN004091
OG0000518	ADIR007074	AMIN010315
OG0000518	ADIR007072	AMIN010316
OG0000520	ADIR006171	AMIN009633
OG0000521	ADIR007269	AMIN010473
OG0000521	ADIR010663	AMIN000859
OG0000522	ADIR003989	AMIN007265
OG0000522	ADIR003992	AMIN007262
OG0000523	ADIR005431	AMIN004760
OG0000523	ADIR005432	AMIN004761
OG0000523	ADIR004398	AMIN004944
OG0000524	ADIR007502	AMIN010979
OG0000524	ADIR007504	AMIN010980
OG0000525	ADIR007248	AMIN010455
OG0000526	ADIR001209	AMIN005825
OG0000526	ADIR004082	AMIN001122
OG0000527	ADIR005535	AMIN004131
OG0000527	ADIR005536	AMIN004132
OG0000528	ADIR007580	AMIN007833
OG0000528	ADIR007576	AMIN007829
OG0000529	ADIR009854	AMIN005861
OG0000532	ADIR009577, ADIR000358	AMIN001270
OG0000532	ADIR004188, ADIR004185, ADIR011722, ADIR000381, ADIR000350, ADIR000352	AMIN007689
OG0000533	ADIR009024	AMIN006603, AMIN006437, AMIN009376
OG0000534	ADIR004940	AMIN001371
OG0000535	ADIR005911	AMIN007082, AMIN007081
OG0000536	ADIR008027	AMIN011275
OG0000536	ADIR002347	AMIN008553
OG0000538	ADIR003261	AMIN003755
OG0000539	ADIR003268	AMIN003762
OG0000539	ADIR003267	AMIN003761
OG0000540	ADIR002371	AMIN005379
OG0000541	ADIR011392	AMIN009417
OG0000541	ADIR000730	AMIN006390
OG0000542	ADIR002521	AMIN002916
OG0000543	ADIR001792	AMIN008407
OG0000544	ADIR006076	AMIN001828
OG0000546	ADIR000983	AMIN002142
OG0000547	ADIR009748	AMIN006548
OG0000547	ADIR008851	AMIN011566
OG0000549	ADIR007473	AMIN010949
OG0000549	ADIR011705, ADIR011704	AMIN005346
OG0000550	ADIR004260	AMIN007688
OG0000552	ADIR005528	AMIN004124
OG0000552	ADIR005530	AMIN004126
OG0000552	ADIR005529	AMIN004125
OG0000553	ADIR008143	AMIN009893
OG0000554	ADIR010047	AMIN002293
OG0000555	ADIR005419	AMIN000002
OG0000556	ADIR002690	AMIN000436
OG0000557	ADIR002816	AMIN000396
OG0000557	ADIR001118	AMIN005429
OG0000558	ADIR010572	AMIN004650
OG0000558	ADIR001028	AMIN002017
OG0000559	ADIR010538	AMIN003274
OG0000559	ADIR010539	AMIN003273
OG0000560	ADIR004634	AMIN005299
OG0000561	ADIR003887	AMIN010697
OG0000562	ADIR008626, ADIR008625	AMIN011522
OG0000563	ADIR015945	AMIN000899
OG0000564	ADIR011483	AMIN009852
OG0000565	ADIR004400	AMIN004942
OG0000565	ADIR009049	AMIN005177
OG0000566	ADIR000074	AMIN008364
OG0000567	ADIR004302	AMIN007642
OG0000567	ADIR007725	AMIN008036
OG0000568	ADIR004213	AMIN001579
OG0000569	ADIR010351	AMIN002519
OG0000570	ADIR005510	AMIN004109
OG0000571	ADIR009253	AMIN011641
OG0000572	ADIR009206	AMIN008152
OG0000572	ADIR009208	AMIN008154
OG0000573	ADIR002372	AMIN005376
OG0000574	ADIR004769	AMIN006811, AMIN006813
OG0000574	ADIR004770	AMIN006812
OG0000576	ADIR000871	AMIN005183
OG0000579	ADIR007934	AMIN010666
OG0000581	ADIR001607, ADIR001609	AMIN011482
OG0000582	ADIR015869	AMIN016010
OG0000582	ADIR015868	AMIN016008
OG0000583	ADIR006996	AMIN010375, AMIN010374
OG0000584	ADIR000206	AMIN008750
OG0000584	ADIR000205	AMIN008751
OG0000584	ADIR000208	AMIN008748
OG0000585	ADIR006922	AMIN010150
OG0000586	ADIR003218	AMIN002818
OG0000588	ADIR010647	AMIN000874
OG0000592	ADIR011607, ADIR011598, ADIR006755, ADIR011612, ADIR011602, ADIR011599, ADIR011608, ADIR011606, ADIR011613, ADIR009462, ADIR011562, ADIR006754, ADIR016093, ADIR009461, ADIR005783	AMIN006993
OG0000595	ADIR009712, ADIR001030, ADIR009034, ADIR005289, ADIR009710	AMIN011662
OG0000596	ADIR001805, ADIR011638	AMIN005864
OG0000601	ADIR002178	AMIN004306
OG0000606	ADIR010706	AMIN003039
OG0000607	ADIR000209	AMIN008746
OG0000608	ADIR006043	AMIN001858
OG0000608	ADIR006044	AMIN001857
OG0000609	ADIR006271	AMIN009721
OG0000610	ADIR007166	AMIN010909
OG0000610	ADIR007165	AMIN010908
OG0000611	ADIR007100	AMIN010221
OG0000612	ADIR006139	AMIN001751
OG0000613	ADIR014298	AMIN003914
OG0000613	ADIR003502	AMIN003655
OG0000614	ADIR003599	AMIN010054
OG0000615	ADIR007513	AMIN010988
OG0000617	ADIR014435	AMIN009546
OG0000617	ADIR014433, ADIR014425	AMIN009513
OG0000618	ADIR004564, ADIR001182	AMIN002658, AMIN002025
OG0000619	ADIR003359	AMIN000286
OG0000620	ADIR011338	AMIN009595
OG0000621	ADIR009431	AMIN014163
OG0000622	ADIR005772	AMIN006522
OG0000623	ADIR001819	AMIN008790
OG0000623	ADIR001948	AMIN008600
OG0000624	ADIR006550	AMIN004070
OG0000625	ADIR015792	AMIN015791
OG0000625	ADIR015794	AMIN015790
OG0000627	ADIR005607	AMIN009215
OG0000627	ADIR005612	AMIN009220
OG0000628	ADIR009278	AMIN006622, AMIN006623
OG0000629	ADIR000859	AMIN005193
OG0000630	ADIR002291	AMIN015636
OG0000630	ADIR002307	AMIN008522
OG0000631	ADIR011098	AMIN005964
OG0000633	ADIR001162	AMIN005696
OG0000633	ADIR008662	AMIN007609
OG0000634	ADIR001434	AMIN005170
OG0000634	ADIR005413	AMIN004747
OG0000635	ADIR010027	AMIN002272
OG0000635	ADIR010026, ADIR005808	AMIN002271
OG0000636	ADIR004263	AMIN007685
OG0000637	ADIR010754	AMIN008498
OG0000637	ADIR010756	AMIN008499
OG0000638	ADIR016063	AMIN016100
OG0000638	ADIR015866	AMIN015811
OG0000639	ADIR007163	AMIN010292
OG0000640	ADIR007483	AMIN010958
OG0000641	ADIR006280	AMIN009728
OG0000642	ADIR002901	AMIN002983
OG0000643	ADIR010103	AMIN002346
OG0000644	ADIR000026	AMIN008329
OG0000645	ADIR008787	AMIN010790
OG0000646	ADIR007094	AMIN010229, AMIN006483, AMIN008386
OG0000647	ADIR007084	AMIN010304
OG0000648	ADIR015991	AMIN016197
OG0000648	ADIR015990	AMIN016198
OG0000649	ADIR015836	AMIN015853
OG0000650	ADIR009272	AMIN006615
OG0000652	ADIR001181	AMIN005736
OG0000653	ADIR010712	AMIN003046
OG0000653	ADIR011268	AMIN006166
OG0000654	ADIR007302	AMIN010501
OG0000655	ADIR008840	AMIN009939
OG0000655	ADIR007857	AMIN011103
OG0000656	ADIR006297	AMIN009750
OG0000656	ADIR006298	AMIN009751
OG0000657	ADIR011479	AMIN009848
OG0000658	ADIR008934	AMIN000840
OG0000660	ADIR003385	AMIN000258
OG0000661	ADIR001298	AMIN002009
OG0000662	ADIR002069	AMIN004472
OG0000663	ADIR005873	AMIN000084
OG0000664	ADIR004975	AMIN001564
OG0000665	ADIR010523	AMIN003292
OG0000666	ADIR001094	AMIN005051
OG0000666	ADIR001091	AMIN005054
OG0000666	ADIR001092	AMIN005053
OG0000667	ADIR005250	AMIN009272
OG0000668	ADIR011665	AMIN005541
OG0000669	ADIR005146	AMIN015631
OG0000671	ADIR005757	AMIN008788
OG0000671	ADIR001820	AMIN008789
OG0000672	ADIR011370	AMIN007203
OG0000672	ADIR011369	AMIN007201
OG0000673	ADIR009373	AMIN006706
OG0000673	ADIR009374	AMIN006707
OG0000673	ADIR009378	AMIN006708
OG0000674	ADIR000180	AMIN008880
OG0000674	ADIR000181	AMIN008881
OG0000674	ADIR000182	AMIN008882
OG0000675	ADIR004357	AMIN011603
OG0000675	ADIR004359	AMIN011605
OG0000676	ADIR015831	AMIN015866
OG0000677	ADIR004053	AMIN001151
OG0000677	ADIR004057	AMIN001147
OG0000678	ADIR008664	AMIN007606
OG0000678	ADIR008663	AMIN007607
OG0000679	ADIR008098, ADIR008707	AMIN015567, AMIN015566
OG0000680	ADIR001462	AMIN001979
OG0000681	ADIR003575	AMIN010032
OG0000681	ADIR003576	AMIN010031
OG0000681	ADIR003569	AMIN010025
OG0000682	ADIR010576	AMIN004645
OG0000682	ADIR001375	AMIN005619
OG0000683	ADIR011193	AMIN001714
OG0000683	ADIR004792	AMIN006784
OG0000685	ADIR009036, ADIR009689	AMIN009377
OG0000686	ADIR008968	AMIN003059
OG0000687	ADIR005260	AMIN009262
OG0000687	ADIR006874	AMIN007570
OG0000689	ADIR003571	AMIN010027
OG0000690	ADIR004280	AMIN007666
OG0000691	ADIR004519	AMIN009242
OG0000693	ADIR007172	AMIN010899
OG0000694	ADIR015663	AMIN003886, AMIN000912
OG0000698	ADIR010606	AMIN004846
OG0000700	ADIR000562	AMIN008937
OG0000701	ADIR009737	AMIN006561
OG0000701	ADIR000544	AMIN008914
OG0000703	ADIR002997	AMIN016139
OG0000703	ADIR002996	AMIN004198
OG0000704	ADIR005443	AMIN004774
OG0000705	ADIR014326	AMIN007582
OG0000706	ADIR008446	AMIN002735
OG0000707	ADIR007676	AMIN007926
OG0000707	ADIR007679	AMIN007931
OG0000708	ADIR000862	AMIN005196
OG0000708	ADIR000861	AMIN005195
OG0000709	ADIR003944	AMIN005651, AMIN005650
OG0000710	ADIR001331	AMIN002091, AMIN014055
OG0000711	ADIR000483	AMIN006854
OG0000712	ADIR005673	AMIN005030
OG0000713	ADIR003761	AMIN007371
OG0000714	ADIR010237	AMIN003947
OG0000716	ADIR002517	AMIN002912
OG0000717	ADIR004994	AMIN001545
OG0000718	ADIR009109	AMIN007484
OG0000718	ADIR009106	AMIN007486
OG0000719	ADIR015877	AMIN015579
OG0000719	ADIR015878	AMIN015581
OG0000720	ADIR005353	AMIN004036
OG0000721	ADIR015873	AMIN004717
OG0000721	ADIR000118	AMIN008814
OG0000722	ADIR010217	AMIN003926
OG0000723	ADIR008414	AMIN002838
OG0000723	ADIR010092	AMIN002335
OG0000724	ADIR004314, ADIR004315	AMIN007628
OG0000725	ADIR007428	AMIN007979
OG0000726	ADIR005496	AMIN004095
OG0000726	ADIR005497	AMIN004096
OG0000727	ADIR000192	AMIN008892
OG0000727	ADIR000191	AMIN008891
OG0000728	ADIR009268	AMIN005769
OG0000729	ADIR011499	AMIN009867
OG0000729	ADIR001420	AMIN005293
OG0000730	ADIR000405	AMIN008192
OG0000731	ADIR003750	AMIN007381
OG0000732	ADIR016014, ADIR016015	AMIN000366
OG0000733	ADIR007422	AMIN015963, AMIN015962
OG0000734	ADIR001121	AMIN005129
OG0000734	ADIR009318	AMIN006671
OG0000735	ADIR004318	AMIN007623
OG0000735	ADIR004573	AMIN002995
OG0000736	ADIR007028	AMIN010359
OG0000736	ADIR007029	AMIN010358
OG0000737	ADIR000955	AMIN002046
OG0000738	ADIR004104	AMIN001100
OG0000738	ADIR004106	AMIN001099
OG0000739	ADIR003755, ADIR003754	AMIN016218
OG0000740	ADIR008992	AMIN003088
OG0000740	ADIR008993	AMIN014279
OG0000741	ADIR009181	AMIN008125
OG0000741	ADIR009178	AMIN008122
OG0000741	ADIR009180	AMIN008124
OG0000742	ADIR003440, ADIR003439	AMIN003205
OG0000743	ADIR010773	AMIN004326
OG0000744	ADIR006121	AMIN001773
OG0000745	ADIR002922	AMIN003820
OG0000746	ADIR008974	AMIN003066
OG0000747	ADIR002716	AMIN000413, AMIN015470
OG0000748	ADIR010525	AMIN003290
OG0000748	ADIR010524	AMIN003291
OG0000749	ADIR001353	AMIN005487
OG0000749	ADIR007200	AMIN010411
OG0000750	ADIR010959	AMIN006330
OG0000751	ADIR001188	AMIN002061
OG0000751	ADIR001384	AMIN005610
OG0000752	ADIR001235	AMIN005490, AMIN003600
OG0000753	ADIR003634	AMIN010088
OG0000753	ADIR011231	AMIN006205
OG0000754	ADIR008000	AMIN011299
OG0000756	ADIR009868	AMIN016276
OG0000757	ADIR005640	AMIN001252
OG0000760	ADIR002003	AMIN004385, AMIN004528, AMIN004386
OG0000761	ADIR004099, ADIR004098	AMIN001108
OG0000762	ADIR008912	AMIN004012
OG0000763	ADIR007037	AMIN010348
OG0000764	ADIR006059	AMIN001845
OG0000765	ADIR005137	AMIN009531
OG0000765	ADIR005133	AMIN009527
OG0000766	ADIR005643	AMIN001248
OG0000766	ADIR005641	AMIN001251
OG0000767	ADIR002092	AMIN004492
OG0000767	ADIR002095	AMIN004495
OG0000769	ADIR010785	AMIN004315
OG0000769	ADIR010786	AMIN004314
OG0000770	ADIR001063	AMIN002106
OG0000770	ADIR001062	AMIN002108, AMIN002107
OG0000771	ADIR001418	AMIN005295
OG0000772	ADIR007672	AMIN007922
OG0000772	ADIR007673	AMIN009898, AMIN007923
OG0000773	ADIR004802, ADIR004801	AMIN001511
OG0000774	ADIR002089	AMIN004490
OG0000774	ADIR002087	AMIN004489
OG0000775	ADIR004192	AMIN011331
OG0000775	ADIR004194	AMIN011332
OG0000776	ADIR002136	AMIN004234
OG0000776	ADIR002137	AMIN004233
OG0000777	ADIR008628	AMIN011523
OG0000777	ADIR008631	AMIN011528
OG0000777	ADIR008629	AMIN011524
OG0000778	ADIR006485	AMIN002772
OG0000779	ADIR004267	AMIN007681
OG0000779	ADIR004269	AMIN007680
OG0000784	ADIR009843	AMIN006667
OG0000786	ADIR005558	AMIN003008
OG0000787	ADIR009031	AMIN011661, AMIN001233
OG0000791	ADIR002016	AMIN004371, AMIN004370
OG0000792	ADIR007201	AMIN010412
OG0000793	ADIR009740	AMIN006556
OG0000793	ADIR009741	AMIN006555
OG0000794	ADIR010270, ADIR010269	AMIN003981
OG0000795	ADIR011735	AMIN006473, AMIN006438, AMIN006664
OG0000799	ADIR009139	AMIN002826
OG0000800	ADIR006579	AMIN004040
OG0000800	ADIR006580	AMIN004039
OG0000801	ADIR010498	AMIN003410
OG0000801	ADIR010497	AMIN003411
OG0000802	ADIR000764	AMIN007213, AMIN011666
OG0000803	ADIR015524	AMIN001791
OG0000803	ADIR015531	AMIN015814
OG0000804	ADIR000727	AMIN006387
OG0000805	ADIR007101	AMIN010219
OG0000806	ADIR002166	AMIN009183
OG0000808	ADIR010933	AMIN006359
OG0000808	ADIR010932	AMIN006360
OG0000810	ADIR001431	AMIN005167
OG0000811	ADIR004618	AMIN005473, AMIN005164
OG0000812	ADIR003249	AMIN000316
OG0000813	ADIR000634	AMIN009800
OG0000813	ADIR000633	AMIN009799
OG0000814	ADIR009761	AMIN006535
OG0000815	ADIR005227	AMIN009254
OG0000816	ADIR005442	AMIN004773
OG0000817	ADIR000841	AMIN008879, AMIN005216
OG0000818	ADIR005676	AMIN005027
OG0000820	ADIR004370	AMIN004411
OG0000821	ADIR001683, ADIR001351	AMIN002077
OG0000822	ADIR010685	AMIN000167
OG0000823	ADIR001927	AMIN008617
OG0000825	ADIR010416	AMIN003491
OG0000825	ADIR010413	AMIN003493
OG0000827	ADIR002292	AMIN008535
OG0000828	ADIR000838	AMIN005213
OG0000829	ADIR011677	AMIN005324
OG0000830	ADIR010358	AMIN003548
OG0000831	ADIR009274, ADIR009275	AMIN006617
OG0000832	ADIR006400	AMIN002709
OG0000832	ADIR006401	AMIN002710
OG0000833	ADIR007368, ADIR008898	AMIN005624, AMIN005623, AMIN002585
OG0000834	ADIR009694	AMIN007227
OG0000835	ADIR015832	AMIN015867
OG0000835	ADIR015833	AMIN015865
OG0000836	ADIR006190	AMIN009645
OG0000837	ADIR008614	AMIN011511
OG0000838	ADIR001536	AMIN005566
OG0000839	ADIR004532	AMIN002681
OG0000840	ADIR000464	AMIN006873
OG0000841	ADIR005969	AMIN007142
OG0000842	ADIR015884	AMIN016014
OG0000842	ADIR015676	AMIN016015
OG0000843	ADIR008436	AMIN002747
OG0000844	ADIR016091, ADIR015731	AMIN016188, AMIN005381
OG0000845	ADIR014752	AMIN014862
OG0000846	ADIR006677	AMIN004594
OG0000847	ADIR000816	AMIN005435
OG0000849	ADIR010544	AMIN003267
OG0000850	ADIR009876, ADIR011650, ADIR009781, ADIR009782, ADIR009779	AMIN001224
OG0000852	ADIR010778	AMIN007207, AMIN006783, AMIN010226, AMIN009132, AMIN004322
OG0000853	ADIR007834	AMIN011125
OG0000854	ADIR003593	AMIN010048
OG0000854	ADIR003592	AMIN010047
OG0000855	ADIR001421	AMIN005292
OG0000856	ADIR007310	AMIN010508, AMIN010509
OG0000857	ADIR005462	AMIN004794
OG0000858	ADIR003271	AMIN003765
OG0000859	ADIR005731	AMIN004995
OG0000860	ADIR001450	AMIN005458
OG0000861	ADIR001941	AMIN008606
OG0000862	ADIR003661	AMIN010111
OG0000862	ADIR003681	AMIN010130
OG0000863	ADIR007225	AMIN010434
OG0000864	ADIR011041	AMIN006245
OG0000864	ADIR011040	AMIN006246
OG0000865	ADIR001249	AMIN005467
OG0000865	ADIR004962	AMIN007173
OG0000866	ADIR007832	AMIN011127
OG0000866	ADIR007831	AMIN011128
OG0000867	ADIR010148	AMIN003607
OG0000868	ADIR008592	AMIN009960
OG0000868	ADIR008589	AMIN009956
OG0000869	ADIR007455	AMIN010932
OG0000870	ADIR003994	AMIN007260
OG0000871	ADIR005012	AMIN001525
OG0000872	ADIR007136	AMIN010271
OG0000873	ADIR003777	AMIN007294
OG0000874	ADIR000667	AMIN005902
OG0000874	ADIR000666	AMIN005901
OG0000875	ADIR001440	AMIN005449
OG0000876	ADIR008398	AMIN000345
OG0000877	ADIR002909	AMIN004669, AMIN002993
OG0000878	ADIR001592	AMIN011498
OG0000879	ADIR011249	AMIN015599, AMIN015598
OG0000880	ADIR004245	AMIN007698
OG0000881	ADIR004537	AMIN002676
OG0000881	ADIR004539	AMIN002674
OG0000882	ADIR001720	AMIN008476, AMIN008475
OG0000882	ADIR001718	AMIN008478
OG0000883	ADIR007904	AMIN011057
OG0000884	ADIR005703	AMIN004966
OG0000884	ADIR005700	AMIN004962
OG0000885	ADIR004569	AMIN002663
OG0000885	ADIR004570	AMIN002664
OG0000886	ADIR007346	AMIN007762
OG0000886	ADIR007342	AMIN007758
OG0000887	ADIR008198	AMIN010554
OG0000887	ADIR009856	AMIN002394
OG0000888	ADIR009726	AMIN001617
OG0000888	ADIR009724	AMIN001618
OG0000888	ADIR009723	AMIN001619
OG0000889	ADIR007599	AMIN007853
OG0000889	ADIR007602	AMIN007857
OG0000889	ADIR007600	AMIN007854
OG0000890	ADIR006657	AMIN004575
OG0000890	ADIR006660	AMIN004578
OG0000891	ADIR006553	AMIN004067
OG0000891	ADIR006556	AMIN004064
OG0000893	ADIR002643	AMIN000745
OG0000894	ADIR008534, ADIR008537	AMIN007146
OG0000895	ADIR014136, ADIR001441	AMIN005450
OG0000896	ADIR000581	AMIN001698
OG0000897	ADIR011709	AMIN007495
OG0000900	ADIR001006	AMIN005076
OG0000901	ADIR000126	AMIN008822, AMIN008821
OG0000902	ADIR000784	AMIN005263
OG0000902	ADIR008391	AMIN005262
OG0000903	ADIR007935	AMIN010665
OG0000904	ADIR015787	AMIN016094
OG0000904	ADIR002454	AMIN016093
OG0000905	ADIR014399	AMIN006476
OG0000906	ADIR003641	AMIN010094
OG0000906	ADIR003640	AMIN010093
OG0000907	ADIR010374	AMIN003529
OG0000908	ADIR002967	AMIN004225, AMIN000972
OG0000909	ADIR008464	AMIN004174
OG0000909	ADIR008466	AMIN004173
OG0000910	ADIR003521, ADIR003520	AMIN003898
OG0000911	ADIR001012	AMIN005201
OG0000913	ADIR004443	AMIN004902
OG0000922	ADIR009005, ADIR006764	AMIN006499
OG0000925	ADIR001658	AMIN011434
OG0000926	ADIR014973	AMIN009606
OG0000926	ADIR016200	AMIN008050
OG0000926	ADIR004243	AMIN007702
OG0000927	ADIR004380	AMIN004421, AMIN004420, AMIN011464, AMIN011444, AMIN011414, AMIN004395, AMIN004422
OG0000928	ADIR009630	AMIN008729
OG0000929	ADIR010990, ADIR014948	AMIN006298
OG0000929	ADIR010991	AMIN006297
OG0000940	ADIR011030	AMIN006257
OG0000941	ADIR002843, ADIR002842	AMIN000656
OG0000942	ADIR002814	AMIN000394
OG0000943	ADIR015770	AMIN008564
OG0000944	ADIR002711	AMIN000418
OG0000945	ADIR000867	AMIN005200
OG0000946	ADIR011067	AMIN005993
OG0000946	ADIR011068	AMIN005992
OG0000947	ADIR005680	AMIN005024
OG0000948	ADIR000744	AMIN006406
OG0000949	ADIR011178	AMIN006044
OG0000950	ADIR000636	AMIN009802
OG0000951	ADIR007510	AMIN010985
OG0000952	ADIR000888	AMIN005746
OG0000952	ADIR002704	AMIN005747, AMIN008233
OG0000953	ADIR001522	AMIN005407
OG0000954	ADIR001308	AMIN001996
OG0000954	ADIR001307	AMIN001998
OG0000955	ADIR010464	AMIN003445
OG0000956	ADIR014508	AMIN007072
OG0000956	ADIR007056	AMIN010334
OG0000957	ADIR015908	AMIN016025
OG0000957	ADIR015909	AMIN016024
OG0000958	ADIR004809	AMIN003537
OG0000958	ADIR003923, ADIR004810	AMIN005628
OG0000959	ADIR005324	AMIN003328
OG0000959	ADIR005326	AMIN003330
OG0000960	ADIR008258	AMIN003889
OG0000960	ADIR008256, ADIR010734	AMIN003892
OG0000961	ADIR007697	AMIN015960
OG0000962	ADIR008280	AMIN003862
OG0000963	ADIR002688	AMIN000438
OG0000963	ADIR002686	AMIN000439
OG0000964	ADIR000239	AMIN008982
OG0000965	ADIR008783	AMIN010793
OG0000967	ADIR015702	AMIN002911
OG0000968	ADIR001057	AMIN002113, AMIN000054
OG0000969	ADIR009225	AMIN008175
OG0000970	ADIR016117, ADIR002256, ADIR000903	AMIN005393
OG0000972	ADIR006278	AMIN009726
OG0000973	ADIR006725	AMIN004868
OG0000973	ADIR006726	AMIN004869
OG0000974	ADIR006144	AMIN001752, AMIN009795
OG0000975	ADIR007520	AMIN010995
OG0000976	ADIR007778	AMIN011179
OG0000976	ADIR007776	AMIN011180
OG0000977	ADIR010731	AMIN003896
OG0000978	ADIR008533, ADIR008532	AMIN001929
OG0000979	ADIR011494	AMIN009863
OG0000980	ADIR001163	AMIN005697
OG0000982	ADIR000845	AMIN005578
OG0000982	ADIR000844	AMIN005579
OG0000983	ADIR005364	AMIN004697
OG0000984	ADIR007396	AMIN011029
OG0000984	ADIR007394	AMIN011027
OG0000986	ADIR005647	AMIN001244
OG0000987	ADIR006032	AMIN001869
OG0000988	ADIR005981	AMIN006425
OG0000989	ADIR005738	AMIN005002
OG0000990	ADIR006013	AMIN001887
OG0000991	ADIR000231	AMIN008989
OG0000992	ADIR007862	AMIN011100
OG0000993	ADIR009921	AMIN003577
OG0000994	ADIR007809	AMIN011148
OG0000995	ADIR000369	AMIN001280
OG0000996	ADIR005123	AMIN009519
OG0000997	ADIR003631	AMIN010086
OG0000997	ADIR003633	AMIN010087
OG0000998	ADIR005445	AMIN004777
OG0000999	ADIR001743	AMIN008453
OG0000999	ADIR001742	AMIN008454
OG0001000	ADIR002180	AMIN004305
OG0001001	ADIR006808, ADIR006820	AMIN001667
OG0001002	ADIR005976	AMIN001925
OG0001003	ADIR014477	AMIN005789
OG0001004	ADIR008236	AMIN010597
OG0001005	ADIR000854	AMIN005179, AMIN004616
OG0001006	ADIR000927	AMIN005829
OG0001007	ADIR014008	AMIN002047, AMIN006341
OG0001008	ADIR001703	AMIN008491
OG0001009	ADIR000803	AMIN005477
OG0001010	ADIR004598	AMIN005139
OG0001011	ADIR006614	AMIN002616
OG0001011	ADIR006612	AMIN002614
OG0001012	ADIR016071	AMIN006069
OG0001013	ADIR004335	AMIN005771
OG0001014	ADIR004702	AMIN001357
