Orthogroup	AdirusWRAIR2	AsinensisChina
OG0000435	ADIR010798	ASIC005962
OG0000437	ADIR005813	ASIC002921
OG0000437	ADIR005815	ASIC002923
OG0000438	ADIR005817, ADIR005814	ASIC002922
OG0000439	ADIR010992	ASIC017605
OG0000440	ADIR003328	ASIC013302
OG0000440	ADIR003327	ASIC013280
OG0000441	ADIR007412	ASIC000926, ASIC007475, ASIC000925, ASIC007491, ASIC002994
OG0000441	ADIR000981	ASIC005125
OG0000443	ADIR005386	ASIC020916
OG0000443	ADIR007351	ASIC019892
OG0000445	ADIR000224	ASIC015510
OG0000446	ADIR007631	ASIC017399
OG0000446	ADIR007632	ASIC017397
OG0000447	ADIR006355	ASIC003833
OG0000447	ADIR016048	ASIC003829
OG0000448	ADIR007075	ASIC003765
OG0000448	ADIR002786	ASIC012623
OG0000449	ADIR001435	ASIC003960
OG0000449	ADIR011623	ASIC005404
OG0000450	ADIR006287	ASIC020787
OG0000451	ADIR001343	ASIC016924
OG0000451	ADIR001344	ASIC016917, ASIC016922
OG0000452	ADIR003211	ASIC009849, ASIC020091, ASIC009840, ASIC009847, ASIC020090, ASIC009848, ASIC009850
OG0000453	ADIR002048	ASIC003644
OG0000453	ADIR009313	ASIC012850, ASIC012851
OG0000454	ADIR006123	ASIC006736
OG0000455	ADIR003615	ASIC019673
OG0000455	ADIR001796	ASIC004791
OG0000456	ADIR008105	ASIC011658
OG0000457	ADIR010440	ASIC015718
OG0000457	ADIR010441	ASIC015722
OG0000458	ADIR000582	ASIC017734
OG0000458	ADIR000585, ADIR000586	ASIC017741
OG0000460	ADIR010287	ASIC021718
OG0000461	ADIR001398	ASIC006228, ASIC006229
OG0000462	ADIR000056	ASIC019364
OG0000465	ADIR009087	ASIC014237
OG0000465	ADIR001140	ASIC003894
OG0000466	ADIR001786	ASIC004777
OG0000466	ADIR000450	ASIC017831
OG0000471	ADIR005291, ADIR004369, ADIR004368, ADIR001992, ADIR011121	ASIC014821, ASIC014823
OG0000472	ADIR010905	ASIC005313, ASIC003870, ASIC003865, ASIC003869, ASIC005315, ASIC003863, ASIC003864, ASIC003867
OG0000473	ADIR015870	ASIC016008, ASIC000169
OG0000473	ADIR015871	ASIC000170
OG0000476	ADIR015518	ASIC009230
OG0000476	ADIR015520	ASIC009231
OG0000477	ADIR015939	ASIC000652
OG0000477	ADIR015938	ASIC000651
OG0000478	ADIR009353	ASIC002617
OG0000479	ADIR003422	ASIC004164
OG0000480	ADIR000107	ASIC020530
OG0000481	ADIR004329	ASIC002432
OG0000482	ADIR015529	ASIC006605
OG0000482	ADIR015530	ASIC006582
OG0000484	ADIR009697	ASIC017359
OG0000484	ADIR000755	ASIC001455
OG0000485	ADIR011226	ASIC006858, ASIC006950
OG0000486	ADIR004130	ASIC016975
OG0000486	ADIR010048	ASIC011434
OG0000487	ADIR011456	ASIC006102
OG0000487	ADIR002382	ASIC017111
OG0000488	ADIR005675	ASIC009315, ASIC009314, ASIC009312
OG0000489	ADIR011660	ASIC004414
OG0000489	ADIR011661	ASIC004437
OG0000490	ADIR002278	ASIC018244
OG0000491	ADIR010196	ASIC013988
OG0000492	ADIR001274	ASIC006208
OG0000492	ADIR015512	ASIC006198
OG0000493	ADIR010823, ADIR003156	ASIC005328
OG0000494	ADIR006809	ASIC010787
OG0000495	ADIR008544	ASIC012830
OG0000496	ADIR016174, ADIR016173	ASIC006139
OG0000497	ADIR011592	ASIC003415
OG0000498	ADIR001903	ASIC000091
OG0000499	ADIR003605	ASIC019661
OG0000500	ADIR001164	ASIC010264
OG0000500	ADIR007528	ASIC015176
OG0000502	ADIR015872	ASIC000171
OG0000502	ADIR011596	ASIC003404
OG0000503	ADIR010403, ADIR010386	ASIC004851
OG0000504	ADIR010398	ASIC002831
OG0000504	ADIR005554	ASIC005768
OG0000505	ADIR004460	ASIC016895, ASIC016894
OG0000506	ADIR000144	ASIC017513
OG0000507	ADIR011452	ASIC006096
OG0000507	ADIR006617	ASIC008822
OG0000508	ADIR016191	ASIC018971
OG0000508	ADIR007988	ASIC018968
OG0000509	ADIR007447	ASIC016623
OG0000509	ADIR007448	ASIC016624
OG0000510	ADIR000926	ASIC006783
OG0000511	ADIR008094, ADIR016142	ASIC018684, ASIC018683
OG0000512	ADIR002377	ASIC017132
OG0000512	ADIR002378	ASIC017133
OG0000514	ADIR008504	ASIC020694
OG0000514	ADIR004788	ASIC009980
OG0000515	ADIR015942	ASIC006036
OG0000515	ADIR015940	ASIC006038
OG0000516	ADIR002633	ASIC004631
OG0000517	ADIR005492, ADIR005493	ASIC020109
OG0000518	ADIR007074	ASIC003764
OG0000520	ADIR006171	ASIC006463
OG0000521	ADIR007269	ASIC019716
OG0000522	ADIR003989	ASIC007537
OG0000522	ADIR003992	ASIC007522
OG0000523	ADIR005431	ASIC005435
OG0000523	ADIR004398	ASIC009124
OG0000524	ADIR007502	ASIC015079
OG0000524	ADIR007504	ASIC015078
OG0000525	ADIR007248	ASIC019757
OG0000526	ADIR001209	ASIC004001
OG0000526	ADIR004082	ASIC013447
OG0000527	ADIR005535	ASIC006188
OG0000527	ADIR005536	ASIC006184
OG0000528	ADIR007580	ASIC019523
OG0000528	ADIR007576	ASIC019533
OG0000532	ADIR004259, ADIR009577, ADIR000358, ADIR004188, ADIR004185, ADIR011722, ADIR000381, ADIR000350, ADIR000352	ASIC018851, ASIC018842
OG0000534	ADIR004940	ASIC006534
OG0000535	ADIR005911	ASIC007433, ASIC007432
OG0000536	ADIR008027	ASIC018664
OG0000536	ADIR002347	ASIC018175
OG0000538	ADIR003261	ASIC013828
OG0000539	ADIR003268, ADIR003267	ASIC008347
OG0000540	ADIR002371	ASIC006350
OG0000541	ADIR011392	ASIC020746
OG0000541	ADIR000730	ASIC016037
OG0000542	ADIR002521	ASIC009920
OG0000542	ADIR002522	ASIC004304
OG0000543	ADIR001792	ASIC004786, ASIC004787
OG0000544	ADIR008375	ASIC009116
OG0000546	ADIR000983	ASIC005135, ASIC005132
OG0000547	ADIR009748	ASIC015901
OG0000549	ADIR007473	ASIC011717
OG0000549	ADIR011705, ADIR011704	ASIC000602
OG0000550	ADIR004260	ASIC018855
OG0000551	ADIR005366	ASIC020944
OG0000552	ADIR005528, ADIR005530	ASIC011854
OG0000553	ADIR008143	ASIC012929
OG0000554	ADIR010047	ASIC011433
OG0000556	ADIR002690	ASIC008295
OG0000557	ADIR002816, ADIR001118	ASIC016139, ASIC016141, ASIC020362
OG0000558	ADIR010572	ASIC021641
OG0000558	ADIR001028	ASIC005215
OG0000559	ADIR010538	ASIC004610
OG0000560	ADIR004634	ASIC019767, ASIC010256
OG0000561	ADIR003887	ASIC001853
OG0000562	ADIR008626	ASIC019233
OG0000562	ADIR008625	ASIC019235
OG0000563	ADIR015945	ASIC003207
OG0000563	ADIR015943	ASIC003208
OG0000564	ADIR011483	ASIC002237, ASIC002236
OG0000565	ADIR004400	ASIC009122
OG0000565	ADIR009049	ASIC009643
OG0000566	ADIR000074	ASIC012715
OG0000566	ADIR000076	ASIC012709
OG0000567	ADIR004302	ASIC013727
OG0000568	ADIR004213	ASIC016809, ASIC016808
OG0000569	ADIR010351	ASIC000871
OG0000570	ADIR008400	ASIC020442, ASIC009758
OG0000570	ADIR005510	ASIC001573, ASIC009759
OG0000571	ADIR009253	ASIC009155
OG0000572	ADIR009206	ASIC009149
OG0000573	ADIR002372	ASIC017361
OG0000574	ADIR004769	ASIC014642
OG0000574	ADIR004770	ASIC014643
OG0000576	ADIR000871	ASIC009682
OG0000579	ADIR007934	ASIC019246
OG0000579	ADIR004490	ASIC004749
OG0000581	ADIR001607	ASIC016520
OG0000581	ADIR001609	ASIC016521
OG0000582	ADIR015869	ASIC022080
OG0000583	ADIR006996	ASIC002495
OG0000584	ADIR000205	ASIC014518
OG0000584	ADIR000208	ASIC014523
OG0000585	ADIR006922	ASIC012896, ASIC012897
OG0000586	ADIR003218	ASIC010040
OG0000588	ADIR010647	ASIC011985
OG0000595	ADIR009712, ADIR001030	ASIC002794, ASIC016298
OG0000595	ADIR009034, ADIR005289, ADIR009710	ASIC016309
OG0000601	ADIR002178	ASIC017779, ASIC015260, ASIC017781, ASIC017780, ASIC017783, ASIC017778, ASIC017777
OG0000606	ADIR010706	ASIC009431
OG0000608	ADIR006043	ASIC007273
OG0000608	ADIR006044	ASIC007276
OG0000609	ADIR006271	ASIC006672
OG0000610	ADIR007165	ASIC002451
OG0000611	ADIR007100	ASIC016343
OG0000613	ADIR014298	ASIC011367
OG0000613	ADIR003502	ASIC011361
OG0000614	ADIR003599	ASIC019653
OG0000615	ADIR007513	ASIC015191
OG0000616	ADIR016185	ASIC019016
OG0000618	ADIR004564, ADIR001182	ASIC007617
OG0000619	ADIR003359	ASIC014716
OG0000620	ADIR011338	ASIC012033
OG0000621	ADIR009431	ASIC010689
OG0000621	ADIR001339	ASIC016929
OG0000622	ADIR005772	ASIC005585
OG0000623	ADIR001819	ASIC005025
OG0000623	ADIR001948	ASIC018080
OG0000624	ADIR006550	ASIC003474
OG0000625	ADIR015792	ASIC012166
OG0000625	ADIR015794	ASIC012167
OG0000626	ADIR002370	ASIC006347
OG0000627	ADIR005607	ASIC015345, ASIC015349
OG0000627	ADIR005612	ASIC015335
OG0000628	ADIR009278	ASIC010145, ASIC010153
OG0000630	ADIR002291	ASIC015202
OG0000630	ADIR002307	ASIC019468
OG0000631	ADIR011098	ASIC013517
OG0000632	ADIR002589	ASIC006603, ASIC017016
OG0000633	ADIR001162	ASIC010261
OG0000633	ADIR008662	ASIC018590
OG0000634	ADIR001434, ADIR005413	ASIC020589
OG0000635	ADIR010026, ADIR005808	ASIC011390
OG0000636	ADIR004263	ASIC018863
OG0000637	ADIR010754	ASIC014475
OG0000637	ADIR010756	ASIC014478, ASIC014477
OG0000638	ADIR016063	ASIC015263
OG0000638	ADIR015866	ASIC012121
OG0000639	ADIR007163	ASIC003698
OG0000640	ADIR007483	ASIC011609
OG0000641	ADIR006280	ASIC006689, ASIC006690
OG0000642	ADIR002901	ASIC013922
OG0000642	ADIR002900	ASIC013935
OG0000643	ADIR010103	ASIC011572
OG0000644	ADIR000026	ASIC015378, ASIC015379
OG0000645	ADIR008785	ASIC012463
OG0000647	ADIR007084	ASIC003826
OG0000648	ADIR015991, ADIR015990	ASIC013609
OG0000649	ADIR015836	ASIC020095, ASIC020093, ASIC020094
OG0000650	ADIR009272	ASIC010159
OG0000652	ADIR001181, ADIR007213	ASIC017015
OG0000653	ADIR010712	ASIC009438
OG0000653	ADIR011268	ASIC017682
OG0000654	ADIR007302	ASIC019682, ASIC019681
OG0000655	ADIR008840	ASIC003101
OG0000656	ADIR006297	ASIC020766
OG0000656	ADIR006298	ASIC020763
OG0000657	ADIR011479	ASIC002248
OG0000658	ADIR008934	ASIC012368
OG0000658	ADIR008935	ASIC012369
OG0000660	ADIR003385	ASIC002150
OG0000661	ADIR001298	ASIC010596, ASIC020488
OG0000662	ADIR002069	ASIC022183, ASIC022185, ASIC022186, ASIC022184
OG0000663	ADIR005873	ASIC014312
OG0000664	ADIR004975	ASIC005888, ASIC005889
OG0000665	ADIR010523	ASIC004570
OG0000666	ADIR001091	ASIC016904, ASIC016903
OG0000666	ADIR001092	ASIC016901
OG0000667	ADIR005250	ASIC008479
OG0000668	ADIR011665	ASIC006798
OG0000669	ADIR005146	ASIC017202
OG0000671	ADIR005757	ASIC005036, ASIC005042, ASIC005041
OG0000671	ADIR001820	ASIC005035
OG0000672	ADIR011370	ASIC008550
OG0000672	ADIR011369	ASIC008546
OG0000673	ADIR009373	ASIC020840
OG0000673	ADIR009378	ASIC004282
OG0000674	ADIR000180	ASIC011893
OG0000674	ADIR000181	ASIC011909
OG0000674	ADIR000182	ASIC011907
OG0000675	ADIR004357	ASIC009194
OG0000675	ADIR004359	ASIC009192
OG0000676	ADIR015831	ASIC009273
OG0000677	ADIR004057	ASIC013419
OG0000678	ADIR008664	ASIC018598
OG0000678	ADIR008663	ASIC018592
OG0000679	ADIR008098, ADIR008707	ASIC011060, ASIC011058
OG0000680	ADIR001462	ASIC020285
OG0000681	ADIR003576	ASIC019611
OG0000681	ADIR003569	ASIC019602
OG0000682	ADIR010576, ADIR001375	ASIC007710, ASIC001898
OG0000683	ADIR004792	ASIC009973
OG0000684	ADIR008684, ADIR001359	ASIC013707
OG0000686	ADIR008965	ASIC011737
OG0000686	ADIR008966	ASIC010843
OG0000687	ADIR005260, ADIR006874	ASIC008485, ASIC008467
OG0000689	ADIR003572	ASIC019605
OG0000689	ADIR003571	ASIC019603
OG0000690	ADIR004280	ASIC005613, ASIC013757, ASIC013751, ASIC013754, ASIC013745, ASIC005615, ASIC005616
OG0000691	ADIR004519	ASIC020901
OG0000691	ADIR004518	ASIC020902, ASIC020649, ASIC020636
OG0000694	ADIR015663	ASIC004226
OG0000698	ADIR010606	ASIC002954, ASIC004743
OG0000700	ADIR000562	ASIC015382
OG0000701	ADIR009737	ASIC015884
OG0000701	ADIR000544	ASIC017991
OG0000703	ADIR002997, ADIR002996	ASIC021784
OG0000704	ADIR005443	ASIC012649
OG0000705	ADIR014326	ASIC012203
OG0000706	ADIR008446	ASIC021044
OG0000707	ADIR007676	ASIC001005, ASIC001006
OG0000708	ADIR000861	ASIC007091
OG0000709	ADIR003944	ASIC016024, ASIC009545
OG0000710	ADIR001331	ASIC017105
OG0000711	ADIR000483	ASIC018376, ASIC018377
OG0000712	ADIR005673	ASIC009318
OG0000712	ADIR005674	ASIC009317
OG0000713	ADIR003761	ASIC000957
OG0000714	ADIR010237	ASIC013805
OG0000715	ADIR002785	ASIC012621
OG0000715	ADIR005811	ASIC002919
OG0000716	ADIR002517	ASIC009916
OG0000716	ADIR015809	ASIC009915
OG0000717	ADIR004994	ASIC002030
OG0000718	ADIR009108	ASIC011829
OG0000718	ADIR009109	ASIC011830
OG0000720	ADIR005353	ASIC003556
OG0000721	ADIR015873, ADIR000118	ASIC020534
OG0000722	ADIR010217	ASIC022221
OG0000723	ADIR008414	ASIC014878
OG0000723	ADIR010092	ASIC011561
OG0000724	ADIR004314, ADIR004315	ASIC013777
OG0000725	ADIR007428	ASIC002939, ASIC006218, ASIC005285
OG0000726	ADIR005496	ASIC020143, ASIC006866
OG0000726	ADIR005497	ASIC020142
OG0000727	ADIR000192	ASIC011928
OG0000727	ADIR000191	ASIC011923
OG0000728	ADIR007813, ADIR009268	ASIC004841, ASIC020452
OG0000729	ADIR011499, ADIR001420	ASIC010226, ASIC012775
OG0000730	ADIR000405	ASIC017919
OG0000731	ADIR003750	ASIC011790
OG0000732	ADIR016014, ADIR016015	ASIC012635
OG0000733	ADIR007422	ASIC011002, ASIC011013
OG0000734	ADIR001121, ADIR009318	ASIC012871
OG0000735	ADIR004318	ASIC019585
OG0000735	ADIR004573	ASIC003487
OG0000736	ADIR007028, ADIR007030, ADIR007029	ASIC003780
OG0000737	ADIR000955	ASIC009472
OG0000738	ADIR004104	ASIC013483
OG0000738	ADIR004106	ASIC013482
OG0000739	ADIR003753	ASIC000970
OG0000739	ADIR003754	ASIC000950
OG0000740	ADIR008992	ASIC008050
OG0000740	ADIR008993	ASIC008048
OG0000741	ADIR009181	ASIC014976
OG0000741	ADIR009180	ASIC014978
OG0000742	ADIR003440, ADIR003439	ASIC005647
OG0000743	ADIR010773	ASIC018366
OG0000744	ADIR006121	ASIC006734
OG0000745	ADIR002922	ASIC002565
OG0000746	ADIR008974	ASIC020209
OG0000747	ADIR002716	ASIC008334, ASIC008323
OG0000748	ADIR010525	ASIC004573
OG0000748	ADIR010524	ASIC004572
OG0000749	ADIR001353, ADIR007200	ASIC019830
OG0000750	ADIR010959	ASIC017661
OG0000751	ADIR001188	ASIC016940
OG0000751	ADIR001384	ASIC006249
OG0000752	ADIR007588, ADIR001235	ASIC015937, ASIC004455
OG0000753	ADIR003634	ASIC019082
OG0000753	ADIR011231	ASIC006943
OG0000754	ADIR008000	ASIC019253
OG0000756	ADIR009868	ASIC013274
OG0000757	ADIR005640	ASIC015282
OG0000760	ADIR002003	ASIC014803, ASIC014804
OG0000761	ADIR004099	ASIC013465
OG0000761	ADIR004098	ASIC013463
OG0000762	ADIR008985, ADIR000772, ADIR009061, ADIR008884, ADIR008911	ASIC008818
OG0000762	ADIR008912	ASIC008819
OG0000763	ADIR007037	ASIC003797
OG0000764	ADIR006059	ASIC007332
OG0000764	ADIR006058	ASIC007326
OG0000765	ADIR005137	ASIC017213
OG0000765	ADIR005133	ASIC017218
OG0000766	ADIR014475, ADIR005643, ADIR005641	ASIC015280
OG0000767	ADIR002095	ASIC020069
OG0000769	ADIR010786	ASIC018350
OG0000770	ADIR001063, ADIR001062	ASIC005253
OG0000771	ADIR001418	ASIC010213
OG0000772	ADIR007672	ASIC009423
OG0000772	ADIR007673	ASIC010659
OG0000773	ADIR004802	ASIC009946
OG0000773	ADIR004801	ASIC009947
OG0000774	ADIR002089	ASIC015592
OG0000774	ADIR002087	ASIC015577
OG0000775	ADIR004192	ASIC018881, ASIC018826
OG0000775	ADIR004194	ASIC018859
OG0000776	ADIR002136	ASIC015996
OG0000776	ADIR002137	ASIC015997
OG0000777	ADIR008628, ADIR008631, ADIR008629	ASIC019231
OG0000778	ADIR006485	ASIC020101
OG0000779	ADIR004268	ASIC018871
OG0000779	ADIR004269	ASIC018874
OG0000786	ADIR005558	ASIC005779
OG0000790	ADIR011743, ADIR009707, ADIR011742, ADIR014780, ADIR009729, ADIR010826	ASIC000997
OG0000790	ADIR001701	ASIC020447
OG0000791	ADIR002016	ASIC014786, ASIC014787
OG0000792	ADIR007199	ASIC019829
OG0000792	ADIR007201	ASIC019826
OG0000793	ADIR009741	ASIC015880
OG0000794	ADIR010270, ADIR010269	ASIC021940, ASIC021943
OG0000795	ADIR011735	ASIC001402
OG0000799	ADIR009139	ASIC013358
OG0000800	ADIR006579	ASIC014042
OG0000800	ADIR006580	ASIC014037
OG0000801	ADIR010498	ASIC008758
OG0000801	ADIR010497	ASIC008769
OG0000802	ADIR000764	ASIC010833
OG0000803	ADIR015524	ASIC006627
OG0000803	ADIR015531	ASIC006616
OG0000806	ADIR002166	ASIC007906
OG0000808	ADIR010932	ASIC014182
OG0000810	ADIR001431	ASIC003966
OG0000811	ADIR004618	ASIC003969
OG0000812	ADIR003249	ASIC013324
OG0000813	ADIR000634	ASIC012109
OG0000813	ADIR000633	ASIC012111
OG0000814	ADIR009761	ASIC005584
OG0000815	ADIR005227	ASIC020637
OG0000816	ADIR005442	ASIC012651
OG0000817	ADIR000841	ASIC006311, ASIC011944
OG0000818	ADIR005676	ASIC009311
OG0000820	ADIR004370	ASIC012997
OG0000821	ADIR001683, ADIR001351	ASIC005223
OG0000822	ADIR010685	ASIC003247
OG0000823	ADIR001927	ASIC018051, ASIC018052
OG0000825	ADIR010416	ASIC009744
OG0000825	ADIR010413	ASIC009778
OG0000827	ADIR002292	ASIC019496
OG0000828	ADIR000838	ASIC006317
OG0000829	ADIR011677	ASIC003920
OG0000830	ADIR010358	ASIC011142
OG0000831	ADIR009274, ADIR009275	ASIC010156
OG0000832	ADIR006401	ASIC009101
OG0000833	ADIR007368, ADIR008898	ASIC018216, ASIC008915
OG0000834	ADIR009694	ASIC017356
OG0000835	ADIR015832, ADIR015833	ASIC020621
OG0000836	ADIR006190	ASIC002676
OG0000837	ADIR008614	ASIC016440
OG0000837	ADIR008615	ASIC016555
OG0000838	ADIR001536	ASIC007665
OG0000839	ADIR004532	ASIC008421
OG0000840	ADIR000464	ASIC013299, ASIC010736, ASIC017800
OG0000841	ADIR005969	ASIC007143, ASIC007141
OG0000842	ADIR015884	ASIC006696
OG0000842	ADIR015676	ASIC006697
OG0000843	ADIR008436	ASIC021030
OG0000844	ADIR016091, ADIR015731	ASIC020295
OG0000845	ADIR008812, ADIR014752	ASIC016333
OG0000846	ADIR006677	ASIC007965
OG0000847	ADIR000816	ASIC007549
OG0000849	ADIR010544	ASIC002768
OG0000850	ADIR011650, ADIR009781, ADIR009782, ADIR009779	ASIC007559
OG0000852	ADIR010778	ASIC018361
OG0000854	ADIR003593	ASIC019639
OG0000855	ADIR001421	ASIC010228
OG0000856	ADIR007310	ASIC019688
OG0000857	ADIR006940	ASIC007489
OG0000857	ADIR005462	ASIC003072
OG0000858	ADIR003272	ASIC001875
OG0000858	ADIR003271	ASIC001876, ASIC001414
OG0000859	ADIR005731	ASIC011203
OG0000860	ADIR001450	ASIC015296
OG0000861	ADIR001941	ASIC018072
OG0000862	ADIR003661	ASIC019152
OG0000862	ADIR003681	ASIC019190
OG0000863	ADIR007225	ASIC019791, ASIC019790
OG0000864	ADIR011041	ASIC013860
OG0000864	ADIR011040	ASIC013869
OG0000865	ADIR001249	ASIC005377
OG0000865	ADIR004962	ASIC005935
OG0000866	ADIR007831	ASIC015035
OG0000867	ADIR010148	ASIC011242
OG0000867	ADIR010147	ASIC016184
OG0000868	ADIR008592	ASIC021141
OG0000868	ADIR008589	ASIC021136
OG0000869	ADIR007455	ASIC011670
OG0000871	ADIR005011	ASIC008493, ASIC004521
OG0000871	ADIR005012	ASIC008491, ASIC004522
OG0000872	ADIR001374	ASIC007709
OG0000872	ADIR007136	ASIC003733
OG0000873	ADIR003777	ASIC019046
OG0000874	ADIR000667	ASIC014135
OG0000874	ADIR000666	ASIC014142
OG0000875	ADIR001440	ASIC017056, ASIC015356
OG0000876	ADIR008398	ASIC009780
OG0000878	ADIR001592	ASIC016491
OG0000880	ADIR004245	ASIC011748
OG0000881	ADIR004537	ASIC008413
OG0000881	ADIR004539	ASIC008409
OG0000882	ADIR001720	ASIC019412
OG0000882	ADIR001718	ASIC019413
OG0000883	ADIR007904	ASIC018444
OG0000884	ADIR005703	ASIC008951, ASIC008954
OG0000884	ADIR005700	ASIC008952
OG0000885	ADIR004569	ASIC011979
OG0000885	ADIR004570	ASIC011980
OG0000886	ADIR007342	ASIC019854
OG0000887	ADIR008198, ADIR009856	ASIC013297
OG0000888	ADIR009726	ASIC010717
OG0000888	ADIR009723	ASIC010720
OG0000889	ADIR007602	ASIC019922
OG0000889	ADIR007600	ASIC019929
OG0000890	ADIR006657	ASIC014867
OG0000890	ADIR006660	ASIC008439
OG0000891	ADIR006553	ASIC003576
OG0000891	ADIR006556	ASIC003521
OG0000893	ADIR002643	ASIC004531, ASIC004679, ASIC004690
OG0000894	ADIR008534	ASIC020550
OG0000895	ADIR014136	ASIC017057
OG0000895	ADIR001441	ASIC017058
OG0000896	ADIR000581	ASIC017732
OG0000897	ADIR011709	ASIC011817
OG0000900	ADIR001006	ASIC017002, ASIC017003, ASIC017004
OG0000901	ADIR000126	ASIC017457, ASIC017451
OG0000903	ADIR007935	ASIC000500, ASIC019245
OG0000906	ADIR003641, ADIR003640	ASIC019097
OG0000907	ADIR010374	ASIC006166
OG0000908	ADIR005885	ASIC020022
OG0000908	ADIR002967	ASIC006147
OG0000910	ADIR003520	ASIC003325
OG0000911	ADIR001012	ASIC009667
OG0000913	ADIR004443	ASIC021904
OG0000925	ADIR001658	ASIC016057, ASIC016060, ASIC016056, ASIC016059, ASIC016061
OG0000929	ADIR010990, ADIR014948, ADIR010991	ASIC017610
OG0000930	ADIR011734	ASIC001058
OG0000940	ADIR011030	ASIC016260, ASIC016015, ASIC016018, ASIC016013, ASIC016259
OG0000941	ADIR002843	ASIC021485, ASIC021436
OG0000941	ADIR002842	ASIC021487
OG0000942	ADIR002814	ASIC010363
OG0000943	ADIR015770	ASIC018152, ASIC018151
OG0000944	ADIR002711, ADIR002707	ASIC008233
OG0000945	ADIR000867	ASIC002969
OG0000946	ADIR011067	ASIC021493
OG0000946	ADIR011068	ASIC021504
OG0000947	ADIR005680	ASIC009305
OG0000948	ADIR000744	ASIC000641
OG0000949	ADIR011177	ASIC013181
OG0000950	ADIR000636	ASIC012104
OG0000951	ADIR007510	ASIC015194, ASIC015193
OG0000952	ADIR000888, ADIR002704, ADIR000889	ASIC002966
OG0000953	ADIR001522	ASIC020386
OG0000954	ADIR001308	ASIC020471
OG0000955	ADIR010464	ASIC013403
OG0000956	ADIR014508	ASIC007294
OG0000957	ADIR015908	ASIC003738
OG0000958	ADIR004810	ASIC004476
OG0000959	ADIR005324	ASIC004659
OG0000959	ADIR005326	ASIC004656
OG0000960	ADIR008258	ASIC021667
OG0000960	ADIR008256, ADIR010734	ASIC021680
OG0000962	ADIR008280	ASIC011118
OG0000963	ADIR002688	ASIC008300
OG0000963	ADIR002686	ASIC008299
OG0000964	ADIR000239	ASIC005083, ASIC005081
OG0000965	ADIR008783	ASIC012479
OG0000967	ADIR015702	ASIC009917
OG0000968	ADIR001057	ASIC020347, ASIC020346
OG0000970	ADIR016117, ADIR002256, ADIR000903	ASIC009351
OG0000972	ADIR006278	ASIC006679
OG0000973	ADIR006725	ASIC020184
OG0000973	ADIR006726	ASIC020186
OG0000974	ADIR006144	ASIC006392
OG0000975	ADIR007520	ASIC015181
OG0000976	ADIR007776	ASIC016839
OG0000977	ADIR010731	ASIC021684
OG0000978	ADIR008533, ADIR008532	ASIC012758
OG0000979	ADIR011494	ASIC003185
OG0000980	ADIR001163	ASIC010263
OG0000982	ADIR000845	ASIC006306
OG0000982	ADIR000844	ASIC006307
OG0000983	ADIR005364	ASIC020950
OG0000984	ADIR007396	ASIC016301
OG0000984	ADIR007394	ASIC016306
OG0000986	ADIR005647	ASIC015268
OG0000987	ADIR006032	ASIC007258
OG0000989	ADIR005738	ASIC012020, ASIC012021
OG0000990	ADIR006013	ASIC007221
OG0000991	ADIR000231	ASIC015520
OG0000992	ADIR007862	ASIC018564, ASIC018563
OG0000993	ADIR009921	ASIC002068
OG0000993	ADIR009922	ASIC002159
OG0000994	ADIR007809	ASIC016386
OG0000995	ADIR000369	ASIC015404
OG0000996	ADIR005123	ASIC017229
OG0000997	ADIR003631	ASIC019076
OG0000997	ADIR003633	ASIC019081
OG0000998	ADIR005445	ASIC012645
OG0000999	ADIR001743, ADIR001742	ASIC019299
OG0001000	ADIR002180	ASIC017776
OG0001001	ADIR006808, ADIR006820	ASIC000014, ASIC010786
OG0001002	ADIR005976	ASIC007149, ASIC007151
