Orthogroup	AdirusWRAIR2	AfunestusAfunGA1
OG0000353	ADIR007451	AFUN2_011227
OG0000354	ADIR002946	AFUN2_005800
OG0000354	ADIR010471	AFUN2_002171
OG0000355	ADIR006415	AFUN2_008819, AFUN2_010074
OG0000356	ADIR009183	AFUN2_001849
OG0000357	ADIR010483	AFUN2_011572
OG0000357	ADIR010482	AFUN2_008751
OG0000359	ADIR008488	AFUN2_001508, AFUN2_014132, AFUN2_014666, AFUN2_005325
OG0000360	ADIR001997	AFUN2_000510, AFUN2_007142
OG0000361	ADIR002964	AFUN2_012094
OG0000362	ADIR015887	AFUN2_012779
OG0000362	ADIR015885	AFUN2_005854
OG0000363	ADIR015546	AFUN2_008657
OG0000363	ADIR015547	AFUN2_009379
OG0000364	ADIR016198	AFUN2_006948
OG0000364	ADIR016196	AFUN2_003336
OG0000365	ADIR004665	AFUN2_013587, AFUN2_014234
OG0000366	ADIR010711	AFUN2_008793, AFUN2_009343
OG0000367	ADIR003716	AFUN2_011293, AFUN2_010540
OG0000368	ADIR004446	AFUN2_009997
OG0000369	ADIR010892	AFUN2_005004
OG0000369	ADIR010893, ADIR010887	AFUN2_000751
OG0000370	ADIR010058	AFUN2_014764
OG0000371	ADIR007433, ADIR007434, ADIR007436	AFUN2_003392
OG0000372	ADIR015735	AFUN2_007569
OG0000377	ADIR009028	AFUN2_005166, AFUN2_001427, AFUN2_006583
OG0000377	ADIR003905	AFUN2_013885
OG0000378	ADIR007869, ADIR007846, ADIR007847, ADIR015931, ADIR007858	AFUN2_003972, AFUN2_011312, AFUN2_006867
OG0000380	ADIR015576, ADIR015577	AFUN2_005131
OG0000381	ADIR016122	AFUN2_014467
OG0000381	ADIR016121	AFUN2_004958
OG0000382	ADIR011633	AFUN2_001543
OG0000382	ADIR011634	AFUN2_000360
OG0000383	ADIR009909	AFUN2_014461
OG0000383	ADIR009553	AFUN2_011562
OG0000384	ADIR011575, ADIR011584	AFUN2_005469
OG0000384	ADIR011574	AFUN2_004787
OG0000386	ADIR007470	AFUN2_009836, AFUN2_005608, AFUN2_013530
OG0000387	ADIR001678	AFUN2_002844
OG0000387	ADIR006893	AFUN2_002100
OG0000388	ADIR010377, ADIR010378, ADIR010640	AFUN2_001099
OG0000389	ADIR003638	AFUN2_006060
OG0000391	ADIR006703	AFUN2_010979
OG0000391	ADIR000463	AFUN2_008664
OG0000392	ADIR015587	AFUN2_005778
OG0000393	ADIR008379	AFUN2_012735
OG0000393	ADIR008380	AFUN2_002249
OG0000394	ADIR009815	AFUN2_009571
OG0000395	ADIR004795	AFUN2_009792
OG0000395	ADIR000918	AFUN2_002960
OG0000396	ADIR006188	AFUN2_004007
OG0000396	ADIR006187	AFUN2_012283
OG0000397	ADIR005187	AFUN2_002237
OG0000397	ADIR002696	AFUN2_013451
OG0000398	ADIR008789	AFUN2_005442, AFUN2_013146
OG0000399	ADIR001694	AFUN2_008626
OG0000399	ADIR007577	AFUN2_009920
OG0000400	ADIR003792	AFUN2_011008
OG0000400	ADIR003582	AFUN2_011164
OG0000401	ADIR001782	AFUN2_004353
OG0000402	ADIR004118	AFUN2_003222
OG0000402	ADIR007659, ADIR007661	AFUN2_012219, AFUN2_012051, AFUN2_012833
OG0000403	ADIR001185	AFUN2_012035
OG0000403	ADIR008736	AFUN2_003128
OG0000404	ADIR000386	AFUN2_003801, AFUN2_012718
OG0000405	ADIR016033	AFUN2_013432
OG0000405	ADIR016035	AFUN2_010896
OG0000406	ADIR010242	AFUN2_001556
OG0000406	ADIR002392	AFUN2_007375
OG0000406	ADIR002343	AFUN2_014336
OG0000407	ADIR002282	AFUN2_012902
OG0000407	ADIR009590	AFUN2_004980
OG0000408	ADIR001544	AFUN2_002945
OG0000409	ADIR004706	AFUN2_001720
OG0000409	ADIR004705	AFUN2_011673
OG0000412	ADIR002366	AFUN2_007595
OG0000413	ADIR015533	AFUN2_004473
OG0000413	ADIR015532	AFUN2_000795
OG0000414	ADIR000659	AFUN2_008931
OG0000416	ADIR007938	AFUN2_005309
OG0000417	ADIR010431	AFUN2_013957
OG0000417	ADIR005728	AFUN2_009488
OG0000421	ADIR016222, ADIR016219, ADIR016220, ADIR016221	AFUN2_001964, AFUN2_008577
OG0000422	ADIR006716	AFUN2_008785
OG0000422	ADIR000769, ADIR005287	AFUN2_010162, AFUN2_001696, AFUN2_009298
OG0000422	ADIR009557	AFUN2_013353
OG0000424	ADIR001410	AFUN2_011824, AFUN2_007173
OG0000425	ADIR005624, ADIR005622	AFUN2_013867, AFUN2_004739
OG0000428	ADIR015548	AFUN2_007875, AFUN2_010653
OG0000428	ADIR015549	AFUN2_002316
OG0000430	ADIR009309	AFUN2_002516
OG0000431	ADIR003217	AFUN2_006452, AFUN2_002969
OG0000432	ADIR009396	AFUN2_000534
OG0000432	ADIR004972	AFUN2_010832
OG0000433	ADIR003006	AFUN2_004130
OG0000433	ADIR003007	AFUN2_001141
OG0000434	ADIR015930, ADIR015929	AFUN2_003060, AFUN2_014225
OG0000435	ADIR010798	AFUN2_003456
OG0000437	ADIR005813, ADIR005815	AFUN2_009648
OG0000438	ADIR005814	AFUN2_004408
OG0000439	ADIR010992	AFUN2_012835
OG0000440	ADIR003327	AFUN2_007200
OG0000441	ADIR007412	AFUN2_003884
OG0000441	ADIR000981	AFUN2_007339
OG0000442	ADIR004523	AFUN2_005498, AFUN2_013332
OG0000442	ADIR004521	AFUN2_009889
OG0000443	ADIR005386	AFUN2_001914
OG0000443	ADIR007351	AFUN2_011734
OG0000445	ADIR000225, ADIR000224	AFUN2_010049
OG0000446	ADIR007631	AFUN2_011911
OG0000446	ADIR007632	AFUN2_006522
OG0000447	ADIR006355	AFUN2_001883
OG0000447	ADIR016048	AFUN2_014649
OG0000448	ADIR007075	AFUN2_003874
OG0000448	ADIR002786	AFUN2_004004
OG0000449	ADIR001435	AFUN2_002880
OG0000449	ADIR011623	AFUN2_008727
OG0000450	ADIR006287	AFUN2_007488
OG0000452	ADIR003211	AFUN2_003619
OG0000453	ADIR002048	AFUN2_004614
OG0000453	ADIR009313	AFUN2_014643
OG0000453	ADIR001478	AFUN2_011555
OG0000454	ADIR006123	AFUN2_005107
OG0000455	ADIR003615	AFUN2_011604
OG0000455	ADIR001796	AFUN2_001958
OG0000456	ADIR008105	AFUN2_007145
OG0000457	ADIR010440	AFUN2_011980
OG0000457	ADIR010441	AFUN2_009119
OG0000458	ADIR000582	AFUN2_004230
OG0000458	ADIR000585	AFUN2_000418
OG0000458	ADIR000586	AFUN2_007249
OG0000460	ADIR010287	AFUN2_002000
OG0000461	ADIR001398	AFUN2_008978, AFUN2_008827
OG0000462	ADIR000055	AFUN2_003865
OG0000464	ADIR006989	AFUN2_013582
OG0000464	ADIR006988	AFUN2_005765
OG0000465	ADIR009087	AFUN2_002500
OG0000465	ADIR001140	AFUN2_013706
OG0000466	ADIR001786	AFUN2_000811, AFUN2_008377
OG0000466	ADIR000450	AFUN2_004023
OG0000471	ADIR004369	AFUN2_007684
OG0000472	ADIR010905	AFUN2_007825, AFUN2_008027, AFUN2_010284
OG0000473	ADIR015870	AFUN2_008466, AFUN2_010137
OG0000473	ADIR015871	AFUN2_004064
OG0000476	ADIR015520	AFUN2_013824
OG0000477	ADIR015939	AFUN2_014550
OG0000477	ADIR015938	AFUN2_013649
OG0000478	ADIR009352	AFUN2_003137
OG0000478	ADIR009353	AFUN2_003770
OG0000479	ADIR003422	AFUN2_009181
OG0000479	ADIR003423	AFUN2_007197
OG0000480	ADIR000107	AFUN2_000707
OG0000481	ADIR004329	AFUN2_004506
OG0000482	ADIR015529	AFUN2_014001
OG0000482	ADIR015530	AFUN2_007154
OG0000484	ADIR009697	AFUN2_011350
OG0000484	ADIR000755	AFUN2_006435
OG0000485	ADIR011226	AFUN2_007860
OG0000486	ADIR004130	AFUN2_005660
OG0000486	ADIR010048	AFUN2_008037
OG0000487	ADIR011456	AFUN2_003553
OG0000487	ADIR002382	AFUN2_001956
OG0000488	ADIR005675	AFUN2_003041, AFUN2_006935, AFUN2_008414
OG0000489	ADIR011660	AFUN2_013313
OG0000489	ADIR011661	AFUN2_014776
OG0000490	ADIR002278	AFUN2_001904, AFUN2_012456
OG0000491	ADIR010196	AFUN2_012165
OG0000492	ADIR001274	AFUN2_000913
OG0000492	ADIR015512	AFUN2_012708
OG0000493	ADIR010823	AFUN2_009774
OG0000493	ADIR003156	AFUN2_014180
OG0000494	ADIR001926	AFUN2_011840
OG0000494	ADIR006809	AFUN2_000438
OG0000495	ADIR008544	AFUN2_009440
OG0000496	ADIR016174	AFUN2_001451
OG0000496	ADIR016173	AFUN2_001022
OG0000497	ADIR010268	AFUN2_003360
OG0000497	ADIR011592	AFUN2_008537
OG0000498	ADIR001903	AFUN2_006893
OG0000499	ADIR003605	AFUN2_002816
OG0000500	ADIR001164	AFUN2_003408
OG0000500	ADIR007528	AFUN2_005559
OG0000502	ADIR015872	AFUN2_002108
OG0000502	ADIR011596	AFUN2_002588
OG0000503	ADIR010403, ADIR010386	AFUN2_008000
OG0000504	ADIR010398	AFUN2_010765
OG0000504	ADIR005554	AFUN2_005136
OG0000505	ADIR004460	AFUN2_008493
OG0000506	ADIR000144	AFUN2_001311
OG0000507	ADIR011452	AFUN2_009605
OG0000507	ADIR006617	AFUN2_010453
OG0000508	ADIR016191	AFUN2_012458
OG0000508	ADIR016190	AFUN2_009192
OG0000508	ADIR007988	AFUN2_001408
OG0000509	ADIR007446, ADIR007447, ADIR007448	AFUN2_011895
OG0000510	ADIR000926	AFUN2_003304
OG0000510	ADIR002571	AFUN2_006916
OG0000511	ADIR008094, ADIR016142	AFUN2_001890, AFUN2_008232
OG0000512	ADIR002377	AFUN2_003365
OG0000512	ADIR002378	AFUN2_004602
OG0000514	ADIR008504	AFUN2_011623
OG0000514	ADIR004788	AFUN2_009748
OG0000515	ADIR015942	AFUN2_007192
OG0000515	ADIR015940	AFUN2_000620
OG0000516	ADIR002633	AFUN2_002583
OG0000517	ADIR005492, ADIR005493	AFUN2_007438
OG0000518	ADIR007074	AFUN2_001532
OG0000518	ADIR007072	AFUN2_009562
OG0000520	ADIR006171	AFUN2_008246
OG0000521	ADIR007269	AFUN2_006966
OG0000521	ADIR010663	AFUN2_008767
OG0000522	ADIR003989	AFUN2_012554
OG0000522	ADIR003992	AFUN2_011055
OG0000523	ADIR005431	AFUN2_007839
OG0000523	ADIR004398	AFUN2_014119
OG0000524	ADIR007502	AFUN2_002285
OG0000524	ADIR007504	AFUN2_009357
OG0000525	ADIR007248	AFUN2_013124
OG0000526	ADIR001209	AFUN2_009936
OG0000526	ADIR004082	AFUN2_006765
OG0000527	ADIR005535	AFUN2_010332
OG0000527	ADIR005536	AFUN2_003399
OG0000528	ADIR007580	AFUN2_011949
OG0000528	ADIR007576	AFUN2_008139
OG0000532	ADIR009577, ADIR000358	AFUN2_009257
OG0000532	ADIR004188, ADIR004185, ADIR011722, ADIR000381, ADIR000350, ADIR000352	AFUN2_007095
OG0000533	ADIR009024	AFUN2_000450, AFUN2_002981, AFUN2_012615, AFUN2_013163, AFUN2_002109, AFUN2_009935, AFUN2_011615, AFUN2_003832, AFUN2_013189, AFUN2_007938, AFUN2_008866, AFUN2_014156, AFUN2_010644, AFUN2_000939, AFUN2_001035
OG0000534	ADIR004940	AFUN2_003205
OG0000535	ADIR005911	AFUN2_004029, AFUN2_013409
OG0000536	ADIR008027	AFUN2_007207
OG0000536	ADIR002347	AFUN2_003559
OG0000538	ADIR003261	AFUN2_009330
OG0000539	ADIR003268	AFUN2_005197
OG0000539	ADIR003267	AFUN2_002731
OG0000540	ADIR002371	AFUN2_001191
OG0000541	ADIR011392	AFUN2_006877
OG0000541	ADIR000730	AFUN2_006040
OG0000542	ADIR002521	AFUN2_007282
OG0000542	ADIR002522	AFUN2_010209
OG0000543	ADIR001792	AFUN2_004643, AFUN2_012610
OG0000544	ADIR006076	AFUN2_005178
OG0000544	ADIR008375	AFUN2_009523
OG0000546	ADIR000983	AFUN2_009394
OG0000547	ADIR009748	AFUN2_014341
OG0000547	ADIR008851	AFUN2_005774
OG0000549	ADIR007473	AFUN2_000846
OG0000549	ADIR011705, ADIR011704	AFUN2_005801
OG0000550	ADIR004260	AFUN2_008494
OG0000551	ADIR005366	AFUN2_007132
OG0000552	ADIR005529	AFUN2_002213
OG0000553	ADIR008143	AFUN2_004161
OG0000554	ADIR010047	AFUN2_012642
OG0000555	ADIR005419	AFUN2_001168
OG0000556	ADIR002690	AFUN2_013704
OG0000557	ADIR002816	AFUN2_009536
OG0000557	ADIR001118	AFUN2_011864
OG0000558	ADIR010572	AFUN2_012242
OG0000558	ADIR001028	AFUN2_011648
OG0000559	ADIR010538	AFUN2_006220
OG0000559	ADIR010539	AFUN2_000578
OG0000560	ADIR004634	AFUN2_012617, AFUN2_001819
OG0000561	ADIR003887	AFUN2_002206
OG0000562	ADIR008626, ADIR008625	AFUN2_000387
OG0000563	ADIR015945	AFUN2_006690
OG0000563	ADIR015943	AFUN2_005617
OG0000564	ADIR011483	AFUN2_007831, AFUN2_009868
OG0000565	ADIR004400	AFUN2_011356
OG0000565	ADIR009049	AFUN2_006900
OG0000566	ADIR000074	AFUN2_006872
OG0000566	ADIR000076	AFUN2_002929
OG0000567	ADIR004302	AFUN2_011463
OG0000567	ADIR007725	AFUN2_004934
OG0000568	ADIR004213	AFUN2_006902, AFUN2_012635, AFUN2_004578
OG0000569	ADIR010351	AFUN2_012270, AFUN2_003393
OG0000570	ADIR008400	AFUN2_004218, AFUN2_007027
OG0000570	ADIR005510	AFUN2_011891
OG0000571	ADIR009253	AFUN2_014024, AFUN2_008242
OG0000572	ADIR009206	AFUN2_014770
OG0000573	ADIR002372	AFUN2_006426
OG0000574	ADIR004769	AFUN2_007112, AFUN2_005570
OG0000574	ADIR004770	AFUN2_005415
OG0000576	ADIR000871	AFUN2_001361
OG0000579	ADIR007934	AFUN2_006720
OG0000581	ADIR001607	AFUN2_003215
OG0000581	ADIR001609	AFUN2_007952
OG0000582	ADIR015869	AFUN2_012422
OG0000583	ADIR006996	AFUN2_006546, AFUN2_014530
OG0000584	ADIR000208	AFUN2_004829
OG0000585	ADIR006922	AFUN2_007973, AFUN2_007518
OG0000586	ADIR003218	AFUN2_002299, AFUN2_006382
OG0000588	ADIR010647	AFUN2_012166
OG0000595	ADIR009034, ADIR005289, ADIR009710	AFUN2_012746, AFUN2_013875, AFUN2_006545
OG0000596	ADIR001805, ADIR011638	AFUN2_009700, AFUN2_014020
OG0000601	ADIR002178	AFUN2_003875, AFUN2_009427
OG0000606	ADIR010706	AFUN2_007021
OG0000607	ADIR000209	AFUN2_007189
OG0000608	ADIR006043, ADIR006044	AFUN2_009906
OG0000609	ADIR006271	AFUN2_006231
OG0000610	ADIR007166	AFUN2_003085
OG0000610	ADIR007165	AFUN2_012277
OG0000611	ADIR007100	AFUN2_005888, AFUN2_005487
OG0000612	ADIR006139	AFUN2_009735
OG0000613	ADIR014298	AFUN2_005629
OG0000613	ADIR003502	AFUN2_007432
OG0000614	ADIR003599	AFUN2_008619
OG0000615	ADIR007513	AFUN2_007335
OG0000616	ADIR016185	AFUN2_004226
OG0000616	ADIR016184	AFUN2_008046
OG0000617	ADIR014435	AFUN2_012385
OG0000617	ADIR014433, ADIR014425	AFUN2_013992
OG0000618	ADIR004564, ADIR001182	AFUN2_001004, AFUN2_008112
OG0000619	ADIR003359	AFUN2_009164
OG0000620	ADIR011338	AFUN2_003492
OG0000621	ADIR009431	AFUN2_005056
OG0000621	ADIR001339	AFUN2_002414
OG0000622	ADIR005772	AFUN2_006041
OG0000623	ADIR001819	AFUN2_002881
OG0000623	ADIR001948	AFUN2_012624
OG0000624	ADIR006550	AFUN2_011346, AFUN2_000940
OG0000625	ADIR015794	AFUN2_011772
OG0000626	ADIR002370	AFUN2_009124
OG0000627	ADIR005607	AFUN2_007347
OG0000627	ADIR005612	AFUN2_003427
OG0000628	ADIR009278	AFUN2_012029, AFUN2_009803
OG0000629	ADIR000859	AFUN2_003677, AFUN2_014591
OG0000630	ADIR002291	AFUN2_012508
OG0000630	ADIR002307	AFUN2_005315
OG0000631	ADIR011098	AFUN2_005956
OG0000632	ADIR002589	AFUN2_006430, AFUN2_007784
OG0000633	ADIR001162	AFUN2_012807
OG0000633	ADIR008662	AFUN2_001328
OG0000634	ADIR001434	AFUN2_004511
OG0000634	ADIR005413	AFUN2_006957
OG0000635	ADIR010027, ADIR010026, ADIR005808	AFUN2_013431
OG0000636	ADIR004263	AFUN2_009731
OG0000637	ADIR010754	AFUN2_002680
OG0000637	ADIR010756	AFUN2_004860
OG0000638	ADIR016063	AFUN2_010122
OG0000638	ADIR015866	AFUN2_002191
OG0000639	ADIR007163	AFUN2_003992
OG0000640	ADIR007483	AFUN2_008708
OG0000641	ADIR006280	AFUN2_013494, AFUN2_001686
OG0000642	ADIR002901	AFUN2_000456
OG0000642	ADIR002900	AFUN2_005937
OG0000643	ADIR010103	AFUN2_010524
OG0000644	ADIR000026	AFUN2_003497
OG0000645	ADIR008785	AFUN2_009881
OG0000645	ADIR008787	AFUN2_014394
OG0000646	ADIR007094	AFUN2_012327, AFUN2_009789
OG0000647	ADIR007084	AFUN2_013180
OG0000648	ADIR015991	AFUN2_002817
OG0000648	ADIR015990	AFUN2_010811
OG0000649	ADIR015836	AFUN2_012976, AFUN2_013197
OG0000650	ADIR009272	AFUN2_004783
OG0000652	ADIR001181	AFUN2_002986
OG0000653	ADIR010712	AFUN2_004050
OG0000653	ADIR011268	AFUN2_006619
OG0000654	ADIR007302	AFUN2_008410, AFUN2_009381
OG0000655	ADIR008840	AFUN2_010761
OG0000655	ADIR007857	AFUN2_005622
OG0000656	ADIR006297	AFUN2_006317
OG0000656	ADIR006298	AFUN2_001879
OG0000657	ADIR011479	AFUN2_012004
OG0000658	ADIR008934	AFUN2_003896
OG0000658	ADIR008935	AFUN2_014602
OG0000660	ADIR003385	AFUN2_014391
OG0000661	ADIR001298	AFUN2_002242
OG0000662	ADIR002069	AFUN2_009263, AFUN2_012492
OG0000663	ADIR005873	AFUN2_006686
OG0000664	ADIR004975	AFUN2_010105, AFUN2_002024
OG0000665	ADIR010523	AFUN2_012287
OG0000666	ADIR001094, ADIR001091, ADIR001092	AFUN2_007491
OG0000667	ADIR005250	AFUN2_005195
OG0000668	ADIR011665	AFUN2_011855
OG0000671	ADIR001820	AFUN2_001478
OG0000672	ADIR011370, ADIR011369	AFUN2_011953
OG0000673	ADIR009374	AFUN2_001123
OG0000674	ADIR000182	AFUN2_004741
OG0000675	ADIR004357	AFUN2_006494
OG0000676	ADIR015831	AFUN2_002761
OG0000677	ADIR004053	AFUN2_004107
OG0000677	ADIR004057	AFUN2_013178
OG0000678	ADIR008664	AFUN2_014128
OG0000678	ADIR008663	AFUN2_008017
OG0000679	ADIR008098, ADIR008707	AFUN2_013571, AFUN2_004203
OG0000680	ADIR001464, ADIR001462	AFUN2_011330
OG0000681	ADIR003576	AFUN2_000728
OG0000681	ADIR003569	AFUN2_005145
OG0000682	ADIR010576	AFUN2_005007
OG0000682	ADIR001375	AFUN2_011354
OG0000683	ADIR011193	AFUN2_012286
OG0000683	ADIR004792	AFUN2_008233
OG0000684	ADIR001359	AFUN2_009880
OG0000686	ADIR008968	AFUN2_010514
OG0000686	ADIR008965, ADIR008966	AFUN2_006976
OG0000687	ADIR005260	AFUN2_002980, AFUN2_003232, AFUN2_011620
OG0000687	ADIR006874	AFUN2_009231
OG0000689	ADIR003571	AFUN2_007675, AFUN2_005609
OG0000690	ADIR004280	AFUN2_012700
OG0000691	ADIR004519	AFUN2_007673
OG0000691	ADIR004518	AFUN2_012308
OG0000692	ADIR006763	AFUN2_010283, AFUN2_014771, AFUN2_011955, AFUN2_012255, AFUN2_011318, AFUN2_011237, AFUN2_002072, AFUN2_007430, AFUN2_001323, AFUN2_008800, AFUN2_000614, AFUN2_003500, AFUN2_006825
OG0000693	ADIR007172	AFUN2_011852, AFUN2_005398, AFUN2_001079
OG0000694	ADIR015663	AFUN2_000347, AFUN2_005276, AFUN2_001540, AFUN2_003746
OG0000698	ADIR010606	AFUN2_010779, AFUN2_013836
OG0000700	ADIR000562	AFUN2_012154
OG0000701	ADIR009737	AFUN2_004046
OG0000701	ADIR000544	AFUN2_000642
OG0000703	ADIR002996	AFUN2_010604
OG0000704	ADIR005443	AFUN2_008909, AFUN2_001063
OG0000705	ADIR003853	AFUN2_013794
OG0000705	ADIR014326	AFUN2_012228
OG0000706	ADIR008446	AFUN2_007896
OG0000707	ADIR007676, ADIR007679	AFUN2_010536
OG0000708	ADIR000861	AFUN2_010436
OG0000709	ADIR003944	AFUN2_004774, AFUN2_005050
OG0000710	ADIR001331	AFUN2_010063, AFUN2_009558
OG0000711	ADIR000483	AFUN2_008566, AFUN2_001746
OG0000712	ADIR005673	AFUN2_009575
OG0000712	ADIR005674	AFUN2_011655
OG0000713	ADIR003761	AFUN2_003969
OG0000714	ADIR010237	AFUN2_004844, AFUN2_014769
OG0000715	ADIR002785	AFUN2_011262
OG0000715	ADIR005811	AFUN2_004671
OG0000716	ADIR002517	AFUN2_013553
OG0000716	ADIR015809	AFUN2_007508
OG0000717	ADIR004994	AFUN2_000761, AFUN2_008911
OG0000718	ADIR009106	AFUN2_012558
OG0000719	ADIR015877	AFUN2_011382
OG0000719	ADIR015878	AFUN2_000513
OG0000720	ADIR005353	AFUN2_014425
OG0000721	ADIR015873	AFUN2_013897
OG0000721	ADIR000118	AFUN2_004594
OG0000722	ADIR010217, ADIR010216	AFUN2_011242, AFUN2_002168, AFUN2_001979
OG0000723	ADIR008414	AFUN2_004000
OG0000723	ADIR010092	AFUN2_003451
OG0000724	ADIR004314	AFUN2_001779
OG0000724	ADIR004315	AFUN2_007573
OG0000725	ADIR007428	AFUN2_001120
OG0000726	ADIR005497	AFUN2_008672
OG0000727	ADIR000191	AFUN2_005874
OG0000728	ADIR007813	AFUN2_001524
OG0000728	ADIR009268	AFUN2_001514
OG0000729	ADIR011499	AFUN2_009832
OG0000729	ADIR001420	AFUN2_013421
OG0000730	ADIR000405	AFUN2_014594
OG0000731	ADIR003750	AFUN2_000662
OG0000732	ADIR016014	AFUN2_013446
OG0000732	ADIR016015	AFUN2_001363
OG0000733	ADIR007422	AFUN2_012448
OG0000734	ADIR001121	AFUN2_001242
OG0000734	ADIR009318	AFUN2_014289
OG0000735	ADIR004318	AFUN2_003113
OG0000735	ADIR004573	AFUN2_003988
OG0000736	ADIR007030, ADIR007029	AFUN2_000866
OG0000737	ADIR000955	AFUN2_001959
OG0000738	ADIR004104	AFUN2_012423
OG0000738	ADIR004106	AFUN2_011719
OG0000739	ADIR003753, ADIR003755, ADIR003754	AFUN2_007453
OG0000740	ADIR008992	AFUN2_000758
OG0000740	ADIR008993	AFUN2_009893
OG0000741	ADIR009181, ADIR009178, ADIR009180	AFUN2_005630
OG0000742	ADIR003440, ADIR003439	AFUN2_013360, AFUN2_014452, AFUN2_003659, AFUN2_009429, AFUN2_010966
OG0000743	ADIR010773	AFUN2_005968
OG0000744	ADIR006121	AFUN2_014777
OG0000745	ADIR002922	AFUN2_013873, AFUN2_013188
OG0000746	ADIR008974	AFUN2_007201
OG0000747	ADIR002716	AFUN2_010306, AFUN2_012263
OG0000748	ADIR010525, ADIR010524	AFUN2_012621
OG0000749	ADIR001353	AFUN2_004381
OG0000749	ADIR007200	AFUN2_008807
OG0000750	ADIR010959	AFUN2_012305
OG0000751	ADIR001384	AFUN2_013921
OG0000752	ADIR001235	AFUN2_008836, AFUN2_002198
OG0000753	ADIR003634	AFUN2_005037
OG0000753	ADIR011231	AFUN2_004543
OG0000754	ADIR008000	AFUN2_007701
OG0000756	ADIR009868	AFUN2_000681
OG0000757	ADIR005640	AFUN2_004755
OG0000760	ADIR002003	AFUN2_007980
OG0000761	ADIR004099, ADIR004098	AFUN2_000350
OG0000762	ADIR008912	AFUN2_012938
OG0000764	ADIR006059, ADIR006058	AFUN2_003510
OG0000765	ADIR005133	AFUN2_012773
OG0000766	ADIR014475, ADIR005643, ADIR005641	AFUN2_008210
OG0000767	ADIR002092	AFUN2_006716
OG0000769	ADIR010785, ADIR010786	AFUN2_007214
OG0000770	ADIR001063	AFUN2_014232
OG0000770	ADIR001062	AFUN2_002091
OG0000771	ADIR001419, ADIR001418	AFUN2_009130
OG0000772	ADIR007673	AFUN2_003436
OG0000773	ADIR004802	AFUN2_004588
OG0000773	ADIR004801	AFUN2_003772
OG0000774	ADIR002087	AFUN2_011517
OG0000775	ADIR004194	AFUN2_010970
OG0000776	ADIR002137	AFUN2_003281
OG0000777	ADIR008628, ADIR008631, ADIR008629	AFUN2_007369
OG0000778	ADIR006485	AFUN2_003536
OG0000779	ADIR004267	AFUN2_011201
OG0000784	ADIR009843	AFUN2_007923, AFUN2_012384, AFUN2_012575, AFUN2_012595, AFUN2_011544, AFUN2_014063, AFUN2_002077, AFUN2_011693, AFUN2_003722
OG0000784	ADIR005285	AFUN2_001140
OG0000786	ADIR005558	AFUN2_007612
OG0000787	ADIR009031	AFUN2_007537, AFUN2_011126
OG0000790	ADIR011743	AFUN2_014684
OG0000790	ADIR009707, ADIR011742, ADIR014780, ADIR009729, ADIR010826	AFUN2_012082
OG0000792	ADIR007199	AFUN2_008561
OG0000792	ADIR007201	AFUN2_012491
OG0000793	ADIR009740	AFUN2_006225
OG0000794	ADIR010270, ADIR010269	AFUN2_003063
OG0000795	ADIR011735	AFUN2_004550, AFUN2_006385, AFUN2_010296, AFUN2_010376
OG0000799	ADIR009139	AFUN2_010114
OG0000800	ADIR006580	AFUN2_014700
OG0000801	ADIR010498	AFUN2_005116
OG0000801	ADIR010497	AFUN2_012559
OG0000802	ADIR000764	AFUN2_005693, AFUN2_014759
OG0000803	ADIR015524	AFUN2_003912
OG0000803	ADIR015531	AFUN2_006907
OG0000804	ADIR000727	AFUN2_009699
OG0000805	ADIR007101	AFUN2_001087, AFUN2_005125
OG0000806	ADIR002166	AFUN2_012917
OG0000808	ADIR010932	AFUN2_007382
OG0000809	ADIR016096	AFUN2_014500
OG0000810	ADIR001431	AFUN2_012390
OG0000811	ADIR004618	AFUN2_005258, AFUN2_003649
OG0000812	ADIR003249	AFUN2_006366
OG0000813	ADIR000633	AFUN2_001918
OG0000814	ADIR009761	AFUN2_011057
OG0000815	ADIR005227	AFUN2_010874
OG0000816	ADIR005442	AFUN2_003398
OG0000817	ADIR000841	AFUN2_014224, AFUN2_014585
OG0000818	ADIR005676	AFUN2_006352
OG0000820	ADIR004370	AFUN2_001274
OG0000821	ADIR001683, ADIR001351	AFUN2_012910
OG0000822	ADIR010685	AFUN2_012638, AFUN2_000958
OG0000823	ADIR001927	AFUN2_004817, AFUN2_001143
OG0000825	ADIR010416, ADIR010413	AFUN2_009916
OG0000827	ADIR002292	AFUN2_007855
OG0000828	ADIR000838	AFUN2_009221
OG0000829	ADIR011677	AFUN2_001261
OG0000830	ADIR010358	AFUN2_011002
OG0000831	ADIR009274, ADIR009275	AFUN2_009701
OG0000832	ADIR006400	AFUN2_001406
OG0000832	ADIR006401	AFUN2_002648
OG0000833	ADIR007368, ADIR008898	AFUN2_002256
OG0000834	ADIR009694	AFUN2_012856
OG0000835	ADIR015832	AFUN2_001378
OG0000835	ADIR015833	AFUN2_002959
OG0000836	ADIR006190	AFUN2_010726
OG0000837	ADIR008614	AFUN2_013580
OG0000838	ADIR001536	AFUN2_005648
OG0000839	ADIR004532	AFUN2_001336
OG0000841	ADIR005969	AFUN2_003581
OG0000842	ADIR015884	AFUN2_012863
OG0000842	ADIR015676	AFUN2_009082
OG0000843	ADIR008436	AFUN2_004148
OG0000844	ADIR016091, ADIR015731	AFUN2_013762
