Orthogroup	AdirusWRAIR2	CquinquefasciatusJHB2020
OG0000303	ADIR005583	CQUJHB008617
OG0000304	ADIR010873	CQUJHB006070, CQUJHB016739
OG0000304	ADIR010872	CQUJHB018002
OG0000305	ADIR005190, ADIR010835, ADIR010833, ADIR010838, ADIR004507, ADIR004700, ADIR010836, ADIR010839, ADIR004701, ADIR010837, ADIR010841, ADIR010840, ADIR004506, ADIR010834	CQUJHB001390, CQUJHB001973
OG0000306	ADIR010982, ADIR010985, ADIR010986, ADIR010984	CQUJHB007627
OG0000317	ADIR008367	CQUJHB020361, CQUJHB020388, CQUJHB020257, CQUJHB001753, CQUJHB020414, CQUJHB013993, CQUJHB016263
OG0000318	ADIR006689, ADIR007089	CQUJHB008681
OG0000319	ADIR004939	CQUJHB011407
OG0000319	ADIR007826	CQUJHB013783
OG0000320	ADIR005272, ADIR005235	CQUJHB004177, CQUJHB001759, CQUJHB015816
OG0000321	ADIR015863, ADIR015862	CQUJHB003997
OG0000321	ADIR011556	CQUJHB003886
OG0000324	ADIR010906	CQUJHB006140
OG0000324	ADIR010907	CQUJHB006853
OG0000325	ADIR006976	CQUJHB012591
OG0000326	ADIR005565	CQUJHB012353
OG0000326	ADIR003426	CQUJHB011965
OG0000327	ADIR004793	CQUJHB001917, CQUJHB018000, CQUJHB003068, CQUJHB018290
OG0000328	ADIR001956	CQUJHB006591
OG0000328	ADIR001957	CQUJHB002346
OG0000329	ADIR006061, ADIR003916	CQUJHB015894
OG0000329	ADIR006062	CQUJHB005779, CQUJHB010729
OG0000330	ADIR001248	CQUJHB017282, CQUJHB004081
OG0000331	ADIR009969	CQUJHB014371, CQUJHB013844
OG0000332	ADIR010199, ADIR010356, ADIR010198	CQUJHB000271, CQUJHB007528
OG0000333	ADIR004150, ADIR004140, ADIR007959, ADIR003780	CQUJHB012787
OG0000334	ADIR004979	CQUJHB001067
OG0000336	ADIR004182	CQUJHB001118
OG0000336	ADIR004184	CQUJHB014833
OG0000344	ADIR008368	CQUJHB015676, CQUJHB017337, CQUJHB020406
OG0000344	ADIR001581	CQUJHB012075
OG0000345	ADIR000883	CQUJHB013032, CQUJHB015347, CQUJHB011799, CQUJHB002735, CQUJHB017641
OG0000346	ADIR002727	CQUJHB002577, CQUJHB002322, CQUJHB006754
OG0000347	ADIR011568	CQUJHB015931, CQUJHB012747, CQUJHB006813, CQUJHB004127, CQUJHB010963, CQUJHB001880, CQUJHB012374
OG0000348	ADIR005623	CQUJHB008694, CQUJHB007833, CQUJHB006199, CQUJHB014618
OG0000351	ADIR000179	CQUJHB013920
OG0000351	ADIR000178	CQUJHB012124
OG0000352	ADIR005371	CQUJHB012242, CQUJHB009117
OG0000352	ADIR004606	CQUJHB007986
OG0000353	ADIR007451	CQUJHB009056, CQUJHB008063
OG0000354	ADIR002946	CQUJHB002681
OG0000354	ADIR010471	CQUJHB001846
OG0000355	ADIR006415	CQUJHB009441
OG0000356	ADIR009183	CQUJHB006946, CQUJHB002667
OG0000357	ADIR010484, ADIR010483	CQUJHB017445
OG0000357	ADIR010481, ADIR010482	CQUJHB006068
OG0000359	ADIR008488	CQUJHB007818, CQUJHB004465, CQUJHB013660, CQUJHB010652
OG0000360	ADIR001997	CQUJHB000284, CQUJHB007098, CQUJHB000677
OG0000361	ADIR002964	CQUJHB003076, CQUJHB005994, CQUJHB005593
OG0000362	ADIR015887, ADIR015885	CQUJHB013242, CQUJHB005211
OG0000363	ADIR015546	CQUJHB006132
OG0000363	ADIR015547	CQUJHB010204
OG0000364	ADIR016198, ADIR016196	CQUJHB016963, CQUJHB007057
OG0000365	ADIR004665	CQUJHB010079
OG0000366	ADIR010711	CQUJHB010124, CQUJHB003903, CQUJHB011993, CQUJHB015491, CQUJHB013408
OG0000367	ADIR003716	CQUJHB007804
OG0000368	ADIR004446	CQUJHB005991, CQUJHB009102, CQUJHB015642
OG0000369	ADIR010893, ADIR010887	CQUJHB002920
OG0000370	ADIR000577	CQUJHB017740
OG0000370	ADIR010058	CQUJHB001032, CQUJHB007246
OG0000371	ADIR007436	CQUJHB008710
OG0000372	ADIR015735	CQUJHB013895
OG0000372	ADIR015734	CQUJHB001937
OG0000380	ADIR015576	CQUJHB003039, CQUJHB020254, CQUJHB020387, CQUJHB016719
OG0000380	ADIR015577	CQUJHB007276
OG0000381	ADIR016122	CQUJHB004475
OG0000381	ADIR016121	CQUJHB007369, CQUJHB016781
OG0000382	ADIR011633	CQUJHB003897
OG0000382	ADIR011634	CQUJHB002028
OG0000383	ADIR009909	CQUJHB017591
OG0000383	ADIR009553	CQUJHB009099
OG0000384	ADIR011575, ADIR011584, ADIR011574	CQUJHB002088, CQUJHB001148
OG0000386	ADIR007470	CQUJHB015040
OG0000387	ADIR001678	CQUJHB006491
OG0000387	ADIR006893	CQUJHB004975
OG0000388	ADIR010377, ADIR010378, ADIR010640	CQUJHB009063, CQUJHB004642, CQUJHB002192
OG0000389	ADIR003638	CQUJHB010871
OG0000390	ADIR009143	CQUJHB014001
OG0000391	ADIR006703	CQUJHB005583
OG0000391	ADIR000463	CQUJHB015832
OG0000392	ADIR015588, ADIR015589, ADIR015587	CQUJHB017979, CQUJHB012328, CQUJHB000942
OG0000393	ADIR008379	CQUJHB000678
OG0000393	ADIR008380	CQUJHB010193
OG0000394	ADIR009815	CQUJHB013003
OG0000395	ADIR004795	CQUJHB015252
OG0000395	ADIR000918	CQUJHB008501
OG0000396	ADIR006188	CQUJHB010706
OG0000396	ADIR006187	CQUJHB014186
OG0000397	ADIR005187	CQUJHB014890
OG0000397	ADIR002696	CQUJHB017700
OG0000398	ADIR008789	CQUJHB018445, CQUJHB012707, CQUJHB008460
OG0000399	ADIR001694	CQUJHB010610, CQUJHB002697
OG0000399	ADIR007577	CQUJHB000514
OG0000400	ADIR003792	CQUJHB008299
OG0000400	ADIR003582	CQUJHB016642
OG0000401	ADIR003313	CQUJHB004404
OG0000401	ADIR001782	CQUJHB012725
OG0000402	ADIR004118, ADIR007659, ADIR007661	CQUJHB015843
OG0000403	ADIR001185	CQUJHB004828
OG0000403	ADIR008736	CQUJHB002873
OG0000404	ADIR000386	CQUJHB014951, CQUJHB002330
OG0000405	ADIR016033, ADIR016035	CQUJHB012057, CQUJHB007826, CQUJHB003192, CQUJHB004662
OG0000406	ADIR010242, ADIR002392, ADIR002343	CQUJHB016847
OG0000407	ADIR002282	CQUJHB009167
OG0000407	ADIR009590	CQUJHB002164
OG0000409	ADIR004706, ADIR004703, ADIR004705	CQUJHB009131
OG0000410	ADIR002540	CQUJHB012516, CQUJHB011477
OG0000412	ADIR002367, ADIR002366	CQUJHB007660
OG0000412	ADIR002365	CQUJHB015305
OG0000413	ADIR015533, ADIR015532, ADIR015501	CQUJHB010075, CQUJHB007446, CQUJHB020332
OG0000414	ADIR014057, ADIR000659, ADIR000660, ADIR000661	CQUJHB013421
OG0000416	ADIR007938	CQUJHB005337
OG0000416	ADIR007755	CQUJHB009397
OG0000417	ADIR010431	CQUJHB004451
OG0000417	ADIR005728	CQUJHB016554
OG0000421	ADIR016222, ADIR016219, ADIR016220, ADIR016221, ADIR014849	CQUJHB016620, CQUJHB006925, CQUJHB015719, CQUJHB009816, CQUJHB013246, CQUJHB012658
OG0000428	ADIR015548, ADIR015549	CQUJHB001704, CQUJHB002181, CQUJHB008857, CQUJHB016191
OG0000430	ADIR009309	CQUJHB003893
OG0000430	ADIR003911	CQUJHB017728
OG0000431	ADIR003217	CQUJHB014587
OG0000432	ADIR009396	CQUJHB015256
OG0000432	ADIR004972	CQUJHB018224
OG0000433	ADIR003006	CQUJHB018005
OG0000433	ADIR003007	CQUJHB016512
OG0000434	ADIR015930, ADIR015929	CQUJHB004006
OG0000435	ADIR010798	CQUJHB009018
OG0000437	ADIR005813	CQUJHB002230
OG0000437	ADIR005815	CQUJHB017705
OG0000438	ADIR005817, ADIR005814	CQUJHB007603, CQUJHB007274, CQUJHB010807
OG0000439	ADIR010992	CQUJHB003508
OG0000440	ADIR003327	CQUJHB008712
OG0000441	ADIR007412, ADIR000981	CQUJHB008515
OG0000442	ADIR004523	CQUJHB016515
OG0000442	ADIR004521	CQUJHB009960
OG0000443	ADIR005386	CQUJHB000083
OG0000443	ADIR007351	CQUJHB012897
OG0000445	ADIR000225, ADIR000224	CQUJHB009271
OG0000446	ADIR007631	CQUJHB017131
OG0000446	ADIR007632	CQUJHB010200
OG0000447	ADIR006355	CQUJHB007173
OG0000447	ADIR016048	CQUJHB004421
OG0000448	ADIR007075	CQUJHB007741
OG0000448	ADIR002786	CQUJHB005150
OG0000449	ADIR001435	CQUJHB012758
OG0000449	ADIR011623	CQUJHB004303
OG0000450	ADIR006287	CQUJHB016258
OG0000451	ADIR001343, ADIR001344	CQUJHB009874
OG0000452	ADIR003211	CQUJHB010141, CQUJHB003251, CQUJHB013257, CQUJHB004493, CQUJHB011307
OG0000453	ADIR002048	CQUJHB010602
OG0000454	ADIR006123	CQUJHB010114
OG0000455	ADIR003615	CQUJHB001183
OG0000455	ADIR001796	CQUJHB015257
OG0000456	ADIR011403	CQUJHB001939
OG0000456	ADIR008105	CQUJHB007364
OG0000457	ADIR010440	CQUJHB015649
OG0000457	ADIR010441	CQUJHB017695
OG0000458	ADIR000582, ADIR000585, ADIR000586	CQUJHB005250
OG0000459	ADIR010100	CQUJHB020285, CQUJHB015919, CQUJHB008529, CQUJHB010276
OG0000460	ADIR010285	CQUJHB014579
OG0000461	ADIR001398	CQUJHB002251, CQUJHB013571
OG0000462	ADIR000056	CQUJHB004472
OG0000463	ADIR009788	CQUJHB014449, CQUJHB009591
OG0000464	ADIR006988	CQUJHB004307
OG0000465	ADIR009087, ADIR001140	CQUJHB017090
OG0000466	ADIR001786, ADIR000450	CQUJHB012439
OG0000472	ADIR010905	CQUJHB013462
OG0000476	ADIR015518	CQUJHB001928, CQUJHB020328
OG0000476	ADIR015520	CQUJHB017939, CQUJHB007705, CQUJHB020343
OG0000477	ADIR015939	CQUJHB013483
OG0000477	ADIR015938	CQUJHB003518
OG0000478	ADIR009352	CQUJHB016476
OG0000478	ADIR009353	CQUJHB009586
OG0000479	ADIR003422, ADIR003423	CQUJHB003472, CQUJHB017772
OG0000480	ADIR000106, ADIR000107	CQUJHB015374
OG0000481	ADIR004329	CQUJHB000113
OG0000482	ADIR015529	CQUJHB010431
OG0000482	ADIR015530	CQUJHB009602
OG0000484	ADIR009697	CQUJHB015280
OG0000484	ADIR000755	CQUJHB007616
OG0000485	ADIR011226	CQUJHB009246
OG0000486	ADIR004130	CQUJHB012006
OG0000486	ADIR010048	CQUJHB002625
OG0000487	ADIR011456	CQUJHB000683
OG0000487	ADIR002382	CQUJHB011221
OG0000488	ADIR005675	CQUJHB015233
OG0000489	ADIR011660	CQUJHB016351
OG0000489	ADIR011661	CQUJHB004674
OG0000490	ADIR002278	CQUJHB014278
OG0000491	ADIR010196	CQUJHB002060
OG0000492	ADIR001274	CQUJHB001365
OG0000492	ADIR015512	CQUJHB003626
OG0000493	ADIR010823, ADIR003156	CQUJHB003936, CQUJHB020409, CQUJHB013220, CQUJHB020276
OG0000494	ADIR001926	CQUJHB000732
OG0000494	ADIR006809	CQUJHB003918
OG0000495	ADIR008544	CQUJHB008204
OG0000496	ADIR016174	CQUJHB000722
OG0000497	ADIR010268	CQUJHB008176
OG0000497	ADIR011592	CQUJHB015119, CQUJHB017322
OG0000498	ADIR001903	CQUJHB001250
OG0000499	ADIR003605	CQUJHB015349
OG0000500	ADIR001164	CQUJHB011977
OG0000502	ADIR015872	CQUJHB007873
OG0000503	ADIR010403, ADIR010386	CQUJHB000177, CQUJHB005641, CQUJHB008470, CQUJHB001030, CQUJHB013601, CQUJHB004853
OG0000504	ADIR010398	CQUJHB013167
OG0000505	ADIR004460	CQUJHB015118, CQUJHB008195
OG0000506	ADIR000144	CQUJHB013163
OG0000507	ADIR011452	CQUJHB006236
OG0000507	ADIR006617	CQUJHB016153
OG0000508	ADIR016191, ADIR016190, ADIR007988	CQUJHB004534
OG0000509	ADIR007447	CQUJHB006064
OG0000509	ADIR007448	CQUJHB001100
OG0000510	ADIR000926	CQUJHB012354
OG0000510	ADIR002571	CQUJHB017274
OG0000511	ADIR008094, ADIR016142	CQUJHB008338, CQUJHB006823
OG0000512	ADIR002377	CQUJHB012251
OG0000512	ADIR002378	CQUJHB001081
OG0000514	ADIR008504	CQUJHB010667
OG0000514	ADIR004788	CQUJHB016059
OG0000515	ADIR015942	CQUJHB007879
OG0000515	ADIR015940	CQUJHB018283
OG0000516	ADIR002633	CQUJHB007539
OG0000517	ADIR005492, ADIR005493	CQUJHB000346
OG0000518	ADIR007074	CQUJHB004443, CQUJHB006267
OG0000518	ADIR007072	CQUJHB008592
OG0000520	ADIR006171	CQUJHB012809
OG0000521	ADIR007269	CQUJHB006650
OG0000521	ADIR010663	CQUJHB003739
OG0000522	ADIR003989	CQUJHB017648
OG0000522	ADIR003992	CQUJHB001472
OG0000523	ADIR005431	CQUJHB015431
OG0000524	ADIR007502	CQUJHB010348
OG0000524	ADIR007504	CQUJHB002248
OG0000525	ADIR007248	CQUJHB015660, CQUJHB009228, CQUJHB003915, CQUJHB010730, CQUJHB005857, CQUJHB010977, CQUJHB009055, CQUJHB011013, CQUJHB002145
OG0000526	ADIR001209	CQUJHB001197
OG0000527	ADIR005535	CQUJHB000806
OG0000527	ADIR005536	CQUJHB017204
OG0000528	ADIR007580	CQUJHB013575
OG0000528	ADIR007576	CQUJHB011302
OG0000529	ADIR009854, ADIR003686, ADIR009775, ADIR005588, ADIR009037, ADIR010825, ADIR005689	CQUJHB002135
OG0000534	ADIR004940	CQUJHB009525
OG0000535	ADIR005911	CQUJHB001581
OG0000536	ADIR008027	CQUJHB011779
OG0000538	ADIR003261	CQUJHB012021
OG0000539	ADIR003268, ADIR003267	CQUJHB009653
OG0000540	ADIR002371	CQUJHB010329
OG0000541	ADIR011392, ADIR000730	CQUJHB016056, CQUJHB007487
OG0000542	ADIR002521	CQUJHB000586
OG0000542	ADIR002522	CQUJHB008769
OG0000543	ADIR001792	CQUJHB015339, CQUJHB009756
OG0000544	ADIR006076	CQUJHB006986
OG0000544	ADIR008375	CQUJHB013252
OG0000546	ADIR000983	CQUJHB005558
OG0000547	ADIR009748	CQUJHB010578
OG0000547	ADIR008851	CQUJHB018134
OG0000549	ADIR007473, ADIR011705, ADIR011704	CQUJHB008172
OG0000550	ADIR004260	CQUJHB000340, CQUJHB008859, CQUJHB002119
OG0000551	ADIR005366	CQUJHB011017
OG0000552	ADIR005528, ADIR005530, ADIR005529	CQUJHB007207, CQUJHB003339
OG0000553	ADIR008143	CQUJHB013994, CQUJHB013521
OG0000554	ADIR010047	CQUJHB008590, CQUJHB005910, CQUJHB018305, CQUJHB016306, CQUJHB015835
OG0000555	ADIR005419	CQUJHB000168, CQUJHB001449, CQUJHB013217, CQUJHB013560, CQUJHB011581
OG0000556	ADIR002690	CQUJHB011411, CQUJHB016284, CQUJHB012231
OG0000557	ADIR002816, ADIR001118	CQUJHB003953
OG0000558	ADIR001028	CQUJHB003681
OG0000559	ADIR010538	CQUJHB002414
OG0000559	ADIR010539	CQUJHB007372
OG0000560	ADIR004634	CQUJHB007191, CQUJHB009268
OG0000561	ADIR003887	CQUJHB012199
OG0000562	ADIR008626	CQUJHB010758
OG0000563	ADIR015945	CQUJHB009483
OG0000563	ADIR015943	CQUJHB011878
OG0000564	ADIR011483	CQUJHB018354, CQUJHB015185
OG0000565	ADIR004400, ADIR009049	CQUJHB003774
OG0000566	ADIR000074	CQUJHB008862
OG0000566	ADIR000076	CQUJHB002242
OG0000567	ADIR004302	CQUJHB014368
OG0000567	ADIR007725	CQUJHB006759
OG0000569	ADIR010351	CQUJHB004253, CQUJHB013050, CQUJHB003277
OG0000570	ADIR008400, ADIR005510	CQUJHB007877
OG0000571	ADIR009253	CQUJHB014429, CQUJHB017646
OG0000572	ADIR009206, ADIR009208	CQUJHB011402
OG0000573	ADIR002372	CQUJHB006793
OG0000574	ADIR004769, ADIR004770	CQUJHB004478
OG0000576	ADIR000871	CQUJHB010052
OG0000579	ADIR007934	CQUJHB005475
OG0000579	ADIR004490	CQUJHB004194
OG0000581	ADIR001607	CQUJHB013739
OG0000581	ADIR001609	CQUJHB000355
OG0000582	ADIR015869	CQUJHB005683
OG0000582	ADIR015868	CQUJHB000285
OG0000583	ADIR006996	CQUJHB003268, CQUJHB001570
OG0000584	ADIR000206, ADIR000205, ADIR000208	CQUJHB005921
OG0000585	ADIR006922	CQUJHB003909, CQUJHB007478, CQUJHB009028
OG0000586	ADIR003218	CQUJHB001705, CQUJHB000997
OG0000588	ADIR010647	CQUJHB007821
OG0000596	ADIR001805, ADIR011638	CQUJHB010976, CQUJHB006826, CQUJHB001891, CQUJHB009658, CQUJHB001172
OG0000601	ADIR002178	CQUJHB014712, CQUJHB002463, CQUJHB005030
OG0000606	ADIR010706	CQUJHB013202, CQUJHB018414, CQUJHB014818
OG0000607	ADIR000209	CQUJHB017251
OG0000608	ADIR006043, ADIR006044	CQUJHB003281
OG0000609	ADIR006271	CQUJHB007902
OG0000610	ADIR007166	CQUJHB002809, CQUJHB015516
OG0000611	ADIR007100	CQUJHB018025, CQUJHB005363
OG0000612	ADIR006139	CQUJHB001942, CQUJHB014770
OG0000613	ADIR014298, ADIR003502	CQUJHB013436
OG0000614	ADIR003599	CQUJHB007602
OG0000615	ADIR007513	CQUJHB001870
OG0000616	ADIR016185, ADIR016184	CQUJHB004196
OG0000617	ADIR014435, ADIR014433, ADIR014425	CQUJHB001422
OG0000618	ADIR004564, ADIR001182	CQUJHB000366
OG0000619	ADIR003359	CQUJHB001608
OG0000620	ADIR011338	CQUJHB000356
OG0000621	ADIR009431	CQUJHB015803
OG0000621	ADIR001339	CQUJHB003150
OG0000622	ADIR005772	CQUJHB010083, CQUJHB006146, CQUJHB006183, CQUJHB003709
OG0000623	ADIR001819, ADIR001948	CQUJHB016237
OG0000624	ADIR006550	CQUJHB004957, CQUJHB007945
OG0000625	ADIR015792	CQUJHB004085
OG0000625	ADIR015794	CQUJHB000562
OG0000627	ADIR005607, ADIR005612	CQUJHB004705
OG0000628	ADIR009278	CQUJHB002672
OG0000629	ADIR000859	CQUJHB018196, CQUJHB000380
OG0000630	ADIR002291, ADIR002307	CQUJHB006477
OG0000631	ADIR011098	CQUJHB007569, CQUJHB004799
OG0000632	ADIR002589	CQUJHB017853, CQUJHB011863
OG0000633	ADIR001162, ADIR008662	CQUJHB001530
OG0000634	ADIR001434, ADIR005413	CQUJHB000906
OG0000635	ADIR010027, ADIR010026, ADIR005808	CQUJHB009236, CQUJHB015107
OG0000636	ADIR004263	CQUJHB008913
OG0000637	ADIR010754, ADIR010756	CQUJHB013869
OG0000638	ADIR016063, ADIR015866	CQUJHB008134
OG0000639	ADIR007163	CQUJHB017810
OG0000640	ADIR007483	CQUJHB013845, CQUJHB005794
OG0000641	ADIR006280	CQUJHB012984, CQUJHB015405
OG0000642	ADIR002901	CQUJHB005027
OG0000642	ADIR002900	CQUJHB000829
OG0000643	ADIR010103	CQUJHB006306
OG0000644	ADIR000026	CQUJHB010985
OG0000645	ADIR008785	CQUJHB001855
OG0000645	ADIR008787	CQUJHB012170
OG0000646	ADIR007094	CQUJHB003732, CQUJHB017159
OG0000647	ADIR007084	CQUJHB008570
OG0000648	ADIR015991, ADIR015990	CQUJHB017048, CQUJHB012253
OG0000649	ADIR015836	CQUJHB002396, CQUJHB003590, CQUJHB013711, CQUJHB009753
OG0000650	ADIR009272	CQUJHB005867
OG0000652	ADIR001181, ADIR007213	CQUJHB009292, CQUJHB004075, CQUJHB005724, CQUJHB014512
OG0000653	ADIR010712	CQUJHB003511
OG0000653	ADIR011268	CQUJHB001259
OG0000654	ADIR007302	CQUJHB009746, CQUJHB017418
OG0000655	ADIR008840	CQUJHB015358
OG0000655	ADIR007857	CQUJHB003456
OG0000656	ADIR006297	CQUJHB012382
OG0000657	ADIR011479	CQUJHB000725, CQUJHB010178, CQUJHB014908
OG0000658	ADIR008934	CQUJHB000804
OG0000658	ADIR008935	CQUJHB008360
OG0000660	ADIR003385	CQUJHB002482
OG0000661	ADIR001298	CQUJHB000929
OG0000662	ADIR002069	CQUJHB007292, CQUJHB008352
OG0000663	ADIR005873	CQUJHB010911
OG0000664	ADIR004975	CQUJHB012286, CQUJHB005533
OG0000665	ADIR010523	CQUJHB003514
OG0000666	ADIR001094, ADIR001091, ADIR001092	CQUJHB011299
OG0000667	ADIR005250	CQUJHB018023, CQUJHB011576, CQUJHB004374
OG0000669	ADIR005146, ADIR005147, ADIR005148	CQUJHB013318, CQUJHB004234, CQUJHB014448, CQUJHB006857
OG0000671	ADIR005757, ADIR001820	CQUJHB010436
OG0000672	ADIR011370, ADIR011369	CQUJHB001913
OG0000673	ADIR009373	CQUJHB000192
OG0000674	ADIR000180, ADIR000181, ADIR000182	CQUJHB014403
OG0000675	ADIR004357	CQUJHB005209
OG0000675	ADIR004359	CQUJHB012852
OG0000676	ADIR015831	CQUJHB005151, CQUJHB000080, CQUJHB007791
OG0000677	ADIR004053	CQUJHB001307
OG0000677	ADIR004057	CQUJHB014595
OG0000678	ADIR008664, ADIR008663	CQUJHB000263
OG0000679	ADIR008098, ADIR008707	CQUJHB009196, CQUJHB007014
OG0000680	ADIR001462	CQUJHB015200
OG0000681	ADIR003575, ADIR003576, ADIR003569	CQUJHB009478
OG0000682	ADIR001375	CQUJHB003401
OG0000683	ADIR004792	CQUJHB002961
OG0000684	ADIR008684, ADIR001359	CQUJHB006098
OG0000686	ADIR008967, ADIR008968, ADIR008965, ADIR008966	CQUJHB008353
OG0000687	ADIR005260, ADIR006874	CQUJHB015307
OG0000698	ADIR010606	CQUJHB011058
OG0000700	ADIR000562	CQUJHB016495, CQUJHB012542, CQUJHB000542, CQUJHB017152, CQUJHB005396, CQUJHB016302, CQUJHB001083, CQUJHB004454
OG0000701	ADIR009737, ADIR000544	CQUJHB000433
OG0000703	ADIR002997, ADIR002996	CQUJHB011080, CQUJHB013142
OG0000704	ADIR005443	CQUJHB015122, CQUJHB003638
OG0000706	ADIR008446	CQUJHB009474, CQUJHB003794
OG0000707	ADIR007676, ADIR007679	CQUJHB009109
OG0000708	ADIR000862	CQUJHB012157
OG0000709	ADIR003944	CQUJHB006352
OG0000710	ADIR001331	CQUJHB007628
OG0000711	ADIR000483	CQUJHB018046, CQUJHB002959
OG0000712	ADIR005673, ADIR005674	CQUJHB001451
OG0000713	ADIR003761	CQUJHB004397, CQUJHB016083, CQUJHB012047
OG0000714	ADIR010237	CQUJHB011331, CQUJHB010725
OG0000715	ADIR002785, ADIR005811	CQUJHB007457
OG0000716	ADIR002517, ADIR015809	CQUJHB011532
OG0000717	ADIR004994	CQUJHB012088
OG0000718	ADIR009108, ADIR009109, ADIR009106	CQUJHB014281
OG0000719	ADIR015877, ADIR015878	CQUJHB012526
OG0000720	ADIR005353	CQUJHB005139
OG0000721	ADIR015873	CQUJHB016980
OG0000721	ADIR000118	CQUJHB000723
OG0000722	ADIR010217, ADIR010216	CQUJHB004860, CQUJHB020444, CQUJHB020326
OG0000723	ADIR008414, ADIR010092	CQUJHB002245
OG0000724	ADIR004314	CQUJHB004778
OG0000724	ADIR004315	CQUJHB002720
OG0000725	ADIR007428	CQUJHB007061
OG0000726	ADIR005496, ADIR005497	CQUJHB008017
OG0000727	ADIR000192, ADIR000191	CQUJHB010808, CQUJHB001132
OG0000728	ADIR007813, ADIR009268	CQUJHB013061
OG0000729	ADIR011499, ADIR001420	CQUJHB008823
OG0000730	ADIR000405	CQUJHB001740, CQUJHB006029, CQUJHB006112, CQUJHB005834
OG0000731	ADIR003750	CQUJHB012463
OG0000732	ADIR016014, ADIR016015	CQUJHB004825
OG0000733	ADIR007422	CQUJHB013316, CQUJHB003400
OG0000734	ADIR001121, ADIR009318	CQUJHB002601
OG0000735	ADIR004318, ADIR004573	CQUJHB008270
OG0000736	ADIR007030, ADIR007029	CQUJHB015522
OG0000737	ADIR000955	CQUJHB000682, CQUJHB016772, CQUJHB005330
OG0000739	ADIR003753	CQUJHB015206
OG0000740	ADIR008992, ADIR008993	CQUJHB008404
OG0000741	ADIR009181, ADIR009178, ADIR009180	CQUJHB008104
OG0000743	ADIR010773	CQUJHB006615
OG0000744	ADIR006121	CQUJHB007312
OG0000745	ADIR002922	CQUJHB013653, CQUJHB008040
OG0000746	ADIR008974	CQUJHB002228, CQUJHB014336
OG0000747	ADIR002716	CQUJHB011434
OG0000748	ADIR010524	CQUJHB001735
OG0000749	ADIR001353, ADIR007200	CQUJHB005550
OG0000750	ADIR010959	CQUJHB005806, CQUJHB007371, CQUJHB003118
OG0000751	ADIR001188	CQUJHB002459
OG0000751	ADIR001384	CQUJHB015038
OG0000752	ADIR007588, ADIR001235	CQUJHB016429
OG0000753	ADIR003634, ADIR011231	CQUJHB014658
OG0000754	ADIR008000	CQUJHB016456, CQUJHB000029
OG0000756	ADIR009868	CQUJHB014454
OG0000757	ADIR005640	CQUJHB015557, CQUJHB020315, CQUJHB017468
OG0000760	ADIR002003	CQUJHB018132
OG0000761	ADIR004099, ADIR004098	CQUJHB007727
OG0000762	ADIR008985, ADIR000772, ADIR009061, ADIR008884, ADIR008911, ADIR008912	CQUJHB005031
OG0000763	ADIR007037	CQUJHB005520
OG0000764	ADIR006058	CQUJHB014559
OG0000766	ADIR014475, ADIR005643, ADIR005641	CQUJHB000126
OG0000767	ADIR002095	CQUJHB006962
OG0000769	ADIR010785, ADIR010786	CQUJHB007872
OG0000770	ADIR001062	CQUJHB005345
OG0000771	ADIR001419, ADIR001418	CQUJHB002883
OG0000772	ADIR007672, ADIR007673	CQUJHB016917
OG0000773	ADIR004802, ADIR004801	CQUJHB015729
OG0000774	ADIR002089	CQUJHB005729
OG0000775	ADIR004192, ADIR004194	CQUJHB009556
OG0000776	ADIR002136	CQUJHB007573
OG0000776	ADIR002137	CQUJHB001862
OG0000777	ADIR008628	CQUJHB001730
OG0000779	ADIR004267, ADIR004268, ADIR004269	CQUJHB000386
OG0000786	ADIR005558	CQUJHB006686
OG0000793	ADIR009740, ADIR009741	CQUJHB002968
OG0000794	ADIR010270, ADIR010269	CQUJHB016266, CQUJHB016278, CQUJHB017081, CQUJHB018078, CQUJHB002820, CQUJHB001718, CQUJHB008076, CQUJHB002476
OG0000799	ADIR009139	CQUJHB001573
OG0000800	ADIR006579, ADIR006580	CQUJHB013205
OG0000801	ADIR010498, ADIR010497	CQUJHB009680
OG0000802	ADIR000764	CQUJHB001349
OG0000803	ADIR015524, ADIR015531	CQUJHB005304
OG0000804	ADIR000727	CQUJHB011451, CQUJHB008424, CQUJHB014697, CQUJHB020381, CQUJHB013665, CQUJHB011528, CQUJHB016526
OG0000805	ADIR007101	CQUJHB009291
OG0000806	ADIR002166	CQUJHB011050, CQUJHB001077, CQUJHB005760, CQUJHB011077
OG0000808	ADIR010933, ADIR010932	CQUJHB015905
OG0000810	ADIR001431	CQUJHB017437
OG0000811	ADIR004618	CQUJHB007508
OG0000813	ADIR000634, ADIR000633	CQUJHB000588
OG0000814	ADIR009761	CQUJHB008496, CQUJHB002534, CQUJHB006769
OG0000815	ADIR005227	CQUJHB001854, CQUJHB008231
OG0000816	ADIR005442	CQUJHB002704, CQUJHB007050, CQUJHB011222
OG0000817	ADIR000841	CQUJHB016385
OG0000820	ADIR004370	CQUJHB016297
OG0000821	ADIR001683, ADIR001351	CQUJHB016785
OG0000822	ADIR010685	CQUJHB000969
OG0000823	ADIR001927	CQUJHB020376, CQUJHB002292
OG0000825	ADIR010416, ADIR010413	CQUJHB012419
OG0000827	ADIR002292	CQUJHB005149, CQUJHB007861, CQUJHB002780, CQUJHB013085
