Orthogroup	AdirusWRAIR2	AgambiaePEST
OG0000351	ADIR000178	AGAP011561
OG0000352	ADIR005371	AGAP003702
OG0000352	ADIR004606	AGAP003703
OG0000353	ADIR007451	AGAP006016
OG0000354	ADIR002946	AGAP004115, AGAP004116
OG0000354	ADIR010471	AGAP001628, AGAP013268
OG0000355	ADIR006415	AGAP010402, AGAP013018
OG0000356	ADIR009183	AGAP004785
OG0000357	ADIR010483	AGAP001618
OG0000357	ADIR010482	AGAP001619
OG0000359	ADIR008488	AGAP004203, AGAP013109, AGAP013503
OG0000360	ADIR001997	AGAP011974, AGAP011975
OG0000361	ADIR002964	AGAP012604, AGAP004133
OG0000362	ADIR015887	AGAP009194
OG0000362	ADIR015885	AGAP009195
OG0000363	ADIR015546	AGAP007055
OG0000363	ADIR015547	AGAP007054
OG0000364	ADIR016198	AGAP007140
OG0000364	ADIR016196	AGAP007139
OG0000365	ADIR004665	AGAP008684, AGAP008686
OG0000366	ADIR010711	AGAP013192, AGAP003354
OG0000367	ADIR003716	AGAP005371, AGAP005370
OG0000368	ADIR004446	AGAP004528
OG0000369	ADIR010892	AGAP008569
OG0000369	ADIR010893, ADIR010887	AGAP008563
OG0000370	ADIR000577	AGAP009256
OG0000370	ADIR010058	AGAP001169
OG0000371	ADIR007433	AGAP006382
OG0000371	ADIR007434	AGAP006381
OG0000371	ADIR007436	AGAP006378
OG0000372	ADIR015735	AGAP029891
OG0000376	ADIR008524	AGAP012888
OG0000378	ADIR007869, ADIR007846, ADIR007847, ADIR015931, ADIR007858	AGAP007036, AGAP007033, AGAP007035
OG0000380	ADIR015576	AGAP003259, AGAP012713
OG0000380	ADIR015577	AGAP003260
OG0000381	ADIR016122	AGAP029758
OG0000381	ADIR016121	AGAP029757
OG0000382	ADIR011633	AGAP010399
OG0000382	ADIR011634	AGAP010398
OG0000383	ADIR009909	AGAP002748
OG0000383	ADIR009553	AGAP012252
OG0000384	ADIR011575, ADIR011584	AGAP029197
OG0000386	ADIR007470	AGAP005985, AGAP005986, AGAP005984
OG0000387	ADIR001678	AGAP004912
OG0000387	ADIR006893	AGAP005652
OG0000388	ADIR010377	AGAP001717
OG0000388	ADIR010378	AGAP013493
OG0000389	ADIR003638	AGAP006745
OG0000390	ADIR009143	AGAP004740
OG0000391	ADIR006703	AGAP002331
OG0000391	ADIR000463	AGAP012302
OG0000392	ADIR015588	AGAP013404
OG0000392	ADIR015589	AGAP013054
OG0000392	ADIR015587	AGAP002838
OG0000393	ADIR008379	AGAP001777
OG0000393	ADIR008380	AGAP012467, AGAP001775
OG0000394	ADIR009815	AGAP005237
OG0000395	ADIR004795	AGAP029448
OG0000395	ADIR000918	AGAP000965
OG0000396	ADIR006188	AGAP009100
OG0000396	ADIR006187	AGAP009098
OG0000397	ADIR005187	AGAP029500
OG0000397	ADIR002696	AGAP029451
OG0000398	ADIR008789	AGAP005453, AGAP005454
OG0000399	ADIR001694	AGAP004900
OG0000399	ADIR007577	AGAP006539
OG0000400	ADIR003792	AGAP005113
OG0000400	ADIR003582	AGAP006806
OG0000401	ADIR003313	AGAP003114
OG0000401	ADIR001782	AGAP011166
OG0000402	ADIR004118	AGAP000475
OG0000402	ADIR007659, ADIR007661	AGAP029224
OG0000403	ADIR001185	AGAP000653
OG0000403	ADIR008736	AGAP005557
OG0000404	ADIR000386	AGAP028613, AGAP010562
OG0000405	ADIR016033	AGAP005707
OG0000405	ADIR016035	AGAP005706
OG0000406	ADIR010242	AGAP002615
OG0000406	ADIR002392	AGAP002074
OG0000406	ADIR002343	AGAP011844
OG0000407	ADIR002282	AGAP012111
OG0000407	ADIR009590	AGAP011402
OG0000408	ADIR001544	AGAP005166
OG0000409	ADIR004706	AGAP029901
OG0000409	ADIR004703	AGAP008720
OG0000409	ADIR004705	AGAP008721
OG0000410	ADIR002540	AGAP013194, AGAP013142
OG0000412	ADIR002367, ADIR002366	AGAP001022
OG0000413	ADIR015533	AGAP006717
OG0000413	ADIR015532	AGAP006716
OG0000414	ADIR014057	AGAP028186
OG0000414	ADIR000659	AGAP008923
OG0000414	ADIR000660, ADIR000661	AGAP008922
OG0000416	ADIR007938	AGAP007156
OG0000416	ADIR007755	AGAP005787
OG0000417	ADIR010431	AGAP001672
OG0000417	ADIR005728	AGAP010435
OG0000421	ADIR016222, ADIR016219, ADIR016220, ADIR016221	AGAP001989
OG0000424	ADIR001410	AGAP000437, AGAP013319, AGAP013175, AGAP013080, AGAP013421, AGAP013308
OG0000425	ADIR005624, ADIR005622	AGAP010908, AGAP010903, AGAP010904, AGAP010906, AGAP010905, AGAP010907
OG0000428	ADIR015549	AGAP000226
OG0000430	ADIR009309	AGAP029419, AGAP010066
OG0000430	ADIR003911	AGAP012621, AGAP012622
OG0000431	ADIR003217	AGAP004006, AGAP004007
OG0000432	ADIR009396	AGAP012644, AGAP010004
OG0000432	ADIR004972	AGAP009017
OG0000433	ADIR003006	AGAP002460
OG0000433	ADIR003007	AGAP013297
OG0000434	ADIR015930, ADIR015929	AGAP006275
OG0000435	ADIR010798	AGAP011294
OG0000437	ADIR005813	AGAP002977
OG0000437	ADIR005815	AGAP002975
OG0000438	ADIR005817	AGAP013216
OG0000438	ADIR005814	AGAP002976
OG0000439	ADIR010992	AGAP012585, AGAP007972
OG0000440	ADIR003328	AGAP003121
OG0000440	ADIR003327	AGAP003120, AGAP012726
OG0000441	ADIR007412	AGAP006406
OG0000441	ADIR000981	AGAP013127
OG0000442	ADIR004523	AGAP010970
OG0000442	ADIR004521	AGAP010969
OG0000443	ADIR005386	AGAP003718
OG0000443	ADIR007351	AGAP006629
OG0000445	ADIR000225, ADIR000224	AGAP011449
OG0000446	ADIR007631	AGAP006487
OG0000446	ADIR007632	AGAP006485
OG0000447	ADIR006355	AGAP008201
OG0000447	ADIR016048	AGAP029240
OG0000448	ADIR007075	AGAP007675
OG0000448	ADIR002786	AGAP003271
OG0000449	ADIR001435	AGAP000731
OG0000449	ADIR011623	AGAP010391
OG0000450	ADIR006287	AGAP009201
OG0000451	ADIR001344	AGAP000847
OG0000452	ADIR003211	AGAP013186
OG0000453	ADIR002048	AGAP011247
OG0000453	ADIR009313	AGAP012669, AGAP010063
OG0000454	ADIR006123	AGAP009342
OG0000455	ADIR003615	AGAP006770
OG0000455	ADIR001796	AGAP011180
OG0000456	ADIR008105	AGAP006019
OG0000457	ADIR010440	AGAP001659
OG0000457	ADIR010441	AGAP001657
OG0000458	ADIR000582	AGAP009246
OG0000458	ADIR000585	AGAP009241
OG0000458	ADIR000586	AGAP009240
OG0000459	ADIR010100	AGAP001120
OG0000460	ADIR010287	AGAP002577
OG0000461	ADIR001398	AGAP000449, AGAP000452
OG0000462	ADIR000055	AGAP012132
OG0000462	ADIR000056	AGAP028721
OG0000464	ADIR006989	AGAP029366, AGAP029365
OG0000464	ADIR006988	AGAP029372
OG0000465	ADIR009087	AGAP004655
OG0000466	ADIR001786	AGAP011171, AGAP029870
OG0000466	ADIR000450	AGAP029548
OG0000471	ADIR005291	AGAP011978
OG0000471	ADIR004369	AGAP011991
OG0000471	ADIR004368	AGAP011989
OG0000471	ADIR001992	AGAP011979
OG0000471	ADIR011121	AGAP011990
OG0000472	ADIR010905	AGAP008579, AGAP008580
OG0000473	ADIR015870	AGAP013282, AGAP029167, AGAP010899
OG0000473	ADIR015871	AGAP029194, AGAP029195
OG0000476	ADIR015518	AGAP003256
OG0000476	ADIR015520	AGAP003255
OG0000477	ADIR015939	AGAP013466
OG0000477	ADIR015938	AGAP003482
OG0000478	ADIR009352	AGAP009964
OG0000478	ADIR009353	AGAP009965
OG0000479	ADIR003422	AGAP001766
OG0000479	ADIR003423	AGAP001769
OG0000480	ADIR000107	AGAP011641
OG0000481	ADIR004329	AGAP005612
OG0000482	ADIR015529	AGAP009381
OG0000482	ADIR015530	AGAP009385
OG0000484	ADIR009697	AGAP010151
OG0000484	ADIR000755	AGAP007828
OG0000485	ADIR011226	AGAP008060
OG0000486	ADIR004130	AGAP011729
OG0000486	ADIR010048	AGAP001183
OG0000487	ADIR011456	AGAP008490
OG0000487	ADIR002382	AGAP000473
OG0000488	ADIR005675	AGAP028173, AGAP029973, AGAP029974
OG0000489	ADIR011660	AGAP000218
OG0000489	ADIR011661	AGAP000217
OG0000490	ADIR002278	AGAP012106, AGAP012081
OG0000491	ADIR010196	AGAP002652
OG0000492	ADIR001274	AGAP000225
OG0000492	ADIR015512	AGAP000228
OG0000493	ADIR010823	AGAP002125
OG0000493	ADIR003156	AGAP002126
OG0000494	ADIR001926	AGAP011945
OG0000494	ADIR006809	AGAP008898
OG0000495	ADIR008544	AGAP013726, AGAP013771
OG0000496	ADIR016174	AGAP029684
OG0000496	ADIR016173	AGAP012605, AGAP029683
OG0000497	ADIR010268	AGAP013190
OG0000497	ADIR011592	AGAP028501
OG0000498	ADIR001903	AGAP010974
OG0000499	ADIR003605	AGAP006782
OG0000500	ADIR001164	AGAP000399
OG0000500	ADIR007528	AGAP006668
OG0000502	ADIR015872	AGAP010734
OG0000502	ADIR011596	AGAP010810
OG0000503	ADIR010403, ADIR010386	AGAP028471, AGAP013020, AGAP001707
OG0000504	ADIR010398	AGAP001695
OG0000504	ADIR005554	AGAP029662
OG0000505	ADIR004460	AGAP012821
OG0000506	ADIR000144	AGAP011608
OG0000507	ADIR011452	AGAP008487
OG0000507	ADIR006617	AGAP004054
OG0000508	ADIR016191	AGAP006182
OG0000508	ADIR016190	AGAP006181
OG0000508	ADIR007988	AGAP006178
OG0000509	ADIR007447	AGAP006370
OG0000509	ADIR007448	AGAP006369
OG0000510	ADIR000926	AGAP000973
OG0000510	ADIR002571	AGAP003730, AGAP012841
OG0000511	ADIR008094, ADIR016142	AGAP006343, AGAP006342
OG0000512	ADIR002378	AGAP001033
OG0000514	ADIR008504	AGAP003578
OG0000514	ADIR004788	AGAP009944
OG0000515	ADIR015942	AGAP003487
OG0000515	ADIR015940	AGAP013419
OG0000516	ADIR002633	AGAP013333
OG0000517	ADIR005492	AGAP004263
OG0000517	ADIR005493	AGAP012703, AGAP004262
OG0000518	ADIR007074	AGAP007676
OG0000518	ADIR007072	AGAP007677
OG0000520	ADIR006171	AGAP009090
OG0000521	ADIR007269	AGAP007406
OG0000521	ADIR010663	AGAP003541
OG0000522	ADIR003989	AGAP010186
OG0000522	ADIR003992	AGAP010184
OG0000523	ADIR005431	AGAP004369
OG0000523	ADIR004398	AGAP004577
OG0000524	ADIR007502	AGAP005952
OG0000524	ADIR007504	AGAP005951
OG0000525	ADIR007248	AGAP007440
OG0000526	ADIR001209	AGAP000361
OG0000526	ADIR004082	AGAP010269
OG0000527	ADIR005535	AGAP004223
OG0000527	ADIR005536	AGAP004222
OG0000528	ADIR007580	AGAP006536
OG0000528	ADIR007576	AGAP006540
OG0000532	ADIR009577, ADIR000358	AGAP010531
OG0000532	ADIR004188, ADIR004185, ADIR011722, ADIR000381, ADIR000350, ADIR000352	AGAP006914
OG0000534	ADIR004940	AGAP028052
OG0000535	ADIR005911	AGAP007918, AGAP013758
OG0000536	ADIR008027	AGAP007134
OG0000536	ADIR002347	AGAP011848
OG0000538	ADIR003261	AGAP013071
OG0000539	ADIR003268	AGAP003055, AGAP003054
OG0000539	ADIR003267	AGAP013396, AGAP012758, AGAP003053
OG0000540	ADIR002371	AGAP001027
OG0000541	ADIR011392	AGAP008976
OG0000541	ADIR000730	AGAP007800
OG0000542	ADIR002521	AGAP003783
OG0000542	ADIR002522	AGAP003782
OG0000543	ADIR001792	AGAP029776, AGAP029777
OG0000544	ADIR006076	AGAP009442
OG0000544	ADIR008375	AGAP003796
OG0000546	ADIR000983	AGAP000075, AGAP013356
OG0000547	ADIR009748	AGAP010354
OG0000547	ADIR008851	AGAP005899
OG0000549	ADIR007473	AGAP005981
OG0000549	ADIR011705, ADIR011704	AGAP000008
OG0000550	ADIR004260	AGAP006913
OG0000551	ADIR005366	AGAP013188, AGAP013393, AGAP013255, AGAP012745
OG0000552	ADIR005529	AGAP004228
OG0000553	ADIR008143	AGAP006055
OG0000554	ADIR010047	AGAP001184, AGAP013501
OG0000555	ADIR005419	AGAP004358
OG0000556	ADIR002690	AGAP013224
OG0000557	ADIR002816	AGAP003231
OG0000557	ADIR001118	AGAP000170
OG0000558	ADIR010572	AGAP003133
OG0000558	ADIR001028	AGAP000787
OG0000559	ADIR010538	AGAP001962
OG0000559	ADIR010539	AGAP001961
OG0000560	ADIR004634	AGAP007460, AGAP000546
OG0000561	ADIR003887	AGAP005929
OG0000562	ADIR008626	AGAP005035
OG0000562	ADIR008625	AGAP005034
OG0000563	ADIR015945	AGAP003494
OG0000563	ADIR015943	AGAP003493
OG0000564	ADIR011483	AGAP009587, AGAP009588
OG0000565	ADIR004400	AGAP013199
OG0000565	ADIR009049	AGAP000721
OG0000566	ADIR000074	AGAP011220
OG0000566	ADIR000076	AGAP011219
OG0000567	ADIR004302	AGAP006868
OG0000567	ADIR007725	AGAP006283
OG0000568	ADIR004213	AGAP006958, AGAP006961, AGAP006959
OG0000569	ADIR010351	AGAP002511, AGAP002510
OG0000570	ADIR008400	AGAP003302
OG0000570	ADIR005510	AGAP012952, AGAP004243
OG0000571	ADIR009253	AGAP004860
OG0000572	ADIR009206	AGAP012528, AGAP004813
OG0000572	ADIR009208	AGAP012530, AGAP012531, AGAP004815
OG0000573	ADIR002372	AGAP001028
OG0000574	ADIR004769	AGAP009926
OG0000574	ADIR004770	AGAP012737, AGAP009927
OG0000576	ADIR000871	AGAP013172
OG0000579	ADIR007934	AGAP006150, AGAP007148
OG0000579	ADIR004490	AGAP001329
OG0000581	ADIR001607	AGAP005002
OG0000581	ADIR001609	AGAP005001
OG0000582	ADIR015869	AGAP029049
OG0000582	ADIR015868	AGAP029054
OG0000583	ADIR006996	AGAP007558, AGAP007557
OG0000584	ADIR000206	AGAP011711
OG0000584	ADIR000208	AGAP011712
OG0000585	ADIR006922	AGAP005697, AGAP012903, AGAP005698
OG0000586	ADIR003218	AGAP013019, AGAP004005
OG0000588	ADIR010647	AGAP003523
OG0000592	ADIR011607, ADIR011598, ADIR006755, ADIR011612, ADIR011602, ADIR011599, ADIR011608, ADIR011606, ADIR011613, ADIR009462, ADIR011562, ADIR006754, ADIR016093, ADIR009461, ADIR005783	AGAP010813
OG0000595	ADIR009034, ADIR005289, ADIR009710	AGAP013253
OG0000601	ADIR002178	AGAP011807, AGAP011806
OG0000606	ADIR010706	AGAP003350
OG0000607	ADIR000209	AGAP029298
OG0000608	ADIR006043, ADIR006044	AGAP029476
OG0000609	ADIR006271	AGAP009176
OG0000610	ADIR007165	AGAP005602
OG0000611	ADIR007100	AGAP007588, AGAP007589
OG0000612	ADIR006139	AGAP009318
OG0000613	ADIR014298	AGAP002811
OG0000613	ADIR003502	AGAP002813
OG0000614	ADIR003599	AGAP006788
OG0000615	ADIR007513	AGAP005942
OG0000616	ADIR016185	AGAP029794
OG0000617	ADIR014435	AGAP009815
OG0000617	ADIR014433, ADIR014425	AGAP009779, AGAP009778, AGAP008599
OG0000618	ADIR004564, ADIR001182	AGAP000953, AGAP002395
OG0000619	ADIR003359	AGAP003929
OG0000620	ADIR011338	AGAP009872, AGAP009873
OG0000621	ADIR009431	AGAP008850
OG0000621	ADIR001339	AGAP000851
OG0000622	ADIR005772	AGAP010328
OG0000623	ADIR001819	AGAP011665
OG0000623	ADIR001948	AGAP011921
OG0000624	ADIR006550	AGAP003846, AGAP003845
OG0000625	ADIR015792	AGAP001376
OG0000625	ADIR015794	AGAP001377
OG0000626	ADIR002370	AGAP001026
OG0000627	ADIR005607	AGAP029992
OG0000627	ADIR005612	AGAP029636
OG0000628	ADIR009278	AGAP010118, AGAP010125, AGAP010111, AGAP010110
OG0000629	ADIR000859	AGAP000705, AGAP013449
OG0000630	ADIR002291	AGAP011051
OG0000630	ADIR002307	AGAP011068, AGAP011066
OG0000631	ADIR011098	AGAP008340
OG0000632	ADIR002589	AGAP002346
OG0000633	ADIR001162	AGAP000401
OG0000633	ADIR008662	AGAP012656, AGAP005066
OG0000634	ADIR001434	AGAP000732
OG0000634	ADIR005413	AGAP004350
OG0000635	ADIR010027, ADIR010026, ADIR005808	AGAP001201
OG0000636	ADIR004263	AGAP006907
OG0000637	ADIR010754	AGAP011095
OG0000637	ADIR010756	AGAP011094
OG0000638	ADIR016063	AGAP010489
OG0000638	ADIR015866	AGAP009629
OG0000639	ADIR007163	AGAP007650
OG0000640	ADIR007483	AGAP005972
OG0000641	ADIR006280	AGAP009185, AGAP009187
OG0000642	ADIR002901	AGAP004317
OG0000642	ADIR002900	AGAP004318
OG0000643	ADIR010103	AGAP001117
OG0000644	ADIR000026	AGAP029764, AGAP029763
OG0000645	ADIR008785	AGAP005459
OG0000645	ADIR008787	AGAP005456
OG0000646	ADIR007094	AGAP029702, AGAP029701
OG0000647	ADIR007084	AGAP007663
OG0000648	ADIR015991	AGAP008370
OG0000648	ADIR015990	AGAP008371
OG0000649	ADIR015836	AGAP004015
OG0000650	ADIR009272	AGAP012849, AGAP010132
OG0000652	ADIR001181	AGAP000654
OG0000653	ADIR011268	AGAP008109
OG0000654	ADIR007302	AGAP007371, AGAP007372
OG0000655	ADIR008840	AGAP006095
OG0000655	ADIR007857	AGAP007040
OG0000656	ADIR006297	AGAP009212
OG0000656	ADIR006298	AGAP009213
OG0000657	ADIR011479	AGAP029977
OG0000658	ADIR008934	AGAP002241
OG0000658	ADIR008935	AGAP002240
OG0000660	ADIR003385	AGAP003896, AGAP003897
OG0000661	ADIR001298	AGAP000794
OG0000662	ADIR002069	AGAP010854, AGAP029297
OG0000663	ADIR005873	AGAP013218
OG0000664	ADIR004975	AGAP029147, AGAP009014
OG0000665	ADIR010523	AGAP001983
OG0000666	ADIR001094, ADIR001091, ADIR001092	AGAP029109
OG0000667	ADIR005250	AGAP010882
OG0000668	ADIR011665	AGAP000211
OG0000669	ADIR005146	AGAP009803
OG0000669	ADIR005147, ADIR005148	AGAP009805
OG0000671	ADIR005757	AGAP011667
OG0000671	ADIR001820	AGAP011666
OG0000672	ADIR011370	AGAP008823, AGAP008824, AGAP008825
OG0000672	ADIR011369	AGAP028559
OG0000673	ADIR009373	AGAP010024
OG0000673	ADIR009378	AGAP029234
OG0000674	ADIR000180	AGAP011555
OG0000674	ADIR000181, ADIR000182	AGAP011554
OG0000675	ADIR004357	AGAP029530
OG0000676	ADIR015831	AGAP003757
OG0000677	ADIR004053	AGAP010242
OG0000677	ADIR004057	AGAP010245
OG0000678	ADIR008664	AGAP005069
OG0000678	ADIR008663	AGAP005068
OG0000679	ADIR008098, ADIR008707	AGAP005528, AGAP005529
OG0000680	ADIR001462	AGAP000294
OG0000681	ADIR003576	AGAP029337
OG0000681	ADIR003569	AGAP029350
OG0000682	ADIR010576	AGAP003137
OG0000682	ADIR001375	AGAP000668
OG0000683	ADIR011193	AGAP009270
OG0000683	ADIR004792	AGAP009947
OG0000684	ADIR008684	AGAP012107
OG0000686	ADIR008968	AGAP002206, AGAP002204
OG0000686	ADIR008965, ADIR008966	AGAP002207, AGAP009696, AGAP002205
OG0000687	ADIR005260	AGAP029253, AGAP010934
OG0000687	ADIR006874	AGAP011697, AGAP029349
OG0000689	ADIR003571	AGAP028659, AGAP028658
OG0000690	ADIR004280	AGAP029233
OG0000691	ADIR004519	AGAP028703
OG0000691	ADIR004518	AGAP029938, AGAP028700, AGAP028701, AGAP028702
OG0000693	ADIR007172	AGAP005587, AGAP005596, AGAP005597, AGAP005598, AGAP005594, AGAP005591, AGAP005593, AGAP005592
OG0000694	ADIR015663	AGAP029165, AGAP029160, AGAP029200, AGAP006691, AGAP029152, AGAP029159, AGAP029202
OG0000698	ADIR010606	AGAP004465, AGAP004466
OG0000700	ADIR000562	AGAP012386
OG0000701	ADIR009737	AGAP029980
OG0000701	ADIR000544	AGAP012414
OG0000703	ADIR002997	AGAP004157
OG0000703	ADIR002996	AGAP012761, AGAP004156
OG0000704	ADIR005443	AGAP012513, AGAP012514
OG0000705	ADIR003853	AGAP005317
OG0000705	ADIR014326	AGAP005318
OG0000706	ADIR008446	AGAP002464
OG0000707	ADIR007676, ADIR007679	AGAP006439
OG0000708	ADIR000861	AGAP000591
OG0000709	ADIR003944	AGAP000391
OG0000710	ADIR001331	AGAP000025, AGAP001360
OG0000711	ADIR000483	AGAP012324, AGAP012323
OG0000712	ADIR005673	AGAP028037
OG0000712	ADIR005674	AGAP010470
OG0000713	ADIR003761	AGAP005327
OG0000714	ADIR010237	AGAP002621, AGAP002620
OG0000715	ADIR002785	AGAP003272
OG0000715	ADIR005811	AGAP002980
OG0000716	ADIR002517	AGAP012882, AGAP003787
OG0000716	ADIR015809	AGAP003786
OG0000717	ADIR004994	AGAP009692, AGAP009691
OG0000718	ADIR009108, ADIR009109, ADIR009106	AGAP029667
OG0000719	ADIR015877	AGAP027999
OG0000719	ADIR015878	AGAP010326
OG0000720	ADIR005353	AGAP003676
OG0000721	ADIR015873	AGAP003713
OG0000721	ADIR000118	AGAP011630
OG0000722	ADIR010217	AGAP002639
OG0000722	ADIR010216	AGAP002640
OG0000723	ADIR008414	AGAP003314
OG0000723	ADIR010092	AGAP001130
OG0000724	ADIR004314	AGAP006833
OG0000724	ADIR004315	AGAP006832
OG0000725	ADIR007428	AGAP006388
OG0000726	ADIR005496, ADIR005497	AGAP004258
OG0000727	ADIR000192, ADIR000191	AGAP028525
OG0000728	ADIR007813	AGAP005804
OG0000728	ADIR009268	AGAP000662
OG0000729	ADIR011499	AGAP009572
OG0000729	ADIR001420	AGAP000541
OG0000730	ADIR000405	AGAP010591
OG0000731	ADIR003750	AGAP005336
OG0000732	ADIR016014	AGAP003274
OG0000732	ADIR016015	AGAP003275
OG0000733	ADIR007422	AGAP006396, AGAP006395
OG0000734	ADIR001121	AGAP000773
OG0000734	ADIR009318	AGAP010058
OG0000735	ADIR004318	AGAP006826
OG0000735	ADIR004573	AGAP004303
OG0000736	ADIR007028, ADIR007030, ADIR007029	AGAP007723
OG0000737	ADIR000955	AGAP000679
OG0000738	ADIR004104	AGAP010295, AGAP012433
OG0000738	ADIR004106	AGAP012434
OG0000739	ADIR003754	AGAP029559
OG0000740	ADIR008992	AGAP002178
OG0000741	ADIR009181, ADIR009178, ADIR009180	AGAP004783
OG0000742	ADIR003440, ADIR003439	AGAP002885, AGAP013314
OG0000744	ADIR006121	AGAP009346
OG0000745	ADIR002922	AGAP004093
OG0000746	ADIR008974	AGAP002196
OG0000747	ADIR002716	AGAP001818, AGAP001816
OG0000748	ADIR010525	AGAP001982
OG0000748	ADIR010524	AGAP013061
OG0000749	ADIR001353	AGAP000336
OG0000749	ADIR007200	AGAP007517
OG0000750	ADIR010959	AGAP029703
OG0000751	ADIR001188	AGAP013097
OG0000751	ADIR001384	AGAP000468
OG0000752	ADIR001235	AGAP000339
OG0000753	ADIR003634	AGAP006749
OG0000753	ADIR011231	AGAP013757
OG0000754	ADIR008000	AGAP006167
OG0000756	ADIR009868	AGAP013005
OG0000757	ADIR005640	AGAP010507
OG0000760	ADIR002003	AGAP011966, AGAP011967
OG0000761	ADIR004098	AGAP012633, AGAP012603
OG0000762	ADIR008985, ADIR000772, ADIR009061, ADIR008884, ADIR008911, ADIR008912	AGAP003656
OG0000763	ADIR007037	AGAP007717
OG0000764	ADIR006059	AGAP009464
OG0000764	ADIR006058	AGAP009466
OG0000765	ADIR005137	AGAP029567
OG0000765	ADIR005133	AGAP009793
OG0000766	ADIR014475, ADIR005643, ADIR005641	AGAP010506
OG0000767	ADIR002092, ADIR002095	AGAP011379
OG0000769	ADIR010785	AGAP029276
OG0000769	ADIR010786	AGAP028416
OG0000770	ADIR001063, ADIR001062	AGAP000045
OG0000771	ADIR001418	AGAP013055
OG0000772	ADIR007672, ADIR007673	AGAP006444
OG0000773	ADIR004802	AGAP009652
OG0000773	ADIR004801	AGAP029640
OG0000774	ADIR002089, ADIR002087	AGAP011384
OG0000775	ADIR004192, ADIR004194	AGAP029541
OG0000776	ADIR002137	AGAP011334
OG0000777	ADIR008628, ADIR008631, ADIR008629	AGAP005037
OG0000778	ADIR006485	AGAP003601
OG0000779	ADIR004267	AGAP006902
OG0000786	ADIR005558	AGAP013168
OG0000791	ADIR002016	AGAP011004, AGAP011005, AGAP011001, AGAP011003
OG0000792	ADIR007199	AGAP007516
OG0000792	ADIR007201	AGAP007513
OG0000793	ADIR009740	AGAP029714, AGAP029251, AGAP029715
OG0000793	ADIR009741	AGAP029275
OG0000794	ADIR010270, ADIR010269	AGAP002596
OG0000799	ADIR009139	AGAP003995
OG0000800	ADIR006580	AGAP003871
OG0000801	ADIR010498	AGAP001600
OG0000801	ADIR010497	AGAP001601
OG0000802	ADIR000764	AGAP007838, AGAP007837, AGAP007836
OG0000803	ADIR015524	AGAP009379
OG0000803	ADIR015531	AGAP009380
OG0000804	ADIR000727	AGAP007797
OG0000805	ADIR007101	AGAP007590, AGAP007587
OG0000806	ADIR002166	AGAP011307
OG0000808	ADIR010933, ADIR010932	AGAP029984
OG0000809	ADIR016096	AGAP001384
OG0000810	ADIR001431	AGAP000735
OG0000811	ADIR004618	AGAP006449, AGAP000777, AGAP000738
OG0000812	ADIR003249	AGAP003971
OG0000813	ADIR000633	AGAP008443
OG0000814	ADIR009761	AGAP010341
OG0000815	ADIR005227	AGAP010943
OG0000816	ADIR005442	AGAP004386, AGAP012509
OG0000817	ADIR000841	AGAP011557, AGAP000616
OG0000818	ADIR005676	AGAP028003
OG0000820	ADIR004370	AGAP011992
OG0000821	ADIR001683, ADIR001351	AGAP000625
OG0000822	ADIR010685	AGAP003562, AGAP003565, AGAP003566
OG0000823	ADIR001927	AGAP011943, AGAP028539
OG0000825	ADIR010413	AGAP001683
OG0000827	ADIR002292	AGAP011053
OG0000828	ADIR000838	AGAP000606
OG0000829	ADIR011677	AGAP000315
OG0000830	ADIR010358	AGAP001740
OG0000831	ADIR009274, ADIR009275	AGAP010130
OG0000832	ADIR006400	AGAP002443
OG0000832	ADIR006401	AGAP002444
OG0000833	ADIR007368, ADIR008898	AGAP003646, AGAP013307
OG0000834	ADIR009694	AGAP010147
