Orthogroup	AstephensiUCISS2018	CquinquefasciatusJHB2020
OG0000180	ASTEI20_032174	CQUJHB005835, CQUJHB005816, CQUJHB007916, CQUJHB006996, CQUJHB001222, CQUJHB013519, CQUJHB008661, CQUJHB002191, CQUJHB000686, CQUJHB009673, CQUJHB009193, CQUJHB000772
OG0000181	ASTEI20_039654, ASTEI20_035911	CQUJHB018406, CQUJHB017566
OG0000182	ASTEI20_034555	CQUJHB010205
OG0000182	ASTEI20_041278	CQUJHB012840
OG0000182	ASTEI20_034958	CQUJHB007241
OG0000183	ASTEI20_031719, ASTEI20_046015, ASTEI20_044856, ASTEI20_038174	CQUJHB008471, CQUJHB008317, CQUJHB015904, CQUJHB015217
OG0000184	ASTEI20_033069	CQUJHB005313
OG0000184	ASTEI20_036642, ASTEI20_037581	CQUJHB020350, CQUJHB003938, CQUJHB000274
OG0000185	ASTEI20_042706, ASTEI20_031403	CQUJHB017110, CQUJHB016405, CQUJHB006617
OG0000185	ASTEI20_032807, ASTEI20_034055	CQUJHB017959, CQUJHB000372
OG0000187	ASTEI20_038550	CQUJHB008770, CQUJHB004129, CQUJHB012844, CQUJHB004306, CQUJHB008082, CQUJHB013210, CQUJHB015795, CQUJHB005653, CQUJHB013231, CQUJHB020318, CQUJHB020398, CQUJHB020313, CQUJHB020424, CQUJHB020405, CQUJHB016508, CQUJHB015181, CQUJHB011232, CQUJHB002253, CQUJHB009569, CQUJHB014578, CQUJHB015136
OG0000188	ASTEI20_038409	CQUJHB017292, CQUJHB007220, CQUJHB003135
OG0000189	ASTEI20_035278	CQUJHB011357
OG0000189	ASTEI20_043379, ASTEI20_036958	CQUJHB001514
OG0000189	ASTEI20_033773, ASTEI20_043697	CQUJHB016877
OG0000190	ASTEI20_031858	CQUJHB014000
OG0000190	ASTEI20_037310	CQUJHB013041
OG0000190	ASTEI20_033651	CQUJHB007455
OG0000191	ASTEI20_035041, ASTEI20_031723, ASTEI20_032678, ASTEI20_037932	CQUJHB013758, CQUJHB002302, CQUJHB016362, CQUJHB011469
OG0000192	ASTEI20_041022	CQUJHB011350
OG0000192	ASTEI20_033456	CQUJHB011486
OG0000192	ASTEI20_038790	CQUJHB006523
OG0000193	ASTEI20_035925, ASTEI20_034914, ASTEI20_032918, ASTEI20_041607	CQUJHB016836, CQUJHB008892, CQUJHB000131
OG0000194	ASTEI20_032207	CQUJHB007940
OG0000194	ASTEI20_042386	CQUJHB007773
OG0000196	ASTEI20_042814	CQUJHB015310, CQUJHB014474, CQUJHB002527, CQUJHB011596, CQUJHB015062
OG0000200	ASTEI20_040182	CQUJHB003055
OG0000200	ASTEI20_032444	CQUJHB000054
OG0000200	ASTEI20_035878	CQUJHB006956
OG0000201	ASTEI20_037723	CQUJHB002501, CQUJHB011456
OG0000201	ASTEI20_036827	CQUJHB015906
OG0000201	ASTEI20_041981	CQUJHB013148, CQUJHB016903
OG0000202	ASTEI20_044437	CQUJHB017404, CQUJHB010576
OG0000202	ASTEI20_045852	CQUJHB013321, CQUJHB012941
OG0000203	ASTEI20_034151	CQUJHB018349
OG0000203	ASTEI20_037199	CQUJHB014121, CQUJHB004265, CQUJHB018395
OG0000203	ASTEI20_036473	CQUJHB001614
OG0000204	ASTEI20_033339	CQUJHB015536, CQUJHB018050
OG0000205	ASTEI20_031920	CQUJHB011157
OG0000205	ASTEI20_040473	CQUJHB006892
OG0000206	ASTEI20_039018, ASTEI20_045703	CQUJHB009215, CQUJHB015605, CQUJHB002272
OG0000207	ASTEI20_034853	CQUJHB009425
OG0000208	ASTEI20_045322	CQUJHB002746
OG0000208	ASTEI20_034058	CQUJHB017609, CQUJHB006033, CQUJHB016545
OG0000209	ASTEI20_042301	CQUJHB000140
OG0000210	ASTEI20_043190, ASTEI20_037248, ASTEI20_039456	CQUJHB015488, CQUJHB015097, CQUJHB007162
OG0000211	ASTEI20_037118, ASTEI20_041718, ASTEI20_039007	CQUJHB016529
OG0000217	ASTEI20_040200	CQUJHB018057
OG0000217	ASTEI20_036703	CQUJHB008942
OG0000217	ASTEI20_044284	CQUJHB006291
OG0000218	ASTEI20_038944	CQUJHB001220
OG0000219	ASTEI20_041844	CQUJHB004655
OG0000219	ASTEI20_035108	CQUJHB009528, CQUJHB009252, CQUJHB018120, CQUJHB007367
OG0000220	ASTEI20_035755	CQUJHB002011
OG0000220	ASTEI20_044035	CQUJHB009710
OG0000220	ASTEI20_037745	CQUJHB008956
OG0000221	ASTEI20_038135	CQUJHB011640
OG0000221	ASTEI20_037201	CQUJHB016680, CQUJHB007754
OG0000222	ASTEI20_035055	CQUJHB015532
OG0000223	ASTEI20_037771	CQUJHB009151
OG0000223	ASTEI20_031096	CQUJHB014766
OG0000223	ASTEI20_036943	CQUJHB004378
OG0000224	ASTEI20_038501	CQUJHB005624
OG0000225	ASTEI20_040100	CQUJHB018221
OG0000225	ASTEI20_037793, ASTEI20_038611	CQUJHB016925, CQUJHB017410, CQUJHB002547, CQUJHB013654, CQUJHB010873
OG0000229	ASTEI20_046124	CQUJHB007133
OG0000229	ASTEI20_032722, ASTEI20_037602	CQUJHB010008
OG0000230	ASTEI20_034005	CQUJHB018077, CQUJHB010793, CQUJHB004599, CQUJHB013294, CQUJHB000972
OG0000231	ASTEI20_040405, ASTEI20_043476	CQUJHB015552, CQUJHB009864
OG0000232	ASTEI20_044096, ASTEI20_038687, ASTEI20_044010, ASTEI20_040318, ASTEI20_040000, ASTEI20_042206	CQUJHB004882
OG0000233	ASTEI20_041338	CQUJHB013827, CQUJHB005784
OG0000233	ASTEI20_038872	CQUJHB017046
OG0000234	ASTEI20_043253	CQUJHB001691
OG0000234	ASTEI20_031455	CQUJHB001439
OG0000234	ASTEI20_040171	CQUJHB012585
OG0000235	ASTEI20_044011	CQUJHB006661, CQUJHB013626, CQUJHB008173, CQUJHB013536, CQUJHB015825
OG0000236	ASTEI20_036868, ASTEI20_032536	CQUJHB005892, CQUJHB007626, CQUJHB015922
OG0000237	ASTEI20_039839, ASTEI20_031027	CQUJHB010154
OG0000244	ASTEI20_035715	CQUJHB007355
OG0000245	ASTEI20_043968, ASTEI20_037895	CQUJHB000799
OG0000245	ASTEI20_036396	CQUJHB016506, CQUJHB007248, CQUJHB011910
OG0000247	ASTEI20_032101	CQUJHB002713, CQUJHB017013
OG0000247	ASTEI20_044238	CQUJHB002013
OG0000248	ASTEI20_042839	CQUJHB010965
OG0000249	ASTEI20_039526, ASTEI20_038673	CQUJHB009233, CQUJHB007489, CQUJHB002025, CQUJHB001010, CQUJHB009190
OG0000250	ASTEI20_043607	CQUJHB012300
OG0000250	ASTEI20_038490	CQUJHB006421
OG0000250	ASTEI20_033739	CQUJHB004522
OG0000251	ASTEI20_040414	CQUJHB008705
OG0000251	ASTEI20_042173	CQUJHB017833
OG0000252	ASTEI20_040133	CQUJHB005253, CQUJHB008240, CQUJHB011189, CQUJHB017858
OG0000252	ASTEI20_045800	CQUJHB008290
OG0000253	ASTEI20_036887	CQUJHB011918, CQUJHB003161
OG0000254	ASTEI20_033239	CQUJHB001657
OG0000254	ASTEI20_034532	CQUJHB009978
OG0000255	ASTEI20_042761, ASTEI20_044933	CQUJHB003529
OG0000256	ASTEI20_045578	CQUJHB009160
OG0000256	ASTEI20_042134, ASTEI20_044073	CQUJHB014478
OG0000257	ASTEI20_033195, ASTEI20_036760	CQUJHB010739, CQUJHB009502, CQUJHB000584, CQUJHB000689, CQUJHB000541, CQUJHB008553, CQUJHB004547, CQUJHB014397, CQUJHB008765
OG0000259	ASTEI20_033256	CQUJHB015261
OG0000260	ASTEI20_034398, ASTEI20_038711, ASTEI20_037645	CQUJHB020421, CQUJHB004409, CQUJHB006012, CQUJHB011286
OG0000265	ASTEI20_044851, ASTEI20_037660	CQUJHB003184
OG0000265	ASTEI20_038227	CQUJHB006489
OG0000266	ASTEI20_042056	CQUJHB002351
OG0000266	ASTEI20_041270, ASTEI20_035075	CQUJHB011998
OG0000267	ASTEI20_044700	CQUJHB017125
OG0000268	ASTEI20_032301, ASTEI20_032365	CQUJHB012623
OG0000269	ASTEI20_045911, ASTEI20_044456	CQUJHB013165, CQUJHB003189
OG0000270	ASTEI20_032190, ASTEI20_043741, ASTEI20_040825, ASTEI20_034360, ASTEI20_030843	CQUJHB003727, CQUJHB017973, CQUJHB003318
OG0000271	ASTEI20_031771	CQUJHB018009
OG0000271	ASTEI20_037473, ASTEI20_034514	CQUJHB011493
OG0000271	ASTEI20_038183	CQUJHB011542
OG0000272	ASTEI20_042478	CQUJHB005415, CQUJHB017192
OG0000273	ASTEI20_032020	CQUJHB002335
OG0000273	ASTEI20_043316	CQUJHB008927
OG0000274	ASTEI20_031515	CQUJHB003245, CQUJHB014187, CQUJHB000081
OG0000274	ASTEI20_037692	CQUJHB007666
OG0000275	ASTEI20_033361	CQUJHB000546, CQUJHB005342, CQUJHB010174, CQUJHB012136, CQUJHB006340, CQUJHB000241, CQUJHB013765
OG0000276	ASTEI20_041437	CQUJHB004277, CQUJHB012726, CQUJHB008874, CQUJHB010302, CQUJHB001377, CQUJHB004937, CQUJHB013546, CQUJHB006216
OG0000277	ASTEI20_032397, ASTEI20_034533, ASTEI20_041241	CQUJHB010575, CQUJHB010852, CQUJHB004755, CQUJHB010749, CQUJHB002174, CQUJHB009714, CQUJHB010492, CQUJHB016702, CQUJHB013862
OG0000278	ASTEI20_037609, ASTEI20_041680, ASTEI20_037766	CQUJHB008764, CQUJHB011798
OG0000279	ASTEI20_038838	CQUJHB005102
OG0000279	ASTEI20_033582	CQUJHB016711
OG0000279	ASTEI20_042793	CQUJHB013635, CQUJHB001819
OG0000280	ASTEI20_042533	CQUJHB000493
OG0000281	ASTEI20_040684	CQUJHB014785
OG0000285	ASTEI20_039558	CQUJHB011294
OG0000288	ASTEI20_040021	CQUJHB010147
OG0000289	ASTEI20_035189, ASTEI20_042758, ASTEI20_044666	CQUJHB011529, CQUJHB001666, CQUJHB017987
OG0000290	ASTEI20_044792, ASTEI20_037666, ASTEI20_038975	CQUJHB002754, CQUJHB008405
OG0000291	ASTEI20_030896	CQUJHB017541
OG0000291	ASTEI20_045384	CQUJHB015406
OG0000292	ASTEI20_039963, ASTEI20_033519	CQUJHB017021
OG0000292	ASTEI20_041276	CQUJHB008145
OG0000293	ASTEI20_035645	CQUJHB008571
OG0000293	ASTEI20_034344, ASTEI20_033682	CQUJHB000229, CQUJHB000928, CQUJHB011680
OG0000294	ASTEI20_031593	CQUJHB015184
OG0000294	ASTEI20_040737	CQUJHB009494
OG0000295	ASTEI20_037344, ASTEI20_045100	CQUJHB020305, CQUJHB011786
OG0000296	ASTEI20_031726, ASTEI20_036866, ASTEI20_037946, ASTEI20_030789	CQUJHB017172
OG0000297	ASTEI20_045280	CQUJHB004146, CQUJHB000290
OG0000297	ASTEI20_032765	CQUJHB011318
OG0000298	ASTEI20_034983	CQUJHB011277
OG0000298	ASTEI20_035214	CQUJHB004025
OG0000299	ASTEI20_043508	CQUJHB014668
OG0000299	ASTEI20_043361	CQUJHB005162, CQUJHB009370
OG0000300	ASTEI20_041810	CQUJHB009969, CQUJHB015841, CQUJHB004971, CQUJHB004484, CQUJHB012791, CQUJHB008483, CQUJHB001208, CQUJHB014241, CQUJHB018084, CQUJHB007208, CQUJHB002456, CQUJHB001900, CQUJHB010645, CQUJHB016923, CQUJHB016527, CQUJHB010855
OG0000302	ASTEI20_037810	CQUJHB010010
OG0000302	ASTEI20_032730	CQUJHB010685
OG0000303	ASTEI20_031481	CQUJHB011015, CQUJHB008617
OG0000304	ASTEI20_032574, ASTEI20_040412	CQUJHB006070, CQUJHB016739
OG0000304	ASTEI20_038833	CQUJHB018002
OG0000305	ASTEI20_045186	CQUJHB001390, CQUJHB001973
OG0000306	ASTEI20_040184, ASTEI20_037498, ASTEI20_031684	CQUJHB007627
OG0000317	ASTEI20_039777	CQUJHB020361, CQUJHB020388, CQUJHB020257, CQUJHB001753, CQUJHB020414, CQUJHB013993, CQUJHB016263
OG0000318	ASTEI20_036009, ASTEI20_037274, ASTEI20_039300	CQUJHB008681
OG0000319	ASTEI20_040641	CQUJHB011407
OG0000319	ASTEI20_033005	CQUJHB013783
OG0000320	ASTEI20_045533, ASTEI20_032760	CQUJHB004177, CQUJHB001759, CQUJHB015816
OG0000321	ASTEI20_030893, ASTEI20_036304	CQUJHB003997
OG0000324	ASTEI20_045797, ASTEI20_046008	CQUJHB006140
OG0000324	ASTEI20_039356	CQUJHB006853
OG0000325	ASTEI20_043377	CQUJHB012591
OG0000326	ASTEI20_032355	CQUJHB012353
OG0000326	ASTEI20_032820	CQUJHB011965
OG0000327	ASTEI20_038754	CQUJHB001917, CQUJHB018000, CQUJHB003068, CQUJHB018290
OG0000328	ASTEI20_033819	CQUJHB006591
OG0000328	ASTEI20_039971, ASTEI20_038873	CQUJHB002346
OG0000329	ASTEI20_044913	CQUJHB015894
OG0000329	ASTEI20_036280	CQUJHB005779, CQUJHB010729
OG0000330	ASTEI20_033074	CQUJHB017282
OG0000330	ASTEI20_035799	CQUJHB004081
OG0000331	ASTEI20_032134	CQUJHB014371, CQUJHB013844
OG0000331	ASTEI20_036042, ASTEI20_041568	CQUJHB002783
OG0000332	ASTEI20_039853, ASTEI20_034921, ASTEI20_045032	CQUJHB000271, CQUJHB007528
OG0000333	ASTEI20_033832, ASTEI20_043402, ASTEI20_042167	CQUJHB012787
OG0000334	ASTEI20_040088	CQUJHB001067
OG0000336	ASTEI20_031275	CQUJHB001118
OG0000336	ASTEI20_036479	CQUJHB014833
OG0000344	ASTEI20_035939	CQUJHB015676, CQUJHB017337, CQUJHB020406
OG0000344	ASTEI20_043326, ASTEI20_035416	CQUJHB012075
OG0000345	ASTEI20_039160	CQUJHB013032, CQUJHB015347, CQUJHB011799, CQUJHB002735, CQUJHB017641
OG0000346	ASTEI20_045660	CQUJHB002577, CQUJHB002322, CQUJHB006754
OG0000347	ASTEI20_031950	CQUJHB015931, CQUJHB012747, CQUJHB006813, CQUJHB004127, CQUJHB010963, CQUJHB001880, CQUJHB012374
OG0000348	ASTEI20_033292, ASTEI20_032825, ASTEI20_036788	CQUJHB008694, CQUJHB007833, CQUJHB006199, CQUJHB014618
OG0000350	ASTEI20_039801	CQUJHB008958
OG0000351	ASTEI20_034293	CQUJHB013920
OG0000351	ASTEI20_031611	CQUJHB012124
OG0000352	ASTEI20_033316	CQUJHB012242, CQUJHB009117
OG0000352	ASTEI20_043163	CQUJHB007986
OG0000353	ASTEI20_034917	CQUJHB009056, CQUJHB008063
OG0000353	ASTEI20_036057	CQUJHB002446
OG0000354	ASTEI20_036334	CQUJHB001846
OG0000355	ASTEI20_045115, ASTEI20_044983, ASTEI20_041255	CQUJHB009441
OG0000355	ASTEI20_034632, ASTEI20_036496	CQUJHB011420
OG0000356	ASTEI20_038616	CQUJHB006946, CQUJHB002667
OG0000356	ASTEI20_034566	CQUJHB000622, CQUJHB010020
OG0000357	ASTEI20_036590	CQUJHB017445
OG0000357	ASTEI20_038026	CQUJHB006068
OG0000359	ASTEI20_035699, ASTEI20_034142	CQUJHB007818, CQUJHB004465, CQUJHB013660, CQUJHB010652
OG0000360	ASTEI20_039873	CQUJHB000284, CQUJHB007098
OG0000360	ASTEI20_038810	CQUJHB000677
OG0000361	ASTEI20_035602	CQUJHB014315, CQUJHB014950
OG0000361	ASTEI20_032581	CQUJHB003076, CQUJHB005994, CQUJHB005593
OG0000362	ASTEI20_040345, ASTEI20_045507	CQUJHB013242, CQUJHB005211
OG0000363	ASTEI20_035518	CQUJHB006132
OG0000363	ASTEI20_034937	CQUJHB010204
OG0000364	ASTEI20_038622, ASTEI20_043965, ASTEI20_032740, ASTEI20_045922	CQUJHB016963, CQUJHB007057
OG0000365	ASTEI20_041403, ASTEI20_041427	CQUJHB010079
OG0000365	ASTEI20_043238	CQUJHB016111, CQUJHB009516
OG0000366	ASTEI20_031333, ASTEI20_045960	CQUJHB010124, CQUJHB003903, CQUJHB011993, CQUJHB015491, CQUJHB013408
OG0000367	ASTEI20_045208, ASTEI20_036592, ASTEI20_039650, ASTEI20_042176	CQUJHB007804
OG0000368	ASTEI20_036695	CQUJHB005991, CQUJHB009102, CQUJHB015642
OG0000369	ASTEI20_035506	CQUJHB002920
OG0000370	ASTEI20_034666	CQUJHB017740
OG0000370	ASTEI20_041792	CQUJHB001032, CQUJHB007246
OG0000371	ASTEI20_034163	CQUJHB008710
OG0000372	ASTEI20_034288	CQUJHB013895
OG0000380	ASTEI20_040077	CQUJHB003039, CQUJHB020254, CQUJHB020387, CQUJHB016719
OG0000380	ASTEI20_034008	CQUJHB007276
OG0000381	ASTEI20_042707	CQUJHB004475
OG0000381	ASTEI20_041656	CQUJHB007369, CQUJHB016781
OG0000382	ASTEI20_045571	CQUJHB003897
OG0000382	ASTEI20_037496	CQUJHB002028
OG0000383	ASTEI20_044278	CQUJHB017591
OG0000383	ASTEI20_039308	CQUJHB009099
OG0000384	ASTEI20_036930, ASTEI20_043050, ASTEI20_033769	CQUJHB002088, CQUJHB001148
OG0000386	ASTEI20_042802	CQUJHB015040
OG0000387	ASTEI20_040213	CQUJHB006491
OG0000387	ASTEI20_032306, ASTEI20_045298, ASTEI20_044440	CQUJHB004975
OG0000388	ASTEI20_042922	CQUJHB009063, CQUJHB004642, CQUJHB002192
OG0000389	ASTEI20_037867	CQUJHB010871
OG0000389	ASTEI20_043353	CQUJHB002288
OG0000390	ASTEI20_036258	CQUJHB014001
OG0000391	ASTEI20_045380	CQUJHB005583
OG0000391	ASTEI20_040058	CQUJHB015832
OG0000392	ASTEI20_038467, ASTEI20_036830	CQUJHB017979, CQUJHB012328, CQUJHB000942
OG0000393	ASTEI20_036525	CQUJHB000678
OG0000393	ASTEI20_040256	CQUJHB010193
OG0000394	ASTEI20_042711	CQUJHB013003
OG0000394	ASTEI20_039755	CQUJHB002473, CQUJHB014747
OG0000395	ASTEI20_041652	CQUJHB015252
OG0000395	ASTEI20_044570	CQUJHB008501
OG0000396	ASTEI20_039659	CQUJHB010706
OG0000396	ASTEI20_041335	CQUJHB014186
OG0000397	ASTEI20_045152	CQUJHB014890
OG0000397	ASTEI20_032426	CQUJHB017700
OG0000398	ASTEI20_040561, ASTEI20_037679	CQUJHB018445, CQUJHB012707, CQUJHB008460
OG0000399	ASTEI20_035274	CQUJHB010610, CQUJHB002697
OG0000399	ASTEI20_039406	CQUJHB000514
OG0000400	ASTEI20_038813	CQUJHB008299
OG0000400	ASTEI20_043685	CQUJHB016642
OG0000401	ASTEI20_039363, ASTEI20_033254	CQUJHB004404
OG0000401	ASTEI20_033275	CQUJHB012725
OG0000402	ASTEI20_035900	CQUJHB015843
OG0000403	ASTEI20_044273	CQUJHB004828
OG0000403	ASTEI20_032491	CQUJHB002873
OG0000404	ASTEI20_039827, ASTEI20_031382	CQUJHB014951
OG0000404	ASTEI20_035181, ASTEI20_045422	CQUJHB002330
OG0000405	ASTEI20_031554	CQUJHB012057, CQUJHB007826, CQUJHB003192, CQUJHB004662
OG0000406	ASTEI20_031390	CQUJHB016847
OG0000407	ASTEI20_032342	CQUJHB009167
OG0000407	ASTEI20_032350	CQUJHB002164
OG0000408	ASTEI20_032859	CQUJHB008821, CQUJHB002756
OG0000409	ASTEI20_041637, ASTEI20_041911	CQUJHB009131
OG0000410	ASTEI20_034967	CQUJHB012516, CQUJHB011477
OG0000411	ASTEI20_037209	CQUJHB006540
OG0000411	ASTEI20_043829	CQUJHB007335
OG0000411	ASTEI20_033479	CQUJHB008223
OG0000412	ASTEI20_044317	CQUJHB007660
OG0000413	ASTEI20_032324	CQUJHB010075, CQUJHB007446, CQUJHB020332
OG0000414	ASTEI20_043791	CQUJHB013421
OG0000416	ASTEI20_039581	CQUJHB005337
OG0000417	ASTEI20_041261	CQUJHB004451
OG0000417	ASTEI20_032812	CQUJHB016554
OG0000421	ASTEI20_032156	CQUJHB016620, CQUJHB006925, CQUJHB015719, CQUJHB009816, CQUJHB013246, CQUJHB012658
OG0000423	ASTEI20_036435	CQUJHB007654, CQUJHB006989, CQUJHB015828, CQUJHB012816, CQUJHB000342, CQUJHB014151, CQUJHB001895, CQUJHB003957, CQUJHB011819, CQUJHB010443, CQUJHB011340, CQUJHB001035, CQUJHB000659, CQUJHB012907
OG0000428	ASTEI20_034733, ASTEI20_034682, ASTEI20_039888	CQUJHB001704, CQUJHB002181, CQUJHB008857, CQUJHB016191
OG0000429	ASTEI20_041693	CQUJHB005902
OG0000429	ASTEI20_045721, ASTEI20_036604, ASTEI20_042496	CQUJHB006371
OG0000430	ASTEI20_036782, ASTEI20_031340	CQUJHB003893
OG0000430	ASTEI20_036151	CQUJHB017728
OG0000431	ASTEI20_041567, ASTEI20_040731	CQUJHB014587
OG0000431	ASTEI20_039144	CQUJHB006065
OG0000432	ASTEI20_040747	CQUJHB015256
OG0000432	ASTEI20_034760	CQUJHB018224
OG0000433	ASTEI20_040644	CQUJHB018005
OG0000433	ASTEI20_035859, ASTEI20_033052	CQUJHB016512
OG0000434	ASTEI20_045054	CQUJHB004006
OG0000435	ASTEI20_038293	CQUJHB009018
OG0000436	ASTEI20_038031	CQUJHB004776, CQUJHB005462, CQUJHB001738, CQUJHB017395
OG0000437	ASTEI20_041490	CQUJHB002230
OG0000437	ASTEI20_033449	CQUJHB017705
OG0000438	ASTEI20_044491, ASTEI20_043518	CQUJHB007603, CQUJHB007274, CQUJHB010807
OG0000439	ASTEI20_043990	CQUJHB003508
OG0000439	ASTEI20_037600	CQUJHB007442
OG0000440	ASTEI20_032323	CQUJHB008712
OG0000441	ASTEI20_042306, ASTEI20_036184	CQUJHB008515
OG0000442	ASTEI20_040702	CQUJHB016515
OG0000442	ASTEI20_040317	CQUJHB009960
OG0000443	ASTEI20_033330	CQUJHB000083
OG0000443	ASTEI20_045939	CQUJHB012897
OG0000445	ASTEI20_041326	CQUJHB005105
OG0000445	ASTEI20_044012	CQUJHB009271
OG0000446	ASTEI20_044752	CQUJHB017131
OG0000446	ASTEI20_045914	CQUJHB010200
OG0000447	ASTEI20_035921, ASTEI20_036895	CQUJHB007173
OG0000447	ASTEI20_045843	CQUJHB004421
OG0000448	ASTEI20_039131	CQUJHB007741
OG0000448	ASTEI20_035453	CQUJHB005150
OG0000449	ASTEI20_042529	CQUJHB012758
OG0000449	ASTEI20_044910	CQUJHB004303
OG0000450	ASTEI20_035678	CQUJHB016258
OG0000450	ASTEI20_038473	CQUJHB006704
OG0000451	ASTEI20_036851, ASTEI20_040244	CQUJHB009874
OG0000452	ASTEI20_032646	CQUJHB010141, CQUJHB003251, CQUJHB013257, CQUJHB004493, CQUJHB011307
OG0000453	ASTEI20_038848	CQUJHB010602
OG0000454	ASTEI20_040653	CQUJHB010114
OG0000455	ASTEI20_043217	CQUJHB001183
OG0000455	ASTEI20_034510	CQUJHB015257
OG0000456	ASTEI20_042221	CQUJHB007364
OG0000456	ASTEI20_044668	CQUJHB013775
OG0000457	ASTEI20_036516	CQUJHB015649
OG0000457	ASTEI20_039941	CQUJHB017695
OG0000458	ASTEI20_041659, ASTEI20_046062, ASTEI20_030965	CQUJHB005250
OG0000459	ASTEI20_038648	CQUJHB020285, CQUJHB015919, CQUJHB008529, CQUJHB010276
OG0000460	ASTEI20_036157	CQUJHB013625
OG0000461	ASTEI20_045433	CQUJHB002251
OG0000461	ASTEI20_035860	CQUJHB013571
OG0000462	ASTEI20_037502, ASTEI20_042379	CQUJHB004472
OG0000463	ASTEI20_035779, ASTEI20_044901, ASTEI20_041629, ASTEI20_036724, ASTEI20_033904, ASTEI20_041237, ASTEI20_031922, ASTEI20_042539, ASTEI20_034696, ASTEI20_032344, ASTEI20_035753, ASTEI20_043136, ASTEI20_039325, ASTEI20_032742	CQUJHB014449, CQUJHB009591
OG0000464	ASTEI20_040750	CQUJHB004307
OG0000465	ASTEI20_041528, ASTEI20_034169	CQUJHB017090
OG0000466	ASTEI20_038266, ASTEI20_039358, ASTEI20_045228	CQUJHB012439
OG0000472	ASTEI20_045749, ASTEI20_032817, ASTEI20_041250	CQUJHB013462
OG0000477	ASTEI20_034459	CQUJHB013483
OG0000477	ASTEI20_031328	CQUJHB003518
OG0000478	ASTEI20_042435	CQUJHB016476
OG0000478	ASTEI20_043336	CQUJHB009586
OG0000479	ASTEI20_036926, ASTEI20_033540	CQUJHB003472, CQUJHB017772
OG0000480	ASTEI20_044004, ASTEI20_033719, ASTEI20_043012	CQUJHB015374
OG0000481	ASTEI20_038127	CQUJHB000113
OG0000481	ASTEI20_034254	CQUJHB007620, CQUJHB006420
OG0000482	ASTEI20_040294	CQUJHB010431
OG0000482	ASTEI20_035220	CQUJHB009602
OG0000483	ASTEI20_046009	CQUJHB013484, CQUJHB002001, CQUJHB005117, CQUJHB002565, CQUJHB014052, CQUJHB012268, CQUJHB005236, CQUJHB003977, CQUJHB000786, CQUJHB011985, CQUJHB016572
OG0000484	ASTEI20_039134	CQUJHB015280
OG0000484	ASTEI20_032451	CQUJHB007616
OG0000485	ASTEI20_037768	CQUJHB012703
OG0000485	ASTEI20_041653	CQUJHB009246
OG0000486	ASTEI20_032382	CQUJHB012006
OG0000486	ASTEI20_042498	CQUJHB002625
OG0000487	ASTEI20_042028	CQUJHB000683
OG0000487	ASTEI20_039840	CQUJHB011221
OG0000488	ASTEI20_038299, ASTEI20_042656	CQUJHB015233
OG0000489	ASTEI20_041468	CQUJHB016351
OG0000489	ASTEI20_042784	CQUJHB004674
OG0000490	ASTEI20_040243	CQUJHB014278
OG0000491	ASTEI20_036635	CQUJHB004009
OG0000491	ASTEI20_039466	CQUJHB002060
OG0000492	ASTEI20_035871	CQUJHB001365
OG0000492	ASTEI20_045934	CQUJHB003626
OG0000493	ASTEI20_040939, ASTEI20_042234	CQUJHB003936, CQUJHB020409, CQUJHB013220, CQUJHB020276
OG0000494	ASTEI20_033870	CQUJHB000732
OG0000494	ASTEI20_032431	CQUJHB003918
OG0000495	ASTEI20_035282	CQUJHB004875
OG0000495	ASTEI20_032883, ASTEI20_037893	CQUJHB008204
OG0000497	ASTEI20_045382	CQUJHB008176
OG0000497	ASTEI20_037285	CQUJHB015119, CQUJHB017322
OG0000498	ASTEI20_035903	CQUJHB018428
OG0000498	ASTEI20_041832	CQUJHB001250
OG0000499	ASTEI20_045587	CQUJHB015349
OG0000499	ASTEI20_044209	CQUJHB002347
OG0000500	ASTEI20_041628	CQUJHB011977
OG0000501	ASTEI20_043725	CQUJHB015962, CQUJHB015865
OG0000502	ASTEI20_041728	CQUJHB007873
OG0000503	ASTEI20_031803	CQUJHB000177, CQUJHB005641, CQUJHB008470, CQUJHB001030, CQUJHB013601, CQUJHB004853
OG0000504	ASTEI20_037781	CQUJHB013167
OG0000505	ASTEI20_045172	CQUJHB015118, CQUJHB008195
OG0000506	ASTEI20_040117	CQUJHB005354
OG0000506	ASTEI20_033754	CQUJHB013163
OG0000507	ASTEI20_041414	CQUJHB006236
OG0000507	ASTEI20_041289	CQUJHB016153
OG0000508	ASTEI20_043392, ASTEI20_035349, ASTEI20_032410	CQUJHB004534
OG0000509	ASTEI20_038831	CQUJHB006064
OG0000509	ASTEI20_035801	CQUJHB001100
OG0000510	ASTEI20_033762	CQUJHB012354
OG0000510	ASTEI20_039972	CQUJHB017274
OG0000511	ASTEI20_033393, ASTEI20_045020	CQUJHB008338, CQUJHB006823
OG0000512	ASTEI20_041881	CQUJHB012251
OG0000512	ASTEI20_033648	CQUJHB001081
OG0000514	ASTEI20_036623	CQUJHB010667
OG0000514	ASTEI20_033991	CQUJHB016059
OG0000515	ASTEI20_034553	CQUJHB007879
OG0000515	ASTEI20_034276	CQUJHB018283
OG0000516	ASTEI20_032940	CQUJHB001551
OG0000516	ASTEI20_038444	CQUJHB007539
