Orthogroup	AstephensiUCISS2018	Aalbopictus_AalbF5
OG0000154	ASTEI20_038954, ASTEI20_038354, ASTEI20_039327, ASTEI20_031393, ASTEI20_036264	LOC109421560, LOC109409214, LOC109409172
OG0000155	ASTEI20_044262	LOC109416379, LOC109430008, LOC115263419, LOC109430000, LOC115263405, LOC109416399
OG0000157	ASTEI20_038779	LOC109421165
OG0000157	ASTEI20_044052	LOC109417943, LOC109426743, LOC109426604, LOC109426606, LOC109426631, LOC109426654, LOC115265692, LOC109426605
OG0000160	ASTEI20_036554	LOC134290104, LOC109398789, LOC109422909, LOC115268786, LOC115269191, LOC109420971, LOC134284944
OG0000161	ASTEI20_038429	LOC115263538, LOC109415748
OG0000162	ASTEI20_040102	LOC109416740
OG0000162	ASTEI20_039506	LOC115257490
OG0000162	ASTEI20_035676	LOC109416738
OG0000162	ASTEI20_038899	LOC109403420
OG0000163	ASTEI20_034625	LOC115264896
OG0000163	ASTEI20_031376	LOC109408545
OG0000163	ASTEI20_042082	LOC109429593
OG0000164	ASTEI20_038451	LOC134285492
OG0000164	ASTEI20_037482	LOC109430385
OG0000165	ASTEI20_037537	LOC115256356, LOC109421988
OG0000165	ASTEI20_035222, ASTEI20_037574	LOC115256354
OG0000166	ASTEI20_035217, ASTEI20_037831	LOC109397863
OG0000166	ASTEI20_038043, ASTEI20_041976	LOC109418973
OG0000166	ASTEI20_044786, ASTEI20_042832	LOC109418976
OG0000168	ASTEI20_031663	LOC134286066, LOC109621527, LOC109426503
OG0000171	ASTEI20_039067	LOC134289645
OG0000171	ASTEI20_037136	LOC134289646
OG0000172	ASTEI20_034185	LOC109414400
OG0000172	ASTEI20_042714	LOC109410572
OG0000172	ASTEI20_033958	LOC109421132
OG0000174	ASTEI20_042620	LOC115256529
OG0000176	ASTEI20_032435, ASTEI20_031492, ASTEI20_043773, ASTEI20_037269, ASTEI20_037392	LOC109406092
OG0000176	ASTEI20_044810, ASTEI20_037968, ASTEI20_043036, ASTEI20_044465	LOC134285293
OG0000177	ASTEI20_032948	LOC134290798, LOC134286013, LOC134290370, LOC134288828, LOC134290160, LOC134286700, LOC134286040, LOC134288230, LOC134286638, LOC134292167, LOC134290792, LOC134286268, LOC134284034, LOC134285974, LOC134290636, LOC134289514, LOC115267934, LOC134288898, LOC134286102, LOC134291621, LOC134290175, LOC134290281, LOC115258859, LOC115261646, LOC134290853, LOC115257337
OG0000180	ASTEI20_032174	LOC109421192, LOC115265814, LOC109432470, LOC109421186, LOC109421214, LOC109432431, LOC109421189
OG0000181	ASTEI20_039654, ASTEI20_035911	LOC109398251, LOC109398238, LOC109419743, LOC109398234, LOC109398239, LOC109419750
OG0000182	ASTEI20_034555	LOC115259581
OG0000182	ASTEI20_041278	LOC115253802, LOC109400865
OG0000182	ASTEI20_034958	LOC109429307
OG0000183	ASTEI20_031719, ASTEI20_046015, ASTEI20_044856, ASTEI20_038174	LOC115256357, LOC109407271, LOC109402674, LOC109405890
OG0000184	ASTEI20_033069	LOC109411770, LOC109416825
OG0000184	ASTEI20_036642, ASTEI20_037581	LOC109411788
OG0000185	ASTEI20_042706, ASTEI20_031403	LOC109401553, LOC109402898, LOC109420356
OG0000185	ASTEI20_032807, ASTEI20_034055	LOC109419367
OG0000186	ASTEI20_039416, ASTEI20_043202, ASTEI20_033750, ASTEI20_035399, ASTEI20_044539, ASTEI20_036068, ASTEI20_043129, ASTEI20_041740, ASTEI20_034179, ASTEI20_044384, ASTEI20_042067, ASTEI20_045425, ASTEI20_036457, ASTEI20_031836, ASTEI20_037175, ASTEI20_045352, ASTEI20_044455	LOC134286171, LOC134291070
OG0000187	ASTEI20_038550	LOC109415488
OG0000188	ASTEI20_038409	LOC109416080, LOC109402955, LOC115264319, LOC109416100, LOC109416077, LOC134292254
OG0000189	ASTEI20_035278	LOC109398456
OG0000189	ASTEI20_043379, ASTEI20_036958	LOC115264694, LOC115264672
OG0000189	ASTEI20_033773, ASTEI20_043697	LOC115266712
OG0000190	ASTEI20_031858	LOC134287929
OG0000190	ASTEI20_037310	LOC109429277
OG0000190	ASTEI20_033651	LOC109420894
OG0000191	ASTEI20_035041, ASTEI20_031723, ASTEI20_032678, ASTEI20_037932	LOC109425624, LOC115269665
OG0000192	ASTEI20_041022	LOC115268599
OG0000192	ASTEI20_033456	LOC109407097
OG0000192	ASTEI20_038790	LOC109424591
OG0000193	ASTEI20_035925, ASTEI20_034914, ASTEI20_032918, ASTEI20_041607	LOC109418366, LOC109426146, LOC109426147, LOC109417593
OG0000194	ASTEI20_032207	LOC115268005
OG0000194	ASTEI20_042386	LOC109621491
OG0000196	ASTEI20_042814	LOC109417644, LOC109410244, LOC115255412, LOC115255411
OG0000200	ASTEI20_040182	LOC109415401
OG0000200	ASTEI20_032444	LOC109410678
OG0000200	ASTEI20_035878	LOC115263783
OG0000201	ASTEI20_037723	LOC109622199
OG0000201	ASTEI20_036827	LOC115269915, LOC115270394
OG0000201	ASTEI20_041981	LOC109622197
OG0000202	ASTEI20_044437	LOC109421839, LOC109421838
OG0000202	ASTEI20_045852	LOC109428440, LOC109428339
OG0000203	ASTEI20_034151	LOC109426936
OG0000203	ASTEI20_037199	LOC109623341, LOC109426935
OG0000203	ASTEI20_036473	LOC109623338
OG0000204	ASTEI20_033339	LOC109425685, LOC109422978
OG0000204	ASTEI20_044531	LOC109422959
OG0000205	ASTEI20_031920	LOC109397149
OG0000205	ASTEI20_040473	LOC109411753
OG0000206	ASTEI20_039018, ASTEI20_045703	LOC109429344, LOC109428387, LOC109420951
OG0000206	ASTEI20_045728	LOC109414302
OG0000207	ASTEI20_034853	LOC109415428, LOC109402620, LOC109402627, LOC109406592, LOC115253652, LOC109402626
OG0000209	ASTEI20_042301	LOC109403367
OG0000210	ASTEI20_043190, ASTEI20_037248, ASTEI20_039456	LOC109402346
OG0000211	ASTEI20_037118, ASTEI20_041718, ASTEI20_039007	LOC115260807, LOC115254284, LOC134286007, LOC115265175, LOC115256717, LOC109419777, LOC109408040, LOC109431828, LOC134291233, LOC109415638, LOC134290775, LOC115267034, LOC134286366, LOC109407466, LOC109429518, LOC134290898, LOC134284394, LOC134288112, LOC134284766, LOC134289796, LOC134288528
OG0000212	ASTEI20_037098	LOC134286265, LOC134289966, LOC134288870, LOC134287425, LOC134290450
OG0000217	ASTEI20_040200	LOC109419237
OG0000217	ASTEI20_036703	LOC109431380
OG0000217	ASTEI20_044284	LOC109419238
OG0000218	ASTEI20_038944	LOC109421462
OG0000218	ASTEI20_043383, ASTEI20_039263	LOC109421387
OG0000219	ASTEI20_041844	LOC109405076
OG0000219	ASTEI20_035108	LOC109406989, LOC109397917, LOC109406984, LOC109397915, LOC109406985, LOC109397914, LOC109406992
OG0000220	ASTEI20_035755	LOC109622226, LOC109623014
OG0000220	ASTEI20_044035	LOC134291628
OG0000220	ASTEI20_037745	LOC109409085
OG0000221	ASTEI20_038135	LOC109410283, LOC109410284
OG0000221	ASTEI20_037201	LOC109430808, LOC134283951, LOC109424170
OG0000222	ASTEI20_035055	LOC109431412
OG0000223	ASTEI20_037771	LOC109422010
OG0000223	ASTEI20_031096	LOC109398859
OG0000223	ASTEI20_036943	LOC109398880
OG0000224	ASTEI20_038501	LOC109414163
OG0000225	ASTEI20_040100	LOC115257287
OG0000225	ASTEI20_037793, ASTEI20_038611	LOC109405426, LOC115257288
OG0000226	ASTEI20_034161, ASTEI20_036749, ASTEI20_033104, ASTEI20_033107, ASTEI20_043945, ASTEI20_044426, ASTEI20_037857, ASTEI20_036968, ASTEI20_035152	LOC115267924
OG0000229	ASTEI20_046124	LOC115261304, LOC109433437
OG0000229	ASTEI20_032722, ASTEI20_037602	LOC109433439
OG0000230	ASTEI20_034005	LOC109418314, LOC115262116, LOC115254047, LOC115262033, LOC109410481, LOC109418283, LOC109408717
OG0000231	ASTEI20_040405, ASTEI20_043476	LOC109413995, LOC109413996, LOC109418733, LOC109418736, LOC109418734, LOC109406485
OG0000232	ASTEI20_044096, ASTEI20_038687, ASTEI20_044010, ASTEI20_040318, ASTEI20_040000, ASTEI20_042206	LOC115270106, LOC109404909
OG0000233	ASTEI20_041338	LOC109420036, LOC109420035
OG0000233	ASTEI20_038872	LOC109418229
OG0000234	ASTEI20_043253	LOC109425149
OG0000234	ASTEI20_031455	LOC109429432
OG0000234	ASTEI20_040171	LOC109425152
OG0000235	ASTEI20_044011	LOC109427843, LOC115264006, LOC109431305, LOC115268708, LOC109407713
OG0000236	ASTEI20_036868, ASTEI20_032536	LOC109621447
OG0000237	ASTEI20_039839, ASTEI20_031027	LOC134287958
OG0000238	ASTEI20_032600, ASTEI20_033232, ASTEI20_038462	LOC115260552, LOC134286701, LOC115268079, LOC115260553, LOC134291045, LOC134291086, LOC115267927, LOC109402638, LOC134290612, LOC109423641, LOC115264076, LOC115260867, LOC134291838, LOC115257002, LOC134290553, LOC109401447, LOC115265412, LOC134285957, LOC134290877, LOC115260630, LOC134291807, LOC134288276
OG0000244	ASTEI20_035715	LOC109418168
OG0000245	ASTEI20_043968, ASTEI20_037895	LOC109622453, LOC134285569
OG0000246	ASTEI20_041860, ASTEI20_034647, ASTEI20_037168, ASTEI20_031502	LOC109413319
OG0000247	ASTEI20_032101	LOC109426621, LOC109426620
OG0000247	ASTEI20_044238	LOC115265701
OG0000248	ASTEI20_042839	LOC115255069
OG0000249	ASTEI20_039526, ASTEI20_038673	LOC115269854, LOC109424258, LOC109428726, LOC109424255, LOC109430243
OG0000250	ASTEI20_043607	LOC109406934
OG0000250	ASTEI20_038490	LOC109427354
OG0000250	ASTEI20_033739	LOC109427342
OG0000251	ASTEI20_040414	LOC109425991, LOC115268065
OG0000251	ASTEI20_042173	LOC115268042
OG0000252	ASTEI20_040133	LOC109621456, LOC109621460, LOC115267995
OG0000252	ASTEI20_045800	LOC109403797, LOC115263127
OG0000253	ASTEI20_036887	LOC109402465, LOC115264085, LOC109402468, LOC109423550, LOC115264289
OG0000254	ASTEI20_033239	LOC109399873
OG0000254	ASTEI20_034532	LOC109399939
OG0000255	ASTEI20_042761, ASTEI20_044933	LOC109413823, LOC109409608, LOC109409607, LOC115255265, LOC109405777
OG0000256	ASTEI20_042134, ASTEI20_044073	LOC115261575, LOC109405995
OG0000257	ASTEI20_033195, ASTEI20_036760	LOC134287573, LOC109421507, LOC109621297, LOC109421508, LOC109622956
OG0000259	ASTEI20_033256	LOC134292067, LOC109414046, LOC134288858
OG0000260	ASTEI20_034398, ASTEI20_038711, ASTEI20_037645	LOC109428141
OG0000263	ASTEI20_045271, ASTEI20_032519, ASTEI20_037013, ASTEI20_039929, ASTEI20_032243, ASTEI20_034862, ASTEI20_031551, ASTEI20_043655	LOC134290506, LOC134291270, LOC134291726, LOC134288355, LOC134286972
OG0000265	ASTEI20_044851, ASTEI20_037660	LOC115253485, LOC109432322
OG0000265	ASTEI20_038227	LOC109413251
OG0000266	ASTEI20_042056	LOC109405673
OG0000266	ASTEI20_041270, ASTEI20_035075	LOC109401438
OG0000267	ASTEI20_044700	LOC109404182
OG0000267	ASTEI20_041432	LOC109418183
OG0000268	ASTEI20_032301, ASTEI20_032365	LOC109398343
OG0000269	ASTEI20_045911, ASTEI20_044456	LOC109430310, LOC109430352, LOC109412453
OG0000270	ASTEI20_032190, ASTEI20_043741, ASTEI20_040825, ASTEI20_034360, ASTEI20_030843	LOC109400467
OG0000271	ASTEI20_031771	LOC109425168, LOC109425169
OG0000271	ASTEI20_037473, ASTEI20_034514	LOC109400349
OG0000271	ASTEI20_038183	LOC109400327
OG0000272	ASTEI20_042478	LOC134291341, LOC109418728
OG0000272	ASTEI20_037724	LOC134291363
OG0000273	ASTEI20_032020	LOC109431749
OG0000273	ASTEI20_043316	LOC109401498
OG0000274	ASTEI20_031515	LOC109399255, LOC109399254
OG0000274	ASTEI20_037692	LOC109401921
OG0000275	ASTEI20_033361	LOC134287955, LOC109412830, LOC134287948, LOC109412883
OG0000276	ASTEI20_041437	LOC109424686, LOC109424707, LOC109424689, LOC134284290, LOC109424688
OG0000277	ASTEI20_032397, ASTEI20_034533, ASTEI20_041241	LOC134291511, LOC134284201
OG0000278	ASTEI20_037609, ASTEI20_041680, ASTEI20_037766	LOC109423828
OG0000279	ASTEI20_038838	LOC115265811
OG0000279	ASTEI20_033582	LOC109421231
OG0000279	ASTEI20_042793	LOC109432444, LOC109432443
OG0000280	ASTEI20_038614, ASTEI20_035880	LOC109398599
OG0000281	ASTEI20_040684	LOC115253946, LOC134286569, LOC109417709
OG0000284	ASTEI20_037693, ASTEI20_031711, ASTEI20_043869, ASTEI20_032270, ASTEI20_042136, ASTEI20_035884, ASTEI20_032203, ASTEI20_036145, ASTEI20_033876, ASTEI20_035991, ASTEI20_032556, ASTEI20_037686, ASTEI20_032485, ASTEI20_041066, ASTEI20_034471, ASTEI20_038233, ASTEI20_045687, ASTEI20_044820, ASTEI20_043237, ASTEI20_037222, ASTEI20_035072, ASTEI20_038773, ASTEI20_035216, ASTEI20_044968	LOC134290348
OG0000285	ASTEI20_039558	LOC109412583
OG0000285	ASTEI20_040836, ASTEI20_032893	LOC109412586
OG0000287	ASTEI20_037346, ASTEI20_036690, ASTEI20_042314, ASTEI20_038723	LOC109418186
OG0000288	ASTEI20_040021	LOC109622664, LOC109429650, LOC109407355, LOC109417774
OG0000289	ASTEI20_035189, ASTEI20_042758, ASTEI20_044666	LOC134289615, LOC134290940, LOC134289612
OG0000290	ASTEI20_044792, ASTEI20_037666, ASTEI20_038975	LOC109407690, LOC134283955, LOC115268390
OG0000291	ASTEI20_030896	LOC109399285
OG0000291	ASTEI20_045384	LOC115254554
OG0000292	ASTEI20_039963, ASTEI20_033519	LOC134287964
OG0000292	ASTEI20_041276	LOC134287045
OG0000293	ASTEI20_035645	LOC109402618
OG0000293	ASTEI20_034344, ASTEI20_033682	LOC109433336, LOC109402619
OG0000294	ASTEI20_031593	LOC109421880
OG0000294	ASTEI20_040737	LOC109421875
OG0000295	ASTEI20_037344, ASTEI20_045100	LOC109411828, LOC115264669, LOC109411823, LOC109411826, LOC115254136
OG0000297	ASTEI20_045280	LOC115256454, LOC115256453
OG0000297	ASTEI20_032765	LOC109427517
OG0000298	ASTEI20_034983	LOC109433215, LOC109420107
OG0000299	ASTEI20_043508	LOC109420459
OG0000299	ASTEI20_043361	LOC109426283, LOC109426282
OG0000300	ASTEI20_041810	LOC115264061
OG0000302	ASTEI20_037810	LOC109409795, LOC109412825
OG0000302	ASTEI20_032730	LOC109409797
OG0000303	ASTEI20_031481	LOC109414989, LOC109423432, LOC109423438
OG0000304	ASTEI20_032574, ASTEI20_040412	LOC115266210, LOC109622152
OG0000304	ASTEI20_038833	LOC115255403
OG0000305	ASTEI20_045186	LOC109417728
OG0000306	ASTEI20_040184, ASTEI20_037498, ASTEI20_031684	LOC109427899, LOC115263988
OG0000317	ASTEI20_039777	LOC109415509, LOC109400841, LOC109415510, LOC115261320
OG0000318	ASTEI20_036009, ASTEI20_037274, ASTEI20_039300	LOC115266503
OG0000319	ASTEI20_040641	LOC109419083
OG0000319	ASTEI20_033005	LOC109404744
OG0000320	ASTEI20_045533, ASTEI20_032760	LOC109622184, LOC109403189, LOC109622286, LOC115268871, LOC109403188, LOC109622183
OG0000321	ASTEI20_030893, ASTEI20_036304	LOC134285621
OG0000324	ASTEI20_045797, ASTEI20_046008	LOC115268591
OG0000324	ASTEI20_039356	LOC109621385
OG0000325	ASTEI20_043377	LOC109402478, LOC109621375, LOC109410004
OG0000326	ASTEI20_032355	LOC109406334
OG0000326	ASTEI20_032820	LOC115257242
OG0000327	ASTEI20_038754	LOC109407226
OG0000328	ASTEI20_033819	LOC109410565
OG0000328	ASTEI20_039971, ASTEI20_038873	LOC115268300
OG0000329	ASTEI20_044913	LOC109429565
OG0000329	ASTEI20_036280	LOC109429983
OG0000330	ASTEI20_044754	LOC109431560
OG0000330	ASTEI20_033074	LOC109431569
OG0000330	ASTEI20_035799	LOC109431850
OG0000331	ASTEI20_032134	LOC109428018
OG0000331	ASTEI20_036042, ASTEI20_041568	LOC109418192
OG0000332	ASTEI20_039853, ASTEI20_034921, ASTEI20_045032	LOC109405410
OG0000333	ASTEI20_033832, ASTEI20_043402, ASTEI20_042167	LOC109399400
OG0000334	ASTEI20_040088	LOC134289025
OG0000336	ASTEI20_031275	LOC109408655
OG0000336	ASTEI20_036479	LOC109621296
OG0000344	ASTEI20_035939	LOC109400802
OG0000344	ASTEI20_043326, ASTEI20_035416	LOC109430839
OG0000346	ASTEI20_045660	LOC109423283, LOC109428973, LOC109429007, LOC109408824
OG0000347	ASTEI20_031950	LOC109432255, LOC109432313
OG0000348	ASTEI20_033292, ASTEI20_032825, ASTEI20_036788	LOC115267667, LOC109432235
OG0000349	ASTEI20_042703	LOC134284677
OG0000349	ASTEI20_045738	LOC109621924
OG0000350	ASTEI20_039801	LOC109416155, LOC109416608, LOC109407449, LOC109416681, LOC109416628, LOC109416670, LOC109416657, LOC109407402
OG0000351	ASTEI20_034293	LOC109431534
OG0000352	ASTEI20_033316	LOC109430165, LOC109423357
OG0000352	ASTEI20_043163	LOC109432136
OG0000353	ASTEI20_034917	LOC134284734, LOC109413962, LOC109413964
OG0000353	ASTEI20_036057	LOC109413963
OG0000354	ASTEI20_036334	LOC109425341
OG0000355	ASTEI20_045115, ASTEI20_044983, ASTEI20_041255	LOC115253987
OG0000355	ASTEI20_034632, ASTEI20_036496	LOC109409069
OG0000356	ASTEI20_034566	LOC109414269
OG0000357	ASTEI20_036590	LOC109425351
OG0000357	ASTEI20_038026	LOC109425349
OG0000359	ASTEI20_035699, ASTEI20_034142	LOC109413693, LOC109413684, LOC109413685
OG0000360	ASTEI20_039873	LOC109426006, LOC109426005
OG0000360	ASTEI20_038810	LOC115268035
OG0000361	ASTEI20_035602	LOC109429838, LOC109429837
OG0000361	ASTEI20_032581	LOC109398309
OG0000362	ASTEI20_040345, ASTEI20_045507	LOC109417695, LOC134289747, LOC109417559, LOC109417694
OG0000363	ASTEI20_035518	LOC109431669
OG0000363	ASTEI20_034937	LOC109431631, LOC115267493, LOC115259270
OG0000364	ASTEI20_038622, ASTEI20_043965, ASTEI20_032740, ASTEI20_045922	LOC109417614, LOC109426760, LOC109426761
OG0000365	ASTEI20_041403, ASTEI20_041427	LOC109420926
OG0000365	ASTEI20_043238	LOC109412662
OG0000366	ASTEI20_031333, ASTEI20_045960	LOC109419189, LOC109419188, LOC109419155, LOC115262156
OG0000367	ASTEI20_045208, ASTEI20_036592, ASTEI20_039650, ASTEI20_042176	LOC109406417
OG0000368	ASTEI20_036695	LOC115268779, LOC115253469, LOC109412743
OG0000369	ASTEI20_035506	LOC115255405
OG0000370	ASTEI20_041792	LOC109421677, LOC109426721
OG0000371	ASTEI20_034163	LOC134288495, LOC115265256
OG0000372	ASTEI20_034288	LOC109402069, LOC134285328
OG0000372	ASTEI20_042785	LOC109427360, LOC134283900
OG0000376	ASTEI20_040661, ASTEI20_035309, ASTEI20_045395, ASTEI20_031272, ASTEI20_038924, ASTEI20_038656, ASTEI20_032979, ASTEI20_037142	LOC134286423
OG0000380	ASTEI20_040077	LOC134284314, LOC134290310
OG0000380	ASTEI20_034008	LOC109400822
OG0000381	ASTEI20_042707	LOC109431293
OG0000381	ASTEI20_041656	LOC109418937
OG0000382	ASTEI20_045571	LOC109408978
OG0000382	ASTEI20_037496	LOC109426479
OG0000383	ASTEI20_044278	LOC109413923
OG0000383	ASTEI20_039308	LOC115260955
OG0000384	ASTEI20_036930, ASTEI20_043050, ASTEI20_033769	LOC109397157
OG0000387	ASTEI20_040213	LOC115267498
OG0000387	ASTEI20_032306, ASTEI20_045298, ASTEI20_044440	LOC109404924
OG0000388	ASTEI20_042922	LOC109412442, LOC109430335, LOC109430333
OG0000389	ASTEI20_037867	LOC115254253
OG0000389	ASTEI20_043353	LOC115265043, LOC109424263
OG0000390	ASTEI20_036258	LOC109428795, LOC115271008, LOC109429608, LOC109429601, LOC109429611, LOC109422133, LOC109422136, LOC109432597
OG0000391	ASTEI20_045380	LOC109423211
OG0000391	ASTEI20_040058	LOC115256097
OG0000392	ASTEI20_038467, ASTEI20_036830	LOC109404501
OG0000393	ASTEI20_036525	LOC109424077
OG0000393	ASTEI20_040256	LOC109424074
OG0000394	ASTEI20_042711	LOC109408907
OG0000394	ASTEI20_039755	LOC109408910, LOC109408909
OG0000395	ASTEI20_041652	LOC109405903
OG0000395	ASTEI20_044570	LOC109398706
OG0000396	ASTEI20_039659	LOC109430162
OG0000396	ASTEI20_041335	LOC109430163
OG0000397	ASTEI20_045152	LOC109428250
OG0000397	ASTEI20_032426	LOC109427075
OG0000398	ASTEI20_040561, ASTEI20_037679	LOC109420163, LOC109420161, LOC109420162, LOC109410030
OG0000399	ASTEI20_039406	LOC115263357
OG0000400	ASTEI20_038813	LOC109407994
OG0000400	ASTEI20_043685	LOC109405168
OG0000401	ASTEI20_039363, ASTEI20_033254	LOC109418407
OG0000401	ASTEI20_033275	LOC109412802
OG0000402	ASTEI20_035900	LOC109397830, LOC109397831, LOC109405350, LOC134287499
OG0000403	ASTEI20_044273	LOC109405351, LOC115255632
OG0000403	ASTEI20_032491	LOC109398107
OG0000404	ASTEI20_039827, ASTEI20_031382	LOC109401173
OG0000404	ASTEI20_035181, ASTEI20_045422	LOC109401146, LOC134284179
OG0000405	ASTEI20_031554	LOC109409749, LOC109409746, LOC109432138
OG0000406	ASTEI20_034196	LOC115263064
OG0000406	ASTEI20_031390	LOC109428655
OG0000407	ASTEI20_032342	LOC109424709, LOC134283926
OG0000407	ASTEI20_032350	LOC109424712, LOC134291633, LOC134285730
OG0000408	ASTEI20_040195	LOC115260129, LOC115260130
OG0000408	ASTEI20_032859	LOC109430548
OG0000409	ASTEI20_041637	LOC109420930
OG0000409	ASTEI20_041911	LOC109412654
OG0000410	ASTEI20_034967	LOC109415792, LOC115264861, LOC115266173, LOC109412327, LOC115266099, LOC109422540, LOC109422701, LOC109412339
OG0000411	ASTEI20_043829	LOC134291258
OG0000411	ASTEI20_033479	LOC134291129
OG0000412	ASTEI20_044317	LOC134284900, LOC115256380
OG0000413	ASTEI20_032324	LOC109397940
OG0000414	ASTEI20_043791	LOC109424228
OG0000416	ASTEI20_039581	LOC115253908, LOC109426657, LOC109426655
OG0000417	ASTEI20_041261	LOC109411049
OG0000417	ASTEI20_032812	LOC109406499
OG0000419	ASTEI20_043948, ASTEI20_038776, ASTEI20_040277, ASTEI20_035435, ASTEI20_044513, ASTEI20_043339, ASTEI20_039089, ASTEI20_035145, ASTEI20_037785	LOC109398619
OG0000421	ASTEI20_032156	LOC115256531
OG0000422	ASTEI20_031021	LOC115266089
OG0000423	ASTEI20_036435	LOC134289942, LOC134291641, LOC134290537, LOC134286190, LOC134285472, LOC134290383
OG0000428	ASTEI20_034733, ASTEI20_034682, ASTEI20_039888	LOC134288941, LOC109418739
OG0000429	ASTEI20_041693	LOC115269552
OG0000429	ASTEI20_045721, ASTEI20_036604, ASTEI20_042496	LOC109622073
OG0000430	ASTEI20_036782, ASTEI20_031340	LOC109427699
OG0000430	ASTEI20_036151	LOC109427697
OG0000431	ASTEI20_041567, ASTEI20_040731	LOC109411861
OG0000431	ASTEI20_039144	LOC115260799
OG0000432	ASTEI20_040747	LOC109409360
