Orthogroup	AstephensiUCISS2018	AsinensisChina
OG0000274	ASTEI20_031515	ASIC019686
OG0000274	ASTEI20_037692	ASIC020495
OG0000275	ASTEI20_033361	ASIC014691, ASIC014690
OG0000276	ASTEI20_041437	ASIC017971
OG0000277	ASTEI20_032397	ASIC008290, ASIC008301
OG0000278	ASTEI20_037609, ASTEI20_041680	ASIC016444
OG0000278	ASTEI20_037766	ASIC016562
OG0000279	ASTEI20_038838, ASTEI20_033582, ASTEI20_042793	ASIC012105
OG0000280	ASTEI20_038614	ASIC014626
OG0000280	ASTEI20_035880	ASIC014625
OG0000280	ASTEI20_042533	ASIC014624
OG0000285	ASTEI20_039558	ASIC005534
OG0000285	ASTEI20_040836	ASIC005544
OG0000285	ASTEI20_032893	ASIC005545
OG0000287	ASTEI20_037346, ASTEI20_036690	ASIC022020, ASIC022019
OG0000288	ASTEI20_040021	ASIC006682
OG0000289	ASTEI20_035189, ASTEI20_042758	ASIC007910
OG0000289	ASTEI20_044666	ASIC007909
OG0000290	ASTEI20_044792	ASIC015220
OG0000290	ASTEI20_037666, ASTEI20_038975	ASIC015219
OG0000291	ASTEI20_030896	ASIC019903
OG0000291	ASTEI20_045384	ASIC018743
OG0000292	ASTEI20_039963, ASTEI20_033519	ASIC012870
OG0000292	ASTEI20_041276	ASIC012872
OG0000293	ASTEI20_035645	ASIC020292
OG0000293	ASTEI20_034344, ASTEI20_033682	ASIC021166
OG0000294	ASTEI20_031593	ASIC000867
OG0000294	ASTEI20_040737	ASIC000063
OG0000295	ASTEI20_037344	ASIC014489
OG0000295	ASTEI20_045100	ASIC014488
OG0000296	ASTEI20_031726, ASTEI20_036866, ASTEI20_037946, ASTEI20_030789	ASIC010617, ASIC010616
OG0000297	ASTEI20_045280	ASIC007550
OG0000297	ASTEI20_032765	ASIC007551
OG0000298	ASTEI20_035214	ASIC019368
OG0000299	ASTEI20_043508	ASIC010575
OG0000299	ASTEI20_043361	ASIC018166, ASIC018167
OG0000300	ASTEI20_041810	ASIC021618
OG0000302	ASTEI20_037810	ASIC007798
OG0000302	ASTEI20_032730	ASIC007799
OG0000303	ASTEI20_031481	ASIC014828, ASIC014829
OG0000304	ASTEI20_032574, ASTEI20_040412	ASIC009070
OG0000304	ASTEI20_038833	ASIC009068
OG0000305	ASTEI20_045186	ASIC008672
OG0000306	ASTEI20_040184	ASIC017623
OG0000306	ASTEI20_037498	ASIC015935, ASIC007588, ASIC017620
OG0000313	ASTEI20_045838, ASTEI20_045388, ASTEI20_045478	ASIC012083
OG0000314	ASTEI20_043491, ASTEI20_031057, ASTEI20_037882, ASTEI20_032185, ASTEI20_031813, ASTEI20_040199, ASTEI20_045386, ASTEI20_032819, ASTEI20_034273	ASIC006080
OG0000317	ASTEI20_039777	ASIC020227
OG0000318	ASTEI20_036009	ASIC003841, ASIC003842
OG0000318	ASTEI20_037274	ASIC007449
OG0000318	ASTEI20_039300	ASIC007448
OG0000319	ASTEI20_040641	ASIC006535
OG0000319	ASTEI20_033005	ASIC016269
OG0000320	ASTEI20_045533	ASIC000161
OG0000320	ASTEI20_032760	ASIC000162, ASIC000163, ASIC000164
OG0000321	ASTEI20_030893, ASTEI20_036304	ASIC020752
OG0000324	ASTEI20_045797	ASIC003860
OG0000324	ASTEI20_046008	ASIC003861
OG0000324	ASTEI20_039356	ASIC003858
OG0000325	ASTEI20_043377	ASIC019850
OG0000326	ASTEI20_032355	ASIC005793
OG0000326	ASTEI20_032820	ASIC005792
OG0000327	ASTEI20_038754	ASIC009969
OG0000328	ASTEI20_033819	ASIC018103
OG0000328	ASTEI20_039971, ASTEI20_038873	ASIC018105
OG0000329	ASTEI20_044913	ASIC007335
OG0000329	ASTEI20_036280	ASIC007336, ASIC007337
OG0000330	ASTEI20_044754	ASIC005378
OG0000330	ASTEI20_033074	ASIC005379
OG0000330	ASTEI20_035799	ASIC005380
OG0000331	ASTEI20_032134	ASIC011490
OG0000331	ASTEI20_036042, ASTEI20_041568	ASIC011489
OG0000332	ASTEI20_039853	ASIC013992
OG0000332	ASTEI20_034921	ASIC011150
OG0000332	ASTEI20_045032	ASIC013991
OG0000333	ASTEI20_033832, ASTEI20_043402, ASTEI20_042167	ASIC016706
OG0000334	ASTEI20_040088	ASIC005880
OG0000336	ASTEI20_031275	ASIC018901
OG0000336	ASTEI20_036479	ASIC018897
OG0000339	ASTEI20_039328	ASIC004207
OG0000340	ASTEI20_040592	ASIC007679
OG0000340	ASTEI20_045434, ASTEI20_045830	ASIC007681, ASIC007678
OG0000341	ASTEI20_043329, ASTEI20_045700, ASTEI20_040857	ASIC006932
OG0000341	ASTEI20_040581	ASIC006934, ASIC006933
OG0000344	ASTEI20_035939	ASIC020228
OG0000345	ASTEI20_039160	ASIC003978
OG0000346	ASTEI20_045660	ASIC000815
OG0000347	ASTEI20_031950	ASIC000181
OG0000348	ASTEI20_033292	ASIC015321
OG0000348	ASTEI20_036788	ASIC015322, ASIC015323
OG0000349	ASTEI20_042703	ASIC012256, ASIC012253
OG0000349	ASTEI20_045738	ASIC012252
OG0000350	ASTEI20_039801	ASIC002433
OG0000351	ASTEI20_034293	ASIC011933
OG0000351	ASTEI20_031611	ASIC011922
OG0000352	ASTEI20_033316	ASIC020939
OG0000352	ASTEI20_043163	ASIC020938
OG0000353	ASTEI20_034917	ASIC000954, ASIC011663
OG0000353	ASTEI20_036057	ASIC011664
OG0000354	ASTEI20_036334	ASIC010035
OG0000355	ASTEI20_045115	ASIC013915
OG0000356	ASTEI20_038616	ASIC014973
OG0000356	ASTEI20_034566	ASIC007049
OG0000357	ASTEI20_036590	ASIC012551
OG0000357	ASTEI20_038026	ASIC012549
OG0000360	ASTEI20_039873	ASIC014813, ASIC014814
OG0000360	ASTEI20_038810	ASIC014817
OG0000361	ASTEI20_032581	ASIC018213
OG0000362	ASTEI20_040345	ASIC006698, ASIC020699
OG0000362	ASTEI20_045507	ASIC020698
OG0000363	ASTEI20_035518	ASIC018523
OG0000363	ASTEI20_034937	ASIC018524
OG0000364	ASTEI20_038622, ASTEI20_043965	ASIC016659
OG0000364	ASTEI20_032740, ASTEI20_045922	ASIC016658
OG0000365	ASTEI20_041403	ASIC002632
OG0000365	ASTEI20_041427	ASIC002635
OG0000365	ASTEI20_043238	ASIC002634
OG0000366	ASTEI20_031333, ASTEI20_045960	ASIC009439
OG0000367	ASTEI20_045208, ASTEI20_036592	ASIC016760
OG0000367	ASTEI20_039650, ASTEI20_042176	ASIC016759
OG0000368	ASTEI20_036695	ASIC021920
OG0000369	ASTEI20_043082	ASIC009381
OG0000369	ASTEI20_035506	ASIC009390
OG0000370	ASTEI20_034666	ASIC017718
OG0000370	ASTEI20_041792	ASIC011451
OG0000371	ASTEI20_032501	ASIC016594
OG0000371	ASTEI20_034163	ASIC016597, ASIC016605
OG0000372	ASTEI20_034288	ASIC009507, ASIC009504
OG0000372	ASTEI20_042785	ASIC009508
OG0000377	ASTEI20_035557, ASTEI20_038368, ASTEI20_038361, ASTEI20_043182, ASTEI20_043604, ASTEI20_045016, ASTEI20_042356, ASTEI20_041555, ASTEI20_036535, ASTEI20_042348, ASTEI20_040793, ASTEI20_044605, ASTEI20_039690, ASTEI20_040853	ASIC000793
OG0000378	ASTEI20_042199	ASIC016652, ASIC018568, ASIC018560, ASIC000891, ASIC008705, ASIC018569, ASIC021178
OG0000379	ASTEI20_032650, ASTEI20_042035	ASIC000101
OG0000380	ASTEI20_040077, ASTEI20_034008	ASIC009217
OG0000381	ASTEI20_042707	ASIC017769
OG0000382	ASTEI20_045571	ASIC013910
OG0000382	ASTEI20_037496	ASIC013908
OG0000383	ASTEI20_044278	ASIC008776
OG0000383	ASTEI20_039308	ASIC022329
OG0000384	ASTEI20_036930	ASIC001183, ASIC002780
OG0000384	ASTEI20_043050	ASIC002776
OG0000386	ASTEI20_042802	ASIC011707
OG0000387	ASTEI20_040213	ASIC016161
OG0000387	ASTEI20_032306, ASTEI20_045298, ASTEI20_044440	ASIC012957
OG0000388	ASTEI20_042922	ASIC013800, ASIC013799, ASIC013798
OG0000389	ASTEI20_037867	ASIC019090
OG0000389	ASTEI20_043353	ASIC019091
OG0000390	ASTEI20_036258	ASIC021882, ASIC011284
OG0000391	ASTEI20_045380	ASIC015116
OG0000391	ASTEI20_040058	ASIC017801
OG0000392	ASTEI20_036830	ASIC014073
OG0000393	ASTEI20_040256	ASIC007949
OG0000394	ASTEI20_042711	ASIC021259
OG0000394	ASTEI20_039755	ASIC021258
OG0000395	ASTEI20_041652	ASIC009958
OG0000395	ASTEI20_044570	ASIC006771
OG0000396	ASTEI20_039659	ASIC002672
OG0000396	ASTEI20_041335	ASIC002671
OG0000397	ASTEI20_045152	ASIC014575
OG0000397	ASTEI20_032426	ASIC008278
OG0000398	ASTEI20_040561, ASTEI20_037679	ASIC003105
OG0000399	ASTEI20_035274	ASIC019199
OG0000399	ASTEI20_039406	ASIC019531
OG0000400	ASTEI20_038813	ASIC014917
OG0000400	ASTEI20_043685	ASIC019623
OG0000401	ASTEI20_039363, ASTEI20_033254	ASIC005455
OG0000401	ASTEI20_033275	ASIC004773
OG0000402	ASTEI20_035900	ASIC016791, ASIC017093
OG0000403	ASTEI20_044273	ASIC017017
OG0000403	ASTEI20_032491	ASIC018806
OG0000404	ASTEI20_039827, ASTEI20_031382	ASIC005999
OG0000404	ASTEI20_035181, ASTEI20_045422	ASIC005998
OG0000405	ASTEI20_031554	ASIC015147
OG0000406	ASTEI20_034196	ASIC004797, ASIC014296, ASIC004798
OG0000407	ASTEI20_032342	ASIC017969
OG0000407	ASTEI20_032350	ASIC017965
OG0000408	ASTEI20_040195	ASIC012313
OG0000408	ASTEI20_032859	ASIC012311
OG0000409	ASTEI20_041637	ASIC006513
OG0000409	ASTEI20_041911	ASIC006515
OG0000411	ASTEI20_033479	ASIC013281
OG0000412	ASTEI20_044317	ASIC020401, ASIC020400, ASIC020403
OG0000413	ASTEI20_032324	ASIC019161, ASIC019163, ASIC019162
OG0000414	ASTEI20_043791	ASIC014158
OG0000416	ASTEI20_039581	ASIC019239
OG0000417	ASTEI20_041261	ASIC015685
OG0000417	ASTEI20_032812	ASIC011176
OG0000419	ASTEI20_043948, ASTEI20_038776, ASTEI20_040277, ASTEI20_035435, ASTEI20_044513, ASTEI20_043339, ASTEI20_039089, ASTEI20_035145, ASTEI20_037785, ASTEI20_035395	ASIC022274, ASIC009238, ASIC009659
OG0000421	ASTEI20_032156	ASIC004562
OG0000422	ASTEI20_031021	ASIC006280
OG0000424	ASTEI20_038717, ASTEI20_032509, ASTEI20_034987, ASTEI20_034211	ASIC006202, ASIC006235, ASIC006213
OG0000424	ASTEI20_033168	ASIC006268
OG0000425	ASTEI20_031281, ASTEI20_034541, ASTEI20_044826, ASTEI20_030869, ASTEI20_039457, ASTEI20_031276	ASIC015316, ASIC015317, ASIC015314, ASIC015315
OG0000428	ASTEI20_034733, ASTEI20_034682, ASTEI20_039888	ASIC006206
OG0000429	ASTEI20_036604	ASIC004595
OG0000430	ASTEI20_036151	ASIC016909
OG0000431	ASTEI20_039144	ASIC010039
OG0000432	ASTEI20_040747	ASIC008599
OG0000432	ASTEI20_034760	ASIC005905
OG0000433	ASTEI20_040644	ASIC021068
OG0000433	ASTEI20_035859, ASTEI20_033052	ASIC021074
OG0000434	ASTEI20_045054	ASIC018734, ASIC018736, ASIC018738, ASIC018733
OG0000435	ASTEI20_038293	ASIC005962
OG0000436	ASTEI20_038031	ASIC019967
OG0000437	ASTEI20_041490	ASIC002921
OG0000437	ASTEI20_033449	ASIC002923
OG0000438	ASTEI20_044491, ASTEI20_043518	ASIC002922
OG0000439	ASTEI20_043990	ASIC017605
OG0000439	ASTEI20_037600	ASIC017590
OG0000440	ASTEI20_032323	ASIC013280
OG0000441	ASTEI20_042306	ASIC000926, ASIC007475, ASIC000925, ASIC007491, ASIC002994
OG0000441	ASTEI20_036184	ASIC005125
OG0000443	ASTEI20_033330	ASIC020916
OG0000443	ASTEI20_045939	ASIC019892
OG0000445	ASTEI20_041326	ASIC015511
OG0000445	ASTEI20_044012	ASIC015510
OG0000446	ASTEI20_044752	ASIC017399
OG0000446	ASTEI20_045914	ASIC017397
OG0000447	ASTEI20_035921, ASTEI20_036895	ASIC003833
OG0000447	ASTEI20_045843	ASIC003829
OG0000448	ASTEI20_039131	ASIC003765
OG0000448	ASTEI20_035453	ASIC012623
OG0000449	ASTEI20_042529	ASIC003960
OG0000449	ASTEI20_044910	ASIC005404
OG0000450	ASTEI20_035678	ASIC020787
OG0000450	ASTEI20_038473	ASIC020791
OG0000451	ASTEI20_036851	ASIC016917, ASIC016922
OG0000451	ASTEI20_040244	ASIC003595
OG0000452	ASTEI20_032646	ASIC009849, ASIC020091, ASIC009840, ASIC009847, ASIC020090, ASIC009848, ASIC009850
OG0000453	ASTEI20_038848	ASIC003644
OG0000453	ASTEI20_040673	ASIC012850, ASIC012851
OG0000454	ASTEI20_040653	ASIC006736
OG0000455	ASTEI20_043217	ASIC019673
OG0000455	ASTEI20_034510	ASIC004791
OG0000456	ASTEI20_042221	ASIC011658
OG0000456	ASTEI20_044668	ASIC020729
OG0000457	ASTEI20_036516	ASIC015718
OG0000457	ASTEI20_039941	ASIC015722
OG0000458	ASTEI20_041659	ASIC017734
OG0000458	ASTEI20_046062, ASTEI20_030965	ASIC017741
OG0000460	ASTEI20_036157	ASIC022001
OG0000460	ASTEI20_036197	ASIC021718
OG0000461	ASTEI20_045433	ASIC006228
OG0000461	ASTEI20_035860	ASIC006229
OG0000462	ASTEI20_037502	ASIC019365
OG0000462	ASTEI20_042379	ASIC019366
OG0000465	ASTEI20_041528	ASIC014237
OG0000465	ASTEI20_034169	ASIC003894
OG0000466	ASTEI20_039358	ASIC004777
OG0000466	ASTEI20_045228	ASIC017831
OG0000471	ASTEI20_032062, ASTEI20_031025	ASIC014821, ASIC014823
OG0000472	ASTEI20_045749, ASTEI20_032817	ASIC005313, ASIC003870, ASIC003865, ASIC003869, ASIC005315, ASIC003863
OG0000472	ASTEI20_041250	ASIC003864, ASIC003867
OG0000473	ASTEI20_032671, ASTEI20_045748	ASIC016008, ASIC000169
OG0000477	ASTEI20_034459	ASIC000652
OG0000477	ASTEI20_031328	ASIC000651
OG0000478	ASTEI20_043336	ASIC002617
OG0000479	ASTEI20_036926	ASIC004164
OG0000480	ASTEI20_043012	ASIC020530
OG0000481	ASTEI20_038127	ASIC002432
OG0000481	ASTEI20_034254	ASIC008638, ASIC002429
OG0000482	ASTEI20_040294	ASIC006605
OG0000482	ASTEI20_035220	ASIC006582
OG0000483	ASTEI20_046009	ASIC003173
OG0000484	ASTEI20_039134	ASIC017359
OG0000484	ASTEI20_032451	ASIC001455
OG0000485	ASTEI20_037768	ASIC006949
OG0000485	ASTEI20_041653	ASIC006858, ASIC006950
OG0000486	ASTEI20_032382	ASIC016975
OG0000486	ASTEI20_042498	ASIC011434
OG0000487	ASTEI20_042028	ASIC006102
OG0000487	ASTEI20_039840	ASIC017111
OG0000488	ASTEI20_038299	ASIC009314
OG0000488	ASTEI20_042656	ASIC009312
OG0000489	ASTEI20_041468	ASIC004414
OG0000489	ASTEI20_042784	ASIC004437
OG0000490	ASTEI20_040243	ASIC018244
OG0000490	ASTEI20_035796	ASIC018249
OG0000491	ASTEI20_036635	ASIC008922
OG0000491	ASTEI20_039466	ASIC013988
OG0000492	ASTEI20_035871	ASIC006208
OG0000492	ASTEI20_045934	ASIC006198
OG0000493	ASTEI20_040939, ASTEI20_042234	ASIC005328
OG0000494	ASTEI20_032431	ASIC010787
OG0000495	ASTEI20_035282	ASIC012829
OG0000495	ASTEI20_037893	ASIC012830
OG0000496	ASTEI20_040779	ASIC006139
OG0000497	ASTEI20_037285	ASIC003415
OG0000498	ASTEI20_035903	ASIC000092
OG0000498	ASTEI20_041832	ASIC000091
OG0000499	ASTEI20_045587	ASIC019661
OG0000499	ASTEI20_044209	ASIC005520
OG0000500	ASTEI20_041628	ASIC010264
OG0000500	ASTEI20_038055	ASIC015176
OG0000501	ASTEI20_043725	ASIC010971, ASIC013654, ASIC010970
OG0000502	ASTEI20_041728	ASIC000171
OG0000502	ASTEI20_038149	ASIC003404
OG0000502	ASTEI20_040241	ASIC016009
OG0000503	ASTEI20_031803	ASIC004851
OG0000504	ASTEI20_037781	ASIC002831
OG0000504	ASTEI20_036455	ASIC005768
OG0000505	ASTEI20_045172	ASIC016895, ASIC016894
OG0000506	ASTEI20_040117	ASIC017398
OG0000506	ASTEI20_033754	ASIC017513
OG0000507	ASTEI20_041414	ASIC006096
OG0000507	ASTEI20_041289	ASIC008822
OG0000508	ASTEI20_043392	ASIC018971
OG0000508	ASTEI20_032410	ASIC018968
OG0000509	ASTEI20_038831	ASIC016623
OG0000509	ASTEI20_035801	ASIC016624
OG0000510	ASTEI20_033762	ASIC006783
OG0000511	ASTEI20_033393, ASTEI20_045020	ASIC018684, ASIC018683
OG0000512	ASTEI20_041881	ASIC017132
OG0000512	ASTEI20_033648	ASIC017133
OG0000514	ASTEI20_036623	ASIC020694
OG0000514	ASTEI20_033991	ASIC009980
OG0000515	ASTEI20_034553	ASIC006036
OG0000515	ASTEI20_034276	ASIC006038
OG0000516	ASTEI20_032940	ASIC004630
OG0000516	ASTEI20_038444	ASIC004631
OG0000517	ASTEI20_040378	ASIC020109
OG0000518	ASTEI20_033369	ASIC003764
OG0000519	ASTEI20_040559, ASTEI20_041085	ASIC016591
OG0000520	ASTEI20_041641	ASIC006463
OG0000520	ASTEI20_032992	ASIC006464
OG0000521	ASTEI20_042416	ASIC019716
OG0000522	ASTEI20_038428	ASIC007537
OG0000522	ASTEI20_046044	ASIC007522
OG0000523	ASTEI20_038482	ASIC005435
OG0000524	ASTEI20_042547	ASIC015079
OG0000524	ASTEI20_038645	ASIC015078
OG0000525	ASTEI20_045684	ASIC019757
OG0000526	ASTEI20_035259	ASIC004001
OG0000526	ASTEI20_040898	ASIC013447
OG0000527	ASTEI20_039423	ASIC006188
OG0000527	ASTEI20_042499	ASIC006184
OG0000528	ASTEI20_045012	ASIC019523
OG0000528	ASTEI20_030881	ASIC019533
OG0000532	ASTEI20_044081, ASTEI20_037186	ASIC018851, ASIC018842
OG0000534	ASTEI20_045701	ASIC006533
OG0000534	ASTEI20_033692	ASIC006534
OG0000535	ASTEI20_040711, ASTEI20_040459	ASIC007433, ASIC007432
OG0000536	ASTEI20_035360	ASIC018664
OG0000536	ASTEI20_041850	ASIC018175
OG0000537	ASTEI20_041709	ASIC012036
OG0000538	ASTEI20_039788	ASIC013828
OG0000538	ASTEI20_037185	ASIC013827
OG0000539	ASTEI20_039944, ASTEI20_040382	ASIC008347
OG0000540	ASTEI20_040729	ASIC006350
OG0000541	ASTEI20_038990	ASIC020746
OG0000541	ASTEI20_039267	ASIC016037
OG0000542	ASTEI20_039372	ASIC009920
OG0000542	ASTEI20_038527	ASIC004304
OG0000543	ASTEI20_035081	ASIC004786
OG0000543	ASTEI20_034836	ASIC004787
OG0000544	ASTEI20_034674	ASIC009116
OG0000545	ASTEI20_036842	ASIC021568, ASIC021567
OG0000546	ASTEI20_044898	ASIC005135
OG0000546	ASTEI20_045436	ASIC005132
OG0000547	ASTEI20_033385	ASIC015901
OG0000548	ASTEI20_034641	ASIC003926
OG0000549	ASTEI20_042215	ASIC011717
OG0000549	ASTEI20_034707	ASIC000602
OG0000550	ASTEI20_033645	ASIC018855
OG0000551	ASTEI20_038495	ASIC020944
OG0000552	ASTEI20_031270	ASIC011854
OG0000553	ASTEI20_039011, ASTEI20_038476, ASTEI20_035372, ASTEI20_043810, ASTEI20_034770, ASTEI20_038525, ASTEI20_030821, ASTEI20_033051	ASIC012929
OG0000554	ASTEI20_042565	ASIC011433
OG0000556	ASTEI20_039864	ASIC008295
OG0000557	ASTEI20_037722, ASTEI20_043279	ASIC016139, ASIC016141, ASIC020362
OG0000558	ASTEI20_045893	ASIC021641
OG0000558	ASTEI20_040611	ASIC005215
OG0000559	ASTEI20_044897	ASIC004610
OG0000560	ASTEI20_039212	ASIC019767
OG0000560	ASTEI20_034474	ASIC010256
OG0000561	ASTEI20_034083	ASIC012229
OG0000561	ASTEI20_032907	ASIC001853
OG0000562	ASTEI20_037671	ASIC019235
OG0000563	ASTEI20_033376	ASIC003207
OG0000563	ASTEI20_039362	ASIC003208
OG0000564	ASTEI20_036810	ASIC002237, ASIC002236
OG0000565	ASTEI20_034561	ASIC009122
OG0000565	ASTEI20_043978	ASIC009643
OG0000566	ASTEI20_036931	ASIC012715
OG0000566	ASTEI20_037016	ASIC012709
OG0000567	ASTEI20_044543	ASIC013727
OG0000568	ASTEI20_041157, ASTEI20_040815, ASTEI20_042101	ASIC016809, ASIC016808
OG0000569	ASTEI20_042222	ASIC000871
OG0000570	ASTEI20_038382	ASIC020442, ASIC009758
OG0000570	ASTEI20_037872	ASIC001573, ASIC009759
OG0000571	ASTEI20_046145	ASIC009155
OG0000572	ASTEI20_045605	ASIC009149
OG0000573	ASTEI20_035427	ASIC017361
OG0000574	ASTEI20_037259	ASIC014642
OG0000574	ASTEI20_036879	ASIC014643
OG0000576	ASTEI20_046026	ASIC009681
OG0000576	ASTEI20_035412	ASIC009682
OG0000577	ASTEI20_041713	ASIC003128
OG0000579	ASTEI20_041978	ASIC019246
OG0000579	ASTEI20_044000	ASIC004749
OG0000581	ASTEI20_032779	ASIC016520
OG0000581	ASTEI20_034834	ASIC016521
OG0000582	ASTEI20_040931	ASIC022080
OG0000583	ASTEI20_043115, ASTEI20_041640	ASIC002495
OG0000584	ASTEI20_038624, ASTEI20_042452	ASIC014523
OG0000585	ASTEI20_036469	ASIC012897
OG0000586	ASTEI20_031342, ASTEI20_044118	ASIC010040
OG0000588	ASTEI20_033837	ASIC011987
OG0000588	ASTEI20_032937	ASIC011985
OG0000601	ASTEI20_034152, ASTEI20_035083	ASIC017779, ASIC015260, ASIC017781, ASIC017780, ASIC017783, ASIC017778, ASIC017777
OG0000606	ASTEI20_033665	ASIC009431
OG0000608	ASTEI20_031412	ASIC007277
OG0000608	ASTEI20_034955	ASIC007273, ASIC007276
OG0000609	ASTEI20_035298	ASIC006672
OG0000610	ASTEI20_043727	ASIC002451
OG0000611	ASTEI20_039290	ASIC016343
OG0000613	ASTEI20_045855	ASIC011367
OG0000613	ASTEI20_041847	ASIC011361
OG0000614	ASTEI20_039250	ASIC019653
OG0000615	ASTEI20_039181	ASIC015189
OG0000615	ASTEI20_040540	ASIC015191
OG0000616	ASTEI20_040935	ASIC019016
OG0000618	ASTEI20_035924, ASTEI20_031267	ASIC011972, ASIC007617
OG0000619	ASTEI20_036799, ASTEI20_031879	ASIC014716
OG0000620	ASTEI20_041959	ASIC012033
OG0000621	ASTEI20_035003	ASIC010689
OG0000621	ASTEI20_044240	ASIC016929
OG0000622	ASTEI20_044291	ASIC005585
OG0000623	ASTEI20_044444, ASTEI20_039798	ASIC005025
OG0000623	ASTEI20_032866	ASIC018080
OG0000624	ASTEI20_045250, ASTEI20_030850	ASIC003474
OG0000625	ASTEI20_041384	ASIC012167
OG0000626	ASTEI20_040404	ASIC006348
OG0000626	ASTEI20_033336	ASIC006347
OG0000627	ASTEI20_043380	ASIC015345, ASIC015349
OG0000627	ASTEI20_044482	ASIC015335
OG0000628	ASTEI20_040507	ASIC010145, ASIC010153
OG0000630	ASTEI20_042898	ASIC015202
OG0000630	ASTEI20_043119	ASIC019468
OG0000631	ASTEI20_042189	ASIC013517
OG0000632	ASTEI20_036447	ASIC006603, ASIC017016
OG0000633	ASTEI20_032149	ASIC010261
OG0000633	ASTEI20_034452	ASIC018590
OG0000634	ASTEI20_034663, ASTEI20_044651	ASIC020589
OG0000635	ASTEI20_033652, ASTEI20_040942	ASIC011390
OG0000636	ASTEI20_036562	ASIC018863
OG0000636	ASTEI20_041621	ASIC018864
OG0000637	ASTEI20_033096	ASIC014475
OG0000637	ASTEI20_034420	ASIC014478, ASIC014477
OG0000638	ASTEI20_043693	ASIC015263
OG0000638	ASTEI20_032313	ASIC012121
OG0000639	ASTEI20_041346	ASIC003698
OG0000639	ASTEI20_035907	ASIC003697
OG0000640	ASTEI20_033633	ASIC011609
OG0000641	ASTEI20_036755	ASIC006689
OG0000642	ASTEI20_037257	ASIC013922
OG0000642	ASTEI20_045150	ASIC013935
OG0000643	ASTEI20_034280	ASIC011571, ASIC011572
OG0000644	ASTEI20_040015	ASIC015378, ASIC015379
OG0000645	ASTEI20_044424	ASIC012463
OG0000647	ASTEI20_041470	ASIC003824
OG0000647	ASTEI20_045698	ASIC003826
OG0000648	ASTEI20_041830, ASTEI20_034191	ASIC013609
OG0000649	ASTEI20_043999	ASIC020095, ASIC020093, ASIC020094
OG0000650	ASTEI20_034631	ASIC010159
OG0000651	ASTEI20_044038, ASTEI20_041186	ASIC017959
OG0000652	ASTEI20_032794	ASIC017015
OG0000653	ASTEI20_035696	ASIC009438
OG0000653	ASTEI20_034748	ASIC017682
OG0000654	ASTEI20_042985	ASIC019682
OG0000654	ASTEI20_043626	ASIC019681
OG0000655	ASTEI20_039647	ASIC003101
OG0000656	ASTEI20_043798	ASIC020766
OG0000657	ASTEI20_037447	ASIC002248
OG0000658	ASTEI20_042425	ASIC012368
OG0000659	ASTEI20_040379	ASIC004626
OG0000659	ASTEI20_035025	ASIC004625
OG0000660	ASTEI20_033087, ASTEI20_034449, ASTEI20_045387, ASTEI20_037943, ASTEI20_043563, ASTEI20_034883, ASTEI20_039637, ASTEI20_042512	ASIC002150
OG0000661	ASTEI20_045619, ASTEI20_043795, ASTEI20_041395	ASIC010596, ASIC020488
OG0000662	ASTEI20_036989	ASIC022183
OG0000662	ASTEI20_038394	ASIC022185, ASIC022186, ASIC022184
OG0000663	ASTEI20_043505	ASIC014312
OG0000663	ASTEI20_036063	ASIC014313
OG0000664	ASTEI20_030816	ASIC005888, ASIC005889
OG0000665	ASTEI20_043790	ASIC004570
OG0000665	ASTEI20_040364	ASIC004569
OG0000666	ASTEI20_031715	ASIC016904, ASIC016903, ASIC016901
OG0000667	ASTEI20_035731	ASIC008479
OG0000668	ASTEI20_041617	ASIC006798
OG0000668	ASTEI20_040675	ASIC006797
OG0000669	ASTEI20_045134	ASIC017202, ASIC017201
OG0000671	ASTEI20_033489, ASTEI20_035422	ASIC005035
OG0000672	ASTEI20_042831	ASIC008546
OG0000674	ASTEI20_040597	ASIC011907
OG0000675	ASTEI20_036005	ASIC009194
OG0000676	ASTEI20_045253	ASIC009273
OG0000677	ASTEI20_046051	ASIC013419
OG0000678	ASTEI20_040632	ASIC018598
OG0000678	ASTEI20_034866	ASIC018592
OG0000679	ASTEI20_035762	ASIC011060
OG0000679	ASTEI20_041118	ASIC011058
OG0000680	ASTEI20_031200	ASIC020500, ASIC020285
OG0000681	ASTEI20_039667	ASIC019611, ASIC019602
OG0000682	ASTEI20_046074, ASTEI20_037885	ASIC007710, ASIC001898
OG0000683	ASTEI20_041410	ASIC017317
OG0000683	ASTEI20_033021	ASIC009973
OG0000684	ASTEI20_042093, ASTEI20_045238	ASIC013707
OG0000687	ASTEI20_036644	ASIC008485, ASIC008467
OG0000689	ASTEI20_038752	ASIC019605
OG0000689	ASTEI20_035935	ASIC019604
OG0000689	ASTEI20_040705, ASTEI20_037369	ASIC019603
OG0000690	ASTEI20_034654	ASIC013747, ASIC005614
OG0000691	ASTEI20_044310	ASIC020901
OG0000691	ASTEI20_045762	ASIC020902, ASIC020649, ASIC020636
OG0000694	ASTEI20_041192	ASIC004226
OG0000698	ASTEI20_031490	ASIC002954
OG0000698	ASTEI20_035667	ASIC004743
