Orthogroup	AstephensiUCISS2018	AgambiaePEST
OG0000166	ASTEI20_035217, ASTEI20_037831	AGAP006048
OG0000166	ASTEI20_038043, ASTEI20_041976	AGAP006049
OG0000166	ASTEI20_044786, ASTEI20_042832	AGAP006047
OG0000171	ASTEI20_039067	AGAP011348
OG0000171	ASTEI20_037136	AGAP011347
OG0000172	ASTEI20_034185	AGAP011613
OG0000172	ASTEI20_042714	AGAP011609
OG0000172	ASTEI20_033958	AGAP011618
OG0000173	ASTEI20_042047	AGAP029928
OG0000173	ASTEI20_033562	AGAP029927
OG0000173	ASTEI20_034429	AGAP010764
OG0000174	ASTEI20_038604	AGAP006722
OG0000174	ASTEI20_035066	AGAP000694
OG0000174	ASTEI20_042620	AGAP000693
OG0000176	ASTEI20_044810, ASTEI20_037968, ASTEI20_043036, ASTEI20_044465	AGAP028564
OG0000180	ASTEI20_032174	AGAP008448
OG0000181	ASTEI20_039654	AGAP006078, AGAP006079
OG0000181	ASTEI20_035911	AGAP006075
OG0000182	ASTEI20_034555	AGAP003722, AGAP012784
OG0000182	ASTEI20_041278	AGAP003720
OG0000182	ASTEI20_034958	AGAP003721
OG0000183	ASTEI20_031719	AGAP002979
OG0000183	ASTEI20_046015, ASTEI20_044856	AGAP002423
OG0000183	ASTEI20_038174	AGAP002973
OG0000184	ASTEI20_033069	AGAP009519
OG0000184	ASTEI20_037581	AGAP009520
OG0000185	ASTEI20_042706, ASTEI20_031403	AGAP029203, AGAP010657
OG0000185	ASTEI20_032807, ASTEI20_034055	AGAP005768
OG0000187	ASTEI20_038550	AGAP002905
OG0000188	ASTEI20_038409	AGAP004855
OG0000189	ASTEI20_035278	AGAP003711
OG0000189	ASTEI20_043379, ASTEI20_036958	AGAP001588, AGAP012818
OG0000189	ASTEI20_033773, ASTEI20_043697	AGAP001587
OG0000190	ASTEI20_031858	AGAP029641
OG0000190	ASTEI20_037310	AGAP008320
OG0000190	ASTEI20_033651	AGAP009683
OG0000191	ASTEI20_035041	AGAP005966
OG0000191	ASTEI20_031723	AGAP005967
OG0000191	ASTEI20_032678	AGAP005968
OG0000191	ASTEI20_037932	AGAP005969
OG0000192	ASTEI20_041022	AGAP008588
OG0000192	ASTEI20_033456	AGAP002152
OG0000192	ASTEI20_038790	AGAP000962
OG0000193	ASTEI20_035925, ASTEI20_034914, ASTEI20_032918, ASTEI20_041607	AGAP002022
OG0000194	ASTEI20_032207	AGAP009540, AGAP009541, AGAP012649
OG0000194	ASTEI20_033379	AGAP012263
OG0000196	ASTEI20_042814	AGAP008557
OG0000200	ASTEI20_040182	AGAP011195
OG0000200	ASTEI20_032444	AGAP011194
OG0000200	ASTEI20_035878	AGAP002325
OG0000201	ASTEI20_037723	AGAP006207
OG0000201	ASTEI20_036827	AGAP006208
OG0000201	ASTEI20_041981	AGAP006209
OG0000202	ASTEI20_033661	AGAP000414
OG0000202	ASTEI20_044437	AGAP000288
OG0000202	ASTEI20_045852	AGAP000289
OG0000203	ASTEI20_034151	AGAP029591
OG0000203	ASTEI20_037199	AGAP029307
OG0000203	ASTEI20_036473	AGAP028615
OG0000204	ASTEI20_033339	AGAP006911
OG0000204	ASTEI20_044531	AGAP006909
OG0000205	ASTEI20_031920	AGAP029783, AGAP012696
OG0000205	ASTEI20_040473	AGAP009551, AGAP012673, AGAP009553, AGAP012672, AGAP009552
OG0000206	ASTEI20_039018	AGAP008630, AGAP028029
OG0000206	ASTEI20_045728	AGAP008627
OG0000207	ASTEI20_034853	AGAP001002, AGAP010637, AGAP000999, AGAP029166, AGAP013027, AGAP010669, AGAP010636, AGAP010634, AGAP001004
OG0000208	ASTEI20_045322	AGAP011183
OG0000208	ASTEI20_034058	AGAP011184
OG0000209	ASTEI20_042301	AGAP011893
OG0000210	ASTEI20_043190	AGAP011432, AGAP029292, AGAP029324, AGAP029065
OG0000210	ASTEI20_037248, ASTEI20_039456	AGAP029748, AGAP029117, AGAP011431, AGAP029749, AGAP029750, AGAP029747, AGAP008891
OG0000216	ASTEI20_042509	AGAP028733, AGAP028664
OG0000216	ASTEI20_032966	AGAP028734, AGAP028691, AGAP028692, AGAP028663
OG0000216	ASTEI20_042064	AGAP004913, AGAP004941, AGAP008170, AGAP028735
OG0000216	ASTEI20_039377	AGAP028738, AGAP028737
OG0000217	ASTEI20_040200	AGAP012963
OG0000217	ASTEI20_036703	AGAP000310
OG0000217	ASTEI20_044284	AGAP003365
OG0000218	ASTEI20_038944	AGAP008054
OG0000218	ASTEI20_043383	AGAP008052
OG0000218	ASTEI20_039263	AGAP008051
OG0000219	ASTEI20_041844	AGAP005907
OG0000219	ASTEI20_035108	AGAP000907
OG0000220	ASTEI20_035755	AGAP013260
OG0000220	ASTEI20_044035	AGAP013120
OG0000220	ASTEI20_037745	AGAP002457
OG0000221	ASTEI20_038135	AGAP007990
OG0000221	ASTEI20_037201	AGAP006775
OG0000222	ASTEI20_035055	AGAP028196
OG0000222	ASTEI20_041199	AGAP010241
OG0000223	ASTEI20_037771	AGAP001185
OG0000223	ASTEI20_033245	AGAP013403
OG0000223	ASTEI20_037160	AGAP001965
OG0000223	ASTEI20_031096	AGAP001966
OG0000223	ASTEI20_036943	AGAP013429
OG0000224	ASTEI20_038501	AGAP013463
OG0000225	ASTEI20_040100	AGAP003067
OG0000225	ASTEI20_037793	AGAP003066
OG0000225	ASTEI20_038611	AGAP003065
OG0000226	ASTEI20_034161	AGAP002446
OG0000226	ASTEI20_044426, ASTEI20_037857	AGAP012970
OG0000226	ASTEI20_036968, ASTEI20_035152	AGAP002447
OG0000228	ASTEI20_040141	AGAP007412
OG0000228	ASTEI20_041679	AGAP007409, AGAP007408
OG0000228	ASTEI20_034891	AGAP000871, AGAP007411
OG0000229	ASTEI20_046124	AGAP003236
OG0000229	ASTEI20_032722	AGAP002137
OG0000229	ASTEI20_037602	AGAP002008
OG0000230	ASTEI20_034005	AGAP028050, AGAP008670, AGAP008671
OG0000231	ASTEI20_040405	AGAP006013
OG0000231	ASTEI20_043476	AGAP006012
OG0000232	ASTEI20_044096, ASTEI20_038687, ASTEI20_044010, ASTEI20_040318	AGAP005657, AGAP012667, AGAP005660
OG0000232	ASTEI20_040000, ASTEI20_042206	AGAP005656
OG0000233	ASTEI20_041338	AGAP001190
OG0000233	ASTEI20_038872	AGAP001199
OG0000234	ASTEI20_043253	AGAP007802
OG0000234	ASTEI20_031455	AGAP007808
OG0000234	ASTEI20_040171	AGAP007803
OG0000235	ASTEI20_044011	AGAP013372, AGAP000706, AGAP013152, AGAP012911, AGAP012124
OG0000236	ASTEI20_036868	AGAP001202
OG0000237	ASTEI20_039839	AGAP003501
OG0000237	ASTEI20_031027	AGAP003500
OG0000244	ASTEI20_035715	AGAP009715, AGAP009722, AGAP009717, AGAP028644, AGAP009716, AGAP009723, AGAP009711
OG0000244	ASTEI20_040830	AGAP029589
OG0000245	ASTEI20_043968	AGAP002360
OG0000245	ASTEI20_037895	AGAP002359
OG0000245	ASTEI20_036396	AGAP013402
OG0000246	ASTEI20_041860	AGAP012702, AGAP004173
OG0000246	ASTEI20_034647	AGAP004383
OG0000246	ASTEI20_037168	AGAP004382
OG0000246	ASTEI20_031502	AGAP012838, AGAP004380
OG0000247	ASTEI20_032101	AGAP006146
OG0000247	ASTEI20_044238	AGAP006148
OG0000248	ASTEI20_042839	AGAP028060
OG0000249	ASTEI20_039526	AGAP004935
OG0000249	ASTEI20_038673	AGAP005326
OG0000250	ASTEI20_043607	AGAP002055
OG0000250	ASTEI20_038490	AGAP002058
OG0000250	ASTEI20_033739	AGAP002056
OG0000251	ASTEI20_040414	AGAP029784
OG0000251	ASTEI20_042173	AGAP029623
OG0000252	ASTEI20_040133	AGAP028629
OG0000252	ASTEI20_045800	AGAP011674
OG0000253	ASTEI20_036887	AGAP001648
OG0000254	ASTEI20_033239	AGAP004634
OG0000254	ASTEI20_034532	AGAP013293
OG0000255	ASTEI20_042761	AGAP002195
OG0000255	ASTEI20_044933	AGAP002197
OG0000256	ASTEI20_045578	AGAP002766
OG0000256	ASTEI20_042134	AGAP002767, AGAP002769
OG0000257	ASTEI20_033195	AGAP028220
OG0000257	ASTEI20_036760	AGAP008796
OG0000260	ASTEI20_034398	AGAP013416
OG0000260	ASTEI20_038711	AGAP002763
OG0000260	ASTEI20_037645	AGAP013363
OG0000264	ASTEI20_038529, ASTEI20_043734, ASTEI20_039330, ASTEI20_037153, ASTEI20_041591	AGAP007232, AGAP007228, AGAP007194, AGAP007191, AGAP007192, AGAP007193, AGAP007188, AGAP007190, AGAP007189, AGAP007187, AGAP007233, AGAP007229, AGAP007225, AGAP007234, AGAP007230, AGAP007224, AGAP029347, AGAP007223, AGAP007195, AGAP007196
OG0000265	ASTEI20_044851	AGAP007255
OG0000265	ASTEI20_037660	AGAP007266
OG0000265	ASTEI20_038227	AGAP000253
OG0000266	ASTEI20_042056	AGAP008867
OG0000266	ASTEI20_041270	AGAP007794
OG0000266	ASTEI20_035075	AGAP007793
OG0000267	ASTEI20_032809	AGAP004164
OG0000267	ASTEI20_044700	AGAP004378
OG0000268	ASTEI20_032301	AGAP029235
OG0000268	ASTEI20_032365	AGAP007932
OG0000269	ASTEI20_045911, ASTEI20_044456	AGAP001722
OG0000270	ASTEI20_032190	AGAP004920, AGAP012945
OG0000270	ASTEI20_043741, ASTEI20_040825	AGAP011951
OG0000270	ASTEI20_034360, ASTEI20_030843	AGAP011952
OG0000271	ASTEI20_031771	AGAP008769
OG0000271	ASTEI20_037473	AGAP028056
OG0000271	ASTEI20_034514	AGAP028014
OG0000271	ASTEI20_038183	AGAP028164
OG0000272	ASTEI20_042478	AGAP011698, AGAP011696
OG0000272	ASTEI20_037724	AGAP004760
OG0000273	ASTEI20_032020	AGAP001281
OG0000273	ASTEI20_041023	AGAP001283
OG0000273	ASTEI20_043316	AGAP001284
OG0000274	ASTEI20_031515	AGAP010002, AGAP009985
OG0000274	ASTEI20_037692	AGAP000094
OG0000275	ASTEI20_033361	AGAP003083
OG0000276	ASTEI20_041437	AGAP029762
OG0000277	ASTEI20_032397	AGAP001811, AGAP001812
OG0000278	ASTEI20_037609	AGAP004971
OG0000278	ASTEI20_041680	AGAP004951
OG0000278	ASTEI20_037766	AGAP004974
OG0000279	ASTEI20_038838	AGAP008447
OG0000279	ASTEI20_033582	AGAP008446
OG0000279	ASTEI20_042793	AGAP008449
OG0000280	ASTEI20_038614	AGAP009918
OG0000280	ASTEI20_035880	AGAP009917
OG0000280	ASTEI20_042533	AGAP029827
OG0000285	ASTEI20_039558	AGAP004324
OG0000285	ASTEI20_040836	AGAP003096
OG0000285	ASTEI20_032893	AGAP003097
OG0000287	ASTEI20_037346, ASTEI20_036690	AGAP009705, AGAP009707, AGAP009720, AGAP009719, AGAP009718, AGAP009706
OG0000288	ASTEI20_040021	AGAP029144, AGAP009375
OG0000289	ASTEI20_035189, ASTEI20_042758	AGAP028096
OG0000289	ASTEI20_044666	AGAP011302
OG0000290	ASTEI20_044792	AGAP011048
OG0000290	ASTEI20_037666	AGAP011047
OG0000290	ASTEI20_038975	AGAP011046
OG0000291	ASTEI20_030896	AGAP006510
OG0000291	ASTEI20_045384	AGAP006271
OG0000292	ASTEI20_039963, ASTEI20_033519	AGAP010057
OG0000292	ASTEI20_041276	AGAP029713, AGAP029711, AGAP029712
OG0000293	ASTEI20_035645	AGAP001006
OG0000293	ASTEI20_034344, ASTEI20_033682	AGAP006991
OG0000294	ASTEI20_031593	AGAP002506
OG0000294	ASTEI20_040737	AGAP012451
OG0000295	ASTEI20_037344	AGAP010650
OG0000295	ASTEI20_045100	AGAP010649
OG0000296	ASTEI20_031726, ASTEI20_036866, ASTEI20_037946, ASTEI20_030789	AGAP008278, AGAP008279
OG0000297	ASTEI20_045280	AGAP000163
OG0000297	ASTEI20_032765	AGAP000165
OG0000298	ASTEI20_034983	AGAP005975
OG0000298	ASTEI20_037404	AGAP028750
OG0000298	ASTEI20_035214	AGAP028751
OG0000299	ASTEI20_043508	AGAP002521
OG0000299	ASTEI20_043361	AGAP011852
OG0000300	ASTEI20_041810	AGAP006698
OG0000302	ASTEI20_037810	AGAP007286
OG0000302	ASTEI20_032730	AGAP007287
OG0000303	ASTEI20_031481	AGAP002273, AGAP002272
OG0000304	ASTEI20_032574	AGAP008548
OG0000304	ASTEI20_040412	AGAP028011
OG0000304	ASTEI20_038833	AGAP008547
OG0000305	ASTEI20_045186	AGAP008813
OG0000306	ASTEI20_040184	AGAP007964
OG0000306	ASTEI20_037498	AGAP007965
OG0000306	ASTEI20_031684	AGAP013745
OG0000313	ASTEI20_045838, ASTEI20_045388, ASTEI20_045478	AGAP008456, AGAP008457, AGAP029423, AGAP008479, AGAP028098, AGAP008463, AGAP008453, AGAP008480, AGAP008452, AGAP008451, AGAP008461, AGAP008462
OG0000314	ASTEI20_043491, ASTEI20_031057, ASTEI20_037882, ASTEI20_032185, ASTEI20_031813, ASTEI20_040199, ASTEI20_045386, ASTEI20_032819, ASTEI20_034273	AGAP028047, AGAP028119, AGAP028113, AGAP028191, AGAP028077, AGAP028089, AGAP008478, AGAP028126
OG0000317	ASTEI20_039777	AGAP012969, AGAP004432
OG0000318	ASTEI20_036009	AGAP007879
OG0000318	ASTEI20_037274	AGAP007880
OG0000318	ASTEI20_039300	AGAP007881
OG0000319	ASTEI20_040641	AGAP008734
OG0000319	ASTEI20_033005	AGAP005794
OG0000320	ASTEI20_045533	AGAP010731
OG0000320	ASTEI20_032760	AGAP010730
OG0000321	ASTEI20_030893	AGAP028153
OG0000321	ASTEI20_036304	AGAP009056
OG0000324	ASTEI20_045797	AGAP008582
OG0000324	ASTEI20_046008	AGAP028204
OG0000324	ASTEI20_039356	AGAP008584
OG0000325	ASTEI20_043377	AGAP007534
OG0000326	ASTEI20_032355	AGAP003658
OG0000326	ASTEI20_032820	AGAP001773, AGAP001774, AGAP012781
OG0000327	ASTEI20_038754	AGAP009949
OG0000328	ASTEI20_033819	AGAP011914, AGAP011913
OG0000328	ASTEI20_039971, ASTEI20_038873	AGAP011912
OG0000329	ASTEI20_044913	AGAP029555
OG0000329	ASTEI20_036280	AGAP009460
OG0000330	ASTEI20_044754	AGAP000989
OG0000330	ASTEI20_033074	AGAP000988
OG0000330	ASTEI20_035799	AGAP000987
OG0000331	ASTEI20_032134	AGAP001264
OG0000331	ASTEI20_036042, ASTEI20_041568	AGAP013078, AGAP013443
OG0000332	ASTEI20_039853	AGAP013321
OG0000332	ASTEI20_034921	AGAP001742
OG0000332	ASTEI20_045032	AGAP002650
OG0000333	ASTEI20_033832, ASTEI20_043402, ASTEI20_042167	AGAP007203
OG0000334	ASTEI20_040088	AGAP009010
OG0000336	ASTEI20_031275	AGAP029478
OG0000336	ASTEI20_036479	AGAP006215
OG0000340	ASTEI20_040592	AGAP000643, AGAP000642
OG0000340	ASTEI20_045434, ASTEI20_045830	AGAP000641, AGAP000644
OG0000341	ASTEI20_043329	AGAP008071, AGAP008070
OG0000341	ASTEI20_040581	AGAP028593
OG0000344	ASTEI20_043326, ASTEI20_035416	AGAP005208
OG0000345	ASTEI20_039160	AGAP010046, AGAP029395, AGAP010047
OG0000346	ASTEI20_045660	AGAP003197, AGAP003195
OG0000347	ASTEI20_031950	AGAP029724
OG0000348	ASTEI20_033292	AGAP029288
OG0000348	ASTEI20_036788	AGAP010900, AGAP010901
OG0000349	ASTEI20_042703	AGAP005912
OG0000349	ASTEI20_045738	AGAP005913
OG0000350	ASTEI20_039801	AGAP005613
OG0000351	ASTEI20_033446	AGAP011560
OG0000351	ASTEI20_034293	AGAP029490
OG0000351	ASTEI20_031611	AGAP011561
OG0000352	ASTEI20_033316	AGAP003702
OG0000352	ASTEI20_043163	AGAP003703
OG0000353	ASTEI20_034917	AGAP006016
OG0000353	ASTEI20_036057	AGAP006015
OG0000354	ASTEI20_036334	AGAP013268
OG0000355	ASTEI20_045115	AGAP010402
OG0000355	ASTEI20_044983, ASTEI20_041255	AGAP013018
OG0000355	ASTEI20_034632, ASTEI20_036496	AGAP002458
OG0000356	ASTEI20_038616	AGAP004785
OG0000356	ASTEI20_034566	AGAP013350, AGAP004200
OG0000357	ASTEI20_036590	AGAP001618
OG0000357	ASTEI20_038026	AGAP001619
OG0000359	ASTEI20_035699, ASTEI20_034142	AGAP004203, AGAP013109, AGAP013503
OG0000360	ASTEI20_039873	AGAP011974
OG0000360	ASTEI20_038810	AGAP011975
OG0000361	ASTEI20_035602	AGAP007947
OG0000361	ASTEI20_032581	AGAP012604, AGAP004133
OG0000362	ASTEI20_040345	AGAP009194
OG0000362	ASTEI20_045507	AGAP009195
OG0000363	ASTEI20_035518	AGAP007055
OG0000363	ASTEI20_034937	AGAP007054
OG0000364	ASTEI20_038622, ASTEI20_043965	AGAP007140
OG0000364	ASTEI20_032740, ASTEI20_045922	AGAP007139
OG0000365	ASTEI20_041403	AGAP008684
OG0000365	ASTEI20_041427	AGAP008686
OG0000365	ASTEI20_043238	AGAP008685
OG0000366	ASTEI20_031333	AGAP013192
OG0000366	ASTEI20_045960	AGAP003354
OG0000367	ASTEI20_045208	AGAP005371
OG0000367	ASTEI20_036592	AGAP005370
OG0000367	ASTEI20_039650	AGAP005373
OG0000367	ASTEI20_042176	AGAP005372
OG0000368	ASTEI20_036695	AGAP004528
OG0000369	ASTEI20_043082	AGAP008569
OG0000369	ASTEI20_035506	AGAP008563
OG0000370	ASTEI20_034666	AGAP009256
OG0000370	ASTEI20_041792	AGAP001169
OG0000371	ASTEI20_032501	AGAP006382
OG0000371	ASTEI20_034163	AGAP006381, AGAP006378
OG0000372	ASTEI20_034288	AGAP029891
OG0000372	ASTEI20_042785	AGAP000696
OG0000378	ASTEI20_042199	AGAP007036, AGAP007033, AGAP007035
OG0000379	ASTEI20_032650, ASTEI20_042035	AGAP029728
OG0000380	ASTEI20_040077	AGAP003259, AGAP012713
OG0000380	ASTEI20_034008	AGAP003260
OG0000381	ASTEI20_042707	AGAP029758
OG0000381	ASTEI20_041656	AGAP029757
OG0000382	ASTEI20_045571	AGAP010399
OG0000382	ASTEI20_037496	AGAP010398
OG0000383	ASTEI20_044278	AGAP002748
OG0000383	ASTEI20_039308	AGAP012252
OG0000384	ASTEI20_036930	AGAP029197
OG0000386	ASTEI20_042802	AGAP005986
OG0000387	ASTEI20_040213	AGAP004912
OG0000387	ASTEI20_032306, ASTEI20_045298, ASTEI20_044440	AGAP005652
OG0000388	ASTEI20_042922	AGAP013493
OG0000389	ASTEI20_037867	AGAP006745
OG0000389	ASTEI20_043353	AGAP006744
OG0000390	ASTEI20_036258	AGAP004740
OG0000391	ASTEI20_045380	AGAP002331
OG0000391	ASTEI20_040058	AGAP012302
OG0000392	ASTEI20_036830	AGAP002838
OG0000393	ASTEI20_036525	AGAP001777
OG0000393	ASTEI20_040256	AGAP012467, AGAP001775
OG0000394	ASTEI20_042711	AGAP005237
OG0000394	ASTEI20_039755	AGAP005238
OG0000395	ASTEI20_041652	AGAP029448
OG0000395	ASTEI20_044570	AGAP000965
OG0000396	ASTEI20_039659	AGAP009100
OG0000396	ASTEI20_041335	AGAP009098
OG0000397	ASTEI20_045152	AGAP029500
OG0000397	ASTEI20_032426	AGAP029451
OG0000398	ASTEI20_040561, ASTEI20_037679	AGAP005453, AGAP005454
OG0000399	ASTEI20_035274	AGAP004900
OG0000399	ASTEI20_039406	AGAP006539
OG0000400	ASTEI20_038813	AGAP005113
OG0000400	ASTEI20_043685	AGAP006806
OG0000401	ASTEI20_039363, ASTEI20_033254	AGAP003114
OG0000401	ASTEI20_033275	AGAP011166
OG0000402	ASTEI20_035900	AGAP000475
OG0000403	ASTEI20_044273	AGAP000653
OG0000403	ASTEI20_032491	AGAP005557
OG0000404	ASTEI20_039827, ASTEI20_031382	AGAP028613
OG0000404	ASTEI20_035181, ASTEI20_045422	AGAP010562
OG0000405	ASTEI20_031554	AGAP005706
OG0000406	ASTEI20_031390	AGAP011844
OG0000407	ASTEI20_032342	AGAP012111
OG0000407	ASTEI20_032350	AGAP011402
OG0000408	ASTEI20_040195	AGAP005166
OG0000408	ASTEI20_032859	AGAP005167
OG0000409	ASTEI20_041637	AGAP029901
OG0000409	ASTEI20_041911	AGAP008721
OG0000410	ASTEI20_034967	AGAP013194, AGAP013142
OG0000411	ASTEI20_037209	AGAP001508
OG0000411	ASTEI20_043829	AGAP001509
OG0000411	ASTEI20_033479	AGAP001510
OG0000412	ASTEI20_044317	AGAP001022
OG0000413	ASTEI20_032324	AGAP006717
OG0000414	ASTEI20_043791	AGAP008923
OG0000416	ASTEI20_039581	AGAP007156
OG0000417	ASTEI20_041261	AGAP001672
OG0000417	ASTEI20_032812	AGAP010435
OG0000421	ASTEI20_032156	AGAP001989
OG0000424	ASTEI20_038717	AGAP000437
OG0000424	ASTEI20_032509, ASTEI20_034987, ASTEI20_034211	AGAP013319, AGAP013175, AGAP013080, AGAP013421, AGAP013308
OG0000425	ASTEI20_031281, ASTEI20_034541, ASTEI20_044826, ASTEI20_030869, ASTEI20_039457, ASTEI20_031276	AGAP010908, AGAP010903, AGAP010904, AGAP010906, AGAP010905, AGAP010907
OG0000428	ASTEI20_039888	AGAP000226
OG0000429	ASTEI20_041693	AGAP001971
OG0000429	ASTEI20_045721	AGAP001970
OG0000429	ASTEI20_036604	AGAP001969
OG0000430	ASTEI20_036782, ASTEI20_031340	AGAP029419, AGAP010066
OG0000430	ASTEI20_036151	AGAP012621, AGAP012622
OG0000431	ASTEI20_041567	AGAP004006
OG0000431	ASTEI20_040731	AGAP004007
OG0000431	ASTEI20_039144	AGAP004004
OG0000432	ASTEI20_040747	AGAP012644, AGAP010004
OG0000432	ASTEI20_034760	AGAP009017
OG0000433	ASTEI20_040644	AGAP002460
OG0000433	ASTEI20_035859, ASTEI20_033052	AGAP013297
OG0000434	ASTEI20_045054	AGAP006275
OG0000435	ASTEI20_038293	AGAP011294
OG0000436	ASTEI20_038031	AGAP029719
OG0000437	ASTEI20_041490	AGAP002977
OG0000437	ASTEI20_033449	AGAP002975
OG0000438	ASTEI20_044491	AGAP013216
OG0000438	ASTEI20_043518	AGAP002976
OG0000439	ASTEI20_043990	AGAP012585, AGAP007972
OG0000439	ASTEI20_037600	AGAP007974
OG0000440	ASTEI20_032323	AGAP003120, AGAP012726
OG0000441	ASTEI20_042306	AGAP006406
OG0000441	ASTEI20_036184	AGAP013127
OG0000442	ASTEI20_040702	AGAP010970
OG0000442	ASTEI20_040317	AGAP010969
OG0000443	ASTEI20_033330	AGAP003718
OG0000443	ASTEI20_045939	AGAP006629
OG0000445	ASTEI20_041326	AGAP029627
OG0000445	ASTEI20_044012	AGAP011449
OG0000446	ASTEI20_044752	AGAP006487
OG0000446	ASTEI20_045914	AGAP006485
OG0000447	ASTEI20_035921, ASTEI20_036895	AGAP008201
OG0000447	ASTEI20_045843	AGAP029240
OG0000448	ASTEI20_039131	AGAP007675
OG0000448	ASTEI20_035453	AGAP003271
OG0000449	ASTEI20_042529	AGAP000731
OG0000449	ASTEI20_044910	AGAP010391
OG0000450	ASTEI20_035678	AGAP009201
OG0000450	ASTEI20_038473	AGAP009200
OG0000451	ASTEI20_036851	AGAP000847
OG0000451	ASTEI20_040244	AGAP013457
OG0000452	ASTEI20_032646	AGAP013186
OG0000453	ASTEI20_038848	AGAP011247
OG0000453	ASTEI20_040673	AGAP012669, AGAP010063
OG0000454	ASTEI20_040653	AGAP009342
OG0000455	ASTEI20_043217	AGAP006770
OG0000455	ASTEI20_034510	AGAP011180
OG0000456	ASTEI20_042221	AGAP006019
OG0000456	ASTEI20_044668	AGAP008962
OG0000457	ASTEI20_036516	AGAP001659
OG0000457	ASTEI20_039941	AGAP001657
OG0000458	ASTEI20_041659	AGAP009246
OG0000458	ASTEI20_046062	AGAP009241
OG0000458	ASTEI20_030965	AGAP009240
OG0000459	ASTEI20_038648	AGAP001120
OG0000460	ASTEI20_036157	AGAP002578
OG0000460	ASTEI20_036197	AGAP002577
OG0000461	ASTEI20_045433	AGAP000449
OG0000461	ASTEI20_035860	AGAP000452
OG0000462	ASTEI20_036809	AGAP012132
OG0000464	ASTEI20_036234	AGAP029365
OG0000464	ASTEI20_040750	AGAP029372
OG0000465	ASTEI20_041528	AGAP004655
OG0000466	ASTEI20_039358	AGAP029870
OG0000466	ASTEI20_045228	AGAP029548
OG0000471	ASTEI20_032062	AGAP011978
OG0000471	ASTEI20_031025	AGAP011991
OG0000472	ASTEI20_045749, ASTEI20_032817	AGAP008579
OG0000472	ASTEI20_041250	AGAP008580
OG0000473	ASTEI20_032671	AGAP013282
OG0000473	ASTEI20_045748	AGAP029167, AGAP010899
OG0000477	ASTEI20_034459	AGAP013466
OG0000477	ASTEI20_031328	AGAP003482
OG0000478	ASTEI20_042435	AGAP009964
OG0000478	ASTEI20_043336	AGAP009965
OG0000479	ASTEI20_036926	AGAP001766
OG0000479	ASTEI20_033540	AGAP001769
OG0000480	ASTEI20_044004	AGAP011643
OG0000480	ASTEI20_043012	AGAP011641
OG0000481	ASTEI20_038127	AGAP005612
OG0000481	ASTEI20_034254	AGAP005610
OG0000482	ASTEI20_040294	AGAP009381
OG0000482	ASTEI20_035220	AGAP009385
OG0000483	ASTEI20_046009	AGAP007811
OG0000484	ASTEI20_039134	AGAP010151
OG0000484	ASTEI20_032451	AGAP007828
OG0000485	ASTEI20_037768	AGAP008061
OG0000485	ASTEI20_041653	AGAP008060
OG0000486	ASTEI20_032382	AGAP011729
OG0000486	ASTEI20_042498	AGAP001183
OG0000487	ASTEI20_042028	AGAP008490
OG0000487	ASTEI20_039840	AGAP000473
OG0000488	ASTEI20_038299	AGAP029973
OG0000488	ASTEI20_042656	AGAP029974
OG0000489	ASTEI20_041468	AGAP000218
OG0000489	ASTEI20_042784	AGAP000217
OG0000490	ASTEI20_035796	AGAP029205
OG0000491	ASTEI20_036635	AGAP003322
OG0000491	ASTEI20_039466	AGAP002652
OG0000492	ASTEI20_035871	AGAP000225
OG0000492	ASTEI20_045934	AGAP000228
OG0000493	ASTEI20_040939	AGAP002125
OG0000493	ASTEI20_042234	AGAP002126
OG0000494	ASTEI20_033870	AGAP011945
OG0000494	ASTEI20_032431	AGAP008898
OG0000495	ASTEI20_035282	AGAP007851
OG0000495	ASTEI20_032883	AGAP013726
OG0000495	ASTEI20_037893	AGAP013771
OG0000496	ASTEI20_040779	AGAP012605, AGAP029683
OG0000497	ASTEI20_045382	AGAP013190
OG0000497	ASTEI20_037285	AGAP028501
OG0000498	ASTEI20_035903	AGAP010973
OG0000498	ASTEI20_041832	AGAP010974
OG0000499	ASTEI20_045587	AGAP006782
OG0000499	ASTEI20_044209	AGAP002358
OG0000500	ASTEI20_041628	AGAP000399
OG0000500	ASTEI20_038055	AGAP006668
OG0000501	ASTEI20_043725	AGAP010828, AGAP010829, AGAP010827, AGAP010826
OG0000502	ASTEI20_041728	AGAP010734
OG0000502	ASTEI20_038149	AGAP010810
OG0000503	ASTEI20_031803	AGAP028471, AGAP013020, AGAP001707
OG0000504	ASTEI20_037781	AGAP001695
OG0000504	ASTEI20_036455	AGAP029662
OG0000505	ASTEI20_045172	AGAP007073, AGAP007070, AGAP007072, AGAP007071, AGAP007074, AGAP012821
OG0000506	ASTEI20_040117	AGAP006486
OG0000506	ASTEI20_033754	AGAP011608
OG0000507	ASTEI20_041414	AGAP008487
OG0000507	ASTEI20_041289	AGAP004054
OG0000508	ASTEI20_043392	AGAP006182
OG0000508	ASTEI20_035349	AGAP006181
