Orthogroup	AstephensiUCISS2018	LlongipalpisASM
OG0000368	ASTEI20_036695	LOC129790768, LOC129790769, LOC129796330, LOC129790703, LOC129790738, LOC129790737, LOC129790736
OG0000369	ASTEI20_043082, ASTEI20_035506	LOC129790261
OG0000370	ASTEI20_034666	LOC129794441, LOC129794442, LOC129794443
OG0000370	ASTEI20_041792	LOC129786379
OG0000371	ASTEI20_032501, ASTEI20_034163	LOC129794045
OG0000372	ASTEI20_034288, ASTEI20_042785	LOC129790937
OG0000381	ASTEI20_042707, ASTEI20_041656	LOC129792906, LOC129792907, LOC129792591
OG0000382	ASTEI20_045571	LOC129786797, LOC129796311
OG0000382	ASTEI20_037496	LOC129796310
OG0000383	ASTEI20_044278	LOC129785995
OG0000383	ASTEI20_039308	LOC129787610, LOC129794998
OG0000386	ASTEI20_042802	LOC129794213
OG0000387	ASTEI20_040213, ASTEI20_032306, ASTEI20_045298, ASTEI20_044440	LOC129792588
OG0000389	ASTEI20_037867	LOC129792672
OG0000390	ASTEI20_036258	LOC129786718
OG0000391	ASTEI20_045380	LOC129787235
OG0000391	ASTEI20_040058	LOC129791955
OG0000393	ASTEI20_036525, ASTEI20_040256	LOC129785949, LOC129785948, LOC129785957
OG0000394	ASTEI20_042711, ASTEI20_039755	LOC129791762
OG0000395	ASTEI20_041652	LOC129788433
OG0000395	ASTEI20_044570	LOC129796829, LOC129789717
OG0000396	ASTEI20_039659, ASTEI20_041335	LOC129790169
OG0000397	ASTEI20_045152	LOC129790187
OG0000397	ASTEI20_032426	LOC129790172
OG0000399	ASTEI20_035274, ASTEI20_039406	LOC129794264
OG0000400	ASTEI20_038813, ASTEI20_043685	LOC129786701
OG0000401	ASTEI20_039363, ASTEI20_033254	LOC129797202
OG0000401	ASTEI20_033275	LOC129786605
OG0000403	ASTEI20_044273	LOC129788394
OG0000403	ASTEI20_032491	LOC129793356
OG0000404	ASTEI20_039827, ASTEI20_031382, ASTEI20_035181, ASTEI20_045422	LOC129795523
OG0000407	ASTEI20_032342, ASTEI20_032350	LOC129791712
OG0000408	ASTEI20_040195, ASTEI20_032859	LOC129797650, LOC129797649
OG0000409	ASTEI20_041637, ASTEI20_041911	LOC129787069
OG0000410	ASTEI20_034967	LOC129786954, LOC129794457
OG0000411	ASTEI20_037209, ASTEI20_043829, ASTEI20_033479	LOC129786847, LOC129786629
OG0000412	ASTEI20_044317	LOC129788847
OG0000413	ASTEI20_032324	LOC129792318
OG0000414	ASTEI20_043791	LOC129790511
OG0000416	ASTEI20_039581	LOC129792009
OG0000417	ASTEI20_041261	LOC129796020
OG0000417	ASTEI20_032812	LOC129792608, LOC129787782
OG0000424	ASTEI20_038717, ASTEI20_032509, ASTEI20_034987, ASTEI20_034211, ASTEI20_033168	LOC129785892
OG0000429	ASTEI20_041693, ASTEI20_045721, ASTEI20_036604, ASTEI20_042496	LOC129797527
OG0000430	ASTEI20_036782, ASTEI20_031340, ASTEI20_036151	LOC129790395
OG0000431	ASTEI20_041567, ASTEI20_040731, ASTEI20_039144	LOC129786890, LOC129786889, LOC129786888
OG0000432	ASTEI20_040747, ASTEI20_034760	LOC129793235
OG0000433	ASTEI20_040644, ASTEI20_035859, ASTEI20_033052	LOC129787458
OG0000435	ASTEI20_038293	LOC129793979, LOC129788654
OG0000437	ASTEI20_041490	LOC129796837, LOC129796843
OG0000437	ASTEI20_033449	LOC129786972
OG0000438	ASTEI20_044491, ASTEI20_043518	LOC129796877, LOC129796853
OG0000439	ASTEI20_043990	LOC129791046
OG0000439	ASTEI20_037600	LOC129791051
OG0000440	ASTEI20_032323	LOC129786063
OG0000441	ASTEI20_042306, ASTEI20_036184	LOC129789191
OG0000442	ASTEI20_040702, ASTEI20_040317	LOC129787812
OG0000443	ASTEI20_033330, ASTEI20_045939	LOC129786466
OG0000445	ASTEI20_041326	LOC129788571
OG0000445	ASTEI20_044012	LOC129795393
OG0000446	ASTEI20_044752, ASTEI20_045914	LOC129792631
OG0000447	ASTEI20_035921, ASTEI20_036895, ASTEI20_045843	LOC129791462
OG0000448	ASTEI20_039131	LOC129791218
OG0000448	ASTEI20_035453	LOC129797162
OG0000449	ASTEI20_042529	LOC129788782
OG0000449	ASTEI20_044910	LOC129795663
OG0000450	ASTEI20_035678	LOC129791284
OG0000450	ASTEI20_038473	LOC129791285
OG0000451	ASTEI20_036851, ASTEI20_040244	LOC129797430
OG0000453	ASTEI20_038848, ASTEI20_040673	LOC129796269
OG0000454	ASTEI20_040653	LOC129791222, LOC129791223, LOC129789958, LOC129789953, LOC129789957, LOC129789984, LOC129789955, LOC129789970, LOC129786231, LOC129789956
OG0000455	ASTEI20_043217	LOC129793202
OG0000455	ASTEI20_034510	LOC129795185, LOC129794005
OG0000456	ASTEI20_042221, ASTEI20_044668	LOC129789003
OG0000457	ASTEI20_036516	LOC129797501
OG0000457	ASTEI20_039941	LOC129797497
OG0000460	ASTEI20_036157, ASTEI20_036197	LOC129786399
OG0000461	ASTEI20_045433, ASTEI20_035860	LOC129788689, LOC129788691
OG0000464	ASTEI20_044688, ASTEI20_036234, ASTEI20_040750	LOC129792136
OG0000465	ASTEI20_041528, ASTEI20_034169	LOC129794475, LOC129787824, LOC129787821, LOC129787819, LOC129787822, LOC129787823
OG0000466	ASTEI20_038266, ASTEI20_039358, ASTEI20_045228	LOC129788859
OG0000478	ASTEI20_042435	LOC129789679
OG0000478	ASTEI20_043336	LOC129789267
OG0000479	ASTEI20_036926, ASTEI20_033540	LOC129786132, LOC129786130
OG0000480	ASTEI20_044004, ASTEI20_033719, ASTEI20_043012	LOC129795298
OG0000481	ASTEI20_038127, ASTEI20_034254	LOC129793585
OG0000482	ASTEI20_040294, ASTEI20_035220	LOC129789436
OG0000483	ASTEI20_046009	LOC129790713
OG0000484	ASTEI20_039134, ASTEI20_032451	LOC129797633
OG0000485	ASTEI20_037768, ASTEI20_041653	LOC129795192
OG0000486	ASTEI20_032382, ASTEI20_042498	LOC129796376
OG0000487	ASTEI20_042028, ASTEI20_039840	LOC129796445
OG0000489	ASTEI20_041468, ASTEI20_042784	LOC129789596
OG0000490	ASTEI20_040243, ASTEI20_035796	LOC129797526, LOC129793927
OG0000491	ASTEI20_036635, ASTEI20_039466	LOC129786095
OG0000492	ASTEI20_035871, ASTEI20_045934	LOC129790192
OG0000494	ASTEI20_033870	LOC129795759
OG0000494	ASTEI20_032431	LOC129795756
OG0000495	ASTEI20_035282, ASTEI20_032883, ASTEI20_037893	LOC129789139
OG0000497	ASTEI20_045382, ASTEI20_037285	LOC129787431
OG0000498	ASTEI20_035903, ASTEI20_041832	LOC129786578, LOC129786574, LOC129786579
OG0000499	ASTEI20_045587, ASTEI20_044209	LOC129790607
OG0000500	ASTEI20_041628, ASTEI20_038055	LOC129788005
OG0000501	ASTEI20_043725	LOC129797582
OG0000502	ASTEI20_041728, ASTEI20_038149, ASTEI20_040241	LOC129785827
OG0000504	ASTEI20_037781, ASTEI20_036455	LOC129793723
OG0000506	ASTEI20_040117, ASTEI20_033754	LOC129792624
OG0000507	ASTEI20_041414, ASTEI20_041289	LOC129791979
OG0000509	ASTEI20_038831, ASTEI20_035801	LOC129792415
OG0000510	ASTEI20_033762, ASTEI20_039972	LOC129791881
OG0000511	ASTEI20_033393, ASTEI20_045020	LOC129797841
OG0000512	ASTEI20_041881	LOC129789515
OG0000512	ASTEI20_033648	LOC129789516
OG0000514	ASTEI20_036623, ASTEI20_033991	LOC129785846
OG0000515	ASTEI20_034553, ASTEI20_034276	LOC129790939
OG0000516	ASTEI20_032940, ASTEI20_038444	LOC129791524, LOC129797636
OG0000517	ASTEI20_040378	LOC129795838, LOC129787799, LOC129787785, LOC129789028, LOC129790802
OG0000518	ASTEI20_033369, ASTEI20_032107	LOC129793591
OG0000519	ASTEI20_040559, ASTEI20_041085	LOC129793219
OG0000520	ASTEI20_041641	LOC129788574
OG0000520	ASTEI20_032992	LOC129788575
OG0000521	ASTEI20_042416	LOC129792109
OG0000521	ASTEI20_044133	LOC129792300
OG0000522	ASTEI20_038428, ASTEI20_046044	LOC129788714
OG0000523	ASTEI20_038482	LOC129797678
OG0000524	ASTEI20_042547, ASTEI20_038645	LOC129792438
OG0000526	ASTEI20_035259, ASTEI20_040898	LOC129796859, LOC129794163
OG0000527	ASTEI20_039423, ASTEI20_042499	LOC129787200
OG0000528	ASTEI20_045012, ASTEI20_030881	LOC129793220
OG0000535	ASTEI20_040711, ASTEI20_040459	LOC129788946, LOC129788947
OG0000536	ASTEI20_035360, ASTEI20_041850	LOC129786855
OG0000537	ASTEI20_041709	LOC129792344
OG0000538	ASTEI20_039788, ASTEI20_037185	LOC129785868
OG0000540	ASTEI20_040729	LOC129795815, LOC129795822
OG0000542	ASTEI20_039372	LOC129787142
OG0000542	ASTEI20_038527	LOC129787129
OG0000543	ASTEI20_035081, ASTEI20_034836	LOC129790875, LOC129790828
OG0000544	ASTEI20_038237	LOC129793436
OG0000544	ASTEI20_034674	LOC129793456
OG0000546	ASTEI20_044898, ASTEI20_045436	LOC129791189
OG0000547	ASTEI20_033385, ASTEI20_043826	LOC129789445
OG0000548	ASTEI20_034641	LOC129788460, LOC129793810, LOC129796665
OG0000549	ASTEI20_042215, ASTEI20_034707	LOC129796163, LOC129787746
OG0000550	ASTEI20_033645	LOC129793857
OG0000551	ASTEI20_038495	LOC129787904, LOC129787888
OG0000552	ASTEI20_031270, ASTEI20_035763	LOC129793549
OG0000553	ASTEI20_039011, ASTEI20_038476, ASTEI20_035372, ASTEI20_043810, ASTEI20_034770, ASTEI20_038525, ASTEI20_030821, ASTEI20_033051	LOC129792363
OG0000555	ASTEI20_041597	LOC129786450
OG0000557	ASTEI20_037722, ASTEI20_043279	LOC129791307
OG0000558	ASTEI20_045893, ASTEI20_040611	LOC129793107
OG0000559	ASTEI20_044897, ASTEI20_044255	LOC129787647
OG0000560	ASTEI20_039212, ASTEI20_034474	LOC129791771, LOC129796515
OG0000561	ASTEI20_034083	LOC129792664
OG0000561	ASTEI20_032907	LOC129792671
OG0000562	ASTEI20_037671	LOC129793753, LOC129796544
OG0000563	ASTEI20_033376, ASTEI20_039362	LOC129787428
OG0000564	ASTEI20_036810	LOC129790481
OG0000564	ASTEI20_038563	LOC129790484
OG0000565	ASTEI20_034561, ASTEI20_043978	LOC129788762
OG0000566	ASTEI20_036931, ASTEI20_037016	LOC129795066
OG0000567	ASTEI20_044543	LOC129794069
OG0000567	ASTEI20_043215	LOC129794176
OG0000568	ASTEI20_041157, ASTEI20_040815, ASTEI20_042101	LOC129793949
OG0000569	ASTEI20_042222	LOC129797441
OG0000569	ASTEI20_032603	LOC129797546
OG0000572	ASTEI20_045605	LOC129793426
OG0000573	ASTEI20_035427, ASTEI20_041889	LOC129790886
OG0000574	ASTEI20_037259, ASTEI20_036879	LOC129790054
OG0000579	ASTEI20_041978, ASTEI20_044000	LOC129793001
OG0000581	ASTEI20_032779, ASTEI20_034834	LOC129792112
OG0000582	ASTEI20_040931	LOC129791278
OG0000582	ASTEI20_039818	LOC129790571
OG0000584	ASTEI20_038624, ASTEI20_042452	LOC129795290
OG0000586	ASTEI20_031342, ASTEI20_044118	LOC129786887, LOC129790177
OG0000588	ASTEI20_033837	LOC129786769
OG0000588	ASTEI20_032937	LOC129797624
OG0000606	ASTEI20_033665	LOC129795943, LOC129795511
OG0000607	ASTEI20_042885, ASTEI20_045739, ASTEI20_034728, ASTEI20_036316	LOC129796412
OG0000608	ASTEI20_031412, ASTEI20_034955	LOC129790262
OG0000609	ASTEI20_035298	LOC129789280, LOC129790035, LOC129789951, LOC129791241, LOC129788166, LOC129795243, LOC129794971, LOC129794411
OG0000610	ASTEI20_043727, ASTEI20_041175	LOC129793437
OG0000611	ASTEI20_039290, ASTEI20_037875	LOC129794969, LOC129792305
OG0000612	ASTEI20_031753	LOC129793245, LOC129791742
OG0000613	ASTEI20_045855, ASTEI20_041847	LOC129797020
OG0000614	ASTEI20_039250	LOC129794514, LOC129787902
OG0000615	ASTEI20_039181, ASTEI20_040540	LOC129793095
OG0000616	ASTEI20_040935, ASTEI20_041180	LOC129787986
OG0000618	ASTEI20_035924, ASTEI20_031267	LOC129786155
OG0000619	ASTEI20_036799	LOC129790543
OG0000619	ASTEI20_031879	LOC129790552
OG0000621	ASTEI20_035003, ASTEI20_044240	LOC129789158
OG0000622	ASTEI20_044291	LOC129791514, LOC129795662, LOC129794311, LOC129795246
OG0000623	ASTEI20_044444, ASTEI20_039798, ASTEI20_032866	LOC129795989
OG0000624	ASTEI20_045250, ASTEI20_030850	LOC129787186
OG0000625	ASTEI20_041384	LOC129797405
OG0000626	ASTEI20_040404, ASTEI20_033336	LOC129787438
OG0000627	ASTEI20_043380, ASTEI20_044482	LOC129796028
OG0000629	ASTEI20_044768, ASTEI20_036712	LOC129789450, LOC129796880, LOC129791990
OG0000631	ASTEI20_042189	LOC129790689, LOC129790682, LOC129790676, LOC129790648, LOC129790687, LOC129789197, LOC129790679
OG0000632	ASTEI20_046127, ASTEI20_036447	LOC129790746
OG0000633	ASTEI20_032149, ASTEI20_034452	LOC129789117
OG0000634	ASTEI20_034663, ASTEI20_044651	LOC129789630, LOC129790889, LOC129794049
OG0000635	ASTEI20_033652, ASTEI20_040942	LOC129793876
OG0000636	ASTEI20_036562, ASTEI20_041621	LOC129792190
OG0000637	ASTEI20_033096, ASTEI20_034420	LOC129794946
OG0000639	ASTEI20_041346, ASTEI20_035907	LOC129792772
OG0000640	ASTEI20_033633	LOC129788673
OG0000641	ASTEI20_036755	LOC129787296
OG0000643	ASTEI20_034280	LOC129796821, LOC129792422, LOC129796228
OG0000644	ASTEI20_040015	LOC129794535, LOC129794595, LOC129795223, LOC129795224
OG0000645	ASTEI20_044424, ASTEI20_038350	LOC129794232
OG0000647	ASTEI20_041470, ASTEI20_045698	LOC129787355
OG0000650	ASTEI20_034631	LOC129789372
OG0000651	ASTEI20_044038, ASTEI20_041186	LOC129788154, LOC129786032
OG0000652	ASTEI20_032794, ASTEI20_041989	LOC129786179
OG0000654	ASTEI20_042985, ASTEI20_043626	LOC129790933
OG0000656	ASTEI20_043798	LOC129790214
OG0000657	ASTEI20_037447	LOC129790497, LOC129790495
OG0000658	ASTEI20_042425	LOC129786084
OG0000661	ASTEI20_045619, ASTEI20_043795, ASTEI20_041395	LOC129793785, LOC129791227
OG0000662	ASTEI20_036989, ASTEI20_038394	LOC129795022
OG0000663	ASTEI20_043505, ASTEI20_036063	LOC129791581, LOC129795004
OG0000664	ASTEI20_030816	LOC129788373, LOC129788783
OG0000665	ASTEI20_043790	LOC129797714
OG0000665	ASTEI20_040364	LOC129797715
OG0000666	ASTEI20_031715	LOC129789920
OG0000668	ASTEI20_041617, ASTEI20_040675	LOC129789518
OG0000671	ASTEI20_033489, ASTEI20_035422	LOC129796439
OG0000672	ASTEI20_042831	LOC129797850
OG0000673	ASTEI20_034787	LOC129790089
OG0000674	ASTEI20_040597	LOC129794686
OG0000675	ASTEI20_036005	LOC129792563
OG0000676	ASTEI20_045253	LOC129792412, LOC129792447, LOC129786950
OG0000677	ASTEI20_041352, ASTEI20_046051	LOC129792367
OG0000678	ASTEI20_040632, ASTEI20_034866	LOC129793735, LOC129793408
OG0000679	ASTEI20_035762, ASTEI20_041118	LOC129791603
OG0000680	ASTEI20_031200	LOC129785935
OG0000681	ASTEI20_039667	LOC129792486
OG0000682	ASTEI20_046074, ASTEI20_037885	LOC129797098
OG0000683	ASTEI20_041410, ASTEI20_044101, ASTEI20_033021	LOC129788436
OG0000684	ASTEI20_042093, ASTEI20_045238	LOC129790629
OG0000694	ASTEI20_041192	LOC129794508
OG0000698	ASTEI20_031490	LOC129787630
OG0000698	ASTEI20_035667	LOC129796776
OG0000701	ASTEI20_038815, ASTEI20_037838	LOC129796793
OG0000704	ASTEI20_042619, ASTEI20_038664	LOC129797389
OG0000705	ASTEI20_042623	LOC129796588
OG0000706	ASTEI20_040065	LOC129797846
OG0000707	ASTEI20_042481	LOC129792435
OG0000708	ASTEI20_034646, ASTEI20_037384	LOC129787482
OG0000709	ASTEI20_042639, ASTEI20_035313	LOC129789636
OG0000710	ASTEI20_033026, ASTEI20_045896	LOC129791310
OG0000713	ASTEI20_043731	LOC129792499
OG0000714	ASTEI20_041086, ASTEI20_031182	LOC129792793
OG0000715	ASTEI20_037706, ASTEI20_043023	LOC129796879
OG0000716	ASTEI20_033629, ASTEI20_041196	LOC129787130
OG0000717	ASTEI20_032663	LOC129794764, LOC129786762
OG0000717	ASTEI20_041443	LOC129786764
OG0000718	ASTEI20_034424	LOC129796921
OG0000720	ASTEI20_040950	LOC129796031
OG0000721	ASTEI20_034084, ASTEI20_035049	LOC129788149
OG0000722	ASTEI20_033287	LOC129786896
OG0000723	ASTEI20_039107, ASTEI20_043899	LOC129794187
OG0000725	ASTEI20_043335, ASTEI20_035800	LOC129791110
OG0000726	ASTEI20_039608, ASTEI20_037590	LOC129788835
OG0000727	ASTEI20_043472	LOC129796652
OG0000728	ASTEI20_032388, ASTEI20_040426, ASTEI20_036046	LOC129794810
OG0000729	ASTEI20_042200, ASTEI20_040151	LOC129791068
OG0000730	ASTEI20_044904	LOC129796264
OG0000731	ASTEI20_044451, ASTEI20_031889, ASTEI20_031875	LOC129789026
OG0000732	ASTEI20_039673, ASTEI20_031041	LOC129797450
OG0000733	ASTEI20_038325, ASTEI20_044652	LOC129785863, LOC129785872
OG0000734	ASTEI20_040309, ASTEI20_043083	LOC129789331
OG0000735	ASTEI20_038947, ASTEI20_040845	LOC129794676
OG0000736	ASTEI20_037342, ASTEI20_042261, ASTEI20_042182	LOC129793708
OG0000737	ASTEI20_041073	LOC129796348, LOC129788882, LOC129795358, LOC129791062, LOC129791063
OG0000738	ASTEI20_034436, ASTEI20_040787	LOC129793763
OG0000739	ASTEI20_041642	LOC129792495
OG0000739	ASTEI20_037468, ASTEI20_037469	LOC129793879
OG0000740	ASTEI20_043165	LOC129787177, LOC129790677
OG0000741	ASTEI20_044735	LOC129797548
OG0000743	ASTEI20_042644, ASTEI20_030874	LOC129794837
OG0000745	ASTEI20_034158, ASTEI20_032748	LOC129786239
OG0000746	ASTEI20_034581	LOC129787579, LOC129787575, LOC129792742, LOC129787572
OG0000747	ASTEI20_043260, ASTEI20_036353	LOC129785899
OG0000748	ASTEI20_039121	LOC129796516
OG0000749	ASTEI20_039921, ASTEI20_043173	LOC129790710
OG0000751	ASTEI20_043371	LOC129792694
OG0000752	ASTEI20_043822, ASTEI20_036265	LOC129790897
OG0000754	ASTEI20_034077	LOC129795829, LOC129795608, LOC129794471, LOC129792308
OG0000755	ASTEI20_033644	LOC129785867
OG0000760	ASTEI20_032155	LOC129787524
OG0000761	ASTEI20_046085	LOC129788153
OG0000762	ASTEI20_037826	LOC129796373
OG0000763	ASTEI20_032476, ASTEI20_045816	LOC129792352
OG0000764	ASTEI20_032434	LOC129790190, LOC129790181
OG0000765	ASTEI20_032571	LOC129789275
OG0000766	ASTEI20_030954	LOC129786356
OG0000767	ASTEI20_034959	LOC129795536
OG0000769	ASTEI20_039990, ASTEI20_044293	LOC129794848
OG0000770	ASTEI20_039892	LOC129786315
OG0000771	ASTEI20_032854	LOC129790610
OG0000772	ASTEI20_036885, ASTEI20_035668	LOC129792370
OG0000773	ASTEI20_043468, ASTEI20_034825	LOC129792988
OG0000774	ASTEI20_043729	LOC129795444
OG0000775	ASTEI20_041717	LOC129792524, LOC129792514
OG0000776	ASTEI20_038588	LOC129789709, LOC129795694
OG0000777	ASTEI20_031695	LOC129796454
OG0000778	ASTEI20_033706	LOC129797210
OG0000778	ASTEI20_031392	LOC129795529
OG0000779	ASTEI20_031977, ASTEI20_039029	LOC129793955
OG0000786	ASTEI20_043435	LOC129787036
OG0000786	ASTEI20_035440	LOC129787035
OG0000799	ASTEI20_030862	LOC129793175
OG0000800	ASTEI20_035513	LOC129795872
OG0000802	ASTEI20_039903, ASTEI20_033998	LOC129791127
OG0000805	ASTEI20_045323	LOC129793176
OG0000805	ASTEI20_036191	LOC129793153
OG0000807	ASTEI20_038033	LOC129788809
OG0000808	ASTEI20_039245	LOC129790680
OG0000809	ASTEI20_035120, ASTEI20_035445	LOC129791710
OG0000810	ASTEI20_039483, ASTEI20_046097	LOC129788735
OG0000811	ASTEI20_044563, ASTEI20_045076	LOC129788764
OG0000813	ASTEI20_037179	LOC129791403
OG0000814	ASTEI20_038002	LOC129787257
OG0000815	ASTEI20_032132	LOC129797564
OG0000816	ASTEI20_035781	LOC129797354
OG0000817	ASTEI20_035275, ASTEI20_041498	LOC129787592
OG0000818	ASTEI20_031764	LOC129795093, LOC129795251, LOC129791377, LOC129795090, LOC129795163, LOC129795057, LOC129795174
OG0000821	ASTEI20_035913	LOC129790272
OG0000823	ASTEI20_037538	LOC129794529
OG0000825	ASTEI20_040682	LOC129791777
OG0000826	ASTEI20_040369, ASTEI20_037448	LOC129790956
OG0000827	ASTEI20_034623	LOC129794122
OG0000828	ASTEI20_041164	LOC129788185, LOC129788181
OG0000829	ASTEI20_030906	LOC129789057
OG0000830	ASTEI20_041246	LOC129790240
OG0000831	ASTEI20_041343	LOC129791176, LOC129791175
OG0000832	ASTEI20_031357, ASTEI20_034075	LOC129794224
OG0000834	ASTEI20_034731	LOC129791780
OG0000835	ASTEI20_043704	LOC129792918
OG0000836	ASTEI20_038803	LOC129790329
OG0000837	ASTEI20_042660	LOC129794116
OG0000838	ASTEI20_031314	LOC129789521
OG0000840	ASTEI20_045806	LOC129791262
OG0000841	ASTEI20_043463	LOC129794927
OG0000841	ASTEI20_036869	LOC129790946
OG0000843	ASTEI20_039772	LOC129786227
OG0000845	ASTEI20_041161	LOC129792536
OG0000846	ASTEI20_043008	LOC129787444
OG0000846	ASTEI20_032168	LOC129787472
OG0000847	ASTEI20_031099, ASTEI20_044161	LOC129791272
OG0000849	ASTEI20_042112	LOC129795434, LOC129788080, LOC129790226, LOC129791276
OG0000850	ASTEI20_031769, ASTEI20_041948	LOC129791444
OG0000852	ASTEI20_035599	LOC129788599
OG0000854	ASTEI20_034595	LOC129793009
OG0000855	ASTEI20_032493, ASTEI20_042132	LOC129789897
OG0000856	ASTEI20_036510, ASTEI20_041735	LOC129790813, LOC129792104, LOC129786181
OG0000857	ASTEI20_042730, ASTEI20_040336	LOC129785877
OG0000858	ASTEI20_034712	LOC129785850
OG0000859	ASTEI20_037362	LOC129788037
OG0000860	ASTEI20_043892	LOC129786266
OG0000863	ASTEI20_039681	LOC129793328
OG0000864	ASTEI20_040084	LOC129793138
OG0000865	ASTEI20_044183	LOC129790135
OG0000866	ASTEI20_036038	LOC129792732
OG0000867	ASTEI20_041802, ASTEI20_036774	LOC129786070
OG0000868	ASTEI20_031032	LOC129792166
OG0000870	ASTEI20_041721, ASTEI20_039027	LOC129787090
OG0000872	ASTEI20_035045	LOC129797115
OG0000873	ASTEI20_037241	LOC129792698
OG0000874	ASTEI20_032447, ASTEI20_036343	LOC129790074
OG0000875	ASTEI20_031975	LOC129788011
OG0000876	ASTEI20_038171	LOC129797362
OG0000876	ASTEI20_036250	LOC129797390
OG0000877	ASTEI20_040971, ASTEI20_037309	LOC129788029
OG0000878	ASTEI20_041893, ASTEI20_036003	LOC129793385
OG0000879	ASTEI20_043715	LOC129786508, LOC129786528, LOC129786530
OG0000881	ASTEI20_044067	LOC129797026
OG0000882	ASTEI20_039800	LOC129795525
OG0000883	ASTEI20_038661, ASTEI20_031209	LOC129791918
OG0000884	ASTEI20_040416	LOC129796295
OG0000885	ASTEI20_046138	LOC129787789
OG0000886	ASTEI20_044506, ASTEI20_037892	LOC129793963
OG0000887	ASTEI20_038548, ASTEI20_045008	LOC129789293
OG0000888	ASTEI20_033933	LOC129790593
OG0000889	ASTEI20_045458	LOC129793644
OG0000890	ASTEI20_045313	LOC129786434
OG0000893	ASTEI20_039923	LOC129788074
OG0000894	ASTEI20_036594	LOC129790516, LOC129789882
OG0000895	ASTEI20_042878	LOC129797858
OG0000896	ASTEI20_034832	LOC129788923, LOC129790573
OG0000900	ASTEI20_039875	LOC129791238
OG0000901	ASTEI20_038514, ASTEI20_032584	LOC129795564
OG0000902	ASTEI20_033803, ASTEI20_039735	LOC129789494
OG0000904	ASTEI20_036389, ASTEI20_039996	LOC129788200, LOC129786071
OG0000906	ASTEI20_039052	LOC129792596
OG0000907	ASTEI20_030972, ASTEI20_043706	LOC129790351
OG0000908	ASTEI20_032103, ASTEI20_036217	LOC129790100
OG0000909	ASTEI20_040014	LOC129796560
