Orthogroup	AstephensiUCISS2018	AaegyptiLVP_AGWG
OG0000230	ASTEI20_034005	AAEL021401, AAEL006228, AAEL024098, AAEL001015, AAEL005000
OG0000231	ASTEI20_040405, ASTEI20_043476	AAEL001743, AAEL001735, AAEL008873, AAEL008866, AAEL008869, AAEL008872
OG0000232	ASTEI20_044096, ASTEI20_038687, ASTEI20_044010, ASTEI20_040318, ASTEI20_040000, ASTEI20_042206	AAEL002043, AAEL026706
OG0000233	ASTEI20_041338	AAEL007602, AAEL003060
OG0000233	ASTEI20_038872	AAEL009843
OG0000234	ASTEI20_043253	AAEL019609
OG0000234	ASTEI20_031455	AAEL007447
OG0000234	ASTEI20_040171	AAEL007449
OG0000235	ASTEI20_044011	AAEL008843, AAEL008580, AAEL024616
OG0000236	ASTEI20_036868, ASTEI20_032536	AAEL009206
OG0000237	ASTEI20_039839, ASTEI20_031027	AAEL022081, AAEL012350
OG0000238	ASTEI20_032600, ASTEI20_033232, ASTEI20_038462	AAEL020346
OG0000244	ASTEI20_035715	AAEL001196
OG0000245	ASTEI20_043968, ASTEI20_037895	AAEL010893
OG0000245	ASTEI20_036396	AAEL000843, AAEL010894
OG0000246	ASTEI20_041860, ASTEI20_034647, ASTEI20_037168, ASTEI20_031502	AAEL001059
OG0000247	ASTEI20_032101	AAEL001683, AAEL001677
OG0000247	ASTEI20_044238	AAEL001704
OG0000248	ASTEI20_042839	AAEL018041
OG0000249	ASTEI20_039526, ASTEI20_038673	AAEL003738, AAEL003726, AAEL003740, AAEL003728, AAEL023973
OG0000250	ASTEI20_043607	AAEL004580
OG0000250	ASTEI20_038490	AAEL004582
OG0000250	ASTEI20_033739	AAEL004575
OG0000251	ASTEI20_040414	AAEL006353, AAEL006344
OG0000251	ASTEI20_042173	AAEL006338
OG0000252	ASTEI20_040133	AAEL007257, AAEL007251, AAEL014554
OG0000252	ASTEI20_045800	AAEL024448
OG0000253	ASTEI20_036887	AAEL007993, AAEL007992
OG0000254	ASTEI20_033239	AAEL012040
OG0000254	ASTEI20_034532	AAEL009916
OG0000255	ASTEI20_042761, ASTEI20_044933	AAEL012770, AAEL012762, AAEL020553, AAEL011761, AAEL022568, AAEL012769, AAEL012765
OG0000256	ASTEI20_042134, ASTEI20_044073	AAEL012425, AAEL012422
OG0000257	ASTEI20_033195, ASTEI20_036760	AAEL019890, AAEL027350
OG0000259	ASTEI20_033256	AAEL022953, AAEL025308
OG0000265	ASTEI20_044851, ASTEI20_037660	AAEL008213, AAEL008211
OG0000265	ASTEI20_038227	AAEL000249
OG0000266	ASTEI20_042056	AAEL013662
OG0000266	ASTEI20_041270, ASTEI20_035075	AAEL000757
OG0000267	ASTEI20_032809	AAEL001061
OG0000267	ASTEI20_044700	AAEL010582
OG0000268	ASTEI20_032301, ASTEI20_032365	AAEL002690
OG0000269	ASTEI20_045911, ASTEI20_044456	AAEL003195, AAEL026083, AAEL023346, AAEL003196, AAEL020734, AAEL021498, AAEL003181, AAEL022449, AAEL003201, AAEL028198, AAEL003187, AAEL024002
OG0000270	ASTEI20_032190, ASTEI20_043741, ASTEI20_040825, ASTEI20_034360, ASTEI20_030843	AAEL003444, AAEL003439
OG0000271	ASTEI20_031771	AAEL004778
OG0000271	ASTEI20_037473, ASTEI20_034514	AAEL017453
OG0000271	ASTEI20_038183	AAEL004739
OG0000272	ASTEI20_042478	AAEL008858
OG0000272	ASTEI20_037724	AAEL008876
OG0000273	ASTEI20_032020	AAEL008928
OG0000273	ASTEI20_043316	AAEL008931
OG0000274	ASTEI20_031515	AAEL010098, AAEL010099
OG0000274	ASTEI20_037692	AAEL024977
OG0000275	ASTEI20_033361	AAEL012343, AAEL012349, AAEL023211
OG0000276	ASTEI20_041437	AAEL013044, AAEL013048, AAEL013054
OG0000277	ASTEI20_032397, ASTEI20_034533, ASTEI20_041241	AAEL013198, AAEL026420
OG0000278	ASTEI20_037609, ASTEI20_041680, ASTEI20_037766	AAEL013217
OG0000279	ASTEI20_038838	AAEL017402
OG0000279	ASTEI20_033582	AAEL024828
OG0000279	ASTEI20_042793	AAEL021930, AAEL025608
OG0000280	ASTEI20_038614, ASTEI20_035880	AAEL029034
OG0000280	ASTEI20_042533	AAEL029031
OG0000285	ASTEI20_039558	AAEL000029
OG0000285	ASTEI20_040836, ASTEI20_032893	AAEL000024
OG0000287	ASTEI20_037346, ASTEI20_036690, ASTEI20_042314, ASTEI20_038723	AAEL001221
OG0000288	ASTEI20_040021	AAEL020558, AAEL001320, AAEL001292, AAEL025530, AAEL001312, AAEL001807, AAEL009591
OG0000289	ASTEI20_035189, ASTEI20_042758, ASTEI20_044666	AAEL003317, AAEL003297, AAEL003298
OG0000290	ASTEI20_044792, ASTEI20_037666, ASTEI20_038975	AAEL004103, AAEL004092
OG0000291	ASTEI20_030896	AAEL004592
OG0000291	ASTEI20_045384	AAEL024570
OG0000292	ASTEI20_039963, ASTEI20_033519	AAEL004935
OG0000292	ASTEI20_041276	AAEL004923
OG0000293	ASTEI20_035645	AAEL019520
OG0000293	ASTEI20_034344, ASTEI20_033682	AAEL005702, AAEL010609
OG0000294	ASTEI20_031593	AAEL022989, AAEL007040
OG0000294	ASTEI20_040737	AAEL006160
OG0000295	ASTEI20_037344, ASTEI20_045100	AAEL006385
OG0000297	ASTEI20_045280	AAEL006818
OG0000297	ASTEI20_032765	AAEL006829
OG0000298	ASTEI20_034983	AAEL009528, AAEL008380
OG0000299	ASTEI20_043508	AAEL007893
OG0000299	ASTEI20_043361	AAEL008152, AAEL027985, AAEL008159
OG0000300	ASTEI20_041810	AAEL009978
OG0000302	ASTEI20_037810	AAEL015566, AAEL015567
OG0000302	ASTEI20_032730	AAEL011499
OG0000303	ASTEI20_031481	AAEL019496, AAEL026551, AAEL011563
OG0000304	ASTEI20_032574, ASTEI20_040412	AAEL014541
OG0000304	ASTEI20_038833	AAEL014537
OG0000305	ASTEI20_045186	AAEL019599
OG0000306	ASTEI20_040184, ASTEI20_037498, ASTEI20_031684	AAEL022773
OG0000317	ASTEI20_039777	AAEL000039, AAEL000089, AAEL000066, AAEL000018
OG0000318	ASTEI20_036009, ASTEI20_037274, ASTEI20_039300	AAEL000690
OG0000319	ASTEI20_040641	AAEL026313, AAEL027346
OG0000319	ASTEI20_033005	AAEL001010
OG0000320	ASTEI20_045533, ASTEI20_032760	AAEL002288, AAEL002301
OG0000321	ASTEI20_030893, ASTEI20_036304	AAEL002904
OG0000324	ASTEI20_045797, ASTEI20_046008	AAEL005749
OG0000324	ASTEI20_039356	AAEL005763
OG0000325	ASTEI20_043377	AAEL005759, AAEL007339, AAEL005890
OG0000326	ASTEI20_032355	AAEL007169
OG0000326	ASTEI20_032820	AAEL006077
OG0000327	ASTEI20_038754	AAEL006684, AAEL012580, AAEL021830, AAEL024894, AAEL019749, AAEL019750, AAEL027138, AAEL010580, AAEL006679, AAEL022785, AAEL025034
OG0000328	ASTEI20_033819	AAEL026562, AAEL006696
OG0000328	ASTEI20_039971, ASTEI20_038873	AAEL022561, AAEL006692
OG0000329	ASTEI20_044913	AAEL008634
OG0000329	ASTEI20_036280	AAEL008622
OG0000330	ASTEI20_044754	AAEL012245
OG0000330	ASTEI20_035799	AAEL009580
OG0000331	ASTEI20_032134	AAEL011658
OG0000331	ASTEI20_036042, ASTEI20_041568	AAEL011662
OG0000332	ASTEI20_039853, ASTEI20_034921, ASTEI20_045032	AAEL011931
OG0000333	ASTEI20_033832, ASTEI20_043402, ASTEI20_042167	AAEL012421
OG0000334	ASTEI20_040088	AAEL013154
OG0000336	ASTEI20_031275	AAEL024525
OG0000336	ASTEI20_036479	AAEL021016
OG0000344	ASTEI20_035939	AAEL000073
OG0000344	ASTEI20_043326, ASTEI20_035416	AAEL012377
OG0000346	ASTEI20_045660	AAEL000216, AAEL004949, AAEL004953, AAEL004947
OG0000347	ASTEI20_031950	AAEL000861, AAEL000859
OG0000348	ASTEI20_033292, ASTEI20_032825, ASTEI20_036788	AAEL000890, AAEL000896
OG0000349	ASTEI20_042703	AAEL013997
OG0000349	ASTEI20_045738	AAEL001041
OG0000350	ASTEI20_039801	AAEL001248, AAEL001256, AAEL001278, AAEL001258, AAEL014835, AAEL001286, AAEL001263
OG0000351	ASTEI20_034293	AAEL001519
OG0000352	ASTEI20_033316	AAEL024332, AAEL001566
OG0000352	ASTEI20_043163	AAEL005791
OG0000353	ASTEI20_034917	AAEL001745, AAEL001732
OG0000353	ASTEI20_036057	AAEL001740
OG0000354	ASTEI20_036334	AAEL002541
OG0000355	ASTEI20_045115, ASTEI20_044983, ASTEI20_041255	AAEL002967
OG0000355	ASTEI20_034632, ASTEI20_036496	AAEL002979
OG0000356	ASTEI20_034566	AAEL003069
OG0000357	ASTEI20_036590	AAEL003506
OG0000357	ASTEI20_038026	AAEL003504
OG0000359	ASTEI20_035699, ASTEI20_034142	AAEL010434, AAEL006138, AAEL006126
OG0000360	ASTEI20_039873	AAEL006355, AAEL006361
OG0000360	ASTEI20_038810	AAEL006337
OG0000361	ASTEI20_035602	AAEL006605, AAEL006620
OG0000361	ASTEI20_032581	AAEL006624
OG0000362	ASTEI20_040345, ASTEI20_045507	AAEL027003, AAEL007951, AAEL023692
OG0000363	ASTEI20_035518	AAEL009863
OG0000363	ASTEI20_034937	AAEL009860, AAEL020112, AAEL022139
OG0000364	ASTEI20_038622, ASTEI20_043965, ASTEI20_032740, ASTEI20_045922	AAEL011346, AAEL011348, AAEL009968
OG0000365	ASTEI20_041403, ASTEI20_041427	AAEL011314
OG0000365	ASTEI20_043238	AAEL011313
OG0000366	ASTEI20_031333, ASTEI20_045960	AAEL019797, AAEL019798, AAEL011797, AAEL011798
OG0000367	ASTEI20_045208, ASTEI20_036592, ASTEI20_039650, ASTEI20_042176	AAEL012509
OG0000368	ASTEI20_036695	AAEL012866, AAEL012870, AAEL012860
OG0000369	ASTEI20_043082	AAEL022846
OG0000369	ASTEI20_035506	AAEL019808
OG0000370	ASTEI20_034666	AAEL017446
OG0000370	ASTEI20_041792	AAEL017182
OG0000371	ASTEI20_032501, ASTEI20_034163	AAEL019862
OG0000372	ASTEI20_034288	AAEL023438
OG0000372	ASTEI20_042785	AAEL021785
OG0000380	ASTEI20_040077	AAEL000012
OG0000380	ASTEI20_034008	AAEL024813
OG0000381	ASTEI20_042707	AAEL008574
OG0000381	ASTEI20_041656	AAEL000735
OG0000382	ASTEI20_045571	AAEL000797
OG0000382	ASTEI20_037496	AAEL000834
OG0000383	ASTEI20_044278	AAEL000810
OG0000383	ASTEI20_039308	AAEL019951
OG0000384	ASTEI20_036930, ASTEI20_043050, ASTEI20_033769	AAEL000910
OG0000387	ASTEI20_040213	AAEL001769
OG0000387	ASTEI20_032306, ASTEI20_045298, ASTEI20_044440	AAEL002083
OG0000388	ASTEI20_042922	AAEL027351, AAEL003190, AAEL020406
OG0000389	ASTEI20_037867	AAEL003708
OG0000389	ASTEI20_043353	AAEL003727
OG0000390	ASTEI20_036258	AAEL009682, AAEL008411, AAEL023723, AAEL004505, AAEL010959, AAEL010957
OG0000391	ASTEI20_045380	AAEL005160
OG0000391	ASTEI20_040058	AAEL006372
OG0000392	ASTEI20_038467, ASTEI20_036830	AAEL005725
OG0000393	ASTEI20_036525	AAEL005918
OG0000393	ASTEI20_040256	AAEL025460
OG0000394	ASTEI20_042711	AAEL006264
OG0000394	ASTEI20_039755	AAEL006274, AAEL022795
OG0000395	ASTEI20_041652	AAEL006675
OG0000395	ASTEI20_044570	AAEL010567
OG0000396	ASTEI20_039659	AAEL006978
OG0000396	ASTEI20_041335	AAEL022582, AAEL026610
OG0000397	ASTEI20_045152	AAEL008672
OG0000397	ASTEI20_032426	AAEL008138
OG0000398	ASTEI20_040561, ASTEI20_037679	AAEL008295, AAEL008294, AAEL008288, AAEL008284
OG0000399	ASTEI20_035274	AAEL008784
OG0000399	ASTEI20_039406	AAEL008782, AAEL008767
OG0000400	ASTEI20_038813	AAEL023342
OG0000400	ASTEI20_043685	AAEL009218
OG0000401	ASTEI20_039363, ASTEI20_033254	AAEL019824
OG0000401	ASTEI20_033275	AAEL009275
OG0000402	ASTEI20_035900	AAEL009769, AAEL009767
OG0000403	ASTEI20_044273	AAEL011204
OG0000403	ASTEI20_032491	AAEL014297
OG0000404	ASTEI20_039827, ASTEI20_031382	AAEL012131
OG0000404	ASTEI20_035181, ASTEI20_045422	AAEL012128
OG0000405	ASTEI20_031554	AAEL023643, AAEL012560, AAEL012558
OG0000406	ASTEI20_031390	AAEL012839
OG0000407	ASTEI20_032342	AAEL013047
OG0000408	ASTEI20_040195	AAEL013603, AAEL014627
OG0000408	ASTEI20_032859	AAEL029115
OG0000409	ASTEI20_041637	AAEL014207
OG0000409	ASTEI20_041911	AAEL023753
OG0000410	ASTEI20_034967	AAEL014438, AAEL014437, AAEL024413, AAEL020644
OG0000411	ASTEI20_043829	AAEL017381
OG0000411	ASTEI20_033479	AAEL017145
OG0000412	ASTEI20_044317	AAEL018189
OG0000413	ASTEI20_032324	AAEL023231, AAEL019947
OG0000414	ASTEI20_043791	AAEL020078
OG0000416	ASTEI20_039581	AAEL020856, AAEL025917
OG0000417	ASTEI20_041261	AAEL027664
OG0000417	ASTEI20_032812	AAEL022731
OG0000428	ASTEI20_034733, ASTEI20_034682, ASTEI20_039888	AAEL000616, AAEL003045
OG0000429	ASTEI20_041693	AAEL003888
OG0000429	ASTEI20_045721, ASTEI20_036604, ASTEI20_042496	AAEL000795
OG0000430	ASTEI20_036782, ASTEI20_031340	AAEL001625
OG0000430	ASTEI20_036151	AAEL001601
OG0000431	ASTEI20_041567, ASTEI20_040731	AAEL008711
OG0000431	ASTEI20_039144	AAEL001728
OG0000432	ASTEI20_040747	AAEL002406
OG0000432	ASTEI20_034760	AAEL001814
OG0000433	ASTEI20_040644	AAEL021665
OG0000433	ASTEI20_035859, ASTEI20_033052	AAEL002951
OG0000434	ASTEI20_045054	AAEL003467, AAEL019870
OG0000435	ASTEI20_038293	AAEL027792, AAEL003841, AAEL003857, AAEL003832
OG0000436	ASTEI20_038031	AAEL005854, AAEL005855, AAEL024941, AAEL022122, AAEL019981, AAEL003956
OG0000437	ASTEI20_041490	AAEL004030
OG0000437	ASTEI20_033449	AAEL004016, AAEL004020
OG0000438	ASTEI20_044491, ASTEI20_043518	AAEL004018, AAEL004031
OG0000439	ASTEI20_043990	AAEL007450
OG0000439	ASTEI20_037600	AAEL004283
OG0000440	ASTEI20_032323	AAEL024667, AAEL004366
OG0000441	ASTEI20_042306, ASTEI20_036184	AAEL004705
OG0000442	ASTEI20_040702	AAEL025111
OG0000442	ASTEI20_040317	AAEL005002
OG0000443	ASTEI20_033330	AAEL005409, AAEL022054
OG0000443	ASTEI20_045939	AAEL010676
OG0000445	ASTEI20_041326	AAEL019688
OG0000445	ASTEI20_044012	AAEL005848
OG0000446	ASTEI20_044752	AAEL006365, AAEL006368
OG0000446	ASTEI20_045914	AAEL006384
OG0000447	ASTEI20_035921, ASTEI20_036895	AAEL007143
OG0000447	ASTEI20_045843	AAEL007146
OG0000448	ASTEI20_039131	AAEL007225
OG0000448	ASTEI20_035453	AAEL009881
OG0000449	ASTEI20_044910	AAEL007719
OG0000450	ASTEI20_035678	AAEL007963
OG0000450	ASTEI20_038473	AAEL023187
OG0000451	ASTEI20_040244	AAEL008078
OG0000452	ASTEI20_032646	AAEL008365
OG0000453	ASTEI20_038848	AAEL010244
OG0000454	ASTEI20_040653	AAEL010500
OG0000455	ASTEI20_043217	AAEL010522
OG0000456	ASTEI20_042221	AAEL017128
OG0000456	ASTEI20_044668	AAEL010540
OG0000457	ASTEI20_036516	AAEL013757
OG0000457	ASTEI20_039941	AAEL011169
OG0000458	ASTEI20_041659, ASTEI20_046062, ASTEI20_030965	AAEL012266
OG0000459	ASTEI20_038648	AAEL013200, AAEL013190, AAEL019647, AAEL027709, AAEL013193, AAEL024133
OG0000460	ASTEI20_036157	AAEL018317
OG0000461	ASTEI20_045433	AAEL020210, AAEL021084
OG0000461	ASTEI20_035860	AAEL021318
OG0000462	ASTEI20_037502, ASTEI20_042379	AAEL020849
OG0000463	ASTEI20_035779, ASTEI20_044901, ASTEI20_041629, ASTEI20_036724, ASTEI20_033904, ASTEI20_041237, ASTEI20_031922, ASTEI20_042539, ASTEI20_034696, ASTEI20_032344, ASTEI20_035753, ASTEI20_043136, ASTEI20_039325, ASTEI20_032742	AAEL021005
OG0000464	ASTEI20_044688, ASTEI20_036234	AAEL026008
OG0000464	ASTEI20_040750	AAEL026833
OG0000465	ASTEI20_041528, ASTEI20_034169	AAEL024837
OG0000466	ASTEI20_038266, ASTEI20_039358, ASTEI20_045228	AAEL025198
OG0000477	ASTEI20_034459	AAEL000119
OG0000477	ASTEI20_031328	AAEL017533
OG0000478	ASTEI20_042435	AAEL000576
OG0000478	ASTEI20_043336	AAEL004992
OG0000479	ASTEI20_036926, ASTEI20_033540	AAEL010395, AAEL000595
OG0000480	ASTEI20_044004, ASTEI20_033719, ASTEI20_043012	AAEL000851
OG0000481	ASTEI20_038127	AAEL001271
OG0000481	ASTEI20_034254	AAEL026886
OG0000482	ASTEI20_040294	AAEL001307
OG0000482	ASTEI20_035220	AAEL001293
OG0000483	ASTEI20_046009	AAEL001638
OG0000484	ASTEI20_039134	AAEL004277
OG0000484	ASTEI20_032451	AAEL001670
OG0000485	ASTEI20_037768	AAEL001965
OG0000485	ASTEI20_041653	AAEL002023
OG0000486	ASTEI20_032382	AAEL002176
OG0000486	ASTEI20_042498	AAEL006485
OG0000487	ASTEI20_042028	AAEL002214
OG0000487	ASTEI20_039840	AAEL007458
OG0000488	ASTEI20_038299, ASTEI20_042656	AAEL017538, AAEL002612, AAEL002619
OG0000489	ASTEI20_041468	AAEL002754
OG0000489	ASTEI20_042784	AAEL002745
OG0000490	ASTEI20_040243	AAEL003393, AAEL002827
OG0000491	ASTEI20_036635	AAEL021615
OG0000491	ASTEI20_039466	AAEL002861, AAEL002882
OG0000492	ASTEI20_035871	AAEL027482
OG0000492	ASTEI20_045934	AAEL003047
OG0000493	ASTEI20_040939, ASTEI20_042234	AAEL003395, AAEL020435
OG0000494	ASTEI20_033870	AAEL003417
OG0000494	ASTEI20_032431	AAEL004284
OG0000495	ASTEI20_035282	AAEL003934
OG0000495	ASTEI20_032883, ASTEI20_037893	AAEL003925
OG0000497	ASTEI20_045382	AAEL025454
OG0000497	ASTEI20_037285	AAEL004678
OG0000498	ASTEI20_035903	AAEL020981, AAEL004814
OG0000498	ASTEI20_041832	AAEL004821
OG0000499	ASTEI20_045587	AAEL004855
OG0000499	ASTEI20_044209	AAEL010884
OG0000500	ASTEI20_041628	AAEL005515
OG0000500	ASTEI20_038055	AAEL005049
OG0000501	ASTEI20_043725	AAEL017498, AAEL005955, AAEL005956
OG0000502	ASTEI20_041728	AAEL006014
OG0000503	ASTEI20_031803	AAEL006121, AAEL006136
OG0000504	ASTEI20_037781	AAEL006178
OG0000504	ASTEI20_036455	AAEL019506
OG0000505	ASTEI20_045172	AAEL014766, AAEL019978, AAEL006335
OG0000506	ASTEI20_040117	AAEL006378
OG0000506	ASTEI20_033754	AAEL006383
OG0000507	ASTEI20_041414	AAEL006381
OG0000507	ASTEI20_041289	AAEL009111
OG0000508	ASTEI20_043392, ASTEI20_035349, ASTEI20_032410	AAEL006575
OG0000509	ASTEI20_038831	AAEL006749
OG0000509	ASTEI20_035801	AAEL006737
OG0000510	ASTEI20_033762	AAEL007030
OG0000510	ASTEI20_039972	AAEL027019
OG0000511	ASTEI20_033393, ASTEI20_045020	AAEL017056, AAEL007039
OG0000512	ASTEI20_041881	AAEL008118
OG0000512	ASTEI20_033648	AAEL008109
OG0000514	ASTEI20_036623	AAEL014080
OG0000514	ASTEI20_033991	AAEL009948
OG0000515	ASTEI20_034553	AAEL010487
OG0000515	ASTEI20_034276	AAEL010477
OG0000516	ASTEI20_032940	AAEL011184
OG0000516	ASTEI20_038444	AAEL019717
OG0000517	ASTEI20_040378	AAEL011966, AAEL026805
OG0000518	ASTEI20_033369	AAEL012157
OG0000518	ASTEI20_032107	AAEL012153
OG0000519	ASTEI20_040559, ASTEI20_041085	AAEL013281, AAEL013283, AAEL013284
OG0000520	ASTEI20_041641	AAEL022306
OG0000520	ASTEI20_032992	AAEL014238
OG0000521	ASTEI20_042416	AAEL017096
OG0000521	ASTEI20_044133	AAEL017301
OG0000522	ASTEI20_038428	AAEL024144
OG0000522	ASTEI20_046044	AAEL019702
OG0000523	ASTEI20_038482	AAEL019706
OG0000524	ASTEI20_042547, ASTEI20_038645	AAEL022982, AAEL021737
OG0000525	ASTEI20_045684	AAEL026536, AAEL021977
OG0000526	ASTEI20_035259	AAEL027478
OG0000526	ASTEI20_040898	AAEL023040
OG0000527	ASTEI20_039423	AAEL027242
OG0000527	ASTEI20_042499	AAEL025125
OG0000528	ASTEI20_045012	AAEL025318
OG0000528	ASTEI20_030881	AAEL025990
OG0000534	ASTEI20_045701	AAEL001632
OG0000534	ASTEI20_033692	AAEL001672, AAEL001640
OG0000535	ASTEI20_040711, ASTEI20_040459	AAEL014493, AAEL002683
OG0000536	ASTEI20_035360	AAEL003093
OG0000536	ASTEI20_041850	AAEL012497
OG0000537	ASTEI20_041709	AAEL004921, AAEL003242, AAEL003231, AAEL003274, AAEL003256
OG0000538	ASTEI20_039788	AAEL004573
OG0000538	ASTEI20_037185	AAEL003622
OG0000539	ASTEI20_039944, ASTEI20_040382	AAEL003629
OG0000540	ASTEI20_040729	AAEL003810, AAEL003809, AAEL008232
OG0000541	ASTEI20_038990, ASTEI20_039267	AAEL003999, AAEL020652
OG0000542	ASTEI20_039372	AAEL004002
OG0000543	ASTEI20_035081, ASTEI20_034836	AAEL004070, AAEL004074
OG0000544	ASTEI20_038237	AAEL004492
OG0000544	ASTEI20_034674	AAEL005232
OG0000545	ASTEI20_036842	AAEL004645
OG0000546	ASTEI20_044898, ASTEI20_045436	AAEL025650
OG0000547	ASTEI20_033385	AAEL014873
OG0000547	ASTEI20_043826	AAEL004788
OG0000548	ASTEI20_034641	AAEL013885, AAEL004809
OG0000549	ASTEI20_042215, ASTEI20_034707	AAEL005165
OG0000550	ASTEI20_033645	AAEL010969, AAEL019614, AAEL019615, AAEL005668
OG0000551	ASTEI20_038495	AAEL015247, AAEL005821
OG0000552	ASTEI20_031270, ASTEI20_035763	AAEL007205, AAEL006114
OG0000553	ASTEI20_039011, ASTEI20_038476, ASTEI20_035372, ASTEI20_043810, ASTEI20_034770, ASTEI20_038525, ASTEI20_030821, ASTEI20_033051	AAEL006211
OG0000554	ASTEI20_042565	AAEL006503, AAEL006481
OG0000555	ASTEI20_041597	AAEL007793, AAEL007789, AAEL010405
OG0000556	ASTEI20_039864, ASTEI20_033691	AAEL007830
OG0000557	ASTEI20_037722, ASTEI20_043279	AAEL008072, AAEL026806
OG0000558	ASTEI20_045893	AAEL008374
OG0000558	ASTEI20_040611	AAEL024950
OG0000559	ASTEI20_044897	AAEL008655
OG0000559	ASTEI20_044255	AAEL008652
OG0000560	ASTEI20_039212	AAEL009214
OG0000560	ASTEI20_034474	AAEL013844
OG0000561	ASTEI20_034083	AAEL009606
OG0000561	ASTEI20_032907	AAEL009601
OG0000562	ASTEI20_037671	AAEL025827, AAEL009822
OG0000563	ASTEI20_033376	AAEL010485
OG0000563	ASTEI20_039362	AAEL010479
OG0000564	ASTEI20_036810	AAEL010781
OG0000564	ASTEI20_038563	AAEL010768
OG0000565	ASTEI20_034561, ASTEI20_043978	AAEL011025, AAEL021342
OG0000566	ASTEI20_036931	AAEL011330
OG0000566	ASTEI20_037016	AAEL011321
OG0000567	ASTEI20_043215	AAEL011504
OG0000568	ASTEI20_041157, ASTEI20_040815, ASTEI20_042101	AAEL014843, AAEL011708
OG0000569	ASTEI20_042222	AAEL018221
OG0000569	ASTEI20_032603	AAEL011774
OG0000570	ASTEI20_038382, ASTEI20_037872	AAEL012437
OG0000571	ASTEI20_046145	AAEL025617, AAEL012776, AAEL022651, AAEL022733, AAEL020609, AAEL026458
OG0000572	ASTEI20_045605	AAEL012837
OG0000573	ASTEI20_035427	AAEL012964
OG0000574	ASTEI20_037259, ASTEI20_036879	AAEL014050
OG0000576	ASTEI20_046026	AAEL015149
OG0000576	ASTEI20_035412	AAEL014686
OG0000577	ASTEI20_041713	AAEL017061, AAEL026582
OG0000579	ASTEI20_041978	AAEL017397
OG0000579	ASTEI20_044000	AAEL017542
OG0000581	ASTEI20_032779	AAEL018316
OG0000581	ASTEI20_034834	AAEL024199
OG0000582	ASTEI20_040931	AAEL026517
OG0000582	ASTEI20_039818	AAEL019650
OG0000583	ASTEI20_042980, ASTEI20_043115, ASTEI20_041640	AAEL020585
OG0000584	ASTEI20_038624, ASTEI20_042452	AAEL021082
OG0000585	ASTEI20_041849, ASTEI20_036469	AAEL025434, AAEL021685
OG0000586	ASTEI20_031342, ASTEI20_044118	AAEL023917, AAEL023063
OG0000588	ASTEI20_033837	AAEL028025
OG0000588	ASTEI20_032937	AAEL024908
OG0000606	ASTEI20_033665	AAEL000006, AAEL000080, AAEL000025
OG0000607	ASTEI20_042885, ASTEI20_045739	AAEL000215
OG0000607	ASTEI20_034728, ASTEI20_036316	AAEL011743
OG0000608	ASTEI20_031412, ASTEI20_034955	AAEL000715
OG0000609	ASTEI20_035298	AAEL001194
OG0000610	ASTEI20_043727, ASTEI20_041175	AAEL001247
OG0000611	ASTEI20_039290	AAEL001548
OG0000611	ASTEI20_037875	AAEL001586
OG0000612	ASTEI20_031753	AAEL009333
OG0000613	ASTEI20_045855, ASTEI20_041847	AAEL002124
OG0000614	ASTEI20_039250	AAEL014713
OG0000615	ASTEI20_039181	AAEL002257
OG0000615	ASTEI20_040540	AAEL002267
OG0000616	ASTEI20_040935, ASTEI20_041180	AAEL010773, AAEL002276
OG0000617	ASTEI20_038857	AAEL002366, AAEL021160
OG0000618	ASTEI20_035924, ASTEI20_031267	AAEL002534, AAEL025362
OG0000619	ASTEI20_036799	AAEL028229
OG0000619	ASTEI20_031879	AAEL002996
OG0000620	ASTEI20_041959	AAEL003232, AAEL029120, AAEL029121, AAEL003241, AAEL003225, AAEL003266
OG0000621	ASTEI20_044240	AAEL003234
OG0000622	ASTEI20_044291	AAEL003421
OG0000623	ASTEI20_044444, ASTEI20_039798, ASTEI20_032866	AAEL003442
OG0000624	ASTEI20_045250, ASTEI20_030850	AAEL003562, AAEL023067, AAEL003561
OG0000625	ASTEI20_041384	AAEL020823
OG0000626	ASTEI20_040404	AAEL020960
OG0000626	ASTEI20_033336	AAEL003781
OG0000627	ASTEI20_043380, ASTEI20_044482	AAEL003853
OG0000628	ASTEI20_046080, ASTEI20_034080, ASTEI20_040507	AAEL004043
OG0000629	ASTEI20_044768, ASTEI20_036712	AAEL015598, AAEL004081
OG0000630	ASTEI20_042898, ASTEI20_043119	AAEL004102
OG0000631	ASTEI20_042189	AAEL004774
OG0000632	ASTEI20_046127, ASTEI20_036447	AAEL005266
OG0000633	ASTEI20_032149, ASTEI20_034452	AAEL005520
OG0000634	ASTEI20_034663, ASTEI20_044651	AAEL005533
OG0000635	ASTEI20_033652, ASTEI20_040942	AAEL005619, AAEL009841
OG0000636	ASTEI20_036562	AAEL005676
OG0000636	ASTEI20_041621	AAEL026165
OG0000637	ASTEI20_033096, ASTEI20_034420	AAEL006394
OG0000638	ASTEI20_043693, ASTEI20_032313	AAEL006454, AAEL014082
