Orthogroup	Aalbopictus_AalbF5	AdirusWRAIR2
OG0000371	LOC115265256	ADIR007436
OG0000372	LOC109402069, LOC134285328	ADIR015735
OG0000376	LOC134286423	ADIR006762, ADIR004461, ADIR001984, ADIR008524
OG0000380	LOC134284314, LOC134290310	ADIR015576
OG0000380	LOC109400822	ADIR015577
OG0000381	LOC109431293	ADIR016122
OG0000381	LOC109418937	ADIR016121
OG0000382	LOC109408978	ADIR011633
OG0000382	LOC109426479	ADIR011634
OG0000383	LOC109413923	ADIR009909
OG0000383	LOC115260955	ADIR009553
OG0000384	LOC109397157	ADIR011575, ADIR011584, ADIR011574
OG0000386	LOC109406410	ADIR007470
OG0000387	LOC115267498	ADIR001678
OG0000387	LOC109404924	ADIR006893
OG0000388	LOC109412442, LOC109430335, LOC109430333	ADIR010377, ADIR010378, ADIR010640
OG0000389	LOC115254253	ADIR003638
OG0000390	LOC109428795, LOC115271008, LOC109429608, LOC109429601, LOC109429611, LOC109422133, LOC109422136, LOC109432597	ADIR009143
OG0000391	LOC109423211	ADIR006703
OG0000391	LOC115256097	ADIR000463
OG0000392	LOC109404501	ADIR015588, ADIR015589, ADIR015587
OG0000393	LOC109424077	ADIR008379
OG0000393	LOC109424074	ADIR008380
OG0000394	LOC109408907	ADIR009815
OG0000395	LOC109405903	ADIR004795
OG0000395	LOC109398706	ADIR000918
OG0000396	LOC109430162	ADIR006188
OG0000396	LOC109430163	ADIR006187
OG0000397	LOC109428250	ADIR005187
OG0000397	LOC109427075	ADIR002696
OG0000398	LOC109420163, LOC109420161, LOC109420162, LOC109410030	ADIR008789
OG0000399	LOC115263357	ADIR007577
OG0000400	LOC109407994	ADIR003792
OG0000400	LOC109405168	ADIR003582
OG0000401	LOC109418407	ADIR003313
OG0000401	LOC109412802	ADIR001782
OG0000402	LOC109397830, LOC109397831, LOC109405350, LOC134287499	ADIR004118, ADIR007659, ADIR007661
OG0000403	LOC109405351, LOC115255632	ADIR001185
OG0000403	LOC109398107	ADIR008736
OG0000404	LOC109401173, LOC109401146, LOC134284179	ADIR000386
OG0000405	LOC109409749, LOC109409746, LOC109432138	ADIR016033, ADIR016035
OG0000406	LOC109428655	ADIR010242, ADIR002392, ADIR002343
OG0000407	LOC109424709, LOC134283926	ADIR002282
OG0000407	LOC109424712, LOC134291633, LOC134285730	ADIR009590
OG0000408	LOC115260129, LOC115260130	ADIR001544
OG0000409	LOC109420930	ADIR004706, ADIR004703
OG0000409	LOC109412654	ADIR004705
OG0000410	LOC109415792, LOC115264861, LOC115266173, LOC109412327, LOC115266099, LOC109422540, LOC109422701, LOC109412339	ADIR002540
OG0000412	LOC134284900, LOC115256380	ADIR002367, ADIR002366
OG0000412	LOC115256649, LOC115256648	ADIR002365
OG0000413	LOC109397940	ADIR015533, ADIR015532, ADIR015501
OG0000414	LOC109424228	ADIR014057, ADIR000659, ADIR000660, ADIR000661
OG0000416	LOC115253908, LOC109426657, LOC109426655	ADIR007938
OG0000416	LOC109426741, LOC109417941	ADIR007755
OG0000417	LOC109411049	ADIR010431
OG0000417	LOC109406499	ADIR005728
OG0000419	LOC134290305, LOC134284407	ADIR003915
OG0000419	LOC109398619	ADIR011741
OG0000421	LOC115256531	ADIR016222, ADIR016219, ADIR016220, ADIR016221, ADIR014849
OG0000422	LOC115266089	ADIR011739, ADIR014489, ADIR006716, ADIR000769, ADIR005287, ADIR004661, ADIR008945, ADIR005286, ADIR005759, ADIR009557, ADIR005282
OG0000428	LOC134288941, LOC109418739	ADIR015548, ADIR015549
OG0000430	LOC109427699	ADIR009309
OG0000430	LOC109427697	ADIR003911
OG0000431	LOC109411861	ADIR003217
OG0000432	LOC109409360	ADIR009396
OG0000432	LOC109417427	ADIR004972
OG0000433	LOC109623006	ADIR003006
OG0000433	LOC109622188	ADIR003007
OG0000434	LOC109407821, LOC134288727, LOC134288724, LOC109410038	ADIR015930, ADIR015929
OG0000435	LOC109399074, LOC134291823, LOC109409889	ADIR010798
OG0000437	LOC109433402	ADIR005813
OG0000437	LOC109433401	ADIR005815
OG0000438	LOC109403303, LOC109433400, LOC109403274	ADIR005817, ADIR005814
OG0000439	LOC109425148	ADIR010992
OG0000440	LOC109411686	ADIR003328
OG0000440	LOC109411655	ADIR003327
OG0000441	LOC109423025	ADIR007412, ADIR000981
OG0000442	LOC109428969	ADIR004523
OG0000442	LOC109408718	ADIR004521
OG0000443	LOC109400886	ADIR005386
OG0000443	LOC109401381	ADIR007351
OG0000445	LOC109398913	ADIR000225, ADIR000224
OG0000446	LOC109414069, LOC115258016	ADIR007631
OG0000446	LOC115258017	ADIR007632
OG0000447	LOC109409155	ADIR006355
OG0000447	LOC109409153	ADIR016048
OG0000448	LOC109409127	ADIR007075
OG0000448	LOC109405027	ADIR002786
OG0000449	LOC115256563, LOC109401927	ADIR001435
OG0000449	LOC109433196	ADIR011623
OG0000450	LOC115255343	ADIR006287
OG0000451	LOC134284988	ADIR001343
OG0000451	LOC109412193	ADIR001344
OG0000452	LOC109622640, LOC109419264	ADIR003211
OG0000453	LOC109413132	ADIR002048
OG0000454	LOC109406531, LOC109429681	ADIR006123
OG0000455	LOC109423314	ADIR003615
OG0000455	LOC115253807	ADIR001796
OG0000456	LOC109415681	ADIR008105
OG0000457	LOC109398361	ADIR010440
OG0000457	LOC109398558	ADIR010441
OG0000458	LOC109431816	ADIR000582, ADIR000585, ADIR000586
OG0000459	LOC134284121, LOC134284123, LOC134290263, LOC134284117, LOC134284118, LOC134284124	ADIR010100
OG0000460	LOC109399355	ADIR010285
OG0000461	LOC109422876, LOC109433652	ADIR001398
OG0000462	LOC115264747	ADIR000055
OG0000462	LOC109403759	ADIR000056
OG0000463	LOC115260592	ADIR009788
OG0000464	LOC115265356	ADIR006989
OG0000464	LOC115265355	ADIR006988
OG0000465	LOC109424835	ADIR009087, ADIR001140
OG0000466	LOC109433657	ADIR001786, ADIR000450
OG0000476	LOC109416051	ADIR015520
OG0000477	LOC109621595	ADIR015939
OG0000477	LOC109400142, LOC109400026	ADIR015938
OG0000478	LOC115265005	ADIR009352
OG0000478	LOC115264937	ADIR009353
OG0000479	LOC115268723, LOC109428027	ADIR003422, ADIR003423
OG0000480	LOC109426513	ADIR000106, ADIR000107
OG0000481	LOC109407398	ADIR004329
OG0000482	LOC109429643	ADIR015529
OG0000482	LOC109429642	ADIR015530
OG0000484	LOC109425082	ADIR009697
OG0000484	LOC109419028	ADIR000755
OG0000485	LOC109621339	ADIR011226
OG0000486	LOC109415196	ADIR004130
OG0000486	LOC109421809	ADIR010048
OG0000487	LOC109621808	ADIR011456
OG0000487	LOC109416114	ADIR002382
OG0000488	LOC109403460, LOC109403431	ADIR005675
OG0000489	LOC109406904	ADIR011660
OG0000489	LOC109412957	ADIR011661
OG0000490	LOC134289965, LOC134291854	ADIR002278
OG0000491	LOC109623095	ADIR010196
OG0000492	LOC109425357	ADIR001274
OG0000492	LOC109418683	ADIR015512
OG0000493	LOC109402010, LOC109401998	ADIR010823, ADIR003156
OG0000494	LOC109400872	ADIR001926
OG0000494	LOC134287907, LOC109623132	ADIR006809
OG0000495	LOC109428206	ADIR008544
OG0000496	LOC109411182	ADIR016174
OG0000497	LOC115269560	ADIR010268
OG0000497	LOC109420370	ADIR011592
OG0000498	LOC109418646	ADIR001903
OG0000499	LOC134288418, LOC109413463	ADIR003605
OG0000500	LOC109431093	ADIR001164
OG0000500	LOC109414630, LOC109424816	ADIR007528
OG0000502	LOC109421941	ADIR015872
OG0000503	LOC109425029, LOC109425031	ADIR010403, ADIR010386
OG0000504	LOC115266033, LOC109424039	ADIR010398
OG0000504	LOC109402353	ADIR005554
OG0000505	LOC109417013, LOC109412849	ADIR004460
OG0000506	LOC115256102	ADIR000144
OG0000507	LOC115256103	ADIR011452
OG0000507	LOC109414072	ADIR006617
OG0000508	LOC109422787	ADIR016191, ADIR016190, ADIR007988
OG0000509	LOC109426589	ADIR007447
OG0000509	LOC109426590, LOC134287360	ADIR007448
OG0000510	LOC109425180	ADIR000926
OG0000510	LOC109425173	ADIR002571
OG0000511	LOC109425513, LOC109425525	ADIR008094, ADIR016142
OG0000512	LOC109415211	ADIR002377
OG0000512	LOC109428382	ADIR002378
OG0000514	LOC109400992	ADIR008504
OG0000514	LOC115255015	ADIR004788
OG0000515	LOC115264138	ADIR015942
OG0000515	LOC109398588	ADIR015940
OG0000516	LOC109401458	ADIR002633
OG0000517	LOC109415719	ADIR005492, ADIR005493
OG0000518	LOC109423301	ADIR007074
OG0000518	LOC109423253	ADIR007072
OG0000520	LOC109423887	ADIR006171
OG0000521	LOC109418072	ADIR007269
OG0000521	LOC109418321	ADIR010663
OG0000522	LOC115257747	ADIR003989
OG0000522	LOC109420067	ADIR003992
OG0000523	LOC115259474	ADIR005431
OG0000524	LOC109403198, LOC109402739	ADIR007502, ADIR007504
OG0000525	LOC134283917, LOC109418111	ADIR007248
OG0000526	LOC109411927	ADIR001209
OG0000526	LOC109406265	ADIR004082
OG0000527	LOC109423591	ADIR005535
OG0000527	LOC109423594	ADIR005536
OG0000528	LOC115270379	ADIR007580
OG0000528	LOC109403072	ADIR007576
OG0000529	LOC109432424	ADIR009775, ADIR005588
OG0000529	LOC134287482, LOC134289588, LOC134284080, LOC115257565	ADIR009037
OG0000529	LOC134291254	ADIR005689
OG0000534	LOC109408101, LOC109419033	ADIR004940
OG0000535	LOC109429794, LOC109398275	ADIR005911
OG0000536	LOC109414815	ADIR008027
OG0000536	LOC109418840	ADIR002347
OG0000538	LOC109430354	ADIR003261
OG0000539	LOC109412473, LOC134286592	ADIR003268, ADIR003267
OG0000540	LOC109402659, LOC115268762, LOC134284849, LOC134284856, LOC134284906, LOC109402682	ADIR002371
OG0000541	LOC134288839, LOC115257877	ADIR011392, ADIR000730
OG0000542	LOC109412237	ADIR002521
OG0000542	LOC115253484	ADIR002522
OG0000543	LOC109427741, LOC115260725	ADIR001792
OG0000544	LOC109429585	ADIR006076
OG0000544	LOC109415777	ADIR008375
OG0000546	LOC115253915, LOC109423056	ADIR000983
OG0000547	LOC109622788	ADIR009748
OG0000547	LOC109622622	ADIR008851
OG0000549	LOC109427648	ADIR007473, ADIR011705, ADIR011704
OG0000550	LOC115263103, LOC109416717, LOC115263134, LOC109425632	ADIR004260
OG0000551	LOC109432153	ADIR005366
OG0000552	LOC115267361, LOC134285723	ADIR005528, ADIR005530, ADIR005529
OG0000553	LOC109412894	ADIR008143
OG0000554	LOC109428614, LOC109421685, LOC134290135, LOC109428015	ADIR010047
OG0000555	LOC109416395, LOC109430046, LOC109416372, LOC115263411	ADIR005419
OG0000556	LOC115264438, LOC115264437	ADIR002690
OG0000557	LOC109405654	ADIR002816, ADIR001118
OG0000558	LOC109419262	ADIR010572
OG0000558	LOC109400382	ADIR001028
OG0000559	LOC109429221	ADIR010538
OG0000559	LOC115261363	ADIR010539
OG0000560	LOC109418122, LOC109424772	ADIR004634
OG0000561	LOC109431683	ADIR003887
OG0000562	LOC109406256	ADIR008626
OG0000562	LOC109406730	ADIR008625
OG0000563	LOC115264129	ADIR015945
OG0000563	LOC115264141	ADIR015943
OG0000564	LOC109409290, LOC109419533	ADIR011483
OG0000565	LOC109422005, LOC115256419	ADIR004400, ADIR009049
OG0000566	LOC109410100	ADIR000074
OG0000566	LOC109418615	ADIR000076
OG0000567	LOC109403135	ADIR004302
OG0000567	LOC109414720	ADIR007725
OG0000568	LOC115268481, LOC109407918	ADIR004213
OG0000569	LOC109414177, LOC109414176	ADIR010351
OG0000570	LOC109425508	ADIR008400, ADIR005510
OG0000571	LOC109416085, LOC109402929, LOC109402930	ADIR009253
OG0000572	LOC109408067	ADIR009208
OG0000573	LOC115256807, LOC109405102	ADIR002372
OG0000576	LOC134288156	ADIR000871
OG0000579	LOC115253489	ADIR007934
OG0000579	LOC109413755	ADIR004490
OG0000581	LOC115263322	ADIR001607
OG0000581	LOC109416943	ADIR001609
OG0000582	LOC109621814	ADIR015869, ADIR015868
OG0000583	LOC134288929, LOC134288931	ADIR006996
OG0000584	LOC115267440	ADIR000205
OG0000584	LOC109400174	ADIR000208
OG0000585	LOC109622485, LOC109420172	ADIR006922
OG0000586	LOC109412123, LOC109411871, LOC109425546	ADIR003218
OG0000588	LOC115268552	ADIR010647
OG0000592	LOC109417092	ADIR011607, ADIR011598, ADIR006755, ADIR011612, ADIR011602, ADIR011599, ADIR011608, ADIR011606, ADIR011613, ADIR009462, ADIR011562, ADIR006754, ADIR016093, ADIR009461, ADIR005783
OG0000595	LOC134286126, LOC115256601, LOC109622768, LOC115265498, LOC115268099	ADIR009712, ADIR001030, ADIR009034, ADIR005289, ADIR009710
OG0000596	LOC134288570, LOC115257075	ADIR001805, ADIR011638
OG0000606	LOC109415498, LOC109415500, LOC115267668	ADIR010706
OG0000607	LOC109413555	ADIR000209
OG0000608	LOC109429916	ADIR006043, ADIR006044
OG0000609	LOC109419595	ADIR006271
OG0000610	LOC109407392	ADIR007166
OG0000610	LOC109416014	ADIR007165
OG0000611	LOC109622501, LOC109622498	ADIR007100
OG0000612	LOC115265630	ADIR006139
OG0000613	LOC109429147	ADIR003502
OG0000614	LOC109413458	ADIR003599
OG0000615	LOC109623117	ADIR007513
OG0000616	LOC109409377, LOC109409353, LOC109419551, LOC109409287, LOC109623130	ADIR016185, ADIR016184
OG0000617	LOC109409326, LOC109419099	ADIR014435, ADIR014433, ADIR014425
OG0000618	LOC109400383	ADIR004564, ADIR001182
OG0000619	LOC109425300	ADIR003359
OG0000620	LOC109419854, LOC109420716, LOC109419855	ADIR011338
OG0000621	LOC109432285	ADIR009431
OG0000621	LOC109420692	ADIR001339
OG0000622	LOC134290554, LOC109396976	ADIR005772
OG0000623	LOC109399668	ADIR001819, ADIR001948
OG0000624	LOC109429096, LOC109429098	ADIR006550
OG0000625	LOC134284016	ADIR015792
OG0000625	LOC109413737	ADIR015794
OG0000626	LOC134284853, LOC109402667	ADIR002370
OG0000627	LOC109409926	ADIR005607, ADIR005612
OG0000628	LOC115260719	ADIR009278
OG0000629	LOC109431375, LOC109431398	ADIR000859
OG0000630	LOC109425952, LOC109407629	ADIR002291, ADIR002307
OG0000631	LOC115264910	ADIR011098
OG0000632	LOC115255627, LOC115255639	ADIR002589
OG0000633	LOC109424971	ADIR001162, ADIR008662
OG0000634	LOC109397138	ADIR001434, ADIR005413
OG0000635	LOC109428007, LOC115268734	ADIR010027, ADIR010026, ADIR005808
OG0000636	LOC109425681	ADIR004263
OG0000637	LOC109422198	ADIR010754, ADIR010756
OG0000638	LOC109399427, LOC109401200	ADIR016063, ADIR015866
OG0000639	LOC115261964	ADIR007163
OG0000640	LOC109414369, LOC109415824, LOC115269659, LOC115269658	ADIR007483
OG0000641	LOC109622813, LOC115254098	ADIR006280
OG0000642	LOC134285837	ADIR002901
OG0000642	LOC109412847	ADIR002900
OG0000643	LOC109427063, LOC115266489, LOC109427062	ADIR010103
OG0000644	LOC109420412, LOC134292130	ADIR000026
OG0000645	LOC109420201	ADIR008785
OG0000645	LOC109420202	ADIR008787
OG0000646	LOC109622580, LOC109622515, LOC109622581	ADIR007094
OG0000647	LOC109622523	ADIR007084
OG0000648	LOC109419940, LOC109419941	ADIR015991, ADIR015990
OG0000649	LOC109412099, LOC115269169	ADIR015836
OG0000650	LOC115258682	ADIR009272
OG0000652	LOC109412987	ADIR001181, ADIR007213
OG0000653	LOC109407076	ADIR010712
OG0000653	LOC109407178	ADIR011268
OG0000654	LOC109429065, LOC109399249	ADIR007302
OG0000655	LOC109410041	ADIR008840
OG0000655	LOC109430876	ADIR007857
OG0000656	LOC109419565	ADIR006297
OG0000656	LOC115260918	ADIR006298
OG0000657	LOC109419528, LOC115258746, LOC109409299	ADIR011479
OG0000658	LOC109402847	ADIR008934
OG0000658	LOC109422588	ADIR008935
OG0000660	LOC109404968	ADIR003385
OG0000661	LOC109405382	ADIR001298
OG0000662	LOC109426928	ADIR002069
OG0000663	LOC109425363, LOC115262363	ADIR005873
OG0000664	LOC109410571, LOC109417342	ADIR004975
OG0000665	LOC109400176	ADIR010523
OG0000666	LOC134285018	ADIR001094
OG0000666	LOC109422047	ADIR001091
OG0000667	LOC109401310, LOC109623294	ADIR005250
OG0000668	LOC109428378, LOC109415212	ADIR011665
OG0000671	LOC115267997	ADIR005757, ADIR001820
OG0000672	LOC109427628	ADIR011370, ADIR011369
OG0000673	LOC115257965	ADIR009373
OG0000673	LOC109622862	ADIR009378
OG0000674	LOC115253893	ADIR000182
OG0000675	LOC109418473	ADIR004357
OG0000675	LOC134284634	ADIR004359
OG0000676	LOC109422703, LOC115264863, LOC115266101	ADIR015831
OG0000677	LOC109421075	ADIR004057
OG0000678	LOC109426679	ADIR008664, ADIR008663
OG0000679	LOC109414996	ADIR008098, ADIR008707
OG0000680	LOC109432919	ADIR001462
OG0000681	LOC109412528	ADIR003575, ADIR003576, ADIR003569
OG0000682	LOC109431465	ADIR001375
OG0000683	LOC115255007	ADIR011193, ADIR004792
OG0000684	LOC109422124	ADIR008684, ADIR001359
OG0000685	LOC134286086	ADIR009036, ADIR009689
OG0000686	LOC109405741	ADIR008967, ADIR008968, ADIR008965, ADIR008966
OG0000687	LOC115263936	ADIR005260, ADIR006874
OG0000698	LOC109400851	ADIR010606
OG0000700	LOC109426058	ADIR000562
OG0000701	LOC115253491	ADIR009737, ADIR000544
OG0000703	LOC109424813, LOC109414631	ADIR002997, ADIR002996
OG0000704	LOC109432159, LOC109428437	ADIR005443
OG0000705	LOC115267291	ADIR003853, ADIR014326
OG0000706	LOC109415200, LOC109402140, LOC115254736	ADIR008446
OG0000707	LOC134288666	ADIR007676, ADIR007679
OG0000708	LOC109415190	ADIR000862
OG0000709	LOC109433007, LOC115255771	ADIR003944
OG0000710	LOC134285812, LOC109397699, LOC109432974	ADIR001331
OG0000711	LOC115257573, LOC115257738	ADIR000483
OG0000712	LOC115257461, LOC109403425	ADIR005673, ADIR005674
OG0000713	LOC109428739, LOC115270179, LOC109426302	ADIR003761
OG0000714	LOC115254094, LOC109427282	ADIR010237
OG0000715	LOC109433405, LOC109433403	ADIR002785, ADIR005811
OG0000716	LOC109403259	ADIR002517, ADIR015809
OG0000717	LOC109402253	ADIR004994
OG0000718	LOC109418644	ADIR009106
OG0000719	LOC109408711, LOC109428968, LOC109408710, LOC115267753	ADIR015877, ADIR015878
OG0000720	LOC115263718	ADIR005353
OG0000721	LOC109398470	ADIR015873
OG0000722	LOC109411373	ADIR010217, ADIR010216
OG0000723	LOC109416240	ADIR008414, ADIR010092
OG0000724	LOC109399449	ADIR004314
OG0000724	LOC109404319	ADIR004315
OG0000725	LOC109405632	ADIR007428
OG0000726	LOC109429237	ADIR005496, ADIR005497
OG0000727	LOC109621475, LOC109621486	ADIR000192, ADIR000191
OG0000728	LOC109410133	ADIR007813, ADIR009268
OG0000729	LOC115260570	ADIR011499, ADIR001420
OG0000730	LOC109399566, LOC109399105	ADIR000405
OG0000731	LOC109401917	ADIR003750
OG0000732	LOC109430359, LOC109430358	ADIR016014, ADIR016015
OG0000733	LOC115270390	ADIR007422
OG0000734	LOC115253434, LOC109422004	ADIR001121, ADIR009318
OG0000735	LOC115270450	ADIR004318, ADIR004573
OG0000736	LOC134288725	ADIR007028
OG0000736	LOC109407731	ADIR007030, ADIR007029
OG0000737	LOC109405345	ADIR000955
OG0000738	LOC109415132	ADIR004104, ADIR004106
OG0000739	LOC109398030	ADIR003753, ADIR003755, ADIR003754
OG0000740	LOC109405285	ADIR008993
OG0000741	LOC109412774	ADIR009181, ADIR009178, ADIR009180
OG0000742	LOC115269291, LOC115269290, LOC109415309	ADIR003440, ADIR003439
OG0000743	LOC109432718	ADIR010773
OG0000744	LOC134285744, LOC109405464	ADIR006121
OG0000745	LOC109430722, LOC115257484	ADIR002922
OG0000746	LOC115267638, LOC115268656	ADIR008974
OG0000747	LOC134291558, LOC134292032	ADIR002716
OG0000748	LOC109427008	ADIR010525
OG0000748	LOC109400207	ADIR010524
OG0000749	LOC134284672, LOC109416871	ADIR001353, ADIR007200
OG0000750	LOC109623155	ADIR010959
OG0000751	LOC134289711, LOC109431492	ADIR001384
OG0000752	LOC109430087, LOC115256456	ADIR007588, ADIR001235
OG0000753	LOC109403630	ADIR003634, ADIR011231
OG0000754	LOC109400239, LOC109414274	ADIR008000
OG0000756	LOC134289725	ADIR009868
OG0000757	LOC109399842, LOC115256995, LOC109399850	ADIR005640
OG0000760	LOC109425998	ADIR002003
OG0000761	LOC109414440	ADIR004099, ADIR004098
OG0000762	LOC109404958	ADIR008985, ADIR000772, ADIR009061, ADIR008884, ADIR008911, ADIR008912
OG0000763	LOC134284619, LOC109398403	ADIR007037
OG0000764	LOC109429977	ADIR006059
OG0000764	LOC109429978	ADIR006058
OG0000766	LOC109399236	ADIR014475, ADIR005643, ADIR005641
OG0000767	LOC109427049, LOC109623359	ADIR002095
OG0000769	LOC109421901, LOC115267702	ADIR010785, ADIR010786
OG0000770	LOC109428484	ADIR001063
OG0000770	LOC109412976, LOC109428530	ADIR001062
OG0000771	LOC109415781	ADIR001419, ADIR001418
OG0000772	LOC109623124	ADIR007672
OG0000773	LOC115254013	ADIR004802, ADIR004801
OG0000774	LOC109427045	ADIR002089
OG0000774	LOC109426944	ADIR002087
OG0000775	LOC109622194	ADIR004192, ADIR004194
OG0000776	LOC109399555	ADIR002136
OG0000776	LOC109431991	ADIR002137
OG0000777	LOC109414982	ADIR008628, ADIR008631, ADIR008629
OG0000778	LOC115261554	ADIR006485
OG0000779	LOC109423124	ADIR004267, ADIR004268, ADIR004269
OG0000784	LOC115261339	ADIR005285
OG0000786	LOC109430291	ADIR005558
OG0000787	LOC134289795, LOC134288827, LOC134285061	ADIR009031
OG0000790	LOC134289963	ADIR011743, ADIR009707, ADIR011742, ADIR014780, ADIR009729, ADIR010826, ADIR001701
OG0000799	LOC115266992, LOC109413206, LOC109425581	ADIR009139
OG0000800	LOC109427250	ADIR006579, ADIR006580
