Orthogroup	Aalbopictus_AalbF5	AstephensiUCISS2018
OG0000154	LOC109421560, LOC109409214, LOC109409172	ASTEI20_038954, ASTEI20_038354, ASTEI20_039327, ASTEI20_031393, ASTEI20_036264
OG0000155	LOC109416379, LOC109430008, LOC115263419, LOC109430000, LOC115263405, LOC109416399	ASTEI20_044262
OG0000157	LOC109421165	ASTEI20_038779
OG0000157	LOC109417943, LOC109426743, LOC109426604, LOC109426606, LOC109426631, LOC109426654, LOC115265692, LOC109426605	ASTEI20_044052
OG0000160	LOC134290104, LOC109398789, LOC109422909, LOC115268786, LOC115269191, LOC109420971, LOC134284944	ASTEI20_036554
OG0000161	LOC115263538, LOC109415748	ASTEI20_038429
OG0000162	LOC109416740	ASTEI20_040102
OG0000162	LOC115257490	ASTEI20_039506
OG0000162	LOC109416738	ASTEI20_035676
OG0000162	LOC109403420	ASTEI20_038899
OG0000163	LOC115264896	ASTEI20_034625
OG0000163	LOC109408545	ASTEI20_031376
OG0000163	LOC109429593	ASTEI20_042082
OG0000164	LOC134285492	ASTEI20_038451
OG0000164	LOC109430385	ASTEI20_037482
OG0000165	LOC115256356, LOC109421988	ASTEI20_037537
OG0000165	LOC115256354	ASTEI20_035222, ASTEI20_037574
OG0000166	LOC109397863	ASTEI20_035217, ASTEI20_037831
OG0000166	LOC109418973	ASTEI20_038043, ASTEI20_041976
OG0000166	LOC109418976	ASTEI20_044786, ASTEI20_042832
OG0000168	LOC134286066, LOC109621527, LOC109426503	ASTEI20_031663
OG0000171	LOC134289645	ASTEI20_039067
OG0000171	LOC134289646	ASTEI20_037136
OG0000172	LOC109414400	ASTEI20_034185
OG0000172	LOC109410572	ASTEI20_042714
OG0000172	LOC109421132	ASTEI20_033958
OG0000174	LOC115256529	ASTEI20_042620
OG0000176	LOC109406092	ASTEI20_032435, ASTEI20_031492, ASTEI20_043773, ASTEI20_037269, ASTEI20_037392
OG0000176	LOC134285293	ASTEI20_044810, ASTEI20_037968, ASTEI20_043036, ASTEI20_044465
OG0000177	LOC134290798, LOC134286013, LOC134290370, LOC134288828, LOC134290160, LOC134286700, LOC134286040, LOC134288230, LOC134286638, LOC134292167, LOC134290792, LOC134286268, LOC134284034, LOC134285974, LOC134290636, LOC134289514, LOC115267934, LOC134288898, LOC134286102, LOC134291621, LOC134290175, LOC134290281, LOC115258859, LOC115261646, LOC134290853, LOC115257337	ASTEI20_032948
OG0000180	LOC109421192, LOC115265814, LOC109432470, LOC109421186, LOC109421214, LOC109432431, LOC109421189	ASTEI20_032174
OG0000181	LOC109398251, LOC109398238, LOC109419743, LOC109398234, LOC109398239, LOC109419750	ASTEI20_039654, ASTEI20_035911
OG0000182	LOC115259581	ASTEI20_034555
OG0000182	LOC115253802, LOC109400865	ASTEI20_041278
OG0000182	LOC109429307	ASTEI20_034958
OG0000183	LOC115256357, LOC109407271, LOC109402674, LOC109405890	ASTEI20_031719, ASTEI20_046015, ASTEI20_044856, ASTEI20_038174
OG0000184	LOC109411770, LOC109416825	ASTEI20_033069
OG0000184	LOC109411788	ASTEI20_036642, ASTEI20_037581
OG0000185	LOC109401553, LOC109402898, LOC109420356	ASTEI20_042706, ASTEI20_031403
OG0000185	LOC109419367	ASTEI20_032807, ASTEI20_034055
OG0000186	LOC134286171, LOC134291070	ASTEI20_039416, ASTEI20_043202, ASTEI20_033750, ASTEI20_035399, ASTEI20_044539, ASTEI20_036068, ASTEI20_043129, ASTEI20_041740, ASTEI20_034179, ASTEI20_044384, ASTEI20_042067, ASTEI20_045425, ASTEI20_036457, ASTEI20_031836, ASTEI20_037175, ASTEI20_045352, ASTEI20_044455
OG0000187	LOC109415488	ASTEI20_038550
OG0000188	LOC109416080, LOC109402955, LOC115264319, LOC109416100, LOC109416077, LOC134292254	ASTEI20_038409
OG0000189	LOC109398456	ASTEI20_035278
OG0000189	LOC115264694, LOC115264672	ASTEI20_043379, ASTEI20_036958
OG0000189	LOC115266712	ASTEI20_033773, ASTEI20_043697
OG0000190	LOC134287929	ASTEI20_031858
OG0000190	LOC109429277	ASTEI20_037310
OG0000190	LOC109420894	ASTEI20_033651
OG0000191	LOC109425624, LOC115269665	ASTEI20_035041, ASTEI20_031723, ASTEI20_032678, ASTEI20_037932
OG0000192	LOC115268599	ASTEI20_041022
OG0000192	LOC109407097	ASTEI20_033456
OG0000192	LOC109424591	ASTEI20_038790
OG0000193	LOC109418366, LOC109426146, LOC109426147, LOC109417593	ASTEI20_035925, ASTEI20_034914, ASTEI20_032918, ASTEI20_041607
OG0000194	LOC115268005	ASTEI20_032207
OG0000194	LOC109621491	ASTEI20_042386
OG0000196	LOC109417644, LOC109410244, LOC115255412, LOC115255411	ASTEI20_042814
OG0000200	LOC109415401	ASTEI20_040182
OG0000200	LOC109410678	ASTEI20_032444
OG0000200	LOC115263783	ASTEI20_035878
OG0000201	LOC109622199	ASTEI20_037723
OG0000201	LOC115269915, LOC115270394	ASTEI20_036827
OG0000201	LOC109622197	ASTEI20_041981
OG0000202	LOC109421839, LOC109421838	ASTEI20_044437
OG0000202	LOC109428440, LOC109428339	ASTEI20_045852
OG0000203	LOC109426936	ASTEI20_034151
OG0000203	LOC109623341, LOC109426935	ASTEI20_037199
OG0000203	LOC109623338	ASTEI20_036473
OG0000204	LOC109425685, LOC109422978	ASTEI20_033339
OG0000204	LOC109422959	ASTEI20_044531
OG0000205	LOC109397149	ASTEI20_031920
OG0000205	LOC109411753	ASTEI20_040473
OG0000206	LOC109429344, LOC109428387, LOC109420951	ASTEI20_039018, ASTEI20_045703
OG0000206	LOC109414302	ASTEI20_045728
OG0000207	LOC109415428, LOC109402620, LOC109402627, LOC109406592, LOC115253652, LOC109402626	ASTEI20_034853
OG0000209	LOC109403367	ASTEI20_042301
OG0000210	LOC109402346	ASTEI20_043190, ASTEI20_037248, ASTEI20_039456
OG0000211	LOC115260807, LOC115254284, LOC134286007, LOC115265175, LOC115256717, LOC109419777, LOC109408040, LOC109431828, LOC134291233, LOC109415638, LOC134290775, LOC115267034, LOC134286366, LOC109407466, LOC109429518, LOC134290898, LOC134284394, LOC134288112, LOC134284766, LOC134289796, LOC134288528	ASTEI20_037118, ASTEI20_041718, ASTEI20_039007
OG0000212	LOC134286265, LOC134289966, LOC134288870, LOC134287425, LOC134290450	ASTEI20_037098
OG0000217	LOC109419237	ASTEI20_040200
OG0000217	LOC109431380	ASTEI20_036703
OG0000217	LOC109419238	ASTEI20_044284
OG0000218	LOC109421462	ASTEI20_038944
OG0000218	LOC109421387	ASTEI20_043383, ASTEI20_039263
OG0000219	LOC109405076	ASTEI20_041844
OG0000219	LOC109406989, LOC109397917, LOC109406984, LOC109397915, LOC109406985, LOC109397914, LOC109406992	ASTEI20_035108
OG0000220	LOC109622226, LOC109623014	ASTEI20_035755
OG0000220	LOC134291628	ASTEI20_044035
OG0000220	LOC109409085	ASTEI20_037745
OG0000221	LOC109410283, LOC109410284	ASTEI20_038135
OG0000221	LOC109430808, LOC134283951, LOC109424170	ASTEI20_037201
OG0000222	LOC109431412	ASTEI20_035055
OG0000223	LOC109422010	ASTEI20_037771
OG0000223	LOC109398859	ASTEI20_031096
OG0000223	LOC109398880	ASTEI20_036943
OG0000224	LOC109414163	ASTEI20_038501
OG0000225	LOC115257287	ASTEI20_040100
OG0000225	LOC109405426, LOC115257288	ASTEI20_037793, ASTEI20_038611
OG0000226	LOC115267924	ASTEI20_034161, ASTEI20_036749, ASTEI20_033104, ASTEI20_033107, ASTEI20_043945, ASTEI20_044426, ASTEI20_037857, ASTEI20_036968, ASTEI20_035152
OG0000229	LOC115261304, LOC109433437	ASTEI20_046124
OG0000229	LOC109433439	ASTEI20_032722, ASTEI20_037602
OG0000230	LOC109418314, LOC115262116, LOC115254047, LOC115262033, LOC109410481, LOC109418283, LOC109408717	ASTEI20_034005
OG0000231	LOC109413995, LOC109413996, LOC109418733, LOC109418736, LOC109418734, LOC109406485	ASTEI20_040405, ASTEI20_043476
OG0000232	LOC115270106, LOC109404909	ASTEI20_044096, ASTEI20_038687, ASTEI20_044010, ASTEI20_040318, ASTEI20_040000, ASTEI20_042206
OG0000233	LOC109420036, LOC109420035	ASTEI20_041338
OG0000233	LOC109418229	ASTEI20_038872
OG0000234	LOC109425149	ASTEI20_043253
OG0000234	LOC109429432	ASTEI20_031455
OG0000234	LOC109425152	ASTEI20_040171
OG0000235	LOC109427843, LOC115264006, LOC109431305, LOC115268708, LOC109407713	ASTEI20_044011
OG0000236	LOC109621447	ASTEI20_036868, ASTEI20_032536
OG0000237	LOC134287958	ASTEI20_039839, ASTEI20_031027
OG0000238	LOC115260552, LOC134286701, LOC115268079, LOC115260553, LOC134291045, LOC134291086, LOC115267927, LOC109402638, LOC134290612, LOC109423641, LOC115264076, LOC115260867, LOC134291838, LOC115257002, LOC134290553, LOC109401447, LOC115265412, LOC134285957, LOC134290877, LOC115260630, LOC134291807, LOC134288276	ASTEI20_032600, ASTEI20_033232, ASTEI20_038462
OG0000244	LOC109418168	ASTEI20_035715
OG0000245	LOC109622453, LOC134285569	ASTEI20_043968, ASTEI20_037895
OG0000246	LOC109413319	ASTEI20_041860, ASTEI20_034647, ASTEI20_037168, ASTEI20_031502
OG0000247	LOC109426621, LOC109426620	ASTEI20_032101
OG0000247	LOC115265701	ASTEI20_044238
OG0000248	LOC115255069	ASTEI20_042839
OG0000249	LOC115269854, LOC109424258, LOC109428726, LOC109424255, LOC109430243	ASTEI20_039526, ASTEI20_038673
OG0000250	LOC109406934	ASTEI20_043607
OG0000250	LOC109427354	ASTEI20_038490
OG0000250	LOC109427342	ASTEI20_033739
OG0000251	LOC109425991, LOC115268065	ASTEI20_040414
OG0000251	LOC115268042	ASTEI20_042173
OG0000252	LOC109621456, LOC109621460, LOC115267995	ASTEI20_040133
OG0000252	LOC109403797, LOC115263127	ASTEI20_045800
OG0000253	LOC109402465, LOC115264085, LOC109402468, LOC109423550, LOC115264289	ASTEI20_036887
OG0000254	LOC109399873	ASTEI20_033239
OG0000254	LOC109399939	ASTEI20_034532
OG0000255	LOC109413823, LOC109409608, LOC109409607, LOC115255265, LOC109405777	ASTEI20_042761, ASTEI20_044933
OG0000256	LOC115261575, LOC109405995	ASTEI20_042134, ASTEI20_044073
OG0000257	LOC134287573, LOC109421507, LOC109621297, LOC109421508, LOC109622956	ASTEI20_033195, ASTEI20_036760
OG0000259	LOC134292067, LOC109414046, LOC134288858	ASTEI20_033256
OG0000260	LOC109428141	ASTEI20_034398, ASTEI20_038711, ASTEI20_037645
OG0000263	LOC134290506, LOC134291270, LOC134291726, LOC134288355, LOC134286972	ASTEI20_045271, ASTEI20_032519, ASTEI20_037013, ASTEI20_039929, ASTEI20_032243, ASTEI20_034862, ASTEI20_031551, ASTEI20_043655
OG0000265	LOC115253485, LOC109432322	ASTEI20_044851, ASTEI20_037660
OG0000265	LOC109413251	ASTEI20_038227
OG0000266	LOC109405673	ASTEI20_042056
OG0000266	LOC109401438	ASTEI20_041270, ASTEI20_035075
OG0000267	LOC109404182	ASTEI20_044700
OG0000267	LOC109418183	ASTEI20_041432
OG0000268	LOC109398343	ASTEI20_032301, ASTEI20_032365
OG0000269	LOC109430310, LOC109430352, LOC109412453	ASTEI20_045911, ASTEI20_044456
OG0000270	LOC109400467	ASTEI20_032190, ASTEI20_043741, ASTEI20_040825, ASTEI20_034360, ASTEI20_030843
OG0000271	LOC109425168, LOC109425169	ASTEI20_031771
OG0000271	LOC109400349	ASTEI20_037473, ASTEI20_034514
OG0000271	LOC109400327	ASTEI20_038183
OG0000272	LOC134291341, LOC109418728	ASTEI20_042478
OG0000272	LOC134291363	ASTEI20_037724
OG0000273	LOC109431749	ASTEI20_032020
OG0000273	LOC109401498	ASTEI20_043316
OG0000274	LOC109399255, LOC109399254	ASTEI20_031515
OG0000274	LOC109401921	ASTEI20_037692
OG0000275	LOC134287955, LOC109412830, LOC134287948, LOC109412883	ASTEI20_033361
OG0000276	LOC109424686, LOC109424707, LOC109424689, LOC134284290, LOC109424688	ASTEI20_041437
OG0000277	LOC134291511, LOC134284201	ASTEI20_032397, ASTEI20_034533, ASTEI20_041241
OG0000278	LOC109423828	ASTEI20_037609, ASTEI20_041680, ASTEI20_037766
OG0000279	LOC115265811	ASTEI20_038838
OG0000279	LOC109421231	ASTEI20_033582
OG0000279	LOC109432444, LOC109432443	ASTEI20_042793
OG0000280	LOC109398599	ASTEI20_038614, ASTEI20_035880
OG0000281	LOC115253946, LOC134286569, LOC109417709	ASTEI20_040684
OG0000284	LOC134290348	ASTEI20_037693, ASTEI20_031711, ASTEI20_043869, ASTEI20_032270, ASTEI20_042136, ASTEI20_035884, ASTEI20_032203, ASTEI20_036145, ASTEI20_033876, ASTEI20_035991, ASTEI20_032556, ASTEI20_037686, ASTEI20_032485, ASTEI20_041066, ASTEI20_034471, ASTEI20_038233, ASTEI20_045687, ASTEI20_044820, ASTEI20_043237, ASTEI20_037222, ASTEI20_035072, ASTEI20_038773, ASTEI20_035216, ASTEI20_044968
OG0000285	LOC109412583	ASTEI20_039558
OG0000285	LOC109412586	ASTEI20_040836, ASTEI20_032893
OG0000287	LOC109418186	ASTEI20_037346, ASTEI20_036690, ASTEI20_042314, ASTEI20_038723
OG0000288	LOC109622664, LOC109429650, LOC109407355, LOC109417774	ASTEI20_040021
OG0000289	LOC134289615, LOC134290940, LOC134289612	ASTEI20_035189, ASTEI20_042758, ASTEI20_044666
OG0000290	LOC109407690, LOC134283955, LOC115268390	ASTEI20_044792, ASTEI20_037666, ASTEI20_038975
OG0000291	LOC109399285	ASTEI20_030896
OG0000291	LOC115254554	ASTEI20_045384
OG0000292	LOC134287964	ASTEI20_039963, ASTEI20_033519
OG0000292	LOC134287045	ASTEI20_041276
OG0000293	LOC109402618	ASTEI20_035645
OG0000293	LOC109433336, LOC109402619	ASTEI20_034344, ASTEI20_033682
OG0000294	LOC109421880	ASTEI20_031593
OG0000294	LOC109421875	ASTEI20_040737
OG0000295	LOC109411828, LOC115264669, LOC109411823, LOC109411826, LOC115254136	ASTEI20_037344, ASTEI20_045100
OG0000297	LOC115256454, LOC115256453	ASTEI20_045280
OG0000297	LOC109427517	ASTEI20_032765
OG0000298	LOC109433215, LOC109420107	ASTEI20_034983
OG0000299	LOC109420459	ASTEI20_043508
OG0000299	LOC109426283, LOC109426282	ASTEI20_043361
OG0000300	LOC115264061	ASTEI20_041810
OG0000302	LOC109409795, LOC109412825	ASTEI20_037810
OG0000302	LOC109409797	ASTEI20_032730
OG0000303	LOC109414989, LOC109423432, LOC109423438	ASTEI20_031481
OG0000304	LOC115266210, LOC109622152	ASTEI20_032574, ASTEI20_040412
OG0000304	LOC115255403	ASTEI20_038833
OG0000305	LOC109417728	ASTEI20_045186
OG0000306	LOC109427899, LOC115263988	ASTEI20_040184, ASTEI20_037498, ASTEI20_031684
OG0000317	LOC109415509, LOC109400841, LOC109415510, LOC115261320	ASTEI20_039777
OG0000318	LOC115266503	ASTEI20_036009, ASTEI20_037274, ASTEI20_039300
OG0000319	LOC109419083	ASTEI20_040641
OG0000319	LOC109404744	ASTEI20_033005
OG0000320	LOC109622184, LOC109403189, LOC109622286, LOC115268871, LOC109403188, LOC109622183	ASTEI20_045533, ASTEI20_032760
OG0000321	LOC134285621	ASTEI20_030893, ASTEI20_036304
OG0000324	LOC115268591	ASTEI20_045797, ASTEI20_046008
OG0000324	LOC109621385	ASTEI20_039356
OG0000325	LOC109402478, LOC109621375, LOC109410004	ASTEI20_043377
OG0000326	LOC109406334	ASTEI20_032355
OG0000326	LOC115257242	ASTEI20_032820
OG0000327	LOC109407226	ASTEI20_038754
OG0000328	LOC109410565	ASTEI20_033819
OG0000328	LOC115268300	ASTEI20_039971, ASTEI20_038873
OG0000329	LOC109429565	ASTEI20_044913
OG0000329	LOC109429983	ASTEI20_036280
OG0000330	LOC109431560	ASTEI20_044754
OG0000330	LOC109431569	ASTEI20_033074
OG0000330	LOC109431850	ASTEI20_035799
OG0000331	LOC109428018	ASTEI20_032134
OG0000331	LOC109418192	ASTEI20_036042, ASTEI20_041568
OG0000332	LOC109405410	ASTEI20_039853, ASTEI20_034921, ASTEI20_045032
OG0000333	LOC109399400	ASTEI20_033832, ASTEI20_043402, ASTEI20_042167
OG0000334	LOC134289025	ASTEI20_040088
OG0000336	LOC109408655	ASTEI20_031275
OG0000336	LOC109621296	ASTEI20_036479
OG0000344	LOC109400802	ASTEI20_035939
OG0000344	LOC109430839	ASTEI20_043326, ASTEI20_035416
OG0000346	LOC109423283, LOC109428973, LOC109429007, LOC109408824	ASTEI20_045660
OG0000347	LOC109432255, LOC109432313	ASTEI20_031950
OG0000348	LOC115267667, LOC109432235	ASTEI20_033292, ASTEI20_032825, ASTEI20_036788
OG0000349	LOC134284677	ASTEI20_042703
OG0000349	LOC109621924	ASTEI20_045738
OG0000350	LOC109416155, LOC109416608, LOC109407449, LOC109416681, LOC109416628, LOC109416670, LOC109416657, LOC109407402	ASTEI20_039801
OG0000351	LOC109431534	ASTEI20_034293
OG0000352	LOC109430165, LOC109423357	ASTEI20_033316
OG0000352	LOC109432136	ASTEI20_043163
OG0000353	LOC134284734, LOC109413962, LOC109413964	ASTEI20_034917
OG0000353	LOC109413963	ASTEI20_036057
OG0000354	LOC109425341	ASTEI20_036334
OG0000355	LOC115253987	ASTEI20_045115, ASTEI20_044983, ASTEI20_041255
OG0000355	LOC109409069	ASTEI20_034632, ASTEI20_036496
OG0000356	LOC109414269	ASTEI20_034566
OG0000357	LOC109425351	ASTEI20_036590
OG0000357	LOC109425349	ASTEI20_038026
OG0000359	LOC109413693, LOC109413684, LOC109413685	ASTEI20_035699, ASTEI20_034142
OG0000360	LOC109426006, LOC109426005	ASTEI20_039873
OG0000360	LOC115268035	ASTEI20_038810
OG0000361	LOC109429838, LOC109429837	ASTEI20_035602
OG0000361	LOC109398309	ASTEI20_032581
OG0000362	LOC109417695, LOC134289747, LOC109417559, LOC109417694	ASTEI20_040345, ASTEI20_045507
OG0000363	LOC109431669	ASTEI20_035518
OG0000363	LOC109431631, LOC115267493, LOC115259270	ASTEI20_034937
OG0000364	LOC109417614, LOC109426760, LOC109426761	ASTEI20_038622, ASTEI20_043965, ASTEI20_032740, ASTEI20_045922
OG0000365	LOC109420926	ASTEI20_041403, ASTEI20_041427
OG0000365	LOC109412662	ASTEI20_043238
OG0000366	LOC109419189, LOC109419188, LOC109419155, LOC115262156	ASTEI20_031333, ASTEI20_045960
OG0000367	LOC109406417	ASTEI20_045208, ASTEI20_036592, ASTEI20_039650, ASTEI20_042176
OG0000368	LOC115268779, LOC115253469, LOC109412743	ASTEI20_036695
OG0000369	LOC115255405	ASTEI20_035506
OG0000370	LOC109421677, LOC109426721	ASTEI20_041792
OG0000371	LOC134288495, LOC115265256	ASTEI20_034163
OG0000372	LOC109402069, LOC134285328	ASTEI20_034288
OG0000372	LOC109427360, LOC134283900	ASTEI20_042785
OG0000376	LOC134286423	ASTEI20_040661, ASTEI20_035309, ASTEI20_045395, ASTEI20_031272, ASTEI20_038924, ASTEI20_038656, ASTEI20_032979, ASTEI20_037142
OG0000380	LOC134284314, LOC134290310	ASTEI20_040077
OG0000380	LOC109400822	ASTEI20_034008
OG0000381	LOC109431293	ASTEI20_042707
OG0000381	LOC109418937	ASTEI20_041656
OG0000382	LOC109408978	ASTEI20_045571
OG0000382	LOC109426479	ASTEI20_037496
OG0000383	LOC109413923	ASTEI20_044278
OG0000383	LOC115260955	ASTEI20_039308
OG0000384	LOC109397157	ASTEI20_036930, ASTEI20_043050, ASTEI20_033769
OG0000387	LOC115267498	ASTEI20_040213
OG0000387	LOC109404924	ASTEI20_032306, ASTEI20_045298, ASTEI20_044440
OG0000388	LOC109412442, LOC109430335, LOC109430333	ASTEI20_042922
OG0000389	LOC115254253	ASTEI20_037867
OG0000389	LOC115265043, LOC109424263	ASTEI20_043353
OG0000390	LOC109428795, LOC115271008, LOC109429608, LOC109429601, LOC109429611, LOC109422133, LOC109422136, LOC109432597	ASTEI20_036258
OG0000391	LOC109423211	ASTEI20_045380
OG0000391	LOC115256097	ASTEI20_040058
OG0000392	LOC109404501	ASTEI20_038467, ASTEI20_036830
OG0000393	LOC109424077	ASTEI20_036525
OG0000393	LOC109424074	ASTEI20_040256
OG0000394	LOC109408907	ASTEI20_042711
OG0000394	LOC109408910, LOC109408909	ASTEI20_039755
OG0000395	LOC109405903	ASTEI20_041652
OG0000395	LOC109398706	ASTEI20_044570
OG0000396	LOC109430162	ASTEI20_039659
OG0000396	LOC109430163	ASTEI20_041335
OG0000397	LOC109428250	ASTEI20_045152
OG0000397	LOC109427075	ASTEI20_032426
OG0000398	LOC109420163, LOC109420161, LOC109420162, LOC109410030	ASTEI20_040561, ASTEI20_037679
OG0000399	LOC115263357	ASTEI20_039406
OG0000400	LOC109407994	ASTEI20_038813
OG0000400	LOC109405168	ASTEI20_043685
OG0000401	LOC109418407	ASTEI20_039363, ASTEI20_033254
OG0000401	LOC109412802	ASTEI20_033275
OG0000402	LOC109397830, LOC109397831, LOC109405350, LOC134287499	ASTEI20_035900
OG0000403	LOC109405351, LOC115255632	ASTEI20_044273
OG0000403	LOC109398107	ASTEI20_032491
OG0000404	LOC109401173	ASTEI20_039827, ASTEI20_031382
OG0000404	LOC109401146, LOC134284179	ASTEI20_035181, ASTEI20_045422
OG0000405	LOC109409749, LOC109409746, LOC109432138	ASTEI20_031554
OG0000406	LOC115263064	ASTEI20_034196
OG0000406	LOC109428655	ASTEI20_031390
OG0000407	LOC109424709, LOC134283926	ASTEI20_032342
OG0000407	LOC109424712, LOC134291633, LOC134285730	ASTEI20_032350
OG0000408	LOC115260129, LOC115260130	ASTEI20_040195
OG0000408	LOC109430548	ASTEI20_032859
OG0000409	LOC109420930	ASTEI20_041637
OG0000409	LOC109412654	ASTEI20_041911
OG0000410	LOC109415792, LOC115264861, LOC115266173, LOC109412327, LOC115266099, LOC109422540, LOC109422701, LOC109412339	ASTEI20_034967
OG0000411	LOC134291258	ASTEI20_043829
OG0000411	LOC134291129	ASTEI20_033479
OG0000412	LOC134284900, LOC115256380	ASTEI20_044317
OG0000413	LOC109397940	ASTEI20_032324
OG0000414	LOC109424228	ASTEI20_043791
OG0000416	LOC115253908, LOC109426657, LOC109426655	ASTEI20_039581
OG0000417	LOC109411049	ASTEI20_041261
OG0000417	LOC109406499	ASTEI20_032812
OG0000419	LOC109398619	ASTEI20_043948, ASTEI20_038776, ASTEI20_040277, ASTEI20_035435, ASTEI20_044513, ASTEI20_043339, ASTEI20_039089, ASTEI20_035145, ASTEI20_037785
OG0000421	LOC115256531	ASTEI20_032156
OG0000422	LOC115266089	ASTEI20_031021
OG0000423	LOC134289942, LOC134291641, LOC134290537, LOC134286190, LOC134285472, LOC134290383	ASTEI20_036435
OG0000428	LOC134288941, LOC109418739	ASTEI20_034733, ASTEI20_034682, ASTEI20_039888
OG0000429	LOC115269552	ASTEI20_041693
OG0000429	LOC109622073	ASTEI20_045721, ASTEI20_036604, ASTEI20_042496
OG0000430	LOC109427699	ASTEI20_036782, ASTEI20_031340
OG0000430	LOC109427697	ASTEI20_036151
OG0000431	LOC109411861	ASTEI20_041567, ASTEI20_040731
OG0000431	LOC115260799	ASTEI20_039144
OG0000432	LOC109409360	ASTEI20_040747
