Orthogroup	Aalbopictus_AalbF5	CquinquefasciatusJHB2020
OG0000065	LOC134288631, LOC109419482, LOC134284218, LOC134290511, LOC115261638, LOC134285522, LOC134287084, LOC134289586, LOC109623010, LOC134286802, LOC134284297, LOC115269635, LOC134284260, LOC134290413, LOC134285126, LOC134286103, LOC134290566, LOC134285540, LOC134285727, LOC134288484, LOC134288524, LOC134286801	CQUJHB012153, CQUJHB013471, CQUJHB017650, CQUJHB010973, CQUJHB005327
OG0000065	LOC134291133, LOC134290567, LOC134289632, LOC134289587, LOC134290036, LOC134285403	CQUJHB018367
OG0000066	LOC134290054, LOC134289693	CQUJHB014363, CQUJHB005589, CQUJHB000577, CQUJHB013835, CQUJHB007426, CQUJHB008217, CQUJHB006490, CQUJHB003531, CQUJHB016109, CQUJHB016500, CQUJHB001827, CQUJHB003990, CQUJHB003459, CQUJHB015610, CQUJHB000474, CQUJHB002758, CQUJHB016478, CQUJHB000237, CQUJHB015509, CQUJHB013197, CQUJHB004921, CQUJHB000497, CQUJHB001209, CQUJHB014773, CQUJHB008090, CQUJHB008837, CQUJHB018110, CQUJHB004113, CQUJHB006255, CQUJHB017942, CQUJHB001527, CQUJHB009545
OG0000066	LOC134288373	CQUJHB002670, CQUJHB017303, CQUJHB012383, CQUJHB014300, CQUJHB015022, CQUJHB001686, CQUJHB003237, CQUJHB004142, CQUJHB003979
OG0000067	LOC109399585	CQUJHB012309
OG0000067	LOC109426033, LOC109426036	CQUJHB007474, CQUJHB016064
OG0000067	LOC109426037	CQUJHB016947
OG0000067	LOC109410996, LOC109410901	CQUJHB018109
OG0000067	LOC109426035	CQUJHB014152
OG0000068	LOC109399171	CQUJHB004402
OG0000068	LOC109413965, LOC109413968	CQUJHB008638
OG0000068	LOC109398683	CQUJHB015341
OG0000068	LOC109405051	CQUJHB013494
OG0000068	LOC109413969	CQUJHB003559
OG0000068	LOC109399209	CQUJHB001983
OG0000068	LOC109414002	CQUJHB009275
OG0000069	LOC134287966	CQUJHB002460
OG0000069	LOC109420427, LOC115257481, LOC115257619	CQUJHB012428, CQUJHB001040, CQUJHB012111, CQUJHB002152
OG0000071	LOC109401104	CQUJHB009539, CQUJHB013274
OG0000071	LOC109417603	CQUJHB005863
OG0000071	LOC109402034	CQUJHB017394
OG0000071	LOC109419909	CQUJHB016359, CQUJHB013086, CQUJHB010584, CQUJHB004365
OG0000072	LOC109418556	CQUJHB006781
OG0000072	LOC109413231	CQUJHB004934
OG0000072	LOC115261630	CQUJHB004785
OG0000072	LOC109403768	CQUJHB005018
OG0000072	LOC109403788	CQUJHB006868
OG0000073	LOC109433068	CQUJHB000587
OG0000073	LOC109433069	CQUJHB005489, CQUJHB004178
OG0000073	LOC109433130	CQUJHB014734
OG0000074	LOC109399202	CQUJHB017390
OG0000074	LOC109399162	CQUJHB000048, CQUJHB015271, CQUJHB000115
OG0000074	LOC109399205	CQUJHB007995
OG0000075	LOC109424138, LOC109430779, LOC109424181, LOC115263087, LOC109424139, LOC115263088, LOC115263086, LOC115263362	CQUJHB005515, CQUJHB004149, CQUJHB008196, CQUJHB008855
OG0000076	LOC109433173, LOC109433174	CQUJHB017768, CQUJHB012728, CQUJHB015127
OG0000077	LOC109428459	CQUJHB001286
OG0000077	LOC115267608	CQUJHB003639
OG0000077	LOC115267631	CQUJHB006400
OG0000077	LOC115267607	CQUJHB003896, CQUJHB003043
OG0000077	LOC115267620	CQUJHB018214
OG0000079	LOC109422640	CQUJHB005309
OG0000079	LOC109422560, LOC109399710	CQUJHB003821, CQUJHB018448
OG0000079	LOC109418231, LOC109428005	CQUJHB013618, CQUJHB018436
OG0000079	LOC109422721	CQUJHB007263
OG0000080	LOC115265252, LOC109417572, LOC109417573	CQUJHB017034, CQUJHB010133
OG0000080	LOC109420119	CQUJHB005257
OG0000080	LOC109420142	CQUJHB005516
OG0000081	LOC115265020	CQUJHB001153
OG0000081	LOC109425727	CQUJHB000320
OG0000082	LOC109408162	CQUJHB007898
OG0000085	LOC109412325, LOC109422704	CQUJHB014727
OG0000085	LOC109422705, LOC109424438, LOC115254680	CQUJHB008083
OG0000086	LOC115258102	CQUJHB008375
OG0000086	LOC109405184, LOC109426350	CQUJHB001568
OG0000086	LOC115254457	CQUJHB015160
OG0000086	LOC109399012, LOC109622980	CQUJHB012368
OG0000088	LOC115257675, LOC115257694	CQUJHB009482
OG0000088	LOC109433460	CQUJHB017248, CQUJHB001576, CQUJHB008137
OG0000088	LOC115267981	CQUJHB008822
OG0000088	LOC109433519	CQUJHB009095
OG0000088	LOC109418404, LOC109419766	CQUJHB004456, CQUJHB013474
OG0000089	LOC109426269, LOC134289925	CQUJHB015151
OG0000089	LOC134289926	CQUJHB003816
OG0000089	LOC134292138	CQUJHB012139
OG0000090	LOC109430577, LOC109424283, LOC109428699, LOC109428697	CQUJHB017497
OG0000090	LOC109429051	CQUJHB007824
OG0000091	LOC115260834, LOC115260167, LOC109398898, LOC115266378, LOC109414571	CQUJHB004684, CQUJHB009553, CQUJHB002066, CQUJHB006383, CQUJHB007123
OG0000091	LOC109429227	CQUJHB017444
OG0000092	LOC115255535	CQUJHB000983, CQUJHB006030
OG0000092	LOC134285725, LOC134284959, LOC134287086, LOC134284932, LOC134287625, LOC134290093, LOC134290094, LOC134287006, LOC134287015, LOC134291282, LOC134286553, LOC134285237, LOC134289068, LOC134284406	CQUJHB014630
OG0000092	LOC134287913, LOC115271100, LOC115260350, LOC115265658, LOC115269953, LOC134292239, LOC115270191	CQUJHB006017, CQUJHB005768, CQUJHB004130, CQUJHB016496, CQUJHB005195, CQUJHB014961
OG0000096	LOC109422254	CQUJHB002716
OG0000096	LOC109414298	CQUJHB018308
OG0000096	LOC115264212	CQUJHB008108
OG0000096	LOC109422250	CQUJHB008616
OG0000097	LOC109621419	CQUJHB017875
OG0000097	LOC109622082	CQUJHB012977
OG0000097	LOC109433277	CQUJHB011218, CQUJHB006589, CQUJHB017887, CQUJHB015073
OG0000098	LOC115258660, LOC109419553, LOC109409374	CQUJHB009893
OG0000098	LOC115258766	CQUJHB003108
OG0000098	LOC115260917	CQUJHB017910
OG0000100	LOC134285758, LOC109407031	CQUJHB007834, CQUJHB012317
OG0000100	LOC134288613, LOC134288501	CQUJHB013140
OG0000100	LOC134284439	CQUJHB012708
OG0000101	LOC134290421, LOC134283965, LOC134286528, LOC134286992, LOC134285704, LOC134288420, LOC115256751, LOC134291238, LOC134285106, LOC134285342, LOC134290922, LOC134290420, LOC134290133, LOC134290194, LOC134286036, LOC134286986, LOC134290593, LOC134288995, LOC134290578, LOC134290574, LOC134291565, LOC134290482, LOC134290278, LOC134286210, LOC134286991, LOC134286570, LOC134288034	CQUJHB011092, CQUJHB004788, CQUJHB017263
OG0000104	LOC109421248, LOC109421247, LOC109410842, LOC109421246	CQUJHB003501
OG0000104	LOC109410832	CQUJHB016210
OG0000104	LOC109427506, LOC109427507	CQUJHB015480, CQUJHB006103, CQUJHB017990, CQUJHB017746, CQUJHB005521, CQUJHB012378, CQUJHB001763
OG0000107	LOC134285144, LOC115269113, LOC115269114, LOC109397170, LOC134285135, LOC134285132, LOC134285129	CQUJHB018415, CQUJHB004852
OG0000107	LOC134287048	CQUJHB009068, CQUJHB013239, CQUJHB016501, CQUJHB015111, CQUJHB013703, CQUJHB006294, CQUJHB013989, CQUJHB013568
OG0000107	LOC134284153, LOC115264363	CQUJHB000838
OG0000107	LOC115265698	CQUJHB001925
OG0000108	LOC109429333, LOC109421068, LOC109429251, LOC109421067, LOC109429469, LOC115258785, LOC109421073, LOC109428607, LOC109421072	CQUJHB012501, CQUJHB014940, CQUJHB002184, CQUJHB006363
OG0000109	LOC134288467, LOC109417980	CQUJHB017035
OG0000109	LOC109402397, LOC134284738	CQUJHB000019
OG0000109	LOC109402396, LOC109402395	CQUJHB012435
OG0000109	LOC109402380	CQUJHB007563
OG0000111	LOC115265527, LOC115253427, LOC115265528, LOC115265526, LOC109432478, LOC115253746	CQUJHB001127, CQUJHB016273
OG0000114	LOC109432439	CQUJHB008130
OG0000114	LOC109421209	CQUJHB012994
OG0000115	LOC109413498	CQUJHB014380
OG0000116	LOC115262061	CQUJHB007929
OG0000116	LOC115262073	CQUJHB009840
OG0000116	LOC109400294	CQUJHB015910
OG0000118	LOC115265687, LOC134288793, LOC134292045, LOC134286735, LOC134287660, LOC134291297, LOC134291848, LOC134288874, LOC134288873, LOC134285843, LOC109416857, LOC134285841, LOC134289674, LOC134289434, LOC134286684, LOC134286683, LOC134288215, LOC134286831, LOC134284757, LOC134291295, LOC134284756, LOC134286115, LOC134286118, LOC134290344, LOC134289854, LOC134286065, LOC134290731, LOC134285967, LOC134285914, LOC134290711, LOC134291375, LOC134288095, LOC134286037, LOC134286931, LOC134291961, LOC134290704, LOC134286386	CQUJHB009876
OG0000119	LOC109409689	CQUJHB001620
OG0000119	LOC109409691	CQUJHB002189
OG0000119	LOC109409690	CQUJHB015704, CQUJHB017923, CQUJHB014370, CQUJHB011823, CQUJHB009096
OG0000119	LOC134287661	CQUJHB000195, CQUJHB004701, CQUJHB012571
OG0000120	LOC109402840, LOC109406119, LOC115261111	CQUJHB006803
OG0000120	LOC115261112	CQUJHB014331, CQUJHB001450
OG0000121	LOC134290432, LOC134286563	CQUJHB006005, CQUJHB017888
OG0000121	LOC134289163	CQUJHB012450
OG0000121	LOC134286440	CQUJHB000057, CQUJHB000850, CQUJHB012106
OG0000121	LOC134290915, LOC134285234, LOC134290209, LOC134286682, LOC134288272, LOC134286435, LOC134285985, LOC134290069, LOC134289513	CQUJHB011330
OG0000122	LOC134288311, LOC134289590, LOC134291066, LOC115269929, LOC134290580, LOC134284521, LOC134289620, LOC134284461, LOC134291132, LOC134290113, LOC134289572, LOC134286419, LOC134288329, LOC134286541, LOC115260993, LOC134286726, LOC134286183, LOC134290739, LOC134286112, LOC134291286, LOC115258482, LOC134286654, LOC134289578, LOC134288908, LOC134288629, LOC134290476, LOC134290367, LOC134290303, LOC134289959, LOC134286926, LOC134291426, LOC134289017, LOC134286732, LOC115259230	CQUJHB001201
OG0000127	LOC109399383	CQUJHB008722
OG0000127	LOC109430899	CQUJHB006654, CQUJHB003293, CQUJHB000740
OG0000127	LOC115263186	CQUJHB013009, CQUJHB013825
OG0000127	LOC115263188	CQUJHB003231, CQUJHB009687
OG0000127	LOC115263189	CQUJHB012007, CQUJHB016127
OG0000127	LOC109411349	CQUJHB003905
OG0000128	LOC109397004	CQUJHB011093
OG0000128	LOC115262796	CQUJHB006737, CQUJHB017854
OG0000129	LOC109428071, LOC109418295	CQUJHB000384, CQUJHB003430
OG0000129	LOC109418292, LOC109418299	CQUJHB014096
OG0000129	LOC109421658	CQUJHB016178, CQUJHB012226
OG0000130	LOC109426323	CQUJHB016267
OG0000130	LOC109421327, LOC109427811, LOC115265185, LOC109421178, LOC109421176	CQUJHB001063
OG0000130	LOC109421326	CQUJHB001771
OG0000131	LOC109420718	CQUJHB000645
OG0000131	LOC109419859	CQUJHB004459
OG0000131	LOC109420609	CQUJHB010920
OG0000131	LOC109420605	CQUJHB014041
OG0000132	LOC109399101	CQUJHB007672
OG0000132	LOC109397421	CQUJHB008636
OG0000132	LOC109397420	CQUJHB000067
OG0000133	LOC109425940	CQUJHB009822
OG0000133	LOC109433309, LOC134291485	CQUJHB012631, CQUJHB014632, CQUJHB010069, CQUJHB018411, CQUJHB003024, CQUJHB005900, CQUJHB018012, CQUJHB016449
OG0000134	LOC115267595	CQUJHB006248
OG0000134	LOC109399470	CQUJHB017587
OG0000134	LOC115267583	CQUJHB012326
OG0000135	LOC109411771	CQUJHB008910
OG0000136	LOC109418558	CQUJHB007955, CQUJHB006760
OG0000136	LOC109413120	CQUJHB009839
OG0000136	LOC109400919	CQUJHB008282
OG0000136	LOC109401827, LOC109412093	CQUJHB003509, CQUJHB002833
OG0000136	LOC109404625	CQUJHB013970
OG0000137	LOC134284969, LOC109421769, LOC134288531, LOC134289472, LOC115254570, LOC134289471, LOC134289742, LOC115254290, LOC134284299, LOC134288207, LOC134287630, LOC134287631, LOC134287295, LOC134288416, LOC134288415	CQUJHB017481, CQUJHB000636, CQUJHB001650, CQUJHB017580, CQUJHB013972, CQUJHB010919, CQUJHB012390
OG0000139	LOC134284289, LOC115260221, LOC115256812, LOC134290266, LOC134291180, LOC134292202, LOC134290495, LOC134288341, LOC134289848, LOC134290486, LOC134286811, LOC134284837, LOC134290851, LOC134288532, LOC115261209, LOC134285221, LOC115258680, LOC134288040, LOC134285636, LOC134285670, LOC134287619, LOC109406373, LOC109422145, LOC109422985, LOC134289827, LOC134291138, LOC115264492, LOC134286579, LOC134286163, LOC134288994, LOC109420663, LOC134284765, LOC134285750, LOC134284452, LOC134284820	CQUJHB008418
OG0000141	LOC115266541, LOC109426247	CQUJHB013589, CQUJHB004400
OG0000141	LOC115266539, LOC109411169, LOC109411161	CQUJHB002761, CQUJHB004199, CQUJHB003761, CQUJHB015077, CQUJHB001493, CQUJHB017741
OG0000141	LOC109426250	CQUJHB005542
OG0000142	LOC109401436, LOC109423496	CQUJHB011887
OG0000142	LOC109423512	CQUJHB002040
OG0000142	LOC109423498	CQUJHB003927
OG0000143	LOC115271081, LOC109422534, LOC115271082	CQUJHB014059
OG0000143	LOC109422665, LOC109401117	CQUJHB006194
OG0000144	LOC134288014	CQUJHB000312
OG0000144	LOC109404515, LOC109398775, LOC134290966, LOC109406348, LOC109397614, LOC134290793, LOC115260148	CQUJHB015003, CQUJHB011281, CQUJHB012034
OG0000144	LOC134290866, LOC115259426, LOC134289714, LOC115264397	CQUJHB003913, CQUJHB003921
OG0000145	LOC109420558, LOC109414419, LOC115253506, LOC109622121	CQUJHB020279, CQUJHB020289, CQUJHB016091, CQUJHB020429, CQUJHB014920
OG0000145	LOC109407290, LOC109397517, LOC109622827, LOC109622828, LOC109622795, LOC109421590	CQUJHB006107, CQUJHB020434, CQUJHB020269, CQUJHB017747, CQUJHB020297, CQUJHB014123, CQUJHB002541, CQUJHB001680
OG0000145	LOC109405893	CQUJHB013931
OG0000146	LOC109406196, LOC109406203	CQUJHB005895, CQUJHB003363, CQUJHB015207
OG0000146	LOC109419020, LOC109408133, LOC109419023, LOC109419016, LOC109406193	CQUJHB013515, CQUJHB000693
OG0000147	LOC109421511	CQUJHB005161
OG0000147	LOC109421512	CQUJHB000556, CQUJHB001564, CQUJHB001839
OG0000148	LOC115260854	CQUJHB001186
OG0000148	LOC115265114	CQUJHB000776
OG0000148	LOC109421171	CQUJHB017061
OG0000149	LOC109426259	CQUJHB010028
OG0000149	LOC109410290	CQUJHB012080
OG0000149	LOC109426253	CQUJHB014966
OG0000149	LOC109426260	CQUJHB017015, CQUJHB010834
OG0000150	LOC115266551	CQUJHB006439
OG0000151	LOC109412232	CQUJHB018327
OG0000152	LOC109408684	CQUJHB014990
OG0000152	LOC109408682	CQUJHB000800, CQUJHB010394
OG0000152	LOC115265746	CQUJHB005329
OG0000152	LOC109420225	CQUJHB009136
OG0000153	LOC115256669	CQUJHB007543
OG0000153	LOC109404674	CQUJHB006842
OG0000153	LOC115256516, LOC109410352, LOC109410301, LOC109404719, LOC115258069, LOC115258073, LOC115258075, LOC109410332, LOC109404722, LOC115269069, LOC109410326, LOC115269111, LOC109410305, LOC115269087, LOC115269066, LOC109410302, LOC109404678	CQUJHB002329
OG0000154	LOC109421560, LOC109409214, LOC109409172	CQUJHB008696, CQUJHB017642, CQUJHB010993, CQUJHB014811, CQUJHB014899
OG0000155	LOC109416379	CQUJHB007333, CQUJHB008665
OG0000155	LOC109430008	CQUJHB002705, CQUJHB004511
OG0000155	LOC115263419, LOC109430000, LOC115263405, LOC109416399	CQUJHB005859, CQUJHB001497
OG0000156	LOC115257818, LOC134291361, LOC115261634, LOC115268995	CQUJHB015798, CQUJHB008291
OG0000156	LOC134291401, LOC134289633, LOC109426273, LOC115255171	CQUJHB004586, CQUJHB000634
OG0000157	LOC109421165	CQUJHB001379
OG0000157	LOC109417943, LOC109426743	CQUJHB007316
OG0000157	LOC109426604, LOC109426606, LOC109426631, LOC109426654, LOC115265692, LOC109426605	CQUJHB018173, CQUJHB009836
OG0000161	LOC109420367, LOC109402628	CQUJHB018217, CQUJHB000922
OG0000161	LOC115263538, LOC109415748	CQUJHB000076
OG0000162	LOC109416740	CQUJHB009418
OG0000162	LOC115257490	CQUJHB020435, CQUJHB014569
OG0000162	LOC109416738	CQUJHB004329
OG0000162	LOC109403420	CQUJHB020337
OG0000163	LOC115264896	CQUJHB015427
OG0000163	LOC109408545	CQUJHB001490, CQUJHB017982, CQUJHB004125, CQUJHB015576
OG0000163	LOC109429593	CQUJHB004810, CQUJHB003658
OG0000164	LOC134285492	CQUJHB011226
OG0000164	LOC109413276	CQUJHB016036
OG0000164	LOC109430385	CQUJHB012144, CQUJHB018124
OG0000164	LOC134285493	CQUJHB012545
OG0000165	LOC115256356, LOC109421988	CQUJHB001386
OG0000165	LOC115256354	CQUJHB008494
OG0000166	LOC109397863	CQUJHB002907
OG0000166	LOC109418973	CQUJHB004489
OG0000166	LOC109418976	CQUJHB009503, CQUJHB000077
OG0000167	LOC134286466	CQUJHB014218, CQUJHB008556, CQUJHB003495, CQUJHB014097, CQUJHB013565
OG0000167	LOC134287093, LOC134285614, LOC134284076, LOC134291847, LOC134287505, LOC134290780, LOC134285615, LOC134289762, LOC134284195, LOC134291742, LOC134291766, LOC134284652, LOC134291898, LOC134288901, LOC134287254, LOC134292028, LOC134291379, LOC134288716, LOC134284973, LOC134287562, LOC134284680, LOC134291124, LOC134291002, LOC134291339	CQUJHB007155
OG0000168	LOC134286066, LOC109621527, LOC109426503	CQUJHB009735
OG0000171	LOC134289645	CQUJHB005596
OG0000171	LOC134289646	CQUJHB006525
OG0000172	LOC109414400	CQUJHB004762
OG0000172	LOC109410572	CQUJHB006283
OG0000172	LOC109421132	CQUJHB018212, CQUJHB003020
OG0000173	LOC109424660, LOC109412073, LOC109424630	CQUJHB003313
OG0000174	LOC115256529	CQUJHB009037, CQUJHB004035
OG0000175	LOC134287973, LOC134285776, LOC134288288, LOC134287838, LOC134285784, LOC134284841, LOC134287972, LOC134284851, LOC134290507, LOC134287763, LOC115254665, LOC109416611, LOC134292016, LOC109408458, LOC115254649	CQUJHB007361
OG0000175	LOC134286494, LOC134288690, LOC115260103, LOC115265376, LOC115267826, LOC115266091, LOC134284510, LOC134291352, LOC134289738, LOC115262041, LOC134286527, LOC109402989, LOC109428511	CQUJHB014372
OG0000175	LOC134285244	CQUJHB011045
OG0000180	LOC109421192, LOC115265814, LOC109432470, LOC109421186, LOC109421214, LOC109432431, LOC109421189	CQUJHB005835, CQUJHB005816, CQUJHB007916, CQUJHB006996, CQUJHB001222, CQUJHB013519, CQUJHB008661, CQUJHB002191, CQUJHB000686, CQUJHB009673, CQUJHB009193, CQUJHB000772
OG0000181	LOC109398251	CQUJHB018406
OG0000181	LOC109398238, LOC109419743, LOC109398234, LOC109398239, LOC109419750	CQUJHB017566
OG0000182	LOC115259581	CQUJHB010205
OG0000182	LOC115253802, LOC109400865	CQUJHB012840
OG0000182	LOC109429307	CQUJHB007241
OG0000183	LOC115256357	CQUJHB008471
OG0000183	LOC109407271, LOC109402674, LOC109405890	CQUJHB008317, CQUJHB015904, CQUJHB015217
OG0000184	LOC109411770, LOC109416825	CQUJHB005313
OG0000184	LOC109411788	CQUJHB020350, CQUJHB003938, CQUJHB000274
OG0000184	LOC115262030, LOC109411769	CQUJHB004861
OG0000185	LOC109401553, LOC109402898, LOC109420356	CQUJHB017110, CQUJHB016405, CQUJHB006617
OG0000185	LOC109419367	CQUJHB017959, CQUJHB000372
OG0000187	LOC109415488	CQUJHB008770, CQUJHB004129, CQUJHB012844, CQUJHB004306, CQUJHB008082, CQUJHB013210, CQUJHB015795, CQUJHB005653, CQUJHB013231, CQUJHB020318, CQUJHB020398, CQUJHB020313, CQUJHB020424, CQUJHB020405, CQUJHB016508, CQUJHB015181, CQUJHB011232, CQUJHB002253, CQUJHB009569, CQUJHB014578, CQUJHB015136
OG0000188	LOC109416080	CQUJHB017292
OG0000188	LOC109402955, LOC115264319, LOC109416100, LOC109416077	CQUJHB007220, CQUJHB003135
OG0000189	LOC109398456	CQUJHB011357
OG0000189	LOC115264694, LOC115264672	CQUJHB001514
OG0000189	LOC115266712	CQUJHB016877
OG0000190	LOC134287929	CQUJHB014000
OG0000190	LOC109429277	CQUJHB013041
OG0000190	LOC109420894	CQUJHB007455
OG0000191	LOC109425624, LOC115269665	CQUJHB013758, CQUJHB002302, CQUJHB016362, CQUJHB011469
OG0000192	LOC115268599	CQUJHB011350
OG0000192	LOC109407097	CQUJHB011486
OG0000192	LOC109424591	CQUJHB006523
OG0000193	LOC109418366, LOC109426146, LOC109426147	CQUJHB016836
OG0000193	LOC109417593	CQUJHB008892, CQUJHB000131
OG0000194	LOC109621440, LOC115268364	CQUJHB008662, CQUJHB005983
OG0000194	LOC109621437	CQUJHB002471, CQUJHB006345
OG0000194	LOC115268005	CQUJHB007940
OG0000194	LOC109621491	CQUJHB007773
OG0000196	LOC109417644	CQUJHB015310, CQUJHB014474, CQUJHB002527
OG0000196	LOC109410244, LOC115255412	CQUJHB011596
OG0000196	LOC115255411	CQUJHB015062
OG0000197	LOC115270469, LOC115255860, LOC115269892, LOC134284776, LOC134287934, LOC115265401, LOC115269304, LOC115267345, LOC109622052, LOC134291582	CQUJHB008727, CQUJHB015443
OG0000200	LOC109415401	CQUJHB003055
OG0000200	LOC109410678	CQUJHB000054
OG0000200	LOC115263783	CQUJHB006956
OG0000201	LOC109622199	CQUJHB002501, CQUJHB011456
OG0000201	LOC115269915, LOC115270394	CQUJHB015906
OG0000201	LOC109622197	CQUJHB013148, CQUJHB016903
OG0000202	LOC109421839	CQUJHB017404
OG0000202	LOC109421838	CQUJHB010576
OG0000202	LOC109428440	CQUJHB013321
OG0000202	LOC109428339	CQUJHB012941
OG0000203	LOC109426936	CQUJHB018349
OG0000203	LOC109623341, LOC109426935	CQUJHB014121, CQUJHB004265, CQUJHB018395
OG0000203	LOC109623338	CQUJHB001614
OG0000204	LOC109425685, LOC109422978	CQUJHB015536, CQUJHB018050
OG0000204	LOC109422968	CQUJHB009121
OG0000205	LOC109397149	CQUJHB011157
OG0000205	LOC109411753	CQUJHB006892
OG0000205	LOC109425990	CQUJHB016605, CQUJHB015202
OG0000206	LOC109429344, LOC109428387, LOC109420951	CQUJHB009215, CQUJHB015605, CQUJHB002272
OG0000207	LOC109415428, LOC109402620, LOC109402627, LOC109406592, LOC115253652, LOC109402626	CQUJHB009425
OG0000209	LOC109403372	CQUJHB015355
OG0000209	LOC109403367	CQUJHB000140
OG0000209	LOC109403351	CQUJHB011735
OG0000209	LOC109410735, LOC109403373, LOC109403353, LOC109410739	CQUJHB013282, CQUJHB000475, CQUJHB006152, CQUJHB012713, CQUJHB011488, CQUJHB001205
OG0000210	LOC109402346	CQUJHB015488, CQUJHB015097, CQUJHB007162
OG0000211	LOC115260807, LOC115254284, LOC134286007, LOC115265175, LOC115256717, LOC109419777, LOC109408040, LOC109431828, LOC134291233, LOC109415638, LOC134290775, LOC115267034, LOC134286366, LOC109407466, LOC109429518, LOC134290898, LOC134284394, LOC134288112, LOC134284766, LOC134289796, LOC134288528	CQUJHB016529
OG0000212	LOC134288115, LOC134284089, LOC134291769, LOC134285384, LOC134284087, LOC109428975, LOC134285131, LOC134286671, LOC134291990, LOC134287078, LOC134291630, LOC134287060, LOC134287216, LOC134291291, LOC134291290, LOC134291957, LOC134288886, LOC115254678	CQUJHB017755, CQUJHB009572
