Orthogroup	Aalbopictus_AalbF5	AsinensisChina
OG0000321	LOC134285621	ASIC020752
OG0000321	LOC134285147	ASIC022307
OG0000324	LOC115268591	ASIC003860, ASIC003861
OG0000324	LOC109621385	ASIC003858
OG0000325	LOC109402478, LOC109621375, LOC109410004	ASIC019850
OG0000326	LOC109406334	ASIC005793
OG0000326	LOC115257242	ASIC005792
OG0000327	LOC109407226	ASIC009969
OG0000328	LOC109410565	ASIC018103
OG0000328	LOC115268300	ASIC018105
OG0000329	LOC109429565	ASIC007335
OG0000329	LOC109429983	ASIC007336, ASIC007337
OG0000330	LOC109431560	ASIC005378
OG0000330	LOC109431569	ASIC005379
OG0000330	LOC109431850	ASIC005380
OG0000331	LOC109428018	ASIC011490
OG0000331	LOC109418192	ASIC011489
OG0000332	LOC109405410	ASIC013992, ASIC011150, ASIC013991
OG0000333	LOC109399400	ASIC016706
OG0000334	LOC134289025	ASIC005880
OG0000336	LOC109408655	ASIC018901
OG0000336	LOC109621296	ASIC018897
OG0000337	LOC109415181, LOC109415182, LOC109430079, LOC109428503, LOC115256546, LOC115256548, LOC109428498, LOC115256404, LOC115256615, LOC109428535, LOC109428502, LOC109430082	ASIC017612
OG0000344	LOC109400802	ASIC020228
OG0000345	LOC115253693, LOC115264547, LOC109400458	ASIC011811
OG0000346	LOC109423283, LOC109428973, LOC109429007, LOC109408824	ASIC000815, ASIC021948
OG0000347	LOC109432255, LOC109432313	ASIC000181
OG0000348	LOC115267667, LOC109432235	ASIC015321, ASIC015322, ASIC015323
OG0000349	LOC134284677	ASIC012256, ASIC012253
OG0000349	LOC109621924	ASIC012252
OG0000350	LOC109416155, LOC109416608, LOC109407449, LOC109416681, LOC109416628, LOC109416670, LOC109416657, LOC109407402	ASIC002433
OG0000351	LOC109431534	ASIC011933
OG0000352	LOC109430165, LOC109423357	ASIC020939
OG0000352	LOC109432136	ASIC020938
OG0000353	LOC134284734, LOC109413962, LOC109413964	ASIC000954, ASIC011663
OG0000353	LOC109413963	ASIC011664
OG0000354	LOC109414751	ASIC012572, ASIC012573
OG0000354	LOC109425341	ASIC010034, ASIC010035
OG0000355	LOC115253987	ASIC013915
OG0000356	LOC109414269	ASIC007049
OG0000357	LOC109425351	ASIC012551
OG0000357	LOC109425349	ASIC012549
OG0000360	LOC109426006, LOC109426005	ASIC014813, ASIC014814
OG0000360	LOC115268035	ASIC014817
OG0000361	LOC109398309	ASIC018213
OG0000362	LOC109417695, LOC134289747, LOC109417559, LOC109417694	ASIC006698, ASIC020699, ASIC020698
OG0000363	LOC109431669	ASIC018523
OG0000363	LOC109431631, LOC115267493, LOC115259270	ASIC018524
OG0000364	LOC109417614, LOC109426760, LOC109426761	ASIC016659, ASIC016658
OG0000365	LOC109420926	ASIC002632, ASIC002635
OG0000365	LOC109412662	ASIC002634
OG0000366	LOC109419189, LOC109419188, LOC109419155, LOC115262156	ASIC009439
OG0000367	LOC109406417	ASIC016760, ASIC016759
OG0000368	LOC115268779, LOC115253469, LOC109412743	ASIC021920
OG0000369	LOC115255405	ASIC009390
OG0000370	LOC109421677, LOC109426721	ASIC011451
OG0000371	LOC134288495	ASIC016597
OG0000371	LOC115265256	ASIC016605
OG0000372	LOC109402069, LOC134285328	ASIC009507, ASIC009504
OG0000372	LOC109427360, LOC134283900	ASIC009508
OG0000376	LOC134286423	ASIC020524, ASIC006186, ASIC020543
OG0000380	LOC134284314, LOC134290310, LOC109400822	ASIC009217
OG0000381	LOC109431293	ASIC017769
OG0000382	LOC109408978	ASIC013910
OG0000382	LOC109426479	ASIC013908
OG0000383	LOC109413923	ASIC008776
OG0000383	LOC115260955	ASIC022329
OG0000384	LOC109397157	ASIC002781, ASIC001183, ASIC002780, ASIC002776
OG0000386	LOC109406410	ASIC011709
OG0000387	LOC115267498	ASIC016161
OG0000387	LOC109404924	ASIC012957
OG0000388	LOC109412442, LOC109430335, LOC109430333	ASIC013800, ASIC013799, ASIC013798
OG0000389	LOC115254253	ASIC019090
OG0000389	LOC115265043, LOC109424263	ASIC019088, ASIC019091
OG0000390	LOC109428795, LOC115271008, LOC109429608, LOC109429601, LOC109429611, LOC109422133, LOC109422136, LOC109432597	ASIC021882, ASIC011284
OG0000391	LOC109423211	ASIC015117, ASIC015116
OG0000391	LOC115256097	ASIC017801
OG0000392	LOC109404501	ASIC014072, ASIC014074, ASIC014073
OG0000393	LOC109424074	ASIC007949
OG0000394	LOC109408907	ASIC021259
OG0000394	LOC109408910, LOC109408909	ASIC021258
OG0000395	LOC109405903	ASIC009958
OG0000395	LOC109398706	ASIC006771
OG0000396	LOC109430162	ASIC002672
OG0000396	LOC109430163	ASIC002671
OG0000397	LOC109428250	ASIC014575
OG0000397	LOC109427075	ASIC008278
OG0000398	LOC109420163, LOC109420161, LOC109420162, LOC109410030	ASIC003105
OG0000399	LOC115263357	ASIC019531, ASIC019530
OG0000400	LOC109407994	ASIC014917
OG0000400	LOC109405168	ASIC019623
OG0000401	LOC109418407	ASIC005455
OG0000401	LOC109412802	ASIC004773
OG0000402	LOC109397830, LOC109397831, LOC109405350, LOC134287499	ASIC016791, ASIC017093
OG0000403	LOC109405351, LOC115255632	ASIC017017
OG0000403	LOC109398107	ASIC018806
OG0000404	LOC109401173	ASIC005999
OG0000404	LOC109401146, LOC134284179	ASIC005998
OG0000405	LOC109409749, LOC109409746, LOC109432138	ASIC015146, ASIC015147
OG0000406	LOC115263064	ASIC004797, ASIC014296, ASIC004798
OG0000407	LOC109424709, LOC134283926	ASIC017969
OG0000407	LOC109424712, LOC134291633, LOC134285730	ASIC017965
OG0000408	LOC115260129, LOC115260130	ASIC012313
OG0000408	LOC109430548	ASIC012311
OG0000409	LOC109420930	ASIC006513
OG0000409	LOC109412654	ASIC006515
OG0000411	LOC134291129	ASIC013281
OG0000412	LOC134284900, LOC115256380	ASIC020401, ASIC020400, ASIC020403
OG0000412	LOC115256649, LOC115256648	ASIC020404
OG0000413	LOC109397940	ASIC019161, ASIC019163, ASIC019162, ASIC019164
OG0000414	LOC109424228	ASIC009497, ASIC014159, ASIC014156, ASIC014158, ASIC014155
OG0000416	LOC115253908, LOC109426657, LOC109426655	ASIC019239
OG0000416	LOC109426741, LOC109417941	ASIC016876
OG0000417	LOC109411049	ASIC015685
OG0000417	LOC109406499	ASIC011176
OG0000419	LOC134290305, LOC134284407, LOC109398619	ASIC022274, ASIC009238, ASIC009659
OG0000421	LOC115256531	ASIC004562, ASIC015063
OG0000422	LOC115266089	ASIC006280
OG0000428	LOC134288941, LOC109418739	ASIC006206
OG0000429	LOC109622073	ASIC004595, ASIC004594
OG0000430	LOC109427697	ASIC016909
OG0000431	LOC115260799	ASIC010039
OG0000432	LOC109409360	ASIC008599
OG0000432	LOC109417427	ASIC005905
OG0000433	LOC109623006	ASIC021068
OG0000433	LOC109622188	ASIC021074
OG0000434	LOC109407821, LOC134288727, LOC134288724, LOC109410038	ASIC018734, ASIC018736, ASIC018738, ASIC018733
OG0000435	LOC109399074, LOC134291823, LOC109409889	ASIC005962
OG0000436	LOC109401753, LOC109407863, LOC109407862, LOC109407874, LOC109407864, LOC109422330	ASIC019967
OG0000437	LOC109433402	ASIC002921
OG0000437	LOC109433401	ASIC002923
OG0000438	LOC109403303, LOC109433400, LOC109403274	ASIC002922
OG0000439	LOC109425148	ASIC017605
OG0000439	LOC109429421	ASIC017590
OG0000440	LOC109411686	ASIC013302
OG0000440	LOC109411655	ASIC013280
OG0000441	LOC109423025	ASIC000926, ASIC007475, ASIC000925, ASIC007491, ASIC002994, ASIC005125
OG0000443	LOC109400886	ASIC020916
OG0000443	LOC109401381	ASIC019892
OG0000445	LOC109401562	ASIC015511
OG0000445	LOC109398913	ASIC015510
OG0000446	LOC109414069, LOC115258016	ASIC017399
OG0000446	LOC115258017	ASIC017397
OG0000447	LOC109409155	ASIC003833
OG0000447	LOC109409153	ASIC003829
OG0000448	LOC109409127	ASIC003765
OG0000448	LOC109405027	ASIC012623
OG0000449	LOC115256563, LOC109401927	ASIC003960
OG0000449	LOC109433196	ASIC005404
OG0000450	LOC115255343	ASIC020787
OG0000450	LOC115253661, LOC134287731	ASIC020791
OG0000451	LOC134284988	ASIC016924
OG0000451	LOC109412193	ASIC016917, ASIC016922
OG0000451	LOC115255738	ASIC003595
OG0000452	LOC109622640, LOC109419264	ASIC009849, ASIC020091, ASIC009840, ASIC009847, ASIC020090, ASIC009848, ASIC009850
OG0000453	LOC109413132	ASIC003644
OG0000454	LOC109406531, LOC109429681	ASIC006736
OG0000455	LOC109423314	ASIC019673
OG0000455	LOC115253807	ASIC004791
OG0000456	LOC109415681	ASIC011658
OG0000456	LOC109418348	ASIC020729
OG0000457	LOC109398361	ASIC015718
OG0000457	LOC109398558	ASIC015722
OG0000458	LOC109431816	ASIC017734, ASIC017741
OG0000460	LOC115268722	ASIC022001
OG0000461	LOC109422876	ASIC006228
OG0000461	LOC109433652	ASIC006229
OG0000462	LOC109403759	ASIC019364, ASIC019365, ASIC019366
OG0000465	LOC109424835	ASIC014237, ASIC003894
OG0000466	LOC109433657	ASIC004778, ASIC004777, ASIC017831
OG0000476	LOC109416051	ASIC009231
OG0000477	LOC109621595	ASIC000652
OG0000477	LOC109400142, LOC109400026	ASIC000651
OG0000478	LOC115264937	ASIC002617
OG0000479	LOC115268723, LOC109428027	ASIC004164
OG0000480	LOC109426513	ASIC020530
OG0000480	LOC109426511	ASIC005746
OG0000481	LOC109407398	ASIC002432
OG0000482	LOC109429643	ASIC006605
OG0000482	LOC109429642	ASIC006582
OG0000483	LOC109419070, LOC134286400	ASIC003173
OG0000484	LOC109425082	ASIC017359
OG0000484	LOC109419028	ASIC001455
OG0000485	LOC109621341	ASIC006949
OG0000485	LOC109621339	ASIC006858, ASIC006950
OG0000486	LOC109415196	ASIC016975
OG0000486	LOC109421809	ASIC011434
OG0000487	LOC109621808	ASIC006102
OG0000487	LOC109416114	ASIC017111
OG0000488	LOC109403460, LOC109403431	ASIC009315, ASIC009314, ASIC009312
OG0000489	LOC109406904	ASIC004414
OG0000489	LOC109412957	ASIC004437
OG0000490	LOC134289965, LOC134291854	ASIC018244
OG0000491	LOC109416868	ASIC008922
OG0000491	LOC109623095	ASIC013988
OG0000492	LOC109425357	ASIC006208
OG0000492	LOC109418683	ASIC006198
OG0000493	LOC109402010, LOC109401998	ASIC005328
OG0000494	LOC134287907, LOC109623132	ASIC010787
OG0000495	LOC109417730	ASIC012829
OG0000495	LOC109428206	ASIC012830
OG0000496	LOC134284636, LOC134291985	ASIC006138
OG0000496	LOC109411182	ASIC006139
OG0000497	LOC109420370	ASIC003415
OG0000498	LOC109414799	ASIC000092
OG0000498	LOC109418646	ASIC000091
OG0000499	LOC134288418, LOC109413463	ASIC019661
OG0000499	LOC134285570, LOC109400515	ASIC005520
OG0000500	LOC109431093	ASIC010264
OG0000500	LOC109414630, LOC109424816	ASIC015176
OG0000501	LOC109401537, LOC109412613, LOC109412614	ASIC010971, ASIC013654, ASIC010970
OG0000502	LOC109421941	ASIC000171
OG0000503	LOC109425029, LOC109425031	ASIC004851
OG0000504	LOC115266033, LOC109424039	ASIC002831
OG0000504	LOC109402353	ASIC005768
OG0000505	LOC109417013, LOC109412849	ASIC016895, ASIC016894
OG0000506	LOC115256099, LOC109414068	ASIC017398
OG0000506	LOC115256102	ASIC017513
OG0000507	LOC115256103	ASIC006096
OG0000507	LOC109414072	ASIC008822
OG0000508	LOC109422787	ASIC018971, ASIC018968
OG0000509	LOC109426589	ASIC016623
OG0000509	LOC109426590, LOC134287360	ASIC016624
OG0000510	LOC109425180	ASIC006783
OG0000511	LOC109425513, LOC109425525	ASIC018684, ASIC018683
OG0000512	LOC109415211	ASIC017132
OG0000512	LOC109428382	ASIC017133
OG0000514	LOC109400992	ASIC020694
OG0000514	LOC115255015	ASIC009980
OG0000515	LOC115264138	ASIC006036
OG0000515	LOC109398588	ASIC006038
OG0000516	LOC109410440	ASIC004630
OG0000516	LOC109401458	ASIC004631
OG0000517	LOC109415719	ASIC020109
OG0000518	LOC109423301	ASIC003764
OG0000519	LOC109417624, LOC109426733, LOC109417822, LOC109417827, LOC109426788	ASIC016591
OG0000520	LOC109423887	ASIC006463
OG0000520	LOC109404792	ASIC006464
OG0000521	LOC109418072	ASIC019716
OG0000522	LOC115257747	ASIC007537
OG0000522	LOC109420067	ASIC007522
OG0000523	LOC115259474	ASIC005435
OG0000524	LOC109403198, LOC109402739	ASIC015079, ASIC015078
OG0000525	LOC134283917, LOC109418111	ASIC019757
OG0000526	LOC109411927	ASIC004001
OG0000526	LOC109406265	ASIC013447
OG0000527	LOC109423591	ASIC006188
OG0000527	LOC109423594	ASIC006184
OG0000528	LOC115270379	ASIC019523
OG0000528	LOC109403072	ASIC019533
OG0000534	LOC109419079	ASIC006533
OG0000534	LOC109408101, LOC109419033	ASIC006534
OG0000535	LOC109429794, LOC109398275	ASIC007433, ASIC007432
OG0000536	LOC109414815	ASIC018664
OG0000536	LOC109418840	ASIC018175
OG0000537	LOC109412349, LOC109416192, LOC115255562, LOC109419835, LOC109420602	ASIC012036
OG0000538	LOC109430354	ASIC013828
OG0000538	LOC109430325	ASIC013827
OG0000539	LOC109412473, LOC134286592	ASIC008347
OG0000540	LOC109402659, LOC115268762, LOC134284849, LOC134284856, LOC134284906, LOC109402682	ASIC006350
OG0000541	LOC134288839, LOC115257877	ASIC020746, ASIC016037
OG0000542	LOC109412237	ASIC009920
OG0000542	LOC115253484	ASIC004304
OG0000543	LOC109427741, LOC115260725	ASIC004786, ASIC004787
OG0000544	LOC109415777	ASIC009116
OG0000545	LOC134285805	ASIC021568
OG0000545	LOC134285800, LOC109403930, LOC109413361, LOC134285799, LOC115264252, LOC134284053, LOC134284062, LOC134284083, LOC115264081, LOC134284078, LOC115264241, LOC134284070, LOC134285794	ASIC021567
OG0000546	LOC115253915, LOC109423056	ASIC005135, ASIC005132
OG0000547	LOC109622788	ASIC015901
OG0000548	LOC109427046, LOC109623357, LOC115256573, LOC109424775	ASIC003926
OG0000549	LOC109427648	ASIC011717, ASIC000602
OG0000550	LOC115263103, LOC109416717, LOC115263134, LOC109425632	ASIC018855
OG0000551	LOC109432153	ASIC020945, ASIC020944
OG0000552	LOC115267361, LOC134285723	ASIC011854
OG0000553	LOC109412894	ASIC012929
OG0000554	LOC109428614, LOC109421685, LOC134290135, LOC109428015	ASIC011433
OG0000556	LOC115264438, LOC115264437	ASIC008292, ASIC008295
OG0000557	LOC109405654	ASIC016139, ASIC016141, ASIC020362
OG0000558	LOC109419262	ASIC021641
OG0000558	LOC109400382	ASIC005215
OG0000559	LOC109429221	ASIC004610
OG0000560	LOC109418122	ASIC019767
OG0000560	LOC109424772	ASIC010256
OG0000561	LOC109431665	ASIC012229
OG0000561	LOC109431683	ASIC001853
OG0000562	LOC109406256	ASIC019233
OG0000562	LOC109406730	ASIC019235
OG0000563	LOC115264129	ASIC003207
OG0000563	LOC115264141	ASIC003208
OG0000564	LOC109409290	ASIC002237, ASIC002236
OG0000565	LOC109422005, LOC115256419	ASIC009122, ASIC009643
OG0000566	LOC109410100	ASIC012715
OG0000566	LOC109418615	ASIC012709
OG0000567	LOC109403135	ASIC013727
OG0000568	LOC115268481, LOC109407918	ASIC016809, ASIC016808
OG0000569	LOC109414177	ASIC000871
OG0000570	LOC109425508	ASIC020442, ASIC009758, ASIC001573, ASIC009759
OG0000571	LOC109416085, LOC109402929, LOC109402930	ASIC009155
OG0000573	LOC115256807, LOC109405102	ASIC017361
OG0000576	LOC109424753, LOC109417232, LOC115256780	ASIC009681
OG0000576	LOC134288156	ASIC009682
OG0000577	LOC134284800, LOC134284726, LOC109415289, LOC109623205, LOC109415288	ASIC003129, ASIC003128
OG0000579	LOC115253489	ASIC019246
OG0000579	LOC109413755	ASIC004749
OG0000581	LOC115263322	ASIC016520
OG0000581	LOC109416943	ASIC016521
OG0000582	LOC109621814	ASIC022081, ASIC022080
OG0000583	LOC134288929, LOC134288931	ASIC002495
OG0000584	LOC115267440	ASIC014518
OG0000584	LOC109400174	ASIC014523
OG0000585	LOC109622485, LOC109420172	ASIC012896, ASIC012897
OG0000586	LOC109412123, LOC109411871, LOC109425546	ASIC010040
OG0000588	LOC109403852	ASIC011987
OG0000588	LOC115268552	ASIC011985
OG0000595	LOC134286126, LOC115256601, LOC109622768, LOC115265498, LOC115268099	ASIC002794, ASIC016298, ASIC016309
OG0000606	LOC109415498, LOC109415500, LOC115267668	ASIC009431
OG0000608	LOC109429916	ASIC007277, ASIC007273, ASIC007276
OG0000609	LOC109419595	ASIC006672
OG0000610	LOC109416014	ASIC002451
OG0000611	LOC109622501	ASIC016343
OG0000613	LOC109429147	ASIC011361
OG0000614	LOC109413458	ASIC019653
OG0000615	LOC109623116	ASIC015189
OG0000615	LOC109623117	ASIC015191
OG0000616	LOC109409377, LOC109409353, LOC109419551, LOC109409287, LOC109623130	ASIC019016
OG0000618	LOC109400383	ASIC011972, ASIC007617
OG0000619	LOC109425300, LOC109399851	ASIC014716
OG0000620	LOC109419854, LOC109420716, LOC109419855	ASIC012033
OG0000621	LOC109432285	ASIC010689
OG0000621	LOC109420692	ASIC016929
OG0000622	LOC134290554, LOC109396976	ASIC005585
OG0000623	LOC109399668	ASIC005025, ASIC018080
OG0000624	LOC109429096, LOC109429098	ASIC003474
OG0000625	LOC134284016	ASIC012166
OG0000625	LOC109413737	ASIC012167
OG0000626	LOC134284905, LOC109402692	ASIC006348
OG0000626	LOC134284853, LOC109402667	ASIC006347
OG0000627	LOC109409926	ASIC015345, ASIC015349, ASIC015335
OG0000628	LOC115260719	ASIC010145, ASIC010153
OG0000630	LOC109425952, LOC109407629	ASIC015202, ASIC019468
OG0000631	LOC115264910	ASIC013517
OG0000632	LOC115255627, LOC115255639	ASIC006603, ASIC017016
OG0000633	LOC109424971	ASIC010261, ASIC018590
OG0000634	LOC109397138	ASIC020589
OG0000635	LOC109428007, LOC115268734	ASIC011390
OG0000636	LOC109425681	ASIC018863
OG0000636	LOC109423014	ASIC018864
OG0000637	LOC109422198	ASIC014475, ASIC014478, ASIC014477
OG0000638	LOC109399427, LOC109401200	ASIC015263, ASIC012121
OG0000639	LOC115261964	ASIC003698
OG0000639	LOC109423337	ASIC003697
OG0000640	LOC109414369, LOC109415824, LOC115269659, LOC115269658	ASIC011609
OG0000641	LOC109622813	ASIC006689
OG0000641	LOC115254098	ASIC006690
OG0000642	LOC134285837	ASIC013922
OG0000642	LOC109412847	ASIC013935
OG0000643	LOC109427063, LOC115266489, LOC109427062	ASIC011571, ASIC011572
OG0000644	LOC109420412	ASIC015378
OG0000644	LOC134292130	ASIC015379
OG0000645	LOC109420201	ASIC012463
OG0000647	LOC109622524	ASIC003824
OG0000647	LOC109622523	ASIC003826
OG0000648	LOC109419940, LOC109419941	ASIC013609
OG0000649	LOC109412099, LOC115269169	ASIC020095, ASIC020093, ASIC020094
OG0000650	LOC115258682	ASIC010159
OG0000651	LOC109414895	ASIC017959
OG0000652	LOC109412987	ASIC017015
OG0000653	LOC109407076	ASIC009438
OG0000653	LOC109407178	ASIC017682
OG0000654	LOC109429065	ASIC019682
OG0000654	LOC109399249	ASIC019681
OG0000655	LOC109410041	ASIC003101
OG0000656	LOC109419565	ASIC020766
OG0000656	LOC115260918	ASIC020763
OG0000657	LOC109419528, LOC115258746, LOC109409299	ASIC002248
OG0000658	LOC109402847	ASIC012368
OG0000658	LOC109422588	ASIC012369
OG0000659	LOC109415972	ASIC004626
OG0000659	LOC109415974	ASIC004625
OG0000660	LOC109404968	ASIC002150
OG0000661	LOC109405382	ASIC010596, ASIC020488
OG0000662	LOC109426928	ASIC022183, ASIC022185, ASIC022186, ASIC022184
OG0000663	LOC109425363, LOC115262363	ASIC014312, ASIC014313
OG0000664	LOC109410571, LOC109417342	ASIC005888, ASIC005889
OG0000665	LOC109400176	ASIC004570
OG0000665	LOC109400205	ASIC004569
OG0000666	LOC109422047	ASIC016904, ASIC016903
OG0000667	LOC109401310, LOC109623294	ASIC008479
OG0000668	LOC109428378, LOC109415212	ASIC006798
OG0000668	LOC109428377	ASIC006797
OG0000671	LOC115267997	ASIC005036, ASIC005042, ASIC005041, ASIC005035
OG0000672	LOC109427628	ASIC008550, ASIC008546
OG0000673	LOC115257965	ASIC020840
OG0000673	LOC109622862	ASIC004282
OG0000674	LOC115253893	ASIC011907
OG0000675	LOC109418473	ASIC009194
OG0000675	LOC134284634	ASIC009192
OG0000676	LOC109422703, LOC115264863, LOC115266101	ASIC009273
OG0000677	LOC109421075	ASIC013419
OG0000678	LOC109426679	ASIC018598, ASIC018592
OG0000679	LOC109414996	ASIC011060, ASIC011058
OG0000680	LOC109432919	ASIC020285
OG0000681	LOC109412528	ASIC019611, ASIC019602
OG0000682	LOC109431465	ASIC007710, ASIC001898
OG0000683	LOC115255007	ASIC017317, ASIC009973
OG0000684	LOC109422124	ASIC013707
OG0000686	LOC109405741	ASIC011737, ASIC010843
OG0000687	LOC115263936	ASIC008485, ASIC008467
OG0000698	LOC109400851	ASIC002954
OG0000699	LOC115255446	ASIC010756
OG0000700	LOC109426058	ASIC015382
OG0000701	LOC115253491	ASIC015884, ASIC017991
OG0000702	LOC109410659, LOC134287954	ASIC002991
OG0000703	LOC109424813, LOC109414631	ASIC021784
OG0000704	LOC109432159, LOC109428437	ASIC012649
OG0000705	LOC115267291	ASIC012203
OG0000705	LOC109426663	ASIC012204
OG0000706	LOC109415200, LOC109402140, LOC115254736	ASIC021044
OG0000707	LOC134288666	ASIC001005, ASIC001006, ASIC001004
OG0000709	LOC109433007, LOC115255771	ASIC016024, ASIC009545
OG0000710	LOC134285812, LOC109397699, LOC109432974	ASIC017105
OG0000711	LOC115257573	ASIC018376
OG0000711	LOC115257738	ASIC018377
OG0000712	LOC115257461, LOC109403425	ASIC009318, ASIC009317
OG0000713	LOC109428739, LOC115270179, LOC109426302	ASIC000957
OG0000714	LOC109427282	ASIC013805
