Orthogroup	Aalbopictus_AalbF5	LlongipalpisASM
OG0000273	LOC109431749, LOC109401498	LOC129794573, LOC129794527, LOC129794600
OG0000274	LOC109399255, LOC109399254, LOC109401921	LOC129788675, LOC129795658, LOC129788672, LOC129795638
OG0000277	LOC134291511, LOC134284201	LOC129791521
OG0000278	LOC109423828	LOC129786521, LOC129791056, LOC129791052
OG0000280	LOC109398599, LOC109622613	LOC129794053
OG0000286	LOC134288579, LOC109419311, LOC115265212, LOC109419306, LOC109419312, LOC109399258, LOC134291529	LOC129786965
OG0000289	LOC134289615, LOC134290940, LOC134289612	LOC129789651, LOC129789648, LOC129789646
OG0000290	LOC109407690, LOC134283955, LOC115268390	LOC129794578
OG0000291	LOC109399285	LOC129796116
OG0000291	LOC115254554	LOC129791815
OG0000292	LOC134287964, LOC134287045	LOC129789397
OG0000293	LOC109402618, LOC109433336, LOC109402619	LOC129794823, LOC129788774
OG0000294	LOC109421880	LOC129789645
OG0000294	LOC109421875	LOC129789635
OG0000296	LOC109407364, LOC109407352	LOC129789943
OG0000297	LOC115256454, LOC115256453, LOC109427517	LOC129791271, LOC129795319, LOC129790452, LOC129793248
OG0000299	LOC109420459, LOC109426283, LOC109426282	LOC129797703
OG0000301	LOC109419683, LOC109622103	LOC129791350
OG0000302	LOC109409795, LOC109412825, LOC109409797	LOC129794019, LOC129794016
OG0000303	LOC109414989, LOC109423432, LOC109423438	LOC129786927
OG0000304	LOC115266210, LOC109622152	LOC129788607
OG0000304	LOC115255403	LOC129788353
OG0000305	LOC109417728	LOC129788936
OG0000306	LOC109427899, LOC115263988	LOC129792581
OG0000311	LOC134284264, LOC134287032, LOC134288719	LOC129797680, LOC129791123, LOC129797827, LOC129791363, LOC129795702
OG0000319	LOC109419083, LOC109404744	LOC129792976, LOC129792973
OG0000324	LOC115268591, LOC109621385	LOC129791049
OG0000325	LOC109419655, LOC109402478, LOC109621375, LOC109410004	LOC129793668
OG0000326	LOC109406334, LOC115257242	LOC129786690
OG0000327	LOC109407226	LOC129788407
OG0000328	LOC109410565, LOC115268300	LOC129795928
OG0000329	LOC109429565, LOC109429983	LOC129790306
OG0000330	LOC109431560, LOC109431569, LOC109431850	LOC129790371
OG0000331	LOC109428018, LOC109418192	LOC129786465
OG0000332	LOC109405410	LOC129787519
OG0000333	LOC109399400	LOC129792561
OG0000334	LOC134289025	LOC129789420, LOC129789377, LOC129789388, LOC129789243, LOC129789387, LOC129789380, LOC129789362, LOC129789379, LOC129789244, LOC129789242, LOC129789359, LOC129789374
OG0000336	LOC109408655, LOC109621296	LOC129790183, LOC129792929
OG0000337	LOC109415181, LOC109415182, LOC109430079, LOC109428503, LOC115256546, LOC115256548, LOC109428498, LOC115256404, LOC115256615, LOC109428535, LOC109428502, LOC109430082	LOC129794112
OG0000344	LOC109400802, LOC109430839	LOC129796894, LOC129796895, LOC129786968
OG0000345	LOC115253693, LOC115264547, LOC109400458	LOC129786395
OG0000349	LOC115268499, LOC134284677, LOC109621924	LOC129793891
OG0000350	LOC109416155, LOC109416608, LOC109407449, LOC109416681, LOC109416628, LOC109416670, LOC109416657, LOC109407402	LOC129793586
OG0000351	LOC109431534, LOC109422416	LOC129794682
OG0000352	LOC109430165, LOC109423357	LOC129786247
OG0000352	LOC109432136	LOC129786294
OG0000353	LOC134284734, LOC109413962, LOC109413964, LOC109413963	LOC129794007
OG0000354	LOC109414751, LOC109425341	LOC129787091
OG0000355	LOC115253987, LOC109409069	LOC129787439
OG0000356	LOC109414269	LOC129786611, LOC129786607, LOC129786612, LOC129786240
OG0000357	LOC109425351, LOC109425349	LOC129797618
OG0000358	LOC109421971	LOC129797007
OG0000358	LOC109425033	LOC129787783, LOC129797167, LOC129797169, LOC129797027, LOC129797035, LOC129797023, LOC129797038, LOC129797042, LOC129787344, LOC129787327, LOC129787329, LOC129787336, LOC129787342, LOC129787333, LOC129787334, LOC129787352, LOC129787351
OG0000359	LOC109413693, LOC109413684, LOC109413685	LOC129793872
OG0000360	LOC109426006, LOC109426005	LOC129793800
OG0000360	LOC115268035	LOC129796548
OG0000363	LOC109431669, LOC109431631, LOC115267493, LOC115259270	LOC129797000
OG0000364	LOC109417614, LOC109426760, LOC109426761	LOC129791717
OG0000365	LOC109420926, LOC109412662	LOC129787071
OG0000367	LOC109406417	LOC129794337, LOC129792101, LOC129795024
OG0000368	LOC115268779, LOC115253469, LOC109412743	LOC129790768, LOC129790769, LOC129796330, LOC129790703, LOC129790738, LOC129790737, LOC129790736
OG0000369	LOC115255415, LOC115255405	LOC129790261
OG0000370	LOC109421677, LOC109426721	LOC129786379
OG0000371	LOC109417820, LOC134288495, LOC115265256	LOC129794045
OG0000372	LOC109402069, LOC134285328, LOC109427360, LOC134283900	LOC129790937
OG0000374	LOC115264765, LOC109621933, LOC109413561, LOC109428103, LOC109431115, LOC115259758, LOC134285612, LOC109425133, LOC134286088, LOC109425145, LOC109430177, LOC109413153, LOC134284256, LOC115257023, LOC109424986, LOC134290683, LOC115268034, LOC109411539, LOC109404232, LOC115265402, LOC109423101	LOC129788630
OG0000381	LOC109431293, LOC109418937	LOC129792906, LOC129792907, LOC129792591
OG0000382	LOC109408978	LOC129786797, LOC129796311
OG0000382	LOC109426479	LOC129796310
OG0000383	LOC109413923	LOC129785995
OG0000383	LOC115260955	LOC129787610, LOC129794998
OG0000386	LOC109406410, LOC109417265, LOC109399194	LOC129794213
OG0000387	LOC115267498, LOC109404924	LOC129792588
OG0000389	LOC115254253	LOC129792672
OG0000389	LOC115265043, LOC109424263	LOC129796262
OG0000390	LOC109428795, LOC115271008, LOC109429608, LOC109429601, LOC109429611, LOC109422133, LOC109422136, LOC109432597	LOC129786718
OG0000391	LOC109423211	LOC129787235
OG0000391	LOC115256097	LOC129791955
OG0000393	LOC109424077, LOC109424074	LOC129785949, LOC129785948, LOC129785957
OG0000394	LOC109408907, LOC109408910, LOC109408909	LOC129791762
OG0000395	LOC109405903	LOC129788433
OG0000395	LOC109398706	LOC129796829, LOC129789717
OG0000396	LOC109430162, LOC109430163	LOC129790169
OG0000397	LOC109428250	LOC129790187
OG0000397	LOC109427075	LOC129790172
OG0000399	LOC115263357	LOC129794264
OG0000400	LOC109407994, LOC115269850, LOC109405168	LOC129786701
OG0000401	LOC109418407	LOC129797202
OG0000401	LOC109412802	LOC129786605
OG0000403	LOC109405351, LOC115255632	LOC129788394
OG0000403	LOC109398107	LOC129793356
OG0000404	LOC109401173, LOC109401146, LOC134284179	LOC129795523
OG0000407	LOC109424709, LOC134283926, LOC109424712, LOC134291633, LOC134285730	LOC129791712
OG0000408	LOC115260129, LOC115260130, LOC109430548	LOC129797650, LOC129797649
OG0000409	LOC109420930, LOC109412654	LOC129787069
OG0000410	LOC109415792, LOC115264861, LOC115266173, LOC109412327, LOC115266099, LOC109422540, LOC109422701, LOC109412339	LOC129786954, LOC129794457
OG0000411	LOC134291258, LOC134291129	LOC129786847, LOC129786629
OG0000412	LOC134284900, LOC115256380, LOC115256649, LOC115256648	LOC129788847
OG0000413	LOC109397940	LOC129792318
OG0000414	LOC109424228	LOC129790511
OG0000415	LOC109397125	LOC129796507, LOC129792005, LOC129793033, LOC129786334, LOC129788746, LOC129788753, LOC129792944, LOC129789744, LOC129788765, LOC129791917, LOC129795786, LOC129788748, LOC129796809, LOC129786320, LOC129789524, LOC129789523
OG0000416	LOC115253908, LOC109426657, LOC109426655, LOC109426741, LOC109417941	LOC129792009
OG0000417	LOC109411049	LOC129796020
OG0000417	LOC109406499	LOC129792608, LOC129787782
OG0000429	LOC115269552, LOC109622073	LOC129797527
OG0000430	LOC109427699, LOC109427697	LOC129790395
OG0000431	LOC109411861, LOC115260799	LOC129786890, LOC129786889, LOC129786888
OG0000432	LOC109409360, LOC109417427	LOC129793235
OG0000433	LOC109623006, LOC109622188	LOC129787458
OG0000435	LOC109399074, LOC134291823, LOC109409889, LOC109399127	LOC129793979, LOC129788654
OG0000437	LOC109433402	LOC129796837, LOC129796843
OG0000437	LOC109433401	LOC129786972
OG0000438	LOC109403303, LOC109433400, LOC109403274	LOC129796877, LOC129796853
OG0000439	LOC109425148	LOC129791046
OG0000439	LOC109429421	LOC129791051
OG0000440	LOC109411686, LOC109411655	LOC129786063
OG0000441	LOC109423025	LOC129789191
OG0000442	LOC109428969, LOC109408718	LOC129787812
OG0000443	LOC109400886, LOC109401381	LOC129786466
OG0000445	LOC109401562	LOC129788571
OG0000445	LOC109398913	LOC129795393
OG0000446	LOC109414069, LOC115258016, LOC115258017	LOC129792631
OG0000447	LOC109409155, LOC109409153	LOC129791462
OG0000448	LOC109409127	LOC129791218
OG0000448	LOC109405027	LOC129797162
OG0000449	LOC115256563, LOC109401927	LOC129788782
OG0000449	LOC109433196	LOC129795663
OG0000450	LOC115255343	LOC129791284
OG0000450	LOC115253661, LOC134287731	LOC129791285
OG0000451	LOC109414708, LOC134284988, LOC109412193, LOC115255738	LOC129797430
OG0000453	LOC109413132	LOC129796269
OG0000454	LOC109406531, LOC109429681	LOC129791222, LOC129791223, LOC129789958, LOC129789953, LOC129789957, LOC129789984, LOC129789955, LOC129789970, LOC129786231, LOC129789956
OG0000455	LOC109423314	LOC129793202
OG0000455	LOC115253807	LOC129795185, LOC129794005
OG0000456	LOC109415681, LOC109418348	LOC129789003
OG0000457	LOC109398361	LOC129797501
OG0000457	LOC109398558	LOC129797497
OG0000460	LOC115268722, LOC109399355	LOC129786399
OG0000461	LOC109422876, LOC109433652	LOC129788689, LOC129788691
OG0000464	LOC115265344, LOC115265356, LOC115265355	LOC129792136
OG0000465	LOC109424835	LOC129794475, LOC129787824, LOC129787821, LOC129787819, LOC129787822, LOC129787823
OG0000466	LOC109433657	LOC129788859
OG0000476	LOC109416051	LOC129797587, LOC129797598
OG0000478	LOC115265005	LOC129789679
OG0000478	LOC115264937	LOC129789267
OG0000479	LOC115268723, LOC109428027	LOC129786132, LOC129786130
OG0000480	LOC109426513, LOC109426511	LOC129795298
OG0000481	LOC109407398	LOC129793585
OG0000482	LOC109429643, LOC109429642	LOC129789436
OG0000483	LOC109419070, LOC134286400	LOC129790713
OG0000484	LOC109425082, LOC109419028	LOC129797633
OG0000485	LOC109621341, LOC109621339	LOC129795192
OG0000486	LOC109415196, LOC109421809	LOC129796376
OG0000487	LOC109621808, LOC109416114	LOC129796445
OG0000489	LOC109406904, LOC109412957	LOC129789596
OG0000490	LOC134289965, LOC134291854	LOC129797526, LOC129793927
OG0000491	LOC109416868, LOC109623095	LOC129786095
OG0000492	LOC109425357, LOC109418683	LOC129790192
OG0000494	LOC109400872	LOC129795759
OG0000494	LOC134287907, LOC109623132	LOC129795756
OG0000495	LOC109417730, LOC109428206	LOC129789139
OG0000496	LOC134284636, LOC134291985	LOC129789632
OG0000496	LOC109411182	LOC129786268
OG0000497	LOC115269560, LOC109420370	LOC129787431
OG0000498	LOC109414799, LOC109418646	LOC129786578, LOC129786574, LOC129786579
OG0000499	LOC134288418, LOC109413463, LOC134285570, LOC109400515	LOC129790607
OG0000500	LOC109431093, LOC109414630, LOC109424816	LOC129788005
OG0000501	LOC109401537, LOC109412613, LOC109412614	LOC129797582
OG0000502	LOC109421941	LOC129785827
OG0000504	LOC115266033, LOC109424039, LOC109402353	LOC129793723
OG0000506	LOC115256099, LOC109414068, LOC115256102	LOC129792624
OG0000507	LOC115256103, LOC109414072	LOC129791979
OG0000509	LOC109426589, LOC109426590, LOC134287360	LOC129792415
OG0000510	LOC109425180, LOC109425173	LOC129791881
OG0000511	LOC109425513, LOC109425525	LOC129797841
OG0000512	LOC109415211	LOC129789515
OG0000512	LOC109428382	LOC129789516
OG0000513	LOC115259486, LOC109406863, LOC109406864, LOC115256347, LOC109402748	LOC129788566, LOC129788563, LOC129788564, LOC129795257, LOC129787379, LOC129794452, LOC129788562
OG0000514	LOC109400992, LOC115255015	LOC129785846
OG0000515	LOC115264138, LOC109398588	LOC129790939
OG0000516	LOC109410440, LOC109401458	LOC129791524, LOC129797636
OG0000517	LOC109415719	LOC129795838, LOC129787799, LOC129787785, LOC129789028, LOC129790802
OG0000518	LOC109423301, LOC109423253	LOC129793591
OG0000519	LOC109417624, LOC109426733, LOC109417822, LOC109417827, LOC109426788	LOC129793219
OG0000520	LOC109423887	LOC129788574
OG0000520	LOC109404792	LOC129788575
OG0000521	LOC109418072	LOC129792109
OG0000521	LOC109418321	LOC129792300
OG0000522	LOC115257747, LOC109420067	LOC129788714
OG0000523	LOC115259474	LOC129797678
OG0000524	LOC109403198, LOC109402739	LOC129792438
OG0000526	LOC109411927, LOC109406265	LOC129796859, LOC129794163
OG0000527	LOC109423591, LOC109423594	LOC129787200
OG0000528	LOC115270379, LOC109403072	LOC129793220
OG0000535	LOC109429794, LOC109398275	LOC129788946, LOC129788947
OG0000536	LOC109414815, LOC109418840	LOC129786855
OG0000537	LOC109412349, LOC109416192, LOC115255562, LOC109419835, LOC109420602	LOC129792344
OG0000538	LOC109430354, LOC109430325	LOC129785868
OG0000540	LOC109402659, LOC115268762, LOC134284849, LOC134284856, LOC134284906, LOC109402682	LOC129795815, LOC129795822
OG0000542	LOC109412237	LOC129787142
OG0000542	LOC115253484	LOC129787129
OG0000543	LOC109427741	LOC129790875
OG0000543	LOC115260725	LOC129790828
OG0000544	LOC109429585	LOC129793436
OG0000544	LOC109415777	LOC129793456
OG0000546	LOC109423055	LOC129791191
OG0000546	LOC115253915, LOC109423056	LOC129791189
OG0000547	LOC109622788, LOC109622622	LOC129789445
OG0000548	LOC109427046, LOC109623357, LOC115256573, LOC109424775	LOC129788460, LOC129793810, LOC129796665
OG0000549	LOC109427648	LOC129796163, LOC129787746
OG0000550	LOC115263103, LOC109416717, LOC115263134, LOC109425632	LOC129793857
OG0000551	LOC109432153	LOC129787904, LOC129787888
OG0000552	LOC115267361, LOC134285723	LOC129793549
OG0000553	LOC109412894	LOC129792363
OG0000555	LOC109416395, LOC109430046, LOC109416372, LOC115263411	LOC129786450
OG0000557	LOC109405654	LOC129791307
OG0000558	LOC109419262, LOC109400382	LOC129793107
OG0000559	LOC109429221, LOC115261363	LOC129787647
OG0000560	LOC109418122, LOC109424772	LOC129791771, LOC129796515
OG0000561	LOC109431665	LOC129792664
OG0000561	LOC109431683	LOC129792671
OG0000562	LOC109406256	LOC129796001
OG0000562	LOC109406730	LOC129793753, LOC129796544
OG0000563	LOC115264129, LOC115264141	LOC129787428
OG0000564	LOC109409290	LOC129790481
OG0000564	LOC109419533	LOC129790484
OG0000565	LOC109422005, LOC115256419	LOC129788762
OG0000566	LOC109410100, LOC109418615	LOC129795066
OG0000567	LOC109403135	LOC129794069
OG0000567	LOC109414720	LOC129794176
OG0000568	LOC115268481, LOC109407918	LOC129793949
OG0000569	LOC109414177	LOC129797441
OG0000569	LOC109414176	LOC129797546
OG0000572	LOC109408067	LOC129793426
OG0000573	LOC115256807, LOC109405102	LOC129790886
OG0000579	LOC115253489, LOC109413755	LOC129793001
OG0000580	LOC109399953, LOC109405928	LOC129794431
OG0000581	LOC115263322, LOC109416943	LOC129792112
OG0000582	LOC109621814	LOC129791278, LOC129790571
OG0000584	LOC115267440, LOC109400174	LOC129795290
OG0000586	LOC109412123, LOC109411871, LOC109425546	LOC129786887, LOC129790177
OG0000588	LOC109403852	LOC129786769
OG0000588	LOC115268552	LOC129797624
OG0000599	LOC134292078, LOC134288098, LOC134289502, LOC134291365, LOC134292128, LOC134288405, LOC134285676, LOC134288657, LOC134289869, LOC134284923, LOC134290260, LOC134288875, LOC134291437, LOC134283923, LOC134291955, LOC134288180, LOC134284826	LOC129788545
OG0000606	LOC109415498, LOC109415500, LOC115267668	LOC129795943, LOC129795511
OG0000607	LOC109409115, LOC109413555	LOC129796412
OG0000608	LOC109429916	LOC129790262
OG0000609	LOC109419595	LOC129789280, LOC129790035, LOC129789951, LOC129791241, LOC129788166, LOC129795243, LOC129794971, LOC129794411
OG0000610	LOC109407392, LOC109416014	LOC129793437
OG0000611	LOC109622501, LOC109622498	LOC129794969, LOC129792305
OG0000612	LOC109622431, LOC109410479, LOC115265630	LOC129793245, LOC129791742
OG0000613	LOC109429147	LOC129797020
OG0000614	LOC109413458, LOC115265775, LOC109405129	LOC129794514, LOC129787902
OG0000615	LOC109623116, LOC109623117	LOC129793095
OG0000616	LOC109409377, LOC109409353, LOC109419551, LOC109409287, LOC109623130	LOC129787986
OG0000618	LOC109400383	LOC129786155
OG0000619	LOC109425300	LOC129790543
OG0000619	LOC109399851	LOC129790552
OG0000621	LOC109432285, LOC109420692	LOC129789158
OG0000622	LOC134290554, LOC109396976	LOC129791514, LOC129795662, LOC129794311, LOC129795246
OG0000623	LOC109399668	LOC129795989
OG0000624	LOC109429096, LOC109429098	LOC129787186
OG0000625	LOC134284016, LOC109413737	LOC129797405
OG0000626	LOC134284905, LOC109402692, LOC134284853, LOC109402667	LOC129787438
OG0000627	LOC109409926	LOC129796028
OG0000629	LOC109431375	LOC129789450
OG0000629	LOC109431398	LOC129796880, LOC129791990
OG0000631	LOC115264910	LOC129790689, LOC129790682, LOC129790676, LOC129790648, LOC129790687, LOC129789197, LOC129790679
OG0000632	LOC115255627, LOC115255639	LOC129790746
OG0000633	LOC109424971	LOC129789117
OG0000634	LOC109397138	LOC129789630, LOC129790889, LOC129794049
OG0000635	LOC109428007, LOC115268734	LOC129793876
OG0000636	LOC109425681, LOC109423014	LOC129792190
OG0000637	LOC109422198	LOC129794946
OG0000639	LOC115261964, LOC109423337	LOC129792772
OG0000640	LOC109414369, LOC109415824, LOC115269659, LOC115269658	LOC129788673
OG0000641	LOC109622813	LOC129787296
OG0000641	LOC115254098	LOC129787356, LOC129787297
OG0000643	LOC109427063, LOC115266489, LOC109427062	LOC129796821, LOC129792422, LOC129796228
OG0000644	LOC109420412, LOC134292130	LOC129794535, LOC129794595, LOC129795223, LOC129795224
OG0000645	LOC109420201, LOC109420202	LOC129794232
OG0000647	LOC109622524, LOC109622523	LOC129787355
OG0000650	LOC109424450, LOC115258682	LOC129789372
OG0000651	LOC109414895	LOC129788154, LOC129786032
OG0000652	LOC109412987	LOC129786179
OG0000654	LOC109429065, LOC109399249	LOC129790933
OG0000656	LOC109419565, LOC115260918	LOC129790214
OG0000657	LOC109419528, LOC115258746, LOC109409299	LOC129790497, LOC129790495
OG0000658	LOC109402847, LOC109422588	LOC129786084
OG0000661	LOC109405382	LOC129793785, LOC129791227
OG0000662	LOC109426928	LOC129795022
OG0000663	LOC109425363, LOC115262363	LOC129791581, LOC129795004
OG0000664	LOC109410571, LOC109417342	LOC129788373, LOC129788783
