Orthogroup	Aalbopictus_AalbF5	AgambiaePEST
OG0000252	LOC109621456, LOC109621460, LOC115267995	AGAP028629
OG0000252	LOC109403797, LOC115263127	AGAP011674
OG0000253	LOC109402465, LOC115264085, LOC109402468, LOC109423550, LOC115264289	AGAP001648
OG0000254	LOC109399873	AGAP004634
OG0000254	LOC109399939	AGAP013293
OG0000255	LOC109413823, LOC109409608, LOC109409607, LOC115255265, LOC109405777	AGAP002195, AGAP002197
OG0000256	LOC115261575, LOC109405995	AGAP002765, AGAP002767, AGAP002769
OG0000257	LOC134287573, LOC109421507, LOC109621297, LOC109421508, LOC109622956	AGAP008795, AGAP028220, AGAP008796
OG0000260	LOC109428141	AGAP013416, AGAP002763, AGAP013285, AGAP013363
OG0000265	LOC115253485, LOC109432322	AGAP007255, AGAP007266
OG0000265	LOC109413251	AGAP000253
OG0000266	LOC109405673	AGAP008867
OG0000266	LOC109401438	AGAP007794, AGAP007793
OG0000267	LOC109404182	AGAP004378
OG0000268	LOC109398343	AGAP029235, AGAP007932
OG0000268	LOC115262167	AGAP007933
OG0000269	LOC109430310, LOC109430352, LOC109412453	AGAP001722
OG0000270	LOC109400467	AGAP004920, AGAP012945, AGAP011951, AGAP011952
OG0000271	LOC109425168, LOC109425169	AGAP008769
OG0000271	LOC109400349	AGAP028056, AGAP028014
OG0000271	LOC109400327	AGAP028164
OG0000272	LOC134291341, LOC109418728	AGAP011698, AGAP011696
OG0000272	LOC134291363	AGAP004760
OG0000273	LOC109431749	AGAP001281
OG0000273	LOC109401498	AGAP001284
OG0000274	LOC109399255, LOC109399254	AGAP010002, AGAP009985
OG0000274	LOC109401921	AGAP000094
OG0000275	LOC134287955, LOC109412830, LOC134287948, LOC109412883	AGAP003083
OG0000276	LOC109424686, LOC109424707, LOC109424689, LOC134284290, LOC109424688	AGAP012686, AGAP029761, AGAP029762
OG0000277	LOC134291511, LOC134284201	AGAP001811, AGAP001812
OG0000278	LOC109423828	AGAP004971, AGAP004951, AGAP004974
OG0000279	LOC115265811	AGAP008447
OG0000279	LOC109421231	AGAP008446
OG0000279	LOC109432444, LOC109432443	AGAP008449
OG0000280	LOC109398599	AGAP009918, AGAP009917
OG0000285	LOC109412583	AGAP004324
OG0000285	LOC109412586	AGAP003096, AGAP003097
OG0000286	LOC134288579, LOC109419311, LOC115265212, LOC109419306, LOC109419312, LOC109399258, LOC134291529	AGAP010505, AGAP010504
OG0000287	LOC109418186	AGAP009705, AGAP009707, AGAP009720, AGAP009719, AGAP009718, AGAP009706
OG0000288	LOC109622664, LOC109429650, LOC109407355, LOC109417774	AGAP009363, AGAP009374, AGAP029144, AGAP009375
OG0000289	LOC134289615, LOC134290940, LOC134289612	AGAP028096, AGAP011302
OG0000290	LOC109407690, LOC134283955, LOC115268390	AGAP011048, AGAP011047, AGAP011046
OG0000291	LOC109399285	AGAP006510
OG0000291	LOC115254554	AGAP006271, AGAP006270
OG0000292	LOC134287964	AGAP010057
OG0000292	LOC134287045	AGAP029713, AGAP029711, AGAP029712
OG0000293	LOC109402618	AGAP001006
OG0000293	LOC109433336, LOC109402619	AGAP006991
OG0000294	LOC109421880	AGAP002506
OG0000294	LOC109421875	AGAP012451
OG0000295	LOC109411828, LOC115264669, LOC109411823, LOC109411826, LOC115254136	AGAP010650, AGAP010649, AGAP010648
OG0000297	LOC115256454, LOC115256453	AGAP000163
OG0000297	LOC109427517	AGAP000165
OG0000298	LOC109433215, LOC109420107	AGAP005975
OG0000298	LOC109403440	AGAP028749
OG0000299	LOC109420459	AGAP002521
OG0000299	LOC109426283, LOC109426282	AGAP011852
OG0000300	LOC115264061	AGAP006698
OG0000302	LOC109409795, LOC109412825	AGAP007286
OG0000302	LOC109409797	AGAP007287
OG0000303	LOC109423432	AGAP002273
OG0000303	LOC109423438	AGAP002272
OG0000304	LOC115266210, LOC109622152	AGAP008548, AGAP028011
OG0000304	LOC115255403	AGAP008547
OG0000305	LOC109417728	AGAP008813
OG0000306	LOC109427899, LOC115263988	AGAP007964, AGAP007965, AGAP013745
OG0000317	LOC109415509, LOC109400841, LOC109415510, LOC115261320	AGAP012969, AGAP004432, AGAP012872
OG0000318	LOC115266503	AGAP007879, AGAP007880, AGAP007881
OG0000319	LOC109419083	AGAP008734
OG0000319	LOC109404744	AGAP005794
OG0000320	LOC109622184, LOC109403189, LOC109622286, LOC115268871, LOC109403188, LOC109622183	AGAP010731, AGAP010730
OG0000321	LOC134285621	AGAP028153, AGAP009056
OG0000321	LOC134285147	AGAP010766, AGAP010765
OG0000324	LOC115268591	AGAP008582, AGAP028204
OG0000324	LOC109621385	AGAP008584
OG0000325	LOC109402478, LOC109621375, LOC109410004	AGAP007534
OG0000326	LOC109406334	AGAP003658
OG0000326	LOC115257242	AGAP001773, AGAP001774, AGAP012781
OG0000327	LOC109407226	AGAP009949
OG0000328	LOC109410565	AGAP011914, AGAP011913
OG0000328	LOC115268300	AGAP011912
OG0000329	LOC109429565	AGAP029555
OG0000329	LOC109429983	AGAP009460
OG0000330	LOC109431560	AGAP000989
OG0000330	LOC109431569	AGAP000988
OG0000330	LOC109431850	AGAP000987
OG0000331	LOC109428018	AGAP001264
OG0000331	LOC109418192	AGAP013078, AGAP013443
OG0000332	LOC109405410	AGAP013321, AGAP001742, AGAP002650
OG0000333	LOC109399400	AGAP007203
OG0000334	LOC134289025	AGAP009010
OG0000336	LOC109408655	AGAP029478
OG0000336	LOC109621296	AGAP006215
OG0000344	LOC109430839	AGAP005208
OG0000346	LOC109423283, LOC109428973, LOC109429007, LOC109408824	AGAP003197, AGAP003195, AGAP001097
OG0000347	LOC109432334	AGAP029723
OG0000347	LOC109432255, LOC109432313	AGAP029724
OG0000348	LOC115267667, LOC109432235	AGAP029288, AGAP010900, AGAP010901
OG0000349	LOC115268499	AGAP005911
OG0000349	LOC134284677	AGAP005912
OG0000349	LOC109621924	AGAP005913
OG0000350	LOC109416155, LOC109416608, LOC109407449, LOC109416681, LOC109416628, LOC109416670, LOC109416657, LOC109407402	AGAP005613
OG0000351	LOC109431534	AGAP029490
OG0000352	LOC109430165, LOC109423357	AGAP003702
OG0000352	LOC109432136	AGAP003703
OG0000353	LOC134284734, LOC109413962, LOC109413964	AGAP006016
OG0000353	LOC109413963	AGAP006015
OG0000354	LOC109414751	AGAP004115, AGAP004116
OG0000354	LOC109425341	AGAP001628, AGAP013268
OG0000355	LOC115253987	AGAP010402, AGAP013018
OG0000355	LOC109409069	AGAP002458
OG0000356	LOC109414269	AGAP013350, AGAP004200
OG0000357	LOC109425351	AGAP001618
OG0000357	LOC109425349	AGAP001619
OG0000359	LOC109413693, LOC109413684, LOC109413685	AGAP004203, AGAP013109, AGAP013503
OG0000360	LOC109426006, LOC109426005	AGAP011974
OG0000360	LOC115268035	AGAP011975
OG0000361	LOC109429838, LOC109429837	AGAP007947
OG0000361	LOC109398309	AGAP012604, AGAP004133
OG0000362	LOC109417695, LOC134289747, LOC109417559, LOC109417694	AGAP009194, AGAP009195
OG0000363	LOC109431669	AGAP007055
OG0000363	LOC109431631, LOC115267493, LOC115259270	AGAP007054
OG0000364	LOC109417614, LOC109426760, LOC109426761	AGAP007140, AGAP007139
OG0000365	LOC109420926	AGAP008684, AGAP008686
OG0000365	LOC109412662	AGAP008685
OG0000366	LOC109419189, LOC109419188, LOC109419155, LOC115262156	AGAP013192, AGAP003354
OG0000367	LOC109406417	AGAP005371, AGAP005370, AGAP005373, AGAP005372
OG0000368	LOC115268779, LOC115253469, LOC109412743	AGAP004528
OG0000369	LOC115255405	AGAP008563
OG0000370	LOC109421677, LOC109426721	AGAP001169
OG0000371	LOC134288495	AGAP006381
OG0000371	LOC115265256	AGAP006378
OG0000372	LOC109402069, LOC134285328	AGAP029891
OG0000372	LOC109427360, LOC134283900	AGAP000696
OG0000376	LOC134286423	AGAP012888
OG0000380	LOC134284314, LOC134290310	AGAP003259, AGAP012713
OG0000380	LOC109400822	AGAP003260
OG0000381	LOC109431293	AGAP029758
OG0000381	LOC109418937	AGAP029757
OG0000382	LOC109408978	AGAP010399
OG0000382	LOC109426479	AGAP010398
OG0000383	LOC109413923	AGAP002748
OG0000383	LOC115260955	AGAP012252
OG0000384	LOC109397157	AGAP029196, AGAP029197
OG0000386	LOC109406410	AGAP005984
OG0000387	LOC115267498	AGAP004912
OG0000387	LOC109404924	AGAP005652
OG0000388	LOC109412442, LOC109430335, LOC109430333	AGAP001717, AGAP013493
OG0000389	LOC115254253	AGAP006745
OG0000389	LOC115265043, LOC109424263	AGAP006744
OG0000390	LOC109428795, LOC115271008, LOC109429608, LOC109429601, LOC109429611, LOC109422133, LOC109422136, LOC109432597	AGAP004740
OG0000391	LOC109423211	AGAP002331
OG0000391	LOC115256097	AGAP012302
OG0000392	LOC109404501	AGAP013404, AGAP013054, AGAP002838
OG0000393	LOC109424077	AGAP001777
OG0000393	LOC109424074	AGAP012467, AGAP001775
OG0000394	LOC109408907	AGAP005237
OG0000394	LOC109408910, LOC109408909	AGAP005238
OG0000395	LOC109405903	AGAP029448
OG0000395	LOC109398706	AGAP000965
OG0000396	LOC109430162	AGAP009100
OG0000396	LOC109430163	AGAP009098
OG0000397	LOC109428250	AGAP029500
OG0000397	LOC109427075	AGAP029451
OG0000398	LOC109420163, LOC109420161, LOC109420162, LOC109410030	AGAP005453, AGAP005454
OG0000399	LOC115263357	AGAP006539
OG0000400	LOC109407994	AGAP005113
OG0000400	LOC109405168	AGAP006806
OG0000401	LOC109418407	AGAP003114
OG0000401	LOC109412802	AGAP011166
OG0000402	LOC109397830, LOC109397831, LOC109405350, LOC134287499	AGAP000475, AGAP029224
OG0000403	LOC109405351, LOC115255632	AGAP000653
OG0000403	LOC109398107	AGAP005557
OG0000404	LOC109401173	AGAP028613
OG0000404	LOC109401146, LOC134284179	AGAP010562
OG0000405	LOC109409749, LOC109409746, LOC109432138	AGAP005707, AGAP005706
OG0000406	LOC109428655	AGAP002615, AGAP002074, AGAP011844
OG0000407	LOC109424709, LOC134283926	AGAP012111
OG0000407	LOC109424712, LOC134291633, LOC134285730	AGAP011402
OG0000408	LOC115260129, LOC115260130	AGAP005166
OG0000408	LOC109430548	AGAP005167
OG0000409	LOC109420930	AGAP029901, AGAP008720
OG0000409	LOC109412654	AGAP008721
OG0000410	LOC109415792, LOC115264861, LOC115266173, LOC109412327, LOC115266099, LOC109422540, LOC109422701, LOC109412339	AGAP013194, AGAP013142
OG0000411	LOC134291258	AGAP001509
OG0000411	LOC134291129	AGAP001510
OG0000412	LOC134284900, LOC115256380	AGAP001022
OG0000413	LOC109397940	AGAP006717, AGAP006716
OG0000414	LOC109424228	AGAP000689, AGAP028186, AGAP008923, AGAP008922
OG0000416	LOC115253908, LOC109426657, LOC109426655	AGAP007156
OG0000416	LOC109426741, LOC109417941	AGAP005787
OG0000417	LOC109411049	AGAP001672
OG0000417	LOC109406499	AGAP010435
OG0000421	LOC115256531	AGAP001989, AGAP001988
OG0000428	LOC134288941, LOC109418739	AGAP000226
OG0000429	LOC115269552	AGAP001971
OG0000429	LOC109622073	AGAP001970, AGAP001969, AGAP002599
OG0000430	LOC109427699	AGAP029419, AGAP010066
OG0000430	LOC109427697	AGAP012621, AGAP012622
OG0000431	LOC109411861	AGAP004006, AGAP004007
OG0000431	LOC115260799	AGAP004004
OG0000432	LOC109409360	AGAP012644, AGAP010004
OG0000432	LOC109417427	AGAP009017
OG0000433	LOC109623006	AGAP002460
OG0000433	LOC109622188	AGAP013297
OG0000434	LOC109407821, LOC134288727, LOC134288724, LOC109410038	AGAP006275
OG0000435	LOC109399074, LOC134291823, LOC109409889	AGAP011294
OG0000436	LOC109401753, LOC109407863, LOC109407862, LOC109407874, LOC109407864, LOC109422330	AGAP029719
OG0000437	LOC109433402	AGAP002977
OG0000437	LOC109433401	AGAP002975
OG0000438	LOC109403303, LOC109433400, LOC109403274	AGAP013216, AGAP002976
OG0000439	LOC109425148	AGAP012585, AGAP007972
OG0000439	LOC109429421	AGAP007974
OG0000440	LOC109411686	AGAP003121
OG0000440	LOC109411655	AGAP003120, AGAP012726
OG0000441	LOC109423025	AGAP006406, AGAP013127
OG0000442	LOC109428969	AGAP010970
OG0000442	LOC109408718	AGAP010969
OG0000443	LOC109400886	AGAP003718
OG0000443	LOC109401381	AGAP006629
OG0000445	LOC109401562	AGAP029627
OG0000445	LOC109398913	AGAP011449
OG0000446	LOC109414069, LOC115258016	AGAP006487
OG0000446	LOC115258017	AGAP006485
OG0000447	LOC109409155	AGAP008201
OG0000447	LOC109409153	AGAP029240
OG0000448	LOC109409127	AGAP007675
OG0000448	LOC109405027	AGAP003271
OG0000449	LOC115256563, LOC109401927	AGAP000731
OG0000449	LOC109433196	AGAP010391
OG0000450	LOC115255343	AGAP009201
OG0000450	LOC115253661, LOC134287731	AGAP009200
OG0000451	LOC109412193	AGAP000847
OG0000451	LOC115255738	AGAP013457
OG0000452	LOC109622640, LOC109419264	AGAP013186
OG0000453	LOC109413132	AGAP011247
OG0000454	LOC109406531, LOC109429681	AGAP009342
OG0000455	LOC109423314	AGAP006770
OG0000455	LOC115253807	AGAP011180
OG0000456	LOC109415681	AGAP006019
OG0000456	LOC109418348	AGAP008962
OG0000457	LOC109398361	AGAP001659
OG0000457	LOC109398558	AGAP001657
OG0000458	LOC109431816	AGAP009246, AGAP009241, AGAP009240
OG0000459	LOC134284121, LOC134284123, LOC134290263, LOC134284117, LOC134284118, LOC134284124	AGAP001120
OG0000460	LOC115268722	AGAP002578
OG0000461	LOC109422876	AGAP000449
OG0000461	LOC109433652	AGAP000452
OG0000462	LOC115264747	AGAP012132
OG0000462	LOC109403759	AGAP028721
OG0000464	LOC115265356	AGAP029366, AGAP029365
OG0000464	LOC115265355	AGAP029372
OG0000465	LOC109424835	AGAP004655
OG0000466	LOC109433657	AGAP011171, AGAP029870, AGAP029548
OG0000476	LOC109416051	AGAP003255
OG0000477	LOC109621595	AGAP013466
OG0000477	LOC109400142, LOC109400026	AGAP003482
OG0000478	LOC115265005	AGAP009964
OG0000478	LOC115264937	AGAP009965
OG0000479	LOC115268723, LOC109428027	AGAP001766, AGAP001769
OG0000480	LOC109426513	AGAP011643, AGAP011641
OG0000481	LOC109407398	AGAP005612
OG0000482	LOC109429643	AGAP009381
OG0000482	LOC109429642	AGAP009385
OG0000483	LOC109419070, LOC134286400	AGAP007811
OG0000484	LOC109425082	AGAP010151
OG0000484	LOC109419028	AGAP007828
OG0000485	LOC109621341	AGAP008061
OG0000485	LOC109621339	AGAP008060
OG0000486	LOC109415196	AGAP011729
OG0000486	LOC109421809	AGAP001183
OG0000487	LOC109621808	AGAP008490
OG0000487	LOC109416114	AGAP000473
OG0000488	LOC109403460, LOC109403431	AGAP028173, AGAP029973, AGAP029974
OG0000489	LOC109406904	AGAP000218
OG0000489	LOC109412957	AGAP000217
OG0000490	LOC134289965, LOC134291854	AGAP012106, AGAP012081
OG0000491	LOC109416868	AGAP003322
OG0000491	LOC109623095	AGAP002652
OG0000492	LOC109425357	AGAP000225
OG0000492	LOC109418683	AGAP000228
OG0000493	LOC109402010, LOC109401998	AGAP002125, AGAP002126
OG0000494	LOC109400872	AGAP011945
OG0000494	LOC134287907, LOC109623132	AGAP008898
OG0000495	LOC109417730	AGAP007851
OG0000495	LOC109428206	AGAP013726, AGAP013771
OG0000496	LOC109411182	AGAP029684
OG0000497	LOC115269560	AGAP013190
OG0000497	LOC109420370	AGAP028501
OG0000498	LOC109414799	AGAP010973
OG0000498	LOC109418646	AGAP010974
OG0000499	LOC134288418, LOC109413463	AGAP006782
OG0000499	LOC134285570, LOC109400515	AGAP002358
OG0000500	LOC109431093	AGAP000399
OG0000500	LOC109414630, LOC109424816	AGAP006668
OG0000501	LOC109401537, LOC109412613, LOC109412614	AGAP010828, AGAP010829, AGAP010827, AGAP010826
OG0000502	LOC109421941	AGAP010734
OG0000503	LOC109425029, LOC109425031	AGAP028471, AGAP013020, AGAP001707
OG0000504	LOC115266033, LOC109424039	AGAP001695
OG0000504	LOC109402353	AGAP029662
OG0000505	LOC109417013, LOC109412849	AGAP007073, AGAP007070, AGAP007072, AGAP007071, AGAP007074, AGAP012821
OG0000506	LOC115256099, LOC109414068	AGAP006486
OG0000506	LOC115256102	AGAP011608
OG0000507	LOC115256103	AGAP008487
OG0000507	LOC109414072	AGAP004054
OG0000508	LOC109422787	AGAP006182, AGAP006181, AGAP006178
OG0000509	LOC109426589	AGAP006370
OG0000509	LOC109426590, LOC134287360	AGAP006369
OG0000510	LOC109425180	AGAP000973
OG0000510	LOC109425173	AGAP003730, AGAP012841
OG0000511	LOC109425513, LOC109425525	AGAP006343, AGAP006342
OG0000512	LOC109428382	AGAP001033
OG0000514	LOC109400992	AGAP003578
OG0000514	LOC115255015	AGAP009944
OG0000515	LOC115264138	AGAP003487
OG0000515	LOC109398588	AGAP013419
OG0000516	LOC109410440	AGAP003586
OG0000516	LOC109401458	AGAP013333
OG0000517	LOC109415719	AGAP004263, AGAP012703, AGAP004262
OG0000518	LOC109423301	AGAP007676
OG0000518	LOC109423253	AGAP007677
OG0000519	LOC109417624, LOC109426733, LOC109417822, LOC109417827, LOC109426788	AGAP006385
OG0000520	LOC109423887	AGAP009090
OG0000520	LOC109404792	AGAP009091
OG0000521	LOC109418072	AGAP007406
OG0000521	LOC109418321	AGAP003541
OG0000522	LOC115257747	AGAP010186
OG0000522	LOC109420067	AGAP010184
OG0000523	LOC115259474	AGAP004369
OG0000524	LOC109403198, LOC109402739	AGAP005952, AGAP005951
OG0000525	LOC134283917, LOC109418111	AGAP007440
OG0000526	LOC109411927	AGAP000361
OG0000526	LOC109406265	AGAP010269
OG0000527	LOC109423591	AGAP004223
OG0000527	LOC109423594	AGAP004222
OG0000528	LOC115270379	AGAP006536
OG0000528	LOC109403072	AGAP006540
OG0000534	LOC109419079	AGAP008732
OG0000534	LOC109408101, LOC109419033	AGAP028052
OG0000535	LOC109429794, LOC109398275	AGAP007918, AGAP013758
OG0000536	LOC109414815	AGAP007134
OG0000536	LOC109418840	AGAP011848
OG0000537	LOC109412349, LOC109416192, LOC115255562, LOC109419835, LOC109420602	AGAP009869
OG0000538	LOC109430354	AGAP013071
OG0000538	LOC109430325	AGAP003049
OG0000539	LOC109412473, LOC134286592	AGAP003055, AGAP003054, AGAP013396, AGAP012758, AGAP003053
OG0000540	LOC109402659, LOC115268762, LOC134284849, LOC134284856, LOC134284906, LOC109402682	AGAP001027
OG0000541	LOC134288839, LOC115257877	AGAP008976, AGAP007800
OG0000542	LOC109412237	AGAP003783
OG0000542	LOC115253484	AGAP003782
OG0000543	LOC109427741, LOC115260725	AGAP029776, AGAP029777
OG0000544	LOC109429585	AGAP009442
OG0000544	LOC109415777	AGAP003796
OG0000546	LOC115253915, LOC109423056	AGAP000075, AGAP013356
OG0000547	LOC109622788	AGAP010354
OG0000547	LOC109622622	AGAP005899
OG0000548	LOC109427046, LOC109623357, LOC115256573, LOC109424775	AGAP000570
OG0000549	LOC109427648	AGAP005981, AGAP000008
OG0000550	LOC115263103, LOC109416717, LOC115263134, LOC109425632	AGAP006913
OG0000551	LOC109432153	AGAP013146, AGAP013188, AGAP013393, AGAP013255, AGAP012745
OG0000552	LOC115267361, LOC134285723	AGAP004228
OG0000553	LOC109412894	AGAP006055
OG0000554	LOC109428614, LOC109421685, LOC134290135, LOC109428015	AGAP001184, AGAP013501
OG0000555	LOC109416395, LOC109430046, LOC109416372, LOC115263411	AGAP004358
OG0000556	LOC115264438, LOC115264437	AGAP008553, AGAP013224, AGAP008552, AGAP013305, AGAP001864
OG0000557	LOC109405654	AGAP003231, AGAP000170
OG0000558	LOC109419262	AGAP003133
OG0000558	LOC109400382	AGAP000787
OG0000559	LOC109429221	AGAP001962
OG0000559	LOC115261363	AGAP001961
OG0000560	LOC109418122	AGAP007460
OG0000560	LOC109424772	AGAP000546
OG0000561	LOC109431665	AGAP005928
OG0000561	LOC109431683	AGAP005929
OG0000562	LOC109406256	AGAP005035
OG0000562	LOC109406730	AGAP005034
OG0000563	LOC115264129	AGAP003494
OG0000563	LOC115264141	AGAP003493
OG0000564	LOC109409290	AGAP009587
OG0000564	LOC109419533	AGAP009588
OG0000565	LOC109422005, LOC115256419	AGAP013199, AGAP000721
OG0000566	LOC109410100	AGAP011220
OG0000566	LOC109418615	AGAP011219
OG0000567	LOC109403135	AGAP006868
OG0000567	LOC109414720	AGAP006283
OG0000568	LOC115268481, LOC109407918	AGAP006958, AGAP006961, AGAP006959
OG0000569	LOC109414177	AGAP002511
OG0000569	LOC109414176	AGAP002510
OG0000570	LOC109425508	AGAP003302, AGAP012952, AGAP004243
OG0000571	LOC109416085, LOC109402929, LOC109402930	AGAP004860
OG0000572	LOC109408067	AGAP012530, AGAP012531, AGAP004815
OG0000573	LOC115256807, LOC109405102	AGAP001028
OG0000576	LOC109424753, LOC109417232, LOC115256780	AGAP013520
OG0000576	LOC134288156	AGAP013172
OG0000577	LOC134284800, LOC134284726, LOC109415289, LOC109623205, LOC109415288	AGAP013128, AGAP002862
OG0000579	LOC115253489	AGAP006150, AGAP007148
OG0000579	LOC109413755	AGAP001329
OG0000581	LOC115263322	AGAP005002
OG0000581	LOC109416943	AGAP005001
OG0000582	LOC109621814	AGAP029049, AGAP029054
OG0000583	LOC134288929, LOC134288931	AGAP007414, AGAP007558, AGAP007557
OG0000584	LOC109400174	AGAP011712
OG0000585	LOC109622485, LOC109420172	AGAP005697, AGAP012903, AGAP005698
OG0000586	LOC109412123, LOC109411871, LOC109425546	AGAP013019, AGAP004005
OG0000588	LOC109403852	AGAP003524
OG0000588	LOC115268552	AGAP003523
OG0000592	LOC109417092	AGAP010813
OG0000595	LOC134286126, LOC115256601, LOC109622768, LOC115265498, LOC115268099	AGAP013253
OG0000606	LOC109415498, LOC109415500, LOC115267668	AGAP003350
OG0000607	LOC109409115	AGAP011713
OG0000607	LOC109413555	AGAP029298
OG0000608	LOC109429916	AGAP029663, AGAP029476
OG0000609	LOC109419595	AGAP009176
OG0000610	LOC109416014	AGAP005602, AGAP005603
OG0000611	LOC109622501	AGAP007588
OG0000611	LOC109622498	AGAP007589
