Orthogroup	Aalbopictus_AalbF5	AfunestusAfunGA1
OG0000147	LOC109402061, LOC109421511, LOC109421512	AFUN2_001243, AFUN2_006652
OG0000148	LOC109421171	AFUN2_006078
OG0000149	LOC109426259	AFUN2_007018
OG0000149	LOC109426253	AFUN2_007305
OG0000149	LOC109426260	AFUN2_003087
OG0000150	LOC115266551	AFUN2_013472
OG0000151	LOC109412232	AFUN2_008586
OG0000152	LOC109408684	AFUN2_004036
OG0000152	LOC109420225	AFUN2_007248, AFUN2_012516
OG0000154	LOC109421560, LOC109409214, LOC109409172	AFUN2_012942, AFUN2_007474, AFUN2_001817
OG0000155	LOC109416379, LOC109430008, LOC115263419, LOC109430000, LOC115263405, LOC109416399	AFUN2_011178, AFUN2_006679
OG0000157	LOC109421165	AFUN2_002461
OG0000160	LOC134290104, LOC109398789	AFUN2_013760, AFUN2_000560, AFUN2_005480
OG0000160	LOC109422909, LOC115268786, LOC115269191, LOC109420971, LOC134284944	AFUN2_009497
OG0000161	LOC109400953	AFUN2_002280
OG0000161	LOC115263538, LOC109415748	AFUN2_013883
OG0000162	LOC109416740	AFUN2_001603
OG0000162	LOC115257490	AFUN2_008191
OG0000162	LOC109416738	AFUN2_004390
OG0000163	LOC115264896	AFUN2_009739
OG0000163	LOC109408545	AFUN2_005717
OG0000163	LOC109429593	AFUN2_004668
OG0000164	LOC134285492	AFUN2_007065
OG0000164	LOC109413276	AFUN2_003491
OG0000164	LOC109430385	AFUN2_014641
OG0000164	LOC134285493	AFUN2_008297
OG0000165	LOC115256356, LOC109421988	AFUN2_008088
OG0000165	LOC115256354	AFUN2_007300, AFUN2_012709
OG0000166	LOC109418973	AFUN2_013647
OG0000166	LOC109418976	AFUN2_001188
OG0000168	LOC134286066, LOC109621527, LOC109426503	AFUN2_011437
OG0000171	LOC134289645	AFUN2_006837
OG0000171	LOC134289646	AFUN2_013379
OG0000172	LOC109414400	AFUN2_004764
OG0000172	LOC109410572	AFUN2_014173
OG0000172	LOC109421132	AFUN2_011072
OG0000174	LOC115256529	AFUN2_011578
OG0000176	LOC109406092	AFUN2_004735
OG0000176	LOC134285293	AFUN2_010883, AFUN2_001360, AFUN2_006691, AFUN2_006097
OG0000180	LOC109421192, LOC115265814, LOC109432470, LOC109421186, LOC109421214, LOC109432431, LOC109421189	AFUN2_004082
OG0000181	LOC109398251, LOC109398238, LOC109419743, LOC109398234, LOC109398239, LOC109419750	AFUN2_012634, AFUN2_005105, AFUN2_007521
OG0000182	LOC115259581	AFUN2_004625
OG0000182	LOC115253802, LOC109400865	AFUN2_001977
OG0000182	LOC109429307	AFUN2_010645
OG0000183	LOC115256357, LOC109407271, LOC109402674, LOC109405890	AFUN2_006554, AFUN2_005817, AFUN2_013925, AFUN2_007926
OG0000184	LOC109411770, LOC109416825	AFUN2_012600
OG0000184	LOC109411788	AFUN2_009129, AFUN2_006403
OG0000185	LOC109401553, LOC109402898, LOC109420356	AFUN2_004065
OG0000185	LOC109419367	AFUN2_004964, AFUN2_008198
OG0000186	LOC134286171, LOC134291070	AFUN2_011283, AFUN2_008576
OG0000187	LOC109415488	AFUN2_008775
OG0000189	LOC109398456	AFUN2_010394
OG0000189	LOC115264694, LOC115264672	AFUN2_002979
OG0000189	LOC115266712	AFUN2_009982
OG0000190	LOC134287929	AFUN2_013220
OG0000190	LOC109429277	AFUN2_007361
OG0000190	LOC109420894	AFUN2_014239
OG0000191	LOC109425624, LOC115269665	AFUN2_001434, AFUN2_013752, AFUN2_000844, AFUN2_007718
OG0000192	LOC115268599	AFUN2_002573
OG0000192	LOC109407097	AFUN2_010718
OG0000192	LOC109424591	AFUN2_006065
OG0000193	LOC109418366, LOC109426146, LOC109426147, LOC109417593	AFUN2_010552, AFUN2_009366, AFUN2_003838, AFUN2_011367
OG0000194	LOC115268005	AFUN2_001454
OG0000194	LOC109621491	AFUN2_008119
OG0000196	LOC109417644, LOC109410244, LOC115255412, LOC115255411	AFUN2_005920
OG0000200	LOC109415401	AFUN2_008798
OG0000200	LOC109410678	AFUN2_010360
OG0000200	LOC115263783	AFUN2_014432
OG0000201	LOC109622199	AFUN2_004882
OG0000201	LOC115269915, LOC115270394	AFUN2_007662
OG0000201	LOC109622197	AFUN2_003280
OG0000202	LOC109421839, LOC109421838	AFUN2_013904
OG0000202	LOC109428440, LOC109428339	AFUN2_001437
OG0000203	LOC109426936	AFUN2_010926
OG0000203	LOC109623341, LOC109426935	AFUN2_004259
OG0000203	LOC109623338	AFUN2_000689
OG0000204	LOC109425685, LOC109422978	AFUN2_005886
OG0000204	LOC109422968	AFUN2_004049
OG0000205	LOC109397149	AFUN2_010456
OG0000205	LOC109411753	AFUN2_003370
OG0000206	LOC109429344, LOC109428387, LOC109420951	AFUN2_009572
OG0000206	LOC109414302	AFUN2_000978
OG0000207	LOC109415428, LOC109402620, LOC109402627, LOC109406592, LOC115253652, LOC109402626	AFUN2_000379, AFUN2_002113
OG0000209	LOC109403367	AFUN2_001039
OG0000210	LOC109402346	AFUN2_014566, AFUN2_014802, AFUN2_009879, AFUN2_005823
OG0000211	LOC115260807, LOC115254284, LOC134286007, LOC115265175, LOC115256717, LOC109419777, LOC109408040, LOC109431828, LOC134291233, LOC109415638, LOC134290775, LOC115267034, LOC134286366, LOC109407466, LOC109429518, LOC134290898, LOC134284394, LOC134288112, LOC134284766, LOC134289796, LOC134288528	AFUN2_003763, AFUN2_005773
OG0000212	LOC134286265, LOC134289966, LOC134288870, LOC134287425, LOC134290450	AFUN2_001645
OG0000212	LOC134288115, LOC134284089, LOC134291769, LOC134285384, LOC134284087, LOC109428975, LOC134285131, LOC134286671, LOC134291990, LOC134287078, LOC134291630, LOC134287060, LOC134287216, LOC134291291, LOC134291290, LOC134291957, LOC134288886, LOC115254678	AFUN2_005574
OG0000217	LOC109419237	AFUN2_005144
OG0000217	LOC109431380	AFUN2_003295
OG0000217	LOC109419238	AFUN2_000967
OG0000218	LOC109421462	AFUN2_001352
OG0000218	LOC109421387	AFUN2_014112, AFUN2_007094
OG0000219	LOC109405076	AFUN2_005902
OG0000219	LOC109406989, LOC109397917, LOC109406984, LOC109397915, LOC109406985, LOC109397914, LOC109406992	AFUN2_004669
OG0000220	LOC109622226, LOC109623014	AFUN2_004984
OG0000220	LOC134291628	AFUN2_013644
OG0000220	LOC109409085	AFUN2_008743
OG0000221	LOC109410283, LOC109410284	AFUN2_002758, AFUN2_007038
OG0000221	LOC109430808, LOC134283951, LOC109424170	AFUN2_006461
OG0000222	LOC109431412	AFUN2_008952
OG0000223	LOC109422010	AFUN2_006017
OG0000223	LOC109398859	AFUN2_009640
OG0000223	LOC109398880	AFUN2_001947
OG0000224	LOC109414163	AFUN2_004727, AFUN2_006433
OG0000225	LOC115257287	AFUN2_013899
OG0000225	LOC109405426, LOC115257288	AFUN2_005712, AFUN2_007468
OG0000226	LOC115267924	AFUN2_009224, AFUN2_010010, AFUN2_001724, AFUN2_005224
OG0000229	LOC115261304, LOC109433437	AFUN2_002725
OG0000229	LOC109433439	AFUN2_001410, AFUN2_012986
OG0000230	LOC109418314, LOC115262116, LOC115254047, LOC115262033, LOC109410481, LOC109418283, LOC109408717	AFUN2_013851, AFUN2_006362
OG0000231	LOC109413995, LOC109413996, LOC109418733, LOC109418736, LOC109418734, LOC109406485	AFUN2_014167, AFUN2_001796
OG0000232	LOC115270106, LOC109404909	AFUN2_001279, AFUN2_004132
OG0000233	LOC109420036, LOC109420035	AFUN2_005591
OG0000233	LOC109418229	AFUN2_009669
OG0000234	LOC109425149	AFUN2_006786
OG0000234	LOC109429432	AFUN2_005910
OG0000234	LOC109425152	AFUN2_014325
OG0000235	LOC109427843, LOC115264006, LOC109431305, LOC115268708, LOC109407713	AFUN2_000576, AFUN2_003102, AFUN2_003000
OG0000236	LOC109621447	AFUN2_012443, AFUN2_002078
OG0000237	LOC134287958	AFUN2_014509, AFUN2_005130, AFUN2_010795
OG0000244	LOC109418168	AFUN2_005802
OG0000245	LOC109622453, LOC134285569	AFUN2_014246, AFUN2_010459
OG0000246	LOC109413319	AFUN2_012397, AFUN2_008092, AFUN2_001095, AFUN2_005703, AFUN2_002388
OG0000247	LOC109426621, LOC109426620	AFUN2_012107, AFUN2_004620
OG0000247	LOC115265701	AFUN2_001600
OG0000248	LOC115255070, LOC109417081, LOC109420539	AFUN2_010809
OG0000248	LOC134289022, LOC109420537, LOC115255069	AFUN2_011791
OG0000249	LOC115269854, LOC109424258, LOC109428726, LOC109424255, LOC109430243	AFUN2_006007, AFUN2_010916
OG0000250	LOC109406934	AFUN2_003687
OG0000250	LOC109427354	AFUN2_007149
OG0000250	LOC109427342	AFUN2_003179
OG0000251	LOC109425991, LOC115268065	AFUN2_007933, AFUN2_012347
OG0000251	LOC115268042	AFUN2_010165, AFUN2_009809
OG0000252	LOC109621456, LOC109621460, LOC115267995	AFUN2_006568
OG0000252	LOC109403797, LOC115263127	AFUN2_010012
OG0000253	LOC109402465, LOC115264085, LOC109402468, LOC109423550, LOC115264289	AFUN2_001483, AFUN2_000437
OG0000254	LOC109399873	AFUN2_009334
OG0000254	LOC109399939	AFUN2_013341
OG0000255	LOC109413823, LOC109409608, LOC109409607, LOC115255265, LOC109405777	AFUN2_014479, AFUN2_012452
OG0000256	LOC115261575, LOC109405995	AFUN2_010827, AFUN2_004016
OG0000257	LOC134287573, LOC109421507, LOC109621297, LOC109421508, LOC109622956	AFUN2_012412
OG0000259	LOC134292067, LOC109414046, LOC134288858	AFUN2_009415, AFUN2_000528, AFUN2_001338, AFUN2_013898, AFUN2_011804
OG0000260	LOC109428141	AFUN2_004768, AFUN2_011233, AFUN2_008356, AFUN2_004504
OG0000263	LOC134290506, LOC134291270, LOC134291726, LOC134288355	AFUN2_009201
OG0000263	LOC134286972	AFUN2_012992, AFUN2_007000, AFUN2_010178, AFUN2_009545
OG0000265	LOC115253485, LOC109432322	AFUN2_009281, AFUN2_011549
OG0000265	LOC109413251	AFUN2_003921
OG0000266	LOC109405673	AFUN2_000459
OG0000266	LOC109401438	AFUN2_004367, AFUN2_008216
OG0000267	LOC109404182	AFUN2_013327, AFUN2_007744
OG0000268	LOC109398343	AFUN2_009239, AFUN2_010803
OG0000268	LOC115262167	AFUN2_010441
OG0000269	LOC109430310, LOC109430352, LOC109412453	AFUN2_002119
OG0000270	LOC109400467	AFUN2_004500, AFUN2_005657, AFUN2_001828
OG0000271	LOC109425168, LOC109425169	AFUN2_007927
OG0000271	LOC109400349	AFUN2_011088, AFUN2_001591
OG0000271	LOC109400327	AFUN2_004527
OG0000272	LOC134291341, LOC109418728	AFUN2_008265
OG0000272	LOC134291363	AFUN2_012900
OG0000273	LOC109431749	AFUN2_001579
OG0000273	LOC109401498	AFUN2_012480
OG0000274	LOC109399255, LOC109399254	AFUN2_009686
OG0000274	LOC109401921	AFUN2_013179
OG0000275	LOC134287955, LOC109412830, LOC134287948, LOC109412883	AFUN2_004279, AFUN2_002342, AFUN2_006827, AFUN2_002236, AFUN2_014152
OG0000276	LOC109424686, LOC109424707, LOC109424689, LOC134284290, LOC109424688	AFUN2_005119, AFUN2_000381
OG0000277	LOC134291511, LOC134284201	AFUN2_013863
OG0000278	LOC109423828	AFUN2_006737, AFUN2_010216, AFUN2_002080
OG0000279	LOC115265811	AFUN2_002258
OG0000279	LOC109421231	AFUN2_014367
OG0000279	LOC109432444, LOC109432443	AFUN2_008292
OG0000280	LOC109398599	AFUN2_014275, AFUN2_012254
OG0000281	LOC115253946, LOC134286569, LOC109417709	AFUN2_008098
OG0000281	LOC134284103, LOC134289940, LOC134286011, LOC134292156	AFUN2_014324
OG0000285	LOC109412583	AFUN2_012421
OG0000285	LOC109412586	AFUN2_002291, AFUN2_012046
OG0000286	LOC134288579, LOC109419311, LOC115265212, LOC109419306, LOC109419312, LOC109399258, LOC134291529	AFUN2_002229, AFUN2_001601
OG0000287	LOC109418186	AFUN2_006714, AFUN2_009698
OG0000288	LOC109622664, LOC109429650, LOC109407355, LOC109417774	AFUN2_007336, AFUN2_011244
OG0000289	LOC134289615, LOC134290940, LOC134289612	AFUN2_008782, AFUN2_008797
OG0000290	LOC109407690, LOC134283955, LOC115268390	AFUN2_001948, AFUN2_000760, AFUN2_006244
OG0000291	LOC109399285	AFUN2_003869
OG0000291	LOC115254554	AFUN2_005713
OG0000292	LOC134287964	AFUN2_008562
OG0000292	LOC134287045	AFUN2_003827, AFUN2_006814
OG0000293	LOC109402618	AFUN2_001356
OG0000293	LOC109433336, LOC109402619	AFUN2_000358
OG0000294	LOC109421880	AFUN2_012955
OG0000294	LOC109421875	AFUN2_012574
OG0000297	LOC115256454, LOC115256453	AFUN2_006972
OG0000297	LOC109427517	AFUN2_004085
OG0000298	LOC109433215, LOC109420107	AFUN2_004927
OG0000298	LOC109403440	AFUN2_001118
OG0000299	LOC109420459	AFUN2_007111
OG0000299	LOC109426283, LOC109426282	AFUN2_010458
OG0000300	LOC115264061	AFUN2_013914
OG0000302	LOC109409795, LOC109412825	AFUN2_001375
OG0000302	LOC109409797	AFUN2_001607
OG0000303	LOC109423438	AFUN2_004936
OG0000304	LOC115266210, LOC109622152	AFUN2_011754, AFUN2_006099
OG0000304	LOC115255403	AFUN2_012365
OG0000305	LOC109417728	AFUN2_004178
OG0000306	LOC109427899, LOC115263988	AFUN2_011531, AFUN2_002476, AFUN2_011005
OG0000311	LOC134284264	AFUN2_001606
OG0000317	LOC109415509, LOC109400841, LOC109415510, LOC115261320	AFUN2_010069
OG0000318	LOC115266503	AFUN2_002773, AFUN2_002673, AFUN2_007664, AFUN2_006731
OG0000319	LOC109419083	AFUN2_000419
OG0000319	LOC109404744	AFUN2_014741
OG0000320	LOC109622184, LOC109403189, LOC109622286, LOC115268871, LOC109403188, LOC109622183	AFUN2_002201, AFUN2_009283
OG0000321	LOC134285621	AFUN2_011209, AFUN2_009191
OG0000321	LOC134285147	AFUN2_013400
OG0000324	LOC115268591	AFUN2_014723
OG0000324	LOC109621385	AFUN2_002760
OG0000325	LOC109419655	AFUN2_013821
OG0000325	LOC109402478, LOC109621375, LOC109410004	AFUN2_009953
OG0000326	LOC109406334	AFUN2_008475
OG0000326	LOC115257242	AFUN2_006744
OG0000327	LOC109407226	AFUN2_010823
OG0000328	LOC109410565	AFUN2_012636
OG0000328	LOC115268300	AFUN2_005428
OG0000329	LOC109429565	AFUN2_010346
OG0000329	LOC109429983	AFUN2_002124
OG0000330	LOC109431560	AFUN2_010609
OG0000330	LOC109431569	AFUN2_010577
OG0000330	LOC109431850	AFUN2_001583
OG0000331	LOC109428018	AFUN2_010706
OG0000331	LOC109418192	AFUN2_002888, AFUN2_011006
OG0000332	LOC109405410	AFUN2_002149, AFUN2_013393, AFUN2_012693
OG0000333	LOC109399400	AFUN2_001023, AFUN2_009434, AFUN2_011252, AFUN2_011040, AFUN2_010709, AFUN2_013423, AFUN2_008471, AFUN2_002539
OG0000334	LOC134289025	AFUN2_013965
OG0000336	LOC109408655	AFUN2_003183
OG0000336	LOC109621296	AFUN2_002121
OG0000344	LOC109400802	AFUN2_011925
OG0000344	LOC109430839	AFUN2_002211
OG0000346	LOC109423283, LOC109428973, LOC109429007, LOC109408824	AFUN2_001968, AFUN2_001895
OG0000347	LOC109432334	AFUN2_008322
OG0000347	LOC109432255, LOC109432313	AFUN2_002133
OG0000348	LOC115267667, LOC109432235	AFUN2_006181, AFUN2_009660
OG0000349	LOC115268499	AFUN2_012556
OG0000349	LOC134284677	AFUN2_006184
OG0000350	LOC109416155, LOC109416608, LOC109407449, LOC109416681, LOC109416628, LOC109416670, LOC109416657, LOC109407402	AFUN2_008359
OG0000351	LOC109431534	AFUN2_008714
OG0000352	LOC109430165, LOC109423357	AFUN2_006606
OG0000352	LOC109432136	AFUN2_011929
OG0000353	LOC134284734, LOC109413962, LOC109413964	AFUN2_011227
OG0000353	LOC109413963	AFUN2_002095
OG0000354	LOC109414751	AFUN2_005800
OG0000354	LOC109425341	AFUN2_002171
OG0000355	LOC115253987	AFUN2_008819, AFUN2_010074
OG0000355	LOC109409069	AFUN2_007617
OG0000356	LOC109414269	AFUN2_003379
OG0000357	LOC109425351	AFUN2_011572
OG0000357	LOC109425349	AFUN2_008751
OG0000359	LOC109413693, LOC109413684, LOC109413685	AFUN2_001508, AFUN2_014132, AFUN2_014666, AFUN2_005325
OG0000360	LOC109426006, LOC109426005	AFUN2_000510
OG0000360	LOC115268035	AFUN2_007142
OG0000361	LOC109429838, LOC109429837	AFUN2_002062
OG0000361	LOC109398309	AFUN2_012094
OG0000362	LOC109417695, LOC134289747, LOC109417559, LOC109417694	AFUN2_012779, AFUN2_005854
OG0000363	LOC109431669	AFUN2_008657
OG0000363	LOC109431631, LOC115267493, LOC115259270	AFUN2_009379
OG0000364	LOC109417614, LOC109426760, LOC109426761	AFUN2_006948, AFUN2_003336
OG0000365	LOC109420926	AFUN2_013587, AFUN2_014234
OG0000365	LOC109412662	AFUN2_001973
OG0000366	LOC109419189, LOC109419188, LOC109419155, LOC115262156	AFUN2_008793, AFUN2_009343
OG0000367	LOC109406417	AFUN2_011293, AFUN2_010540, AFUN2_012120, AFUN2_007287
OG0000368	LOC115268779, LOC115253469, LOC109412743	AFUN2_009997
OG0000369	LOC115255405	AFUN2_000751
OG0000370	LOC109421677, LOC109426721	AFUN2_014764
OG0000371	LOC109417820, LOC134288495, LOC115265256	AFUN2_003392
OG0000372	LOC109402069, LOC134285328	AFUN2_007569
OG0000372	LOC109427360, LOC134283900	AFUN2_011675
OG0000380	LOC134284314, LOC134290310, LOC109400822	AFUN2_005131
OG0000381	LOC109431293	AFUN2_014467
OG0000381	LOC109418937	AFUN2_004958
OG0000382	LOC109408978	AFUN2_001543
OG0000382	LOC109426479	AFUN2_000360
OG0000383	LOC109413923	AFUN2_014461
OG0000383	LOC115260955	AFUN2_011562
OG0000384	LOC109397157	AFUN2_005469, AFUN2_004787
OG0000386	LOC109406410	AFUN2_013530
OG0000387	LOC115267498	AFUN2_002844
OG0000387	LOC109404924	AFUN2_002100
OG0000388	LOC109412442, LOC109430335, LOC109430333	AFUN2_001099
OG0000389	LOC115254253	AFUN2_006060
OG0000389	LOC115265043, LOC109424263	AFUN2_013929, AFUN2_012037
OG0000391	LOC109423211	AFUN2_010979
OG0000391	LOC115256097	AFUN2_008664
OG0000392	LOC109404501	AFUN2_004442, AFUN2_005778
OG0000393	LOC109424077	AFUN2_012735
OG0000393	LOC109424074	AFUN2_002249
OG0000394	LOC109408907	AFUN2_009571
OG0000394	LOC109408910, LOC109408909	AFUN2_007082
OG0000395	LOC109405903	AFUN2_009792
OG0000395	LOC109398706	AFUN2_002960
OG0000396	LOC109430162	AFUN2_004007
OG0000396	LOC109430163	AFUN2_012283
OG0000397	LOC109428250	AFUN2_002237
OG0000397	LOC109427075	AFUN2_013451
OG0000398	LOC109420163, LOC109420161, LOC109420162, LOC109410030	AFUN2_005442, AFUN2_013146
OG0000399	LOC115263357	AFUN2_009920
OG0000400	LOC109407994	AFUN2_011008
OG0000400	LOC109405168	AFUN2_011164
OG0000401	LOC109418407	AFUN2_002956
OG0000401	LOC109412802	AFUN2_004353
OG0000402	LOC109397830, LOC109397831, LOC109405350, LOC134287499	AFUN2_003222, AFUN2_012219, AFUN2_012051, AFUN2_012833
OG0000403	LOC109405351, LOC115255632	AFUN2_012035
OG0000403	LOC109398107	AFUN2_003128
OG0000404	LOC109401173	AFUN2_003801
OG0000404	LOC109401146, LOC134284179	AFUN2_012718
OG0000405	LOC109409749, LOC109409746, LOC109432138	AFUN2_013432, AFUN2_010896
OG0000406	LOC109428655	AFUN2_001556, AFUN2_007375, AFUN2_014336
OG0000407	LOC109424709, LOC134283926	AFUN2_012902
OG0000407	LOC109424712, LOC134291633, LOC134285730	AFUN2_004980
OG0000408	LOC115260129, LOC115260130	AFUN2_002945
OG0000408	LOC109430548	AFUN2_009625
OG0000409	LOC109420930	AFUN2_001720
OG0000409	LOC109412654	AFUN2_011673
OG0000411	LOC134291258	AFUN2_014669
OG0000411	LOC134291129	AFUN2_011779
OG0000412	LOC134284900, LOC115256380	AFUN2_007595
OG0000413	LOC109397940	AFUN2_004473, AFUN2_000795
OG0000414	LOC109424228	AFUN2_008931
OG0000416	LOC115253908, LOC109426657, LOC109426655	AFUN2_005309
OG0000417	LOC109411049	AFUN2_013957
OG0000417	LOC109406499	AFUN2_009488
OG0000421	LOC115256531	AFUN2_001964, AFUN2_008577, AFUN2_012291
OG0000422	LOC115266089	AFUN2_008785, AFUN2_010162, AFUN2_001696, AFUN2_009298, AFUN2_013353
OG0000428	LOC134288941, LOC109418739	AFUN2_007875, AFUN2_010653, AFUN2_002316
OG0000429	LOC115269552	AFUN2_011609, AFUN2_005488
OG0000429	LOC109622073	AFUN2_013377
OG0000430	LOC109427699	AFUN2_002516
OG0000431	LOC109411861	AFUN2_006452, AFUN2_002969
OG0000432	LOC109409360	AFUN2_000534
OG0000432	LOC109417427	AFUN2_010832
OG0000433	LOC109623006	AFUN2_004130
OG0000433	LOC109622188	AFUN2_001141
OG0000434	LOC109407821, LOC134288727, LOC134288724, LOC109410038	AFUN2_003060, AFUN2_014225
OG0000435	LOC109399074, LOC134291823, LOC109409889	AFUN2_003456
OG0000436	LOC109401753, LOC109407863, LOC109407862, LOC109407874, LOC109407864, LOC109422330	AFUN2_009601
OG0000437	LOC109433402, LOC109433401	AFUN2_009648
OG0000438	LOC109403303, LOC109433400, LOC109403274	AFUN2_004408
OG0000439	LOC109425148	AFUN2_012835
OG0000439	LOC109429421	AFUN2_012281
OG0000440	LOC109411655	AFUN2_007200
OG0000441	LOC109423025	AFUN2_003884, AFUN2_007339
OG0000442	LOC109428969	AFUN2_005498, AFUN2_013332
OG0000442	LOC109408718	AFUN2_009889
OG0000443	LOC109400886	AFUN2_001914
OG0000443	LOC109401381	AFUN2_011734
OG0000445	LOC109401562	AFUN2_002989
OG0000445	LOC109398913	AFUN2_010049
OG0000446	LOC109414069, LOC115258016	AFUN2_011911
OG0000446	LOC115258017	AFUN2_006522
OG0000447	LOC109409155	AFUN2_001883
OG0000447	LOC109409153	AFUN2_014649
OG0000448	LOC109409127	AFUN2_003874
OG0000448	LOC109405027	AFUN2_004004
OG0000449	LOC115256563, LOC109401927	AFUN2_002880
OG0000449	LOC109433196	AFUN2_008727
OG0000450	LOC115255343	AFUN2_007488
OG0000450	LOC115253661, LOC134287731	AFUN2_012925
OG0000451	LOC115255738	AFUN2_010410
OG0000452	LOC109622640, LOC109419264	AFUN2_003619
OG0000453	LOC109413132	AFUN2_004614
OG0000454	LOC109406531, LOC109429681	AFUN2_005107
OG0000455	LOC109423314	AFUN2_011604
OG0000455	LOC115253807	AFUN2_001958
OG0000456	LOC109415681	AFUN2_007145
OG0000456	LOC109418348	AFUN2_004475
OG0000457	LOC109398361	AFUN2_011980
OG0000457	LOC109398558	AFUN2_009119
OG0000458	LOC109431816	AFUN2_004230, AFUN2_000418, AFUN2_007249
OG0000460	LOC115268722	AFUN2_014011
OG0000461	LOC109422876	AFUN2_008978
OG0000461	LOC109433652	AFUN2_008827
OG0000462	LOC115264747	AFUN2_003865
OG0000462	LOC109403759	AFUN2_008786, AFUN2_007071
OG0000464	LOC115265356	AFUN2_013582
OG0000464	LOC115265355	AFUN2_005765
OG0000465	LOC109424835	AFUN2_002500, AFUN2_013706
