Orthogroup	AminimusMINIMUS1	AstephensiUCISS2018
OG0000291	AMIN007862	ASTEI20_030896
OG0000291	AMIN008052	ASTEI20_045384
OG0000292	AMIN006672	ASTEI20_039963, ASTEI20_033519
OG0000292	AMIN006670	ASTEI20_041276
OG0000293	AMIN005398	ASTEI20_035645
OG0000294	AMIN005760	ASTEI20_031593
OG0000294	AMIN005761	ASTEI20_040737
OG0000295	AMIN008699	ASTEI20_037344
OG0000295	AMIN016301	ASTEI20_045100
OG0000296	AMIN006011	ASTEI20_031726, ASTEI20_036866, ASTEI20_037946, ASTEI20_030789
OG0000297	AMIN015904	ASTEI20_045280
OG0000297	AMIN015903	ASTEI20_032765
OG0000299	AMIN002531	ASTEI20_043508
OG0000299	AMIN008559	ASTEI20_043361
OG0000300	AMIN010132	ASTEI20_041810
OG0000302	AMIN016306	ASTEI20_037810
OG0000302	AMIN010574	ASTEI20_032730
OG0000303	AMIN000130, AMIN000132	ASTEI20_031481
OG0000304	AMIN001010	ASTEI20_032574, ASTEI20_040412
OG0000305	AMIN007189	ASTEI20_045186
OG0000306	AMIN006304	ASTEI20_040184
OG0000306	AMIN006305	ASTEI20_031684
OG0000313	AMIN009818	ASTEI20_045838, ASTEI20_045388, ASTEI20_045478
OG0000314	AMIN009817	ASTEI20_043491, ASTEI20_031057, ASTEI20_037882, ASTEI20_032185, ASTEI20_031813, ASTEI20_040199, ASTEI20_045386, ASTEI20_032819, ASTEI20_034273
OG0000317	AMIN004815	ASTEI20_039777
OG0000318	AMIN007124, AMIN007158	ASTEI20_036009
OG0000318	AMIN007123	ASTEI20_037274
OG0000318	AMIN007122	ASTEI20_039300
OG0000319	AMIN001372	ASTEI20_040641
OG0000319	AMIN011132	ASTEI20_033005
OG0000321	AMIN015801	ASTEI20_030893
OG0000321	AMIN015802	ASTEI20_036304
OG0000324	AMIN009157	ASTEI20_046008
OG0000324	AMIN009156	ASTEI20_039356
OG0000325	AMIN010396	ASTEI20_043377
OG0000326	AMIN004016	ASTEI20_032355
OG0000326	AMIN003194	ASTEI20_032820
OG0000327	AMIN006782	ASTEI20_038754
OG0000328	AMIN008593	ASTEI20_033819
OG0000328	AMIN008592	ASTEI20_039971, ASTEI20_038873
OG0000329	AMIN001843	ASTEI20_044913
OG0000329	AMIN001842	ASTEI20_036280
OG0000330	AMIN005466	ASTEI20_044754
OG0000330	AMIN005465	ASTEI20_033074, ASTEI20_035799
OG0000331	AMIN015827	ASTEI20_032134
OG0000331	AMIN015828, AMIN015829	ASTEI20_036042, ASTEI20_041568
OG0000332	AMIN003653	ASTEI20_039853
OG0000332	AMIN003550	ASTEI20_034921
OG0000332	AMIN003652	ASTEI20_045032
OG0000333	AMIN010628	ASTEI20_033832, ASTEI20_043402
OG0000333	AMIN010619	ASTEI20_042167
OG0000334	AMIN001560	ASTEI20_040088
OG0000336	AMIN011337	ASTEI20_036479
OG0000340	AMIN005724, AMIN005725	ASTEI20_040592
OG0000340	AMIN005726	ASTEI20_045434, ASTEI20_045830
OG0000341	AMIN006202	ASTEI20_043329
OG0000341	AMIN006203	ASTEI20_040581
OG0000344	AMIN004814	ASTEI20_035939
OG0000344	AMIN007367	ASTEI20_043326, ASTEI20_035416
OG0000345	AMIN005741	ASTEI20_039160
OG0000346	AMIN002478	ASTEI20_045660
OG0000347	AMIN007036	ASTEI20_031950
OG0000348	AMIN009292	ASTEI20_033292
OG0000348	AMIN009291	ASTEI20_036788
OG0000349	AMIN010714	ASTEI20_042703
OG0000349	AMIN015612	ASTEI20_045738
OG0000350	AMIN015944	ASTEI20_039801
OG0000351	AMIN008878	ASTEI20_033446, ASTEI20_034293
OG0000352	AMIN004703	ASTEI20_033316, ASTEI20_043163
OG0000353	AMIN010928	ASTEI20_034917
OG0000354	AMIN003437	ASTEI20_036334
OG0000355	AMIN006601	ASTEI20_045115
OG0000356	AMIN008127	ASTEI20_038616
OG0000356	AMIN004156	ASTEI20_034566
OG0000357	AMIN003425	ASTEI20_036590
OG0000357	AMIN003426	ASTEI20_038026
OG0000359	AMIN004153	ASTEI20_035699, ASTEI20_034142
OG0000360	AMIN004393	ASTEI20_039873, ASTEI20_038810
OG0000361	AMIN000969	ASTEI20_032581
OG0000362	AMIN016016	ASTEI20_040345
OG0000362	AMIN016013	ASTEI20_045507
OG0000363	AMIN011090	ASTEI20_034937
OG0000364	AMIN011281	ASTEI20_038622, ASTEI20_043965
OG0000365	AMIN001318	ASTEI20_041403, ASTEI20_041427
OG0000366	AMIN003044	ASTEI20_031333, ASTEI20_045960
OG0000367	AMIN007407	ASTEI20_045208, ASTEI20_036592
OG0000368	AMIN004899	ASTEI20_036695
OG0000369	AMIN000991	ASTEI20_043082
OG0000369	AMIN000990, AMIN000995	ASTEI20_035506
OG0000370	AMIN001702	ASTEI20_034666
OG0000370	AMIN015641	ASTEI20_041792
OG0000371	AMIN007985	ASTEI20_032501
OG0000371	AMIN007986, AMIN007988	ASTEI20_034163
OG0000372	AMIN005843	ASTEI20_034288, ASTEI20_042785
OG0000376	AMIN009878	ASTEI20_040661, ASTEI20_035309, ASTEI20_045395, ASTEI20_031272, ASTEI20_038924, ASTEI20_038656, ASTEI20_032979, ASTEI20_037142
OG0000378	AMIN011133, AMIN016045, AMIN016047	ASTEI20_042199
OG0000380	AMIN015545	ASTEI20_040077
OG0000380	AMIN015546	ASTEI20_034008
OG0000381	AMIN016125	ASTEI20_042707
OG0000381	AMIN016124	ASTEI20_041656
OG0000382	AMIN006598	ASTEI20_045571
OG0000382	AMIN006597	ASTEI20_037496
OG0000383	AMIN003564	ASTEI20_044278
OG0000383	AMIN006915	ASTEI20_039308
OG0000384	AMIN007027	ASTEI20_036930
OG0000384	AMIN007028	ASTEI20_033769
OG0000386	AMIN010945	ASTEI20_042802
OG0000387	AMIN011411	ASTEI20_040213
OG0000387	AMIN010181	ASTEI20_032306, ASTEI20_045298, ASTEI20_044440
OG0000388	AMIN003525	ASTEI20_042922
OG0000389	AMIN010092	ASTEI20_037867
OG0000391	AMIN004615	ASTEI20_045380
OG0000391	AMIN006874	ASTEI20_040058
OG0000392	AMIN016120	ASTEI20_036830
OG0000393	AMIN000709	ASTEI20_036525
OG0000393	AMIN000710	ASTEI20_040256
OG0000394	AMIN015659	ASTEI20_042711
OG0000394	AMIN015658	ASTEI20_039755
OG0000395	AMIN006779	ASTEI20_041652
OG0000395	AMIN005116	ASTEI20_044570
OG0000396	AMIN009642	ASTEI20_039659
OG0000396	AMIN009640, AMIN009641	ASTEI20_041335
OG0000397	AMIN009574	ASTEI20_045152
OG0000397	AMIN000431	ASTEI20_032426
OG0000398	AMIN015525, AMIN010788	ASTEI20_040561, ASTEI20_037679
OG0000399	AMIN011393	ASTEI20_035274
OG0000399	AMIN007830	ASTEI20_039406
OG0000400	AMIN007277	ASTEI20_038813
OG0000400	AMIN010038	ASTEI20_043685
OG0000401	AMIN003805	ASTEI20_033254
OG0000401	AMIN008417	ASTEI20_033275
OG0000402	AMIN005358	ASTEI20_035900
OG0000403	AMIN005734	ASTEI20_044273
OG0000403	AMIN015648	ASTEI20_032491
OG0000404	AMIN001303	ASTEI20_039827, ASTEI20_031382
OG0000404	AMIN001304	ASTEI20_035181, ASTEI20_045422
OG0000405	AMIN016073	ASTEI20_031554
OG0000406	AMIN008549	ASTEI20_031390
OG0000407	AMIN008277	ASTEI20_032342
OG0000407	AMIN009328	ASTEI20_032350
OG0000408	AMIN007332	ASTEI20_040195
OG0000408	AMIN007333	ASTEI20_032859
OG0000409	AMIN001360	ASTEI20_041637
OG0000409	AMIN001359	ASTEI20_041911
OG0000410	AMIN002933	ASTEI20_034967
OG0000411	AMIN016275	ASTEI20_037209
OG0000411	AMIN016274	ASTEI20_043829
OG0000411	AMIN016278	ASTEI20_033479
OG0000412	AMIN005383	ASTEI20_044317
OG0000413	AMIN010118	ASTEI20_032324
OG0000416	AMIN010661	ASTEI20_039581
OG0000417	AMIN003479	ASTEI20_041261
OG0000417	AMIN004992	ASTEI20_032812
OG0000419	AMIN005868	ASTEI20_035395
OG0000421	AMIN003299	ASTEI20_032156
OG0000424	AMIN005584	ASTEI20_038717
OG0000425	AMIN009294	ASTEI20_031281, ASTEI20_034541, ASTEI20_044826, ASTEI20_030869, ASTEI20_039457, ASTEI20_031276
OG0000428	AMIN015596	ASTEI20_034682
OG0000428	AMIN015597	ASTEI20_039888
OG0000430	AMIN015929	ASTEI20_036782, ASTEI20_031340
OG0000430	AMIN006466	ASTEI20_036151
OG0000431	AMIN002817	ASTEI20_041567, ASTEI20_040731
OG0000432	AMIN006725	ASTEI20_040747
OG0000432	AMIN001567	ASTEI20_034760
OG0000433	AMIN002730	ASTEI20_040644
OG0000433	AMIN002729	ASTEI20_035859, ASTEI20_033052
OG0000434	AMIN008047	ASTEI20_045054
OG0000435	AMIN009195	ASTEI20_038293
OG0000437	AMIN003136	ASTEI20_041490, ASTEI20_033449
OG0000438	AMIN003139	ASTEI20_044491
OG0000438	AMIN003137	ASTEI20_043518
OG0000439	AMIN006296	ASTEI20_043990
OG0000439	AMIN006294	ASTEI20_037600
OG0000440	AMIN004662	ASTEI20_032323
OG0000441	AMIN007959	ASTEI20_042306
OG0000441	AMIN002140	ASTEI20_036184
OG0000442	AMIN009238	ASTEI20_040702
OG0000442	AMIN009240	ASTEI20_040317
OG0000443	AMIN004723	ASTEI20_033330
OG0000443	AMIN007767	ASTEI20_045939
OG0000445	AMIN008996	ASTEI20_041326
OG0000445	AMIN008997	ASTEI20_044012
OG0000446	AMIN007883	ASTEI20_044752, ASTEI20_045914
OG0000447	AMIN015485	ASTEI20_035921, ASTEI20_036895
OG0000447	AMIN015486	ASTEI20_045843
OG0000448	AMIN010314	ASTEI20_039131
OG0000448	AMIN000368	ASTEI20_035453
OG0000449	AMIN005171	ASTEI20_042529
OG0000449	AMIN006588	ASTEI20_044910
OG0000450	AMIN009737	ASTEI20_035678
OG0000450	AMIN016018	ASTEI20_038473
OG0000451	AMIN002072	ASTEI20_036851
OG0000452	AMIN015851	ASTEI20_032646
OG0000453	AMIN008351	ASTEI20_038848
OG0000453	AMIN006656	ASTEI20_040673
OG0000454	AMIN001771	ASTEI20_040653
OG0000455	AMIN010071	ASTEI20_043217
OG0000455	AMIN008404	ASTEI20_034510
OG0000456	AMIN010925	ASTEI20_042221
OG0000457	AMIN003469	ASTEI20_036516
OG0000457	AMIN003467	ASTEI20_039941
OG0000458	AMIN001697	ASTEI20_041659
OG0000458	AMIN001694	ASTEI20_046062
OG0000458	AMIN001693	ASTEI20_030965
OG0000459	AMIN002343	ASTEI20_038648
OG0000460	AMIN004000	ASTEI20_036197
OG0000461	AMIN005596	ASTEI20_045433
OG0000461	AMIN005597	ASTEI20_035860
OG0000462	AMIN008302	ASTEI20_036809
OG0000462	AMIN008301	ASTEI20_042379
OG0000463	AMIN014125	ASTEI20_035779, ASTEI20_044901, ASTEI20_041629, ASTEI20_036724, ASTEI20_033904, ASTEI20_041237, ASTEI20_031922, ASTEI20_042539, ASTEI20_034696, ASTEI20_032344, ASTEI20_035753, ASTEI20_043136, ASTEI20_039325, ASTEI20_032742
OG0000464	AMIN010382	ASTEI20_044688, ASTEI20_036234
OG0000465	AMIN000102	ASTEI20_041528
OG0000465	AMIN005739	ASTEI20_034169
OG0000466	AMIN008413	ASTEI20_038266, ASTEI20_039358
OG0000466	AMIN006890	ASTEI20_045228
OG0000471	AMIN004399	ASTEI20_032062
OG0000471	AMIN004410	ASTEI20_031025
OG0000472	AMIN009159	ASTEI20_045749, ASTEI20_032817
OG0000472	AMIN009158	ASTEI20_041250
OG0000473	AMIN016002	ASTEI20_032671
OG0000473	AMIN016001	ASTEI20_045748
OG0000477	AMIN015736	ASTEI20_034459
OG0000477	AMIN015796	ASTEI20_031328
OG0000478	AMIN006764	ASTEI20_042435
OG0000478	AMIN006763	ASTEI20_043336
OG0000479	AMIN003190	ASTEI20_036926
OG0000479	AMIN003192	ASTEI20_033540
OG0000480	AMIN008804	ASTEI20_044004, ASTEI20_033719, ASTEI20_043012
OG0000481	AMIN015941	ASTEI20_038127
OG0000481	AMIN015942	ASTEI20_034254
OG0000482	AMIN015815	ASTEI20_040294
OG0000482	AMIN015813	ASTEI20_035220
OG0000484	AMIN007230	ASTEI20_039134
OG0000484	AMIN015926	ASTEI20_032451
OG0000485	AMIN006211	ASTEI20_041653
OG0000486	AMIN008726	ASTEI20_032382
OG0000486	AMIN002294	ASTEI20_042498
OG0000487	AMIN009827	ASTEI20_042028
OG0000487	AMIN005361	ASTEI20_039840
OG0000488	AMIN005028	ASTEI20_038299, ASTEI20_042656
OG0000489	AMIN005535	ASTEI20_041468
OG0000489	AMIN005536	ASTEI20_042784
OG0000490	AMIN008250	ASTEI20_035796
OG0000491	AMIN016162	ASTEI20_036635
OG0000491	AMIN003650	ASTEI20_039466
OG0000492	AMIN005529	ASTEI20_035871
OG0000492	AMIN015489	ASTEI20_045934
OG0000493	AMIN003675	ASTEI20_040939
OG0000493	AMIN003676	ASTEI20_042234
OG0000494	AMIN008619	ASTEI20_033870
OG0000495	AMIN007154	ASTEI20_032883, ASTEI20_037893
OG0000496	AMIN016234	ASTEI20_040779
OG0000497	AMIN003979	ASTEI20_045382
OG0000497	AMIN016070	ASTEI20_037285
OG0000499	AMIN010059	ASTEI20_045587
OG0000500	AMIN005698	ASTEI20_041628
OG0000500	AMIN011003	ASTEI20_038055
OG0000501	AMIN006982	ASTEI20_043725
OG0000502	AMIN015996	ASTEI20_041728
OG0000502	AMIN007007	ASTEI20_038149
OG0000503	AMIN003517	ASTEI20_031803
OG0000504	AMIN003505	ASTEI20_037781
OG0000504	AMIN003013	ASTEI20_036455
OG0000505	AMIN011215	ASTEI20_045172
OG0000506	AMIN007882	ASTEI20_040117
OG0000506	AMIN008841	ASTEI20_033754
OG0000507	AMIN009824	ASTEI20_041414
OG0000507	AMIN002620	ASTEI20_041289
OG0000508	AMIN011314	ASTEI20_043392
OG0000508	AMIN011311	ASTEI20_032410
OG0000509	AMIN007998	ASTEI20_038831, ASTEI20_035801
OG0000510	AMIN005108	ASTEI20_033762
OG0000510	AMIN002964	ASTEI20_039972
OG0000511	AMIN008024, AMIN008023	ASTEI20_033393, ASTEI20_045020
OG0000512	AMIN005370	ASTEI20_041881
OG0000512	AMIN005371	ASTEI20_033648
OG0000514	AMIN000976	ASTEI20_036623
OG0000514	AMIN006790	ASTEI20_033991
OG0000515	AMIN000903	ASTEI20_034553
OG0000515	AMIN000905	ASTEI20_034276
OG0000516	AMIN015782	ASTEI20_032940
OG0000516	AMIN015783	ASTEI20_038444
OG0000517	AMIN004090, AMIN004091	ASTEI20_040378
OG0000518	AMIN010315	ASTEI20_033369
OG0000518	AMIN010316	ASTEI20_032107
OG0000519	AMIN007982	ASTEI20_040559, ASTEI20_041085
OG0000520	AMIN009633	ASTEI20_041641
OG0000521	AMIN010473	ASTEI20_042416
OG0000521	AMIN000859	ASTEI20_044133
OG0000522	AMIN007265	ASTEI20_038428
OG0000522	AMIN007262	ASTEI20_046044
OG0000523	AMIN004760	ASTEI20_038482
OG0000524	AMIN010979	ASTEI20_042547
OG0000524	AMIN010980	ASTEI20_038645
OG0000525	AMIN010455	ASTEI20_045684
OG0000526	AMIN005825	ASTEI20_035259
OG0000526	AMIN001122	ASTEI20_040898
OG0000527	AMIN004131	ASTEI20_039423
OG0000527	AMIN004132	ASTEI20_042499
OG0000528	AMIN007833	ASTEI20_045012
OG0000528	AMIN007829	ASTEI20_030881
OG0000532	AMIN001270	ASTEI20_044081
OG0000532	AMIN007689	ASTEI20_037186
OG0000534	AMIN001371	ASTEI20_033692
OG0000535	AMIN007082, AMIN007081	ASTEI20_040711, ASTEI20_040459
OG0000536	AMIN011275	ASTEI20_035360
OG0000536	AMIN008553	ASTEI20_041850
OG0000538	AMIN003755	ASTEI20_039788
OG0000539	AMIN003762	ASTEI20_039944
OG0000539	AMIN003761	ASTEI20_040382
OG0000540	AMIN005379	ASTEI20_040729
OG0000541	AMIN009417	ASTEI20_038990
OG0000541	AMIN006390	ASTEI20_039267
OG0000542	AMIN002916	ASTEI20_039372
OG0000543	AMIN008407	ASTEI20_035081, ASTEI20_034836
OG0000544	AMIN001828	ASTEI20_038237
OG0000546	AMIN002142	ASTEI20_044898, ASTEI20_045436
OG0000547	AMIN006548	ASTEI20_033385
OG0000547	AMIN011566	ASTEI20_043826
OG0000548	AMIN005326	ASTEI20_034641
OG0000549	AMIN010949	ASTEI20_042215
OG0000549	AMIN005346	ASTEI20_034707
OG0000550	AMIN007688	ASTEI20_033645
OG0000552	AMIN004124, AMIN004126	ASTEI20_031270
OG0000552	AMIN004125	ASTEI20_035763
OG0000553	AMIN009893	ASTEI20_039011, ASTEI20_038476, ASTEI20_035372, ASTEI20_043810, ASTEI20_034770, ASTEI20_038525, ASTEI20_030821, ASTEI20_033051
OG0000554	AMIN002293	ASTEI20_042565
OG0000555	AMIN000002	ASTEI20_041597
OG0000556	AMIN000436	ASTEI20_039864
OG0000557	AMIN000396	ASTEI20_037722
OG0000557	AMIN005429	ASTEI20_043279
OG0000558	AMIN004650	ASTEI20_045893
OG0000558	AMIN002017	ASTEI20_040611
OG0000559	AMIN003274	ASTEI20_044897
OG0000559	AMIN003273	ASTEI20_044255
OG0000560	AMIN005299	ASTEI20_034474
OG0000561	AMIN010697	ASTEI20_032907
OG0000562	AMIN011522	ASTEI20_037671
OG0000563	AMIN000899	ASTEI20_033376
OG0000564	AMIN009852	ASTEI20_036810, ASTEI20_038563
OG0000565	AMIN004942	ASTEI20_034561
OG0000565	AMIN005177	ASTEI20_043978
OG0000566	AMIN008364	ASTEI20_036931
OG0000567	AMIN007642	ASTEI20_044543
OG0000567	AMIN008036	ASTEI20_043215
OG0000568	AMIN001579	ASTEI20_041157, ASTEI20_040815, ASTEI20_042101
OG0000569	AMIN002519	ASTEI20_042222, ASTEI20_032603
OG0000570	AMIN004109	ASTEI20_037872
OG0000571	AMIN011641	ASTEI20_046145
OG0000572	AMIN008152	ASTEI20_045605
OG0000573	AMIN005376	ASTEI20_035427
OG0000574	AMIN006813	ASTEI20_037259
OG0000574	AMIN006812	ASTEI20_036879
OG0000576	AMIN005183	ASTEI20_035412
OG0000577	AMIN003222	ASTEI20_041713
OG0000579	AMIN010666	ASTEI20_041978
OG0000581	AMIN011482	ASTEI20_032779, ASTEI20_034834
OG0000582	AMIN016010	ASTEI20_040931
OG0000582	AMIN016008	ASTEI20_039818
OG0000583	AMIN010469	ASTEI20_042980
OG0000583	AMIN010375, AMIN010374	ASTEI20_043115, ASTEI20_041640
OG0000584	AMIN008748	ASTEI20_038624, ASTEI20_042452
OG0000585	AMIN010150	ASTEI20_041849, ASTEI20_036469
OG0000586	AMIN002818	ASTEI20_031342, ASTEI20_044118
OG0000588	AMIN000874	ASTEI20_032937
OG0000596	AMIN006436	ASTEI20_038600
OG0000596	AMIN005864	ASTEI20_045102, ASTEI20_040089
OG0000601	AMIN004306	ASTEI20_034152, ASTEI20_035083
OG0000606	AMIN003039	ASTEI20_033665
OG0000607	AMIN008746	ASTEI20_042885, ASTEI20_045739, ASTEI20_034728, ASTEI20_036316
OG0000608	AMIN001858, AMIN001857	ASTEI20_034955
OG0000609	AMIN009721	ASTEI20_035298
OG0000610	AMIN010908	ASTEI20_043727
OG0000611	AMIN010221	ASTEI20_039290, ASTEI20_037875
OG0000612	AMIN001751	ASTEI20_031753
OG0000613	AMIN003914	ASTEI20_045855
OG0000613	AMIN003655	ASTEI20_041847
OG0000614	AMIN010054	ASTEI20_039250
OG0000615	AMIN010988	ASTEI20_040540
OG0000617	AMIN009546	ASTEI20_038857
OG0000618	AMIN002658	ASTEI20_035924, ASTEI20_031267
OG0000619	AMIN000286	ASTEI20_036799, ASTEI20_031879
OG0000620	AMIN009595	ASTEI20_041959
OG0000621	AMIN014163	ASTEI20_035003
OG0000622	AMIN006522	ASTEI20_044291
OG0000623	AMIN008790	ASTEI20_044444, ASTEI20_039798
OG0000623	AMIN008600	ASTEI20_032866
OG0000624	AMIN004070	ASTEI20_030850
OG0000625	AMIN015790	ASTEI20_041384
OG0000627	AMIN009215	ASTEI20_043380
OG0000627	AMIN009220	ASTEI20_044482
OG0000628	AMIN006623	ASTEI20_040507
OG0000629	AMIN005193	ASTEI20_044768, ASTEI20_036712
OG0000630	AMIN015636	ASTEI20_042898
OG0000630	AMIN008522	ASTEI20_043119
OG0000631	AMIN005964	ASTEI20_042189
OG0000632	AMIN005735, AMIN000217	ASTEI20_046127
OG0000633	AMIN005696	ASTEI20_032149
OG0000633	AMIN007609	ASTEI20_034452
OG0000634	AMIN005170	ASTEI20_034663
OG0000634	AMIN004747	ASTEI20_044651
OG0000635	AMIN002271	ASTEI20_033652, ASTEI20_040942
OG0000636	AMIN007685	ASTEI20_036562
OG0000637	AMIN008498	ASTEI20_033096
OG0000637	AMIN008499	ASTEI20_034420
OG0000638	AMIN016100	ASTEI20_043693
OG0000638	AMIN015811	ASTEI20_032313
OG0000639	AMIN010292	ASTEI20_041346
OG0000640	AMIN010958	ASTEI20_033633
OG0000641	AMIN009728	ASTEI20_036755
OG0000642	AMIN002983	ASTEI20_037257
OG0000643	AMIN002346	ASTEI20_034280
OG0000644	AMIN008329	ASTEI20_040015
OG0000645	AMIN010790	ASTEI20_038350
OG0000646	AMIN010229, AMIN006483, AMIN008386	ASTEI20_035725
OG0000647	AMIN010304	ASTEI20_045698
OG0000648	AMIN016197	ASTEI20_041830
OG0000648	AMIN016198	ASTEI20_034191
OG0000649	AMIN015853	ASTEI20_043999
OG0000650	AMIN006615	ASTEI20_034631
OG0000651	AMIN006952	ASTEI20_044038
OG0000651	AMIN006951	ASTEI20_041186
OG0000652	AMIN005736	ASTEI20_032794
OG0000652	AMIN002646	ASTEI20_041989
OG0000653	AMIN003046	ASTEI20_035696
OG0000653	AMIN006166	ASTEI20_034748
OG0000654	AMIN010501	ASTEI20_043626
OG0000655	AMIN009939	ASTEI20_039647
OG0000655	AMIN011103	ASTEI20_031588
OG0000656	AMIN009750	ASTEI20_043798
OG0000657	AMIN009848	ASTEI20_037447
OG0000658	AMIN000840	ASTEI20_042425
OG0000659	AMIN015780	ASTEI20_040379
OG0000659	AMIN015781	ASTEI20_035025
OG0000660	AMIN000258	ASTEI20_033087, ASTEI20_034449, ASTEI20_045387, ASTEI20_037943, ASTEI20_043563, ASTEI20_034883, ASTEI20_039637, ASTEI20_042512
OG0000661	AMIN007663	ASTEI20_045619, ASTEI20_043795
OG0000661	AMIN002009	ASTEI20_041395
OG0000662	AMIN004472	ASTEI20_036989, ASTEI20_038394
OG0000663	AMIN000084	ASTEI20_043505
OG0000664	AMIN001564	ASTEI20_030816
OG0000665	AMIN003292	ASTEI20_043790, ASTEI20_040364
OG0000666	AMIN005051, AMIN005054, AMIN005053	ASTEI20_031715
OG0000667	AMIN009272	ASTEI20_035731
OG0000668	AMIN005541	ASTEI20_041617
OG0000669	AMIN015631, AMIN015633	ASTEI20_045134
OG0000671	AMIN008789	ASTEI20_033489, ASTEI20_035422
OG0000672	AMIN007201	ASTEI20_042831
OG0000673	AMIN006707	ASTEI20_034787
OG0000674	AMIN008882	ASTEI20_040597
OG0000675	AMIN011603	ASTEI20_036005
OG0000676	AMIN015866	ASTEI20_045253
OG0000677	AMIN001151	ASTEI20_041352
OG0000677	AMIN001147	ASTEI20_046051
OG0000678	AMIN007606	ASTEI20_040632
OG0000678	AMIN007607	ASTEI20_034866
OG0000679	AMIN015567	ASTEI20_035762
OG0000679	AMIN015566	ASTEI20_041118
OG0000680	AMIN001981, AMIN001979	ASTEI20_031200
OG0000681	AMIN010032, AMIN010031, AMIN010025	ASTEI20_039667
OG0000682	AMIN004645	ASTEI20_046074
OG0000682	AMIN005619	ASTEI20_037885
OG0000683	AMIN001714	ASTEI20_044101
OG0000683	AMIN006784	ASTEI20_033021
OG0000684	AMIN015534, AMIN015535	ASTEI20_045238
OG0000685	AMIN009377	ASTEI20_032378, ASTEI20_040770, ASTEI20_044585, ASTEI20_036058
OG0000686	AMIN003059	ASTEI20_045424
OG0000687	AMIN009262, AMIN007570	ASTEI20_036644
OG0000689	AMIN010028	ASTEI20_035935
OG0000689	AMIN010027	ASTEI20_040705, ASTEI20_037369
OG0000691	AMIN009242	ASTEI20_044310
OG0000693	AMIN010899	ASTEI20_043618, ASTEI20_036093, ASTEI20_035811
OG0000694	AMIN003886	ASTEI20_041192
OG0000695	AMIN007522	ASTEI20_035493, ASTEI20_032095, ASTEI20_034046, ASTEI20_035234, ASTEI20_038932, ASTEI20_035208, ASTEI20_039578, ASTEI20_037291, ASTEI20_037924, ASTEI20_044661, ASTEI20_039193, ASTEI20_036721, ASTEI20_042109, ASTEI20_033707, ASTEI20_044629
OG0000698	AMIN004846	ASTEI20_031490, ASTEI20_035667
OG0000699	AMIN008604	ASTEI20_045210
OG0000700	AMIN008937	ASTEI20_039183
OG0000701	AMIN006561	ASTEI20_038815
OG0000701	AMIN008914	ASTEI20_037838
OG0000703	AMIN016139	ASTEI20_031023
OG0000703	AMIN004198	ASTEI20_035177
OG0000704	AMIN004774	ASTEI20_042619, ASTEI20_038664
OG0000705	AMIN007582	ASTEI20_042623
OG0000706	AMIN002735	ASTEI20_040065
OG0000707	AMIN007926, AMIN007930, AMIN007931	ASTEI20_042481
OG0000708	AMIN003376	ASTEI20_034646
OG0000708	AMIN005195	ASTEI20_037384
OG0000709	AMIN005651	ASTEI20_042639
OG0000709	AMIN005650	ASTEI20_035313
OG0000710	AMIN002091	ASTEI20_033026
OG0000710	AMIN014055	ASTEI20_045896
OG0000711	AMIN006854	ASTEI20_034286, ASTEI20_043282
OG0000712	AMIN005030	ASTEI20_045867
OG0000713	AMIN007371	ASTEI20_043731
OG0000714	AMIN003947	ASTEI20_041086, ASTEI20_031182
OG0000716	AMIN002912	ASTEI20_033629
OG0000717	AMIN001545	ASTEI20_041443
OG0000718	AMIN007484, AMIN007486	ASTEI20_034424
OG0000719	AMIN015579	ASTEI20_031976
OG0000719	AMIN015581	ASTEI20_046128
OG0000720	AMIN004036	ASTEI20_040950
OG0000721	AMIN004717	ASTEI20_034084
OG0000721	AMIN008814	ASTEI20_035049
OG0000722	AMIN003926	ASTEI20_033287
OG0000723	AMIN002838	ASTEI20_039107
OG0000723	AMIN002335	ASTEI20_043899
OG0000724	AMIN007628	ASTEI20_043064, ASTEI20_040049
OG0000725	AMIN007979	ASTEI20_043335, ASTEI20_035800
OG0000726	AMIN004096	ASTEI20_039608
OG0000727	AMIN008892, AMIN008891	ASTEI20_043472
OG0000728	AMIN005769	ASTEI20_036046
OG0000729	AMIN009867	ASTEI20_042200
OG0000729	AMIN005293	ASTEI20_040151
OG0000730	AMIN008192	ASTEI20_044904
OG0000731	AMIN001221	ASTEI20_044451
OG0000731	AMIN007381	ASTEI20_031889, ASTEI20_031875
OG0000732	AMIN000366	ASTEI20_039673, ASTEI20_031041
OG0000733	AMIN015963	ASTEI20_038325
OG0000733	AMIN015962	ASTEI20_044652
OG0000734	AMIN005129	ASTEI20_040309
OG0000734	AMIN006671	ASTEI20_043083
OG0000735	AMIN007623	ASTEI20_038947
OG0000735	AMIN002995	ASTEI20_040845
OG0000736	AMIN010359	ASTEI20_037342
OG0000736	AMIN010358	ASTEI20_042182
OG0000737	AMIN002046	ASTEI20_041073
OG0000738	AMIN001100	ASTEI20_034436
OG0000738	AMIN001099	ASTEI20_040787
OG0000739	AMIN016218	ASTEI20_037468, ASTEI20_037469
OG0000740	AMIN003088, AMIN014279	ASTEI20_043165
OG0000741	AMIN008123, AMIN008125, AMIN008122, AMIN008124	ASTEI20_044735
OG0000742	AMIN003205	ASTEI20_035073
OG0000743	AMIN004326	ASTEI20_030874
