Orthogroup	AminimusMINIMUS1	CquinquefasciatusJHB2020
OG0000319	AMIN001373, AMIN011132	CQUJHB013783
OG0000321	AMIN015801, AMIN015802	CQUJHB003997
OG0000321	AMIN007046	CQUJHB003886
OG0000324	AMIN009157	CQUJHB006140
OG0000324	AMIN009156	CQUJHB006853
OG0000325	AMIN010396	CQUJHB012591
OG0000326	AMIN004016	CQUJHB012353
OG0000326	AMIN003194	CQUJHB011965
OG0000327	AMIN006782	CQUJHB001917, CQUJHB018000, CQUJHB003068, CQUJHB018290
OG0000328	AMIN008593	CQUJHB006591
OG0000328	AMIN008592	CQUJHB002346
OG0000329	AMIN001843	CQUJHB015894
OG0000329	AMIN001842	CQUJHB005779, CQUJHB010729
OG0000330	AMIN005465	CQUJHB017282, CQUJHB004081
OG0000331	AMIN015827	CQUJHB014371, CQUJHB013844
OG0000331	AMIN015828, AMIN015829	CQUJHB002783
OG0000332	AMIN003653, AMIN003550, AMIN003652	CQUJHB000271, CQUJHB007528
OG0000333	AMIN010628, AMIN010619	CQUJHB012787
OG0000334	AMIN001560	CQUJHB001067
OG0000336	AMIN011337	CQUJHB014833
OG0000344	AMIN004814	CQUJHB015676, CQUJHB017337, CQUJHB020406
OG0000344	AMIN007367	CQUJHB012075
OG0000345	AMIN005741	CQUJHB013032, CQUJHB015347, CQUJHB011799, CQUJHB002735, CQUJHB017641
OG0000346	AMIN002478, AMIN016268	CQUJHB002577, CQUJHB002322, CQUJHB006754
OG0000347	AMIN007036	CQUJHB015931, CQUJHB012747, CQUJHB006813, CQUJHB004127, CQUJHB010963, CQUJHB001880, CQUJHB012374
OG0000348	AMIN009292, AMIN009291	CQUJHB008694, CQUJHB007833, CQUJHB006199, CQUJHB014618
OG0000350	AMIN015944	CQUJHB008958
OG0000351	AMIN008878	CQUJHB013920
OG0000352	AMIN004703	CQUJHB012242, CQUJHB009117, CQUJHB007986
OG0000353	AMIN010928	CQUJHB009056, CQUJHB008063
OG0000354	AMIN003843	CQUJHB002681
OG0000354	AMIN003437	CQUJHB001846
OG0000355	AMIN002728, AMIN006601	CQUJHB009441
OG0000356	AMIN008127	CQUJHB006946, CQUJHB002667
OG0000356	AMIN004156	CQUJHB000622, CQUJHB010020
OG0000357	AMIN003425	CQUJHB017445
OG0000357	AMIN003427, AMIN003426	CQUJHB006068
OG0000359	AMIN004153	CQUJHB007818, CQUJHB004465, CQUJHB013660, CQUJHB010652
OG0000360	AMIN004393	CQUJHB000284, CQUJHB007098, CQUJHB000677
OG0000361	AMIN000969	CQUJHB003076, CQUJHB005994, CQUJHB005593
OG0000362	AMIN016016, AMIN016013	CQUJHB013242, CQUJHB005211
OG0000363	AMIN011090	CQUJHB010204
OG0000364	AMIN011281	CQUJHB016963, CQUJHB007057
OG0000365	AMIN001318	CQUJHB010079
OG0000366	AMIN003044	CQUJHB010124, CQUJHB003903, CQUJHB011993, CQUJHB015491, CQUJHB013408
OG0000367	AMIN007407	CQUJHB007804
OG0000368	AMIN004899	CQUJHB005991, CQUJHB009102, CQUJHB015642
OG0000369	AMIN000990, AMIN000995	CQUJHB002920
OG0000370	AMIN001702	CQUJHB017740
OG0000370	AMIN015641	CQUJHB001032, CQUJHB007246
OG0000371	AMIN007988	CQUJHB008710
OG0000372	AMIN005843	CQUJHB013895
OG0000380	AMIN015545	CQUJHB003039, CQUJHB020254, CQUJHB020387, CQUJHB016719
OG0000380	AMIN015546	CQUJHB007276
OG0000381	AMIN016125	CQUJHB004475
OG0000381	AMIN016124	CQUJHB007369, CQUJHB016781
OG0000382	AMIN006598	CQUJHB003897
OG0000382	AMIN006597	CQUJHB002028
OG0000383	AMIN003564	CQUJHB017591
OG0000383	AMIN006915	CQUJHB009099
OG0000384	AMIN007029, AMIN007027, AMIN007028	CQUJHB002088, CQUJHB001148
OG0000386	AMIN010945	CQUJHB015040
OG0000387	AMIN011411	CQUJHB006491
OG0000387	AMIN010181	CQUJHB004975
OG0000388	AMIN003526, AMIN003525	CQUJHB009063, CQUJHB004642, CQUJHB002192
OG0000389	AMIN010092	CQUJHB010871
OG0000391	AMIN004615	CQUJHB005583
OG0000391	AMIN006874	CQUJHB015832
OG0000392	AMIN016121, AMIN016119, AMIN016120	CQUJHB017979, CQUJHB012328, CQUJHB000942
OG0000393	AMIN000709	CQUJHB000678
OG0000393	AMIN000710	CQUJHB010193
OG0000394	AMIN015659	CQUJHB013003
OG0000394	AMIN015658	CQUJHB002473, CQUJHB014747
OG0000395	AMIN006779	CQUJHB015252
OG0000395	AMIN005116	CQUJHB008501
OG0000396	AMIN009642	CQUJHB010706
OG0000396	AMIN009640, AMIN009641	CQUJHB014186
OG0000397	AMIN009574	CQUJHB014890
OG0000397	AMIN000431	CQUJHB017700
OG0000398	AMIN015525, AMIN010788	CQUJHB018445, CQUJHB012707, CQUJHB008460
OG0000399	AMIN011393	CQUJHB010610, CQUJHB002697
OG0000399	AMIN007830	CQUJHB000514
OG0000400	AMIN007277	CQUJHB008299
OG0000400	AMIN010038	CQUJHB016642
OG0000401	AMIN003805	CQUJHB004404
OG0000401	AMIN008417	CQUJHB012725
OG0000402	AMIN005358, AMIN007892	CQUJHB015843
OG0000403	AMIN005734	CQUJHB004828
OG0000403	AMIN015648	CQUJHB002873
OG0000404	AMIN001303	CQUJHB014951
OG0000404	AMIN001304	CQUJHB002330
OG0000405	AMIN016076, AMIN016073	CQUJHB012057, CQUJHB007826, CQUJHB003192, CQUJHB004662
OG0000406	AMIN003952, AMIN003382, AMIN008549	CQUJHB016847
OG0000407	AMIN008277	CQUJHB009167
OG0000407	AMIN009328	CQUJHB002164
OG0000408	AMIN007333	CQUJHB008821, CQUJHB002756
OG0000409	AMIN001360, AMIN001358, AMIN001359	CQUJHB009131
OG0000410	AMIN002933	CQUJHB012516, CQUJHB011477
OG0000411	AMIN016275	CQUJHB006540
OG0000411	AMIN016274	CQUJHB007335
OG0000411	AMIN016278	CQUJHB008223
OG0000412	AMIN005383	CQUJHB007660
OG0000412	AMIN005384	CQUJHB015305
OG0000413	AMIN010118, AMIN010119	CQUJHB010075, CQUJHB007446, CQUJHB020332
OG0000414	AMIN005852, AMIN005894	CQUJHB013421
OG0000416	AMIN010661	CQUJHB005337
OG0000416	AMIN011205	CQUJHB009397
OG0000417	AMIN003479	CQUJHB004451
OG0000417	AMIN004992	CQUJHB016554
OG0000421	AMIN003299	CQUJHB016620, CQUJHB006925, CQUJHB015719, CQUJHB009816, CQUJHB013246, CQUJHB012658
OG0000428	AMIN015596, AMIN015597	CQUJHB001704, CQUJHB002181, CQUJHB008857, CQUJHB016191
OG0000430	AMIN015929	CQUJHB003893
OG0000430	AMIN006466	CQUJHB017728
OG0000431	AMIN002817	CQUJHB014587
OG0000432	AMIN006725	CQUJHB015256
OG0000432	AMIN001567	CQUJHB018224
OG0000433	AMIN002730	CQUJHB018005
OG0000433	AMIN002729	CQUJHB016512
OG0000434	AMIN008047	CQUJHB004006
OG0000435	AMIN009195	CQUJHB009018
OG0000437	AMIN003136	CQUJHB002230, CQUJHB017705
OG0000438	AMIN003139, AMIN003137	CQUJHB007603, CQUJHB007274, CQUJHB010807
OG0000439	AMIN006296	CQUJHB003508
OG0000439	AMIN006294	CQUJHB007442
OG0000440	AMIN004662	CQUJHB008712
OG0000441	AMIN007959, AMIN002140	CQUJHB008515
OG0000442	AMIN009238	CQUJHB016515
OG0000442	AMIN009240	CQUJHB009960
OG0000443	AMIN004723	CQUJHB000083
OG0000443	AMIN007767	CQUJHB012897
OG0000445	AMIN008996	CQUJHB005105
OG0000445	AMIN008997	CQUJHB009271
OG0000446	AMIN007883	CQUJHB017131, CQUJHB010200
OG0000447	AMIN015485	CQUJHB007173
OG0000447	AMIN015486	CQUJHB004421
OG0000448	AMIN010314	CQUJHB007741
OG0000448	AMIN000368	CQUJHB005150
OG0000449	AMIN005171	CQUJHB012758
OG0000449	AMIN006588	CQUJHB004303
OG0000450	AMIN009737	CQUJHB016258
OG0000450	AMIN016018	CQUJHB006704
OG0000451	AMIN002070, AMIN002072	CQUJHB009874
OG0000452	AMIN015851	CQUJHB010141, CQUJHB003251, CQUJHB013257, CQUJHB004493, CQUJHB011307
OG0000453	AMIN008351	CQUJHB010602
OG0000454	AMIN001771	CQUJHB010114
OG0000455	AMIN010071	CQUJHB001183
OG0000455	AMIN008404	CQUJHB015257
OG0000456	AMIN009407	CQUJHB001939
OG0000456	AMIN010925	CQUJHB007364
OG0000457	AMIN003469	CQUJHB015649
OG0000457	AMIN003467	CQUJHB017695
OG0000458	AMIN001697, AMIN001694, AMIN001693	CQUJHB005250
OG0000459	AMIN002343	CQUJHB020285, CQUJHB015919, CQUJHB008529, CQUJHB010276
OG0000460	AMIN003998	CQUJHB014579
OG0000461	AMIN005596	CQUJHB002251
OG0000461	AMIN005597	CQUJHB013571
OG0000462	AMIN008300, AMIN008301	CQUJHB004472
OG0000463	AMIN014125	CQUJHB014449, CQUJHB009591
OG0000465	AMIN000102, AMIN005739	CQUJHB017090
OG0000466	AMIN008413, AMIN006890	CQUJHB012439
OG0000472	AMIN009159, AMIN009158	CQUJHB013462
OG0000476	AMIN015548	CQUJHB001928, CQUJHB020328
OG0000476	AMIN015549	CQUJHB017939, CQUJHB007705, CQUJHB020343
OG0000477	AMIN015736	CQUJHB013483
OG0000477	AMIN015796	CQUJHB003518
OG0000478	AMIN006764	CQUJHB016476
OG0000478	AMIN006763	CQUJHB009586
OG0000479	AMIN003190, AMIN003192	CQUJHB003472, CQUJHB017772
OG0000480	AMIN008804	CQUJHB015374
OG0000481	AMIN015941	CQUJHB000113
OG0000481	AMIN015942	CQUJHB007620, CQUJHB006420
OG0000482	AMIN015815	CQUJHB010431
OG0000482	AMIN015813	CQUJHB009602
OG0000484	AMIN007230	CQUJHB015280
OG0000484	AMIN015926	CQUJHB007616
OG0000485	AMIN006211	CQUJHB009246
OG0000486	AMIN008726	CQUJHB012006
OG0000486	AMIN002294	CQUJHB002625
OG0000487	AMIN009827	CQUJHB000683
OG0000487	AMIN005361	CQUJHB011221
OG0000488	AMIN005028	CQUJHB015233
OG0000489	AMIN005535	CQUJHB016351
OG0000489	AMIN005536	CQUJHB004674
OG0000490	AMIN008273	CQUJHB014278
OG0000491	AMIN016162	CQUJHB004009
OG0000491	AMIN003650	CQUJHB002060
OG0000492	AMIN005529	CQUJHB001365
OG0000492	AMIN015489	CQUJHB003626
OG0000493	AMIN003675, AMIN003676	CQUJHB003936, CQUJHB020409, CQUJHB013220, CQUJHB020276
OG0000494	AMIN008619	CQUJHB000732
OG0000495	AMIN007154	CQUJHB008204
OG0000496	AMIN016233	CQUJHB000722
OG0000497	AMIN003979	CQUJHB008176
OG0000497	AMIN016070	CQUJHB015119, CQUJHB017322
OG0000499	AMIN010059	CQUJHB015349
OG0000500	AMIN005698	CQUJHB011977
OG0000501	AMIN006982	CQUJHB015962, CQUJHB015865
OG0000502	AMIN015996	CQUJHB007873
OG0000503	AMIN003517	CQUJHB000177, CQUJHB005641, CQUJHB008470, CQUJHB001030, CQUJHB013601, CQUJHB004853
OG0000504	AMIN003505	CQUJHB013167
OG0000505	AMIN011215	CQUJHB015118, CQUJHB008195
OG0000506	AMIN007882	CQUJHB005354
OG0000506	AMIN008841	CQUJHB013163
OG0000507	AMIN009824	CQUJHB006236
OG0000507	AMIN002620	CQUJHB016153
OG0000508	AMIN011314, AMIN011311	CQUJHB004534
OG0000509	AMIN007998	CQUJHB006064, CQUJHB001100
OG0000510	AMIN005108	CQUJHB012354
OG0000510	AMIN002964	CQUJHB017274
OG0000511	AMIN008024, AMIN008023	CQUJHB008338, CQUJHB006823
OG0000512	AMIN005370	CQUJHB012251
OG0000512	AMIN005371	CQUJHB001081
OG0000514	AMIN000976	CQUJHB010667
OG0000514	AMIN006790	CQUJHB016059
OG0000515	AMIN000903	CQUJHB007879
OG0000515	AMIN000905	CQUJHB018283
OG0000516	AMIN015782	CQUJHB001551
OG0000516	AMIN015783	CQUJHB007539
OG0000517	AMIN004090, AMIN004091	CQUJHB000346
OG0000518	AMIN010315	CQUJHB004443, CQUJHB006267
OG0000518	AMIN010316	CQUJHB008592
OG0000519	AMIN007982	CQUJHB006578, CQUJHB006537, CQUJHB010625, CQUJHB016100, CQUJHB014959
OG0000520	AMIN009633	CQUJHB012809
OG0000521	AMIN010473	CQUJHB006650
OG0000521	AMIN000859	CQUJHB003739
OG0000522	AMIN007265	CQUJHB017648
OG0000522	AMIN007262	CQUJHB001472
OG0000523	AMIN004760	CQUJHB015431
OG0000524	AMIN010979	CQUJHB010348
OG0000524	AMIN010980	CQUJHB002248
OG0000525	AMIN010455	CQUJHB015660, CQUJHB009228, CQUJHB003915, CQUJHB010730, CQUJHB005857, CQUJHB010977, CQUJHB009055, CQUJHB011013, CQUJHB002145
OG0000526	AMIN005825	CQUJHB001197
OG0000527	AMIN004131	CQUJHB000806
OG0000527	AMIN004132	CQUJHB017204
OG0000528	AMIN007833	CQUJHB013575
OG0000528	AMIN007829	CQUJHB011302
OG0000529	AMIN001004, AMIN006482, AMIN005861	CQUJHB002135
OG0000534	AMIN001371	CQUJHB009525
OG0000535	AMIN007082, AMIN007081	CQUJHB001581
OG0000536	AMIN011275	CQUJHB011779
OG0000538	AMIN003755	CQUJHB012021
OG0000539	AMIN003762, AMIN003761	CQUJHB009653
OG0000540	AMIN005379	CQUJHB010329
OG0000541	AMIN009417, AMIN006390	CQUJHB016056, CQUJHB007487
OG0000542	AMIN002916	CQUJHB000586
OG0000543	AMIN008407	CQUJHB015339, CQUJHB009756
OG0000544	AMIN001828	CQUJHB006986
OG0000546	AMIN002142	CQUJHB005558
OG0000547	AMIN006548	CQUJHB010578
OG0000547	AMIN011566	CQUJHB018134
OG0000548	AMIN005326	CQUJHB006907, CQUJHB015796, CQUJHB011613, CQUJHB011366
OG0000549	AMIN010949, AMIN005346	CQUJHB008172
OG0000550	AMIN007688	CQUJHB000340, CQUJHB008859, CQUJHB002119
OG0000551	AMIN004699	CQUJHB011017
OG0000552	AMIN004124, AMIN004126, AMIN004125	CQUJHB007207, CQUJHB003339
OG0000553	AMIN009893	CQUJHB013994, CQUJHB013521
OG0000554	AMIN002293	CQUJHB008590, CQUJHB005910, CQUJHB018305, CQUJHB016306, CQUJHB015835
OG0000555	AMIN000002	CQUJHB000168, CQUJHB001449, CQUJHB013217, CQUJHB013560, CQUJHB011581
OG0000556	AMIN000436	CQUJHB011411, CQUJHB016284, CQUJHB012231
OG0000557	AMIN000396, AMIN005429	CQUJHB003953
OG0000558	AMIN002017	CQUJHB003681
OG0000559	AMIN003274	CQUJHB002414
OG0000559	AMIN003273	CQUJHB007372
OG0000560	AMIN005299	CQUJHB009268
OG0000561	AMIN010697	CQUJHB012199
OG0000562	AMIN011522	CQUJHB010758
OG0000563	AMIN000899	CQUJHB009483
OG0000564	AMIN009852	CQUJHB018354, CQUJHB015185
OG0000565	AMIN004942, AMIN005177	CQUJHB003774
OG0000566	AMIN008364	CQUJHB008862
OG0000567	AMIN007642	CQUJHB014368
OG0000567	AMIN008036	CQUJHB006759
OG0000569	AMIN002519	CQUJHB004253, CQUJHB013050, CQUJHB003277
OG0000570	AMIN004109	CQUJHB007877
OG0000571	AMIN011641	CQUJHB014429, CQUJHB017646
OG0000572	AMIN008152, AMIN008154, AMIN008153	CQUJHB011402
OG0000573	AMIN008055, AMIN005376	CQUJHB006793
OG0000574	AMIN006811, AMIN006813, AMIN006812	CQUJHB004478
OG0000576	AMIN005183	CQUJHB010052
OG0000577	AMIN006494, AMIN003222	CQUJHB009005, CQUJHB008986, CQUJHB009148
OG0000579	AMIN010666	CQUJHB005475
OG0000581	AMIN011482	CQUJHB013739, CQUJHB000355
OG0000582	AMIN016010	CQUJHB005683
OG0000582	AMIN016008	CQUJHB000285
OG0000583	AMIN010469, AMIN010375, AMIN010374	CQUJHB003268, CQUJHB001570
OG0000584	AMIN008750, AMIN008751, AMIN008748	CQUJHB005921
OG0000585	AMIN010150	CQUJHB003909, CQUJHB007478, CQUJHB009028
OG0000586	AMIN002818	CQUJHB001705, CQUJHB000997
OG0000588	AMIN000874	CQUJHB007821
OG0000596	AMIN006436	CQUJHB015891
OG0000596	AMIN005864	CQUJHB010976, CQUJHB006826, CQUJHB001891, CQUJHB009658, CQUJHB001172
OG0000601	AMIN004306	CQUJHB014712, CQUJHB002463, CQUJHB005030
OG0000606	AMIN003039	CQUJHB013202, CQUJHB018414, CQUJHB014818
OG0000607	AMIN008746	CQUJHB016227, CQUJHB017251
OG0000608	AMIN001858, AMIN001857	CQUJHB003281
OG0000609	AMIN009721	CQUJHB007902
OG0000610	AMIN010909	CQUJHB002809, CQUJHB015516
OG0000611	AMIN010221	CQUJHB018025, CQUJHB005363
OG0000612	AMIN001751	CQUJHB001942, CQUJHB014770
OG0000613	AMIN003914, AMIN003655	CQUJHB013436
OG0000614	AMIN010054	CQUJHB007602
OG0000615	AMIN010988	CQUJHB001870
OG0000617	AMIN009546, AMIN009513	CQUJHB001422
OG0000618	AMIN002658, AMIN002025	CQUJHB000366
OG0000619	AMIN000286	CQUJHB001608, CQUJHB002849
OG0000620	AMIN009595	CQUJHB000356
OG0000621	AMIN014163	CQUJHB015803
OG0000622	AMIN006522	CQUJHB010083, CQUJHB006146, CQUJHB006183, CQUJHB003709
OG0000623	AMIN008790, AMIN008600	CQUJHB016237
OG0000624	AMIN004070	CQUJHB004957, CQUJHB007945
OG0000625	AMIN015791	CQUJHB004085
OG0000625	AMIN015790	CQUJHB000562
OG0000627	AMIN009215, AMIN009220	CQUJHB004705
OG0000628	AMIN006622, AMIN006623	CQUJHB002672
OG0000629	AMIN005193	CQUJHB018196, CQUJHB000380
OG0000630	AMIN015636, AMIN008522	CQUJHB006477
OG0000631	AMIN005964	CQUJHB007569, CQUJHB004799
OG0000632	AMIN005735, AMIN000217	CQUJHB017853, CQUJHB011863
OG0000633	AMIN005696, AMIN007609	CQUJHB001530
OG0000634	AMIN005170, AMIN004747	CQUJHB000906
OG0000635	AMIN002272, AMIN002271	CQUJHB009236, CQUJHB015107
OG0000636	AMIN007685	CQUJHB008913
OG0000637	AMIN008498, AMIN008499	CQUJHB013869
OG0000638	AMIN016100, AMIN015811	CQUJHB008134
OG0000639	AMIN010292	CQUJHB017810
OG0000640	AMIN010958	CQUJHB013845, CQUJHB005794
OG0000641	AMIN009728	CQUJHB012984, CQUJHB015405
OG0000642	AMIN002983	CQUJHB005027
OG0000643	AMIN002346	CQUJHB006306
OG0000644	AMIN008329	CQUJHB010985
OG0000645	AMIN010790	CQUJHB012170
OG0000646	AMIN010229, AMIN006483, AMIN008386	CQUJHB003732, CQUJHB017159
OG0000647	AMIN010304	CQUJHB008570
OG0000648	AMIN016197, AMIN016198	CQUJHB017048, CQUJHB012253
OG0000649	AMIN015853	CQUJHB002396, CQUJHB003590, CQUJHB013711, CQUJHB009753
OG0000650	AMIN006615	CQUJHB007462, CQUJHB005867
OG0000651	AMIN006952, AMIN006951	CQUJHB005891, CQUJHB006531, CQUJHB012249
OG0000652	AMIN005736, AMIN002646	CQUJHB009292, CQUJHB004075, CQUJHB005724, CQUJHB014512
OG0000653	AMIN003046	CQUJHB003511
OG0000653	AMIN006166	CQUJHB001259
OG0000654	AMIN010501	CQUJHB017418
OG0000655	AMIN009939	CQUJHB015358
OG0000655	AMIN011103	CQUJHB003456
OG0000656	AMIN009750	CQUJHB012382
OG0000657	AMIN009848	CQUJHB000725, CQUJHB010178, CQUJHB014908
OG0000658	AMIN000840	CQUJHB000804
OG0000659	AMIN015780	CQUJHB003322
OG0000659	AMIN015781	CQUJHB013196, CQUJHB009129
OG0000660	AMIN000258	CQUJHB002482
OG0000661	AMIN007663, AMIN002009	CQUJHB000929
OG0000662	AMIN004472	CQUJHB007292, CQUJHB008352
OG0000663	AMIN000084	CQUJHB010911
OG0000664	AMIN001564	CQUJHB012286, CQUJHB005533
OG0000665	AMIN003292	CQUJHB003514
OG0000666	AMIN005051, AMIN005054, AMIN005053	CQUJHB011299
OG0000667	AMIN009272	CQUJHB018023, CQUJHB011576, CQUJHB004374
OG0000669	AMIN015631, AMIN015633	CQUJHB013318, CQUJHB004234, CQUJHB014448, CQUJHB006857
OG0000671	AMIN008788, AMIN008789	CQUJHB010436
OG0000672	AMIN007203, AMIN007201	CQUJHB001913
OG0000673	AMIN006706	CQUJHB000192
OG0000674	AMIN008880, AMIN008881, AMIN008882	CQUJHB014403
OG0000675	AMIN011603	CQUJHB005209
OG0000675	AMIN011605	CQUJHB012852
OG0000676	AMIN015866	CQUJHB005151, CQUJHB000080, CQUJHB007791
OG0000677	AMIN001151	CQUJHB001307
OG0000677	AMIN001147	CQUJHB014595
OG0000678	AMIN007606, AMIN007607	CQUJHB000263
OG0000679	AMIN015567, AMIN015566	CQUJHB009196, CQUJHB007014
OG0000680	AMIN001979	CQUJHB015200
OG0000681	AMIN010032, AMIN010031, AMIN010025	CQUJHB009478
OG0000682	AMIN005619	CQUJHB003401
OG0000683	AMIN006784	CQUJHB002961
OG0000684	AMIN015534, AMIN015535	CQUJHB006098
OG0000686	AMIN003059	CQUJHB008353
OG0000687	AMIN009262, AMIN007570	CQUJHB015307
OG0000698	AMIN004846	CQUJHB011058
OG0000699	AMIN008604	CQUJHB008069, CQUJHB008458, CQUJHB001592, CQUJHB000899
OG0000700	AMIN008937	CQUJHB016495, CQUJHB012542, CQUJHB000542, CQUJHB017152, CQUJHB005396, CQUJHB016302, CQUJHB001083, CQUJHB004454
OG0000701	AMIN006561, AMIN008914	CQUJHB000433
OG0000703	AMIN016139, AMIN004198	CQUJHB011080, CQUJHB013142
OG0000704	AMIN004774	CQUJHB015122, CQUJHB003638
OG0000706	AMIN002735	CQUJHB009474, CQUJHB003794
OG0000707	AMIN007926, AMIN007930, AMIN007931	CQUJHB009109
OG0000708	AMIN005196	CQUJHB012157
OG0000709	AMIN005651, AMIN005650	CQUJHB006352
OG0000710	AMIN002091, AMIN014055	CQUJHB007628
OG0000711	AMIN006854	CQUJHB018046, CQUJHB002959
OG0000712	AMIN005030	CQUJHB001451
OG0000713	AMIN007371	CQUJHB004397, CQUJHB016083, CQUJHB012047
OG0000714	AMIN003947	CQUJHB011331, CQUJHB010725
OG0000716	AMIN002912	CQUJHB011532
OG0000717	AMIN001545	CQUJHB012088
OG0000718	AMIN007484, AMIN007486	CQUJHB014281
OG0000719	AMIN015579, AMIN015581	CQUJHB012526
OG0000720	AMIN004036	CQUJHB005139
OG0000721	AMIN004717	CQUJHB016980
OG0000721	AMIN008814	CQUJHB000723
OG0000722	AMIN003926	CQUJHB004860, CQUJHB020444, CQUJHB020326
OG0000723	AMIN002838, AMIN002335	CQUJHB002245
OG0000724	AMIN007628	CQUJHB004778, CQUJHB002720
OG0000725	AMIN007979	CQUJHB007061
OG0000726	AMIN004095, AMIN004096	CQUJHB008017
OG0000727	AMIN008892, AMIN008891	CQUJHB010808, CQUJHB001132
OG0000728	AMIN005769	CQUJHB013061
OG0000729	AMIN009867, AMIN005293	CQUJHB008823
OG0000730	AMIN008192	CQUJHB001740, CQUJHB006029, CQUJHB006112, CQUJHB005834
OG0000731	AMIN001221, AMIN007381	CQUJHB012463
OG0000732	AMIN000366	CQUJHB004825
OG0000733	AMIN015963, AMIN015962	CQUJHB013316, CQUJHB003400
OG0000734	AMIN005129, AMIN006671	CQUJHB002601
OG0000735	AMIN007623, AMIN002995	CQUJHB008270
OG0000736	AMIN010358	CQUJHB015522
OG0000737	AMIN002046	CQUJHB000682, CQUJHB016772, CQUJHB005330
OG0000740	AMIN003088, AMIN014279	CQUJHB008404
OG0000741	AMIN008123, AMIN008125, AMIN008122, AMIN008124	CQUJHB008104
OG0000743	AMIN004326	CQUJHB006615
OG0000744	AMIN001767	CQUJHB011143
OG0000744	AMIN001773	CQUJHB007312
OG0000745	AMIN003820	CQUJHB013653, CQUJHB008040
OG0000746	AMIN003066	CQUJHB002228, CQUJHB014336
OG0000747	AMIN000413, AMIN015470	CQUJHB011434
OG0000748	AMIN003291	CQUJHB001735
OG0000749	AMIN005487, AMIN010411	CQUJHB005550
OG0000750	AMIN006331	CQUJHB005230
OG0000750	AMIN006330	CQUJHB005806, CQUJHB007371, CQUJHB003118
OG0000751	AMIN002061	CQUJHB002459
OG0000751	AMIN005610	CQUJHB015038
OG0000752	AMIN005490, AMIN003600	CQUJHB016429
OG0000753	AMIN010088, AMIN006205	CQUJHB014658
OG0000754	AMIN011299	CQUJHB016456, CQUJHB000029
OG0000756	AMIN016277, AMIN016276	CQUJHB014454
OG0000757	AMIN001252	CQUJHB015557, CQUJHB020315, CQUJHB017468
OG0000761	AMIN001108	CQUJHB007727
OG0000762	AMIN004012	CQUJHB005031
OG0000763	AMIN010348	CQUJHB005520
OG0000766	AMIN001248, AMIN001249, AMIN001251	CQUJHB000126
OG0000767	AMIN004495	CQUJHB006962
OG0000769	AMIN004315, AMIN004314	CQUJHB007872
OG0000770	AMIN002108, AMIN002107	CQUJHB005345
OG0000771	AMIN005294, AMIN005295	CQUJHB002883
OG0000772	AMIN007922, AMIN009898, AMIN007923	CQUJHB016917
OG0000773	AMIN001511	CQUJHB015729
OG0000774	AMIN004490	CQUJHB005729
OG0000775	AMIN011334, AMIN011331, AMIN011332	CQUJHB009556
OG0000776	AMIN004234	CQUJHB007573
OG0000776	AMIN004233	CQUJHB001862
OG0000777	AMIN011523	CQUJHB001730
OG0000777	AMIN011526	CQUJHB013606
OG0000778	AMIN002772	CQUJHB016942
OG0000779	AMIN007681, AMIN007680	CQUJHB000386
OG0000786	AMIN003008	CQUJHB006686
OG0000793	AMIN006556, AMIN006555	CQUJHB002968
OG0000794	AMIN003981	CQUJHB016266, CQUJHB016278, CQUJHB017081, CQUJHB018078, CQUJHB002820, CQUJHB001718, CQUJHB008076, CQUJHB002476
OG0000799	AMIN002826	CQUJHB001573
OG0000800	AMIN004040, AMIN004039	CQUJHB013205
OG0000801	AMIN003410, AMIN003411	CQUJHB009680
OG0000802	AMIN007213, AMIN011666	CQUJHB001349
OG0000803	AMIN001791, AMIN015814	CQUJHB005304
OG0000804	AMIN006387	CQUJHB011451, CQUJHB008424, CQUJHB014697, CQUJHB020381, CQUJHB013665, CQUJHB011528, CQUJHB016526
OG0000805	AMIN010219	CQUJHB009291
OG0000806	AMIN009183	CQUJHB011050, CQUJHB001077, CQUJHB005760, CQUJHB011077
OG0000808	AMIN006359, AMIN006360	CQUJHB015905
OG0000809	AMIN006231	CQUJHB008254
OG0000810	AMIN005167, AMIN004573	CQUJHB017437
OG0000811	AMIN005473, AMIN005164	CQUJHB007508
OG0000813	AMIN009800, AMIN009799	CQUJHB000588
OG0000814	AMIN006535	CQUJHB008496, CQUJHB002534, CQUJHB006769
OG0000815	AMIN009254	CQUJHB001854, CQUJHB008231
OG0000816	AMIN004773	CQUJHB002704, CQUJHB007050, CQUJHB011222
OG0000817	AMIN008879, AMIN005216	CQUJHB016385
OG0000820	AMIN004411	CQUJHB016297
OG0000821	AMIN002077	CQUJHB016785
OG0000822	AMIN000167	CQUJHB000969
OG0000823	AMIN008617	CQUJHB020376, CQUJHB002292
OG0000824	AMIN004230	CQUJHB004976
OG0000824	AMIN008103	CQUJHB016287
OG0000825	AMIN003491, AMIN003493	CQUJHB012419
OG0000826	AMIN001935, AMIN005680, AMIN010196	CQUJHB004509
OG0000827	AMIN008535	CQUJHB005149, CQUJHB007861, CQUJHB002780, CQUJHB013085
OG0000828	AMIN005213, AMIN005210	CQUJHB013820
OG0000829	AMIN005324	CQUJHB007273
OG0000830	AMIN003548	CQUJHB003884, CQUJHB018079
OG0000831	AMIN006617	CQUJHB014481, CQUJHB000218
OG0000832	AMIN002709, AMIN002710	CQUJHB001671
