Orthogroup	AminimusMINIMUS1	AgambiaePEST
OG0000345	AMIN005741	AGAP010046, AGAP029395, AGAP010047
OG0000346	AMIN002478	AGAP003197, AGAP003195
OG0000346	AMIN016268	AGAP001097
OG0000347	AMIN007036	AGAP029724
OG0000348	AMIN009292	AGAP029288
OG0000348	AMIN009291	AGAP010900, AGAP010901
OG0000349	AMIN015611	AGAP005911
OG0000349	AMIN010714	AGAP005912
OG0000349	AMIN015612	AGAP005913
OG0000350	AMIN015944	AGAP005613
OG0000351	AMIN008878	AGAP011560, AGAP029490
OG0000352	AMIN004703	AGAP003702, AGAP003703
OG0000353	AMIN010928	AGAP006016
OG0000354	AMIN003843	AGAP004115, AGAP004116
OG0000354	AMIN003437	AGAP001628, AGAP013268
OG0000355	AMIN006601	AGAP010402
OG0000356	AMIN008127	AGAP004785
OG0000356	AMIN004156	AGAP013350, AGAP004200
OG0000357	AMIN003425	AGAP001618
OG0000357	AMIN003426	AGAP001619
OG0000359	AMIN004153	AGAP004203, AGAP013109, AGAP013503
OG0000360	AMIN004393	AGAP011974, AGAP011975
OG0000361	AMIN000969	AGAP012604, AGAP004133
OG0000362	AMIN016016	AGAP009194
OG0000362	AMIN016013	AGAP009195
OG0000363	AMIN011090	AGAP007054
OG0000364	AMIN011281	AGAP007140
OG0000365	AMIN001318	AGAP008684, AGAP008686
OG0000366	AMIN003044	AGAP013192, AGAP003354
OG0000367	AMIN007407	AGAP005371, AGAP005370
OG0000368	AMIN004899	AGAP004528
OG0000369	AMIN000991	AGAP008569
OG0000369	AMIN000990, AMIN000995	AGAP008563
OG0000370	AMIN001702	AGAP009256
OG0000370	AMIN015641	AGAP001169
OG0000371	AMIN007985	AGAP006382
OG0000371	AMIN007986	AGAP006381
OG0000371	AMIN007988	AGAP006378
OG0000372	AMIN005843	AGAP029891, AGAP000696
OG0000376	AMIN001079, AMIN004547, AMIN006662	AGAP012888
OG0000378	AMIN011133, AMIN016045, AMIN016047	AGAP007036, AGAP007033, AGAP007035
OG0000380	AMIN015545	AGAP003259, AGAP012713
OG0000380	AMIN015546	AGAP003260
OG0000381	AMIN016125	AGAP029758
OG0000381	AMIN016124	AGAP029757
OG0000382	AMIN006598	AGAP010399
OG0000382	AMIN006597	AGAP010398
OG0000383	AMIN003564	AGAP002748
OG0000383	AMIN006915	AGAP012252
OG0000384	AMIN007029	AGAP029196
OG0000384	AMIN007027	AGAP029197
OG0000386	AMIN010945	AGAP005985, AGAP005986, AGAP005984
OG0000387	AMIN011411	AGAP004912
OG0000387	AMIN010181	AGAP005652
OG0000388	AMIN003526	AGAP001717
OG0000388	AMIN003525	AGAP013493
OG0000389	AMIN010092	AGAP006745
OG0000391	AMIN004615	AGAP002331
OG0000391	AMIN006874	AGAP012302
OG0000392	AMIN016121	AGAP013404
OG0000392	AMIN016119	AGAP013054
OG0000392	AMIN016120	AGAP002838
OG0000393	AMIN000709	AGAP001777
OG0000393	AMIN000710	AGAP012467, AGAP001775
OG0000394	AMIN015659	AGAP005237
OG0000394	AMIN015658	AGAP005238
OG0000395	AMIN006779	AGAP029448
OG0000395	AMIN005116	AGAP000965
OG0000396	AMIN009642	AGAP009100
OG0000396	AMIN009640, AMIN009641	AGAP009098
OG0000397	AMIN009574	AGAP029500
OG0000397	AMIN000431	AGAP029451
OG0000398	AMIN015525, AMIN010788	AGAP005453, AGAP005454
OG0000399	AMIN011393	AGAP004900
OG0000399	AMIN007830	AGAP006539
OG0000400	AMIN007277	AGAP005113
OG0000400	AMIN010038	AGAP006806
OG0000401	AMIN003805	AGAP003114
OG0000401	AMIN008417	AGAP011166
OG0000402	AMIN005358	AGAP000475
OG0000402	AMIN007892	AGAP029224
OG0000403	AMIN005734	AGAP000653
OG0000403	AMIN015648	AGAP005557
OG0000404	AMIN001303	AGAP028613
OG0000404	AMIN001304	AGAP010562
OG0000405	AMIN016076	AGAP005707
OG0000405	AMIN016073	AGAP005706
OG0000406	AMIN003952	AGAP002615
OG0000406	AMIN003382	AGAP002074
OG0000406	AMIN008549	AGAP011844
OG0000407	AMIN008277	AGAP012111
OG0000407	AMIN009328	AGAP011402
OG0000408	AMIN007332	AGAP005166
OG0000408	AMIN007333	AGAP005167
OG0000409	AMIN001360	AGAP029901
OG0000409	AMIN001358	AGAP008720
OG0000409	AMIN001359	AGAP008721
OG0000410	AMIN002933	AGAP013194, AGAP013142
OG0000411	AMIN016275	AGAP001508
OG0000411	AMIN016274	AGAP001509
OG0000411	AMIN016278	AGAP001510
OG0000412	AMIN005383	AGAP001022
OG0000413	AMIN010118	AGAP006717
OG0000413	AMIN010119	AGAP006716
OG0000414	AMIN005852	AGAP000689
OG0000414	AMIN005894	AGAP028186
OG0000416	AMIN010661	AGAP007156
OG0000416	AMIN011205	AGAP005787
OG0000417	AMIN003479	AGAP001672
OG0000417	AMIN004992	AGAP010435
OG0000421	AMIN003299	AGAP001989
OG0000424	AMIN005584	AGAP000437
OG0000425	AMIN009294	AGAP010908, AGAP010903, AGAP010904, AGAP010906, AGAP010905, AGAP010907
OG0000428	AMIN015597	AGAP000226
OG0000430	AMIN015929	AGAP029419, AGAP010066
OG0000430	AMIN006466	AGAP012621, AGAP012622
OG0000431	AMIN002817	AGAP004006, AGAP004007
OG0000432	AMIN006725	AGAP012644, AGAP010004
OG0000432	AMIN001567	AGAP009017
OG0000433	AMIN002730	AGAP002460
OG0000433	AMIN002729	AGAP013297
OG0000434	AMIN008047	AGAP006275
OG0000435	AMIN009195	AGAP011294
OG0000437	AMIN003136	AGAP002977, AGAP002975
OG0000438	AMIN003139	AGAP013216
OG0000438	AMIN003137	AGAP002976
OG0000439	AMIN006296	AGAP012585, AGAP007972
OG0000439	AMIN006294	AGAP007974
OG0000440	AMIN004661	AGAP003121
OG0000440	AMIN004662	AGAP003120, AGAP012726
OG0000441	AMIN007959	AGAP006406
OG0000441	AMIN002140	AGAP013127
OG0000442	AMIN009238	AGAP010970
OG0000442	AMIN009240	AGAP010969
OG0000443	AMIN004723	AGAP003718
OG0000443	AMIN007767	AGAP006629
OG0000445	AMIN008996	AGAP029627
OG0000445	AMIN008997	AGAP011449
OG0000446	AMIN007883	AGAP006487, AGAP006485
OG0000447	AMIN015485	AGAP008201
OG0000447	AMIN015486	AGAP029240
OG0000448	AMIN010314	AGAP007675
OG0000448	AMIN000368	AGAP003271
OG0000449	AMIN005171	AGAP000731
OG0000449	AMIN006588	AGAP010391
OG0000450	AMIN009737	AGAP009201
OG0000450	AMIN016018	AGAP009200
OG0000451	AMIN002072	AGAP000847
OG0000452	AMIN015851	AGAP013186
OG0000453	AMIN008351	AGAP011247
OG0000453	AMIN006656	AGAP012669, AGAP010063
OG0000454	AMIN001771	AGAP009342
OG0000455	AMIN010071	AGAP006770
OG0000455	AMIN008404	AGAP011180
OG0000456	AMIN010925	AGAP006019
OG0000457	AMIN003469	AGAP001659
OG0000457	AMIN003467	AGAP001657
OG0000458	AMIN001697	AGAP009246
OG0000458	AMIN001694	AGAP009241
OG0000458	AMIN001693	AGAP009240
OG0000459	AMIN002343	AGAP001120
OG0000460	AMIN004000	AGAP002577
OG0000461	AMIN005596	AGAP000449
OG0000461	AMIN005597	AGAP000452
OG0000462	AMIN008302	AGAP012132
OG0000462	AMIN008300	AGAP028721
OG0000464	AMIN010382	AGAP029366, AGAP029365
OG0000465	AMIN000102	AGAP004655
OG0000466	AMIN008413	AGAP011171, AGAP029870
OG0000466	AMIN006890	AGAP029548
OG0000471	AMIN004399	AGAP011978
OG0000471	AMIN004410	AGAP011991
OG0000471	AMIN004408	AGAP011989
OG0000471	AMIN004400	AGAP011979
OG0000471	AMIN004409	AGAP011990
OG0000472	AMIN009159	AGAP008579
OG0000472	AMIN009158	AGAP008580
OG0000473	AMIN016002	AGAP013282
OG0000473	AMIN016001	AGAP029167, AGAP010899
OG0000473	AMIN007008	AGAP013327
OG0000473	AMIN015997	AGAP029194, AGAP029195
OG0000476	AMIN015548	AGAP003256
OG0000476	AMIN015549	AGAP003255
OG0000477	AMIN015736	AGAP013466
OG0000477	AMIN015796	AGAP003482
OG0000478	AMIN006764	AGAP009964
OG0000478	AMIN006763	AGAP009965
OG0000479	AMIN003190	AGAP001766
OG0000479	AMIN003192	AGAP001769
OG0000480	AMIN008804	AGAP011643, AGAP011641
OG0000481	AMIN015941	AGAP005612
OG0000481	AMIN015942	AGAP005610
OG0000482	AMIN015815	AGAP009381
OG0000482	AMIN015813	AGAP009385
OG0000484	AMIN007230	AGAP010151
OG0000484	AMIN015926	AGAP007828
OG0000485	AMIN006211	AGAP008060
OG0000486	AMIN008726	AGAP011729
OG0000486	AMIN002294	AGAP001183
OG0000487	AMIN009827	AGAP008490
OG0000487	AMIN005361	AGAP000473
OG0000488	AMIN005028	AGAP028173, AGAP029973, AGAP029974
OG0000489	AMIN005535	AGAP000218
OG0000489	AMIN005536	AGAP000217
OG0000490	AMIN008273	AGAP012106
OG0000490	AMIN008250	AGAP029205
OG0000491	AMIN016162	AGAP003322
OG0000491	AMIN003650	AGAP002652
OG0000492	AMIN005529	AGAP000225
OG0000492	AMIN015489	AGAP000228
OG0000493	AMIN003675	AGAP002125
OG0000493	AMIN003676	AGAP002126
OG0000494	AMIN008619	AGAP011945
OG0000495	AMIN007154	AGAP013726, AGAP013771
OG0000496	AMIN016233	AGAP029684
OG0000496	AMIN016234	AGAP012605, AGAP029683
OG0000497	AMIN003979	AGAP013190
OG0000497	AMIN016070	AGAP028501
OG0000499	AMIN010059	AGAP006782
OG0000500	AMIN005698	AGAP000399
OG0000500	AMIN011003	AGAP006668
OG0000501	AMIN006982	AGAP010828, AGAP010829, AGAP010827, AGAP010826
OG0000502	AMIN015996	AGAP010734
OG0000502	AMIN007007	AGAP010810
OG0000503	AMIN003517	AGAP028471, AGAP013020, AGAP001707
OG0000504	AMIN003505	AGAP001695
OG0000504	AMIN003013	AGAP029662
OG0000505	AMIN011215	AGAP007073, AGAP007070, AGAP007072, AGAP007071, AGAP007074, AGAP012821
OG0000506	AMIN007882	AGAP006486
OG0000506	AMIN008841	AGAP011608
OG0000507	AMIN009824	AGAP008487
OG0000507	AMIN002620	AGAP004054
OG0000508	AMIN011314	AGAP006182
OG0000508	AMIN011311	AGAP006178
OG0000509	AMIN007998	AGAP006370, AGAP006369
OG0000510	AMIN005108	AGAP000973
OG0000510	AMIN002964	AGAP003730, AGAP012841
OG0000511	AMIN008024, AMIN008023	AGAP006343, AGAP006342
OG0000512	AMIN005371	AGAP001033
OG0000514	AMIN000976	AGAP003578
OG0000514	AMIN006790	AGAP009944
OG0000515	AMIN000903	AGAP003487
OG0000515	AMIN000905	AGAP013419
OG0000516	AMIN015782	AGAP003586
OG0000516	AMIN015783	AGAP013333
OG0000517	AMIN004090	AGAP004263
OG0000517	AMIN004091	AGAP012703, AGAP004262
OG0000518	AMIN010315	AGAP007676
OG0000518	AMIN010316	AGAP007677
OG0000519	AMIN007982	AGAP006385
OG0000520	AMIN009633	AGAP009090
OG0000521	AMIN010473	AGAP007406
OG0000521	AMIN000859	AGAP003541
OG0000522	AMIN007265	AGAP010186
OG0000522	AMIN007262	AGAP010184
OG0000523	AMIN004760	AGAP004369
OG0000523	AMIN004944	AGAP004577
OG0000524	AMIN010979	AGAP005952
OG0000524	AMIN010980	AGAP005951
OG0000525	AMIN010455	AGAP007440
OG0000526	AMIN005825	AGAP000361
OG0000526	AMIN001122	AGAP010269
OG0000527	AMIN004131	AGAP004223
OG0000527	AMIN004132	AGAP004222
OG0000528	AMIN007833	AGAP006536
OG0000528	AMIN007829	AGAP006540
OG0000532	AMIN001270	AGAP010531
OG0000532	AMIN007689	AGAP006914
OG0000534	AMIN001371	AGAP028052
OG0000535	AMIN007082, AMIN007081	AGAP007918, AGAP013758
OG0000536	AMIN011275	AGAP007134
OG0000536	AMIN008553	AGAP011848
OG0000538	AMIN003755	AGAP013071
OG0000539	AMIN003762	AGAP003055, AGAP003054
OG0000539	AMIN003761	AGAP013396, AGAP012758, AGAP003053
OG0000540	AMIN005379	AGAP001027
OG0000541	AMIN009417	AGAP008976
OG0000541	AMIN006390	AGAP007800
OG0000542	AMIN002916	AGAP003783
OG0000543	AMIN008407	AGAP029776, AGAP029777
OG0000544	AMIN001828	AGAP009442
OG0000546	AMIN002142	AGAP000075, AGAP013356
OG0000547	AMIN006548	AGAP010354
OG0000547	AMIN011566	AGAP005899
OG0000548	AMIN005326	AGAP000570
OG0000549	AMIN010949	AGAP005981
OG0000549	AMIN005346	AGAP000008
OG0000550	AMIN007688	AGAP006913
OG0000551	AMIN004699	AGAP013146
OG0000552	AMIN004125	AGAP004228
OG0000553	AMIN009893	AGAP006055
OG0000554	AMIN002293	AGAP001184, AGAP013501
OG0000555	AMIN000002	AGAP004358
OG0000556	AMIN000436	AGAP013224
OG0000557	AMIN000396	AGAP003231
OG0000557	AMIN005429	AGAP000170
OG0000558	AMIN004650	AGAP003133
OG0000558	AMIN002017	AGAP000787
OG0000559	AMIN003274	AGAP001962
OG0000559	AMIN003273	AGAP001961
OG0000560	AMIN005299	AGAP000546
OG0000561	AMIN010697	AGAP005929
OG0000562	AMIN011522	AGAP005035, AGAP005034
OG0000563	AMIN000899	AGAP003494
OG0000564	AMIN009852	AGAP009587, AGAP009588
OG0000565	AMIN004942	AGAP013199
OG0000565	AMIN005177	AGAP000721
OG0000566	AMIN008364	AGAP011220
OG0000567	AMIN007642	AGAP006868
OG0000567	AMIN008036	AGAP006283
OG0000568	AMIN001579	AGAP006961, AGAP006959
OG0000569	AMIN002519	AGAP002511, AGAP002510
OG0000570	AMIN004109	AGAP012952, AGAP004243
OG0000571	AMIN011641	AGAP004860
OG0000572	AMIN008152	AGAP012528, AGAP004813
OG0000572	AMIN008154	AGAP012530, AGAP012531, AGAP004815
OG0000572	AMIN008153	AGAP004814
OG0000573	AMIN005376	AGAP001028
OG0000574	AMIN006813	AGAP009926
OG0000574	AMIN006812	AGAP012737, AGAP009927
OG0000576	AMIN005183	AGAP013172
OG0000577	AMIN006494	AGAP013128
OG0000577	AMIN003222	AGAP002862
OG0000579	AMIN010666	AGAP006150, AGAP007148
OG0000581	AMIN011482	AGAP005002, AGAP005001
OG0000582	AMIN016010	AGAP029049
OG0000582	AMIN016008	AGAP029054
OG0000583	AMIN010469	AGAP007414
OG0000583	AMIN010375, AMIN010374	AGAP007558, AGAP007557
OG0000584	AMIN008750	AGAP011711
OG0000584	AMIN008748	AGAP011712
OG0000585	AMIN010150	AGAP005697, AGAP012903, AGAP005698
OG0000586	AMIN002818	AGAP013019, AGAP004005
OG0000588	AMIN000874	AGAP003523
OG0000592	AMIN006993	AGAP010813
OG0000595	AMIN011662	AGAP013253
OG0000601	AMIN004306	AGAP011807, AGAP011806
OG0000606	AMIN003039	AGAP003350
OG0000607	AMIN008746	AGAP011713, AGAP029298
OG0000608	AMIN001858, AMIN001857	AGAP029476
OG0000609	AMIN009721	AGAP009176
OG0000610	AMIN010908	AGAP005602
OG0000611	AMIN010221	AGAP007588, AGAP007589
OG0000612	AMIN001751	AGAP009318
OG0000613	AMIN003914	AGAP002811
OG0000613	AMIN003655	AGAP002813
OG0000614	AMIN010054	AGAP006788
OG0000615	AMIN010988	AGAP005942
OG0000617	AMIN009546	AGAP009815
OG0000617	AMIN009513	AGAP009779, AGAP009778, AGAP008599
OG0000618	AMIN002658	AGAP000953, AGAP002395
OG0000619	AMIN000286	AGAP003929, AGAP003928
OG0000620	AMIN009595	AGAP009872, AGAP009873
OG0000621	AMIN014163	AGAP008850
OG0000622	AMIN006522	AGAP010328
OG0000623	AMIN008790	AGAP011665
OG0000623	AMIN008600	AGAP011921
OG0000624	AMIN004070	AGAP003845
OG0000625	AMIN015791	AGAP001376
OG0000625	AMIN015790	AGAP001377
OG0000627	AMIN009215	AGAP029992
OG0000627	AMIN009220	AGAP029636
OG0000628	AMIN006623	AGAP010110
OG0000629	AMIN005193	AGAP000705, AGAP013449
OG0000630	AMIN015636	AGAP011051
OG0000630	AMIN008522	AGAP011068, AGAP011066
OG0000631	AMIN005964	AGAP008340
OG0000632	AMIN005735, AMIN000217	AGAP000655
OG0000633	AMIN005696	AGAP000401
OG0000633	AMIN007609	AGAP012656, AGAP005066
OG0000634	AMIN005170	AGAP000732
OG0000634	AMIN004747	AGAP004350
OG0000635	AMIN002272, AMIN002271	AGAP001201
OG0000636	AMIN007685	AGAP006907
OG0000637	AMIN008498	AGAP011095
OG0000637	AMIN008499	AGAP011094
OG0000638	AMIN016100	AGAP010489
OG0000638	AMIN015811	AGAP009629
OG0000639	AMIN010292	AGAP007650
OG0000640	AMIN010958	AGAP005972
OG0000641	AMIN009728	AGAP009185, AGAP009187
OG0000642	AMIN002983	AGAP004317
OG0000643	AMIN002346	AGAP001117
OG0000644	AMIN008329	AGAP029764, AGAP029763
OG0000645	AMIN010790	AGAP005456
OG0000646	AMIN006483, AMIN008386	AGAP029702
OG0000647	AMIN010304	AGAP007663
OG0000648	AMIN016197	AGAP008370
OG0000648	AMIN016198	AGAP008371
OG0000649	AMIN015853	AGAP004015
OG0000650	AMIN006615	AGAP010133, AGAP012849, AGAP010132
OG0000651	AMIN006951	AGAP012216, AGAP012217
OG0000652	AMIN005736	AGAP000654
OG0000653	AMIN006166	AGAP008109
OG0000654	AMIN010501	AGAP007372
OG0000655	AMIN009939	AGAP006095
OG0000655	AMIN011103	AGAP007040
OG0000656	AMIN009750	AGAP009212
OG0000656	AMIN009751	AGAP009213
OG0000657	AMIN009848	AGAP029977
OG0000658	AMIN000840	AGAP002241
OG0000659	AMIN015780	AGAP003582
OG0000659	AMIN015781	AGAP003581
OG0000660	AMIN000258	AGAP003896, AGAP003897
OG0000661	AMIN007663	AGAP006891
OG0000661	AMIN002009	AGAP000794
OG0000662	AMIN004472	AGAP010854, AGAP029297
OG0000663	AMIN000084	AGAP013218
OG0000664	AMIN001564	AGAP009014
OG0000665	AMIN003292	AGAP001983, AGAP013533
OG0000666	AMIN005051, AMIN005054, AMIN005053	AGAP029109
OG0000667	AMIN009272	AGAP010882
OG0000668	AMIN005541	AGAP000211
OG0000669	AMIN015631	AGAP009803
OG0000669	AMIN015633	AGAP009804
OG0000671	AMIN008788	AGAP011667
OG0000671	AMIN008789	AGAP011666
OG0000672	AMIN007203	AGAP008823, AGAP008824, AGAP008825
OG0000672	AMIN007201	AGAP028559
OG0000673	AMIN006706	AGAP010024
OG0000673	AMIN006708	AGAP029234
OG0000674	AMIN008880	AGAP011555
OG0000674	AMIN008881, AMIN008882	AGAP011554
OG0000675	AMIN011603	AGAP029530
OG0000676	AMIN015866	AGAP003757
OG0000677	AMIN001151	AGAP010242
OG0000677	AMIN001147	AGAP010245
OG0000678	AMIN007606	AGAP005069
OG0000678	AMIN007607	AGAP005068
OG0000679	AMIN015567	AGAP005528
OG0000679	AMIN015566	AGAP005529
OG0000680	AMIN001981	AGAP000292
OG0000680	AMIN001979	AGAP000294
OG0000681	AMIN010031	AGAP029337
OG0000681	AMIN010025	AGAP029350
OG0000682	AMIN004645	AGAP003137
OG0000682	AMIN005619	AGAP000668
OG0000683	AMIN001714	AGAP009270
OG0000683	AMIN006784	AGAP009947
OG0000684	AMIN015534, AMIN015535	AGAP011076
OG0000686	AMIN003059	AGAP002206, AGAP002204
OG0000687	AMIN009262	AGAP029253, AGAP010934
OG0000687	AMIN007570	AGAP011697, AGAP029349
OG0000689	AMIN010028	AGAP006813
OG0000689	AMIN010027	AGAP028659, AGAP028658
OG0000690	AMIN007666	AGAP029233
OG0000691	AMIN009242	AGAP028703
OG0000693	AMIN010899	AGAP005587
OG0000694	AMIN003886	AGAP006691, AGAP029152, AGAP029159
OG0000694	AMIN000912	AGAP029202
OG0000695	AMIN007522	AGAP013000
OG0000698	AMIN004846	AGAP004465, AGAP004466
OG0000699	AMIN008604	AGAP009233, AGAP009231, AGAP011926
OG0000700	AMIN008937	AGAP012386
OG0000701	AMIN006561	AGAP029980
OG0000701	AMIN008914	AGAP012414
OG0000703	AMIN016139	AGAP004157
OG0000703	AMIN004198	AGAP012761, AGAP004156
OG0000704	AMIN004774	AGAP012513, AGAP012514
OG0000705	AMIN007582	AGAP005318
OG0000706	AMIN002735	AGAP002464
OG0000707	AMIN007926, AMIN007930, AMIN007931	AGAP006439
OG0000708	AMIN003376	AGAP002069
OG0000708	AMIN005195	AGAP000591
OG0000709	AMIN005651, AMIN005650	AGAP000391
OG0000710	AMIN002091	AGAP000025
OG0000710	AMIN014055	AGAP001360
OG0000711	AMIN006854	AGAP012324, AGAP012323
OG0000712	AMIN005030	AGAP028037
OG0000713	AMIN007371	AGAP005327
OG0000714	AMIN003947	AGAP002621, AGAP002620
OG0000716	AMIN002912	AGAP012882, AGAP003787
OG0000717	AMIN001545	AGAP009692, AGAP009691
OG0000718	AMIN007484, AMIN007486	AGAP029667
OG0000719	AMIN015579	AGAP027999
OG0000719	AMIN015581	AGAP010326
OG0000720	AMIN004036	AGAP003676
OG0000721	AMIN004717	AGAP003713
OG0000721	AMIN008814	AGAP011630
OG0000722	AMIN003926	AGAP002639
OG0000723	AMIN002838	AGAP003314
OG0000723	AMIN002335	AGAP001130
OG0000724	AMIN007628	AGAP006833, AGAP006832
OG0000725	AMIN007979	AGAP006388
OG0000726	AMIN004095, AMIN004096	AGAP004258
OG0000727	AMIN008892, AMIN008891	AGAP028525
OG0000728	AMIN005769	AGAP000662
OG0000729	AMIN009867	AGAP009572
OG0000729	AMIN005293	AGAP000541
OG0000730	AMIN008192	AGAP010591
OG0000731	AMIN001221	AGAP000923
OG0000731	AMIN007381	AGAP005336
OG0000732	AMIN000366	AGAP003274, AGAP003275
OG0000733	AMIN015963	AGAP006396
OG0000733	AMIN015962	AGAP006395
OG0000734	AMIN005129	AGAP000773
OG0000734	AMIN006671	AGAP010058
OG0000735	AMIN007623	AGAP006826
OG0000735	AMIN002995	AGAP004303
OG0000736	AMIN010359, AMIN010358	AGAP007723
OG0000737	AMIN002046	AGAP000679
OG0000738	AMIN001100	AGAP010295, AGAP012433
OG0000738	AMIN001099	AGAP012434
OG0000739	AMIN016218	AGAP029559
OG0000740	AMIN003088	AGAP002178
OG0000741	AMIN008125, AMIN008122, AMIN008124	AGAP004783
OG0000742	AMIN003205	AGAP002885, AGAP013314
OG0000744	AMIN001767	AGAP009337
OG0000744	AMIN001773	AGAP009346
OG0000745	AMIN003820	AGAP004093
OG0000746	AMIN003066	AGAP002196
OG0000747	AMIN000413	AGAP001818
OG0000747	AMIN015470	AGAP001816
OG0000748	AMIN003290	AGAP001982
OG0000748	AMIN003291	AGAP013061
OG0000749	AMIN005487	AGAP000336
OG0000749	AMIN010411	AGAP007517
OG0000750	AMIN006331	AGAP007746
OG0000750	AMIN006330	AGAP029703
OG0000751	AMIN002061	AGAP013097
OG0000751	AMIN005610	AGAP000468
OG0000752	AMIN005490, AMIN003600	AGAP000339
OG0000753	AMIN010088	AGAP006749
OG0000753	AMIN006205	AGAP013757
OG0000754	AMIN011299	AGAP006167
OG0000756	AMIN016277	AGAP013185
OG0000756	AMIN016276	AGAP013005
OG0000757	AMIN001252	AGAP010507
OG0000760	AMIN004528, AMIN004386	AGAP011967
OG0000761	AMIN001108	AGAP010286, AGAP012633, AGAP012603
OG0000762	AMIN004012	AGAP003656
OG0000763	AMIN010348	AGAP007717
OG0000764	AMIN001845	AGAP009464
OG0000765	AMIN009531	AGAP029567
OG0000765	AMIN009527	AGAP009793
OG0000766	AMIN001248, AMIN001249, AMIN001251	AGAP010506
OG0000767	AMIN004492, AMIN004495	AGAP011379
OG0000769	AMIN004315	AGAP029276
OG0000769	AMIN004314	AGAP028416
OG0000770	AMIN002106, AMIN002108, AMIN002107	AGAP000045
OG0000771	AMIN005295	AGAP013055
OG0000772	AMIN007922, AMIN009898, AMIN007923	AGAP006444
OG0000773	AMIN001511	AGAP009652, AGAP029640
OG0000774	AMIN004490, AMIN004489	AGAP011384
OG0000775	AMIN011334, AMIN011331, AMIN011332	AGAP029541
OG0000776	AMIN004233	AGAP011334
OG0000777	AMIN011523, AMIN011526, AMIN011528, AMIN011524	AGAP005037
OG0000778	AMIN002772	AGAP003601, AGAP003602
OG0000779	AMIN007681	AGAP006902
OG0000786	AMIN003008	AGAP013168
OG0000791	AMIN004374	AGAP010991
OG0000791	AMIN004371, AMIN004370	AGAP011004, AGAP011005, AGAP011001, AGAP011003
OG0000792	AMIN010412	AGAP007515, AGAP007513, AGAP007514
OG0000793	AMIN006556	AGAP029714, AGAP029251, AGAP029715
OG0000793	AMIN006555	AGAP029275
OG0000794	AMIN003981	AGAP002596
OG0000799	AMIN002826	AGAP003995
OG0000800	AMIN004039	AGAP003871
OG0000801	AMIN003410	AGAP001600
OG0000801	AMIN003411	AGAP001601
OG0000802	AMIN007213, AMIN011666	AGAP007838, AGAP007837
OG0000803	AMIN001791	AGAP009379
OG0000803	AMIN015814	AGAP009380
OG0000804	AMIN006387	AGAP007797
OG0000805	AMIN010219	AGAP007590
OG0000806	AMIN009183	AGAP011307
OG0000808	AMIN006359, AMIN006360	AGAP029984
OG0000809	AMIN006231	AGAP008039
OG0000810	AMIN005167	AGAP000735
OG0000810	AMIN004573	AGAP002294
OG0000811	AMIN005473, AMIN005164	AGAP006449, AGAP000777, AGAP000738
OG0000812	AMIN000316	AGAP003971
OG0000813	AMIN009799	AGAP008443
OG0000814	AMIN006535	AGAP010341
OG0000815	AMIN009254	AGAP010943
OG0000816	AMIN004773	AGAP004386, AGAP012509
OG0000817	AMIN008879	AGAP011557
OG0000817	AMIN005216	AGAP000616
OG0000818	AMIN005027	AGAP028003
OG0000820	AMIN004411	AGAP011992
OG0000821	AMIN002077	AGAP000625
OG0000822	AMIN000167	AGAP003566
OG0000823	AMIN008617	AGAP011943, AGAP028539
OG0000824	AMIN004230	AGAP011332
OG0000824	AMIN008103	AGAP004764
OG0000825	AMIN003493	AGAP001683
OG0000826	AMIN001935	AGAP009564
OG0000826	AMIN005680	AGAP000260
OG0000826	AMIN010196	AGAP005098
OG0000827	AMIN008535	AGAP011053
OG0000828	AMIN005213, AMIN005210	AGAP000606
OG0000829	AMIN005324	AGAP000315
