Orthogroup	AminimusMINIMUS1	AaegyptiLVP_AGWG
OG0000406	AMIN003952, AMIN003382, AMIN008549	AAEL012839
OG0000407	AMIN008277	AAEL013047
OG0000408	AMIN007332	AAEL013603, AAEL014627
OG0000408	AMIN007333	AAEL029115
OG0000409	AMIN001360, AMIN001358	AAEL014207
OG0000409	AMIN001359	AAEL023753
OG0000410	AMIN002933	AAEL014438, AAEL014437, AAEL024413, AAEL020644
OG0000411	AMIN016274	AAEL017381
OG0000411	AMIN016278	AAEL017145
OG0000412	AMIN005383	AAEL018189
OG0000412	AMIN005384	AAEL017238
OG0000413	AMIN010118, AMIN010119	AAEL023231, AAEL019947
OG0000414	AMIN005852, AMIN005894	AAEL020078
OG0000416	AMIN010661	AAEL020856, AAEL025917
OG0000416	AMIN011205	AAEL025700
OG0000417	AMIN003479	AAEL027664
OG0000417	AMIN004992	AAEL022731
OG0000428	AMIN015596, AMIN015597	AAEL000616, AAEL003045
OG0000430	AMIN015929	AAEL001625
OG0000430	AMIN006466	AAEL001601
OG0000431	AMIN002817	AAEL008711
OG0000432	AMIN006725	AAEL002406
OG0000432	AMIN001567	AAEL001814
OG0000433	AMIN002730	AAEL021665
OG0000433	AMIN002729	AAEL002951
OG0000434	AMIN008047	AAEL003467, AAEL019870
OG0000435	AMIN009195	AAEL027792, AAEL003841, AAEL003857, AAEL003832
OG0000437	AMIN003136	AAEL004030, AAEL004016, AAEL004020
OG0000438	AMIN003139, AMIN003137	AAEL004018, AAEL004031
OG0000439	AMIN006296	AAEL007450
OG0000439	AMIN006294	AAEL004283
OG0000440	AMIN004661	AAEL004379
OG0000440	AMIN004662	AAEL024667, AAEL004366
OG0000441	AMIN007959, AMIN002140	AAEL004705
OG0000442	AMIN009238	AAEL025111
OG0000442	AMIN009240	AAEL005002
OG0000443	AMIN004723	AAEL005409, AAEL022054
OG0000443	AMIN007767	AAEL010676
OG0000445	AMIN008996	AAEL019688
OG0000445	AMIN008997	AAEL005848
OG0000446	AMIN007883	AAEL006365, AAEL006368, AAEL006384
OG0000447	AMIN015485	AAEL007143
OG0000447	AMIN015486	AAEL007146
OG0000448	AMIN010314	AAEL007225
OG0000448	AMIN000368	AAEL009881
OG0000449	AMIN006588	AAEL007719
OG0000450	AMIN009737	AAEL007963
OG0000450	AMIN016018	AAEL023187
OG0000452	AMIN015851	AAEL008365
OG0000453	AMIN008351	AAEL010244
OG0000454	AMIN001771	AAEL010500
OG0000455	AMIN010071	AAEL010522
OG0000456	AMIN010925	AAEL017128
OG0000457	AMIN003469	AAEL013757
OG0000457	AMIN003467	AAEL011169
OG0000458	AMIN001697, AMIN001694, AMIN001693	AAEL012266
OG0000459	AMIN002343	AAEL013200, AAEL013190, AAEL019647, AAEL027709, AAEL013193, AAEL024133
OG0000460	AMIN003998	AAEL027774, AAEL027127
OG0000461	AMIN005596	AAEL020210, AAEL021084
OG0000461	AMIN005597	AAEL021318
OG0000462	AMIN008300, AMIN008301	AAEL020849
OG0000463	AMIN014125	AAEL021005
OG0000464	AMIN010382	AAEL026008
OG0000465	AMIN000102, AMIN005739	AAEL024837
OG0000466	AMIN008413, AMIN006890	AAEL025198
OG0000476	AMIN015548	AAEL020708
OG0000476	AMIN015549	AAEL000075
OG0000477	AMIN015736	AAEL000119
OG0000477	AMIN015796	AAEL017533
OG0000478	AMIN006764	AAEL000576
OG0000478	AMIN006763	AAEL004992
OG0000479	AMIN003190, AMIN003192	AAEL010395, AAEL000595
OG0000480	AMIN008804	AAEL000851
OG0000481	AMIN015941	AAEL001271
OG0000481	AMIN015942	AAEL026886
OG0000482	AMIN015815	AAEL001307
OG0000482	AMIN015813	AAEL001293
OG0000484	AMIN007230	AAEL004277
OG0000484	AMIN015926	AAEL001670
OG0000485	AMIN006211	AAEL002023
OG0000486	AMIN008726	AAEL002176
OG0000486	AMIN002294	AAEL006485
OG0000487	AMIN009827	AAEL002214
OG0000487	AMIN005361	AAEL007458
OG0000488	AMIN005028	AAEL017538, AAEL002612, AAEL002619
OG0000489	AMIN005535	AAEL002754
OG0000489	AMIN005536	AAEL002745
OG0000490	AMIN008273	AAEL003393, AAEL002827
OG0000491	AMIN016162	AAEL021615
OG0000491	AMIN003650	AAEL002861, AAEL002882
OG0000492	AMIN005529	AAEL027482
OG0000492	AMIN015489	AAEL003047
OG0000493	AMIN003675, AMIN003676	AAEL003395, AAEL020435
OG0000494	AMIN008619	AAEL003417
OG0000495	AMIN007154	AAEL003925
OG0000497	AMIN003979	AAEL025454
OG0000497	AMIN016070	AAEL004678
OG0000499	AMIN010059	AAEL004855
OG0000500	AMIN005698	AAEL005515
OG0000500	AMIN011003	AAEL005049
OG0000501	AMIN006982	AAEL017498, AAEL005955, AAEL005956
OG0000502	AMIN015996	AAEL006014
OG0000503	AMIN003517	AAEL006121, AAEL006136
OG0000504	AMIN003505	AAEL006178
OG0000504	AMIN003013	AAEL019506
OG0000505	AMIN011215	AAEL014766, AAEL019978, AAEL006335
OG0000506	AMIN007882	AAEL006378
OG0000506	AMIN008841	AAEL006383
OG0000507	AMIN009824	AAEL006381
OG0000507	AMIN002620	AAEL009111
OG0000508	AMIN011314, AMIN011311	AAEL006575
OG0000509	AMIN007998	AAEL006749, AAEL006737
OG0000510	AMIN005108	AAEL007030
OG0000510	AMIN002964	AAEL027019
OG0000511	AMIN008024, AMIN008023	AAEL017056, AAEL007039
OG0000512	AMIN005370	AAEL008118
OG0000512	AMIN005371	AAEL008109
OG0000514	AMIN000976	AAEL014080
OG0000514	AMIN006790	AAEL009948
OG0000515	AMIN000903	AAEL010487
OG0000515	AMIN000905	AAEL010477
OG0000516	AMIN015782	AAEL011184
OG0000516	AMIN015783	AAEL019717
OG0000517	AMIN004090, AMIN004091	AAEL011966, AAEL026805
OG0000518	AMIN010315	AAEL012157
OG0000518	AMIN010316	AAEL012153
OG0000519	AMIN007982	AAEL013281, AAEL013283, AAEL013284
OG0000520	AMIN009633	AAEL022306
OG0000521	AMIN010473	AAEL017096
OG0000521	AMIN000859	AAEL017301
OG0000522	AMIN007265	AAEL024144
OG0000522	AMIN007262	AAEL019702
OG0000523	AMIN004760	AAEL019706
OG0000523	AMIN004944	AAEL021067
OG0000524	AMIN010979, AMIN010980	AAEL022982, AAEL021737
OG0000525	AMIN010455	AAEL026536, AAEL021977
OG0000526	AMIN005825	AAEL027478
OG0000526	AMIN001122	AAEL023040
OG0000527	AMIN004131	AAEL027242
OG0000527	AMIN004132	AAEL025125
OG0000528	AMIN007833	AAEL025318
OG0000528	AMIN007829	AAEL025990
OG0000534	AMIN001371	AAEL001672, AAEL001640
OG0000535	AMIN007082, AMIN007081	AAEL014493, AAEL002683
OG0000536	AMIN011275	AAEL003093
OG0000536	AMIN008553	AAEL012497
OG0000538	AMIN003755	AAEL004573
OG0000539	AMIN003762, AMIN003761	AAEL003629
OG0000540	AMIN005379	AAEL003810, AAEL003809, AAEL008232
OG0000541	AMIN009417, AMIN006390	AAEL003999, AAEL020652
OG0000542	AMIN002916	AAEL004002
OG0000543	AMIN008407	AAEL004070, AAEL004074
OG0000544	AMIN001828	AAEL004492
OG0000546	AMIN002142	AAEL025650
OG0000547	AMIN006548	AAEL014873
OG0000547	AMIN011566	AAEL004788
OG0000548	AMIN005326	AAEL013885, AAEL004809
OG0000549	AMIN010949, AMIN005346	AAEL005165
OG0000550	AMIN007688	AAEL010969, AAEL019614, AAEL019615, AAEL005668
OG0000551	AMIN004699	AAEL015247, AAEL005821
OG0000552	AMIN004124, AMIN004126, AMIN004125	AAEL007205, AAEL006114
OG0000553	AMIN009893	AAEL006211
OG0000554	AMIN002293	AAEL006503, AAEL006481
OG0000555	AMIN000002	AAEL007793, AAEL007789, AAEL010405
OG0000556	AMIN000436	AAEL007830
OG0000557	AMIN000396, AMIN005429	AAEL008072, AAEL026806
OG0000558	AMIN004650	AAEL008374
OG0000558	AMIN002017	AAEL024950
OG0000559	AMIN003274	AAEL008655
OG0000559	AMIN003273	AAEL008652
OG0000560	AMIN005299	AAEL013844
OG0000561	AMIN010697	AAEL009601
OG0000562	AMIN011522	AAEL012355, AAEL025827, AAEL009822
OG0000563	AMIN000899	AAEL010485
OG0000564	AMIN009852	AAEL010781, AAEL010768
OG0000565	AMIN004942, AMIN005177	AAEL011025, AAEL021342
OG0000566	AMIN008364	AAEL011330
OG0000567	AMIN008036	AAEL011504
OG0000568	AMIN001579	AAEL014843, AAEL011708
OG0000569	AMIN002519	AAEL018221, AAEL011774
OG0000570	AMIN004109	AAEL012437
OG0000571	AMIN011641	AAEL025617, AAEL012776, AAEL022651, AAEL022733, AAEL020609, AAEL026458
OG0000572	AMIN008152	AAEL012837
OG0000573	AMIN008055, AMIN005376	AAEL012964
OG0000574	AMIN006811, AMIN006813, AMIN006812	AAEL014050
OG0000576	AMIN005183	AAEL014686
OG0000577	AMIN006494, AMIN003222	AAEL017061, AAEL026582
OG0000579	AMIN010666	AAEL017397
OG0000581	AMIN011482	AAEL018316, AAEL024199
OG0000582	AMIN016010	AAEL026517
OG0000582	AMIN016008	AAEL019650
OG0000583	AMIN010469, AMIN010375, AMIN010374	AAEL020585
OG0000584	AMIN008750, AMIN008751, AMIN008748	AAEL021082
OG0000585	AMIN010150	AAEL025434, AAEL021685
OG0000586	AMIN002818	AAEL023917, AAEL023063
OG0000588	AMIN000874	AAEL024908
OG0000606	AMIN003039	AAEL000006, AAEL000080, AAEL000025
OG0000607	AMIN008746	AAEL000215, AAEL011743
OG0000608	AMIN001858, AMIN001857	AAEL000715
OG0000609	AMIN009721	AAEL001194
OG0000610	AMIN010908	AAEL001247
OG0000611	AMIN010221	AAEL001548, AAEL001586
OG0000612	AMIN001751	AAEL009333
OG0000613	AMIN003914, AMIN003655	AAEL002124
OG0000614	AMIN010054	AAEL014713
OG0000615	AMIN010988	AAEL002267
OG0000617	AMIN009546, AMIN009513	AAEL002366, AAEL021160
OG0000618	AMIN002658, AMIN002025	AAEL002534, AAEL025362
OG0000619	AMIN000286	AAEL028229, AAEL002996
OG0000620	AMIN009595	AAEL003232, AAEL029120, AAEL029121, AAEL003241, AAEL003225, AAEL003266
OG0000622	AMIN006522	AAEL003421
OG0000623	AMIN008790, AMIN008600	AAEL003442
OG0000624	AMIN004070	AAEL003562, AAEL023067, AAEL003561
OG0000625	AMIN015791	AAEL003697
OG0000625	AMIN015790	AAEL020823
OG0000627	AMIN009215, AMIN009220	AAEL003853
OG0000628	AMIN006622, AMIN006623	AAEL004043
OG0000629	AMIN005193	AAEL015598, AAEL004081
OG0000630	AMIN015636, AMIN008522	AAEL004102
OG0000631	AMIN005964	AAEL004774
OG0000632	AMIN005735, AMIN000217	AAEL005266
OG0000633	AMIN005696, AMIN007609	AAEL005520
OG0000634	AMIN005170, AMIN004747	AAEL005533
OG0000635	AMIN002272, AMIN002271	AAEL005619, AAEL009841
OG0000636	AMIN007685	AAEL005676
OG0000637	AMIN008498, AMIN008499	AAEL006394
OG0000638	AMIN016100, AMIN015811	AAEL006454, AAEL014082
OG0000639	AMIN010292	AAEL006886
OG0000640	AMIN010958	AAEL007090, AAEL007097, AAEL007098, AAEL007094
OG0000641	AMIN009728	AAEL007275
OG0000642	AMIN002983	AAEL007593
OG0000643	AMIN002346	AAEL024307, AAEL017450, AAEL007935
OG0000644	AMIN008329	AAEL008275, AAEL008271
OG0000645	AMIN010790	AAEL008285
OG0000646	AMIN010229, AMIN006483, AMIN008386	AAEL008473, AAEL008487, AAEL008488
OG0000647	AMIN010304	AAEL008485
OG0000648	AMIN016197, AMIN016198	AAEL008609, AAEL008600
OG0000649	AMIN015853	AAEL008698, AAEL008702
OG0000650	AMIN006615	AAEL009423, AAEL009420
OG0000651	AMIN006952, AMIN006951	AAEL009596
OG0000652	AMIN005736, AMIN002646	AAEL009653
OG0000653	AMIN003046	AAEL009695
OG0000653	AMIN006166	AAEL010269
OG0000654	AMIN010501	AAEL020150
OG0000655	AMIN009939	AAEL025106
OG0000655	AMIN011103	AAEL010127
OG0000656	AMIN009750	AAEL010769
OG0000656	AMIN009751	AAEL014138
OG0000657	AMIN009848	AAEL010776, AAEL010782, AAEL010780
OG0000658	AMIN000840	AAEL010805
OG0000659	AMIN015780	AAEL011130
OG0000659	AMIN015781	AAEL011129
OG0000660	AMIN000258	AAEL011161
OG0000661	AMIN007663, AMIN002009	AAEL011381
OG0000662	AMIN004472	AAEL011520
OG0000663	AMIN000084	AAEL012041
OG0000664	AMIN001564	AAEL013155, AAEL013153
OG0000665	AMIN003292	AAEL013323, AAEL013327
OG0000666	AMIN005054	AAEL013684
OG0000667	AMIN009272	AAEL027123, AAEL020536, AAEL023221, AAEL014149, AAEL014147, AAEL014254
OG0000668	AMIN005541	AAEL014551, AAEL020599
OG0000669	AMIN015631, AMIN015633	AAEL017235, AAEL017323
OG0000671	AMIN008788, AMIN008789	AAEL018137
OG0000672	AMIN007203, AMIN007201	AAEL018320
OG0000673	AMIN006706	AAEL019658
OG0000674	AMIN008882	AAEL019682
OG0000675	AMIN011603	AAEL019849
OG0000675	AMIN011605	AAEL019850
OG0000676	AMIN015866	AAEL022480, AAEL019856
OG0000677	AMIN001151	AAEL023374
OG0000677	AMIN001147	AAEL020299
OG0000678	AMIN007606, AMIN007607	AAEL020351
OG0000679	AMIN015567, AMIN015566	AAEL020739
OG0000680	AMIN001979	AAEL021017
OG0000681	AMIN010032, AMIN010031, AMIN010025	AAEL023512
OG0000682	AMIN004645	AAEL024089
OG0000682	AMIN005619	AAEL026668
OG0000683	AMIN001714, AMIN006784	AAEL025572
OG0000684	AMIN015534, AMIN015535	AAEL025779, AAEL027903
OG0000685	AMIN009377	AAEL027724
OG0000698	AMIN004846	AAEL000076, AAEL011097
OG0000699	AMIN008604	AAEL000329, AAEL000308
OG0000700	AMIN008937	AAEL000636
OG0000701	AMIN006561, AMIN008914	AAEL000654
OG0000703	AMIN016139, AMIN004198	AAEL001087
OG0000704	AMIN004774	AAEL002416, AAEL001427
OG0000705	AMIN007582	AAEL001697
OG0000706	AMIN002735	AAEL002158, AAEL004335, AAEL010396, AAEL007383
OG0000708	AMIN005196	AAEL002287
OG0000709	AMIN005651, AMIN005650	AAEL002450, AAEL021759
OG0000710	AMIN002091, AMIN014055	AAEL002455
OG0000711	AMIN006854	AAEL002598, AAEL002618
OG0000712	AMIN005030	AAEL017067, AAEL002631
OG0000713	AMIN007371	AAEL003722, AAEL015450, AAEL005127
OG0000714	AMIN003947	AAEL017464, AAEL003936
OG0000716	AMIN002912	AAEL004028
OG0000717	AMIN001545	AAEL004239
OG0000718	AMIN007486	AAEL004810
OG0000719	AMIN015579, AMIN015581	AAEL005001
OG0000720	AMIN004036	AAEL011772, AAEL020323, AAEL026871, AAEL021668, AAEL021133, AAEL025895, AAEL005245
OG0000721	AMIN004717	AAEL005428
OG0000722	AMIN003926	AAEL005489
OG0000723	AMIN002838, AMIN002335	AAEL006249
OG0000724	AMIN007628	AAEL006739, AAEL011042
OG0000725	AMIN007979	AAEL006937
OG0000726	AMIN004095, AMIN004096	AAEL007002
OG0000727	AMIN008892, AMIN008891	AAEL007250, AAEL023757
OG0000728	AMIN005769	AAEL008958
OG0000729	AMIN009867, AMIN005293	AAEL009151
OG0000730	AMIN008192	AAEL028178, AAEL020447, AAEL009506
OG0000731	AMIN001221, AMIN007381	AAEL009649
OG0000732	AMIN000366	AAEL009886, AAEL009888
OG0000733	AMIN015963, AMIN015962	AAEL010369
OG0000734	AMIN005129, AMIN006671	AAEL011013
OG0000735	AMIN007623, AMIN002995	AAEL011038
OG0000736	AMIN010358	AAEL011142
OG0000737	AMIN002046	AAEL011206
OG0000738	AMIN001100, AMIN001099	AAEL011280
OG0000739	AMIN016218	AAEL011612
OG0000740	AMIN003088	AAEL011643
OG0000740	AMIN014279	AAEL011644
OG0000741	AMIN008123, AMIN008125, AMIN008122, AMIN008124	AAEL011680
OG0000742	AMIN003205	AAEL012061
OG0000743	AMIN004326	AAEL012332
OG0000744	AMIN001767	AAEL022794
OG0000744	AMIN001773	AAEL012392
OG0000745	AMIN003820	AAEL012703, AAEL018247, AAEL025252
OG0000746	AMIN003066	AAEL012766, AAEL012772
OG0000747	AMIN000413, AMIN015470	AAEL013188
OG0000748	AMIN003290	AAEL013324
OG0000748	AMIN003291	AAEL026278
OG0000749	AMIN005487, AMIN010411	AAEL013653
OG0000750	AMIN006330	AAEL013780
OG0000751	AMIN005610	AAEL013812
OG0000752	AMIN005490, AMIN003600	AAEL013816
OG0000753	AMIN010088, AMIN006205	AAEL015042
OG0000754	AMIN011299	AAEL015147, AAEL017548
OG0000756	AMIN016277, AMIN016276	AAEL017345
OG0000757	AMIN001252	AAEL017398, AAEL021835, AAEL022723, AAEL025135
OG0000760	AMIN004385	AAEL027698
OG0000761	AMIN001108	AAEL018153
OG0000762	AMIN004012	AAEL018219
OG0000763	AMIN010348	AAEL018699
OG0000764	AMIN001845	AAEL027367
OG0000766	AMIN001248, AMIN001249, AMIN001251	AAEL019710
OG0000767	AMIN004495	AAEL019790
OG0000769	AMIN004315, AMIN004314	AAEL020028
OG0000770	AMIN002108, AMIN002107	AAEL021100
OG0000771	AMIN005294, AMIN005295	AAEL021365
OG0000772	AMIN007922	AAEL025785
OG0000772	AMIN009898, AMIN007923	AAEL021693
OG0000773	AMIN001511	AAEL021717, AAEL023078
OG0000774	AMIN004490	AAEL023488, AAEL027184
OG0000774	AMIN004489	AAEL022459
OG0000775	AMIN011334, AMIN011331, AMIN011332	AAEL022876
OG0000776	AMIN004234	AAEL022878
OG0000777	AMIN011523, AMIN011526, AMIN011528, AMIN011524	AAEL023286
OG0000778	AMIN002772	AAEL026159, AAEL023605
OG0000779	AMIN007681, AMIN007680	AAEL023651
OG0000799	AMIN002826	AAEL004367, AAEL000223, AAEL020371, AAEL004369
OG0000800	AMIN004040	AAEL000414
OG0000800	AMIN004039	AAEL026764, AAEL022929
OG0000801	AMIN003410, AMIN003411	AAEL000575
OG0000802	AMIN007213, AMIN011666	AAEL001198
OG0000803	AMIN001791, AMIN015814	AAEL001301
OG0000804	AMIN006387	AAEL001510
OG0000805	AMIN010219	AAEL020603
OG0000806	AMIN009183	AAEL001713, AAEL025934, AAEL003294
OG0000808	AMIN006359, AMIN006360	AAEL023474, AAEL001843
OG0000809	AMIN006231	AAEL001976
OG0000810	AMIN005167, AMIN004573	AAEL002048
OG0000811	AMIN005473, AMIN005164	AAEL002084
OG0000812	AMIN000316	AAEL002177
OG0000813	AMIN009800, AMIN009799	AAEL002192
OG0000814	AMIN006535	AAEL024137, AAEL002270
OG0000815	AMIN009254	AAEL002292, AAEL002313
OG0000816	AMIN004773	AAEL002423
OG0000817	AMIN008879, AMIN005216	AAEL002508
OG0000818	AMIN005027	AAEL002588
OG0000820	AMIN004411	AAEL021421, AAEL002915, AAEL002907, AAEL019842, AAEL022598
OG0000821	AMIN002077	AAEL020942, AAEL021711, AAEL025774, AAEL002938
OG0000822	AMIN000167	AAEL003147
OG0000823	AMIN008617	AAEL003420
OG0000824	AMIN004230	AAEL003484
OG0000824	AMIN008103	AAEL003471
OG0000825	AMIN003491	AAEL003914
OG0000825	AMIN003493	AAEL003918
OG0000826	AMIN001935, AMIN005680, AMIN010196	AAEL004060
OG0000827	AMIN008535	AAEL004086, AAEL004118
OG0000828	AMIN005213	AAEL004245
OG0000828	AMIN005210	AAEL025638
OG0000829	AMIN005324	AAEL019853
OG0000830	AMIN003548	AAEL004605, AAEL004602
OG0000831	AMIN006617	AAEL004784, AAEL004755
OG0000832	AMIN002709, AMIN002710	AAEL005373
OG0000833	AMIN005624, AMIN005623, AMIN002585	AAEL005406
OG0000834	AMIN007227	AAEL026217, AAEL005656, AAEL021838
OG0000835	AMIN015867, AMIN015865	AAEL006207
OG0000836	AMIN009645	AAEL006977
OG0000836	AMIN009644	AAEL006966
OG0000837	AMIN011511	AAEL007319
OG0000838	AMIN008048, AMIN005566	AAEL007662
OG0000839	AMIN002681	AAEL010154
OG0000840	AMIN000129	AAEL007831
OG0000841	AMIN007142	AAEL007910, AAEL007900
OG0000842	AMIN016014, AMIN016015	AAEL007962
OG0000843	AMIN002747	AAEL008101, AAEL009987, AAEL023919
OG0000844	AMIN016188, AMIN005381	AAEL008313, AAEL008308
OG0000845	AMIN014862	AAEL008359, AAEL008355
OG0000846	AMIN004594	AAEL008419
OG0000847	AMIN005435	AAEL008468
OG0000849	AMIN003267	AAEL008651
OG0000850	AMIN001224	AAEL008921
OG0000852	AMIN007207, AMIN006783, AMIN010226, AMIN009132, AMIN004322	AAEL008952
OG0000853	AMIN011125	AAEL009050, AAEL009045
OG0000854	AMIN010048, AMIN010047	AAEL021942, AAEL009230
OG0000855	AMIN005292	AAEL009479
OG0000856	AMIN010508, AMIN010509	AAEL010097
OG0000857	AMIN004794	AAEL010584
OG0000858	AMIN003765	AAEL010907
OG0000859	AMIN004995	AAEL011229, AAEL015552
OG0000860	AMIN005458	AAEL011352
OG0000861	AMIN008606	AAEL011915, AAEL022536
OG0000862	AMIN010111, AMIN010130	AAEL011944
OG0000863	AMIN010434	AAEL012051, AAEL012042
OG0000864	AMIN006245	AAEL012058
OG0000865	AMIN005467, AMIN007173	AAEL012239
OG0000866	AMIN011126, AMIN011127	AAEL012916
OG0000867	AMIN003607	AAEL012998
OG0000868	AMIN009960	AAEL020064
OG0000868	AMIN009956	AAEL013445
OG0000869	AMIN010932	AAEL013517
OG0000870	AMIN007260, AMIN005403	AAEL013887
OG0000871	AMIN001525	AAEL013936
OG0000872	AMIN005621, AMIN010271	AAEL014039
OG0000873	AMIN007294	AAEL014292
OG0000874	AMIN005902, AMIN005901	AAEL014343
OG0000875	AMIN005449	AAEL014729
OG0000876	AMIN000345	AAEL014762, AAEL027643, AAEL014761
OG0000877	AMIN004669, AMIN002993	AAEL014945
OG0000878	AMIN011498	AAEL014958
OG0000879	AMIN015599, AMIN015598	AAEL017101
OG0000880	AMIN007698	AAEL017270, AAEL017547, AAEL023894, AAEL021095, AAEL017308
OG0000881	AMIN002676	AAEL018139
OG0000882	AMIN008476, AMIN008475, AMIN008478	AAEL018248
OG0000883	AMIN011056	AAEL021437
OG0000883	AMIN011057	AAEL019432
OG0000884	AMIN004966, AMIN004962	AAEL019475
OG0000885	AMIN002663	AAEL019525
OG0000886	AMIN007762, AMIN007758	AAEL019538
OG0000887	AMIN010554, AMIN002394	AAEL019578
OG0000888	AMIN001617, AMIN001618, AMIN001619	AAEL019596
OG0000889	AMIN007853, AMIN007857, AMIN007854	AAEL019726
OG0000890	AMIN004575, AMIN004578	AAEL019844
OG0000891	AMIN004067	AAEL019878
OG0000893	AMIN000745	AAEL019973, AAEL019974
OG0000894	AMIN007146	AAEL019989
OG0000895	AMIN005450	AAEL025763, AAEL019997
OG0000896	AMIN001698	AAEL020008
OG0000897	AMIN007495	AAEL021294, AAEL020288, AAEL022360, AAEL020388
OG0000900	AMIN005076	AAEL020941
OG0000901	AMIN008822, AMIN008821	AAEL021209
OG0000902	AMIN005263, AMIN005262	AAEL021736
OG0000903	AMIN010665	AAEL027405, AAEL022409
OG0000904	AMIN016094, AMIN016093	AAEL022566
OG0000905	AMIN006476	AAEL022630
OG0000906	AMIN010094, AMIN010093	AAEL023434
OG0000907	AMIN003529	AAEL023595, AAEL027839, AAEL027013
OG0000908	AMIN000097, AMIN004225, AMIN000972	AAEL025140
OG0000909	AMIN004174, AMIN004173	AAEL025937, AAEL026627
OG0000910	AMIN003898	AAEL026147
OG0000911	AMIN005201	AAEL026758
OG0000940	AMIN006257	AAEL000324
OG0000941	AMIN000656	AAEL026240, AAEL000427
OG0000942	AMIN000394	AAEL017467, AAEL000507, AAEL000496
OG0000943	AMIN008564	AAEL000781, AAEL005040
OG0000944	AMIN000418	AAEL001227
OG0000945	AMIN005200	AAEL001448
OG0000946	AMIN005993, AMIN005992	AAEL001483
OG0000947	AMIN005024	AAEL001514, AAEL002623
OG0000948	AMIN006406	AAEL001646
OG0000949	AMIN006043, AMIN006044	AAEL027778, AAEL001710
OG0000950	AMIN009802	AAEL023215
OG0000951	AMIN010985	AAEL002269
OG0000952	AMIN005746, AMIN005747, AMIN008233	AAEL002435
OG0000953	AMIN005407	AAEL002531, AAEL002514
OG0000954	AMIN001996, AMIN001997	AAEL002518
OG0000955	AMIN003445	AAEL002574, AAEL002555
OG0000956	AMIN007072, AMIN010334	AAEL002721
OG0000957	AMIN016025	AAEL002731
OG0000958	AMIN003537, AMIN005628	AAEL002924
OG0000959	AMIN003328, AMIN003330	AAEL002998, AAEL022096
OG0000960	AMIN003889, AMIN003892	AAEL003014
OG0000961	AMIN015960	AAEL003056, AAEL003066
OG0000962	AMIN003862	AAEL003206
OG0000963	AMIN000438, AMIN000439	AAEL024398, AAEL003373
OG0000964	AMIN008982	AAEL003424
OG0000965	AMIN010793	AAEL011715, AAEL003756
OG0000966	AMIN008668	AAEL003961, AAEL003959
OG0000967	AMIN002911	AAEL004021
OG0000967	AMIN002913, AMIN006907, AMIN002917	AAEL004003
OG0000968	AMIN002113, AMIN000054	AAEL004167
OG0000969	AMIN008175	AAEL025999, AAEL004175
OG0000970	AMIN005393	AAEL004397
OG0000972	AMIN009726	AAEL010716, AAEL004523
OG0000973	AMIN004868, AMIN004869	AAEL004572
OG0000974	AMIN001752, AMIN009795	AAEL005017
OG0000975	AMIN010995	AAEL005079, AAEL005073, AAEL023627, AAEL012510
OG0000976	AMIN011179, AMIN011180	AAEL005174
OG0000977	AMIN003896	AAEL005356
OG0000978	AMIN001929	AAEL005368
OG0000979	AMIN009863	AAEL024751, AAEL005386
OG0000980	AMIN003509, AMIN005697	AAEL005522
OG0000982	AMIN005579	AAEL005773
OG0000983	AMIN004697	AAEL005792, AAEL019781
OG0000984	AMIN011029, AMIN011027	AAEL005972
OG0000985	AMIN002865	AAEL005997, AAEL025330
OG0000986	AMIN001244	AAEL006467, AAEL006471, AAEL006458
OG0000987	AMIN001869	AAEL006526
