Orthogroup	AminimusMINIMUS1	LlongipalpisASM
OG0000631	AMIN005964	LOC129790689, LOC129790682, LOC129790676, LOC129790648, LOC129790687, LOC129789197, LOC129790679
OG0000632	AMIN005735, AMIN000217	LOC129790746
OG0000633	AMIN005696, AMIN007609	LOC129789117
OG0000634	AMIN005170, AMIN004747	LOC129789630, LOC129790889, LOC129794049
OG0000635	AMIN002272, AMIN002271	LOC129793876
OG0000636	AMIN007685	LOC129792190
OG0000637	AMIN008498, AMIN008499	LOC129794946
OG0000639	AMIN010292	LOC129792772
OG0000640	AMIN010958	LOC129788673
OG0000641	AMIN009728	LOC129787296, LOC129787356, LOC129787297
OG0000643	AMIN002346	LOC129796821, LOC129792422, LOC129796228
OG0000644	AMIN008329	LOC129794535, LOC129794595, LOC129795223, LOC129795224
OG0000645	AMIN010790	LOC129794232
OG0000647	AMIN010304	LOC129787355
OG0000650	AMIN006615	LOC129789372
OG0000651	AMIN006952, AMIN006951	LOC129788154, LOC129786032
OG0000652	AMIN005736, AMIN002646	LOC129786179
OG0000654	AMIN010501	LOC129790933
OG0000656	AMIN009750, AMIN009751	LOC129790214
OG0000657	AMIN009848	LOC129790497, LOC129790495
OG0000658	AMIN000840	LOC129786084
OG0000661	AMIN007663, AMIN002009	LOC129793785, LOC129791227
OG0000662	AMIN004472	LOC129795022
OG0000663	AMIN000084	LOC129791581, LOC129795004
OG0000664	AMIN001564	LOC129788373, LOC129788783
OG0000665	AMIN003292	LOC129797714, LOC129797715
OG0000666	AMIN005051, AMIN005054, AMIN005053	LOC129789920
OG0000668	AMIN005541	LOC129789518
OG0000671	AMIN008788, AMIN008789	LOC129796439
OG0000672	AMIN007203, AMIN007201	LOC129797850
OG0000673	AMIN006706, AMIN006707, AMIN006708	LOC129790089
OG0000674	AMIN008880, AMIN008881, AMIN008882	LOC129794686
OG0000675	AMIN011603	LOC129792563
OG0000675	AMIN011605	LOC129792639
OG0000676	AMIN015866	LOC129792412, LOC129792447, LOC129786950
OG0000677	AMIN001151, AMIN001147	LOC129792367
OG0000678	AMIN007606, AMIN007607	LOC129793735, LOC129793408
OG0000679	AMIN015567, AMIN015566	LOC129791603
OG0000680	AMIN001981, AMIN001979	LOC129785935
OG0000681	AMIN010032, AMIN010031, AMIN010025	LOC129792486
OG0000682	AMIN004645, AMIN005619	LOC129797098
OG0000683	AMIN001714, AMIN006784	LOC129788436
OG0000684	AMIN015534, AMIN015535	LOC129790629
OG0000694	AMIN003886, AMIN000912	LOC129794508
OG0000698	AMIN004846	LOC129787630, LOC129796776
OG0000701	AMIN006561, AMIN008914	LOC129796793
OG0000704	AMIN004774	LOC129797389
OG0000705	AMIN007582	LOC129796588
OG0000706	AMIN002735	LOC129797846
OG0000707	AMIN007926, AMIN007930, AMIN007931	LOC129792435
OG0000708	AMIN003376, AMIN005196, AMIN005195	LOC129787482
OG0000709	AMIN005651, AMIN005650	LOC129789636
OG0000710	AMIN002091, AMIN014055	LOC129791310
OG0000713	AMIN007371	LOC129792499
OG0000714	AMIN003947	LOC129792793
OG0000716	AMIN002912	LOC129787130
OG0000717	AMIN001545	LOC129786764
OG0000718	AMIN007484, AMIN007486	LOC129796921
OG0000720	AMIN004036	LOC129796031
OG0000721	AMIN004717, AMIN008814	LOC129788149
OG0000722	AMIN003926	LOC129786896
OG0000723	AMIN002838, AMIN002335	LOC129794187
OG0000725	AMIN007979	LOC129791110
OG0000726	AMIN004095, AMIN004096	LOC129788835
OG0000727	AMIN008892, AMIN008891	LOC129796652
OG0000728	AMIN005769	LOC129794810
OG0000729	AMIN009867, AMIN005293	LOC129791068
OG0000730	AMIN008192	LOC129796264
OG0000731	AMIN001221, AMIN007381	LOC129789026
OG0000732	AMIN000366	LOC129797450
OG0000733	AMIN015963, AMIN015962	LOC129785863, LOC129785872
OG0000734	AMIN005129, AMIN006671	LOC129789331
OG0000735	AMIN007623, AMIN002995	LOC129794676
OG0000736	AMIN010359, AMIN010358	LOC129793708
OG0000737	AMIN002046	LOC129796348, LOC129788882, LOC129795358, LOC129791062, LOC129791063
OG0000738	AMIN001100, AMIN001099	LOC129793763
OG0000739	AMIN016218	LOC129793879
OG0000740	AMIN003088	LOC129787177
OG0000740	AMIN014279	LOC129790677
OG0000741	AMIN008123, AMIN008125, AMIN008122, AMIN008124	LOC129797548
OG0000743	AMIN004326	LOC129794837
OG0000745	AMIN003820	LOC129786239
OG0000746	AMIN003066	LOC129787579, LOC129787575, LOC129792742, LOC129787572
OG0000747	AMIN000413, AMIN015470	LOC129785899
OG0000748	AMIN003290, AMIN003291	LOC129796516
OG0000749	AMIN005487, AMIN010411	LOC129790710
OG0000751	AMIN002061, AMIN005610	LOC129792694
OG0000752	AMIN005490, AMIN003600	LOC129790897
OG0000754	AMIN011299	LOC129795829, LOC129795608, LOC129794471, LOC129792308
OG0000760	AMIN004528, AMIN004386	LOC129786893
OG0000761	AMIN001108	LOC129788153
OG0000762	AMIN004012	LOC129796373
OG0000763	AMIN010349, AMIN010350, AMIN010348	LOC129792352
OG0000764	AMIN001845	LOC129790190
OG0000765	AMIN009531, AMIN009527	LOC129789275
OG0000766	AMIN001248, AMIN001249, AMIN001251	LOC129786356
OG0000767	AMIN004492, AMIN004495	LOC129795536
OG0000769	AMIN004315, AMIN004314	LOC129794848
OG0000770	AMIN002106, AMIN002108, AMIN002107	LOC129786315
OG0000771	AMIN005294, AMIN005295	LOC129790610
OG0000772	AMIN007922, AMIN009898, AMIN007923	LOC129792370
OG0000773	AMIN001511	LOC129792988
OG0000774	AMIN004490, AMIN004489	LOC129795444
OG0000775	AMIN011334, AMIN011331, AMIN011332	LOC129792524, LOC129792514
OG0000776	AMIN004234, AMIN004233	LOC129789709, LOC129795694
OG0000777	AMIN011523, AMIN011526, AMIN011528, AMIN011524	LOC129796454
OG0000778	AMIN002772	LOC129797210, LOC129795529
OG0000779	AMIN007681, AMIN007680	LOC129793955
OG0000784	AMIN006667	LOC129792327
OG0000786	AMIN003008	LOC129787035
OG0000799	AMIN002826	LOC129793175
OG0000800	AMIN004040, AMIN004039	LOC129795872
OG0000802	AMIN007213, AMIN011666	LOC129791127
OG0000805	AMIN010219	LOC129793176
OG0000808	AMIN006359, AMIN006360	LOC129790680
OG0000809	AMIN006231	LOC129791710
OG0000810	AMIN005167, AMIN004573	LOC129788735
OG0000811	AMIN005473, AMIN005164	LOC129788764
OG0000813	AMIN009800, AMIN009799	LOC129791403
OG0000814	AMIN006535	LOC129787257
OG0000815	AMIN009254	LOC129797564
OG0000816	AMIN004773	LOC129797354
OG0000817	AMIN008879, AMIN005216	LOC129787592
OG0000818	AMIN005027	LOC129795093, LOC129795251, LOC129791377, LOC129795090, LOC129795163, LOC129795057, LOC129795174
OG0000821	AMIN002077	LOC129790272
OG0000823	AMIN008617	LOC129794529
OG0000825	AMIN003491, AMIN003493	LOC129791777
OG0000826	AMIN001935, AMIN005680, AMIN010196	LOC129790956
OG0000827	AMIN008535	LOC129794122
OG0000828	AMIN005213, AMIN005210	LOC129788185, LOC129788181
OG0000829	AMIN005324	LOC129789057
OG0000830	AMIN003548	LOC129790240
OG0000831	AMIN006617	LOC129791176, LOC129791175
OG0000832	AMIN002709, AMIN002710	LOC129794224
OG0000834	AMIN007227	LOC129791780
OG0000835	AMIN015867, AMIN015865	LOC129792918
OG0000836	AMIN009645	LOC129790211
OG0000836	AMIN009644	LOC129790329
OG0000837	AMIN011511	LOC129794116
OG0000838	AMIN008048, AMIN005566	LOC129789521
OG0000840	AMIN000129	LOC129791262
OG0000840	AMIN006873	LOC129789194, LOC129791076
OG0000841	AMIN007142	LOC129794927, LOC129790946
OG0000843	AMIN002747	LOC129786227
OG0000845	AMIN014862	LOC129792536
OG0000846	AMIN004594	LOC129787444
OG0000847	AMIN005435	LOC129791272
OG0000849	AMIN003267	LOC129795434, LOC129788080, LOC129790226, LOC129791276
OG0000850	AMIN001224	LOC129791444
OG0000852	AMIN007207, AMIN006783, AMIN010226, AMIN009132, AMIN004322	LOC129788599
OG0000854	AMIN010048, AMIN010047	LOC129793009
OG0000855	AMIN005292	LOC129789897
OG0000856	AMIN010508, AMIN010509	LOC129790813, LOC129792104, LOC129786181
OG0000857	AMIN004794	LOC129785877
OG0000858	AMIN003765	LOC129785850
OG0000859	AMIN004995	LOC129788037
OG0000860	AMIN005458	LOC129786266
OG0000863	AMIN010434	LOC129793328
OG0000864	AMIN006245, AMIN006246	LOC129793138
OG0000865	AMIN005467, AMIN007173	LOC129790135
OG0000866	AMIN011126, AMIN011127, AMIN011128	LOC129792732
OG0000867	AMIN003607	LOC129786070
OG0000868	AMIN009960, AMIN009956	LOC129792166
OG0000870	AMIN007260, AMIN005403	LOC129787090
OG0000872	AMIN005621, AMIN010271	LOC129797115
OG0000873	AMIN007294	LOC129792698
OG0000874	AMIN005902, AMIN005901	LOC129790074
OG0000875	AMIN005449	LOC129788011
OG0000876	AMIN000345	LOC129797362, LOC129797390
OG0000877	AMIN004669, AMIN002993	LOC129788029
OG0000878	AMIN011498	LOC129793385
OG0000879	AMIN015599, AMIN015598	LOC129786508, LOC129786528, LOC129786530
OG0000881	AMIN002676, AMIN002674	LOC129797026
OG0000882	AMIN008476, AMIN008475, AMIN008478	LOC129795525
OG0000883	AMIN011056, AMIN011057	LOC129791918
OG0000884	AMIN004966, AMIN004962	LOC129796295
OG0000885	AMIN002663, AMIN002664	LOC129787789
OG0000886	AMIN007762, AMIN007758	LOC129793963
OG0000887	AMIN010554, AMIN002394	LOC129789293
OG0000888	AMIN001617, AMIN001618, AMIN001619	LOC129790593
OG0000889	AMIN007853, AMIN007857, AMIN007854	LOC129793644
OG0000890	AMIN004575, AMIN004578	LOC129786434
OG0000893	AMIN000745	LOC129788074, LOC129786042
OG0000894	AMIN007146	LOC129790516, LOC129789882
OG0000895	AMIN005450	LOC129797858
OG0000896	AMIN001698	LOC129788923, LOC129790573
OG0000900	AMIN005076	LOC129791238
OG0000901	AMIN008822, AMIN008821	LOC129795564
OG0000902	AMIN005263, AMIN005262	LOC129789494
OG0000904	AMIN016094, AMIN016093	LOC129788200, LOC129786071
OG0000906	AMIN010094, AMIN010093	LOC129792596
OG0000907	AMIN003529	LOC129790351
OG0000908	AMIN000097, AMIN004225, AMIN000972	LOC129790100
OG0000909	AMIN004174, AMIN004173	LOC129796560
OG0000910	AMIN003898	LOC129795282
OG0000911	AMIN005201	LOC129795049, LOC129795046, LOC129795115, LOC129795047, LOC129795048, LOC129795050
OG0000914	AMIN002114	LOC129789702, LOC129791929, LOC129789064, LOC129789703, LOC129790499, LOC129793965, LOC129792174, LOC129796589, LOC129792434
OG0000926	AMIN009606, AMIN008050, AMIN007702	LOC129787193
OG0000929	AMIN006298, AMIN006297	LOC129794044
OG0000940	AMIN006257	LOC129790864
OG0000941	AMIN000656	LOC129796100
OG0000944	AMIN000418	LOC129786944
OG0000945	AMIN005200	LOC129791341
OG0000946	AMIN005993, AMIN005992	LOC129788541
OG0000947	AMIN005024	LOC129795083
OG0000948	AMIN006406	LOC129793500
OG0000951	AMIN010985	LOC129793103
OG0000954	AMIN001996, AMIN001997, AMIN001998	LOC129790521
OG0000955	AMIN003445	LOC129788857
OG0000956	AMIN007072, AMIN010334	LOC129791637
OG0000958	AMIN003537, AMIN005628	LOC129789081
OG0000959	AMIN003328, AMIN003330	LOC129788197
OG0000960	AMIN003889, AMIN003892	LOC129787101
OG0000961	AMIN015960	LOC129789061, LOC129789060, LOC129791743
OG0000962	AMIN003862	LOC129788175
OG0000963	AMIN000438, AMIN000439	LOC129791715
OG0000964	AMIN008982	LOC129789690
OG0000965	AMIN010793	LOC129793540
OG0000966	AMIN008668	LOC129796954, LOC129794317, LOC129796959
OG0000967	AMIN002911, AMIN002913, AMIN006907, AMIN002917	LOC129787131
OG0000968	AMIN002113, AMIN000054	LOC129786430
OG0000969	AMIN008175	LOC129792145
OG0000972	AMIN009726	LOC129791340
OG0000973	AMIN004868, AMIN004869	LOC129788414
OG0000974	AMIN001752, AMIN009795	LOC129790235
OG0000975	AMIN010995	LOC129794101
OG0000976	AMIN011179, AMIN011180	LOC129794233
OG0000977	AMIN003896	LOC129795519
OG0000978	AMIN001929	LOC129791015
OG0000979	AMIN009863	LOC129790816
OG0000980	AMIN003509, AMIN005697	LOC129788975
OG0000982	AMIN005578, AMIN005579	LOC129797134
OG0000984	AMIN011029, AMIN011027	LOC129792919
OG0000985	AMIN002865	LOC129794771
OG0000986	AMIN001244	LOC129793529
OG0000987	AMIN001869	LOC129789906
OG0000988	AMIN006425	LOC129789053
OG0000989	AMIN005002	LOC129794910
OG0000990	AMIN001887	LOC129790037
OG0000991	AMIN008989	LOC129792113
OG0000993	AMIN003577	LOC129793738
OG0000994	AMIN011148	LOC129794241
OG0000995	AMIN001280, AMIN005774	LOC129787625
OG0000996	AMIN005963, AMIN005983, AMIN009519	LOC129796131
OG0000997	AMIN010086, AMIN010087	LOC129792516
OG0000998	AMIN004777	LOC129787963
OG0000999	AMIN008453, AMIN008454	LOC129787879, LOC129797687, LOC129797198
OG0001000	AMIN004305	LOC129794479, LOC129795878, LOC129794521, LOC129795305
OG0001001	AMIN001667	LOC129789861, LOC129793688
OG0001002	AMIN001925	LOC129791439
OG0001003	AMIN005789	LOC129792614
OG0001004	AMIN010597	LOC129789094, LOC129792668
OG0001005	AMIN005179, AMIN004616	LOC129790275
OG0001006	AMIN005829	LOC129790929
OG0001008	AMIN008491	LOC129795176
OG0001009	AMIN005477	LOC129786970, LOC129786956, LOC129791459
OG0001010	AMIN005139	LOC129792704, LOC129795695, LOC129788700, LOC129791406
OG0001011	AMIN002616, AMIN002614	LOC129788760, LOC129790740
OG0001013	AMIN005771	LOC129791329, LOC129791681, LOC129791698
OG0001014	AMIN005525, AMIN001357	LOC129791201
OG0001016	AMIN016151, AMIN000332	LOC129797780, LOC129797778
OG0001018	AMIN001971, AMIN001973	LOC129788551, LOC129788546
OG0001020	AMIN005243	LOC129786180
OG0001022	AMIN016113	LOC129786089
OG0001024	AMIN001092, AMIN001643	LOC129788527
OG0001026	AMIN008502	LOC129794084
OG0001027	AMIN008758, AMIN008759	LOC129795138
OG0001028	AMIN002624	LOC129795454
OG0001029	AMIN009759, AMIN005176	LOC129788741
OG0001032	AMIN015967	LOC129797772
OG0001034	AMIN000397	LOC129795761, LOC129787325
OG0001036	AMIN001809	LOC129791200
OG0001037	AMIN006243	LOC129792572
OG0001039	AMIN003390, AMIN003387, AMIN003388	LOC129787219
OG0001040	AMIN001691, AMIN001692	LOC129790565, LOC129797394, LOC129790576
OG0001042	AMIN002230	LOC129796040, LOC129796033, LOC129796013, LOC129796003
OG0001044	AMIN008030	LOC129791588, LOC129791587
OG0001045	AMIN008350, AMIN005271	LOC129790522
OG0001047	AMIN016264	LOC129786341, LOC129786344, LOC129794036, LOC129786345
OG0001048	AMIN008279	LOC129797230, LOC129797229
OG0001049	AMIN007044, AMIN007042, AMIN007045	LOC129796382
OG0001050	AMIN010117	LOC129794622, LOC129790880
OG0001055	AMIN005476, AMIN004336	LOC129790165
OG0001057	AMIN003764	LOC129785857
OG0001058	AMIN004160	LOC129786362
OG0001059	AMIN003687	LOC129797218
OG0001060	AMIN003780	LOC129797828
OG0001061	AMIN001627, AMIN001626, AMIN001630	LOC129790603
OG0001062	AMIN005991	LOC129788539
OG0001063	AMIN000170, AMIN000169	LOC129788634
OG0001064	AMIN010943	LOC129791853
OG0001065	AMIN002119, AMIN002120	LOC129787932
OG0001066	AMIN000615, AMIN000617	LOC129789269
OG0001067	AMIN003259, AMIN003257, AMIN003258	LOC129789781
OG0001068	AMIN003177, AMIN003175	LOC129787046
OG0001069	AMIN003015, AMIN003014	LOC129787026
OG0001070	AMIN009549	LOC129793555
OG0001071	AMIN008387	LOC129795388
OG0001072	AMIN001002, AMIN001005	LOC129791290
OG0001073	AMIN005253, AMIN005254	LOC129790121
OG0001074	AMIN005048	LOC129788670
OG0001075	AMIN003953, AMIN003954	LOC129797022
OG0001076	AMIN002469, AMIN002470, AMIN002468	LOC129785981
OG0001077	AMIN008908	LOC129793752
OG0001078	AMIN000975, AMIN001937, AMIN009873, AMIN009872	LOC129788875
OG0001079	AMIN011488	LOC129793664
OG0001079	AMIN011491	LOC129793657
OG0001080	AMIN008441, AMIN008442, AMIN008440	LOC129791356
OG0001081	AMIN010172, AMIN010171	LOC129791844
OG0001082	AMIN005472	LOC129791458
OG0001083	AMIN009068, AMIN009070	LOC129795765
OG0001084	AMIN006872, AMIN006875	LOC129794593
OG0001085	AMIN006542	LOC129796635
OG0001086	AMIN010642, AMIN010640	LOC129792225
OG0001087	AMIN008206, AMIN006196	LOC129794078
OG0001090	AMIN004977, AMIN005063	LOC129786306
OG0001091	AMIN016060	LOC129794575
OG0001092	AMIN005744	LOC129788411, LOC129788409
OG0001094	AMIN001999, AMIN003901	LOC129790523, LOC129790524
OG0001095	AMIN007194, AMIN007195	LOC129794186
OG0001096	AMIN002055	LOC129790467, LOC129789266
OG0001097	AMIN001735	LOC129791217
OG0001098	AMIN005944, AMIN016144	LOC129791313
OG0001101	AMIN010394	LOC129793636
OG0001102	AMIN015757	LOC129791849
OG0001103	AMIN005413	LOC129794982
OG0001104	AMIN000780, AMIN000782	LOC129785976
OG0001105	AMIN003708, AMIN003705	LOC129797284
OG0001106	AMIN010606, AMIN010603	LOC129791987
OG0001107	AMIN003986, AMIN003987	LOC129797543
OG0001109	AMIN006240, AMIN006239	LOC129788390
OG0001110	AMIN011622, AMIN011621	LOC129791799
OG0001111	AMIN011548	LOC129792625
OG0001112	AMIN009312	LOC129794923
OG0001113	AMIN009994, AMIN009995	LOC129793132
OG0001115	AMIN016157, AMIN004187	LOC129787244, LOC129787243
OG0001123	AMIN007727, AMIN002886	LOC129787595
OG0001138	AMIN000512	LOC129793026
OG0001139	AMIN015609	LOC129792462
OG0001142	AMIN000881	LOC129797673, LOC129797675
OG0001144	AMIN011633	LOC129790186
OG0001145	AMIN005804, AMIN009888, AMIN005805	LOC129790848
OG0001147	AMIN010168	LOC129792090
OG0001148	AMIN000695	LOC129791114
OG0001149	AMIN000393	LOC129797593
OG0001150	AMIN009169, AMIN009166	LOC129794585
OG0001151	AMIN001819	LOC129790954
OG0001152	AMIN007075	LOC129790528
OG0001153	AMIN008797	LOC129795593
OG0001154	AMIN008806	LOC129795336
OG0001155	AMIN008799	LOC129795834
OG0001158	AMIN002500, AMIN002499	LOC129797717
OG0001159	AMIN010879, AMIN010881	LOC129793087
OG0001160	AMIN005106, AMIN005105	LOC129789294
OG0001162	AMIN015818	LOC129789452
OG0001163	AMIN006407	LOC129793609
OG0001166	AMIN006363	LOC129791338
OG0001167	AMIN009427	LOC129790044
OG0001168	AMIN004522	LOC129797215
OG0001170	AMIN010178	LOC129791829
OG0001171	AMIN003910, AMIN003909	LOC129794785
OG0001172	AMIN007984	LOC129787585
OG0001173	AMIN006798	LOC129797583
OG0001174	AMIN004122, AMIN004121	LOC129786251
OG0001175	AMIN004115, AMIN004117	LOC129787315
OG0001176	AMIN003957	LOC129797364
OG0001177	AMIN006333, AMIN005797	LOC129785986
OG0001178	AMIN001994	LOC129790517
OG0001179	AMIN001390, AMIN001388	LOC129791030
OG0001180	AMIN007064, AMIN007063	LOC129788976
OG0001181	AMIN000684, AMIN000679	LOC129786120
OG0001182	AMIN002553, AMIN002554	LOC129787593
OG0001183	AMIN000735, AMIN000734	LOC129786482
OG0001184	AMIN008267	LOC129795045
OG0001185	AMIN000592, AMIN000594	LOC129788331
OG0001186	AMIN000290, AMIN000288	LOC129790558
OG0001188	AMIN003869	LOC129786823
OG0001189	AMIN003531	LOC129787741
OG0001190	AMIN008626	LOC129794660
OG0001191	AMIN004463	LOC129796042
OG0001192	AMIN006834	LOC129795136, LOC129795137
OG0001194	AMIN008662, AMIN008664	LOC129797076, LOC129786937
OG0001195	AMIN008234	LOC129796300
OG0001196	AMIN008391, AMIN008390	LOC129796450
OG0001197	AMIN009348	LOC129796231
OG0001199	AMIN005356, AMIN005355	LOC129787441
OG0001200	AMIN007229	LOC129794951
OG0001201	AMIN006287	LOC129793638
OG0001202	AMIN002606	LOC129790675
OG0001204	AMIN002600, AMIN002601	LOC129788920
OG0001205	AMIN001913	LOC129788476
OG0001206	AMIN002843, AMIN002845	LOC129793483
OG0001207	AMIN004870	LOC129789730
OG0001208	AMIN009276	LOC129792511, LOC129790343
OG0001209	AMIN002768	LOC129787116
OG0001210	AMIN001023, AMIN001022	LOC129789059
OG0001211	AMIN014129	LOC129794278, LOC129789216, LOC129796320
OG0001212	AMIN016214	LOC129786776
OG0001215	AMIN015920	LOC129794117
OG0001218	AMIN010751	LOC129787982
OG0001219	AMIN010100	LOC129792661
OG0001220	AMIN007993, AMIN007994	LOC129792760
OG0001221	AMIN008134	LOC129795596
OG0001222	AMIN007210	LOC129792565
OG0001223	AMIN010277	LOC129789118
OG0001224	AMIN001712, AMIN001711	LOC129789722, LOC129788434
OG0001225	AMIN002003, AMIN002002	LOC129791107
OG0001226	AMIN001953, AMIN001952	LOC129789466
OG0001227	AMIN000799, AMIN000798	LOC129786360
OG0001229	AMIN011018, AMIN011017, AMIN011016	LOC129793019
OG0001230	AMIN001906	LOC129790742
OG0001231	AMIN009230	LOC129786580
OG0001232	AMIN003514	LOC129787800, LOC129797716, LOC129788785, LOC129788854
OG0001234	AMIN002494	LOC129797505
OG0001235	AMIN003152	LOC129797456
OG0001236	AMIN004029, AMIN004028	LOC129790098
OG0001237	AMIN009654, AMIN007084	LOC129788970
OG0001238	AMIN005146	LOC129790419
OG0001239	AMIN005832	LOC129790877
OG0001241	AMIN001732	LOC129789826
OG0001244	AMIN006909, AMIN006908	LOC129794671
OG0001245	AMIN001089, AMIN001090	LOC129790968
OG0001246	AMIN005074	LOC129792984
OG0001247	AMIN002950	LOC129794715, LOC129794718, LOC129791053
OG0001248	AMIN003117, AMIN003116	LOC129791559
OG0001249	AMIN000429	LOC129796838
OG0001251	AMIN005148	LOC129793082
OG0001252	AMIN016023	LOC129789405, LOC129786917
OG0001253	AMIN011119	LOC129792804
OG0001254	AMIN003115	LOC129789034
OG0001255	AMIN009515, AMIN009516	LOC129790304
OG0001257	AMIN006061, AMIN006060	LOC129791044
OG0001258	AMIN001331	LOC129794691, LOC129795222
OG0001259	AMIN001660	LOC129791214
OG0001260	AMIN014758, AMIN009843	LOC129789595
OG0001262	AMIN011585, AMIN011587	LOC129791832
OG0001263	AMIN003863	LOC129790926
