Orthogroup	AminimusMINIMUS1	AdirusWRAIR2
OG0000471	AMIN004410	ADIR004369
OG0000471	AMIN004408	ADIR004368
OG0000471	AMIN004400	ADIR001992
OG0000471	AMIN004409	ADIR011121
OG0000472	AMIN009159, AMIN009158	ADIR010905
OG0000473	AMIN016002, AMIN016001	ADIR015870
OG0000473	AMIN015997	ADIR015871
OG0000476	AMIN015548	ADIR015518
OG0000476	AMIN015549	ADIR015520
OG0000477	AMIN015736	ADIR015939
OG0000477	AMIN015796	ADIR015938
OG0000478	AMIN006764	ADIR009352
OG0000478	AMIN006763	ADIR009353
OG0000479	AMIN003190	ADIR003422
OG0000479	AMIN003192	ADIR003423
OG0000480	AMIN008804	ADIR000106, ADIR000107
OG0000481	AMIN015941	ADIR004329
OG0000482	AMIN015815	ADIR015529
OG0000482	AMIN015813	ADIR015530
OG0000484	AMIN007230	ADIR009697
OG0000484	AMIN015926	ADIR000755
OG0000485	AMIN006211	ADIR011226
OG0000486	AMIN008726	ADIR004130
OG0000486	AMIN002294	ADIR010048
OG0000487	AMIN009827	ADIR011456
OG0000487	AMIN005361	ADIR002382
OG0000488	AMIN005028	ADIR005675
OG0000489	AMIN005535	ADIR011660
OG0000489	AMIN005536	ADIR011661
OG0000490	AMIN008273	ADIR002278
OG0000491	AMIN003650	ADIR010196
OG0000492	AMIN005529	ADIR001274
OG0000492	AMIN015489	ADIR015512
OG0000493	AMIN003675	ADIR010823
OG0000493	AMIN003676	ADIR003156
OG0000494	AMIN008619	ADIR001926
OG0000495	AMIN007154	ADIR008544
OG0000496	AMIN016233	ADIR016174
OG0000496	AMIN016234	ADIR016173
OG0000497	AMIN003979	ADIR010268
OG0000497	AMIN016070	ADIR011592
OG0000499	AMIN010059	ADIR003605
OG0000500	AMIN005698	ADIR001164
OG0000500	AMIN011003	ADIR007528
OG0000502	AMIN015996	ADIR015872
OG0000502	AMIN007007	ADIR011596
OG0000503	AMIN003517	ADIR010403, ADIR010386
OG0000504	AMIN003505	ADIR010398
OG0000504	AMIN003013	ADIR005554
OG0000505	AMIN011215	ADIR004460
OG0000506	AMIN008841	ADIR000144
OG0000507	AMIN009824	ADIR011452
OG0000507	AMIN002620	ADIR006617
OG0000508	AMIN011314	ADIR016191
OG0000508	AMIN011311	ADIR007988
OG0000509	AMIN007998	ADIR007446, ADIR007447, ADIR007448
OG0000510	AMIN005108	ADIR000926
OG0000510	AMIN002964	ADIR002571
OG0000511	AMIN008024, AMIN008023	ADIR008094, ADIR016142
OG0000512	AMIN005370	ADIR002377
OG0000512	AMIN005371	ADIR002378
OG0000514	AMIN000976	ADIR008504
OG0000514	AMIN006790	ADIR004788
OG0000515	AMIN000903	ADIR015942
OG0000515	AMIN000905	ADIR015940
OG0000516	AMIN015783	ADIR002633
OG0000517	AMIN004090	ADIR005492
OG0000517	AMIN004091	ADIR005493
OG0000518	AMIN010315	ADIR007074
OG0000518	AMIN010316	ADIR007072
OG0000520	AMIN009633	ADIR006171
OG0000521	AMIN010473	ADIR007269
OG0000521	AMIN000859	ADIR010663
OG0000522	AMIN007265	ADIR003989
OG0000522	AMIN007262	ADIR003992
OG0000523	AMIN004760	ADIR005431
OG0000523	AMIN004761	ADIR005432
OG0000523	AMIN004944	ADIR004398
OG0000524	AMIN010979	ADIR007502
OG0000524	AMIN010980	ADIR007504
OG0000525	AMIN010455	ADIR007248
OG0000526	AMIN005825	ADIR001209
OG0000526	AMIN001122	ADIR004082
OG0000527	AMIN004131	ADIR005535
OG0000527	AMIN004132	ADIR005536
OG0000528	AMIN007833	ADIR007580
OG0000528	AMIN007829	ADIR007576
OG0000529	AMIN005861	ADIR009854
OG0000532	AMIN001270	ADIR009577, ADIR000358
OG0000532	AMIN007689	ADIR004188, ADIR004185, ADIR011722, ADIR000381, ADIR000350, ADIR000352
OG0000533	AMIN006603, AMIN006437, AMIN009376	ADIR009024
OG0000534	AMIN001371	ADIR004940
OG0000535	AMIN007082, AMIN007081	ADIR005911
OG0000536	AMIN011275	ADIR008027
OG0000536	AMIN008553	ADIR002347
OG0000538	AMIN003755	ADIR003261
OG0000539	AMIN003762	ADIR003268
OG0000539	AMIN003761	ADIR003267
OG0000540	AMIN005379	ADIR002371
OG0000541	AMIN009417	ADIR011392
OG0000541	AMIN006390	ADIR000730
OG0000542	AMIN002916	ADIR002521
OG0000543	AMIN008407	ADIR001792
OG0000544	AMIN001828	ADIR006076
OG0000546	AMIN002142	ADIR000983
OG0000547	AMIN006548	ADIR009748
OG0000547	AMIN011566	ADIR008851
OG0000549	AMIN010949	ADIR007473
OG0000549	AMIN005346	ADIR011705, ADIR011704
OG0000550	AMIN007688	ADIR004260
OG0000552	AMIN004124	ADIR005528
OG0000552	AMIN004126	ADIR005530
OG0000552	AMIN004125	ADIR005529
OG0000553	AMIN009893	ADIR008143
OG0000554	AMIN002293	ADIR010047
OG0000555	AMIN000002	ADIR005419
OG0000556	AMIN000436	ADIR002690
OG0000557	AMIN000396	ADIR002816
OG0000557	AMIN005429	ADIR001118
OG0000558	AMIN004650	ADIR010572
OG0000558	AMIN002017	ADIR001028
OG0000559	AMIN003274	ADIR010538
OG0000559	AMIN003273	ADIR010539
OG0000560	AMIN005299	ADIR004634
OG0000561	AMIN010697	ADIR003887
OG0000562	AMIN011522	ADIR008626, ADIR008625
OG0000563	AMIN000899	ADIR015945
OG0000564	AMIN009852	ADIR011483
OG0000565	AMIN004942	ADIR004400
OG0000565	AMIN005177	ADIR009049
OG0000566	AMIN008364	ADIR000074
OG0000567	AMIN007642	ADIR004302
OG0000567	AMIN008036	ADIR007725
OG0000568	AMIN001579	ADIR004213
OG0000569	AMIN002519	ADIR010351
OG0000570	AMIN004109	ADIR005510
OG0000571	AMIN011641	ADIR009253
OG0000572	AMIN008152	ADIR009206
OG0000572	AMIN008154	ADIR009208
OG0000573	AMIN005376	ADIR002372
OG0000574	AMIN006811, AMIN006813	ADIR004769
OG0000574	AMIN006812	ADIR004770
OG0000576	AMIN005183	ADIR000871
OG0000579	AMIN010666	ADIR007934
OG0000581	AMIN011482	ADIR001607, ADIR001609
OG0000582	AMIN016010	ADIR015869
OG0000582	AMIN016008	ADIR015868
OG0000583	AMIN010375, AMIN010374	ADIR006996
OG0000584	AMIN008750	ADIR000206
OG0000584	AMIN008751	ADIR000205
OG0000584	AMIN008748	ADIR000208
OG0000585	AMIN010150	ADIR006922
OG0000586	AMIN002818	ADIR003218
OG0000588	AMIN000874	ADIR010647
OG0000592	AMIN006993	ADIR011607, ADIR011598, ADIR006755, ADIR011612, ADIR011602, ADIR011599, ADIR011608, ADIR011606, ADIR011613, ADIR009462, ADIR011562, ADIR006754, ADIR016093, ADIR009461, ADIR005783
OG0000595	AMIN011662	ADIR009712, ADIR001030, ADIR009034, ADIR005289, ADIR009710
OG0000596	AMIN005864	ADIR001805, ADIR011638
OG0000601	AMIN004306	ADIR002178
OG0000606	AMIN003039	ADIR010706
OG0000607	AMIN008746	ADIR000209
OG0000608	AMIN001858	ADIR006043
OG0000608	AMIN001857	ADIR006044
OG0000609	AMIN009721	ADIR006271
OG0000610	AMIN010909	ADIR007166
OG0000610	AMIN010908	ADIR007165
OG0000611	AMIN010221	ADIR007100
OG0000612	AMIN001751	ADIR006139
OG0000613	AMIN003914	ADIR014298
OG0000613	AMIN003655	ADIR003502
OG0000614	AMIN010054	ADIR003599
OG0000615	AMIN010988	ADIR007513
OG0000617	AMIN009546	ADIR014435
OG0000617	AMIN009513	ADIR014433, ADIR014425
OG0000618	AMIN002658, AMIN002025	ADIR004564, ADIR001182
OG0000619	AMIN000286	ADIR003359
OG0000620	AMIN009595	ADIR011338
OG0000621	AMIN014163	ADIR009431
OG0000622	AMIN006522	ADIR005772
OG0000623	AMIN008790	ADIR001819
OG0000623	AMIN008600	ADIR001948
OG0000624	AMIN004070	ADIR006550
OG0000625	AMIN015791	ADIR015792
OG0000625	AMIN015790	ADIR015794
OG0000627	AMIN009215	ADIR005607
OG0000627	AMIN009220	ADIR005612
OG0000628	AMIN006622, AMIN006623	ADIR009278
OG0000629	AMIN005193	ADIR000859
OG0000630	AMIN015636	ADIR002291
OG0000630	AMIN008522	ADIR002307
OG0000631	AMIN005964	ADIR011098
OG0000633	AMIN005696	ADIR001162
OG0000633	AMIN007609	ADIR008662
OG0000634	AMIN005170	ADIR001434
OG0000634	AMIN004747	ADIR005413
OG0000635	AMIN002272	ADIR010027
OG0000635	AMIN002271	ADIR010026, ADIR005808
OG0000636	AMIN007685	ADIR004263
OG0000637	AMIN008498	ADIR010754
OG0000637	AMIN008499	ADIR010756
OG0000638	AMIN016100	ADIR016063
OG0000638	AMIN015811	ADIR015866
OG0000639	AMIN010292	ADIR007163
OG0000640	AMIN010958	ADIR007483
OG0000641	AMIN009728	ADIR006280
OG0000642	AMIN002983	ADIR002901
OG0000643	AMIN002346	ADIR010103
OG0000644	AMIN008329	ADIR000026
OG0000645	AMIN010790	ADIR008787
OG0000646	AMIN010229, AMIN006483, AMIN008386	ADIR007094
OG0000647	AMIN010304	ADIR007084
OG0000648	AMIN016197	ADIR015991
OG0000648	AMIN016198	ADIR015990
OG0000649	AMIN015853	ADIR015836
OG0000650	AMIN006615	ADIR009272
OG0000652	AMIN005736	ADIR001181
OG0000653	AMIN003046	ADIR010712
OG0000653	AMIN006166	ADIR011268
OG0000654	AMIN010501	ADIR007302
OG0000655	AMIN009939	ADIR008840
OG0000655	AMIN011103	ADIR007857
OG0000656	AMIN009750	ADIR006297
OG0000656	AMIN009751	ADIR006298
OG0000657	AMIN009848	ADIR011479
OG0000658	AMIN000840	ADIR008934
OG0000660	AMIN000258	ADIR003385
OG0000661	AMIN002009	ADIR001298
OG0000662	AMIN004472	ADIR002069
OG0000663	AMIN000084	ADIR005873
OG0000664	AMIN001564	ADIR004975
OG0000665	AMIN003292	ADIR010523
OG0000666	AMIN005051	ADIR001094
OG0000666	AMIN005054	ADIR001091
OG0000666	AMIN005053	ADIR001092
OG0000667	AMIN009272	ADIR005250
OG0000668	AMIN005541	ADIR011665
OG0000669	AMIN015631	ADIR005146
OG0000671	AMIN008788	ADIR005757
OG0000671	AMIN008789	ADIR001820
OG0000672	AMIN007203	ADIR011370
OG0000672	AMIN007201	ADIR011369
OG0000673	AMIN006706	ADIR009373
OG0000673	AMIN006707	ADIR009374
OG0000673	AMIN006708	ADIR009378
OG0000674	AMIN008880	ADIR000180
OG0000674	AMIN008881	ADIR000181
OG0000674	AMIN008882	ADIR000182
OG0000675	AMIN011603	ADIR004357
OG0000675	AMIN011605	ADIR004359
OG0000676	AMIN015866	ADIR015831
OG0000677	AMIN001151	ADIR004053
OG0000677	AMIN001147	ADIR004057
OG0000678	AMIN007606	ADIR008664
OG0000678	AMIN007607	ADIR008663
OG0000679	AMIN015567, AMIN015566	ADIR008098, ADIR008707
OG0000680	AMIN001979	ADIR001462
OG0000681	AMIN010032	ADIR003575
OG0000681	AMIN010031	ADIR003576
OG0000681	AMIN010025	ADIR003569
OG0000682	AMIN004645	ADIR010576
OG0000682	AMIN005619	ADIR001375
OG0000683	AMIN001714	ADIR011193
OG0000683	AMIN006784	ADIR004792
OG0000685	AMIN009377	ADIR009036, ADIR009689
OG0000686	AMIN003059	ADIR008968
OG0000687	AMIN009262	ADIR005260
OG0000687	AMIN007570	ADIR006874
OG0000689	AMIN010027	ADIR003571
OG0000690	AMIN007666	ADIR004280
OG0000691	AMIN009242	ADIR004519
OG0000693	AMIN010899	ADIR007172
OG0000694	AMIN003886, AMIN000912	ADIR015663
OG0000698	AMIN004846	ADIR010606
OG0000700	AMIN008937	ADIR000562
OG0000701	AMIN006561	ADIR009737
OG0000701	AMIN008914	ADIR000544
OG0000703	AMIN016139	ADIR002997
OG0000703	AMIN004198	ADIR002996
OG0000704	AMIN004774	ADIR005443
OG0000705	AMIN007582	ADIR014326
OG0000706	AMIN002735	ADIR008446
OG0000707	AMIN007926	ADIR007676
OG0000707	AMIN007931	ADIR007679
OG0000708	AMIN005196	ADIR000862
OG0000708	AMIN005195	ADIR000861
OG0000709	AMIN005651, AMIN005650	ADIR003944
OG0000710	AMIN002091, AMIN014055	ADIR001331
OG0000711	AMIN006854	ADIR000483
OG0000712	AMIN005030	ADIR005673
OG0000713	AMIN007371	ADIR003761
OG0000714	AMIN003947	ADIR010237
OG0000716	AMIN002912	ADIR002517
OG0000717	AMIN001545	ADIR004994
OG0000718	AMIN007484	ADIR009109
OG0000718	AMIN007486	ADIR009106
OG0000719	AMIN015579	ADIR015877
OG0000719	AMIN015581	ADIR015878
OG0000720	AMIN004036	ADIR005353
OG0000721	AMIN004717	ADIR015873
OG0000721	AMIN008814	ADIR000118
OG0000722	AMIN003926	ADIR010217
OG0000723	AMIN002838	ADIR008414
OG0000723	AMIN002335	ADIR010092
OG0000724	AMIN007628	ADIR004314, ADIR004315
OG0000725	AMIN007979	ADIR007428
OG0000726	AMIN004095	ADIR005496
OG0000726	AMIN004096	ADIR005497
OG0000727	AMIN008892	ADIR000192
OG0000727	AMIN008891	ADIR000191
OG0000728	AMIN005769	ADIR009268
OG0000729	AMIN009867	ADIR011499
OG0000729	AMIN005293	ADIR001420
OG0000730	AMIN008192	ADIR000405
OG0000731	AMIN007381	ADIR003750
OG0000732	AMIN000366	ADIR016014, ADIR016015
OG0000733	AMIN015963, AMIN015962	ADIR007422
OG0000734	AMIN005129	ADIR001121
OG0000734	AMIN006671	ADIR009318
OG0000735	AMIN007623	ADIR004318
OG0000735	AMIN002995	ADIR004573
OG0000736	AMIN010359	ADIR007028
OG0000736	AMIN010358	ADIR007029
OG0000737	AMIN002046	ADIR000955
OG0000738	AMIN001100	ADIR004104
OG0000738	AMIN001099	ADIR004106
OG0000739	AMIN016218	ADIR003755, ADIR003754
OG0000740	AMIN003088	ADIR008992
OG0000740	AMIN014279	ADIR008993
OG0000741	AMIN008125	ADIR009181
OG0000741	AMIN008122	ADIR009178
OG0000741	AMIN008124	ADIR009180
OG0000742	AMIN003205	ADIR003440, ADIR003439
OG0000743	AMIN004326	ADIR010773
OG0000744	AMIN001773	ADIR006121
OG0000745	AMIN003820	ADIR002922
OG0000746	AMIN003066	ADIR008974
OG0000747	AMIN000413, AMIN015470	ADIR002716
OG0000748	AMIN003290	ADIR010525
OG0000748	AMIN003291	ADIR010524
OG0000749	AMIN005487	ADIR001353
OG0000749	AMIN010411	ADIR007200
OG0000750	AMIN006330	ADIR010959
OG0000751	AMIN002061	ADIR001188
OG0000751	AMIN005610	ADIR001384
OG0000752	AMIN005490, AMIN003600	ADIR001235
OG0000753	AMIN010088	ADIR003634
OG0000753	AMIN006205	ADIR011231
OG0000754	AMIN011299	ADIR008000
OG0000756	AMIN016276	ADIR009868
OG0000757	AMIN001252	ADIR005640
OG0000760	AMIN004385, AMIN004528, AMIN004386	ADIR002003
OG0000761	AMIN001108	ADIR004099, ADIR004098
OG0000762	AMIN004012	ADIR008912
OG0000763	AMIN010348	ADIR007037
OG0000764	AMIN001845	ADIR006059
OG0000765	AMIN009531	ADIR005137
OG0000765	AMIN009527	ADIR005133
OG0000766	AMIN001248	ADIR005643
OG0000766	AMIN001251	ADIR005641
OG0000767	AMIN004492	ADIR002092
OG0000767	AMIN004495	ADIR002095
OG0000769	AMIN004315	ADIR010785
OG0000769	AMIN004314	ADIR010786
OG0000770	AMIN002106	ADIR001063
OG0000770	AMIN002108, AMIN002107	ADIR001062
OG0000771	AMIN005295	ADIR001418
OG0000772	AMIN007922	ADIR007672
OG0000772	AMIN009898, AMIN007923	ADIR007673
OG0000773	AMIN001511	ADIR004802, ADIR004801
OG0000774	AMIN004490	ADIR002089
OG0000774	AMIN004489	ADIR002087
OG0000775	AMIN011331	ADIR004192
OG0000775	AMIN011332	ADIR004194
OG0000776	AMIN004234	ADIR002136
OG0000776	AMIN004233	ADIR002137
OG0000777	AMIN011523	ADIR008628
OG0000777	AMIN011528	ADIR008631
OG0000777	AMIN011524	ADIR008629
OG0000778	AMIN002772	ADIR006485
OG0000779	AMIN007681	ADIR004267
OG0000779	AMIN007680	ADIR004269
OG0000784	AMIN006667	ADIR009843
OG0000786	AMIN003008	ADIR005558
OG0000787	AMIN011661, AMIN001233	ADIR009031
OG0000791	AMIN004371, AMIN004370	ADIR002016
OG0000792	AMIN010412	ADIR007201
OG0000793	AMIN006556	ADIR009740
OG0000793	AMIN006555	ADIR009741
OG0000794	AMIN003981	ADIR010270, ADIR010269
OG0000795	AMIN006473, AMIN006438, AMIN006664	ADIR011735
OG0000799	AMIN002826	ADIR009139
OG0000800	AMIN004040	ADIR006579
OG0000800	AMIN004039	ADIR006580
OG0000801	AMIN003410	ADIR010498
OG0000801	AMIN003411	ADIR010497
OG0000802	AMIN007213, AMIN011666	ADIR000764
OG0000803	AMIN001791	ADIR015524
OG0000803	AMIN015814	ADIR015531
OG0000804	AMIN006387	ADIR000727
OG0000805	AMIN010219	ADIR007101
OG0000806	AMIN009183	ADIR002166
OG0000808	AMIN006359	ADIR010933
OG0000808	AMIN006360	ADIR010932
OG0000810	AMIN005167	ADIR001431
OG0000811	AMIN005473, AMIN005164	ADIR004618
OG0000812	AMIN000316	ADIR003249
OG0000813	AMIN009800	ADIR000634
OG0000813	AMIN009799	ADIR000633
OG0000814	AMIN006535	ADIR009761
OG0000815	AMIN009254	ADIR005227
OG0000816	AMIN004773	ADIR005442
OG0000817	AMIN008879, AMIN005216	ADIR000841
OG0000818	AMIN005027	ADIR005676
OG0000820	AMIN004411	ADIR004370
OG0000821	AMIN002077	ADIR001683, ADIR001351
OG0000822	AMIN000167	ADIR010685
OG0000823	AMIN008617	ADIR001927
OG0000825	AMIN003491	ADIR010416
OG0000825	AMIN003493	ADIR010413
OG0000827	AMIN008535	ADIR002292
OG0000828	AMIN005213	ADIR000838
OG0000829	AMIN005324	ADIR011677
OG0000830	AMIN003548	ADIR010358
OG0000831	AMIN006617	ADIR009274, ADIR009275
OG0000832	AMIN002709	ADIR006400
OG0000832	AMIN002710	ADIR006401
OG0000833	AMIN005624, AMIN005623, AMIN002585	ADIR007368, ADIR008898
OG0000834	AMIN007227	ADIR009694
OG0000835	AMIN015867	ADIR015832
OG0000835	AMIN015865	ADIR015833
OG0000836	AMIN009645	ADIR006190
OG0000837	AMIN011511	ADIR008614
OG0000838	AMIN005566	ADIR001536
OG0000839	AMIN002681	ADIR004532
OG0000840	AMIN006873	ADIR000464
OG0000841	AMIN007142	ADIR005969
OG0000842	AMIN016014	ADIR015884
OG0000842	AMIN016015	ADIR015676
OG0000843	AMIN002747	ADIR008436
OG0000844	AMIN016188, AMIN005381	ADIR016091, ADIR015731
OG0000845	AMIN014862	ADIR014752
OG0000846	AMIN004594	ADIR006677
OG0000847	AMIN005435	ADIR000816
OG0000849	AMIN003267	ADIR010544
OG0000850	AMIN001224	ADIR009876, ADIR011650, ADIR009781, ADIR009782, ADIR009779
OG0000852	AMIN007207, AMIN006783, AMIN010226, AMIN009132, AMIN004322	ADIR010778
OG0000853	AMIN011125	ADIR007834
OG0000854	AMIN010048	ADIR003593
OG0000854	AMIN010047	ADIR003592
OG0000855	AMIN005292	ADIR001421
OG0000856	AMIN010508, AMIN010509	ADIR007310
OG0000857	AMIN004794	ADIR005462
OG0000858	AMIN003765	ADIR003271
OG0000859	AMIN004995	ADIR005731
OG0000860	AMIN005458	ADIR001450
OG0000861	AMIN008606	ADIR001941
OG0000862	AMIN010111	ADIR003661
OG0000862	AMIN010130	ADIR003681
OG0000863	AMIN010434	ADIR007225
OG0000864	AMIN006245	ADIR011041
OG0000864	AMIN006246	ADIR011040
OG0000865	AMIN005467	ADIR001249
OG0000865	AMIN007173	ADIR004962
OG0000866	AMIN011127	ADIR007832
OG0000866	AMIN011128	ADIR007831
OG0000867	AMIN003607	ADIR010148
OG0000868	AMIN009960	ADIR008592
OG0000868	AMIN009956	ADIR008589
OG0000869	AMIN010932	ADIR007455
OG0000870	AMIN007260	ADIR003994
OG0000871	AMIN001525	ADIR005012
OG0000872	AMIN010271	ADIR007136
OG0000873	AMIN007294	ADIR003777
OG0000874	AMIN005902	ADIR000667
OG0000874	AMIN005901	ADIR000666
OG0000875	AMIN005449	ADIR001440
OG0000876	AMIN000345	ADIR008398
OG0000877	AMIN004669, AMIN002993	ADIR002909
OG0000878	AMIN011498	ADIR001592
OG0000879	AMIN015599, AMIN015598	ADIR011249
OG0000880	AMIN007698	ADIR004245
OG0000881	AMIN002676	ADIR004537
OG0000881	AMIN002674	ADIR004539
OG0000882	AMIN008476, AMIN008475	ADIR001720
OG0000882	AMIN008478	ADIR001718
OG0000883	AMIN011057	ADIR007904
OG0000884	AMIN004966	ADIR005703
OG0000884	AMIN004962	ADIR005700
OG0000885	AMIN002663	ADIR004569
OG0000885	AMIN002664	ADIR004570
OG0000886	AMIN007762	ADIR007346
OG0000886	AMIN007758	ADIR007342
OG0000887	AMIN010554	ADIR008198
OG0000887	AMIN002394	ADIR009856
OG0000888	AMIN001617	ADIR009726
OG0000888	AMIN001618	ADIR009724
OG0000888	AMIN001619	ADIR009723
OG0000889	AMIN007853	ADIR007599
OG0000889	AMIN007857	ADIR007602
OG0000889	AMIN007854	ADIR007600
OG0000890	AMIN004575	ADIR006657
OG0000890	AMIN004578	ADIR006660
OG0000891	AMIN004067	ADIR006553
OG0000891	AMIN004064	ADIR006556
OG0000893	AMIN000745	ADIR002643
OG0000894	AMIN007146	ADIR008534, ADIR008537
OG0000895	AMIN005450	ADIR014136, ADIR001441
OG0000896	AMIN001698	ADIR000581
OG0000897	AMIN007495	ADIR011709
OG0000900	AMIN005076	ADIR001006
OG0000901	AMIN008822, AMIN008821	ADIR000126
OG0000902	AMIN005263	ADIR000784
OG0000902	AMIN005262	ADIR008391
OG0000903	AMIN010665	ADIR007935
OG0000904	AMIN016094	ADIR015787
OG0000904	AMIN016093	ADIR002454
OG0000905	AMIN006476	ADIR014399
OG0000906	AMIN010094	ADIR003641
OG0000906	AMIN010093	ADIR003640
OG0000907	AMIN003529	ADIR010374
OG0000908	AMIN004225, AMIN000972	ADIR002967
OG0000909	AMIN004174	ADIR008464
OG0000909	AMIN004173	ADIR008466
OG0000910	AMIN003898	ADIR003521, ADIR003520
OG0000911	AMIN005201	ADIR001012
OG0000913	AMIN004902	ADIR004443
OG0000922	AMIN006499	ADIR009005, ADIR006764
OG0000925	AMIN011434	ADIR001658
OG0000926	AMIN009606	ADIR014973
OG0000926	AMIN008050	ADIR016200
OG0000926	AMIN007702	ADIR004243
OG0000927	AMIN004421, AMIN004420, AMIN011464, AMIN011444, AMIN011414, AMIN004395, AMIN004422	ADIR004380
OG0000928	AMIN008729	ADIR009630
OG0000929	AMIN006298	ADIR010990, ADIR014948
OG0000929	AMIN006297	ADIR010991
OG0000940	AMIN006257	ADIR011030
OG0000941	AMIN000656	ADIR002843, ADIR002842
OG0000942	AMIN000394	ADIR002814
OG0000943	AMIN008564	ADIR015770
OG0000944	AMIN000418	ADIR002711
OG0000945	AMIN005200	ADIR000867
OG0000946	AMIN005993	ADIR011067
OG0000946	AMIN005992	ADIR011068
OG0000947	AMIN005024	ADIR005680
OG0000948	AMIN006406	ADIR000744
OG0000949	AMIN006044	ADIR011178
OG0000950	AMIN009802	ADIR000636
OG0000951	AMIN010985	ADIR007510
OG0000952	AMIN005746	ADIR000888
OG0000952	AMIN005747, AMIN008233	ADIR002704
OG0000953	AMIN005407	ADIR001522
OG0000954	AMIN001996	ADIR001308
OG0000954	AMIN001998	ADIR001307
OG0000955	AMIN003445	ADIR010464
OG0000956	AMIN007072	ADIR014508
OG0000956	AMIN010334	ADIR007056
OG0000957	AMIN016025	ADIR015908
OG0000957	AMIN016024	ADIR015909
OG0000958	AMIN003537	ADIR004809
OG0000958	AMIN005628	ADIR003923, ADIR004810
OG0000959	AMIN003328	ADIR005324
OG0000959	AMIN003330	ADIR005326
OG0000960	AMIN003889	ADIR008258
OG0000960	AMIN003892	ADIR008256, ADIR010734
OG0000961	AMIN015960	ADIR007697
OG0000962	AMIN003862	ADIR008280
OG0000963	AMIN000438	ADIR002688
OG0000963	AMIN000439	ADIR002686
OG0000964	AMIN008982	ADIR000239
OG0000965	AMIN010793	ADIR008783
OG0000967	AMIN002911	ADIR015702
OG0000968	AMIN002113, AMIN000054	ADIR001057
OG0000969	AMIN008175	ADIR009225
OG0000970	AMIN005393	ADIR016117, ADIR002256, ADIR000903
OG0000972	AMIN009726	ADIR006278
OG0000973	AMIN004868	ADIR006725
OG0000973	AMIN004869	ADIR006726
OG0000974	AMIN001752, AMIN009795	ADIR006144
OG0000975	AMIN010995	ADIR007520
OG0000976	AMIN011179	ADIR007778
OG0000976	AMIN011180	ADIR007776
OG0000977	AMIN003896	ADIR010731
OG0000978	AMIN001929	ADIR008533, ADIR008532
OG0000979	AMIN009863	ADIR011494
OG0000980	AMIN005697	ADIR001163
OG0000982	AMIN005578	ADIR000845
OG0000982	AMIN005579	ADIR000844
OG0000983	AMIN004697	ADIR005364
OG0000984	AMIN011029	ADIR007396
OG0000984	AMIN011027	ADIR007394
OG0000986	AMIN001244	ADIR005647
OG0000987	AMIN001869	ADIR006032
OG0000988	AMIN006425	ADIR005981
OG0000989	AMIN005002	ADIR005738
OG0000990	AMIN001887	ADIR006013
OG0000991	AMIN008989	ADIR000231
OG0000992	AMIN011100	ADIR007862
OG0000993	AMIN003577	ADIR009921
OG0000994	AMIN011148	ADIR007809
OG0000995	AMIN001280	ADIR000369
OG0000996	AMIN009519	ADIR005123
OG0000997	AMIN010086	ADIR003631
OG0000997	AMIN010087	ADIR003633
OG0000998	AMIN004777	ADIR005445
OG0000999	AMIN008453	ADIR001743
OG0000999	AMIN008454	ADIR001742
OG0001000	AMIN004305	ADIR002180
OG0001001	AMIN001667	ADIR006808, ADIR006820
OG0001002	AMIN001925	ADIR005976
OG0001003	AMIN005789	ADIR014477
OG0001004	AMIN010597	ADIR008236
OG0001005	AMIN005179, AMIN004616	ADIR000854
OG0001006	AMIN005829	ADIR000927
OG0001007	AMIN002047, AMIN006341	ADIR014008
OG0001008	AMIN008491	ADIR001703
OG0001009	AMIN005477	ADIR000803
OG0001010	AMIN005139	ADIR004598
OG0001011	AMIN002616	ADIR006614
OG0001011	AMIN002614	ADIR006612
OG0001012	AMIN006069	ADIR016071
OG0001013	AMIN005771	ADIR004335
OG0001014	AMIN001357	ADIR004702
