Orthogroup	AminimusMINIMUS1	AsinensisChina
OG0000445	AMIN008997	ASIC015510
OG0000446	AMIN007883	ASIC017399, ASIC017397
OG0000447	AMIN015485	ASIC003833
OG0000447	AMIN015486	ASIC003829
OG0000448	AMIN010314	ASIC003765
OG0000448	AMIN000368	ASIC012623
OG0000449	AMIN005171	ASIC003960
OG0000449	AMIN006588	ASIC005404
OG0000450	AMIN009737	ASIC020787
OG0000450	AMIN016018	ASIC020791
OG0000451	AMIN002070	ASIC016924
OG0000451	AMIN002072	ASIC016917, ASIC016922
OG0000452	AMIN015851	ASIC009849, ASIC020091, ASIC009840, ASIC009847, ASIC020090, ASIC009848, ASIC009850
OG0000453	AMIN008351	ASIC003644
OG0000453	AMIN006656	ASIC012850, ASIC012851
OG0000454	AMIN001771	ASIC006736
OG0000455	AMIN010071	ASIC019673
OG0000455	AMIN008404	ASIC004791
OG0000456	AMIN010925	ASIC011658
OG0000457	AMIN003469	ASIC015718
OG0000457	AMIN003467	ASIC015722
OG0000458	AMIN001697	ASIC017734
OG0000458	AMIN001694, AMIN001693	ASIC017741
OG0000460	AMIN004000	ASIC021718
OG0000461	AMIN005596	ASIC006228
OG0000461	AMIN005597	ASIC006229
OG0000462	AMIN008300	ASIC019364
OG0000462	AMIN008301	ASIC019366
OG0000465	AMIN000102	ASIC014237
OG0000465	AMIN005739	ASIC003894
OG0000466	AMIN008413	ASIC004777
OG0000466	AMIN006890	ASIC017831
OG0000471	AMIN004399, AMIN004410, AMIN004408, AMIN004400, AMIN004409	ASIC014821, ASIC014823
OG0000472	AMIN009159	ASIC005313, ASIC003870, ASIC003865, ASIC003869, ASIC005315, ASIC003863
OG0000472	AMIN009158	ASIC003864, ASIC003867
OG0000473	AMIN016002, AMIN016001	ASIC016008, ASIC000169
OG0000473	AMIN007008, AMIN015997	ASIC000170
OG0000476	AMIN015548	ASIC009230
OG0000476	AMIN015549	ASIC009231
OG0000477	AMIN015736	ASIC000652
OG0000477	AMIN015796	ASIC000651
OG0000478	AMIN006763	ASIC002617
OG0000479	AMIN003190	ASIC004164
OG0000480	AMIN008804	ASIC020530
OG0000481	AMIN015941	ASIC002432
OG0000481	AMIN015942	ASIC008638, ASIC002429
OG0000482	AMIN015815	ASIC006605
OG0000482	AMIN015813	ASIC006582
OG0000484	AMIN007230	ASIC017359
OG0000484	AMIN015926	ASIC001455
OG0000485	AMIN006211	ASIC006858, ASIC006950
OG0000486	AMIN008726	ASIC016975
OG0000486	AMIN002294	ASIC011434
OG0000487	AMIN009827	ASIC006102
OG0000487	AMIN005361	ASIC017111
OG0000488	AMIN005028	ASIC009315, ASIC009314, ASIC009312
OG0000489	AMIN005535	ASIC004414
OG0000489	AMIN005536	ASIC004437
OG0000490	AMIN008273	ASIC018244
OG0000490	AMIN008250	ASIC018249
OG0000491	AMIN016162	ASIC008922
OG0000491	AMIN003650	ASIC013988
OG0000492	AMIN005529	ASIC006208
OG0000492	AMIN015489	ASIC006198
OG0000493	AMIN003675, AMIN003676	ASIC005328
OG0000495	AMIN007154	ASIC012830
OG0000496	AMIN016233, AMIN016234	ASIC006139
OG0000497	AMIN016070	ASIC003415
OG0000499	AMIN010059	ASIC019661
OG0000500	AMIN005698	ASIC010264
OG0000500	AMIN011003	ASIC015176
OG0000501	AMIN006982	ASIC010971, ASIC013654, ASIC010970
OG0000502	AMIN015996	ASIC000171
OG0000502	AMIN007007	ASIC003404
OG0000503	AMIN003517	ASIC004851
OG0000504	AMIN003505	ASIC002831
OG0000504	AMIN003013	ASIC005768
OG0000505	AMIN011215	ASIC016895, ASIC016894
OG0000506	AMIN007882	ASIC017398
OG0000506	AMIN008841	ASIC017513
OG0000507	AMIN009824	ASIC006096
OG0000507	AMIN002620	ASIC008822
OG0000508	AMIN011314	ASIC018971
OG0000508	AMIN011311	ASIC018968
OG0000509	AMIN007998	ASIC016623, ASIC016624
OG0000510	AMIN005108	ASIC006783
OG0000511	AMIN008024, AMIN008023	ASIC018684, ASIC018683
OG0000512	AMIN005370	ASIC017132
OG0000512	AMIN005371	ASIC017133
OG0000514	AMIN000976	ASIC020694
OG0000514	AMIN006790	ASIC009980
OG0000515	AMIN000903	ASIC006036
OG0000515	AMIN000905	ASIC006038
OG0000516	AMIN015782	ASIC004630
OG0000516	AMIN015783	ASIC004631
OG0000517	AMIN004090, AMIN004091	ASIC020109
OG0000518	AMIN010315	ASIC003764
OG0000519	AMIN007982	ASIC016591
OG0000520	AMIN009633	ASIC006463
OG0000521	AMIN010473	ASIC019716
OG0000522	AMIN007265	ASIC007537
OG0000522	AMIN007262	ASIC007522
OG0000523	AMIN004760	ASIC005435
OG0000523	AMIN004944	ASIC009124
OG0000524	AMIN010979	ASIC015079
OG0000524	AMIN010980	ASIC015078
OG0000525	AMIN010455	ASIC019757
OG0000526	AMIN005825	ASIC004001
OG0000526	AMIN001122	ASIC013447
OG0000527	AMIN004131	ASIC006188
OG0000527	AMIN004132	ASIC006184
OG0000528	AMIN007833	ASIC019523
OG0000528	AMIN007829	ASIC019533
OG0000532	AMIN001270, AMIN007689	ASIC018851, ASIC018842
OG0000534	AMIN001371	ASIC006534
OG0000535	AMIN007082	ASIC007433
OG0000535	AMIN007081	ASIC007432
OG0000536	AMIN011275	ASIC018664
OG0000536	AMIN008553	ASIC018175
OG0000538	AMIN003755	ASIC013828
OG0000539	AMIN003762, AMIN003761	ASIC008347
OG0000540	AMIN005379	ASIC006350
OG0000541	AMIN009417	ASIC020746
OG0000541	AMIN006390	ASIC016037
OG0000542	AMIN002916	ASIC009920
OG0000543	AMIN008407	ASIC004786, ASIC004787
OG0000546	AMIN002142	ASIC005135, ASIC005132
OG0000547	AMIN006548	ASIC015901
OG0000548	AMIN005326	ASIC003926
OG0000549	AMIN010949	ASIC011717
OG0000549	AMIN005346	ASIC000602
OG0000550	AMIN007688	ASIC018855
OG0000551	AMIN004699	ASIC020945
OG0000552	AMIN004124, AMIN004126	ASIC011854
OG0000553	AMIN009893	ASIC012929
OG0000554	AMIN002293	ASIC011433
OG0000556	AMIN000436	ASIC008295
OG0000557	AMIN000396, AMIN005429	ASIC016139, ASIC016141, ASIC020362
OG0000558	AMIN004650	ASIC021641
OG0000558	AMIN002017	ASIC005215
OG0000559	AMIN003274	ASIC004610
OG0000560	AMIN005299	ASIC010256
OG0000561	AMIN010697	ASIC001853
OG0000562	AMIN011522	ASIC019233, ASIC019235
OG0000563	AMIN000899	ASIC003207
OG0000564	AMIN009852	ASIC002237, ASIC002236
OG0000565	AMIN004942	ASIC009122
OG0000565	AMIN005177	ASIC009643
OG0000566	AMIN008364	ASIC012715
OG0000567	AMIN007642	ASIC013727
OG0000568	AMIN001579	ASIC016809, ASIC016808
OG0000569	AMIN002519	ASIC000871
OG0000570	AMIN004109	ASIC001573, ASIC009759
OG0000571	AMIN011641	ASIC009155
OG0000572	AMIN008152	ASIC009149
OG0000573	AMIN008055, AMIN005376	ASIC017361
OG0000574	AMIN006811, AMIN006813	ASIC014642
OG0000574	AMIN006812	ASIC014643
OG0000576	AMIN005183	ASIC009682
OG0000577	AMIN006494	ASIC003129
OG0000577	AMIN003222	ASIC003128
OG0000579	AMIN010666	ASIC019246
OG0000581	AMIN011482	ASIC016520, ASIC016521
OG0000582	AMIN016010	ASIC022080
OG0000583	AMIN010375, AMIN010374	ASIC002495
OG0000584	AMIN008751	ASIC014518
OG0000584	AMIN008748	ASIC014523
OG0000585	AMIN010150	ASIC012896, ASIC012897
OG0000586	AMIN002818	ASIC010040
OG0000588	AMIN000874	ASIC011985
OG0000595	AMIN011662	ASIC002794, ASIC016298, ASIC016309
OG0000601	AMIN004306	ASIC017779, ASIC015260, ASIC017781, ASIC017780, ASIC017783, ASIC017778, ASIC017777
OG0000606	AMIN003039	ASIC009431
OG0000608	AMIN001858	ASIC007273
OG0000608	AMIN001857	ASIC007276
OG0000609	AMIN009721	ASIC006672
OG0000610	AMIN010908	ASIC002451
OG0000611	AMIN010221	ASIC016343
OG0000613	AMIN003914	ASIC011367
OG0000613	AMIN003655	ASIC011361
OG0000614	AMIN010054	ASIC019653
OG0000615	AMIN010988	ASIC015191
OG0000618	AMIN002658, AMIN002025	ASIC011972, ASIC007617
OG0000619	AMIN000286	ASIC014716
OG0000620	AMIN009595	ASIC012033
OG0000621	AMIN014163	ASIC010689
OG0000622	AMIN006522	ASIC005585
OG0000623	AMIN008790	ASIC005025
OG0000623	AMIN008600	ASIC018080
OG0000624	AMIN004070	ASIC003474
OG0000625	AMIN015791	ASIC012166
OG0000625	AMIN015790	ASIC012167
OG0000627	AMIN009215	ASIC015345, ASIC015349
OG0000627	AMIN009220	ASIC015335
OG0000628	AMIN006623	ASIC010145, ASIC010153
OG0000630	AMIN015636	ASIC015202
OG0000630	AMIN008522	ASIC019468
OG0000631	AMIN005964	ASIC013517
OG0000633	AMIN005696	ASIC010261
OG0000633	AMIN007609	ASIC018590
OG0000634	AMIN005170, AMIN004747	ASIC020589
OG0000635	AMIN002271	ASIC011390
OG0000636	AMIN007685	ASIC018863
OG0000637	AMIN008498	ASIC014475
OG0000637	AMIN008499	ASIC014478, ASIC014477
OG0000638	AMIN016100	ASIC015263
OG0000638	AMIN015811	ASIC012121
OG0000639	AMIN010292	ASIC003698
OG0000640	AMIN010958	ASIC011609
OG0000641	AMIN009728	ASIC006689, ASIC006690
OG0000642	AMIN002983	ASIC013922
OG0000643	AMIN002346	ASIC011571, ASIC011572
OG0000644	AMIN008329	ASIC015378, ASIC015379
OG0000647	AMIN010304	ASIC003826
OG0000648	AMIN016197, AMIN016198	ASIC013609
OG0000649	AMIN015853	ASIC020095, ASIC020093, ASIC020094
OG0000650	AMIN006615	ASIC010159
OG0000651	AMIN006952, AMIN006951	ASIC017959
OG0000652	AMIN005736	ASIC017015
OG0000653	AMIN003046	ASIC009438
OG0000653	AMIN006166	ASIC017682
OG0000654	AMIN010501	ASIC019681
OG0000655	AMIN009939	ASIC003101
OG0000656	AMIN009750	ASIC020766
OG0000656	AMIN009751	ASIC020763
OG0000657	AMIN009848	ASIC002248
OG0000658	AMIN000840	ASIC012368
OG0000659	AMIN015780	ASIC004626
OG0000659	AMIN015781	ASIC004625
OG0000660	AMIN000258	ASIC002150
OG0000661	AMIN007663, AMIN002009	ASIC010596, ASIC020488
OG0000662	AMIN004472	ASIC022183, ASIC022185, ASIC022186, ASIC022184
OG0000663	AMIN000084	ASIC014312
OG0000664	AMIN001564	ASIC005889
OG0000665	AMIN003292	ASIC004570, ASIC004569
OG0000666	AMIN005054	ASIC016904, ASIC016903
OG0000666	AMIN005053	ASIC016901
OG0000667	AMIN009272	ASIC008479
OG0000668	AMIN005541	ASIC006798
OG0000669	AMIN015631	ASIC017202
OG0000669	AMIN015633	ASIC017201
OG0000671	AMIN008788	ASIC005036, ASIC005042, ASIC005041
OG0000671	AMIN008789	ASIC005035
OG0000672	AMIN007203	ASIC008550
OG0000672	AMIN007201	ASIC008546
OG0000673	AMIN006706	ASIC020840
OG0000673	AMIN006708	ASIC004282
OG0000674	AMIN008880	ASIC011893
OG0000674	AMIN008881	ASIC011909
OG0000674	AMIN008882	ASIC011907
OG0000675	AMIN011603	ASIC009194
OG0000675	AMIN011605	ASIC009192
OG0000676	AMIN015866	ASIC009273
OG0000677	AMIN001147	ASIC013419
OG0000678	AMIN007606	ASIC018598
OG0000678	AMIN007607	ASIC018592
OG0000679	AMIN015567	ASIC011060
OG0000679	AMIN015566	ASIC011058
OG0000680	AMIN001979	ASIC020285
OG0000681	AMIN010031	ASIC019611
OG0000681	AMIN010025	ASIC019602
OG0000682	AMIN004645, AMIN005619	ASIC007710, ASIC001898
OG0000683	AMIN006784	ASIC009973
OG0000684	AMIN015534, AMIN015535	ASIC013707
OG0000687	AMIN009262, AMIN007570	ASIC008485, ASIC008467
OG0000689	AMIN010028	ASIC019604
OG0000689	AMIN010027	ASIC019603
OG0000690	AMIN007666	ASIC005613, ASIC013757, ASIC013751, ASIC013754, ASIC013745, ASIC005615, ASIC005616
OG0000691	AMIN009242	ASIC020901
OG0000694	AMIN003886, AMIN000912	ASIC004226
OG0000698	AMIN004846	ASIC002954, ASIC004743
OG0000699	AMIN008604	ASIC010756
OG0000700	AMIN008937	ASIC015382
OG0000701	AMIN006561	ASIC015884
OG0000701	AMIN008914	ASIC017991
OG0000703	AMIN016139, AMIN004198	ASIC021784
OG0000704	AMIN004774	ASIC012649
OG0000705	AMIN007582	ASIC012203
OG0000706	AMIN002735	ASIC021044
OG0000707	AMIN007926	ASIC001005, ASIC001006
OG0000707	AMIN007930	ASIC001004
OG0000708	AMIN005195	ASIC007091
OG0000709	AMIN005651, AMIN005650	ASIC016024, ASIC009545
OG0000710	AMIN002091, AMIN014055	ASIC017105
OG0000711	AMIN006854	ASIC018376, ASIC018377
OG0000712	AMIN005030	ASIC009318
OG0000713	AMIN007371	ASIC000957
OG0000714	AMIN003947	ASIC013805
OG0000716	AMIN002912	ASIC009916
OG0000717	AMIN001545	ASIC002030
OG0000718	AMIN007484	ASIC011830
OG0000720	AMIN004036	ASIC003556
OG0000721	AMIN004717, AMIN008814	ASIC020534
OG0000722	AMIN003926	ASIC022221
OG0000723	AMIN002838	ASIC014878
OG0000723	AMIN002335	ASIC011561
OG0000724	AMIN007628	ASIC013777
OG0000725	AMIN007979	ASIC007620, ASIC002939, ASIC006218, ASIC005285
OG0000726	AMIN004095	ASIC020143, ASIC006866
OG0000726	AMIN004096	ASIC020142
OG0000727	AMIN008892	ASIC011928
OG0000727	AMIN008891	ASIC011923
OG0000728	AMIN005769	ASIC004841, ASIC020452
OG0000729	AMIN009867, AMIN005293	ASIC010226, ASIC012775
OG0000730	AMIN008192	ASIC017919
OG0000731	AMIN001221	ASIC009453
OG0000731	AMIN007381	ASIC011790
OG0000732	AMIN000366	ASIC012635
OG0000733	AMIN015963	ASIC011002
OG0000733	AMIN015962	ASIC011013
OG0000734	AMIN005129, AMIN006671	ASIC012871
OG0000735	AMIN007623	ASIC019585
OG0000735	AMIN002995	ASIC003487
OG0000736	AMIN010359, AMIN010358	ASIC003780
OG0000737	AMIN002046	ASIC009472
OG0000738	AMIN001100	ASIC013483
OG0000738	AMIN001099	ASIC013482
OG0000739	AMIN016218	ASIC000950
OG0000740	AMIN003088	ASIC008050
OG0000740	AMIN014279	ASIC008048
OG0000741	AMIN008125	ASIC014976
OG0000741	AMIN008124	ASIC014978
OG0000742	AMIN003205	ASIC005647
OG0000743	AMIN004326	ASIC018366
OG0000744	AMIN001767	ASIC006740
OG0000744	AMIN001773	ASIC006734
OG0000745	AMIN003820	ASIC002565
OG0000746	AMIN003066	ASIC020209
OG0000747	AMIN000413	ASIC008334
OG0000747	AMIN015470	ASIC008323
OG0000748	AMIN003290	ASIC004573
OG0000748	AMIN003291	ASIC004572
OG0000749	AMIN005487, AMIN010411	ASIC019830
OG0000750	AMIN006331	ASIC017662
OG0000750	AMIN006330	ASIC017661
OG0000751	AMIN002061	ASIC016940
OG0000751	AMIN005610	ASIC006249
OG0000752	AMIN005490, AMIN003600	ASIC015937, ASIC004455
OG0000753	AMIN010088	ASIC019082
OG0000753	AMIN006205	ASIC006943
OG0000754	AMIN011299	ASIC019253
OG0000756	AMIN016277	ASIC013275, ASIC013278, ASIC013276
OG0000756	AMIN016276	ASIC013274
OG0000757	AMIN001252	ASIC015282
OG0000760	AMIN004528, AMIN004386	ASIC014804
OG0000761	AMIN001108	ASIC013465, ASIC013463
OG0000762	AMIN004012	ASIC008819
OG0000763	AMIN010350	ASIC003794
OG0000763	AMIN010348	ASIC003797
OG0000764	AMIN001845	ASIC007332
OG0000765	AMIN009531	ASIC017213
OG0000765	AMIN009527	ASIC017218
OG0000766	AMIN001248, AMIN001249, AMIN001251	ASIC015280
OG0000767	AMIN004495	ASIC020069
OG0000769	AMIN004314	ASIC018350
OG0000770	AMIN002106, AMIN002108, AMIN002107	ASIC005253
OG0000771	AMIN005295	ASIC010213
OG0000772	AMIN007922	ASIC009423
OG0000772	AMIN009898, AMIN007923	ASIC010659
OG0000773	AMIN001511	ASIC009946, ASIC009947
OG0000774	AMIN004490	ASIC015592
OG0000774	AMIN004489	ASIC015577
OG0000775	AMIN011331	ASIC018881, ASIC018826
OG0000775	AMIN011332	ASIC018859
OG0000776	AMIN004234	ASIC015996
OG0000776	AMIN004233	ASIC015997
OG0000777	AMIN011523, AMIN011526, AMIN011528, AMIN011524	ASIC019231
OG0000778	AMIN002772	ASIC020101
OG0000779	AMIN007680	ASIC018874
OG0000786	AMIN003008	ASIC005779
OG0000791	AMIN004374	ASIC014792
OG0000791	AMIN004371, AMIN004370	ASIC014786, ASIC014787
OG0000792	AMIN010412	ASIC019828, ASIC019826, ASIC019827
OG0000793	AMIN006555	ASIC015880
OG0000794	AMIN003981	ASIC021940, ASIC021943
OG0000795	AMIN006668, AMIN006435	ASIC009276
OG0000795	AMIN006473, AMIN006438, AMIN006664	ASIC001402
OG0000799	AMIN002826	ASIC013358
OG0000800	AMIN004040	ASIC014042
OG0000800	AMIN004039	ASIC014037
OG0000801	AMIN003410	ASIC008758
OG0000801	AMIN003411	ASIC008769
OG0000802	AMIN007213, AMIN011666	ASIC010833
OG0000803	AMIN001791	ASIC006627
OG0000803	AMIN015814	ASIC006616
OG0000806	AMIN009183	ASIC007906
OG0000808	AMIN006360	ASIC014182
OG0000809	AMIN006231	ASIC006983
OG0000810	AMIN005167	ASIC003966
OG0000810	AMIN004573	ASIC014687
OG0000811	AMIN005473, AMIN005164	ASIC003969
OG0000812	AMIN000316	ASIC013324
OG0000813	AMIN009800	ASIC012109
OG0000813	AMIN009799	ASIC012111
OG0000814	AMIN006535	ASIC005584
OG0000815	AMIN009254	ASIC020637
OG0000816	AMIN004773	ASIC012651
OG0000817	AMIN008879, AMIN005216	ASIC006311, ASIC011944
OG0000818	AMIN005027	ASIC009311
OG0000820	AMIN004411	ASIC012997
OG0000821	AMIN002077	ASIC005223
OG0000822	AMIN000167	ASIC003247
OG0000823	AMIN008617	ASIC018051, ASIC018052
OG0000824	AMIN004230	ASIC016002
OG0000825	AMIN003491	ASIC009744
OG0000825	AMIN003493	ASIC009778
OG0000827	AMIN008535	ASIC019496
OG0000828	AMIN005213	ASIC006317
OG0000828	AMIN005210	ASIC006324
OG0000829	AMIN005324	ASIC003920
OG0000830	AMIN003548	ASIC011142
OG0000831	AMIN006617	ASIC010156
OG0000832	AMIN002710	ASIC009101
OG0000833	AMIN005624, AMIN005623, AMIN002585	ASIC018216, ASIC008915
OG0000834	AMIN007227	ASIC017356
OG0000835	AMIN015867, AMIN015865	ASIC020621
OG0000836	AMIN009645, AMIN009644	ASIC002676
OG0000837	AMIN011511	ASIC016440
OG0000838	AMIN008048	ASIC009560, ASIC015831, ASIC008806
OG0000838	AMIN005566	ASIC007665
OG0000839	AMIN002681	ASIC008421
OG0000840	AMIN006873	ASIC013299, ASIC010736, ASIC017800
OG0000841	AMIN007142	ASIC007143, ASIC007141
OG0000842	AMIN016014	ASIC006696
OG0000842	AMIN016015	ASIC006697
OG0000843	AMIN002747	ASIC021030
OG0000844	AMIN016188, AMIN005381	ASIC020295
OG0000845	AMIN014862	ASIC016333
OG0000846	AMIN004594	ASIC007965
OG0000847	AMIN005435	ASIC007549
OG0000849	AMIN003267	ASIC002768
OG0000850	AMIN001224	ASIC007559
OG0000852	AMIN007207, AMIN006783, AMIN010226, AMIN009132, AMIN004322	ASIC018361
OG0000854	AMIN010048	ASIC019639
OG0000855	AMIN005292	ASIC010228
OG0000856	AMIN010509	ASIC019688
OG0000857	AMIN004794	ASIC003072
OG0000858	AMIN003765	ASIC001876, ASIC001414
OG0000859	AMIN004995	ASIC011203
OG0000860	AMIN005458	ASIC015296
OG0000861	AMIN008606	ASIC018072
OG0000862	AMIN010111	ASIC019152
OG0000862	AMIN010130	ASIC019190
OG0000863	AMIN010434	ASIC019791, ASIC019790
OG0000864	AMIN006245	ASIC013860
OG0000864	AMIN006246	ASIC013869
OG0000865	AMIN005467	ASIC005377
OG0000865	AMIN007173	ASIC005935
OG0000866	AMIN011128	ASIC015035
OG0000867	AMIN003607	ASIC011242
OG0000868	AMIN009960	ASIC021141
OG0000868	AMIN009956	ASIC021136
OG0000869	AMIN010932	ASIC011670
OG0000871	AMIN001525	ASIC008491, ASIC004522
OG0000872	AMIN010271	ASIC003733
OG0000873	AMIN007294	ASIC019046
OG0000874	AMIN005902	ASIC014135
OG0000874	AMIN005901	ASIC014142
OG0000875	AMIN005449	ASIC017056, ASIC015356
OG0000876	AMIN000345	ASIC009780
OG0000878	AMIN011498	ASIC016491
OG0000880	AMIN007698	ASIC011748
OG0000881	AMIN002676	ASIC008413
OG0000881	AMIN002674	ASIC008409
OG0000882	AMIN008476, AMIN008475	ASIC019412
OG0000882	AMIN008478	ASIC019413
OG0000883	AMIN011056	ASIC018442
OG0000883	AMIN011057	ASIC018444
OG0000884	AMIN004966	ASIC008951, ASIC008954
OG0000884	AMIN004962	ASIC008952
OG0000885	AMIN002663	ASIC011979
OG0000885	AMIN002664	ASIC011980
OG0000886	AMIN007758	ASIC019854
OG0000887	AMIN010554, AMIN002394	ASIC013297
OG0000888	AMIN001617	ASIC010717
OG0000888	AMIN001619	ASIC010720
OG0000889	AMIN007857	ASIC019922
OG0000889	AMIN007854	ASIC019929
OG0000890	AMIN004575	ASIC014867
OG0000890	AMIN004578	ASIC008439
OG0000891	AMIN004067	ASIC003576
OG0000891	AMIN004064	ASIC003521
OG0000893	AMIN000745	ASIC004531, ASIC004679, ASIC004690
OG0000894	AMIN007146	ASIC020550, ASIC012840
OG0000895	AMIN005450	ASIC017057, ASIC017058
OG0000896	AMIN001698	ASIC017732
OG0000897	AMIN007495	ASIC011817
OG0000900	AMIN005076	ASIC017002, ASIC017003, ASIC017004
OG0000901	AMIN008822, AMIN008821	ASIC017457, ASIC017451
OG0000903	AMIN010665	ASIC019245
OG0000906	AMIN010094, AMIN010093	ASIC019097
OG0000907	AMIN003529	ASIC006166
OG0000908	AMIN004225, AMIN000972	ASIC006147
OG0000910	AMIN003898	ASIC015064, ASIC003325
OG0000911	AMIN005201	ASIC009667
OG0000913	AMIN004902	ASIC021904
OG0000925	AMIN011434	ASIC016057, ASIC016060, ASIC016056, ASIC016059, ASIC016061
OG0000929	AMIN006298, AMIN006297	ASIC017610
OG0000940	AMIN006257	ASIC016260, ASIC016015, ASIC016018, ASIC016013, ASIC016259
OG0000941	AMIN000656	ASIC021485, ASIC021436, ASIC021487
OG0000942	AMIN000394	ASIC010363
OG0000943	AMIN008564	ASIC018152, ASIC018151
OG0000944	AMIN000418	ASIC008233
OG0000945	AMIN005200	ASIC002969
OG0000946	AMIN005993	ASIC021493
OG0000946	AMIN005992	ASIC021504
OG0000947	AMIN005024	ASIC009305
OG0000948	AMIN006406	ASIC000641
OG0000950	AMIN009802	ASIC012104
OG0000951	AMIN010985	ASIC015194, ASIC015193
OG0000952	AMIN005746, AMIN005747, AMIN008233	ASIC002966
OG0000953	AMIN005407	ASIC020386
OG0000954	AMIN001996, AMIN001997	ASIC020471
OG0000955	AMIN003445	ASIC013403
OG0000956	AMIN007072	ASIC007294
OG0000957	AMIN016025	ASIC003738
OG0000958	AMIN005628	ASIC004476
OG0000959	AMIN003328	ASIC004659
OG0000959	AMIN003330	ASIC004656
OG0000960	AMIN003889	ASIC021667
OG0000960	AMIN003892	ASIC021680
OG0000962	AMIN003862	ASIC011118
OG0000963	AMIN000438	ASIC008300
OG0000963	AMIN000439	ASIC008299
OG0000964	AMIN008982	ASIC005083, ASIC005081
OG0000965	AMIN010793	ASIC012479
OG0000966	AMIN008668	ASIC019954
OG0000967	AMIN002911	ASIC009917
OG0000968	AMIN002113, AMIN000054	ASIC020346
OG0000970	AMIN005393	ASIC009351
OG0000972	AMIN009726	ASIC006679
OG0000973	AMIN004868	ASIC020184
OG0000973	AMIN004869	ASIC020186
OG0000974	AMIN001752, AMIN009795	ASIC006392
OG0000975	AMIN010995	ASIC015181
OG0000976	AMIN011180	ASIC016839
OG0000977	AMIN003896	ASIC021684
OG0000978	AMIN001929	ASIC012758
OG0000979	AMIN009863	ASIC003185
OG0000980	AMIN003509	ASIC020979, ASIC010262
OG0000980	AMIN005697	ASIC010263
OG0000982	AMIN005578	ASIC006306
OG0000982	AMIN005579	ASIC006307
OG0000983	AMIN004697	ASIC020950
OG0000984	AMIN011029	ASIC016301
OG0000984	AMIN011027	ASIC016306
OG0000985	AMIN002865	ASIC016678
OG0000986	AMIN001244	ASIC015268
OG0000987	AMIN001869	ASIC007258
OG0000989	AMIN005002	ASIC012020, ASIC012021
OG0000990	AMIN001887	ASIC007221
OG0000991	AMIN008989	ASIC015520
OG0000992	AMIN011100	ASIC018564, ASIC018563
OG0000993	AMIN003577	ASIC002068
OG0000994	AMIN011148	ASIC016386
OG0000995	AMIN001280	ASIC015404
OG0000995	AMIN005774	ASIC009598
OG0000996	AMIN005963, AMIN005983, AMIN009519	ASIC017229
OG0000997	AMIN010086	ASIC019076
OG0000997	AMIN010087	ASIC019081
OG0000998	AMIN004777	ASIC012645
OG0000999	AMIN008453, AMIN008454	ASIC019299
OG0001000	AMIN004305	ASIC017776
OG0001001	AMIN001667	ASIC000014, ASIC010786
OG0001002	AMIN001925	ASIC007149, ASIC007151
OG0001003	AMIN005789	ASIC006287
OG0001004	AMIN010597	ASIC007842
OG0001005	AMIN005179, AMIN004616	ASIC009647
OG0001006	AMIN005829	ASIC009653
OG0001007	AMIN002047, AMIN006341	ASIC014225
OG0001008	AMIN008491	ASIC014457
OG0001009	AMIN005477	ASIC007645
OG0001010	AMIN005139	ASIC007604
OG0001011	AMIN002616, AMIN002614	ASIC008845
OG0001012	AMIN006069	ASIC006842
OG0001013	AMIN005771	ASIC009610
OG0001014	AMIN005525, AMIN001357	ASIC006512
OG0001015	AMIN010884	ASIC018825
OG0001016	AMIN016151, AMIN000332	ASIC002109
OG0001017	AMIN001220, AMIN001218	ASIC009459
OG0001017	AMIN001219	ASIC009457
OG0001018	AMIN001971, AMIN001973	ASIC020388
OG0001019	AMIN008304, AMIN008299	ASIC019363
OG0001020	AMIN005243	ASIC016968
