Orthogroup	AminimusMINIMUS1	Aalbopictus_AalbF5
OG0000331	AMIN015828, AMIN015829	LOC109418192
OG0000332	AMIN003653, AMIN003550, AMIN003652	LOC109405410
OG0000333	AMIN010628, AMIN010619	LOC109399400
OG0000334	AMIN001560	LOC134289025
OG0000336	AMIN011337	LOC109621296
OG0000344	AMIN004814	LOC109400802
OG0000344	AMIN007367	LOC109430839
OG0000346	AMIN002478, AMIN016268	LOC109423283, LOC109428973, LOC109429007, LOC109408824
OG0000347	AMIN007036	LOC109432255, LOC109432313
OG0000348	AMIN009292, AMIN009291	LOC115267667, LOC109432235
OG0000349	AMIN015611	LOC115268499
OG0000349	AMIN010714	LOC134284677
OG0000349	AMIN015612	LOC109621924
OG0000350	AMIN015944	LOC109416155, LOC109416608, LOC109407449, LOC109416681, LOC109416628, LOC109416670, LOC109416657, LOC109407402
OG0000351	AMIN008878	LOC109431534
OG0000352	AMIN004703	LOC109430165, LOC109423357, LOC109432136
OG0000353	AMIN010928	LOC134284734, LOC109413962, LOC109413964
OG0000354	AMIN003843	LOC109414751
OG0000354	AMIN003437	LOC109425341
OG0000355	AMIN002728, AMIN006601	LOC115253987
OG0000356	AMIN004156	LOC109414269
OG0000357	AMIN003425	LOC109425351
OG0000357	AMIN003427, AMIN003426	LOC109425349
OG0000359	AMIN004153	LOC109413693, LOC109413684, LOC109413685
OG0000360	AMIN004393	LOC109426006, LOC109426005, LOC115268035
OG0000361	AMIN000969	LOC109398309
OG0000362	AMIN016016, AMIN016013	LOC109417695, LOC134289747, LOC109417559, LOC109417694
OG0000363	AMIN011090	LOC109431631, LOC115267493, LOC115259270
OG0000364	AMIN011281	LOC109417614, LOC109426760, LOC109426761
OG0000365	AMIN001318	LOC109420926
OG0000366	AMIN003044	LOC109419189, LOC109419188, LOC109419155, LOC115262156
OG0000367	AMIN007407	LOC109406417
OG0000368	AMIN004899	LOC115268779, LOC115253469, LOC109412743
OG0000369	AMIN000990, AMIN000995	LOC115255405
OG0000370	AMIN015641	LOC109421677, LOC109426721
OG0000371	AMIN007986	LOC134288495
OG0000371	AMIN007988	LOC115265256
OG0000372	AMIN005843	LOC109402069, LOC134285328, LOC109427360, LOC134283900
OG0000376	AMIN009878, AMIN000001, AMIN001079, AMIN004547, AMIN006662	LOC134286423
OG0000380	AMIN015545	LOC134284314, LOC134290310
OG0000380	AMIN015546	LOC109400822
OG0000381	AMIN016125	LOC109431293
OG0000381	AMIN016124	LOC109418937
OG0000382	AMIN006598	LOC109408978
OG0000382	AMIN006597	LOC109426479
OG0000383	AMIN003564	LOC109413923
OG0000383	AMIN006915	LOC115260955
OG0000384	AMIN007029, AMIN007027, AMIN007028	LOC109397157
OG0000386	AMIN010945	LOC109406410
OG0000387	AMIN011411	LOC115267498
OG0000387	AMIN010181	LOC109404924
OG0000388	AMIN003526, AMIN003525	LOC109412442, LOC109430335, LOC109430333
OG0000389	AMIN010092	LOC115254253
OG0000391	AMIN004615	LOC109423211
OG0000391	AMIN006874	LOC115256097
OG0000392	AMIN016121, AMIN016119, AMIN016120	LOC109404501
OG0000393	AMIN000709	LOC109424077
OG0000393	AMIN000710	LOC109424074
OG0000394	AMIN015659	LOC109408907
OG0000394	AMIN015658	LOC109408910, LOC109408909
OG0000395	AMIN006779	LOC109405903
OG0000395	AMIN005116	LOC109398706
OG0000396	AMIN009642	LOC109430162
OG0000396	AMIN009640, AMIN009641	LOC109430163
OG0000397	AMIN009574	LOC109428250
OG0000397	AMIN000431	LOC109427075
OG0000398	AMIN015525, AMIN010788	LOC109420163, LOC109420161, LOC109420162, LOC109410030
OG0000399	AMIN007830	LOC115263357
OG0000400	AMIN007277	LOC109407994
OG0000400	AMIN010038	LOC109405168
OG0000401	AMIN003805	LOC109418407
OG0000401	AMIN008417	LOC109412802
OG0000402	AMIN005358, AMIN007892	LOC109397830, LOC109397831, LOC109405350, LOC134287499
OG0000403	AMIN005734	LOC109405351, LOC115255632
OG0000403	AMIN015648	LOC109398107
OG0000404	AMIN001303	LOC109401173
OG0000404	AMIN001304	LOC109401146, LOC134284179
OG0000405	AMIN016076, AMIN016073	LOC109409749, LOC109409746, LOC109432138
OG0000406	AMIN003952, AMIN003382, AMIN008549	LOC109428655
OG0000407	AMIN008277	LOC109424709, LOC134283926
OG0000407	AMIN009328	LOC109424712, LOC134291633, LOC134285730
OG0000408	AMIN007332	LOC115260129, LOC115260130
OG0000408	AMIN007333	LOC109430548
OG0000409	AMIN001360, AMIN001358	LOC109420930
OG0000409	AMIN001359	LOC109412654
OG0000410	AMIN002933	LOC109415792, LOC115264861, LOC115266173, LOC109412327, LOC115266099, LOC109422540, LOC109422701, LOC109412339
OG0000411	AMIN016274	LOC134291258
OG0000411	AMIN016278	LOC134291129
OG0000412	AMIN005383	LOC134284900, LOC115256380
OG0000412	AMIN005384	LOC115256649, LOC115256648
OG0000413	AMIN010118, AMIN010119	LOC109397940
OG0000414	AMIN005852, AMIN005894	LOC109424228
OG0000416	AMIN010661	LOC115253908, LOC109426657, LOC109426655
OG0000416	AMIN011205	LOC109426741, LOC109417941
OG0000417	AMIN003479	LOC109411049
OG0000417	AMIN004992	LOC109406499
OG0000421	AMIN003299	LOC115256531
OG0000422	AMIN000974, AMIN005879	LOC115266089
OG0000428	AMIN015596, AMIN015597	LOC134288941, LOC109418739
OG0000430	AMIN015929	LOC109427699
OG0000430	AMIN006466	LOC109427697
OG0000431	AMIN002817	LOC109411861
OG0000432	AMIN006725	LOC109409360
OG0000432	AMIN001567	LOC109417427
OG0000433	AMIN002730	LOC109623006
OG0000433	AMIN002729	LOC109622188
OG0000434	AMIN008047	LOC109407821, LOC134288727, LOC134288724, LOC109410038
OG0000435	AMIN009195	LOC109399074, LOC134291823, LOC109409889
OG0000437	AMIN003136	LOC109433402, LOC109433401
OG0000438	AMIN003139, AMIN003137	LOC109403303, LOC109433400, LOC109403274
OG0000439	AMIN006296	LOC109425148
OG0000439	AMIN006294	LOC109429421
OG0000440	AMIN004661	LOC109411686
OG0000440	AMIN004662	LOC109411655
OG0000441	AMIN007959, AMIN002140	LOC109423025
OG0000442	AMIN009238	LOC109428969
OG0000442	AMIN009240	LOC109408718
OG0000443	AMIN004723	LOC109400886
OG0000443	AMIN007767	LOC109401381
OG0000445	AMIN008996	LOC109401562
OG0000445	AMIN008997	LOC109398913
OG0000446	AMIN007883	LOC109414069, LOC115258016, LOC115258017
OG0000447	AMIN015485	LOC109409155
OG0000447	AMIN015486	LOC109409153
OG0000448	AMIN010314	LOC109409127
OG0000448	AMIN000368	LOC109405027
OG0000449	AMIN005171	LOC115256563, LOC109401927
OG0000449	AMIN006588	LOC109433196
OG0000450	AMIN009737	LOC115255343
OG0000450	AMIN016018	LOC115253661, LOC134287731
OG0000451	AMIN002070	LOC134284988
OG0000451	AMIN002072	LOC109412193
OG0000452	AMIN015851	LOC109622640, LOC109419264
OG0000453	AMIN008351	LOC109413132
OG0000454	AMIN001771	LOC109406531, LOC109429681
OG0000455	AMIN010071	LOC109423314
OG0000455	AMIN008404	LOC115253807
OG0000456	AMIN010925	LOC109415681
OG0000457	AMIN003469	LOC109398361
OG0000457	AMIN003467	LOC109398558
OG0000458	AMIN001697, AMIN001694, AMIN001693	LOC109431816
OG0000459	AMIN002343	LOC134284121, LOC134284123, LOC134290263, LOC134284117, LOC134284118, LOC134284124
OG0000460	AMIN003998	LOC109399355
OG0000461	AMIN005596	LOC109422876
OG0000461	AMIN005597	LOC109433652
OG0000462	AMIN008302	LOC115264747
OG0000462	AMIN008300, AMIN008301	LOC109403759
OG0000463	AMIN014125	LOC115260592
OG0000464	AMIN010382	LOC115265356
OG0000465	AMIN000102, AMIN005739	LOC109424835
OG0000466	AMIN008413, AMIN006890	LOC109433657
OG0000476	AMIN015549	LOC109416051
OG0000477	AMIN015736	LOC109621595
OG0000477	AMIN015796	LOC109400142, LOC109400026
OG0000478	AMIN006764	LOC115265005
OG0000478	AMIN006763	LOC115264937
OG0000479	AMIN003190, AMIN003192	LOC115268723, LOC109428027
OG0000480	AMIN008804	LOC109426513
OG0000481	AMIN015941	LOC109407398
OG0000482	AMIN015815	LOC109429643
OG0000482	AMIN015813	LOC109429642
OG0000484	AMIN007230	LOC109425082
OG0000484	AMIN015926	LOC109419028
OG0000485	AMIN006211	LOC109621339
OG0000486	AMIN008726	LOC109415196
OG0000486	AMIN002294	LOC109421809
OG0000487	AMIN009827	LOC109621808
OG0000487	AMIN005361	LOC109416114
OG0000488	AMIN005028	LOC109403460, LOC109403431
OG0000489	AMIN005535	LOC109406904
OG0000489	AMIN005536	LOC109412957
OG0000490	AMIN008273	LOC134289965, LOC134291854
OG0000491	AMIN016162	LOC109416868
OG0000491	AMIN003650	LOC109623095
OG0000492	AMIN005529	LOC109425357
OG0000492	AMIN015489	LOC109418683
OG0000493	AMIN003675, AMIN003676	LOC109402010, LOC109401998
OG0000494	AMIN008619	LOC109400872
OG0000495	AMIN007154	LOC109428206
OG0000496	AMIN016233	LOC109411182
OG0000497	AMIN003979	LOC115269560
OG0000497	AMIN016070	LOC109420370
OG0000499	AMIN010059	LOC134288418, LOC109413463
OG0000500	AMIN005698	LOC109431093
OG0000500	AMIN011003	LOC109414630, LOC109424816
OG0000501	AMIN006982	LOC109401537, LOC109412613, LOC109412614
OG0000502	AMIN015996	LOC109421941
OG0000503	AMIN003517	LOC109425029, LOC109425031
OG0000504	AMIN003505	LOC115266033, LOC109424039
OG0000504	AMIN003013	LOC109402353
OG0000505	AMIN011215	LOC109417013, LOC109412849
OG0000506	AMIN007882	LOC115256099, LOC109414068
OG0000506	AMIN008841	LOC115256102
OG0000507	AMIN009824	LOC115256103
OG0000507	AMIN002620	LOC109414072
OG0000508	AMIN011314, AMIN011311	LOC109422787
OG0000509	AMIN007998	LOC109426589, LOC109426590, LOC134287360
OG0000510	AMIN005108	LOC109425180
OG0000510	AMIN002964	LOC109425173
OG0000511	AMIN008024, AMIN008023	LOC109425513, LOC109425525
OG0000512	AMIN005370	LOC109415211
OG0000512	AMIN005371	LOC109428382
OG0000514	AMIN000976	LOC109400992
OG0000514	AMIN006790	LOC115255015
OG0000515	AMIN000903	LOC115264138
OG0000515	AMIN000905	LOC109398588
OG0000516	AMIN015782	LOC109410440
OG0000516	AMIN015783	LOC109401458
OG0000517	AMIN004090, AMIN004091	LOC109415719
OG0000518	AMIN010315	LOC109423301
OG0000518	AMIN010316	LOC109423253
OG0000519	AMIN007982	LOC109417624, LOC109426733, LOC109417822, LOC109417827, LOC109426788
OG0000520	AMIN009633	LOC109423887
OG0000521	AMIN010473	LOC109418072
OG0000521	AMIN000859	LOC109418321
OG0000522	AMIN007265	LOC115257747
OG0000522	AMIN007262	LOC109420067
OG0000523	AMIN004760	LOC115259474
OG0000524	AMIN010979, AMIN010980	LOC109403198, LOC109402739
OG0000525	AMIN010455	LOC134283917, LOC109418111
OG0000526	AMIN005825	LOC109411927
OG0000526	AMIN001122	LOC109406265
OG0000527	AMIN004131	LOC109423591
OG0000527	AMIN004132	LOC109423594
OG0000528	AMIN007833	LOC115270379
OG0000528	AMIN007829	LOC109403072
OG0000529	AMIN001004, AMIN006482	LOC134290707, LOC134284194
OG0000530	AMIN001062	LOC134285726, LOC134285478
OG0000530	AMIN006605	LOC134288698, LOC134291266, LOC134285240, LOC134291637, LOC134286443, LOC109622639, LOC134288086
OG0000530	AMIN006614	LOC134286562, LOC134290362, LOC134286216, LOC134286215, LOC134289700
OG0000534	AMIN001371	LOC109408101, LOC109419033
OG0000535	AMIN007082, AMIN007081	LOC109429794, LOC109398275
OG0000536	AMIN011275	LOC109414815
OG0000536	AMIN008553	LOC109418840
OG0000538	AMIN003755	LOC109430354
OG0000539	AMIN003762, AMIN003761	LOC109412473, LOC134286592
OG0000540	AMIN005379	LOC109402659, LOC115268762, LOC134284849, LOC134284856, LOC134284906, LOC109402682
OG0000541	AMIN009417, AMIN006390	LOC134288839, LOC115257877
OG0000542	AMIN002916	LOC109412237
OG0000543	AMIN008407	LOC109427741, LOC115260725
OG0000544	AMIN001828	LOC109429585
OG0000546	AMIN002142	LOC115253915, LOC109423056
OG0000547	AMIN006548	LOC109622788
OG0000547	AMIN011566	LOC109622622
OG0000548	AMIN005326	LOC109427046, LOC109623357, LOC115256573, LOC109424775
OG0000549	AMIN010949, AMIN005346	LOC109427648
OG0000550	AMIN007688	LOC115263103, LOC109416717, LOC115263134, LOC109425632
OG0000551	AMIN004699	LOC109432153
OG0000552	AMIN004124, AMIN004126, AMIN004125	LOC115267361, LOC134285723
OG0000553	AMIN009893	LOC109412894
OG0000554	AMIN002293	LOC109428614, LOC109421685, LOC134290135, LOC109428015
OG0000555	AMIN000002	LOC109416395, LOC109430046, LOC109416372, LOC115263411
OG0000556	AMIN000436	LOC115264438, LOC115264437
OG0000557	AMIN000396, AMIN005429	LOC109405654
OG0000558	AMIN004650	LOC109419262
OG0000558	AMIN002017	LOC109400382
OG0000559	AMIN003274	LOC109429221
OG0000559	AMIN003273	LOC115261363
OG0000560	AMIN005299	LOC109424772
OG0000561	AMIN010697	LOC109431683
OG0000562	AMIN011522	LOC109406256, LOC109406730
OG0000563	AMIN000899	LOC115264129
OG0000564	AMIN009852	LOC109409290, LOC109419533
OG0000565	AMIN004942, AMIN005177	LOC109422005, LOC115256419
OG0000566	AMIN008364	LOC109410100
OG0000567	AMIN007642	LOC109403135
OG0000567	AMIN008036	LOC109414720
OG0000568	AMIN001579	LOC115268481, LOC109407918
OG0000569	AMIN002519	LOC109414177, LOC109414176
OG0000570	AMIN004109	LOC109425508
OG0000571	AMIN011641	LOC109416085, LOC109402929, LOC109402930
OG0000572	AMIN008154	LOC109408067
OG0000573	AMIN008055, AMIN005376	LOC115256807, LOC109405102
OG0000576	AMIN005183	LOC134288156
OG0000577	AMIN006494, AMIN003222	LOC134284800, LOC134284726, LOC109415289, LOC109623205, LOC109415288
OG0000579	AMIN010666	LOC115253489
OG0000581	AMIN011482	LOC115263322, LOC109416943
OG0000582	AMIN016010, AMIN016008	LOC109621814
OG0000583	AMIN010469, AMIN010375, AMIN010374	LOC134288929, LOC134288931
OG0000584	AMIN008751	LOC115267440
OG0000584	AMIN008748	LOC109400174
OG0000585	AMIN010150	LOC109622485, LOC109420172
OG0000586	AMIN002818	LOC109412123, LOC109411871, LOC109425546
OG0000588	AMIN000874	LOC115268552
OG0000592	AMIN006993	LOC109417092
OG0000595	AMIN011662	LOC134286126, LOC115256601, LOC109622768, LOC115265498, LOC115268099
OG0000596	AMIN006436	LOC134286870
OG0000596	AMIN005864	LOC134288570, LOC115257075
OG0000606	AMIN003039	LOC109415498, LOC109415500, LOC115267668
OG0000607	AMIN008746	LOC109409115, LOC109413555
OG0000608	AMIN001858, AMIN001857	LOC109429916
OG0000609	AMIN009721	LOC109419595
OG0000610	AMIN010909	LOC109407392
OG0000610	AMIN010908	LOC109416014
OG0000611	AMIN010221	LOC109622501, LOC109622498
OG0000612	AMIN001751	LOC115265630
OG0000613	AMIN003655	LOC109429147
OG0000614	AMIN010054	LOC109413458
OG0000615	AMIN010988	LOC109623117
OG0000617	AMIN009546, AMIN009513	LOC109409326, LOC109419099
OG0000618	AMIN002658, AMIN002025	LOC109400383
OG0000619	AMIN000286	LOC109425300, LOC109399851
OG0000620	AMIN009595	LOC109419854, LOC109420716, LOC109419855
OG0000621	AMIN014163	LOC109432285
OG0000622	AMIN006522	LOC134290554, LOC109396976
OG0000623	AMIN008790, AMIN008600	LOC109399668
OG0000624	AMIN004070	LOC109429096, LOC109429098
OG0000625	AMIN015791	LOC134284016
OG0000625	AMIN015790	LOC109413737
OG0000627	AMIN009215, AMIN009220	LOC109409926
OG0000628	AMIN006622, AMIN006623	LOC115260719
OG0000629	AMIN005193	LOC109431375, LOC109431398
OG0000630	AMIN015636, AMIN008522	LOC109425952, LOC109407629
OG0000631	AMIN005964	LOC115264910
OG0000632	AMIN005735, AMIN000217	LOC115255627, LOC115255639
OG0000633	AMIN005696, AMIN007609	LOC109424971
OG0000634	AMIN005170, AMIN004747	LOC109397138
OG0000635	AMIN002272, AMIN002271	LOC109428007, LOC115268734
OG0000636	AMIN007685	LOC109425681
OG0000637	AMIN008498, AMIN008499	LOC109422198
OG0000638	AMIN016100, AMIN015811	LOC109399427, LOC109401200
OG0000639	AMIN010292	LOC115261964
OG0000640	AMIN010958	LOC109414369, LOC109415824, LOC115269659, LOC115269658
OG0000641	AMIN009728	LOC109622813, LOC115254098
OG0000642	AMIN002983	LOC134285837
OG0000643	AMIN002346	LOC109427063, LOC115266489, LOC109427062
OG0000644	AMIN008329	LOC109420412, LOC134292130
OG0000645	AMIN010790	LOC109420202
OG0000646	AMIN010229, AMIN006483, AMIN008386	LOC109622580, LOC109622515, LOC109622581
OG0000647	AMIN010304	LOC109622523
OG0000648	AMIN016197, AMIN016198	LOC109419940, LOC109419941
OG0000649	AMIN015853	LOC109412099, LOC115269169
OG0000650	AMIN006615	LOC109424450, LOC115258682
OG0000651	AMIN006952, AMIN006951	LOC109414895
OG0000652	AMIN005736, AMIN002646	LOC109412987
OG0000653	AMIN003046	LOC109407076
OG0000653	AMIN006166	LOC109407178
OG0000654	AMIN010501	LOC109399249
OG0000655	AMIN009939	LOC109410041
OG0000655	AMIN011103	LOC109430876
OG0000656	AMIN009750	LOC109419565
OG0000656	AMIN009751	LOC115260918
OG0000657	AMIN009848	LOC109419528, LOC115258746, LOC109409299
OG0000658	AMIN000840	LOC109402847
OG0000659	AMIN015780	LOC109415972
OG0000659	AMIN015781	LOC109415974
OG0000660	AMIN000258	LOC109404968
OG0000661	AMIN007663, AMIN002009	LOC109405382
OG0000662	AMIN004472	LOC109426928
OG0000663	AMIN000084	LOC109425363, LOC115262363
OG0000664	AMIN001564	LOC109410571, LOC109417342
OG0000665	AMIN003292	LOC109400176, LOC109400205
OG0000666	AMIN005051	LOC134285018
OG0000666	AMIN005054	LOC109422047
OG0000667	AMIN009272	LOC109401310, LOC109623294
OG0000668	AMIN005541	LOC109428378, LOC109415212
OG0000671	AMIN008788, AMIN008789	LOC115267997
OG0000672	AMIN007203, AMIN007201	LOC109427628
OG0000673	AMIN006706	LOC115257965
OG0000673	AMIN006708	LOC109622862
OG0000674	AMIN008882	LOC115253893
OG0000675	AMIN011603	LOC109418473
OG0000675	AMIN011605	LOC134284634
OG0000676	AMIN015866	LOC109422703, LOC115264863, LOC115266101
OG0000677	AMIN001147	LOC109421075
OG0000678	AMIN007606, AMIN007607	LOC109426679
OG0000679	AMIN015567, AMIN015566	LOC109414996
OG0000680	AMIN001979	LOC109432919
OG0000681	AMIN010032, AMIN010031, AMIN010025	LOC109412528
OG0000682	AMIN005619	LOC109431465
OG0000683	AMIN001714, AMIN006784	LOC115255007
OG0000684	AMIN015534, AMIN015535	LOC109422124
OG0000685	AMIN009377	LOC134286086, LOC134288802, LOC134284548
OG0000686	AMIN003059	LOC109405741
OG0000687	AMIN009262, AMIN007570	LOC115263936
OG0000698	AMIN004846	LOC109400851
OG0000699	AMIN008604	LOC115255446, LOC115255102
OG0000700	AMIN008937	LOC109426058
OG0000701	AMIN006561, AMIN008914	LOC115253491
OG0000703	AMIN016139, AMIN004198	LOC109424813, LOC109414631
OG0000704	AMIN004774	LOC109432159, LOC109428437
OG0000705	AMIN007582	LOC115267291
OG0000706	AMIN002735	LOC109415200, LOC109402140, LOC115254736
OG0000707	AMIN007926, AMIN007930, AMIN007931	LOC134288666
OG0000708	AMIN005196	LOC109415190
OG0000709	AMIN005651, AMIN005650	LOC109433007, LOC115255771
OG0000710	AMIN002091, AMIN014055	LOC134285812, LOC109397699, LOC109432974
OG0000711	AMIN006854	LOC115257573, LOC115257738
OG0000712	AMIN005030	LOC115257461, LOC109403425
OG0000713	AMIN007371	LOC109428739, LOC115270179, LOC109426302
OG0000714	AMIN003947	LOC115254094, LOC109427282
OG0000716	AMIN002912	LOC109403259
OG0000717	AMIN001545	LOC109402253
OG0000718	AMIN007486	LOC109418644
OG0000719	AMIN015579, AMIN015581	LOC109408711, LOC109428968, LOC109408710, LOC115267753
OG0000720	AMIN004036	LOC115263718
OG0000721	AMIN004717	LOC109398470
OG0000722	AMIN003926	LOC109411373
OG0000723	AMIN002838, AMIN002335	LOC109416240
OG0000724	AMIN007628	LOC109399449, LOC109404319
OG0000725	AMIN007979	LOC109405632
OG0000726	AMIN004095, AMIN004096	LOC109429237
OG0000727	AMIN008892, AMIN008891	LOC109621475, LOC109621486
OG0000728	AMIN005769	LOC109410133
OG0000729	AMIN009867, AMIN005293	LOC115260570
OG0000730	AMIN008192	LOC109399566, LOC109399105
OG0000731	AMIN001221, AMIN007381	LOC109401917
OG0000732	AMIN000366	LOC109430359, LOC109430358
OG0000733	AMIN015963, AMIN015962	LOC115270390
OG0000734	AMIN005129, AMIN006671	LOC115253434, LOC109422004
OG0000735	AMIN007623, AMIN002995	LOC115270450
OG0000736	AMIN010359	LOC134288725
OG0000736	AMIN010358	LOC109407731
OG0000737	AMIN002046	LOC109405345
OG0000738	AMIN001100, AMIN001099	LOC109415132
OG0000739	AMIN016218	LOC109398030
OG0000740	AMIN014279	LOC109405285
OG0000741	AMIN008123, AMIN008125, AMIN008122, AMIN008124	LOC109412774
OG0000742	AMIN003205	LOC115269291, LOC115269290, LOC109415309
OG0000743	AMIN004326	LOC109432718
OG0000744	AMIN001767	LOC109406520
OG0000744	AMIN001773	LOC134285744, LOC109405464
OG0000745	AMIN003820	LOC109430722, LOC115257484
OG0000746	AMIN003066	LOC115267638, LOC115268656
OG0000747	AMIN000413, AMIN015470	LOC134291558, LOC134292032
