Orthogroup	AaegyptiLVP_AGWG	AgambiaePEST
OG0000268	AAEL002690	AGAP029235, AGAP007932
OG0000268	AAEL002692	AGAP007933
OG0000269	AAEL003195, AAEL026083, AAEL023346, AAEL003196, AAEL020734, AAEL021498, AAEL003181, AAEL022449, AAEL003201, AAEL028198, AAEL003187, AAEL024002	AGAP001722
OG0000270	AAEL003444, AAEL003439	AGAP004920, AGAP012945, AGAP011951, AGAP011952
OG0000271	AAEL004778	AGAP008769
OG0000271	AAEL017453	AGAP028056, AGAP028014
OG0000271	AAEL004739	AGAP028164
OG0000272	AAEL008858	AGAP011698, AGAP011696
OG0000272	AAEL008876	AGAP004760
OG0000273	AAEL008928	AGAP001281
OG0000273	AAEL008931	AGAP001284
OG0000274	AAEL010098, AAEL010099	AGAP010002, AGAP009985
OG0000274	AAEL024977	AGAP000094
OG0000275	AAEL012343, AAEL012349, AAEL023211	AGAP003083
OG0000276	AAEL013044, AAEL013048, AAEL013054	AGAP012686, AGAP029761, AGAP029762
OG0000277	AAEL013198, AAEL026420	AGAP001811, AGAP001812
OG0000278	AAEL013217	AGAP004971, AGAP004951, AGAP004974
OG0000279	AAEL017402	AGAP008447
OG0000279	AAEL024828	AGAP008446
OG0000279	AAEL021930, AAEL025608	AGAP008449
OG0000280	AAEL029034	AGAP009918, AGAP009917
OG0000280	AAEL029031	AGAP029826, AGAP029827
OG0000285	AAEL000029	AGAP004324
OG0000285	AAEL000024	AGAP003096, AGAP003097
OG0000286	AAEL022696, AAEL000613, AAEL000628, AAEL000614, AAEL006465, AAEL017294	AGAP010505, AGAP010504
OG0000287	AAEL001221	AGAP009705, AGAP009707, AGAP009720, AGAP009719, AGAP009718, AGAP009706
OG0000288	AAEL020558, AAEL001320, AAEL001292, AAEL025530, AAEL001312, AAEL001807, AAEL009591	AGAP009363, AGAP009374, AGAP029144, AGAP009375
OG0000289	AAEL003317, AAEL003297, AAEL003298	AGAP028096, AGAP011302
OG0000290	AAEL004103, AAEL004092	AGAP011048, AGAP011047, AGAP011046
OG0000291	AAEL004592	AGAP006510
OG0000291	AAEL024570	AGAP006271
OG0000292	AAEL004935	AGAP010057
OG0000292	AAEL004923	AGAP029713, AGAP029711, AGAP029712
OG0000293	AAEL019520	AGAP001006
OG0000293	AAEL005702, AAEL010609	AGAP006991
OG0000294	AAEL022989, AAEL007040	AGAP002506
OG0000294	AAEL006160	AGAP012451
OG0000295	AAEL006385	AGAP010650, AGAP010649, AGAP010648
OG0000297	AAEL006818	AGAP000163
OG0000297	AAEL006829	AGAP000165
OG0000298	AAEL009528, AAEL008380	AGAP005975
OG0000298	AAEL007711	AGAP028749
OG0000299	AAEL007893	AGAP002521
OG0000299	AAEL008152, AAEL027985, AAEL008159	AGAP011852
OG0000300	AAEL009978	AGAP006698
OG0000302	AAEL015566, AAEL015567	AGAP007286
OG0000302	AAEL011499	AGAP007287
OG0000303	AAEL026551	AGAP002273
OG0000303	AAEL011563	AGAP002272
OG0000304	AAEL014541	AGAP008548, AGAP028011
OG0000304	AAEL014537	AGAP008547
OG0000305	AAEL019599	AGAP008813
OG0000306	AAEL022773	AGAP007964, AGAP007965, AGAP013745
OG0000317	AAEL000039, AAEL000089, AAEL000066, AAEL000018	AGAP012969, AGAP004432, AGAP012872
OG0000318	AAEL000690	AGAP007879, AGAP007880, AGAP007881
OG0000319	AAEL026313, AAEL027346	AGAP008734
OG0000319	AAEL001010	AGAP005794
OG0000320	AAEL002288, AAEL002301	AGAP010731, AGAP010730
OG0000321	AAEL002904	AGAP028153, AGAP009056
OG0000321	AAEL002917	AGAP010766, AGAP010765
OG0000324	AAEL005749	AGAP008582, AGAP028204
OG0000324	AAEL005763	AGAP008584
OG0000325	AAEL005759, AAEL007339, AAEL005890	AGAP007534
OG0000326	AAEL007169	AGAP003658
OG0000326	AAEL006077	AGAP001773, AGAP001774, AGAP012781
OG0000327	AAEL006684, AAEL012580, AAEL021830, AAEL024894, AAEL019749, AAEL019750, AAEL027138, AAEL010580, AAEL006679, AAEL022785, AAEL025034	AGAP009949
OG0000328	AAEL026562, AAEL006696	AGAP011914, AGAP011913
OG0000328	AAEL022561, AAEL006692	AGAP011912
OG0000329	AAEL008634	AGAP029555
OG0000329	AAEL008622	AGAP009460
OG0000330	AAEL012245	AGAP000989
OG0000330	AAEL009580	AGAP000987
OG0000331	AAEL011658	AGAP001264
OG0000331	AAEL011662	AGAP013078, AGAP013443
OG0000332	AAEL011931	AGAP013321, AGAP001742, AGAP002650
OG0000333	AAEL012421	AGAP007203
OG0000334	AAEL013154	AGAP009010
OG0000336	AAEL024525	AGAP029478
OG0000336	AAEL021016	AGAP006215
OG0000344	AAEL012377	AGAP005208
OG0000346	AAEL000216, AAEL004949, AAEL004953, AAEL004947	AGAP003197, AGAP003195, AGAP001097
OG0000347	AAEL000915	AGAP029723
OG0000347	AAEL000861, AAEL000859	AGAP029724
OG0000348	AAEL000890, AAEL000896	AGAP029288, AGAP010900, AGAP010901
OG0000349	AAEL013991	AGAP005911
OG0000349	AAEL013997	AGAP005912
OG0000349	AAEL001041	AGAP005913
OG0000350	AAEL001248, AAEL001256, AAEL001278, AAEL001258, AAEL014835, AAEL001286, AAEL001263	AGAP005613
OG0000351	AAEL001519	AGAP029490
OG0000352	AAEL024332, AAEL001566	AGAP003702
OG0000352	AAEL005791	AGAP003703
OG0000353	AAEL001745, AAEL001732	AGAP006016
OG0000353	AAEL001740	AGAP006015
OG0000354	AAEL006113	AGAP004115, AGAP004116
OG0000354	AAEL002541	AGAP001628, AGAP013268
OG0000355	AAEL002967	AGAP010402, AGAP013018
OG0000355	AAEL002979	AGAP002458
OG0000356	AAEL003069	AGAP013350, AGAP004200
OG0000357	AAEL003506	AGAP001618
OG0000357	AAEL003504	AGAP001619
OG0000359	AAEL010434, AAEL006138, AAEL006126	AGAP004203, AGAP013109, AGAP013503
OG0000360	AAEL006355, AAEL006361	AGAP011974
OG0000360	AAEL006337	AGAP011975
OG0000361	AAEL006605, AAEL006620	AGAP007947
OG0000361	AAEL006624	AGAP012604, AGAP004133
OG0000362	AAEL027003, AAEL007951, AAEL023692	AGAP009194, AGAP009195
OG0000363	AAEL009863	AGAP007055
OG0000363	AAEL009860, AAEL020112, AAEL022139	AGAP007054
OG0000364	AAEL011346, AAEL011348, AAEL009968	AGAP007140, AGAP007139
OG0000365	AAEL011314	AGAP008684, AGAP008686
OG0000365	AAEL011313	AGAP008685
OG0000366	AAEL019797, AAEL019798, AAEL011797, AAEL011798	AGAP013192, AGAP003354
OG0000367	AAEL012509	AGAP005371, AGAP005370, AGAP005373, AGAP005372
OG0000368	AAEL012866, AAEL012870, AAEL012860	AGAP004528
OG0000369	AAEL022846	AGAP008569
OG0000369	AAEL019808	AGAP008563
OG0000370	AAEL017446	AGAP009256
OG0000370	AAEL017182	AGAP001169
OG0000371	AAEL019862	AGAP006382, AGAP006381, AGAP006378
OG0000372	AAEL023438	AGAP029891
OG0000372	AAEL021785	AGAP000696
OG0000380	AAEL000012	AGAP003259, AGAP012713
OG0000380	AAEL024813	AGAP003260
OG0000381	AAEL008574	AGAP029758
OG0000381	AAEL000735	AGAP029757
OG0000382	AAEL000797	AGAP010399
OG0000382	AAEL000834	AGAP010398
OG0000383	AAEL000810	AGAP002748
OG0000383	AAEL019951	AGAP012252
OG0000384	AAEL000910	AGAP029196, AGAP029197
OG0000386	AAEL007218	AGAP005984
OG0000387	AAEL001769	AGAP004912
OG0000387	AAEL002083	AGAP005652
OG0000388	AAEL027351, AAEL003190, AAEL020406	AGAP001717, AGAP013493
OG0000389	AAEL003708	AGAP006745
OG0000389	AAEL003727	AGAP006744
OG0000390	AAEL009682, AAEL008411, AAEL023723, AAEL004505, AAEL010959, AAEL010957	AGAP004740
OG0000391	AAEL005160	AGAP002331
OG0000391	AAEL006372	AGAP012302
OG0000392	AAEL005725	AGAP013404, AGAP013054, AGAP002838
OG0000393	AAEL005918	AGAP001777
OG0000393	AAEL025460	AGAP012467, AGAP001775
OG0000394	AAEL006264	AGAP005237
OG0000394	AAEL006274, AAEL022795	AGAP005238
OG0000395	AAEL006675	AGAP029448
OG0000395	AAEL010567	AGAP000965
OG0000396	AAEL006978	AGAP009100
OG0000396	AAEL022582, AAEL026610	AGAP009098
OG0000397	AAEL008672	AGAP029500
OG0000397	AAEL008138	AGAP029451
OG0000398	AAEL008295, AAEL008294, AAEL008288, AAEL008284	AGAP005453, AGAP005454
OG0000399	AAEL008784	AGAP004900
OG0000399	AAEL008782, AAEL008767	AGAP006539
OG0000400	AAEL023342	AGAP005113
OG0000400	AAEL009218	AGAP006806
OG0000401	AAEL019824	AGAP003114
OG0000401	AAEL009275	AGAP011166
OG0000402	AAEL009769, AAEL009767	AGAP000475, AGAP029224
OG0000403	AAEL011204	AGAP000653
OG0000403	AAEL014297	AGAP005557
OG0000404	AAEL012131	AGAP028613
OG0000404	AAEL012128	AGAP010562
OG0000405	AAEL023643, AAEL012560, AAEL012558	AGAP005707, AGAP005706
OG0000406	AAEL012839	AGAP002615, AGAP002074, AGAP011844
OG0000407	AAEL013047	AGAP012111
OG0000408	AAEL013603, AAEL014627	AGAP005166
OG0000408	AAEL029115	AGAP005167
OG0000409	AAEL014207	AGAP029901, AGAP008720
OG0000409	AAEL023753	AGAP008721
OG0000410	AAEL014438, AAEL014437, AAEL024413, AAEL020644	AGAP013194, AGAP013142
OG0000411	AAEL017381	AGAP001509
OG0000411	AAEL017145	AGAP001510
OG0000412	AAEL018189	AGAP001022
OG0000413	AAEL023231, AAEL019947	AGAP006717, AGAP006716
OG0000414	AAEL020078	AGAP000689, AGAP028186, AGAP008923, AGAP008922
OG0000416	AAEL020856, AAEL025917	AGAP007156
OG0000416	AAEL025700	AGAP005787
OG0000417	AAEL027664	AGAP001672
OG0000417	AAEL022731	AGAP010435
OG0000428	AAEL000616, AAEL003045	AGAP000226
OG0000429	AAEL003888	AGAP001971
OG0000429	AAEL000795	AGAP001970, AGAP001969, AGAP002599
OG0000430	AAEL001625	AGAP029419, AGAP010066
OG0000430	AAEL001601	AGAP012621, AGAP012622
OG0000431	AAEL008711	AGAP004006, AGAP004007
OG0000431	AAEL001728	AGAP004004
OG0000432	AAEL002406	AGAP012644, AGAP010004
OG0000432	AAEL001814	AGAP009017
OG0000433	AAEL021665	AGAP002460
OG0000433	AAEL002951	AGAP013297
OG0000434	AAEL003467, AAEL019870	AGAP006275
OG0000435	AAEL027792, AAEL003841, AAEL003857, AAEL003832	AGAP011294
OG0000436	AAEL005854, AAEL005855, AAEL024941, AAEL022122, AAEL019981, AAEL003956	AGAP029719
OG0000437	AAEL004030	AGAP002977
OG0000437	AAEL004016, AAEL004020	AGAP002975
OG0000438	AAEL004018, AAEL004031	AGAP013216, AGAP002976
OG0000439	AAEL007450	AGAP012585, AGAP007972
OG0000439	AAEL004283	AGAP007974
OG0000440	AAEL004379	AGAP003121
OG0000440	AAEL024667, AAEL004366	AGAP003120, AGAP012726
OG0000441	AAEL004705	AGAP006406, AGAP013127
OG0000442	AAEL025111	AGAP010970
OG0000442	AAEL005002	AGAP010969
OG0000443	AAEL005409, AAEL022054	AGAP003718
OG0000443	AAEL010676	AGAP006629
OG0000445	AAEL019688	AGAP029627
OG0000445	AAEL005848	AGAP011449
OG0000446	AAEL006365, AAEL006368	AGAP006487
OG0000446	AAEL006384	AGAP006485
OG0000447	AAEL007143	AGAP008201
OG0000447	AAEL007146	AGAP029240
OG0000448	AAEL007225	AGAP007675
OG0000448	AAEL009881	AGAP003271
OG0000449	AAEL007719	AGAP010391
OG0000450	AAEL007963	AGAP009201
OG0000450	AAEL023187	AGAP009200
OG0000451	AAEL008078	AGAP013457
OG0000452	AAEL008365	AGAP013186
OG0000453	AAEL010244	AGAP011247
OG0000454	AAEL010500	AGAP009342
OG0000455	AAEL010522	AGAP006770
OG0000456	AAEL017128	AGAP006019
OG0000456	AAEL010540	AGAP008962
OG0000457	AAEL013757	AGAP001659
OG0000457	AAEL011169	AGAP001657
OG0000458	AAEL012266	AGAP009246, AGAP009241, AGAP009240
OG0000459	AAEL013200, AAEL013190, AAEL019647, AAEL027709, AAEL013193, AAEL024133	AGAP001120
OG0000460	AAEL018317	AGAP002578
OG0000461	AAEL020210, AAEL021084	AGAP000449
OG0000461	AAEL021318	AGAP000452
OG0000462	AAEL020849	AGAP028721
OG0000464	AAEL026008	AGAP029366, AGAP029365
OG0000464	AAEL026833	AGAP029372
OG0000465	AAEL024837	AGAP004655
OG0000466	AAEL025198	AGAP011171, AGAP029870, AGAP029548
OG0000476	AAEL020708	AGAP003256
OG0000476	AAEL000075	AGAP003255
OG0000477	AAEL000119	AGAP013466
OG0000477	AAEL017533	AGAP003482
OG0000478	AAEL000576	AGAP009964
OG0000478	AAEL004992	AGAP009965
OG0000479	AAEL010395, AAEL000595	AGAP001766, AGAP001769
OG0000480	AAEL000851	AGAP011643, AGAP011641
OG0000481	AAEL001271	AGAP005612
OG0000481	AAEL026886	AGAP005610
OG0000482	AAEL001307	AGAP009381
OG0000482	AAEL001293	AGAP009385
OG0000483	AAEL001638	AGAP007811
OG0000484	AAEL004277	AGAP010151
OG0000484	AAEL001670	AGAP007828
OG0000485	AAEL001965	AGAP008061
OG0000485	AAEL002023	AGAP008060
OG0000486	AAEL002176	AGAP011729
OG0000486	AAEL006485	AGAP001183
OG0000487	AAEL002214	AGAP008490
OG0000487	AAEL007458	AGAP000473
OG0000488	AAEL017538, AAEL002612, AAEL002619	AGAP028173, AGAP029973, AGAP029974
OG0000489	AAEL002754	AGAP000218
OG0000489	AAEL002745	AGAP000217
OG0000490	AAEL003393, AAEL002827	AGAP012106, AGAP012081
OG0000491	AAEL021615	AGAP003322
OG0000491	AAEL002861, AAEL002882	AGAP002652
OG0000492	AAEL027482	AGAP000225
OG0000492	AAEL003047	AGAP000228
OG0000493	AAEL003395, AAEL020435	AGAP002125, AGAP002126
OG0000494	AAEL003417	AGAP011945
OG0000494	AAEL004284	AGAP008898
OG0000495	AAEL003934	AGAP007851
OG0000495	AAEL003925	AGAP013726, AGAP013771
OG0000497	AAEL025454	AGAP013190
OG0000497	AAEL004678	AGAP028501
OG0000498	AAEL020981, AAEL004814	AGAP010973
OG0000498	AAEL004821	AGAP010974
OG0000499	AAEL004855	AGAP006782
OG0000499	AAEL010884	AGAP002358
OG0000500	AAEL005515	AGAP000399
OG0000500	AAEL005049	AGAP006668
OG0000501	AAEL017498, AAEL005955, AAEL005956	AGAP010828, AGAP010829, AGAP010827, AGAP010826
OG0000502	AAEL006014	AGAP010734
OG0000503	AAEL006121, AAEL006136	AGAP028471, AGAP013020, AGAP001707
OG0000504	AAEL006178	AGAP001695
OG0000504	AAEL019506	AGAP029662
OG0000505	AAEL014766, AAEL019978, AAEL006335	AGAP007073, AGAP007070, AGAP007072, AGAP007071, AGAP007074, AGAP012821
OG0000506	AAEL006378	AGAP006486
OG0000506	AAEL006383	AGAP011608
OG0000507	AAEL006381	AGAP008487
OG0000507	AAEL009111	AGAP004054
OG0000508	AAEL006575	AGAP006182, AGAP006181, AGAP006178
OG0000509	AAEL006749	AGAP006370
OG0000509	AAEL006737	AGAP006369
OG0000510	AAEL007030	AGAP000973
OG0000510	AAEL027019	AGAP003730, AGAP012841
OG0000511	AAEL017056, AAEL007039	AGAP006343, AGAP006342
OG0000512	AAEL008109	AGAP001033
OG0000514	AAEL014080	AGAP003578
OG0000514	AAEL009948	AGAP009944
OG0000515	AAEL010487	AGAP003487
OG0000515	AAEL010477	AGAP013419
OG0000516	AAEL011184	AGAP003586
OG0000516	AAEL019717	AGAP013333
OG0000517	AAEL011966, AAEL026805	AGAP004263, AGAP012703, AGAP004262
OG0000518	AAEL012157	AGAP007676
OG0000518	AAEL012153	AGAP007677
OG0000519	AAEL013281, AAEL013283, AAEL013284	AGAP006385
OG0000520	AAEL022306	AGAP009090
OG0000520	AAEL014238	AGAP009091
OG0000521	AAEL017096	AGAP007406
OG0000521	AAEL017301	AGAP003541
OG0000522	AAEL024144	AGAP010186
OG0000522	AAEL019702	AGAP010184
OG0000523	AAEL019706	AGAP004369
OG0000523	AAEL021067	AGAP004577
OG0000524	AAEL022982, AAEL021737	AGAP005952, AGAP005951
OG0000525	AAEL026536, AAEL021977	AGAP007440
OG0000526	AAEL027478	AGAP000361
OG0000526	AAEL023040	AGAP010269
OG0000527	AAEL027242	AGAP004223
OG0000527	AAEL025125	AGAP004222
OG0000528	AAEL025318	AGAP006536
OG0000528	AAEL025990	AGAP006540
OG0000534	AAEL001632	AGAP008732
OG0000534	AAEL001672, AAEL001640	AGAP028052
OG0000535	AAEL014493, AAEL002683	AGAP007918, AGAP013758
OG0000536	AAEL003093	AGAP007134
OG0000536	AAEL012497	AGAP011848
OG0000537	AAEL004921, AAEL003242, AAEL003231, AAEL003274, AAEL003256	AGAP009869
OG0000538	AAEL004573	AGAP013071
OG0000538	AAEL003622	AGAP003049
OG0000539	AAEL003629	AGAP003055, AGAP003054, AGAP013396, AGAP012758, AGAP003053
OG0000540	AAEL003810, AAEL003809, AAEL008232	AGAP001027
OG0000541	AAEL003999, AAEL020652	AGAP008976, AGAP007800
OG0000542	AAEL004002	AGAP003783
OG0000543	AAEL004070, AAEL004074	AGAP029776, AGAP029777
OG0000544	AAEL004492	AGAP009442
OG0000544	AAEL005232	AGAP003796
OG0000546	AAEL025650	AGAP000075, AGAP013356
OG0000547	AAEL014873	AGAP010354
OG0000547	AAEL004788	AGAP005899
OG0000548	AAEL013885, AAEL004809	AGAP000570
OG0000549	AAEL005165	AGAP005981, AGAP000008
OG0000550	AAEL010969, AAEL019614, AAEL019615, AAEL005668	AGAP006913
OG0000551	AAEL015247, AAEL005821	AGAP013146, AGAP013188, AGAP013393, AGAP013255, AGAP012745
OG0000552	AAEL007205, AAEL006114	AGAP004228
OG0000553	AAEL006211	AGAP006055
OG0000554	AAEL006503, AAEL006481	AGAP001184, AGAP013501
OG0000555	AAEL007793, AAEL007789, AAEL010405	AGAP004358
OG0000556	AAEL007830	AGAP008553, AGAP013224, AGAP008552, AGAP013305, AGAP001864
OG0000557	AAEL008072, AAEL026806	AGAP003231, AGAP000170
OG0000558	AAEL008374	AGAP003133
OG0000558	AAEL024950	AGAP000787
OG0000559	AAEL008655	AGAP001962
OG0000559	AAEL008652	AGAP001961
OG0000560	AAEL009214	AGAP007460
OG0000560	AAEL013844	AGAP000546
OG0000561	AAEL009606	AGAP005928
OG0000561	AAEL009601	AGAP005929
OG0000562	AAEL012355	AGAP005035
OG0000562	AAEL025827, AAEL009822	AGAP005034
OG0000563	AAEL010485	AGAP003494
OG0000563	AAEL010479	AGAP003493
OG0000564	AAEL010781	AGAP009587
OG0000564	AAEL010768	AGAP009588
OG0000565	AAEL011025, AAEL021342	AGAP013199, AGAP000721
OG0000566	AAEL011330	AGAP011220
OG0000566	AAEL011321	AGAP011219
OG0000567	AAEL011504	AGAP006283
OG0000568	AAEL014843, AAEL011708	AGAP006958, AGAP006961, AGAP006959
OG0000569	AAEL018221	AGAP002511
OG0000569	AAEL011774	AGAP002510
OG0000570	AAEL012437	AGAP003302, AGAP012952, AGAP004243
OG0000571	AAEL025617, AAEL012776, AAEL022651, AAEL022733, AAEL020609, AAEL026458	AGAP004860
OG0000572	AAEL012837	AGAP012528, AGAP004813
OG0000573	AAEL012964	AGAP001028
OG0000574	AAEL014050	AGAP009926, AGAP012737, AGAP009927
OG0000576	AAEL015149	AGAP013520
OG0000576	AAEL014686	AGAP013172
OG0000577	AAEL017061, AAEL026582	AGAP013128, AGAP002862
OG0000579	AAEL017397	AGAP006150, AGAP007148
OG0000579	AAEL017542	AGAP001329
OG0000581	AAEL018316	AGAP005002
OG0000581	AAEL024199	AGAP005001
OG0000582	AAEL026517	AGAP029049
OG0000582	AAEL019650	AGAP029054
OG0000583	AAEL020585	AGAP007414, AGAP007558, AGAP007557
OG0000584	AAEL021082	AGAP011711, AGAP011712
OG0000585	AAEL025434, AAEL021685	AGAP005697, AGAP012903, AGAP005698
OG0000586	AAEL023917, AAEL023063	AGAP013019, AGAP004005
OG0000588	AAEL028025	AGAP003524
OG0000588	AAEL024908	AGAP003523
OG0000606	AAEL000006, AAEL000080, AAEL000025	AGAP003350
OG0000607	AAEL000215	AGAP011713
OG0000607	AAEL011743	AGAP029298
OG0000608	AAEL000715	AGAP029663, AGAP029476
OG0000609	AAEL001194	AGAP009176
OG0000610	AAEL001247	AGAP005602, AGAP005603
OG0000611	AAEL001548	AGAP007588
OG0000611	AAEL001586	AGAP007589
OG0000612	AAEL001552	AGAP007597
OG0000612	AAEL009333	AGAP009318
OG0000613	AAEL002124	AGAP002811, AGAP002813
OG0000614	AAEL014713	AGAP006788
OG0000615	AAEL002257	AGAP005941
OG0000615	AAEL002267	AGAP005942
OG0000616	AAEL010773, AAEL002276	AGAP029794
OG0000617	AAEL002366, AAEL021160	AGAP009815, AGAP009779, AGAP009778, AGAP008599
OG0000618	AAEL002534, AAEL025362	AGAP000953, AGAP002395
OG0000619	AAEL028229	AGAP003929
OG0000619	AAEL002996	AGAP003928
OG0000620	AAEL003232, AAEL029120, AAEL029121, AAEL003241, AAEL003225, AAEL003266	AGAP009872, AGAP009873
OG0000621	AAEL003234	AGAP000851
OG0000622	AAEL003421	AGAP010328
OG0000623	AAEL003442	AGAP011665, AGAP011921
OG0000624	AAEL003562, AAEL023067, AAEL003561	AGAP003846, AGAP003845
OG0000625	AAEL003697	AGAP001376
OG0000625	AAEL020823	AGAP001377
OG0000626	AAEL020960	AGAP013181
OG0000626	AAEL003781	AGAP001026
OG0000627	AAEL003853	AGAP029992, AGAP029636
OG0000628	AAEL004043	AGAP010118, AGAP010125, AGAP010111, AGAP010110
OG0000629	AAEL015598, AAEL004081	AGAP000705, AGAP013449
OG0000630	AAEL004102	AGAP011051, AGAP011068, AGAP011066
OG0000631	AAEL004774	AGAP008340
OG0000632	AAEL005266	AGAP000655, AGAP002346
OG0000633	AAEL005520	AGAP000401, AGAP012656, AGAP005066
OG0000634	AAEL005533	AGAP000732, AGAP004350
OG0000635	AAEL005619, AAEL009841	AGAP001201
OG0000636	AAEL005676	AGAP006907
OG0000636	AAEL026165	AGAP006906
OG0000637	AAEL006394	AGAP011095, AGAP011094
OG0000638	AAEL006454, AAEL014082	AGAP010489, AGAP009629
OG0000639	AAEL006886	AGAP007650
OG0000639	AAEL006883	AGAP007651
OG0000640	AAEL007090, AAEL007097, AAEL007098, AAEL007094	AGAP005972
OG0000641	AAEL007275	AGAP009187
OG0000642	AAEL007593	AGAP004317
OG0000642	AAEL007597	AGAP004318
OG0000643	AAEL024307, AAEL017450, AAEL007935	AGAP001117
OG0000644	AAEL008275	AGAP029764
OG0000644	AAEL008271	AGAP029763
OG0000645	AAEL008289	AGAP005459
OG0000645	AAEL008285	AGAP005456
OG0000646	AAEL008473, AAEL008487, AAEL008488	AGAP029702, AGAP029701
OG0000647	AAEL008478	AGAP007665
OG0000647	AAEL008485	AGAP007663
OG0000648	AAEL008609, AAEL008600	AGAP008370, AGAP008371
OG0000649	AAEL008698, AAEL008702	AGAP004015
OG0000650	AAEL009420	AGAP012849, AGAP010132
OG0000651	AAEL009596	AGAP012216, AGAP012217
OG0000652	AAEL009653	AGAP000654
OG0000653	AAEL010269	AGAP008109
OG0000654	AAEL010113	AGAP007371
OG0000654	AAEL020150	AGAP007372
OG0000655	AAEL025106	AGAP006095
OG0000655	AAEL010127	AGAP007040
OG0000656	AAEL010769	AGAP009212
OG0000656	AAEL014138	AGAP009213
OG0000657	AAEL010776, AAEL010782, AAEL010780	AGAP029977
OG0000658	AAEL010805	AGAP002241
OG0000658	AAEL010799	AGAP002240
OG0000659	AAEL011130	AGAP003582
OG0000659	AAEL011129	AGAP003581
OG0000660	AAEL011161	AGAP003896, AGAP003897
OG0000661	AAEL011381	AGAP006891, AGAP000794
OG0000662	AAEL011520	AGAP010854, AGAP029297
OG0000663	AAEL012041	AGAP013218, AGAP004636, AGAP029800
OG0000664	AAEL013155, AAEL013153	AGAP029147, AGAP009014
OG0000665	AAEL013323	AGAP001983
OG0000665	AAEL013327	AGAP013533
OG0000666	AAEL013684	AGAP029109
OG0000667	AAEL027123, AAEL020536, AAEL023221, AAEL014149, AAEL014147, AAEL014254	AGAP010882
OG0000668	AAEL014551, AAEL020599	AGAP000211
OG0000668	AAEL027829	AGAP000210
OG0000669	AAEL017235, AAEL017323	AGAP009803, AGAP009804, AGAP009805
OG0000671	AAEL018137	AGAP011667, AGAP011666
OG0000672	AAEL018320	AGAP012545, AGAP008823, AGAP008824, AGAP008825, AGAP028559
OG0000673	AAEL019658	AGAP010024
OG0000674	AAEL019682	AGAP011554
OG0000675	AAEL019849	AGAP029530
OG0000676	AAEL022480, AAEL019856	AGAP003757
OG0000677	AAEL023374	AGAP010242
OG0000677	AAEL020299	AGAP010245
OG0000678	AAEL020351	AGAP005069, AGAP005068
OG0000679	AAEL020739	AGAP005528, AGAP005529
OG0000680	AAEL021017	AGAP000294
OG0000681	AAEL023512	AGAP029337, AGAP029350
OG0000682	AAEL024089	AGAP003137
OG0000682	AAEL026668	AGAP000668
OG0000683	AAEL025572	AGAP009270, AGAP009947
OG0000684	AAEL025779, AAEL027903	AGAP011076, AGAP012107
OG0000698	AAEL000076	AGAP004465
OG0000698	AAEL011097	AGAP004466
OG0000699	AAEL000329	AGAP009233
OG0000699	AAEL000308	AGAP009231
OG0000700	AAEL000636	AGAP012386
OG0000701	AAEL000654	AGAP029980, AGAP012414
OG0000703	AAEL001087	AGAP004157, AGAP012761, AGAP004156
OG0000704	AAEL002416	AGAP012513
OG0000704	AAEL001427	AGAP012514
OG0000705	AAEL001697	AGAP005317, AGAP005318
OG0000706	AAEL002158, AAEL004335, AAEL010396, AAEL007383	AGAP002464
