Orthogroup	AaegyptiLVP_AGWG	LlongipalpisASM
OG0000389	AAEL003708	LOC129792672
OG0000389	AAEL003727	LOC129796262
OG0000390	AAEL009682, AAEL008411, AAEL023723, AAEL004505, AAEL010959, AAEL010957	LOC129786718
OG0000391	AAEL005160	LOC129787235
OG0000391	AAEL006372	LOC129791955
OG0000393	AAEL005918, AAEL025460	LOC129785949, LOC129785948, LOC129785957
OG0000394	AAEL006264, AAEL006274, AAEL022795	LOC129791762
OG0000395	AAEL006675	LOC129788433
OG0000395	AAEL010567	LOC129796829, LOC129789717
OG0000396	AAEL006978, AAEL022582, AAEL026610	LOC129790169
OG0000397	AAEL008672	LOC129790187
OG0000397	AAEL008138	LOC129790172
OG0000399	AAEL008784, AAEL008782, AAEL008767	LOC129794264
OG0000400	AAEL023342, AAEL009229, AAEL009218	LOC129786701
OG0000401	AAEL019824	LOC129797202
OG0000401	AAEL009275	LOC129786605
OG0000403	AAEL011204	LOC129788394
OG0000403	AAEL014297	LOC129793356
OG0000404	AAEL012131, AAEL012128	LOC129795523
OG0000407	AAEL013047	LOC129791712
OG0000408	AAEL013603, AAEL014627, AAEL029115	LOC129797650, LOC129797649
OG0000409	AAEL014207, AAEL023753	LOC129787069
OG0000410	AAEL014438, AAEL014437, AAEL024413, AAEL020644	LOC129786954, LOC129794457
OG0000411	AAEL017381, AAEL017145	LOC129786847, LOC129786629
OG0000412	AAEL018189, AAEL017238	LOC129788847
OG0000413	AAEL023231, AAEL019947	LOC129792318
OG0000414	AAEL020078	LOC129790511
OG0000415	AAEL020173, AAEL020349, AAEL025927	LOC129796507, LOC129792005, LOC129793033, LOC129786334, LOC129788746, LOC129788753, LOC129792944, LOC129789744, LOC129788765, LOC129791917, LOC129795786, LOC129788748, LOC129796809, LOC129786320, LOC129789524, LOC129789523
OG0000416	AAEL020856, AAEL025917, AAEL025700	LOC129792009
OG0000417	AAEL027664	LOC129796020
OG0000417	AAEL022731	LOC129792608, LOC129787782
OG0000429	AAEL003888, AAEL000795	LOC129797527
OG0000430	AAEL001625, AAEL001601	LOC129790395
OG0000431	AAEL008711, AAEL001728	LOC129786890, LOC129786889, LOC129786888
OG0000432	AAEL002406, AAEL001814	LOC129793235
OG0000433	AAEL021665, AAEL002951	LOC129787458
OG0000435	AAEL027792, AAEL003841, AAEL003857, AAEL003832	LOC129793979, LOC129788654
OG0000437	AAEL004030	LOC129796837, LOC129796843
OG0000437	AAEL004016, AAEL004020	LOC129786972
OG0000438	AAEL004018, AAEL004031	LOC129796877, LOC129796853
OG0000439	AAEL007450	LOC129791046
OG0000439	AAEL004283	LOC129791051
OG0000440	AAEL025271	LOC129786060
OG0000440	AAEL004379, AAEL024667, AAEL004366	LOC129786063
OG0000441	AAEL004705	LOC129789191
OG0000442	AAEL025111, AAEL005002	LOC129787812
OG0000443	AAEL005409, AAEL022054, AAEL010676	LOC129786466
OG0000445	AAEL019688	LOC129788571
OG0000445	AAEL005848	LOC129795393
OG0000446	AAEL006365, AAEL006368, AAEL006384	LOC129792631
OG0000447	AAEL007143, AAEL007146	LOC129791462
OG0000448	AAEL007225	LOC129791218
OG0000448	AAEL009881	LOC129797162
OG0000449	AAEL007719	LOC129795663
OG0000450	AAEL007963	LOC129791284
OG0000450	AAEL023187	LOC129791285
OG0000451	AAEL008078	LOC129797430
OG0000453	AAEL010244	LOC129796269
OG0000454	AAEL010500	LOC129791222, LOC129791223, LOC129789958, LOC129789953, LOC129789957, LOC129789984, LOC129789955, LOC129789970, LOC129786231, LOC129789956
OG0000455	AAEL010522	LOC129793202
OG0000456	AAEL017128, AAEL010540	LOC129789003
OG0000457	AAEL013757	LOC129797501
OG0000457	AAEL011169	LOC129797497
OG0000460	AAEL018317, AAEL027774, AAEL027127	LOC129786399
OG0000461	AAEL020210, AAEL021084, AAEL021318	LOC129788689, LOC129788691
OG0000464	AAEL021795, AAEL026008, AAEL026833	LOC129792136
OG0000465	AAEL024837	LOC129794475, LOC129787824, LOC129787821, LOC129787819, LOC129787822, LOC129787823
OG0000466	AAEL025198	LOC129788859
OG0000476	AAEL020708, AAEL000075	LOC129797587, LOC129797598
OG0000478	AAEL000576	LOC129789679
OG0000478	AAEL004992	LOC129789267
OG0000479	AAEL010395, AAEL000595	LOC129786132, LOC129786130
OG0000480	AAEL000851, AAEL000811	LOC129795298
OG0000481	AAEL001271, AAEL026886	LOC129793585
OG0000482	AAEL001307, AAEL001293	LOC129789436
OG0000483	AAEL001638	LOC129790713
OG0000484	AAEL004277, AAEL001670	LOC129797633
OG0000485	AAEL001965, AAEL002023	LOC129795192
OG0000486	AAEL002176, AAEL006485	LOC129796376
OG0000487	AAEL002214, AAEL007458	LOC129796445
OG0000489	AAEL002754, AAEL002745	LOC129789596
OG0000490	AAEL003393, AAEL002827	LOC129797526, LOC129793927
OG0000491	AAEL021615, AAEL002861, AAEL002882	LOC129786095
OG0000492	AAEL027482, AAEL003047	LOC129790192
OG0000494	AAEL003417	LOC129795759
OG0000494	AAEL004284	LOC129795756
OG0000495	AAEL003934, AAEL003925	LOC129789139
OG0000496	AAEL004303	LOC129789632
OG0000497	AAEL025454, AAEL004678	LOC129787431
OG0000498	AAEL020981, AAEL004814, AAEL004821	LOC129786578, LOC129786574, LOC129786579
OG0000499	AAEL004855, AAEL010884	LOC129790607
OG0000500	AAEL005515, AAEL005049	LOC129788005
OG0000501	AAEL017498, AAEL005955, AAEL005956	LOC129797582
OG0000502	AAEL006014	LOC129785827
OG0000504	AAEL006178, AAEL019506	LOC129793723
OG0000506	AAEL006378, AAEL006383	LOC129792624
OG0000507	AAEL006381, AAEL009111	LOC129791979
OG0000509	AAEL006749, AAEL006737	LOC129792415
OG0000510	AAEL007030, AAEL027019	LOC129791881
OG0000511	AAEL017056, AAEL007039	LOC129797841
OG0000512	AAEL008118	LOC129789515
OG0000512	AAEL008109	LOC129789516
OG0000513	AAEL025850, AAEL014678, AAEL014684, AAEL008889	LOC129788566, LOC129788563, LOC129788564, LOC129795257, LOC129787379, LOC129794452, LOC129788562
OG0000514	AAEL014080, AAEL009948	LOC129785846
OG0000515	AAEL010487, AAEL010477	LOC129790939
OG0000516	AAEL011184, AAEL019717	LOC129791524, LOC129797636
OG0000517	AAEL011966, AAEL026805	LOC129795838, LOC129787799, LOC129787785, LOC129789028, LOC129790802
OG0000518	AAEL012157, AAEL012153	LOC129793591
OG0000519	AAEL013281, AAEL013283, AAEL013284	LOC129793219
OG0000520	AAEL022306	LOC129788574
OG0000520	AAEL014238	LOC129788575
OG0000521	AAEL017096	LOC129792109
OG0000521	AAEL017301	LOC129792300
OG0000522	AAEL024144, AAEL019702	LOC129788714
OG0000523	AAEL019706	LOC129797678
OG0000523	AAEL021067	LOC129795335
OG0000524	AAEL022982, AAEL021737	LOC129792438
OG0000526	AAEL027478, AAEL023040	LOC129796859, LOC129794163
OG0000527	AAEL027242, AAEL025125	LOC129787200
OG0000528	AAEL025318, AAEL025990	LOC129793220
OG0000535	AAEL014493, AAEL002683	LOC129788946, LOC129788947
OG0000536	AAEL003093, AAEL012497	LOC129786855
OG0000537	AAEL004921, AAEL003242, AAEL003231, AAEL003274, AAEL003256	LOC129792344
OG0000538	AAEL004573, AAEL003622	LOC129785868
OG0000540	AAEL003810, AAEL003809, AAEL008232	LOC129795815, LOC129795822
OG0000542	AAEL004002	LOC129787142
OG0000543	AAEL004070	LOC129790875
OG0000543	AAEL004074	LOC129790828
OG0000544	AAEL004492	LOC129793436
OG0000544	AAEL005232	LOC129793456
OG0000546	AAEL004692	LOC129791191
OG0000546	AAEL025650	LOC129791189
OG0000547	AAEL014873, AAEL004788	LOC129789445
OG0000548	AAEL013885, AAEL004809	LOC129788460, LOC129793810, LOC129796665
OG0000549	AAEL005165	LOC129796163, LOC129787746
OG0000550	AAEL010969, AAEL019614, AAEL019615, AAEL005668	LOC129793857
OG0000551	AAEL015247, AAEL005821	LOC129787904, LOC129787888
OG0000552	AAEL007205, AAEL006114	LOC129793549
OG0000553	AAEL006211	LOC129792363
OG0000555	AAEL007793, AAEL007789, AAEL010405	LOC129786450
OG0000557	AAEL008072, AAEL026806	LOC129791307
OG0000558	AAEL008374, AAEL024950	LOC129793107
OG0000559	AAEL008655, AAEL008652	LOC129787647
OG0000560	AAEL009214, AAEL013844	LOC129791771, LOC129796515
OG0000561	AAEL009606	LOC129792664
OG0000561	AAEL009601	LOC129792671
OG0000562	AAEL012355	LOC129796001
OG0000562	AAEL025827, AAEL009822	LOC129793753, LOC129796544
OG0000563	AAEL010485, AAEL010479	LOC129787428
OG0000564	AAEL010781	LOC129790481
OG0000564	AAEL010768	LOC129790484
OG0000565	AAEL011025, AAEL021342	LOC129788762
OG0000566	AAEL011330, AAEL011321	LOC129795066
OG0000567	AAEL011504	LOC129794176
OG0000568	AAEL014843, AAEL011708	LOC129793949
OG0000569	AAEL018221	LOC129797441
OG0000569	AAEL011774	LOC129797546
OG0000572	AAEL012837	LOC129793426
OG0000573	AAEL012964	LOC129790886
OG0000574	AAEL014050	LOC129790054
OG0000579	AAEL017397, AAEL017542	LOC129793001
OG0000580	AAEL017557	LOC129794431
OG0000581	AAEL018316, AAEL024199	LOC129792112
OG0000582	AAEL026517	LOC129791278
OG0000582	AAEL019650	LOC129790571
OG0000584	AAEL021082	LOC129795290
OG0000586	AAEL023917, AAEL023063	LOC129786887, LOC129790177
OG0000588	AAEL028025	LOC129786769
OG0000588	AAEL024908	LOC129797624
OG0000606	AAEL000006, AAEL000080, AAEL000025	LOC129795943, LOC129795511
OG0000607	AAEL000215, AAEL011743	LOC129796412
OG0000608	AAEL000715	LOC129790262
OG0000609	AAEL001194	LOC129789280, LOC129790035, LOC129789951, LOC129791241, LOC129788166, LOC129795243, LOC129794971, LOC129794411
OG0000610	AAEL001247	LOC129793437
OG0000611	AAEL001548, AAEL001586	LOC129794969, LOC129792305
OG0000612	AAEL001552, AAEL009333	LOC129793245, LOC129791742
OG0000613	AAEL002124	LOC129797020
OG0000614	AAEL014713, AAEL002255, AAEL004847	LOC129794514, LOC129787902
OG0000615	AAEL002257, AAEL002267	LOC129793095
OG0000616	AAEL010773, AAEL002276	LOC129787986
OG0000618	AAEL002534, AAEL025362	LOC129786155
OG0000619	AAEL028229	LOC129790543
OG0000619	AAEL002996	LOC129790552
OG0000621	AAEL003234	LOC129789158
OG0000622	AAEL003421	LOC129791514, LOC129795662, LOC129794311, LOC129795246
OG0000623	AAEL003442	LOC129795989
OG0000624	AAEL003562, AAEL023067, AAEL003561	LOC129787186
OG0000625	AAEL003697, AAEL020823	LOC129797405
OG0000626	AAEL020960, AAEL003781	LOC129787438
OG0000627	AAEL003853	LOC129796028
OG0000629	AAEL015598	LOC129789450
OG0000629	AAEL004081	LOC129796880, LOC129791990
OG0000631	AAEL004774	LOC129790689, LOC129790682, LOC129790676, LOC129790648, LOC129790687, LOC129789197, LOC129790679
OG0000632	AAEL005266	LOC129790746
OG0000633	AAEL005520	LOC129789117
OG0000634	AAEL005533	LOC129789630, LOC129790889, LOC129794049
OG0000635	AAEL005619, AAEL009841	LOC129793876
OG0000636	AAEL005676, AAEL026165	LOC129792190
OG0000637	AAEL006394	LOC129794946
OG0000639	AAEL006886, AAEL006883	LOC129792772
OG0000640	AAEL007090, AAEL007097, AAEL007098, AAEL007094	LOC129788673
OG0000641	AAEL007275	LOC129787356, LOC129787297
OG0000643	AAEL024307, AAEL017450, AAEL007935	LOC129796821, LOC129792422, LOC129796228
OG0000644	AAEL008275, AAEL008271	LOC129794535, LOC129794595, LOC129795223, LOC129795224
OG0000645	AAEL008289, AAEL008285	LOC129794232
OG0000647	AAEL008478, AAEL008485	LOC129787355
OG0000650	AAEL009423, AAEL009420	LOC129789372
OG0000651	AAEL009596	LOC129788154, LOC129786032
OG0000652	AAEL009653	LOC129786179
OG0000654	AAEL010113, AAEL020150	LOC129790933
OG0000656	AAEL010769, AAEL014138	LOC129790214
OG0000657	AAEL010776, AAEL010782, AAEL010780	LOC129790497, LOC129790495
OG0000658	AAEL010805, AAEL010799	LOC129786084
OG0000661	AAEL011381	LOC129793785, LOC129791227
OG0000662	AAEL011520	LOC129795022
OG0000663	AAEL012041	LOC129791581, LOC129795004
OG0000664	AAEL013155, AAEL013153	LOC129788373, LOC129788783
OG0000665	AAEL013323	LOC129797714
OG0000665	AAEL013327	LOC129797715
OG0000666	AAEL013684	LOC129789920
OG0000668	AAEL014551, AAEL020599, AAEL027829	LOC129789518
OG0000671	AAEL018137	LOC129796439
OG0000672	AAEL018320	LOC129797850
OG0000673	AAEL019658	LOC129790089
OG0000674	AAEL019682	LOC129794686
OG0000675	AAEL019849	LOC129792563
OG0000675	AAEL019850	LOC129792639
OG0000676	AAEL022480, AAEL019856	LOC129792412, LOC129792447, LOC129786950
OG0000677	AAEL023374, AAEL020299	LOC129792367
OG0000678	AAEL020351	LOC129793735, LOC129793408
OG0000679	AAEL020739	LOC129791603
OG0000680	AAEL023839, AAEL021017	LOC129785935
OG0000681	AAEL023512	LOC129792486
OG0000682	AAEL024089, AAEL026668	LOC129797098
OG0000683	AAEL025572	LOC129788436
OG0000684	AAEL025779, AAEL027903	LOC129790629
OG0000698	AAEL000076	LOC129787630
OG0000698	AAEL011097	LOC129796776
OG0000701	AAEL000654	LOC129796793
OG0000704	AAEL002416, AAEL001427	LOC129797389
OG0000705	AAEL001697, AAEL001699	LOC129796588
OG0000706	AAEL002158, AAEL004335, AAEL010396, AAEL007383	LOC129797846
OG0000707	AAEL002253	LOC129792435
OG0000708	AAEL002287	LOC129787482
OG0000709	AAEL002450, AAEL021759	LOC129789636
OG0000710	AAEL002455	LOC129791310
OG0000713	AAEL003722, AAEL015450, AAEL005127	LOC129792499
OG0000714	AAEL017464, AAEL003936	LOC129792793
OG0000715	AAEL028191, AAEL004024	LOC129796879
OG0000716	AAEL004028	LOC129787130
OG0000717	AAEL004239	LOC129786764
OG0000718	AAEL004810, AAEL004819	LOC129796921
OG0000720	AAEL011772, AAEL020323, AAEL026871, AAEL021668, AAEL021133, AAEL025895, AAEL005245	LOC129796031
OG0000721	AAEL005428	LOC129788149
OG0000722	AAEL005489	LOC129786896
OG0000723	AAEL006249	LOC129794187
OG0000725	AAEL022508, AAEL006937	LOC129791110
OG0000726	AAEL007002	LOC129788835
OG0000727	AAEL007250, AAEL023757	LOC129796652
OG0000728	AAEL008958	LOC129794810
OG0000729	AAEL009151	LOC129791068
OG0000730	AAEL028178, AAEL020447, AAEL009506	LOC129796264
OG0000731	AAEL009649	LOC129789026
OG0000732	AAEL009886, AAEL009888	LOC129797450
OG0000733	AAEL010369	LOC129785863, LOC129785872
OG0000734	AAEL011013	LOC129789331
OG0000735	AAEL011038	LOC129794676
OG0000736	AAEL011142	LOC129793708
OG0000737	AAEL011206	LOC129796348, LOC129788882, LOC129795358, LOC129791062, LOC129791063
OG0000738	AAEL011280	LOC129793763
OG0000739	AAEL011612	LOC129792495, LOC129793879
OG0000740	AAEL011643	LOC129787177
OG0000740	AAEL011644	LOC129790677
OG0000741	AAEL011680	LOC129797548
OG0000743	AAEL022886, AAEL012332	LOC129794837
OG0000745	AAEL012703, AAEL018247, AAEL025252	LOC129786239
OG0000746	AAEL012766, AAEL012772	LOC129787579, LOC129787575, LOC129792742, LOC129787572
OG0000747	AAEL013188	LOC129785899
OG0000748	AAEL013324, AAEL026278	LOC129796516
OG0000749	AAEL013653	LOC129790710
OG0000751	AAEL013812	LOC129792694
OG0000752	AAEL013816	LOC129790897
OG0000754	AAEL015147, AAEL017548	LOC129795829, LOC129795608, LOC129794471, LOC129792308
OG0000755	AAEL022578, AAEL015465	LOC129785867
OG0000760	AAEL018118	LOC129787524
OG0000761	AAEL018153	LOC129788153
OG0000762	AAEL018219	LOC129796373
OG0000763	AAEL018699	LOC129792352
OG0000764	AAEL027367	LOC129790190
OG0000764	AAEL019463	LOC129790181
OG0000765	AAEL019653, AAEL023118	LOC129789275
OG0000766	AAEL019710	LOC129786356
OG0000767	AAEL019756, AAEL019790	LOC129795536
OG0000769	AAEL020028	LOC129794848
OG0000770	AAEL021100	LOC129786315
OG0000771	AAEL021365	LOC129790610
OG0000772	AAEL025785, AAEL021693	LOC129792370
OG0000773	AAEL021717, AAEL023078	LOC129792988
OG0000774	AAEL023488, AAEL027184, AAEL022459	LOC129795444
OG0000775	AAEL022876	LOC129792524, LOC129792514
OG0000776	AAEL022878	LOC129789709, LOC129795694
OG0000777	AAEL023286	LOC129796454
OG0000778	AAEL026159, AAEL023605	LOC129797210
OG0000779	AAEL023651	LOC129793955
OG0000799	AAEL004367, AAEL000223, AAEL020371, AAEL004369	LOC129793175
OG0000800	AAEL000414, AAEL026764, AAEL022929	LOC129795872
OG0000802	AAEL001198	LOC129791127
OG0000805	AAEL020603	LOC129793176
OG0000805	AAEL001549	LOC129793153
OG0000807	AAEL001820, AAEL018004, AAEL020509, AAEL023225	LOC129788809
OG0000808	AAEL023474, AAEL001843	LOC129790680
OG0000809	AAEL001976, AAEL007293	LOC129791710
OG0000810	AAEL002048	LOC129788735
OG0000811	AAEL002084	LOC129788764
OG0000813	AAEL002192	LOC129791403
OG0000814	AAEL024137, AAEL002270	LOC129787257
OG0000815	AAEL002292, AAEL002313	LOC129797564
OG0000816	AAEL002423	LOC129797354
OG0000817	AAEL002508	LOC129787592
OG0000818	AAEL002588	LOC129795093, LOC129795251, LOC129791377, LOC129795090, LOC129795163, LOC129795057, LOC129795174
OG0000819	AAEL002730, AAEL002720	LOC129793136
OG0000821	AAEL020942, AAEL021711, AAEL025774, AAEL002938	LOC129790272
OG0000823	AAEL003420	LOC129794529
OG0000825	AAEL003914, AAEL003918	LOC129791777
OG0000826	AAEL004060	LOC129790956
OG0000827	AAEL004086, AAEL004118	LOC129794122
OG0000828	AAEL004245, AAEL025638	LOC129788185, LOC129788181
OG0000829	AAEL019853, AAEL004524	LOC129789057
OG0000830	AAEL004605, AAEL004602	LOC129790240
OG0000831	AAEL004784, AAEL004755	LOC129791176, LOC129791175
OG0000832	AAEL005373	LOC129794224
OG0000834	AAEL026217, AAEL005656, AAEL021838	LOC129791780
OG0000835	AAEL006207	LOC129792918
OG0000836	AAEL006977	LOC129790211
OG0000836	AAEL006966	LOC129790329
OG0000837	AAEL007319	LOC129794116
OG0000838	AAEL007662	LOC129789521
OG0000840	AAEL007831	LOC129791262
OG0000841	AAEL007910	LOC129794927
OG0000841	AAEL007900	LOC129790946
OG0000843	AAEL008101, AAEL009987, AAEL023919	LOC129786227
OG0000845	AAEL008359, AAEL008355	LOC129792536
OG0000846	AAEL008419	LOC129787444
OG0000846	AAEL027646	LOC129787472
OG0000847	AAEL008468, AAEL008467	LOC129791272
OG0000849	AAEL008651	LOC129795434, LOC129788080, LOC129790226, LOC129791276
OG0000850	AAEL008921	LOC129791444
OG0000852	AAEL008952	LOC129788599
OG0000854	AAEL021942, AAEL009230	LOC129793009
OG0000855	AAEL024520, AAEL009479	LOC129789897
OG0000856	AAEL010097	LOC129790813, LOC129792104, LOC129786181
OG0000857	AAEL022757, AAEL010584	LOC129785877
OG0000858	AAEL020016, AAEL010907	LOC129785850
OG0000859	AAEL011229, AAEL015552	LOC129788037
OG0000860	AAEL011352	LOC129786266
OG0000863	AAEL012051, AAEL012042	LOC129793328
OG0000864	AAEL012058	LOC129793138
OG0000865	AAEL012239	LOC129790135
OG0000866	AAEL012916	LOC129792732
OG0000867	AAEL012998	LOC129786070
OG0000868	AAEL020064, AAEL013445	LOC129792166
OG0000870	AAEL013887	LOC129787090
OG0000872	AAEL014039	LOC129797115
OG0000873	AAEL014292	LOC129792698
OG0000874	AAEL014343	LOC129790074
OG0000875	AAEL014729	LOC129788011
OG0000876	AAEL014762	LOC129797362
OG0000876	AAEL027643, AAEL014761	LOC129797390
OG0000877	AAEL014945	LOC129788029
OG0000878	AAEL014958	LOC129793385
OG0000879	AAEL017101	LOC129786508, LOC129786528, LOC129786530
OG0000881	AAEL018139	LOC129797026
OG0000882	AAEL018248	LOC129795525
OG0000883	AAEL021437, AAEL019432	LOC129791918
OG0000884	AAEL019475	LOC129796295
OG0000885	AAEL019525	LOC129787789
OG0000886	AAEL019538	LOC129793963
OG0000887	AAEL019578	LOC129789293
OG0000888	AAEL019596	LOC129790593
OG0000889	AAEL019726	LOC129793644
OG0000890	AAEL019844	LOC129786434
OG0000893	AAEL019973	LOC129788074
OG0000893	AAEL019974	LOC129786042
OG0000894	AAEL019989	LOC129790516, LOC129789882
OG0000895	AAEL025763, AAEL019997	LOC129797858
OG0000896	AAEL020008	LOC129788923, LOC129790573
OG0000899	AAEL025902, AAEL020814, AAEL025706, AAEL024443	LOC129794710
OG0000900	AAEL020941	LOC129791238
OG0000901	AAEL021209	LOC129795564
OG0000902	AAEL021736	LOC129789494
OG0000904	AAEL022566	LOC129788200, LOC129786071
OG0000906	AAEL023434	LOC129792596
OG0000907	AAEL023595, AAEL027839, AAEL027013	LOC129790351
OG0000908	AAEL025140	LOC129790100
OG0000909	AAEL025937, AAEL026627	LOC129796560
OG0000910	AAEL026147	LOC129795282
OG0000911	AAEL026758	LOC129795049, LOC129795046, LOC129795115, LOC129795047, LOC129795048, LOC129795050
OG0000940	AAEL000324	LOC129790864
OG0000941	AAEL026240, AAEL000427	LOC129796100
OG0000944	AAEL001227	LOC129786944
OG0000945	AAEL001448	LOC129791341
OG0000946	AAEL001483	LOC129788541
OG0000947	AAEL001514, AAEL002623	LOC129795083
OG0000948	AAEL001646	LOC129793500
OG0000951	AAEL002269	LOC129793103
OG0000954	AAEL002518	LOC129790521
OG0000955	AAEL002574, AAEL002555	LOC129788857
OG0000956	AAEL002721	LOC129791637
OG0000958	AAEL002924	LOC129789081
OG0000959	AAEL002998, AAEL022096	LOC129788197
OG0000960	AAEL003014	LOC129787101
OG0000961	AAEL003056, AAEL003066	LOC129789061, LOC129789060, LOC129791743
OG0000962	AAEL003206	LOC129788175
OG0000963	AAEL024398, AAEL003373	LOC129791715
OG0000964	AAEL003424	LOC129789690
OG0000965	AAEL011715, AAEL003756	LOC129793540
OG0000966	AAEL003961, AAEL003959	LOC129796954, LOC129794317, LOC129796959
OG0000967	AAEL004021, AAEL004003	LOC129787131
OG0000968	AAEL004167	LOC129786430
OG0000969	AAEL025999, AAEL004175	LOC129792145
OG0000972	AAEL010716, AAEL004523	LOC129791340
OG0000973	AAEL004572	LOC129788414
OG0000974	AAEL005017	LOC129790235
OG0000975	AAEL005079, AAEL005073, AAEL023627, AAEL012510	LOC129794101
