Orthogroup	AaegyptiLVP_AGWG	Aalbopictus_AalbF5
OG0000134	AAEL005113	LOC115267595
OG0000134	AAEL023844	LOC109399470
OG0000134	AAEL019679	LOC115267583
OG0000135	AAEL006011	LOC109411771
OG0000136	AAEL013227	LOC109418558
OG0000136	AAEL013233	LOC109413120
OG0000136	AAEL021425, AAEL006287	LOC109400919
OG0000136	AAEL013692	LOC109401827
OG0000136	AAEL008098	LOC109412093
OG0000136	AAEL007698	LOC109404625
OG0000137	AAEL020000, AAEL027188, AAEL019999	LOC134284969
OG0000137	AAEL008117	LOC109421769
OG0000137	AAEL027338, AAEL023728, AAEL021467, AAEL024749, AAEL024231, AAEL024777, AAEL026630, AAEL014668, AAEL025085	LOC134288531, LOC134289472, LOC115254570, LOC134289471, LOC134289742, LOC115254290, LOC134284299, LOC134288207, LOC134287630, LOC134287631, LOC134287295, LOC134288416, LOC134288415
OG0000141	AAEL017553	LOC115266541, LOC109426247
OG0000141	AAEL002391	LOC115266539
OG0000141	AAEL024216	LOC109411169
OG0000141	AAEL002378	LOC109411161
OG0000141	AAEL002385	LOC109426249
OG0000141	AAEL002367	LOC109426250
OG0000142	AAEL002426	LOC109401436, LOC109423496
OG0000142	AAEL002432	LOC109423512
OG0000142	AAEL002408	LOC109423498
OG0000143	AAEL007795	LOC115271081, LOC109422534
OG0000143	AAEL007807	LOC115271082
OG0000143	AAEL007815	LOC109422663, LOC109401093
OG0000143	AAEL007808	LOC109422664
OG0000143	AAEL007816	LOC109422665, LOC109401117
OG0000145	AAEL000344	LOC109420558
OG0000145	AAEL000377	LOC109414419, LOC115253506
OG0000145	AAEL022484, AAEL013719	LOC109622121
OG0000145	AAEL014876	LOC109407290
OG0000145	AAEL004516	LOC109397517
OG0000145	AAEL001189	LOC109622827, LOC109622828, LOC109622795
OG0000145	AAEL026563	LOC109421590
OG0000145	AAEL009433	LOC109405893
OG0000146	AAEL007592	LOC109406196
OG0000146	AAEL015137	LOC109406203
OG0000146	AAEL001654	LOC109419020
OG0000146	AAEL001650	LOC109408133
OG0000146	AAEL001634	LOC109419023, LOC109419016
OG0000146	AAEL007591	LOC109406193
OG0000147	AAEL006827	LOC109402061
OG0000147	AAEL002031	LOC109421511
OG0000147	AAEL001960, AAEL002005	LOC109421512
OG0000148	AAEL017451	LOC115260854
OG0000148	AAEL017460	LOC115265114
OG0000148	AAEL002676	LOC109421171
OG0000149	AAEL003091	LOC109426259
OG0000149	AAEL027549, AAEL027016	LOC109410290
OG0000149	AAEL026670	LOC109426253
OG0000149	AAEL003076	LOC109426260
OG0000150	AAEL003497	LOC115266551
OG0000151	AAEL004025	LOC109412232
OG0000152	AAEL011180	LOC109408684
OG0000152	AAEL011177	LOC109408682
OG0000152	AAEL005270	LOC115265746
OG0000152	AAEL005259	LOC109420225
OG0000153	AAEL024925	LOC115256669
OG0000153	AAEL008545	LOC109404674
OG0000153	AAEL008533	LOC109410352
OG0000153	AAEL008547	LOC109410301
OG0000153	AAEL019840, AAEL019839	LOC109404719, LOC115258069, LOC115258073, LOC115258075, LOC109410332, LOC109404722
OG0000153	AAEL026574, AAEL021303	LOC115269069, LOC109410326, LOC115269111
OG0000153	AAEL008538	LOC109410305
OG0000153	AAEL008535	LOC115269087
OG0000153	AAEL008524	LOC115269066, LOC109410302
OG0000153	AAEL008536	LOC109404678
OG0000154	AAEL009130	LOC109421560
OG0000154	AAEL009129	LOC109409214
OG0000154	AAEL009123, AAEL009131	LOC109409172
OG0000155	AAEL010418, AAEL027258, AAEL015286, AAEL010415, AAEL010428	LOC109416379
OG0000155	AAEL023626	LOC115263419
OG0000155	AAEL018080, AAEL010426	LOC109430000
OG0000155	AAEL017079	LOC115263405
OG0000155	AAEL010409	LOC109416399
OG0000156	AAEL026721	LOC115257818, LOC134291361, LOC115261634, LOC115268995
OG0000156	AAEL020959	LOC115261629
OG0000156	AAEL023612	LOC134291401, LOC134289633
OG0000156	AAEL021477	LOC109426273, LOC115255171
OG0000156	AAEL023780	LOC134291491, LOC134286123, LOC109402512, LOC134286122
OG0000157	AAEL026898	LOC109421165
OG0000157	AAEL021701	LOC109417943, LOC109426743
OG0000157	AAEL023616	LOC109426604
OG0000157	AAEL027162, AAEL024662, AAEL025947	LOC109426606, LOC109426631
OG0000157	AAEL027079, AAEL024834	LOC109426654, LOC115265692
OG0000157	AAEL027392	LOC109426605
OG0000160	AAEL024826, AAEL027417	LOC134290104, LOC109398789
OG0000160	AAEL002264, AAEL023094	LOC109422909, LOC115268786, LOC115269191
OG0000160	AAEL022840, AAEL022131, AAEL020119	LOC109420971
OG0000161	AAEL021131	LOC109400953
OG0000161	AAEL019899	LOC109420367
OG0000161	AAEL024503	LOC109402628
OG0000161	AAEL006159	LOC109413805
OG0000161	AAEL004798	LOC115263538
OG0000161	AAEL002467	LOC109415748
OG0000162	AAEL002617	LOC115257490
OG0000162	AAEL002606	LOC109416738
OG0000162	AAEL002587	LOC109403420
OG0000163	AAEL004507	LOC115264896
OG0000163	AAEL022219	LOC109408545
OG0000163	AAEL004486	LOC109429593
OG0000164	AAEL007511	LOC134285492
OG0000164	AAEL026347	LOC109413276
OG0000164	AAEL014567	LOC109430385
OG0000164	AAEL007514	LOC134285493
OG0000165	AAEL025214	LOC115256356, LOC109421988
OG0000165	AAEL008018	LOC115256354
OG0000166	AAEL013556, AAEL013554	LOC109397863
OG0000166	AAEL014830	LOC109418973
OG0000166	AAEL014019	LOC109418976
OG0000167	AAEL020643, AAEL023677	LOC134287093, LOC134285614, LOC134284076, LOC134291847, LOC134287505, LOC134290780, LOC134285615, LOC134289762, LOC134284195, LOC134291742, LOC134291766, LOC134284652, LOC134291898, LOC134288901, LOC134287254, LOC134292028, LOC134291379, LOC134288716, LOC134284973, LOC134287562, LOC134284680, LOC134291124, LOC134291002, LOC134291339
OG0000168	AAEL022694, AAEL023789, AAEL026755	LOC109621527, LOC109426503
OG0000170	AAEL002035, AAEL002015, AAEL001967, AAEL001991, AAEL002041, AAEL002021, AAEL001999, AAEL001995, AAEL002029, AAEL002024, AAEL001993	LOC109432510, LOC109432509, LOC109421453, LOC109421454, LOC109432508, LOC109432503, LOC109432497, LOC109432500
OG0000170	AAEL002004, AAEL001988, AAEL002001	LOC109421397, LOC109432565, LOC109421398
OG0000170	AAEL001980, AAEL001987, AAEL002007, AAEL002017, AAEL002038	LOC109432495
OG0000171	AAEL027547, AAEL017192	LOC134289645
OG0000171	AAEL023653, AAEL005134	LOC134289646
OG0000172	AAEL026737	LOC109414400
OG0000172	AAEL020253	LOC109410572
OG0000172	AAEL011332	LOC109421132
OG0000173	AAEL011550, AAEL011547	LOC109424660, LOC109412073
OG0000173	AAEL011555	LOC109424630
OG0000174	AAEL029038, AAEL029046, AAEL029041, AAEL029044	LOC115256529
OG0000180	AAEL021730	LOC109421192
OG0000180	AAEL002208, AAEL029006, AAEL022045, AAEL002239, AAEL002189, AAEL002245, AAEL002202	LOC115265814, LOC109432470, LOC109421186, LOC109421214, LOC109432431, LOC109421189
OG0000181	AAEL004729	LOC109398251
OG0000181	AAEL023262	LOC109398238, LOC109419743
OG0000181	AAEL004730	LOC109398234
OG0000181	AAEL025094	LOC109398239
OG0000182	AAEL005407	LOC115259581
OG0000182	AAEL005412	LOC115253802
OG0000182	AAEL005426, AAEL005417	LOC109400865
OG0000182	AAEL005408	LOC109429307
OG0000183	AAEL005786	LOC115256357
OG0000183	AAEL019497	LOC109407271
OG0000183	AAEL022007	LOC109402674
OG0000183	AAEL009434, AAEL019498	LOC109405890
OG0000184	AAEL005999	LOC109411770, LOC109416825
OG0000184	AAEL006003	LOC109411788
OG0000184	AAEL006005	LOC115262030, LOC109411769
OG0000185	AAEL013981, AAEL013983	LOC109401553, LOC109402898
OG0000185	AAEL021888	LOC109420356
OG0000185	AAEL008045	LOC109419367
OG0000187	AAEL000035	LOC109415488
OG0000188	AAEL017003	LOC109416080
OG0000188	AAEL003253	LOC109402955, LOC115264319, LOC109416100
OG0000188	AAEL003243	LOC109416077
OG0000189	AAEL003743	LOC109398456
OG0000189	AAEL006390	LOC115264694, LOC115264672
OG0000189	AAEL014053	LOC115266712
OG0000190	AAEL020855	LOC134287929
OG0000190	AAEL023141	LOC109429277
OG0000190	AAEL003982	LOC109420894
OG0000191	AAEL007085	LOC109425624
OG0000191	AAEL024044	LOC115269665
OG0000192	AAEL018352	LOC115268599
OG0000192	AAEL008055	LOC109407097
OG0000192	AAEL007664	LOC109424591
OG0000193	AAEL018151	LOC109418366, LOC109426146, LOC109426147
OG0000193	AAEL008595	LOC109417593
OG0000194	AAEL009207	LOC109621440
OG0000194	AAEL009204	LOC115268364
OG0000194	AAEL022256, AAEL009193	LOC115268005
OG0000194	AAEL009203	LOC109621491
OG0000195	AAEL011631	LOC134288785, LOC134289499, LOC109433146, LOC115256694, LOC109407241, LOC109420921, LOC109400988, LOC109415976, LOC134285295, LOC109415470, LOC115256820, LOC115268956, LOC109431114, LOC109420033, LOC109412438, LOC134288338, LOC109414595, LOC115259838, LOC109423059, LOC109425923, LOC109622403, LOC115270198, LOC115256415, LOC134290849, LOC134289470, LOC134285192, LOC109413002, LOC109402721, LOC109414318
OG0000196	AAEL014662	LOC109417644
OG0000196	AAEL011677	LOC109410244, LOC115255412
OG0000196	AAEL019722	LOC115255411
OG0000197	AAEL020324, AAEL025634, AAEL023285	LOC109400259
OG0000197	AAEL023986, AAEL027812	LOC115270469
OG0000197	AAEL024699, AAEL024167, AAEL027531, AAEL023888	LOC115255860, LOC115269892
OG0000197	AAEL027158	LOC134284776, LOC134287934, LOC115265401, LOC115269304, LOC115267345, LOC109622052, LOC134291582
OG0000200	AAEL019407	LOC109415401
OG0000200	AAEL000536	LOC109410678
OG0000200	AAEL000123	LOC115263783
OG0000201	AAEL001839	LOC109622199
OG0000201	AAEL020195	LOC115269915
OG0000201	AAEL001844	LOC115270394
OG0000201	AAEL001840	LOC109622197
OG0000202	AAEL012457	LOC109421839
OG0000202	AAEL012455	LOC109421838
OG0000202	AAEL003617, AAEL026142	LOC109428440
OG0000202	AAEL011356	LOC109428339
OG0000203	AAEL003626	LOC109426936
OG0000203	AAEL003641	LOC109623341
OG0000203	AAEL003619	LOC109426935
OG0000203	AAEL018304	LOC109623338
OG0000204	AAEL014078	LOC109425685, LOC109422978
OG0000204	AAEL005665	LOC109422968
OG0000204	AAEL014079	LOC109422959
OG0000205	AAEL008898	LOC109397149
OG0000205	AAEL013976	LOC109422774
OG0000205	AAEL013972	LOC109422766
OG0000205	AAEL007913	LOC109411753
OG0000205	AAEL006327	LOC109425990
OG0000206	AAEL009935	LOC109429344
OG0000206	AAEL009945	LOC109428387
OG0000206	AAEL009938	LOC109420951
OG0000206	AAEL006668	LOC109414302
OG0000207	AAEL027951	LOC109415428
OG0000207	AAEL026297	LOC109402620
OG0000207	AAEL007619	LOC109402627, LOC109406592, LOC115253652, LOC109402626
OG0000209	AAEL009411	LOC109403372
OG0000209	AAEL020200	LOC109403367
OG0000209	AAEL013025	LOC109414932
OG0000209	AAEL023532	LOC109403351
OG0000209	AAEL021302	LOC109410735, LOC109403373, LOC109403353, LOC109410739
OG0000210	AAEL022562, AAEL013032	LOC109402346
OG0000211	AAEL021862	LOC115260807, LOC115254284, LOC134286007, LOC115265175, LOC115256717, LOC109419777, LOC109408040, LOC109431828, LOC134291233, LOC109415638, LOC134290775, LOC115267034, LOC134286366, LOC109407466, LOC109429518, LOC134290898, LOC134284394, LOC134288112, LOC134284766, LOC134289796, LOC134288528
OG0000212	AAEL027776	LOC134288115, LOC134284089, LOC134291769, LOC134285384, LOC134284087, LOC109428975, LOC134285131, LOC134286671, LOC134291990, LOC134287078, LOC134291630, LOC134287060, LOC134287216, LOC134291291, LOC134291290, LOC134291957, LOC134288886, LOC115254678
OG0000217	AAEL002994	LOC109419237
OG0000217	AAEL001622	LOC109431380
OG0000217	AAEL003013	LOC109419238
OG0000218	AAEL002022	LOC109432494
OG0000218	AAEL001964	LOC109421452
OG0000218	AAEL001969	LOC109421462
OG0000218	AAEL002028	LOC109421387
OG0000219	AAEL002940	LOC109405076
OG0000219	AAEL012431	LOC109406989, LOC109397917
OG0000219	AAEL010858	LOC109406984, LOC109397915
OG0000219	AAEL012430, AAEL024868	LOC109406985, LOC109397914
OG0000219	AAEL010853	LOC109406992
OG0000220	AAEL002969	LOC109622226
OG0000220	AAEL002959	LOC109623014
OG0000220	AAEL002972	LOC109409085
OG0000221	AAEL021590, AAEL003079	LOC109410283, LOC109410284
OG0000221	AAEL014371	LOC109430808
OG0000221	AAEL008560	LOC134283951, LOC109424170
OG0000222	AAEL021010, AAEL019957	LOC109431412
OG0000222	AAEL026731	LOC109402226
OG0000222	AAEL011822	LOC109402225
OG0000222	AAEL004240	LOC115267223
OG0000223	AAEL006487	LOC109422010
OG0000223	AAEL006995	LOC109398859
OG0000223	AAEL007016	LOC109398880
OG0000224	AAEL006835	LOC109414163
OG0000225	AAEL014413	LOC115257287
OG0000225	AAEL014411	LOC109405426
OG0000225	AAEL014412	LOC115257288
OG0000226	AAEL027179	LOC115267924
OG0000229	AAEL000515	LOC115261304
OG0000229	AAEL000505	LOC109433437
OG0000229	AAEL024475	LOC109433439
OG0000230	AAEL021401, AAEL006228	LOC109418314, LOC115262116
OG0000230	AAEL024098	LOC115254047, LOC115262033
OG0000230	AAEL001015	LOC109410481
OG0000230	AAEL005000	LOC109408717
OG0000231	AAEL001743	LOC109413995
OG0000231	AAEL001735	LOC109413996
OG0000231	AAEL008873, AAEL008866, AAEL008869	LOC109418733
OG0000231	AAEL008872	LOC109418736, LOC109418734, LOC109406485
OG0000232	AAEL002043	LOC115270106
OG0000232	AAEL026706	LOC109404909
OG0000233	AAEL003060	LOC109420036, LOC109420035
OG0000233	AAEL009843	LOC109418229
OG0000234	AAEL019609	LOC109425149
OG0000234	AAEL007447	LOC109429432
OG0000234	AAEL007449	LOC109425152
OG0000235	AAEL008843	LOC109427843, LOC115264006
OG0000235	AAEL008580	LOC109431305
OG0000235	AAEL024616	LOC115268708
OG0000236	AAEL009206	LOC109621447
OG0000237	AAEL022081, AAEL012350	LOC134287958
OG0000238	AAEL020346	LOC115260552, LOC134286701, LOC115268079, LOC115260553, LOC134291045, LOC134291086, LOC115267927, LOC109402638, LOC134290612, LOC109423641, LOC115264076, LOC115260867, LOC134291838, LOC115257002, LOC134290553, LOC109401447, LOC115265412, LOC134285957, LOC134290877, LOC115260630, LOC134291807, LOC134288276
OG0000244	AAEL001196	LOC109418168
OG0000244	AAEL000597	LOC109419321
OG0000245	AAEL010893	LOC109622453, LOC134285569
OG0000246	AAEL001059	LOC109413319
OG0000247	AAEL001683	LOC109426621
OG0000247	AAEL001677	LOC109426620
OG0000247	AAEL001704	LOC115265701
OG0000248	AAEL001822	LOC115255070
OG0000248	AAEL001816	LOC109417081, LOC109420539
OG0000248	AAEL018042	LOC134289022, LOC109420537
OG0000248	AAEL018041	LOC115255069
OG0000249	AAEL003738	LOC115269854
OG0000249	AAEL003726	LOC109424258
OG0000249	AAEL003740	LOC109428726
OG0000249	AAEL003728	LOC109424255
OG0000249	AAEL023973	LOC109430243
OG0000250	AAEL004580	LOC109406934
OG0000250	AAEL004582	LOC109427354
OG0000250	AAEL004575	LOC109427342
OG0000251	AAEL006353	LOC109425991
OG0000251	AAEL006344	LOC115268065
OG0000251	AAEL006359	LOC115269453, LOC115268064
OG0000251	AAEL006338	LOC115268042
OG0000252	AAEL007257	LOC109621456
OG0000252	AAEL007251	LOC109621460
OG0000252	AAEL014554	LOC115267995
OG0000252	AAEL024448	LOC109403797, LOC115263127
OG0000253	AAEL007993	LOC109402465
OG0000253	AAEL007992	LOC115264085, LOC109402468, LOC109423550, LOC115264289
OG0000254	AAEL012040	LOC109399873
OG0000254	AAEL009916	LOC109399939
OG0000254	AAEL009798	LOC109423810
OG0000254	AAEL012176	LOC109430641
OG0000255	AAEL012770	LOC109413823
OG0000255	AAEL020553	LOC109409608
OG0000255	AAEL011761	LOC109409607
OG0000255	AAEL022568	LOC115255265
OG0000255	AAEL012769, AAEL012765	LOC109405777
OG0000256	AAEL012425	LOC115261575
OG0000256	AAEL012422	LOC109405995
OG0000257	AAEL019890	LOC134287573, LOC109421507
OG0000257	AAEL027350	LOC109621297, LOC109421508, LOC109622956
OG0000258	AAEL020608	LOC134288346, LOC115259615, LOC134291167, LOC115260426, LOC134288846, LOC115266457, LOC134291222, LOC115259495, LOC134291905, LOC115260864, LOC115257647, LOC134288085, LOC134287465, LOC115268710, LOC115267373, LOC115261768, LOC134288737, LOC134285702, LOC134289397, LOC134286085, LOC134288045, LOC115256547, LOC115256674, LOC134291435, LOC115254670
OG0000259	AAEL022953	LOC134292067
OG0000259	AAEL025308	LOC109414046, LOC134288858
OG0000259	AAEL020899	LOC115258480, LOC115256761, LOC109402256, LOC134289753
OG0000265	AAEL008213	LOC115253485
OG0000265	AAEL008211	LOC109432322
OG0000265	AAEL000249	LOC109413251
OG0000266	AAEL013662	LOC109405673
OG0000266	AAEL000757	LOC109401438
OG0000267	AAEL010582	LOC109404182
OG0000268	AAEL002690	LOC109398343
OG0000268	AAEL002692	LOC115262167
OG0000269	AAEL003195, AAEL026083, AAEL023346	LOC109430310
OG0000269	AAEL003196, AAEL020734, AAEL021498, AAEL003181, AAEL022449	LOC109430352, LOC109412453
OG0000270	AAEL003444	LOC109400467
OG0000271	AAEL004778	LOC109425168, LOC109425169
OG0000271	AAEL017453	LOC109400349
OG0000271	AAEL004739	LOC109400327
OG0000272	AAEL008861	LOC134291342, LOC109418725
OG0000272	AAEL008858	LOC134291341, LOC109418728
OG0000272	AAEL008876	LOC134291363
OG0000273	AAEL008928	LOC109431749
OG0000273	AAEL008931	LOC109401498
OG0000274	AAEL010098	LOC109399255
OG0000274	AAEL010099	LOC109399254
OG0000274	AAEL024977	LOC109401921
OG0000275	AAEL012343	LOC134287955
OG0000275	AAEL012349	LOC109412830, LOC134287948
OG0000275	AAEL023211	LOC109412883
OG0000276	AAEL013044	LOC109424686
OG0000276	AAEL013048	LOC109424707, LOC109424689, LOC134284290
OG0000276	AAEL013054	LOC109424688
OG0000277	AAEL026420	LOC134291511, LOC134284201
OG0000278	AAEL013217	LOC109423828
OG0000279	AAEL017402	LOC115265811
OG0000279	AAEL024828	LOC109421231
OG0000279	AAEL021930, AAEL025608	LOC109432444, LOC109432443
OG0000280	AAEL029034	LOC109398599
OG0000280	AAEL020258	LOC109622613
OG0000285	AAEL000029	LOC109412583
OG0000285	AAEL000024	LOC109412586
OG0000286	AAEL022696	LOC134288579
OG0000286	AAEL000613	LOC109419311
OG0000286	AAEL000628	LOC109419306
OG0000286	AAEL000614	LOC109419312
OG0000286	AAEL006465	LOC109399258
OG0000286	AAEL017294	LOC134291529
OG0000287	AAEL001221	LOC109418186
OG0000288	AAEL020558, AAEL001320	LOC109622664
OG0000288	AAEL001292, AAEL025530, AAEL001312	LOC109429650
OG0000288	AAEL001807	LOC109407355
OG0000288	AAEL009591	LOC109417774
OG0000289	AAEL003317	LOC134289615
OG0000289	AAEL003297	LOC134290940
OG0000289	AAEL003298	LOC134289612
OG0000290	AAEL004103	LOC109407690
OG0000290	AAEL004092	LOC134283955, LOC115268390
OG0000291	AAEL004592	LOC109399285
OG0000291	AAEL024570	LOC115254554
OG0000292	AAEL004935	LOC134287964
OG0000292	AAEL004923	LOC134287045
OG0000293	AAEL019520	LOC109402618
OG0000293	AAEL005702	LOC109433336
OG0000293	AAEL010609	LOC109402619
OG0000294	AAEL022989, AAEL007040	LOC109421880
OG0000294	AAEL006160	LOC109421875
OG0000295	AAEL006385	LOC109411828, LOC115264669, LOC109411823, LOC109411826, LOC115254136
OG0000296	AAEL006424, AAEL026087	LOC109407364
OG0000296	AAEL006417	LOC109407352
OG0000297	AAEL006818	LOC115256454, LOC115256453
OG0000297	AAEL006829	LOC109427517
OG0000298	AAEL009528	LOC109433215
OG0000298	AAEL008380	LOC109420107
OG0000298	AAEL007711	LOC109403440
OG0000299	AAEL007893	LOC109420459
OG0000299	AAEL008152	LOC109426283
OG0000299	AAEL027985, AAEL008159	LOC109426282
OG0000300	AAEL009978	LOC115264061
OG0000301	AAEL011053	LOC109419683, LOC109622103
OG0000302	AAEL015566	LOC109409795
OG0000302	AAEL015567	LOC109412825
OG0000302	AAEL011499	LOC109409797
OG0000303	AAEL019496	LOC109414989
OG0000303	AAEL026551	LOC109423432
OG0000303	AAEL011563	LOC109423438
OG0000304	AAEL014541	LOC115266210, LOC109622152
OG0000304	AAEL014537	LOC115255403
OG0000305	AAEL019599	LOC109417728
OG0000306	AAEL022773	LOC109427899, LOC115263988
OG0000307	AAEL023149	LOC109426077, LOC134292177, LOC134288254, LOC115259907, LOC134286772, LOC134291488, LOC115257462, LOC134291452, LOC134284607, LOC134284601, LOC134286697, LOC134285757, LOC134287977, LOC109412472, LOC115255509, LOC134286810, LOC134290771, LOC134285748, LOC134284608, LOC134285176, LOC134289315, LOC134286510, LOC109417082
OG0000308	AAEL027496	LOC115261481, LOC134291827, LOC134284868, LOC134291828, LOC134288363, LOC115263766, LOC115256058, LOC115255259, LOC115269608, LOC115268909, LOC134289417, LOC115256235, LOC134292235, LOC134289085, LOC134287380, LOC134284409, LOC115256726, LOC115269609, LOC134286111, LOC115268367, LOC134289503, LOC134289504, LOC115254423
OG0000317	AAEL000039	LOC109415509
OG0000317	AAEL000089	LOC109400841
OG0000317	AAEL000066, AAEL000018	LOC109415510, LOC115261320
OG0000318	AAEL000690	LOC115266503
OG0000319	AAEL026313, AAEL027346	LOC109419083
OG0000319	AAEL001010	LOC109404744
OG0000320	AAEL002288	LOC109622184, LOC109403189
OG0000320	AAEL002301	LOC109622286, LOC115268871, LOC109403188, LOC109622183
OG0000321	AAEL002904	LOC134285621
OG0000321	AAEL002917	LOC134285147
OG0000322	AAEL024226	LOC115267755
OG0000322	AAEL022697	LOC109416903, LOC109416901, LOC134289525, LOC115267756
OG0000322	AAEL003511	LOC109428866
OG0000322	AAEL010875	LOC109432647
OG0000323	AAEL013996, AAEL013993	LOC109417947, LOC109418006, LOC109406034
OG0000323	AAEL024367	LOC109621829
OG0000323	AAEL024902	LOC115253671, LOC115265548
