Orthogroup	AaegyptiLVP_AGWG	AsinensisChina
OG0000350	AAEL001248, AAEL001256, AAEL001278, AAEL001258, AAEL014835, AAEL001286, AAEL001263	ASIC002433
OG0000351	AAEL001519	ASIC011933
OG0000352	AAEL024332, AAEL001566	ASIC020939
OG0000352	AAEL005791	ASIC020938
OG0000353	AAEL001745, AAEL001732	ASIC000954, ASIC011663
OG0000353	AAEL001740	ASIC011664
OG0000354	AAEL006113	ASIC012572, ASIC012573
OG0000354	AAEL002541	ASIC010034, ASIC010035
OG0000355	AAEL002967	ASIC013915
OG0000356	AAEL003069	ASIC007049
OG0000357	AAEL003506	ASIC012551
OG0000357	AAEL003504	ASIC012549
OG0000360	AAEL006355, AAEL006361	ASIC014813, ASIC014814
OG0000360	AAEL006337	ASIC014817
OG0000361	AAEL006624	ASIC018213
OG0000362	AAEL027003, AAEL007951, AAEL023692	ASIC006698, ASIC020699, ASIC020698
OG0000363	AAEL009863	ASIC018523
OG0000363	AAEL009860, AAEL020112, AAEL022139	ASIC018524
OG0000364	AAEL011346, AAEL011348, AAEL009968	ASIC016659, ASIC016658
OG0000365	AAEL011314	ASIC002632, ASIC002635
OG0000365	AAEL011313	ASIC002634
OG0000366	AAEL019797, AAEL019798, AAEL011797, AAEL011798	ASIC009439
OG0000367	AAEL012509	ASIC016760, ASIC016759
OG0000368	AAEL012866, AAEL012870, AAEL012860	ASIC021920
OG0000369	AAEL022846	ASIC009381
OG0000369	AAEL019808	ASIC009390
OG0000370	AAEL017446	ASIC017718
OG0000370	AAEL017182	ASIC011451
OG0000371	AAEL019862	ASIC016594, ASIC016597, ASIC016605
OG0000372	AAEL023438	ASIC009507, ASIC009504
OG0000372	AAEL021785	ASIC009508
OG0000380	AAEL000012, AAEL024813	ASIC009217
OG0000381	AAEL008574	ASIC017769
OG0000382	AAEL000797	ASIC013910
OG0000382	AAEL000834	ASIC013908
OG0000383	AAEL000810	ASIC008776
OG0000383	AAEL019951	ASIC022329
OG0000384	AAEL000910	ASIC002781, ASIC001183, ASIC002780, ASIC002776
OG0000386	AAEL007218	ASIC011709
OG0000387	AAEL001769	ASIC016161
OG0000387	AAEL002083	ASIC012957
OG0000388	AAEL027351, AAEL003190, AAEL020406	ASIC013800, ASIC013799, ASIC013798
OG0000389	AAEL003708	ASIC019090
OG0000389	AAEL003727	ASIC019088, ASIC019091
OG0000390	AAEL009682, AAEL008411, AAEL023723, AAEL004505, AAEL010959, AAEL010957	ASIC021882, ASIC011284
OG0000391	AAEL005160	ASIC015117, ASIC015116
OG0000391	AAEL006372	ASIC017801
OG0000392	AAEL005725	ASIC014072, ASIC014074, ASIC014073
OG0000393	AAEL025460	ASIC007949
OG0000394	AAEL006264	ASIC021259
OG0000394	AAEL006274, AAEL022795	ASIC021258
OG0000395	AAEL006675	ASIC009958
OG0000395	AAEL010567	ASIC006771
OG0000396	AAEL006978	ASIC002672
OG0000396	AAEL022582, AAEL026610	ASIC002671
OG0000397	AAEL008672	ASIC014575
OG0000397	AAEL008138	ASIC008278
OG0000398	AAEL008295, AAEL008294, AAEL008288, AAEL008284	ASIC003105
OG0000399	AAEL008784	ASIC019199
OG0000399	AAEL008782, AAEL008767	ASIC019531, ASIC019530
OG0000400	AAEL023342	ASIC014917
OG0000400	AAEL009218	ASIC019623
OG0000401	AAEL019824	ASIC005455
OG0000401	AAEL009275	ASIC004773
OG0000402	AAEL009769, AAEL009767	ASIC016791, ASIC017093
OG0000403	AAEL011204	ASIC017017
OG0000403	AAEL014297	ASIC018806
OG0000404	AAEL012131	ASIC005999
OG0000404	AAEL012128	ASIC005998
OG0000405	AAEL023643, AAEL012560, AAEL012558	ASIC015146, ASIC015147
OG0000407	AAEL013047	ASIC017969
OG0000408	AAEL013603, AAEL014627	ASIC012313
OG0000408	AAEL029115	ASIC012311
OG0000409	AAEL014207	ASIC006513
OG0000409	AAEL023753	ASIC006515
OG0000411	AAEL017145	ASIC013281
OG0000412	AAEL018189	ASIC020401, ASIC020400, ASIC020403
OG0000412	AAEL017238	ASIC020404
OG0000413	AAEL023231, AAEL019947	ASIC019161, ASIC019163, ASIC019162, ASIC019164
OG0000414	AAEL020078	ASIC009497, ASIC014159, ASIC014156, ASIC014158, ASIC014155
OG0000416	AAEL020856, AAEL025917	ASIC019239
OG0000416	AAEL025700	ASIC016876
OG0000417	AAEL027664	ASIC015685
OG0000417	AAEL022731	ASIC011176
OG0000428	AAEL000616, AAEL003045	ASIC006206
OG0000429	AAEL000795	ASIC004595, ASIC004594
OG0000430	AAEL001601	ASIC016909
OG0000431	AAEL001728	ASIC010039
OG0000432	AAEL002406	ASIC008599
OG0000432	AAEL001814	ASIC005905
OG0000433	AAEL021665	ASIC021068
OG0000433	AAEL002951	ASIC021074
OG0000434	AAEL003467, AAEL019870	ASIC018734, ASIC018736, ASIC018738, ASIC018733
OG0000435	AAEL027792, AAEL003841, AAEL003857, AAEL003832	ASIC005962
OG0000436	AAEL005854, AAEL005855, AAEL024941, AAEL022122, AAEL019981, AAEL003956	ASIC019967
OG0000437	AAEL004030	ASIC002921
OG0000437	AAEL004016, AAEL004020	ASIC002923
OG0000438	AAEL004018, AAEL004031	ASIC002922
OG0000439	AAEL007450	ASIC017605
OG0000439	AAEL004283	ASIC017590
OG0000440	AAEL004379	ASIC013302
OG0000440	AAEL024667, AAEL004366	ASIC013280
OG0000441	AAEL004705	ASIC000926, ASIC007475, ASIC000925, ASIC007491, ASIC002994, ASIC005125
OG0000443	AAEL005409, AAEL022054	ASIC020916
OG0000443	AAEL010676	ASIC019892
OG0000445	AAEL019688	ASIC015511
OG0000445	AAEL005848	ASIC015510
OG0000446	AAEL006365, AAEL006368	ASIC017399
OG0000446	AAEL006384	ASIC017397
OG0000447	AAEL007143	ASIC003833
OG0000447	AAEL007146	ASIC003829
OG0000448	AAEL007225	ASIC003765
OG0000448	AAEL009881	ASIC012623
OG0000449	AAEL007719	ASIC005404
OG0000450	AAEL007963	ASIC020787
OG0000450	AAEL023187	ASIC020791
OG0000451	AAEL008078	ASIC003595
OG0000452	AAEL008365	ASIC009849, ASIC020091, ASIC009840, ASIC009847, ASIC020090, ASIC009848, ASIC009850
OG0000453	AAEL010244	ASIC003644
OG0000454	AAEL010500	ASIC006736
OG0000455	AAEL010522	ASIC019673
OG0000456	AAEL017128	ASIC011658
OG0000456	AAEL010540	ASIC020729
OG0000457	AAEL013757	ASIC015718
OG0000457	AAEL011169	ASIC015722
OG0000458	AAEL012266	ASIC017734, ASIC017741
OG0000460	AAEL018317	ASIC022001
OG0000461	AAEL020210, AAEL021084	ASIC006228
OG0000461	AAEL021318	ASIC006229
OG0000462	AAEL020849	ASIC019364, ASIC019365, ASIC019366
OG0000465	AAEL024837	ASIC014237, ASIC003894
OG0000466	AAEL025198	ASIC004778, ASIC004777, ASIC017831
OG0000476	AAEL020708	ASIC009230
OG0000476	AAEL000075	ASIC009231
OG0000477	AAEL000119	ASIC000652
OG0000477	AAEL017533	ASIC000651
OG0000478	AAEL004992	ASIC002617
OG0000479	AAEL010395, AAEL000595	ASIC004164
OG0000480	AAEL000851	ASIC020530
OG0000480	AAEL000811	ASIC005746
OG0000481	AAEL001271	ASIC002432
OG0000481	AAEL026886	ASIC008638, ASIC002429
OG0000482	AAEL001307	ASIC006605
OG0000482	AAEL001293	ASIC006582
OG0000483	AAEL001638	ASIC003173
OG0000484	AAEL004277	ASIC017359
OG0000484	AAEL001670	ASIC001455
OG0000485	AAEL001965	ASIC006949
OG0000485	AAEL002023	ASIC006858, ASIC006950
OG0000486	AAEL002176	ASIC016975
OG0000486	AAEL006485	ASIC011434
OG0000487	AAEL002214	ASIC006102
OG0000487	AAEL007458	ASIC017111
OG0000488	AAEL017538, AAEL002612, AAEL002619	ASIC009315, ASIC009314, ASIC009312
OG0000489	AAEL002754	ASIC004414
OG0000489	AAEL002745	ASIC004437
OG0000490	AAEL003393, AAEL002827	ASIC018244
OG0000491	AAEL021615	ASIC008922
OG0000491	AAEL002861, AAEL002882	ASIC013988
OG0000492	AAEL027482	ASIC006208
OG0000492	AAEL003047	ASIC006198
OG0000493	AAEL003395, AAEL020435	ASIC005328
OG0000494	AAEL004284	ASIC010787
OG0000495	AAEL003934	ASIC012829
OG0000495	AAEL003925	ASIC012830
OG0000496	AAEL004303	ASIC006138
OG0000497	AAEL004678	ASIC003415
OG0000498	AAEL020981, AAEL004814	ASIC000092
OG0000498	AAEL004821	ASIC000091
OG0000499	AAEL004855	ASIC019661
OG0000499	AAEL010884	ASIC005520
OG0000500	AAEL005515	ASIC010264
OG0000500	AAEL005049	ASIC015176
OG0000501	AAEL017498, AAEL005955, AAEL005956	ASIC010971, ASIC013654, ASIC010970
OG0000502	AAEL006014	ASIC000171
OG0000503	AAEL006121, AAEL006136	ASIC004851
OG0000504	AAEL006178	ASIC002831
OG0000504	AAEL019506	ASIC005768
OG0000505	AAEL014766, AAEL019978, AAEL006335	ASIC016895, ASIC016894
OG0000506	AAEL006378	ASIC017398
OG0000506	AAEL006383	ASIC017513
OG0000507	AAEL006381	ASIC006096
OG0000507	AAEL009111	ASIC008822
OG0000508	AAEL006575	ASIC018971, ASIC018968
OG0000509	AAEL006749	ASIC016623
OG0000509	AAEL006737	ASIC016624
OG0000510	AAEL007030	ASIC006783
OG0000511	AAEL017056, AAEL007039	ASIC018684, ASIC018683
OG0000512	AAEL008118	ASIC017132
OG0000512	AAEL008109	ASIC017133
OG0000514	AAEL014080	ASIC020694
OG0000514	AAEL009948	ASIC009980
OG0000515	AAEL010487	ASIC006036
OG0000515	AAEL010477	ASIC006038
OG0000516	AAEL011184	ASIC004630
OG0000516	AAEL019717	ASIC004631
OG0000517	AAEL011966, AAEL026805	ASIC020109
OG0000518	AAEL012157	ASIC003764
OG0000519	AAEL013281, AAEL013283, AAEL013284	ASIC016591
OG0000520	AAEL022306	ASIC006463
OG0000520	AAEL014238	ASIC006464
OG0000521	AAEL017096	ASIC019716
OG0000522	AAEL024144	ASIC007537
OG0000522	AAEL019702	ASIC007522
OG0000523	AAEL019706	ASIC005435
OG0000523	AAEL021067	ASIC009124
OG0000524	AAEL022982, AAEL021737	ASIC015079, ASIC015078
OG0000525	AAEL026536, AAEL021977	ASIC019757
OG0000526	AAEL027478	ASIC004001
OG0000526	AAEL023040	ASIC013447
OG0000527	AAEL027242	ASIC006188
OG0000527	AAEL025125	ASIC006184
OG0000528	AAEL025318	ASIC019523
OG0000528	AAEL025990	ASIC019533
OG0000534	AAEL001632	ASIC006533
OG0000534	AAEL001672, AAEL001640	ASIC006534
OG0000535	AAEL014493, AAEL002683	ASIC007433, ASIC007432
OG0000536	AAEL003093	ASIC018664
OG0000536	AAEL012497	ASIC018175
OG0000537	AAEL004921, AAEL003242, AAEL003231, AAEL003274, AAEL003256	ASIC012036
OG0000538	AAEL004573	ASIC013828
OG0000538	AAEL003622	ASIC013827
OG0000539	AAEL003629	ASIC008347
OG0000540	AAEL003810, AAEL003809, AAEL008232	ASIC006350
OG0000541	AAEL003999, AAEL020652	ASIC020746, ASIC016037
OG0000542	AAEL004002	ASIC009920
OG0000543	AAEL004070, AAEL004074	ASIC004786, ASIC004787
OG0000544	AAEL005232	ASIC009116
OG0000545	AAEL004645	ASIC021568
OG0000546	AAEL025650	ASIC005135, ASIC005132
OG0000547	AAEL014873	ASIC015901
OG0000548	AAEL013885, AAEL004809	ASIC003926
OG0000549	AAEL005165	ASIC011717, ASIC000602
OG0000550	AAEL010969, AAEL019614, AAEL019615, AAEL005668	ASIC018855
OG0000551	AAEL015247, AAEL005821	ASIC020945, ASIC020944
OG0000552	AAEL007205, AAEL006114	ASIC011854
OG0000553	AAEL006211	ASIC012929
OG0000554	AAEL006503, AAEL006481	ASIC011433
OG0000556	AAEL007830	ASIC008292, ASIC008295
OG0000557	AAEL008072, AAEL026806	ASIC016139, ASIC016141, ASIC020362
OG0000558	AAEL008374	ASIC021641
OG0000558	AAEL024950	ASIC005215
OG0000559	AAEL008655	ASIC004610
OG0000560	AAEL009214	ASIC019767
OG0000560	AAEL013844	ASIC010256
OG0000561	AAEL009606	ASIC012229
OG0000561	AAEL009601	ASIC001853
OG0000562	AAEL012355	ASIC019233
OG0000562	AAEL025827, AAEL009822	ASIC019235
OG0000563	AAEL010485	ASIC003207
OG0000563	AAEL010479	ASIC003208
OG0000564	AAEL010781	ASIC002237, ASIC002236
OG0000565	AAEL011025, AAEL021342	ASIC009122, ASIC009643
OG0000566	AAEL011330	ASIC012715
OG0000566	AAEL011321	ASIC012709
OG0000568	AAEL014843, AAEL011708	ASIC016809, ASIC016808
OG0000569	AAEL018221	ASIC000871
OG0000570	AAEL012437	ASIC020442, ASIC009758, ASIC001573, ASIC009759
OG0000571	AAEL025617, AAEL012776, AAEL022651, AAEL022733, AAEL020609, AAEL026458	ASIC009155
OG0000572	AAEL012837	ASIC009149
OG0000573	AAEL012964	ASIC017361
OG0000574	AAEL014050	ASIC014642, ASIC014643
OG0000576	AAEL015149	ASIC009681
OG0000576	AAEL014686	ASIC009682
OG0000577	AAEL017061, AAEL026582	ASIC003129, ASIC003128
OG0000579	AAEL017397	ASIC019246
OG0000579	AAEL017542	ASIC004749
OG0000581	AAEL018316	ASIC016520
OG0000581	AAEL024199	ASIC016521
OG0000582	AAEL026517	ASIC022081, ASIC022080
OG0000583	AAEL020585	ASIC002495
OG0000584	AAEL021082	ASIC014518, ASIC014523
OG0000585	AAEL025434, AAEL021685	ASIC012896, ASIC012897
OG0000586	AAEL023917, AAEL023063	ASIC010040
OG0000588	AAEL028025	ASIC011987
OG0000588	AAEL024908	ASIC011985
OG0000606	AAEL000006, AAEL000080, AAEL000025	ASIC009431
OG0000608	AAEL000715	ASIC007277, ASIC007273, ASIC007276
OG0000609	AAEL001194	ASIC006672
OG0000610	AAEL001247	ASIC002451
OG0000611	AAEL001548	ASIC016343
OG0000613	AAEL002124	ASIC011367, ASIC011363, ASIC011361
OG0000614	AAEL014713	ASIC019653
OG0000615	AAEL002257	ASIC015189
OG0000615	AAEL002267	ASIC015191
OG0000616	AAEL010773, AAEL002276	ASIC019016
OG0000618	AAEL002534, AAEL025362	ASIC011972, ASIC007617
OG0000619	AAEL028229, AAEL002996	ASIC014716
OG0000620	AAEL003232, AAEL029120, AAEL029121, AAEL003241, AAEL003225, AAEL003266	ASIC012033
OG0000621	AAEL003234	ASIC016929
OG0000622	AAEL003421	ASIC005585
OG0000623	AAEL003442	ASIC005025, ASIC018080
OG0000624	AAEL003562, AAEL023067, AAEL003561	ASIC003474
OG0000625	AAEL003697	ASIC012166
OG0000625	AAEL020823	ASIC012167
OG0000626	AAEL020960	ASIC006348
OG0000626	AAEL003781	ASIC006347
OG0000627	AAEL003853	ASIC015345, ASIC015349, ASIC015335
OG0000628	AAEL004043	ASIC010145, ASIC010153
OG0000630	AAEL004102	ASIC015202, ASIC019468
OG0000631	AAEL004774	ASIC013517
OG0000632	AAEL005266	ASIC006603, ASIC017016
OG0000633	AAEL005520	ASIC010261, ASIC018590
OG0000634	AAEL005533	ASIC020589
OG0000635	AAEL005619, AAEL009841	ASIC011390
OG0000636	AAEL005676	ASIC018863
OG0000636	AAEL026165	ASIC018864
OG0000637	AAEL006394	ASIC014475, ASIC014478, ASIC014477
OG0000638	AAEL006454, AAEL014082	ASIC015263, ASIC012121
OG0000639	AAEL006886	ASIC003698
OG0000639	AAEL006883	ASIC003697
OG0000640	AAEL007090, AAEL007097, AAEL007098, AAEL007094	ASIC011609
OG0000641	AAEL007275	ASIC006690
OG0000642	AAEL007593	ASIC013922
OG0000642	AAEL007597	ASIC013935
OG0000643	AAEL024307, AAEL017450, AAEL007935	ASIC011571, ASIC011572
OG0000644	AAEL008275	ASIC015378
OG0000644	AAEL008271	ASIC015379
OG0000645	AAEL008289	ASIC012463
OG0000647	AAEL008478	ASIC003824
OG0000647	AAEL008485	ASIC003826
OG0000648	AAEL008609, AAEL008600	ASIC013609
OG0000649	AAEL008698, AAEL008702	ASIC020095, ASIC020093, ASIC020094
OG0000650	AAEL009420	ASIC010159
OG0000651	AAEL009596	ASIC017959
OG0000652	AAEL009653	ASIC017015
OG0000653	AAEL009695	ASIC009438
OG0000653	AAEL010269	ASIC017682
OG0000654	AAEL010113	ASIC019682
OG0000654	AAEL020150	ASIC019681
OG0000655	AAEL025106	ASIC003101
OG0000656	AAEL010769	ASIC020766
OG0000656	AAEL014138	ASIC020763
OG0000657	AAEL010776, AAEL010782, AAEL010780	ASIC002248
OG0000658	AAEL010805	ASIC012368
OG0000658	AAEL010799	ASIC012369
OG0000659	AAEL011130	ASIC004626
OG0000659	AAEL011129	ASIC004625
OG0000660	AAEL011161	ASIC002150
OG0000661	AAEL011381	ASIC010596, ASIC020488
OG0000662	AAEL011520	ASIC022183, ASIC022185, ASIC022186, ASIC022184
OG0000663	AAEL012041	ASIC014312, ASIC014313
OG0000664	AAEL013155, AAEL013153	ASIC005888, ASIC005889
OG0000665	AAEL013323	ASIC004570
OG0000665	AAEL013327	ASIC004569
OG0000666	AAEL013684	ASIC016904, ASIC016903
OG0000667	AAEL027123, AAEL020536, AAEL023221, AAEL014149, AAEL014147, AAEL014254	ASIC008479
OG0000668	AAEL014551, AAEL020599	ASIC006798
OG0000668	AAEL027829	ASIC006797
OG0000669	AAEL017235, AAEL017323	ASIC017202, ASIC017201
OG0000671	AAEL018137	ASIC005036, ASIC005042, ASIC005041, ASIC005035
OG0000672	AAEL018320	ASIC008550, ASIC008546
OG0000673	AAEL019658	ASIC020840
OG0000674	AAEL019682	ASIC011907
OG0000675	AAEL019849	ASIC009194
OG0000675	AAEL019850	ASIC009192
OG0000676	AAEL022480, AAEL019856	ASIC009273
OG0000677	AAEL020299	ASIC013419
OG0000678	AAEL020351	ASIC018598, ASIC018592
OG0000679	AAEL020739	ASIC011060, ASIC011058
OG0000680	AAEL021017	ASIC020285
OG0000681	AAEL023512	ASIC019611, ASIC019602
OG0000682	AAEL024089, AAEL026668	ASIC007710, ASIC001898
OG0000683	AAEL025572	ASIC017317, ASIC009973
OG0000684	AAEL025779, AAEL027903	ASIC013707
OG0000698	AAEL000076	ASIC002954
OG0000698	AAEL011097	ASIC004743
OG0000699	AAEL000329	ASIC010756
OG0000700	AAEL000636	ASIC015382
OG0000701	AAEL000654	ASIC015884, ASIC017991
OG0000702	AAEL027107, AAEL020572, AAEL024388, AAEL026552, AAEL000808, AAEL024440, AAEL026992, AAEL028186, AAEL025290, AAEL000997, AAEL027252, AAEL001267, AAEL009873	ASIC002991
OG0000703	AAEL001087	ASIC021784
OG0000704	AAEL002416, AAEL001427	ASIC012649
OG0000705	AAEL001697	ASIC012203
OG0000705	AAEL001699	ASIC012204
OG0000706	AAEL002158, AAEL004335, AAEL010396, AAEL007383	ASIC021044
OG0000709	AAEL002450, AAEL021759	ASIC016024, ASIC009545
OG0000710	AAEL002455	ASIC017105
OG0000711	AAEL002598	ASIC018376
OG0000711	AAEL002618	ASIC018377
OG0000712	AAEL017067, AAEL002631	ASIC009318, ASIC009317
OG0000713	AAEL003722, AAEL015450, AAEL005127	ASIC000957
OG0000714	AAEL003936	ASIC013805
OG0000715	AAEL028191, AAEL004024	ASIC012621, ASIC002919
OG0000716	AAEL004028	ASIC009916, ASIC009915
OG0000717	AAEL004239	ASIC002030
OG0000720	AAEL011772, AAEL020323, AAEL026871, AAEL021668, AAEL021133, AAEL025895, AAEL005245	ASIC003556
OG0000721	AAEL005428	ASIC020534
OG0000722	AAEL005489	ASIC022221
OG0000723	AAEL006249	ASIC014878, ASIC011561
OG0000724	AAEL006739, AAEL011042	ASIC013777
OG0000725	AAEL022508	ASIC005286
OG0000725	AAEL006937	ASIC007620, ASIC002939, ASIC006218, ASIC005285
OG0000726	AAEL007002	ASIC020143, ASIC006866, ASIC020142
OG0000727	AAEL007250, AAEL023757	ASIC011928, ASIC011923
OG0000728	AAEL008958	ASIC004841, ASIC020452
OG0000729	AAEL009151	ASIC010226, ASIC012775
OG0000730	AAEL020447, AAEL009506	ASIC017919
OG0000731	AAEL009649	ASIC009453, ASIC011790
OG0000732	AAEL009886, AAEL009888	ASIC012635
OG0000733	AAEL010369	ASIC011002, ASIC011013
OG0000734	AAEL011013	ASIC012871
OG0000735	AAEL011038	ASIC019585, ASIC003487
OG0000736	AAEL011142	ASIC003780
OG0000737	AAEL011206	ASIC009472
OG0000738	AAEL011280	ASIC013483, ASIC013482
OG0000739	AAEL011612	ASIC000970, ASIC000950
OG0000740	AAEL011643	ASIC008050
OG0000740	AAEL011644	ASIC008048
OG0000741	AAEL011680	ASIC014976, ASIC014978
OG0000742	AAEL012061	ASIC005647
OG0000743	AAEL022886	ASIC018202
OG0000743	AAEL012332	ASIC018366
OG0000744	AAEL022794	ASIC006740
OG0000744	AAEL012392	ASIC006734
OG0000745	AAEL012703, AAEL018247, AAEL025252	ASIC002565
OG0000746	AAEL012766, AAEL012772	ASIC020209
OG0000747	AAEL013188	ASIC008334, ASIC008323
OG0000748	AAEL013324	ASIC004573
OG0000748	AAEL026278	ASIC004572
OG0000749	AAEL013653	ASIC019830
OG0000750	AAEL013780	ASIC017661
OG0000751	AAEL013812	ASIC006249
OG0000752	AAEL013816	ASIC015937, ASIC004455
OG0000753	AAEL015042	ASIC019082, ASIC006943
OG0000754	AAEL015147, AAEL017548	ASIC019253
OG0000755	AAEL022578	ASIC002943
OG0000756	AAEL017345	ASIC013275, ASIC013278, ASIC013276, ASIC013274
OG0000757	AAEL017398, AAEL021835, AAEL022723, AAEL025135	ASIC015282
OG0000760	AAEL018118	ASIC014803
OG0000761	AAEL018153	ASIC013465, ASIC013463
OG0000762	AAEL018219	ASIC008818, ASIC008819
OG0000763	AAEL018699	ASIC003797
OG0000764	AAEL027367	ASIC007332
OG0000764	AAEL019463	ASIC007326
OG0000765	AAEL019653, AAEL023118	ASIC017219
OG0000766	AAEL019710	ASIC015273, ASIC015280
OG0000767	AAEL019790	ASIC020069
OG0000769	AAEL020028	ASIC018352, ASIC018350
OG0000770	AAEL021100	ASIC005253
OG0000771	AAEL021365	ASIC010224, ASIC010222, ASIC010213, ASIC010214
OG0000772	AAEL025785	ASIC009423
OG0000772	AAEL021693	ASIC010659
OG0000773	AAEL021717, AAEL023078	ASIC009946, ASIC009947
OG0000774	AAEL023488, AAEL027184	ASIC015592
OG0000774	AAEL022459	ASIC015577
OG0000775	AAEL022876	ASIC018881, ASIC018826, ASIC018859
OG0000776	AAEL022878	ASIC015996
OG0000777	AAEL023286	ASIC019231
OG0000778	AAEL026159, AAEL023605	ASIC020101
OG0000779	AAEL023651	ASIC018873, ASIC018871, ASIC018874
OG0000799	AAEL004367, AAEL000223, AAEL020371, AAEL004369	ASIC013358
OG0000800	AAEL000414	ASIC014042
OG0000800	AAEL026764, AAEL022929	ASIC014037
OG0000801	AAEL000575	ASIC008758, ASIC008769
OG0000802	AAEL001198	ASIC010833
OG0000803	AAEL001301	ASIC006627, ASIC006616
OG0000806	AAEL001713, AAEL025934, AAEL003294	ASIC007906
OG0000808	AAEL023474, AAEL001843	ASIC014189, ASIC014182
OG0000809	AAEL001976	ASIC006983
OG0000810	AAEL002048	ASIC003966, ASIC014687
OG0000811	AAEL002084	ASIC003969
OG0000812	AAEL002177	ASIC013324
OG0000812	AAEL011917	ASIC018087
OG0000813	AAEL002192	ASIC012108, ASIC012110, ASIC012109, ASIC012111
OG0000814	AAEL024137, AAEL002270	ASIC005584
OG0000815	AAEL002292, AAEL002313	ASIC020637
OG0000816	AAEL002423	ASIC012651
OG0000817	AAEL002508	ASIC006311, ASIC011944
OG0000818	AAEL002588	ASIC009311
OG0000820	AAEL021421, AAEL002915, AAEL002907, AAEL019842, AAEL022598	ASIC012997
OG0000821	AAEL020942, AAEL021711, AAEL025774, AAEL002938	ASIC005223
OG0000822	AAEL003147	ASIC003247
OG0000823	AAEL003420	ASIC018052
OG0000824	AAEL003484	ASIC016002
OG0000825	AAEL003914	ASIC009744
OG0000825	AAEL003918	ASIC009778
OG0000827	AAEL004086, AAEL004118	ASIC019496
OG0000828	AAEL004245	ASIC006317
OG0000828	AAEL025638	ASIC006324
OG0000829	AAEL019853	ASIC003920
OG0000830	AAEL004605, AAEL004602	ASIC011142
OG0000831	AAEL004784, AAEL004755	ASIC010156
OG0000832	AAEL005373	ASIC009101
OG0000833	AAEL005406	ASIC018216, ASIC008915
OG0000834	AAEL026217, AAEL005656, AAEL021838	ASIC017356
OG0000835	AAEL006207	ASIC020621
OG0000836	AAEL006977, AAEL006966	ASIC002676
OG0000837	AAEL007319	ASIC016440
OG0000838	AAEL007662	ASIC009560, ASIC015831, ASIC008806, ASIC007665
OG0000839	AAEL010154	ASIC008421
OG0000839	AAEL007798	ASIC008420, ASIC008419
OG0000841	AAEL007910	ASIC007143
OG0000841	AAEL007900	ASIC007141
OG0000842	AAEL007962	ASIC006696, ASIC006697
OG0000843	AAEL008101, AAEL009987, AAEL023919	ASIC021030
OG0000844	AAEL008313, AAEL008308	ASIC020295
OG0000845	AAEL008359, AAEL008355	ASIC016333
OG0000846	AAEL008419	ASIC007965
OG0000847	AAEL008468	ASIC007549
OG0000849	AAEL008651	ASIC002768
OG0000850	AAEL008921	ASIC007559
OG0000852	AAEL008952	ASIC018361
OG0000854	AAEL021942, AAEL009230	ASIC019634, ASIC019639
OG0000855	AAEL024520	ASIC010229
OG0000855	AAEL009479	ASIC010228
OG0000856	AAEL010097	ASIC019688
OG0000857	AAEL022757	ASIC007489
OG0000857	AAEL010584	ASIC003072
OG0000858	AAEL020016	ASIC001875
OG0000858	AAEL010907	ASIC001876, ASIC001414
OG0000859	AAEL011229, AAEL015552	ASIC011203
OG0000860	AAEL011352	ASIC015296
OG0000861	AAEL011915	ASIC018072
OG0000862	AAEL011944	ASIC019152, ASIC019190
OG0000863	AAEL012042	ASIC019790
OG0000864	AAEL012058	ASIC013860
OG0000865	AAEL012239	ASIC005377, ASIC005935
