Orthogroup	AaegyptiLVP_AGWG	AdirusWRAIR2
OG0000407	AAEL013047	ADIR002282
OG0000408	AAEL013603, AAEL014627	ADIR001544
OG0000409	AAEL014207	ADIR004706, ADIR004703
OG0000409	AAEL023753	ADIR004705
OG0000410	AAEL014438, AAEL014437, AAEL024413, AAEL020644	ADIR002540
OG0000412	AAEL018189	ADIR002367, ADIR002366
OG0000412	AAEL017238	ADIR002365
OG0000413	AAEL023231, AAEL019947	ADIR015533, ADIR015532, ADIR015501
OG0000414	AAEL020078	ADIR014057, ADIR000659, ADIR000660, ADIR000661
OG0000416	AAEL020856, AAEL025917	ADIR007938
OG0000416	AAEL025700	ADIR007755
OG0000417	AAEL027664	ADIR010431
OG0000417	AAEL022731	ADIR005728
OG0000428	AAEL000616, AAEL003045	ADIR015548, ADIR015549
OG0000430	AAEL001625	ADIR009309
OG0000430	AAEL001601	ADIR003911
OG0000431	AAEL008711	ADIR003217
OG0000432	AAEL002406	ADIR009396
OG0000432	AAEL001814	ADIR004972
OG0000433	AAEL021665	ADIR003006
OG0000433	AAEL002951	ADIR003007
OG0000434	AAEL003467, AAEL019870	ADIR015930, ADIR015929
OG0000435	AAEL027792, AAEL003841, AAEL003857, AAEL003832	ADIR010798
OG0000437	AAEL004030	ADIR005813
OG0000437	AAEL004016, AAEL004020	ADIR005815
OG0000438	AAEL004018, AAEL004031	ADIR005817, ADIR005814
OG0000439	AAEL007450	ADIR010992
OG0000440	AAEL004379	ADIR003328
OG0000440	AAEL024667, AAEL004366	ADIR003327
OG0000441	AAEL004705	ADIR007412, ADIR000981
OG0000442	AAEL025111	ADIR004523
OG0000442	AAEL005002	ADIR004521
OG0000443	AAEL005409, AAEL022054	ADIR005386
OG0000443	AAEL010676	ADIR007351
OG0000445	AAEL005848	ADIR000225, ADIR000224
OG0000446	AAEL006365, AAEL006368	ADIR007631
OG0000446	AAEL006384	ADIR007632
OG0000447	AAEL007143	ADIR006355
OG0000447	AAEL007146	ADIR016048
OG0000448	AAEL007225	ADIR007075
OG0000448	AAEL009881	ADIR002786
OG0000449	AAEL007719	ADIR011623
OG0000450	AAEL007963	ADIR006287
OG0000452	AAEL008365	ADIR003211
OG0000453	AAEL010244	ADIR002048
OG0000454	AAEL010500	ADIR006123
OG0000455	AAEL010522	ADIR003615
OG0000456	AAEL017128	ADIR008105
OG0000457	AAEL013757	ADIR010440
OG0000457	AAEL011169	ADIR010441
OG0000458	AAEL012266	ADIR000582, ADIR000585, ADIR000586
OG0000459	AAEL013200, AAEL013190, AAEL019647, AAEL027709, AAEL013193, AAEL024133	ADIR010100
OG0000460	AAEL027774, AAEL027127	ADIR010285
OG0000461	AAEL020210, AAEL021084, AAEL021318	ADIR001398
OG0000462	AAEL020849	ADIR000056
OG0000463	AAEL021005	ADIR009788
OG0000464	AAEL026008	ADIR006989
OG0000464	AAEL026833	ADIR006988
OG0000465	AAEL024837	ADIR009087, ADIR001140
OG0000466	AAEL025198	ADIR001786, ADIR000450
OG0000476	AAEL020708	ADIR015518
OG0000476	AAEL000075	ADIR015520
OG0000477	AAEL000119	ADIR015939
OG0000477	AAEL017533	ADIR015938
OG0000478	AAEL000576	ADIR009352
OG0000478	AAEL004992	ADIR009353
OG0000479	AAEL010395, AAEL000595	ADIR003422, ADIR003423
OG0000480	AAEL000851	ADIR000106, ADIR000107
OG0000481	AAEL001271	ADIR004329
OG0000482	AAEL001307	ADIR015529
OG0000482	AAEL001293	ADIR015530
OG0000484	AAEL004277	ADIR009697
OG0000484	AAEL001670	ADIR000755
OG0000485	AAEL002023	ADIR011226
OG0000486	AAEL002176	ADIR004130
OG0000486	AAEL006485	ADIR010048
OG0000487	AAEL002214	ADIR011456
OG0000487	AAEL007458	ADIR002382
OG0000488	AAEL017538, AAEL002612, AAEL002619	ADIR005675
OG0000489	AAEL002754	ADIR011660
OG0000489	AAEL002745	ADIR011661
OG0000490	AAEL003393, AAEL002827	ADIR002278
OG0000491	AAEL002861, AAEL002882	ADIR010196
OG0000492	AAEL027482	ADIR001274
OG0000492	AAEL003047	ADIR015512
OG0000493	AAEL003395, AAEL020435	ADIR010823, ADIR003156
OG0000494	AAEL003417	ADIR001926
OG0000494	AAEL004284	ADIR006809
OG0000495	AAEL003925	ADIR008544
OG0000497	AAEL025454	ADIR010268
OG0000497	AAEL004678	ADIR011592
OG0000498	AAEL004821	ADIR001903
OG0000499	AAEL004855	ADIR003605
OG0000500	AAEL005515	ADIR001164
OG0000500	AAEL005049	ADIR007528
OG0000502	AAEL006014	ADIR015872
OG0000503	AAEL006121, AAEL006136	ADIR010403, ADIR010386
OG0000504	AAEL006178	ADIR010398
OG0000504	AAEL019506	ADIR005554
OG0000505	AAEL014766, AAEL019978, AAEL006335	ADIR004460
OG0000506	AAEL006383	ADIR000144
OG0000507	AAEL006381	ADIR011452
OG0000507	AAEL009111	ADIR006617
OG0000508	AAEL006575	ADIR016191, ADIR016190, ADIR007988
OG0000509	AAEL006749	ADIR007447
OG0000509	AAEL006737	ADIR007448
OG0000510	AAEL007030	ADIR000926
OG0000510	AAEL027019	ADIR002571
OG0000511	AAEL017056, AAEL007039	ADIR008094, ADIR016142
OG0000512	AAEL008118	ADIR002377
OG0000512	AAEL008109	ADIR002378
OG0000514	AAEL014080	ADIR008504
OG0000514	AAEL009948	ADIR004788
OG0000515	AAEL010487	ADIR015942
OG0000515	AAEL010477	ADIR015940
OG0000516	AAEL019717	ADIR002633
OG0000517	AAEL011966, AAEL026805	ADIR005492, ADIR005493
OG0000518	AAEL012157	ADIR007074
OG0000518	AAEL012153	ADIR007072
OG0000520	AAEL022306	ADIR006171
OG0000521	AAEL017096	ADIR007269
OG0000521	AAEL017301	ADIR010663
OG0000522	AAEL024144	ADIR003989
OG0000522	AAEL019702	ADIR003992
OG0000523	AAEL019706	ADIR005431
OG0000523	AAEL021067	ADIR004398
OG0000524	AAEL022982, AAEL021737	ADIR007502, ADIR007504
OG0000525	AAEL026536, AAEL021977	ADIR007248
OG0000526	AAEL027478	ADIR001209
OG0000526	AAEL023040	ADIR004082
OG0000527	AAEL027242	ADIR005535
OG0000527	AAEL025125	ADIR005536
OG0000528	AAEL025318	ADIR007580
OG0000528	AAEL025990	ADIR007576
OG0000534	AAEL001672, AAEL001640	ADIR004940
OG0000535	AAEL014493, AAEL002683	ADIR005911
OG0000536	AAEL003093	ADIR008027
OG0000536	AAEL012497	ADIR002347
OG0000538	AAEL004573	ADIR003261
OG0000539	AAEL003629	ADIR003268, ADIR003267
OG0000540	AAEL003810, AAEL003809, AAEL008232	ADIR002371
OG0000541	AAEL003999, AAEL020652	ADIR011392, ADIR000730
OG0000542	AAEL004002	ADIR002521
OG0000543	AAEL004070, AAEL004074	ADIR001792
OG0000544	AAEL004492	ADIR006076
OG0000544	AAEL005232	ADIR008375
OG0000546	AAEL025650	ADIR000983
OG0000547	AAEL014873	ADIR009748
OG0000547	AAEL004788	ADIR008851
OG0000549	AAEL005165	ADIR007473, ADIR011705, ADIR011704
OG0000550	AAEL010969, AAEL019614, AAEL019615, AAEL005668	ADIR004260
OG0000551	AAEL015247, AAEL005821	ADIR005366
OG0000552	AAEL007205, AAEL006114	ADIR005528, ADIR005530, ADIR005529
OG0000553	AAEL006211	ADIR008143
OG0000554	AAEL006503, AAEL006481	ADIR010047
OG0000555	AAEL007793, AAEL007789, AAEL010405	ADIR005419
OG0000556	AAEL007830	ADIR002690
OG0000557	AAEL008072, AAEL026806	ADIR002816, ADIR001118
OG0000558	AAEL008374	ADIR010572
OG0000558	AAEL024950	ADIR001028
OG0000559	AAEL008655	ADIR010538
OG0000559	AAEL008652	ADIR010539
OG0000560	AAEL009214, AAEL013844	ADIR004634
OG0000561	AAEL009601	ADIR003887
OG0000562	AAEL012355	ADIR008626
OG0000562	AAEL025827, AAEL009822	ADIR008625
OG0000563	AAEL010485	ADIR015945
OG0000563	AAEL010479	ADIR015943
OG0000564	AAEL010781, AAEL010768	ADIR011483
OG0000565	AAEL011025, AAEL021342	ADIR004400, ADIR009049
OG0000566	AAEL011330	ADIR000074
OG0000566	AAEL011321	ADIR000076
OG0000567	AAEL011504	ADIR007725
OG0000568	AAEL014843, AAEL011708	ADIR004213
OG0000569	AAEL018221, AAEL011774	ADIR010351
OG0000570	AAEL012437	ADIR008400, ADIR005510
OG0000571	AAEL025617, AAEL012776, AAEL022651, AAEL022733, AAEL020609, AAEL026458	ADIR009253
OG0000572	AAEL012837	ADIR009206
OG0000573	AAEL012964	ADIR002372
OG0000574	AAEL014050	ADIR004769, ADIR004770
OG0000576	AAEL014686	ADIR000871
OG0000579	AAEL017397	ADIR007934
OG0000579	AAEL017542	ADIR004490
OG0000581	AAEL018316	ADIR001607
OG0000581	AAEL024199	ADIR001609
OG0000582	AAEL026517	ADIR015869
OG0000582	AAEL019650	ADIR015868
OG0000583	AAEL020585	ADIR006996
OG0000584	AAEL021082	ADIR000206, ADIR000205, ADIR000208
OG0000585	AAEL025434, AAEL021685	ADIR006922
OG0000586	AAEL023917, AAEL023063	ADIR003218
OG0000588	AAEL024908	ADIR010647
OG0000606	AAEL000006, AAEL000080, AAEL000025	ADIR010706
OG0000607	AAEL011743	ADIR000209
OG0000608	AAEL000715	ADIR006043, ADIR006044
OG0000609	AAEL001194	ADIR006271
OG0000610	AAEL001247	ADIR007165
OG0000611	AAEL001548, AAEL001586	ADIR007100
OG0000612	AAEL009333	ADIR006139
OG0000613	AAEL002124	ADIR014298, ADIR003502
OG0000614	AAEL014713	ADIR003599
OG0000615	AAEL002267	ADIR007513
OG0000616	AAEL010773, AAEL002276	ADIR016185, ADIR016184
OG0000617	AAEL002366, AAEL021160	ADIR014435, ADIR014433, ADIR014425
OG0000618	AAEL002534, AAEL025362	ADIR004564, ADIR001182
OG0000619	AAEL028229	ADIR003359
OG0000620	AAEL003232, AAEL029120, AAEL029121, AAEL003241, AAEL003225, AAEL003266	ADIR011338
OG0000621	AAEL003234	ADIR001339
OG0000622	AAEL003421	ADIR005772
OG0000623	AAEL003442	ADIR001819, ADIR001948
OG0000624	AAEL003562, AAEL023067, AAEL003561	ADIR006550
OG0000625	AAEL003697	ADIR015792
OG0000625	AAEL020823	ADIR015794
OG0000626	AAEL003781	ADIR002370
OG0000627	AAEL003853	ADIR005607, ADIR005612
OG0000628	AAEL004043	ADIR009278
OG0000629	AAEL015598, AAEL004081	ADIR000859
OG0000630	AAEL004102	ADIR002291, ADIR002307
OG0000631	AAEL004774	ADIR011098
OG0000632	AAEL005266	ADIR002589
OG0000633	AAEL005520	ADIR001162, ADIR008662
OG0000634	AAEL005533	ADIR001434, ADIR005413
OG0000635	AAEL005619, AAEL009841	ADIR010027, ADIR010026, ADIR005808
OG0000636	AAEL005676	ADIR004263
OG0000637	AAEL006394	ADIR010754, ADIR010756
OG0000638	AAEL006454, AAEL014082	ADIR016063, ADIR015866
OG0000639	AAEL006886	ADIR007163
OG0000640	AAEL007090, AAEL007097, AAEL007098, AAEL007094	ADIR007483
OG0000641	AAEL007275	ADIR006280
OG0000642	AAEL007593	ADIR002901
OG0000642	AAEL007597	ADIR002900
OG0000643	AAEL024307, AAEL017450, AAEL007935	ADIR010103
OG0000644	AAEL008275, AAEL008271	ADIR000026
OG0000645	AAEL008289	ADIR008785
OG0000645	AAEL008285	ADIR008787
OG0000646	AAEL008473, AAEL008487, AAEL008488	ADIR007094
OG0000647	AAEL008485	ADIR007084
OG0000648	AAEL008609, AAEL008600	ADIR015991, ADIR015990
OG0000649	AAEL008698, AAEL008702	ADIR015836
OG0000650	AAEL009420	ADIR009272
OG0000652	AAEL009653	ADIR001181, ADIR007213
OG0000653	AAEL009695	ADIR010712
OG0000653	AAEL010269	ADIR011268
OG0000654	AAEL010113, AAEL020150	ADIR007302
OG0000655	AAEL025106	ADIR008840
OG0000655	AAEL010127	ADIR007857
OG0000656	AAEL010769	ADIR006297
OG0000656	AAEL014138	ADIR006298
OG0000657	AAEL010776, AAEL010782, AAEL010780	ADIR011479
OG0000658	AAEL010805	ADIR008934
OG0000658	AAEL010799	ADIR008935
OG0000660	AAEL011161	ADIR003385
OG0000661	AAEL011381	ADIR001298
OG0000662	AAEL011520	ADIR002069
OG0000663	AAEL012041	ADIR005873
OG0000664	AAEL013155, AAEL013153	ADIR004975
OG0000665	AAEL013323	ADIR010523
OG0000666	AAEL013684	ADIR001091
OG0000667	AAEL027123, AAEL020536, AAEL023221, AAEL014149, AAEL014147, AAEL014254	ADIR005250
OG0000668	AAEL014551, AAEL020599	ADIR011665
OG0000669	AAEL017235, AAEL017323	ADIR005146, ADIR005147, ADIR005148
OG0000671	AAEL018137	ADIR005757, ADIR001820
OG0000672	AAEL018320	ADIR011370, ADIR011369
OG0000673	AAEL019658	ADIR009373
OG0000674	AAEL019682	ADIR000182
OG0000675	AAEL019849	ADIR004357
OG0000675	AAEL019850	ADIR004359
OG0000676	AAEL022480, AAEL019856	ADIR015831
OG0000677	AAEL023374	ADIR004053
OG0000677	AAEL020299	ADIR004057
OG0000678	AAEL020351	ADIR008664, ADIR008663
OG0000679	AAEL020739	ADIR008098, ADIR008707
OG0000680	AAEL021017	ADIR001462
OG0000681	AAEL023512	ADIR003575, ADIR003576, ADIR003569
OG0000682	AAEL024089	ADIR010576
OG0000682	AAEL026668	ADIR001375
OG0000683	AAEL025572	ADIR011193, ADIR004792
OG0000684	AAEL025779, AAEL027903	ADIR008684, ADIR001359
OG0000685	AAEL027724	ADIR009036, ADIR009689
OG0000698	AAEL000076, AAEL011097	ADIR010606
OG0000700	AAEL000636	ADIR000562
OG0000701	AAEL000654	ADIR009737, ADIR000544
OG0000703	AAEL001087	ADIR002997, ADIR002996
OG0000704	AAEL002416, AAEL001427	ADIR005443
OG0000705	AAEL001697	ADIR003853, ADIR014326
OG0000706	AAEL002158, AAEL004335, AAEL010396, AAEL007383	ADIR008446
OG0000708	AAEL002287	ADIR000862
OG0000709	AAEL002450, AAEL021759	ADIR003944
OG0000710	AAEL002455	ADIR001331
OG0000711	AAEL002598, AAEL002618	ADIR000483
OG0000712	AAEL017067, AAEL002631	ADIR005673, ADIR005674
OG0000713	AAEL003722, AAEL015450, AAEL005127	ADIR003761
OG0000714	AAEL017464, AAEL003936	ADIR010237
OG0000715	AAEL028191, AAEL004024	ADIR002785, ADIR005811
OG0000716	AAEL004028	ADIR002517, ADIR015809
OG0000717	AAEL004239	ADIR004994
OG0000718	AAEL004810	ADIR009106
OG0000719	AAEL005001	ADIR015877, ADIR015878
OG0000720	AAEL011772, AAEL020323, AAEL026871, AAEL021668, AAEL021133, AAEL025895, AAEL005245	ADIR005353
OG0000721	AAEL005428	ADIR015873
OG0000722	AAEL005489	ADIR010217, ADIR010216
OG0000723	AAEL006249	ADIR008414, ADIR010092
OG0000724	AAEL006739	ADIR004314
OG0000724	AAEL011042	ADIR004315
OG0000725	AAEL006937	ADIR007428
OG0000726	AAEL007002	ADIR005496, ADIR005497
OG0000727	AAEL007250, AAEL023757	ADIR000192, ADIR000191
OG0000728	AAEL008958	ADIR007813, ADIR009268
OG0000729	AAEL009151	ADIR011499, ADIR001420
OG0000730	AAEL028178, AAEL020447, AAEL009506	ADIR000405
OG0000731	AAEL009649	ADIR003750
OG0000732	AAEL009886, AAEL009888	ADIR016014, ADIR016015
OG0000733	AAEL010369	ADIR007422
OG0000734	AAEL011013	ADIR001121, ADIR009318
OG0000735	AAEL011038	ADIR004318, ADIR004573
OG0000736	AAEL011142	ADIR007030, ADIR007029
OG0000737	AAEL011206	ADIR000955
OG0000738	AAEL011280	ADIR004104, ADIR004106
OG0000739	AAEL011612	ADIR003753, ADIR003755, ADIR003754
OG0000740	AAEL011643	ADIR008992
OG0000740	AAEL011644	ADIR008993
OG0000741	AAEL011680	ADIR009181, ADIR009178, ADIR009180
OG0000742	AAEL012061	ADIR003440, ADIR003439
OG0000743	AAEL012332	ADIR010773
OG0000744	AAEL012392	ADIR006121
OG0000745	AAEL012703, AAEL018247, AAEL025252	ADIR002922
OG0000746	AAEL012766, AAEL012772	ADIR008974
OG0000747	AAEL013188	ADIR002716
OG0000748	AAEL013324	ADIR010525
OG0000748	AAEL026278	ADIR010524
OG0000749	AAEL013653	ADIR001353, ADIR007200
OG0000750	AAEL013780	ADIR010959
OG0000751	AAEL013812	ADIR001384
OG0000752	AAEL013816	ADIR007588, ADIR001235
OG0000753	AAEL015042	ADIR003634, ADIR011231
OG0000754	AAEL015147, AAEL017548	ADIR008000
OG0000756	AAEL017345	ADIR009868
OG0000757	AAEL017398, AAEL021835, AAEL022723, AAEL025135	ADIR005640
OG0000760	AAEL027698, AAEL018118	ADIR002003
OG0000761	AAEL018153	ADIR004099, ADIR004098
OG0000762	AAEL018219	ADIR008985, ADIR000772, ADIR009061, ADIR008884, ADIR008911, ADIR008912
OG0000763	AAEL018699	ADIR007037
OG0000764	AAEL027367	ADIR006059
OG0000764	AAEL019463	ADIR006058
OG0000766	AAEL019710	ADIR014475, ADIR005643, ADIR005641
OG0000767	AAEL019790	ADIR002095
OG0000769	AAEL020028	ADIR010785, ADIR010786
OG0000770	AAEL021100	ADIR001062
OG0000771	AAEL021365	ADIR001419, ADIR001418
OG0000772	AAEL025785	ADIR007672
OG0000772	AAEL021693	ADIR007673
OG0000773	AAEL021717, AAEL023078	ADIR004802, ADIR004801
OG0000774	AAEL023488, AAEL027184	ADIR002089
OG0000774	AAEL022459	ADIR002087
OG0000775	AAEL022876	ADIR004192, ADIR004194
OG0000776	AAEL022878	ADIR002136
OG0000777	AAEL023286	ADIR008628, ADIR008631, ADIR008629
OG0000778	AAEL026159, AAEL023605	ADIR006485
OG0000779	AAEL023651	ADIR004267, ADIR004268, ADIR004269
OG0000799	AAEL004367, AAEL000223, AAEL020371, AAEL004369	ADIR009139
OG0000800	AAEL000414	ADIR006579
OG0000800	AAEL026764, AAEL022929	ADIR006580
OG0000801	AAEL000575	ADIR010498, ADIR010497
OG0000802	AAEL001198	ADIR000764
OG0000803	AAEL001301	ADIR015524, ADIR015531
OG0000804	AAEL001510	ADIR000727
OG0000805	AAEL020603, AAEL001549	ADIR007101
OG0000806	AAEL001713, AAEL025934, AAEL003294	ADIR002166
OG0000808	AAEL023474, AAEL001843	ADIR010933, ADIR010932
OG0000809	AAEL007293	ADIR016096
OG0000810	AAEL002048	ADIR001431
OG0000811	AAEL002084	ADIR004618
OG0000812	AAEL002177	ADIR003249
OG0000813	AAEL002192	ADIR000634, ADIR000633
OG0000814	AAEL024137, AAEL002270	ADIR009761
OG0000815	AAEL002292, AAEL002313	ADIR005227
OG0000816	AAEL002423	ADIR005442
OG0000817	AAEL002508	ADIR000841
OG0000818	AAEL002588	ADIR005676
OG0000820	AAEL021421, AAEL002915, AAEL002907, AAEL019842, AAEL022598	ADIR004370
OG0000821	AAEL020942, AAEL021711, AAEL025774, AAEL002938	ADIR001683, ADIR001351
OG0000822	AAEL003147	ADIR010685
OG0000823	AAEL003420	ADIR001927
OG0000825	AAEL003914	ADIR010416
OG0000825	AAEL003918	ADIR010413
OG0000827	AAEL004086, AAEL004118	ADIR002292
OG0000828	AAEL004245	ADIR000838
OG0000829	AAEL019853	ADIR011677
OG0000830	AAEL004605, AAEL004602	ADIR010358
OG0000831	AAEL004784, AAEL004755	ADIR009274, ADIR009275
OG0000832	AAEL005373	ADIR006400, ADIR006401
OG0000833	AAEL005406	ADIR007368, ADIR008898
OG0000834	AAEL026217, AAEL005656, AAEL021838	ADIR009694
OG0000835	AAEL006207	ADIR015832, ADIR015833
OG0000836	AAEL006977	ADIR006190
OG0000837	AAEL007319	ADIR008614
OG0000838	AAEL007662	ADIR001536
OG0000839	AAEL010154	ADIR004532
OG0000841	AAEL007910, AAEL007900	ADIR005969
OG0000842	AAEL007962	ADIR015884, ADIR015676
OG0000843	AAEL008101, AAEL009987, AAEL023919	ADIR008436
OG0000844	AAEL008313, AAEL008308	ADIR016091, ADIR015731
OG0000845	AAEL008359, AAEL008355	ADIR008812, ADIR014752
OG0000846	AAEL008419	ADIR006677
OG0000847	AAEL008468	ADIR000816
OG0000849	AAEL008651	ADIR010544
OG0000850	AAEL008921	ADIR009876, ADIR011650, ADIR009781, ADIR009782, ADIR009779
OG0000852	AAEL008952	ADIR010778
OG0000853	AAEL009050, AAEL009045	ADIR007834
OG0000854	AAEL021942, AAEL009230	ADIR003593, ADIR003592
OG0000855	AAEL009479	ADIR001421
OG0000856	AAEL010097	ADIR007310
OG0000857	AAEL022757	ADIR006940
OG0000857	AAEL010584	ADIR005462
OG0000858	AAEL020016	ADIR003272
OG0000858	AAEL010907	ADIR003271
OG0000859	AAEL011229, AAEL015552	ADIR005731
OG0000860	AAEL011352	ADIR001450
OG0000861	AAEL011915, AAEL022536	ADIR001941
OG0000862	AAEL011944	ADIR003661, ADIR003681
OG0000863	AAEL012051, AAEL012042	ADIR007225
OG0000864	AAEL012058	ADIR011041
OG0000865	AAEL012239	ADIR001249, ADIR004962
OG0000866	AAEL012916	ADIR007832
OG0000867	AAEL012998	ADIR010148, ADIR010147
OG0000868	AAEL020064	ADIR008592
OG0000868	AAEL013445	ADIR008589
OG0000869	AAEL013517	ADIR007455
OG0000870	AAEL013887	ADIR003994
OG0000871	AAEL013936	ADIR005012
OG0000872	AAEL014039	ADIR001374, ADIR007136
OG0000873	AAEL014292	ADIR003777
OG0000874	AAEL014343	ADIR000667, ADIR000666
OG0000875	AAEL014729	ADIR001440
OG0000876	AAEL014762, AAEL027643, AAEL014761	ADIR008398
OG0000877	AAEL014945	ADIR002909
OG0000878	AAEL014958	ADIR001592
OG0000879	AAEL017101	ADIR011249
OG0000880	AAEL017270, AAEL017547, AAEL023894, AAEL021095, AAEL017308	ADIR004245
OG0000881	AAEL018139	ADIR004537
OG0000882	AAEL018248	ADIR001720, ADIR001718
OG0000883	AAEL019432	ADIR007904
OG0000884	AAEL019475	ADIR005703, ADIR005700
OG0000885	AAEL019525	ADIR004569
OG0000886	AAEL019538	ADIR007346, ADIR007342
OG0000887	AAEL019578	ADIR008198, ADIR009856
OG0000888	AAEL019596	ADIR009726, ADIR009724, ADIR009723
OG0000889	AAEL019726	ADIR007599, ADIR007602, ADIR007600
OG0000890	AAEL019844	ADIR006657, ADIR006660
OG0000891	AAEL019878	ADIR006553
OG0000893	AAEL019973, AAEL019974	ADIR002643
OG0000894	AAEL019989	ADIR008534
OG0000895	AAEL025763, AAEL019997	ADIR014136, ADIR001441
OG0000896	AAEL020008	ADIR000581
OG0000897	AAEL021294, AAEL020288, AAEL022360, AAEL020388	ADIR011709
OG0000900	AAEL020941	ADIR001006
OG0000901	AAEL021209	ADIR000126
OG0000902	AAEL021736	ADIR000784, ADIR008391
OG0000903	AAEL027405, AAEL022409	ADIR007935
OG0000904	AAEL022566	ADIR015787, ADIR002454
OG0000905	AAEL022630	ADIR014399
OG0000906	AAEL023434	ADIR003641, ADIR003640
OG0000907	AAEL023595, AAEL027839, AAEL027013	ADIR010374
OG0000908	AAEL025140	ADIR005885, ADIR002967
OG0000909	AAEL025937, AAEL026627	ADIR008465, ADIR008464, ADIR008466
OG0000910	AAEL026147	ADIR003521, ADIR003520
OG0000911	AAEL026758	ADIR001012
OG0000940	AAEL000324	ADIR011030
OG0000941	AAEL026240, AAEL000427	ADIR002843, ADIR002842
OG0000942	AAEL017467, AAEL000507, AAEL000496	ADIR002814
OG0000943	AAEL000781, AAEL005040	ADIR015770
OG0000944	AAEL001227	ADIR002711
OG0000945	AAEL001448	ADIR000867
OG0000946	AAEL001483	ADIR011067, ADIR011068
OG0000947	AAEL001514, AAEL002623	ADIR005680
OG0000948	AAEL001646	ADIR000744
OG0000949	AAEL027778, AAEL001710	ADIR011177, ADIR011178
OG0000950	AAEL023215	ADIR000636
OG0000951	AAEL002269	ADIR007510
OG0000952	AAEL002435	ADIR000888, ADIR002704
OG0000953	AAEL002531, AAEL002514	ADIR001522
OG0000954	AAEL002518	ADIR001308
OG0000955	AAEL002574, AAEL002555	ADIR010464
OG0000956	AAEL002721	ADIR014508, ADIR007056
OG0000957	AAEL002731	ADIR015908
OG0000958	AAEL002924	ADIR004809, ADIR003923, ADIR004810
OG0000959	AAEL002998, AAEL022096	ADIR005324, ADIR005326
OG0000960	AAEL003014	ADIR008258, ADIR008256, ADIR010734
OG0000961	AAEL003056, AAEL003066	ADIR007697
OG0000962	AAEL003206	ADIR008280
OG0000963	AAEL024398, AAEL003373	ADIR002688, ADIR002686
OG0000964	AAEL003424	ADIR000239
OG0000965	AAEL011715, AAEL003756	ADIR008783
OG0000967	AAEL004021	ADIR015702
OG0000968	AAEL004167	ADIR001057
OG0000969	AAEL025999, AAEL004175	ADIR009225
OG0000970	AAEL004397	ADIR016117, ADIR002256, ADIR000903
OG0000972	AAEL010716, AAEL004523	ADIR006278
OG0000973	AAEL004572	ADIR006725, ADIR006726
OG0000974	AAEL005017	ADIR006144
OG0000975	AAEL005079, AAEL005073, AAEL023627, AAEL012510	ADIR007520
OG0000976	AAEL005174	ADIR007778, ADIR007776
OG0000977	AAEL005356	ADIR010731
OG0000978	AAEL005368	ADIR008533, ADIR008532
OG0000979	AAEL024751, AAEL005386	ADIR011494
OG0000980	AAEL005522	ADIR001163
OG0000982	AAEL005773	ADIR000844
OG0000983	AAEL005792	ADIR005364
OG0000984	AAEL005972	ADIR007396, ADIR007394
OG0000986	AAEL006467, AAEL006471, AAEL006458	ADIR005647
OG0000987	AAEL006526	ADIR006032
OG0000988	AAEL006617, AAEL006630	ADIR005981
OG0000989	AAEL006776	ADIR005738
OG0000990	AAEL007696	ADIR006013
OG0000991	AAEL007926	ADIR000231
OG0000992	AAEL007109, AAEL015527	ADIR007862
OG0000993	AAEL007281	ADIR009921
OG0000994	AAEL007407	ADIR007809
OG0000995	AAEL007469	ADIR000369
OG0000996	AAEL007544	ADIR005123
OG0000997	AAEL007631	ADIR003631, ADIR003633
OG0000998	AAEL007692, AAEL020254, AAEL024197, AAEL019534	ADIR005445
