Orthogroup	AaegyptiLVP_AGWG	AfunestusAfunGA1
OG0000253	AAEL007993, AAEL007992	AFUN2_001483, AFUN2_000437
OG0000254	AAEL012040	AFUN2_009334
OG0000254	AAEL009916	AFUN2_013341
OG0000255	AAEL012770, AAEL012762, AAEL020553, AAEL011761, AAEL022568, AAEL012769, AAEL012765	AFUN2_014479, AFUN2_012452
OG0000256	AAEL012425, AAEL012422	AFUN2_010827, AFUN2_004016
OG0000257	AAEL019890, AAEL027350	AFUN2_012412
OG0000259	AAEL022953, AAEL025308	AFUN2_009415, AFUN2_000528, AFUN2_001338, AFUN2_013898, AFUN2_011804
OG0000265	AAEL008213, AAEL008211	AFUN2_009281, AFUN2_011549
OG0000265	AAEL000249	AFUN2_003921
OG0000266	AAEL013662	AFUN2_000459
OG0000266	AAEL000757	AFUN2_004367, AFUN2_008216
OG0000267	AAEL001061	AFUN2_006831
OG0000267	AAEL010582	AFUN2_013327, AFUN2_007744
OG0000268	AAEL002690	AFUN2_009239, AFUN2_010803
OG0000268	AAEL002692	AFUN2_010441
OG0000269	AAEL003195, AAEL026083, AAEL023346, AAEL003196, AAEL020734, AAEL021498, AAEL003181, AAEL022449, AAEL003201, AAEL028198, AAEL003187, AAEL024002	AFUN2_002119
OG0000270	AAEL003444, AAEL003439	AFUN2_004500, AFUN2_005657, AFUN2_001828
OG0000271	AAEL004778	AFUN2_007927
OG0000271	AAEL017453	AFUN2_011088, AFUN2_001591
OG0000271	AAEL004739	AFUN2_004527
OG0000272	AAEL008858	AFUN2_008265
OG0000272	AAEL008876	AFUN2_012900
OG0000273	AAEL008928	AFUN2_001579
OG0000273	AAEL008931	AFUN2_012480
OG0000274	AAEL010098, AAEL010099	AFUN2_009686
OG0000274	AAEL024977	AFUN2_013179
OG0000275	AAEL012343, AAEL012349, AAEL023211	AFUN2_004279, AFUN2_002342, AFUN2_006827, AFUN2_002236, AFUN2_014152
OG0000276	AAEL013044, AAEL013048, AAEL013054	AFUN2_005119, AFUN2_000381
OG0000277	AAEL013198, AAEL026420	AFUN2_013863
OG0000278	AAEL013217	AFUN2_006737, AFUN2_010216, AFUN2_002080
OG0000279	AAEL017402	AFUN2_002258
OG0000279	AAEL024828	AFUN2_014367
OG0000279	AAEL021930, AAEL025608	AFUN2_008292
OG0000280	AAEL029034	AFUN2_014275, AFUN2_012254
OG0000285	AAEL000029	AFUN2_012421
OG0000285	AAEL000024	AFUN2_002291, AFUN2_012046
OG0000286	AAEL022696, AAEL000613, AAEL000628, AAEL000614, AAEL006465, AAEL017294	AFUN2_002229, AFUN2_001601
OG0000287	AAEL001221	AFUN2_006714, AFUN2_009698
OG0000288	AAEL020558, AAEL001320, AAEL001292, AAEL025530, AAEL001312, AAEL001807, AAEL009591	AFUN2_007336, AFUN2_011244
OG0000289	AAEL003317, AAEL003297, AAEL003298	AFUN2_008782, AFUN2_008797
OG0000290	AAEL004103, AAEL004092	AFUN2_001948, AFUN2_000760, AFUN2_006244
OG0000291	AAEL004592	AFUN2_003869
OG0000291	AAEL024570	AFUN2_005713
OG0000292	AAEL004935	AFUN2_008562
OG0000292	AAEL004923	AFUN2_003827, AFUN2_006814
OG0000293	AAEL019520	AFUN2_001356
OG0000293	AAEL005702, AAEL010609	AFUN2_000358
OG0000294	AAEL022989, AAEL007040	AFUN2_012955
OG0000294	AAEL006160	AFUN2_012574
OG0000297	AAEL006818	AFUN2_006972
OG0000297	AAEL006829	AFUN2_004085
OG0000298	AAEL009528, AAEL008380	AFUN2_004927
OG0000298	AAEL007711	AFUN2_001118
OG0000299	AAEL007893	AFUN2_007111
OG0000299	AAEL008152, AAEL027985, AAEL008159	AFUN2_010458
OG0000300	AAEL009978	AFUN2_013914
OG0000302	AAEL015566, AAEL015567	AFUN2_001375
OG0000302	AAEL011499	AFUN2_001607
OG0000303	AAEL011563	AFUN2_004936
OG0000304	AAEL014541	AFUN2_011754, AFUN2_006099
OG0000304	AAEL014537	AFUN2_012365
OG0000305	AAEL019599	AFUN2_004178
OG0000306	AAEL022773	AFUN2_011531, AFUN2_002476, AFUN2_011005
OG0000317	AAEL000039, AAEL000089, AAEL000066, AAEL000018	AFUN2_010069
OG0000318	AAEL000690	AFUN2_002773, AFUN2_002673, AFUN2_007664, AFUN2_006731
OG0000319	AAEL026313, AAEL027346	AFUN2_000419
OG0000319	AAEL001010	AFUN2_014741
OG0000320	AAEL002288, AAEL002301	AFUN2_002201, AFUN2_009283
OG0000321	AAEL002904	AFUN2_011209, AFUN2_009191
OG0000321	AAEL002917	AFUN2_013400
OG0000324	AAEL005749	AFUN2_014723
OG0000324	AAEL005763	AFUN2_002760
OG0000325	AAEL005884	AFUN2_013821
OG0000325	AAEL005759, AAEL007339, AAEL005890	AFUN2_009953
OG0000326	AAEL007169	AFUN2_008475
OG0000326	AAEL006077	AFUN2_006744
OG0000327	AAEL006684, AAEL012580, AAEL021830, AAEL024894, AAEL019749, AAEL019750, AAEL027138, AAEL010580, AAEL006679, AAEL022785, AAEL025034	AFUN2_010823
OG0000328	AAEL026562, AAEL006696	AFUN2_012636
OG0000328	AAEL022561, AAEL006692	AFUN2_005428
OG0000329	AAEL008634	AFUN2_010346
OG0000329	AAEL008622	AFUN2_002124
OG0000330	AAEL012245	AFUN2_010609
OG0000330	AAEL009580	AFUN2_001583
OG0000331	AAEL011658	AFUN2_010706
OG0000331	AAEL011662	AFUN2_002888, AFUN2_011006
OG0000332	AAEL011931	AFUN2_002149, AFUN2_013393, AFUN2_012693
OG0000333	AAEL012421	AFUN2_001023, AFUN2_009434, AFUN2_011252, AFUN2_011040, AFUN2_010709, AFUN2_013423, AFUN2_008471, AFUN2_002539
OG0000334	AAEL013154	AFUN2_013965
OG0000336	AAEL024525	AFUN2_003183
OG0000336	AAEL021016	AFUN2_002121
OG0000344	AAEL000073	AFUN2_011925
OG0000344	AAEL012377	AFUN2_002211
OG0000346	AAEL000216, AAEL004949, AAEL004953, AAEL004947	AFUN2_001968, AFUN2_001895
OG0000347	AAEL000915	AFUN2_008322
OG0000347	AAEL000861, AAEL000859	AFUN2_002133
OG0000348	AAEL000890, AAEL000896	AFUN2_006181, AFUN2_009660
OG0000349	AAEL013991	AFUN2_012556
OG0000349	AAEL013997	AFUN2_006184
OG0000350	AAEL001248, AAEL001256, AAEL001278, AAEL001258, AAEL014835, AAEL001286, AAEL001263	AFUN2_008359
OG0000351	AAEL001519	AFUN2_008714
OG0000352	AAEL024332, AAEL001566	AFUN2_006606
OG0000352	AAEL005791	AFUN2_011929
OG0000353	AAEL001745, AAEL001732	AFUN2_011227
OG0000353	AAEL001740	AFUN2_002095
OG0000354	AAEL006113	AFUN2_005800
OG0000354	AAEL002541	AFUN2_002171
OG0000355	AAEL002967	AFUN2_008819, AFUN2_010074
OG0000355	AAEL002979	AFUN2_007617
OG0000356	AAEL003069	AFUN2_003379
OG0000357	AAEL003506	AFUN2_011572
OG0000357	AAEL003504	AFUN2_008751
OG0000359	AAEL010434, AAEL006138, AAEL006126	AFUN2_001508, AFUN2_014132, AFUN2_014666, AFUN2_005325
OG0000360	AAEL006355, AAEL006361	AFUN2_000510
OG0000360	AAEL006337	AFUN2_007142
OG0000361	AAEL006605, AAEL006620	AFUN2_002062
OG0000361	AAEL006624	AFUN2_012094
OG0000362	AAEL027003, AAEL007951, AAEL023692	AFUN2_012779, AFUN2_005854
OG0000363	AAEL009863	AFUN2_008657
OG0000363	AAEL009860, AAEL020112, AAEL022139	AFUN2_009379
OG0000364	AAEL011346, AAEL011348, AAEL009968	AFUN2_006948, AFUN2_003336
OG0000365	AAEL011314	AFUN2_013587, AFUN2_014234
OG0000365	AAEL011313	AFUN2_001973
OG0000366	AAEL019797, AAEL019798, AAEL011797, AAEL011798	AFUN2_008793, AFUN2_009343
OG0000367	AAEL012509	AFUN2_011293, AFUN2_010540, AFUN2_012120, AFUN2_007287
OG0000368	AAEL012866, AAEL012870, AAEL012860	AFUN2_009997
OG0000369	AAEL022846	AFUN2_005004
OG0000369	AAEL019808	AFUN2_000751
OG0000370	AAEL017182	AFUN2_014764
OG0000371	AAEL019862	AFUN2_003392
OG0000372	AAEL023438	AFUN2_007569
OG0000372	AAEL021785	AFUN2_011675
OG0000380	AAEL000012, AAEL024813	AFUN2_005131
OG0000381	AAEL008574	AFUN2_014467
OG0000381	AAEL000735	AFUN2_004958
OG0000382	AAEL000797	AFUN2_001543
OG0000382	AAEL000834	AFUN2_000360
OG0000383	AAEL000810	AFUN2_014461
OG0000383	AAEL019951	AFUN2_011562
OG0000384	AAEL000910	AFUN2_005469, AFUN2_004787
OG0000386	AAEL007218	AFUN2_013530
OG0000387	AAEL001769	AFUN2_002844
OG0000387	AAEL002083	AFUN2_002100
OG0000388	AAEL027351, AAEL003190, AAEL020406	AFUN2_001099
OG0000389	AAEL003708	AFUN2_006060
OG0000389	AAEL003727	AFUN2_013929, AFUN2_012037
OG0000391	AAEL005160	AFUN2_010979
OG0000391	AAEL006372	AFUN2_008664
OG0000392	AAEL005725	AFUN2_004442, AFUN2_005778
OG0000393	AAEL005918	AFUN2_012735
OG0000393	AAEL025460	AFUN2_002249
OG0000394	AAEL006264	AFUN2_009571
OG0000394	AAEL006274, AAEL022795	AFUN2_007082
OG0000395	AAEL006675	AFUN2_009792
OG0000395	AAEL010567	AFUN2_002960
OG0000396	AAEL006978	AFUN2_004007
OG0000396	AAEL022582, AAEL026610	AFUN2_012283
OG0000397	AAEL008672	AFUN2_002237
OG0000397	AAEL008138	AFUN2_013451
OG0000398	AAEL008295, AAEL008294, AAEL008288, AAEL008284	AFUN2_005442, AFUN2_013146
OG0000399	AAEL008784	AFUN2_008626
OG0000399	AAEL008782, AAEL008767	AFUN2_009920
OG0000400	AAEL023342	AFUN2_011008
OG0000400	AAEL009218	AFUN2_011164
OG0000401	AAEL019824	AFUN2_002956
OG0000401	AAEL009275	AFUN2_004353
OG0000402	AAEL009769, AAEL009767	AFUN2_003222, AFUN2_012219, AFUN2_012051, AFUN2_012833
OG0000403	AAEL011204	AFUN2_012035
OG0000403	AAEL014297	AFUN2_003128
OG0000404	AAEL012131	AFUN2_003801
OG0000404	AAEL012128	AFUN2_012718
OG0000405	AAEL023643, AAEL012560, AAEL012558	AFUN2_013432, AFUN2_010896
OG0000406	AAEL012839	AFUN2_001556, AFUN2_007375, AFUN2_014336
OG0000407	AAEL013047	AFUN2_012902
OG0000408	AAEL013603, AAEL014627	AFUN2_002945
OG0000408	AAEL029115	AFUN2_009625
OG0000409	AAEL014207	AFUN2_001720
OG0000409	AAEL023753	AFUN2_011673
OG0000411	AAEL017381	AFUN2_014669
OG0000411	AAEL017145	AFUN2_011779
OG0000412	AAEL018189	AFUN2_007595
OG0000413	AAEL023231, AAEL019947	AFUN2_004473, AFUN2_000795
OG0000414	AAEL020078	AFUN2_008931
OG0000416	AAEL020856, AAEL025917	AFUN2_005309
OG0000417	AAEL027664	AFUN2_013957
OG0000417	AAEL022731	AFUN2_009488
OG0000428	AAEL000616, AAEL003045	AFUN2_007875, AFUN2_010653, AFUN2_002316
OG0000429	AAEL003888	AFUN2_011609, AFUN2_005488
OG0000429	AAEL000795	AFUN2_013377
OG0000430	AAEL001625	AFUN2_002516
OG0000431	AAEL008711	AFUN2_006452, AFUN2_002969
OG0000432	AAEL002406	AFUN2_000534
OG0000432	AAEL001814	AFUN2_010832
OG0000433	AAEL021665	AFUN2_004130
OG0000433	AAEL002951	AFUN2_001141
OG0000434	AAEL003467, AAEL019870	AFUN2_003060, AFUN2_014225
OG0000435	AAEL027792, AAEL003841, AAEL003857, AAEL003832	AFUN2_003456
OG0000436	AAEL005854, AAEL005855, AAEL024941, AAEL022122, AAEL019981, AAEL003956	AFUN2_009601
OG0000437	AAEL004030, AAEL004016, AAEL004020	AFUN2_009648
OG0000438	AAEL004018, AAEL004031	AFUN2_004408
OG0000439	AAEL007450	AFUN2_012835
OG0000439	AAEL004283	AFUN2_012281
OG0000440	AAEL024667, AAEL004366	AFUN2_007200
OG0000441	AAEL004705	AFUN2_003884, AFUN2_007339
OG0000442	AAEL025111	AFUN2_005498, AFUN2_013332
OG0000442	AAEL005002	AFUN2_009889
OG0000443	AAEL005409, AAEL022054	AFUN2_001914
OG0000443	AAEL010676	AFUN2_011734
OG0000445	AAEL019688	AFUN2_002989
OG0000445	AAEL005848	AFUN2_010049
OG0000446	AAEL006365, AAEL006368	AFUN2_011911
OG0000446	AAEL006384	AFUN2_006522
OG0000447	AAEL007143	AFUN2_001883
OG0000447	AAEL007146	AFUN2_014649
OG0000448	AAEL007225	AFUN2_003874
OG0000448	AAEL009881	AFUN2_004004
OG0000449	AAEL007719	AFUN2_008727
OG0000450	AAEL007963	AFUN2_007488
OG0000450	AAEL023187	AFUN2_012925
OG0000451	AAEL008078	AFUN2_010410
OG0000452	AAEL008365	AFUN2_003619
OG0000453	AAEL010244	AFUN2_004614
OG0000454	AAEL010500	AFUN2_005107
OG0000455	AAEL010522	AFUN2_011604
OG0000456	AAEL017128	AFUN2_007145
OG0000456	AAEL010540	AFUN2_004475
OG0000457	AAEL013757	AFUN2_011980
OG0000457	AAEL011169	AFUN2_009119
OG0000458	AAEL012266	AFUN2_004230, AFUN2_000418, AFUN2_007249
OG0000460	AAEL018317	AFUN2_014011
OG0000461	AAEL020210, AAEL021084	AFUN2_008978
OG0000461	AAEL021318	AFUN2_008827
OG0000462	AAEL020849	AFUN2_008786, AFUN2_007071
OG0000464	AAEL026008	AFUN2_013582
OG0000464	AAEL026833	AFUN2_005765
OG0000465	AAEL024837	AFUN2_002500, AFUN2_013706
OG0000466	AAEL025198	AFUN2_000811, AFUN2_008377, AFUN2_004023
OG0000476	AAEL000075	AFUN2_013824
OG0000477	AAEL000119	AFUN2_014550
OG0000477	AAEL017533	AFUN2_013649
OG0000478	AAEL000576	AFUN2_003137
OG0000478	AAEL004992	AFUN2_003770
OG0000479	AAEL010395, AAEL000595	AFUN2_009181, AFUN2_007197
OG0000480	AAEL000851	AFUN2_006549, AFUN2_000707
OG0000481	AAEL001271	AFUN2_004506
OG0000481	AAEL026886	AFUN2_007832
OG0000482	AAEL001307	AFUN2_014001
OG0000482	AAEL001293	AFUN2_007154
OG0000483	AAEL001638	AFUN2_008514
OG0000484	AAEL004277	AFUN2_011350
OG0000484	AAEL001670	AFUN2_006435
OG0000485	AAEL001965	AFUN2_007072
OG0000485	AAEL002023	AFUN2_007860
OG0000486	AAEL002176	AFUN2_005660
OG0000486	AAEL006485	AFUN2_008037
OG0000487	AAEL002214	AFUN2_003553
OG0000487	AAEL007458	AFUN2_001956
OG0000488	AAEL017538, AAEL002612, AAEL002619	AFUN2_003041, AFUN2_006935, AFUN2_008414
OG0000489	AAEL002754	AFUN2_013313
OG0000489	AAEL002745	AFUN2_014776
OG0000490	AAEL003393, AAEL002827	AFUN2_001904, AFUN2_012456
OG0000491	AAEL021615	AFUN2_009342
OG0000491	AAEL002861, AAEL002882	AFUN2_012165
OG0000492	AAEL027482	AFUN2_000913
OG0000492	AAEL003047	AFUN2_012708
OG0000493	AAEL003395, AAEL020435	AFUN2_009774, AFUN2_014180
OG0000494	AAEL003417	AFUN2_011840
OG0000494	AAEL004284	AFUN2_000438
OG0000495	AAEL003934	AFUN2_006380
OG0000495	AAEL003925	AFUN2_009440
OG0000497	AAEL025454	AFUN2_003360
OG0000497	AAEL004678	AFUN2_008537
OG0000498	AAEL020981, AAEL004814	AFUN2_000900
OG0000498	AAEL004821	AFUN2_006893
OG0000499	AAEL004855	AFUN2_002816
OG0000499	AAEL010884	AFUN2_014000
OG0000500	AAEL005515	AFUN2_003408
OG0000500	AAEL005049	AFUN2_005559
OG0000501	AAEL017498, AAEL005955, AAEL005956	AFUN2_014285
OG0000502	AAEL006014	AFUN2_002108
OG0000503	AAEL006121, AAEL006136	AFUN2_008000
OG0000504	AAEL006178	AFUN2_010765
OG0000504	AAEL019506	AFUN2_005136
OG0000505	AAEL014766, AAEL019978, AAEL006335	AFUN2_008493
OG0000506	AAEL006378	AFUN2_002862
OG0000506	AAEL006383	AFUN2_001311
OG0000507	AAEL006381	AFUN2_009605
OG0000507	AAEL009111	AFUN2_010453
OG0000508	AAEL006575	AFUN2_012458, AFUN2_009192, AFUN2_001408
OG0000509	AAEL006749, AAEL006737	AFUN2_011895
OG0000510	AAEL007030	AFUN2_003304
OG0000510	AAEL027019	AFUN2_006916
OG0000511	AAEL017056, AAEL007039	AFUN2_001890, AFUN2_008232
OG0000512	AAEL008118	AFUN2_003365
OG0000512	AAEL008109	AFUN2_004602
OG0000514	AAEL014080	AFUN2_011623
OG0000514	AAEL009948	AFUN2_009748
OG0000515	AAEL010487	AFUN2_007192
OG0000515	AAEL010477	AFUN2_000620
OG0000516	AAEL011184	AFUN2_004606
OG0000516	AAEL019717	AFUN2_002583
OG0000517	AAEL011966, AAEL026805	AFUN2_007438
OG0000518	AAEL012157	AFUN2_001532
OG0000518	AAEL012153	AFUN2_009562
OG0000520	AAEL022306	AFUN2_008246
OG0000520	AAEL014238	AFUN2_013959
OG0000521	AAEL017096	AFUN2_006966
OG0000521	AAEL017301	AFUN2_008767
OG0000522	AAEL024144	AFUN2_012554
OG0000522	AAEL019702	AFUN2_011055
OG0000523	AAEL019706	AFUN2_007839
OG0000523	AAEL021067	AFUN2_014119
OG0000524	AAEL022982, AAEL021737	AFUN2_002285, AFUN2_009357
OG0000525	AAEL026536, AAEL021977	AFUN2_013124
OG0000526	AAEL027478	AFUN2_009936
OG0000526	AAEL023040	AFUN2_006765
OG0000527	AAEL027242	AFUN2_010332
OG0000527	AAEL025125	AFUN2_003399
OG0000528	AAEL025318	AFUN2_011949
OG0000528	AAEL025990	AFUN2_008139
OG0000534	AAEL001632	AFUN2_013294
OG0000534	AAEL001672, AAEL001640	AFUN2_003205
OG0000535	AAEL014493, AAEL002683	AFUN2_004029, AFUN2_013409
OG0000536	AAEL003093	AFUN2_007207
OG0000536	AAEL012497	AFUN2_003559
OG0000538	AAEL004573	AFUN2_009330
OG0000538	AAEL003622	AFUN2_011747
OG0000539	AAEL003629	AFUN2_005197, AFUN2_002731
OG0000540	AAEL003810, AAEL003809, AAEL008232	AFUN2_001191
OG0000541	AAEL003999, AAEL020652	AFUN2_006877, AFUN2_006040
OG0000542	AAEL004002	AFUN2_007282
OG0000543	AAEL004070, AAEL004074	AFUN2_004643, AFUN2_012610
OG0000544	AAEL004492	AFUN2_005178
OG0000544	AAEL005232	AFUN2_009523
OG0000546	AAEL025650	AFUN2_009394
OG0000547	AAEL014873	AFUN2_014341
OG0000547	AAEL004788	AFUN2_005774
OG0000548	AAEL013885, AAEL004809	AFUN2_007717
OG0000549	AAEL005165	AFUN2_000846, AFUN2_005801
OG0000550	AAEL010969, AAEL019614, AAEL019615, AAEL005668	AFUN2_008494
OG0000551	AAEL015247, AAEL005821	AFUN2_005744, AFUN2_007132
OG0000552	AAEL007205, AAEL006114	AFUN2_002213
OG0000553	AAEL006211	AFUN2_004161
OG0000554	AAEL006503, AAEL006481	AFUN2_012642
OG0000555	AAEL007793, AAEL007789, AAEL010405	AFUN2_001168
OG0000556	AAEL007830	AFUN2_013704
OG0000557	AAEL008072, AAEL026806	AFUN2_009536, AFUN2_011864
OG0000558	AAEL008374	AFUN2_012242
OG0000558	AAEL024950	AFUN2_011648
OG0000559	AAEL008655	AFUN2_006220
OG0000559	AAEL008652	AFUN2_000578
OG0000560	AAEL009214	AFUN2_012617
OG0000560	AAEL013844	AFUN2_001819
OG0000561	AAEL009606	AFUN2_001832
OG0000561	AAEL009601	AFUN2_002206
OG0000562	AAEL012355, AAEL025827, AAEL009822	AFUN2_000387
OG0000563	AAEL010485	AFUN2_006690
OG0000563	AAEL010479	AFUN2_005617
OG0000564	AAEL010781	AFUN2_007831
OG0000564	AAEL010768	AFUN2_009868
OG0000565	AAEL011025, AAEL021342	AFUN2_011356, AFUN2_006900
OG0000566	AAEL011330	AFUN2_006872
OG0000566	AAEL011321	AFUN2_002929
OG0000567	AAEL011504	AFUN2_004934
OG0000568	AAEL014843, AAEL011708	AFUN2_006902, AFUN2_012635, AFUN2_004578
OG0000569	AAEL018221	AFUN2_012270
OG0000569	AAEL011774	AFUN2_003393
OG0000570	AAEL012437	AFUN2_004218, AFUN2_007027, AFUN2_011891
OG0000571	AAEL025617, AAEL012776, AAEL022651, AAEL022733, AAEL020609, AAEL026458	AFUN2_014024, AFUN2_008242
OG0000572	AAEL012837	AFUN2_014770
OG0000573	AAEL012964	AFUN2_013168, AFUN2_014694, AFUN2_006426
OG0000574	AAEL014050	AFUN2_007112, AFUN2_005570, AFUN2_005415
OG0000576	AAEL015149	AFUN2_011501
OG0000576	AAEL014686	AFUN2_001361
OG0000577	AAEL017061, AAEL026582	AFUN2_014543
OG0000579	AAEL017397	AFUN2_006720
OG0000581	AAEL018316	AFUN2_003215
OG0000581	AAEL024199	AFUN2_007952
OG0000582	AAEL026517	AFUN2_012422
OG0000583	AAEL020585	AFUN2_006546, AFUN2_014530
OG0000584	AAEL021082	AFUN2_004829
OG0000585	AAEL025434, AAEL021685	AFUN2_007973, AFUN2_007518
OG0000586	AAEL023917, AAEL023063	AFUN2_002299, AFUN2_006382
OG0000588	AAEL028025	AFUN2_001266
OG0000588	AAEL024908	AFUN2_012166
OG0000606	AAEL000006, AAEL000080, AAEL000025	AFUN2_007021
OG0000607	AAEL000215	AFUN2_007411
OG0000607	AAEL011743	AFUN2_007189
OG0000608	AAEL000715	AFUN2_011174, AFUN2_009906
OG0000609	AAEL001194	AFUN2_006231
OG0000610	AAEL001247	AFUN2_012277
OG0000611	AAEL001548	AFUN2_005888
OG0000611	AAEL001586	AFUN2_005487
OG0000612	AAEL001552	AFUN2_006408
OG0000612	AAEL009333	AFUN2_009735
OG0000613	AAEL002124	AFUN2_005629, AFUN2_007432
OG0000614	AAEL014713	AFUN2_008619
OG0000615	AAEL002257	AFUN2_003796
OG0000615	AAEL002267	AFUN2_007335
OG0000616	AAEL010773, AAEL002276	AFUN2_004226, AFUN2_008046
OG0000617	AAEL002366, AAEL021160	AFUN2_012385, AFUN2_013992
OG0000618	AAEL002534, AAEL025362	AFUN2_001004, AFUN2_008112
OG0000619	AAEL028229	AFUN2_009164
OG0000619	AAEL002996	AFUN2_009057
OG0000620	AAEL003232, AAEL029120, AAEL029121, AAEL003241, AAEL003225, AAEL003266	AFUN2_003492
OG0000621	AAEL003234	AFUN2_002414
OG0000622	AAEL003421	AFUN2_006041
OG0000623	AAEL003442	AFUN2_002881, AFUN2_012624
OG0000624	AAEL003562, AAEL023067, AAEL003561	AFUN2_011346, AFUN2_000940
OG0000625	AAEL020823	AFUN2_011772
OG0000626	AAEL020960	AFUN2_002899
OG0000626	AAEL003781	AFUN2_009124
OG0000627	AAEL003853	AFUN2_007347, AFUN2_003427
OG0000628	AAEL004043	AFUN2_012029, AFUN2_009803
OG0000629	AAEL015598, AAEL004081	AFUN2_003677, AFUN2_014591
OG0000630	AAEL004102	AFUN2_012508, AFUN2_005315
OG0000631	AAEL004774	AFUN2_005956
OG0000632	AAEL005266	AFUN2_006430, AFUN2_007784
OG0000633	AAEL005520	AFUN2_012807, AFUN2_001328
OG0000634	AAEL005533	AFUN2_004511, AFUN2_006957
OG0000635	AAEL005619, AAEL009841	AFUN2_013431
OG0000636	AAEL005676	AFUN2_009731
OG0000636	AAEL026165	AFUN2_002167
OG0000637	AAEL006394	AFUN2_002680, AFUN2_004860
OG0000638	AAEL006454, AAEL014082	AFUN2_010122, AFUN2_002191
OG0000639	AAEL006886	AFUN2_003992
OG0000639	AAEL006883	AFUN2_005878
OG0000640	AAEL007090, AAEL007097, AAEL007098, AAEL007094	AFUN2_008708
OG0000641	AAEL007275	AFUN2_001686
OG0000642	AAEL007593	AFUN2_000456
OG0000642	AAEL007597	AFUN2_005937
OG0000643	AAEL024307, AAEL017450, AAEL007935	AFUN2_010524
OG0000644	AAEL008275, AAEL008271	AFUN2_003497
OG0000645	AAEL008289	AFUN2_009881
OG0000645	AAEL008285	AFUN2_014394
OG0000646	AAEL008473, AAEL008487, AAEL008488	AFUN2_012327, AFUN2_009789
OG0000647	AAEL008478	AFUN2_012541
OG0000647	AAEL008485	AFUN2_013180
OG0000648	AAEL008609, AAEL008600	AFUN2_002817, AFUN2_010811
OG0000649	AAEL008698, AAEL008702	AFUN2_012976, AFUN2_013197
OG0000650	AAEL009420	AFUN2_004783
OG0000651	AAEL009596	AFUN2_011371, AFUN2_003999, AFUN2_008517
OG0000652	AAEL009653	AFUN2_002986, AFUN2_013908
OG0000653	AAEL009695	AFUN2_004050
OG0000653	AAEL010269	AFUN2_006619
OG0000654	AAEL010113	AFUN2_008410
OG0000654	AAEL020150	AFUN2_009381
OG0000655	AAEL025106	AFUN2_010761
OG0000655	AAEL010127	AFUN2_005622
OG0000656	AAEL010769	AFUN2_006317
OG0000656	AAEL014138	AFUN2_001879
OG0000657	AAEL010776, AAEL010782, AAEL010780	AFUN2_012004
OG0000658	AAEL010805	AFUN2_003896
OG0000658	AAEL010799	AFUN2_014602
OG0000659	AAEL011130	AFUN2_000693
OG0000659	AAEL011129	AFUN2_001542
OG0000660	AAEL011161	AFUN2_014391
OG0000661	AAEL011381	AFUN2_006804, AFUN2_002242
OG0000662	AAEL011520	AFUN2_009263, AFUN2_012492
OG0000663	AAEL012041	AFUN2_006686, AFUN2_011294
OG0000664	AAEL013155, AAEL013153	AFUN2_010105, AFUN2_002024
OG0000665	AAEL013323	AFUN2_012287
OG0000665	AAEL013327	AFUN2_003898
OG0000666	AAEL013684	AFUN2_007491
OG0000667	AAEL027123, AAEL020536, AAEL023221, AAEL014149, AAEL014147, AAEL014254	AFUN2_005195
OG0000668	AAEL014551, AAEL020599	AFUN2_011855
OG0000668	AAEL027829	AFUN2_000855
OG0000671	AAEL018137	AFUN2_001478
OG0000672	AAEL018320	AFUN2_011953
OG0000674	AAEL019682	AFUN2_004741
OG0000675	AAEL019849	AFUN2_006494
OG0000676	AAEL022480, AAEL019856	AFUN2_002761
OG0000677	AAEL023374	AFUN2_004107
OG0000677	AAEL020299	AFUN2_013178
OG0000678	AAEL020351	AFUN2_014128, AFUN2_008017
OG0000679	AAEL020739	AFUN2_013571, AFUN2_004203
OG0000680	AAEL023839, AAEL021017	AFUN2_011330
OG0000681	AAEL023512	AFUN2_000728, AFUN2_005145
OG0000682	AAEL024089	AFUN2_005007
OG0000682	AAEL026668	AFUN2_011354
OG0000683	AAEL025572	AFUN2_012286, AFUN2_008233
OG0000684	AAEL025779, AAEL027903	AFUN2_007804, AFUN2_007739, AFUN2_009880
OG0000698	AAEL000076	AFUN2_010779
OG0000698	AAEL011097	AFUN2_013836
OG0000699	AAEL000329	AFUN2_008898
OG0000699	AAEL000308	AFUN2_004171
OG0000700	AAEL000636	AFUN2_012154
OG0000701	AAEL000654	AFUN2_004046, AFUN2_000642
OG0000703	AAEL001087	AFUN2_010604
OG0000704	AAEL002416	AFUN2_008909
OG0000704	AAEL001427	AFUN2_001063
OG0000705	AAEL001697	AFUN2_013794, AFUN2_012228
OG0000706	AAEL002158, AAEL004335, AAEL010396, AAEL007383	AFUN2_007896
OG0000707	AAEL002253	AFUN2_010536
OG0000709	AAEL002450, AAEL021759	AFUN2_004774, AFUN2_005050
OG0000710	AAEL002455	AFUN2_010063, AFUN2_009558
OG0000711	AAEL002598	AFUN2_008566
OG0000711	AAEL002618	AFUN2_001746
OG0000712	AAEL017067, AAEL002631	AFUN2_009575, AFUN2_011655
OG0000713	AAEL003722, AAEL015450, AAEL005127	AFUN2_003969
OG0000714	AAEL003936	AFUN2_014769
OG0000715	AAEL028191, AAEL004024	AFUN2_011262, AFUN2_004671
OG0000716	AAEL004028	AFUN2_013553, AFUN2_007508
