Orthogroup	AaegyptiLVP_AGWG	CquinquefasciatusJHB2020
OG0000155	AAEL010428	CQUJHB008665
OG0000155	AAEL023626, AAEL018080, AAEL010426, AAEL017079, AAEL010409	CQUJHB005859, CQUJHB001497
OG0000156	AAEL026721	CQUJHB015798, CQUJHB008291
OG0000156	AAEL023612, AAEL021477, AAEL025177, AAEL023971, AAEL019897, AAEL021815, AAEL027272, AAEL025778, AAEL019736	CQUJHB004586, CQUJHB000634
OG0000157	AAEL026898	CQUJHB001379
OG0000157	AAEL021701	CQUJHB007316
OG0000157	AAEL023616, AAEL027162, AAEL024662, AAEL025947, AAEL027079, AAEL024834, AAEL027392	CQUJHB018173, CQUJHB009836
OG0000161	AAEL019899, AAEL024503	CQUJHB018217, CQUJHB000922
OG0000161	AAEL004798, AAEL002467	CQUJHB000076
OG0000162	AAEL002617	CQUJHB020435, CQUJHB014569
OG0000162	AAEL002606	CQUJHB004329
OG0000162	AAEL002587	CQUJHB020337
OG0000163	AAEL004507	CQUJHB015427
OG0000163	AAEL022219	CQUJHB001490, CQUJHB017982, CQUJHB004125, CQUJHB015576
OG0000163	AAEL004486	CQUJHB004810, CQUJHB003658
OG0000164	AAEL007511	CQUJHB011226
OG0000164	AAEL026347	CQUJHB016036
OG0000164	AAEL014567	CQUJHB012144, CQUJHB018124
OG0000164	AAEL007514	CQUJHB012545
OG0000165	AAEL008017	CQUJHB004809
OG0000165	AAEL025214	CQUJHB001386
OG0000165	AAEL008018	CQUJHB008494
OG0000166	AAEL013556, AAEL013554	CQUJHB002907
OG0000166	AAEL014830	CQUJHB004489
OG0000166	AAEL014019	CQUJHB009503, CQUJHB000077
OG0000167	AAEL020643, AAEL023677	CQUJHB007155
OG0000168	AAEL022694, AAEL023789, AAEL026755	CQUJHB009735
OG0000171	AAEL027547, AAEL017192	CQUJHB005596
OG0000171	AAEL023653, AAEL005134	CQUJHB006525
OG0000172	AAEL026737	CQUJHB004762
OG0000172	AAEL020253	CQUJHB006283
OG0000172	AAEL011332	CQUJHB018212, CQUJHB003020
OG0000173	AAEL011550, AAEL011547, AAEL011555	CQUJHB003313
OG0000173	AAEL014515	CQUJHB013713
OG0000174	AAEL029047	CQUJHB012327
OG0000174	AAEL029038, AAEL029046, AAEL029041, AAEL029044	CQUJHB009037, CQUJHB004035
OG0000174	AAEL029104	CQUJHB011054
OG0000180	AAEL021730, AAEL002208, AAEL029006, AAEL022045, AAEL002239, AAEL002189, AAEL002245, AAEL002202	CQUJHB005835, CQUJHB005816, CQUJHB007916, CQUJHB006996, CQUJHB001222, CQUJHB013519, CQUJHB008661, CQUJHB002191, CQUJHB000686, CQUJHB009673, CQUJHB009193, CQUJHB000772
OG0000181	AAEL004729	CQUJHB018406
OG0000181	AAEL023262, AAEL004730, AAEL025094	CQUJHB017566
OG0000182	AAEL005407	CQUJHB010205
OG0000182	AAEL005412, AAEL005426, AAEL005417	CQUJHB012840
OG0000182	AAEL005408	CQUJHB007241
OG0000183	AAEL005786	CQUJHB008471
OG0000183	AAEL019497, AAEL022007, AAEL009434, AAEL019498	CQUJHB008317, CQUJHB015904, CQUJHB015217
OG0000184	AAEL005999	CQUJHB005313
OG0000184	AAEL006003	CQUJHB020350, CQUJHB003938, CQUJHB000274
OG0000184	AAEL006005	CQUJHB004861
OG0000185	AAEL013981, AAEL013983, AAEL021888	CQUJHB017110, CQUJHB016405, CQUJHB006617
OG0000185	AAEL008045	CQUJHB017959, CQUJHB000372
OG0000187	AAEL000035	CQUJHB008770, CQUJHB004129, CQUJHB012844, CQUJHB004306, CQUJHB008082, CQUJHB013210, CQUJHB015795, CQUJHB005653, CQUJHB013231, CQUJHB020318, CQUJHB020398, CQUJHB020313, CQUJHB020424, CQUJHB020405, CQUJHB016508, CQUJHB015181, CQUJHB011232, CQUJHB002253, CQUJHB009569, CQUJHB014578, CQUJHB015136
OG0000188	AAEL017003	CQUJHB017292
OG0000188	AAEL003253, AAEL003243	CQUJHB007220, CQUJHB003135
OG0000189	AAEL003743	CQUJHB011357
OG0000189	AAEL006390	CQUJHB001514
OG0000189	AAEL014053	CQUJHB016877
OG0000190	AAEL020855	CQUJHB014000
OG0000190	AAEL023141	CQUJHB013041
OG0000190	AAEL003982	CQUJHB007455
OG0000191	AAEL007085, AAEL024044	CQUJHB013758, CQUJHB002302, CQUJHB016362, CQUJHB011469
OG0000192	AAEL018352	CQUJHB011350
OG0000192	AAEL008055	CQUJHB011486
OG0000192	AAEL007664	CQUJHB006523
OG0000193	AAEL018151	CQUJHB016836
OG0000193	AAEL008595	CQUJHB008892, CQUJHB000131
OG0000194	AAEL009207, AAEL009204	CQUJHB008662, CQUJHB005983
OG0000194	AAEL022256, AAEL009193	CQUJHB007940
OG0000194	AAEL009203	CQUJHB007773
OG0000196	AAEL014662	CQUJHB015310, CQUJHB014474, CQUJHB002527
OG0000196	AAEL011677	CQUJHB011596
OG0000196	AAEL019722	CQUJHB015062
OG0000197	AAEL023574	CQUJHB014888
OG0000197	AAEL023986, AAEL027812, AAEL022037, AAEL027656, AAEL022659, AAEL024699, AAEL024167, AAEL027531, AAEL023888, AAEL027158	CQUJHB008727, CQUJHB015443
OG0000200	AAEL019407	CQUJHB003055
OG0000200	AAEL000536	CQUJHB000054
OG0000200	AAEL000123	CQUJHB006956
OG0000201	AAEL001839	CQUJHB002501, CQUJHB011456
OG0000201	AAEL020195, AAEL001844	CQUJHB015906
OG0000201	AAEL001840	CQUJHB013148, CQUJHB016903
OG0000202	AAEL012457	CQUJHB017404
OG0000202	AAEL012455	CQUJHB010576
OG0000202	AAEL003617, AAEL026142	CQUJHB013321
OG0000202	AAEL011356	CQUJHB012941
OG0000203	AAEL003626	CQUJHB018349
OG0000203	AAEL003641, AAEL003619	CQUJHB014121, CQUJHB004265, CQUJHB018395
OG0000203	AAEL018304	CQUJHB001614
OG0000204	AAEL014078	CQUJHB015536, CQUJHB018050
OG0000204	AAEL005665	CQUJHB009121
OG0000205	AAEL008898	CQUJHB011157
OG0000205	AAEL007913	CQUJHB006892
OG0000205	AAEL006327	CQUJHB016605, CQUJHB015202
OG0000206	AAEL009935, AAEL009945, AAEL009938	CQUJHB009215, CQUJHB015605, CQUJHB002272
OG0000207	AAEL027951, AAEL026297, AAEL007619	CQUJHB009425
OG0000208	AAEL008274	CQUJHB009267, CQUJHB007743
OG0000208	AAEL008259, AAEL027364	CQUJHB002746
OG0000208	AAEL023637, AAEL008283	CQUJHB017609, CQUJHB006033, CQUJHB016545
OG0000209	AAEL009411	CQUJHB015355
OG0000209	AAEL020200	CQUJHB000140
OG0000209	AAEL023532	CQUJHB011735
OG0000209	AAEL021302	CQUJHB013282, CQUJHB000475, CQUJHB006152, CQUJHB012713, CQUJHB011488, CQUJHB001205
OG0000210	AAEL022562, AAEL013032	CQUJHB015488, CQUJHB015097, CQUJHB007162
OG0000211	AAEL021862	CQUJHB016529
OG0000212	AAEL027776	CQUJHB017755, CQUJHB009572
OG0000217	AAEL002994	CQUJHB018057
OG0000217	AAEL001622	CQUJHB008942
OG0000217	AAEL003013	CQUJHB006291
OG0000218	AAEL002022	CQUJHB008349
OG0000218	AAEL001964	CQUJHB011549
OG0000218	AAEL001969	CQUJHB001220
OG0000219	AAEL002940	CQUJHB004655
OG0000219	AAEL012431, AAEL010858	CQUJHB009528
OG0000219	AAEL012430, AAEL024868, AAEL010853	CQUJHB009252, CQUJHB018120, CQUJHB007367
OG0000220	AAEL002964	CQUJHB017724
OG0000220	AAEL002969, AAEL002959	CQUJHB002011
OG0000220	AAEL002972	CQUJHB008956
OG0000221	AAEL021590, AAEL003079	CQUJHB011640
OG0000221	AAEL014371, AAEL008560	CQUJHB016680, CQUJHB007754
OG0000222	AAEL021010, AAEL019957	CQUJHB015532
OG0000222	AAEL026731, AAEL011822	CQUJHB017485
OG0000222	AAEL004240	CQUJHB013750
OG0000223	AAEL006487	CQUJHB009151
OG0000223	AAEL006995	CQUJHB014766
OG0000223	AAEL007016	CQUJHB004378
OG0000224	AAEL006835	CQUJHB005624
OG0000225	AAEL014413	CQUJHB018221
OG0000225	AAEL014411	CQUJHB016925
OG0000225	AAEL014412	CQUJHB017410, CQUJHB002547, CQUJHB013654, CQUJHB010873
OG0000229	AAEL000515, AAEL000505	CQUJHB007133
OG0000229	AAEL024475	CQUJHB010008
OG0000230	AAEL021401, AAEL006228, AAEL024098, AAEL001015, AAEL005000	CQUJHB018077, CQUJHB010793, CQUJHB004599, CQUJHB013294, CQUJHB000972
OG0000231	AAEL001743	CQUJHB015552
OG0000231	AAEL001735, AAEL008873, AAEL008866, AAEL008869, AAEL008872	CQUJHB009864
OG0000232	AAEL002043, AAEL026706	CQUJHB004882
OG0000233	AAEL007602	CQUJHB013827
OG0000233	AAEL003060	CQUJHB005784
OG0000233	AAEL009843	CQUJHB017046
OG0000234	AAEL019609	CQUJHB001691
OG0000234	AAEL007447	CQUJHB001439
OG0000234	AAEL007449	CQUJHB012585
OG0000235	AAEL008843	CQUJHB006661
OG0000235	AAEL008580	CQUJHB013626, CQUJHB008173
OG0000235	AAEL024616	CQUJHB013536
OG0000236	AAEL009206	CQUJHB005892, CQUJHB007626, CQUJHB015922
OG0000237	AAEL022081, AAEL012350	CQUJHB010154
OG0000244	AAEL001196	CQUJHB007355
OG0000244	AAEL000597	CQUJHB012679
OG0000245	AAEL010893	CQUJHB000799
OG0000245	AAEL000843	CQUJHB016506
OG0000245	AAEL010894	CQUJHB007248, CQUJHB011910
OG0000247	AAEL001683	CQUJHB002713
OG0000247	AAEL001677	CQUJHB017013
OG0000247	AAEL001704	CQUJHB002013
OG0000248	AAEL001822, AAEL001816	CQUJHB007060
OG0000248	AAEL018042	CQUJHB012099
OG0000248	AAEL018041	CQUJHB010965
OG0000249	AAEL003738, AAEL003726, AAEL003740, AAEL003728	CQUJHB009233, CQUJHB007489
OG0000249	AAEL023973	CQUJHB002025, CQUJHB001010, CQUJHB009190
OG0000250	AAEL004580	CQUJHB012300
OG0000250	AAEL004582	CQUJHB006421
OG0000250	AAEL004575	CQUJHB004522
OG0000251	AAEL006353, AAEL006344	CQUJHB008705
OG0000251	AAEL006359	CQUJHB011959
OG0000251	AAEL006338	CQUJHB017833
OG0000252	AAEL007257, AAEL007251, AAEL014554	CQUJHB005253, CQUJHB008240, CQUJHB011189, CQUJHB017858
OG0000252	AAEL024448	CQUJHB008290
OG0000253	AAEL007993	CQUJHB011918
OG0000253	AAEL007992	CQUJHB003161
OG0000254	AAEL012040	CQUJHB001657
OG0000254	AAEL009916	CQUJHB009978
OG0000254	AAEL009798, AAEL012176	CQUJHB011425, CQUJHB002054, CQUJHB004153
OG0000255	AAEL012770	CQUJHB003529
OG0000256	AAEL012425, AAEL012422	CQUJHB014478
OG0000257	AAEL019890	CQUJHB010739
OG0000257	AAEL027350	CQUJHB009502, CQUJHB000584, CQUJHB000689, CQUJHB000541, CQUJHB008553, CQUJHB004547, CQUJHB014397, CQUJHB008765
OG0000259	AAEL022953, AAEL025308	CQUJHB015261
OG0000259	AAEL023720	CQUJHB000344
OG0000259	AAEL020899	CQUJHB012367
OG0000265	AAEL008213, AAEL008211	CQUJHB003184
OG0000265	AAEL000249	CQUJHB006489
OG0000266	AAEL013662	CQUJHB002351
OG0000266	AAEL000757	CQUJHB011998
OG0000267	AAEL010582	CQUJHB017125
OG0000268	AAEL002690	CQUJHB012623
OG0000268	AAEL002692	CQUJHB010904
OG0000269	AAEL003195, AAEL026083, AAEL023346, AAEL003196, AAEL020734, AAEL021498, AAEL003181, AAEL022449	CQUJHB013165
OG0000269	AAEL003201, AAEL028198, AAEL003187, AAEL024002	CQUJHB003189
OG0000270	AAEL003444	CQUJHB003727
OG0000270	AAEL003439	CQUJHB017973
OG0000271	AAEL004778	CQUJHB018009
OG0000271	AAEL017453	CQUJHB011493
OG0000271	AAEL004739	CQUJHB011542
OG0000272	AAEL008858	CQUJHB005415, CQUJHB017192
OG0000273	AAEL008928	CQUJHB002335
OG0000273	AAEL008931	CQUJHB008927
OG0000274	AAEL010098, AAEL010099	CQUJHB003245, CQUJHB014187, CQUJHB000081
OG0000274	AAEL024977	CQUJHB007666
OG0000275	AAEL012343	CQUJHB000546
OG0000275	AAEL012349, AAEL023211	CQUJHB005342, CQUJHB010174, CQUJHB012136, CQUJHB006340, CQUJHB000241, CQUJHB013765
OG0000276	AAEL013044, AAEL013048, AAEL013054	CQUJHB004277, CQUJHB012726, CQUJHB008874, CQUJHB010302, CQUJHB001377, CQUJHB004937, CQUJHB013546, CQUJHB006216
OG0000277	AAEL013198	CQUJHB010575, CQUJHB010852, CQUJHB004755, CQUJHB010749, CQUJHB002174, CQUJHB009714, CQUJHB010492
OG0000277	AAEL026420	CQUJHB016702, CQUJHB013862
OG0000278	AAEL013217	CQUJHB008764, CQUJHB011798
OG0000279	AAEL017402	CQUJHB005102
OG0000279	AAEL024828	CQUJHB016711
OG0000279	AAEL021930, AAEL025608	CQUJHB013635, CQUJHB001819
OG0000280	AAEL029031	CQUJHB000493
OG0000285	AAEL000029	CQUJHB011294
OG0000286	AAEL022696, AAEL000613, AAEL000628, AAEL000614, AAEL006465, AAEL017294	CQUJHB008968, CQUJHB015387
OG0000288	AAEL020558, AAEL001320, AAEL001292, AAEL025530, AAEL001312, AAEL001807, AAEL009591	CQUJHB010147
OG0000289	AAEL003317, AAEL003297	CQUJHB001666
OG0000289	AAEL003298	CQUJHB017987
OG0000290	AAEL004103, AAEL004092	CQUJHB002754, CQUJHB008405
OG0000291	AAEL004592	CQUJHB017541
OG0000291	AAEL024570	CQUJHB015406
OG0000292	AAEL004935	CQUJHB017021
OG0000292	AAEL004923	CQUJHB008145
OG0000293	AAEL019520	CQUJHB008571
OG0000293	AAEL005702	CQUJHB000229
OG0000293	AAEL010609	CQUJHB000928, CQUJHB011680
OG0000294	AAEL022989, AAEL007040	CQUJHB015184
OG0000294	AAEL006160	CQUJHB009494
OG0000295	AAEL006385	CQUJHB020305, CQUJHB011786
OG0000296	AAEL006424, AAEL026087, AAEL006417	CQUJHB015812
OG0000297	AAEL006818	CQUJHB004146, CQUJHB000290
OG0000297	AAEL006829	CQUJHB011318
OG0000298	AAEL009528, AAEL008380	CQUJHB011277
OG0000298	AAEL007711	CQUJHB012628
OG0000299	AAEL007893	CQUJHB014668
OG0000299	AAEL008152, AAEL027985, AAEL008159	CQUJHB005162, CQUJHB009370
OG0000300	AAEL009978	CQUJHB009969, CQUJHB015841, CQUJHB004971, CQUJHB004484, CQUJHB012791, CQUJHB008483, CQUJHB001208, CQUJHB014241, CQUJHB018084, CQUJHB007208, CQUJHB002456, CQUJHB001900, CQUJHB010645, CQUJHB016923, CQUJHB016527, CQUJHB010855
OG0000301	AAEL011053	CQUJHB010333, CQUJHB008390, CQUJHB011582, CQUJHB000036, CQUJHB013389, CQUJHB007354, CQUJHB008487, CQUJHB007160, CQUJHB017207, CQUJHB005942, CQUJHB003381, CQUJHB008555, CQUJHB007129, CQUJHB007935, CQUJHB017974, CQUJHB005988, CQUJHB002326, CQUJHB014705, CQUJHB004623, CQUJHB002232
OG0000302	AAEL015566, AAEL015567	CQUJHB010010
OG0000302	AAEL011499	CQUJHB010685
OG0000303	AAEL026551	CQUJHB011015
OG0000303	AAEL011563	CQUJHB008617
OG0000304	AAEL014541	CQUJHB006070, CQUJHB016739
OG0000304	AAEL014537	CQUJHB018002
OG0000305	AAEL019599	CQUJHB001390, CQUJHB001973
OG0000306	AAEL022773	CQUJHB007627
OG0000317	AAEL000039, AAEL000089	CQUJHB020361, CQUJHB020388, CQUJHB020257, CQUJHB001753, CQUJHB020414
OG0000317	AAEL000066, AAEL000018	CQUJHB013993, CQUJHB016263
OG0000318	AAEL000690	CQUJHB008681
OG0000319	AAEL026313, AAEL027346	CQUJHB011407
OG0000319	AAEL001010	CQUJHB013783
OG0000320	AAEL002288, AAEL002301	CQUJHB004177, CQUJHB001759, CQUJHB015816
OG0000321	AAEL002904	CQUJHB003997
OG0000321	AAEL002917	CQUJHB003886
OG0000322	AAEL024226, AAEL022697, AAEL003511, AAEL010875	CQUJHB020321, CQUJHB003536, CQUJHB012867, CQUJHB011244, CQUJHB016455, CQUJHB020433, CQUJHB017813, CQUJHB012320, CQUJHB020304, CQUJHB020419, CQUJHB020413
OG0000324	AAEL005749	CQUJHB006140
OG0000324	AAEL005763	CQUJHB006853
OG0000325	AAEL005759, AAEL007339, AAEL005890	CQUJHB012591
OG0000326	AAEL007169	CQUJHB012353
OG0000326	AAEL006077	CQUJHB011965
OG0000327	AAEL006684, AAEL012580, AAEL021830, AAEL024894, AAEL019749, AAEL019750, AAEL027138, AAEL010580, AAEL006679, AAEL022785, AAEL025034	CQUJHB001917, CQUJHB018000, CQUJHB003068, CQUJHB018290
OG0000328	AAEL026562, AAEL006696	CQUJHB006591
OG0000328	AAEL022561, AAEL006692	CQUJHB002346
OG0000329	AAEL008634	CQUJHB015894
OG0000329	AAEL008622	CQUJHB005779, CQUJHB010729
OG0000330	AAEL009580	CQUJHB004081
OG0000331	AAEL011658	CQUJHB014371, CQUJHB013844
OG0000331	AAEL011662	CQUJHB002783
OG0000332	AAEL011931	CQUJHB000271, CQUJHB007528
OG0000333	AAEL012421	CQUJHB012787
OG0000334	AAEL013154	CQUJHB001067
OG0000335	AAEL020024, AAEL027831	CQUJHB012950
OG0000336	AAEL024525	CQUJHB001118
OG0000336	AAEL021016	CQUJHB014833
OG0000337	AAEL022318, AAEL024484	CQUJHB004552, CQUJHB015482, CQUJHB007647, CQUJHB014293, CQUJHB003359, CQUJHB014180, CQUJHB008057
OG0000344	AAEL000073	CQUJHB015676, CQUJHB017337, CQUJHB020406
OG0000344	AAEL012377	CQUJHB012075
OG0000345	AAEL000200	CQUJHB003889
OG0000345	AAEL000165	CQUJHB011465
OG0000346	AAEL000216	CQUJHB002577
OG0000346	AAEL004949, AAEL004953, AAEL004947	CQUJHB002322, CQUJHB006754
OG0000347	AAEL000915	CQUJHB003802
OG0000347	AAEL000861	CQUJHB012747, CQUJHB006813
OG0000347	AAEL000859	CQUJHB004127, CQUJHB010963, CQUJHB001880, CQUJHB012374
OG0000348	AAEL000890	CQUJHB008694, CQUJHB007833, CQUJHB006199
OG0000348	AAEL000896	CQUJHB014618
OG0000350	AAEL001248, AAEL001256, AAEL001278, AAEL001258, AAEL014835, AAEL001286, AAEL001263	CQUJHB008958
OG0000351	AAEL001519	CQUJHB013920
OG0000351	AAEL001509	CQUJHB017507
OG0000352	AAEL024332	CQUJHB012242
OG0000352	AAEL001566	CQUJHB009117
OG0000352	AAEL005791	CQUJHB007986
OG0000353	AAEL001745	CQUJHB009056
OG0000353	AAEL001732	CQUJHB008063
OG0000353	AAEL001740	CQUJHB002446
OG0000354	AAEL006113	CQUJHB002681
OG0000354	AAEL002541	CQUJHB001846
OG0000355	AAEL002967	CQUJHB009441
OG0000355	AAEL002979	CQUJHB011420
OG0000356	AAEL003069	CQUJHB000622, CQUJHB010020
OG0000357	AAEL003506	CQUJHB017445
OG0000357	AAEL003504	CQUJHB006068
OG0000358	AAEL006123	CQUJHB000414
OG0000359	AAEL010434, AAEL006138, AAEL006126	CQUJHB007818, CQUJHB004465, CQUJHB013660, CQUJHB010652
OG0000360	AAEL006355	CQUJHB000284
OG0000360	AAEL006361	CQUJHB007098
OG0000360	AAEL006337	CQUJHB000677
OG0000361	AAEL006605, AAEL006620	CQUJHB014315, CQUJHB014950
OG0000361	AAEL006624	CQUJHB003076, CQUJHB005994, CQUJHB005593
OG0000362	AAEL027003, AAEL007951, AAEL023692	CQUJHB013242
OG0000363	AAEL009863	CQUJHB006132
OG0000363	AAEL009860, AAEL020112, AAEL022139	CQUJHB010204
OG0000364	AAEL011346	CQUJHB016963
OG0000364	AAEL011348, AAEL009968	CQUJHB007057
OG0000365	AAEL011314	CQUJHB010079
OG0000365	AAEL011313	CQUJHB016111, CQUJHB009516
OG0000366	AAEL019797, AAEL019798	CQUJHB010124
OG0000366	AAEL011797, AAEL011798	CQUJHB003903, CQUJHB011993, CQUJHB015491, CQUJHB013408
OG0000367	AAEL012509	CQUJHB007804
OG0000368	AAEL012866, AAEL012870	CQUJHB005991, CQUJHB009102
OG0000368	AAEL012860	CQUJHB015642
OG0000369	AAEL015073	CQUJHB001559
OG0000369	AAEL019808	CQUJHB002920
OG0000370	AAEL017446	CQUJHB017740
OG0000370	AAEL017182	CQUJHB001032
OG0000371	AAEL019862	CQUJHB001371, CQUJHB008710
OG0000372	AAEL023438	CQUJHB013895
OG0000380	AAEL000012	CQUJHB003039, CQUJHB020254, CQUJHB020387, CQUJHB016719
OG0000380	AAEL024813	CQUJHB007276
OG0000381	AAEL008574	CQUJHB004475
OG0000381	AAEL000735	CQUJHB007369, CQUJHB016781
OG0000382	AAEL000797	CQUJHB003897
OG0000382	AAEL000834	CQUJHB002028
OG0000383	AAEL000810	CQUJHB017591
OG0000383	AAEL019951	CQUJHB009099
OG0000384	AAEL000910	CQUJHB002088, CQUJHB001148
OG0000385	AAEL027309, AAEL021164, AAEL024232, AAEL027373, AAEL020735, AAEL020124, AAEL021745, AAEL028018, AAEL024050, AAEL000979, AAEL021514	CQUJHB010832, CQUJHB007038
OG0000386	AAEL007218	CQUJHB015040
OG0000386	AAEL001747	CQUJHB006459
OG0000387	AAEL001769	CQUJHB006491
OG0000387	AAEL002083	CQUJHB004975
OG0000388	AAEL027351, AAEL003190, AAEL020406	CQUJHB009063, CQUJHB004642, CQUJHB002192
OG0000389	AAEL003708	CQUJHB010871
OG0000389	AAEL003727	CQUJHB002288
OG0000390	AAEL009682, AAEL008411, AAEL023723, AAEL004505, AAEL010959, AAEL010957	CQUJHB014001
OG0000391	AAEL005160	CQUJHB005583
OG0000391	AAEL006372	CQUJHB015832
OG0000392	AAEL005725	CQUJHB017979, CQUJHB012328, CQUJHB000942
OG0000393	AAEL005918	CQUJHB000678
OG0000393	AAEL025460	CQUJHB010193
OG0000394	AAEL006264	CQUJHB013003
OG0000394	AAEL006274	CQUJHB002473
OG0000394	AAEL022795	CQUJHB014747
OG0000395	AAEL006675	CQUJHB015252
OG0000395	AAEL010567	CQUJHB008501
OG0000396	AAEL006978	CQUJHB010706
OG0000396	AAEL022582, AAEL026610	CQUJHB014186
OG0000397	AAEL008672	CQUJHB014890
OG0000397	AAEL008138	CQUJHB017700
OG0000398	AAEL008295	CQUJHB018445
OG0000398	AAEL008294, AAEL008288, AAEL008284	CQUJHB012707, CQUJHB008460
OG0000399	AAEL008784	CQUJHB010610, CQUJHB002697
OG0000399	AAEL008782, AAEL008767	CQUJHB000514
OG0000400	AAEL023342	CQUJHB008299
OG0000400	AAEL009218	CQUJHB016642
OG0000401	AAEL019824	CQUJHB004404
OG0000401	AAEL009275	CQUJHB012725
OG0000402	AAEL009769	CQUJHB015843
OG0000403	AAEL011204	CQUJHB004828
OG0000403	AAEL014297	CQUJHB002873
OG0000404	AAEL012131	CQUJHB014951
OG0000404	AAEL012128	CQUJHB002330
OG0000405	AAEL023643	CQUJHB012057
OG0000405	AAEL012560, AAEL012558	CQUJHB007826, CQUJHB003192
OG0000406	AAEL012839	CQUJHB016847
OG0000407	AAEL013047	CQUJHB009167
OG0000408	AAEL029115	CQUJHB008821, CQUJHB002756
OG0000409	AAEL014207, AAEL023753	CQUJHB009131
OG0000410	AAEL014438, AAEL014437, AAEL024413, AAEL020644	CQUJHB012516, CQUJHB011477
OG0000411	AAEL017381	CQUJHB007335
OG0000411	AAEL017145	CQUJHB008223
OG0000412	AAEL018189	CQUJHB007660
OG0000412	AAEL017238	CQUJHB015305
OG0000413	AAEL023231	CQUJHB010075, CQUJHB007446
OG0000413	AAEL019947	CQUJHB020332
OG0000414	AAEL020078	CQUJHB013421
OG0000415	AAEL020173, AAEL020349, AAEL025927	CQUJHB007582
OG0000416	AAEL020856, AAEL025917	CQUJHB005337
OG0000416	AAEL025700	CQUJHB009397
OG0000417	AAEL027664	CQUJHB004451
OG0000417	AAEL022731	CQUJHB016554
OG0000428	AAEL000616, AAEL003045	CQUJHB001704, CQUJHB002181, CQUJHB008857, CQUJHB016191
OG0000429	AAEL003888	CQUJHB005902
OG0000429	AAEL000795	CQUJHB006371
OG0000430	AAEL001625	CQUJHB003893
OG0000430	AAEL001601	CQUJHB017728
OG0000431	AAEL008711	CQUJHB014587
OG0000431	AAEL001728	CQUJHB006065
OG0000432	AAEL002406	CQUJHB015256
OG0000432	AAEL001814	CQUJHB018224
OG0000433	AAEL021665	CQUJHB018005
OG0000433	AAEL002951	CQUJHB016512
OG0000434	AAEL003467, AAEL019870	CQUJHB004006
OG0000435	AAEL027792, AAEL003841, AAEL003857, AAEL003832	CQUJHB009018
OG0000436	AAEL005854	CQUJHB004776
OG0000436	AAEL005855, AAEL024941, AAEL022122	CQUJHB005462
OG0000436	AAEL003956	CQUJHB001738, CQUJHB017395
OG0000437	AAEL004030	CQUJHB002230
OG0000437	AAEL004016, AAEL004020	CQUJHB017705
OG0000438	AAEL004018, AAEL004031	CQUJHB007603, CQUJHB007274, CQUJHB010807
OG0000439	AAEL007450	CQUJHB003508
OG0000439	AAEL004283	CQUJHB007442
OG0000440	AAEL024667, AAEL004366	CQUJHB008712
OG0000441	AAEL004705	CQUJHB008515
OG0000442	AAEL025111	CQUJHB016515
OG0000442	AAEL005002	CQUJHB009960
OG0000443	AAEL005409, AAEL022054	CQUJHB000083
OG0000443	AAEL010676	CQUJHB012897
OG0000444	AAEL027772, AAEL027984, AAEL018346	CQUJHB007932, CQUJHB016466, CQUJHB016678, CQUJHB000381, CQUJHB010257, CQUJHB014724
OG0000444	AAEL005645	CQUJHB007286, CQUJHB018466, CQUJHB002087
OG0000445	AAEL019688	CQUJHB005105
OG0000445	AAEL005848	CQUJHB009271
OG0000446	AAEL006365, AAEL006368	CQUJHB017131
OG0000446	AAEL006384	CQUJHB010200
OG0000447	AAEL007143	CQUJHB007173
OG0000447	AAEL007146	CQUJHB004421
OG0000448	AAEL007225	CQUJHB007741
OG0000448	AAEL009881	CQUJHB005150
OG0000449	AAEL007719	CQUJHB004303
OG0000450	AAEL007963	CQUJHB016258
OG0000450	AAEL023187	CQUJHB006704
OG0000451	AAEL008078	CQUJHB009874
OG0000452	AAEL008365	CQUJHB010141, CQUJHB003251, CQUJHB013257, CQUJHB004493, CQUJHB011307
OG0000453	AAEL010244	CQUJHB010602
OG0000454	AAEL010500	CQUJHB010114
OG0000455	AAEL010522	CQUJHB001183
OG0000456	AAEL017128	CQUJHB007364
OG0000456	AAEL010540	CQUJHB013775
OG0000457	AAEL013757	CQUJHB015649
OG0000457	AAEL011169	CQUJHB017695
OG0000458	AAEL012266	CQUJHB005250
OG0000459	AAEL013200, AAEL013190, AAEL019647, AAEL027709, AAEL013193	CQUJHB020285, CQUJHB015919, CQUJHB008529
OG0000459	AAEL024133	CQUJHB010276
OG0000460	AAEL018317	CQUJHB013625
OG0000460	AAEL027774, AAEL027127	CQUJHB014579
OG0000461	AAEL020210, AAEL021084	CQUJHB002251
OG0000461	AAEL021318	CQUJHB013571
OG0000462	AAEL020849	CQUJHB004472
OG0000463	AAEL021005	CQUJHB014449, CQUJHB009591
OG0000464	AAEL021795	CQUJHB007247
OG0000464	AAEL026833	CQUJHB004307
OG0000465	AAEL024837	CQUJHB017090
OG0000466	AAEL025198	CQUJHB012439
OG0000476	AAEL020708	CQUJHB001928, CQUJHB020328
OG0000476	AAEL000075	CQUJHB017939, CQUJHB007705, CQUJHB020343
OG0000477	AAEL000119	CQUJHB013483
OG0000477	AAEL017533	CQUJHB003518
OG0000478	AAEL000576	CQUJHB016476
OG0000478	AAEL004992	CQUJHB009586
OG0000479	AAEL010395	CQUJHB003472
OG0000479	AAEL000595	CQUJHB017772
