Orthogroup	AaegyptiLVP_AGWG	AminimusMINIMUS1
OG0000406	AAEL012839	AMIN003952, AMIN003382, AMIN008549
OG0000407	AAEL013047	AMIN008277
OG0000408	AAEL013603, AAEL014627	AMIN007332
OG0000408	AAEL029115	AMIN007333
OG0000409	AAEL014207	AMIN001360, AMIN001358
OG0000409	AAEL023753	AMIN001359
OG0000410	AAEL014438, AAEL014437, AAEL024413, AAEL020644	AMIN002933
OG0000411	AAEL017381	AMIN016274
OG0000411	AAEL017145	AMIN016278
OG0000412	AAEL018189	AMIN005383
OG0000412	AAEL017238	AMIN005384
OG0000413	AAEL023231, AAEL019947	AMIN010118, AMIN010119
OG0000414	AAEL020078	AMIN005852, AMIN005894
OG0000416	AAEL020856, AAEL025917	AMIN010661
OG0000416	AAEL025700	AMIN011205
OG0000417	AAEL027664	AMIN003479
OG0000417	AAEL022731	AMIN004992
OG0000428	AAEL000616, AAEL003045	AMIN015596, AMIN015597
OG0000430	AAEL001625	AMIN015929
OG0000430	AAEL001601	AMIN006466
OG0000431	AAEL008711	AMIN002817
OG0000432	AAEL002406	AMIN006725
OG0000432	AAEL001814	AMIN001567
OG0000433	AAEL021665	AMIN002730
OG0000433	AAEL002951	AMIN002729
OG0000434	AAEL003467, AAEL019870	AMIN008047
OG0000435	AAEL027792, AAEL003841, AAEL003857, AAEL003832	AMIN009195
OG0000437	AAEL004030, AAEL004016, AAEL004020	AMIN003136
OG0000438	AAEL004018, AAEL004031	AMIN003139, AMIN003137
OG0000439	AAEL007450	AMIN006296
OG0000439	AAEL004283	AMIN006294
OG0000440	AAEL004379	AMIN004661
OG0000440	AAEL024667, AAEL004366	AMIN004662
OG0000441	AAEL004705	AMIN007959, AMIN002140
OG0000442	AAEL025111	AMIN009238
OG0000442	AAEL005002	AMIN009240
OG0000443	AAEL005409, AAEL022054	AMIN004723
OG0000443	AAEL010676	AMIN007767
OG0000445	AAEL019688	AMIN008996
OG0000445	AAEL005848	AMIN008997
OG0000446	AAEL006365, AAEL006368, AAEL006384	AMIN007883
OG0000447	AAEL007143	AMIN015485
OG0000447	AAEL007146	AMIN015486
OG0000448	AAEL007225	AMIN010314
OG0000448	AAEL009881	AMIN000368
OG0000449	AAEL007719	AMIN006588
OG0000450	AAEL007963	AMIN009737
OG0000450	AAEL023187	AMIN016018
OG0000452	AAEL008365	AMIN015851
OG0000453	AAEL010244	AMIN008351
OG0000454	AAEL010500	AMIN001771
OG0000455	AAEL010522	AMIN010071
OG0000456	AAEL017128	AMIN010925
OG0000457	AAEL013757	AMIN003469
OG0000457	AAEL011169	AMIN003467
OG0000458	AAEL012266	AMIN001697, AMIN001694, AMIN001693
OG0000459	AAEL013200, AAEL013190, AAEL019647, AAEL027709, AAEL013193, AAEL024133	AMIN002343
OG0000460	AAEL027774, AAEL027127	AMIN003998
OG0000461	AAEL020210, AAEL021084	AMIN005596
OG0000461	AAEL021318	AMIN005597
OG0000462	AAEL020849	AMIN008300, AMIN008301
OG0000463	AAEL021005	AMIN014125
OG0000464	AAEL026008	AMIN010382
OG0000465	AAEL024837	AMIN000102, AMIN005739
OG0000466	AAEL025198	AMIN008413, AMIN006890
OG0000476	AAEL020708	AMIN015548
OG0000476	AAEL000075	AMIN015549
OG0000477	AAEL000119	AMIN015736
OG0000477	AAEL017533	AMIN015796
OG0000478	AAEL000576	AMIN006764
OG0000478	AAEL004992	AMIN006763
OG0000479	AAEL010395, AAEL000595	AMIN003190, AMIN003192
OG0000480	AAEL000851	AMIN008804
OG0000481	AAEL001271	AMIN015941
OG0000481	AAEL026886	AMIN015942
OG0000482	AAEL001307	AMIN015815
OG0000482	AAEL001293	AMIN015813
OG0000484	AAEL004277	AMIN007230
OG0000484	AAEL001670	AMIN015926
OG0000485	AAEL002023	AMIN006211
OG0000486	AAEL002176	AMIN008726
OG0000486	AAEL006485	AMIN002294
OG0000487	AAEL002214	AMIN009827
OG0000487	AAEL007458	AMIN005361
OG0000488	AAEL017538, AAEL002612, AAEL002619	AMIN005028
OG0000489	AAEL002754	AMIN005535
OG0000489	AAEL002745	AMIN005536
OG0000490	AAEL003393, AAEL002827	AMIN008273
OG0000491	AAEL021615	AMIN016162
OG0000491	AAEL002861, AAEL002882	AMIN003650
OG0000492	AAEL027482	AMIN005529
OG0000492	AAEL003047	AMIN015489
OG0000493	AAEL003395, AAEL020435	AMIN003675, AMIN003676
OG0000494	AAEL003417	AMIN008619
OG0000495	AAEL003925	AMIN007154
OG0000497	AAEL025454	AMIN003979
OG0000497	AAEL004678	AMIN016070
OG0000499	AAEL004855	AMIN010059
OG0000500	AAEL005515	AMIN005698
OG0000500	AAEL005049	AMIN011003
OG0000501	AAEL017498, AAEL005955, AAEL005956	AMIN006982
OG0000502	AAEL006014	AMIN015996
OG0000503	AAEL006121, AAEL006136	AMIN003517
OG0000504	AAEL006178	AMIN003505
OG0000504	AAEL019506	AMIN003013
OG0000505	AAEL014766, AAEL019978, AAEL006335	AMIN011215
OG0000506	AAEL006378	AMIN007882
OG0000506	AAEL006383	AMIN008841
OG0000507	AAEL006381	AMIN009824
OG0000507	AAEL009111	AMIN002620
OG0000508	AAEL006575	AMIN011314, AMIN011311
OG0000509	AAEL006749, AAEL006737	AMIN007998
OG0000510	AAEL007030	AMIN005108
OG0000510	AAEL027019	AMIN002964
OG0000511	AAEL017056, AAEL007039	AMIN008024, AMIN008023
OG0000512	AAEL008118	AMIN005370
OG0000512	AAEL008109	AMIN005371
OG0000514	AAEL014080	AMIN000976
OG0000514	AAEL009948	AMIN006790
OG0000515	AAEL010487	AMIN000903
OG0000515	AAEL010477	AMIN000905
OG0000516	AAEL011184	AMIN015782
OG0000516	AAEL019717	AMIN015783
OG0000517	AAEL011966, AAEL026805	AMIN004090, AMIN004091
OG0000518	AAEL012157	AMIN010315
OG0000518	AAEL012153	AMIN010316
OG0000519	AAEL013281, AAEL013283, AAEL013284	AMIN007982
OG0000520	AAEL022306	AMIN009633
OG0000521	AAEL017096	AMIN010473
OG0000521	AAEL017301	AMIN000859
OG0000522	AAEL024144	AMIN007265
OG0000522	AAEL019702	AMIN007262
OG0000523	AAEL019706	AMIN004760
OG0000523	AAEL021067	AMIN004944
OG0000524	AAEL022982, AAEL021737	AMIN010979, AMIN010980
OG0000525	AAEL026536, AAEL021977	AMIN010455
OG0000526	AAEL027478	AMIN005825
OG0000526	AAEL023040	AMIN001122
OG0000527	AAEL027242	AMIN004131
OG0000527	AAEL025125	AMIN004132
OG0000528	AAEL025318	AMIN007833
OG0000528	AAEL025990	AMIN007829
OG0000534	AAEL001672, AAEL001640	AMIN001371
OG0000535	AAEL014493, AAEL002683	AMIN007082, AMIN007081
OG0000536	AAEL003093	AMIN011275
OG0000536	AAEL012497	AMIN008553
OG0000538	AAEL004573	AMIN003755
OG0000539	AAEL003629	AMIN003762, AMIN003761
OG0000540	AAEL003810, AAEL003809, AAEL008232	AMIN005379
OG0000541	AAEL003999, AAEL020652	AMIN009417, AMIN006390
OG0000542	AAEL004002	AMIN002916
OG0000543	AAEL004070, AAEL004074	AMIN008407
OG0000544	AAEL004492	AMIN001828
OG0000546	AAEL025650	AMIN002142
OG0000547	AAEL014873	AMIN006548
OG0000547	AAEL004788	AMIN011566
OG0000548	AAEL013885, AAEL004809	AMIN005326
OG0000549	AAEL005165	AMIN010949, AMIN005346
OG0000550	AAEL010969, AAEL019614, AAEL019615, AAEL005668	AMIN007688
OG0000551	AAEL015247, AAEL005821	AMIN004699
OG0000552	AAEL007205, AAEL006114	AMIN004124, AMIN004126, AMIN004125
OG0000553	AAEL006211	AMIN009893
OG0000554	AAEL006503, AAEL006481	AMIN002293
OG0000555	AAEL007793, AAEL007789, AAEL010405	AMIN000002
OG0000556	AAEL007830	AMIN000436
OG0000557	AAEL008072, AAEL026806	AMIN000396, AMIN005429
OG0000558	AAEL008374	AMIN004650
OG0000558	AAEL024950	AMIN002017
OG0000559	AAEL008655	AMIN003274
OG0000559	AAEL008652	AMIN003273
OG0000560	AAEL013844	AMIN005299
OG0000561	AAEL009601	AMIN010697
OG0000562	AAEL012355, AAEL025827, AAEL009822	AMIN011522
OG0000563	AAEL010485	AMIN000899
OG0000564	AAEL010781, AAEL010768	AMIN009852
OG0000565	AAEL011025, AAEL021342	AMIN004942, AMIN005177
OG0000566	AAEL011330	AMIN008364
OG0000567	AAEL011504	AMIN008036
OG0000568	AAEL014843, AAEL011708	AMIN001579
OG0000569	AAEL018221, AAEL011774	AMIN002519
OG0000570	AAEL012437	AMIN004109
OG0000571	AAEL025617, AAEL012776, AAEL022651, AAEL022733, AAEL020609, AAEL026458	AMIN011641
OG0000572	AAEL012837	AMIN008152
OG0000573	AAEL012964	AMIN008055, AMIN005376
OG0000574	AAEL014050	AMIN006811, AMIN006813, AMIN006812
OG0000576	AAEL014686	AMIN005183
OG0000577	AAEL017061, AAEL026582	AMIN006494, AMIN003222
OG0000579	AAEL017397	AMIN010666
OG0000581	AAEL018316, AAEL024199	AMIN011482
OG0000582	AAEL026517	AMIN016010
OG0000582	AAEL019650	AMIN016008
OG0000583	AAEL020585	AMIN010469, AMIN010375, AMIN010374
OG0000584	AAEL021082	AMIN008750, AMIN008751, AMIN008748
OG0000585	AAEL025434, AAEL021685	AMIN010150
OG0000586	AAEL023917, AAEL023063	AMIN002818
OG0000588	AAEL024908	AMIN000874
OG0000606	AAEL000006, AAEL000080, AAEL000025	AMIN003039
OG0000607	AAEL000215, AAEL011743	AMIN008746
OG0000608	AAEL000715	AMIN001858, AMIN001857
OG0000609	AAEL001194	AMIN009721
OG0000610	AAEL001247	AMIN010908
OG0000611	AAEL001548, AAEL001586	AMIN010221
OG0000612	AAEL009333	AMIN001751
OG0000613	AAEL002124	AMIN003914, AMIN003655
OG0000614	AAEL014713	AMIN010054
OG0000615	AAEL002267	AMIN010988
OG0000617	AAEL002366, AAEL021160	AMIN009546, AMIN009513
OG0000618	AAEL002534, AAEL025362	AMIN002658, AMIN002025
OG0000619	AAEL028229, AAEL002996	AMIN000286
OG0000620	AAEL003232, AAEL029120, AAEL029121, AAEL003241, AAEL003225, AAEL003266	AMIN009595
OG0000622	AAEL003421	AMIN006522
OG0000623	AAEL003442	AMIN008790, AMIN008600
OG0000624	AAEL003562, AAEL023067, AAEL003561	AMIN004070
OG0000625	AAEL003697	AMIN015791
OG0000625	AAEL020823	AMIN015790
OG0000627	AAEL003853	AMIN009215, AMIN009220
OG0000628	AAEL004043	AMIN006622, AMIN006623
OG0000629	AAEL015598, AAEL004081	AMIN005193
OG0000630	AAEL004102	AMIN015636, AMIN008522
OG0000631	AAEL004774	AMIN005964
OG0000632	AAEL005266	AMIN005735, AMIN000217
OG0000633	AAEL005520	AMIN005696, AMIN007609
OG0000634	AAEL005533	AMIN005170, AMIN004747
OG0000635	AAEL005619, AAEL009841	AMIN002272, AMIN002271
OG0000636	AAEL005676	AMIN007685
OG0000637	AAEL006394	AMIN008498, AMIN008499
OG0000638	AAEL006454, AAEL014082	AMIN016100, AMIN015811
OG0000639	AAEL006886	AMIN010292
OG0000640	AAEL007090, AAEL007097, AAEL007098, AAEL007094	AMIN010958
OG0000641	AAEL007275	AMIN009728
OG0000642	AAEL007593	AMIN002983
OG0000643	AAEL024307, AAEL017450, AAEL007935	AMIN002346
OG0000644	AAEL008275, AAEL008271	AMIN008329
OG0000645	AAEL008285	AMIN010790
OG0000646	AAEL008473, AAEL008487, AAEL008488	AMIN010229, AMIN006483, AMIN008386
OG0000647	AAEL008485	AMIN010304
OG0000648	AAEL008609, AAEL008600	AMIN016197, AMIN016198
OG0000649	AAEL008698, AAEL008702	AMIN015853
OG0000650	AAEL009423, AAEL009420	AMIN006615
OG0000651	AAEL009596	AMIN006952, AMIN006951
OG0000652	AAEL009653	AMIN005736, AMIN002646
OG0000653	AAEL009695	AMIN003046
OG0000653	AAEL010269	AMIN006166
OG0000654	AAEL020150	AMIN010501
OG0000655	AAEL025106	AMIN009939
OG0000655	AAEL010127	AMIN011103
OG0000656	AAEL010769	AMIN009750
OG0000656	AAEL014138	AMIN009751
OG0000657	AAEL010776, AAEL010782, AAEL010780	AMIN009848
OG0000658	AAEL010805	AMIN000840
OG0000659	AAEL011130	AMIN015780
OG0000659	AAEL011129	AMIN015781
OG0000660	AAEL011161	AMIN000258
OG0000661	AAEL011381	AMIN007663, AMIN002009
OG0000662	AAEL011520	AMIN004472
OG0000663	AAEL012041	AMIN000084
OG0000664	AAEL013155, AAEL013153	AMIN001564
OG0000665	AAEL013323, AAEL013327	AMIN003292
OG0000666	AAEL013684	AMIN005054
OG0000667	AAEL027123, AAEL020536, AAEL023221, AAEL014149, AAEL014147, AAEL014254	AMIN009272
OG0000668	AAEL014551, AAEL020599	AMIN005541
OG0000669	AAEL017235, AAEL017323	AMIN015631, AMIN015633
OG0000671	AAEL018137	AMIN008788, AMIN008789
OG0000672	AAEL018320	AMIN007203, AMIN007201
OG0000673	AAEL019658	AMIN006706
OG0000674	AAEL019682	AMIN008882
OG0000675	AAEL019849	AMIN011603
OG0000675	AAEL019850	AMIN011605
OG0000676	AAEL022480, AAEL019856	AMIN015866
OG0000677	AAEL023374	AMIN001151
OG0000677	AAEL020299	AMIN001147
OG0000678	AAEL020351	AMIN007606, AMIN007607
OG0000679	AAEL020739	AMIN015567, AMIN015566
OG0000680	AAEL021017	AMIN001979
OG0000681	AAEL023512	AMIN010032, AMIN010031, AMIN010025
OG0000682	AAEL024089	AMIN004645
OG0000682	AAEL026668	AMIN005619
OG0000683	AAEL025572	AMIN001714, AMIN006784
OG0000684	AAEL025779, AAEL027903	AMIN015534, AMIN015535
OG0000685	AAEL027724	AMIN009377
OG0000698	AAEL000076, AAEL011097	AMIN004846
OG0000699	AAEL000329, AAEL000308	AMIN008604
OG0000700	AAEL000636	AMIN008937
OG0000701	AAEL000654	AMIN006561, AMIN008914
OG0000703	AAEL001087	AMIN016139, AMIN004198
OG0000704	AAEL002416, AAEL001427	AMIN004774
OG0000705	AAEL001697	AMIN007582
OG0000706	AAEL002158, AAEL004335, AAEL010396, AAEL007383	AMIN002735
OG0000708	AAEL002287	AMIN005196
OG0000709	AAEL002450, AAEL021759	AMIN005651, AMIN005650
OG0000710	AAEL002455	AMIN002091, AMIN014055
OG0000711	AAEL002598, AAEL002618	AMIN006854
OG0000712	AAEL017067, AAEL002631	AMIN005030
OG0000713	AAEL003722, AAEL015450, AAEL005127	AMIN007371
OG0000714	AAEL017464, AAEL003936	AMIN003947
OG0000716	AAEL004028	AMIN002912
OG0000717	AAEL004239	AMIN001545
OG0000718	AAEL004810	AMIN007486
OG0000719	AAEL005001	AMIN015579, AMIN015581
OG0000720	AAEL011772, AAEL020323, AAEL026871, AAEL021668, AAEL021133, AAEL025895, AAEL005245	AMIN004036
OG0000721	AAEL005428	AMIN004717
OG0000722	AAEL005489	AMIN003926
OG0000723	AAEL006249	AMIN002838, AMIN002335
OG0000724	AAEL006739, AAEL011042	AMIN007628
OG0000725	AAEL006937	AMIN007979
OG0000726	AAEL007002	AMIN004095, AMIN004096
OG0000727	AAEL007250, AAEL023757	AMIN008892, AMIN008891
OG0000728	AAEL008958	AMIN005769
OG0000729	AAEL009151	AMIN009867, AMIN005293
OG0000730	AAEL028178, AAEL020447, AAEL009506	AMIN008192
OG0000731	AAEL009649	AMIN001221, AMIN007381
OG0000732	AAEL009886, AAEL009888	AMIN000366
OG0000733	AAEL010369	AMIN015963, AMIN015962
OG0000734	AAEL011013	AMIN005129, AMIN006671
OG0000735	AAEL011038	AMIN007623, AMIN002995
OG0000736	AAEL011142	AMIN010358
OG0000737	AAEL011206	AMIN002046
OG0000738	AAEL011280	AMIN001100, AMIN001099
OG0000739	AAEL011612	AMIN016218
OG0000740	AAEL011643	AMIN003088
OG0000740	AAEL011644	AMIN014279
OG0000741	AAEL011680	AMIN008123, AMIN008125, AMIN008122, AMIN008124
OG0000742	AAEL012061	AMIN003205
OG0000743	AAEL012332	AMIN004326
OG0000744	AAEL022794	AMIN001767
OG0000744	AAEL012392	AMIN001773
OG0000745	AAEL012703, AAEL018247, AAEL025252	AMIN003820
OG0000746	AAEL012766, AAEL012772	AMIN003066
OG0000747	AAEL013188	AMIN000413, AMIN015470
OG0000748	AAEL013324	AMIN003290
OG0000748	AAEL026278	AMIN003291
OG0000749	AAEL013653	AMIN005487, AMIN010411
OG0000750	AAEL013780	AMIN006330
OG0000751	AAEL013812	AMIN005610
OG0000752	AAEL013816	AMIN005490, AMIN003600
OG0000753	AAEL015042	AMIN010088, AMIN006205
OG0000754	AAEL015147, AAEL017548	AMIN011299
OG0000756	AAEL017345	AMIN016277, AMIN016276
OG0000757	AAEL017398, AAEL021835, AAEL022723, AAEL025135	AMIN001252
OG0000760	AAEL027698	AMIN004385
OG0000761	AAEL018153	AMIN001108
OG0000762	AAEL018219	AMIN004012
OG0000763	AAEL018699	AMIN010348
OG0000764	AAEL027367	AMIN001845
OG0000766	AAEL019710	AMIN001248, AMIN001249, AMIN001251
OG0000767	AAEL019790	AMIN004495
OG0000769	AAEL020028	AMIN004315, AMIN004314
OG0000770	AAEL021100	AMIN002108, AMIN002107
OG0000771	AAEL021365	AMIN005294, AMIN005295
OG0000772	AAEL025785	AMIN007922
OG0000772	AAEL021693	AMIN009898, AMIN007923
OG0000773	AAEL021717, AAEL023078	AMIN001511
OG0000774	AAEL023488, AAEL027184	AMIN004490
OG0000774	AAEL022459	AMIN004489
OG0000775	AAEL022876	AMIN011334, AMIN011331, AMIN011332
OG0000776	AAEL022878	AMIN004234
OG0000777	AAEL023286	AMIN011523, AMIN011526, AMIN011528, AMIN011524
OG0000778	AAEL026159, AAEL023605	AMIN002772
OG0000779	AAEL023651	AMIN007681, AMIN007680
OG0000799	AAEL004367, AAEL000223, AAEL020371, AAEL004369	AMIN002826
OG0000800	AAEL000414	AMIN004040
OG0000800	AAEL026764, AAEL022929	AMIN004039
OG0000801	AAEL000575	AMIN003410, AMIN003411
OG0000802	AAEL001198	AMIN007213, AMIN011666
OG0000803	AAEL001301	AMIN001791, AMIN015814
OG0000804	AAEL001510	AMIN006387
OG0000805	AAEL020603	AMIN010219
OG0000806	AAEL001713, AAEL025934, AAEL003294	AMIN009183
OG0000808	AAEL023474, AAEL001843	AMIN006359, AMIN006360
OG0000809	AAEL001976	AMIN006231
OG0000810	AAEL002048	AMIN005167, AMIN004573
OG0000811	AAEL002084	AMIN005473, AMIN005164
OG0000812	AAEL002177	AMIN000316
OG0000813	AAEL002192	AMIN009800, AMIN009799
OG0000814	AAEL024137, AAEL002270	AMIN006535
OG0000815	AAEL002292, AAEL002313	AMIN009254
OG0000816	AAEL002423	AMIN004773
OG0000817	AAEL002508	AMIN008879, AMIN005216
OG0000818	AAEL002588	AMIN005027
OG0000820	AAEL021421, AAEL002915, AAEL002907, AAEL019842, AAEL022598	AMIN004411
OG0000821	AAEL020942, AAEL021711, AAEL025774, AAEL002938	AMIN002077
OG0000822	AAEL003147	AMIN000167
OG0000823	AAEL003420	AMIN008617
OG0000824	AAEL003484	AMIN004230
OG0000824	AAEL003471	AMIN008103
OG0000825	AAEL003914	AMIN003491
OG0000825	AAEL003918	AMIN003493
OG0000826	AAEL004060	AMIN001935, AMIN005680, AMIN010196
OG0000827	AAEL004086, AAEL004118	AMIN008535
OG0000828	AAEL004245	AMIN005213
OG0000828	AAEL025638	AMIN005210
OG0000829	AAEL019853	AMIN005324
OG0000830	AAEL004605, AAEL004602	AMIN003548
OG0000831	AAEL004784, AAEL004755	AMIN006617
OG0000832	AAEL005373	AMIN002709, AMIN002710
OG0000833	AAEL005406	AMIN005624, AMIN005623, AMIN002585
OG0000834	AAEL026217, AAEL005656, AAEL021838	AMIN007227
OG0000835	AAEL006207	AMIN015867, AMIN015865
OG0000836	AAEL006977	AMIN009645
OG0000836	AAEL006966	AMIN009644
OG0000837	AAEL007319	AMIN011511
OG0000838	AAEL007662	AMIN008048, AMIN005566
OG0000839	AAEL010154	AMIN002681
OG0000840	AAEL007831	AMIN000129
OG0000841	AAEL007910, AAEL007900	AMIN007142
OG0000842	AAEL007962	AMIN016014, AMIN016015
OG0000843	AAEL008101, AAEL009987, AAEL023919	AMIN002747
OG0000844	AAEL008313, AAEL008308	AMIN016188, AMIN005381
OG0000845	AAEL008359, AAEL008355	AMIN014862
OG0000846	AAEL008419	AMIN004594
OG0000847	AAEL008468	AMIN005435
OG0000849	AAEL008651	AMIN003267
OG0000850	AAEL008921	AMIN001224
OG0000852	AAEL008952	AMIN007207, AMIN006783, AMIN010226, AMIN009132, AMIN004322
OG0000853	AAEL009050, AAEL009045	AMIN011125
OG0000854	AAEL021942, AAEL009230	AMIN010048, AMIN010047
OG0000855	AAEL009479	AMIN005292
OG0000856	AAEL010097	AMIN010508, AMIN010509
OG0000857	AAEL010584	AMIN004794
OG0000858	AAEL010907	AMIN003765
OG0000859	AAEL011229, AAEL015552	AMIN004995
OG0000860	AAEL011352	AMIN005458
OG0000861	AAEL011915, AAEL022536	AMIN008606
OG0000862	AAEL011944	AMIN010111, AMIN010130
OG0000863	AAEL012051, AAEL012042	AMIN010434
OG0000864	AAEL012058	AMIN006245
OG0000865	AAEL012239	AMIN005467, AMIN007173
OG0000866	AAEL012916	AMIN011126, AMIN011127
OG0000867	AAEL012998	AMIN003607
OG0000868	AAEL020064	AMIN009960
OG0000868	AAEL013445	AMIN009956
OG0000869	AAEL013517	AMIN010932
OG0000870	AAEL013887	AMIN007260, AMIN005403
OG0000871	AAEL013936	AMIN001525
OG0000872	AAEL014039	AMIN005621, AMIN010271
OG0000873	AAEL014292	AMIN007294
OG0000874	AAEL014343	AMIN005902, AMIN005901
OG0000875	AAEL014729	AMIN005449
OG0000876	AAEL014762, AAEL027643, AAEL014761	AMIN000345
OG0000877	AAEL014945	AMIN004669, AMIN002993
OG0000878	AAEL014958	AMIN011498
OG0000879	AAEL017101	AMIN015599, AMIN015598
OG0000880	AAEL017270, AAEL017547, AAEL023894, AAEL021095, AAEL017308	AMIN007698
OG0000881	AAEL018139	AMIN002676
OG0000882	AAEL018248	AMIN008476, AMIN008475, AMIN008478
OG0000883	AAEL021437	AMIN011056
OG0000883	AAEL019432	AMIN011057
OG0000884	AAEL019475	AMIN004966, AMIN004962
OG0000885	AAEL019525	AMIN002663
OG0000886	AAEL019538	AMIN007762, AMIN007758
OG0000887	AAEL019578	AMIN010554, AMIN002394
OG0000888	AAEL019596	AMIN001617, AMIN001618, AMIN001619
OG0000889	AAEL019726	AMIN007853, AMIN007857, AMIN007854
OG0000890	AAEL019844	AMIN004575, AMIN004578
OG0000891	AAEL019878	AMIN004067
OG0000893	AAEL019973, AAEL019974	AMIN000745
OG0000894	AAEL019989	AMIN007146
OG0000895	AAEL025763, AAEL019997	AMIN005450
OG0000896	AAEL020008	AMIN001698
OG0000897	AAEL021294, AAEL020288, AAEL022360, AAEL020388	AMIN007495
OG0000900	AAEL020941	AMIN005076
OG0000901	AAEL021209	AMIN008822, AMIN008821
OG0000902	AAEL021736	AMIN005263, AMIN005262
OG0000903	AAEL027405, AAEL022409	AMIN010665
OG0000904	AAEL022566	AMIN016094, AMIN016093
OG0000905	AAEL022630	AMIN006476
OG0000906	AAEL023434	AMIN010094, AMIN010093
OG0000907	AAEL023595, AAEL027839, AAEL027013	AMIN003529
OG0000908	AAEL025140	AMIN000097, AMIN004225, AMIN000972
OG0000909	AAEL025937, AAEL026627	AMIN004174, AMIN004173
OG0000910	AAEL026147	AMIN003898
OG0000911	AAEL026758	AMIN005201
OG0000940	AAEL000324	AMIN006257
OG0000941	AAEL026240, AAEL000427	AMIN000656
OG0000942	AAEL017467, AAEL000507, AAEL000496	AMIN000394
OG0000943	AAEL000781, AAEL005040	AMIN008564
OG0000944	AAEL001227	AMIN000418
OG0000945	AAEL001448	AMIN005200
OG0000946	AAEL001483	AMIN005993, AMIN005992
OG0000947	AAEL001514, AAEL002623	AMIN005024
OG0000948	AAEL001646	AMIN006406
OG0000949	AAEL027778, AAEL001710	AMIN006043, AMIN006044
OG0000950	AAEL023215	AMIN009802
OG0000951	AAEL002269	AMIN010985
OG0000952	AAEL002435	AMIN005746, AMIN005747, AMIN008233
OG0000953	AAEL002531, AAEL002514	AMIN005407
OG0000954	AAEL002518	AMIN001996, AMIN001997
OG0000955	AAEL002574, AAEL002555	AMIN003445
OG0000956	AAEL002721	AMIN007072, AMIN010334
OG0000957	AAEL002731	AMIN016025
OG0000958	AAEL002924	AMIN003537, AMIN005628
OG0000959	AAEL002998, AAEL022096	AMIN003328, AMIN003330
OG0000960	AAEL003014	AMIN003889, AMIN003892
OG0000961	AAEL003056, AAEL003066	AMIN015960
OG0000962	AAEL003206	AMIN003862
OG0000963	AAEL024398, AAEL003373	AMIN000438, AMIN000439
OG0000964	AAEL003424	AMIN008982
OG0000965	AAEL011715, AAEL003756	AMIN010793
OG0000966	AAEL003961, AAEL003959	AMIN008668
OG0000967	AAEL004021	AMIN002911
OG0000967	AAEL004003	AMIN002913, AMIN006907, AMIN002917
OG0000968	AAEL004167	AMIN002113, AMIN000054
OG0000969	AAEL025999, AAEL004175	AMIN008175
OG0000970	AAEL004397	AMIN005393
OG0000972	AAEL010716, AAEL004523	AMIN009726
OG0000973	AAEL004572	AMIN004868, AMIN004869
OG0000974	AAEL005017	AMIN001752, AMIN009795
OG0000975	AAEL005079, AAEL005073, AAEL023627, AAEL012510	AMIN010995
OG0000976	AAEL005174	AMIN011179, AMIN011180
OG0000977	AAEL005356	AMIN003896
OG0000978	AAEL005368	AMIN001929
OG0000979	AAEL024751, AAEL005386	AMIN009863
OG0000980	AAEL005522	AMIN003509, AMIN005697
OG0000982	AAEL005773	AMIN005579
OG0000983	AAEL005792, AAEL019781	AMIN004697
OG0000984	AAEL005972	AMIN011029, AMIN011027
OG0000985	AAEL005997, AAEL025330	AMIN002865
OG0000986	AAEL006467, AAEL006471, AAEL006458	AMIN001244
OG0000987	AAEL006526	AMIN001869
