Orthogroup	LlongipalpisASM	AstephensiUCISS2018
OG0000368	LOC129790768, LOC129790769, LOC129796330, LOC129790703, LOC129790738, LOC129790737, LOC129790736	ASTEI20_036695
OG0000369	LOC129790261	ASTEI20_043082, ASTEI20_035506
OG0000370	LOC129794441, LOC129794442, LOC129794443	ASTEI20_034666
OG0000370	LOC129786379	ASTEI20_041792
OG0000371	LOC129794045	ASTEI20_032501, ASTEI20_034163
OG0000372	LOC129790937	ASTEI20_034288, ASTEI20_042785
OG0000381	LOC129792906, LOC129792907, LOC129792591	ASTEI20_042707, ASTEI20_041656
OG0000382	LOC129786797, LOC129796311	ASTEI20_045571
OG0000382	LOC129796310	ASTEI20_037496
OG0000383	LOC129785995	ASTEI20_044278
OG0000383	LOC129787610, LOC129794998	ASTEI20_039308
OG0000386	LOC129794213	ASTEI20_042802
OG0000387	LOC129792588	ASTEI20_040213, ASTEI20_032306, ASTEI20_045298, ASTEI20_044440
OG0000389	LOC129792672	ASTEI20_037867
OG0000390	LOC129786718	ASTEI20_036258
OG0000391	LOC129787235	ASTEI20_045380
OG0000391	LOC129791955	ASTEI20_040058
OG0000393	LOC129785949, LOC129785948, LOC129785957	ASTEI20_036525, ASTEI20_040256
OG0000394	LOC129791762	ASTEI20_042711, ASTEI20_039755
OG0000395	LOC129788433	ASTEI20_041652
OG0000395	LOC129796829, LOC129789717	ASTEI20_044570
OG0000396	LOC129790169	ASTEI20_039659, ASTEI20_041335
OG0000397	LOC129790187	ASTEI20_045152
OG0000397	LOC129790172	ASTEI20_032426
OG0000399	LOC129794264	ASTEI20_035274, ASTEI20_039406
OG0000400	LOC129786701	ASTEI20_038813, ASTEI20_043685
OG0000401	LOC129797202	ASTEI20_039363, ASTEI20_033254
OG0000401	LOC129786605	ASTEI20_033275
OG0000403	LOC129788394	ASTEI20_044273
OG0000403	LOC129793356	ASTEI20_032491
OG0000404	LOC129795523	ASTEI20_039827, ASTEI20_031382, ASTEI20_035181, ASTEI20_045422
OG0000407	LOC129791712	ASTEI20_032342, ASTEI20_032350
OG0000408	LOC129797650, LOC129797649	ASTEI20_040195, ASTEI20_032859
OG0000409	LOC129787069	ASTEI20_041637, ASTEI20_041911
OG0000410	LOC129786954, LOC129794457	ASTEI20_034967
OG0000411	LOC129786847, LOC129786629	ASTEI20_037209, ASTEI20_043829, ASTEI20_033479
OG0000412	LOC129788847	ASTEI20_044317
OG0000413	LOC129792318	ASTEI20_032324
OG0000414	LOC129790511	ASTEI20_043791
OG0000416	LOC129792009	ASTEI20_039581
OG0000417	LOC129796020	ASTEI20_041261
OG0000417	LOC129792608, LOC129787782	ASTEI20_032812
OG0000424	LOC129785892	ASTEI20_038717, ASTEI20_032509, ASTEI20_034987, ASTEI20_034211, ASTEI20_033168
OG0000429	LOC129797527	ASTEI20_041693, ASTEI20_045721, ASTEI20_036604, ASTEI20_042496
OG0000430	LOC129790395	ASTEI20_036782, ASTEI20_031340, ASTEI20_036151
OG0000431	LOC129786890, LOC129786889, LOC129786888	ASTEI20_041567, ASTEI20_040731, ASTEI20_039144
OG0000432	LOC129793235	ASTEI20_040747, ASTEI20_034760
OG0000433	LOC129787458	ASTEI20_040644, ASTEI20_035859, ASTEI20_033052
OG0000435	LOC129793979, LOC129788654	ASTEI20_038293
OG0000437	LOC129796837, LOC129796843	ASTEI20_041490
OG0000437	LOC129786972	ASTEI20_033449
OG0000438	LOC129796877, LOC129796853	ASTEI20_044491, ASTEI20_043518
OG0000439	LOC129791046	ASTEI20_043990
OG0000439	LOC129791051	ASTEI20_037600
OG0000440	LOC129786063	ASTEI20_032323
OG0000441	LOC129789191	ASTEI20_042306, ASTEI20_036184
OG0000442	LOC129787812	ASTEI20_040702, ASTEI20_040317
OG0000443	LOC129786466	ASTEI20_033330, ASTEI20_045939
OG0000445	LOC129788571	ASTEI20_041326
OG0000445	LOC129795393	ASTEI20_044012
OG0000446	LOC129792631	ASTEI20_044752, ASTEI20_045914
OG0000447	LOC129791462	ASTEI20_035921, ASTEI20_036895, ASTEI20_045843
OG0000448	LOC129791218	ASTEI20_039131
OG0000448	LOC129797162	ASTEI20_035453
OG0000449	LOC129788782	ASTEI20_042529
OG0000449	LOC129795663	ASTEI20_044910
OG0000450	LOC129791284	ASTEI20_035678
OG0000450	LOC129791285	ASTEI20_038473
OG0000451	LOC129797430	ASTEI20_036851, ASTEI20_040244
OG0000453	LOC129796269	ASTEI20_038848, ASTEI20_040673
OG0000454	LOC129791222, LOC129791223, LOC129789958, LOC129789953, LOC129789957, LOC129789984, LOC129789955, LOC129789970, LOC129786231, LOC129789956	ASTEI20_040653
OG0000455	LOC129793202	ASTEI20_043217
OG0000455	LOC129795185, LOC129794005	ASTEI20_034510
OG0000456	LOC129789003	ASTEI20_042221, ASTEI20_044668
OG0000457	LOC129797501	ASTEI20_036516
OG0000457	LOC129797497	ASTEI20_039941
OG0000460	LOC129786399	ASTEI20_036157, ASTEI20_036197
OG0000461	LOC129788689, LOC129788691	ASTEI20_045433, ASTEI20_035860
OG0000464	LOC129792136	ASTEI20_044688, ASTEI20_036234, ASTEI20_040750
OG0000465	LOC129794475, LOC129787824, LOC129787821, LOC129787819, LOC129787822, LOC129787823	ASTEI20_041528, ASTEI20_034169
OG0000466	LOC129788859	ASTEI20_038266, ASTEI20_039358, ASTEI20_045228
OG0000478	LOC129789679	ASTEI20_042435
OG0000478	LOC129789267	ASTEI20_043336
OG0000479	LOC129786132, LOC129786130	ASTEI20_036926, ASTEI20_033540
OG0000480	LOC129795298	ASTEI20_044004, ASTEI20_033719, ASTEI20_043012
OG0000481	LOC129793585	ASTEI20_038127, ASTEI20_034254
OG0000482	LOC129789436	ASTEI20_040294, ASTEI20_035220
OG0000483	LOC129790713	ASTEI20_046009
OG0000484	LOC129797633	ASTEI20_039134, ASTEI20_032451
OG0000485	LOC129795192	ASTEI20_037768, ASTEI20_041653
OG0000486	LOC129796376	ASTEI20_032382, ASTEI20_042498
OG0000487	LOC129796445	ASTEI20_042028, ASTEI20_039840
OG0000489	LOC129789596	ASTEI20_041468, ASTEI20_042784
OG0000490	LOC129797526, LOC129793927	ASTEI20_040243, ASTEI20_035796
OG0000491	LOC129786095	ASTEI20_036635, ASTEI20_039466
OG0000492	LOC129790192	ASTEI20_035871, ASTEI20_045934
OG0000494	LOC129795759	ASTEI20_033870
OG0000494	LOC129795756	ASTEI20_032431
OG0000495	LOC129789139	ASTEI20_035282, ASTEI20_032883, ASTEI20_037893
OG0000497	LOC129787431	ASTEI20_045382, ASTEI20_037285
OG0000498	LOC129786578, LOC129786574, LOC129786579	ASTEI20_035903, ASTEI20_041832
OG0000499	LOC129790607	ASTEI20_045587, ASTEI20_044209
OG0000500	LOC129788005	ASTEI20_041628, ASTEI20_038055
OG0000501	LOC129797582	ASTEI20_043725
OG0000502	LOC129785827	ASTEI20_041728, ASTEI20_038149, ASTEI20_040241
OG0000504	LOC129793723	ASTEI20_037781, ASTEI20_036455
OG0000506	LOC129792624	ASTEI20_040117, ASTEI20_033754
OG0000507	LOC129791979	ASTEI20_041414, ASTEI20_041289
OG0000509	LOC129792415	ASTEI20_038831, ASTEI20_035801
OG0000510	LOC129791881	ASTEI20_033762, ASTEI20_039972
OG0000511	LOC129797841	ASTEI20_033393, ASTEI20_045020
OG0000512	LOC129789515	ASTEI20_041881
OG0000512	LOC129789516	ASTEI20_033648
OG0000514	LOC129785846	ASTEI20_036623, ASTEI20_033991
OG0000515	LOC129790939	ASTEI20_034553, ASTEI20_034276
OG0000516	LOC129791524, LOC129797636	ASTEI20_032940, ASTEI20_038444
OG0000517	LOC129795838, LOC129787799, LOC129787785, LOC129789028, LOC129790802	ASTEI20_040378
OG0000518	LOC129793591	ASTEI20_033369, ASTEI20_032107
OG0000519	LOC129793219	ASTEI20_040559, ASTEI20_041085
OG0000520	LOC129788574	ASTEI20_041641
OG0000520	LOC129788575	ASTEI20_032992
OG0000521	LOC129792109	ASTEI20_042416
OG0000521	LOC129792300	ASTEI20_044133
OG0000522	LOC129788714	ASTEI20_038428, ASTEI20_046044
OG0000523	LOC129797678	ASTEI20_038482
OG0000524	LOC129792438	ASTEI20_042547, ASTEI20_038645
OG0000526	LOC129796859, LOC129794163	ASTEI20_035259, ASTEI20_040898
OG0000527	LOC129787200	ASTEI20_039423, ASTEI20_042499
OG0000528	LOC129793220	ASTEI20_045012, ASTEI20_030881
OG0000535	LOC129788946, LOC129788947	ASTEI20_040711, ASTEI20_040459
OG0000536	LOC129786855	ASTEI20_035360, ASTEI20_041850
OG0000537	LOC129792344	ASTEI20_041709
OG0000538	LOC129785868	ASTEI20_039788, ASTEI20_037185
OG0000540	LOC129795815, LOC129795822	ASTEI20_040729
OG0000542	LOC129787142	ASTEI20_039372
OG0000542	LOC129787129	ASTEI20_038527
OG0000543	LOC129790875, LOC129790828	ASTEI20_035081, ASTEI20_034836
OG0000544	LOC129793436	ASTEI20_038237
OG0000544	LOC129793456	ASTEI20_034674
OG0000546	LOC129791189	ASTEI20_044898, ASTEI20_045436
OG0000547	LOC129789445	ASTEI20_033385, ASTEI20_043826
OG0000548	LOC129788460, LOC129793810, LOC129796665	ASTEI20_034641
OG0000549	LOC129796163, LOC129787746	ASTEI20_042215, ASTEI20_034707
OG0000550	LOC129793857	ASTEI20_033645
OG0000551	LOC129787904, LOC129787888	ASTEI20_038495
OG0000552	LOC129793549	ASTEI20_031270, ASTEI20_035763
OG0000553	LOC129792363	ASTEI20_039011, ASTEI20_038476, ASTEI20_035372, ASTEI20_043810, ASTEI20_034770, ASTEI20_038525, ASTEI20_030821, ASTEI20_033051
OG0000555	LOC129786450	ASTEI20_041597
OG0000557	LOC129791307	ASTEI20_037722, ASTEI20_043279
OG0000558	LOC129793107	ASTEI20_045893, ASTEI20_040611
OG0000559	LOC129787647	ASTEI20_044897, ASTEI20_044255
OG0000560	LOC129791771, LOC129796515	ASTEI20_039212, ASTEI20_034474
OG0000561	LOC129792664	ASTEI20_034083
OG0000561	LOC129792671	ASTEI20_032907
OG0000562	LOC129793753, LOC129796544	ASTEI20_037671
OG0000563	LOC129787428	ASTEI20_033376, ASTEI20_039362
OG0000564	LOC129790481	ASTEI20_036810
OG0000564	LOC129790484	ASTEI20_038563
OG0000565	LOC129788762	ASTEI20_034561, ASTEI20_043978
OG0000566	LOC129795066	ASTEI20_036931, ASTEI20_037016
OG0000567	LOC129794069	ASTEI20_044543
OG0000567	LOC129794176	ASTEI20_043215
OG0000568	LOC129793949	ASTEI20_041157, ASTEI20_040815, ASTEI20_042101
OG0000569	LOC129797441	ASTEI20_042222
OG0000569	LOC129797546	ASTEI20_032603
OG0000572	LOC129793426	ASTEI20_045605
OG0000573	LOC129790886	ASTEI20_035427, ASTEI20_041889
OG0000574	LOC129790054	ASTEI20_037259, ASTEI20_036879
OG0000579	LOC129793001	ASTEI20_041978, ASTEI20_044000
OG0000581	LOC129792112	ASTEI20_032779, ASTEI20_034834
OG0000582	LOC129791278	ASTEI20_040931
OG0000582	LOC129790571	ASTEI20_039818
OG0000584	LOC129795290	ASTEI20_038624, ASTEI20_042452
OG0000586	LOC129786887, LOC129790177	ASTEI20_031342, ASTEI20_044118
OG0000588	LOC129786769	ASTEI20_033837
OG0000588	LOC129797624	ASTEI20_032937
OG0000606	LOC129795943, LOC129795511	ASTEI20_033665
OG0000607	LOC129796412	ASTEI20_042885, ASTEI20_045739, ASTEI20_034728, ASTEI20_036316
OG0000608	LOC129790262	ASTEI20_031412, ASTEI20_034955
OG0000609	LOC129789280, LOC129790035, LOC129789951, LOC129791241, LOC129788166, LOC129795243, LOC129794971, LOC129794411	ASTEI20_035298
OG0000610	LOC129793437	ASTEI20_043727, ASTEI20_041175
OG0000611	LOC129794969, LOC129792305	ASTEI20_039290, ASTEI20_037875
OG0000612	LOC129793245, LOC129791742	ASTEI20_031753
OG0000613	LOC129797020	ASTEI20_045855, ASTEI20_041847
OG0000614	LOC129794514, LOC129787902	ASTEI20_039250
OG0000615	LOC129793095	ASTEI20_039181, ASTEI20_040540
OG0000616	LOC129787986	ASTEI20_040935, ASTEI20_041180
OG0000618	LOC129786155	ASTEI20_035924, ASTEI20_031267
OG0000619	LOC129790543	ASTEI20_036799
OG0000619	LOC129790552	ASTEI20_031879
OG0000621	LOC129789158	ASTEI20_035003, ASTEI20_044240
OG0000622	LOC129791514, LOC129795662, LOC129794311, LOC129795246	ASTEI20_044291
OG0000623	LOC129795989	ASTEI20_044444, ASTEI20_039798, ASTEI20_032866
OG0000624	LOC129787186	ASTEI20_045250, ASTEI20_030850
OG0000625	LOC129797405	ASTEI20_041384
OG0000626	LOC129787438	ASTEI20_040404, ASTEI20_033336
OG0000627	LOC129796028	ASTEI20_043380, ASTEI20_044482
OG0000629	LOC129789450, LOC129796880, LOC129791990	ASTEI20_044768, ASTEI20_036712
OG0000631	LOC129790689, LOC129790682, LOC129790676, LOC129790648, LOC129790687, LOC129789197, LOC129790679	ASTEI20_042189
OG0000632	LOC129790746	ASTEI20_046127, ASTEI20_036447
OG0000633	LOC129789117	ASTEI20_032149, ASTEI20_034452
OG0000634	LOC129789630, LOC129790889, LOC129794049	ASTEI20_034663, ASTEI20_044651
OG0000635	LOC129793876	ASTEI20_033652, ASTEI20_040942
OG0000636	LOC129792190	ASTEI20_036562, ASTEI20_041621
OG0000637	LOC129794946	ASTEI20_033096, ASTEI20_034420
OG0000639	LOC129792772	ASTEI20_041346, ASTEI20_035907
OG0000640	LOC129788673	ASTEI20_033633
OG0000641	LOC129787296	ASTEI20_036755
OG0000643	LOC129796821, LOC129792422, LOC129796228	ASTEI20_034280
OG0000644	LOC129794535, LOC129794595, LOC129795223, LOC129795224	ASTEI20_040015
OG0000645	LOC129794232	ASTEI20_044424, ASTEI20_038350
OG0000647	LOC129787355	ASTEI20_041470, ASTEI20_045698
OG0000650	LOC129789372	ASTEI20_034631
OG0000651	LOC129788154, LOC129786032	ASTEI20_044038, ASTEI20_041186
OG0000652	LOC129786179	ASTEI20_032794, ASTEI20_041989
OG0000654	LOC129790933	ASTEI20_042985, ASTEI20_043626
OG0000656	LOC129790214	ASTEI20_043798
OG0000657	LOC129790497, LOC129790495	ASTEI20_037447
OG0000658	LOC129786084	ASTEI20_042425
OG0000661	LOC129793785, LOC129791227	ASTEI20_045619, ASTEI20_043795, ASTEI20_041395
OG0000662	LOC129795022	ASTEI20_036989, ASTEI20_038394
OG0000663	LOC129791581, LOC129795004	ASTEI20_043505, ASTEI20_036063
OG0000664	LOC129788373, LOC129788783	ASTEI20_030816
OG0000665	LOC129797714	ASTEI20_043790
OG0000665	LOC129797715	ASTEI20_040364
OG0000666	LOC129789920	ASTEI20_031715
OG0000668	LOC129789518	ASTEI20_041617, ASTEI20_040675
OG0000671	LOC129796439	ASTEI20_033489, ASTEI20_035422
OG0000672	LOC129797850	ASTEI20_042831
OG0000673	LOC129790089	ASTEI20_034787
OG0000674	LOC129794686	ASTEI20_040597
OG0000675	LOC129792563	ASTEI20_036005
OG0000676	LOC129792412, LOC129792447, LOC129786950	ASTEI20_045253
OG0000677	LOC129792367	ASTEI20_041352, ASTEI20_046051
OG0000678	LOC129793735, LOC129793408	ASTEI20_040632, ASTEI20_034866
OG0000679	LOC129791603	ASTEI20_035762, ASTEI20_041118
OG0000680	LOC129785935	ASTEI20_031200
OG0000681	LOC129792486	ASTEI20_039667
OG0000682	LOC129797098	ASTEI20_046074, ASTEI20_037885
OG0000683	LOC129788436	ASTEI20_041410, ASTEI20_044101, ASTEI20_033021
OG0000684	LOC129790629	ASTEI20_042093, ASTEI20_045238
OG0000694	LOC129794508	ASTEI20_041192
OG0000698	LOC129787630	ASTEI20_031490
OG0000698	LOC129796776	ASTEI20_035667
OG0000701	LOC129796793	ASTEI20_038815, ASTEI20_037838
OG0000704	LOC129797389	ASTEI20_042619, ASTEI20_038664
OG0000705	LOC129796588	ASTEI20_042623
OG0000706	LOC129797846	ASTEI20_040065
OG0000707	LOC129792435	ASTEI20_042481
OG0000708	LOC129787482	ASTEI20_034646, ASTEI20_037384
OG0000709	LOC129789636	ASTEI20_042639, ASTEI20_035313
OG0000710	LOC129791310	ASTEI20_033026, ASTEI20_045896
OG0000713	LOC129792499	ASTEI20_043731
OG0000714	LOC129792793	ASTEI20_041086, ASTEI20_031182
OG0000715	LOC129796879	ASTEI20_037706, ASTEI20_043023
OG0000716	LOC129787130	ASTEI20_033629, ASTEI20_041196
OG0000717	LOC129794764, LOC129786762	ASTEI20_032663
OG0000717	LOC129786764	ASTEI20_041443
OG0000718	LOC129796921	ASTEI20_034424
OG0000720	LOC129796031	ASTEI20_040950
OG0000721	LOC129788149	ASTEI20_034084, ASTEI20_035049
OG0000722	LOC129786896	ASTEI20_033287
OG0000723	LOC129794187	ASTEI20_039107, ASTEI20_043899
OG0000725	LOC129791110	ASTEI20_043335, ASTEI20_035800
OG0000726	LOC129788835	ASTEI20_039608, ASTEI20_037590
OG0000727	LOC129796652	ASTEI20_043472
OG0000728	LOC129794810	ASTEI20_032388, ASTEI20_040426, ASTEI20_036046
OG0000729	LOC129791068	ASTEI20_042200, ASTEI20_040151
OG0000730	LOC129796264	ASTEI20_044904
OG0000731	LOC129789026	ASTEI20_044451, ASTEI20_031889, ASTEI20_031875
OG0000732	LOC129797450	ASTEI20_039673, ASTEI20_031041
OG0000733	LOC129785863, LOC129785872	ASTEI20_038325, ASTEI20_044652
OG0000734	LOC129789331	ASTEI20_040309, ASTEI20_043083
OG0000735	LOC129794676	ASTEI20_038947, ASTEI20_040845
OG0000736	LOC129793708	ASTEI20_037342, ASTEI20_042261, ASTEI20_042182
OG0000737	LOC129796348, LOC129788882, LOC129795358, LOC129791062, LOC129791063	ASTEI20_041073
OG0000738	LOC129793763	ASTEI20_034436, ASTEI20_040787
OG0000739	LOC129792495	ASTEI20_041642
OG0000739	LOC129793879	ASTEI20_037468, ASTEI20_037469
OG0000740	LOC129787177, LOC129790677	ASTEI20_043165
OG0000741	LOC129797548	ASTEI20_044735
OG0000743	LOC129794837	ASTEI20_042644, ASTEI20_030874
OG0000745	LOC129786239	ASTEI20_034158, ASTEI20_032748
OG0000746	LOC129787579, LOC129787575, LOC129792742, LOC129787572	ASTEI20_034581
OG0000747	LOC129785899	ASTEI20_043260, ASTEI20_036353
OG0000748	LOC129796516	ASTEI20_039121
OG0000749	LOC129790710	ASTEI20_039921, ASTEI20_043173
OG0000751	LOC129792694	ASTEI20_043371
OG0000752	LOC129790897	ASTEI20_043822, ASTEI20_036265
OG0000754	LOC129795829, LOC129795608, LOC129794471, LOC129792308	ASTEI20_034077
OG0000755	LOC129785867	ASTEI20_033644
OG0000760	LOC129787524	ASTEI20_032155
OG0000761	LOC129788153	ASTEI20_046085
OG0000762	LOC129796373	ASTEI20_037826
OG0000763	LOC129792352	ASTEI20_032476, ASTEI20_045816
OG0000764	LOC129790190, LOC129790181	ASTEI20_032434
OG0000765	LOC129789275	ASTEI20_032571
OG0000766	LOC129786356	ASTEI20_030954
OG0000767	LOC129795536	ASTEI20_034959
OG0000769	LOC129794848	ASTEI20_039990, ASTEI20_044293
OG0000770	LOC129786315	ASTEI20_039892
OG0000771	LOC129790610	ASTEI20_032854
OG0000772	LOC129792370	ASTEI20_036885, ASTEI20_035668
OG0000773	LOC129792988	ASTEI20_043468, ASTEI20_034825
OG0000774	LOC129795444	ASTEI20_043729
OG0000775	LOC129792524, LOC129792514	ASTEI20_041717
OG0000776	LOC129789709, LOC129795694	ASTEI20_038588
OG0000777	LOC129796454	ASTEI20_031695
OG0000778	LOC129797210	ASTEI20_033706
OG0000778	LOC129795529	ASTEI20_031392
OG0000779	LOC129793955	ASTEI20_031977, ASTEI20_039029
OG0000786	LOC129787036	ASTEI20_043435
OG0000786	LOC129787035	ASTEI20_035440
OG0000799	LOC129793175	ASTEI20_030862
OG0000800	LOC129795872	ASTEI20_035513
OG0000802	LOC129791127	ASTEI20_039903, ASTEI20_033998
OG0000805	LOC129793176	ASTEI20_045323
OG0000805	LOC129793153	ASTEI20_036191
OG0000807	LOC129788809	ASTEI20_038033
OG0000808	LOC129790680	ASTEI20_039245
OG0000809	LOC129791710	ASTEI20_035120, ASTEI20_035445
OG0000810	LOC129788735	ASTEI20_039483, ASTEI20_046097
OG0000811	LOC129788764	ASTEI20_044563, ASTEI20_045076
OG0000813	LOC129791403	ASTEI20_037179
OG0000814	LOC129787257	ASTEI20_038002
OG0000815	LOC129797564	ASTEI20_032132
OG0000816	LOC129797354	ASTEI20_035781
OG0000817	LOC129787592	ASTEI20_035275, ASTEI20_041498
OG0000818	LOC129795093, LOC129795251, LOC129791377, LOC129795090, LOC129795163, LOC129795057, LOC129795174	ASTEI20_031764
OG0000821	LOC129790272	ASTEI20_035913
OG0000823	LOC129794529	ASTEI20_037538
OG0000825	LOC129791777	ASTEI20_040682
OG0000826	LOC129790956	ASTEI20_040369, ASTEI20_037448
OG0000827	LOC129794122	ASTEI20_034623
OG0000828	LOC129788185, LOC129788181	ASTEI20_041164
OG0000829	LOC129789057	ASTEI20_030906
OG0000830	LOC129790240	ASTEI20_041246
OG0000831	LOC129791176, LOC129791175	ASTEI20_041343
OG0000832	LOC129794224	ASTEI20_031357, ASTEI20_034075
OG0000834	LOC129791780	ASTEI20_034731
OG0000835	LOC129792918	ASTEI20_043704
OG0000836	LOC129790329	ASTEI20_038803
OG0000837	LOC129794116	ASTEI20_042660
OG0000838	LOC129789521	ASTEI20_031314
OG0000840	LOC129791262	ASTEI20_045806
OG0000841	LOC129794927	ASTEI20_043463
OG0000841	LOC129790946	ASTEI20_036869
OG0000843	LOC129786227	ASTEI20_039772
OG0000845	LOC129792536	ASTEI20_041161
OG0000846	LOC129787444	ASTEI20_043008
OG0000846	LOC129787472	ASTEI20_032168
OG0000847	LOC129791272	ASTEI20_031099, ASTEI20_044161
OG0000849	LOC129795434, LOC129788080, LOC129790226, LOC129791276	ASTEI20_042112
OG0000850	LOC129791444	ASTEI20_031769, ASTEI20_041948
OG0000852	LOC129788599	ASTEI20_035599
OG0000854	LOC129793009	ASTEI20_034595
OG0000855	LOC129789897	ASTEI20_032493, ASTEI20_042132
OG0000856	LOC129790813, LOC129792104, LOC129786181	ASTEI20_036510, ASTEI20_041735
OG0000857	LOC129785877	ASTEI20_042730, ASTEI20_040336
OG0000858	LOC129785850	ASTEI20_034712
OG0000859	LOC129788037	ASTEI20_037362
OG0000860	LOC129786266	ASTEI20_043892
OG0000863	LOC129793328	ASTEI20_039681
OG0000864	LOC129793138	ASTEI20_040084
OG0000865	LOC129790135	ASTEI20_044183
OG0000866	LOC129792732	ASTEI20_036038
OG0000867	LOC129786070	ASTEI20_041802, ASTEI20_036774
OG0000868	LOC129792166	ASTEI20_031032
OG0000870	LOC129787090	ASTEI20_041721, ASTEI20_039027
OG0000872	LOC129797115	ASTEI20_035045
OG0000873	LOC129792698	ASTEI20_037241
OG0000874	LOC129790074	ASTEI20_032447, ASTEI20_036343
OG0000875	LOC129788011	ASTEI20_031975
OG0000876	LOC129797362	ASTEI20_038171
OG0000876	LOC129797390	ASTEI20_036250
OG0000877	LOC129788029	ASTEI20_040971, ASTEI20_037309
OG0000878	LOC129793385	ASTEI20_041893, ASTEI20_036003
OG0000879	LOC129786508, LOC129786528, LOC129786530	ASTEI20_043715
OG0000881	LOC129797026	ASTEI20_044067
OG0000882	LOC129795525	ASTEI20_039800
OG0000883	LOC129791918	ASTEI20_038661, ASTEI20_031209
OG0000884	LOC129796295	ASTEI20_040416
OG0000885	LOC129787789	ASTEI20_046138
OG0000886	LOC129793963	ASTEI20_044506, ASTEI20_037892
OG0000887	LOC129789293	ASTEI20_038548, ASTEI20_045008
OG0000888	LOC129790593	ASTEI20_033933
OG0000889	LOC129793644	ASTEI20_045458
OG0000890	LOC129786434	ASTEI20_045313
OG0000893	LOC129788074	ASTEI20_039923
OG0000894	LOC129790516, LOC129789882	ASTEI20_036594
OG0000895	LOC129797858	ASTEI20_042878
OG0000896	LOC129788923, LOC129790573	ASTEI20_034832
OG0000900	LOC129791238	ASTEI20_039875
OG0000901	LOC129795564	ASTEI20_038514, ASTEI20_032584
OG0000902	LOC129789494	ASTEI20_033803, ASTEI20_039735
OG0000904	LOC129788200, LOC129786071	ASTEI20_036389, ASTEI20_039996
OG0000906	LOC129792596	ASTEI20_039052
OG0000907	LOC129790351	ASTEI20_030972, ASTEI20_043706
OG0000908	LOC129790100	ASTEI20_032103, ASTEI20_036217
OG0000909	LOC129796560	ASTEI20_040014
