Orthogroup	LlongipalpisASM	AminimusMINIMUS1
OG0000631	LOC129790689, LOC129790682, LOC129790676, LOC129790648, LOC129790687, LOC129789197, LOC129790679	AMIN005964
OG0000632	LOC129790746	AMIN005735, AMIN000217
OG0000633	LOC129789117	AMIN005696, AMIN007609
OG0000634	LOC129789630, LOC129790889, LOC129794049	AMIN005170, AMIN004747
OG0000635	LOC129793876	AMIN002272, AMIN002271
OG0000636	LOC129792190	AMIN007685
OG0000637	LOC129794946	AMIN008498, AMIN008499
OG0000639	LOC129792772	AMIN010292
OG0000640	LOC129788673	AMIN010958
OG0000641	LOC129787296, LOC129787356, LOC129787297	AMIN009728
OG0000643	LOC129796821, LOC129792422, LOC129796228	AMIN002346
OG0000644	LOC129794535, LOC129794595, LOC129795223, LOC129795224	AMIN008329
OG0000645	LOC129794232	AMIN010790
OG0000647	LOC129787355	AMIN010304
OG0000650	LOC129789372	AMIN006615
OG0000651	LOC129788154, LOC129786032	AMIN006952, AMIN006951
OG0000652	LOC129786179	AMIN005736, AMIN002646
OG0000654	LOC129790933	AMIN010501
OG0000656	LOC129790214	AMIN009750, AMIN009751
OG0000657	LOC129790497, LOC129790495	AMIN009848
OG0000658	LOC129786084	AMIN000840
OG0000661	LOC129793785, LOC129791227	AMIN007663, AMIN002009
OG0000662	LOC129795022	AMIN004472
OG0000663	LOC129791581, LOC129795004	AMIN000084
OG0000664	LOC129788373, LOC129788783	AMIN001564
OG0000665	LOC129797714, LOC129797715	AMIN003292
OG0000666	LOC129789920	AMIN005051, AMIN005054, AMIN005053
OG0000668	LOC129789518	AMIN005541
OG0000671	LOC129796439	AMIN008788, AMIN008789
OG0000672	LOC129797850	AMIN007203, AMIN007201
OG0000673	LOC129790089	AMIN006706, AMIN006707, AMIN006708
OG0000674	LOC129794686	AMIN008880, AMIN008881, AMIN008882
OG0000675	LOC129792563	AMIN011603
OG0000675	LOC129792639	AMIN011605
OG0000676	LOC129792412, LOC129792447, LOC129786950	AMIN015866
OG0000677	LOC129792367	AMIN001151, AMIN001147
OG0000678	LOC129793735, LOC129793408	AMIN007606, AMIN007607
OG0000679	LOC129791603	AMIN015567, AMIN015566
OG0000680	LOC129785935	AMIN001981, AMIN001979
OG0000681	LOC129792486	AMIN010032, AMIN010031, AMIN010025
OG0000682	LOC129797098	AMIN004645, AMIN005619
OG0000683	LOC129788436	AMIN001714, AMIN006784
OG0000684	LOC129790629	AMIN015534, AMIN015535
OG0000694	LOC129794508	AMIN003886, AMIN000912
OG0000698	LOC129787630, LOC129796776	AMIN004846
OG0000701	LOC129796793	AMIN006561, AMIN008914
OG0000704	LOC129797389	AMIN004774
OG0000705	LOC129796588	AMIN007582
OG0000706	LOC129797846	AMIN002735
OG0000707	LOC129792435	AMIN007926, AMIN007930, AMIN007931
OG0000708	LOC129787482	AMIN003376, AMIN005196, AMIN005195
OG0000709	LOC129789636	AMIN005651, AMIN005650
OG0000710	LOC129791310	AMIN002091, AMIN014055
OG0000713	LOC129792499	AMIN007371
OG0000714	LOC129792793	AMIN003947
OG0000716	LOC129787130	AMIN002912
OG0000717	LOC129786764	AMIN001545
OG0000718	LOC129796921	AMIN007484, AMIN007486
OG0000720	LOC129796031	AMIN004036
OG0000721	LOC129788149	AMIN004717, AMIN008814
OG0000722	LOC129786896	AMIN003926
OG0000723	LOC129794187	AMIN002838, AMIN002335
OG0000725	LOC129791110	AMIN007979
OG0000726	LOC129788835	AMIN004095, AMIN004096
OG0000727	LOC129796652	AMIN008892, AMIN008891
OG0000728	LOC129794810	AMIN005769
OG0000729	LOC129791068	AMIN009867, AMIN005293
OG0000730	LOC129796264	AMIN008192
OG0000731	LOC129789026	AMIN001221, AMIN007381
OG0000732	LOC129797450	AMIN000366
OG0000733	LOC129785863, LOC129785872	AMIN015963, AMIN015962
OG0000734	LOC129789331	AMIN005129, AMIN006671
OG0000735	LOC129794676	AMIN007623, AMIN002995
OG0000736	LOC129793708	AMIN010359, AMIN010358
OG0000737	LOC129796348, LOC129788882, LOC129795358, LOC129791062, LOC129791063	AMIN002046
OG0000738	LOC129793763	AMIN001100, AMIN001099
OG0000739	LOC129793879	AMIN016218
OG0000740	LOC129787177	AMIN003088
OG0000740	LOC129790677	AMIN014279
OG0000741	LOC129797548	AMIN008123, AMIN008125, AMIN008122, AMIN008124
OG0000743	LOC129794837	AMIN004326
OG0000745	LOC129786239	AMIN003820
OG0000746	LOC129787579, LOC129787575, LOC129792742, LOC129787572	AMIN003066
OG0000747	LOC129785899	AMIN000413, AMIN015470
OG0000748	LOC129796516	AMIN003290, AMIN003291
OG0000749	LOC129790710	AMIN005487, AMIN010411
OG0000751	LOC129792694	AMIN002061, AMIN005610
OG0000752	LOC129790897	AMIN005490, AMIN003600
OG0000754	LOC129795829, LOC129795608, LOC129794471, LOC129792308	AMIN011299
OG0000760	LOC129786893	AMIN004528, AMIN004386
OG0000761	LOC129788153	AMIN001108
OG0000762	LOC129796373	AMIN004012
OG0000763	LOC129792352	AMIN010349, AMIN010350, AMIN010348
OG0000764	LOC129790190	AMIN001845
OG0000765	LOC129789275	AMIN009531, AMIN009527
OG0000766	LOC129786356	AMIN001248, AMIN001249, AMIN001251
OG0000767	LOC129795536	AMIN004492, AMIN004495
OG0000769	LOC129794848	AMIN004315, AMIN004314
OG0000770	LOC129786315	AMIN002106, AMIN002108, AMIN002107
OG0000771	LOC129790610	AMIN005294, AMIN005295
OG0000772	LOC129792370	AMIN007922, AMIN009898, AMIN007923
OG0000773	LOC129792988	AMIN001511
OG0000774	LOC129795444	AMIN004490, AMIN004489
OG0000775	LOC129792524, LOC129792514	AMIN011334, AMIN011331, AMIN011332
OG0000776	LOC129789709, LOC129795694	AMIN004234, AMIN004233
OG0000777	LOC129796454	AMIN011523, AMIN011526, AMIN011528, AMIN011524
OG0000778	LOC129797210, LOC129795529	AMIN002772
OG0000779	LOC129793955	AMIN007681, AMIN007680
OG0000784	LOC129792327	AMIN006667
OG0000786	LOC129787035	AMIN003008
OG0000799	LOC129793175	AMIN002826
OG0000800	LOC129795872	AMIN004040, AMIN004039
OG0000802	LOC129791127	AMIN007213, AMIN011666
OG0000805	LOC129793176	AMIN010219
OG0000808	LOC129790680	AMIN006359, AMIN006360
OG0000809	LOC129791710	AMIN006231
OG0000810	LOC129788735	AMIN005167, AMIN004573
OG0000811	LOC129788764	AMIN005473, AMIN005164
OG0000813	LOC129791403	AMIN009800, AMIN009799
OG0000814	LOC129787257	AMIN006535
OG0000815	LOC129797564	AMIN009254
OG0000816	LOC129797354	AMIN004773
OG0000817	LOC129787592	AMIN008879, AMIN005216
OG0000818	LOC129795093, LOC129795251, LOC129791377, LOC129795090, LOC129795163, LOC129795057, LOC129795174	AMIN005027
OG0000821	LOC129790272	AMIN002077
OG0000823	LOC129794529	AMIN008617
OG0000825	LOC129791777	AMIN003491, AMIN003493
OG0000826	LOC129790956	AMIN001935, AMIN005680, AMIN010196
OG0000827	LOC129794122	AMIN008535
OG0000828	LOC129788185, LOC129788181	AMIN005213, AMIN005210
OG0000829	LOC129789057	AMIN005324
OG0000830	LOC129790240	AMIN003548
OG0000831	LOC129791176, LOC129791175	AMIN006617
OG0000832	LOC129794224	AMIN002709, AMIN002710
OG0000834	LOC129791780	AMIN007227
OG0000835	LOC129792918	AMIN015867, AMIN015865
OG0000836	LOC129790211	AMIN009645
OG0000836	LOC129790329	AMIN009644
OG0000837	LOC129794116	AMIN011511
OG0000838	LOC129789521	AMIN008048, AMIN005566
OG0000840	LOC129791262	AMIN000129
OG0000840	LOC129789194, LOC129791076	AMIN006873
OG0000841	LOC129794927, LOC129790946	AMIN007142
OG0000843	LOC129786227	AMIN002747
OG0000845	LOC129792536	AMIN014862
OG0000846	LOC129787444	AMIN004594
OG0000847	LOC129791272	AMIN005435
OG0000849	LOC129795434, LOC129788080, LOC129790226, LOC129791276	AMIN003267
OG0000850	LOC129791444	AMIN001224
OG0000852	LOC129788599	AMIN007207, AMIN006783, AMIN010226, AMIN009132, AMIN004322
OG0000854	LOC129793009	AMIN010048, AMIN010047
OG0000855	LOC129789897	AMIN005292
OG0000856	LOC129790813, LOC129792104, LOC129786181	AMIN010508, AMIN010509
OG0000857	LOC129785877	AMIN004794
OG0000858	LOC129785850	AMIN003765
OG0000859	LOC129788037	AMIN004995
OG0000860	LOC129786266	AMIN005458
OG0000863	LOC129793328	AMIN010434
OG0000864	LOC129793138	AMIN006245, AMIN006246
OG0000865	LOC129790135	AMIN005467, AMIN007173
OG0000866	LOC129792732	AMIN011126, AMIN011127, AMIN011128
OG0000867	LOC129786070	AMIN003607
OG0000868	LOC129792166	AMIN009960, AMIN009956
OG0000870	LOC129787090	AMIN007260, AMIN005403
OG0000872	LOC129797115	AMIN005621, AMIN010271
OG0000873	LOC129792698	AMIN007294
OG0000874	LOC129790074	AMIN005902, AMIN005901
OG0000875	LOC129788011	AMIN005449
OG0000876	LOC129797362, LOC129797390	AMIN000345
OG0000877	LOC129788029	AMIN004669, AMIN002993
OG0000878	LOC129793385	AMIN011498
OG0000879	LOC129786508, LOC129786528, LOC129786530	AMIN015599, AMIN015598
OG0000881	LOC129797026	AMIN002676, AMIN002674
OG0000882	LOC129795525	AMIN008476, AMIN008475, AMIN008478
OG0000883	LOC129791918	AMIN011056, AMIN011057
OG0000884	LOC129796295	AMIN004966, AMIN004962
OG0000885	LOC129787789	AMIN002663, AMIN002664
OG0000886	LOC129793963	AMIN007762, AMIN007758
OG0000887	LOC129789293	AMIN010554, AMIN002394
OG0000888	LOC129790593	AMIN001617, AMIN001618, AMIN001619
OG0000889	LOC129793644	AMIN007853, AMIN007857, AMIN007854
OG0000890	LOC129786434	AMIN004575, AMIN004578
OG0000893	LOC129788074, LOC129786042	AMIN000745
OG0000894	LOC129790516, LOC129789882	AMIN007146
OG0000895	LOC129797858	AMIN005450
OG0000896	LOC129788923, LOC129790573	AMIN001698
OG0000900	LOC129791238	AMIN005076
OG0000901	LOC129795564	AMIN008822, AMIN008821
OG0000902	LOC129789494	AMIN005263, AMIN005262
OG0000904	LOC129788200, LOC129786071	AMIN016094, AMIN016093
OG0000906	LOC129792596	AMIN010094, AMIN010093
OG0000907	LOC129790351	AMIN003529
OG0000908	LOC129790100	AMIN000097, AMIN004225, AMIN000972
OG0000909	LOC129796560	AMIN004174, AMIN004173
OG0000910	LOC129795282	AMIN003898
OG0000911	LOC129795049, LOC129795046, LOC129795115, LOC129795047, LOC129795048, LOC129795050	AMIN005201
OG0000914	LOC129789702, LOC129791929, LOC129789064, LOC129789703, LOC129790499, LOC129793965, LOC129792174, LOC129796589, LOC129792434	AMIN002114
OG0000926	LOC129787193	AMIN009606, AMIN008050, AMIN007702
OG0000929	LOC129794044	AMIN006298, AMIN006297
OG0000940	LOC129790864	AMIN006257
OG0000941	LOC129796100	AMIN000656
OG0000944	LOC129786944	AMIN000418
OG0000945	LOC129791341	AMIN005200
OG0000946	LOC129788541	AMIN005993, AMIN005992
OG0000947	LOC129795083	AMIN005024
OG0000948	LOC129793500	AMIN006406
OG0000951	LOC129793103	AMIN010985
OG0000954	LOC129790521	AMIN001996, AMIN001997, AMIN001998
OG0000955	LOC129788857	AMIN003445
OG0000956	LOC129791637	AMIN007072, AMIN010334
OG0000958	LOC129789081	AMIN003537, AMIN005628
OG0000959	LOC129788197	AMIN003328, AMIN003330
OG0000960	LOC129787101	AMIN003889, AMIN003892
OG0000961	LOC129789061, LOC129789060, LOC129791743	AMIN015960
OG0000962	LOC129788175	AMIN003862
OG0000963	LOC129791715	AMIN000438, AMIN000439
OG0000964	LOC129789690	AMIN008982
OG0000965	LOC129793540	AMIN010793
OG0000966	LOC129796954, LOC129794317, LOC129796959	AMIN008668
OG0000967	LOC129787131	AMIN002911, AMIN002913, AMIN006907, AMIN002917
OG0000968	LOC129786430	AMIN002113, AMIN000054
OG0000969	LOC129792145	AMIN008175
OG0000972	LOC129791340	AMIN009726
OG0000973	LOC129788414	AMIN004868, AMIN004869
OG0000974	LOC129790235	AMIN001752, AMIN009795
OG0000975	LOC129794101	AMIN010995
OG0000976	LOC129794233	AMIN011179, AMIN011180
OG0000977	LOC129795519	AMIN003896
OG0000978	LOC129791015	AMIN001929
OG0000979	LOC129790816	AMIN009863
OG0000980	LOC129788975	AMIN003509, AMIN005697
OG0000982	LOC129797134	AMIN005578, AMIN005579
OG0000984	LOC129792919	AMIN011029, AMIN011027
OG0000985	LOC129794771	AMIN002865
OG0000986	LOC129793529	AMIN001244
OG0000987	LOC129789906	AMIN001869
OG0000988	LOC129789053	AMIN006425
OG0000989	LOC129794910	AMIN005002
OG0000990	LOC129790037	AMIN001887
OG0000991	LOC129792113	AMIN008989
OG0000993	LOC129793738	AMIN003577
OG0000994	LOC129794241	AMIN011148
OG0000995	LOC129787625	AMIN001280, AMIN005774
OG0000996	LOC129796131	AMIN005963, AMIN005983, AMIN009519
OG0000997	LOC129792516	AMIN010086, AMIN010087
OG0000998	LOC129787963	AMIN004777
OG0000999	LOC129787879, LOC129797687, LOC129797198	AMIN008453, AMIN008454
OG0001000	LOC129794479, LOC129795878, LOC129794521, LOC129795305	AMIN004305
OG0001001	LOC129789861, LOC129793688	AMIN001667
OG0001002	LOC129791439	AMIN001925
OG0001003	LOC129792614	AMIN005789
OG0001004	LOC129789094, LOC129792668	AMIN010597
OG0001005	LOC129790275	AMIN005179, AMIN004616
OG0001006	LOC129790929	AMIN005829
OG0001008	LOC129795176	AMIN008491
OG0001009	LOC129786970, LOC129786956, LOC129791459	AMIN005477
OG0001010	LOC129792704, LOC129795695, LOC129788700, LOC129791406	AMIN005139
OG0001011	LOC129788760, LOC129790740	AMIN002616, AMIN002614
OG0001013	LOC129791329, LOC129791681, LOC129791698	AMIN005771
OG0001014	LOC129791201	AMIN005525, AMIN001357
OG0001016	LOC129797780, LOC129797778	AMIN016151, AMIN000332
OG0001018	LOC129788551, LOC129788546	AMIN001971, AMIN001973
OG0001020	LOC129786180	AMIN005243
OG0001022	LOC129786089	AMIN016113
OG0001024	LOC129788527	AMIN001092, AMIN001643
OG0001026	LOC129794084	AMIN008502
OG0001027	LOC129795138	AMIN008758, AMIN008759
OG0001028	LOC129795454	AMIN002624
OG0001029	LOC129788741	AMIN009759, AMIN005176
OG0001032	LOC129797772	AMIN015967
OG0001034	LOC129795761, LOC129787325	AMIN000397
OG0001036	LOC129791200	AMIN001809
OG0001037	LOC129792572	AMIN006243
OG0001039	LOC129787219	AMIN003390, AMIN003387, AMIN003388
OG0001040	LOC129790565, LOC129797394, LOC129790576	AMIN001691, AMIN001692
OG0001042	LOC129796040, LOC129796033, LOC129796013, LOC129796003	AMIN002230
OG0001044	LOC129791588, LOC129791587	AMIN008030
OG0001045	LOC129790522	AMIN008350, AMIN005271
OG0001047	LOC129786341, LOC129786344, LOC129794036, LOC129786345	AMIN016264
OG0001048	LOC129797230, LOC129797229	AMIN008279
OG0001049	LOC129796382	AMIN007044, AMIN007042, AMIN007045
OG0001050	LOC129794622, LOC129790880	AMIN010117
OG0001055	LOC129790165	AMIN005476, AMIN004336
OG0001057	LOC129785857	AMIN003764
OG0001058	LOC129786362	AMIN004160
OG0001059	LOC129797218	AMIN003687
OG0001060	LOC129797828	AMIN003780
OG0001061	LOC129790603	AMIN001627, AMIN001626, AMIN001630
OG0001062	LOC129788539	AMIN005991
OG0001063	LOC129788634	AMIN000170, AMIN000169
OG0001064	LOC129791853	AMIN010943
OG0001065	LOC129787932	AMIN002119, AMIN002120
OG0001066	LOC129789269	AMIN000615, AMIN000617
OG0001067	LOC129789781	AMIN003259, AMIN003257, AMIN003258
OG0001068	LOC129787046	AMIN003177, AMIN003175
OG0001069	LOC129787026	AMIN003015, AMIN003014
OG0001070	LOC129793555	AMIN009549
OG0001071	LOC129795388	AMIN008387
OG0001072	LOC129791290	AMIN001002, AMIN001005
OG0001073	LOC129790121	AMIN005253, AMIN005254
OG0001074	LOC129788670	AMIN005048
OG0001075	LOC129797022	AMIN003953, AMIN003954
OG0001076	LOC129785981	AMIN002469, AMIN002470, AMIN002468
OG0001077	LOC129793752	AMIN008908
OG0001078	LOC129788875	AMIN000975, AMIN001937, AMIN009873, AMIN009872
OG0001079	LOC129793664	AMIN011488
OG0001079	LOC129793657	AMIN011491
OG0001080	LOC129791356	AMIN008441, AMIN008442, AMIN008440
OG0001081	LOC129791844	AMIN010172, AMIN010171
OG0001082	LOC129791458	AMIN005472
OG0001083	LOC129795765	AMIN009068, AMIN009070
OG0001084	LOC129794593	AMIN006872, AMIN006875
OG0001085	LOC129796635	AMIN006542
OG0001086	LOC129792225	AMIN010642, AMIN010640
OG0001087	LOC129794078	AMIN008206, AMIN006196
OG0001090	LOC129786306	AMIN004977, AMIN005063
OG0001091	LOC129794575	AMIN016060
OG0001092	LOC129788411, LOC129788409	AMIN005744
OG0001094	LOC129790523, LOC129790524	AMIN001999, AMIN003901
OG0001095	LOC129794186	AMIN007194, AMIN007195
OG0001096	LOC129790467, LOC129789266	AMIN002055
OG0001097	LOC129791217	AMIN001735
OG0001098	LOC129791313	AMIN005944, AMIN016144
OG0001101	LOC129793636	AMIN010394
OG0001102	LOC129791849	AMIN015757
OG0001103	LOC129794982	AMIN005413
OG0001104	LOC129785976	AMIN000780, AMIN000782
OG0001105	LOC129797284	AMIN003708, AMIN003705
OG0001106	LOC129791987	AMIN010606, AMIN010603
OG0001107	LOC129797543	AMIN003986, AMIN003987
OG0001109	LOC129788390	AMIN006240, AMIN006239
OG0001110	LOC129791799	AMIN011622, AMIN011621
OG0001111	LOC129792625	AMIN011548
OG0001112	LOC129794923	AMIN009312
OG0001113	LOC129793132	AMIN009994, AMIN009995
OG0001115	LOC129787244, LOC129787243	AMIN016157, AMIN004187
OG0001123	LOC129787595	AMIN007727, AMIN002886
OG0001138	LOC129793026	AMIN000512
OG0001139	LOC129792462	AMIN015609
OG0001142	LOC129797673, LOC129797675	AMIN000881
OG0001144	LOC129790186	AMIN011633
OG0001145	LOC129790848	AMIN005804, AMIN009888, AMIN005805
OG0001147	LOC129792090	AMIN010168
OG0001148	LOC129791114	AMIN000695
OG0001149	LOC129797593	AMIN000393
OG0001150	LOC129794585	AMIN009169, AMIN009166
OG0001151	LOC129790954	AMIN001819
OG0001152	LOC129790528	AMIN007075
OG0001153	LOC129795593	AMIN008797
OG0001154	LOC129795336	AMIN008806
OG0001155	LOC129795834	AMIN008799
OG0001158	LOC129797717	AMIN002500, AMIN002499
OG0001159	LOC129793087	AMIN010879, AMIN010881
OG0001160	LOC129789294	AMIN005106, AMIN005105
OG0001162	LOC129789452	AMIN015818
OG0001163	LOC129793609	AMIN006407
OG0001166	LOC129791338	AMIN006363
OG0001167	LOC129790044	AMIN009427
OG0001168	LOC129797215	AMIN004522
OG0001170	LOC129791829	AMIN010178
OG0001171	LOC129794785	AMIN003910, AMIN003909
OG0001172	LOC129787585	AMIN007984
OG0001173	LOC129797583	AMIN006798
OG0001174	LOC129786251	AMIN004122, AMIN004121
OG0001175	LOC129787315	AMIN004115, AMIN004117
OG0001176	LOC129797364	AMIN003957
OG0001177	LOC129785986	AMIN006333, AMIN005797
OG0001178	LOC129790517	AMIN001994
OG0001179	LOC129791030	AMIN001390, AMIN001388
OG0001180	LOC129788976	AMIN007064, AMIN007063
OG0001181	LOC129786120	AMIN000684, AMIN000679
OG0001182	LOC129787593	AMIN002553, AMIN002554
OG0001183	LOC129786482	AMIN000735, AMIN000734
OG0001184	LOC129795045	AMIN008267
OG0001185	LOC129788331	AMIN000592, AMIN000594
OG0001186	LOC129790558	AMIN000290, AMIN000288
OG0001188	LOC129786823	AMIN003869
OG0001189	LOC129787741	AMIN003531
OG0001190	LOC129794660	AMIN008626
OG0001191	LOC129796042	AMIN004463
OG0001192	LOC129795136, LOC129795137	AMIN006834
OG0001194	LOC129797076, LOC129786937	AMIN008662, AMIN008664
OG0001195	LOC129796300	AMIN008234
OG0001196	LOC129796450	AMIN008391, AMIN008390
OG0001197	LOC129796231	AMIN009348
OG0001199	LOC129787441	AMIN005356, AMIN005355
OG0001200	LOC129794951	AMIN007229
OG0001201	LOC129793638	AMIN006287
OG0001202	LOC129790675	AMIN002606
OG0001204	LOC129788920	AMIN002600, AMIN002601
OG0001205	LOC129788476	AMIN001913
OG0001206	LOC129793483	AMIN002843, AMIN002845
OG0001207	LOC129789730	AMIN004870
OG0001208	LOC129792511, LOC129790343	AMIN009276
OG0001209	LOC129787116	AMIN002768
OG0001210	LOC129789059	AMIN001023, AMIN001022
OG0001211	LOC129794278, LOC129789216, LOC129796320	AMIN014129
OG0001212	LOC129786776	AMIN016214
OG0001215	LOC129794117	AMIN015920
OG0001218	LOC129787982	AMIN010751
OG0001219	LOC129792661	AMIN010100
OG0001220	LOC129792760	AMIN007993, AMIN007994
OG0001221	LOC129795596	AMIN008134
OG0001222	LOC129792565	AMIN007210
OG0001223	LOC129789118	AMIN010277
OG0001224	LOC129789722, LOC129788434	AMIN001712, AMIN001711
OG0001225	LOC129791107	AMIN002003, AMIN002002
OG0001226	LOC129789466	AMIN001953, AMIN001952
OG0001227	LOC129786360	AMIN000799, AMIN000798
OG0001229	LOC129793019	AMIN011018, AMIN011017, AMIN011016
OG0001230	LOC129790742	AMIN001906
OG0001231	LOC129786580	AMIN009230
OG0001232	LOC129787800, LOC129797716, LOC129788785, LOC129788854	AMIN003514
OG0001234	LOC129797505	AMIN002494
OG0001235	LOC129797456	AMIN003152
OG0001236	LOC129790098	AMIN004029, AMIN004028
OG0001237	LOC129788970	AMIN009654, AMIN007084
OG0001238	LOC129790419	AMIN005146
OG0001239	LOC129790877	AMIN005832
OG0001241	LOC129789826	AMIN001732
OG0001244	LOC129794671	AMIN006909, AMIN006908
OG0001245	LOC129790968	AMIN001089, AMIN001090
OG0001246	LOC129792984	AMIN005074
OG0001247	LOC129794715, LOC129794718, LOC129791053	AMIN002950
OG0001248	LOC129791559	AMIN003117, AMIN003116
OG0001249	LOC129796838	AMIN000429
OG0001251	LOC129793082	AMIN005148
OG0001252	LOC129789405, LOC129786917	AMIN016023
OG0001253	LOC129792804	AMIN011119
OG0001254	LOC129789034	AMIN003115
OG0001255	LOC129790304	AMIN009515, AMIN009516
OG0001257	LOC129791044	AMIN006061, AMIN006060
OG0001258	LOC129794691, LOC129795222	AMIN001331
OG0001259	LOC129791214	AMIN001660
OG0001260	LOC129789595	AMIN014758, AMIN009843
OG0001262	LOC129791832	AMIN011585, AMIN011587
OG0001263	LOC129790926	AMIN003863
