Orthogroup	LlongipalpisASM	Aalbopictus_AalbF5
OG0000273	LOC129794573, LOC129794527, LOC129794600	LOC109431749, LOC109401498
OG0000274	LOC129788675, LOC129795658, LOC129788672, LOC129795638	LOC109399255, LOC109399254, LOC109401921
OG0000277	LOC129791521	LOC134291511, LOC134284201
OG0000278	LOC129786521, LOC129791056, LOC129791052	LOC109423828
OG0000280	LOC129794053	LOC109398599, LOC109622613
OG0000286	LOC129786965	LOC134288579, LOC109419311, LOC115265212, LOC109419306, LOC109419312, LOC109399258, LOC134291529
OG0000289	LOC129789651, LOC129789648, LOC129789646	LOC134289615, LOC134290940, LOC134289612
OG0000290	LOC129794578	LOC109407690, LOC134283955, LOC115268390
OG0000291	LOC129796116	LOC109399285
OG0000291	LOC129791815	LOC115254554
OG0000292	LOC129789397	LOC134287964, LOC134287045
OG0000293	LOC129794823, LOC129788774	LOC109402618, LOC109433336, LOC109402619
OG0000294	LOC129789645	LOC109421880
OG0000294	LOC129789635	LOC109421875
OG0000296	LOC129789943	LOC109407364, LOC109407352
OG0000297	LOC129791271, LOC129795319, LOC129790452, LOC129793248	LOC115256454, LOC115256453, LOC109427517
OG0000299	LOC129797703	LOC109420459, LOC109426283, LOC109426282
OG0000301	LOC129791350	LOC109419683, LOC109622103
OG0000302	LOC129794019, LOC129794016	LOC109409795, LOC109412825, LOC109409797
OG0000303	LOC129786927	LOC109414989, LOC109423432, LOC109423438
OG0000304	LOC129788607	LOC115266210, LOC109622152
OG0000304	LOC129788353	LOC115255403
OG0000305	LOC129788936	LOC109417728
OG0000306	LOC129792581	LOC109427899, LOC115263988
OG0000311	LOC129797680, LOC129791123, LOC129797827, LOC129791363, LOC129795702	LOC134284264, LOC134287032, LOC134288719
OG0000319	LOC129792976, LOC129792973	LOC109419083, LOC109404744
OG0000324	LOC129791049	LOC115268591, LOC109621385
OG0000325	LOC129793668	LOC109419655, LOC109402478, LOC109621375, LOC109410004
OG0000326	LOC129786690	LOC109406334, LOC115257242
OG0000327	LOC129788407	LOC109407226
OG0000328	LOC129795928	LOC109410565, LOC115268300
OG0000329	LOC129790306	LOC109429565, LOC109429983
OG0000330	LOC129790371	LOC109431560, LOC109431569, LOC109431850
OG0000331	LOC129786465	LOC109428018, LOC109418192
OG0000332	LOC129787519	LOC109405410
OG0000333	LOC129792561	LOC109399400
OG0000334	LOC129789420, LOC129789377, LOC129789388, LOC129789243, LOC129789387, LOC129789380, LOC129789362, LOC129789379, LOC129789244, LOC129789242, LOC129789359, LOC129789374	LOC134289025
OG0000336	LOC129790183, LOC129792929	LOC109408655, LOC109621296
OG0000337	LOC129794112	LOC109415181, LOC109415182, LOC109430079, LOC109428503, LOC115256546, LOC115256548, LOC109428498, LOC115256404, LOC115256615, LOC109428535, LOC109428502, LOC109430082
OG0000344	LOC129796894, LOC129796895, LOC129786968	LOC109400802, LOC109430839
OG0000345	LOC129786395	LOC115253693, LOC115264547, LOC109400458
OG0000349	LOC129793891	LOC115268499, LOC134284677, LOC109621924
OG0000350	LOC129793586	LOC109416155, LOC109416608, LOC109407449, LOC109416681, LOC109416628, LOC109416670, LOC109416657, LOC109407402
OG0000351	LOC129794682	LOC109431534, LOC109422416
OG0000352	LOC129786247	LOC109430165, LOC109423357
OG0000352	LOC129786294	LOC109432136
OG0000353	LOC129794007	LOC134284734, LOC109413962, LOC109413964, LOC109413963
OG0000354	LOC129787091	LOC109414751, LOC109425341
OG0000355	LOC129787439	LOC115253987, LOC109409069
OG0000356	LOC129786611, LOC129786607, LOC129786612, LOC129786240	LOC109414269
OG0000357	LOC129797618	LOC109425351, LOC109425349
OG0000358	LOC129797007	LOC109421971
OG0000358	LOC129787783, LOC129797167, LOC129797169, LOC129797027, LOC129797035, LOC129797023, LOC129797038, LOC129797042, LOC129787344, LOC129787327, LOC129787329, LOC129787336, LOC129787342, LOC129787333, LOC129787334, LOC129787352, LOC129787351	LOC109425033
OG0000359	LOC129793872	LOC109413693, LOC109413684, LOC109413685
OG0000360	LOC129793800	LOC109426006, LOC109426005
OG0000360	LOC129796548	LOC115268035
OG0000363	LOC129797000	LOC109431669, LOC109431631, LOC115267493, LOC115259270
OG0000364	LOC129791717	LOC109417614, LOC109426760, LOC109426761
OG0000365	LOC129787071	LOC109420926, LOC109412662
OG0000367	LOC129794337, LOC129792101, LOC129795024	LOC109406417
OG0000368	LOC129790768, LOC129790769, LOC129796330, LOC129790703, LOC129790738, LOC129790737, LOC129790736	LOC115268779, LOC115253469, LOC109412743
OG0000369	LOC129790261	LOC115255415, LOC115255405
OG0000370	LOC129786379	LOC109421677, LOC109426721
OG0000371	LOC129794045	LOC109417820, LOC134288495, LOC115265256
OG0000372	LOC129790937	LOC109402069, LOC134285328, LOC109427360, LOC134283900
OG0000374	LOC129788630	LOC115264765, LOC109621933, LOC109413561, LOC109428103, LOC109431115, LOC115259758, LOC134285612, LOC109425133, LOC134286088, LOC109425145, LOC109430177, LOC109413153, LOC134284256, LOC115257023, LOC109424986, LOC134290683, LOC115268034, LOC109411539, LOC109404232, LOC115265402, LOC109423101
OG0000381	LOC129792906, LOC129792907, LOC129792591	LOC109431293, LOC109418937
OG0000382	LOC129786797, LOC129796311	LOC109408978
OG0000382	LOC129796310	LOC109426479
OG0000383	LOC129785995	LOC109413923
OG0000383	LOC129787610, LOC129794998	LOC115260955
OG0000386	LOC129794213	LOC109406410, LOC109417265, LOC109399194
OG0000387	LOC129792588	LOC115267498, LOC109404924
OG0000389	LOC129792672	LOC115254253
OG0000389	LOC129796262	LOC115265043, LOC109424263
OG0000390	LOC129786718	LOC109428795, LOC115271008, LOC109429608, LOC109429601, LOC109429611, LOC109422133, LOC109422136, LOC109432597
OG0000391	LOC129787235	LOC109423211
OG0000391	LOC129791955	LOC115256097
OG0000393	LOC129785949, LOC129785948, LOC129785957	LOC109424077, LOC109424074
OG0000394	LOC129791762	LOC109408907, LOC109408910, LOC109408909
OG0000395	LOC129788433	LOC109405903
OG0000395	LOC129796829, LOC129789717	LOC109398706
OG0000396	LOC129790169	LOC109430162, LOC109430163
OG0000397	LOC129790187	LOC109428250
OG0000397	LOC129790172	LOC109427075
OG0000399	LOC129794264	LOC115263357
OG0000400	LOC129786701	LOC109407994, LOC115269850, LOC109405168
OG0000401	LOC129797202	LOC109418407
OG0000401	LOC129786605	LOC109412802
OG0000403	LOC129788394	LOC109405351, LOC115255632
OG0000403	LOC129793356	LOC109398107
OG0000404	LOC129795523	LOC109401173, LOC109401146, LOC134284179
OG0000407	LOC129791712	LOC109424709, LOC134283926, LOC109424712, LOC134291633, LOC134285730
OG0000408	LOC129797650, LOC129797649	LOC115260129, LOC115260130, LOC109430548
OG0000409	LOC129787069	LOC109420930, LOC109412654
OG0000410	LOC129786954, LOC129794457	LOC109415792, LOC115264861, LOC115266173, LOC109412327, LOC115266099, LOC109422540, LOC109422701, LOC109412339
OG0000411	LOC129786847, LOC129786629	LOC134291258, LOC134291129
OG0000412	LOC129788847	LOC134284900, LOC115256380, LOC115256649, LOC115256648
OG0000413	LOC129792318	LOC109397940
OG0000414	LOC129790511	LOC109424228
OG0000415	LOC129796507, LOC129792005, LOC129793033, LOC129786334, LOC129788746, LOC129788753, LOC129792944, LOC129789744, LOC129788765, LOC129791917, LOC129795786, LOC129788748, LOC129796809, LOC129786320, LOC129789524, LOC129789523	LOC109397125
OG0000416	LOC129792009	LOC115253908, LOC109426657, LOC109426655, LOC109426741, LOC109417941
OG0000417	LOC129796020	LOC109411049
OG0000417	LOC129792608, LOC129787782	LOC109406499
OG0000429	LOC129797527	LOC115269552, LOC109622073
OG0000430	LOC129790395	LOC109427699, LOC109427697
OG0000431	LOC129786890, LOC129786889, LOC129786888	LOC109411861, LOC115260799
OG0000432	LOC129793235	LOC109409360, LOC109417427
OG0000433	LOC129787458	LOC109623006, LOC109622188
OG0000435	LOC129793979, LOC129788654	LOC109399074, LOC134291823, LOC109409889, LOC109399127
OG0000437	LOC129796837, LOC129796843	LOC109433402
OG0000437	LOC129786972	LOC109433401
OG0000438	LOC129796877, LOC129796853	LOC109403303, LOC109433400, LOC109403274
OG0000439	LOC129791046	LOC109425148
OG0000439	LOC129791051	LOC109429421
OG0000440	LOC129786063	LOC109411686, LOC109411655
OG0000441	LOC129789191	LOC109423025
OG0000442	LOC129787812	LOC109428969, LOC109408718
OG0000443	LOC129786466	LOC109400886, LOC109401381
OG0000445	LOC129788571	LOC109401562
OG0000445	LOC129795393	LOC109398913
OG0000446	LOC129792631	LOC109414069, LOC115258016, LOC115258017
OG0000447	LOC129791462	LOC109409155, LOC109409153
OG0000448	LOC129791218	LOC109409127
OG0000448	LOC129797162	LOC109405027
OG0000449	LOC129788782	LOC115256563, LOC109401927
OG0000449	LOC129795663	LOC109433196
OG0000450	LOC129791284	LOC115255343
OG0000450	LOC129791285	LOC115253661, LOC134287731
OG0000451	LOC129797430	LOC109414708, LOC134284988, LOC109412193, LOC115255738
OG0000453	LOC129796269	LOC109413132
OG0000454	LOC129791222, LOC129791223, LOC129789958, LOC129789953, LOC129789957, LOC129789984, LOC129789955, LOC129789970, LOC129786231, LOC129789956	LOC109406531, LOC109429681
OG0000455	LOC129793202	LOC109423314
OG0000455	LOC129795185, LOC129794005	LOC115253807
OG0000456	LOC129789003	LOC109415681, LOC109418348
OG0000457	LOC129797501	LOC109398361
OG0000457	LOC129797497	LOC109398558
OG0000460	LOC129786399	LOC115268722, LOC109399355
OG0000461	LOC129788689, LOC129788691	LOC109422876, LOC109433652
OG0000464	LOC129792136	LOC115265344, LOC115265356, LOC115265355
OG0000465	LOC129794475, LOC129787824, LOC129787821, LOC129787819, LOC129787822, LOC129787823	LOC109424835
OG0000466	LOC129788859	LOC109433657
OG0000476	LOC129797587, LOC129797598	LOC109416051
OG0000478	LOC129789679	LOC115265005
OG0000478	LOC129789267	LOC115264937
OG0000479	LOC129786132, LOC129786130	LOC115268723, LOC109428027
OG0000480	LOC129795298	LOC109426513, LOC109426511
OG0000481	LOC129793585	LOC109407398
OG0000482	LOC129789436	LOC109429643, LOC109429642
OG0000483	LOC129790713	LOC109419070, LOC134286400
OG0000484	LOC129797633	LOC109425082, LOC109419028
OG0000485	LOC129795192	LOC109621341, LOC109621339
OG0000486	LOC129796376	LOC109415196, LOC109421809
OG0000487	LOC129796445	LOC109621808, LOC109416114
OG0000489	LOC129789596	LOC109406904, LOC109412957
OG0000490	LOC129797526, LOC129793927	LOC134289965, LOC134291854
OG0000491	LOC129786095	LOC109416868, LOC109623095
OG0000492	LOC129790192	LOC109425357, LOC109418683
OG0000494	LOC129795759	LOC109400872
OG0000494	LOC129795756	LOC134287907, LOC109623132
OG0000495	LOC129789139	LOC109417730, LOC109428206
OG0000496	LOC129789632	LOC134284636, LOC134291985
OG0000496	LOC129786268	LOC109411182
OG0000497	LOC129787431	LOC115269560, LOC109420370
OG0000498	LOC129786578, LOC129786574, LOC129786579	LOC109414799, LOC109418646
OG0000499	LOC129790607	LOC134288418, LOC109413463, LOC134285570, LOC109400515
OG0000500	LOC129788005	LOC109431093, LOC109414630, LOC109424816
OG0000501	LOC129797582	LOC109401537, LOC109412613, LOC109412614
OG0000502	LOC129785827	LOC109421941
OG0000504	LOC129793723	LOC115266033, LOC109424039, LOC109402353
OG0000506	LOC129792624	LOC115256099, LOC109414068, LOC115256102
OG0000507	LOC129791979	LOC115256103, LOC109414072
OG0000509	LOC129792415	LOC109426589, LOC109426590, LOC134287360
OG0000510	LOC129791881	LOC109425180, LOC109425173
OG0000511	LOC129797841	LOC109425513, LOC109425525
OG0000512	LOC129789515	LOC109415211
OG0000512	LOC129789516	LOC109428382
OG0000513	LOC129788566, LOC129788563, LOC129788564, LOC129795257, LOC129787379, LOC129794452, LOC129788562	LOC115259486, LOC109406863, LOC109406864, LOC115256347, LOC109402748
OG0000514	LOC129785846	LOC109400992, LOC115255015
OG0000515	LOC129790939	LOC115264138, LOC109398588
OG0000516	LOC129791524, LOC129797636	LOC109410440, LOC109401458
OG0000517	LOC129795838, LOC129787799, LOC129787785, LOC129789028, LOC129790802	LOC109415719
OG0000518	LOC129793591	LOC109423301, LOC109423253
OG0000519	LOC129793219	LOC109417624, LOC109426733, LOC109417822, LOC109417827, LOC109426788
OG0000520	LOC129788574	LOC109423887
OG0000520	LOC129788575	LOC109404792
OG0000521	LOC129792109	LOC109418072
OG0000521	LOC129792300	LOC109418321
OG0000522	LOC129788714	LOC115257747, LOC109420067
OG0000523	LOC129797678	LOC115259474
OG0000524	LOC129792438	LOC109403198, LOC109402739
OG0000526	LOC129796859, LOC129794163	LOC109411927, LOC109406265
OG0000527	LOC129787200	LOC109423591, LOC109423594
OG0000528	LOC129793220	LOC115270379, LOC109403072
OG0000535	LOC129788946, LOC129788947	LOC109429794, LOC109398275
OG0000536	LOC129786855	LOC109414815, LOC109418840
OG0000537	LOC129792344	LOC109412349, LOC109416192, LOC115255562, LOC109419835, LOC109420602
OG0000538	LOC129785868	LOC109430354, LOC109430325
OG0000540	LOC129795815, LOC129795822	LOC109402659, LOC115268762, LOC134284849, LOC134284856, LOC134284906, LOC109402682
OG0000542	LOC129787142	LOC109412237
OG0000542	LOC129787129	LOC115253484
OG0000543	LOC129790875	LOC109427741
OG0000543	LOC129790828	LOC115260725
OG0000544	LOC129793436	LOC109429585
OG0000544	LOC129793456	LOC109415777
OG0000546	LOC129791191	LOC109423055
OG0000546	LOC129791189	LOC115253915, LOC109423056
OG0000547	LOC129789445	LOC109622788, LOC109622622
OG0000548	LOC129788460, LOC129793810, LOC129796665	LOC109427046, LOC109623357, LOC115256573, LOC109424775
OG0000549	LOC129796163, LOC129787746	LOC109427648
OG0000550	LOC129793857	LOC115263103, LOC109416717, LOC115263134, LOC109425632
OG0000551	LOC129787904, LOC129787888	LOC109432153
OG0000552	LOC129793549	LOC115267361, LOC134285723
OG0000553	LOC129792363	LOC109412894
OG0000555	LOC129786450	LOC109416395, LOC109430046, LOC109416372, LOC115263411
OG0000557	LOC129791307	LOC109405654
OG0000558	LOC129793107	LOC109419262, LOC109400382
OG0000559	LOC129787647	LOC109429221, LOC115261363
OG0000560	LOC129791771, LOC129796515	LOC109418122, LOC109424772
OG0000561	LOC129792664	LOC109431665
OG0000561	LOC129792671	LOC109431683
OG0000562	LOC129796001	LOC109406256
OG0000562	LOC129793753, LOC129796544	LOC109406730
OG0000563	LOC129787428	LOC115264129, LOC115264141
OG0000564	LOC129790481	LOC109409290
OG0000564	LOC129790484	LOC109419533
OG0000565	LOC129788762	LOC109422005, LOC115256419
OG0000566	LOC129795066	LOC109410100, LOC109418615
OG0000567	LOC129794069	LOC109403135
OG0000567	LOC129794176	LOC109414720
OG0000568	LOC129793949	LOC115268481, LOC109407918
OG0000569	LOC129797441	LOC109414177
OG0000569	LOC129797546	LOC109414176
OG0000572	LOC129793426	LOC109408067
OG0000573	LOC129790886	LOC115256807, LOC109405102
OG0000579	LOC129793001	LOC115253489, LOC109413755
OG0000580	LOC129794431	LOC109399953, LOC109405928
OG0000581	LOC129792112	LOC115263322, LOC109416943
OG0000582	LOC129791278, LOC129790571	LOC109621814
OG0000584	LOC129795290	LOC115267440, LOC109400174
OG0000586	LOC129786887, LOC129790177	LOC109412123, LOC109411871, LOC109425546
OG0000588	LOC129786769	LOC109403852
OG0000588	LOC129797624	LOC115268552
OG0000599	LOC129788545	LOC134292078, LOC134288098, LOC134289502, LOC134291365, LOC134292128, LOC134288405, LOC134285676, LOC134288657, LOC134289869, LOC134284923, LOC134290260, LOC134288875, LOC134291437, LOC134283923, LOC134291955, LOC134288180, LOC134284826
OG0000606	LOC129795943, LOC129795511	LOC109415498, LOC109415500, LOC115267668
OG0000607	LOC129796412	LOC109409115, LOC109413555
OG0000608	LOC129790262	LOC109429916
OG0000609	LOC129789280, LOC129790035, LOC129789951, LOC129791241, LOC129788166, LOC129795243, LOC129794971, LOC129794411	LOC109419595
OG0000610	LOC129793437	LOC109407392, LOC109416014
OG0000611	LOC129794969, LOC129792305	LOC109622501, LOC109622498
OG0000612	LOC129793245, LOC129791742	LOC109622431, LOC109410479, LOC115265630
OG0000613	LOC129797020	LOC109429147
OG0000614	LOC129794514, LOC129787902	LOC109413458, LOC115265775, LOC109405129
OG0000615	LOC129793095	LOC109623116, LOC109623117
OG0000616	LOC129787986	LOC109409377, LOC109409353, LOC109419551, LOC109409287, LOC109623130
OG0000618	LOC129786155	LOC109400383
OG0000619	LOC129790543	LOC109425300
OG0000619	LOC129790552	LOC109399851
OG0000621	LOC129789158	LOC109432285, LOC109420692
OG0000622	LOC129791514, LOC129795662, LOC129794311, LOC129795246	LOC134290554, LOC109396976
OG0000623	LOC129795989	LOC109399668
OG0000624	LOC129787186	LOC109429096, LOC109429098
OG0000625	LOC129797405	LOC134284016, LOC109413737
OG0000626	LOC129787438	LOC134284905, LOC109402692, LOC134284853, LOC109402667
OG0000627	LOC129796028	LOC109409926
OG0000629	LOC129789450	LOC109431375
OG0000629	LOC129796880, LOC129791990	LOC109431398
OG0000631	LOC129790689, LOC129790682, LOC129790676, LOC129790648, LOC129790687, LOC129789197, LOC129790679	LOC115264910
OG0000632	LOC129790746	LOC115255627, LOC115255639
OG0000633	LOC129789117	LOC109424971
OG0000634	LOC129789630, LOC129790889, LOC129794049	LOC109397138
OG0000635	LOC129793876	LOC109428007, LOC115268734
OG0000636	LOC129792190	LOC109425681, LOC109423014
OG0000637	LOC129794946	LOC109422198
OG0000639	LOC129792772	LOC115261964, LOC109423337
OG0000640	LOC129788673	LOC109414369, LOC109415824, LOC115269659, LOC115269658
OG0000641	LOC129787296	LOC109622813
OG0000641	LOC129787356, LOC129787297	LOC115254098
OG0000643	LOC129796821, LOC129792422, LOC129796228	LOC109427063, LOC115266489, LOC109427062
OG0000644	LOC129794535, LOC129794595, LOC129795223, LOC129795224	LOC109420412, LOC134292130
OG0000645	LOC129794232	LOC109420201, LOC109420202
OG0000647	LOC129787355	LOC109622524, LOC109622523
OG0000650	LOC129789372	LOC109424450, LOC115258682
OG0000651	LOC129788154, LOC129786032	LOC109414895
OG0000652	LOC129786179	LOC109412987
OG0000654	LOC129790933	LOC109429065, LOC109399249
OG0000656	LOC129790214	LOC109419565, LOC115260918
OG0000657	LOC129790497, LOC129790495	LOC109419528, LOC115258746, LOC109409299
OG0000658	LOC129786084	LOC109402847, LOC109422588
OG0000661	LOC129793785, LOC129791227	LOC109405382
OG0000662	LOC129795022	LOC109426928
OG0000663	LOC129791581, LOC129795004	LOC109425363, LOC115262363
OG0000664	LOC129788373, LOC129788783	LOC109410571, LOC109417342
