Orthogroup	LlongipalpisASM	AsinensisChina
OG0000519	LOC129793219	ASIC016591
OG0000520	LOC129788574	ASIC006463
OG0000520	LOC129788575	ASIC006464
OG0000521	LOC129792109	ASIC019716
OG0000522	LOC129788714	ASIC007537, ASIC007522
OG0000523	LOC129797678	ASIC005435
OG0000523	LOC129795335	ASIC009124
OG0000524	LOC129792438	ASIC015079, ASIC015078
OG0000526	LOC129796859, LOC129794163	ASIC004001, ASIC013447
OG0000527	LOC129787200	ASIC006188, ASIC006184
OG0000528	LOC129793220	ASIC019523, ASIC019533
OG0000535	LOC129788946, LOC129788947	ASIC007433, ASIC007432
OG0000536	LOC129786855	ASIC018664, ASIC018175
OG0000537	LOC129792344	ASIC012036
OG0000538	LOC129785868	ASIC013828, ASIC013827
OG0000540	LOC129795815, LOC129795822	ASIC006350
OG0000542	LOC129787142	ASIC009920
OG0000542	LOC129787129	ASIC004304
OG0000543	LOC129790875, LOC129790828	ASIC004786, ASIC004787
OG0000544	LOC129793456	ASIC009116
OG0000546	LOC129791189	ASIC005135, ASIC005132
OG0000547	LOC129789445	ASIC015901
OG0000548	LOC129788460, LOC129793810, LOC129796665	ASIC003926
OG0000549	LOC129796163, LOC129787746	ASIC011717, ASIC000602
OG0000550	LOC129793857	ASIC018855
OG0000551	LOC129787904, LOC129787888	ASIC020945, ASIC020944
OG0000552	LOC129793549	ASIC011854
OG0000553	LOC129792363	ASIC012929
OG0000557	LOC129791307	ASIC016139, ASIC016141, ASIC020362
OG0000558	LOC129793107	ASIC021641, ASIC005215
OG0000559	LOC129787647	ASIC004610
OG0000560	LOC129791771, LOC129796515	ASIC019767, ASIC010256
OG0000561	LOC129792664	ASIC012229
OG0000561	LOC129792671	ASIC001853
OG0000562	LOC129796001	ASIC019233
OG0000562	LOC129793753, LOC129796544	ASIC019235
OG0000563	LOC129787428	ASIC003207, ASIC003208
OG0000564	LOC129790481	ASIC002237, ASIC002236
OG0000565	LOC129788762	ASIC009122, ASIC009643
OG0000566	LOC129795066	ASIC012715, ASIC012709
OG0000567	LOC129794069	ASIC013727
OG0000568	LOC129793949	ASIC016809, ASIC016808
OG0000569	LOC129797441	ASIC000871
OG0000572	LOC129793426	ASIC009149
OG0000573	LOC129790886	ASIC017361
OG0000574	LOC129790054	ASIC014642, ASIC014643
OG0000579	LOC129793001	ASIC019246, ASIC004749
OG0000581	LOC129792112	ASIC016520, ASIC016521
OG0000582	LOC129791278	ASIC022081, ASIC022080
OG0000584	LOC129795290	ASIC014518, ASIC014523
OG0000586	LOC129786887, LOC129790177	ASIC010040
OG0000588	LOC129786769	ASIC011987
OG0000588	LOC129797624	ASIC011985
OG0000606	LOC129795943, LOC129795511	ASIC009431
OG0000608	LOC129790262	ASIC007277, ASIC007273, ASIC007276
OG0000609	LOC129789280, LOC129790035, LOC129789951, LOC129791241, LOC129788166, LOC129795243, LOC129794971, LOC129794411	ASIC006672
OG0000610	LOC129793437	ASIC002451
OG0000611	LOC129794969, LOC129792305	ASIC016343
OG0000613	LOC129797020	ASIC011367, ASIC011363, ASIC011361
OG0000614	LOC129794514, LOC129787902	ASIC019653
OG0000615	LOC129793095	ASIC015189, ASIC015191
OG0000616	LOC129787986	ASIC019016
OG0000618	LOC129786155	ASIC011972, ASIC007617
OG0000619	LOC129790543, LOC129790552	ASIC014716
OG0000621	LOC129789158	ASIC010689, ASIC016929
OG0000622	LOC129791514, LOC129795662, LOC129794311, LOC129795246	ASIC005585
OG0000623	LOC129795989	ASIC005025, ASIC018080
OG0000624	LOC129787186	ASIC003474
OG0000625	LOC129797405	ASIC012166, ASIC012167
OG0000626	LOC129787438	ASIC006348, ASIC006347
OG0000627	LOC129796028	ASIC015345, ASIC015349, ASIC015335
OG0000631	LOC129790689, LOC129790682, LOC129790676, LOC129790648, LOC129790687, LOC129789197, LOC129790679	ASIC013517
OG0000632	LOC129790746	ASIC006603, ASIC017016
OG0000633	LOC129789117	ASIC010261, ASIC018590
OG0000634	LOC129789630, LOC129790889, LOC129794049	ASIC020589
OG0000635	LOC129793876	ASIC011390
OG0000636	LOC129792190	ASIC018863, ASIC018864
OG0000637	LOC129794946	ASIC014475, ASIC014478, ASIC014477
OG0000639	LOC129792772	ASIC003698, ASIC003697
OG0000640	LOC129788673	ASIC011609
OG0000641	LOC129787296	ASIC006689
OG0000641	LOC129787356, LOC129787297	ASIC006690
OG0000643	LOC129796821, LOC129792422, LOC129796228	ASIC011571, ASIC011572
OG0000644	LOC129794535, LOC129794595, LOC129795223, LOC129795224	ASIC015378, ASIC015379
OG0000645	LOC129794232	ASIC012463
OG0000647	LOC129787355	ASIC003824, ASIC003826
OG0000650	LOC129789372	ASIC010159
OG0000651	LOC129788154, LOC129786032	ASIC017959
OG0000652	LOC129786179	ASIC017015
OG0000654	LOC129790933	ASIC019682, ASIC019681
OG0000656	LOC129790214	ASIC020766, ASIC020763
OG0000657	LOC129790497, LOC129790495	ASIC002248
OG0000658	LOC129786084	ASIC012368, ASIC012369
OG0000661	LOC129793785, LOC129791227	ASIC010596, ASIC020488
OG0000662	LOC129795022	ASIC022183, ASIC022185, ASIC022186, ASIC022184
OG0000663	LOC129791581, LOC129795004	ASIC014312, ASIC014313
OG0000664	LOC129788373, LOC129788783	ASIC005888, ASIC005889
OG0000665	LOC129797714	ASIC004570
OG0000665	LOC129797715	ASIC004569
OG0000666	LOC129789920	ASIC016904, ASIC016903, ASIC016901
OG0000668	LOC129789518	ASIC006798, ASIC006797
OG0000671	LOC129796439	ASIC005036, ASIC005042, ASIC005041, ASIC005035
OG0000672	LOC129797850	ASIC008550, ASIC008546
OG0000673	LOC129790089	ASIC020840, ASIC004282
OG0000674	LOC129794686	ASIC011893, ASIC011909, ASIC011907
OG0000675	LOC129792563	ASIC009194
OG0000675	LOC129792639	ASIC009192
OG0000676	LOC129792412, LOC129792447, LOC129786950	ASIC009273
OG0000677	LOC129792367	ASIC013419
OG0000678	LOC129793735, LOC129793408	ASIC018598, ASIC018592
OG0000679	LOC129791603	ASIC011060, ASIC011058
OG0000680	LOC129785935	ASIC020500, ASIC020285
OG0000681	LOC129792486	ASIC019611, ASIC019602
OG0000682	LOC129797098	ASIC007710, ASIC001898
OG0000683	LOC129788436	ASIC017317, ASIC009973
OG0000684	LOC129790629	ASIC013707
OG0000694	LOC129794508	ASIC004226
OG0000698	LOC129787630	ASIC002954
OG0000698	LOC129796776	ASIC004743
OG0000701	LOC129796793	ASIC015884, ASIC017991
OG0000704	LOC129797389	ASIC012649
OG0000705	LOC129796588	ASIC012203, ASIC012204
OG0000706	LOC129797846	ASIC021044
OG0000707	LOC129792435	ASIC001005, ASIC001006, ASIC001004
OG0000708	LOC129787482	ASIC007091
OG0000709	LOC129789636	ASIC016024, ASIC009545
OG0000710	LOC129791310	ASIC017105
OG0000713	LOC129792499	ASIC000957
OG0000714	LOC129792793	ASIC013805
OG0000715	LOC129796879	ASIC012621, ASIC002919
OG0000716	LOC129787130	ASIC009916, ASIC009915
OG0000717	LOC129794764, LOC129786762	ASIC002029
OG0000717	LOC129786764	ASIC002030
OG0000718	LOC129796921	ASIC011829, ASIC011830
OG0000720	LOC129796031	ASIC003556
OG0000721	LOC129788149	ASIC020534
OG0000722	LOC129786896	ASIC022221
OG0000723	LOC129794187	ASIC014878, ASIC011561
OG0000725	LOC129791110	ASIC005286, ASIC007620, ASIC002939, ASIC006218, ASIC005285
OG0000726	LOC129788835	ASIC020143, ASIC006866, ASIC020142
OG0000727	LOC129796652	ASIC011928, ASIC011923
OG0000728	LOC129794810	ASIC004841, ASIC020452
OG0000729	LOC129791068	ASIC010226, ASIC012775
OG0000730	LOC129796264	ASIC017919
OG0000731	LOC129789026	ASIC009453, ASIC011790
OG0000732	LOC129797450	ASIC012635
OG0000733	LOC129785863, LOC129785872	ASIC011002, ASIC011013
OG0000734	LOC129789331	ASIC012871
OG0000735	LOC129794676	ASIC019585, ASIC003487
OG0000736	LOC129793708	ASIC003780
OG0000737	LOC129796348, LOC129788882, LOC129795358, LOC129791062, LOC129791063	ASIC009472
OG0000738	LOC129793763	ASIC013483, ASIC013482
OG0000739	LOC129792495	ASIC000970
OG0000739	LOC129793879	ASIC000950
OG0000740	LOC129787177	ASIC008050
OG0000740	LOC129790677	ASIC008048
OG0000741	LOC129797548	ASIC014976, ASIC014978
OG0000743	LOC129794837	ASIC018202, ASIC018366
OG0000745	LOC129786239	ASIC002565
OG0000746	LOC129787579, LOC129787575, LOC129792742, LOC129787572	ASIC020209
OG0000747	LOC129785899	ASIC008334, ASIC008323
OG0000748	LOC129796516	ASIC004573, ASIC004572
OG0000749	LOC129790710	ASIC019830
OG0000751	LOC129792694	ASIC016940, ASIC006249
OG0000752	LOC129790897	ASIC015937, ASIC004455
OG0000754	LOC129795829, LOC129795608, LOC129794471, LOC129792308	ASIC019253
OG0000755	LOC129785867	ASIC002943
OG0000760	LOC129787524	ASIC014803
OG0000760	LOC129786893	ASIC014804
OG0000761	LOC129788153	ASIC013465, ASIC013463
OG0000762	LOC129796373	ASIC008818, ASIC008819
OG0000763	LOC129792352	ASIC003796, ASIC003794, ASIC003797
OG0000764	LOC129790190	ASIC007332
OG0000764	LOC129790181	ASIC007326
OG0000765	LOC129789275	ASIC017213, ASIC017219, ASIC017218
OG0000766	LOC129786356	ASIC015273, ASIC015280
OG0000767	LOC129795536	ASIC020069
OG0000769	LOC129794848	ASIC018352, ASIC018350
OG0000770	LOC129786315	ASIC005253
OG0000771	LOC129790610	ASIC010224, ASIC010222, ASIC010213, ASIC010214
OG0000772	LOC129792370	ASIC009423, ASIC010659
OG0000773	LOC129792988	ASIC009946, ASIC009947
OG0000774	LOC129795444	ASIC015592, ASIC015577
OG0000775	LOC129792524, LOC129792514	ASIC018881, ASIC018826, ASIC018859
OG0000776	LOC129789709, LOC129795694	ASIC015996, ASIC015997
OG0000777	LOC129796454	ASIC019231
OG0000778	LOC129797210, LOC129795529	ASIC020101
OG0000779	LOC129793955	ASIC018873, ASIC018871, ASIC018874
OG0000786	LOC129787036	ASIC005778
OG0000786	LOC129787035	ASIC005779
OG0000799	LOC129793175	ASIC013358
OG0000800	LOC129795872	ASIC014042, ASIC014037
OG0000802	LOC129791127	ASIC010833
OG0000808	LOC129790680	ASIC014189, ASIC014182
OG0000809	LOC129791710	ASIC006983
OG0000810	LOC129788735	ASIC003966, ASIC014687
OG0000811	LOC129788764	ASIC003969
OG0000813	LOC129791403	ASIC012108, ASIC012110, ASIC012109, ASIC012111
OG0000814	LOC129787257	ASIC005584
OG0000815	LOC129797564	ASIC020637
OG0000816	LOC129797354	ASIC012651
OG0000817	LOC129787592	ASIC006311, ASIC011944
OG0000818	LOC129795093, LOC129795251, LOC129791377, LOC129795090, LOC129795163, LOC129795057, LOC129795174	ASIC009311
OG0000821	LOC129790272	ASIC005223
OG0000823	LOC129794529	ASIC018051, ASIC018052
OG0000825	LOC129791777	ASIC009744, ASIC009778
OG0000827	LOC129794122	ASIC019496
OG0000828	LOC129788185, LOC129788181	ASIC006317, ASIC006324
OG0000829	LOC129789057	ASIC003920
OG0000830	LOC129790240	ASIC011142
OG0000831	LOC129791176, LOC129791175	ASIC010156
OG0000832	LOC129794224	ASIC009101
OG0000834	LOC129791780	ASIC017356
OG0000835	LOC129792918	ASIC020621
OG0000836	LOC129790211, LOC129790329	ASIC002676
OG0000837	LOC129794116	ASIC016440
OG0000837	LOC129787331, LOC129792069	ASIC016555
OG0000838	LOC129789521	ASIC009560, ASIC015831, ASIC008806, ASIC007665
OG0000840	LOC129789194, LOC129791076	ASIC013299, ASIC010736, ASIC017800
OG0000841	LOC129794927	ASIC007143
OG0000841	LOC129790946	ASIC007141
OG0000843	LOC129786227	ASIC021030
OG0000845	LOC129792536	ASIC016333
OG0000846	LOC129787444	ASIC007965
OG0000847	LOC129791272	ASIC007549
OG0000849	LOC129795434, LOC129788080, LOC129790226, LOC129791276	ASIC002768
OG0000850	LOC129791444	ASIC007559
OG0000852	LOC129788599	ASIC018361
OG0000854	LOC129793009	ASIC019634, ASIC019639
OG0000855	LOC129789897	ASIC010229, ASIC010228
OG0000856	LOC129790813, LOC129792104, LOC129786181	ASIC019688
OG0000857	LOC129785877	ASIC007489, ASIC003072
OG0000858	LOC129785850	ASIC001875, ASIC001876, ASIC001414
OG0000859	LOC129788037	ASIC011203, ASIC011204
OG0000860	LOC129786266	ASIC015296
OG0000863	LOC129793328	ASIC019791, ASIC019790
OG0000864	LOC129793138	ASIC013860, ASIC013869
OG0000865	LOC129790135	ASIC005377, ASIC005935
OG0000866	LOC129792732	ASIC015035
OG0000867	LOC129786070	ASIC011242, ASIC016184
OG0000868	LOC129792166	ASIC021141, ASIC021136
OG0000870	LOC129787090	ASIC020396
OG0000872	LOC129797115	ASIC007709, ASIC003733
OG0000873	LOC129792698	ASIC019046
OG0000874	LOC129790074	ASIC014135, ASIC014142
OG0000875	LOC129788011	ASIC017056, ASIC015356
OG0000876	LOC129797390	ASIC009780
OG0000878	LOC129793385	ASIC016491
OG0000881	LOC129797026	ASIC008413, ASIC008409
OG0000882	LOC129795525	ASIC019412, ASIC019413
OG0000883	LOC129791918	ASIC018442, ASIC018444
OG0000884	LOC129796295	ASIC008951, ASIC008954, ASIC008952
OG0000885	LOC129787789	ASIC011978, ASIC011979, ASIC011980
OG0000886	LOC129793963	ASIC019854
OG0000887	LOC129789293	ASIC013297
OG0000888	LOC129790593	ASIC010717, ASIC010720
OG0000889	LOC129793644	ASIC019922, ASIC019929
OG0000890	LOC129786434	ASIC014867, ASIC008439
OG0000893	LOC129788074	ASIC004679
OG0000893	LOC129786042	ASIC004690
OG0000894	LOC129790516, LOC129789882	ASIC020550, ASIC012840
OG0000895	LOC129797858	ASIC017057, ASIC017058
OG0000896	LOC129788923, LOC129790573	ASIC017732, ASIC017731
OG0000900	LOC129791238	ASIC017002, ASIC017003, ASIC017004
OG0000901	LOC129795564	ASIC017457, ASIC017451
OG0000906	LOC129792596	ASIC019097
OG0000907	LOC129790351	ASIC006166
OG0000908	LOC129790100	ASIC020022, ASIC006147
OG0000910	LOC129795282	ASIC015064, ASIC003325
OG0000911	LOC129795049, LOC129795046, LOC129795115, LOC129795047, LOC129795048, LOC129795050	ASIC009667
OG0000929	LOC129794044	ASIC017610
OG0000940	LOC129790864	ASIC016260, ASIC016015, ASIC016018, ASIC016013, ASIC016259
OG0000941	LOC129796100	ASIC021485, ASIC021436, ASIC021487
OG0000944	LOC129786944, LOC129786945	ASIC008233
OG0000945	LOC129791341	ASIC002969, ASIC002968
OG0000946	LOC129788541	ASIC021493, ASIC021504
OG0000947	LOC129795083	ASIC009305
OG0000948	LOC129793500	ASIC000641
OG0000951	LOC129793103	ASIC015194, ASIC015193
OG0000954	LOC129790521	ASIC020471
OG0000955	LOC129788857	ASIC013403
OG0000956	LOC129791637	ASIC007294
OG0000958	LOC129789081	ASIC004476
OG0000959	LOC129788197	ASIC004659, ASIC004656
OG0000960	LOC129787101	ASIC021667, ASIC021680
OG0000962	LOC129788175	ASIC011118
OG0000963	LOC129791715	ASIC008300, ASIC008299
OG0000964	LOC129789690	ASIC005083, ASIC005081
OG0000965	LOC129793540	ASIC012479
OG0000966	LOC129796954, LOC129794317, LOC129796959	ASIC019954
OG0000967	LOC129787131	ASIC009917
OG0000968	LOC129786430	ASIC020347, ASIC020346
OG0000972	LOC129791340	ASIC006679
OG0000973	LOC129788414	ASIC020184, ASIC020186
OG0000974	LOC129790235	ASIC006392
OG0000975	LOC129794101	ASIC015181
OG0000976	LOC129794233	ASIC016838, ASIC016839
OG0000977	LOC129795519	ASIC021684
OG0000978	LOC129791015	ASIC012758
OG0000979	LOC129790816	ASIC003185
OG0000980	LOC129788975	ASIC020979, ASIC010262, ASIC010263
OG0000982	LOC129797134	ASIC006306, ASIC006307
OG0000984	LOC129792919	ASIC016301, ASIC016306
OG0000985	LOC129794771	ASIC016678
OG0000986	LOC129793529	ASIC015268
OG0000987	LOC129789906	ASIC007258
OG0000989	LOC129794910	ASIC012020, ASIC012021
OG0000990	LOC129790037	ASIC007221
OG0000991	LOC129792113	ASIC015520
OG0000993	LOC129793738	ASIC002067, ASIC002068, ASIC002159
OG0000994	LOC129794241	ASIC016389, ASIC016387, ASIC016386, ASIC016385, ASIC016381
OG0000995	LOC129787625	ASIC015404, ASIC009598
OG0000996	LOC129796131	ASIC017229
OG0000997	LOC129792516	ASIC019080, ASIC019076, ASIC019081
OG0000998	LOC129787963	ASIC012645
OG0000999	LOC129787879, LOC129797687, LOC129797198	ASIC019299
OG0001000	LOC129794479, LOC129795878, LOC129794521, LOC129795305	ASIC017776
OG0001001	LOC129789861, LOC129793688	ASIC000014, ASIC010786
OG0001002	LOC129791439	ASIC007149, ASIC007151
OG0001003	LOC129792614	ASIC006287
OG0001004	LOC129789094, LOC129792668	ASIC007842
OG0001005	LOC129790275	ASIC009647, ASIC008582
OG0001006	LOC129790929	ASIC009653
OG0001008	LOC129795176	ASIC014457
OG0001009	LOC129786970, LOC129786956, LOC129791459	ASIC007645
OG0001010	LOC129792704, LOC129795695, LOC129788700, LOC129791406	ASIC007604
OG0001011	LOC129788760, LOC129790740	ASIC008845
OG0001013	LOC129791329, LOC129791681, LOC129791698	ASIC009610
OG0001014	LOC129791201	ASIC006512
OG0001016	LOC129797780, LOC129797778	ASIC002109
OG0001018	LOC129788551, LOC129788546	ASIC020388
OG0001020	LOC129786180	ASIC016968
OG0001022	LOC129786089	ASIC005644
OG0001023	LOC129796319, LOC129793389, LOC129794274	ASIC016431, ASIC016432
OG0001024	LOC129788527	ASIC010752
OG0001026	LOC129794084	ASIC019437
OG0001027	LOC129795138	ASIC015551, ASIC015549
OG0001028	LOC129795454	ASIC008874, ASIC003514
OG0001029	LOC129788741	ASIC009642
OG0001032	LOC129797772	ASIC004759
OG0001034	LOC129795761, LOC129787325	ASIC021524, ASIC021528, ASIC021527, ASIC021525
OG0001035	LOC129792675, LOC129788485	ASIC004152
OG0001036	LOC129791200	ASIC007397
OG0001037	LOC129792572	ASIC013855, ASIC002100
OG0001038	LOC129786672	ASIC021511, ASIC021512
OG0001039	LOC129787219	ASIC004085, ASIC004096
OG0001040	LOC129790565, LOC129797394, LOC129790576	ASIC017745
OG0001042	LOC129796040, LOC129796033, LOC129796013, LOC129796003	ASIC011532
OG0001043	LOC129796562	ASIC009006
OG0001044	LOC129791588, LOC129791587	ASIC018691
OG0001045	LOC129790522	ASIC005228
OG0001047	LOC129786341, LOC129786344, LOC129794036, LOC129786345	ASIC011591
OG0001048	LOC129797230, LOC129797229	ASIC017966
OG0001049	LOC129796382	ASIC022309
OG0001050	LOC129794622, LOC129790880	ASIC019160
OG0001055	LOC129790165	ASIC021890
OG0001056	LOC129790417	ASIC017837
OG0001057	LOC129785857	ASIC002942
OG0001058	LOC129786362	ASIC007054
OG0001059	LOC129797218	ASIC005336
OG0001060	LOC129797828	ASIC014678, ASIC014689
OG0001061	LOC129790603	ASIC010737
OG0001062	LOC129788539	ASIC021526
OG0001062	LOC129788347	ASIC021515
OG0001063	LOC129788634	ASIC002518, ASIC001736
OG0001064	LOC129791853	ASIC011699, ASIC011701
OG0001065	LOC129787932	ASIC020340, ASIC020339
OG0001066	LOC129789269	ASIC014094, ASIC014097
OG0001067	LOC129789781	ASIC009000, ASIC001664
OG0001068	LOC129787046	ASIC014034, ASIC020966
OG0001069	LOC129787026	ASIC005764, ASIC005767
OG0001070	LOC129793530	ASIC017182
OG0001070	LOC129793555	ASIC017184
OG0001071	LOC129795388	ASIC015918, ASIC015920, ASIC015919
OG0001072	LOC129791290	ASIC009090, ASIC009078
OG0001073	LOC129790121	ASIC009568, ASIC009569
OG0001074	LOC129788670	ASIC017968, ASIC005155
OG0001075	LOC129797022	ASIC021814
OG0001076	LOC129785981	ASIC010084
OG0001077	LOC129793752	ASIC018001, ASIC018000, ASIC017998
OG0001078	LOC129788875	ASIC012769
OG0001079	LOC129793657	ASIC016515
OG0001080	LOC129791356	ASIC019274, ASIC019273
OG0001081	LOC129791844	ASIC012969
OG0001082	LOC129791458	ASIC005371, ASIC013577, ASIC005369
OG0001083	LOC129795765	ASIC008134, ASIC001417
OG0001084	LOC129794593	ASIC017799, ASIC017802
OG0001085	LOC129796635	ASIC000548, ASIC000547
OG0001086	LOC129792225	ASIC002992, ASIC002984
OG0001088	LOC129787136	ASIC004315, ASIC004324
OG0001090	LOC129786306	ASIC005258
OG0001091	LOC129794575	ASIC003387, ASIC003380, ASIC003390
OG0001092	LOC129788411, LOC129788409	ASIC007959
OG0001094	LOC129790523, LOC129790524	ASIC020472
OG0001095	LOC129794186	ASIC008516, ASIC008517
OG0001096	LOC129790467, LOC129789266	ASIC016949
OG0001097	LOC129791217	ASIC013838, ASIC013837
OG0001098	LOC129791313	ASIC013589, ASIC013584
OG0001101	LOC129793636	ASIC019857, ASIC019856
OG0001102	LOC129791849	ASIC007492, ASIC007493, ASIC005486, ASIC003626
OG0001103	LOC129794982	ASIC020366, ASIC002035, ASIC020193
OG0001104	LOC129785976	ASIC012516, ASIC012522
OG0001105	LOC129797284	ASIC002338, ASIC002333
OG0001106	LOC129791987	ASIC007740, ASIC007739
OG0001107	LOC129797543	ASIC021952, ASIC021954, ASIC021960
OG0001109	LOC129788390	ASIC006997, ASIC006992
OG0001110	LOC129791799	ASIC018582, ASIC018517
OG0001111	LOC129792625	ASIC016146, ASIC016145, ASIC016144
OG0001112	LOC129794923	ASIC015640, ASIC015639
OG0001113	LOC129793132	ASIC021203
OG0001115	LOC129787244, LOC129787243	ASIC021765
OG0001123	LOC129787595	ASIC016806, ASIC002293
OG0001138	LOC129793026	ASIC008225
OG0001139	LOC129792462	ASIC012451
OG0001142	LOC129797673, LOC129797675	ASIC011995
OG0001144	LOC129790186	ASIC009181
OG0001145	LOC129790848	ASIC009582
OG0001147	LOC129792090	ASIC012981
OG0001149	LOC129796816	ASIC021370
OG0001150	LOC129794585	ASIC007916, ASIC007911
OG0001152	LOC129790528	ASIC007426, ASIC007427
OG0001153	LOC129795593	ASIC004993, ASIC004982
OG0001154	LOC129795336	ASIC005060, ASIC020518, ASIC005027, ASIC005038
OG0001155	LOC129795834	ASIC005082, ASIC005012, ASIC005013, ASIC004949
OG0001158	LOC129797717	ASIC000841
OG0001159	LOC129793087	ASIC018817
OG0001160	LOC129789294	ASIC006190
OG0001162	LOC129789452	ASIC006527, ASIC006505, ASIC006516
