Orthogroup	LlongipalpisASM	AfunestusAfunGA1
OG0000391	LOC129791955	AFUN2_008664
OG0000393	LOC129785949, LOC129785948, LOC129785957	AFUN2_012735, AFUN2_002249
OG0000394	LOC129791762	AFUN2_009571, AFUN2_007082
OG0000395	LOC129788433	AFUN2_009792
OG0000395	LOC129796829, LOC129789717	AFUN2_002960
OG0000396	LOC129790169	AFUN2_004007, AFUN2_012283
OG0000397	LOC129790187	AFUN2_002237
OG0000397	LOC129790172	AFUN2_013451
OG0000399	LOC129794264	AFUN2_008626, AFUN2_009920
OG0000400	LOC129786701	AFUN2_011008, AFUN2_011164
OG0000401	LOC129797202	AFUN2_002956
OG0000401	LOC129786605	AFUN2_004353
OG0000403	LOC129788394	AFUN2_012035
OG0000403	LOC129793356	AFUN2_003128
OG0000404	LOC129795523	AFUN2_003801, AFUN2_012718
OG0000407	LOC129791712	AFUN2_012902, AFUN2_004980
OG0000408	LOC129797650, LOC129797649	AFUN2_002945, AFUN2_009625
OG0000409	LOC129787069	AFUN2_001720, AFUN2_011673
OG0000411	LOC129786847, LOC129786629	AFUN2_014669, AFUN2_011779
OG0000412	LOC129788847	AFUN2_007595
OG0000413	LOC129792318	AFUN2_004473, AFUN2_000795
OG0000414	LOC129790511	AFUN2_008931
OG0000416	LOC129792009	AFUN2_005309
OG0000417	LOC129796020	AFUN2_013957
OG0000417	LOC129792608, LOC129787782	AFUN2_009488
OG0000424	LOC129785892	AFUN2_011824, AFUN2_007173
OG0000429	LOC129797527	AFUN2_011609, AFUN2_005488, AFUN2_013377
OG0000430	LOC129790395	AFUN2_002516
OG0000431	LOC129786890, LOC129786889, LOC129786888	AFUN2_006452, AFUN2_002969
OG0000432	LOC129793235	AFUN2_000534, AFUN2_010832
OG0000433	LOC129787458	AFUN2_004130, AFUN2_001141
OG0000435	LOC129793979, LOC129788654	AFUN2_003456
OG0000437	LOC129796837, LOC129796843, LOC129786972	AFUN2_009648
OG0000438	LOC129796877, LOC129796853	AFUN2_004408
OG0000439	LOC129791046	AFUN2_012835
OG0000439	LOC129791051	AFUN2_012281
OG0000440	LOC129786063	AFUN2_007200
OG0000441	LOC129789191	AFUN2_003884, AFUN2_007339
OG0000442	LOC129787812	AFUN2_005498, AFUN2_013332, AFUN2_009889
OG0000443	LOC129786466	AFUN2_001914, AFUN2_011734
OG0000445	LOC129788571	AFUN2_002989
OG0000445	LOC129795393	AFUN2_010049
OG0000446	LOC129792631	AFUN2_011911, AFUN2_006522
OG0000447	LOC129791462	AFUN2_001883, AFUN2_014649
OG0000448	LOC129791218	AFUN2_003874
OG0000448	LOC129797162	AFUN2_004004
OG0000449	LOC129788782	AFUN2_002880
OG0000449	LOC129795663	AFUN2_008727
OG0000450	LOC129791284	AFUN2_007488
OG0000450	LOC129791285	AFUN2_012925
OG0000451	LOC129797430	AFUN2_010410
OG0000453	LOC129796269	AFUN2_004614, AFUN2_014643, AFUN2_011555
OG0000454	LOC129791222, LOC129791223, LOC129789958, LOC129789953, LOC129789957, LOC129789984, LOC129789955, LOC129789970, LOC129786231, LOC129789956	AFUN2_005107
OG0000455	LOC129793202	AFUN2_011604
OG0000455	LOC129795185, LOC129794005	AFUN2_001958
OG0000456	LOC129789003	AFUN2_007145, AFUN2_004475
OG0000457	LOC129797501	AFUN2_011980
OG0000457	LOC129797497	AFUN2_009119
OG0000460	LOC129786399	AFUN2_014011, AFUN2_002000
OG0000461	LOC129788689, LOC129788691	AFUN2_008978, AFUN2_008827
OG0000464	LOC129792136	AFUN2_013582, AFUN2_005765
OG0000465	LOC129794475, LOC129787824, LOC129787821, LOC129787819, LOC129787822, LOC129787823	AFUN2_002500, AFUN2_013706
OG0000466	LOC129788859	AFUN2_000811, AFUN2_008377, AFUN2_004023
OG0000476	LOC129797587, LOC129797598	AFUN2_013824
OG0000478	LOC129789679	AFUN2_003137
OG0000478	LOC129789267	AFUN2_003770
OG0000479	LOC129786132, LOC129786130	AFUN2_009181, AFUN2_007197
OG0000480	LOC129795298	AFUN2_006549, AFUN2_000707
OG0000481	LOC129793585	AFUN2_004506, AFUN2_007832
OG0000482	LOC129789436	AFUN2_014001, AFUN2_007154
OG0000483	LOC129790713	AFUN2_008514
OG0000484	LOC129797633	AFUN2_011350, AFUN2_006435
OG0000485	LOC129795192	AFUN2_007072, AFUN2_007860
OG0000486	LOC129796376	AFUN2_005660, AFUN2_008037
OG0000487	LOC129796445	AFUN2_003553, AFUN2_001956
OG0000489	LOC129789596	AFUN2_013313, AFUN2_014776
OG0000490	LOC129797526, LOC129793927	AFUN2_001904, AFUN2_012456
OG0000491	LOC129786095	AFUN2_009342, AFUN2_012165
OG0000492	LOC129790192	AFUN2_000913, AFUN2_012708
OG0000494	LOC129795759	AFUN2_011840
OG0000494	LOC129795756	AFUN2_000438
OG0000495	LOC129789139	AFUN2_006380, AFUN2_009440
OG0000496	LOC129786268	AFUN2_001451
OG0000497	LOC129787431	AFUN2_003360, AFUN2_008537
OG0000498	LOC129786578, LOC129786574, LOC129786579	AFUN2_000900, AFUN2_006893
OG0000499	LOC129790607	AFUN2_002816, AFUN2_014000
OG0000500	LOC129788005	AFUN2_003408, AFUN2_005559
OG0000501	LOC129797582	AFUN2_014285
OG0000502	LOC129785827	AFUN2_002108, AFUN2_002588, AFUN2_009386
OG0000504	LOC129793723	AFUN2_010765, AFUN2_005136
OG0000506	LOC129792624	AFUN2_002862, AFUN2_001311
OG0000507	LOC129791979	AFUN2_009605, AFUN2_010453
OG0000509	LOC129792415	AFUN2_011895
OG0000510	LOC129791881	AFUN2_003304, AFUN2_006916
OG0000511	LOC129797841	AFUN2_001890, AFUN2_008232
OG0000512	LOC129789515	AFUN2_003365
OG0000512	LOC129789516	AFUN2_004602
OG0000514	LOC129785846	AFUN2_011623, AFUN2_009748
OG0000515	LOC129790939	AFUN2_007192, AFUN2_000620
OG0000516	LOC129791524, LOC129797636	AFUN2_004606, AFUN2_002583
OG0000517	LOC129795838, LOC129787799, LOC129787785, LOC129789028, LOC129790802	AFUN2_007438
OG0000518	LOC129793591	AFUN2_001532, AFUN2_009562
OG0000520	LOC129788574	AFUN2_008246
OG0000520	LOC129788575	AFUN2_013959
OG0000521	LOC129792109	AFUN2_006966
OG0000521	LOC129792300	AFUN2_008767
OG0000522	LOC129788714	AFUN2_012554, AFUN2_011055
OG0000523	LOC129797678	AFUN2_007839
OG0000523	LOC129795335	AFUN2_014119
OG0000524	LOC129792438	AFUN2_002285, AFUN2_009357
OG0000526	LOC129796859, LOC129794163	AFUN2_009936, AFUN2_006765
OG0000527	LOC129787200	AFUN2_010332, AFUN2_003399
OG0000528	LOC129793220	AFUN2_011949, AFUN2_008139
OG0000535	LOC129788946, LOC129788947	AFUN2_004029, AFUN2_013409
OG0000536	LOC129786855	AFUN2_007207, AFUN2_003559
OG0000538	LOC129785868	AFUN2_009330, AFUN2_011747
OG0000540	LOC129795815, LOC129795822	AFUN2_001191
OG0000542	LOC129787142	AFUN2_007282
OG0000542	LOC129787129	AFUN2_010209
OG0000543	LOC129790875, LOC129790828	AFUN2_004643, AFUN2_012610
OG0000544	LOC129793436	AFUN2_005178
OG0000544	LOC129793456	AFUN2_009523
OG0000546	LOC129791189	AFUN2_009394
OG0000547	LOC129789445	AFUN2_014341, AFUN2_005774
OG0000548	LOC129788460, LOC129793810, LOC129796665	AFUN2_007717
OG0000549	LOC129796163, LOC129787746	AFUN2_000846, AFUN2_005801
OG0000550	LOC129793857	AFUN2_008494
OG0000551	LOC129787904, LOC129787888	AFUN2_005744, AFUN2_007132
OG0000552	LOC129793549	AFUN2_002213
OG0000553	LOC129792363	AFUN2_004161
OG0000555	LOC129786450	AFUN2_001168
OG0000557	LOC129791307	AFUN2_009536, AFUN2_011864
OG0000558	LOC129793107	AFUN2_012242, AFUN2_011648
OG0000559	LOC129787647	AFUN2_006220, AFUN2_000578
OG0000560	LOC129791771, LOC129796515	AFUN2_012617, AFUN2_001819
OG0000561	LOC129792664	AFUN2_001832
OG0000561	LOC129792671	AFUN2_002206
OG0000562	LOC129796001, LOC129793753, LOC129796544	AFUN2_000387
OG0000563	LOC129787428	AFUN2_006690, AFUN2_005617
OG0000564	LOC129790481	AFUN2_007831
OG0000564	LOC129790484	AFUN2_009868
OG0000565	LOC129788762	AFUN2_011356, AFUN2_006900
OG0000566	LOC129795066	AFUN2_006872, AFUN2_002929
OG0000567	LOC129794069	AFUN2_011463
OG0000567	LOC129794176	AFUN2_004934
OG0000568	LOC129793949	AFUN2_006902, AFUN2_012635, AFUN2_004578
OG0000569	LOC129797441	AFUN2_012270
OG0000569	LOC129797546	AFUN2_003393
OG0000572	LOC129793426	AFUN2_014770
OG0000573	LOC129790886	AFUN2_013168, AFUN2_014694, AFUN2_006426
OG0000574	LOC129790054	AFUN2_007112, AFUN2_005570, AFUN2_005415
OG0000579	LOC129793001	AFUN2_006720
OG0000581	LOC129792112	AFUN2_003215, AFUN2_007952
OG0000582	LOC129791278	AFUN2_012422
OG0000584	LOC129795290	AFUN2_004829
OG0000586	LOC129786887, LOC129790177	AFUN2_002299, AFUN2_006382
OG0000588	LOC129786769	AFUN2_001266
OG0000588	LOC129797624	AFUN2_012166
OG0000606	LOC129795943, LOC129795511	AFUN2_007021
OG0000607	LOC129796412	AFUN2_007411, AFUN2_007189
OG0000608	LOC129790262	AFUN2_011174, AFUN2_009906
OG0000609	LOC129789280, LOC129790035, LOC129789951, LOC129791241, LOC129788166, LOC129795243, LOC129794971, LOC129794411	AFUN2_006231
OG0000610	LOC129793437	AFUN2_003085, AFUN2_012277
OG0000611	LOC129794969, LOC129792305	AFUN2_005888, AFUN2_005487
OG0000612	LOC129793245, LOC129791742	AFUN2_006408, AFUN2_009735
OG0000613	LOC129797020	AFUN2_005629, AFUN2_007432
OG0000614	LOC129794514, LOC129787902	AFUN2_008619
OG0000615	LOC129793095	AFUN2_003796, AFUN2_007335
OG0000616	LOC129787986	AFUN2_004226, AFUN2_008046
OG0000618	LOC129786155	AFUN2_001004, AFUN2_008112
OG0000619	LOC129790543	AFUN2_009164
OG0000619	LOC129790552	AFUN2_009057
OG0000621	LOC129789158	AFUN2_005056, AFUN2_002414
OG0000622	LOC129791514, LOC129795662, LOC129794311, LOC129795246	AFUN2_006041
OG0000623	LOC129795989	AFUN2_002881, AFUN2_012624
OG0000624	LOC129787186	AFUN2_011346, AFUN2_000940
OG0000625	LOC129797405	AFUN2_011772
OG0000626	LOC129787438	AFUN2_002899, AFUN2_009124
OG0000627	LOC129796028	AFUN2_007347, AFUN2_003427
OG0000629	LOC129789450, LOC129796880, LOC129791990	AFUN2_003677, AFUN2_014591
OG0000631	LOC129790689, LOC129790682, LOC129790676, LOC129790648, LOC129790687, LOC129789197, LOC129790679	AFUN2_005956
OG0000632	LOC129790746	AFUN2_006430, AFUN2_007784
OG0000633	LOC129789117	AFUN2_012807, AFUN2_001328
OG0000634	LOC129789630, LOC129790889, LOC129794049	AFUN2_004511, AFUN2_006957
OG0000635	LOC129793876	AFUN2_013431
OG0000636	LOC129792190	AFUN2_009731, AFUN2_002167
OG0000637	LOC129794946	AFUN2_002680, AFUN2_004860
OG0000639	LOC129792772	AFUN2_003992, AFUN2_005878
OG0000640	LOC129788673	AFUN2_008708
OG0000641	LOC129787296	AFUN2_013494
OG0000641	LOC129787356, LOC129787297	AFUN2_001686
OG0000643	LOC129796821, LOC129792422, LOC129796228	AFUN2_010524
OG0000644	LOC129794535, LOC129794595, LOC129795223, LOC129795224	AFUN2_003497
OG0000645	LOC129794232	AFUN2_009881, AFUN2_014394
OG0000647	LOC129787355	AFUN2_012541, AFUN2_013180
OG0000650	LOC129789372	AFUN2_012427, AFUN2_010925, AFUN2_004783
OG0000651	LOC129788154, LOC129786032	AFUN2_011371, AFUN2_003999, AFUN2_008517
OG0000652	LOC129786179	AFUN2_002986, AFUN2_013908
OG0000654	LOC129790933	AFUN2_008410, AFUN2_009381
OG0000656	LOC129790214	AFUN2_006317, AFUN2_001879
OG0000657	LOC129790497, LOC129790495	AFUN2_012004
OG0000658	LOC129786084	AFUN2_003896, AFUN2_014602
OG0000661	LOC129793785, LOC129791227	AFUN2_006804, AFUN2_002242
OG0000662	LOC129795022	AFUN2_009263, AFUN2_012492
OG0000663	LOC129791581, LOC129795004	AFUN2_006686, AFUN2_011294
OG0000664	LOC129788373, LOC129788783	AFUN2_010105, AFUN2_002024
OG0000665	LOC129797714	AFUN2_012287
OG0000665	LOC129797715	AFUN2_003898
OG0000666	LOC129789920	AFUN2_007491
OG0000668	LOC129789518	AFUN2_011855, AFUN2_000855
OG0000671	LOC129796439	AFUN2_001478
OG0000672	LOC129797850	AFUN2_011953
OG0000673	LOC129790089	AFUN2_001123
OG0000674	LOC129794686	AFUN2_004741
OG0000675	LOC129792563	AFUN2_006494
OG0000676	LOC129792412, LOC129792447, LOC129786950	AFUN2_002761
OG0000677	LOC129792367	AFUN2_004107, AFUN2_013178
OG0000678	LOC129793735, LOC129793408	AFUN2_014128, AFUN2_008017
OG0000679	LOC129791603	AFUN2_013571, AFUN2_004203
OG0000680	LOC129785935	AFUN2_011330
OG0000681	LOC129792486	AFUN2_000728, AFUN2_005145
OG0000682	LOC129797098	AFUN2_005007, AFUN2_011354
OG0000683	LOC129788436	AFUN2_012286, AFUN2_008233
OG0000684	LOC129790629	AFUN2_007804, AFUN2_007739, AFUN2_009880
OG0000694	LOC129794508	AFUN2_000347, AFUN2_005276, AFUN2_001540, AFUN2_003746
OG0000698	LOC129787630	AFUN2_010779
OG0000698	LOC129796776	AFUN2_013836
OG0000701	LOC129796793	AFUN2_004046, AFUN2_000642
OG0000704	LOC129797389	AFUN2_008909, AFUN2_001063
OG0000705	LOC129796588	AFUN2_013794, AFUN2_012228
OG0000706	LOC129797846	AFUN2_007896
OG0000707	LOC129792435	AFUN2_010536
OG0000708	LOC129787482	AFUN2_001623, AFUN2_010436
OG0000709	LOC129789636	AFUN2_004774, AFUN2_005050
OG0000710	LOC129791310	AFUN2_010063, AFUN2_009558
OG0000713	LOC129792499	AFUN2_003969
OG0000714	LOC129792793	AFUN2_004844, AFUN2_014769
OG0000715	LOC129796879	AFUN2_011262, AFUN2_004671
OG0000716	LOC129787130	AFUN2_013553, AFUN2_007508
OG0000717	LOC129786764	AFUN2_000761, AFUN2_008911
OG0000718	LOC129796921	AFUN2_012558
OG0000720	LOC129796031	AFUN2_014425
OG0000721	LOC129788149	AFUN2_013897, AFUN2_004594
OG0000722	LOC129786896	AFUN2_011242, AFUN2_002168, AFUN2_001979
OG0000723	LOC129794187	AFUN2_004000, AFUN2_003451
OG0000725	LOC129791110	AFUN2_001120
OG0000726	LOC129788835	AFUN2_008672, AFUN2_012935
OG0000727	LOC129796652	AFUN2_005874
OG0000728	LOC129794810	AFUN2_001524, AFUN2_001514
OG0000729	LOC129791068	AFUN2_009832, AFUN2_013421
OG0000730	LOC129796264	AFUN2_014594
OG0000731	LOC129789026	AFUN2_003153, AFUN2_000662
OG0000732	LOC129797450	AFUN2_013446, AFUN2_001363
OG0000733	LOC129785863, LOC129785872	AFUN2_012448
OG0000734	LOC129789331	AFUN2_001242, AFUN2_014289
OG0000735	LOC129794676	AFUN2_003113, AFUN2_003988
OG0000736	LOC129793708	AFUN2_000866
OG0000737	LOC129796348, LOC129788882, LOC129795358, LOC129791062, LOC129791063	AFUN2_001959
OG0000738	LOC129793763	AFUN2_012423, AFUN2_011719
OG0000739	LOC129792495, LOC129793879	AFUN2_007453
OG0000740	LOC129787177	AFUN2_000758
OG0000740	LOC129790677	AFUN2_009893
OG0000741	LOC129797548	AFUN2_005630
OG0000743	LOC129794837	AFUN2_003686, AFUN2_005968
OG0000745	LOC129786239	AFUN2_013873, AFUN2_013188
OG0000746	LOC129787579, LOC129787575, LOC129792742, LOC129787572	AFUN2_007201
OG0000747	LOC129785899	AFUN2_010306, AFUN2_012263
OG0000748	LOC129796516	AFUN2_012621
OG0000749	LOC129790710	AFUN2_004381, AFUN2_008807
OG0000751	LOC129792694	AFUN2_013921
OG0000752	LOC129790897	AFUN2_008836, AFUN2_002198
OG0000754	LOC129795829, LOC129795608, LOC129794471, LOC129792308	AFUN2_007701
OG0000755	LOC129785867	AFUN2_014013
OG0000760	LOC129787524	AFUN2_007980
OG0000761	LOC129788153	AFUN2_000350
OG0000762	LOC129796373	AFUN2_012938
OG0000763	LOC129792352	AFUN2_005249
OG0000764	LOC129790190, LOC129790181	AFUN2_003510
OG0000765	LOC129789275	AFUN2_012773
OG0000766	LOC129786356	AFUN2_008210
OG0000767	LOC129795536	AFUN2_006716
OG0000769	LOC129794848	AFUN2_007214
OG0000770	LOC129786315	AFUN2_014232, AFUN2_002091
OG0000771	LOC129790610	AFUN2_009130
OG0000772	LOC129792370	AFUN2_003436
OG0000773	LOC129792988	AFUN2_004588, AFUN2_003772
OG0000774	LOC129795444	AFUN2_011517
OG0000775	LOC129792524, LOC129792514	AFUN2_010970
OG0000776	LOC129789709, LOC129795694	AFUN2_003281
OG0000777	LOC129796454	AFUN2_007369
OG0000778	LOC129797210	AFUN2_003536
OG0000778	LOC129795529	AFUN2_010689
OG0000779	LOC129793955	AFUN2_011201
OG0000784	LOC129792327	AFUN2_007923, AFUN2_012384, AFUN2_012575, AFUN2_012595, AFUN2_011544, AFUN2_014063, AFUN2_002077, AFUN2_011693, AFUN2_003722, AFUN2_001140
OG0000786	LOC129787036	AFUN2_005036
OG0000786	LOC129787035	AFUN2_007612
OG0000799	LOC129793175	AFUN2_010114
OG0000800	LOC129795872	AFUN2_014700
OG0000802	LOC129791127	AFUN2_005693, AFUN2_014759
OG0000805	LOC129793176	AFUN2_001087
OG0000805	LOC129793153	AFUN2_005125
OG0000807	LOC129788809	AFUN2_012539
OG0000808	LOC129790680	AFUN2_007382
OG0000809	LOC129791710	AFUN2_009527, AFUN2_014500
OG0000810	LOC129788735	AFUN2_012390, AFUN2_000876
OG0000811	LOC129788764	AFUN2_005258, AFUN2_003649
OG0000813	LOC129791403	AFUN2_001918
OG0000814	LOC129787257	AFUN2_011057
OG0000815	LOC129797564	AFUN2_010874
OG0000816	LOC129797354	AFUN2_003398
OG0000817	LOC129787592	AFUN2_014224, AFUN2_014585
OG0000818	LOC129795093, LOC129795251, LOC129791377, LOC129795090, LOC129795163, LOC129795057, LOC129795174	AFUN2_006352
OG0000821	LOC129790272	AFUN2_012910
OG0000823	LOC129794529	AFUN2_004817, AFUN2_001143
OG0000825	LOC129791777	AFUN2_009916
OG0000826	LOC129790956	AFUN2_012758, AFUN2_004484, AFUN2_006090
OG0000827	LOC129794122	AFUN2_007855
OG0000828	LOC129788185, LOC129788181	AFUN2_009221
OG0000829	LOC129789057	AFUN2_001261
OG0000830	LOC129790240	AFUN2_011002
OG0000831	LOC129791176, LOC129791175	AFUN2_009701
OG0000832	LOC129794224	AFUN2_001406, AFUN2_002648
OG0000834	LOC129791780	AFUN2_012856
OG0000835	LOC129792918	AFUN2_001378, AFUN2_002959
OG0000836	LOC129790211, LOC129790329	AFUN2_010726
OG0000837	LOC129794116	AFUN2_013580
OG0000838	LOC129789521	AFUN2_005648
OG0000840	LOC129791262	AFUN2_013213
OG0000841	LOC129794927	AFUN2_003581
OG0000843	LOC129786227	AFUN2_004148
OG0000845	LOC129792536	AFUN2_001043
OG0000846	LOC129787444	AFUN2_002550
OG0000847	LOC129791272	AFUN2_008557
OG0000849	LOC129795434, LOC129788080, LOC129790226, LOC129791276	AFUN2_008721
OG0000850	LOC129791444	AFUN2_002308
OG0000852	LOC129788599	AFUN2_010299
OG0000854	LOC129793009	AFUN2_005140
OG0000855	LOC129789897	AFUN2_008417
OG0000856	LOC129790813, LOC129792104, LOC129786181	AFUN2_013705
OG0000857	LOC129785877	AFUN2_005147, AFUN2_006639
OG0000858	LOC129785850	AFUN2_010090
OG0000859	LOC129788037	AFUN2_012357
OG0000860	LOC129786266	AFUN2_005387
OG0000863	LOC129793328	AFUN2_006341
OG0000864	LOC129793138	AFUN2_005572, AFUN2_013019
OG0000865	LOC129790135	AFUN2_011029, AFUN2_013155
OG0000866	LOC129792732	AFUN2_011442
OG0000867	LOC129786070	AFUN2_008894, AFUN2_008538
OG0000868	LOC129792166	AFUN2_006993
OG0000870	LOC129787090	AFUN2_014537, AFUN2_013801
OG0000872	LOC129797115	AFUN2_000789, AFUN2_013708
OG0000873	LOC129792698	AFUN2_013255
OG0000874	LOC129790074	AFUN2_010943
OG0000875	LOC129788011	AFUN2_014665, AFUN2_009680, AFUN2_006644, AFUN2_008675, AFUN2_007998
OG0000876	LOC129797362	AFUN2_006597
OG0000876	LOC129797390	AFUN2_004422
OG0000877	LOC129788029	AFUN2_014506, AFUN2_007405
OG0000878	LOC129793385	AFUN2_005343, AFUN2_001520
OG0000879	LOC129786508, LOC129786528, LOC129786530	AFUN2_012363
OG0000881	LOC129797026	AFUN2_004818
OG0000882	LOC129795525	AFUN2_010846
OG0000883	LOC129791918	AFUN2_001206, AFUN2_000356
OG0000884	LOC129796295	AFUN2_013148
OG0000885	LOC129787789	AFUN2_008244
OG0000886	LOC129793963	AFUN2_001563, AFUN2_006509
OG0000887	LOC129789293	AFUN2_005738, AFUN2_009539
OG0000888	LOC129790593	AFUN2_007311
OG0000889	LOC129793644	AFUN2_013006
OG0000890	LOC129786434	AFUN2_010094
OG0000893	LOC129788074	AFUN2_000363
OG0000894	LOC129790516, LOC129789882	AFUN2_010941
OG0000895	LOC129797858	AFUN2_012402
OG0000896	LOC129788923, LOC129790573	AFUN2_001342
OG0000900	LOC129791238	AFUN2_011266
OG0000901	LOC129795564	AFUN2_001800, AFUN2_005751
OG0000902	LOC129789494	AFUN2_001558, AFUN2_007735, AFUN2_005022
OG0000904	LOC129788200, LOC129786071	AFUN2_002674, AFUN2_006487
OG0000906	LOC129792596	AFUN2_011930, AFUN2_003374
OG0000907	LOC129790351	AFUN2_010830
OG0000908	LOC129790100	AFUN2_008542, AFUN2_002825
OG0000909	LOC129796560	AFUN2_014677
OG0000910	LOC129795282	AFUN2_013373, AFUN2_000843
OG0000911	LOC129795049, LOC129795046, LOC129795115, LOC129795047, LOC129795048, LOC129795050	AFUN2_008872
OG0000926	LOC129787193	AFUN2_004024, AFUN2_003356, AFUN2_006681
OG0000929	LOC129794044	AFUN2_002788
OG0000940	LOC129790864	AFUN2_003014
OG0000941	LOC129796100	AFUN2_002234
OG0000944	LOC129786944	AFUN2_013216
OG0000945	LOC129791341	AFUN2_007985, AFUN2_013002
OG0000946	LOC129788541	AFUN2_008138
OG0000947	LOC129795083	AFUN2_002877
OG0000948	LOC129793500	AFUN2_006202, AFUN2_002790
OG0000951	LOC129793103	AFUN2_002955, AFUN2_002189
OG0000954	LOC129790521	AFUN2_014265
OG0000955	LOC129788857	AFUN2_006289
OG0000956	LOC129791637	AFUN2_004804
OG0000958	LOC129789081	AFUN2_007605
OG0000959	LOC129788197	AFUN2_013206
OG0000960	LOC129787101	AFUN2_012975
OG0000961	LOC129789061, LOC129789060, LOC129791743	AFUN2_005230
OG0000962	LOC129788175	AFUN2_006611
OG0000963	LOC129791715	AFUN2_004494
OG0000964	LOC129789690	AFUN2_006646
OG0000965	LOC129793540	AFUN2_006205
OG0000966	LOC129796954, LOC129794317, LOC129796959	AFUN2_012417
OG0000967	LOC129787131	AFUN2_011733
OG0000968	LOC129786430	AFUN2_001734, AFUN2_005944
OG0000969	LOC129792145	AFUN2_006373
OG0000972	LOC129791340	AFUN2_005478
OG0000973	LOC129788414	AFUN2_007286
OG0000974	LOC129790235	AFUN2_007056, AFUN2_002464
OG0000975	LOC129794101	AFUN2_001003
OG0000976	LOC129794233	AFUN2_009049
OG0000977	LOC129795519	AFUN2_003877
OG0000978	LOC129791015	AFUN2_004175, AFUN2_009598
OG0000979	LOC129790816	AFUN2_009441
OG0000980	LOC129788975	AFUN2_008338
OG0000982	LOC129797134	AFUN2_013074
OG0000984	LOC129792919	AFUN2_014612
OG0000985	LOC129794771	AFUN2_002733, AFUN2_001018
OG0000986	LOC129793529	AFUN2_006416
OG0000987	LOC129789906	AFUN2_006311
OG0000988	LOC129789053	AFUN2_004546
OG0000989	LOC129794910	AFUN2_013233, AFUN2_004069
OG0000990	LOC129790037	AFUN2_014200
OG0000991	LOC129792113	AFUN2_010033
OG0000993	LOC129793738	AFUN2_008750, AFUN2_011979
OG0000994	LOC129794241	AFUN2_005222
OG0000995	LOC129787625	AFUN2_014691, AFUN2_004972
OG0000996	LOC129796131	AFUN2_008726
OG0000997	LOC129792516	AFUN2_002851
OG0000998	LOC129787963	AFUN2_007358
OG0000999	LOC129787879, LOC129797687, LOC129797198	AFUN2_008443
OG0001000	LOC129794479, LOC129795878, LOC129794521, LOC129795305	AFUN2_010236
OG0001001	LOC129789861, LOC129793688	AFUN2_003220
OG0001002	LOC129791439	AFUN2_012530
OG0001003	LOC129792614	AFUN2_000733
