Orthogroup	LlongipalpisASM	AdirusWRAIR2
OG0000627	LOC129796028	ADIR005607, ADIR005612
OG0000629	LOC129789450, LOC129796880, LOC129791990	ADIR000859
OG0000631	LOC129790689, LOC129790682, LOC129790676, LOC129790648, LOC129790687, LOC129789197, LOC129790679	ADIR011098
OG0000632	LOC129790746	ADIR002589
OG0000633	LOC129789117	ADIR001162, ADIR008662
OG0000634	LOC129789630, LOC129790889, LOC129794049	ADIR001434, ADIR005413
OG0000635	LOC129793876	ADIR010027, ADIR010026, ADIR005808
OG0000636	LOC129792190	ADIR004263
OG0000637	LOC129794946	ADIR010754, ADIR010756
OG0000639	LOC129792772	ADIR007163
OG0000640	LOC129788673	ADIR007483
OG0000641	LOC129787296, LOC129787356, LOC129787297	ADIR006280
OG0000643	LOC129796821, LOC129792422, LOC129796228	ADIR010103
OG0000644	LOC129794535, LOC129794595, LOC129795223, LOC129795224	ADIR000026
OG0000645	LOC129794232	ADIR008785, ADIR008787
OG0000647	LOC129787355	ADIR007084
OG0000650	LOC129789372	ADIR009272
OG0000652	LOC129786179	ADIR001181, ADIR007213
OG0000654	LOC129790933	ADIR007302
OG0000656	LOC129790214	ADIR006297, ADIR006298
OG0000657	LOC129790497, LOC129790495	ADIR011479
OG0000658	LOC129786084	ADIR008934, ADIR008935
OG0000661	LOC129793785, LOC129791227	ADIR001298
OG0000662	LOC129795022	ADIR002069
OG0000663	LOC129791581, LOC129795004	ADIR005873
OG0000664	LOC129788373, LOC129788783	ADIR004975
OG0000665	LOC129797714	ADIR010523
OG0000666	LOC129789920	ADIR001094, ADIR001091, ADIR001092
OG0000668	LOC129789518	ADIR011665
OG0000671	LOC129796439	ADIR005757, ADIR001820
OG0000672	LOC129797850	ADIR011370, ADIR011369
OG0000673	LOC129790089	ADIR009373, ADIR009374, ADIR009378
OG0000674	LOC129794686	ADIR000180, ADIR000181, ADIR000182
OG0000675	LOC129792563	ADIR004357
OG0000675	LOC129792639	ADIR004359
OG0000676	LOC129792412, LOC129792447, LOC129786950	ADIR015831
OG0000677	LOC129792367	ADIR004053, ADIR004057
OG0000678	LOC129793735, LOC129793408	ADIR008664, ADIR008663
OG0000679	LOC129791603	ADIR008098, ADIR008707
OG0000680	LOC129785935	ADIR001464, ADIR001462
OG0000681	LOC129792486	ADIR003575, ADIR003576, ADIR003569
OG0000682	LOC129797098	ADIR010576, ADIR001375
OG0000683	LOC129788436	ADIR011193, ADIR004792
OG0000684	LOC129790629	ADIR008684, ADIR001359
OG0000694	LOC129794508	ADIR015663
OG0000698	LOC129787630, LOC129796776	ADIR010606
OG0000701	LOC129796793	ADIR009737, ADIR000544
OG0000704	LOC129797389	ADIR005443
OG0000705	LOC129796588	ADIR003853, ADIR014326
OG0000706	LOC129797846	ADIR008446
OG0000707	LOC129792435	ADIR007676, ADIR007679
OG0000708	LOC129787482	ADIR000862, ADIR000861
OG0000709	LOC129789636	ADIR003944
OG0000710	LOC129791310	ADIR001331
OG0000713	LOC129792499	ADIR003761
OG0000714	LOC129792793	ADIR010237
OG0000715	LOC129796879	ADIR002785, ADIR005811
OG0000716	LOC129787130	ADIR002517, ADIR015809
OG0000717	LOC129786764	ADIR004994
OG0000718	LOC129796921	ADIR009108, ADIR009109, ADIR009106
OG0000720	LOC129796031	ADIR005353
OG0000721	LOC129788149	ADIR015873, ADIR000118
OG0000722	LOC129786896	ADIR010217, ADIR010216
OG0000723	LOC129794187	ADIR008414, ADIR010092
OG0000725	LOC129791110	ADIR007428
OG0000726	LOC129788835	ADIR005496, ADIR005497
OG0000727	LOC129796652	ADIR000192, ADIR000191
OG0000728	LOC129794810	ADIR007813, ADIR009268
OG0000729	LOC129791068	ADIR011499, ADIR001420
OG0000730	LOC129796264	ADIR000405
OG0000731	LOC129789026	ADIR003750
OG0000732	LOC129797450	ADIR016014, ADIR016015
OG0000733	LOC129785863, LOC129785872	ADIR007422
OG0000734	LOC129789331	ADIR001121, ADIR009318
OG0000735	LOC129794676	ADIR004318, ADIR004573
OG0000736	LOC129793708	ADIR007028, ADIR007030, ADIR007029
OG0000737	LOC129796348, LOC129788882, LOC129795358, LOC129791062, LOC129791063	ADIR000955
OG0000738	LOC129793763	ADIR004104, ADIR004106
OG0000739	LOC129792495	ADIR003753
OG0000739	LOC129793879	ADIR003755, ADIR003754
OG0000740	LOC129787177	ADIR008992
OG0000740	LOC129790677	ADIR008993
OG0000741	LOC129797548	ADIR009181, ADIR009178, ADIR009180
OG0000743	LOC129794837	ADIR010773
OG0000745	LOC129786239	ADIR002922
OG0000746	LOC129787579, LOC129787575, LOC129792742, LOC129787572	ADIR008974
OG0000747	LOC129785899	ADIR002716
OG0000748	LOC129796516	ADIR010525, ADIR010524
OG0000749	LOC129790710	ADIR001353, ADIR007200
OG0000751	LOC129792694	ADIR001188, ADIR001384
OG0000752	LOC129790897	ADIR007588, ADIR001235
OG0000754	LOC129795829, LOC129795608, LOC129794471, LOC129792308	ADIR008000
OG0000760	LOC129787524, LOC129786893	ADIR002003
OG0000761	LOC129788153	ADIR004099, ADIR004098
OG0000762	LOC129796373	ADIR008985, ADIR000772, ADIR009061, ADIR008884, ADIR008911, ADIR008912
OG0000763	LOC129792352	ADIR007037
OG0000764	LOC129790190	ADIR006059
OG0000764	LOC129790181	ADIR006058
OG0000765	LOC129789275	ADIR005137, ADIR005133
OG0000766	LOC129786356	ADIR014475, ADIR005643, ADIR005641
OG0000767	LOC129795536	ADIR002092, ADIR002095
OG0000769	LOC129794848	ADIR010785, ADIR010786
OG0000770	LOC129786315	ADIR001063, ADIR001062
OG0000771	LOC129790610	ADIR001419, ADIR001418
OG0000772	LOC129792370	ADIR007672, ADIR007673
OG0000773	LOC129792988	ADIR004802, ADIR004801
OG0000774	LOC129795444	ADIR002089, ADIR002087
OG0000775	LOC129792524, LOC129792514	ADIR004192, ADIR004194
OG0000776	LOC129789709, LOC129795694	ADIR002136, ADIR002137
OG0000777	LOC129796454	ADIR008628, ADIR008631, ADIR008629
OG0000778	LOC129797210	ADIR006485
OG0000779	LOC129793955	ADIR004267, ADIR004268, ADIR004269
OG0000784	LOC129792327	ADIR009843, ADIR005285
OG0000786	LOC129787035	ADIR005558
OG0000799	LOC129793175	ADIR009139
OG0000800	LOC129795872	ADIR006579, ADIR006580
OG0000802	LOC129791127	ADIR000764
OG0000805	LOC129793176, LOC129793153	ADIR007101
OG0000808	LOC129790680	ADIR010933, ADIR010932
OG0000809	LOC129791710	ADIR016096
OG0000810	LOC129788735	ADIR001431
OG0000811	LOC129788764	ADIR004618
OG0000813	LOC129791403	ADIR000634, ADIR000633
OG0000814	LOC129787257	ADIR009761
OG0000815	LOC129797564	ADIR005227
OG0000816	LOC129797354	ADIR005442
OG0000817	LOC129787592	ADIR000841
OG0000818	LOC129795093, LOC129795251, LOC129791377, LOC129795090, LOC129795163, LOC129795057, LOC129795174	ADIR005676
OG0000821	LOC129790272	ADIR001683, ADIR001351
OG0000823	LOC129794529	ADIR001927
OG0000825	LOC129791777	ADIR010416, ADIR010413
OG0000827	LOC129794122	ADIR002292
OG0000828	LOC129788185, LOC129788181	ADIR000838
OG0000829	LOC129789057	ADIR011677
OG0000830	LOC129790240	ADIR010358
OG0000831	LOC129791176, LOC129791175	ADIR009274, ADIR009275
OG0000832	LOC129794224	ADIR006400, ADIR006401
OG0000834	LOC129791780	ADIR009694
OG0000835	LOC129792918	ADIR015832, ADIR015833
OG0000836	LOC129790211	ADIR006190
OG0000837	LOC129794116	ADIR008614
OG0000837	LOC129787331, LOC129792069	ADIR008615
OG0000838	LOC129789521	ADIR001536
OG0000840	LOC129789194, LOC129791076	ADIR000464
OG0000841	LOC129794927, LOC129790946	ADIR005969
OG0000843	LOC129786227	ADIR008436
OG0000845	LOC129792536	ADIR008812, ADIR014752
OG0000846	LOC129787444	ADIR006677
OG0000847	LOC129791272	ADIR000816
OG0000849	LOC129795434, LOC129788080, LOC129790226, LOC129791276	ADIR010544
OG0000850	LOC129791444	ADIR009876, ADIR011650, ADIR009781, ADIR009782, ADIR009779
OG0000852	LOC129788599	ADIR010778
OG0000854	LOC129793009	ADIR003593, ADIR003592
OG0000855	LOC129789897	ADIR001421
OG0000856	LOC129790813, LOC129792104, LOC129786181	ADIR007310
OG0000857	LOC129785877	ADIR006940, ADIR005462
OG0000858	LOC129785850	ADIR003272, ADIR003271
OG0000859	LOC129788037	ADIR005731
OG0000860	LOC129786266	ADIR001450
OG0000863	LOC129793328	ADIR007225
OG0000864	LOC129793138	ADIR011041, ADIR011040
OG0000865	LOC129790135	ADIR001249, ADIR004962
OG0000866	LOC129792732	ADIR007832, ADIR007833, ADIR007831
OG0000867	LOC129786070	ADIR010148, ADIR010147
OG0000868	LOC129792166	ADIR008592, ADIR008589
OG0000870	LOC129787090	ADIR003994
OG0000872	LOC129797115	ADIR001374, ADIR007136
OG0000873	LOC129792698	ADIR003777
OG0000874	LOC129790074	ADIR000667, ADIR000666
OG0000875	LOC129788011	ADIR001440
OG0000876	LOC129797362, LOC129797390	ADIR008398
OG0000877	LOC129788029	ADIR002909
OG0000878	LOC129793385	ADIR001592
OG0000879	LOC129786508, LOC129786528, LOC129786530	ADIR011249
OG0000881	LOC129797026	ADIR004537, ADIR004539
OG0000882	LOC129795525	ADIR001720, ADIR001718
OG0000883	LOC129791918	ADIR007904
OG0000884	LOC129796295	ADIR005703, ADIR005700
OG0000885	LOC129787789	ADIR004569, ADIR004570
OG0000886	LOC129793963	ADIR007346, ADIR007342
OG0000887	LOC129789293	ADIR008198, ADIR009856
OG0000888	LOC129790593	ADIR009726, ADIR009724, ADIR009723
OG0000889	LOC129793644	ADIR007599, ADIR007602, ADIR007600
OG0000890	LOC129786434	ADIR006657, ADIR006660
OG0000893	LOC129788074, LOC129786042	ADIR002643
OG0000894	LOC129790516, LOC129789882	ADIR008534, ADIR008537
OG0000895	LOC129797858	ADIR014136, ADIR001441
OG0000896	LOC129788923, LOC129790573	ADIR000581
OG0000900	LOC129791238	ADIR001006
OG0000901	LOC129795564	ADIR000126
OG0000902	LOC129789494	ADIR000784, ADIR008391
OG0000904	LOC129788200, LOC129786071	ADIR015787, ADIR002454
OG0000906	LOC129792596	ADIR003641, ADIR003640
OG0000907	LOC129790351	ADIR010374
OG0000908	LOC129790100	ADIR005885, ADIR002967
OG0000909	LOC129796560	ADIR008465, ADIR008464, ADIR008466
OG0000910	LOC129795282	ADIR003521, ADIR003520
OG0000911	LOC129795049, LOC129795046, LOC129795115, LOC129795047, LOC129795048, LOC129795050	ADIR001012
OG0000926	LOC129787193	ADIR014973, ADIR016200, ADIR004243
OG0000929	LOC129794044	ADIR010990, ADIR014948, ADIR010991
OG0000940	LOC129790864	ADIR011030
OG0000941	LOC129796100	ADIR002843, ADIR002842
OG0000944	LOC129786944	ADIR002711
OG0000944	LOC129786945	ADIR002707
OG0000945	LOC129791341	ADIR000867
OG0000946	LOC129788541	ADIR011067, ADIR011068
OG0000947	LOC129795083	ADIR005680
OG0000948	LOC129793500	ADIR000744
OG0000951	LOC129793103	ADIR007510
OG0000954	LOC129790521	ADIR001308, ADIR001307
OG0000955	LOC129788857	ADIR010464
OG0000956	LOC129791637	ADIR014508, ADIR007056
OG0000958	LOC129789081	ADIR004809, ADIR003923, ADIR004810
OG0000959	LOC129788197	ADIR005324, ADIR005326
OG0000960	LOC129787101	ADIR008258, ADIR008256, ADIR010734
OG0000961	LOC129789061, LOC129789060, LOC129791743	ADIR007697
OG0000962	LOC129788175	ADIR008280
OG0000963	LOC129791715	ADIR002688, ADIR002686
OG0000964	LOC129789690	ADIR000239
OG0000965	LOC129793540	ADIR008783
OG0000967	LOC129787131	ADIR015702
OG0000968	LOC129786430	ADIR001057
OG0000969	LOC129792145	ADIR009225
OG0000972	LOC129791340	ADIR006278
OG0000973	LOC129788414	ADIR006725, ADIR006726
OG0000974	LOC129790235	ADIR006144
OG0000975	LOC129794101	ADIR007520
OG0000976	LOC129794233	ADIR007778, ADIR007776
OG0000977	LOC129795519	ADIR010731
OG0000978	LOC129791015	ADIR008533, ADIR008532
OG0000979	LOC129790816	ADIR011494
OG0000980	LOC129788975	ADIR001163
OG0000982	LOC129797134	ADIR000845, ADIR000844
OG0000984	LOC129792919	ADIR007396, ADIR007394
OG0000986	LOC129793529	ADIR005647
OG0000987	LOC129789906	ADIR006032
OG0000988	LOC129789053	ADIR005981
OG0000989	LOC129794910	ADIR005738
OG0000990	LOC129790037	ADIR006013
OG0000991	LOC129792113	ADIR000231
OG0000993	LOC129793738	ADIR009921, ADIR009922
OG0000994	LOC129794241	ADIR007809
OG0000995	LOC129787625	ADIR000369
OG0000996	LOC129796131	ADIR005123
OG0000997	LOC129792516	ADIR003631, ADIR003633
OG0000998	LOC129787963	ADIR005445
OG0000999	LOC129787879, LOC129797687, LOC129797198	ADIR001743, ADIR001742
OG0001000	LOC129794479, LOC129795878, LOC129794521, LOC129795305	ADIR002180
OG0001001	LOC129789861, LOC129793688	ADIR006808, ADIR006820
OG0001002	LOC129791439	ADIR005976
OG0001003	LOC129792614	ADIR014477
OG0001004	LOC129789094, LOC129792668	ADIR008236
OG0001005	LOC129790275	ADIR000854, ADIR001632
OG0001006	LOC129790929	ADIR000927
OG0001008	LOC129795176	ADIR001703
OG0001009	LOC129786970, LOC129786956, LOC129791459	ADIR000803
OG0001010	LOC129792704, LOC129795695, LOC129788700, LOC129791406	ADIR004598
OG0001011	LOC129788760, LOC129790740	ADIR006614, ADIR006612
OG0001013	LOC129791329, LOC129791681, LOC129791698	ADIR004335
OG0001014	LOC129791201	ADIR004702
OG0001016	LOC129797780, LOC129797778	ADIR008409
OG0001018	LOC129788551, LOC129788546	ADIR001455, ADIR001457
OG0001020	LOC129786180	ADIR000801, ADIR007840
OG0001022	LOC129786089	ADIR003465
OG0001024	LOC129788527	ADIR006784
OG0001026	LOC129794084	ADIR000853, ADIR010760
OG0001027	LOC129795138	ADIR001858, ADIR001857
OG0001028	LOC129795454	ADIR006619
OG0001029	LOC129788741	ADIR000848
OG0001032	LOC129797772	ADIR014167
OG0001034	LOC129795761, LOC129787325	ADIR002817
OG0001036	LOC129791200	ADIR006092
OG0001037	LOC129792572	ADIR011043
OG0001038	LOC129786672	ADIR002831, ADIR002830
OG0001039	LOC129787219	ADIR015683
OG0001040	LOC129790565, LOC129797394, LOC129790576	ADIR000588
OG0001042	LOC129796040, LOC129796033, LOC129796013, LOC129796003	ADIR009987
OG0001043	LOC129796562	ADIR015783, ADIR015785
OG0001044	LOC129791588, LOC129791587	ADIR008101
OG0001045	LOC129790522	ADIR001033
OG0001047	LOC129786341, LOC129786344, LOC129794036, LOC129786345	ADIR010119
OG0001048	LOC129797230, LOC129797229	ADIR002284
OG0001049	LOC129796382	ADIR011557, ADIR011559, ADIR011555
OG0001050	LOC129794622, LOC129790880	ADIR003667
OG0001055	LOC129790165	ADIR001133
OG0001056	LOC129790417	ADIR001338, ADIR010392, ADIR002434
OG0001057	LOC129785857	ADIR003270
OG0001058	LOC129786362	ADIR008480
OG0001059	LOC129797218	ADIR003144
OG0001060	LOC129797828	ADIR003285
OG0001061	LOC129790603	ADIR006769, ADIR006771
OG0001062	LOC129788539	ADIR011069
OG0001063	LOC129788634	ADIR001952, ADIR001951, ADIR008490
OG0001064	LOC129791853	ADIR007468
OG0001065	LOC129787932	ADIR001053, ADIR001052
OG0001066	LOC129789269	ADIR003486, ADIR003489
OG0001067	LOC129789781	ADIR015687
OG0001068	LOC129787046	ADIR006582, ADIR006585
OG0001069	LOC129787026	ADIR005552, ADIR005553
OG0001070	LOC129793530	ADIR005160
OG0001071	LOC129795388	ADIR000099
OG0001072	LOC129791290	ADIR010879, ADIR010878
OG0001073	LOC129790121	ADIR000793, ADIR000792
OG0001074	LOC129788670	ADIR003601
OG0001075	LOC129797022	ADIR010243, ADIR010244
OG0001076	LOC129785981	ADIR003010, ADIR003009, ADIR003011
OG0001077	LOC129793752	ADIR000549, ADIR000548
OG0001078	LOC129788875	ADIR008525, ADIR011504
OG0001079	LOC129793664	ADIR001601
OG0001079	LOC129793657	ADIR001598
OG0001080	LOC129791356	ADIR001755, ADIR001756
OG0001081	LOC129791844	ADIR016110
OG0001082	LOC129791458	ADIR001136
OG0001083	LOC129795765	ADIR000316, ADIR000313, ADIR000314
OG0001084	LOC129794593	ADIR000465, ADIR000462
OG0001085	LOC129796635	ADIR009755
OG0001086	LOC129792225	ADIR007956, ADIR007958
OG0001087	LOC129794078	ADIR011239
OG0001088	LOC129787136	ADIR015811, ADIR015812
OG0001090	LOC129786306	ADIR016112
OG0001091	LOC129794575	ADIR011601, ADIR011603, ADIR011600
OG0001092	LOC129788411, LOC129788409	ADIR000886
OG0001094	LOC129790523, LOC129790524	ADIR003517
OG0001095	LOC129794186	ADIR011362, ADIR011363
OG0001096	LOC129790467, LOC129789266	ADIR001194
OG0001097	LOC129791217	ADIR000620, ADIR000619
OG0001098	LOC129791313	ADIR011117
OG0001101	LOC129793636	ADIR006978
OG0001102	LOC129791849	ADIR007415
OG0001103	LOC129794982	ADIR001516
OG0001104	LOC129785976	ADIR003543, ADIR003544
OG0001105	LOC129797284	ADIR003122, ADIR003125
OG0001106	LOC129791987	ADIR008243, ADIR008242
OG0001107	LOC129797543	ADIR010275, ADIR010276
OG0001109	LOC129788390	ADIR011046, ADIR011047
OG0001110	LOC129791799	ADIR011524, ADIR011523
OG0001111	LOC129792625	ADIR008652, ADIR008653
OG0001112	LOC129794923	ADIR000342
OG0001113	LOC129793132	ADIR003815, ADIR003816
OG0001115	LOC129787244, LOC129787243	ADIR008453, ADIR008454, ADIR008455, ADIR008452
OG0001123	LOC129787595	ADIR004214
OG0001138	LOC129793026	ADIR015796
OG0001142	LOC129797673, LOC129797675	ADIR000264
OG0001144	LOC129790186	ADIR011534
OG0001145	LOC129790848	ADIR001204
OG0001147	LOC129792090	ADIR006905
OG0001148	LOC129791114	ADIR002497
OG0001149	LOC129796816	ADIR002811
OG0001149	LOC129797593	ADIR002813
OG0001150	LOC129794585	ADIR002149, ADIR002152
OG0001151	LOC129790954	ADIR015610
OG0001152	LOC129790528	ADIR005906
OG0001153	LOC129795593	ADIR001812
OG0001154	LOC129795336	ADIR000110
OG0001155	LOC129795834	ADIR001810
OG0001158	LOC129797717	ADIR002749, ADIR002748, ADIR002747
OG0001159	LOC129793087	ADIR008577, ADIR008574
OG0001160	LOC129789294	ADIR004649, ADIR004648
OG0001162	LOC129789452	ADIR006106
OG0001163	LOC129793609	ADIR000745
OG0001166	LOC129791338	ADIR000707
OG0001167	LOC129790044	ADIR005033
OG0001168	LOC129797215	ADIR000318
OG0001170	LOC129791829	ADIR006896
OG0001171	LOC129794785	ADIR003508, ADIR003509
OG0001172	LOC129787585	ADIR007432
OG0001173	LOC129797583	ADIR004781, ADIR011680
OG0001174	LOC129786251	ADIR005525, ADIR005524
OG0001175	LOC129787315	ADIR005518, ADIR005520
OG0001176	LOC129797364	ADIR010247
OG0001178	LOC129790517	ADIR001310
OG0001179	LOC129791030	ADIR004919
OG0001180	LOC129788976	ADIR005893, ADIR005894
OG0001181	LOC129786120	ADIR006433, ADIR006427
OG0001182	LOC129787593	ADIR010320, ADIR010319
OG0001183	LOC129786482	ADIR002659, ADIR002660, ADIR002661
OG0001184	LOC129795045	ADIR002272
OG0001185	LOC129788331	ADIR002871, ADIR002875
OG0001186	LOC129790558	ADIR003355, ADIR003357
OG0001188	LOC129786823	ADIR008274
OG0001189	LOC129787741	ADIR010372
OG0001190	LOC129794660	ADIR001917, ADIR001916
OG0001191	LOC129796042	ADIR002062
OG0001192	LOC129795136, LOC129795137	ADIR004747
OG0001194	LOC129797076, LOC129786937	ADIR009502
OG0001195	LOC129796300	ADIR002238, ADIR002237
OG0001196	LOC129796450	ADIR000104, ADIR000103
OG0001197	LOC129796231	ADIR000509, ADIR014042
OG0001198	LOC129796825	ADIR015795
OG0001199	LOC129787441	ADIR004124, ADIR004125
OG0001200	LOC129794951	ADIR009696
OG0001201	LOC129793638	ADIR010998
OG0001202	LOC129790675	ADIR006605
OG0001204	LOC129788920	ADIR006600, ADIR006601
OG0001205	LOC129788476	ADIR005943, ADIR002650
OG0001206	LOC129793483	ADIR008419, ADIR008421
OG0001207	LOC129789730	ADIR006729
OG0001208	LOC129792511, LOC129790343	ADIR005244
OG0001209	LOC129787116	ADIR006489, ADIR006490, ADIR006491
OG0001210	LOC129789059	ADIR010856, ADIR010857
OG0001211	LOC129794278, LOC129789216, LOC129796320	ADIR000362
OG0001212	LOC129786776	ADIR007240
OG0001215	LOC129794117	ADIR011161
OG0001218	LOC129787982	ADIR009094
OG0001219	LOC129792661	ADIR003648, ADIR003646, ADIR003650
OG0001220	LOC129792760	ADIR007441, ADIR007442
OG0001221	LOC129795596	ADIR009191
OG0001222	LOC129792565	ADIR000761
OG0001223	LOC129789118	ADIR009783
OG0001224	LOC129789722, LOC129788434	ADIR011191, ADIR011190
OG0001225	LOC129791107	ADIR001304, ADIR001305
OG0001226	LOC129789466	ADIR005203, ADIR005204
OG0001227	LOC129786360	ADIR003525, ADIR003526
OG0001229	LOC129793019	ADIR007543, ADIR007542
OG0001230	LOC129790742	ADIR005993
OG0001231	LOC129786580	ADIR005270
OG0001232	LOC129787800, LOC129797716, LOC129788785, LOC129788854	ADIR010389
OG0001234	LOC129797505	ADIR002742
OG0001235	LOC129797456	ADIR014492, ADIR005830
OG0001236	LOC129790098	ADIR005345, ADIR005344
OG0001237	LOC129788970	ADIR006202, ADIR005912
OG0001239	LOC129790877	ADIR000930
OG0001241	LOC129789826	ADIR000616
OG0001244	LOC129794671	ADIR000431, ADIR000432
OG0001245	LOC129790968	ADIR009021, ADIR001530
OG0001246	LOC129792984	ADIR001004
OG0001247	LOC129794715, LOC129794718, LOC129791053	ADIR002558
OG0001248	LOC129791559	ADIR005795, ADIR005794
OG0001249	LOC129796838	ADIR002698
OG0001251	LOC129793082	ADIR004493, ADIR009708
OG0001252	LOC129789405, LOC129786917	ADIR015902
OG0001253	LOC129792804	ADIR001985
OG0001254	LOC129789034	ADIR005793
OG0001255	LOC129790304	ADIR005120
OG0001257	LOC129791044	ADIR006367, ADIR006368
OG0001258	LOC129794691, LOC129795222	ADIR004676
OG0001259	LOC129791214	ADIR006801
OG0001260	LOC129789595	ADIR011472, ADIR011473
OG0001262	LOC129791832	ADIR004654, ADIR004656
OG0001263	LOC129790926	ADIR008279
OG0001264	LOC129795841, LOC129795859	ADIR000387
