Orthogroup	LlongipalpisASM	AgambiaePEST
OG0000454	LOC129791222, LOC129791223, LOC129789958, LOC129789953, LOC129789957, LOC129789984, LOC129789955, LOC129789970, LOC129786231, LOC129789956	AGAP009342
OG0000455	LOC129793202	AGAP006770
OG0000455	LOC129795185, LOC129794005	AGAP011180
OG0000456	LOC129789003	AGAP006019, AGAP008962
OG0000457	LOC129797501	AGAP001659
OG0000457	LOC129797497	AGAP001657
OG0000460	LOC129786399	AGAP002578, AGAP002577
OG0000461	LOC129788689, LOC129788691	AGAP000449, AGAP000452
OG0000464	LOC129792136	AGAP029366, AGAP029365, AGAP029372
OG0000465	LOC129794475, LOC129787824, LOC129787821, LOC129787819, LOC129787822, LOC129787823	AGAP004655
OG0000466	LOC129788859	AGAP011171, AGAP029870, AGAP029548
OG0000476	LOC129797587, LOC129797598	AGAP003256, AGAP003255
OG0000478	LOC129789679	AGAP009964
OG0000478	LOC129789267	AGAP009965
OG0000479	LOC129786132, LOC129786130	AGAP001766, AGAP001769
OG0000480	LOC129795298	AGAP011643, AGAP011641
OG0000481	LOC129793585	AGAP005612, AGAP005610
OG0000482	LOC129789436	AGAP009381, AGAP009385
OG0000483	LOC129790713	AGAP007811
OG0000484	LOC129797633	AGAP010151, AGAP007828
OG0000485	LOC129795192	AGAP008061, AGAP008060
OG0000486	LOC129796376	AGAP011729, AGAP001183
OG0000487	LOC129796445	AGAP008490, AGAP000473
OG0000489	LOC129789596	AGAP000218, AGAP000217
OG0000490	LOC129797526, LOC129793927	AGAP012106, AGAP012081, AGAP029205
OG0000491	LOC129786095	AGAP003322, AGAP002652
OG0000492	LOC129790192	AGAP000225, AGAP000228
OG0000494	LOC129795759	AGAP011945
OG0000494	LOC129795756	AGAP008898
OG0000495	LOC129789139	AGAP007851, AGAP013726, AGAP013771
OG0000496	LOC129786268	AGAP029684
OG0000497	LOC129787431	AGAP013190, AGAP028501
OG0000498	LOC129786578, LOC129786574, LOC129786579	AGAP010973, AGAP010974
OG0000499	LOC129790607	AGAP006782, AGAP002358
OG0000500	LOC129788005	AGAP000399, AGAP006668
OG0000501	LOC129797582	AGAP010828, AGAP010829, AGAP010827, AGAP010826
OG0000502	LOC129785827	AGAP010734, AGAP010810
OG0000504	LOC129793723	AGAP001695, AGAP029662
OG0000506	LOC129792624	AGAP006486, AGAP011608
OG0000507	LOC129791979	AGAP008487, AGAP004054
OG0000509	LOC129792415	AGAP006370, AGAP006369
OG0000510	LOC129791881	AGAP000973, AGAP003730, AGAP012841
OG0000511	LOC129797841	AGAP006343, AGAP006342
OG0000512	LOC129789516	AGAP001033
OG0000514	LOC129785846	AGAP003578, AGAP009944
OG0000515	LOC129790939	AGAP003487, AGAP013419
OG0000516	LOC129791524, LOC129797636	AGAP003586, AGAP013333
OG0000517	LOC129795838, LOC129787799, LOC129787785, LOC129789028, LOC129790802	AGAP004263, AGAP012703, AGAP004262
OG0000518	LOC129793591	AGAP007676, AGAP007677
OG0000519	LOC129793219	AGAP006385
OG0000520	LOC129788574	AGAP009090
OG0000520	LOC129788575	AGAP009091
OG0000521	LOC129792109	AGAP007406
OG0000521	LOC129792300	AGAP003541
OG0000522	LOC129788714	AGAP010186, AGAP010184
OG0000523	LOC129797678	AGAP004369
OG0000523	LOC129795335	AGAP004577
OG0000524	LOC129792438	AGAP005952, AGAP005951
OG0000526	LOC129796859, LOC129794163	AGAP000361, AGAP010269
OG0000527	LOC129787200	AGAP004223, AGAP004222
OG0000528	LOC129793220	AGAP006536, AGAP006540
OG0000535	LOC129788946, LOC129788947	AGAP007918, AGAP013758
OG0000536	LOC129786855	AGAP007134, AGAP011848
OG0000537	LOC129792344	AGAP009869
OG0000538	LOC129785868	AGAP012720, AGAP013071, AGAP003049
OG0000540	LOC129795815, LOC129795822	AGAP001027
OG0000542	LOC129787142	AGAP003783
OG0000542	LOC129787129	AGAP003782
OG0000543	LOC129790875, LOC129790828	AGAP029776, AGAP029777
OG0000544	LOC129793436	AGAP009442
OG0000544	LOC129793456	AGAP003796
OG0000546	LOC129791189	AGAP000075, AGAP013356
OG0000547	LOC129789445	AGAP010354, AGAP005899
OG0000548	LOC129788460, LOC129793810, LOC129796665	AGAP000570
OG0000549	LOC129796163, LOC129787746	AGAP005981, AGAP000008
OG0000550	LOC129793857	AGAP006913
OG0000551	LOC129787904, LOC129787888	AGAP013146, AGAP013188, AGAP013393, AGAP013255, AGAP012745
OG0000552	LOC129793549	AGAP004228
OG0000553	LOC129792363	AGAP006055
OG0000555	LOC129786450	AGAP004358
OG0000557	LOC129791307	AGAP003231, AGAP000170
OG0000558	LOC129793107	AGAP003133, AGAP000787
OG0000559	LOC129787647	AGAP001962, AGAP001961
OG0000560	LOC129791771, LOC129796515	AGAP007460, AGAP000546
OG0000561	LOC129792664	AGAP005928
OG0000561	LOC129792671	AGAP005929
OG0000562	LOC129796001	AGAP005035
OG0000562	LOC129793753, LOC129796544	AGAP005034
OG0000563	LOC129787428	AGAP003494, AGAP003493
OG0000564	LOC129790481	AGAP009587
OG0000564	LOC129790484	AGAP009588
OG0000565	LOC129788762	AGAP013199, AGAP000721
OG0000566	LOC129795066	AGAP011220, AGAP011219
OG0000567	LOC129794069	AGAP006868
OG0000567	LOC129794176	AGAP006283
OG0000568	LOC129793949	AGAP006958, AGAP006961, AGAP006959
OG0000569	LOC129797441	AGAP002511
OG0000569	LOC129797546	AGAP002510
OG0000572	LOC129793426	AGAP012528, AGAP004813, AGAP012530, AGAP012531, AGAP004815, AGAP004814
OG0000573	LOC129790886	AGAP001028, AGAP004281, AGAP029321
OG0000574	LOC129790054	AGAP009926, AGAP012737, AGAP009927
OG0000579	LOC129793001	AGAP006150, AGAP007148, AGAP001329
OG0000581	LOC129792112	AGAP005002, AGAP005001
OG0000582	LOC129791278	AGAP029049
OG0000582	LOC129790571	AGAP029054
OG0000584	LOC129795290	AGAP011711, AGAP011712
OG0000586	LOC129786887, LOC129790177	AGAP013019, AGAP004005
OG0000588	LOC129786769	AGAP003524
OG0000588	LOC129797624	AGAP003523
OG0000606	LOC129795943, LOC129795511	AGAP003350
OG0000607	LOC129796412	AGAP011713, AGAP029298
OG0000608	LOC129790262	AGAP029663, AGAP029476
OG0000609	LOC129789280, LOC129790035, LOC129789951, LOC129791241, LOC129788166, LOC129795243, LOC129794971, LOC129794411	AGAP009176
OG0000610	LOC129793437	AGAP005602, AGAP005603
OG0000611	LOC129794969, LOC129792305	AGAP007588, AGAP007589
OG0000612	LOC129793245, LOC129791742	AGAP007597, AGAP009318
OG0000613	LOC129797020	AGAP002811, AGAP002813
OG0000614	LOC129794514, LOC129787902	AGAP006788
OG0000615	LOC129793095	AGAP005941, AGAP005942
OG0000616	LOC129787986	AGAP029794
OG0000618	LOC129786155	AGAP000953, AGAP002395
OG0000619	LOC129790543	AGAP003929
OG0000619	LOC129790552	AGAP003928
OG0000621	LOC129789158	AGAP008850, AGAP000851
OG0000622	LOC129791514, LOC129795662, LOC129794311, LOC129795246	AGAP010328
OG0000623	LOC129795989	AGAP011665, AGAP011921
OG0000624	LOC129787186	AGAP003846, AGAP003845
OG0000625	LOC129797405	AGAP001376, AGAP001377
OG0000626	LOC129787438	AGAP013181, AGAP001026
OG0000627	LOC129796028	AGAP029992, AGAP029636
OG0000629	LOC129789450, LOC129796880, LOC129791990	AGAP000705, AGAP013449
OG0000631	LOC129790689, LOC129790682, LOC129790676, LOC129790648, LOC129790687, LOC129789197, LOC129790679	AGAP008340
OG0000632	LOC129790746	AGAP000655, AGAP002346
OG0000633	LOC129789117	AGAP000401, AGAP012656, AGAP005066
OG0000634	LOC129789630, LOC129790889, LOC129794049	AGAP000732, AGAP004350
OG0000635	LOC129793876	AGAP001201
OG0000636	LOC129792190	AGAP006907, AGAP006906
OG0000637	LOC129794946	AGAP011095, AGAP011094
OG0000639	LOC129792772	AGAP007650, AGAP007651
OG0000640	LOC129788673	AGAP005972
OG0000641	LOC129787296	AGAP009185
OG0000641	LOC129787356, LOC129787297	AGAP009187
OG0000643	LOC129796821, LOC129792422, LOC129796228	AGAP001117
OG0000644	LOC129794535, LOC129794595, LOC129795223, LOC129795224	AGAP029764, AGAP029763
OG0000645	LOC129794232	AGAP005459, AGAP005456
OG0000647	LOC129787355	AGAP007665, AGAP007663
OG0000650	LOC129789372	AGAP010133, AGAP012849, AGAP010132
OG0000651	LOC129788154, LOC129786032	AGAP012216, AGAP012217
OG0000652	LOC129786179	AGAP000654
OG0000654	LOC129790933	AGAP007371, AGAP007372
OG0000656	LOC129790214	AGAP009212, AGAP009213
OG0000657	LOC129790497, LOC129790495	AGAP029977
OG0000658	LOC129786084	AGAP002241, AGAP002240
OG0000661	LOC129793785, LOC129791227	AGAP006891, AGAP000794
OG0000662	LOC129795022	AGAP010854, AGAP029297
OG0000663	LOC129791581, LOC129795004	AGAP013218, AGAP004636, AGAP029800
OG0000664	LOC129788373, LOC129788783	AGAP029147, AGAP009014
OG0000665	LOC129797714	AGAP001983
OG0000665	LOC129797715	AGAP013533
OG0000666	LOC129789920	AGAP029109
OG0000668	LOC129789518	AGAP000211, AGAP000210
OG0000671	LOC129796439	AGAP011667, AGAP011666
OG0000672	LOC129797850	AGAP012545, AGAP008823, AGAP008824, AGAP008825, AGAP028559
OG0000673	LOC129790089	AGAP010024, AGAP029234
OG0000674	LOC129794686	AGAP011555, AGAP011554
OG0000675	LOC129792563	AGAP029530
OG0000676	LOC129792412, LOC129792447, LOC129786950	AGAP003757
OG0000677	LOC129792367	AGAP010242, AGAP010245
OG0000678	LOC129793735, LOC129793408	AGAP005069, AGAP005068
OG0000679	LOC129791603	AGAP005528, AGAP005529
OG0000680	LOC129785935	AGAP000292, AGAP000294
OG0000681	LOC129792486	AGAP029337, AGAP029350
OG0000682	LOC129797098	AGAP003137, AGAP000668
OG0000683	LOC129788436	AGAP009270, AGAP009947
OG0000684	LOC129790629	AGAP011076, AGAP012107
OG0000694	LOC129794508	AGAP029165, AGAP029160, AGAP029200, AGAP006691, AGAP029152, AGAP029159, AGAP029202
OG0000698	LOC129787630	AGAP004465
OG0000698	LOC129796776	AGAP004466
OG0000701	LOC129796793	AGAP029980, AGAP012414
OG0000704	LOC129797389	AGAP012513, AGAP012514
OG0000705	LOC129796588	AGAP005317, AGAP005318
OG0000706	LOC129797846	AGAP002464
OG0000707	LOC129792435	AGAP006439
OG0000708	LOC129787482	AGAP002069, AGAP000591
OG0000709	LOC129789636	AGAP000391
OG0000710	LOC129791310	AGAP000025, AGAP001360
OG0000713	LOC129792499	AGAP005327
OG0000714	LOC129792793	AGAP002621, AGAP002620
OG0000715	LOC129796879	AGAP003272, AGAP002980
OG0000716	LOC129787130	AGAP012882, AGAP003787, AGAP003786
OG0000717	LOC129786764	AGAP009692, AGAP009691
OG0000718	LOC129796921	AGAP029667
OG0000720	LOC129796031	AGAP003676
OG0000721	LOC129788149	AGAP003713, AGAP011630
OG0000722	LOC129786896	AGAP002639, AGAP002640
OG0000723	LOC129794187	AGAP003314, AGAP001130
OG0000725	LOC129791110	AGAP006388
OG0000726	LOC129788835	AGAP004258
OG0000727	LOC129796652	AGAP028525
OG0000728	LOC129794810	AGAP005804, AGAP000662
OG0000729	LOC129791068	AGAP009572, AGAP000541
OG0000730	LOC129796264	AGAP010591
OG0000731	LOC129789026	AGAP000923, AGAP005336
OG0000732	LOC129797450	AGAP003274, AGAP003275
OG0000733	LOC129785863, LOC129785872	AGAP006396, AGAP006395
OG0000734	LOC129789331	AGAP000773, AGAP010058
OG0000735	LOC129794676	AGAP006826, AGAP004303
OG0000736	LOC129793708	AGAP007723
OG0000737	LOC129796348, LOC129788882, LOC129795358, LOC129791062, LOC129791063	AGAP000679
OG0000738	LOC129793763	AGAP010295, AGAP012433, AGAP012434
OG0000739	LOC129793879	AGAP029559
OG0000740	LOC129787177	AGAP002178
OG0000741	LOC129797548	AGAP004783
OG0000743	LOC129794837	AGAP011821
OG0000745	LOC129786239	AGAP004093
OG0000746	LOC129787579, LOC129787575, LOC129792742, LOC129787572	AGAP002196
OG0000747	LOC129785899	AGAP001818, AGAP001816
OG0000748	LOC129796516	AGAP001982, AGAP013061
OG0000749	LOC129790710	AGAP000336, AGAP007517
OG0000751	LOC129792694	AGAP013097, AGAP000468
OG0000752	LOC129790897	AGAP000339
OG0000754	LOC129795829, LOC129795608, LOC129794471, LOC129792308	AGAP006167
OG0000755	LOC129785867	AGAP003057
OG0000760	LOC129787524	AGAP011966
OG0000760	LOC129786893	AGAP011967
OG0000761	LOC129788153	AGAP010286, AGAP012633, AGAP012603
OG0000762	LOC129796373	AGAP003656
OG0000763	LOC129792352	AGAP007717
OG0000764	LOC129790190	AGAP009464
OG0000764	LOC129790181	AGAP009466
OG0000765	LOC129789275	AGAP029567, AGAP009793
OG0000766	LOC129786356	AGAP010503, AGAP010506
OG0000767	LOC129795536	AGAP011379
OG0000769	LOC129794848	AGAP029276, AGAP028416
OG0000770	LOC129786315	AGAP000045
OG0000771	LOC129790610	AGAP013055
OG0000772	LOC129792370	AGAP006444
OG0000773	LOC129792988	AGAP009652, AGAP029640
OG0000774	LOC129795444	AGAP011384
OG0000775	LOC129792524, LOC129792514	AGAP029541
OG0000776	LOC129789709, LOC129795694	AGAP011334
OG0000777	LOC129796454	AGAP005037
OG0000778	LOC129797210	AGAP003601
OG0000778	LOC129795529	AGAP003602
OG0000779	LOC129793955	AGAP006902
OG0000786	LOC129787036	AGAP004290, AGAP004289
OG0000786	LOC129787035	AGAP013168
OG0000799	LOC129793175	AGAP003995
OG0000800	LOC129795872	AGAP003871
OG0000802	LOC129791127	AGAP007838, AGAP007837, AGAP007836
OG0000805	LOC129793176	AGAP007590
OG0000805	LOC129793153	AGAP007587
OG0000807	LOC129788809	AGAP009018
OG0000808	LOC129790680	AGAP029984
OG0000809	LOC129791710	AGAP008039, AGAP001384
OG0000810	LOC129788735	AGAP000735, AGAP002294
OG0000811	LOC129788764	AGAP006449, AGAP000777, AGAP000738
OG0000813	LOC129791403	AGAP008443
OG0000814	LOC129787257	AGAP010341
OG0000815	LOC129797564	AGAP010943
OG0000816	LOC129797354	AGAP004386, AGAP012509
OG0000817	LOC129787592	AGAP011557, AGAP000616
OG0000818	LOC129795093, LOC129795251, LOC129791377, LOC129795090, LOC129795163, LOC129795057, LOC129795174	AGAP028003
OG0000821	LOC129790272	AGAP000625
OG0000823	LOC129794529	AGAP011943, AGAP028539
OG0000825	LOC129791777	AGAP001683
OG0000826	LOC129790956	AGAP009564, AGAP000260, AGAP005098
OG0000827	LOC129794122	AGAP011053
OG0000828	LOC129788185, LOC129788181	AGAP000606
OG0000829	LOC129789057	AGAP000315, AGAP000571
OG0000830	LOC129790240	AGAP001740
OG0000831	LOC129791176, LOC129791175	AGAP010130
OG0000832	LOC129794224	AGAP002443, AGAP002444
OG0000834	LOC129791780	AGAP010147
OG0000835	LOC129792918	AGAP012971, AGAP013467
OG0000836	LOC129790211	AGAP009105
OG0000836	LOC129790329	AGAP009104
OG0000837	LOC129794116	AGAP012441
OG0000837	LOC129787331, LOC129792069	AGAP005028
OG0000838	LOC129789521	AGAP004901, AGAP000627
OG0000840	LOC129791262, LOC129789194, LOC129791076	AGAP012501
OG0000841	LOC129794927	AGAP007860
OG0000841	LOC129790946	AGAP007862
OG0000843	LOC129786227	AGAP002475
OG0000845	LOC129792536	AGAP013197, AGAP029340
OG0000846	LOC129787444	AGAP002313
OG0000847	LOC129791272	AGAP000162, AGAP012897
OG0000849	LOC129795434, LOC129788080, LOC129790226, LOC129791276	AGAP013329, AGAP001449
OG0000850	LOC129791444	AGAP000927
OG0000854	LOC129793009	AGAP006794
OG0000855	LOC129789897	AGAP000540
OG0000856	LOC129790813, LOC129792104, LOC129786181	AGAP007365, AGAP007364
OG0000857	LOC129785877	AGAP005404, AGAP004407
OG0000858	LOC129785850	AGAP003059
OG0000859	LOC129788037	AGAP010437
OG0000860	LOC129786266	AGAP000979
OG0000863	LOC129793328	AGAP007485, AGAP007484
OG0000864	LOC129793138	AGAP008025
OG0000865	LOC129790135	AGAP000990, AGAP009027
OG0000866	LOC129792732	AGAP007012
OG0000867	LOC129786070	AGAP002707, AGAP002708
OG0000868	LOC129792166	AGAP029121, AGAP006111
OG0000870	LOC129787090	AGAP010182, AGAP029955, AGAP000200
OG0000872	LOC129797115	AGAP000669, AGAP007630
OG0000873	LOC129792698	AGAP005131
OG0000874	LOC129790074	AGAP008919
OG0000875	LOC129788011	AGAP000147
OG0000876	LOC129797362	AGAP003300
OG0000876	LOC129797390	AGAP003297
OG0000877	LOC129788029	AGAP004084, AGAP012563, AGAP004307
OG0000878	LOC129793385	AGAP005013, AGAP005012, AGAP012568, AGAP012567
OG0000879	LOC129786508, LOC129786528, LOC129786530	AGAP008088
OG0000881	LOC129797026	AGAP002411
OG0000882	LOC129795525	AGAP011111
OG0000883	LOC129791918	AGAP005755
OG0000884	LOC129796295	AGAP010410
OG0000885	LOC129787789	AGAP013481, AGAP002399
OG0000886	LOC129793963	AGAP006634, AGAP006636
OG0000887	LOC129789293	AGAP007308, AGAP001496
OG0000888	LOC129790593	AGAP008859
OG0000889	LOC129793644	AGAP029898
OG0000890	LOC129786434	AGAP002296, AGAP013171
OG0000893	LOC129786042	AGAP002924
OG0000894	LOC129790516, LOC129789882	AGAP013721, AGAP007854
OG0000895	LOC129797858	AGAP000146
OG0000896	LOC129788923, LOC129790573	AGAP009247, AGAP009250, AGAP009253, AGAP009248
OG0000900	LOC129791238	AGAP000113, AGAP013390
OG0000901	LOC129795564	AGAP011621, AGAP011622
OG0000902	LOC129789494	AGAP000516, AGAP000515
OG0000904	LOC129788200, LOC129786071	AGAP001354, AGAP001355
OG0000906	LOC129792596	AGAP006741
OG0000907	LOC129790351	AGAP001721
OG0000908	LOC129790100	AGAP004135
OG0000909	LOC129796560	AGAP004181
OG0000910	LOC129795282	AGAP002793, AGAP002792
OG0000911	LOC129795049, LOC129795046, LOC129795115, LOC129795047, LOC129795048, LOC129795050	AGAP000597
OG0000914	LOC129789702, LOC129791929, LOC129789064, LOC129789703, LOC129790499, LOC129793965, LOC129792174, LOC129796589, LOC129792434	AGAP001085
OG0000926	LOC129787193	AGAP006272, AGAP029699, AGAP006930
OG0000929	LOC129794044	AGAP007971, AGAP028103, AGAP028169, AGAP029428, AGAP029214
OG0000940	LOC129790864	AGAP008009
OG0000941	LOC129796100	AGAP002084
OG0000944	LOC129786944	AGAP001824
OG0000945	LOC129791341	AGAP000595, AGAP000596
OG0000946	LOC129788541	AGAP008308
OG0000947	LOC129795083	AGAP010467
OG0000948	LOC129793500	AGAP007818, AGAP028144
OG0000951	LOC129793103	AGAP005945, AGAP005944
OG0000954	LOC129790521	AGAP000801
OG0000955	LOC129788857	AGAP001634
OG0000956	LOC129791637	AGAP007944, AGAP007696
OG0000958	LOC129789081	AGAP011060, AGAP000812
OG0000959	LOC129788197	AGAP002018
OG0000960	LOC129787101	AGAP029991
OG0000961	LOC129789061, LOC129789060, LOC129791743	AGAP006414
OG0000962	LOC129788175	AGAP003415
OG0000963	LOC129791715	AGAP001866
OG0000964	LOC129789690	AGAP011434, AGAP011435
OG0000965	LOC129793540	AGAP005461
OG0000966	LOC129796954, LOC129794317, LOC129796959	AGAP010696
OG0000967	LOC129787131	AGAP003788
OG0000968	LOC129786430	AGAP000049
OG0000969	LOC129792145	AGAP004887
OG0000972	LOC129791340	AGAP009182
OG0000973	LOC129788414	AGAP004494
OG0000974	LOC129790235	AGAP009320, AGAP008439
OG0000975	LOC129794101	AGAP005933
OG0000976	LOC129794233	AGAP029512
OG0000977	LOC129795519	AGAP029767
OG0000978	LOC129791015	AGAP009558, AGAP009559
OG0000979	LOC129790816	AGAP012765, AGAP012623, AGAP009576, AGAP009581
OG0000980	LOC129788975	AGAP001698, AGAP000400
OG0000982	LOC129797134	AGAP000431
OG0000984	LOC129792919	AGAP005722, AGAP005720
OG0000985	LOC129794771	AGAP013400, AGAP013189
OG0000986	LOC129793529	AGAP010499
OG0000987	LOC129789906	AGAP009493
OG0000988	LOC129789053	AGAP013738
OG0000989	LOC129794910	AGAP010445, AGAP028136
OG0000990	LOC129790037	AGAP009515
OG0000991	LOC129792113	AGAP011442
OG0000993	LOC129793738	AGAP002737
OG0000994	LOC129794241	AGAP029900
OG0000995	LOC129787625	AGAP010544
OG0000996	LOC129796131	AGAP008341, AGAP009784
OG0000997	LOC129792516	AGAP029116
OG0000998	LOC129787963	AGAP004392
OG0000999	LOC129787879, LOC129797687, LOC129797198	AGAP029494
OG0001000	LOC129794479, LOC129795878, LOC129794521, LOC129795305	AGAP011805
OG0001001	LOC129789861, LOC129793688	AGAP008897
OG0001002	LOC129791439	AGAP009550
OG0001004	LOC129789094, LOC129792668	AGAP007254
OG0001005	LOC129790275	AGAP000719
OG0001006	LOC129790929	AGAP000876
OG0001008	LOC129795176	AGAP011100
OG0001009	LOC129786970, LOC129786956, LOC129791459	AGAP000327
OG0001010	LOC129792704, LOC129795695, LOC129788700, LOC129791406	AGAP000761
OG0001011	LOC129788760, LOC129790740	AGAP004050
OG0001013	LOC129791329, LOC129791681, LOC129791698	AGAP000663
OG0001014	LOC129791201	AGAP008719
OG0001016	LOC129797780, LOC129797778	AGAP029062
OG0001018	LOC129788551, LOC129788546	AGAP000300
OG0001020	LOC129786180	AGAP000498, AGAP007024
OG0001022	LOC129786089	AGAP013388, AGAP002847
OG0001023	LOC129796319, LOC129793389, LOC129794274	AGAP004963, AGAP004962
OG0001024	LOC129788527	AGAP008878
OG0001026	LOC129794084	AGAP011091, AGAP011092
OG0001027	LOC129795138	AGAP029893
OG0001028	LOC129795454	AGAP004059
OG0001029	LOC129788741	AGAP002589, AGAP000723
OG0001032	LOC129797772	AGAP011159
OG0001034	LOC129795761, LOC129787325	AGAP003230
OG0001035	LOC129792675, LOC129788485	AGAP009121
OG0001036	LOC129791200	AGAP009418, AGAP009419, AGAP009416, AGAP009417, AGAP009415
OG0001037	LOC129792572	AGAP008026
OG0001038	LOC129786672	AGAP003215, AGAP003216
OG0001039	LOC129787219	AGAP001572, AGAP001570
OG0001040	LOC129790565, LOC129797394, LOC129790576	AGAP008408
OG0001042	LOC129796040, LOC129796033, LOC129796013, LOC129796003	AGAP001240
OG0001043	LOC129796562	AGAP013284, AGAP001441
OG0001044	LOC129791588, LOC129791587	AGAP006327
OG0001045	LOC129790522	AGAP000523
OG0001047	LOC129786341, LOC129786344, LOC129794036, LOC129786345	AGAP001101
OG0001048	LOC129797230, LOC129797229	AGAP012113
