Orthogroup	LlongipalpisASM	CquinquefasciatusJHB2020
OG0000305	LOC129788936	CQUJHB001390, CQUJHB001973
OG0000306	LOC129792581	CQUJHB007627
OG0000311	LOC129797680, LOC129791123, LOC129797827, LOC129791363, LOC129795702	CQUJHB002464, CQUJHB006373, CQUJHB009011, CQUJHB013723, CQUJHB013875, CQUJHB009805, CQUJHB006004, CQUJHB002562, CQUJHB011202
OG0000319	LOC129792976, LOC129792973	CQUJHB011407, CQUJHB013783
OG0000324	LOC129791049	CQUJHB006140, CQUJHB006853
OG0000325	LOC129793668	CQUJHB012591, CQUJHB002806, CQUJHB016723
OG0000326	LOC129786690	CQUJHB012353, CQUJHB011965
OG0000327	LOC129788407	CQUJHB001917, CQUJHB018000, CQUJHB003068, CQUJHB018290
OG0000328	LOC129795928	CQUJHB006591, CQUJHB002346
OG0000329	LOC129790306	CQUJHB015894, CQUJHB002161, CQUJHB005779, CQUJHB010729
OG0000330	LOC129790371	CQUJHB017282, CQUJHB004081
OG0000331	LOC129786465	CQUJHB014371, CQUJHB013844, CQUJHB002783
OG0000332	LOC129787519	CQUJHB000271, CQUJHB007528
OG0000333	LOC129792561	CQUJHB012787
OG0000334	LOC129789365	CQUJHB007832
OG0000334	LOC129789420, LOC129789377, LOC129789388, LOC129789243, LOC129789387, LOC129789380, LOC129789362, LOC129789379, LOC129789244, LOC129789242, LOC129789359, LOC129789374	CQUJHB001067
OG0000336	LOC129790183, LOC129792929	CQUJHB001118, CQUJHB014833
OG0000337	LOC129794112	CQUJHB004552, CQUJHB015482, CQUJHB007647, CQUJHB014293, CQUJHB003359, CQUJHB014180, CQUJHB008057
OG0000344	LOC129796894, LOC129796895, LOC129786968	CQUJHB015676, CQUJHB017337, CQUJHB020406, CQUJHB012075
OG0000345	LOC129786395	CQUJHB013032, CQUJHB015347, CQUJHB011799, CQUJHB002735, CQUJHB017641, CQUJHB003889, CQUJHB011465
OG0000350	LOC129793586	CQUJHB008958
OG0000351	LOC129794682	CQUJHB013920, CQUJHB017507, CQUJHB012124
OG0000352	LOC129786247	CQUJHB012242, CQUJHB009117
OG0000352	LOC129786294	CQUJHB007986
OG0000353	LOC129794007	CQUJHB009056, CQUJHB008063, CQUJHB002446
OG0000354	LOC129787091	CQUJHB002681, CQUJHB001846
OG0000355	LOC129787439	CQUJHB009441, CQUJHB011420
OG0000356	LOC129786611, LOC129786607, LOC129786612, LOC129786240	CQUJHB006946, CQUJHB002667, CQUJHB000622, CQUJHB010020
OG0000357	LOC129797618	CQUJHB017445, CQUJHB006068
OG0000358	LOC129787783, LOC129797167, LOC129797169, LOC129797027, LOC129797035, LOC129797023, LOC129797038, LOC129797042, LOC129787344, LOC129787327, LOC129787329, LOC129787336, LOC129787342, LOC129787333, LOC129787334, LOC129787352, LOC129787351	CQUJHB000414
OG0000359	LOC129793872	CQUJHB007818, CQUJHB004465, CQUJHB013660, CQUJHB010652
OG0000360	LOC129793800	CQUJHB000284, CQUJHB007098
OG0000360	LOC129796548	CQUJHB000677
OG0000363	LOC129797000	CQUJHB006132, CQUJHB010204
OG0000364	LOC129791717	CQUJHB016963, CQUJHB007057
OG0000365	LOC129787071	CQUJHB010079, CQUJHB016111, CQUJHB009516
OG0000367	LOC129794337, LOC129792101, LOC129795024	CQUJHB007804
OG0000368	LOC129790768, LOC129790769, LOC129796330, LOC129790703, LOC129790738, LOC129790737, LOC129790736	CQUJHB005991, CQUJHB009102, CQUJHB015642
OG0000369	LOC129790261	CQUJHB001559, CQUJHB002920
OG0000370	LOC129794441, LOC129794442, LOC129794443	CQUJHB017740
OG0000370	LOC129786379	CQUJHB001032, CQUJHB007246
OG0000371	LOC129794045	CQUJHB001371, CQUJHB008710
OG0000372	LOC129790937	CQUJHB013895, CQUJHB001937
OG0000381	LOC129792906, LOC129792907, LOC129792591	CQUJHB004475, CQUJHB007369, CQUJHB016781
OG0000382	LOC129786797, LOC129796311	CQUJHB003897
OG0000382	LOC129796310	CQUJHB002028
OG0000383	LOC129785995	CQUJHB017591
OG0000383	LOC129787610, LOC129794998	CQUJHB009099
OG0000386	LOC129794213	CQUJHB015040, CQUJHB006459
OG0000387	LOC129792588	CQUJHB006491, CQUJHB004975
OG0000389	LOC129792672	CQUJHB010871
OG0000389	LOC129796262	CQUJHB002288
OG0000390	LOC129786718	CQUJHB014001
OG0000391	LOC129787235	CQUJHB005583
OG0000391	LOC129791955	CQUJHB015832
OG0000393	LOC129785949, LOC129785948, LOC129785957	CQUJHB000678, CQUJHB010193
OG0000394	LOC129791762	CQUJHB013003, CQUJHB002473, CQUJHB014747
OG0000395	LOC129788433	CQUJHB015252
OG0000395	LOC129796829, LOC129789717	CQUJHB008501
OG0000396	LOC129790169	CQUJHB010706, CQUJHB014186
OG0000397	LOC129790187	CQUJHB014890
OG0000397	LOC129790172	CQUJHB017700
OG0000399	LOC129794264	CQUJHB010610, CQUJHB002697, CQUJHB000514
OG0000400	LOC129786701	CQUJHB008299, CQUJHB016642
OG0000401	LOC129797202	CQUJHB004404
OG0000401	LOC129786605	CQUJHB012725
OG0000403	LOC129788394	CQUJHB004828
OG0000403	LOC129793356	CQUJHB002873
OG0000404	LOC129795523	CQUJHB014951, CQUJHB002330
OG0000407	LOC129791712	CQUJHB009167, CQUJHB002164
OG0000408	LOC129797650, LOC129797649	CQUJHB008821, CQUJHB002756
OG0000409	LOC129787069	CQUJHB009131
OG0000410	LOC129786954, LOC129794457	CQUJHB012516, CQUJHB011477
OG0000411	LOC129786847, LOC129786629	CQUJHB006540, CQUJHB007335, CQUJHB008223
OG0000412	LOC129788847	CQUJHB007660, CQUJHB015305
OG0000413	LOC129792318	CQUJHB010075, CQUJHB007446, CQUJHB020332
OG0000414	LOC129790511	CQUJHB013421
OG0000415	LOC129796507, LOC129792005, LOC129793033, LOC129786334, LOC129788746, LOC129788753, LOC129792944, LOC129789744, LOC129788765, LOC129791917, LOC129795786, LOC129788748, LOC129796809, LOC129786320, LOC129789524, LOC129789523	CQUJHB007582
OG0000416	LOC129792009	CQUJHB005337, CQUJHB009397
OG0000417	LOC129796020	CQUJHB004451
OG0000417	LOC129792608, LOC129787782	CQUJHB016554
OG0000429	LOC129797527	CQUJHB005902, CQUJHB006371
OG0000430	LOC129790395	CQUJHB003893, CQUJHB017728
OG0000431	LOC129786890, LOC129786889, LOC129786888	CQUJHB014587, CQUJHB006065
OG0000432	LOC129793235	CQUJHB015256, CQUJHB018224
OG0000433	LOC129787458	CQUJHB018005, CQUJHB016512
OG0000435	LOC129793979, LOC129788654	CQUJHB009018, CQUJHB010160
OG0000437	LOC129796837, LOC129796843	CQUJHB002230
OG0000437	LOC129786972	CQUJHB017705
OG0000438	LOC129796877, LOC129796853	CQUJHB007603, CQUJHB007274, CQUJHB010807
OG0000439	LOC129791046	CQUJHB003508
OG0000439	LOC129791051	CQUJHB007442
OG0000440	LOC129786063	CQUJHB008712
OG0000441	LOC129789191	CQUJHB008515
OG0000442	LOC129787812	CQUJHB016515, CQUJHB009960
OG0000443	LOC129786466	CQUJHB000083, CQUJHB012897
OG0000445	LOC129788571	CQUJHB005105
OG0000445	LOC129795393	CQUJHB009271
OG0000446	LOC129792631	CQUJHB017131, CQUJHB010200
OG0000447	LOC129791462	CQUJHB007173, CQUJHB004421
OG0000448	LOC129791218	CQUJHB007741
OG0000448	LOC129797162	CQUJHB005150
OG0000449	LOC129788782	CQUJHB012758
OG0000449	LOC129795663	CQUJHB004303
OG0000450	LOC129791284	CQUJHB016258
OG0000450	LOC129791285	CQUJHB006704
OG0000451	LOC129797430	CQUJHB009874
OG0000453	LOC129796269	CQUJHB010602
OG0000454	LOC129791222, LOC129791223, LOC129789958, LOC129789953, LOC129789957, LOC129789984, LOC129789955, LOC129789970, LOC129786231, LOC129789956	CQUJHB010114
OG0000455	LOC129793202	CQUJHB001183
OG0000455	LOC129795185, LOC129794005	CQUJHB015257
OG0000456	LOC129789003	CQUJHB001939, CQUJHB007364, CQUJHB013775
OG0000457	LOC129797501	CQUJHB015649
OG0000457	LOC129797497	CQUJHB017695
OG0000460	LOC129786399	CQUJHB013625, CQUJHB014579
OG0000461	LOC129788689, LOC129788691	CQUJHB002251, CQUJHB013571
OG0000464	LOC129792136	CQUJHB007247, CQUJHB004307
OG0000465	LOC129794475, LOC129787824, LOC129787821, LOC129787819, LOC129787822, LOC129787823	CQUJHB017090
OG0000466	LOC129788859	CQUJHB012439
OG0000476	LOC129797587, LOC129797598	CQUJHB001928, CQUJHB020328, CQUJHB017939, CQUJHB007705, CQUJHB020343
OG0000478	LOC129789679	CQUJHB016476
OG0000478	LOC129789267	CQUJHB009586
OG0000479	LOC129786132, LOC129786130	CQUJHB003472, CQUJHB017772
OG0000480	LOC129795298	CQUJHB015374, CQUJHB005068
OG0000481	LOC129793585	CQUJHB000113, CQUJHB007620, CQUJHB006420
OG0000482	LOC129789436	CQUJHB010431, CQUJHB009602
OG0000483	LOC129790713	CQUJHB013484, CQUJHB002001, CQUJHB005117, CQUJHB002565, CQUJHB014052, CQUJHB012268, CQUJHB005236, CQUJHB003977, CQUJHB000786, CQUJHB011985, CQUJHB016572
OG0000484	LOC129797633	CQUJHB015280, CQUJHB007616
OG0000485	LOC129795192	CQUJHB012703, CQUJHB011084, CQUJHB009246
OG0000486	LOC129796376	CQUJHB012006, CQUJHB002625
OG0000487	LOC129796445	CQUJHB000683, CQUJHB011221
OG0000489	LOC129789596	CQUJHB016351, CQUJHB004674
OG0000490	LOC129797526, LOC129793927	CQUJHB014278
OG0000491	LOC129786095	CQUJHB004009, CQUJHB002060
OG0000492	LOC129790192	CQUJHB001365, CQUJHB003626
OG0000494	LOC129795759	CQUJHB000732
OG0000494	LOC129795756	CQUJHB003918
OG0000495	LOC129789139	CQUJHB004875, CQUJHB008204
OG0000496	LOC129786268	CQUJHB000722
OG0000497	LOC129787431	CQUJHB008176, CQUJHB015119, CQUJHB017322
OG0000498	LOC129786578, LOC129786574, LOC129786579	CQUJHB018428, CQUJHB001250
OG0000499	LOC129790607	CQUJHB015349, CQUJHB002347
OG0000500	LOC129788005	CQUJHB011977
OG0000501	LOC129797582	CQUJHB015962, CQUJHB015865
OG0000502	LOC129785827	CQUJHB007873
OG0000504	LOC129793723	CQUJHB013167
OG0000506	LOC129792624	CQUJHB005354, CQUJHB013163
OG0000507	LOC129791979	CQUJHB006236, CQUJHB016153
OG0000509	LOC129792415	CQUJHB006064, CQUJHB001100
OG0000510	LOC129791881	CQUJHB012354, CQUJHB017274
OG0000511	LOC129797841	CQUJHB008338, CQUJHB006823
OG0000512	LOC129789515	CQUJHB012251
OG0000512	LOC129789516	CQUJHB001081
OG0000513	LOC129788566, LOC129788563, LOC129788564, LOC129795257, LOC129787379, LOC129794452, LOC129788562	CQUJHB013969, CQUJHB018043, CQUJHB013943
OG0000514	LOC129785846	CQUJHB010667, CQUJHB016059
OG0000515	LOC129790939	CQUJHB007879, CQUJHB018283
OG0000516	LOC129791524, LOC129797636	CQUJHB001551, CQUJHB007539
OG0000517	LOC129795838, LOC129787799, LOC129787785, LOC129789028, LOC129790802	CQUJHB000346
OG0000518	LOC129793591	CQUJHB004443, CQUJHB006267, CQUJHB008592
OG0000519	LOC129793219	CQUJHB006578, CQUJHB006537, CQUJHB010625, CQUJHB016100, CQUJHB014959
OG0000520	LOC129788574	CQUJHB012809
OG0000520	LOC129788575	CQUJHB016234
OG0000521	LOC129792109	CQUJHB006650
OG0000521	LOC129792300	CQUJHB003739
OG0000522	LOC129788714	CQUJHB017648, CQUJHB001472
OG0000523	LOC129797678	CQUJHB015431
OG0000524	LOC129792438	CQUJHB010348, CQUJHB002248
OG0000526	LOC129796859, LOC129794163	CQUJHB001197
OG0000527	LOC129787200	CQUJHB000806, CQUJHB017204
OG0000528	LOC129793220	CQUJHB013575, CQUJHB011302
OG0000535	LOC129788946, LOC129788947	CQUJHB001581
OG0000536	LOC129786855	CQUJHB011779
OG0000537	LOC129792344	CQUJHB007852, CQUJHB009891, CQUJHB000706, CQUJHB000501
OG0000538	LOC129785868	CQUJHB012021, CQUJHB018149
OG0000540	LOC129795815, LOC129795822	CQUJHB010329
OG0000542	LOC129787142	CQUJHB000586
OG0000542	LOC129787129	CQUJHB008769
OG0000543	LOC129790875	CQUJHB015339
OG0000543	LOC129790828	CQUJHB009756
OG0000544	LOC129793436	CQUJHB006986
OG0000544	LOC129793456	CQUJHB013252
OG0000546	LOC129791191	CQUJHB007797
OG0000546	LOC129791189	CQUJHB005558
OG0000547	LOC129789445	CQUJHB010578, CQUJHB018134
OG0000548	LOC129788460, LOC129793810, LOC129796665	CQUJHB006907, CQUJHB015796, CQUJHB011613, CQUJHB011366
OG0000549	LOC129796163, LOC129787746	CQUJHB008172
OG0000550	LOC129793857	CQUJHB000340, CQUJHB008859, CQUJHB002119
OG0000551	LOC129787904, LOC129787888	CQUJHB011017
OG0000552	LOC129793549	CQUJHB007207, CQUJHB003339
OG0000553	LOC129792363	CQUJHB013994, CQUJHB013521
OG0000555	LOC129786450	CQUJHB000168, CQUJHB001449, CQUJHB013217, CQUJHB013560, CQUJHB011581
OG0000557	LOC129791307	CQUJHB003953
OG0000558	LOC129793107	CQUJHB003681
OG0000559	LOC129787647	CQUJHB002414, CQUJHB007372
OG0000560	LOC129791771, LOC129796515	CQUJHB007191, CQUJHB009268
OG0000561	LOC129792671	CQUJHB012199
OG0000562	LOC129796001	CQUJHB010758
OG0000563	LOC129787428	CQUJHB009483, CQUJHB011878
OG0000564	LOC129790481	CQUJHB018354
OG0000564	LOC129790484	CQUJHB015185
OG0000565	LOC129788762	CQUJHB003774
OG0000566	LOC129795066	CQUJHB008862, CQUJHB002242
OG0000567	LOC129794069	CQUJHB014368
OG0000567	LOC129794176	CQUJHB006759
OG0000569	LOC129797441	CQUJHB004253
OG0000569	LOC129797546	CQUJHB013050, CQUJHB003277
OG0000572	LOC129793426	CQUJHB011402
OG0000573	LOC129790886	CQUJHB006793, CQUJHB005561
OG0000574	LOC129790054	CQUJHB004478
OG0000579	LOC129793001	CQUJHB005475, CQUJHB004194
OG0000580	LOC129794431	CQUJHB012203, CQUJHB017784, CQUJHB014792, CQUJHB020384, CQUJHB020306, CQUJHB014904, CQUJHB020383, CQUJHB010542, CQUJHB016879, CQUJHB015413, CQUJHB009038, CQUJHB020246, CQUJHB001538, CQUJHB005652
OG0000581	LOC129792112	CQUJHB013739, CQUJHB000355
OG0000582	LOC129791278	CQUJHB005683
OG0000582	LOC129790571	CQUJHB000285
OG0000584	LOC129795290	CQUJHB005921
OG0000586	LOC129786887, LOC129790177	CQUJHB001705, CQUJHB000997
OG0000588	LOC129786769	CQUJHB007747
OG0000588	LOC129797624	CQUJHB007821
OG0000603	LOC129786735	CQUJHB002881, CQUJHB005465, CQUJHB015395, CQUJHB005789, CQUJHB012142, CQUJHB009732, CQUJHB000086, CQUJHB004293, CQUJHB016735, CQUJHB000413, CQUJHB006334, CQUJHB000118, CQUJHB008235, CQUJHB016007, CQUJHB002266, CQUJHB008339, CQUJHB006314
OG0000606	LOC129795943, LOC129795511	CQUJHB013202, CQUJHB018414, CQUJHB014818
OG0000607	LOC129796412	CQUJHB016227, CQUJHB017251
OG0000608	LOC129790262	CQUJHB003281
OG0000609	LOC129789280, LOC129790035, LOC129789951, LOC129791241, LOC129788166, LOC129795243, LOC129794971, LOC129794411	CQUJHB007902
OG0000610	LOC129793437	CQUJHB002809, CQUJHB015516
OG0000611	LOC129794969, LOC129792305	CQUJHB018025, CQUJHB005363
OG0000612	LOC129793245, LOC129791742	CQUJHB004742, CQUJHB001942, CQUJHB014770
OG0000613	LOC129797020	CQUJHB013436
OG0000614	LOC129794514, LOC129787902	CQUJHB013132, CQUJHB007602, CQUJHB012297
OG0000615	LOC129793095	CQUJHB012053, CQUJHB001870
OG0000616	LOC129787986	CQUJHB004196
OG0000618	LOC129786155	CQUJHB000366
OG0000619	LOC129790543	CQUJHB001608
OG0000619	LOC129790552	CQUJHB002849
OG0000621	LOC129789158	CQUJHB015803, CQUJHB003150
OG0000622	LOC129791514, LOC129795662, LOC129794311, LOC129795246	CQUJHB010083, CQUJHB006146, CQUJHB006183, CQUJHB003709
OG0000623	LOC129795989	CQUJHB016237
OG0000624	LOC129787186	CQUJHB004957, CQUJHB007945
OG0000625	LOC129797405	CQUJHB004085, CQUJHB000562
OG0000626	LOC129787438	CQUJHB010848
OG0000627	LOC129796028	CQUJHB004705
OG0000629	LOC129789450	CQUJHB018196
OG0000629	LOC129796880, LOC129791990	CQUJHB000380
OG0000631	LOC129790689, LOC129790682, LOC129790676, LOC129790648, LOC129790687, LOC129789197, LOC129790679	CQUJHB007569, CQUJHB004799
OG0000632	LOC129790746	CQUJHB017853, CQUJHB011863
OG0000633	LOC129789117	CQUJHB001530
OG0000634	LOC129789630, LOC129790889, LOC129794049	CQUJHB000906
OG0000635	LOC129793876	CQUJHB009236, CQUJHB015107
OG0000636	LOC129792190	CQUJHB008913, CQUJHB012416
OG0000637	LOC129794946	CQUJHB013869
OG0000639	LOC129792772	CQUJHB017810, CQUJHB001263
OG0000640	LOC129788673	CQUJHB013845, CQUJHB005794
OG0000641	LOC129787296	CQUJHB012984
OG0000641	LOC129787356, LOC129787297	CQUJHB015405
OG0000643	LOC129796821, LOC129792422, LOC129796228	CQUJHB006306
OG0000644	LOC129794535, LOC129794595, LOC129795223, LOC129795224	CQUJHB010985
OG0000645	LOC129794232	CQUJHB001855, CQUJHB012170
OG0000647	LOC129787355	CQUJHB016983, CQUJHB008570
OG0000650	LOC129789372	CQUJHB007462, CQUJHB005867
OG0000651	LOC129788154, LOC129786032	CQUJHB005891, CQUJHB006531, CQUJHB012249
OG0000652	LOC129786179	CQUJHB009292, CQUJHB004075, CQUJHB005724, CQUJHB014512
OG0000654	LOC129790933	CQUJHB009746, CQUJHB017418
OG0000656	LOC129790214	CQUJHB012382
OG0000657	LOC129790497, LOC129790495	CQUJHB000725, CQUJHB010178, CQUJHB014908
OG0000658	LOC129786084	CQUJHB000804, CQUJHB008360
OG0000661	LOC129793785, LOC129791227	CQUJHB000929
OG0000662	LOC129795022	CQUJHB007292, CQUJHB008352
OG0000663	LOC129791581, LOC129795004	CQUJHB010911
OG0000664	LOC129788373, LOC129788783	CQUJHB012286, CQUJHB005533
OG0000665	LOC129797714, LOC129797715	CQUJHB003514
OG0000666	LOC129789920	CQUJHB011299
OG0000671	LOC129796439	CQUJHB010436
OG0000672	LOC129797850	CQUJHB001913
OG0000673	LOC129790089	CQUJHB000192
OG0000674	LOC129794686	CQUJHB014403
OG0000675	LOC129792563	CQUJHB005209
OG0000675	LOC129792639	CQUJHB012852
OG0000676	LOC129792412, LOC129792447, LOC129786950	CQUJHB005151, CQUJHB000080, CQUJHB007791
OG0000677	LOC129792367	CQUJHB001307, CQUJHB014595
OG0000678	LOC129793735, LOC129793408	CQUJHB000263
OG0000679	LOC129791603	CQUJHB009196, CQUJHB007014
OG0000680	LOC129785935	CQUJHB006904, CQUJHB015200
OG0000681	LOC129792486	CQUJHB009478
OG0000682	LOC129797098	CQUJHB003401
OG0000683	LOC129788436	CQUJHB002961
OG0000684	LOC129790629	CQUJHB006098
OG0000696	LOC129794709, LOC129788479, LOC129794730, LOC129794673, LOC129794736, LOC129789724, LOC129795220, LOC129794713, LOC129794697, LOC129795232, LOC129794889, LOC129788431, LOC129792204, LOC129794720, LOC129797316, LOC129794703	CQUJHB014873
OG0000698	LOC129787630	CQUJHB011058
OG0000701	LOC129796793	CQUJHB000433
OG0000704	LOC129797389	CQUJHB015122, CQUJHB003638
OG0000705	LOC129796588	CQUJHB000159
OG0000706	LOC129797846	CQUJHB009474, CQUJHB003794
OG0000707	LOC129792435	CQUJHB009109
OG0000708	LOC129787482	CQUJHB012157
OG0000709	LOC129789636	CQUJHB006352
OG0000710	LOC129791310	CQUJHB007628
OG0000713	LOC129792499	CQUJHB004397, CQUJHB016083, CQUJHB012047
OG0000714	LOC129792793	CQUJHB011331, CQUJHB010725
OG0000715	LOC129796879	CQUJHB007457
OG0000716	LOC129787130	CQUJHB011532
OG0000717	LOC129786764	CQUJHB012088
OG0000718	LOC129796921	CQUJHB014281
OG0000720	LOC129796031	CQUJHB005139
OG0000721	LOC129788149	CQUJHB016980, CQUJHB000723
OG0000722	LOC129786896	CQUJHB004860, CQUJHB020444, CQUJHB020326
OG0000723	LOC129794187	CQUJHB002245
OG0000725	LOC129791110	CQUJHB007061
OG0000726	LOC129788835	CQUJHB008017
OG0000727	LOC129796652	CQUJHB010808, CQUJHB001132
OG0000728	LOC129794810	CQUJHB013061
OG0000729	LOC129791068	CQUJHB008823
OG0000730	LOC129796264	CQUJHB001740, CQUJHB006029, CQUJHB006112, CQUJHB005834
OG0000731	LOC129789026	CQUJHB012463
OG0000732	LOC129797450	CQUJHB004825
OG0000733	LOC129785863, LOC129785872	CQUJHB013316, CQUJHB003400
OG0000734	LOC129789331	CQUJHB002601
OG0000735	LOC129794676	CQUJHB008270
OG0000736	LOC129793708	CQUJHB015522
OG0000737	LOC129796348, LOC129788882, LOC129795358, LOC129791062, LOC129791063	CQUJHB000682, CQUJHB016772, CQUJHB005330
OG0000739	LOC129792495	CQUJHB015206
OG0000740	LOC129787177, LOC129790677	CQUJHB008404
OG0000741	LOC129797548	CQUJHB008104
OG0000743	LOC129794837	CQUJHB016588, CQUJHB006615
OG0000745	LOC129786239	CQUJHB013653, CQUJHB008040
OG0000746	LOC129787579, LOC129787575, LOC129792742, LOC129787572	CQUJHB002228, CQUJHB014336
OG0000747	LOC129785899	CQUJHB011434
OG0000748	LOC129796516	CQUJHB001735
OG0000749	LOC129790710	CQUJHB005550
OG0000751	LOC129792694	CQUJHB002459, CQUJHB015038
OG0000752	LOC129790897	CQUJHB016429
OG0000754	LOC129795829, LOC129795608, LOC129794471, LOC129792308	CQUJHB016456, CQUJHB000029
OG0000755	LOC129785867	CQUJHB007154, CQUJHB007424, CQUJHB008656, CQUJHB005182, CQUJHB000701
OG0000760	LOC129787524	CQUJHB018132
OG0000761	LOC129788153	CQUJHB007727
OG0000762	LOC129796373	CQUJHB005031
OG0000763	LOC129792352	CQUJHB005520
OG0000764	LOC129790181	CQUJHB014559
OG0000765	LOC129789275	CQUJHB009073
OG0000766	LOC129786356	CQUJHB000126
OG0000767	LOC129795536	CQUJHB005296, CQUJHB006962
OG0000769	LOC129794848	CQUJHB007872
OG0000770	LOC129786315	CQUJHB005345
OG0000771	LOC129790610	CQUJHB002883
OG0000772	LOC129792370	CQUJHB016917
OG0000773	LOC129792988	CQUJHB015729
OG0000774	LOC129795444	CQUJHB005729
OG0000775	LOC129792524, LOC129792514	CQUJHB009556
OG0000776	LOC129789709, LOC129795694	CQUJHB007573, CQUJHB001862
OG0000777	LOC129796454	CQUJHB001730, CQUJHB013606
OG0000778	LOC129795529	CQUJHB016942
OG0000779	LOC129793955	CQUJHB000386
OG0000786	LOC129787036	CQUJHB014302
OG0000786	LOC129787035	CQUJHB006686
OG0000799	LOC129793175	CQUJHB001573
OG0000800	LOC129795872	CQUJHB013205
OG0000802	LOC129791127	CQUJHB001349
OG0000805	LOC129793176, LOC129793153	CQUJHB009291
OG0000807	LOC129788809	CQUJHB009860, CQUJHB008709
OG0000808	LOC129790680	CQUJHB015905
OG0000809	LOC129791710	CQUJHB008254
OG0000810	LOC129788735	CQUJHB017437
OG0000811	LOC129788764	CQUJHB007508
OG0000813	LOC129791403	CQUJHB000588
OG0000814	LOC129787257	CQUJHB008496, CQUJHB002534, CQUJHB006769
OG0000815	LOC129797564	CQUJHB001854, CQUJHB008231
OG0000816	LOC129797354	CQUJHB002704, CQUJHB007050, CQUJHB011222
OG0000817	LOC129787592	CQUJHB016385
OG0000819	LOC129793136	CQUJHB008185, CQUJHB009989, CQUJHB014132, CQUJHB013288, CQUJHB007810, CQUJHB012518, CQUJHB013679, CQUJHB017665
OG0000821	LOC129790272	CQUJHB016785
OG0000823	LOC129794529	CQUJHB020376, CQUJHB002292
OG0000825	LOC129791777	CQUJHB012419
OG0000826	LOC129790956	CQUJHB004509
OG0000827	LOC129794122	CQUJHB005149, CQUJHB007861, CQUJHB002780, CQUJHB013085
OG0000828	LOC129788185, LOC129788181	CQUJHB013820
OG0000829	LOC129789057	CQUJHB007273, CQUJHB007971
OG0000830	LOC129790240	CQUJHB003884, CQUJHB018079
OG0000831	LOC129791176, LOC129791175	CQUJHB014481, CQUJHB000218
OG0000832	LOC129794224	CQUJHB001671
OG0000834	LOC129791780	CQUJHB010709, CQUJHB010995
OG0000835	LOC129792918	CQUJHB016074
OG0000836	LOC129790211	CQUJHB005801
OG0000837	LOC129794116	CQUJHB005519
OG0000838	LOC129789521	CQUJHB010959
OG0000840	LOC129791262	CQUJHB011855
OG0000841	LOC129794927	CQUJHB018107
OG0000841	LOC129790946	CQUJHB002467
OG0000843	LOC129786227	CQUJHB002606, CQUJHB000456, CQUJHB003094
OG0000845	LOC129792536	CQUJHB009300
OG0000846	LOC129787444	CQUJHB010474
OG0000846	LOC129787472	CQUJHB004162
OG0000847	LOC129791272	CQUJHB004007, CQUJHB013015
