Orthogroup	AsinensisChina	CquinquefasciatusJHB2020
OG0000276	ASIC017971	CQUJHB004277, CQUJHB012726, CQUJHB008874, CQUJHB010302, CQUJHB001377, CQUJHB004937, CQUJHB013546, CQUJHB006216
OG0000277	ASIC008290, ASIC008301	CQUJHB010575, CQUJHB010852, CQUJHB004755, CQUJHB010749, CQUJHB002174, CQUJHB009714, CQUJHB010492, CQUJHB016702, CQUJHB013862
OG0000278	ASIC016444, ASIC016562	CQUJHB008764, CQUJHB011798
OG0000279	ASIC012105	CQUJHB005102, CQUJHB016711, CQUJHB013635, CQUJHB001819
OG0000280	ASIC014624	CQUJHB000493
OG0000285	ASIC005533, ASIC005534	CQUJHB011294
OG0000286	ASIC015277, ASIC015276	CQUJHB008968, CQUJHB015387
OG0000288	ASIC006693, ASIC006682	CQUJHB010147
OG0000289	ASIC007910, ASIC007909	CQUJHB011529, CQUJHB001666, CQUJHB017987
OG0000290	ASIC015220, ASIC015219	CQUJHB002754, CQUJHB008405
OG0000291	ASIC019903	CQUJHB017541
OG0000291	ASIC018745, ASIC018743	CQUJHB015406
OG0000292	ASIC012870	CQUJHB017021
OG0000292	ASIC012872	CQUJHB008145
OG0000293	ASIC020292	CQUJHB008571
OG0000293	ASIC021166	CQUJHB000229, CQUJHB000928, CQUJHB011680
OG0000294	ASIC000867	CQUJHB015184
OG0000294	ASIC000063	CQUJHB009494
OG0000295	ASIC014489, ASIC014488, ASIC014487	CQUJHB020305, CQUJHB011786
OG0000296	ASIC010617, ASIC010616	CQUJHB017172
OG0000297	ASIC007550	CQUJHB004146, CQUJHB000290
OG0000297	ASIC007551	CQUJHB011318
OG0000298	ASIC019369	CQUJHB012628
OG0000298	ASIC019368	CQUJHB004025
OG0000299	ASIC010575	CQUJHB014668
OG0000299	ASIC018166, ASIC018167	CQUJHB005162, CQUJHB009370
OG0000300	ASIC021618	CQUJHB009969, CQUJHB015841, CQUJHB004971, CQUJHB004484, CQUJHB012791, CQUJHB008483, CQUJHB001208, CQUJHB014241, CQUJHB018084, CQUJHB007208, CQUJHB002456, CQUJHB001900, CQUJHB010645, CQUJHB016923, CQUJHB016527, CQUJHB010855
OG0000302	ASIC007798	CQUJHB010010
OG0000302	ASIC007799	CQUJHB010685
OG0000303	ASIC014829	CQUJHB011015
OG0000304	ASIC009070	CQUJHB006070, CQUJHB016739
OG0000304	ASIC009068	CQUJHB018002
OG0000305	ASIC008672	CQUJHB001390, CQUJHB001973
OG0000306	ASIC017623, ASIC015935, ASIC007588, ASIC017620	CQUJHB007627
OG0000311	ASIC002525	CQUJHB002464, CQUJHB006373, CQUJHB009011, CQUJHB013723, CQUJHB013875, CQUJHB009805, CQUJHB006004, CQUJHB002562, CQUJHB011202
OG0000317	ASIC020227	CQUJHB020361, CQUJHB020388, CQUJHB020257, CQUJHB001753, CQUJHB020414, CQUJHB013993, CQUJHB016263
OG0000318	ASIC003841, ASIC003842, ASIC007449, ASIC007448	CQUJHB008681
OG0000319	ASIC006535	CQUJHB011407
OG0000319	ASIC006536, ASIC016269	CQUJHB013783
OG0000320	ASIC000161, ASIC000162, ASIC000163, ASIC000164	CQUJHB004177, CQUJHB001759, CQUJHB015816
OG0000321	ASIC020752	CQUJHB003997
OG0000321	ASIC022307	CQUJHB003886
OG0000324	ASIC003860, ASIC003861	CQUJHB006140
OG0000324	ASIC003858	CQUJHB006853
OG0000325	ASIC019850	CQUJHB012591
OG0000325	ASIC019849	CQUJHB002806, CQUJHB016723
OG0000326	ASIC005793	CQUJHB012353
OG0000326	ASIC005792	CQUJHB011965
OG0000327	ASIC009969	CQUJHB001917, CQUJHB018000, CQUJHB003068, CQUJHB018290
OG0000328	ASIC018103	CQUJHB006591
OG0000328	ASIC018105	CQUJHB002346
OG0000329	ASIC007335	CQUJHB015894
OG0000329	ASIC007336, ASIC007337	CQUJHB005779, CQUJHB010729
OG0000330	ASIC005379	CQUJHB017282
OG0000330	ASIC005380	CQUJHB004081
OG0000331	ASIC011490	CQUJHB014371, CQUJHB013844
OG0000331	ASIC011489	CQUJHB002783
OG0000332	ASIC013992, ASIC011150, ASIC013991	CQUJHB000271, CQUJHB007528
OG0000333	ASIC016706	CQUJHB012787
OG0000334	ASIC005880	CQUJHB001067
OG0000336	ASIC018901	CQUJHB001118
OG0000336	ASIC018897	CQUJHB014833
OG0000337	ASIC017612	CQUJHB004552, CQUJHB015482, CQUJHB007647, CQUJHB014293, CQUJHB003359, CQUJHB014180, CQUJHB008057
OG0000344	ASIC020228	CQUJHB015676, CQUJHB017337, CQUJHB020406
OG0000345	ASIC003978	CQUJHB013032, CQUJHB015347, CQUJHB011799, CQUJHB002735, CQUJHB017641
OG0000345	ASIC011811	CQUJHB003889, CQUJHB011465
OG0000346	ASIC000815, ASIC021948	CQUJHB002577, CQUJHB002322, CQUJHB006754
OG0000347	ASIC000181	CQUJHB015931, CQUJHB012747, CQUJHB006813, CQUJHB004127, CQUJHB010963, CQUJHB001880, CQUJHB012374
OG0000348	ASIC015321, ASIC015322, ASIC015323	CQUJHB008694, CQUJHB007833, CQUJHB006199, CQUJHB014618
OG0000350	ASIC002433	CQUJHB008958
OG0000351	ASIC011933	CQUJHB013920
OG0000351	ASIC011922	CQUJHB012124
OG0000352	ASIC020939	CQUJHB012242, CQUJHB009117
OG0000352	ASIC020938	CQUJHB007986
OG0000353	ASIC000954, ASIC011663	CQUJHB009056, CQUJHB008063
OG0000353	ASIC011664	CQUJHB002446
OG0000354	ASIC012572, ASIC012573	CQUJHB002681
OG0000354	ASIC010034, ASIC010035	CQUJHB001846
OG0000355	ASIC013915	CQUJHB009441
OG0000356	ASIC014973	CQUJHB006946, CQUJHB002667
OG0000356	ASIC007049	CQUJHB000622, CQUJHB010020
OG0000357	ASIC012551	CQUJHB017445
OG0000357	ASIC012549	CQUJHB006068
OG0000360	ASIC014813, ASIC014814	CQUJHB000284, CQUJHB007098
OG0000360	ASIC014817	CQUJHB000677
OG0000361	ASIC018213	CQUJHB003076, CQUJHB005994, CQUJHB005593
OG0000362	ASIC006698, ASIC020699, ASIC020698	CQUJHB013242, CQUJHB005211
OG0000363	ASIC018523	CQUJHB006132
OG0000363	ASIC018524	CQUJHB010204
OG0000364	ASIC016659, ASIC016658	CQUJHB016963, CQUJHB007057
OG0000365	ASIC002632, ASIC002635	CQUJHB010079
OG0000365	ASIC002634	CQUJHB016111, CQUJHB009516
OG0000366	ASIC009439	CQUJHB010124, CQUJHB003903, CQUJHB011993, CQUJHB015491, CQUJHB013408
OG0000367	ASIC016760, ASIC016759	CQUJHB007804
OG0000368	ASIC021920	CQUJHB005991, CQUJHB009102, CQUJHB015642
OG0000369	ASIC009390	CQUJHB002920
OG0000370	ASIC017718	CQUJHB017740
OG0000370	ASIC011451	CQUJHB001032, CQUJHB007246
OG0000371	ASIC016605	CQUJHB008710
OG0000372	ASIC009507, ASIC009504	CQUJHB013895
OG0000372	ASIC009509	CQUJHB001937
OG0000380	ASIC009217	CQUJHB003039, CQUJHB020254, CQUJHB020387, CQUJHB016719, CQUJHB007276
OG0000381	ASIC017769	CQUJHB004475
OG0000382	ASIC013910	CQUJHB003897
OG0000382	ASIC013908	CQUJHB002028
OG0000383	ASIC008776	CQUJHB017591
OG0000383	ASIC022329	CQUJHB009099
OG0000384	ASIC002781, ASIC001183, ASIC002780, ASIC002776	CQUJHB002088, CQUJHB001148
OG0000386	ASIC011708, ASIC011707, ASIC011709	CQUJHB015040
OG0000387	ASIC016161	CQUJHB006491
OG0000387	ASIC012957	CQUJHB004975
OG0000388	ASIC013800, ASIC013799, ASIC013798	CQUJHB009063, CQUJHB004642, CQUJHB002192
OG0000389	ASIC019090	CQUJHB010871
OG0000389	ASIC019088, ASIC019091	CQUJHB002288
OG0000390	ASIC021882, ASIC011284	CQUJHB014001
OG0000391	ASIC015117, ASIC015116	CQUJHB005583
OG0000391	ASIC017801	CQUJHB015832
OG0000392	ASIC014072, ASIC014074, ASIC014073	CQUJHB017979, CQUJHB012328, CQUJHB000942
OG0000393	ASIC007949	CQUJHB010193
OG0000394	ASIC021259	CQUJHB013003
OG0000394	ASIC021258	CQUJHB002473, CQUJHB014747
OG0000395	ASIC009958	CQUJHB015252
OG0000395	ASIC006771	CQUJHB008501
OG0000396	ASIC002672	CQUJHB010706
OG0000396	ASIC002671	CQUJHB014186
OG0000397	ASIC014575	CQUJHB014890
OG0000397	ASIC008278	CQUJHB017700
OG0000398	ASIC003105	CQUJHB018445, CQUJHB012707, CQUJHB008460
OG0000399	ASIC019199	CQUJHB010610, CQUJHB002697
OG0000399	ASIC019531, ASIC019530	CQUJHB000514
OG0000400	ASIC014917	CQUJHB008299
OG0000400	ASIC019623	CQUJHB016642
OG0000401	ASIC005455	CQUJHB004404
OG0000401	ASIC004773	CQUJHB012725
OG0000402	ASIC016791, ASIC017093	CQUJHB015843
OG0000403	ASIC017017	CQUJHB004828
OG0000403	ASIC018806	CQUJHB002873
OG0000404	ASIC005999	CQUJHB014951
OG0000404	ASIC005998	CQUJHB002330
OG0000405	ASIC015146, ASIC015147	CQUJHB012057, CQUJHB007826, CQUJHB003192, CQUJHB004662
OG0000407	ASIC017969	CQUJHB009167
OG0000407	ASIC017965	CQUJHB002164
OG0000408	ASIC012311	CQUJHB008821, CQUJHB002756
OG0000409	ASIC006513, ASIC006515	CQUJHB009131
OG0000411	ASIC013281	CQUJHB008223
OG0000412	ASIC020401, ASIC020400, ASIC020403	CQUJHB007660
OG0000412	ASIC020404	CQUJHB015305
OG0000413	ASIC019161, ASIC019163, ASIC019162, ASIC019164	CQUJHB010075, CQUJHB007446, CQUJHB020332
OG0000414	ASIC009497, ASIC014159, ASIC014156, ASIC014158, ASIC014155	CQUJHB013421
OG0000416	ASIC019239	CQUJHB005337
OG0000416	ASIC016876	CQUJHB009397
OG0000417	ASIC015685	CQUJHB004451
OG0000417	ASIC011176	CQUJHB016554
OG0000421	ASIC004562, ASIC015063	CQUJHB016620, CQUJHB006925, CQUJHB015719, CQUJHB009816, CQUJHB013246, CQUJHB012658
OG0000428	ASIC006206	CQUJHB001704, CQUJHB002181, CQUJHB008857, CQUJHB016191
OG0000429	ASIC004595, ASIC004594	CQUJHB006371
OG0000430	ASIC016909	CQUJHB017728
OG0000431	ASIC010039	CQUJHB006065
OG0000432	ASIC008599	CQUJHB015256
OG0000432	ASIC005905	CQUJHB018224
OG0000433	ASIC021068	CQUJHB018005
OG0000433	ASIC021074	CQUJHB016512
OG0000434	ASIC018734, ASIC018736, ASIC018738, ASIC018733	CQUJHB004006
OG0000434	ASIC018735	CQUJHB007083
OG0000435	ASIC005962	CQUJHB009018
OG0000436	ASIC019967	CQUJHB004776, CQUJHB005462, CQUJHB001738, CQUJHB017395
OG0000437	ASIC002921	CQUJHB002230
OG0000437	ASIC002923	CQUJHB017705
OG0000438	ASIC002922	CQUJHB007603, CQUJHB007274, CQUJHB010807
OG0000439	ASIC017605	CQUJHB003508
OG0000439	ASIC017590	CQUJHB007442
OG0000440	ASIC013280	CQUJHB008712
OG0000441	ASIC000926, ASIC007475, ASIC000925, ASIC007491, ASIC002994, ASIC005125	CQUJHB008515
OG0000443	ASIC020916	CQUJHB000083
OG0000443	ASIC019892	CQUJHB012897
OG0000445	ASIC015511	CQUJHB005105
OG0000445	ASIC015510	CQUJHB009271
OG0000446	ASIC017399	CQUJHB017131
OG0000446	ASIC017397	CQUJHB010200
OG0000447	ASIC003833	CQUJHB007173
OG0000447	ASIC003829	CQUJHB004421
OG0000448	ASIC003765	CQUJHB007741
OG0000448	ASIC012623	CQUJHB005150
OG0000449	ASIC003960	CQUJHB012758
OG0000449	ASIC005404	CQUJHB004303
OG0000450	ASIC020787	CQUJHB016258
OG0000450	ASIC020791	CQUJHB006704
OG0000451	ASIC016924, ASIC016917, ASIC016922, ASIC003595	CQUJHB009874
OG0000452	ASIC009849, ASIC020091, ASIC009840, ASIC009847, ASIC020090, ASIC009848, ASIC009850	CQUJHB010141, CQUJHB003251, CQUJHB013257, CQUJHB004493, CQUJHB011307
OG0000453	ASIC003644	CQUJHB010602
OG0000454	ASIC006736	CQUJHB010114
OG0000455	ASIC019673	CQUJHB001183
OG0000455	ASIC004791	CQUJHB015257
OG0000456	ASIC011658	CQUJHB007364
OG0000456	ASIC020729	CQUJHB013775
OG0000457	ASIC015718	CQUJHB015649
OG0000457	ASIC015722	CQUJHB017695
OG0000458	ASIC017734, ASIC017741	CQUJHB005250
OG0000460	ASIC022001	CQUJHB013625
OG0000461	ASIC006228	CQUJHB002251
OG0000461	ASIC006229	CQUJHB013571
OG0000462	ASIC019364, ASIC019365, ASIC019366	CQUJHB004472
OG0000465	ASIC014237, ASIC003894	CQUJHB017090
OG0000466	ASIC004778, ASIC004777, ASIC017831	CQUJHB012439
OG0000472	ASIC005313, ASIC003870, ASIC003865, ASIC003869, ASIC005315, ASIC003863, ASIC003864, ASIC003867	CQUJHB013462
OG0000476	ASIC009230	CQUJHB001928, CQUJHB020328
OG0000476	ASIC009231	CQUJHB017939, CQUJHB007705, CQUJHB020343
OG0000477	ASIC000652	CQUJHB013483
OG0000477	ASIC000651	CQUJHB003518
OG0000478	ASIC002617	CQUJHB009586
OG0000479	ASIC004164	CQUJHB003472, CQUJHB017772
OG0000480	ASIC020530	CQUJHB015374
OG0000480	ASIC005746	CQUJHB005068
OG0000481	ASIC002432	CQUJHB000113
OG0000481	ASIC008638, ASIC002429	CQUJHB007620, CQUJHB006420
OG0000482	ASIC006605	CQUJHB010431
OG0000482	ASIC006582	CQUJHB009602
OG0000483	ASIC003173	CQUJHB013484, CQUJHB002001, CQUJHB005117, CQUJHB002565, CQUJHB014052, CQUJHB012268, CQUJHB005236, CQUJHB003977, CQUJHB000786, CQUJHB011985, CQUJHB016572
OG0000484	ASIC017359	CQUJHB015280
OG0000484	ASIC001455	CQUJHB007616
OG0000485	ASIC006949	CQUJHB012703
OG0000485	ASIC006858, ASIC006950	CQUJHB009246
OG0000486	ASIC016975	CQUJHB012006
OG0000486	ASIC011434	CQUJHB002625
OG0000487	ASIC006102	CQUJHB000683
OG0000487	ASIC017111	CQUJHB011221
OG0000488	ASIC009315, ASIC009314, ASIC009312	CQUJHB015233
OG0000489	ASIC004414	CQUJHB016351
OG0000489	ASIC004437	CQUJHB004674
OG0000490	ASIC018244	CQUJHB014278
OG0000491	ASIC008922	CQUJHB004009
OG0000491	ASIC013988	CQUJHB002060
OG0000492	ASIC006208	CQUJHB001365
OG0000492	ASIC006198	CQUJHB003626
OG0000493	ASIC005328	CQUJHB003936, CQUJHB020409, CQUJHB013220, CQUJHB020276
OG0000494	ASIC010787	CQUJHB003918
OG0000495	ASIC012829	CQUJHB004875
OG0000495	ASIC012830	CQUJHB008204
OG0000496	ASIC006139	CQUJHB000722
OG0000497	ASIC003415	CQUJHB015119, CQUJHB017322
OG0000498	ASIC000092	CQUJHB018428
OG0000498	ASIC000091	CQUJHB001250
OG0000499	ASIC019661	CQUJHB015349
OG0000499	ASIC005520	CQUJHB002347
OG0000500	ASIC010264	CQUJHB011977
OG0000501	ASIC010971, ASIC013654, ASIC010970	CQUJHB015962, CQUJHB015865
OG0000502	ASIC000171	CQUJHB007873
OG0000503	ASIC004851	CQUJHB000177, CQUJHB005641, CQUJHB008470, CQUJHB001030, CQUJHB013601, CQUJHB004853
OG0000504	ASIC002831	CQUJHB013167
OG0000505	ASIC016895, ASIC016894	CQUJHB015118, CQUJHB008195
OG0000506	ASIC017398	CQUJHB005354
OG0000506	ASIC017513	CQUJHB013163
OG0000507	ASIC006096	CQUJHB006236
OG0000507	ASIC008822	CQUJHB016153
OG0000508	ASIC018971, ASIC018968	CQUJHB004534
OG0000509	ASIC016623	CQUJHB006064
OG0000509	ASIC016624	CQUJHB001100
OG0000510	ASIC006783	CQUJHB012354
OG0000511	ASIC018684, ASIC018683	CQUJHB008338, CQUJHB006823
OG0000512	ASIC017132	CQUJHB012251
OG0000512	ASIC017133	CQUJHB001081
OG0000514	ASIC020694	CQUJHB010667
OG0000514	ASIC009980	CQUJHB016059
OG0000515	ASIC006036	CQUJHB007879
OG0000515	ASIC006038	CQUJHB018283
OG0000516	ASIC004630	CQUJHB001551
OG0000516	ASIC004631	CQUJHB007539
OG0000517	ASIC020109	CQUJHB000346
OG0000518	ASIC003764	CQUJHB004443, CQUJHB006267
OG0000519	ASIC016591	CQUJHB006578, CQUJHB006537, CQUJHB010625, CQUJHB016100, CQUJHB014959
OG0000520	ASIC006463	CQUJHB012809
OG0000520	ASIC006464	CQUJHB016234
OG0000521	ASIC019716	CQUJHB006650
OG0000522	ASIC007537	CQUJHB017648
OG0000522	ASIC007522	CQUJHB001472
OG0000523	ASIC005435	CQUJHB015431
OG0000524	ASIC015079	CQUJHB010348
OG0000524	ASIC015078	CQUJHB002248
OG0000525	ASIC019757	CQUJHB015660, CQUJHB009228, CQUJHB003915, CQUJHB010730, CQUJHB005857, CQUJHB010977, CQUJHB009055, CQUJHB011013, CQUJHB002145
OG0000526	ASIC004001	CQUJHB001197
OG0000527	ASIC006188	CQUJHB000806
OG0000527	ASIC006184	CQUJHB017204
OG0000528	ASIC019523	CQUJHB013575
OG0000528	ASIC019533	CQUJHB011302
OG0000534	ASIC006533	CQUJHB013716
OG0000534	ASIC006534	CQUJHB009525
OG0000535	ASIC007433, ASIC007432	CQUJHB001581
OG0000536	ASIC018664	CQUJHB011779
OG0000537	ASIC012036	CQUJHB007852, CQUJHB009891, CQUJHB000706, CQUJHB000501
OG0000538	ASIC013828	CQUJHB012021
OG0000538	ASIC013827	CQUJHB018149
OG0000539	ASIC008347	CQUJHB009653
OG0000540	ASIC006350	CQUJHB010329
OG0000541	ASIC020746, ASIC016037	CQUJHB016056, CQUJHB007487
OG0000542	ASIC009920	CQUJHB000586
OG0000542	ASIC004304	CQUJHB008769
OG0000543	ASIC004786, ASIC004787	CQUJHB015339, CQUJHB009756
OG0000544	ASIC009116	CQUJHB013252
OG0000546	ASIC005135, ASIC005132	CQUJHB005558
OG0000547	ASIC015901	CQUJHB010578
OG0000548	ASIC003926	CQUJHB006907, CQUJHB015796, CQUJHB011613, CQUJHB011366
OG0000549	ASIC011717, ASIC000602	CQUJHB008172
OG0000550	ASIC018855	CQUJHB000340, CQUJHB008859, CQUJHB002119
OG0000551	ASIC020945, ASIC020944	CQUJHB011017
OG0000552	ASIC011854	CQUJHB007207, CQUJHB003339
OG0000553	ASIC012929	CQUJHB013994, CQUJHB013521
OG0000554	ASIC011433	CQUJHB008590, CQUJHB005910, CQUJHB018305, CQUJHB016306, CQUJHB015835
OG0000556	ASIC008292, ASIC008295	CQUJHB011411, CQUJHB016284, CQUJHB012231
OG0000557	ASIC016139, ASIC016141, ASIC020362	CQUJHB003953
OG0000558	ASIC005215	CQUJHB003681
OG0000559	ASIC004610	CQUJHB002414
OG0000560	ASIC019767	CQUJHB007191
OG0000560	ASIC010256	CQUJHB009268
OG0000561	ASIC001853	CQUJHB012199, CQUJHB003465
OG0000562	ASIC019233	CQUJHB010758
OG0000563	ASIC003207	CQUJHB009483
OG0000563	ASIC003208	CQUJHB011878
OG0000564	ASIC002237, ASIC002236	CQUJHB018354
OG0000565	ASIC009122, ASIC009643	CQUJHB003774
OG0000566	ASIC012715	CQUJHB008862
OG0000566	ASIC012709	CQUJHB002242
OG0000567	ASIC013727	CQUJHB014368
OG0000569	ASIC000871	CQUJHB004253
OG0000570	ASIC020442, ASIC009758, ASIC001573, ASIC009759	CQUJHB007877
OG0000571	ASIC009155	CQUJHB014429, CQUJHB017646
OG0000572	ASIC009149	CQUJHB011402
OG0000573	ASIC017361	CQUJHB006793
OG0000574	ASIC014642, ASIC014643	CQUJHB004478
OG0000576	ASIC009681	CQUJHB004961
OG0000576	ASIC009682	CQUJHB010052
OG0000577	ASIC003129, ASIC003128	CQUJHB009005, CQUJHB008986, CQUJHB009148
OG0000579	ASIC019246	CQUJHB005475
OG0000579	ASIC004749	CQUJHB004194
OG0000581	ASIC016520	CQUJHB013739
OG0000581	ASIC016521	CQUJHB000355
OG0000582	ASIC022081, ASIC022080	CQUJHB005683
OG0000583	ASIC002495	CQUJHB003268, CQUJHB001570
OG0000584	ASIC014518, ASIC014523	CQUJHB005921
OG0000585	ASIC012896, ASIC012897	CQUJHB003909, CQUJHB007478, CQUJHB009028
OG0000586	ASIC010040	CQUJHB001705, CQUJHB000997
OG0000588	ASIC011987	CQUJHB007747
OG0000588	ASIC011985	CQUJHB007821
OG0000601	ASIC017779, ASIC015260, ASIC017781, ASIC017780, ASIC017783, ASIC017778, ASIC017777	CQUJHB014712, CQUJHB002463, CQUJHB005030
OG0000606	ASIC009431	CQUJHB013202, CQUJHB018414, CQUJHB014818
OG0000608	ASIC007277, ASIC007273, ASIC007276	CQUJHB003281
OG0000609	ASIC006672	CQUJHB007902
OG0000611	ASIC016343	CQUJHB018025
OG0000613	ASIC011367, ASIC011363, ASIC011361	CQUJHB013436
OG0000614	ASIC019653	CQUJHB007602
OG0000615	ASIC015189	CQUJHB012053
OG0000615	ASIC015191	CQUJHB001870
OG0000616	ASIC019016	CQUJHB004196
OG0000618	ASIC011972, ASIC007617	CQUJHB000366
OG0000619	ASIC014716	CQUJHB001608, CQUJHB002849
OG0000620	ASIC012033	CQUJHB000356
OG0000621	ASIC010689	CQUJHB015803
OG0000621	ASIC016929	CQUJHB003150
OG0000622	ASIC005585	CQUJHB010083, CQUJHB006146, CQUJHB006183, CQUJHB003709
OG0000623	ASIC005025, ASIC018080	CQUJHB016237
OG0000624	ASIC003474	CQUJHB004957, CQUJHB007945
OG0000625	ASIC012166	CQUJHB004085
OG0000625	ASIC012167	CQUJHB000562
OG0000626	ASIC006348	CQUJHB010848
OG0000627	ASIC015345, ASIC015349, ASIC015335	CQUJHB004705
OG0000628	ASIC010145, ASIC010153	CQUJHB002672
OG0000630	ASIC015202, ASIC019468	CQUJHB006477
OG0000631	ASIC013517	CQUJHB007569, CQUJHB004799
OG0000632	ASIC006603, ASIC017016	CQUJHB017853, CQUJHB011863
OG0000633	ASIC010261, ASIC018590	CQUJHB001530
OG0000634	ASIC020589	CQUJHB000906
OG0000635	ASIC011390	CQUJHB009236, CQUJHB015107
OG0000636	ASIC018863	CQUJHB008913
OG0000636	ASIC018864	CQUJHB012416
OG0000637	ASIC014475, ASIC014478, ASIC014477	CQUJHB013869
OG0000638	ASIC015263, ASIC012121	CQUJHB008134
OG0000639	ASIC003698	CQUJHB017810
OG0000639	ASIC003697	CQUJHB001263
OG0000640	ASIC011609	CQUJHB013845, CQUJHB005794
OG0000641	ASIC006689	CQUJHB012984
OG0000641	ASIC006690	CQUJHB015405
OG0000642	ASIC013922	CQUJHB005027
OG0000642	ASIC013935	CQUJHB000829
OG0000643	ASIC011571, ASIC011572	CQUJHB006306
OG0000644	ASIC015378, ASIC015379	CQUJHB010985
OG0000645	ASIC012463	CQUJHB001855
OG0000647	ASIC003824	CQUJHB016983
OG0000647	ASIC003826	CQUJHB008570
OG0000648	ASIC013609	CQUJHB017048, CQUJHB012253
OG0000649	ASIC020095, ASIC020093, ASIC020094	CQUJHB002396, CQUJHB003590, CQUJHB013711, CQUJHB009753
OG0000650	ASIC010159	CQUJHB005867
OG0000651	ASIC017959	CQUJHB005891, CQUJHB006531, CQUJHB012249
OG0000652	ASIC017015	CQUJHB009292, CQUJHB004075, CQUJHB005724, CQUJHB014512
OG0000653	ASIC009438	CQUJHB003511
OG0000653	ASIC017682	CQUJHB001259
OG0000654	ASIC019682	CQUJHB009746
OG0000654	ASIC019681	CQUJHB017418
OG0000655	ASIC003101	CQUJHB015358
OG0000656	ASIC020766	CQUJHB012382
OG0000657	ASIC002248	CQUJHB000725, CQUJHB010178, CQUJHB014908
OG0000658	ASIC012368	CQUJHB000804
OG0000658	ASIC012369	CQUJHB008360
OG0000659	ASIC004626	CQUJHB003322
OG0000659	ASIC004625	CQUJHB013196, CQUJHB009129
OG0000660	ASIC002150	CQUJHB002482
OG0000661	ASIC010596, ASIC020488	CQUJHB000929
OG0000662	ASIC022183, ASIC022185, ASIC022186, ASIC022184	CQUJHB007292, CQUJHB008352
OG0000663	ASIC014312, ASIC014313	CQUJHB010911
OG0000664	ASIC005888, ASIC005889	CQUJHB012286, CQUJHB005533
OG0000665	ASIC004570, ASIC004569	CQUJHB003514
OG0000666	ASIC016904, ASIC016903, ASIC016901	CQUJHB011299
OG0000667	ASIC008479	CQUJHB018023, CQUJHB011576, CQUJHB004374
OG0000669	ASIC017202, ASIC017201	CQUJHB013318, CQUJHB004234, CQUJHB014448, CQUJHB006857
OG0000671	ASIC005036, ASIC005042, ASIC005041, ASIC005035	CQUJHB010436
OG0000672	ASIC008550, ASIC008546	CQUJHB001913
OG0000673	ASIC020840	CQUJHB000192
OG0000674	ASIC011893, ASIC011909, ASIC011907	CQUJHB014403
OG0000675	ASIC009194	CQUJHB005209
OG0000675	ASIC009192	CQUJHB012852
OG0000676	ASIC009273	CQUJHB005151, CQUJHB000080, CQUJHB007791
OG0000677	ASIC013419	CQUJHB014595
OG0000678	ASIC018598, ASIC018592	CQUJHB000263
OG0000679	ASIC011060, ASIC011058	CQUJHB009196, CQUJHB007014
OG0000680	ASIC020285	CQUJHB015200
OG0000681	ASIC019611, ASIC019602	CQUJHB009478
OG0000682	ASIC007710, ASIC001898	CQUJHB003401
OG0000683	ASIC009973	CQUJHB002961
OG0000684	ASIC013707	CQUJHB006098
OG0000686	ASIC011737, ASIC010843	CQUJHB008353
OG0000687	ASIC008485, ASIC008467	CQUJHB015307
OG0000698	ASIC002954	CQUJHB011058
OG0000699	ASIC010756	CQUJHB008069
OG0000700	ASIC015382	CQUJHB016495, CQUJHB012542, CQUJHB000542, CQUJHB017152, CQUJHB005396, CQUJHB016302, CQUJHB001083, CQUJHB004454
OG0000701	ASIC015884, ASIC017991	CQUJHB000433
OG0000703	ASIC021784	CQUJHB011080, CQUJHB013142
OG0000704	ASIC012649	CQUJHB015122, CQUJHB003638
OG0000705	ASIC012204	CQUJHB000159
OG0000706	ASIC021044	CQUJHB009474, CQUJHB003794
OG0000707	ASIC001005, ASIC001006, ASIC001004	CQUJHB009109
OG0000709	ASIC016024, ASIC009545	CQUJHB006352
OG0000710	ASIC017105	CQUJHB007628
OG0000711	ASIC018376	CQUJHB018046
OG0000711	ASIC018377	CQUJHB002959
OG0000712	ASIC009318, ASIC009317	CQUJHB001451
OG0000713	ASIC000957	CQUJHB004397, CQUJHB016083, CQUJHB012047
OG0000714	ASIC013805	CQUJHB010725
OG0000715	ASIC012621, ASIC002919	CQUJHB007457
OG0000716	ASIC009916, ASIC009915	CQUJHB011532
OG0000717	ASIC002030	CQUJHB012088
OG0000718	ASIC011829, ASIC011830	CQUJHB014281
OG0000720	ASIC003556	CQUJHB005139
OG0000721	ASIC020534	CQUJHB016980, CQUJHB000723
OG0000722	ASIC022221	CQUJHB004860, CQUJHB020444, CQUJHB020326
OG0000723	ASIC014878, ASIC011561	CQUJHB002245
OG0000724	ASIC013777	CQUJHB004778, CQUJHB002720
OG0000725	ASIC007620, ASIC002939, ASIC006218, ASIC005285	CQUJHB007061
OG0000726	ASIC020143, ASIC006866, ASIC020142	CQUJHB008017
OG0000727	ASIC011928, ASIC011923	CQUJHB010808, CQUJHB001132
OG0000728	ASIC004841, ASIC020452	CQUJHB013061
OG0000729	ASIC010226, ASIC012775	CQUJHB008823
OG0000730	ASIC017919	CQUJHB006029, CQUJHB006112, CQUJHB005834
OG0000731	ASIC009453, ASIC011790	CQUJHB012463
OG0000732	ASIC012635	CQUJHB004825
OG0000733	ASIC011002, ASIC011013	CQUJHB013316, CQUJHB003400
OG0000734	ASIC012871	CQUJHB002601
OG0000735	ASIC019585, ASIC003487	CQUJHB008270
