Orthogroup	AsinensisChina	AdirusWRAIR2
OG0000435	ASIC005962	ADIR010798
OG0000437	ASIC002921	ADIR005813
OG0000437	ASIC002923	ADIR005815
OG0000438	ASIC002922	ADIR005817, ADIR005814
OG0000439	ASIC017605	ADIR010992
OG0000440	ASIC013302	ADIR003328
OG0000440	ASIC013280	ADIR003327
OG0000441	ASIC000926, ASIC007475, ASIC000925, ASIC007491, ASIC002994	ADIR007412
OG0000441	ASIC005125	ADIR000981
OG0000443	ASIC020916	ADIR005386
OG0000443	ASIC019892	ADIR007351
OG0000445	ASIC015510	ADIR000224
OG0000446	ASIC017399	ADIR007631
OG0000446	ASIC017397	ADIR007632
OG0000447	ASIC003833	ADIR006355
OG0000447	ASIC003829	ADIR016048
OG0000448	ASIC003765	ADIR007075
OG0000448	ASIC012623	ADIR002786
OG0000449	ASIC003960	ADIR001435
OG0000449	ASIC005404	ADIR011623
OG0000450	ASIC020787	ADIR006287
OG0000451	ASIC016924	ADIR001343
OG0000451	ASIC016917, ASIC016922	ADIR001344
OG0000452	ASIC009849, ASIC020091, ASIC009840, ASIC009847, ASIC020090, ASIC009848, ASIC009850	ADIR003211
OG0000453	ASIC003644	ADIR002048
OG0000453	ASIC012850, ASIC012851	ADIR009313
OG0000454	ASIC006736	ADIR006123
OG0000455	ASIC019673	ADIR003615
OG0000455	ASIC004791	ADIR001796
OG0000456	ASIC011658	ADIR008105
OG0000457	ASIC015718	ADIR010440
OG0000457	ASIC015722	ADIR010441
OG0000458	ASIC017734	ADIR000582
OG0000458	ASIC017741	ADIR000585, ADIR000586
OG0000460	ASIC021718	ADIR010287
OG0000461	ASIC006228, ASIC006229	ADIR001398
OG0000462	ASIC019364	ADIR000056
OG0000465	ASIC014237	ADIR009087
OG0000465	ASIC003894	ADIR001140
OG0000466	ASIC004777	ADIR001786
OG0000466	ASIC017831	ADIR000450
OG0000471	ASIC014821, ASIC014823	ADIR005291, ADIR004369, ADIR004368, ADIR001992, ADIR011121
OG0000472	ASIC005313, ASIC003870, ASIC003865, ASIC003869, ASIC005315, ASIC003863, ASIC003864, ASIC003867	ADIR010905
OG0000473	ASIC016008, ASIC000169	ADIR015870
OG0000473	ASIC000170	ADIR015871
OG0000476	ASIC009230	ADIR015518
OG0000476	ASIC009231	ADIR015520
OG0000477	ASIC000652	ADIR015939
OG0000477	ASIC000651	ADIR015938
OG0000478	ASIC002617	ADIR009353
OG0000479	ASIC004164	ADIR003422
OG0000480	ASIC020530	ADIR000107
OG0000481	ASIC002432	ADIR004329
OG0000482	ASIC006605	ADIR015529
OG0000482	ASIC006582	ADIR015530
OG0000484	ASIC017359	ADIR009697
OG0000484	ASIC001455	ADIR000755
OG0000485	ASIC006858, ASIC006950	ADIR011226
OG0000486	ASIC016975	ADIR004130
OG0000486	ASIC011434	ADIR010048
OG0000487	ASIC006102	ADIR011456
OG0000487	ASIC017111	ADIR002382
OG0000488	ASIC009315, ASIC009314, ASIC009312	ADIR005675
OG0000489	ASIC004414	ADIR011660
OG0000489	ASIC004437	ADIR011661
OG0000490	ASIC018244	ADIR002278
OG0000491	ASIC013988	ADIR010196
OG0000492	ASIC006208	ADIR001274
OG0000492	ASIC006198	ADIR015512
OG0000493	ASIC005328	ADIR010823, ADIR003156
OG0000494	ASIC010787	ADIR006809
OG0000495	ASIC012830	ADIR008544
OG0000496	ASIC006139	ADIR016174, ADIR016173
OG0000497	ASIC003415	ADIR011592
OG0000498	ASIC000091	ADIR001903
OG0000499	ASIC019661	ADIR003605
OG0000500	ASIC010264	ADIR001164
OG0000500	ASIC015176	ADIR007528
OG0000502	ASIC000171	ADIR015872
OG0000502	ASIC003404	ADIR011596
OG0000503	ASIC004851	ADIR010403, ADIR010386
OG0000504	ASIC002831	ADIR010398
OG0000504	ASIC005768	ADIR005554
OG0000505	ASIC016895, ASIC016894	ADIR004460
OG0000506	ASIC017513	ADIR000144
OG0000507	ASIC006096	ADIR011452
OG0000507	ASIC008822	ADIR006617
OG0000508	ASIC018971	ADIR016191
OG0000508	ASIC018968	ADIR007988
OG0000509	ASIC016623	ADIR007447
OG0000509	ASIC016624	ADIR007448
OG0000510	ASIC006783	ADIR000926
OG0000511	ASIC018684, ASIC018683	ADIR008094, ADIR016142
OG0000512	ASIC017132	ADIR002377
OG0000512	ASIC017133	ADIR002378
OG0000514	ASIC020694	ADIR008504
OG0000514	ASIC009980	ADIR004788
OG0000515	ASIC006036	ADIR015942
OG0000515	ASIC006038	ADIR015940
OG0000516	ASIC004631	ADIR002633
OG0000517	ASIC020109	ADIR005492, ADIR005493
OG0000518	ASIC003764	ADIR007074
OG0000520	ASIC006463	ADIR006171
OG0000521	ASIC019716	ADIR007269
OG0000522	ASIC007537	ADIR003989
OG0000522	ASIC007522	ADIR003992
OG0000523	ASIC005435	ADIR005431
OG0000523	ASIC009124	ADIR004398
OG0000524	ASIC015079	ADIR007502
OG0000524	ASIC015078	ADIR007504
OG0000525	ASIC019757	ADIR007248
OG0000526	ASIC004001	ADIR001209
OG0000526	ASIC013447	ADIR004082
OG0000527	ASIC006188	ADIR005535
OG0000527	ASIC006184	ADIR005536
OG0000528	ASIC019523	ADIR007580
OG0000528	ASIC019533	ADIR007576
OG0000532	ASIC018851, ASIC018842	ADIR004259, ADIR009577, ADIR000358, ADIR004188, ADIR004185, ADIR011722, ADIR000381, ADIR000350, ADIR000352
OG0000534	ASIC006534	ADIR004940
OG0000535	ASIC007433, ASIC007432	ADIR005911
OG0000536	ASIC018664	ADIR008027
OG0000536	ASIC018175	ADIR002347
OG0000538	ASIC013828	ADIR003261
OG0000539	ASIC008347	ADIR003268, ADIR003267
OG0000540	ASIC006350	ADIR002371
OG0000541	ASIC020746	ADIR011392
OG0000541	ASIC016037	ADIR000730
OG0000542	ASIC009920	ADIR002521
OG0000542	ASIC004304	ADIR002522
OG0000543	ASIC004786, ASIC004787	ADIR001792
OG0000544	ASIC009116	ADIR008375
OG0000546	ASIC005135, ASIC005132	ADIR000983
OG0000547	ASIC015901	ADIR009748
OG0000549	ASIC011717	ADIR007473
OG0000549	ASIC000602	ADIR011705, ADIR011704
OG0000550	ASIC018855	ADIR004260
OG0000551	ASIC020944	ADIR005366
OG0000552	ASIC011854	ADIR005528, ADIR005530
OG0000553	ASIC012929	ADIR008143
OG0000554	ASIC011433	ADIR010047
OG0000556	ASIC008295	ADIR002690
OG0000557	ASIC016139, ASIC016141, ASIC020362	ADIR002816, ADIR001118
OG0000558	ASIC021641	ADIR010572
OG0000558	ASIC005215	ADIR001028
OG0000559	ASIC004610	ADIR010538
OG0000560	ASIC019767, ASIC010256	ADIR004634
OG0000561	ASIC001853	ADIR003887
OG0000562	ASIC019233	ADIR008626
OG0000562	ASIC019235	ADIR008625
OG0000563	ASIC003207	ADIR015945
OG0000563	ASIC003208	ADIR015943
OG0000564	ASIC002237, ASIC002236	ADIR011483
OG0000565	ASIC009122	ADIR004400
OG0000565	ASIC009643	ADIR009049
OG0000566	ASIC012715	ADIR000074
OG0000566	ASIC012709	ADIR000076
OG0000567	ASIC013727	ADIR004302
OG0000568	ASIC016809, ASIC016808	ADIR004213
OG0000569	ASIC000871	ADIR010351
OG0000570	ASIC020442, ASIC009758	ADIR008400
OG0000570	ASIC001573, ASIC009759	ADIR005510
OG0000571	ASIC009155	ADIR009253
OG0000572	ASIC009149	ADIR009206
OG0000573	ASIC017361	ADIR002372
OG0000574	ASIC014642	ADIR004769
OG0000574	ASIC014643	ADIR004770
OG0000576	ASIC009682	ADIR000871
OG0000579	ASIC019246	ADIR007934
OG0000579	ASIC004749	ADIR004490
OG0000581	ASIC016520	ADIR001607
OG0000581	ASIC016521	ADIR001609
OG0000582	ASIC022080	ADIR015869
OG0000583	ASIC002495	ADIR006996
OG0000584	ASIC014518	ADIR000205
OG0000584	ASIC014523	ADIR000208
OG0000585	ASIC012896, ASIC012897	ADIR006922
OG0000586	ASIC010040	ADIR003218
OG0000588	ASIC011985	ADIR010647
OG0000595	ASIC002794, ASIC016298	ADIR009712, ADIR001030
OG0000595	ASIC016309	ADIR009034, ADIR005289, ADIR009710
OG0000601	ASIC017779, ASIC015260, ASIC017781, ASIC017780, ASIC017783, ASIC017778, ASIC017777	ADIR002178
OG0000606	ASIC009431	ADIR010706
OG0000608	ASIC007273	ADIR006043
OG0000608	ASIC007276	ADIR006044
OG0000609	ASIC006672	ADIR006271
OG0000610	ASIC002451	ADIR007165
OG0000611	ASIC016343	ADIR007100
OG0000613	ASIC011367	ADIR014298
OG0000613	ASIC011361	ADIR003502
OG0000614	ASIC019653	ADIR003599
OG0000615	ASIC015191	ADIR007513
OG0000616	ASIC019016	ADIR016185
OG0000618	ASIC007617	ADIR004564, ADIR001182
OG0000619	ASIC014716	ADIR003359
OG0000620	ASIC012033	ADIR011338
OG0000621	ASIC010689	ADIR009431
OG0000621	ASIC016929	ADIR001339
OG0000622	ASIC005585	ADIR005772
OG0000623	ASIC005025	ADIR001819
OG0000623	ASIC018080	ADIR001948
OG0000624	ASIC003474	ADIR006550
OG0000625	ASIC012166	ADIR015792
OG0000625	ASIC012167	ADIR015794
OG0000626	ASIC006347	ADIR002370
OG0000627	ASIC015345, ASIC015349	ADIR005607
OG0000627	ASIC015335	ADIR005612
OG0000628	ASIC010145, ASIC010153	ADIR009278
OG0000630	ASIC015202	ADIR002291
OG0000630	ASIC019468	ADIR002307
OG0000631	ASIC013517	ADIR011098
OG0000632	ASIC006603, ASIC017016	ADIR002589
OG0000633	ASIC010261	ADIR001162
OG0000633	ASIC018590	ADIR008662
OG0000634	ASIC020589	ADIR001434, ADIR005413
OG0000635	ASIC011390	ADIR010026, ADIR005808
OG0000636	ASIC018863	ADIR004263
OG0000637	ASIC014475	ADIR010754
OG0000637	ASIC014478, ASIC014477	ADIR010756
OG0000638	ASIC015263	ADIR016063
OG0000638	ASIC012121	ADIR015866
OG0000639	ASIC003698	ADIR007163
OG0000640	ASIC011609	ADIR007483
OG0000641	ASIC006689, ASIC006690	ADIR006280
OG0000642	ASIC013922	ADIR002901
OG0000642	ASIC013935	ADIR002900
OG0000643	ASIC011572	ADIR010103
OG0000644	ASIC015378, ASIC015379	ADIR000026
OG0000645	ASIC012463	ADIR008785
OG0000647	ASIC003826	ADIR007084
OG0000648	ASIC013609	ADIR015991, ADIR015990
OG0000649	ASIC020095, ASIC020093, ASIC020094	ADIR015836
OG0000650	ASIC010159	ADIR009272
OG0000652	ASIC017015	ADIR001181, ADIR007213
OG0000653	ASIC009438	ADIR010712
OG0000653	ASIC017682	ADIR011268
OG0000654	ASIC019682, ASIC019681	ADIR007302
OG0000655	ASIC003101	ADIR008840
OG0000656	ASIC020766	ADIR006297
OG0000656	ASIC020763	ADIR006298
OG0000657	ASIC002248	ADIR011479
OG0000658	ASIC012368	ADIR008934
OG0000658	ASIC012369	ADIR008935
OG0000660	ASIC002150	ADIR003385
OG0000661	ASIC010596, ASIC020488	ADIR001298
OG0000662	ASIC022183, ASIC022185, ASIC022186, ASIC022184	ADIR002069
OG0000663	ASIC014312	ADIR005873
OG0000664	ASIC005888, ASIC005889	ADIR004975
OG0000665	ASIC004570	ADIR010523
OG0000666	ASIC016904, ASIC016903	ADIR001091
OG0000666	ASIC016901	ADIR001092
OG0000667	ASIC008479	ADIR005250
OG0000668	ASIC006798	ADIR011665
OG0000669	ASIC017202	ADIR005146
OG0000671	ASIC005036, ASIC005042, ASIC005041	ADIR005757
OG0000671	ASIC005035	ADIR001820
OG0000672	ASIC008550	ADIR011370
OG0000672	ASIC008546	ADIR011369
OG0000673	ASIC020840	ADIR009373
OG0000673	ASIC004282	ADIR009378
OG0000674	ASIC011893	ADIR000180
OG0000674	ASIC011909	ADIR000181
OG0000674	ASIC011907	ADIR000182
OG0000675	ASIC009194	ADIR004357
OG0000675	ASIC009192	ADIR004359
OG0000676	ASIC009273	ADIR015831
OG0000677	ASIC013419	ADIR004057
OG0000678	ASIC018598	ADIR008664
OG0000678	ASIC018592	ADIR008663
OG0000679	ASIC011060, ASIC011058	ADIR008098, ADIR008707
OG0000680	ASIC020285	ADIR001462
OG0000681	ASIC019611	ADIR003576
OG0000681	ASIC019602	ADIR003569
OG0000682	ASIC007710, ASIC001898	ADIR010576, ADIR001375
OG0000683	ASIC009973	ADIR004792
OG0000684	ASIC013707	ADIR008684, ADIR001359
OG0000686	ASIC011737	ADIR008965
OG0000686	ASIC010843	ADIR008966
OG0000687	ASIC008485, ASIC008467	ADIR005260, ADIR006874
OG0000689	ASIC019605	ADIR003572
OG0000689	ASIC019603	ADIR003571
OG0000690	ASIC005613, ASIC013757, ASIC013751, ASIC013754, ASIC013745, ASIC005615, ASIC005616	ADIR004280
OG0000691	ASIC020901	ADIR004519
OG0000691	ASIC020902, ASIC020649, ASIC020636	ADIR004518
OG0000694	ASIC004226	ADIR015663
OG0000698	ASIC002954, ASIC004743	ADIR010606
OG0000700	ASIC015382	ADIR000562
OG0000701	ASIC015884	ADIR009737
OG0000701	ASIC017991	ADIR000544
OG0000703	ASIC021784	ADIR002997, ADIR002996
OG0000704	ASIC012649	ADIR005443
OG0000705	ASIC012203	ADIR014326
OG0000706	ASIC021044	ADIR008446
OG0000707	ASIC001005, ASIC001006	ADIR007676
OG0000708	ASIC007091	ADIR000861
OG0000709	ASIC016024, ASIC009545	ADIR003944
OG0000710	ASIC017105	ADIR001331
OG0000711	ASIC018376, ASIC018377	ADIR000483
OG0000712	ASIC009318	ADIR005673
OG0000712	ASIC009317	ADIR005674
OG0000713	ASIC000957	ADIR003761
OG0000714	ASIC013805	ADIR010237
OG0000715	ASIC012621	ADIR002785
OG0000715	ASIC002919	ADIR005811
OG0000716	ASIC009916	ADIR002517
OG0000716	ASIC009915	ADIR015809
OG0000717	ASIC002030	ADIR004994
OG0000718	ASIC011829	ADIR009108
OG0000718	ASIC011830	ADIR009109
OG0000720	ASIC003556	ADIR005353
OG0000721	ASIC020534	ADIR015873, ADIR000118
OG0000722	ASIC022221	ADIR010217
OG0000723	ASIC014878	ADIR008414
OG0000723	ASIC011561	ADIR010092
OG0000724	ASIC013777	ADIR004314, ADIR004315
OG0000725	ASIC002939, ASIC006218, ASIC005285	ADIR007428
OG0000726	ASIC020143, ASIC006866	ADIR005496
OG0000726	ASIC020142	ADIR005497
OG0000727	ASIC011928	ADIR000192
OG0000727	ASIC011923	ADIR000191
OG0000728	ASIC004841, ASIC020452	ADIR007813, ADIR009268
OG0000729	ASIC010226, ASIC012775	ADIR011499, ADIR001420
OG0000730	ASIC017919	ADIR000405
OG0000731	ASIC011790	ADIR003750
OG0000732	ASIC012635	ADIR016014, ADIR016015
OG0000733	ASIC011002, ASIC011013	ADIR007422
OG0000734	ASIC012871	ADIR001121, ADIR009318
OG0000735	ASIC019585	ADIR004318
OG0000735	ASIC003487	ADIR004573
OG0000736	ASIC003780	ADIR007028, ADIR007030, ADIR007029
OG0000737	ASIC009472	ADIR000955
OG0000738	ASIC013483	ADIR004104
OG0000738	ASIC013482	ADIR004106
OG0000739	ASIC000970	ADIR003753
OG0000739	ASIC000950	ADIR003754
OG0000740	ASIC008050	ADIR008992
OG0000740	ASIC008048	ADIR008993
OG0000741	ASIC014976	ADIR009181
OG0000741	ASIC014978	ADIR009180
OG0000742	ASIC005647	ADIR003440, ADIR003439
OG0000743	ASIC018366	ADIR010773
OG0000744	ASIC006734	ADIR006121
OG0000745	ASIC002565	ADIR002922
OG0000746	ASIC020209	ADIR008974
OG0000747	ASIC008334, ASIC008323	ADIR002716
OG0000748	ASIC004573	ADIR010525
OG0000748	ASIC004572	ADIR010524
OG0000749	ASIC019830	ADIR001353, ADIR007200
OG0000750	ASIC017661	ADIR010959
OG0000751	ASIC016940	ADIR001188
OG0000751	ASIC006249	ADIR001384
OG0000752	ASIC015937, ASIC004455	ADIR007588, ADIR001235
OG0000753	ASIC019082	ADIR003634
OG0000753	ASIC006943	ADIR011231
OG0000754	ASIC019253	ADIR008000
OG0000756	ASIC013274	ADIR009868
OG0000757	ASIC015282	ADIR005640
OG0000760	ASIC014803, ASIC014804	ADIR002003
OG0000761	ASIC013465	ADIR004099
OG0000761	ASIC013463	ADIR004098
OG0000762	ASIC008818	ADIR008985, ADIR000772, ADIR009061, ADIR008884, ADIR008911
OG0000762	ASIC008819	ADIR008912
OG0000763	ASIC003797	ADIR007037
OG0000764	ASIC007332	ADIR006059
OG0000764	ASIC007326	ADIR006058
OG0000765	ASIC017213	ADIR005137
OG0000765	ASIC017218	ADIR005133
OG0000766	ASIC015280	ADIR014475, ADIR005643, ADIR005641
OG0000767	ASIC020069	ADIR002095
OG0000769	ASIC018350	ADIR010786
OG0000770	ASIC005253	ADIR001063, ADIR001062
OG0000771	ASIC010213	ADIR001418
OG0000772	ASIC009423	ADIR007672
OG0000772	ASIC010659	ADIR007673
OG0000773	ASIC009946	ADIR004802
OG0000773	ASIC009947	ADIR004801
OG0000774	ASIC015592	ADIR002089
OG0000774	ASIC015577	ADIR002087
OG0000775	ASIC018881, ASIC018826	ADIR004192
OG0000775	ASIC018859	ADIR004194
OG0000776	ASIC015996	ADIR002136
OG0000776	ASIC015997	ADIR002137
OG0000777	ASIC019231	ADIR008628, ADIR008631, ADIR008629
OG0000778	ASIC020101	ADIR006485
OG0000779	ASIC018871	ADIR004268
OG0000779	ASIC018874	ADIR004269
OG0000786	ASIC005779	ADIR005558
OG0000790	ASIC000997	ADIR011743, ADIR009707, ADIR011742, ADIR014780, ADIR009729, ADIR010826
OG0000790	ASIC020447	ADIR001701
OG0000791	ASIC014786, ASIC014787	ADIR002016
OG0000792	ASIC019829	ADIR007199
OG0000792	ASIC019826	ADIR007201
OG0000793	ASIC015880	ADIR009741
OG0000794	ASIC021940, ASIC021943	ADIR010270, ADIR010269
OG0000795	ASIC001402	ADIR011735
OG0000799	ASIC013358	ADIR009139
OG0000800	ASIC014042	ADIR006579
OG0000800	ASIC014037	ADIR006580
OG0000801	ASIC008758	ADIR010498
OG0000801	ASIC008769	ADIR010497
OG0000802	ASIC010833	ADIR000764
OG0000803	ASIC006627	ADIR015524
OG0000803	ASIC006616	ADIR015531
OG0000806	ASIC007906	ADIR002166
OG0000808	ASIC014182	ADIR010932
OG0000810	ASIC003966	ADIR001431
OG0000811	ASIC003969	ADIR004618
OG0000812	ASIC013324	ADIR003249
OG0000813	ASIC012109	ADIR000634
OG0000813	ASIC012111	ADIR000633
OG0000814	ASIC005584	ADIR009761
OG0000815	ASIC020637	ADIR005227
OG0000816	ASIC012651	ADIR005442
OG0000817	ASIC006311, ASIC011944	ADIR000841
OG0000818	ASIC009311	ADIR005676
OG0000820	ASIC012997	ADIR004370
OG0000821	ASIC005223	ADIR001683, ADIR001351
OG0000822	ASIC003247	ADIR010685
OG0000823	ASIC018051, ASIC018052	ADIR001927
OG0000825	ASIC009744	ADIR010416
OG0000825	ASIC009778	ADIR010413
OG0000827	ASIC019496	ADIR002292
OG0000828	ASIC006317	ADIR000838
OG0000829	ASIC003920	ADIR011677
OG0000830	ASIC011142	ADIR010358
OG0000831	ASIC010156	ADIR009274, ADIR009275
OG0000832	ASIC009101	ADIR006401
OG0000833	ASIC018216, ASIC008915	ADIR007368, ADIR008898
OG0000834	ASIC017356	ADIR009694
OG0000835	ASIC020621	ADIR015832, ADIR015833
OG0000836	ASIC002676	ADIR006190
OG0000837	ASIC016440	ADIR008614
OG0000837	ASIC016555	ADIR008615
OG0000838	ASIC007665	ADIR001536
OG0000839	ASIC008421	ADIR004532
OG0000840	ASIC013299, ASIC010736, ASIC017800	ADIR000464
OG0000841	ASIC007143, ASIC007141	ADIR005969
OG0000842	ASIC006696	ADIR015884
OG0000842	ASIC006697	ADIR015676
OG0000843	ASIC021030	ADIR008436
OG0000844	ASIC020295	ADIR016091, ADIR015731
OG0000845	ASIC016333	ADIR008812, ADIR014752
OG0000846	ASIC007965	ADIR006677
OG0000847	ASIC007549	ADIR000816
OG0000849	ASIC002768	ADIR010544
OG0000850	ASIC007559	ADIR011650, ADIR009781, ADIR009782, ADIR009779
OG0000852	ASIC018361	ADIR010778
OG0000854	ASIC019639	ADIR003593
OG0000855	ASIC010228	ADIR001421
OG0000856	ASIC019688	ADIR007310
OG0000857	ASIC007489	ADIR006940
OG0000857	ASIC003072	ADIR005462
OG0000858	ASIC001875	ADIR003272
OG0000858	ASIC001876, ASIC001414	ADIR003271
OG0000859	ASIC011203	ADIR005731
OG0000860	ASIC015296	ADIR001450
OG0000861	ASIC018072	ADIR001941
OG0000862	ASIC019152	ADIR003661
OG0000862	ASIC019190	ADIR003681
OG0000863	ASIC019791, ASIC019790	ADIR007225
OG0000864	ASIC013860	ADIR011041
OG0000864	ASIC013869	ADIR011040
OG0000865	ASIC005377	ADIR001249
OG0000865	ASIC005935	ADIR004962
OG0000866	ASIC015035	ADIR007831
OG0000867	ASIC011242	ADIR010148
OG0000867	ASIC016184	ADIR010147
OG0000868	ASIC021141	ADIR008592
OG0000868	ASIC021136	ADIR008589
OG0000869	ASIC011670	ADIR007455
OG0000871	ASIC008493, ASIC004521	ADIR005011
OG0000871	ASIC008491, ASIC004522	ADIR005012
OG0000872	ASIC007709	ADIR001374
OG0000872	ASIC003733	ADIR007136
OG0000873	ASIC019046	ADIR003777
OG0000874	ASIC014135	ADIR000667
OG0000874	ASIC014142	ADIR000666
OG0000875	ASIC017056, ASIC015356	ADIR001440
OG0000876	ASIC009780	ADIR008398
OG0000878	ASIC016491	ADIR001592
OG0000880	ASIC011748	ADIR004245
OG0000881	ASIC008413	ADIR004537
OG0000881	ASIC008409	ADIR004539
OG0000882	ASIC019412	ADIR001720
OG0000882	ASIC019413	ADIR001718
OG0000883	ASIC018444	ADIR007904
OG0000884	ASIC008951, ASIC008954	ADIR005703
OG0000884	ASIC008952	ADIR005700
OG0000885	ASIC011979	ADIR004569
OG0000885	ASIC011980	ADIR004570
OG0000886	ASIC019854	ADIR007342
OG0000887	ASIC013297	ADIR008198, ADIR009856
OG0000888	ASIC010717	ADIR009726
OG0000888	ASIC010720	ADIR009723
OG0000889	ASIC019922	ADIR007602
OG0000889	ASIC019929	ADIR007600
OG0000890	ASIC014867	ADIR006657
OG0000890	ASIC008439	ADIR006660
OG0000891	ASIC003576	ADIR006553
OG0000891	ASIC003521	ADIR006556
OG0000893	ASIC004531, ASIC004679, ASIC004690	ADIR002643
OG0000894	ASIC020550	ADIR008534
OG0000895	ASIC017057	ADIR014136
OG0000895	ASIC017058	ADIR001441
OG0000896	ASIC017732	ADIR000581
OG0000897	ASIC011817	ADIR011709
OG0000900	ASIC017002, ASIC017003, ASIC017004	ADIR001006
OG0000901	ASIC017457, ASIC017451	ADIR000126
OG0000903	ASIC000500, ASIC019245	ADIR007935
OG0000906	ASIC019097	ADIR003641, ADIR003640
OG0000907	ASIC006166	ADIR010374
OG0000908	ASIC020022	ADIR005885
OG0000908	ASIC006147	ADIR002967
OG0000910	ASIC003325	ADIR003520
OG0000911	ASIC009667	ADIR001012
OG0000913	ASIC021904	ADIR004443
OG0000925	ASIC016057, ASIC016060, ASIC016056, ASIC016059, ASIC016061	ADIR001658
OG0000929	ASIC017610	ADIR010990, ADIR014948, ADIR010991
OG0000930	ASIC001058	ADIR011734
OG0000940	ASIC016260, ASIC016015, ASIC016018, ASIC016013, ASIC016259	ADIR011030
OG0000941	ASIC021485, ASIC021436	ADIR002843
OG0000941	ASIC021487	ADIR002842
OG0000942	ASIC010363	ADIR002814
OG0000943	ASIC018152, ASIC018151	ADIR015770
OG0000944	ASIC008233	ADIR002711, ADIR002707
OG0000945	ASIC002969	ADIR000867
OG0000946	ASIC021493	ADIR011067
OG0000946	ASIC021504	ADIR011068
OG0000947	ASIC009305	ADIR005680
OG0000948	ASIC000641	ADIR000744
OG0000949	ASIC013181	ADIR011177
OG0000950	ASIC012104	ADIR000636
OG0000951	ASIC015194, ASIC015193	ADIR007510
OG0000952	ASIC002966	ADIR000888, ADIR002704, ADIR000889
OG0000953	ASIC020386	ADIR001522
OG0000954	ASIC020471	ADIR001308
OG0000955	ASIC013403	ADIR010464
OG0000956	ASIC007294	ADIR014508
OG0000957	ASIC003738	ADIR015908
OG0000958	ASIC004476	ADIR004810
OG0000959	ASIC004659	ADIR005324
OG0000959	ASIC004656	ADIR005326
OG0000960	ASIC021667	ADIR008258
OG0000960	ASIC021680	ADIR008256, ADIR010734
OG0000962	ASIC011118	ADIR008280
OG0000963	ASIC008300	ADIR002688
OG0000963	ASIC008299	ADIR002686
OG0000964	ASIC005083, ASIC005081	ADIR000239
OG0000965	ASIC012479	ADIR008783
OG0000967	ASIC009917	ADIR015702
OG0000968	ASIC020347, ASIC020346	ADIR001057
OG0000970	ASIC009351	ADIR016117, ADIR002256, ADIR000903
OG0000972	ASIC006679	ADIR006278
OG0000973	ASIC020184	ADIR006725
OG0000973	ASIC020186	ADIR006726
OG0000974	ASIC006392	ADIR006144
OG0000975	ASIC015181	ADIR007520
OG0000976	ASIC016839	ADIR007776
OG0000977	ASIC021684	ADIR010731
OG0000978	ASIC012758	ADIR008533, ADIR008532
OG0000979	ASIC003185	ADIR011494
OG0000980	ASIC010263	ADIR001163
OG0000982	ASIC006306	ADIR000845
OG0000982	ASIC006307	ADIR000844
OG0000983	ASIC020950	ADIR005364
OG0000984	ASIC016301	ADIR007396
OG0000984	ASIC016306	ADIR007394
OG0000986	ASIC015268	ADIR005647
OG0000987	ASIC007258	ADIR006032
OG0000989	ASIC012020, ASIC012021	ADIR005738
OG0000990	ASIC007221	ADIR006013
OG0000991	ASIC015520	ADIR000231
OG0000992	ASIC018564, ASIC018563	ADIR007862
OG0000993	ASIC002068	ADIR009921
OG0000993	ASIC002159	ADIR009922
OG0000994	ASIC016386	ADIR007809
OG0000995	ASIC015404	ADIR000369
OG0000996	ASIC017229	ADIR005123
OG0000997	ASIC019076	ADIR003631
OG0000997	ASIC019081	ADIR003633
OG0000998	ASIC012645	ADIR005445
OG0000999	ASIC019299	ADIR001743, ADIR001742
OG0001000	ASIC017776	ADIR002180
OG0001001	ASIC000014, ASIC010786	ADIR006808, ADIR006820
OG0001002	ASIC007149, ASIC007151	ADIR005976
