Orthogroup	AsinensisChina	AminimusMINIMUS1
OG0000445	ASIC015510	AMIN008997
OG0000446	ASIC017399, ASIC017397	AMIN007883
OG0000447	ASIC003833	AMIN015485
OG0000447	ASIC003829	AMIN015486
OG0000448	ASIC003765	AMIN010314
OG0000448	ASIC012623	AMIN000368
OG0000449	ASIC003960	AMIN005171
OG0000449	ASIC005404	AMIN006588
OG0000450	ASIC020787	AMIN009737
OG0000450	ASIC020791	AMIN016018
OG0000451	ASIC016924	AMIN002070
OG0000451	ASIC016917, ASIC016922	AMIN002072
OG0000452	ASIC009849, ASIC020091, ASIC009840, ASIC009847, ASIC020090, ASIC009848, ASIC009850	AMIN015851
OG0000453	ASIC003644	AMIN008351
OG0000453	ASIC012850, ASIC012851	AMIN006656
OG0000454	ASIC006736	AMIN001771
OG0000455	ASIC019673	AMIN010071
OG0000455	ASIC004791	AMIN008404
OG0000456	ASIC011658	AMIN010925
OG0000457	ASIC015718	AMIN003469
OG0000457	ASIC015722	AMIN003467
OG0000458	ASIC017734	AMIN001697
OG0000458	ASIC017741	AMIN001694, AMIN001693
OG0000460	ASIC021718	AMIN004000
OG0000461	ASIC006228	AMIN005596
OG0000461	ASIC006229	AMIN005597
OG0000462	ASIC019364	AMIN008300
OG0000462	ASIC019366	AMIN008301
OG0000465	ASIC014237	AMIN000102
OG0000465	ASIC003894	AMIN005739
OG0000466	ASIC004777	AMIN008413
OG0000466	ASIC017831	AMIN006890
OG0000471	ASIC014821, ASIC014823	AMIN004399, AMIN004410, AMIN004408, AMIN004400, AMIN004409
OG0000472	ASIC005313, ASIC003870, ASIC003865, ASIC003869, ASIC005315, ASIC003863	AMIN009159
OG0000472	ASIC003864, ASIC003867	AMIN009158
OG0000473	ASIC016008, ASIC000169	AMIN016002, AMIN016001
OG0000473	ASIC000170	AMIN007008, AMIN015997
OG0000476	ASIC009230	AMIN015548
OG0000476	ASIC009231	AMIN015549
OG0000477	ASIC000652	AMIN015736
OG0000477	ASIC000651	AMIN015796
OG0000478	ASIC002617	AMIN006763
OG0000479	ASIC004164	AMIN003190
OG0000480	ASIC020530	AMIN008804
OG0000481	ASIC002432	AMIN015941
OG0000481	ASIC008638, ASIC002429	AMIN015942
OG0000482	ASIC006605	AMIN015815
OG0000482	ASIC006582	AMIN015813
OG0000484	ASIC017359	AMIN007230
OG0000484	ASIC001455	AMIN015926
OG0000485	ASIC006858, ASIC006950	AMIN006211
OG0000486	ASIC016975	AMIN008726
OG0000486	ASIC011434	AMIN002294
OG0000487	ASIC006102	AMIN009827
OG0000487	ASIC017111	AMIN005361
OG0000488	ASIC009315, ASIC009314, ASIC009312	AMIN005028
OG0000489	ASIC004414	AMIN005535
OG0000489	ASIC004437	AMIN005536
OG0000490	ASIC018244	AMIN008273
OG0000490	ASIC018249	AMIN008250
OG0000491	ASIC008922	AMIN016162
OG0000491	ASIC013988	AMIN003650
OG0000492	ASIC006208	AMIN005529
OG0000492	ASIC006198	AMIN015489
OG0000493	ASIC005328	AMIN003675, AMIN003676
OG0000495	ASIC012830	AMIN007154
OG0000496	ASIC006139	AMIN016233, AMIN016234
OG0000497	ASIC003415	AMIN016070
OG0000499	ASIC019661	AMIN010059
OG0000500	ASIC010264	AMIN005698
OG0000500	ASIC015176	AMIN011003
OG0000501	ASIC010971, ASIC013654, ASIC010970	AMIN006982
OG0000502	ASIC000171	AMIN015996
OG0000502	ASIC003404	AMIN007007
OG0000503	ASIC004851	AMIN003517
OG0000504	ASIC002831	AMIN003505
OG0000504	ASIC005768	AMIN003013
OG0000505	ASIC016895, ASIC016894	AMIN011215
OG0000506	ASIC017398	AMIN007882
OG0000506	ASIC017513	AMIN008841
OG0000507	ASIC006096	AMIN009824
OG0000507	ASIC008822	AMIN002620
OG0000508	ASIC018971	AMIN011314
OG0000508	ASIC018968	AMIN011311
OG0000509	ASIC016623, ASIC016624	AMIN007998
OG0000510	ASIC006783	AMIN005108
OG0000511	ASIC018684, ASIC018683	AMIN008024, AMIN008023
OG0000512	ASIC017132	AMIN005370
OG0000512	ASIC017133	AMIN005371
OG0000514	ASIC020694	AMIN000976
OG0000514	ASIC009980	AMIN006790
OG0000515	ASIC006036	AMIN000903
OG0000515	ASIC006038	AMIN000905
OG0000516	ASIC004630	AMIN015782
OG0000516	ASIC004631	AMIN015783
OG0000517	ASIC020109	AMIN004090, AMIN004091
OG0000518	ASIC003764	AMIN010315
OG0000519	ASIC016591	AMIN007982
OG0000520	ASIC006463	AMIN009633
OG0000521	ASIC019716	AMIN010473
OG0000522	ASIC007537	AMIN007265
OG0000522	ASIC007522	AMIN007262
OG0000523	ASIC005435	AMIN004760
OG0000523	ASIC009124	AMIN004944
OG0000524	ASIC015079	AMIN010979
OG0000524	ASIC015078	AMIN010980
OG0000525	ASIC019757	AMIN010455
OG0000526	ASIC004001	AMIN005825
OG0000526	ASIC013447	AMIN001122
OG0000527	ASIC006188	AMIN004131
OG0000527	ASIC006184	AMIN004132
OG0000528	ASIC019523	AMIN007833
OG0000528	ASIC019533	AMIN007829
OG0000532	ASIC018851, ASIC018842	AMIN001270, AMIN007689
OG0000534	ASIC006534	AMIN001371
OG0000535	ASIC007433	AMIN007082
OG0000535	ASIC007432	AMIN007081
OG0000536	ASIC018664	AMIN011275
OG0000536	ASIC018175	AMIN008553
OG0000538	ASIC013828	AMIN003755
OG0000539	ASIC008347	AMIN003762, AMIN003761
OG0000540	ASIC006350	AMIN005379
OG0000541	ASIC020746	AMIN009417
OG0000541	ASIC016037	AMIN006390
OG0000542	ASIC009920	AMIN002916
OG0000543	ASIC004786, ASIC004787	AMIN008407
OG0000546	ASIC005135, ASIC005132	AMIN002142
OG0000547	ASIC015901	AMIN006548
OG0000548	ASIC003926	AMIN005326
OG0000549	ASIC011717	AMIN010949
OG0000549	ASIC000602	AMIN005346
OG0000550	ASIC018855	AMIN007688
OG0000551	ASIC020945	AMIN004699
OG0000552	ASIC011854	AMIN004124, AMIN004126
OG0000553	ASIC012929	AMIN009893
OG0000554	ASIC011433	AMIN002293
OG0000556	ASIC008295	AMIN000436
OG0000557	ASIC016139, ASIC016141, ASIC020362	AMIN000396, AMIN005429
OG0000558	ASIC021641	AMIN004650
OG0000558	ASIC005215	AMIN002017
OG0000559	ASIC004610	AMIN003274
OG0000560	ASIC010256	AMIN005299
OG0000561	ASIC001853	AMIN010697
OG0000562	ASIC019233, ASIC019235	AMIN011522
OG0000563	ASIC003207	AMIN000899
OG0000564	ASIC002237, ASIC002236	AMIN009852
OG0000565	ASIC009122	AMIN004942
OG0000565	ASIC009643	AMIN005177
OG0000566	ASIC012715	AMIN008364
OG0000567	ASIC013727	AMIN007642
OG0000568	ASIC016809, ASIC016808	AMIN001579
OG0000569	ASIC000871	AMIN002519
OG0000570	ASIC001573, ASIC009759	AMIN004109
OG0000571	ASIC009155	AMIN011641
OG0000572	ASIC009149	AMIN008152
OG0000573	ASIC017361	AMIN008055, AMIN005376
OG0000574	ASIC014642	AMIN006811, AMIN006813
OG0000574	ASIC014643	AMIN006812
OG0000576	ASIC009682	AMIN005183
OG0000577	ASIC003129	AMIN006494
OG0000577	ASIC003128	AMIN003222
OG0000579	ASIC019246	AMIN010666
OG0000581	ASIC016520, ASIC016521	AMIN011482
OG0000582	ASIC022080	AMIN016010
OG0000583	ASIC002495	AMIN010375, AMIN010374
OG0000584	ASIC014518	AMIN008751
OG0000584	ASIC014523	AMIN008748
OG0000585	ASIC012896, ASIC012897	AMIN010150
OG0000586	ASIC010040	AMIN002818
OG0000588	ASIC011985	AMIN000874
OG0000595	ASIC002794, ASIC016298, ASIC016309	AMIN011662
OG0000601	ASIC017779, ASIC015260, ASIC017781, ASIC017780, ASIC017783, ASIC017778, ASIC017777	AMIN004306
OG0000606	ASIC009431	AMIN003039
OG0000608	ASIC007273	AMIN001858
OG0000608	ASIC007276	AMIN001857
OG0000609	ASIC006672	AMIN009721
OG0000610	ASIC002451	AMIN010908
OG0000611	ASIC016343	AMIN010221
OG0000613	ASIC011367	AMIN003914
OG0000613	ASIC011361	AMIN003655
OG0000614	ASIC019653	AMIN010054
OG0000615	ASIC015191	AMIN010988
OG0000618	ASIC011972, ASIC007617	AMIN002658, AMIN002025
OG0000619	ASIC014716	AMIN000286
OG0000620	ASIC012033	AMIN009595
OG0000621	ASIC010689	AMIN014163
OG0000622	ASIC005585	AMIN006522
OG0000623	ASIC005025	AMIN008790
OG0000623	ASIC018080	AMIN008600
OG0000624	ASIC003474	AMIN004070
OG0000625	ASIC012166	AMIN015791
OG0000625	ASIC012167	AMIN015790
OG0000627	ASIC015345, ASIC015349	AMIN009215
OG0000627	ASIC015335	AMIN009220
OG0000628	ASIC010145, ASIC010153	AMIN006623
OG0000630	ASIC015202	AMIN015636
OG0000630	ASIC019468	AMIN008522
OG0000631	ASIC013517	AMIN005964
OG0000633	ASIC010261	AMIN005696
OG0000633	ASIC018590	AMIN007609
OG0000634	ASIC020589	AMIN005170, AMIN004747
OG0000635	ASIC011390	AMIN002271
OG0000636	ASIC018863	AMIN007685
OG0000637	ASIC014475	AMIN008498
OG0000637	ASIC014478, ASIC014477	AMIN008499
OG0000638	ASIC015263	AMIN016100
OG0000638	ASIC012121	AMIN015811
OG0000639	ASIC003698	AMIN010292
OG0000640	ASIC011609	AMIN010958
OG0000641	ASIC006689, ASIC006690	AMIN009728
OG0000642	ASIC013922	AMIN002983
OG0000643	ASIC011571, ASIC011572	AMIN002346
OG0000644	ASIC015378, ASIC015379	AMIN008329
OG0000647	ASIC003826	AMIN010304
OG0000648	ASIC013609	AMIN016197, AMIN016198
OG0000649	ASIC020095, ASIC020093, ASIC020094	AMIN015853
OG0000650	ASIC010159	AMIN006615
OG0000651	ASIC017959	AMIN006952, AMIN006951
OG0000652	ASIC017015	AMIN005736
OG0000653	ASIC009438	AMIN003046
OG0000653	ASIC017682	AMIN006166
OG0000654	ASIC019681	AMIN010501
OG0000655	ASIC003101	AMIN009939
OG0000656	ASIC020766	AMIN009750
OG0000656	ASIC020763	AMIN009751
OG0000657	ASIC002248	AMIN009848
OG0000658	ASIC012368	AMIN000840
OG0000659	ASIC004626	AMIN015780
OG0000659	ASIC004625	AMIN015781
OG0000660	ASIC002150	AMIN000258
OG0000661	ASIC010596, ASIC020488	AMIN007663, AMIN002009
OG0000662	ASIC022183, ASIC022185, ASIC022186, ASIC022184	AMIN004472
OG0000663	ASIC014312	AMIN000084
OG0000664	ASIC005889	AMIN001564
OG0000665	ASIC004570, ASIC004569	AMIN003292
OG0000666	ASIC016904, ASIC016903	AMIN005054
OG0000666	ASIC016901	AMIN005053
OG0000667	ASIC008479	AMIN009272
OG0000668	ASIC006798	AMIN005541
OG0000669	ASIC017202	AMIN015631
OG0000669	ASIC017201	AMIN015633
OG0000671	ASIC005036, ASIC005042, ASIC005041	AMIN008788
OG0000671	ASIC005035	AMIN008789
OG0000672	ASIC008550	AMIN007203
OG0000672	ASIC008546	AMIN007201
OG0000673	ASIC020840	AMIN006706
OG0000673	ASIC004282	AMIN006708
OG0000674	ASIC011893	AMIN008880
OG0000674	ASIC011909	AMIN008881
OG0000674	ASIC011907	AMIN008882
OG0000675	ASIC009194	AMIN011603
OG0000675	ASIC009192	AMIN011605
OG0000676	ASIC009273	AMIN015866
OG0000677	ASIC013419	AMIN001147
OG0000678	ASIC018598	AMIN007606
OG0000678	ASIC018592	AMIN007607
OG0000679	ASIC011060	AMIN015567
OG0000679	ASIC011058	AMIN015566
OG0000680	ASIC020285	AMIN001979
OG0000681	ASIC019611	AMIN010031
OG0000681	ASIC019602	AMIN010025
OG0000682	ASIC007710, ASIC001898	AMIN004645, AMIN005619
OG0000683	ASIC009973	AMIN006784
OG0000684	ASIC013707	AMIN015534, AMIN015535
OG0000687	ASIC008485, ASIC008467	AMIN009262, AMIN007570
OG0000689	ASIC019604	AMIN010028
OG0000689	ASIC019603	AMIN010027
OG0000690	ASIC005613, ASIC013757, ASIC013751, ASIC013754, ASIC013745, ASIC005615, ASIC005616	AMIN007666
OG0000691	ASIC020901	AMIN009242
OG0000694	ASIC004226	AMIN003886, AMIN000912
OG0000698	ASIC002954, ASIC004743	AMIN004846
OG0000699	ASIC010756	AMIN008604
OG0000700	ASIC015382	AMIN008937
OG0000701	ASIC015884	AMIN006561
OG0000701	ASIC017991	AMIN008914
OG0000703	ASIC021784	AMIN016139, AMIN004198
OG0000704	ASIC012649	AMIN004774
OG0000705	ASIC012203	AMIN007582
OG0000706	ASIC021044	AMIN002735
OG0000707	ASIC001005, ASIC001006	AMIN007926
OG0000707	ASIC001004	AMIN007930
OG0000708	ASIC007091	AMIN005195
OG0000709	ASIC016024, ASIC009545	AMIN005651, AMIN005650
OG0000710	ASIC017105	AMIN002091, AMIN014055
OG0000711	ASIC018376, ASIC018377	AMIN006854
OG0000712	ASIC009318	AMIN005030
OG0000713	ASIC000957	AMIN007371
OG0000714	ASIC013805	AMIN003947
OG0000716	ASIC009916	AMIN002912
OG0000717	ASIC002030	AMIN001545
OG0000718	ASIC011830	AMIN007484
OG0000720	ASIC003556	AMIN004036
OG0000721	ASIC020534	AMIN004717, AMIN008814
OG0000722	ASIC022221	AMIN003926
OG0000723	ASIC014878	AMIN002838
OG0000723	ASIC011561	AMIN002335
OG0000724	ASIC013777	AMIN007628
OG0000725	ASIC007620, ASIC002939, ASIC006218, ASIC005285	AMIN007979
OG0000726	ASIC020143, ASIC006866	AMIN004095
OG0000726	ASIC020142	AMIN004096
OG0000727	ASIC011928	AMIN008892
OG0000727	ASIC011923	AMIN008891
OG0000728	ASIC004841, ASIC020452	AMIN005769
OG0000729	ASIC010226, ASIC012775	AMIN009867, AMIN005293
OG0000730	ASIC017919	AMIN008192
OG0000731	ASIC009453	AMIN001221
OG0000731	ASIC011790	AMIN007381
OG0000732	ASIC012635	AMIN000366
OG0000733	ASIC011002	AMIN015963
OG0000733	ASIC011013	AMIN015962
OG0000734	ASIC012871	AMIN005129, AMIN006671
OG0000735	ASIC019585	AMIN007623
OG0000735	ASIC003487	AMIN002995
OG0000736	ASIC003780	AMIN010359, AMIN010358
OG0000737	ASIC009472	AMIN002046
OG0000738	ASIC013483	AMIN001100
OG0000738	ASIC013482	AMIN001099
OG0000739	ASIC000950	AMIN016218
OG0000740	ASIC008050	AMIN003088
OG0000740	ASIC008048	AMIN014279
OG0000741	ASIC014976	AMIN008125
OG0000741	ASIC014978	AMIN008124
OG0000742	ASIC005647	AMIN003205
OG0000743	ASIC018366	AMIN004326
OG0000744	ASIC006740	AMIN001767
OG0000744	ASIC006734	AMIN001773
OG0000745	ASIC002565	AMIN003820
OG0000746	ASIC020209	AMIN003066
OG0000747	ASIC008334	AMIN000413
OG0000747	ASIC008323	AMIN015470
OG0000748	ASIC004573	AMIN003290
OG0000748	ASIC004572	AMIN003291
OG0000749	ASIC019830	AMIN005487, AMIN010411
OG0000750	ASIC017662	AMIN006331
OG0000750	ASIC017661	AMIN006330
OG0000751	ASIC016940	AMIN002061
OG0000751	ASIC006249	AMIN005610
OG0000752	ASIC015937, ASIC004455	AMIN005490, AMIN003600
OG0000753	ASIC019082	AMIN010088
OG0000753	ASIC006943	AMIN006205
OG0000754	ASIC019253	AMIN011299
OG0000756	ASIC013275, ASIC013278, ASIC013276	AMIN016277
OG0000756	ASIC013274	AMIN016276
OG0000757	ASIC015282	AMIN001252
OG0000760	ASIC014804	AMIN004528, AMIN004386
OG0000761	ASIC013465, ASIC013463	AMIN001108
OG0000762	ASIC008819	AMIN004012
OG0000763	ASIC003794	AMIN010350
OG0000763	ASIC003797	AMIN010348
OG0000764	ASIC007332	AMIN001845
OG0000765	ASIC017213	AMIN009531
OG0000765	ASIC017218	AMIN009527
OG0000766	ASIC015280	AMIN001248, AMIN001249, AMIN001251
OG0000767	ASIC020069	AMIN004495
OG0000769	ASIC018350	AMIN004314
OG0000770	ASIC005253	AMIN002106, AMIN002108, AMIN002107
OG0000771	ASIC010213	AMIN005295
OG0000772	ASIC009423	AMIN007922
OG0000772	ASIC010659	AMIN009898, AMIN007923
OG0000773	ASIC009946, ASIC009947	AMIN001511
OG0000774	ASIC015592	AMIN004490
OG0000774	ASIC015577	AMIN004489
OG0000775	ASIC018881, ASIC018826	AMIN011331
OG0000775	ASIC018859	AMIN011332
OG0000776	ASIC015996	AMIN004234
OG0000776	ASIC015997	AMIN004233
OG0000777	ASIC019231	AMIN011523, AMIN011526, AMIN011528, AMIN011524
OG0000778	ASIC020101	AMIN002772
OG0000779	ASIC018874	AMIN007680
OG0000786	ASIC005779	AMIN003008
OG0000791	ASIC014792	AMIN004374
OG0000791	ASIC014786, ASIC014787	AMIN004371, AMIN004370
OG0000792	ASIC019828, ASIC019826, ASIC019827	AMIN010412
OG0000793	ASIC015880	AMIN006555
OG0000794	ASIC021940, ASIC021943	AMIN003981
OG0000795	ASIC009276	AMIN006668, AMIN006435
OG0000795	ASIC001402	AMIN006473, AMIN006438, AMIN006664
OG0000799	ASIC013358	AMIN002826
OG0000800	ASIC014042	AMIN004040
OG0000800	ASIC014037	AMIN004039
OG0000801	ASIC008758	AMIN003410
OG0000801	ASIC008769	AMIN003411
OG0000802	ASIC010833	AMIN007213, AMIN011666
OG0000803	ASIC006627	AMIN001791
OG0000803	ASIC006616	AMIN015814
OG0000806	ASIC007906	AMIN009183
OG0000808	ASIC014182	AMIN006360
OG0000809	ASIC006983	AMIN006231
OG0000810	ASIC003966	AMIN005167
OG0000810	ASIC014687	AMIN004573
OG0000811	ASIC003969	AMIN005473, AMIN005164
OG0000812	ASIC013324	AMIN000316
OG0000813	ASIC012109	AMIN009800
OG0000813	ASIC012111	AMIN009799
OG0000814	ASIC005584	AMIN006535
OG0000815	ASIC020637	AMIN009254
OG0000816	ASIC012651	AMIN004773
OG0000817	ASIC006311, ASIC011944	AMIN008879, AMIN005216
OG0000818	ASIC009311	AMIN005027
OG0000820	ASIC012997	AMIN004411
OG0000821	ASIC005223	AMIN002077
OG0000822	ASIC003247	AMIN000167
OG0000823	ASIC018051, ASIC018052	AMIN008617
OG0000824	ASIC016002	AMIN004230
OG0000825	ASIC009744	AMIN003491
OG0000825	ASIC009778	AMIN003493
OG0000827	ASIC019496	AMIN008535
OG0000828	ASIC006317	AMIN005213
OG0000828	ASIC006324	AMIN005210
OG0000829	ASIC003920	AMIN005324
OG0000830	ASIC011142	AMIN003548
OG0000831	ASIC010156	AMIN006617
OG0000832	ASIC009101	AMIN002710
OG0000833	ASIC018216, ASIC008915	AMIN005624, AMIN005623, AMIN002585
OG0000834	ASIC017356	AMIN007227
OG0000835	ASIC020621	AMIN015867, AMIN015865
OG0000836	ASIC002676	AMIN009645, AMIN009644
OG0000837	ASIC016440	AMIN011511
OG0000838	ASIC009560, ASIC015831, ASIC008806	AMIN008048
OG0000838	ASIC007665	AMIN005566
OG0000839	ASIC008421	AMIN002681
OG0000840	ASIC013299, ASIC010736, ASIC017800	AMIN006873
OG0000841	ASIC007143, ASIC007141	AMIN007142
OG0000842	ASIC006696	AMIN016014
OG0000842	ASIC006697	AMIN016015
OG0000843	ASIC021030	AMIN002747
OG0000844	ASIC020295	AMIN016188, AMIN005381
OG0000845	ASIC016333	AMIN014862
OG0000846	ASIC007965	AMIN004594
OG0000847	ASIC007549	AMIN005435
OG0000849	ASIC002768	AMIN003267
OG0000850	ASIC007559	AMIN001224
OG0000852	ASIC018361	AMIN007207, AMIN006783, AMIN010226, AMIN009132, AMIN004322
OG0000854	ASIC019639	AMIN010048
OG0000855	ASIC010228	AMIN005292
OG0000856	ASIC019688	AMIN010509
OG0000857	ASIC003072	AMIN004794
OG0000858	ASIC001876, ASIC001414	AMIN003765
OG0000859	ASIC011203	AMIN004995
OG0000860	ASIC015296	AMIN005458
OG0000861	ASIC018072	AMIN008606
OG0000862	ASIC019152	AMIN010111
OG0000862	ASIC019190	AMIN010130
OG0000863	ASIC019791, ASIC019790	AMIN010434
OG0000864	ASIC013860	AMIN006245
OG0000864	ASIC013869	AMIN006246
OG0000865	ASIC005377	AMIN005467
OG0000865	ASIC005935	AMIN007173
OG0000866	ASIC015035	AMIN011128
OG0000867	ASIC011242	AMIN003607
OG0000868	ASIC021141	AMIN009960
OG0000868	ASIC021136	AMIN009956
OG0000869	ASIC011670	AMIN010932
OG0000871	ASIC008491, ASIC004522	AMIN001525
OG0000872	ASIC003733	AMIN010271
OG0000873	ASIC019046	AMIN007294
OG0000874	ASIC014135	AMIN005902
OG0000874	ASIC014142	AMIN005901
OG0000875	ASIC017056, ASIC015356	AMIN005449
OG0000876	ASIC009780	AMIN000345
OG0000878	ASIC016491	AMIN011498
OG0000880	ASIC011748	AMIN007698
OG0000881	ASIC008413	AMIN002676
OG0000881	ASIC008409	AMIN002674
OG0000882	ASIC019412	AMIN008476, AMIN008475
OG0000882	ASIC019413	AMIN008478
OG0000883	ASIC018442	AMIN011056
OG0000883	ASIC018444	AMIN011057
OG0000884	ASIC008951, ASIC008954	AMIN004966
OG0000884	ASIC008952	AMIN004962
OG0000885	ASIC011979	AMIN002663
OG0000885	ASIC011980	AMIN002664
OG0000886	ASIC019854	AMIN007758
OG0000887	ASIC013297	AMIN010554, AMIN002394
OG0000888	ASIC010717	AMIN001617
OG0000888	ASIC010720	AMIN001619
OG0000889	ASIC019922	AMIN007857
OG0000889	ASIC019929	AMIN007854
OG0000890	ASIC014867	AMIN004575
OG0000890	ASIC008439	AMIN004578
OG0000891	ASIC003576	AMIN004067
OG0000891	ASIC003521	AMIN004064
OG0000893	ASIC004531, ASIC004679, ASIC004690	AMIN000745
OG0000894	ASIC020550, ASIC012840	AMIN007146
OG0000895	ASIC017057, ASIC017058	AMIN005450
OG0000896	ASIC017732	AMIN001698
OG0000897	ASIC011817	AMIN007495
OG0000900	ASIC017002, ASIC017003, ASIC017004	AMIN005076
OG0000901	ASIC017457, ASIC017451	AMIN008822, AMIN008821
OG0000903	ASIC019245	AMIN010665
OG0000906	ASIC019097	AMIN010094, AMIN010093
OG0000907	ASIC006166	AMIN003529
OG0000908	ASIC006147	AMIN004225, AMIN000972
OG0000910	ASIC015064, ASIC003325	AMIN003898
OG0000911	ASIC009667	AMIN005201
OG0000913	ASIC021904	AMIN004902
OG0000925	ASIC016057, ASIC016060, ASIC016056, ASIC016059, ASIC016061	AMIN011434
OG0000929	ASIC017610	AMIN006298, AMIN006297
OG0000940	ASIC016260, ASIC016015, ASIC016018, ASIC016013, ASIC016259	AMIN006257
OG0000941	ASIC021485, ASIC021436, ASIC021487	AMIN000656
OG0000942	ASIC010363	AMIN000394
OG0000943	ASIC018152, ASIC018151	AMIN008564
OG0000944	ASIC008233	AMIN000418
OG0000945	ASIC002969	AMIN005200
OG0000946	ASIC021493	AMIN005993
OG0000946	ASIC021504	AMIN005992
OG0000947	ASIC009305	AMIN005024
OG0000948	ASIC000641	AMIN006406
OG0000950	ASIC012104	AMIN009802
OG0000951	ASIC015194, ASIC015193	AMIN010985
OG0000952	ASIC002966	AMIN005746, AMIN005747, AMIN008233
OG0000953	ASIC020386	AMIN005407
OG0000954	ASIC020471	AMIN001996, AMIN001997
OG0000955	ASIC013403	AMIN003445
OG0000956	ASIC007294	AMIN007072
OG0000957	ASIC003738	AMIN016025
OG0000958	ASIC004476	AMIN005628
OG0000959	ASIC004659	AMIN003328
OG0000959	ASIC004656	AMIN003330
OG0000960	ASIC021667	AMIN003889
OG0000960	ASIC021680	AMIN003892
OG0000962	ASIC011118	AMIN003862
OG0000963	ASIC008300	AMIN000438
OG0000963	ASIC008299	AMIN000439
OG0000964	ASIC005083, ASIC005081	AMIN008982
OG0000965	ASIC012479	AMIN010793
OG0000966	ASIC019954	AMIN008668
OG0000967	ASIC009917	AMIN002911
OG0000968	ASIC020346	AMIN002113, AMIN000054
OG0000970	ASIC009351	AMIN005393
OG0000972	ASIC006679	AMIN009726
OG0000973	ASIC020184	AMIN004868
OG0000973	ASIC020186	AMIN004869
OG0000974	ASIC006392	AMIN001752, AMIN009795
OG0000975	ASIC015181	AMIN010995
OG0000976	ASIC016839	AMIN011180
OG0000977	ASIC021684	AMIN003896
OG0000978	ASIC012758	AMIN001929
OG0000979	ASIC003185	AMIN009863
OG0000980	ASIC020979, ASIC010262	AMIN003509
OG0000980	ASIC010263	AMIN005697
OG0000982	ASIC006306	AMIN005578
OG0000982	ASIC006307	AMIN005579
OG0000983	ASIC020950	AMIN004697
OG0000984	ASIC016301	AMIN011029
OG0000984	ASIC016306	AMIN011027
OG0000985	ASIC016678	AMIN002865
OG0000986	ASIC015268	AMIN001244
OG0000987	ASIC007258	AMIN001869
OG0000989	ASIC012020, ASIC012021	AMIN005002
OG0000990	ASIC007221	AMIN001887
OG0000991	ASIC015520	AMIN008989
OG0000992	ASIC018564, ASIC018563	AMIN011100
OG0000993	ASIC002068	AMIN003577
OG0000994	ASIC016386	AMIN011148
OG0000995	ASIC015404	AMIN001280
OG0000995	ASIC009598	AMIN005774
OG0000996	ASIC017229	AMIN005963, AMIN005983, AMIN009519
OG0000997	ASIC019076	AMIN010086
OG0000997	ASIC019081	AMIN010087
OG0000998	ASIC012645	AMIN004777
OG0000999	ASIC019299	AMIN008453, AMIN008454
OG0001000	ASIC017776	AMIN004305
OG0001001	ASIC000014, ASIC010786	AMIN001667
OG0001002	ASIC007149, ASIC007151	AMIN001925
OG0001003	ASIC006287	AMIN005789
OG0001004	ASIC007842	AMIN010597
OG0001005	ASIC009647	AMIN005179, AMIN004616
OG0001006	ASIC009653	AMIN005829
OG0001007	ASIC014225	AMIN002047, AMIN006341
OG0001008	ASIC014457	AMIN008491
OG0001009	ASIC007645	AMIN005477
OG0001010	ASIC007604	AMIN005139
OG0001011	ASIC008845	AMIN002616, AMIN002614
OG0001012	ASIC006842	AMIN006069
OG0001013	ASIC009610	AMIN005771
OG0001014	ASIC006512	AMIN005525, AMIN001357
OG0001015	ASIC018825	AMIN010884
OG0001016	ASIC002109	AMIN016151, AMIN000332
OG0001017	ASIC009459	AMIN001220, AMIN001218
OG0001017	ASIC009457	AMIN001219
OG0001018	ASIC020388	AMIN001971, AMIN001973
OG0001019	ASIC019363	AMIN008304, AMIN008299
OG0001020	ASIC016968	AMIN005243
