Orthogroup	AsinensisChina	Aalbopictus_AalbF5
OG0000321	ASIC020752	LOC134285621
OG0000321	ASIC022307	LOC134285147
OG0000324	ASIC003860, ASIC003861	LOC115268591
OG0000324	ASIC003858	LOC109621385
OG0000325	ASIC019850	LOC109402478, LOC109621375, LOC109410004
OG0000326	ASIC005793	LOC109406334
OG0000326	ASIC005792	LOC115257242
OG0000327	ASIC009969	LOC109407226
OG0000328	ASIC018103	LOC109410565
OG0000328	ASIC018105	LOC115268300
OG0000329	ASIC007335	LOC109429565
OG0000329	ASIC007336, ASIC007337	LOC109429983
OG0000330	ASIC005378	LOC109431560
OG0000330	ASIC005379	LOC109431569
OG0000330	ASIC005380	LOC109431850
OG0000331	ASIC011490	LOC109428018
OG0000331	ASIC011489	LOC109418192
OG0000332	ASIC013992, ASIC011150, ASIC013991	LOC109405410
OG0000333	ASIC016706	LOC109399400
OG0000334	ASIC005880	LOC134289025
OG0000336	ASIC018901	LOC109408655
OG0000336	ASIC018897	LOC109621296
OG0000337	ASIC017612	LOC109415181, LOC109415182, LOC109430079, LOC109428503, LOC115256546, LOC115256548, LOC109428498, LOC115256404, LOC115256615, LOC109428535, LOC109428502, LOC109430082
OG0000344	ASIC020228	LOC109400802
OG0000345	ASIC011811	LOC115253693, LOC115264547, LOC109400458
OG0000346	ASIC000815, ASIC021948	LOC109423283, LOC109428973, LOC109429007, LOC109408824
OG0000347	ASIC000181	LOC109432255, LOC109432313
OG0000348	ASIC015321, ASIC015322, ASIC015323	LOC115267667, LOC109432235
OG0000349	ASIC012256, ASIC012253	LOC134284677
OG0000349	ASIC012252	LOC109621924
OG0000350	ASIC002433	LOC109416155, LOC109416608, LOC109407449, LOC109416681, LOC109416628, LOC109416670, LOC109416657, LOC109407402
OG0000351	ASIC011933	LOC109431534
OG0000352	ASIC020939	LOC109430165, LOC109423357
OG0000352	ASIC020938	LOC109432136
OG0000353	ASIC000954, ASIC011663	LOC134284734, LOC109413962, LOC109413964
OG0000353	ASIC011664	LOC109413963
OG0000354	ASIC012572, ASIC012573	LOC109414751
OG0000354	ASIC010034, ASIC010035	LOC109425341
OG0000355	ASIC013915	LOC115253987
OG0000356	ASIC007049	LOC109414269
OG0000357	ASIC012551	LOC109425351
OG0000357	ASIC012549	LOC109425349
OG0000360	ASIC014813, ASIC014814	LOC109426006, LOC109426005
OG0000360	ASIC014817	LOC115268035
OG0000361	ASIC018213	LOC109398309
OG0000362	ASIC006698, ASIC020699, ASIC020698	LOC109417695, LOC134289747, LOC109417559, LOC109417694
OG0000363	ASIC018523	LOC109431669
OG0000363	ASIC018524	LOC109431631, LOC115267493, LOC115259270
OG0000364	ASIC016659, ASIC016658	LOC109417614, LOC109426760, LOC109426761
OG0000365	ASIC002632, ASIC002635	LOC109420926
OG0000365	ASIC002634	LOC109412662
OG0000366	ASIC009439	LOC109419189, LOC109419188, LOC109419155, LOC115262156
OG0000367	ASIC016760, ASIC016759	LOC109406417
OG0000368	ASIC021920	LOC115268779, LOC115253469, LOC109412743
OG0000369	ASIC009390	LOC115255405
OG0000370	ASIC011451	LOC109421677, LOC109426721
OG0000371	ASIC016597	LOC134288495
OG0000371	ASIC016605	LOC115265256
OG0000372	ASIC009507, ASIC009504	LOC109402069, LOC134285328
OG0000372	ASIC009508	LOC109427360, LOC134283900
OG0000376	ASIC020524, ASIC006186, ASIC020543	LOC134286423
OG0000380	ASIC009217	LOC134284314, LOC134290310, LOC109400822
OG0000381	ASIC017769	LOC109431293
OG0000382	ASIC013910	LOC109408978
OG0000382	ASIC013908	LOC109426479
OG0000383	ASIC008776	LOC109413923
OG0000383	ASIC022329	LOC115260955
OG0000384	ASIC002781, ASIC001183, ASIC002780, ASIC002776	LOC109397157
OG0000386	ASIC011709	LOC109406410
OG0000387	ASIC016161	LOC115267498
OG0000387	ASIC012957	LOC109404924
OG0000388	ASIC013800, ASIC013799, ASIC013798	LOC109412442, LOC109430335, LOC109430333
OG0000389	ASIC019090	LOC115254253
OG0000389	ASIC019088, ASIC019091	LOC115265043, LOC109424263
OG0000390	ASIC021882, ASIC011284	LOC109428795, LOC115271008, LOC109429608, LOC109429601, LOC109429611, LOC109422133, LOC109422136, LOC109432597
OG0000391	ASIC015117, ASIC015116	LOC109423211
OG0000391	ASIC017801	LOC115256097
OG0000392	ASIC014072, ASIC014074, ASIC014073	LOC109404501
OG0000393	ASIC007949	LOC109424074
OG0000394	ASIC021259	LOC109408907
OG0000394	ASIC021258	LOC109408910, LOC109408909
OG0000395	ASIC009958	LOC109405903
OG0000395	ASIC006771	LOC109398706
OG0000396	ASIC002672	LOC109430162
OG0000396	ASIC002671	LOC109430163
OG0000397	ASIC014575	LOC109428250
OG0000397	ASIC008278	LOC109427075
OG0000398	ASIC003105	LOC109420163, LOC109420161, LOC109420162, LOC109410030
OG0000399	ASIC019531, ASIC019530	LOC115263357
OG0000400	ASIC014917	LOC109407994
OG0000400	ASIC019623	LOC109405168
OG0000401	ASIC005455	LOC109418407
OG0000401	ASIC004773	LOC109412802
OG0000402	ASIC016791, ASIC017093	LOC109397830, LOC109397831, LOC109405350, LOC134287499
OG0000403	ASIC017017	LOC109405351, LOC115255632
OG0000403	ASIC018806	LOC109398107
OG0000404	ASIC005999	LOC109401173
OG0000404	ASIC005998	LOC109401146, LOC134284179
OG0000405	ASIC015146, ASIC015147	LOC109409749, LOC109409746, LOC109432138
OG0000406	ASIC004797, ASIC014296, ASIC004798	LOC115263064
OG0000407	ASIC017969	LOC109424709, LOC134283926
OG0000407	ASIC017965	LOC109424712, LOC134291633, LOC134285730
OG0000408	ASIC012313	LOC115260129, LOC115260130
OG0000408	ASIC012311	LOC109430548
OG0000409	ASIC006513	LOC109420930
OG0000409	ASIC006515	LOC109412654
OG0000411	ASIC013281	LOC134291129
OG0000412	ASIC020401, ASIC020400, ASIC020403	LOC134284900, LOC115256380
OG0000412	ASIC020404	LOC115256649, LOC115256648
OG0000413	ASIC019161, ASIC019163, ASIC019162, ASIC019164	LOC109397940
OG0000414	ASIC009497, ASIC014159, ASIC014156, ASIC014158, ASIC014155	LOC109424228
OG0000416	ASIC019239	LOC115253908, LOC109426657, LOC109426655
OG0000416	ASIC016876	LOC109426741, LOC109417941
OG0000417	ASIC015685	LOC109411049
OG0000417	ASIC011176	LOC109406499
OG0000419	ASIC022274, ASIC009238, ASIC009659	LOC134290305, LOC134284407, LOC109398619
OG0000421	ASIC004562, ASIC015063	LOC115256531
OG0000422	ASIC006280	LOC115266089
OG0000428	ASIC006206	LOC134288941, LOC109418739
OG0000429	ASIC004595, ASIC004594	LOC109622073
OG0000430	ASIC016909	LOC109427697
OG0000431	ASIC010039	LOC115260799
OG0000432	ASIC008599	LOC109409360
OG0000432	ASIC005905	LOC109417427
OG0000433	ASIC021068	LOC109623006
OG0000433	ASIC021074	LOC109622188
OG0000434	ASIC018734, ASIC018736, ASIC018738, ASIC018733	LOC109407821, LOC134288727, LOC134288724, LOC109410038
OG0000435	ASIC005962	LOC109399074, LOC134291823, LOC109409889
OG0000436	ASIC019967	LOC109401753, LOC109407863, LOC109407862, LOC109407874, LOC109407864, LOC109422330
OG0000437	ASIC002921	LOC109433402
OG0000437	ASIC002923	LOC109433401
OG0000438	ASIC002922	LOC109403303, LOC109433400, LOC109403274
OG0000439	ASIC017605	LOC109425148
OG0000439	ASIC017590	LOC109429421
OG0000440	ASIC013302	LOC109411686
OG0000440	ASIC013280	LOC109411655
OG0000441	ASIC000926, ASIC007475, ASIC000925, ASIC007491, ASIC002994, ASIC005125	LOC109423025
OG0000443	ASIC020916	LOC109400886
OG0000443	ASIC019892	LOC109401381
OG0000445	ASIC015511	LOC109401562
OG0000445	ASIC015510	LOC109398913
OG0000446	ASIC017399	LOC109414069, LOC115258016
OG0000446	ASIC017397	LOC115258017
OG0000447	ASIC003833	LOC109409155
OG0000447	ASIC003829	LOC109409153
OG0000448	ASIC003765	LOC109409127
OG0000448	ASIC012623	LOC109405027
OG0000449	ASIC003960	LOC115256563, LOC109401927
OG0000449	ASIC005404	LOC109433196
OG0000450	ASIC020787	LOC115255343
OG0000450	ASIC020791	LOC115253661, LOC134287731
OG0000451	ASIC016924	LOC134284988
OG0000451	ASIC016917, ASIC016922	LOC109412193
OG0000451	ASIC003595	LOC115255738
OG0000452	ASIC009849, ASIC020091, ASIC009840, ASIC009847, ASIC020090, ASIC009848, ASIC009850	LOC109622640, LOC109419264
OG0000453	ASIC003644	LOC109413132
OG0000454	ASIC006736	LOC109406531, LOC109429681
OG0000455	ASIC019673	LOC109423314
OG0000455	ASIC004791	LOC115253807
OG0000456	ASIC011658	LOC109415681
OG0000456	ASIC020729	LOC109418348
OG0000457	ASIC015718	LOC109398361
OG0000457	ASIC015722	LOC109398558
OG0000458	ASIC017734, ASIC017741	LOC109431816
OG0000460	ASIC022001	LOC115268722
OG0000461	ASIC006228	LOC109422876
OG0000461	ASIC006229	LOC109433652
OG0000462	ASIC019364, ASIC019365, ASIC019366	LOC109403759
OG0000465	ASIC014237, ASIC003894	LOC109424835
OG0000466	ASIC004778, ASIC004777, ASIC017831	LOC109433657
OG0000476	ASIC009231	LOC109416051
OG0000477	ASIC000652	LOC109621595
OG0000477	ASIC000651	LOC109400142, LOC109400026
OG0000478	ASIC002617	LOC115264937
OG0000479	ASIC004164	LOC115268723, LOC109428027
OG0000480	ASIC020530	LOC109426513
OG0000480	ASIC005746	LOC109426511
OG0000481	ASIC002432	LOC109407398
OG0000482	ASIC006605	LOC109429643
OG0000482	ASIC006582	LOC109429642
OG0000483	ASIC003173	LOC109419070, LOC134286400
OG0000484	ASIC017359	LOC109425082
OG0000484	ASIC001455	LOC109419028
OG0000485	ASIC006949	LOC109621341
OG0000485	ASIC006858, ASIC006950	LOC109621339
OG0000486	ASIC016975	LOC109415196
OG0000486	ASIC011434	LOC109421809
OG0000487	ASIC006102	LOC109621808
OG0000487	ASIC017111	LOC109416114
OG0000488	ASIC009315, ASIC009314, ASIC009312	LOC109403460, LOC109403431
OG0000489	ASIC004414	LOC109406904
OG0000489	ASIC004437	LOC109412957
OG0000490	ASIC018244	LOC134289965, LOC134291854
OG0000491	ASIC008922	LOC109416868
OG0000491	ASIC013988	LOC109623095
OG0000492	ASIC006208	LOC109425357
OG0000492	ASIC006198	LOC109418683
OG0000493	ASIC005328	LOC109402010, LOC109401998
OG0000494	ASIC010787	LOC134287907, LOC109623132
OG0000495	ASIC012829	LOC109417730
OG0000495	ASIC012830	LOC109428206
OG0000496	ASIC006138	LOC134284636, LOC134291985
OG0000496	ASIC006139	LOC109411182
OG0000497	ASIC003415	LOC109420370
OG0000498	ASIC000092	LOC109414799
OG0000498	ASIC000091	LOC109418646
OG0000499	ASIC019661	LOC134288418, LOC109413463
OG0000499	ASIC005520	LOC134285570, LOC109400515
OG0000500	ASIC010264	LOC109431093
OG0000500	ASIC015176	LOC109414630, LOC109424816
OG0000501	ASIC010971, ASIC013654, ASIC010970	LOC109401537, LOC109412613, LOC109412614
OG0000502	ASIC000171	LOC109421941
OG0000503	ASIC004851	LOC109425029, LOC109425031
OG0000504	ASIC002831	LOC115266033, LOC109424039
OG0000504	ASIC005768	LOC109402353
OG0000505	ASIC016895, ASIC016894	LOC109417013, LOC109412849
OG0000506	ASIC017398	LOC115256099, LOC109414068
OG0000506	ASIC017513	LOC115256102
OG0000507	ASIC006096	LOC115256103
OG0000507	ASIC008822	LOC109414072
OG0000508	ASIC018971, ASIC018968	LOC109422787
OG0000509	ASIC016623	LOC109426589
OG0000509	ASIC016624	LOC109426590, LOC134287360
OG0000510	ASIC006783	LOC109425180
OG0000511	ASIC018684, ASIC018683	LOC109425513, LOC109425525
OG0000512	ASIC017132	LOC109415211
OG0000512	ASIC017133	LOC109428382
OG0000514	ASIC020694	LOC109400992
OG0000514	ASIC009980	LOC115255015
OG0000515	ASIC006036	LOC115264138
OG0000515	ASIC006038	LOC109398588
OG0000516	ASIC004630	LOC109410440
OG0000516	ASIC004631	LOC109401458
OG0000517	ASIC020109	LOC109415719
OG0000518	ASIC003764	LOC109423301
OG0000519	ASIC016591	LOC109417624, LOC109426733, LOC109417822, LOC109417827, LOC109426788
OG0000520	ASIC006463	LOC109423887
OG0000520	ASIC006464	LOC109404792
OG0000521	ASIC019716	LOC109418072
OG0000522	ASIC007537	LOC115257747
OG0000522	ASIC007522	LOC109420067
OG0000523	ASIC005435	LOC115259474
OG0000524	ASIC015079, ASIC015078	LOC109403198, LOC109402739
OG0000525	ASIC019757	LOC134283917, LOC109418111
OG0000526	ASIC004001	LOC109411927
OG0000526	ASIC013447	LOC109406265
OG0000527	ASIC006188	LOC109423591
OG0000527	ASIC006184	LOC109423594
OG0000528	ASIC019523	LOC115270379
OG0000528	ASIC019533	LOC109403072
OG0000534	ASIC006533	LOC109419079
OG0000534	ASIC006534	LOC109408101, LOC109419033
OG0000535	ASIC007433, ASIC007432	LOC109429794, LOC109398275
OG0000536	ASIC018664	LOC109414815
OG0000536	ASIC018175	LOC109418840
OG0000537	ASIC012036	LOC109412349, LOC109416192, LOC115255562, LOC109419835, LOC109420602
OG0000538	ASIC013828	LOC109430354
OG0000538	ASIC013827	LOC109430325
OG0000539	ASIC008347	LOC109412473, LOC134286592
OG0000540	ASIC006350	LOC109402659, LOC115268762, LOC134284849, LOC134284856, LOC134284906, LOC109402682
OG0000541	ASIC020746, ASIC016037	LOC134288839, LOC115257877
OG0000542	ASIC009920	LOC109412237
OG0000542	ASIC004304	LOC115253484
OG0000543	ASIC004786, ASIC004787	LOC109427741, LOC115260725
OG0000544	ASIC009116	LOC109415777
OG0000545	ASIC021568	LOC134285805
OG0000545	ASIC021567	LOC134285800, LOC109403930, LOC109413361, LOC134285799, LOC115264252, LOC134284053, LOC134284062, LOC134284083, LOC115264081, LOC134284078, LOC115264241, LOC134284070, LOC134285794
OG0000546	ASIC005135, ASIC005132	LOC115253915, LOC109423056
OG0000547	ASIC015901	LOC109622788
OG0000548	ASIC003926	LOC109427046, LOC109623357, LOC115256573, LOC109424775
OG0000549	ASIC011717, ASIC000602	LOC109427648
OG0000550	ASIC018855	LOC115263103, LOC109416717, LOC115263134, LOC109425632
OG0000551	ASIC020945, ASIC020944	LOC109432153
OG0000552	ASIC011854	LOC115267361, LOC134285723
OG0000553	ASIC012929	LOC109412894
OG0000554	ASIC011433	LOC109428614, LOC109421685, LOC134290135, LOC109428015
OG0000556	ASIC008292, ASIC008295	LOC115264438, LOC115264437
OG0000557	ASIC016139, ASIC016141, ASIC020362	LOC109405654
OG0000558	ASIC021641	LOC109419262
OG0000558	ASIC005215	LOC109400382
OG0000559	ASIC004610	LOC109429221
OG0000560	ASIC019767	LOC109418122
OG0000560	ASIC010256	LOC109424772
OG0000561	ASIC012229	LOC109431665
OG0000561	ASIC001853	LOC109431683
OG0000562	ASIC019233	LOC109406256
OG0000562	ASIC019235	LOC109406730
OG0000563	ASIC003207	LOC115264129
OG0000563	ASIC003208	LOC115264141
OG0000564	ASIC002237, ASIC002236	LOC109409290
OG0000565	ASIC009122, ASIC009643	LOC109422005, LOC115256419
OG0000566	ASIC012715	LOC109410100
OG0000566	ASIC012709	LOC109418615
OG0000567	ASIC013727	LOC109403135
OG0000568	ASIC016809, ASIC016808	LOC115268481, LOC109407918
OG0000569	ASIC000871	LOC109414177
OG0000570	ASIC020442, ASIC009758, ASIC001573, ASIC009759	LOC109425508
OG0000571	ASIC009155	LOC109416085, LOC109402929, LOC109402930
OG0000573	ASIC017361	LOC115256807, LOC109405102
OG0000576	ASIC009681	LOC109424753, LOC109417232, LOC115256780
OG0000576	ASIC009682	LOC134288156
OG0000577	ASIC003129, ASIC003128	LOC134284800, LOC134284726, LOC109415289, LOC109623205, LOC109415288
OG0000579	ASIC019246	LOC115253489
OG0000579	ASIC004749	LOC109413755
OG0000581	ASIC016520	LOC115263322
OG0000581	ASIC016521	LOC109416943
OG0000582	ASIC022081, ASIC022080	LOC109621814
OG0000583	ASIC002495	LOC134288929, LOC134288931
OG0000584	ASIC014518	LOC115267440
OG0000584	ASIC014523	LOC109400174
OG0000585	ASIC012896, ASIC012897	LOC109622485, LOC109420172
OG0000586	ASIC010040	LOC109412123, LOC109411871, LOC109425546
OG0000588	ASIC011987	LOC109403852
OG0000588	ASIC011985	LOC115268552
OG0000595	ASIC002794, ASIC016298, ASIC016309	LOC134286126, LOC115256601, LOC109622768, LOC115265498, LOC115268099
OG0000606	ASIC009431	LOC109415498, LOC109415500, LOC115267668
OG0000608	ASIC007277, ASIC007273, ASIC007276	LOC109429916
OG0000609	ASIC006672	LOC109419595
OG0000610	ASIC002451	LOC109416014
OG0000611	ASIC016343	LOC109622501
OG0000613	ASIC011361	LOC109429147
OG0000614	ASIC019653	LOC109413458
OG0000615	ASIC015189	LOC109623116
OG0000615	ASIC015191	LOC109623117
OG0000616	ASIC019016	LOC109409377, LOC109409353, LOC109419551, LOC109409287, LOC109623130
OG0000618	ASIC011972, ASIC007617	LOC109400383
OG0000619	ASIC014716	LOC109425300, LOC109399851
OG0000620	ASIC012033	LOC109419854, LOC109420716, LOC109419855
OG0000621	ASIC010689	LOC109432285
OG0000621	ASIC016929	LOC109420692
OG0000622	ASIC005585	LOC134290554, LOC109396976
OG0000623	ASIC005025, ASIC018080	LOC109399668
OG0000624	ASIC003474	LOC109429096, LOC109429098
OG0000625	ASIC012166	LOC134284016
OG0000625	ASIC012167	LOC109413737
OG0000626	ASIC006348	LOC134284905, LOC109402692
OG0000626	ASIC006347	LOC134284853, LOC109402667
OG0000627	ASIC015345, ASIC015349, ASIC015335	LOC109409926
OG0000628	ASIC010145, ASIC010153	LOC115260719
OG0000630	ASIC015202, ASIC019468	LOC109425952, LOC109407629
OG0000631	ASIC013517	LOC115264910
OG0000632	ASIC006603, ASIC017016	LOC115255627, LOC115255639
OG0000633	ASIC010261, ASIC018590	LOC109424971
OG0000634	ASIC020589	LOC109397138
OG0000635	ASIC011390	LOC109428007, LOC115268734
OG0000636	ASIC018863	LOC109425681
OG0000636	ASIC018864	LOC109423014
OG0000637	ASIC014475, ASIC014478, ASIC014477	LOC109422198
OG0000638	ASIC015263, ASIC012121	LOC109399427, LOC109401200
OG0000639	ASIC003698	LOC115261964
OG0000639	ASIC003697	LOC109423337
OG0000640	ASIC011609	LOC109414369, LOC109415824, LOC115269659, LOC115269658
OG0000641	ASIC006689	LOC109622813
OG0000641	ASIC006690	LOC115254098
OG0000642	ASIC013922	LOC134285837
OG0000642	ASIC013935	LOC109412847
OG0000643	ASIC011571, ASIC011572	LOC109427063, LOC115266489, LOC109427062
OG0000644	ASIC015378	LOC109420412
OG0000644	ASIC015379	LOC134292130
OG0000645	ASIC012463	LOC109420201
OG0000647	ASIC003824	LOC109622524
OG0000647	ASIC003826	LOC109622523
OG0000648	ASIC013609	LOC109419940, LOC109419941
OG0000649	ASIC020095, ASIC020093, ASIC020094	LOC109412099, LOC115269169
OG0000650	ASIC010159	LOC115258682
OG0000651	ASIC017959	LOC109414895
OG0000652	ASIC017015	LOC109412987
OG0000653	ASIC009438	LOC109407076
OG0000653	ASIC017682	LOC109407178
OG0000654	ASIC019682	LOC109429065
OG0000654	ASIC019681	LOC109399249
OG0000655	ASIC003101	LOC109410041
OG0000656	ASIC020766	LOC109419565
OG0000656	ASIC020763	LOC115260918
OG0000657	ASIC002248	LOC109419528, LOC115258746, LOC109409299
OG0000658	ASIC012368	LOC109402847
OG0000658	ASIC012369	LOC109422588
OG0000659	ASIC004626	LOC109415972
OG0000659	ASIC004625	LOC109415974
OG0000660	ASIC002150	LOC109404968
OG0000661	ASIC010596, ASIC020488	LOC109405382
OG0000662	ASIC022183, ASIC022185, ASIC022186, ASIC022184	LOC109426928
OG0000663	ASIC014312, ASIC014313	LOC109425363, LOC115262363
OG0000664	ASIC005888, ASIC005889	LOC109410571, LOC109417342
OG0000665	ASIC004570	LOC109400176
OG0000665	ASIC004569	LOC109400205
OG0000666	ASIC016904, ASIC016903	LOC109422047
OG0000667	ASIC008479	LOC109401310, LOC109623294
OG0000668	ASIC006798	LOC109428378, LOC109415212
OG0000668	ASIC006797	LOC109428377
OG0000671	ASIC005036, ASIC005042, ASIC005041, ASIC005035	LOC115267997
OG0000672	ASIC008550, ASIC008546	LOC109427628
OG0000673	ASIC020840	LOC115257965
OG0000673	ASIC004282	LOC109622862
OG0000674	ASIC011907	LOC115253893
OG0000675	ASIC009194	LOC109418473
OG0000675	ASIC009192	LOC134284634
OG0000676	ASIC009273	LOC109422703, LOC115264863, LOC115266101
OG0000677	ASIC013419	LOC109421075
OG0000678	ASIC018598, ASIC018592	LOC109426679
OG0000679	ASIC011060, ASIC011058	LOC109414996
OG0000680	ASIC020285	LOC109432919
OG0000681	ASIC019611, ASIC019602	LOC109412528
OG0000682	ASIC007710, ASIC001898	LOC109431465
OG0000683	ASIC017317, ASIC009973	LOC115255007
OG0000684	ASIC013707	LOC109422124
OG0000686	ASIC011737, ASIC010843	LOC109405741
OG0000687	ASIC008485, ASIC008467	LOC115263936
OG0000698	ASIC002954	LOC109400851
OG0000699	ASIC010756	LOC115255446
OG0000700	ASIC015382	LOC109426058
OG0000701	ASIC015884, ASIC017991	LOC115253491
OG0000702	ASIC002991	LOC109410659, LOC134287954
OG0000703	ASIC021784	LOC109424813, LOC109414631
OG0000704	ASIC012649	LOC109432159, LOC109428437
OG0000705	ASIC012203	LOC115267291
OG0000705	ASIC012204	LOC109426663
OG0000706	ASIC021044	LOC109415200, LOC109402140, LOC115254736
OG0000707	ASIC001005, ASIC001006, ASIC001004	LOC134288666
OG0000709	ASIC016024, ASIC009545	LOC109433007, LOC115255771
OG0000710	ASIC017105	LOC134285812, LOC109397699, LOC109432974
OG0000711	ASIC018376	LOC115257573
OG0000711	ASIC018377	LOC115257738
OG0000712	ASIC009318, ASIC009317	LOC115257461, LOC109403425
OG0000713	ASIC000957	LOC109428739, LOC115270179, LOC109426302
OG0000714	ASIC013805	LOC109427282
