Orthogroup	AsinensisChina	AaegyptiLVP_AGWG
OG0000350	ASIC002433	AAEL001248, AAEL001256, AAEL001278, AAEL001258, AAEL014835, AAEL001286, AAEL001263
OG0000351	ASIC011933	AAEL001519
OG0000352	ASIC020939	AAEL024332, AAEL001566
OG0000352	ASIC020938	AAEL005791
OG0000353	ASIC000954, ASIC011663	AAEL001745, AAEL001732
OG0000353	ASIC011664	AAEL001740
OG0000354	ASIC012572, ASIC012573	AAEL006113
OG0000354	ASIC010034, ASIC010035	AAEL002541
OG0000355	ASIC013915	AAEL002967
OG0000356	ASIC007049	AAEL003069
OG0000357	ASIC012551	AAEL003506
OG0000357	ASIC012549	AAEL003504
OG0000360	ASIC014813, ASIC014814	AAEL006355, AAEL006361
OG0000360	ASIC014817	AAEL006337
OG0000361	ASIC018213	AAEL006624
OG0000362	ASIC006698, ASIC020699, ASIC020698	AAEL027003, AAEL007951, AAEL023692
OG0000363	ASIC018523	AAEL009863
OG0000363	ASIC018524	AAEL009860, AAEL020112, AAEL022139
OG0000364	ASIC016659, ASIC016658	AAEL011346, AAEL011348, AAEL009968
OG0000365	ASIC002632, ASIC002635	AAEL011314
OG0000365	ASIC002634	AAEL011313
OG0000366	ASIC009439	AAEL019797, AAEL019798, AAEL011797, AAEL011798
OG0000367	ASIC016760, ASIC016759	AAEL012509
OG0000368	ASIC021920	AAEL012866, AAEL012870, AAEL012860
OG0000369	ASIC009381	AAEL022846
OG0000369	ASIC009390	AAEL019808
OG0000370	ASIC017718	AAEL017446
OG0000370	ASIC011451	AAEL017182
OG0000371	ASIC016594, ASIC016597, ASIC016605	AAEL019862
OG0000372	ASIC009507, ASIC009504	AAEL023438
OG0000372	ASIC009508	AAEL021785
OG0000380	ASIC009217	AAEL000012, AAEL024813
OG0000381	ASIC017769	AAEL008574
OG0000382	ASIC013910	AAEL000797
OG0000382	ASIC013908	AAEL000834
OG0000383	ASIC008776	AAEL000810
OG0000383	ASIC022329	AAEL019951
OG0000384	ASIC002781, ASIC001183, ASIC002780, ASIC002776	AAEL000910
OG0000386	ASIC011709	AAEL007218
OG0000387	ASIC016161	AAEL001769
OG0000387	ASIC012957	AAEL002083
OG0000388	ASIC013800, ASIC013799, ASIC013798	AAEL027351, AAEL003190, AAEL020406
OG0000389	ASIC019090	AAEL003708
OG0000389	ASIC019088, ASIC019091	AAEL003727
OG0000390	ASIC021882, ASIC011284	AAEL009682, AAEL008411, AAEL023723, AAEL004505, AAEL010959, AAEL010957
OG0000391	ASIC015117, ASIC015116	AAEL005160
OG0000391	ASIC017801	AAEL006372
OG0000392	ASIC014072, ASIC014074, ASIC014073	AAEL005725
OG0000393	ASIC007949	AAEL025460
OG0000394	ASIC021259	AAEL006264
OG0000394	ASIC021258	AAEL006274, AAEL022795
OG0000395	ASIC009958	AAEL006675
OG0000395	ASIC006771	AAEL010567
OG0000396	ASIC002672	AAEL006978
OG0000396	ASIC002671	AAEL022582, AAEL026610
OG0000397	ASIC014575	AAEL008672
OG0000397	ASIC008278	AAEL008138
OG0000398	ASIC003105	AAEL008295, AAEL008294, AAEL008288, AAEL008284
OG0000399	ASIC019199	AAEL008784
OG0000399	ASIC019531, ASIC019530	AAEL008782, AAEL008767
OG0000400	ASIC014917	AAEL023342
OG0000400	ASIC019623	AAEL009218
OG0000401	ASIC005455	AAEL019824
OG0000401	ASIC004773	AAEL009275
OG0000402	ASIC016791, ASIC017093	AAEL009769, AAEL009767
OG0000403	ASIC017017	AAEL011204
OG0000403	ASIC018806	AAEL014297
OG0000404	ASIC005999	AAEL012131
OG0000404	ASIC005998	AAEL012128
OG0000405	ASIC015146, ASIC015147	AAEL023643, AAEL012560, AAEL012558
OG0000407	ASIC017969	AAEL013047
OG0000408	ASIC012313	AAEL013603, AAEL014627
OG0000408	ASIC012311	AAEL029115
OG0000409	ASIC006513	AAEL014207
OG0000409	ASIC006515	AAEL023753
OG0000411	ASIC013281	AAEL017145
OG0000412	ASIC020401, ASIC020400, ASIC020403	AAEL018189
OG0000412	ASIC020404	AAEL017238
OG0000413	ASIC019161, ASIC019163, ASIC019162, ASIC019164	AAEL023231, AAEL019947
OG0000414	ASIC009497, ASIC014159, ASIC014156, ASIC014158, ASIC014155	AAEL020078
OG0000416	ASIC019239	AAEL020856, AAEL025917
OG0000416	ASIC016876	AAEL025700
OG0000417	ASIC015685	AAEL027664
OG0000417	ASIC011176	AAEL022731
OG0000428	ASIC006206	AAEL000616, AAEL003045
OG0000429	ASIC004595, ASIC004594	AAEL000795
OG0000430	ASIC016909	AAEL001601
OG0000431	ASIC010039	AAEL001728
OG0000432	ASIC008599	AAEL002406
OG0000432	ASIC005905	AAEL001814
OG0000433	ASIC021068	AAEL021665
OG0000433	ASIC021074	AAEL002951
OG0000434	ASIC018734, ASIC018736, ASIC018738, ASIC018733	AAEL003467, AAEL019870
OG0000435	ASIC005962	AAEL027792, AAEL003841, AAEL003857, AAEL003832
OG0000436	ASIC019967	AAEL005854, AAEL005855, AAEL024941, AAEL022122, AAEL019981, AAEL003956
OG0000437	ASIC002921	AAEL004030
OG0000437	ASIC002923	AAEL004016, AAEL004020
OG0000438	ASIC002922	AAEL004018, AAEL004031
OG0000439	ASIC017605	AAEL007450
OG0000439	ASIC017590	AAEL004283
OG0000440	ASIC013302	AAEL004379
OG0000440	ASIC013280	AAEL024667, AAEL004366
OG0000441	ASIC000926, ASIC007475, ASIC000925, ASIC007491, ASIC002994, ASIC005125	AAEL004705
OG0000443	ASIC020916	AAEL005409, AAEL022054
OG0000443	ASIC019892	AAEL010676
OG0000445	ASIC015511	AAEL019688
OG0000445	ASIC015510	AAEL005848
OG0000446	ASIC017399	AAEL006365, AAEL006368
OG0000446	ASIC017397	AAEL006384
OG0000447	ASIC003833	AAEL007143
OG0000447	ASIC003829	AAEL007146
OG0000448	ASIC003765	AAEL007225
OG0000448	ASIC012623	AAEL009881
OG0000449	ASIC005404	AAEL007719
OG0000450	ASIC020787	AAEL007963
OG0000450	ASIC020791	AAEL023187
OG0000451	ASIC003595	AAEL008078
OG0000452	ASIC009849, ASIC020091, ASIC009840, ASIC009847, ASIC020090, ASIC009848, ASIC009850	AAEL008365
OG0000453	ASIC003644	AAEL010244
OG0000454	ASIC006736	AAEL010500
OG0000455	ASIC019673	AAEL010522
OG0000456	ASIC011658	AAEL017128
OG0000456	ASIC020729	AAEL010540
OG0000457	ASIC015718	AAEL013757
OG0000457	ASIC015722	AAEL011169
OG0000458	ASIC017734, ASIC017741	AAEL012266
OG0000460	ASIC022001	AAEL018317
OG0000461	ASIC006228	AAEL020210, AAEL021084
OG0000461	ASIC006229	AAEL021318
OG0000462	ASIC019364, ASIC019365, ASIC019366	AAEL020849
OG0000465	ASIC014237, ASIC003894	AAEL024837
OG0000466	ASIC004778, ASIC004777, ASIC017831	AAEL025198
OG0000476	ASIC009230	AAEL020708
OG0000476	ASIC009231	AAEL000075
OG0000477	ASIC000652	AAEL000119
OG0000477	ASIC000651	AAEL017533
OG0000478	ASIC002617	AAEL004992
OG0000479	ASIC004164	AAEL010395, AAEL000595
OG0000480	ASIC020530	AAEL000851
OG0000480	ASIC005746	AAEL000811
OG0000481	ASIC002432	AAEL001271
OG0000481	ASIC008638, ASIC002429	AAEL026886
OG0000482	ASIC006605	AAEL001307
OG0000482	ASIC006582	AAEL001293
OG0000483	ASIC003173	AAEL001638
OG0000484	ASIC017359	AAEL004277
OG0000484	ASIC001455	AAEL001670
OG0000485	ASIC006949	AAEL001965
OG0000485	ASIC006858, ASIC006950	AAEL002023
OG0000486	ASIC016975	AAEL002176
OG0000486	ASIC011434	AAEL006485
OG0000487	ASIC006102	AAEL002214
OG0000487	ASIC017111	AAEL007458
OG0000488	ASIC009315, ASIC009314, ASIC009312	AAEL017538, AAEL002612, AAEL002619
OG0000489	ASIC004414	AAEL002754
OG0000489	ASIC004437	AAEL002745
OG0000490	ASIC018244	AAEL003393, AAEL002827
OG0000491	ASIC008922	AAEL021615
OG0000491	ASIC013988	AAEL002861, AAEL002882
OG0000492	ASIC006208	AAEL027482
OG0000492	ASIC006198	AAEL003047
OG0000493	ASIC005328	AAEL003395, AAEL020435
OG0000494	ASIC010787	AAEL004284
OG0000495	ASIC012829	AAEL003934
OG0000495	ASIC012830	AAEL003925
OG0000496	ASIC006138	AAEL004303
OG0000497	ASIC003415	AAEL004678
OG0000498	ASIC000092	AAEL020981, AAEL004814
OG0000498	ASIC000091	AAEL004821
OG0000499	ASIC019661	AAEL004855
OG0000499	ASIC005520	AAEL010884
OG0000500	ASIC010264	AAEL005515
OG0000500	ASIC015176	AAEL005049
OG0000501	ASIC010971, ASIC013654, ASIC010970	AAEL017498, AAEL005955, AAEL005956
OG0000502	ASIC000171	AAEL006014
OG0000503	ASIC004851	AAEL006121, AAEL006136
OG0000504	ASIC002831	AAEL006178
OG0000504	ASIC005768	AAEL019506
OG0000505	ASIC016895, ASIC016894	AAEL014766, AAEL019978, AAEL006335
OG0000506	ASIC017398	AAEL006378
OG0000506	ASIC017513	AAEL006383
OG0000507	ASIC006096	AAEL006381
OG0000507	ASIC008822	AAEL009111
OG0000508	ASIC018971, ASIC018968	AAEL006575
OG0000509	ASIC016623	AAEL006749
OG0000509	ASIC016624	AAEL006737
OG0000510	ASIC006783	AAEL007030
OG0000511	ASIC018684, ASIC018683	AAEL017056, AAEL007039
OG0000512	ASIC017132	AAEL008118
OG0000512	ASIC017133	AAEL008109
OG0000514	ASIC020694	AAEL014080
OG0000514	ASIC009980	AAEL009948
OG0000515	ASIC006036	AAEL010487
OG0000515	ASIC006038	AAEL010477
OG0000516	ASIC004630	AAEL011184
OG0000516	ASIC004631	AAEL019717
OG0000517	ASIC020109	AAEL011966, AAEL026805
OG0000518	ASIC003764	AAEL012157
OG0000519	ASIC016591	AAEL013281, AAEL013283, AAEL013284
OG0000520	ASIC006463	AAEL022306
OG0000520	ASIC006464	AAEL014238
OG0000521	ASIC019716	AAEL017096
OG0000522	ASIC007537	AAEL024144
OG0000522	ASIC007522	AAEL019702
OG0000523	ASIC005435	AAEL019706
OG0000523	ASIC009124	AAEL021067
OG0000524	ASIC015079, ASIC015078	AAEL022982, AAEL021737
OG0000525	ASIC019757	AAEL026536, AAEL021977
OG0000526	ASIC004001	AAEL027478
OG0000526	ASIC013447	AAEL023040
OG0000527	ASIC006188	AAEL027242
OG0000527	ASIC006184	AAEL025125
OG0000528	ASIC019523	AAEL025318
OG0000528	ASIC019533	AAEL025990
OG0000534	ASIC006533	AAEL001632
OG0000534	ASIC006534	AAEL001672, AAEL001640
OG0000535	ASIC007433, ASIC007432	AAEL014493, AAEL002683
OG0000536	ASIC018664	AAEL003093
OG0000536	ASIC018175	AAEL012497
OG0000537	ASIC012036	AAEL004921, AAEL003242, AAEL003231, AAEL003274, AAEL003256
OG0000538	ASIC013828	AAEL004573
OG0000538	ASIC013827	AAEL003622
OG0000539	ASIC008347	AAEL003629
OG0000540	ASIC006350	AAEL003810, AAEL003809, AAEL008232
OG0000541	ASIC020746, ASIC016037	AAEL003999, AAEL020652
OG0000542	ASIC009920	AAEL004002
OG0000543	ASIC004786, ASIC004787	AAEL004070, AAEL004074
OG0000544	ASIC009116	AAEL005232
OG0000545	ASIC021568	AAEL004645
OG0000546	ASIC005135, ASIC005132	AAEL025650
OG0000547	ASIC015901	AAEL014873
OG0000548	ASIC003926	AAEL013885, AAEL004809
OG0000549	ASIC011717, ASIC000602	AAEL005165
OG0000550	ASIC018855	AAEL010969, AAEL019614, AAEL019615, AAEL005668
OG0000551	ASIC020945, ASIC020944	AAEL015247, AAEL005821
OG0000552	ASIC011854	AAEL007205, AAEL006114
OG0000553	ASIC012929	AAEL006211
OG0000554	ASIC011433	AAEL006503, AAEL006481
OG0000556	ASIC008292, ASIC008295	AAEL007830
OG0000557	ASIC016139, ASIC016141, ASIC020362	AAEL008072, AAEL026806
OG0000558	ASIC021641	AAEL008374
OG0000558	ASIC005215	AAEL024950
OG0000559	ASIC004610	AAEL008655
OG0000560	ASIC019767	AAEL009214
OG0000560	ASIC010256	AAEL013844
OG0000561	ASIC012229	AAEL009606
OG0000561	ASIC001853	AAEL009601
OG0000562	ASIC019233	AAEL012355
OG0000562	ASIC019235	AAEL025827, AAEL009822
OG0000563	ASIC003207	AAEL010485
OG0000563	ASIC003208	AAEL010479
OG0000564	ASIC002237, ASIC002236	AAEL010781
OG0000565	ASIC009122, ASIC009643	AAEL011025, AAEL021342
OG0000566	ASIC012715	AAEL011330
OG0000566	ASIC012709	AAEL011321
OG0000568	ASIC016809, ASIC016808	AAEL014843, AAEL011708
OG0000569	ASIC000871	AAEL018221
OG0000570	ASIC020442, ASIC009758, ASIC001573, ASIC009759	AAEL012437
OG0000571	ASIC009155	AAEL025617, AAEL012776, AAEL022651, AAEL022733, AAEL020609, AAEL026458
OG0000572	ASIC009149	AAEL012837
OG0000573	ASIC017361	AAEL012964
OG0000574	ASIC014642, ASIC014643	AAEL014050
OG0000576	ASIC009681	AAEL015149
OG0000576	ASIC009682	AAEL014686
OG0000577	ASIC003129, ASIC003128	AAEL017061, AAEL026582
OG0000579	ASIC019246	AAEL017397
OG0000579	ASIC004749	AAEL017542
OG0000581	ASIC016520	AAEL018316
OG0000581	ASIC016521	AAEL024199
OG0000582	ASIC022081, ASIC022080	AAEL026517
OG0000583	ASIC002495	AAEL020585
OG0000584	ASIC014518, ASIC014523	AAEL021082
OG0000585	ASIC012896, ASIC012897	AAEL025434, AAEL021685
OG0000586	ASIC010040	AAEL023917, AAEL023063
OG0000588	ASIC011987	AAEL028025
OG0000588	ASIC011985	AAEL024908
OG0000606	ASIC009431	AAEL000006, AAEL000080, AAEL000025
OG0000608	ASIC007277, ASIC007273, ASIC007276	AAEL000715
OG0000609	ASIC006672	AAEL001194
OG0000610	ASIC002451	AAEL001247
OG0000611	ASIC016343	AAEL001548
OG0000613	ASIC011367, ASIC011363, ASIC011361	AAEL002124
OG0000614	ASIC019653	AAEL014713
OG0000615	ASIC015189	AAEL002257
OG0000615	ASIC015191	AAEL002267
OG0000616	ASIC019016	AAEL010773, AAEL002276
OG0000618	ASIC011972, ASIC007617	AAEL002534, AAEL025362
OG0000619	ASIC014716	AAEL028229, AAEL002996
OG0000620	ASIC012033	AAEL003232, AAEL029120, AAEL029121, AAEL003241, AAEL003225, AAEL003266
OG0000621	ASIC016929	AAEL003234
OG0000622	ASIC005585	AAEL003421
OG0000623	ASIC005025, ASIC018080	AAEL003442
OG0000624	ASIC003474	AAEL003562, AAEL023067, AAEL003561
OG0000625	ASIC012166	AAEL003697
OG0000625	ASIC012167	AAEL020823
OG0000626	ASIC006348	AAEL020960
OG0000626	ASIC006347	AAEL003781
OG0000627	ASIC015345, ASIC015349, ASIC015335	AAEL003853
OG0000628	ASIC010145, ASIC010153	AAEL004043
OG0000630	ASIC015202, ASIC019468	AAEL004102
OG0000631	ASIC013517	AAEL004774
OG0000632	ASIC006603, ASIC017016	AAEL005266
OG0000633	ASIC010261, ASIC018590	AAEL005520
OG0000634	ASIC020589	AAEL005533
OG0000635	ASIC011390	AAEL005619, AAEL009841
OG0000636	ASIC018863	AAEL005676
OG0000636	ASIC018864	AAEL026165
OG0000637	ASIC014475, ASIC014478, ASIC014477	AAEL006394
OG0000638	ASIC015263, ASIC012121	AAEL006454, AAEL014082
OG0000639	ASIC003698	AAEL006886
OG0000639	ASIC003697	AAEL006883
OG0000640	ASIC011609	AAEL007090, AAEL007097, AAEL007098, AAEL007094
OG0000641	ASIC006690	AAEL007275
OG0000642	ASIC013922	AAEL007593
OG0000642	ASIC013935	AAEL007597
OG0000643	ASIC011571, ASIC011572	AAEL024307, AAEL017450, AAEL007935
OG0000644	ASIC015378	AAEL008275
OG0000644	ASIC015379	AAEL008271
OG0000645	ASIC012463	AAEL008289
OG0000647	ASIC003824	AAEL008478
OG0000647	ASIC003826	AAEL008485
OG0000648	ASIC013609	AAEL008609, AAEL008600
OG0000649	ASIC020095, ASIC020093, ASIC020094	AAEL008698, AAEL008702
OG0000650	ASIC010159	AAEL009420
OG0000651	ASIC017959	AAEL009596
OG0000652	ASIC017015	AAEL009653
OG0000653	ASIC009438	AAEL009695
OG0000653	ASIC017682	AAEL010269
OG0000654	ASIC019682	AAEL010113
OG0000654	ASIC019681	AAEL020150
OG0000655	ASIC003101	AAEL025106
OG0000656	ASIC020766	AAEL010769
OG0000656	ASIC020763	AAEL014138
OG0000657	ASIC002248	AAEL010776, AAEL010782, AAEL010780
OG0000658	ASIC012368	AAEL010805
OG0000658	ASIC012369	AAEL010799
OG0000659	ASIC004626	AAEL011130
OG0000659	ASIC004625	AAEL011129
OG0000660	ASIC002150	AAEL011161
OG0000661	ASIC010596, ASIC020488	AAEL011381
OG0000662	ASIC022183, ASIC022185, ASIC022186, ASIC022184	AAEL011520
OG0000663	ASIC014312, ASIC014313	AAEL012041
OG0000664	ASIC005888, ASIC005889	AAEL013155, AAEL013153
OG0000665	ASIC004570	AAEL013323
OG0000665	ASIC004569	AAEL013327
OG0000666	ASIC016904, ASIC016903	AAEL013684
OG0000667	ASIC008479	AAEL027123, AAEL020536, AAEL023221, AAEL014149, AAEL014147, AAEL014254
OG0000668	ASIC006798	AAEL014551, AAEL020599
OG0000668	ASIC006797	AAEL027829
OG0000669	ASIC017202, ASIC017201	AAEL017235, AAEL017323
OG0000671	ASIC005036, ASIC005042, ASIC005041, ASIC005035	AAEL018137
OG0000672	ASIC008550, ASIC008546	AAEL018320
OG0000673	ASIC020840	AAEL019658
OG0000674	ASIC011907	AAEL019682
OG0000675	ASIC009194	AAEL019849
OG0000675	ASIC009192	AAEL019850
OG0000676	ASIC009273	AAEL022480, AAEL019856
OG0000677	ASIC013419	AAEL020299
OG0000678	ASIC018598, ASIC018592	AAEL020351
OG0000679	ASIC011060, ASIC011058	AAEL020739
OG0000680	ASIC020285	AAEL021017
OG0000681	ASIC019611, ASIC019602	AAEL023512
OG0000682	ASIC007710, ASIC001898	AAEL024089, AAEL026668
OG0000683	ASIC017317, ASIC009973	AAEL025572
OG0000684	ASIC013707	AAEL025779, AAEL027903
OG0000698	ASIC002954	AAEL000076
OG0000698	ASIC004743	AAEL011097
OG0000699	ASIC010756	AAEL000329
OG0000700	ASIC015382	AAEL000636
OG0000701	ASIC015884, ASIC017991	AAEL000654
OG0000702	ASIC002991	AAEL027107, AAEL020572, AAEL024388, AAEL026552, AAEL000808, AAEL024440, AAEL026992, AAEL028186, AAEL025290, AAEL000997, AAEL027252, AAEL001267, AAEL009873
OG0000703	ASIC021784	AAEL001087
OG0000704	ASIC012649	AAEL002416, AAEL001427
OG0000705	ASIC012203	AAEL001697
OG0000705	ASIC012204	AAEL001699
OG0000706	ASIC021044	AAEL002158, AAEL004335, AAEL010396, AAEL007383
OG0000709	ASIC016024, ASIC009545	AAEL002450, AAEL021759
OG0000710	ASIC017105	AAEL002455
OG0000711	ASIC018376	AAEL002598
OG0000711	ASIC018377	AAEL002618
OG0000712	ASIC009318, ASIC009317	AAEL017067, AAEL002631
OG0000713	ASIC000957	AAEL003722, AAEL015450, AAEL005127
OG0000714	ASIC013805	AAEL003936
OG0000715	ASIC012621, ASIC002919	AAEL028191, AAEL004024
OG0000716	ASIC009916, ASIC009915	AAEL004028
OG0000717	ASIC002030	AAEL004239
OG0000720	ASIC003556	AAEL011772, AAEL020323, AAEL026871, AAEL021668, AAEL021133, AAEL025895, AAEL005245
OG0000721	ASIC020534	AAEL005428
OG0000722	ASIC022221	AAEL005489
OG0000723	ASIC014878, ASIC011561	AAEL006249
OG0000724	ASIC013777	AAEL006739, AAEL011042
OG0000725	ASIC005286	AAEL022508
OG0000725	ASIC007620, ASIC002939, ASIC006218, ASIC005285	AAEL006937
OG0000726	ASIC020143, ASIC006866, ASIC020142	AAEL007002
OG0000727	ASIC011928, ASIC011923	AAEL007250, AAEL023757
OG0000728	ASIC004841, ASIC020452	AAEL008958
OG0000729	ASIC010226, ASIC012775	AAEL009151
OG0000730	ASIC017919	AAEL020447, AAEL009506
OG0000731	ASIC009453, ASIC011790	AAEL009649
OG0000732	ASIC012635	AAEL009886, AAEL009888
OG0000733	ASIC011002, ASIC011013	AAEL010369
OG0000734	ASIC012871	AAEL011013
OG0000735	ASIC019585, ASIC003487	AAEL011038
OG0000736	ASIC003780	AAEL011142
OG0000737	ASIC009472	AAEL011206
OG0000738	ASIC013483, ASIC013482	AAEL011280
OG0000739	ASIC000970, ASIC000950	AAEL011612
OG0000740	ASIC008050	AAEL011643
OG0000740	ASIC008048	AAEL011644
OG0000741	ASIC014976, ASIC014978	AAEL011680
OG0000742	ASIC005647	AAEL012061
OG0000743	ASIC018202	AAEL022886
OG0000743	ASIC018366	AAEL012332
OG0000744	ASIC006740	AAEL022794
OG0000744	ASIC006734	AAEL012392
OG0000745	ASIC002565	AAEL012703, AAEL018247, AAEL025252
OG0000746	ASIC020209	AAEL012766, AAEL012772
OG0000747	ASIC008334, ASIC008323	AAEL013188
OG0000748	ASIC004573	AAEL013324
OG0000748	ASIC004572	AAEL026278
OG0000749	ASIC019830	AAEL013653
OG0000750	ASIC017661	AAEL013780
OG0000751	ASIC006249	AAEL013812
OG0000752	ASIC015937, ASIC004455	AAEL013816
OG0000753	ASIC019082, ASIC006943	AAEL015042
OG0000754	ASIC019253	AAEL015147, AAEL017548
OG0000755	ASIC002943	AAEL022578
OG0000756	ASIC013275, ASIC013278, ASIC013276, ASIC013274	AAEL017345
OG0000757	ASIC015282	AAEL017398, AAEL021835, AAEL022723, AAEL025135
OG0000760	ASIC014803	AAEL018118
OG0000761	ASIC013465, ASIC013463	AAEL018153
OG0000762	ASIC008818, ASIC008819	AAEL018219
OG0000763	ASIC003797	AAEL018699
OG0000764	ASIC007332	AAEL027367
OG0000764	ASIC007326	AAEL019463
OG0000765	ASIC017219	AAEL019653, AAEL023118
OG0000766	ASIC015273, ASIC015280	AAEL019710
OG0000767	ASIC020069	AAEL019790
OG0000769	ASIC018352, ASIC018350	AAEL020028
OG0000770	ASIC005253	AAEL021100
OG0000771	ASIC010224, ASIC010222, ASIC010213, ASIC010214	AAEL021365
OG0000772	ASIC009423	AAEL025785
OG0000772	ASIC010659	AAEL021693
OG0000773	ASIC009946, ASIC009947	AAEL021717, AAEL023078
OG0000774	ASIC015592	AAEL023488, AAEL027184
OG0000774	ASIC015577	AAEL022459
OG0000775	ASIC018881, ASIC018826, ASIC018859	AAEL022876
OG0000776	ASIC015996	AAEL022878
OG0000777	ASIC019231	AAEL023286
OG0000778	ASIC020101	AAEL026159, AAEL023605
OG0000779	ASIC018873, ASIC018871, ASIC018874	AAEL023651
OG0000799	ASIC013358	AAEL004367, AAEL000223, AAEL020371, AAEL004369
OG0000800	ASIC014042	AAEL000414
OG0000800	ASIC014037	AAEL026764, AAEL022929
OG0000801	ASIC008758, ASIC008769	AAEL000575
OG0000802	ASIC010833	AAEL001198
OG0000803	ASIC006627, ASIC006616	AAEL001301
OG0000806	ASIC007906	AAEL001713, AAEL025934, AAEL003294
OG0000808	ASIC014189, ASIC014182	AAEL023474, AAEL001843
OG0000809	ASIC006983	AAEL001976
OG0000810	ASIC003966, ASIC014687	AAEL002048
OG0000811	ASIC003969	AAEL002084
OG0000812	ASIC013324	AAEL002177
OG0000812	ASIC018087	AAEL011917
OG0000813	ASIC012108, ASIC012110, ASIC012109, ASIC012111	AAEL002192
OG0000814	ASIC005584	AAEL024137, AAEL002270
OG0000815	ASIC020637	AAEL002292, AAEL002313
OG0000816	ASIC012651	AAEL002423
OG0000817	ASIC006311, ASIC011944	AAEL002508
OG0000818	ASIC009311	AAEL002588
OG0000820	ASIC012997	AAEL021421, AAEL002915, AAEL002907, AAEL019842, AAEL022598
OG0000821	ASIC005223	AAEL020942, AAEL021711, AAEL025774, AAEL002938
OG0000822	ASIC003247	AAEL003147
OG0000823	ASIC018052	AAEL003420
OG0000824	ASIC016002	AAEL003484
OG0000825	ASIC009744	AAEL003914
OG0000825	ASIC009778	AAEL003918
OG0000827	ASIC019496	AAEL004086, AAEL004118
OG0000828	ASIC006317	AAEL004245
OG0000828	ASIC006324	AAEL025638
OG0000829	ASIC003920	AAEL019853
OG0000830	ASIC011142	AAEL004605, AAEL004602
OG0000831	ASIC010156	AAEL004784, AAEL004755
OG0000832	ASIC009101	AAEL005373
OG0000833	ASIC018216, ASIC008915	AAEL005406
OG0000834	ASIC017356	AAEL026217, AAEL005656, AAEL021838
OG0000835	ASIC020621	AAEL006207
OG0000836	ASIC002676	AAEL006977, AAEL006966
OG0000837	ASIC016440	AAEL007319
OG0000838	ASIC009560, ASIC015831, ASIC008806, ASIC007665	AAEL007662
OG0000839	ASIC008421	AAEL010154
OG0000839	ASIC008420, ASIC008419	AAEL007798
OG0000841	ASIC007143	AAEL007910
OG0000841	ASIC007141	AAEL007900
OG0000842	ASIC006696, ASIC006697	AAEL007962
OG0000843	ASIC021030	AAEL008101, AAEL009987, AAEL023919
OG0000844	ASIC020295	AAEL008313, AAEL008308
OG0000845	ASIC016333	AAEL008359, AAEL008355
OG0000846	ASIC007965	AAEL008419
OG0000847	ASIC007549	AAEL008468
OG0000849	ASIC002768	AAEL008651
OG0000850	ASIC007559	AAEL008921
OG0000852	ASIC018361	AAEL008952
OG0000854	ASIC019634, ASIC019639	AAEL021942, AAEL009230
OG0000855	ASIC010229	AAEL024520
OG0000855	ASIC010228	AAEL009479
OG0000856	ASIC019688	AAEL010097
OG0000857	ASIC007489	AAEL022757
OG0000857	ASIC003072	AAEL010584
OG0000858	ASIC001875	AAEL020016
OG0000858	ASIC001876, ASIC001414	AAEL010907
OG0000859	ASIC011203	AAEL011229, AAEL015552
OG0000860	ASIC015296	AAEL011352
OG0000861	ASIC018072	AAEL011915
OG0000862	ASIC019152, ASIC019190	AAEL011944
OG0000863	ASIC019790	AAEL012042
OG0000864	ASIC013860	AAEL012058
OG0000865	ASIC005377, ASIC005935	AAEL012239
