Orthogroup	AsinensisChina	AgambiaePEST
OG0000298	ASIC019369	AGAP028749
OG0000298	ASIC019368	AGAP028751
OG0000299	ASIC010575	AGAP002521
OG0000299	ASIC018166, ASIC018167	AGAP011852
OG0000300	ASIC021618	AGAP006698
OG0000302	ASIC007798	AGAP007286
OG0000302	ASIC007799	AGAP007287
OG0000303	ASIC014829	AGAP002273
OG0000303	ASIC014831	AGAP002274
OG0000304	ASIC009070	AGAP008548, AGAP028011
OG0000304	ASIC009068	AGAP008547
OG0000305	ASIC008672	AGAP008813
OG0000306	ASIC017623	AGAP007964
OG0000306	ASIC015935, ASIC007588, ASIC017620	AGAP007965
OG0000311	ASIC002525	AGAP028531
OG0000313	ASIC012083	AGAP008456, AGAP008457, AGAP029423, AGAP008479, AGAP028098, AGAP008463, AGAP008453, AGAP008480, AGAP008452, AGAP008451, AGAP008461, AGAP008462
OG0000314	ASIC006080	AGAP028047, AGAP028119, AGAP028113, AGAP028191, AGAP028077, AGAP028089, AGAP008478, AGAP028126
OG0000317	ASIC020227	AGAP012969, AGAP004432, AGAP012872
OG0000318	ASIC003841, ASIC003842	AGAP007879
OG0000318	ASIC007449	AGAP007880
OG0000318	ASIC007448	AGAP007881
OG0000319	ASIC006535	AGAP008734
OG0000319	ASIC016269	AGAP005794
OG0000320	ASIC000161	AGAP010731
OG0000320	ASIC000162, ASIC000163, ASIC000164	AGAP010730
OG0000321	ASIC020752	AGAP028153, AGAP009056
OG0000321	ASIC022307	AGAP010766, AGAP010765
OG0000324	ASIC003860	AGAP008582
OG0000324	ASIC003861	AGAP028204
OG0000324	ASIC003858	AGAP008584
OG0000325	ASIC019850	AGAP007534
OG0000325	ASIC019849	AGAP013228
OG0000326	ASIC005793	AGAP003658
OG0000326	ASIC005792	AGAP012781
OG0000327	ASIC009969	AGAP009949
OG0000328	ASIC018103	AGAP011914, AGAP011913
OG0000328	ASIC018105	AGAP011912
OG0000329	ASIC007335	AGAP029555
OG0000329	ASIC007337	AGAP009460
OG0000330	ASIC005378	AGAP000989
OG0000330	ASIC005379	AGAP000988
OG0000330	ASIC005380	AGAP000987
OG0000331	ASIC011490	AGAP001264
OG0000331	ASIC011489	AGAP013078, AGAP013443
OG0000332	ASIC013992	AGAP013321
OG0000332	ASIC011150	AGAP001742
OG0000332	ASIC013991	AGAP002650
OG0000333	ASIC016706	AGAP007203
OG0000334	ASIC005880	AGAP009010
OG0000336	ASIC018899	AGAP006216
OG0000336	ASIC018901	AGAP029478
OG0000336	ASIC018897	AGAP006215
OG0000340	ASIC007679	AGAP000643, AGAP000642
OG0000340	ASIC007681, ASIC007678	AGAP000641, AGAP000644
OG0000341	ASIC006932	AGAP008071, AGAP008070
OG0000341	ASIC006934, ASIC006933	AGAP028712, AGAP029833, AGAP028714, AGAP028715, AGAP028720, AGAP029832, AGAP028593
OG0000345	ASIC003978	AGAP010046, AGAP029395, AGAP010047
OG0000346	ASIC000815	AGAP003197, AGAP003195
OG0000346	ASIC021948	AGAP001097
OG0000347	ASIC000181	AGAP029724
OG0000348	ASIC015321	AGAP029288
OG0000348	ASIC015322, ASIC015323	AGAP010900, AGAP010901
OG0000349	ASIC012256, ASIC012253	AGAP005912
OG0000349	ASIC012252	AGAP005913
OG0000350	ASIC002433	AGAP005613
OG0000351	ASIC011933	AGAP029490
OG0000351	ASIC011922	AGAP011561
OG0000352	ASIC020939	AGAP003702
OG0000352	ASIC020938	AGAP003703
OG0000353	ASIC000954, ASIC011663	AGAP006016
OG0000353	ASIC011664	AGAP006015
OG0000354	ASIC012572	AGAP004115
OG0000354	ASIC012573	AGAP004116
OG0000354	ASIC010034	AGAP001628
OG0000354	ASIC010035	AGAP013268
OG0000355	ASIC013915	AGAP010402
OG0000356	ASIC014973	AGAP004785
OG0000356	ASIC007049	AGAP013350, AGAP004200
OG0000357	ASIC012551	AGAP001618
OG0000357	ASIC012549	AGAP001619
OG0000360	ASIC014813, ASIC014814	AGAP011974
OG0000360	ASIC014817	AGAP011975
OG0000361	ASIC018213	AGAP012604, AGAP004133
OG0000362	ASIC006698, ASIC020699	AGAP009194
OG0000362	ASIC020698	AGAP009195
OG0000363	ASIC018523	AGAP007055
OG0000363	ASIC018524	AGAP007054
OG0000364	ASIC016659	AGAP007140
OG0000364	ASIC016658	AGAP007139
OG0000365	ASIC002632	AGAP008684
OG0000365	ASIC002635	AGAP008686
OG0000365	ASIC002634	AGAP008685
OG0000366	ASIC009439	AGAP013192, AGAP003354
OG0000367	ASIC016760	AGAP005371, AGAP005370
OG0000367	ASIC016759	AGAP005373, AGAP005372
OG0000368	ASIC021920	AGAP004528
OG0000369	ASIC009381	AGAP008569
OG0000369	ASIC009390	AGAP008563
OG0000370	ASIC017718	AGAP009256
OG0000370	ASIC011451	AGAP001169
OG0000371	ASIC016594	AGAP006382
OG0000371	ASIC016597	AGAP006381
OG0000371	ASIC016605	AGAP006378
OG0000372	ASIC009507, ASIC009504	AGAP029891
OG0000372	ASIC009508	AGAP000696
OG0000378	ASIC016652, ASIC018568, ASIC018560, ASIC000891, ASIC008705, ASIC018569, ASIC021178	AGAP007036, AGAP007033, AGAP007035
OG0000379	ASIC000101	AGAP029728
OG0000379	ASIC000098, ASIC000100, ASIC000095, ASIC000096, ASIC000097, ASIC002473, ASIC002465, ASIC000099	AGAP029729, AGAP029730, AGAP029727, AGAP029731, AGAP010980
OG0000380	ASIC009217	AGAP003259, AGAP012713, AGAP003260
OG0000381	ASIC017769	AGAP029758
OG0000382	ASIC013910	AGAP010399
OG0000382	ASIC013908	AGAP010398
OG0000383	ASIC008776	AGAP002748
OG0000383	ASIC022329	AGAP012252
OG0000384	ASIC002781	AGAP029196
OG0000384	ASIC001183, ASIC002780	AGAP029197
OG0000386	ASIC011708	AGAP005985
OG0000386	ASIC011707	AGAP005986
OG0000386	ASIC011709	AGAP005984
OG0000387	ASIC016161	AGAP004912
OG0000387	ASIC012957	AGAP005652
OG0000388	ASIC013800, ASIC013799, ASIC013798	AGAP001717, AGAP013493
OG0000389	ASIC019090	AGAP006745
OG0000389	ASIC019091	AGAP006744
OG0000390	ASIC021882, ASIC011284	AGAP004740
OG0000391	ASIC015117, ASIC015116	AGAP002331
OG0000391	ASIC017801	AGAP012302
OG0000392	ASIC014072	AGAP013404
OG0000392	ASIC014074	AGAP013054
OG0000392	ASIC014073	AGAP002838
OG0000393	ASIC007949	AGAP012467, AGAP001775
OG0000394	ASIC021259	AGAP005237
OG0000394	ASIC021258	AGAP005238
OG0000395	ASIC009958	AGAP029448
OG0000395	ASIC006771	AGAP000965
OG0000396	ASIC002672	AGAP009100
OG0000396	ASIC002671	AGAP009098
OG0000397	ASIC014575	AGAP029500
OG0000397	ASIC008278	AGAP029451
OG0000398	ASIC003105	AGAP005453, AGAP005454
OG0000399	ASIC019199	AGAP004900
OG0000399	ASIC019531	AGAP006539
OG0000400	ASIC014917	AGAP005113
OG0000400	ASIC019623	AGAP006806
OG0000401	ASIC005455	AGAP003114
OG0000401	ASIC004773	AGAP011166
OG0000402	ASIC016791, ASIC017093	AGAP000475, AGAP029224
OG0000403	ASIC017017	AGAP000653
OG0000403	ASIC018806	AGAP005557
OG0000404	ASIC005999	AGAP028613
OG0000404	ASIC005998	AGAP010562
OG0000405	ASIC015146	AGAP005707
OG0000405	ASIC015147	AGAP005706
OG0000407	ASIC017969	AGAP012111
OG0000407	ASIC017965	AGAP011402
OG0000408	ASIC012313	AGAP005166
OG0000408	ASIC012311	AGAP005167
OG0000409	ASIC006513	AGAP029901, AGAP008720
OG0000409	ASIC006515	AGAP008721
OG0000411	ASIC013281	AGAP001510
OG0000412	ASIC020401, ASIC020400, ASIC020403	AGAP001022
OG0000413	ASIC019161, ASIC019163, ASIC019162	AGAP006717
OG0000413	ASIC019164	AGAP006716
OG0000414	ASIC009497	AGAP000689
OG0000414	ASIC014159, ASIC014156	AGAP028186
OG0000414	ASIC014158	AGAP008923
OG0000414	ASIC014155	AGAP008922
OG0000416	ASIC019239	AGAP007156
OG0000416	ASIC016876	AGAP005787
OG0000417	ASIC015685	AGAP001672
OG0000417	ASIC011176	AGAP010435
OG0000421	ASIC004562	AGAP001989
OG0000421	ASIC015063	AGAP001988
OG0000424	ASIC006202, ASIC006235, ASIC006213	AGAP000437, AGAP013319, AGAP013175, AGAP013080, AGAP013421, AGAP013308
OG0000425	ASIC015316, ASIC015317, ASIC015314, ASIC015315	AGAP010908, AGAP010903, AGAP010904, AGAP010906, AGAP010905, AGAP010907
OG0000428	ASIC006206	AGAP000226
OG0000429	ASIC004595	AGAP001969
OG0000429	ASIC004594	AGAP002599
OG0000430	ASIC016909	AGAP012621, AGAP012622
OG0000431	ASIC010039	AGAP004004
OG0000432	ASIC008599	AGAP012644, AGAP010004
OG0000432	ASIC005905	AGAP009017
OG0000433	ASIC021068	AGAP002460
OG0000433	ASIC021074	AGAP013297
OG0000434	ASIC018734, ASIC018736, ASIC018738, ASIC018733	AGAP006275
OG0000435	ASIC005962	AGAP011294
OG0000436	ASIC019967	AGAP029719
OG0000437	ASIC002921	AGAP002977
OG0000437	ASIC002923	AGAP002975
OG0000438	ASIC002922	AGAP013216, AGAP002976
OG0000439	ASIC017605	AGAP012585, AGAP007972
OG0000439	ASIC017590	AGAP007974
OG0000440	ASIC013302	AGAP003121
OG0000440	ASIC013280	AGAP003120, AGAP012726
OG0000441	ASIC000926, ASIC007475, ASIC000925, ASIC007491, ASIC002994	AGAP006406
OG0000441	ASIC005125	AGAP013127
OG0000443	ASIC020916	AGAP003718
OG0000443	ASIC019892	AGAP006629
OG0000445	ASIC015511	AGAP029627
OG0000445	ASIC015510	AGAP011449
OG0000446	ASIC017399	AGAP006487
OG0000446	ASIC017397	AGAP006485
OG0000447	ASIC003833	AGAP008201
OG0000447	ASIC003829	AGAP029240
OG0000448	ASIC003765	AGAP007675
OG0000448	ASIC012623	AGAP003271
OG0000449	ASIC003960	AGAP000731
OG0000449	ASIC005404	AGAP010391
OG0000450	ASIC020787	AGAP009201
OG0000450	ASIC020791	AGAP009200
OG0000451	ASIC016917, ASIC016922	AGAP000847
OG0000451	ASIC003595	AGAP013457
OG0000452	ASIC009849, ASIC020091, ASIC009840, ASIC009847, ASIC020090, ASIC009848, ASIC009850	AGAP013186
OG0000453	ASIC003644	AGAP011247
OG0000453	ASIC012850, ASIC012851	AGAP012669, AGAP010063
OG0000454	ASIC006736	AGAP009342
OG0000455	ASIC019673	AGAP006770
OG0000455	ASIC004791	AGAP011180
OG0000456	ASIC011658	AGAP006019
OG0000456	ASIC020729	AGAP008962
OG0000457	ASIC015718	AGAP001659
OG0000457	ASIC015722	AGAP001657
OG0000458	ASIC017734	AGAP009246
OG0000458	ASIC017741	AGAP009241, AGAP009240
OG0000460	ASIC022001	AGAP002578
OG0000460	ASIC021718	AGAP002577
OG0000461	ASIC006228	AGAP000449
OG0000461	ASIC006229	AGAP000452
OG0000462	ASIC019364	AGAP028721
OG0000465	ASIC014237	AGAP004655
OG0000466	ASIC004777	AGAP029870
OG0000466	ASIC017831	AGAP029548
OG0000471	ASIC014821, ASIC014823	AGAP011978, AGAP011991, AGAP011989, AGAP011979, AGAP011990
OG0000472	ASIC005313, ASIC003870, ASIC003865, ASIC003869, ASIC005315, ASIC003863	AGAP008579
OG0000472	ASIC003864, ASIC003867	AGAP008580
OG0000473	ASIC016008, ASIC000169	AGAP013282, AGAP029167, AGAP010899
OG0000473	ASIC000170	AGAP013327, AGAP029194, AGAP029195
OG0000476	ASIC009230	AGAP003256
OG0000476	ASIC009231	AGAP003255
OG0000477	ASIC000652	AGAP013466
OG0000477	ASIC000651	AGAP003482
OG0000478	ASIC002617	AGAP009965
OG0000479	ASIC004164	AGAP001766
OG0000480	ASIC020530	AGAP011641
OG0000481	ASIC002432	AGAP005612
OG0000481	ASIC008638, ASIC002429	AGAP005610
OG0000482	ASIC006605	AGAP009381
OG0000482	ASIC006582	AGAP009385
OG0000483	ASIC003173	AGAP007811
OG0000484	ASIC017359	AGAP010151
OG0000484	ASIC001455	AGAP007828
OG0000485	ASIC006949	AGAP008061
OG0000485	ASIC006858, ASIC006950	AGAP008060
OG0000486	ASIC016975	AGAP011729
OG0000486	ASIC011434	AGAP001183
OG0000487	ASIC006102	AGAP008490
OG0000487	ASIC017111	AGAP000473
OG0000488	ASIC009315	AGAP028173
OG0000488	ASIC009314	AGAP029973
OG0000488	ASIC009312	AGAP029974
OG0000489	ASIC004414	AGAP000218
OG0000489	ASIC004437	AGAP000217
OG0000490	ASIC018244	AGAP012106, AGAP012081
OG0000490	ASIC018249	AGAP029205
OG0000491	ASIC008922	AGAP003322
OG0000491	ASIC013988	AGAP002652
OG0000492	ASIC006208	AGAP000225
OG0000492	ASIC006198	AGAP000228
OG0000493	ASIC005328	AGAP002125, AGAP002126
OG0000494	ASIC010787	AGAP008898
OG0000495	ASIC012829	AGAP007851
OG0000495	ASIC012830	AGAP013771
OG0000496	ASIC006139	AGAP029684, AGAP012605, AGAP029683
OG0000497	ASIC003415	AGAP028501
OG0000498	ASIC000092	AGAP010973
OG0000498	ASIC000091	AGAP010974
OG0000499	ASIC019661	AGAP006782
OG0000499	ASIC005520	AGAP002358
OG0000500	ASIC010264	AGAP000399
OG0000500	ASIC015176	AGAP006668
OG0000501	ASIC010971, ASIC013654, ASIC010970	AGAP010828, AGAP010829, AGAP010827, AGAP010826
OG0000502	ASIC000171	AGAP010734
OG0000502	ASIC003404	AGAP010810
OG0000503	ASIC004851	AGAP028471, AGAP013020, AGAP001707
OG0000504	ASIC002831	AGAP001695
OG0000504	ASIC005768	AGAP029662
OG0000505	ASIC016895, ASIC016894	AGAP007073, AGAP007070, AGAP007072, AGAP007071, AGAP007074, AGAP012821
OG0000506	ASIC017398	AGAP006486
OG0000506	ASIC017513	AGAP011608
OG0000507	ASIC006096	AGAP008487
OG0000507	ASIC008822	AGAP004054
OG0000508	ASIC018971	AGAP006182
OG0000508	ASIC018968	AGAP006178
OG0000509	ASIC016623	AGAP006370
OG0000509	ASIC016624	AGAP006369
OG0000510	ASIC006783	AGAP000973
OG0000511	ASIC018684, ASIC018683	AGAP006343, AGAP006342
OG0000512	ASIC017133	AGAP001033
OG0000514	ASIC020694	AGAP003578
OG0000514	ASIC009980	AGAP009944
OG0000515	ASIC006036	AGAP003487
OG0000515	ASIC006038	AGAP013419
OG0000516	ASIC004630	AGAP003586
OG0000516	ASIC004631	AGAP013333
OG0000517	ASIC020109	AGAP004263, AGAP012703, AGAP004262
OG0000518	ASIC003764	AGAP007676
OG0000519	ASIC016591	AGAP006385
OG0000520	ASIC006463	AGAP009090
OG0000520	ASIC006464	AGAP009091
OG0000521	ASIC019716	AGAP007406
OG0000522	ASIC007537	AGAP010186
OG0000522	ASIC007522	AGAP010184
OG0000523	ASIC005435	AGAP004369
OG0000523	ASIC009124	AGAP004577
OG0000524	ASIC015079	AGAP005952
OG0000524	ASIC015078	AGAP005951
OG0000525	ASIC019757	AGAP007440
OG0000526	ASIC004001	AGAP000361
OG0000526	ASIC013447	AGAP010269
OG0000527	ASIC006188	AGAP004223
OG0000527	ASIC006184	AGAP004222
OG0000528	ASIC019523	AGAP006536
OG0000528	ASIC019533	AGAP006540
OG0000532	ASIC018851, ASIC018842	AGAP010531, AGAP006914
OG0000534	ASIC006533	AGAP008732
OG0000534	ASIC006534	AGAP028052
OG0000535	ASIC007433, ASIC007432	AGAP007918, AGAP013758
OG0000536	ASIC018664	AGAP007134
OG0000536	ASIC018175	AGAP011848
OG0000537	ASIC012036	AGAP009869
OG0000538	ASIC013828	AGAP013071
OG0000538	ASIC013827	AGAP003049
OG0000539	ASIC008347	AGAP003055, AGAP003054, AGAP013396, AGAP012758, AGAP003053
OG0000540	ASIC006350	AGAP001027
OG0000541	ASIC020746	AGAP008976
OG0000541	ASIC016037	AGAP007800
OG0000542	ASIC009920	AGAP003783
OG0000542	ASIC004304	AGAP003782
OG0000543	ASIC004786	AGAP029776
OG0000543	ASIC004787	AGAP029777
OG0000544	ASIC009116	AGAP003796
OG0000546	ASIC005135	AGAP000075
OG0000546	ASIC005132	AGAP013356
OG0000547	ASIC015901	AGAP010354
OG0000548	ASIC003926	AGAP000570
OG0000549	ASIC011717	AGAP005981
OG0000549	ASIC000602	AGAP000008
OG0000550	ASIC018855	AGAP006913
OG0000551	ASIC020945	AGAP013146
OG0000551	ASIC020944	AGAP013188, AGAP013393, AGAP013255, AGAP012745
OG0000553	ASIC012929	AGAP006055
OG0000554	ASIC011433	AGAP001184, AGAP013501
OG0000556	ASIC008292	AGAP008553
OG0000556	ASIC008295	AGAP013224
OG0000557	ASIC016139, ASIC016141, ASIC020362	AGAP003231, AGAP000170
OG0000558	ASIC021641	AGAP003133
OG0000558	ASIC005215	AGAP000787
OG0000559	ASIC004610	AGAP001962
OG0000560	ASIC019767	AGAP007460
OG0000560	ASIC010256	AGAP000546
OG0000561	ASIC012229	AGAP005928
OG0000561	ASIC001853	AGAP005929
OG0000562	ASIC019233	AGAP005035
OG0000562	ASIC019235	AGAP005034
OG0000563	ASIC003207	AGAP003494
OG0000563	ASIC003208	AGAP003493
OG0000564	ASIC002237, ASIC002236	AGAP009587
OG0000565	ASIC009122	AGAP013199
OG0000565	ASIC009643	AGAP000721
OG0000566	ASIC012715	AGAP011220
OG0000566	ASIC012709	AGAP011219
OG0000567	ASIC013727	AGAP006868
OG0000568	ASIC016809, ASIC016808	AGAP006958, AGAP006961, AGAP006959
OG0000569	ASIC000871	AGAP002511
OG0000570	ASIC020442, ASIC009758	AGAP003302
OG0000570	ASIC001573, ASIC009759	AGAP012952, AGAP004243
OG0000571	ASIC009155	AGAP004860
OG0000572	ASIC009149	AGAP012528, AGAP004813
OG0000573	ASIC017361	AGAP001028
OG0000574	ASIC014642	AGAP009926
OG0000574	ASIC014643	AGAP012737, AGAP009927
OG0000576	ASIC009681	AGAP013520
OG0000576	ASIC009682	AGAP013172
OG0000577	ASIC003129	AGAP013128
OG0000577	ASIC003128	AGAP002862
OG0000579	ASIC019246	AGAP006150, AGAP007148
OG0000579	ASIC004749	AGAP001329
OG0000581	ASIC016520	AGAP005002
OG0000581	ASIC016521	AGAP005001
OG0000582	ASIC022080	AGAP029049
OG0000583	ASIC002495	AGAP007558, AGAP007557
OG0000584	ASIC014523	AGAP011712
OG0000585	ASIC012897	AGAP005698
OG0000586	ASIC010040	AGAP013019, AGAP004005
OG0000588	ASIC011987	AGAP003524
OG0000588	ASIC011985	AGAP003523
OG0000595	ASIC016309	AGAP013253
OG0000601	ASIC017779, ASIC015260, ASIC017781, ASIC017780, ASIC017783, ASIC017778, ASIC017777	AGAP011807, AGAP011806
OG0000606	ASIC009431	AGAP003350
OG0000608	ASIC007277	AGAP029663
OG0000608	ASIC007273, ASIC007276	AGAP029476
OG0000609	ASIC006672	AGAP009176
OG0000610	ASIC002451	AGAP005602
OG0000611	ASIC016343	AGAP007588
OG0000613	ASIC011367	AGAP002811
OG0000613	ASIC011361	AGAP002813
OG0000614	ASIC019653	AGAP006788
OG0000615	ASIC015189	AGAP005941
OG0000615	ASIC015191	AGAP005942
OG0000616	ASIC019016	AGAP029794
OG0000618	ASIC011972, ASIC007617	AGAP000953, AGAP002395
OG0000619	ASIC014716	AGAP003929, AGAP003928
OG0000620	ASIC012033	AGAP009872, AGAP009873
OG0000621	ASIC010689	AGAP008850
OG0000621	ASIC016929	AGAP000851
OG0000622	ASIC005585	AGAP010328
OG0000623	ASIC005025	AGAP011665
OG0000623	ASIC018080	AGAP011921
OG0000624	ASIC003474	AGAP003846, AGAP003845
OG0000625	ASIC012166	AGAP001376
OG0000625	ASIC012167	AGAP001377
OG0000626	ASIC006348	AGAP013181
OG0000626	ASIC006347	AGAP001026
OG0000627	ASIC015345, ASIC015349	AGAP029992
OG0000627	ASIC015335	AGAP029636
OG0000628	ASIC010145, ASIC010153	AGAP010110
OG0000630	ASIC015202	AGAP011051
OG0000630	ASIC019468	AGAP011068, AGAP011066
OG0000631	ASIC013517	AGAP008340
OG0000632	ASIC006603, ASIC017016	AGAP002346
OG0000633	ASIC010261	AGAP000401
OG0000633	ASIC018590	AGAP012656, AGAP005066
OG0000634	ASIC020589	AGAP000732, AGAP004350
OG0000635	ASIC011390	AGAP001201
OG0000636	ASIC018863	AGAP006907
OG0000636	ASIC018864	AGAP006906
OG0000637	ASIC014475	AGAP011095
OG0000637	ASIC014478, ASIC014477	AGAP011094
OG0000638	ASIC015263	AGAP010489
OG0000638	ASIC012121	AGAP009629
OG0000639	ASIC003698	AGAP007650
OG0000639	ASIC003697	AGAP007651
OG0000640	ASIC011609	AGAP005972
OG0000641	ASIC006689	AGAP009185
OG0000641	ASIC006690	AGAP009187
OG0000642	ASIC013922	AGAP004317
OG0000642	ASIC013935	AGAP004318
OG0000643	ASIC011571, ASIC011572	AGAP001117
OG0000644	ASIC015378	AGAP029764
OG0000644	ASIC015379	AGAP029763
OG0000645	ASIC012463	AGAP005459
OG0000647	ASIC003824	AGAP007665
OG0000647	ASIC003826	AGAP007663
OG0000648	ASIC013609	AGAP008370, AGAP008371
OG0000649	ASIC020095, ASIC020093, ASIC020094	AGAP004015
OG0000650	ASIC010159	AGAP012849, AGAP010132
OG0000651	ASIC017959	AGAP012216, AGAP012217
OG0000652	ASIC017015	AGAP000654
OG0000653	ASIC017682	AGAP008109
OG0000654	ASIC019682	AGAP007371
OG0000654	ASIC019681	AGAP007372
OG0000655	ASIC003101	AGAP006095
OG0000656	ASIC020766	AGAP009212
OG0000656	ASIC020763	AGAP009213
OG0000657	ASIC002248	AGAP029977
OG0000658	ASIC012368	AGAP002241
OG0000658	ASIC012369	AGAP002240
OG0000659	ASIC004626	AGAP003582
OG0000659	ASIC004625	AGAP003581
OG0000660	ASIC002150	AGAP003896, AGAP003897
OG0000661	ASIC010596, ASIC020488	AGAP006891, AGAP000794
OG0000662	ASIC022183	AGAP010854
OG0000662	ASIC022185, ASIC022186, ASIC022184	AGAP029297
OG0000663	ASIC014312	AGAP013218
OG0000663	ASIC014313	AGAP004636, AGAP029800
OG0000664	ASIC005889	AGAP009014
OG0000665	ASIC004570	AGAP001983
OG0000665	ASIC004569	AGAP013533
OG0000666	ASIC016904, ASIC016903, ASIC016901	AGAP029109
OG0000667	ASIC008479	AGAP010882
OG0000668	ASIC006798	AGAP000211
OG0000668	ASIC006797	AGAP000210
OG0000669	ASIC017202	AGAP009803
OG0000669	ASIC017201	AGAP009804
OG0000671	ASIC005036, ASIC005042, ASIC005041	AGAP011667
OG0000671	ASIC005035	AGAP011666
OG0000672	ASIC008550	AGAP008823, AGAP008824, AGAP008825
OG0000672	ASIC008546	AGAP028559
OG0000673	ASIC020840	AGAP010024
OG0000673	ASIC004282	AGAP029234
OG0000674	ASIC011893	AGAP011555
OG0000674	ASIC011909, ASIC011907	AGAP011554
OG0000675	ASIC009194	AGAP029530
OG0000676	ASIC009273	AGAP003757
OG0000677	ASIC013419	AGAP010245
OG0000678	ASIC018598	AGAP005069
OG0000678	ASIC018592	AGAP005068
OG0000679	ASIC011060	AGAP005528
OG0000679	ASIC011058	AGAP005529
OG0000680	ASIC020285	AGAP000294
OG0000681	ASIC019611	AGAP029337
OG0000681	ASIC019602	AGAP029350
OG0000682	ASIC007710, ASIC001898	AGAP003137, AGAP000668
OG0000683	ASIC009973	AGAP009947
OG0000684	ASIC013707	AGAP011076, AGAP012107
OG0000686	ASIC011737, ASIC010843	AGAP002207, AGAP009696, AGAP002205
OG0000687	ASIC008485, ASIC008467	AGAP029253, AGAP010934, AGAP011697, AGAP029349
OG0000689	ASIC019604	AGAP006813
OG0000689	ASIC019603	AGAP028659, AGAP028658
OG0000690	ASIC013747, ASIC005614	AGAP029227, AGAP029229
OG0000690	ASIC005613, ASIC013757, ASIC013751, ASIC013754, ASIC013745, ASIC005615, ASIC005616	AGAP029233
OG0000691	ASIC020901	AGAP028703
OG0000691	ASIC020902, ASIC020649, ASIC020636	AGAP029938, AGAP028700, AGAP028701, AGAP028702
OG0000694	ASIC004226	AGAP029165, AGAP029160, AGAP029200, AGAP006691, AGAP029152, AGAP029159, AGAP029202
OG0000698	ASIC002954	AGAP004465
OG0000698	ASIC004743	AGAP004466
OG0000699	ASIC010756	AGAP009233
OG0000700	ASIC015382	AGAP012386
OG0000701	ASIC015884	AGAP029980
OG0000701	ASIC017991	AGAP012414
OG0000703	ASIC021784	AGAP004157, AGAP012761, AGAP004156
OG0000704	ASIC012649	AGAP012513, AGAP012514
OG0000705	ASIC012203	AGAP005318
OG0000706	ASIC021044	AGAP002464
OG0000707	ASIC001005, ASIC001006, ASIC001004	AGAP006439
OG0000708	ASIC007091	AGAP000591
OG0000709	ASIC016024, ASIC009545	AGAP000391
OG0000710	ASIC017105	AGAP000025, AGAP001360
OG0000711	ASIC018376	AGAP012324
OG0000711	ASIC018377	AGAP012323
OG0000712	ASIC009318	AGAP028037
OG0000712	ASIC009317	AGAP010470
OG0000713	ASIC000957	AGAP005327
OG0000714	ASIC013805	AGAP002620
OG0000715	ASIC012621	AGAP003272
OG0000715	ASIC002919	AGAP002980
OG0000716	ASIC009916	AGAP012882, AGAP003787
OG0000716	ASIC009915	AGAP003786
OG0000717	ASIC002030	AGAP009692, AGAP009691
OG0000718	ASIC011829, ASIC011830	AGAP029667
OG0000720	ASIC003556	AGAP003676
OG0000721	ASIC020534	AGAP003713, AGAP011630
OG0000722	ASIC022221	AGAP002639
OG0000723	ASIC014878	AGAP003314
OG0000723	ASIC011561	AGAP001130
OG0000724	ASIC013777	AGAP006833, AGAP006832
OG0000725	ASIC007620, ASIC002939, ASIC006218, ASIC005285	AGAP006388
OG0000726	ASIC020143, ASIC006866, ASIC020142	AGAP004258
OG0000727	ASIC011928, ASIC011923	AGAP028525
OG0000728	ASIC004841, ASIC020452	AGAP005804, AGAP000662
OG0000729	ASIC010226, ASIC012775	AGAP009572, AGAP000541
OG0000730	ASIC017919	AGAP010591
OG0000731	ASIC009453	AGAP000923
