Orthogroup	AsinensisChina	AstephensiUCISS2018
OG0000274	ASIC019686	ASTEI20_031515
OG0000274	ASIC020495	ASTEI20_037692
OG0000275	ASIC014691, ASIC014690	ASTEI20_033361
OG0000276	ASIC017971	ASTEI20_041437
OG0000277	ASIC008290, ASIC008301	ASTEI20_032397
OG0000278	ASIC016444	ASTEI20_037609, ASTEI20_041680
OG0000278	ASIC016562	ASTEI20_037766
OG0000279	ASIC012105	ASTEI20_038838, ASTEI20_033582, ASTEI20_042793
OG0000280	ASIC014626	ASTEI20_038614
OG0000280	ASIC014625	ASTEI20_035880
OG0000280	ASIC014624	ASTEI20_042533
OG0000285	ASIC005534	ASTEI20_039558
OG0000285	ASIC005544	ASTEI20_040836
OG0000285	ASIC005545	ASTEI20_032893
OG0000287	ASIC022020, ASIC022019	ASTEI20_037346, ASTEI20_036690
OG0000288	ASIC006682	ASTEI20_040021
OG0000289	ASIC007910	ASTEI20_035189, ASTEI20_042758
OG0000289	ASIC007909	ASTEI20_044666
OG0000290	ASIC015220	ASTEI20_044792
OG0000290	ASIC015219	ASTEI20_037666, ASTEI20_038975
OG0000291	ASIC019903	ASTEI20_030896
OG0000291	ASIC018743	ASTEI20_045384
OG0000292	ASIC012870	ASTEI20_039963, ASTEI20_033519
OG0000292	ASIC012872	ASTEI20_041276
OG0000293	ASIC020292	ASTEI20_035645
OG0000293	ASIC021166	ASTEI20_034344, ASTEI20_033682
OG0000294	ASIC000867	ASTEI20_031593
OG0000294	ASIC000063	ASTEI20_040737
OG0000295	ASIC014489	ASTEI20_037344
OG0000295	ASIC014488	ASTEI20_045100
OG0000296	ASIC010617, ASIC010616	ASTEI20_031726, ASTEI20_036866, ASTEI20_037946, ASTEI20_030789
OG0000297	ASIC007550	ASTEI20_045280
OG0000297	ASIC007551	ASTEI20_032765
OG0000298	ASIC019368	ASTEI20_035214
OG0000299	ASIC010575	ASTEI20_043508
OG0000299	ASIC018166, ASIC018167	ASTEI20_043361
OG0000300	ASIC021618	ASTEI20_041810
OG0000302	ASIC007798	ASTEI20_037810
OG0000302	ASIC007799	ASTEI20_032730
OG0000303	ASIC014828, ASIC014829	ASTEI20_031481
OG0000304	ASIC009070	ASTEI20_032574, ASTEI20_040412
OG0000304	ASIC009068	ASTEI20_038833
OG0000305	ASIC008672	ASTEI20_045186
OG0000306	ASIC017623	ASTEI20_040184
OG0000306	ASIC015935, ASIC007588, ASIC017620	ASTEI20_037498
OG0000313	ASIC012083	ASTEI20_045838, ASTEI20_045388, ASTEI20_045478
OG0000314	ASIC006080	ASTEI20_043491, ASTEI20_031057, ASTEI20_037882, ASTEI20_032185, ASTEI20_031813, ASTEI20_040199, ASTEI20_045386, ASTEI20_032819, ASTEI20_034273
OG0000317	ASIC020227	ASTEI20_039777
OG0000318	ASIC003841, ASIC003842	ASTEI20_036009
OG0000318	ASIC007449	ASTEI20_037274
OG0000318	ASIC007448	ASTEI20_039300
OG0000319	ASIC006535	ASTEI20_040641
OG0000319	ASIC016269	ASTEI20_033005
OG0000320	ASIC000161	ASTEI20_045533
OG0000320	ASIC000162, ASIC000163, ASIC000164	ASTEI20_032760
OG0000321	ASIC020752	ASTEI20_030893, ASTEI20_036304
OG0000324	ASIC003860	ASTEI20_045797
OG0000324	ASIC003861	ASTEI20_046008
OG0000324	ASIC003858	ASTEI20_039356
OG0000325	ASIC019850	ASTEI20_043377
OG0000326	ASIC005793	ASTEI20_032355
OG0000326	ASIC005792	ASTEI20_032820
OG0000327	ASIC009969	ASTEI20_038754
OG0000328	ASIC018103	ASTEI20_033819
OG0000328	ASIC018105	ASTEI20_039971, ASTEI20_038873
OG0000329	ASIC007335	ASTEI20_044913
OG0000329	ASIC007336, ASIC007337	ASTEI20_036280
OG0000330	ASIC005378	ASTEI20_044754
OG0000330	ASIC005379	ASTEI20_033074
OG0000330	ASIC005380	ASTEI20_035799
OG0000331	ASIC011490	ASTEI20_032134
OG0000331	ASIC011489	ASTEI20_036042, ASTEI20_041568
OG0000332	ASIC013992	ASTEI20_039853
OG0000332	ASIC011150	ASTEI20_034921
OG0000332	ASIC013991	ASTEI20_045032
OG0000333	ASIC016706	ASTEI20_033832, ASTEI20_043402, ASTEI20_042167
OG0000334	ASIC005880	ASTEI20_040088
OG0000336	ASIC018901	ASTEI20_031275
OG0000336	ASIC018897	ASTEI20_036479
OG0000339	ASIC004207	ASTEI20_039328
OG0000340	ASIC007679	ASTEI20_040592
OG0000340	ASIC007681, ASIC007678	ASTEI20_045434, ASTEI20_045830
OG0000341	ASIC006932	ASTEI20_043329, ASTEI20_045700, ASTEI20_040857
OG0000341	ASIC006934, ASIC006933	ASTEI20_040581
OG0000344	ASIC020228	ASTEI20_035939
OG0000345	ASIC003978	ASTEI20_039160
OG0000346	ASIC000815	ASTEI20_045660
OG0000347	ASIC000181	ASTEI20_031950
OG0000348	ASIC015321	ASTEI20_033292
OG0000348	ASIC015322, ASIC015323	ASTEI20_036788
OG0000349	ASIC012256, ASIC012253	ASTEI20_042703
OG0000349	ASIC012252	ASTEI20_045738
OG0000350	ASIC002433	ASTEI20_039801
OG0000351	ASIC011933	ASTEI20_034293
OG0000351	ASIC011922	ASTEI20_031611
OG0000352	ASIC020939	ASTEI20_033316
OG0000352	ASIC020938	ASTEI20_043163
OG0000353	ASIC000954, ASIC011663	ASTEI20_034917
OG0000353	ASIC011664	ASTEI20_036057
OG0000354	ASIC010035	ASTEI20_036334
OG0000355	ASIC013915	ASTEI20_045115
OG0000356	ASIC014973	ASTEI20_038616
OG0000356	ASIC007049	ASTEI20_034566
OG0000357	ASIC012551	ASTEI20_036590
OG0000357	ASIC012549	ASTEI20_038026
OG0000360	ASIC014813, ASIC014814	ASTEI20_039873
OG0000360	ASIC014817	ASTEI20_038810
OG0000361	ASIC018213	ASTEI20_032581
OG0000362	ASIC006698, ASIC020699	ASTEI20_040345
OG0000362	ASIC020698	ASTEI20_045507
OG0000363	ASIC018523	ASTEI20_035518
OG0000363	ASIC018524	ASTEI20_034937
OG0000364	ASIC016659	ASTEI20_038622, ASTEI20_043965
OG0000364	ASIC016658	ASTEI20_032740, ASTEI20_045922
OG0000365	ASIC002632	ASTEI20_041403
OG0000365	ASIC002635	ASTEI20_041427
OG0000365	ASIC002634	ASTEI20_043238
OG0000366	ASIC009439	ASTEI20_031333, ASTEI20_045960
OG0000367	ASIC016760	ASTEI20_045208, ASTEI20_036592
OG0000367	ASIC016759	ASTEI20_039650, ASTEI20_042176
OG0000368	ASIC021920	ASTEI20_036695
OG0000369	ASIC009381	ASTEI20_043082
OG0000369	ASIC009390	ASTEI20_035506
OG0000370	ASIC017718	ASTEI20_034666
OG0000370	ASIC011451	ASTEI20_041792
OG0000371	ASIC016594	ASTEI20_032501
OG0000371	ASIC016597, ASIC016605	ASTEI20_034163
OG0000372	ASIC009507, ASIC009504	ASTEI20_034288
OG0000372	ASIC009508	ASTEI20_042785
OG0000377	ASIC000793	ASTEI20_035557, ASTEI20_038368, ASTEI20_038361, ASTEI20_043182, ASTEI20_043604, ASTEI20_045016, ASTEI20_042356, ASTEI20_041555, ASTEI20_036535, ASTEI20_042348, ASTEI20_040793, ASTEI20_044605, ASTEI20_039690, ASTEI20_040853
OG0000378	ASIC016652, ASIC018568, ASIC018560, ASIC000891, ASIC008705, ASIC018569, ASIC021178	ASTEI20_042199
OG0000379	ASIC000101	ASTEI20_032650, ASTEI20_042035
OG0000380	ASIC009217	ASTEI20_040077, ASTEI20_034008
OG0000381	ASIC017769	ASTEI20_042707
OG0000382	ASIC013910	ASTEI20_045571
OG0000382	ASIC013908	ASTEI20_037496
OG0000383	ASIC008776	ASTEI20_044278
OG0000383	ASIC022329	ASTEI20_039308
OG0000384	ASIC001183, ASIC002780	ASTEI20_036930
OG0000384	ASIC002776	ASTEI20_043050
OG0000386	ASIC011707	ASTEI20_042802
OG0000387	ASIC016161	ASTEI20_040213
OG0000387	ASIC012957	ASTEI20_032306, ASTEI20_045298, ASTEI20_044440
OG0000388	ASIC013800, ASIC013799, ASIC013798	ASTEI20_042922
OG0000389	ASIC019090	ASTEI20_037867
OG0000389	ASIC019091	ASTEI20_043353
OG0000390	ASIC021882, ASIC011284	ASTEI20_036258
OG0000391	ASIC015116	ASTEI20_045380
OG0000391	ASIC017801	ASTEI20_040058
OG0000392	ASIC014073	ASTEI20_036830
OG0000393	ASIC007949	ASTEI20_040256
OG0000394	ASIC021259	ASTEI20_042711
OG0000394	ASIC021258	ASTEI20_039755
OG0000395	ASIC009958	ASTEI20_041652
OG0000395	ASIC006771	ASTEI20_044570
OG0000396	ASIC002672	ASTEI20_039659
OG0000396	ASIC002671	ASTEI20_041335
OG0000397	ASIC014575	ASTEI20_045152
OG0000397	ASIC008278	ASTEI20_032426
OG0000398	ASIC003105	ASTEI20_040561, ASTEI20_037679
OG0000399	ASIC019199	ASTEI20_035274
OG0000399	ASIC019531	ASTEI20_039406
OG0000400	ASIC014917	ASTEI20_038813
OG0000400	ASIC019623	ASTEI20_043685
OG0000401	ASIC005455	ASTEI20_039363, ASTEI20_033254
OG0000401	ASIC004773	ASTEI20_033275
OG0000402	ASIC016791, ASIC017093	ASTEI20_035900
OG0000403	ASIC017017	ASTEI20_044273
OG0000403	ASIC018806	ASTEI20_032491
OG0000404	ASIC005999	ASTEI20_039827, ASTEI20_031382
OG0000404	ASIC005998	ASTEI20_035181, ASTEI20_045422
OG0000405	ASIC015147	ASTEI20_031554
OG0000406	ASIC004797, ASIC014296, ASIC004798	ASTEI20_034196
OG0000407	ASIC017969	ASTEI20_032342
OG0000407	ASIC017965	ASTEI20_032350
OG0000408	ASIC012313	ASTEI20_040195
OG0000408	ASIC012311	ASTEI20_032859
OG0000409	ASIC006513	ASTEI20_041637
OG0000409	ASIC006515	ASTEI20_041911
OG0000411	ASIC013281	ASTEI20_033479
OG0000412	ASIC020401, ASIC020400, ASIC020403	ASTEI20_044317
OG0000413	ASIC019161, ASIC019163, ASIC019162	ASTEI20_032324
OG0000414	ASIC014158	ASTEI20_043791
OG0000416	ASIC019239	ASTEI20_039581
OG0000417	ASIC015685	ASTEI20_041261
OG0000417	ASIC011176	ASTEI20_032812
OG0000419	ASIC022274, ASIC009238, ASIC009659	ASTEI20_043948, ASTEI20_038776, ASTEI20_040277, ASTEI20_035435, ASTEI20_044513, ASTEI20_043339, ASTEI20_039089, ASTEI20_035145, ASTEI20_037785, ASTEI20_035395
OG0000421	ASIC004562	ASTEI20_032156
OG0000422	ASIC006280	ASTEI20_031021
OG0000424	ASIC006202, ASIC006235, ASIC006213	ASTEI20_038717, ASTEI20_032509, ASTEI20_034987, ASTEI20_034211
OG0000424	ASIC006268	ASTEI20_033168
OG0000425	ASIC015316, ASIC015317, ASIC015314, ASIC015315	ASTEI20_031281, ASTEI20_034541, ASTEI20_044826, ASTEI20_030869, ASTEI20_039457, ASTEI20_031276
OG0000428	ASIC006206	ASTEI20_034733, ASTEI20_034682, ASTEI20_039888
OG0000429	ASIC004595	ASTEI20_036604
OG0000430	ASIC016909	ASTEI20_036151
OG0000431	ASIC010039	ASTEI20_039144
OG0000432	ASIC008599	ASTEI20_040747
OG0000432	ASIC005905	ASTEI20_034760
OG0000433	ASIC021068	ASTEI20_040644
OG0000433	ASIC021074	ASTEI20_035859, ASTEI20_033052
OG0000434	ASIC018734, ASIC018736, ASIC018738, ASIC018733	ASTEI20_045054
OG0000435	ASIC005962	ASTEI20_038293
OG0000436	ASIC019967	ASTEI20_038031
OG0000437	ASIC002921	ASTEI20_041490
OG0000437	ASIC002923	ASTEI20_033449
OG0000438	ASIC002922	ASTEI20_044491, ASTEI20_043518
OG0000439	ASIC017605	ASTEI20_043990
OG0000439	ASIC017590	ASTEI20_037600
OG0000440	ASIC013280	ASTEI20_032323
OG0000441	ASIC000926, ASIC007475, ASIC000925, ASIC007491, ASIC002994	ASTEI20_042306
OG0000441	ASIC005125	ASTEI20_036184
OG0000443	ASIC020916	ASTEI20_033330
OG0000443	ASIC019892	ASTEI20_045939
OG0000445	ASIC015511	ASTEI20_041326
OG0000445	ASIC015510	ASTEI20_044012
OG0000446	ASIC017399	ASTEI20_044752
OG0000446	ASIC017397	ASTEI20_045914
OG0000447	ASIC003833	ASTEI20_035921, ASTEI20_036895
OG0000447	ASIC003829	ASTEI20_045843
OG0000448	ASIC003765	ASTEI20_039131
OG0000448	ASIC012623	ASTEI20_035453
OG0000449	ASIC003960	ASTEI20_042529
OG0000449	ASIC005404	ASTEI20_044910
OG0000450	ASIC020787	ASTEI20_035678
OG0000450	ASIC020791	ASTEI20_038473
OG0000451	ASIC016917, ASIC016922	ASTEI20_036851
OG0000451	ASIC003595	ASTEI20_040244
OG0000452	ASIC009849, ASIC020091, ASIC009840, ASIC009847, ASIC020090, ASIC009848, ASIC009850	ASTEI20_032646
OG0000453	ASIC003644	ASTEI20_038848
OG0000453	ASIC012850, ASIC012851	ASTEI20_040673
OG0000454	ASIC006736	ASTEI20_040653
OG0000455	ASIC019673	ASTEI20_043217
OG0000455	ASIC004791	ASTEI20_034510
OG0000456	ASIC011658	ASTEI20_042221
OG0000456	ASIC020729	ASTEI20_044668
OG0000457	ASIC015718	ASTEI20_036516
OG0000457	ASIC015722	ASTEI20_039941
OG0000458	ASIC017734	ASTEI20_041659
OG0000458	ASIC017741	ASTEI20_046062, ASTEI20_030965
OG0000460	ASIC022001	ASTEI20_036157
OG0000460	ASIC021718	ASTEI20_036197
OG0000461	ASIC006228	ASTEI20_045433
OG0000461	ASIC006229	ASTEI20_035860
OG0000462	ASIC019365	ASTEI20_037502
OG0000462	ASIC019366	ASTEI20_042379
OG0000465	ASIC014237	ASTEI20_041528
OG0000465	ASIC003894	ASTEI20_034169
OG0000466	ASIC004777	ASTEI20_039358
OG0000466	ASIC017831	ASTEI20_045228
OG0000471	ASIC014821, ASIC014823	ASTEI20_032062, ASTEI20_031025
OG0000472	ASIC005313, ASIC003870, ASIC003865, ASIC003869, ASIC005315, ASIC003863	ASTEI20_045749, ASTEI20_032817
OG0000472	ASIC003864, ASIC003867	ASTEI20_041250
OG0000473	ASIC016008, ASIC000169	ASTEI20_032671, ASTEI20_045748
OG0000477	ASIC000652	ASTEI20_034459
OG0000477	ASIC000651	ASTEI20_031328
OG0000478	ASIC002617	ASTEI20_043336
OG0000479	ASIC004164	ASTEI20_036926
OG0000480	ASIC020530	ASTEI20_043012
OG0000481	ASIC002432	ASTEI20_038127
OG0000481	ASIC008638, ASIC002429	ASTEI20_034254
OG0000482	ASIC006605	ASTEI20_040294
OG0000482	ASIC006582	ASTEI20_035220
OG0000483	ASIC003173	ASTEI20_046009
OG0000484	ASIC017359	ASTEI20_039134
OG0000484	ASIC001455	ASTEI20_032451
OG0000485	ASIC006949	ASTEI20_037768
OG0000485	ASIC006858, ASIC006950	ASTEI20_041653
OG0000486	ASIC016975	ASTEI20_032382
OG0000486	ASIC011434	ASTEI20_042498
OG0000487	ASIC006102	ASTEI20_042028
OG0000487	ASIC017111	ASTEI20_039840
OG0000488	ASIC009314	ASTEI20_038299
OG0000488	ASIC009312	ASTEI20_042656
OG0000489	ASIC004414	ASTEI20_041468
OG0000489	ASIC004437	ASTEI20_042784
OG0000490	ASIC018244	ASTEI20_040243
OG0000490	ASIC018249	ASTEI20_035796
OG0000491	ASIC008922	ASTEI20_036635
OG0000491	ASIC013988	ASTEI20_039466
OG0000492	ASIC006208	ASTEI20_035871
OG0000492	ASIC006198	ASTEI20_045934
OG0000493	ASIC005328	ASTEI20_040939, ASTEI20_042234
OG0000494	ASIC010787	ASTEI20_032431
OG0000495	ASIC012829	ASTEI20_035282
OG0000495	ASIC012830	ASTEI20_037893
OG0000496	ASIC006139	ASTEI20_040779
OG0000497	ASIC003415	ASTEI20_037285
OG0000498	ASIC000092	ASTEI20_035903
OG0000498	ASIC000091	ASTEI20_041832
OG0000499	ASIC019661	ASTEI20_045587
OG0000499	ASIC005520	ASTEI20_044209
OG0000500	ASIC010264	ASTEI20_041628
OG0000500	ASIC015176	ASTEI20_038055
OG0000501	ASIC010971, ASIC013654, ASIC010970	ASTEI20_043725
OG0000502	ASIC000171	ASTEI20_041728
OG0000502	ASIC003404	ASTEI20_038149
OG0000502	ASIC016009	ASTEI20_040241
OG0000503	ASIC004851	ASTEI20_031803
OG0000504	ASIC002831	ASTEI20_037781
OG0000504	ASIC005768	ASTEI20_036455
OG0000505	ASIC016895, ASIC016894	ASTEI20_045172
OG0000506	ASIC017398	ASTEI20_040117
OG0000506	ASIC017513	ASTEI20_033754
OG0000507	ASIC006096	ASTEI20_041414
OG0000507	ASIC008822	ASTEI20_041289
OG0000508	ASIC018971	ASTEI20_043392
OG0000508	ASIC018968	ASTEI20_032410
OG0000509	ASIC016623	ASTEI20_038831
OG0000509	ASIC016624	ASTEI20_035801
OG0000510	ASIC006783	ASTEI20_033762
OG0000511	ASIC018684, ASIC018683	ASTEI20_033393, ASTEI20_045020
OG0000512	ASIC017132	ASTEI20_041881
OG0000512	ASIC017133	ASTEI20_033648
OG0000514	ASIC020694	ASTEI20_036623
OG0000514	ASIC009980	ASTEI20_033991
OG0000515	ASIC006036	ASTEI20_034553
OG0000515	ASIC006038	ASTEI20_034276
OG0000516	ASIC004630	ASTEI20_032940
OG0000516	ASIC004631	ASTEI20_038444
OG0000517	ASIC020109	ASTEI20_040378
OG0000518	ASIC003764	ASTEI20_033369
OG0000519	ASIC016591	ASTEI20_040559, ASTEI20_041085
OG0000520	ASIC006463	ASTEI20_041641
OG0000520	ASIC006464	ASTEI20_032992
OG0000521	ASIC019716	ASTEI20_042416
OG0000522	ASIC007537	ASTEI20_038428
OG0000522	ASIC007522	ASTEI20_046044
OG0000523	ASIC005435	ASTEI20_038482
OG0000524	ASIC015079	ASTEI20_042547
OG0000524	ASIC015078	ASTEI20_038645
OG0000525	ASIC019757	ASTEI20_045684
OG0000526	ASIC004001	ASTEI20_035259
OG0000526	ASIC013447	ASTEI20_040898
OG0000527	ASIC006188	ASTEI20_039423
OG0000527	ASIC006184	ASTEI20_042499
OG0000528	ASIC019523	ASTEI20_045012
OG0000528	ASIC019533	ASTEI20_030881
OG0000532	ASIC018851, ASIC018842	ASTEI20_044081, ASTEI20_037186
OG0000534	ASIC006533	ASTEI20_045701
OG0000534	ASIC006534	ASTEI20_033692
OG0000535	ASIC007433, ASIC007432	ASTEI20_040711, ASTEI20_040459
OG0000536	ASIC018664	ASTEI20_035360
OG0000536	ASIC018175	ASTEI20_041850
OG0000537	ASIC012036	ASTEI20_041709
OG0000538	ASIC013828	ASTEI20_039788
OG0000538	ASIC013827	ASTEI20_037185
OG0000539	ASIC008347	ASTEI20_039944, ASTEI20_040382
OG0000540	ASIC006350	ASTEI20_040729
OG0000541	ASIC020746	ASTEI20_038990
OG0000541	ASIC016037	ASTEI20_039267
OG0000542	ASIC009920	ASTEI20_039372
OG0000542	ASIC004304	ASTEI20_038527
OG0000543	ASIC004786	ASTEI20_035081
OG0000543	ASIC004787	ASTEI20_034836
OG0000544	ASIC009116	ASTEI20_034674
OG0000545	ASIC021568, ASIC021567	ASTEI20_036842
OG0000546	ASIC005135	ASTEI20_044898
OG0000546	ASIC005132	ASTEI20_045436
OG0000547	ASIC015901	ASTEI20_033385
OG0000548	ASIC003926	ASTEI20_034641
OG0000549	ASIC011717	ASTEI20_042215
OG0000549	ASIC000602	ASTEI20_034707
OG0000550	ASIC018855	ASTEI20_033645
OG0000551	ASIC020944	ASTEI20_038495
OG0000552	ASIC011854	ASTEI20_031270
OG0000553	ASIC012929	ASTEI20_039011, ASTEI20_038476, ASTEI20_035372, ASTEI20_043810, ASTEI20_034770, ASTEI20_038525, ASTEI20_030821, ASTEI20_033051
OG0000554	ASIC011433	ASTEI20_042565
OG0000556	ASIC008295	ASTEI20_039864
OG0000557	ASIC016139, ASIC016141, ASIC020362	ASTEI20_037722, ASTEI20_043279
OG0000558	ASIC021641	ASTEI20_045893
OG0000558	ASIC005215	ASTEI20_040611
OG0000559	ASIC004610	ASTEI20_044897
OG0000560	ASIC019767	ASTEI20_039212
OG0000560	ASIC010256	ASTEI20_034474
OG0000561	ASIC012229	ASTEI20_034083
OG0000561	ASIC001853	ASTEI20_032907
OG0000562	ASIC019235	ASTEI20_037671
OG0000563	ASIC003207	ASTEI20_033376
OG0000563	ASIC003208	ASTEI20_039362
OG0000564	ASIC002237, ASIC002236	ASTEI20_036810
OG0000565	ASIC009122	ASTEI20_034561
OG0000565	ASIC009643	ASTEI20_043978
OG0000566	ASIC012715	ASTEI20_036931
OG0000566	ASIC012709	ASTEI20_037016
OG0000567	ASIC013727	ASTEI20_044543
OG0000568	ASIC016809, ASIC016808	ASTEI20_041157, ASTEI20_040815, ASTEI20_042101
OG0000569	ASIC000871	ASTEI20_042222
OG0000570	ASIC020442, ASIC009758	ASTEI20_038382
OG0000570	ASIC001573, ASIC009759	ASTEI20_037872
OG0000571	ASIC009155	ASTEI20_046145
OG0000572	ASIC009149	ASTEI20_045605
OG0000573	ASIC017361	ASTEI20_035427
OG0000574	ASIC014642	ASTEI20_037259
OG0000574	ASIC014643	ASTEI20_036879
OG0000576	ASIC009681	ASTEI20_046026
OG0000576	ASIC009682	ASTEI20_035412
OG0000577	ASIC003128	ASTEI20_041713
OG0000579	ASIC019246	ASTEI20_041978
OG0000579	ASIC004749	ASTEI20_044000
OG0000581	ASIC016520	ASTEI20_032779
OG0000581	ASIC016521	ASTEI20_034834
OG0000582	ASIC022080	ASTEI20_040931
OG0000583	ASIC002495	ASTEI20_043115, ASTEI20_041640
OG0000584	ASIC014523	ASTEI20_038624, ASTEI20_042452
OG0000585	ASIC012897	ASTEI20_036469
OG0000586	ASIC010040	ASTEI20_031342, ASTEI20_044118
OG0000588	ASIC011987	ASTEI20_033837
OG0000588	ASIC011985	ASTEI20_032937
OG0000601	ASIC017779, ASIC015260, ASIC017781, ASIC017780, ASIC017783, ASIC017778, ASIC017777	ASTEI20_034152, ASTEI20_035083
OG0000606	ASIC009431	ASTEI20_033665
OG0000608	ASIC007277	ASTEI20_031412
OG0000608	ASIC007273, ASIC007276	ASTEI20_034955
OG0000609	ASIC006672	ASTEI20_035298
OG0000610	ASIC002451	ASTEI20_043727
OG0000611	ASIC016343	ASTEI20_039290
OG0000613	ASIC011367	ASTEI20_045855
OG0000613	ASIC011361	ASTEI20_041847
OG0000614	ASIC019653	ASTEI20_039250
OG0000615	ASIC015189	ASTEI20_039181
OG0000615	ASIC015191	ASTEI20_040540
OG0000616	ASIC019016	ASTEI20_040935
OG0000618	ASIC011972, ASIC007617	ASTEI20_035924, ASTEI20_031267
OG0000619	ASIC014716	ASTEI20_036799, ASTEI20_031879
OG0000620	ASIC012033	ASTEI20_041959
OG0000621	ASIC010689	ASTEI20_035003
OG0000621	ASIC016929	ASTEI20_044240
OG0000622	ASIC005585	ASTEI20_044291
OG0000623	ASIC005025	ASTEI20_044444, ASTEI20_039798
OG0000623	ASIC018080	ASTEI20_032866
OG0000624	ASIC003474	ASTEI20_045250, ASTEI20_030850
OG0000625	ASIC012167	ASTEI20_041384
OG0000626	ASIC006348	ASTEI20_040404
OG0000626	ASIC006347	ASTEI20_033336
OG0000627	ASIC015345, ASIC015349	ASTEI20_043380
OG0000627	ASIC015335	ASTEI20_044482
OG0000628	ASIC010145, ASIC010153	ASTEI20_040507
OG0000630	ASIC015202	ASTEI20_042898
OG0000630	ASIC019468	ASTEI20_043119
OG0000631	ASIC013517	ASTEI20_042189
OG0000632	ASIC006603, ASIC017016	ASTEI20_036447
OG0000633	ASIC010261	ASTEI20_032149
OG0000633	ASIC018590	ASTEI20_034452
OG0000634	ASIC020589	ASTEI20_034663, ASTEI20_044651
OG0000635	ASIC011390	ASTEI20_033652, ASTEI20_040942
OG0000636	ASIC018863	ASTEI20_036562
OG0000636	ASIC018864	ASTEI20_041621
OG0000637	ASIC014475	ASTEI20_033096
OG0000637	ASIC014478, ASIC014477	ASTEI20_034420
OG0000638	ASIC015263	ASTEI20_043693
OG0000638	ASIC012121	ASTEI20_032313
OG0000639	ASIC003698	ASTEI20_041346
OG0000639	ASIC003697	ASTEI20_035907
OG0000640	ASIC011609	ASTEI20_033633
OG0000641	ASIC006689	ASTEI20_036755
OG0000642	ASIC013922	ASTEI20_037257
OG0000642	ASIC013935	ASTEI20_045150
OG0000643	ASIC011571, ASIC011572	ASTEI20_034280
OG0000644	ASIC015378, ASIC015379	ASTEI20_040015
OG0000645	ASIC012463	ASTEI20_044424
OG0000647	ASIC003824	ASTEI20_041470
OG0000647	ASIC003826	ASTEI20_045698
OG0000648	ASIC013609	ASTEI20_041830, ASTEI20_034191
OG0000649	ASIC020095, ASIC020093, ASIC020094	ASTEI20_043999
OG0000650	ASIC010159	ASTEI20_034631
OG0000651	ASIC017959	ASTEI20_044038, ASTEI20_041186
OG0000652	ASIC017015	ASTEI20_032794
OG0000653	ASIC009438	ASTEI20_035696
OG0000653	ASIC017682	ASTEI20_034748
OG0000654	ASIC019682	ASTEI20_042985
OG0000654	ASIC019681	ASTEI20_043626
OG0000655	ASIC003101	ASTEI20_039647
OG0000656	ASIC020766	ASTEI20_043798
OG0000657	ASIC002248	ASTEI20_037447
OG0000658	ASIC012368	ASTEI20_042425
OG0000659	ASIC004626	ASTEI20_040379
OG0000659	ASIC004625	ASTEI20_035025
OG0000660	ASIC002150	ASTEI20_033087, ASTEI20_034449, ASTEI20_045387, ASTEI20_037943, ASTEI20_043563, ASTEI20_034883, ASTEI20_039637, ASTEI20_042512
OG0000661	ASIC010596, ASIC020488	ASTEI20_045619, ASTEI20_043795, ASTEI20_041395
OG0000662	ASIC022183	ASTEI20_036989
OG0000662	ASIC022185, ASIC022186, ASIC022184	ASTEI20_038394
OG0000663	ASIC014312	ASTEI20_043505
OG0000663	ASIC014313	ASTEI20_036063
OG0000664	ASIC005888, ASIC005889	ASTEI20_030816
OG0000665	ASIC004570	ASTEI20_043790
OG0000665	ASIC004569	ASTEI20_040364
OG0000666	ASIC016904, ASIC016903, ASIC016901	ASTEI20_031715
OG0000667	ASIC008479	ASTEI20_035731
OG0000668	ASIC006798	ASTEI20_041617
OG0000668	ASIC006797	ASTEI20_040675
OG0000669	ASIC017202, ASIC017201	ASTEI20_045134
OG0000671	ASIC005035	ASTEI20_033489, ASTEI20_035422
OG0000672	ASIC008546	ASTEI20_042831
OG0000674	ASIC011907	ASTEI20_040597
OG0000675	ASIC009194	ASTEI20_036005
OG0000676	ASIC009273	ASTEI20_045253
OG0000677	ASIC013419	ASTEI20_046051
OG0000678	ASIC018598	ASTEI20_040632
OG0000678	ASIC018592	ASTEI20_034866
OG0000679	ASIC011060	ASTEI20_035762
OG0000679	ASIC011058	ASTEI20_041118
OG0000680	ASIC020500, ASIC020285	ASTEI20_031200
OG0000681	ASIC019611, ASIC019602	ASTEI20_039667
OG0000682	ASIC007710, ASIC001898	ASTEI20_046074, ASTEI20_037885
OG0000683	ASIC017317	ASTEI20_041410
OG0000683	ASIC009973	ASTEI20_033021
OG0000684	ASIC013707	ASTEI20_042093, ASTEI20_045238
OG0000687	ASIC008485, ASIC008467	ASTEI20_036644
OG0000689	ASIC019605	ASTEI20_038752
OG0000689	ASIC019604	ASTEI20_035935
OG0000689	ASIC019603	ASTEI20_040705, ASTEI20_037369
OG0000690	ASIC013747, ASIC005614	ASTEI20_034654
OG0000691	ASIC020901	ASTEI20_044310
OG0000691	ASIC020902, ASIC020649, ASIC020636	ASTEI20_045762
OG0000694	ASIC004226	ASTEI20_041192
OG0000698	ASIC002954	ASTEI20_031490
OG0000698	ASIC004743	ASTEI20_035667
