Orthogroup	AgambiaePEST	AsinensisChina
OG0000298	AGAP028749	ASIC019369
OG0000298	AGAP028751	ASIC019368
OG0000299	AGAP002521	ASIC010575
OG0000299	AGAP011852	ASIC018166, ASIC018167
OG0000300	AGAP006698	ASIC021618
OG0000302	AGAP007286	ASIC007798
OG0000302	AGAP007287	ASIC007799
OG0000303	AGAP002273	ASIC014829
OG0000303	AGAP002274	ASIC014831
OG0000304	AGAP008548, AGAP028011	ASIC009070
OG0000304	AGAP008547	ASIC009068
OG0000305	AGAP008813	ASIC008672
OG0000306	AGAP007964	ASIC017623
OG0000306	AGAP007965	ASIC015935, ASIC007588, ASIC017620
OG0000311	AGAP028531	ASIC002525
OG0000313	AGAP008456, AGAP008457, AGAP029423, AGAP008479, AGAP028098, AGAP008463, AGAP008453, AGAP008480, AGAP008452, AGAP008451, AGAP008461, AGAP008462	ASIC012083
OG0000314	AGAP028047, AGAP028119, AGAP028113, AGAP028191, AGAP028077, AGAP028089, AGAP008478, AGAP028126	ASIC006080
OG0000317	AGAP012969, AGAP004432, AGAP012872	ASIC020227
OG0000318	AGAP007879	ASIC003841, ASIC003842
OG0000318	AGAP007880	ASIC007449
OG0000318	AGAP007881	ASIC007448
OG0000319	AGAP008734	ASIC006535
OG0000319	AGAP005794	ASIC016269
OG0000320	AGAP010731	ASIC000161
OG0000320	AGAP010730	ASIC000162, ASIC000163, ASIC000164
OG0000321	AGAP028153, AGAP009056	ASIC020752
OG0000321	AGAP010766, AGAP010765	ASIC022307
OG0000324	AGAP008582	ASIC003860
OG0000324	AGAP028204	ASIC003861
OG0000324	AGAP008584	ASIC003858
OG0000325	AGAP007534	ASIC019850
OG0000325	AGAP013228	ASIC019849
OG0000326	AGAP003658	ASIC005793
OG0000326	AGAP012781	ASIC005792
OG0000327	AGAP009949	ASIC009969
OG0000328	AGAP011914, AGAP011913	ASIC018103
OG0000328	AGAP011912	ASIC018105
OG0000329	AGAP029555	ASIC007335
OG0000329	AGAP009460	ASIC007337
OG0000330	AGAP000989	ASIC005378
OG0000330	AGAP000988	ASIC005379
OG0000330	AGAP000987	ASIC005380
OG0000331	AGAP001264	ASIC011490
OG0000331	AGAP013078, AGAP013443	ASIC011489
OG0000332	AGAP013321	ASIC013992
OG0000332	AGAP001742	ASIC011150
OG0000332	AGAP002650	ASIC013991
OG0000333	AGAP007203	ASIC016706
OG0000334	AGAP009010	ASIC005880
OG0000336	AGAP006216	ASIC018899
OG0000336	AGAP029478	ASIC018901
OG0000336	AGAP006215	ASIC018897
OG0000340	AGAP000643, AGAP000642	ASIC007679
OG0000340	AGAP000641, AGAP000644	ASIC007681, ASIC007678
OG0000341	AGAP008071, AGAP008070	ASIC006932
OG0000341	AGAP028712, AGAP029833, AGAP028714, AGAP028715, AGAP028720, AGAP029832, AGAP028593	ASIC006934, ASIC006933
OG0000345	AGAP010046, AGAP029395, AGAP010047	ASIC003978
OG0000346	AGAP003197, AGAP003195	ASIC000815
OG0000346	AGAP001097	ASIC021948
OG0000347	AGAP029724	ASIC000181
OG0000348	AGAP029288	ASIC015321
OG0000348	AGAP010900, AGAP010901	ASIC015322, ASIC015323
OG0000349	AGAP005912	ASIC012256, ASIC012253
OG0000349	AGAP005913	ASIC012252
OG0000350	AGAP005613	ASIC002433
OG0000351	AGAP029490	ASIC011933
OG0000351	AGAP011561	ASIC011922
OG0000352	AGAP003702	ASIC020939
OG0000352	AGAP003703	ASIC020938
OG0000353	AGAP006016	ASIC000954, ASIC011663
OG0000353	AGAP006015	ASIC011664
OG0000354	AGAP004115	ASIC012572
OG0000354	AGAP004116	ASIC012573
OG0000354	AGAP001628	ASIC010034
OG0000354	AGAP013268	ASIC010035
OG0000355	AGAP010402	ASIC013915
OG0000356	AGAP004785	ASIC014973
OG0000356	AGAP013350, AGAP004200	ASIC007049
OG0000357	AGAP001618	ASIC012551
OG0000357	AGAP001619	ASIC012549
OG0000360	AGAP011974	ASIC014813, ASIC014814
OG0000360	AGAP011975	ASIC014817
OG0000361	AGAP012604, AGAP004133	ASIC018213
OG0000362	AGAP009194	ASIC006698, ASIC020699
OG0000362	AGAP009195	ASIC020698
OG0000363	AGAP007055	ASIC018523
OG0000363	AGAP007054	ASIC018524
OG0000364	AGAP007140	ASIC016659
OG0000364	AGAP007139	ASIC016658
OG0000365	AGAP008684	ASIC002632
OG0000365	AGAP008686	ASIC002635
OG0000365	AGAP008685	ASIC002634
OG0000366	AGAP013192, AGAP003354	ASIC009439
OG0000367	AGAP005371, AGAP005370	ASIC016760
OG0000367	AGAP005373, AGAP005372	ASIC016759
OG0000368	AGAP004528	ASIC021920
OG0000369	AGAP008569	ASIC009381
OG0000369	AGAP008563	ASIC009390
OG0000370	AGAP009256	ASIC017718
OG0000370	AGAP001169	ASIC011451
OG0000371	AGAP006382	ASIC016594
OG0000371	AGAP006381	ASIC016597
OG0000371	AGAP006378	ASIC016605
OG0000372	AGAP029891	ASIC009507, ASIC009504
OG0000372	AGAP000696	ASIC009508
OG0000378	AGAP007036, AGAP007033, AGAP007035	ASIC016652, ASIC018568, ASIC018560, ASIC000891, ASIC008705, ASIC018569, ASIC021178
OG0000379	AGAP029728	ASIC000101
OG0000379	AGAP029729, AGAP029730, AGAP029727, AGAP029731, AGAP010980	ASIC000098, ASIC000100, ASIC000095, ASIC000096, ASIC000097, ASIC002473, ASIC002465, ASIC000099
OG0000380	AGAP003259, AGAP012713, AGAP003260	ASIC009217
OG0000381	AGAP029758	ASIC017769
OG0000382	AGAP010399	ASIC013910
OG0000382	AGAP010398	ASIC013908
OG0000383	AGAP002748	ASIC008776
OG0000383	AGAP012252	ASIC022329
OG0000384	AGAP029196	ASIC002781
OG0000384	AGAP029197	ASIC001183, ASIC002780
OG0000386	AGAP005985	ASIC011708
OG0000386	AGAP005986	ASIC011707
OG0000386	AGAP005984	ASIC011709
OG0000387	AGAP004912	ASIC016161
OG0000387	AGAP005652	ASIC012957
OG0000388	AGAP001717, AGAP013493	ASIC013800, ASIC013799, ASIC013798
OG0000389	AGAP006745	ASIC019090
OG0000389	AGAP006744	ASIC019091
OG0000390	AGAP004740	ASIC021882, ASIC011284
OG0000391	AGAP002331	ASIC015117, ASIC015116
OG0000391	AGAP012302	ASIC017801
OG0000392	AGAP013404	ASIC014072
OG0000392	AGAP013054	ASIC014074
OG0000392	AGAP002838	ASIC014073
OG0000393	AGAP012467, AGAP001775	ASIC007949
OG0000394	AGAP005237	ASIC021259
OG0000394	AGAP005238	ASIC021258
OG0000395	AGAP029448	ASIC009958
OG0000395	AGAP000965	ASIC006771
OG0000396	AGAP009100	ASIC002672
OG0000396	AGAP009098	ASIC002671
OG0000397	AGAP029500	ASIC014575
OG0000397	AGAP029451	ASIC008278
OG0000398	AGAP005453, AGAP005454	ASIC003105
OG0000399	AGAP004900	ASIC019199
OG0000399	AGAP006539	ASIC019531
OG0000400	AGAP005113	ASIC014917
OG0000400	AGAP006806	ASIC019623
OG0000401	AGAP003114	ASIC005455
OG0000401	AGAP011166	ASIC004773
OG0000402	AGAP000475, AGAP029224	ASIC016791, ASIC017093
OG0000403	AGAP000653	ASIC017017
OG0000403	AGAP005557	ASIC018806
OG0000404	AGAP028613	ASIC005999
OG0000404	AGAP010562	ASIC005998
OG0000405	AGAP005707	ASIC015146
OG0000405	AGAP005706	ASIC015147
OG0000407	AGAP012111	ASIC017969
OG0000407	AGAP011402	ASIC017965
OG0000408	AGAP005166	ASIC012313
OG0000408	AGAP005167	ASIC012311
OG0000409	AGAP029901, AGAP008720	ASIC006513
OG0000409	AGAP008721	ASIC006515
OG0000411	AGAP001510	ASIC013281
OG0000412	AGAP001022	ASIC020401, ASIC020400, ASIC020403
OG0000413	AGAP006717	ASIC019161, ASIC019163, ASIC019162
OG0000413	AGAP006716	ASIC019164
OG0000414	AGAP000689	ASIC009497
OG0000414	AGAP028186	ASIC014159, ASIC014156
OG0000414	AGAP008923	ASIC014158
OG0000414	AGAP008922	ASIC014155
OG0000416	AGAP007156	ASIC019239
OG0000416	AGAP005787	ASIC016876
OG0000417	AGAP001672	ASIC015685
OG0000417	AGAP010435	ASIC011176
OG0000421	AGAP001989	ASIC004562
OG0000421	AGAP001988	ASIC015063
OG0000424	AGAP000437, AGAP013319, AGAP013175, AGAP013080, AGAP013421, AGAP013308	ASIC006202, ASIC006235, ASIC006213
OG0000425	AGAP010908, AGAP010903, AGAP010904, AGAP010906, AGAP010905, AGAP010907	ASIC015316, ASIC015317, ASIC015314, ASIC015315
OG0000428	AGAP000226	ASIC006206
OG0000429	AGAP001969	ASIC004595
OG0000429	AGAP002599	ASIC004594
OG0000430	AGAP012621, AGAP012622	ASIC016909
OG0000431	AGAP004004	ASIC010039
OG0000432	AGAP012644, AGAP010004	ASIC008599
OG0000432	AGAP009017	ASIC005905
OG0000433	AGAP002460	ASIC021068
OG0000433	AGAP013297	ASIC021074
OG0000434	AGAP006275	ASIC018734, ASIC018736, ASIC018738, ASIC018733
OG0000435	AGAP011294	ASIC005962
OG0000436	AGAP029719	ASIC019967
OG0000437	AGAP002977	ASIC002921
OG0000437	AGAP002975	ASIC002923
OG0000438	AGAP013216, AGAP002976	ASIC002922
OG0000439	AGAP012585, AGAP007972	ASIC017605
OG0000439	AGAP007974	ASIC017590
OG0000440	AGAP003121	ASIC013302
OG0000440	AGAP003120, AGAP012726	ASIC013280
OG0000441	AGAP006406	ASIC000926, ASIC007475, ASIC000925, ASIC007491, ASIC002994
OG0000441	AGAP013127	ASIC005125
OG0000443	AGAP003718	ASIC020916
OG0000443	AGAP006629	ASIC019892
OG0000445	AGAP029627	ASIC015511
OG0000445	AGAP011449	ASIC015510
OG0000446	AGAP006487	ASIC017399
OG0000446	AGAP006485	ASIC017397
OG0000447	AGAP008201	ASIC003833
OG0000447	AGAP029240	ASIC003829
OG0000448	AGAP007675	ASIC003765
OG0000448	AGAP003271	ASIC012623
OG0000449	AGAP000731	ASIC003960
OG0000449	AGAP010391	ASIC005404
OG0000450	AGAP009201	ASIC020787
OG0000450	AGAP009200	ASIC020791
OG0000451	AGAP000847	ASIC016917, ASIC016922
OG0000451	AGAP013457	ASIC003595
OG0000452	AGAP013186	ASIC009849, ASIC020091, ASIC009840, ASIC009847, ASIC020090, ASIC009848, ASIC009850
OG0000453	AGAP011247	ASIC003644
OG0000453	AGAP012669, AGAP010063	ASIC012850, ASIC012851
OG0000454	AGAP009342	ASIC006736
OG0000455	AGAP006770	ASIC019673
OG0000455	AGAP011180	ASIC004791
OG0000456	AGAP006019	ASIC011658
OG0000456	AGAP008962	ASIC020729
OG0000457	AGAP001659	ASIC015718
OG0000457	AGAP001657	ASIC015722
OG0000458	AGAP009246	ASIC017734
OG0000458	AGAP009241, AGAP009240	ASIC017741
OG0000460	AGAP002578	ASIC022001
OG0000460	AGAP002577	ASIC021718
OG0000461	AGAP000449	ASIC006228
OG0000461	AGAP000452	ASIC006229
OG0000462	AGAP028721	ASIC019364
OG0000465	AGAP004655	ASIC014237
OG0000466	AGAP029870	ASIC004777
OG0000466	AGAP029548	ASIC017831
OG0000471	AGAP011978, AGAP011991, AGAP011989, AGAP011979, AGAP011990	ASIC014821, ASIC014823
OG0000472	AGAP008579	ASIC005313, ASIC003870, ASIC003865, ASIC003869, ASIC005315, ASIC003863
OG0000472	AGAP008580	ASIC003864, ASIC003867
OG0000473	AGAP013282, AGAP029167, AGAP010899	ASIC016008, ASIC000169
OG0000473	AGAP013327, AGAP029194, AGAP029195	ASIC000170
OG0000476	AGAP003256	ASIC009230
OG0000476	AGAP003255	ASIC009231
OG0000477	AGAP013466	ASIC000652
OG0000477	AGAP003482	ASIC000651
OG0000478	AGAP009965	ASIC002617
OG0000479	AGAP001766	ASIC004164
OG0000480	AGAP011641	ASIC020530
OG0000481	AGAP005612	ASIC002432
OG0000481	AGAP005610	ASIC008638, ASIC002429
OG0000482	AGAP009381	ASIC006605
OG0000482	AGAP009385	ASIC006582
OG0000483	AGAP007811	ASIC003173
OG0000484	AGAP010151	ASIC017359
OG0000484	AGAP007828	ASIC001455
OG0000485	AGAP008061	ASIC006949
OG0000485	AGAP008060	ASIC006858, ASIC006950
OG0000486	AGAP011729	ASIC016975
OG0000486	AGAP001183	ASIC011434
OG0000487	AGAP008490	ASIC006102
OG0000487	AGAP000473	ASIC017111
OG0000488	AGAP028173	ASIC009315
OG0000488	AGAP029973	ASIC009314
OG0000488	AGAP029974	ASIC009312
OG0000489	AGAP000218	ASIC004414
OG0000489	AGAP000217	ASIC004437
OG0000490	AGAP012106, AGAP012081	ASIC018244
OG0000490	AGAP029205	ASIC018249
OG0000491	AGAP003322	ASIC008922
OG0000491	AGAP002652	ASIC013988
OG0000492	AGAP000225	ASIC006208
OG0000492	AGAP000228	ASIC006198
OG0000493	AGAP002125, AGAP002126	ASIC005328
OG0000494	AGAP008898	ASIC010787
OG0000495	AGAP007851	ASIC012829
OG0000495	AGAP013771	ASIC012830
OG0000496	AGAP029684, AGAP012605, AGAP029683	ASIC006139
OG0000497	AGAP028501	ASIC003415
OG0000498	AGAP010973	ASIC000092
OG0000498	AGAP010974	ASIC000091
OG0000499	AGAP006782	ASIC019661
OG0000499	AGAP002358	ASIC005520
OG0000500	AGAP000399	ASIC010264
OG0000500	AGAP006668	ASIC015176
OG0000501	AGAP010828, AGAP010829, AGAP010827, AGAP010826	ASIC010971, ASIC013654, ASIC010970
OG0000502	AGAP010734	ASIC000171
OG0000502	AGAP010810	ASIC003404
OG0000503	AGAP028471, AGAP013020, AGAP001707	ASIC004851
OG0000504	AGAP001695	ASIC002831
OG0000504	AGAP029662	ASIC005768
OG0000505	AGAP007073, AGAP007070, AGAP007072, AGAP007071, AGAP007074, AGAP012821	ASIC016895, ASIC016894
OG0000506	AGAP006486	ASIC017398
OG0000506	AGAP011608	ASIC017513
OG0000507	AGAP008487	ASIC006096
OG0000507	AGAP004054	ASIC008822
OG0000508	AGAP006182	ASIC018971
OG0000508	AGAP006178	ASIC018968
OG0000509	AGAP006370	ASIC016623
OG0000509	AGAP006369	ASIC016624
OG0000510	AGAP000973	ASIC006783
OG0000511	AGAP006343, AGAP006342	ASIC018684, ASIC018683
OG0000512	AGAP001033	ASIC017133
OG0000514	AGAP003578	ASIC020694
OG0000514	AGAP009944	ASIC009980
OG0000515	AGAP003487	ASIC006036
OG0000515	AGAP013419	ASIC006038
OG0000516	AGAP003586	ASIC004630
OG0000516	AGAP013333	ASIC004631
OG0000517	AGAP004263, AGAP012703, AGAP004262	ASIC020109
OG0000518	AGAP007676	ASIC003764
OG0000519	AGAP006385	ASIC016591
OG0000520	AGAP009090	ASIC006463
OG0000520	AGAP009091	ASIC006464
OG0000521	AGAP007406	ASIC019716
OG0000522	AGAP010186	ASIC007537
OG0000522	AGAP010184	ASIC007522
OG0000523	AGAP004369	ASIC005435
OG0000523	AGAP004577	ASIC009124
OG0000524	AGAP005952	ASIC015079
OG0000524	AGAP005951	ASIC015078
OG0000525	AGAP007440	ASIC019757
OG0000526	AGAP000361	ASIC004001
OG0000526	AGAP010269	ASIC013447
OG0000527	AGAP004223	ASIC006188
OG0000527	AGAP004222	ASIC006184
OG0000528	AGAP006536	ASIC019523
OG0000528	AGAP006540	ASIC019533
OG0000532	AGAP010531, AGAP006914	ASIC018851, ASIC018842
OG0000534	AGAP008732	ASIC006533
OG0000534	AGAP028052	ASIC006534
OG0000535	AGAP007918, AGAP013758	ASIC007433, ASIC007432
OG0000536	AGAP007134	ASIC018664
OG0000536	AGAP011848	ASIC018175
OG0000537	AGAP009869	ASIC012036
OG0000538	AGAP013071	ASIC013828
OG0000538	AGAP003049	ASIC013827
OG0000539	AGAP003055, AGAP003054, AGAP013396, AGAP012758, AGAP003053	ASIC008347
OG0000540	AGAP001027	ASIC006350
OG0000541	AGAP008976	ASIC020746
OG0000541	AGAP007800	ASIC016037
OG0000542	AGAP003783	ASIC009920
OG0000542	AGAP003782	ASIC004304
OG0000543	AGAP029776	ASIC004786
OG0000543	AGAP029777	ASIC004787
OG0000544	AGAP003796	ASIC009116
OG0000546	AGAP000075	ASIC005135
OG0000546	AGAP013356	ASIC005132
OG0000547	AGAP010354	ASIC015901
OG0000548	AGAP000570	ASIC003926
OG0000549	AGAP005981	ASIC011717
OG0000549	AGAP000008	ASIC000602
OG0000550	AGAP006913	ASIC018855
OG0000551	AGAP013146	ASIC020945
OG0000551	AGAP013188, AGAP013393, AGAP013255, AGAP012745	ASIC020944
OG0000553	AGAP006055	ASIC012929
OG0000554	AGAP001184, AGAP013501	ASIC011433
OG0000556	AGAP008553	ASIC008292
OG0000556	AGAP013224	ASIC008295
OG0000557	AGAP003231, AGAP000170	ASIC016139, ASIC016141, ASIC020362
OG0000558	AGAP003133	ASIC021641
OG0000558	AGAP000787	ASIC005215
OG0000559	AGAP001962	ASIC004610
OG0000560	AGAP007460	ASIC019767
OG0000560	AGAP000546	ASIC010256
OG0000561	AGAP005928	ASIC012229
OG0000561	AGAP005929	ASIC001853
OG0000562	AGAP005035	ASIC019233
OG0000562	AGAP005034	ASIC019235
OG0000563	AGAP003494	ASIC003207
OG0000563	AGAP003493	ASIC003208
OG0000564	AGAP009587	ASIC002237, ASIC002236
OG0000565	AGAP013199	ASIC009122
OG0000565	AGAP000721	ASIC009643
OG0000566	AGAP011220	ASIC012715
OG0000566	AGAP011219	ASIC012709
OG0000567	AGAP006868	ASIC013727
OG0000568	AGAP006958, AGAP006961, AGAP006959	ASIC016809, ASIC016808
OG0000569	AGAP002511	ASIC000871
OG0000570	AGAP003302	ASIC020442, ASIC009758
OG0000570	AGAP012952, AGAP004243	ASIC001573, ASIC009759
OG0000571	AGAP004860	ASIC009155
OG0000572	AGAP012528, AGAP004813	ASIC009149
OG0000573	AGAP001028	ASIC017361
OG0000574	AGAP009926	ASIC014642
OG0000574	AGAP012737, AGAP009927	ASIC014643
OG0000576	AGAP013520	ASIC009681
OG0000576	AGAP013172	ASIC009682
OG0000577	AGAP013128	ASIC003129
OG0000577	AGAP002862	ASIC003128
OG0000579	AGAP006150, AGAP007148	ASIC019246
OG0000579	AGAP001329	ASIC004749
OG0000581	AGAP005002	ASIC016520
OG0000581	AGAP005001	ASIC016521
OG0000582	AGAP029049	ASIC022080
OG0000583	AGAP007558, AGAP007557	ASIC002495
OG0000584	AGAP011712	ASIC014523
OG0000585	AGAP005698	ASIC012897
OG0000586	AGAP013019, AGAP004005	ASIC010040
OG0000588	AGAP003524	ASIC011987
OG0000588	AGAP003523	ASIC011985
OG0000595	AGAP013253	ASIC016309
OG0000601	AGAP011807, AGAP011806	ASIC017779, ASIC015260, ASIC017781, ASIC017780, ASIC017783, ASIC017778, ASIC017777
OG0000606	AGAP003350	ASIC009431
OG0000608	AGAP029663	ASIC007277
OG0000608	AGAP029476	ASIC007273, ASIC007276
OG0000609	AGAP009176	ASIC006672
OG0000610	AGAP005602	ASIC002451
OG0000611	AGAP007588	ASIC016343
OG0000613	AGAP002811	ASIC011367
OG0000613	AGAP002813	ASIC011361
OG0000614	AGAP006788	ASIC019653
OG0000615	AGAP005941	ASIC015189
OG0000615	AGAP005942	ASIC015191
OG0000616	AGAP029794	ASIC019016
OG0000618	AGAP000953, AGAP002395	ASIC011972, ASIC007617
OG0000619	AGAP003929, AGAP003928	ASIC014716
OG0000620	AGAP009872, AGAP009873	ASIC012033
OG0000621	AGAP008850	ASIC010689
OG0000621	AGAP000851	ASIC016929
OG0000622	AGAP010328	ASIC005585
OG0000623	AGAP011665	ASIC005025
OG0000623	AGAP011921	ASIC018080
OG0000624	AGAP003846, AGAP003845	ASIC003474
OG0000625	AGAP001376	ASIC012166
OG0000625	AGAP001377	ASIC012167
OG0000626	AGAP013181	ASIC006348
OG0000626	AGAP001026	ASIC006347
OG0000627	AGAP029992	ASIC015345, ASIC015349
OG0000627	AGAP029636	ASIC015335
OG0000628	AGAP010110	ASIC010145, ASIC010153
OG0000630	AGAP011051	ASIC015202
OG0000630	AGAP011068, AGAP011066	ASIC019468
OG0000631	AGAP008340	ASIC013517
OG0000632	AGAP002346	ASIC006603, ASIC017016
OG0000633	AGAP000401	ASIC010261
OG0000633	AGAP012656, AGAP005066	ASIC018590
OG0000634	AGAP000732, AGAP004350	ASIC020589
OG0000635	AGAP001201	ASIC011390
OG0000636	AGAP006907	ASIC018863
OG0000636	AGAP006906	ASIC018864
OG0000637	AGAP011095	ASIC014475
OG0000637	AGAP011094	ASIC014478, ASIC014477
OG0000638	AGAP010489	ASIC015263
OG0000638	AGAP009629	ASIC012121
OG0000639	AGAP007650	ASIC003698
OG0000639	AGAP007651	ASIC003697
OG0000640	AGAP005972	ASIC011609
OG0000641	AGAP009185	ASIC006689
OG0000641	AGAP009187	ASIC006690
OG0000642	AGAP004317	ASIC013922
OG0000642	AGAP004318	ASIC013935
OG0000643	AGAP001117	ASIC011571, ASIC011572
OG0000644	AGAP029764	ASIC015378
OG0000644	AGAP029763	ASIC015379
OG0000645	AGAP005459	ASIC012463
OG0000647	AGAP007665	ASIC003824
OG0000647	AGAP007663	ASIC003826
OG0000648	AGAP008370, AGAP008371	ASIC013609
OG0000649	AGAP004015	ASIC020095, ASIC020093, ASIC020094
OG0000650	AGAP012849, AGAP010132	ASIC010159
OG0000651	AGAP012216, AGAP012217	ASIC017959
OG0000652	AGAP000654	ASIC017015
OG0000653	AGAP008109	ASIC017682
OG0000654	AGAP007371	ASIC019682
OG0000654	AGAP007372	ASIC019681
OG0000655	AGAP006095	ASIC003101
OG0000656	AGAP009212	ASIC020766
OG0000656	AGAP009213	ASIC020763
OG0000657	AGAP029977	ASIC002248
OG0000658	AGAP002241	ASIC012368
OG0000658	AGAP002240	ASIC012369
OG0000659	AGAP003582	ASIC004626
OG0000659	AGAP003581	ASIC004625
OG0000660	AGAP003896, AGAP003897	ASIC002150
OG0000661	AGAP006891, AGAP000794	ASIC010596, ASIC020488
OG0000662	AGAP010854	ASIC022183
OG0000662	AGAP029297	ASIC022185, ASIC022186, ASIC022184
OG0000663	AGAP013218	ASIC014312
OG0000663	AGAP004636, AGAP029800	ASIC014313
OG0000664	AGAP009014	ASIC005889
OG0000665	AGAP001983	ASIC004570
OG0000665	AGAP013533	ASIC004569
OG0000666	AGAP029109	ASIC016904, ASIC016903, ASIC016901
OG0000667	AGAP010882	ASIC008479
OG0000668	AGAP000211	ASIC006798
OG0000668	AGAP000210	ASIC006797
OG0000669	AGAP009803	ASIC017202
OG0000669	AGAP009804	ASIC017201
OG0000671	AGAP011667	ASIC005036, ASIC005042, ASIC005041
OG0000671	AGAP011666	ASIC005035
OG0000672	AGAP008823, AGAP008824, AGAP008825	ASIC008550
OG0000672	AGAP028559	ASIC008546
OG0000673	AGAP010024	ASIC020840
OG0000673	AGAP029234	ASIC004282
OG0000674	AGAP011555	ASIC011893
OG0000674	AGAP011554	ASIC011909, ASIC011907
OG0000675	AGAP029530	ASIC009194
OG0000676	AGAP003757	ASIC009273
OG0000677	AGAP010245	ASIC013419
OG0000678	AGAP005069	ASIC018598
OG0000678	AGAP005068	ASIC018592
OG0000679	AGAP005528	ASIC011060
OG0000679	AGAP005529	ASIC011058
OG0000680	AGAP000294	ASIC020285
OG0000681	AGAP029337	ASIC019611
OG0000681	AGAP029350	ASIC019602
OG0000682	AGAP003137, AGAP000668	ASIC007710, ASIC001898
OG0000683	AGAP009947	ASIC009973
OG0000684	AGAP011076, AGAP012107	ASIC013707
OG0000686	AGAP002207, AGAP009696, AGAP002205	ASIC011737, ASIC010843
OG0000687	AGAP029253, AGAP010934, AGAP011697, AGAP029349	ASIC008485, ASIC008467
OG0000689	AGAP006813	ASIC019604
OG0000689	AGAP028659, AGAP028658	ASIC019603
OG0000690	AGAP029227, AGAP029229	ASIC013747, ASIC005614
OG0000690	AGAP029233	ASIC005613, ASIC013757, ASIC013751, ASIC013754, ASIC013745, ASIC005615, ASIC005616
OG0000691	AGAP028703	ASIC020901
OG0000691	AGAP029938, AGAP028700, AGAP028701, AGAP028702	ASIC020902, ASIC020649, ASIC020636
OG0000694	AGAP029165, AGAP029160, AGAP029200, AGAP006691, AGAP029152, AGAP029159, AGAP029202	ASIC004226
OG0000698	AGAP004465	ASIC002954
OG0000698	AGAP004466	ASIC004743
OG0000699	AGAP009233	ASIC010756
OG0000700	AGAP012386	ASIC015382
OG0000701	AGAP029980	ASIC015884
OG0000701	AGAP012414	ASIC017991
OG0000703	AGAP004157, AGAP012761, AGAP004156	ASIC021784
OG0000704	AGAP012513, AGAP012514	ASIC012649
OG0000705	AGAP005318	ASIC012203
OG0000706	AGAP002464	ASIC021044
OG0000707	AGAP006439	ASIC001005, ASIC001006, ASIC001004
OG0000708	AGAP000591	ASIC007091
OG0000709	AGAP000391	ASIC016024, ASIC009545
OG0000710	AGAP000025, AGAP001360	ASIC017105
OG0000711	AGAP012324	ASIC018376
OG0000711	AGAP012323	ASIC018377
OG0000712	AGAP028037	ASIC009318
OG0000712	AGAP010470	ASIC009317
OG0000713	AGAP005327	ASIC000957
OG0000714	AGAP002620	ASIC013805
OG0000715	AGAP003272	ASIC012621
OG0000715	AGAP002980	ASIC002919
OG0000716	AGAP012882, AGAP003787	ASIC009916
OG0000716	AGAP003786	ASIC009915
OG0000717	AGAP009692, AGAP009691	ASIC002030
OG0000718	AGAP029667	ASIC011829, ASIC011830
OG0000720	AGAP003676	ASIC003556
OG0000721	AGAP003713, AGAP011630	ASIC020534
OG0000722	AGAP002639	ASIC022221
OG0000723	AGAP003314	ASIC014878
OG0000723	AGAP001130	ASIC011561
OG0000724	AGAP006833, AGAP006832	ASIC013777
OG0000725	AGAP006388	ASIC007620, ASIC002939, ASIC006218, ASIC005285
OG0000726	AGAP004258	ASIC020143, ASIC006866, ASIC020142
OG0000727	AGAP028525	ASIC011928, ASIC011923
OG0000728	AGAP005804, AGAP000662	ASIC004841, ASIC020452
OG0000729	AGAP009572, AGAP000541	ASIC010226, ASIC012775
OG0000730	AGAP010591	ASIC017919
OG0000731	AGAP000923	ASIC009453
