Orthogroup	AgambiaePEST	AstephensiUCISS2018
OG0000166	AGAP006048	ASTEI20_035217, ASTEI20_037831
OG0000166	AGAP006049	ASTEI20_038043, ASTEI20_041976
OG0000166	AGAP006047	ASTEI20_044786, ASTEI20_042832
OG0000171	AGAP011348	ASTEI20_039067
OG0000171	AGAP011347	ASTEI20_037136
OG0000172	AGAP011613	ASTEI20_034185
OG0000172	AGAP011609	ASTEI20_042714
OG0000172	AGAP011618	ASTEI20_033958
OG0000173	AGAP029928	ASTEI20_042047
OG0000173	AGAP029927	ASTEI20_033562
OG0000173	AGAP010764	ASTEI20_034429
OG0000174	AGAP006722	ASTEI20_038604
OG0000174	AGAP000694	ASTEI20_035066
OG0000174	AGAP000693	ASTEI20_042620
OG0000176	AGAP028564	ASTEI20_044810, ASTEI20_037968, ASTEI20_043036, ASTEI20_044465
OG0000180	AGAP008448	ASTEI20_032174
OG0000181	AGAP006078, AGAP006079	ASTEI20_039654
OG0000181	AGAP006075	ASTEI20_035911
OG0000182	AGAP003722, AGAP012784	ASTEI20_034555
OG0000182	AGAP003720	ASTEI20_041278
OG0000182	AGAP003721	ASTEI20_034958
OG0000183	AGAP002979	ASTEI20_031719
OG0000183	AGAP002423	ASTEI20_046015, ASTEI20_044856
OG0000183	AGAP002973	ASTEI20_038174
OG0000184	AGAP009519	ASTEI20_033069
OG0000184	AGAP009520	ASTEI20_037581
OG0000185	AGAP029203, AGAP010657	ASTEI20_042706, ASTEI20_031403
OG0000185	AGAP005768	ASTEI20_032807, ASTEI20_034055
OG0000187	AGAP002905	ASTEI20_038550
OG0000188	AGAP004855	ASTEI20_038409
OG0000189	AGAP003711	ASTEI20_035278
OG0000189	AGAP001588, AGAP012818	ASTEI20_043379, ASTEI20_036958
OG0000189	AGAP001587	ASTEI20_033773, ASTEI20_043697
OG0000190	AGAP029641	ASTEI20_031858
OG0000190	AGAP008320	ASTEI20_037310
OG0000190	AGAP009683	ASTEI20_033651
OG0000191	AGAP005966	ASTEI20_035041
OG0000191	AGAP005967	ASTEI20_031723
OG0000191	AGAP005968	ASTEI20_032678
OG0000191	AGAP005969	ASTEI20_037932
OG0000192	AGAP008588	ASTEI20_041022
OG0000192	AGAP002152	ASTEI20_033456
OG0000192	AGAP000962	ASTEI20_038790
OG0000193	AGAP002022	ASTEI20_035925, ASTEI20_034914, ASTEI20_032918, ASTEI20_041607
OG0000194	AGAP009540, AGAP009541, AGAP012649	ASTEI20_032207
OG0000194	AGAP012263	ASTEI20_033379
OG0000196	AGAP008557	ASTEI20_042814
OG0000200	AGAP011195	ASTEI20_040182
OG0000200	AGAP011194	ASTEI20_032444
OG0000200	AGAP002325	ASTEI20_035878
OG0000201	AGAP006207	ASTEI20_037723
OG0000201	AGAP006208	ASTEI20_036827
OG0000201	AGAP006209	ASTEI20_041981
OG0000202	AGAP000414	ASTEI20_033661
OG0000202	AGAP000288	ASTEI20_044437
OG0000202	AGAP000289	ASTEI20_045852
OG0000203	AGAP029591	ASTEI20_034151
OG0000203	AGAP029307	ASTEI20_037199
OG0000203	AGAP028615	ASTEI20_036473
OG0000204	AGAP006911	ASTEI20_033339
OG0000204	AGAP006909	ASTEI20_044531
OG0000205	AGAP029783, AGAP012696	ASTEI20_031920
OG0000205	AGAP009551, AGAP012673, AGAP009553, AGAP012672, AGAP009552	ASTEI20_040473
OG0000206	AGAP008630, AGAP028029	ASTEI20_039018
OG0000206	AGAP008627	ASTEI20_045728
OG0000207	AGAP001002, AGAP010637, AGAP000999, AGAP029166, AGAP013027, AGAP010669, AGAP010636, AGAP010634, AGAP001004	ASTEI20_034853
OG0000208	AGAP011183	ASTEI20_045322
OG0000208	AGAP011184	ASTEI20_034058
OG0000209	AGAP011893	ASTEI20_042301
OG0000210	AGAP011432, AGAP029292, AGAP029324, AGAP029065	ASTEI20_043190
OG0000210	AGAP029748, AGAP029117, AGAP011431, AGAP029749, AGAP029750, AGAP029747, AGAP008891	ASTEI20_037248, ASTEI20_039456
OG0000216	AGAP028733, AGAP028664	ASTEI20_042509
OG0000216	AGAP028734, AGAP028691, AGAP028692, AGAP028663	ASTEI20_032966
OG0000216	AGAP004913, AGAP004941, AGAP008170, AGAP028735	ASTEI20_042064
OG0000216	AGAP028738, AGAP028737	ASTEI20_039377
OG0000217	AGAP012963	ASTEI20_040200
OG0000217	AGAP000310	ASTEI20_036703
OG0000217	AGAP003365	ASTEI20_044284
OG0000218	AGAP008054	ASTEI20_038944
OG0000218	AGAP008052	ASTEI20_043383
OG0000218	AGAP008051	ASTEI20_039263
OG0000219	AGAP005907	ASTEI20_041844
OG0000219	AGAP000907	ASTEI20_035108
OG0000220	AGAP013260	ASTEI20_035755
OG0000220	AGAP013120	ASTEI20_044035
OG0000220	AGAP002457	ASTEI20_037745
OG0000221	AGAP007990	ASTEI20_038135
OG0000221	AGAP006775	ASTEI20_037201
OG0000222	AGAP028196	ASTEI20_035055
OG0000222	AGAP010241	ASTEI20_041199
OG0000223	AGAP001185	ASTEI20_037771
OG0000223	AGAP013403	ASTEI20_033245
OG0000223	AGAP001965	ASTEI20_037160
OG0000223	AGAP001966	ASTEI20_031096
OG0000223	AGAP013429	ASTEI20_036943
OG0000224	AGAP013463	ASTEI20_038501
OG0000225	AGAP003067	ASTEI20_040100
OG0000225	AGAP003066	ASTEI20_037793
OG0000225	AGAP003065	ASTEI20_038611
OG0000226	AGAP002446	ASTEI20_034161
OG0000226	AGAP012970	ASTEI20_044426, ASTEI20_037857
OG0000226	AGAP002447	ASTEI20_036968, ASTEI20_035152
OG0000228	AGAP007412	ASTEI20_040141
OG0000228	AGAP007409, AGAP007408	ASTEI20_041679
OG0000228	AGAP000871, AGAP007411	ASTEI20_034891
OG0000229	AGAP003236	ASTEI20_046124
OG0000229	AGAP002137	ASTEI20_032722
OG0000229	AGAP002008	ASTEI20_037602
OG0000230	AGAP028050, AGAP008670, AGAP008671	ASTEI20_034005
OG0000231	AGAP006013	ASTEI20_040405
OG0000231	AGAP006012	ASTEI20_043476
OG0000232	AGAP005657, AGAP012667, AGAP005660	ASTEI20_044096, ASTEI20_038687, ASTEI20_044010, ASTEI20_040318
OG0000232	AGAP005656	ASTEI20_040000, ASTEI20_042206
OG0000233	AGAP001190	ASTEI20_041338
OG0000233	AGAP001199	ASTEI20_038872
OG0000234	AGAP007802	ASTEI20_043253
OG0000234	AGAP007808	ASTEI20_031455
OG0000234	AGAP007803	ASTEI20_040171
OG0000235	AGAP013372, AGAP000706, AGAP013152, AGAP012911, AGAP012124	ASTEI20_044011
OG0000236	AGAP001202	ASTEI20_036868
OG0000237	AGAP003501	ASTEI20_039839
OG0000237	AGAP003500	ASTEI20_031027
OG0000244	AGAP009715, AGAP009722, AGAP009717, AGAP028644, AGAP009716, AGAP009723, AGAP009711	ASTEI20_035715
OG0000244	AGAP029589	ASTEI20_040830
OG0000245	AGAP002360	ASTEI20_043968
OG0000245	AGAP002359	ASTEI20_037895
OG0000245	AGAP013402	ASTEI20_036396
OG0000246	AGAP012702, AGAP004173	ASTEI20_041860
OG0000246	AGAP004383	ASTEI20_034647
OG0000246	AGAP004382	ASTEI20_037168
OG0000246	AGAP012838, AGAP004380	ASTEI20_031502
OG0000247	AGAP006146	ASTEI20_032101
OG0000247	AGAP006148	ASTEI20_044238
OG0000248	AGAP028060	ASTEI20_042839
OG0000249	AGAP004935	ASTEI20_039526
OG0000249	AGAP005326	ASTEI20_038673
OG0000250	AGAP002055	ASTEI20_043607
OG0000250	AGAP002058	ASTEI20_038490
OG0000250	AGAP002056	ASTEI20_033739
OG0000251	AGAP029784	ASTEI20_040414
OG0000251	AGAP029623	ASTEI20_042173
OG0000252	AGAP028629	ASTEI20_040133
OG0000252	AGAP011674	ASTEI20_045800
OG0000253	AGAP001648	ASTEI20_036887
OG0000254	AGAP004634	ASTEI20_033239
OG0000254	AGAP013293	ASTEI20_034532
OG0000255	AGAP002195	ASTEI20_042761
OG0000255	AGAP002197	ASTEI20_044933
OG0000256	AGAP002766	ASTEI20_045578
OG0000256	AGAP002767, AGAP002769	ASTEI20_042134
OG0000257	AGAP028220	ASTEI20_033195
OG0000257	AGAP008796	ASTEI20_036760
OG0000260	AGAP013416	ASTEI20_034398
OG0000260	AGAP002763	ASTEI20_038711
OG0000260	AGAP013363	ASTEI20_037645
OG0000264	AGAP007232, AGAP007228, AGAP007194, AGAP007191, AGAP007192, AGAP007193, AGAP007188, AGAP007190, AGAP007189, AGAP007187, AGAP007233, AGAP007229, AGAP007225, AGAP007234, AGAP007230, AGAP007224, AGAP029347, AGAP007223, AGAP007195, AGAP007196	ASTEI20_038529, ASTEI20_043734, ASTEI20_039330, ASTEI20_037153, ASTEI20_041591
OG0000265	AGAP007255	ASTEI20_044851
OG0000265	AGAP007266	ASTEI20_037660
OG0000265	AGAP000253	ASTEI20_038227
OG0000266	AGAP008867	ASTEI20_042056
OG0000266	AGAP007794	ASTEI20_041270
OG0000266	AGAP007793	ASTEI20_035075
OG0000267	AGAP004164	ASTEI20_032809
OG0000267	AGAP004378	ASTEI20_044700
OG0000268	AGAP029235	ASTEI20_032301
OG0000268	AGAP007932	ASTEI20_032365
OG0000269	AGAP001722	ASTEI20_045911, ASTEI20_044456
OG0000270	AGAP004920, AGAP012945	ASTEI20_032190
OG0000270	AGAP011951	ASTEI20_043741, ASTEI20_040825
OG0000270	AGAP011952	ASTEI20_034360, ASTEI20_030843
OG0000271	AGAP008769	ASTEI20_031771
OG0000271	AGAP028056	ASTEI20_037473
OG0000271	AGAP028014	ASTEI20_034514
OG0000271	AGAP028164	ASTEI20_038183
OG0000272	AGAP011698, AGAP011696	ASTEI20_042478
OG0000272	AGAP004760	ASTEI20_037724
OG0000273	AGAP001281	ASTEI20_032020
OG0000273	AGAP001283	ASTEI20_041023
OG0000273	AGAP001284	ASTEI20_043316
OG0000274	AGAP010002, AGAP009985	ASTEI20_031515
OG0000274	AGAP000094	ASTEI20_037692
OG0000275	AGAP003083	ASTEI20_033361
OG0000276	AGAP029762	ASTEI20_041437
OG0000277	AGAP001811, AGAP001812	ASTEI20_032397
OG0000278	AGAP004971	ASTEI20_037609
OG0000278	AGAP004951	ASTEI20_041680
OG0000278	AGAP004974	ASTEI20_037766
OG0000279	AGAP008447	ASTEI20_038838
OG0000279	AGAP008446	ASTEI20_033582
OG0000279	AGAP008449	ASTEI20_042793
OG0000280	AGAP009918	ASTEI20_038614
OG0000280	AGAP009917	ASTEI20_035880
OG0000280	AGAP029827	ASTEI20_042533
OG0000285	AGAP004324	ASTEI20_039558
OG0000285	AGAP003096	ASTEI20_040836
OG0000285	AGAP003097	ASTEI20_032893
OG0000287	AGAP009705, AGAP009707, AGAP009720, AGAP009719, AGAP009718, AGAP009706	ASTEI20_037346, ASTEI20_036690
OG0000288	AGAP029144, AGAP009375	ASTEI20_040021
OG0000289	AGAP028096	ASTEI20_035189, ASTEI20_042758
OG0000289	AGAP011302	ASTEI20_044666
OG0000290	AGAP011048	ASTEI20_044792
OG0000290	AGAP011047	ASTEI20_037666
OG0000290	AGAP011046	ASTEI20_038975
OG0000291	AGAP006510	ASTEI20_030896
OG0000291	AGAP006271	ASTEI20_045384
OG0000292	AGAP010057	ASTEI20_039963, ASTEI20_033519
OG0000292	AGAP029713, AGAP029711, AGAP029712	ASTEI20_041276
OG0000293	AGAP001006	ASTEI20_035645
OG0000293	AGAP006991	ASTEI20_034344, ASTEI20_033682
OG0000294	AGAP002506	ASTEI20_031593
OG0000294	AGAP012451	ASTEI20_040737
OG0000295	AGAP010650	ASTEI20_037344
OG0000295	AGAP010649	ASTEI20_045100
OG0000296	AGAP008278, AGAP008279	ASTEI20_031726, ASTEI20_036866, ASTEI20_037946, ASTEI20_030789
OG0000297	AGAP000163	ASTEI20_045280
OG0000297	AGAP000165	ASTEI20_032765
OG0000298	AGAP005975	ASTEI20_034983
OG0000298	AGAP028750	ASTEI20_037404
OG0000298	AGAP028751	ASTEI20_035214
OG0000299	AGAP002521	ASTEI20_043508
OG0000299	AGAP011852	ASTEI20_043361
OG0000300	AGAP006698	ASTEI20_041810
OG0000302	AGAP007286	ASTEI20_037810
OG0000302	AGAP007287	ASTEI20_032730
OG0000303	AGAP002273, AGAP002272	ASTEI20_031481
OG0000304	AGAP008548	ASTEI20_032574
OG0000304	AGAP028011	ASTEI20_040412
OG0000304	AGAP008547	ASTEI20_038833
OG0000305	AGAP008813	ASTEI20_045186
OG0000306	AGAP007964	ASTEI20_040184
OG0000306	AGAP007965	ASTEI20_037498
OG0000306	AGAP013745	ASTEI20_031684
OG0000313	AGAP008456, AGAP008457, AGAP029423, AGAP008479, AGAP028098, AGAP008463, AGAP008453, AGAP008480, AGAP008452, AGAP008451, AGAP008461, AGAP008462	ASTEI20_045838, ASTEI20_045388, ASTEI20_045478
OG0000314	AGAP028047, AGAP028119, AGAP028113, AGAP028191, AGAP028077, AGAP028089, AGAP008478, AGAP028126	ASTEI20_043491, ASTEI20_031057, ASTEI20_037882, ASTEI20_032185, ASTEI20_031813, ASTEI20_040199, ASTEI20_045386, ASTEI20_032819, ASTEI20_034273
OG0000317	AGAP012969, AGAP004432	ASTEI20_039777
OG0000318	AGAP007879	ASTEI20_036009
OG0000318	AGAP007880	ASTEI20_037274
OG0000318	AGAP007881	ASTEI20_039300
OG0000319	AGAP008734	ASTEI20_040641
OG0000319	AGAP005794	ASTEI20_033005
OG0000320	AGAP010731	ASTEI20_045533
OG0000320	AGAP010730	ASTEI20_032760
OG0000321	AGAP028153	ASTEI20_030893
OG0000321	AGAP009056	ASTEI20_036304
OG0000324	AGAP008582	ASTEI20_045797
OG0000324	AGAP028204	ASTEI20_046008
OG0000324	AGAP008584	ASTEI20_039356
OG0000325	AGAP007534	ASTEI20_043377
OG0000326	AGAP003658	ASTEI20_032355
OG0000326	AGAP001773, AGAP001774, AGAP012781	ASTEI20_032820
OG0000327	AGAP009949	ASTEI20_038754
OG0000328	AGAP011914, AGAP011913	ASTEI20_033819
OG0000328	AGAP011912	ASTEI20_039971, ASTEI20_038873
OG0000329	AGAP029555	ASTEI20_044913
OG0000329	AGAP009460	ASTEI20_036280
OG0000330	AGAP000989	ASTEI20_044754
OG0000330	AGAP000988	ASTEI20_033074
OG0000330	AGAP000987	ASTEI20_035799
OG0000331	AGAP001264	ASTEI20_032134
OG0000331	AGAP013078, AGAP013443	ASTEI20_036042, ASTEI20_041568
OG0000332	AGAP013321	ASTEI20_039853
OG0000332	AGAP001742	ASTEI20_034921
OG0000332	AGAP002650	ASTEI20_045032
OG0000333	AGAP007203	ASTEI20_033832, ASTEI20_043402, ASTEI20_042167
OG0000334	AGAP009010	ASTEI20_040088
OG0000336	AGAP029478	ASTEI20_031275
OG0000336	AGAP006215	ASTEI20_036479
OG0000340	AGAP000643, AGAP000642	ASTEI20_040592
OG0000340	AGAP000641, AGAP000644	ASTEI20_045434, ASTEI20_045830
OG0000341	AGAP008071, AGAP008070	ASTEI20_043329
OG0000341	AGAP028593	ASTEI20_040581
OG0000344	AGAP005208	ASTEI20_043326, ASTEI20_035416
OG0000345	AGAP010046, AGAP029395, AGAP010047	ASTEI20_039160
OG0000346	AGAP003197, AGAP003195	ASTEI20_045660
OG0000347	AGAP029724	ASTEI20_031950
OG0000348	AGAP029288	ASTEI20_033292
OG0000348	AGAP010900, AGAP010901	ASTEI20_036788
OG0000349	AGAP005912	ASTEI20_042703
OG0000349	AGAP005913	ASTEI20_045738
OG0000350	AGAP005613	ASTEI20_039801
OG0000351	AGAP011560	ASTEI20_033446
OG0000351	AGAP029490	ASTEI20_034293
OG0000351	AGAP011561	ASTEI20_031611
OG0000352	AGAP003702	ASTEI20_033316
OG0000352	AGAP003703	ASTEI20_043163
OG0000353	AGAP006016	ASTEI20_034917
OG0000353	AGAP006015	ASTEI20_036057
OG0000354	AGAP013268	ASTEI20_036334
OG0000355	AGAP010402	ASTEI20_045115
OG0000355	AGAP013018	ASTEI20_044983, ASTEI20_041255
OG0000355	AGAP002458	ASTEI20_034632, ASTEI20_036496
OG0000356	AGAP004785	ASTEI20_038616
OG0000356	AGAP013350, AGAP004200	ASTEI20_034566
OG0000357	AGAP001618	ASTEI20_036590
OG0000357	AGAP001619	ASTEI20_038026
OG0000359	AGAP004203, AGAP013109, AGAP013503	ASTEI20_035699, ASTEI20_034142
OG0000360	AGAP011974	ASTEI20_039873
OG0000360	AGAP011975	ASTEI20_038810
OG0000361	AGAP007947	ASTEI20_035602
OG0000361	AGAP012604, AGAP004133	ASTEI20_032581
OG0000362	AGAP009194	ASTEI20_040345
OG0000362	AGAP009195	ASTEI20_045507
OG0000363	AGAP007055	ASTEI20_035518
OG0000363	AGAP007054	ASTEI20_034937
OG0000364	AGAP007140	ASTEI20_038622, ASTEI20_043965
OG0000364	AGAP007139	ASTEI20_032740, ASTEI20_045922
OG0000365	AGAP008684	ASTEI20_041403
OG0000365	AGAP008686	ASTEI20_041427
OG0000365	AGAP008685	ASTEI20_043238
OG0000366	AGAP013192	ASTEI20_031333
OG0000366	AGAP003354	ASTEI20_045960
OG0000367	AGAP005371	ASTEI20_045208
OG0000367	AGAP005370	ASTEI20_036592
OG0000367	AGAP005373	ASTEI20_039650
OG0000367	AGAP005372	ASTEI20_042176
OG0000368	AGAP004528	ASTEI20_036695
OG0000369	AGAP008569	ASTEI20_043082
OG0000369	AGAP008563	ASTEI20_035506
OG0000370	AGAP009256	ASTEI20_034666
OG0000370	AGAP001169	ASTEI20_041792
OG0000371	AGAP006382	ASTEI20_032501
OG0000371	AGAP006381, AGAP006378	ASTEI20_034163
OG0000372	AGAP029891	ASTEI20_034288
OG0000372	AGAP000696	ASTEI20_042785
OG0000378	AGAP007036, AGAP007033, AGAP007035	ASTEI20_042199
OG0000379	AGAP029728	ASTEI20_032650, ASTEI20_042035
OG0000380	AGAP003259, AGAP012713	ASTEI20_040077
OG0000380	AGAP003260	ASTEI20_034008
OG0000381	AGAP029758	ASTEI20_042707
OG0000381	AGAP029757	ASTEI20_041656
OG0000382	AGAP010399	ASTEI20_045571
OG0000382	AGAP010398	ASTEI20_037496
OG0000383	AGAP002748	ASTEI20_044278
OG0000383	AGAP012252	ASTEI20_039308
OG0000384	AGAP029197	ASTEI20_036930
OG0000386	AGAP005986	ASTEI20_042802
OG0000387	AGAP004912	ASTEI20_040213
OG0000387	AGAP005652	ASTEI20_032306, ASTEI20_045298, ASTEI20_044440
OG0000388	AGAP013493	ASTEI20_042922
OG0000389	AGAP006745	ASTEI20_037867
OG0000389	AGAP006744	ASTEI20_043353
OG0000390	AGAP004740	ASTEI20_036258
OG0000391	AGAP002331	ASTEI20_045380
OG0000391	AGAP012302	ASTEI20_040058
OG0000392	AGAP002838	ASTEI20_036830
OG0000393	AGAP001777	ASTEI20_036525
OG0000393	AGAP012467, AGAP001775	ASTEI20_040256
OG0000394	AGAP005237	ASTEI20_042711
OG0000394	AGAP005238	ASTEI20_039755
OG0000395	AGAP029448	ASTEI20_041652
OG0000395	AGAP000965	ASTEI20_044570
OG0000396	AGAP009100	ASTEI20_039659
OG0000396	AGAP009098	ASTEI20_041335
OG0000397	AGAP029500	ASTEI20_045152
OG0000397	AGAP029451	ASTEI20_032426
OG0000398	AGAP005453, AGAP005454	ASTEI20_040561, ASTEI20_037679
OG0000399	AGAP004900	ASTEI20_035274
OG0000399	AGAP006539	ASTEI20_039406
OG0000400	AGAP005113	ASTEI20_038813
OG0000400	AGAP006806	ASTEI20_043685
OG0000401	AGAP003114	ASTEI20_039363, ASTEI20_033254
OG0000401	AGAP011166	ASTEI20_033275
OG0000402	AGAP000475	ASTEI20_035900
OG0000403	AGAP000653	ASTEI20_044273
OG0000403	AGAP005557	ASTEI20_032491
OG0000404	AGAP028613	ASTEI20_039827, ASTEI20_031382
OG0000404	AGAP010562	ASTEI20_035181, ASTEI20_045422
OG0000405	AGAP005706	ASTEI20_031554
OG0000406	AGAP011844	ASTEI20_031390
OG0000407	AGAP012111	ASTEI20_032342
OG0000407	AGAP011402	ASTEI20_032350
OG0000408	AGAP005166	ASTEI20_040195
OG0000408	AGAP005167	ASTEI20_032859
OG0000409	AGAP029901	ASTEI20_041637
OG0000409	AGAP008721	ASTEI20_041911
OG0000410	AGAP013194, AGAP013142	ASTEI20_034967
OG0000411	AGAP001508	ASTEI20_037209
OG0000411	AGAP001509	ASTEI20_043829
OG0000411	AGAP001510	ASTEI20_033479
OG0000412	AGAP001022	ASTEI20_044317
OG0000413	AGAP006717	ASTEI20_032324
OG0000414	AGAP008923	ASTEI20_043791
OG0000416	AGAP007156	ASTEI20_039581
OG0000417	AGAP001672	ASTEI20_041261
OG0000417	AGAP010435	ASTEI20_032812
OG0000421	AGAP001989	ASTEI20_032156
OG0000424	AGAP000437	ASTEI20_038717
OG0000424	AGAP013319, AGAP013175, AGAP013080, AGAP013421, AGAP013308	ASTEI20_032509, ASTEI20_034987, ASTEI20_034211
OG0000425	AGAP010908, AGAP010903, AGAP010904, AGAP010906, AGAP010905, AGAP010907	ASTEI20_031281, ASTEI20_034541, ASTEI20_044826, ASTEI20_030869, ASTEI20_039457, ASTEI20_031276
OG0000428	AGAP000226	ASTEI20_039888
OG0000429	AGAP001971	ASTEI20_041693
OG0000429	AGAP001970	ASTEI20_045721
OG0000429	AGAP001969	ASTEI20_036604
OG0000430	AGAP029419, AGAP010066	ASTEI20_036782, ASTEI20_031340
OG0000430	AGAP012621, AGAP012622	ASTEI20_036151
OG0000431	AGAP004006	ASTEI20_041567
OG0000431	AGAP004007	ASTEI20_040731
OG0000431	AGAP004004	ASTEI20_039144
OG0000432	AGAP012644, AGAP010004	ASTEI20_040747
OG0000432	AGAP009017	ASTEI20_034760
OG0000433	AGAP002460	ASTEI20_040644
OG0000433	AGAP013297	ASTEI20_035859, ASTEI20_033052
OG0000434	AGAP006275	ASTEI20_045054
OG0000435	AGAP011294	ASTEI20_038293
OG0000436	AGAP029719	ASTEI20_038031
OG0000437	AGAP002977	ASTEI20_041490
OG0000437	AGAP002975	ASTEI20_033449
OG0000438	AGAP013216	ASTEI20_044491
OG0000438	AGAP002976	ASTEI20_043518
OG0000439	AGAP012585, AGAP007972	ASTEI20_043990
OG0000439	AGAP007974	ASTEI20_037600
OG0000440	AGAP003120, AGAP012726	ASTEI20_032323
OG0000441	AGAP006406	ASTEI20_042306
OG0000441	AGAP013127	ASTEI20_036184
OG0000442	AGAP010970	ASTEI20_040702
OG0000442	AGAP010969	ASTEI20_040317
OG0000443	AGAP003718	ASTEI20_033330
OG0000443	AGAP006629	ASTEI20_045939
OG0000445	AGAP029627	ASTEI20_041326
OG0000445	AGAP011449	ASTEI20_044012
OG0000446	AGAP006487	ASTEI20_044752
OG0000446	AGAP006485	ASTEI20_045914
OG0000447	AGAP008201	ASTEI20_035921, ASTEI20_036895
OG0000447	AGAP029240	ASTEI20_045843
OG0000448	AGAP007675	ASTEI20_039131
OG0000448	AGAP003271	ASTEI20_035453
OG0000449	AGAP000731	ASTEI20_042529
OG0000449	AGAP010391	ASTEI20_044910
OG0000450	AGAP009201	ASTEI20_035678
OG0000450	AGAP009200	ASTEI20_038473
OG0000451	AGAP000847	ASTEI20_036851
OG0000451	AGAP013457	ASTEI20_040244
OG0000452	AGAP013186	ASTEI20_032646
OG0000453	AGAP011247	ASTEI20_038848
OG0000453	AGAP012669, AGAP010063	ASTEI20_040673
OG0000454	AGAP009342	ASTEI20_040653
OG0000455	AGAP006770	ASTEI20_043217
OG0000455	AGAP011180	ASTEI20_034510
OG0000456	AGAP006019	ASTEI20_042221
OG0000456	AGAP008962	ASTEI20_044668
OG0000457	AGAP001659	ASTEI20_036516
OG0000457	AGAP001657	ASTEI20_039941
OG0000458	AGAP009246	ASTEI20_041659
OG0000458	AGAP009241	ASTEI20_046062
OG0000458	AGAP009240	ASTEI20_030965
OG0000459	AGAP001120	ASTEI20_038648
OG0000460	AGAP002578	ASTEI20_036157
OG0000460	AGAP002577	ASTEI20_036197
OG0000461	AGAP000449	ASTEI20_045433
OG0000461	AGAP000452	ASTEI20_035860
OG0000462	AGAP012132	ASTEI20_036809
OG0000464	AGAP029365	ASTEI20_036234
OG0000464	AGAP029372	ASTEI20_040750
OG0000465	AGAP004655	ASTEI20_041528
OG0000466	AGAP029870	ASTEI20_039358
OG0000466	AGAP029548	ASTEI20_045228
OG0000471	AGAP011978	ASTEI20_032062
OG0000471	AGAP011991	ASTEI20_031025
OG0000472	AGAP008579	ASTEI20_045749, ASTEI20_032817
OG0000472	AGAP008580	ASTEI20_041250
OG0000473	AGAP013282	ASTEI20_032671
OG0000473	AGAP029167, AGAP010899	ASTEI20_045748
OG0000477	AGAP013466	ASTEI20_034459
OG0000477	AGAP003482	ASTEI20_031328
OG0000478	AGAP009964	ASTEI20_042435
OG0000478	AGAP009965	ASTEI20_043336
OG0000479	AGAP001766	ASTEI20_036926
OG0000479	AGAP001769	ASTEI20_033540
OG0000480	AGAP011643	ASTEI20_044004
OG0000480	AGAP011641	ASTEI20_043012
OG0000481	AGAP005612	ASTEI20_038127
OG0000481	AGAP005610	ASTEI20_034254
OG0000482	AGAP009381	ASTEI20_040294
OG0000482	AGAP009385	ASTEI20_035220
OG0000483	AGAP007811	ASTEI20_046009
OG0000484	AGAP010151	ASTEI20_039134
OG0000484	AGAP007828	ASTEI20_032451
OG0000485	AGAP008061	ASTEI20_037768
OG0000485	AGAP008060	ASTEI20_041653
OG0000486	AGAP011729	ASTEI20_032382
OG0000486	AGAP001183	ASTEI20_042498
OG0000487	AGAP008490	ASTEI20_042028
OG0000487	AGAP000473	ASTEI20_039840
OG0000488	AGAP029973	ASTEI20_038299
OG0000488	AGAP029974	ASTEI20_042656
OG0000489	AGAP000218	ASTEI20_041468
OG0000489	AGAP000217	ASTEI20_042784
OG0000490	AGAP029205	ASTEI20_035796
OG0000491	AGAP003322	ASTEI20_036635
OG0000491	AGAP002652	ASTEI20_039466
OG0000492	AGAP000225	ASTEI20_035871
OG0000492	AGAP000228	ASTEI20_045934
OG0000493	AGAP002125	ASTEI20_040939
OG0000493	AGAP002126	ASTEI20_042234
OG0000494	AGAP011945	ASTEI20_033870
OG0000494	AGAP008898	ASTEI20_032431
OG0000495	AGAP007851	ASTEI20_035282
OG0000495	AGAP013726	ASTEI20_032883
OG0000495	AGAP013771	ASTEI20_037893
OG0000496	AGAP012605, AGAP029683	ASTEI20_040779
OG0000497	AGAP013190	ASTEI20_045382
OG0000497	AGAP028501	ASTEI20_037285
OG0000498	AGAP010973	ASTEI20_035903
OG0000498	AGAP010974	ASTEI20_041832
OG0000499	AGAP006782	ASTEI20_045587
OG0000499	AGAP002358	ASTEI20_044209
OG0000500	AGAP000399	ASTEI20_041628
OG0000500	AGAP006668	ASTEI20_038055
OG0000501	AGAP010828, AGAP010829, AGAP010827, AGAP010826	ASTEI20_043725
OG0000502	AGAP010734	ASTEI20_041728
OG0000502	AGAP010810	ASTEI20_038149
OG0000503	AGAP028471, AGAP013020, AGAP001707	ASTEI20_031803
OG0000504	AGAP001695	ASTEI20_037781
OG0000504	AGAP029662	ASTEI20_036455
OG0000505	AGAP007073, AGAP007070, AGAP007072, AGAP007071, AGAP007074, AGAP012821	ASTEI20_045172
OG0000506	AGAP006486	ASTEI20_040117
OG0000506	AGAP011608	ASTEI20_033754
OG0000507	AGAP008487	ASTEI20_041414
OG0000507	AGAP004054	ASTEI20_041289
OG0000508	AGAP006182	ASTEI20_043392
OG0000508	AGAP006181	ASTEI20_035349
