Orthogroup	AgambiaePEST	Aalbopictus_AalbF5
OG0000252	AGAP028629	LOC109621456, LOC109621460, LOC115267995
OG0000252	AGAP011674	LOC109403797, LOC115263127
OG0000253	AGAP001648	LOC109402465, LOC115264085, LOC109402468, LOC109423550, LOC115264289
OG0000254	AGAP004634	LOC109399873
OG0000254	AGAP013293	LOC109399939
OG0000255	AGAP002195, AGAP002197	LOC109413823, LOC109409608, LOC109409607, LOC115255265, LOC109405777
OG0000256	AGAP002765, AGAP002767, AGAP002769	LOC115261575, LOC109405995
OG0000257	AGAP008795, AGAP028220, AGAP008796	LOC134287573, LOC109421507, LOC109621297, LOC109421508, LOC109622956
OG0000260	AGAP013416, AGAP002763, AGAP013285, AGAP013363	LOC109428141
OG0000265	AGAP007255, AGAP007266	LOC115253485, LOC109432322
OG0000265	AGAP000253	LOC109413251
OG0000266	AGAP008867	LOC109405673
OG0000266	AGAP007794, AGAP007793	LOC109401438
OG0000267	AGAP004378	LOC109404182
OG0000268	AGAP029235, AGAP007932	LOC109398343
OG0000268	AGAP007933	LOC115262167
OG0000269	AGAP001722	LOC109430310, LOC109430352, LOC109412453
OG0000270	AGAP004920, AGAP012945, AGAP011951, AGAP011952	LOC109400467
OG0000271	AGAP008769	LOC109425168, LOC109425169
OG0000271	AGAP028056, AGAP028014	LOC109400349
OG0000271	AGAP028164	LOC109400327
OG0000272	AGAP011698, AGAP011696	LOC134291341, LOC109418728
OG0000272	AGAP004760	LOC134291363
OG0000273	AGAP001281	LOC109431749
OG0000273	AGAP001284	LOC109401498
OG0000274	AGAP010002, AGAP009985	LOC109399255, LOC109399254
OG0000274	AGAP000094	LOC109401921
OG0000275	AGAP003083	LOC134287955, LOC109412830, LOC134287948, LOC109412883
OG0000276	AGAP012686, AGAP029761, AGAP029762	LOC109424686, LOC109424707, LOC109424689, LOC134284290, LOC109424688
OG0000277	AGAP001811, AGAP001812	LOC134291511, LOC134284201
OG0000278	AGAP004971, AGAP004951, AGAP004974	LOC109423828
OG0000279	AGAP008447	LOC115265811
OG0000279	AGAP008446	LOC109421231
OG0000279	AGAP008449	LOC109432444, LOC109432443
OG0000280	AGAP009918, AGAP009917	LOC109398599
OG0000285	AGAP004324	LOC109412583
OG0000285	AGAP003096, AGAP003097	LOC109412586
OG0000286	AGAP010505, AGAP010504	LOC134288579, LOC109419311, LOC115265212, LOC109419306, LOC109419312, LOC109399258, LOC134291529
OG0000287	AGAP009705, AGAP009707, AGAP009720, AGAP009719, AGAP009718, AGAP009706	LOC109418186
OG0000288	AGAP009363, AGAP009374, AGAP029144, AGAP009375	LOC109622664, LOC109429650, LOC109407355, LOC109417774
OG0000289	AGAP028096, AGAP011302	LOC134289615, LOC134290940, LOC134289612
OG0000290	AGAP011048, AGAP011047, AGAP011046	LOC109407690, LOC134283955, LOC115268390
OG0000291	AGAP006510	LOC109399285
OG0000291	AGAP006271, AGAP006270	LOC115254554
OG0000292	AGAP010057	LOC134287964
OG0000292	AGAP029713, AGAP029711, AGAP029712	LOC134287045
OG0000293	AGAP001006	LOC109402618
OG0000293	AGAP006991	LOC109433336, LOC109402619
OG0000294	AGAP002506	LOC109421880
OG0000294	AGAP012451	LOC109421875
OG0000295	AGAP010650, AGAP010649, AGAP010648	LOC109411828, LOC115264669, LOC109411823, LOC109411826, LOC115254136
OG0000297	AGAP000163	LOC115256454, LOC115256453
OG0000297	AGAP000165	LOC109427517
OG0000298	AGAP005975	LOC109433215, LOC109420107
OG0000298	AGAP028749	LOC109403440
OG0000299	AGAP002521	LOC109420459
OG0000299	AGAP011852	LOC109426283, LOC109426282
OG0000300	AGAP006698	LOC115264061
OG0000302	AGAP007286	LOC109409795, LOC109412825
OG0000302	AGAP007287	LOC109409797
OG0000303	AGAP002273	LOC109423432
OG0000303	AGAP002272	LOC109423438
OG0000304	AGAP008548, AGAP028011	LOC115266210, LOC109622152
OG0000304	AGAP008547	LOC115255403
OG0000305	AGAP008813	LOC109417728
OG0000306	AGAP007964, AGAP007965, AGAP013745	LOC109427899, LOC115263988
OG0000317	AGAP012969, AGAP004432, AGAP012872	LOC109415509, LOC109400841, LOC109415510, LOC115261320
OG0000318	AGAP007879, AGAP007880, AGAP007881	LOC115266503
OG0000319	AGAP008734	LOC109419083
OG0000319	AGAP005794	LOC109404744
OG0000320	AGAP010731, AGAP010730	LOC109622184, LOC109403189, LOC109622286, LOC115268871, LOC109403188, LOC109622183
OG0000321	AGAP028153, AGAP009056	LOC134285621
OG0000321	AGAP010766, AGAP010765	LOC134285147
OG0000324	AGAP008582, AGAP028204	LOC115268591
OG0000324	AGAP008584	LOC109621385
OG0000325	AGAP007534	LOC109402478, LOC109621375, LOC109410004
OG0000326	AGAP003658	LOC109406334
OG0000326	AGAP001773, AGAP001774, AGAP012781	LOC115257242
OG0000327	AGAP009949	LOC109407226
OG0000328	AGAP011914, AGAP011913	LOC109410565
OG0000328	AGAP011912	LOC115268300
OG0000329	AGAP029555	LOC109429565
OG0000329	AGAP009460	LOC109429983
OG0000330	AGAP000989	LOC109431560
OG0000330	AGAP000988	LOC109431569
OG0000330	AGAP000987	LOC109431850
OG0000331	AGAP001264	LOC109428018
OG0000331	AGAP013078, AGAP013443	LOC109418192
OG0000332	AGAP013321, AGAP001742, AGAP002650	LOC109405410
OG0000333	AGAP007203	LOC109399400
OG0000334	AGAP009010	LOC134289025
OG0000336	AGAP029478	LOC109408655
OG0000336	AGAP006215	LOC109621296
OG0000344	AGAP005208	LOC109430839
OG0000346	AGAP003197, AGAP003195, AGAP001097	LOC109423283, LOC109428973, LOC109429007, LOC109408824
OG0000347	AGAP029723	LOC109432334
OG0000347	AGAP029724	LOC109432255, LOC109432313
OG0000348	AGAP029288, AGAP010900, AGAP010901	LOC115267667, LOC109432235
OG0000349	AGAP005911	LOC115268499
OG0000349	AGAP005912	LOC134284677
OG0000349	AGAP005913	LOC109621924
OG0000350	AGAP005613	LOC109416155, LOC109416608, LOC109407449, LOC109416681, LOC109416628, LOC109416670, LOC109416657, LOC109407402
OG0000351	AGAP029490	LOC109431534
OG0000352	AGAP003702	LOC109430165, LOC109423357
OG0000352	AGAP003703	LOC109432136
OG0000353	AGAP006016	LOC134284734, LOC109413962, LOC109413964
OG0000353	AGAP006015	LOC109413963
OG0000354	AGAP004115, AGAP004116	LOC109414751
OG0000354	AGAP001628, AGAP013268	LOC109425341
OG0000355	AGAP010402, AGAP013018	LOC115253987
OG0000355	AGAP002458	LOC109409069
OG0000356	AGAP013350, AGAP004200	LOC109414269
OG0000357	AGAP001618	LOC109425351
OG0000357	AGAP001619	LOC109425349
OG0000359	AGAP004203, AGAP013109, AGAP013503	LOC109413693, LOC109413684, LOC109413685
OG0000360	AGAP011974	LOC109426006, LOC109426005
OG0000360	AGAP011975	LOC115268035
OG0000361	AGAP007947	LOC109429838, LOC109429837
OG0000361	AGAP012604, AGAP004133	LOC109398309
OG0000362	AGAP009194, AGAP009195	LOC109417695, LOC134289747, LOC109417559, LOC109417694
OG0000363	AGAP007055	LOC109431669
OG0000363	AGAP007054	LOC109431631, LOC115267493, LOC115259270
OG0000364	AGAP007140, AGAP007139	LOC109417614, LOC109426760, LOC109426761
OG0000365	AGAP008684, AGAP008686	LOC109420926
OG0000365	AGAP008685	LOC109412662
OG0000366	AGAP013192, AGAP003354	LOC109419189, LOC109419188, LOC109419155, LOC115262156
OG0000367	AGAP005371, AGAP005370, AGAP005373, AGAP005372	LOC109406417
OG0000368	AGAP004528	LOC115268779, LOC115253469, LOC109412743
OG0000369	AGAP008563	LOC115255405
OG0000370	AGAP001169	LOC109421677, LOC109426721
OG0000371	AGAP006381	LOC134288495
OG0000371	AGAP006378	LOC115265256
OG0000372	AGAP029891	LOC109402069, LOC134285328
OG0000372	AGAP000696	LOC109427360, LOC134283900
OG0000376	AGAP012888	LOC134286423
OG0000380	AGAP003259, AGAP012713	LOC134284314, LOC134290310
OG0000380	AGAP003260	LOC109400822
OG0000381	AGAP029758	LOC109431293
OG0000381	AGAP029757	LOC109418937
OG0000382	AGAP010399	LOC109408978
OG0000382	AGAP010398	LOC109426479
OG0000383	AGAP002748	LOC109413923
OG0000383	AGAP012252	LOC115260955
OG0000384	AGAP029196, AGAP029197	LOC109397157
OG0000386	AGAP005984	LOC109406410
OG0000387	AGAP004912	LOC115267498
OG0000387	AGAP005652	LOC109404924
OG0000388	AGAP001717, AGAP013493	LOC109412442, LOC109430335, LOC109430333
OG0000389	AGAP006745	LOC115254253
OG0000389	AGAP006744	LOC115265043, LOC109424263
OG0000390	AGAP004740	LOC109428795, LOC115271008, LOC109429608, LOC109429601, LOC109429611, LOC109422133, LOC109422136, LOC109432597
OG0000391	AGAP002331	LOC109423211
OG0000391	AGAP012302	LOC115256097
OG0000392	AGAP013404, AGAP013054, AGAP002838	LOC109404501
OG0000393	AGAP001777	LOC109424077
OG0000393	AGAP012467, AGAP001775	LOC109424074
OG0000394	AGAP005237	LOC109408907
OG0000394	AGAP005238	LOC109408910, LOC109408909
OG0000395	AGAP029448	LOC109405903
OG0000395	AGAP000965	LOC109398706
OG0000396	AGAP009100	LOC109430162
OG0000396	AGAP009098	LOC109430163
OG0000397	AGAP029500	LOC109428250
OG0000397	AGAP029451	LOC109427075
OG0000398	AGAP005453, AGAP005454	LOC109420163, LOC109420161, LOC109420162, LOC109410030
OG0000399	AGAP006539	LOC115263357
OG0000400	AGAP005113	LOC109407994
OG0000400	AGAP006806	LOC109405168
OG0000401	AGAP003114	LOC109418407
OG0000401	AGAP011166	LOC109412802
OG0000402	AGAP000475, AGAP029224	LOC109397830, LOC109397831, LOC109405350, LOC134287499
OG0000403	AGAP000653	LOC109405351, LOC115255632
OG0000403	AGAP005557	LOC109398107
OG0000404	AGAP028613	LOC109401173
OG0000404	AGAP010562	LOC109401146, LOC134284179
OG0000405	AGAP005707, AGAP005706	LOC109409749, LOC109409746, LOC109432138
OG0000406	AGAP002615, AGAP002074, AGAP011844	LOC109428655
OG0000407	AGAP012111	LOC109424709, LOC134283926
OG0000407	AGAP011402	LOC109424712, LOC134291633, LOC134285730
OG0000408	AGAP005166	LOC115260129, LOC115260130
OG0000408	AGAP005167	LOC109430548
OG0000409	AGAP029901, AGAP008720	LOC109420930
OG0000409	AGAP008721	LOC109412654
OG0000410	AGAP013194, AGAP013142	LOC109415792, LOC115264861, LOC115266173, LOC109412327, LOC115266099, LOC109422540, LOC109422701, LOC109412339
OG0000411	AGAP001509	LOC134291258
OG0000411	AGAP001510	LOC134291129
OG0000412	AGAP001022	LOC134284900, LOC115256380
OG0000413	AGAP006717, AGAP006716	LOC109397940
OG0000414	AGAP000689, AGAP028186, AGAP008923, AGAP008922	LOC109424228
OG0000416	AGAP007156	LOC115253908, LOC109426657, LOC109426655
OG0000416	AGAP005787	LOC109426741, LOC109417941
OG0000417	AGAP001672	LOC109411049
OG0000417	AGAP010435	LOC109406499
OG0000421	AGAP001989, AGAP001988	LOC115256531
OG0000428	AGAP000226	LOC134288941, LOC109418739
OG0000429	AGAP001971	LOC115269552
OG0000429	AGAP001970, AGAP001969, AGAP002599	LOC109622073
OG0000430	AGAP029419, AGAP010066	LOC109427699
OG0000430	AGAP012621, AGAP012622	LOC109427697
OG0000431	AGAP004006, AGAP004007	LOC109411861
OG0000431	AGAP004004	LOC115260799
OG0000432	AGAP012644, AGAP010004	LOC109409360
OG0000432	AGAP009017	LOC109417427
OG0000433	AGAP002460	LOC109623006
OG0000433	AGAP013297	LOC109622188
OG0000434	AGAP006275	LOC109407821, LOC134288727, LOC134288724, LOC109410038
OG0000435	AGAP011294	LOC109399074, LOC134291823, LOC109409889
OG0000436	AGAP029719	LOC109401753, LOC109407863, LOC109407862, LOC109407874, LOC109407864, LOC109422330
OG0000437	AGAP002977	LOC109433402
OG0000437	AGAP002975	LOC109433401
OG0000438	AGAP013216, AGAP002976	LOC109403303, LOC109433400, LOC109403274
OG0000439	AGAP012585, AGAP007972	LOC109425148
OG0000439	AGAP007974	LOC109429421
OG0000440	AGAP003121	LOC109411686
OG0000440	AGAP003120, AGAP012726	LOC109411655
OG0000441	AGAP006406, AGAP013127	LOC109423025
OG0000442	AGAP010970	LOC109428969
OG0000442	AGAP010969	LOC109408718
OG0000443	AGAP003718	LOC109400886
OG0000443	AGAP006629	LOC109401381
OG0000445	AGAP029627	LOC109401562
OG0000445	AGAP011449	LOC109398913
OG0000446	AGAP006487	LOC109414069, LOC115258016
OG0000446	AGAP006485	LOC115258017
OG0000447	AGAP008201	LOC109409155
OG0000447	AGAP029240	LOC109409153
OG0000448	AGAP007675	LOC109409127
OG0000448	AGAP003271	LOC109405027
OG0000449	AGAP000731	LOC115256563, LOC109401927
OG0000449	AGAP010391	LOC109433196
OG0000450	AGAP009201	LOC115255343
OG0000450	AGAP009200	LOC115253661, LOC134287731
OG0000451	AGAP000847	LOC109412193
OG0000451	AGAP013457	LOC115255738
OG0000452	AGAP013186	LOC109622640, LOC109419264
OG0000453	AGAP011247	LOC109413132
OG0000454	AGAP009342	LOC109406531, LOC109429681
OG0000455	AGAP006770	LOC109423314
OG0000455	AGAP011180	LOC115253807
OG0000456	AGAP006019	LOC109415681
OG0000456	AGAP008962	LOC109418348
OG0000457	AGAP001659	LOC109398361
OG0000457	AGAP001657	LOC109398558
OG0000458	AGAP009246, AGAP009241, AGAP009240	LOC109431816
OG0000459	AGAP001120	LOC134284121, LOC134284123, LOC134290263, LOC134284117, LOC134284118, LOC134284124
OG0000460	AGAP002578	LOC115268722
OG0000461	AGAP000449	LOC109422876
OG0000461	AGAP000452	LOC109433652
OG0000462	AGAP012132	LOC115264747
OG0000462	AGAP028721	LOC109403759
OG0000464	AGAP029366, AGAP029365	LOC115265356
OG0000464	AGAP029372	LOC115265355
OG0000465	AGAP004655	LOC109424835
OG0000466	AGAP011171, AGAP029870, AGAP029548	LOC109433657
OG0000476	AGAP003255	LOC109416051
OG0000477	AGAP013466	LOC109621595
OG0000477	AGAP003482	LOC109400142, LOC109400026
OG0000478	AGAP009964	LOC115265005
OG0000478	AGAP009965	LOC115264937
OG0000479	AGAP001766, AGAP001769	LOC115268723, LOC109428027
OG0000480	AGAP011643, AGAP011641	LOC109426513
OG0000481	AGAP005612	LOC109407398
OG0000482	AGAP009381	LOC109429643
OG0000482	AGAP009385	LOC109429642
OG0000483	AGAP007811	LOC109419070, LOC134286400
OG0000484	AGAP010151	LOC109425082
OG0000484	AGAP007828	LOC109419028
OG0000485	AGAP008061	LOC109621341
OG0000485	AGAP008060	LOC109621339
OG0000486	AGAP011729	LOC109415196
OG0000486	AGAP001183	LOC109421809
OG0000487	AGAP008490	LOC109621808
OG0000487	AGAP000473	LOC109416114
OG0000488	AGAP028173, AGAP029973, AGAP029974	LOC109403460, LOC109403431
OG0000489	AGAP000218	LOC109406904
OG0000489	AGAP000217	LOC109412957
OG0000490	AGAP012106, AGAP012081	LOC134289965, LOC134291854
OG0000491	AGAP003322	LOC109416868
OG0000491	AGAP002652	LOC109623095
OG0000492	AGAP000225	LOC109425357
OG0000492	AGAP000228	LOC109418683
OG0000493	AGAP002125, AGAP002126	LOC109402010, LOC109401998
OG0000494	AGAP011945	LOC109400872
OG0000494	AGAP008898	LOC134287907, LOC109623132
OG0000495	AGAP007851	LOC109417730
OG0000495	AGAP013726, AGAP013771	LOC109428206
OG0000496	AGAP029684	LOC109411182
OG0000497	AGAP013190	LOC115269560
OG0000497	AGAP028501	LOC109420370
OG0000498	AGAP010973	LOC109414799
OG0000498	AGAP010974	LOC109418646
OG0000499	AGAP006782	LOC134288418, LOC109413463
OG0000499	AGAP002358	LOC134285570, LOC109400515
OG0000500	AGAP000399	LOC109431093
OG0000500	AGAP006668	LOC109414630, LOC109424816
OG0000501	AGAP010828, AGAP010829, AGAP010827, AGAP010826	LOC109401537, LOC109412613, LOC109412614
OG0000502	AGAP010734	LOC109421941
OG0000503	AGAP028471, AGAP013020, AGAP001707	LOC109425029, LOC109425031
OG0000504	AGAP001695	LOC115266033, LOC109424039
OG0000504	AGAP029662	LOC109402353
OG0000505	AGAP007073, AGAP007070, AGAP007072, AGAP007071, AGAP007074, AGAP012821	LOC109417013, LOC109412849
OG0000506	AGAP006486	LOC115256099, LOC109414068
OG0000506	AGAP011608	LOC115256102
OG0000507	AGAP008487	LOC115256103
OG0000507	AGAP004054	LOC109414072
OG0000508	AGAP006182, AGAP006181, AGAP006178	LOC109422787
OG0000509	AGAP006370	LOC109426589
OG0000509	AGAP006369	LOC109426590, LOC134287360
OG0000510	AGAP000973	LOC109425180
OG0000510	AGAP003730, AGAP012841	LOC109425173
OG0000511	AGAP006343, AGAP006342	LOC109425513, LOC109425525
OG0000512	AGAP001033	LOC109428382
OG0000514	AGAP003578	LOC109400992
OG0000514	AGAP009944	LOC115255015
OG0000515	AGAP003487	LOC115264138
OG0000515	AGAP013419	LOC109398588
OG0000516	AGAP003586	LOC109410440
OG0000516	AGAP013333	LOC109401458
OG0000517	AGAP004263, AGAP012703, AGAP004262	LOC109415719
OG0000518	AGAP007676	LOC109423301
OG0000518	AGAP007677	LOC109423253
OG0000519	AGAP006385	LOC109417624, LOC109426733, LOC109417822, LOC109417827, LOC109426788
OG0000520	AGAP009090	LOC109423887
OG0000520	AGAP009091	LOC109404792
OG0000521	AGAP007406	LOC109418072
OG0000521	AGAP003541	LOC109418321
OG0000522	AGAP010186	LOC115257747
OG0000522	AGAP010184	LOC109420067
OG0000523	AGAP004369	LOC115259474
OG0000524	AGAP005952, AGAP005951	LOC109403198, LOC109402739
OG0000525	AGAP007440	LOC134283917, LOC109418111
OG0000526	AGAP000361	LOC109411927
OG0000526	AGAP010269	LOC109406265
OG0000527	AGAP004223	LOC109423591
OG0000527	AGAP004222	LOC109423594
OG0000528	AGAP006536	LOC115270379
OG0000528	AGAP006540	LOC109403072
OG0000534	AGAP008732	LOC109419079
OG0000534	AGAP028052	LOC109408101, LOC109419033
OG0000535	AGAP007918, AGAP013758	LOC109429794, LOC109398275
OG0000536	AGAP007134	LOC109414815
OG0000536	AGAP011848	LOC109418840
OG0000537	AGAP009869	LOC109412349, LOC109416192, LOC115255562, LOC109419835, LOC109420602
OG0000538	AGAP013071	LOC109430354
OG0000538	AGAP003049	LOC109430325
OG0000539	AGAP003055, AGAP003054, AGAP013396, AGAP012758, AGAP003053	LOC109412473, LOC134286592
OG0000540	AGAP001027	LOC109402659, LOC115268762, LOC134284849, LOC134284856, LOC134284906, LOC109402682
OG0000541	AGAP008976, AGAP007800	LOC134288839, LOC115257877
OG0000542	AGAP003783	LOC109412237
OG0000542	AGAP003782	LOC115253484
OG0000543	AGAP029776, AGAP029777	LOC109427741, LOC115260725
OG0000544	AGAP009442	LOC109429585
OG0000544	AGAP003796	LOC109415777
OG0000546	AGAP000075, AGAP013356	LOC115253915, LOC109423056
OG0000547	AGAP010354	LOC109622788
OG0000547	AGAP005899	LOC109622622
OG0000548	AGAP000570	LOC109427046, LOC109623357, LOC115256573, LOC109424775
OG0000549	AGAP005981, AGAP000008	LOC109427648
OG0000550	AGAP006913	LOC115263103, LOC109416717, LOC115263134, LOC109425632
OG0000551	AGAP013146, AGAP013188, AGAP013393, AGAP013255, AGAP012745	LOC109432153
OG0000552	AGAP004228	LOC115267361, LOC134285723
OG0000553	AGAP006055	LOC109412894
OG0000554	AGAP001184, AGAP013501	LOC109428614, LOC109421685, LOC134290135, LOC109428015
OG0000555	AGAP004358	LOC109416395, LOC109430046, LOC109416372, LOC115263411
OG0000556	AGAP008553, AGAP013224, AGAP008552, AGAP013305, AGAP001864	LOC115264438, LOC115264437
OG0000557	AGAP003231, AGAP000170	LOC109405654
OG0000558	AGAP003133	LOC109419262
OG0000558	AGAP000787	LOC109400382
OG0000559	AGAP001962	LOC109429221
OG0000559	AGAP001961	LOC115261363
OG0000560	AGAP007460	LOC109418122
OG0000560	AGAP000546	LOC109424772
OG0000561	AGAP005928	LOC109431665
OG0000561	AGAP005929	LOC109431683
OG0000562	AGAP005035	LOC109406256
OG0000562	AGAP005034	LOC109406730
OG0000563	AGAP003494	LOC115264129
OG0000563	AGAP003493	LOC115264141
OG0000564	AGAP009587	LOC109409290
OG0000564	AGAP009588	LOC109419533
OG0000565	AGAP013199, AGAP000721	LOC109422005, LOC115256419
OG0000566	AGAP011220	LOC109410100
OG0000566	AGAP011219	LOC109418615
OG0000567	AGAP006868	LOC109403135
OG0000567	AGAP006283	LOC109414720
OG0000568	AGAP006958, AGAP006961, AGAP006959	LOC115268481, LOC109407918
OG0000569	AGAP002511	LOC109414177
OG0000569	AGAP002510	LOC109414176
OG0000570	AGAP003302, AGAP012952, AGAP004243	LOC109425508
OG0000571	AGAP004860	LOC109416085, LOC109402929, LOC109402930
OG0000572	AGAP012530, AGAP012531, AGAP004815	LOC109408067
OG0000573	AGAP001028	LOC115256807, LOC109405102
OG0000576	AGAP013520	LOC109424753, LOC109417232, LOC115256780
OG0000576	AGAP013172	LOC134288156
OG0000577	AGAP013128, AGAP002862	LOC134284800, LOC134284726, LOC109415289, LOC109623205, LOC109415288
OG0000579	AGAP006150, AGAP007148	LOC115253489
OG0000579	AGAP001329	LOC109413755
OG0000581	AGAP005002	LOC115263322
OG0000581	AGAP005001	LOC109416943
OG0000582	AGAP029049, AGAP029054	LOC109621814
OG0000583	AGAP007414, AGAP007558, AGAP007557	LOC134288929, LOC134288931
OG0000584	AGAP011712	LOC109400174
OG0000585	AGAP005697, AGAP012903, AGAP005698	LOC109622485, LOC109420172
OG0000586	AGAP013019, AGAP004005	LOC109412123, LOC109411871, LOC109425546
OG0000588	AGAP003524	LOC109403852
OG0000588	AGAP003523	LOC115268552
OG0000592	AGAP010813	LOC109417092
OG0000595	AGAP013253	LOC134286126, LOC115256601, LOC109622768, LOC115265498, LOC115268099
OG0000606	AGAP003350	LOC109415498, LOC109415500, LOC115267668
OG0000607	AGAP011713	LOC109409115
OG0000607	AGAP029298	LOC109413555
OG0000608	AGAP029663, AGAP029476	LOC109429916
OG0000609	AGAP009176	LOC109419595
OG0000610	AGAP005602, AGAP005603	LOC109416014
OG0000611	AGAP007588	LOC109622501
OG0000611	AGAP007589	LOC109622498
