Orthogroup	AgambiaePEST	AminimusMINIMUS1
OG0000345	AGAP010046, AGAP029395, AGAP010047	AMIN005741
OG0000346	AGAP003197, AGAP003195	AMIN002478
OG0000346	AGAP001097	AMIN016268
OG0000347	AGAP029724	AMIN007036
OG0000348	AGAP029288	AMIN009292
OG0000348	AGAP010900, AGAP010901	AMIN009291
OG0000349	AGAP005911	AMIN015611
OG0000349	AGAP005912	AMIN010714
OG0000349	AGAP005913	AMIN015612
OG0000350	AGAP005613	AMIN015944
OG0000351	AGAP011560, AGAP029490	AMIN008878
OG0000352	AGAP003702, AGAP003703	AMIN004703
OG0000353	AGAP006016	AMIN010928
OG0000354	AGAP004115, AGAP004116	AMIN003843
OG0000354	AGAP001628, AGAP013268	AMIN003437
OG0000355	AGAP010402	AMIN006601
OG0000356	AGAP004785	AMIN008127
OG0000356	AGAP013350, AGAP004200	AMIN004156
OG0000357	AGAP001618	AMIN003425
OG0000357	AGAP001619	AMIN003426
OG0000359	AGAP004203, AGAP013109, AGAP013503	AMIN004153
OG0000360	AGAP011974, AGAP011975	AMIN004393
OG0000361	AGAP012604, AGAP004133	AMIN000969
OG0000362	AGAP009194	AMIN016016
OG0000362	AGAP009195	AMIN016013
OG0000363	AGAP007054	AMIN011090
OG0000364	AGAP007140	AMIN011281
OG0000365	AGAP008684, AGAP008686	AMIN001318
OG0000366	AGAP013192, AGAP003354	AMIN003044
OG0000367	AGAP005371, AGAP005370	AMIN007407
OG0000368	AGAP004528	AMIN004899
OG0000369	AGAP008569	AMIN000991
OG0000369	AGAP008563	AMIN000990, AMIN000995
OG0000370	AGAP009256	AMIN001702
OG0000370	AGAP001169	AMIN015641
OG0000371	AGAP006382	AMIN007985
OG0000371	AGAP006381	AMIN007986
OG0000371	AGAP006378	AMIN007988
OG0000372	AGAP029891, AGAP000696	AMIN005843
OG0000376	AGAP012888	AMIN001079, AMIN004547, AMIN006662
OG0000378	AGAP007036, AGAP007033, AGAP007035	AMIN011133, AMIN016045, AMIN016047
OG0000380	AGAP003259, AGAP012713	AMIN015545
OG0000380	AGAP003260	AMIN015546
OG0000381	AGAP029758	AMIN016125
OG0000381	AGAP029757	AMIN016124
OG0000382	AGAP010399	AMIN006598
OG0000382	AGAP010398	AMIN006597
OG0000383	AGAP002748	AMIN003564
OG0000383	AGAP012252	AMIN006915
OG0000384	AGAP029196	AMIN007029
OG0000384	AGAP029197	AMIN007027
OG0000386	AGAP005985, AGAP005986, AGAP005984	AMIN010945
OG0000387	AGAP004912	AMIN011411
OG0000387	AGAP005652	AMIN010181
OG0000388	AGAP001717	AMIN003526
OG0000388	AGAP013493	AMIN003525
OG0000389	AGAP006745	AMIN010092
OG0000391	AGAP002331	AMIN004615
OG0000391	AGAP012302	AMIN006874
OG0000392	AGAP013404	AMIN016121
OG0000392	AGAP013054	AMIN016119
OG0000392	AGAP002838	AMIN016120
OG0000393	AGAP001777	AMIN000709
OG0000393	AGAP012467, AGAP001775	AMIN000710
OG0000394	AGAP005237	AMIN015659
OG0000394	AGAP005238	AMIN015658
OG0000395	AGAP029448	AMIN006779
OG0000395	AGAP000965	AMIN005116
OG0000396	AGAP009100	AMIN009642
OG0000396	AGAP009098	AMIN009640, AMIN009641
OG0000397	AGAP029500	AMIN009574
OG0000397	AGAP029451	AMIN000431
OG0000398	AGAP005453, AGAP005454	AMIN015525, AMIN010788
OG0000399	AGAP004900	AMIN011393
OG0000399	AGAP006539	AMIN007830
OG0000400	AGAP005113	AMIN007277
OG0000400	AGAP006806	AMIN010038
OG0000401	AGAP003114	AMIN003805
OG0000401	AGAP011166	AMIN008417
OG0000402	AGAP000475	AMIN005358
OG0000402	AGAP029224	AMIN007892
OG0000403	AGAP000653	AMIN005734
OG0000403	AGAP005557	AMIN015648
OG0000404	AGAP028613	AMIN001303
OG0000404	AGAP010562	AMIN001304
OG0000405	AGAP005707	AMIN016076
OG0000405	AGAP005706	AMIN016073
OG0000406	AGAP002615	AMIN003952
OG0000406	AGAP002074	AMIN003382
OG0000406	AGAP011844	AMIN008549
OG0000407	AGAP012111	AMIN008277
OG0000407	AGAP011402	AMIN009328
OG0000408	AGAP005166	AMIN007332
OG0000408	AGAP005167	AMIN007333
OG0000409	AGAP029901	AMIN001360
OG0000409	AGAP008720	AMIN001358
OG0000409	AGAP008721	AMIN001359
OG0000410	AGAP013194, AGAP013142	AMIN002933
OG0000411	AGAP001508	AMIN016275
OG0000411	AGAP001509	AMIN016274
OG0000411	AGAP001510	AMIN016278
OG0000412	AGAP001022	AMIN005383
OG0000413	AGAP006717	AMIN010118
OG0000413	AGAP006716	AMIN010119
OG0000414	AGAP000689	AMIN005852
OG0000414	AGAP028186	AMIN005894
OG0000416	AGAP007156	AMIN010661
OG0000416	AGAP005787	AMIN011205
OG0000417	AGAP001672	AMIN003479
OG0000417	AGAP010435	AMIN004992
OG0000421	AGAP001989	AMIN003299
OG0000424	AGAP000437	AMIN005584
OG0000425	AGAP010908, AGAP010903, AGAP010904, AGAP010906, AGAP010905, AGAP010907	AMIN009294
OG0000428	AGAP000226	AMIN015597
OG0000430	AGAP029419, AGAP010066	AMIN015929
OG0000430	AGAP012621, AGAP012622	AMIN006466
OG0000431	AGAP004006, AGAP004007	AMIN002817
OG0000432	AGAP012644, AGAP010004	AMIN006725
OG0000432	AGAP009017	AMIN001567
OG0000433	AGAP002460	AMIN002730
OG0000433	AGAP013297	AMIN002729
OG0000434	AGAP006275	AMIN008047
OG0000435	AGAP011294	AMIN009195
OG0000437	AGAP002977, AGAP002975	AMIN003136
OG0000438	AGAP013216	AMIN003139
OG0000438	AGAP002976	AMIN003137
OG0000439	AGAP012585, AGAP007972	AMIN006296
OG0000439	AGAP007974	AMIN006294
OG0000440	AGAP003121	AMIN004661
OG0000440	AGAP003120, AGAP012726	AMIN004662
OG0000441	AGAP006406	AMIN007959
OG0000441	AGAP013127	AMIN002140
OG0000442	AGAP010970	AMIN009238
OG0000442	AGAP010969	AMIN009240
OG0000443	AGAP003718	AMIN004723
OG0000443	AGAP006629	AMIN007767
OG0000445	AGAP029627	AMIN008996
OG0000445	AGAP011449	AMIN008997
OG0000446	AGAP006487, AGAP006485	AMIN007883
OG0000447	AGAP008201	AMIN015485
OG0000447	AGAP029240	AMIN015486
OG0000448	AGAP007675	AMIN010314
OG0000448	AGAP003271	AMIN000368
OG0000449	AGAP000731	AMIN005171
OG0000449	AGAP010391	AMIN006588
OG0000450	AGAP009201	AMIN009737
OG0000450	AGAP009200	AMIN016018
OG0000451	AGAP000847	AMIN002072
OG0000452	AGAP013186	AMIN015851
OG0000453	AGAP011247	AMIN008351
OG0000453	AGAP012669, AGAP010063	AMIN006656
OG0000454	AGAP009342	AMIN001771
OG0000455	AGAP006770	AMIN010071
OG0000455	AGAP011180	AMIN008404
OG0000456	AGAP006019	AMIN010925
OG0000457	AGAP001659	AMIN003469
OG0000457	AGAP001657	AMIN003467
OG0000458	AGAP009246	AMIN001697
OG0000458	AGAP009241	AMIN001694
OG0000458	AGAP009240	AMIN001693
OG0000459	AGAP001120	AMIN002343
OG0000460	AGAP002577	AMIN004000
OG0000461	AGAP000449	AMIN005596
OG0000461	AGAP000452	AMIN005597
OG0000462	AGAP012132	AMIN008302
OG0000462	AGAP028721	AMIN008300
OG0000464	AGAP029366, AGAP029365	AMIN010382
OG0000465	AGAP004655	AMIN000102
OG0000466	AGAP011171, AGAP029870	AMIN008413
OG0000466	AGAP029548	AMIN006890
OG0000471	AGAP011978	AMIN004399
OG0000471	AGAP011991	AMIN004410
OG0000471	AGAP011989	AMIN004408
OG0000471	AGAP011979	AMIN004400
OG0000471	AGAP011990	AMIN004409
OG0000472	AGAP008579	AMIN009159
OG0000472	AGAP008580	AMIN009158
OG0000473	AGAP013282	AMIN016002
OG0000473	AGAP029167, AGAP010899	AMIN016001
OG0000473	AGAP013327	AMIN007008
OG0000473	AGAP029194, AGAP029195	AMIN015997
OG0000476	AGAP003256	AMIN015548
OG0000476	AGAP003255	AMIN015549
OG0000477	AGAP013466	AMIN015736
OG0000477	AGAP003482	AMIN015796
OG0000478	AGAP009964	AMIN006764
OG0000478	AGAP009965	AMIN006763
OG0000479	AGAP001766	AMIN003190
OG0000479	AGAP001769	AMIN003192
OG0000480	AGAP011643, AGAP011641	AMIN008804
OG0000481	AGAP005612	AMIN015941
OG0000481	AGAP005610	AMIN015942
OG0000482	AGAP009381	AMIN015815
OG0000482	AGAP009385	AMIN015813
OG0000484	AGAP010151	AMIN007230
OG0000484	AGAP007828	AMIN015926
OG0000485	AGAP008060	AMIN006211
OG0000486	AGAP011729	AMIN008726
OG0000486	AGAP001183	AMIN002294
OG0000487	AGAP008490	AMIN009827
OG0000487	AGAP000473	AMIN005361
OG0000488	AGAP028173, AGAP029973, AGAP029974	AMIN005028
OG0000489	AGAP000218	AMIN005535
OG0000489	AGAP000217	AMIN005536
OG0000490	AGAP012106	AMIN008273
OG0000490	AGAP029205	AMIN008250
OG0000491	AGAP003322	AMIN016162
OG0000491	AGAP002652	AMIN003650
OG0000492	AGAP000225	AMIN005529
OG0000492	AGAP000228	AMIN015489
OG0000493	AGAP002125	AMIN003675
OG0000493	AGAP002126	AMIN003676
OG0000494	AGAP011945	AMIN008619
OG0000495	AGAP013726, AGAP013771	AMIN007154
OG0000496	AGAP029684	AMIN016233
OG0000496	AGAP012605, AGAP029683	AMIN016234
OG0000497	AGAP013190	AMIN003979
OG0000497	AGAP028501	AMIN016070
OG0000499	AGAP006782	AMIN010059
OG0000500	AGAP000399	AMIN005698
OG0000500	AGAP006668	AMIN011003
OG0000501	AGAP010828, AGAP010829, AGAP010827, AGAP010826	AMIN006982
OG0000502	AGAP010734	AMIN015996
OG0000502	AGAP010810	AMIN007007
OG0000503	AGAP028471, AGAP013020, AGAP001707	AMIN003517
OG0000504	AGAP001695	AMIN003505
OG0000504	AGAP029662	AMIN003013
OG0000505	AGAP007073, AGAP007070, AGAP007072, AGAP007071, AGAP007074, AGAP012821	AMIN011215
OG0000506	AGAP006486	AMIN007882
OG0000506	AGAP011608	AMIN008841
OG0000507	AGAP008487	AMIN009824
OG0000507	AGAP004054	AMIN002620
OG0000508	AGAP006182	AMIN011314
OG0000508	AGAP006178	AMIN011311
OG0000509	AGAP006370, AGAP006369	AMIN007998
OG0000510	AGAP000973	AMIN005108
OG0000510	AGAP003730, AGAP012841	AMIN002964
OG0000511	AGAP006343, AGAP006342	AMIN008024, AMIN008023
OG0000512	AGAP001033	AMIN005371
OG0000514	AGAP003578	AMIN000976
OG0000514	AGAP009944	AMIN006790
OG0000515	AGAP003487	AMIN000903
OG0000515	AGAP013419	AMIN000905
OG0000516	AGAP003586	AMIN015782
OG0000516	AGAP013333	AMIN015783
OG0000517	AGAP004263	AMIN004090
OG0000517	AGAP012703, AGAP004262	AMIN004091
OG0000518	AGAP007676	AMIN010315
OG0000518	AGAP007677	AMIN010316
OG0000519	AGAP006385	AMIN007982
OG0000520	AGAP009090	AMIN009633
OG0000521	AGAP007406	AMIN010473
OG0000521	AGAP003541	AMIN000859
OG0000522	AGAP010186	AMIN007265
OG0000522	AGAP010184	AMIN007262
OG0000523	AGAP004369	AMIN004760
OG0000523	AGAP004577	AMIN004944
OG0000524	AGAP005952	AMIN010979
OG0000524	AGAP005951	AMIN010980
OG0000525	AGAP007440	AMIN010455
OG0000526	AGAP000361	AMIN005825
OG0000526	AGAP010269	AMIN001122
OG0000527	AGAP004223	AMIN004131
OG0000527	AGAP004222	AMIN004132
OG0000528	AGAP006536	AMIN007833
OG0000528	AGAP006540	AMIN007829
OG0000532	AGAP010531	AMIN001270
OG0000532	AGAP006914	AMIN007689
OG0000534	AGAP028052	AMIN001371
OG0000535	AGAP007918, AGAP013758	AMIN007082, AMIN007081
OG0000536	AGAP007134	AMIN011275
OG0000536	AGAP011848	AMIN008553
OG0000538	AGAP013071	AMIN003755
OG0000539	AGAP003055, AGAP003054	AMIN003762
OG0000539	AGAP013396, AGAP012758, AGAP003053	AMIN003761
OG0000540	AGAP001027	AMIN005379
OG0000541	AGAP008976	AMIN009417
OG0000541	AGAP007800	AMIN006390
OG0000542	AGAP003783	AMIN002916
OG0000543	AGAP029776, AGAP029777	AMIN008407
OG0000544	AGAP009442	AMIN001828
OG0000546	AGAP000075, AGAP013356	AMIN002142
OG0000547	AGAP010354	AMIN006548
OG0000547	AGAP005899	AMIN011566
OG0000548	AGAP000570	AMIN005326
OG0000549	AGAP005981	AMIN010949
OG0000549	AGAP000008	AMIN005346
OG0000550	AGAP006913	AMIN007688
OG0000551	AGAP013146	AMIN004699
OG0000552	AGAP004228	AMIN004125
OG0000553	AGAP006055	AMIN009893
OG0000554	AGAP001184, AGAP013501	AMIN002293
OG0000555	AGAP004358	AMIN000002
OG0000556	AGAP013224	AMIN000436
OG0000557	AGAP003231	AMIN000396
OG0000557	AGAP000170	AMIN005429
OG0000558	AGAP003133	AMIN004650
OG0000558	AGAP000787	AMIN002017
OG0000559	AGAP001962	AMIN003274
OG0000559	AGAP001961	AMIN003273
OG0000560	AGAP000546	AMIN005299
OG0000561	AGAP005929	AMIN010697
OG0000562	AGAP005035, AGAP005034	AMIN011522
OG0000563	AGAP003494	AMIN000899
OG0000564	AGAP009587, AGAP009588	AMIN009852
OG0000565	AGAP013199	AMIN004942
OG0000565	AGAP000721	AMIN005177
OG0000566	AGAP011220	AMIN008364
OG0000567	AGAP006868	AMIN007642
OG0000567	AGAP006283	AMIN008036
OG0000568	AGAP006961, AGAP006959	AMIN001579
OG0000569	AGAP002511, AGAP002510	AMIN002519
OG0000570	AGAP012952, AGAP004243	AMIN004109
OG0000571	AGAP004860	AMIN011641
OG0000572	AGAP012528, AGAP004813	AMIN008152
OG0000572	AGAP012530, AGAP012531, AGAP004815	AMIN008154
OG0000572	AGAP004814	AMIN008153
OG0000573	AGAP001028	AMIN005376
OG0000574	AGAP009926	AMIN006813
OG0000574	AGAP012737, AGAP009927	AMIN006812
OG0000576	AGAP013172	AMIN005183
OG0000577	AGAP013128	AMIN006494
OG0000577	AGAP002862	AMIN003222
OG0000579	AGAP006150, AGAP007148	AMIN010666
OG0000581	AGAP005002, AGAP005001	AMIN011482
OG0000582	AGAP029049	AMIN016010
OG0000582	AGAP029054	AMIN016008
OG0000583	AGAP007414	AMIN010469
OG0000583	AGAP007558, AGAP007557	AMIN010375, AMIN010374
OG0000584	AGAP011711	AMIN008750
OG0000584	AGAP011712	AMIN008748
OG0000585	AGAP005697, AGAP012903, AGAP005698	AMIN010150
OG0000586	AGAP013019, AGAP004005	AMIN002818
OG0000588	AGAP003523	AMIN000874
OG0000592	AGAP010813	AMIN006993
OG0000595	AGAP013253	AMIN011662
OG0000601	AGAP011807, AGAP011806	AMIN004306
OG0000606	AGAP003350	AMIN003039
OG0000607	AGAP011713, AGAP029298	AMIN008746
OG0000608	AGAP029476	AMIN001858, AMIN001857
OG0000609	AGAP009176	AMIN009721
OG0000610	AGAP005602	AMIN010908
OG0000611	AGAP007588, AGAP007589	AMIN010221
OG0000612	AGAP009318	AMIN001751
OG0000613	AGAP002811	AMIN003914
OG0000613	AGAP002813	AMIN003655
OG0000614	AGAP006788	AMIN010054
OG0000615	AGAP005942	AMIN010988
OG0000617	AGAP009815	AMIN009546
OG0000617	AGAP009779, AGAP009778, AGAP008599	AMIN009513
OG0000618	AGAP000953, AGAP002395	AMIN002658
OG0000619	AGAP003929, AGAP003928	AMIN000286
OG0000620	AGAP009872, AGAP009873	AMIN009595
OG0000621	AGAP008850	AMIN014163
OG0000622	AGAP010328	AMIN006522
OG0000623	AGAP011665	AMIN008790
OG0000623	AGAP011921	AMIN008600
OG0000624	AGAP003845	AMIN004070
OG0000625	AGAP001376	AMIN015791
OG0000625	AGAP001377	AMIN015790
OG0000627	AGAP029992	AMIN009215
OG0000627	AGAP029636	AMIN009220
OG0000628	AGAP010110	AMIN006623
OG0000629	AGAP000705, AGAP013449	AMIN005193
OG0000630	AGAP011051	AMIN015636
OG0000630	AGAP011068, AGAP011066	AMIN008522
OG0000631	AGAP008340	AMIN005964
OG0000632	AGAP000655	AMIN005735, AMIN000217
OG0000633	AGAP000401	AMIN005696
OG0000633	AGAP012656, AGAP005066	AMIN007609
OG0000634	AGAP000732	AMIN005170
OG0000634	AGAP004350	AMIN004747
OG0000635	AGAP001201	AMIN002272, AMIN002271
OG0000636	AGAP006907	AMIN007685
OG0000637	AGAP011095	AMIN008498
OG0000637	AGAP011094	AMIN008499
OG0000638	AGAP010489	AMIN016100
OG0000638	AGAP009629	AMIN015811
OG0000639	AGAP007650	AMIN010292
OG0000640	AGAP005972	AMIN010958
OG0000641	AGAP009185, AGAP009187	AMIN009728
OG0000642	AGAP004317	AMIN002983
OG0000643	AGAP001117	AMIN002346
OG0000644	AGAP029764, AGAP029763	AMIN008329
OG0000645	AGAP005456	AMIN010790
OG0000646	AGAP029702	AMIN006483, AMIN008386
OG0000647	AGAP007663	AMIN010304
OG0000648	AGAP008370	AMIN016197
OG0000648	AGAP008371	AMIN016198
OG0000649	AGAP004015	AMIN015853
OG0000650	AGAP010133, AGAP012849, AGAP010132	AMIN006615
OG0000651	AGAP012216, AGAP012217	AMIN006951
OG0000652	AGAP000654	AMIN005736
OG0000653	AGAP008109	AMIN006166
OG0000654	AGAP007372	AMIN010501
OG0000655	AGAP006095	AMIN009939
OG0000655	AGAP007040	AMIN011103
OG0000656	AGAP009212	AMIN009750
OG0000656	AGAP009213	AMIN009751
OG0000657	AGAP029977	AMIN009848
OG0000658	AGAP002241	AMIN000840
OG0000659	AGAP003582	AMIN015780
OG0000659	AGAP003581	AMIN015781
OG0000660	AGAP003896, AGAP003897	AMIN000258
OG0000661	AGAP006891	AMIN007663
OG0000661	AGAP000794	AMIN002009
OG0000662	AGAP010854, AGAP029297	AMIN004472
OG0000663	AGAP013218	AMIN000084
OG0000664	AGAP009014	AMIN001564
OG0000665	AGAP001983, AGAP013533	AMIN003292
OG0000666	AGAP029109	AMIN005051, AMIN005054, AMIN005053
OG0000667	AGAP010882	AMIN009272
OG0000668	AGAP000211	AMIN005541
OG0000669	AGAP009803	AMIN015631
OG0000669	AGAP009804	AMIN015633
OG0000671	AGAP011667	AMIN008788
OG0000671	AGAP011666	AMIN008789
OG0000672	AGAP008823, AGAP008824, AGAP008825	AMIN007203
OG0000672	AGAP028559	AMIN007201
OG0000673	AGAP010024	AMIN006706
OG0000673	AGAP029234	AMIN006708
OG0000674	AGAP011555	AMIN008880
OG0000674	AGAP011554	AMIN008881, AMIN008882
OG0000675	AGAP029530	AMIN011603
OG0000676	AGAP003757	AMIN015866
OG0000677	AGAP010242	AMIN001151
OG0000677	AGAP010245	AMIN001147
OG0000678	AGAP005069	AMIN007606
OG0000678	AGAP005068	AMIN007607
OG0000679	AGAP005528	AMIN015567
OG0000679	AGAP005529	AMIN015566
OG0000680	AGAP000292	AMIN001981
OG0000680	AGAP000294	AMIN001979
OG0000681	AGAP029337	AMIN010031
OG0000681	AGAP029350	AMIN010025
OG0000682	AGAP003137	AMIN004645
OG0000682	AGAP000668	AMIN005619
OG0000683	AGAP009270	AMIN001714
OG0000683	AGAP009947	AMIN006784
OG0000684	AGAP011076	AMIN015534, AMIN015535
OG0000686	AGAP002206, AGAP002204	AMIN003059
OG0000687	AGAP029253, AGAP010934	AMIN009262
OG0000687	AGAP011697, AGAP029349	AMIN007570
OG0000689	AGAP006813	AMIN010028
OG0000689	AGAP028659, AGAP028658	AMIN010027
OG0000690	AGAP029233	AMIN007666
OG0000691	AGAP028703	AMIN009242
OG0000693	AGAP005587	AMIN010899
OG0000694	AGAP006691, AGAP029152, AGAP029159	AMIN003886
OG0000694	AGAP029202	AMIN000912
OG0000695	AGAP013000	AMIN007522
OG0000698	AGAP004465, AGAP004466	AMIN004846
OG0000699	AGAP009233, AGAP009231, AGAP011926	AMIN008604
OG0000700	AGAP012386	AMIN008937
OG0000701	AGAP029980	AMIN006561
OG0000701	AGAP012414	AMIN008914
OG0000703	AGAP004157	AMIN016139
OG0000703	AGAP012761, AGAP004156	AMIN004198
OG0000704	AGAP012513, AGAP012514	AMIN004774
OG0000705	AGAP005318	AMIN007582
OG0000706	AGAP002464	AMIN002735
OG0000707	AGAP006439	AMIN007926, AMIN007930, AMIN007931
OG0000708	AGAP002069	AMIN003376
OG0000708	AGAP000591	AMIN005195
OG0000709	AGAP000391	AMIN005651, AMIN005650
OG0000710	AGAP000025	AMIN002091
OG0000710	AGAP001360	AMIN014055
OG0000711	AGAP012324, AGAP012323	AMIN006854
OG0000712	AGAP028037	AMIN005030
OG0000713	AGAP005327	AMIN007371
OG0000714	AGAP002621, AGAP002620	AMIN003947
OG0000716	AGAP012882, AGAP003787	AMIN002912
OG0000717	AGAP009692, AGAP009691	AMIN001545
OG0000718	AGAP029667	AMIN007484, AMIN007486
OG0000719	AGAP027999	AMIN015579
OG0000719	AGAP010326	AMIN015581
OG0000720	AGAP003676	AMIN004036
OG0000721	AGAP003713	AMIN004717
OG0000721	AGAP011630	AMIN008814
OG0000722	AGAP002639	AMIN003926
OG0000723	AGAP003314	AMIN002838
OG0000723	AGAP001130	AMIN002335
OG0000724	AGAP006833, AGAP006832	AMIN007628
OG0000725	AGAP006388	AMIN007979
OG0000726	AGAP004258	AMIN004095, AMIN004096
OG0000727	AGAP028525	AMIN008892, AMIN008891
OG0000728	AGAP000662	AMIN005769
OG0000729	AGAP009572	AMIN009867
OG0000729	AGAP000541	AMIN005293
OG0000730	AGAP010591	AMIN008192
OG0000731	AGAP000923	AMIN001221
OG0000731	AGAP005336	AMIN007381
OG0000732	AGAP003274, AGAP003275	AMIN000366
OG0000733	AGAP006396	AMIN015963
OG0000733	AGAP006395	AMIN015962
OG0000734	AGAP000773	AMIN005129
OG0000734	AGAP010058	AMIN006671
OG0000735	AGAP006826	AMIN007623
OG0000735	AGAP004303	AMIN002995
OG0000736	AGAP007723	AMIN010359, AMIN010358
OG0000737	AGAP000679	AMIN002046
OG0000738	AGAP010295, AGAP012433	AMIN001100
OG0000738	AGAP012434	AMIN001099
OG0000739	AGAP029559	AMIN016218
OG0000740	AGAP002178	AMIN003088
OG0000741	AGAP004783	AMIN008125, AMIN008122, AMIN008124
OG0000742	AGAP002885, AGAP013314	AMIN003205
OG0000744	AGAP009337	AMIN001767
OG0000744	AGAP009346	AMIN001773
OG0000745	AGAP004093	AMIN003820
OG0000746	AGAP002196	AMIN003066
OG0000747	AGAP001818	AMIN000413
OG0000747	AGAP001816	AMIN015470
OG0000748	AGAP001982	AMIN003290
OG0000748	AGAP013061	AMIN003291
OG0000749	AGAP000336	AMIN005487
OG0000749	AGAP007517	AMIN010411
OG0000750	AGAP007746	AMIN006331
OG0000750	AGAP029703	AMIN006330
OG0000751	AGAP013097	AMIN002061
OG0000751	AGAP000468	AMIN005610
OG0000752	AGAP000339	AMIN005490, AMIN003600
OG0000753	AGAP006749	AMIN010088
OG0000753	AGAP013757	AMIN006205
OG0000754	AGAP006167	AMIN011299
OG0000756	AGAP013185	AMIN016277
OG0000756	AGAP013005	AMIN016276
OG0000757	AGAP010507	AMIN001252
OG0000760	AGAP011967	AMIN004528, AMIN004386
OG0000761	AGAP010286, AGAP012633, AGAP012603	AMIN001108
OG0000762	AGAP003656	AMIN004012
OG0000763	AGAP007717	AMIN010348
OG0000764	AGAP009464	AMIN001845
OG0000765	AGAP029567	AMIN009531
OG0000765	AGAP009793	AMIN009527
OG0000766	AGAP010506	AMIN001248, AMIN001249, AMIN001251
OG0000767	AGAP011379	AMIN004492, AMIN004495
OG0000769	AGAP029276	AMIN004315
OG0000769	AGAP028416	AMIN004314
OG0000770	AGAP000045	AMIN002106, AMIN002108, AMIN002107
OG0000771	AGAP013055	AMIN005295
OG0000772	AGAP006444	AMIN007922, AMIN009898, AMIN007923
OG0000773	AGAP009652, AGAP029640	AMIN001511
OG0000774	AGAP011384	AMIN004490, AMIN004489
OG0000775	AGAP029541	AMIN011334, AMIN011331, AMIN011332
OG0000776	AGAP011334	AMIN004233
OG0000777	AGAP005037	AMIN011523, AMIN011526, AMIN011528, AMIN011524
OG0000778	AGAP003601, AGAP003602	AMIN002772
OG0000779	AGAP006902	AMIN007681
OG0000786	AGAP013168	AMIN003008
OG0000791	AGAP010991	AMIN004374
OG0000791	AGAP011004, AGAP011005, AGAP011001, AGAP011003	AMIN004371, AMIN004370
OG0000792	AGAP007515, AGAP007513, AGAP007514	AMIN010412
OG0000793	AGAP029714, AGAP029251, AGAP029715	AMIN006556
OG0000793	AGAP029275	AMIN006555
OG0000794	AGAP002596	AMIN003981
OG0000799	AGAP003995	AMIN002826
OG0000800	AGAP003871	AMIN004039
OG0000801	AGAP001600	AMIN003410
OG0000801	AGAP001601	AMIN003411
OG0000802	AGAP007838, AGAP007837	AMIN007213, AMIN011666
OG0000803	AGAP009379	AMIN001791
OG0000803	AGAP009380	AMIN015814
OG0000804	AGAP007797	AMIN006387
OG0000805	AGAP007590	AMIN010219
OG0000806	AGAP011307	AMIN009183
OG0000808	AGAP029984	AMIN006359, AMIN006360
OG0000809	AGAP008039	AMIN006231
OG0000810	AGAP000735	AMIN005167
OG0000810	AGAP002294	AMIN004573
OG0000811	AGAP006449, AGAP000777, AGAP000738	AMIN005473, AMIN005164
OG0000812	AGAP003971	AMIN000316
OG0000813	AGAP008443	AMIN009799
OG0000814	AGAP010341	AMIN006535
OG0000815	AGAP010943	AMIN009254
OG0000816	AGAP004386, AGAP012509	AMIN004773
OG0000817	AGAP011557	AMIN008879
OG0000817	AGAP000616	AMIN005216
OG0000818	AGAP028003	AMIN005027
OG0000820	AGAP011992	AMIN004411
OG0000821	AGAP000625	AMIN002077
OG0000822	AGAP003566	AMIN000167
OG0000823	AGAP011943, AGAP028539	AMIN008617
OG0000824	AGAP011332	AMIN004230
OG0000824	AGAP004764	AMIN008103
OG0000825	AGAP001683	AMIN003493
OG0000826	AGAP009564	AMIN001935
OG0000826	AGAP000260	AMIN005680
OG0000826	AGAP005098	AMIN010196
OG0000827	AGAP011053	AMIN008535
OG0000828	AGAP000606	AMIN005213, AMIN005210
OG0000829	AGAP000315	AMIN005324
